TCONS_00000015.p1	HUMAN05967
TCONS_00029297.p1	HUMAN14485
TCONS_00029297.p1	HUMAN14554
TCONS_00029301.p1	HUMAN23692
TCONS_00029302.p1	HUMAN01762
TCONS_00029304.p1	HUMAN14394
TCONS_00029304.p1	HUMAN29509
TCONS_00029304.p1	HUMAN29510
TCONS_00029308.p1	HUMAN21331
TCONS_00029313.p1	HUMAN28520
TCONS_00029314.p1	HUMAN09970
TCONS_00029314.p1	HUMAN28518
TCONS_00029314.p1	HUMAN28519
TCONS_00029316.p1	HUMAN28516
TCONS_00029324.p1	HUMAN01755
TCONS_00029324.p1	HUMAN01756
TCONS_00029324.p1	HUMAN01757
TCONS_00029324.p1	HUMAN01758
TCONS_00029324.p1	HUMAN01759
TCONS_00029324.p1	HUMAN01760
TCONS_00029324.p1	HUMAN01761
TCONS_00029324.p1	HUMAN09584
TCONS_00029324.p1	HUMAN09585
TCONS_00029324.p1	HUMAN09587
TCONS_00029324.p1	HUMAN09588
TCONS_00029324.p1	HUMAN09589
TCONS_00029324.p1	HUMAN09590
TCONS_00029324.p1	HUMAN09591
TCONS_00029324.p1	HUMAN09592
TCONS_00029324.p1	HUMAN14908
TCONS_00029324.p1	HUMAN14909
TCONS_00029324.p1	HUMAN14910
TCONS_00029324.p1	HUMAN14911
TCONS_00029324.p1	HUMAN14912
TCONS_00029324.p1	HUMAN28671
TCONS_00029324.p1	HUMAN28672
TCONS_00029325.p1	HUMAN14370
TCONS_00029328.p1	HUMAN03198
TCONS_00029332.p1	HUMAN03197
TCONS_00029332.p1	HUMAN03199
TCONS_00029344.p1	HUMAN09471
TCONS_00029346.p1	HUMAN04967
TCONS_00029355.p1	HUMAN22749
TCONS_00029363.p1	HUMAN09621
TCONS_00029363.p1	HUMAN23712
TCONS_00029367.p1	HUMAN09842
TCONS_00029367.p1	HUMAN14133
TCONS_00029368.p1	HUMAN09814
TCONS_00029368.p1	HUMAN28627
TCONS_00029368.p1	HUMAN28628
TCONS_00029368.p1	HUMAN28629
TCONS_00029369.p1	HUMAN15863
TCONS_00029381.p1	HUMAN24981
TCONS_00029382.p1	HUMAN19264
TCONS_00029382.p1	HUMAN19265
TCONS_00029383.p1	HUMAN03967
TCONS_00029383.p1	HUMAN03968
TCONS_00029396.p1	HUMAN28461
TCONS_00029410.p1	HUMAN07610
TCONS_00029412.p1	HUMAN01654
TCONS_00029412.p1	HUMAN01655
TCONS_00029421.p1	HUMAN01582
TCONS_00029421.p1	HUMAN09200
TCONS_00029421.p1	HUMAN23227
TCONS_00029424.p1	HUMAN28834
TCONS_00029425.p1	HUMAN13887
TCONS_00029425.p1	HUMAN13888
TCONS_00029427.p1	HUMAN09910
TCONS_00029427.p1	HUMAN09911
TCONS_00029427.p1	HUMAN09912
TCONS_00029427.p1	HUMAN09913
TCONS_00029428.p1	HUMAN28932
TCONS_00029428.p1	HUMAN28933
TCONS_00029430.p1	HUMAN01896
TCONS_00029430.p1	HUMAN01897
TCONS_00029430.p1	HUMAN09997
TCONS_00029430.p1	HUMAN09998
TCONS_00029430.p1	HUMAN09999
TCONS_00029430.p1	HUMAN28832
TCONS_00029431.p1	HUMAN09798
TCONS_00029431.p1	HUMAN14339
TCONS_00029431.p1	HUMAN14340
TCONS_00029431.p1	HUMAN14341
TCONS_00029432.p1	HUMAN09529
TCONS_00029440.p1	HUMAN01860
TCONS_00029441.p1	HUMAN09685
TCONS_00029442.p1	HUMAN00894
TCONS_00029444.p1	HUMAN09841
TCONS_00029444.p1	HUMAN14547
TCONS_00029445.p1	HUMAN15036
TCONS_00029445.p1	HUMAN15037
TCONS_00029445.p1	HUMAN23608
TCONS_00029445.p1	HUMAN23610
TCONS_00029447.p1	HUMAN09946
TCONS_00029447.p1	HUMAN09947
TCONS_00029447.p1	HUMAN09948
TCONS_00029451.p1	HUMAN09198
TCONS_00029451.p1	HUMAN09199
TCONS_00029453.p1	HUMAN01774
TCONS_00029458.p1	HUMAN00551
TCONS_00029458.p1	HUMAN00552
TCONS_00029459.p1	HUMAN14321
TCONS_00029460.p1	HUMAN01750
TCONS_00029461.p1	HUMAN15049
TCONS_00029461.p1	HUMAN18463
TCONS_00029462.p1	HUMAN09615
TCONS_00029470.p1	HUMAN25899
TCONS_00029474.p1	HUMAN09893
TCONS_00029474.p1	HUMAN09894
TCONS_00029474.p1	HUMAN09897
TCONS_00029474.p1	HUMAN11924
TCONS_00029474.p1	HUMAN17889
TCONS_00029474.p1	HUMAN18383
TCONS_00029474.p1	HUMAN18384
TCONS_00029474.p1	HUMAN19281
TCONS_00029474.p1	HUMAN19282
TCONS_00029474.p1	HUMAN27611
TCONS_00029474.p1	HUMAN27764
TCONS_00029474.p1	HUMAN27765
TCONS_00029483.p1	HUMAN10005
TCONS_00029484.p1	HUMAN23241
TCONS_00029491.p1	HUMAN14441
TCONS_00029492.p1	HUMAN09879
TCONS_00029492.p1	HUMAN09881
TCONS_00029493.p1	HUMAN00590
TCONS_00029493.p1	HUMAN01834
TCONS_00029493.p1	HUMAN04262
TCONS_00029493.p1	HUMAN05063
TCONS_00029493.p1	HUMAN05160
TCONS_00029493.p1	HUMAN05863
TCONS_00029493.p1	HUMAN07329
TCONS_00029493.p1	HUMAN07330
TCONS_00029493.p1	HUMAN07775
TCONS_00029493.p1	HUMAN15879
TCONS_00029493.p1	HUMAN17610
TCONS_00029493.p1	HUMAN20784
TCONS_00029493.p1	HUMAN20793
TCONS_00029493.p1	HUMAN21215
TCONS_00029493.p1	HUMAN21671
TCONS_00029493.p1	HUMAN23514
TCONS_00029493.p1	HUMAN25404
TCONS_00029493.p1	HUMAN25845
TCONS_00029493.p1	HUMAN28291
TCONS_00029493.p1	HUMAN29757
TCONS_00029495.p1	HUMAN07076
TCONS_00029495.p1	HUMAN08874
TCONS_00029495.p1	HUMAN16157
TCONS_00029495.p1	HUMAN16158
TCONS_00029495.p1	HUMAN25843
TCONS_00029503.p1	HUMAN09424
TCONS_00029541.p1	HUMAN10778
TCONS_00029541.p1	HUMAN10780
TCONS_00029541.p1	HUMAN15933
TCONS_00029548.p1	HUMAN01528
TCONS_00029548.p1	HUMAN09719
TCONS_00029548.p1	HUMAN14359
TCONS_00029548.p1	HUMAN23247
TCONS_00029548.p1	HUMAN23248
TCONS_00029551.p1	HUMAN23668
TCONS_00029551.p1	HUMAN23669
TCONS_00029554.p1	HUMAN28655
TCONS_00029555.p1	HUMAN23679
TCONS_00029566.p1	HUMAN01536
TCONS_00029566.p1	HUMAN10083
TCONS_00029566.p1	HUMAN23625
TCONS_00029573.p1	HUMAN09392
TCONS_00029573.p1	HUMAN09393
TCONS_00029573.p1	HUMAN09394
TCONS_00029574.p1	HUMAN09570
TCONS_00029574.p1	HUMAN28803
TCONS_00029587.p1	HUMAN28513
TCONS_00029590.p1	HUMAN09412
TCONS_00029590.p1	HUMAN09413
TCONS_00029592.p1	HUMAN17123
TCONS_00029592.p1	HUMAN17124
TCONS_00029595.p1	HUMAN14343
TCONS_00029595.p1	HUMAN14647
TCONS_00029595.p1	HUMAN23229
TCONS_00029595.p1	HUMAN29143
TCONS_00029606.p1	HUMAN14390
TCONS_00029606.p1	HUMAN23197
TCONS_00029606.p1	HUMAN23681
TCONS_00029608.p1	HUMAN04238
TCONS_00029608.p1	HUMAN07652
TCONS_00029608.p1	HUMAN08271
TCONS_00029608.p1	HUMAN16156
TCONS_00029608.p1	HUMAN18111
TCONS_00029608.p1	HUMAN18496
TCONS_00029608.p1	HUMAN20703
TCONS_00029608.p1	HUMAN20739
TCONS_00029608.p1	HUMAN20789
TCONS_00029608.p1	HUMAN20790
TCONS_00029608.p1	HUMAN20794
TCONS_00029608.p1	HUMAN29756
TCONS_00029610.p1	HUMAN09728
TCONS_00029610.p1	HUMAN09729
TCONS_00029614.p1	HUMAN00075
TCONS_00029614.p1	HUMAN00076
TCONS_00029614.p1	HUMAN00078
TCONS_00029622.p1	HUMAN10113
TCONS_00029622.p1	HUMAN23744
TCONS_00029623.p1	HUMAN16777
TCONS_00029628.p1	HUMAN23533
TCONS_00029638.p1	HUMAN01831
TCONS_00029638.p1	HUMAN13891
TCONS_00029640.p1	HUMAN10779
TCONS_00029640.p1	HUMAN10811
TCONS_00029640.p1	HUMAN10869
TCONS_00029640.p1	HUMAN17464
TCONS_00029640.p1	HUMAN17465
TCONS_00029640.p1	HUMAN22471
TCONS_00029645.p1	HUMAN09899
TCONS_00029645.p1	HUMAN09900
TCONS_00029645.p1	HUMAN30167
TCONS_00029648.p1	HUMAN06645
TCONS_00029648.p1	HUMAN21632
TCONS_00029648.p1	HUMAN25900
TCONS_00029648.p1	HUMAN25901
TCONS_00029649.p1	HUMAN28537
TCONS_00029649.p1	HUMAN28538
TCONS_00029650.p1	HUMAN14021
TCONS_00029651.p1	HUMAN21178
TCONS_00029652.p1	HUMAN01839
TCONS_00029652.p1	HUMAN04048
TCONS_00029652.p1	HUMAN04049
TCONS_00029652.p1	HUMAN28825
TCONS_00029652.p1	HUMAN29957
TCONS_00029664.p1	HUMAN03285
TCONS_00029671.p1	HUMAN10089
TCONS_00029671.p1	HUMAN23497
TCONS_00029673.p1	HUMAN01763
TCONS_00029676.p1	HUMAN28824
TCONS_00029682.p1	HUMAN14209
TCONS_00029682.p1	HUMAN14210
TCONS_00029682.p1	HUMAN14211
TCONS_00029685.p1	HUMAN01642
TCONS_00029685.p1	HUMAN09985
TCONS_00029685.p1	HUMAN14011
TCONS_00029685.p1	HUMAN14012
TCONS_00029688.p1	HUMAN14010
TCONS_00029698.p1	HUMAN13921
TCONS_00029698.p1	HUMAN13922
TCONS_00029698.p1	HUMAN13923
TCONS_00029700.p1	HUMAN14332
TCONS_00029701.p1	HUMAN01776
TCONS_00029701.p1	HUMAN09895
TCONS_00029701.p1	HUMAN09896
TCONS_00029701.p1	HUMAN11808
TCONS_00029701.p1	HUMAN11923
TCONS_00029707.p1	HUMAN10107
TCONS_00029708.p1	HUMAN28930
TCONS_00029710.p1	HUMAN09720
TCONS_00029711.p1	HUMAN28634
TCONS_00029711.p1	HUMAN28635
TCONS_00029711.p1	HUMAN28636
TCONS_00029714.p1	HUMAN13980
TCONS_00029716.p1	HUMAN09941
TCONS_00029716.p1	HUMAN09943
TCONS_00029716.p1	HUMAN28526
TCONS_00029720.p1	HUMAN09749
TCONS_00029721.p1	HUMAN23478
TCONS_00029723.p1	HUMAN23596
TCONS_00029725.p1	HUMAN25259
TCONS_00029726.p1	HUMAN09519
TCONS_00029726.p1	HUMAN09520
TCONS_00029726.p1	HUMAN09521
TCONS_00029727.p1	HUMAN23230
TCONS_00029729.p1	HUMAN23460
TCONS_00029729.p1	HUMAN23462
TCONS_00029729.p1	HUMAN23466
TCONS_00029731.p1	HUMAN01890
TCONS_00029738.p1	HUMAN09877
TCONS_00029739.p1	HUMAN20103
TCONS_00029742.p1	HUMAN09201
TCONS_00029742.p1	HUMAN09202
TCONS_00029742.p1	HUMAN09489
TCONS_00029742.p1	HUMAN28771
TCONS_00029742.p1	HUMAN28772
TCONS_00029742.p1	HUMAN28773
TCONS_00029742.p1	HUMAN28791
TCONS_00029746.p1	HUMAN10060
TCONS_00029746.p1	HUMAN10118
TCONS_00029748.p1	HUMAN00433
TCONS_00029754.p1	HUMAN09518
TCONS_00029754.p1	HUMAN14987
TCONS_00029754.p1	HUMAN28659
TCONS_00029754.p1	HUMAN28660
TCONS_00029758.p1	HUMAN01523
TCONS_00029758.p1	HUMAN14143
TCONS_00029758.p1	HUMAN14144
TCONS_00029760.p1	HUMAN14978
TCONS_00029761.p2	HUMAN28934
TCONS_00029761.p2	HUMAN28935
TCONS_00029764.p1	HUMAN03332
TCONS_00029769.p1	HUMAN09802
TCONS_00029769.p1	HUMAN09803
TCONS_00029769.p1	HUMAN09805
TCONS_00029770.p1	HUMAN27677
TCONS_00029776.p1	HUMAN09208
TCONS_00029777.p1	HUMAN09193
TCONS_00029777.p1	HUMAN09206
TCONS_00029777.p1	HUMAN09207
TCONS_00029777.p1	HUMAN22344
TCONS_00029780.p1	HUMAN23586
TCONS_00029783.p1	HUMAN14312
TCONS_00029784.p1	HUMAN09524
TCONS_00029790.p1	HUMAN18455
TCONS_00029790.p1	HUMAN18457
TCONS_00029790.p1	HUMAN18458
TCONS_00029790.p1	HUMAN18460
TCONS_00029791.p1	HUMAN28639
TCONS_00029791.p1	HUMAN28640
TCONS_00029791.p1	HUMAN28641
TCONS_00029792.p1	HUMAN14219
TCONS_00029792.p1	HUMAN14220
TCONS_00029792.p1	HUMAN23664
TCONS_00029792.p1	HUMAN23665
TCONS_00029792.p1	HUMAN23666
TCONS_00029793.p1	HUMAN14136
TCONS_00029793.p1	HUMAN28617
TCONS_00029796.p1	HUMAN09904
TCONS_00029796.p1	HUMAN23553
TCONS_00029806.p1	HUMAN14541
TCONS_00029806.p1	HUMAN23728
TCONS_00029807.p1	HUMAN23729
TCONS_00029807.p1	HUMAN23731
TCONS_00029807.p1	HUMAN23732
TCONS_00029808.p1	HUMAN02899
TCONS_00029808.p1	HUMAN29829
TCONS_00029813.p1	HUMAN01665
TCONS_00029813.p1	HUMAN01666
TCONS_00029813.p1	HUMAN01667
TCONS_00029816.p1	HUMAN09496
TCONS_00029816.p1	HUMAN23695
TCONS_00029817.p1	HUMAN27232
TCONS_00029819.p1	HUMAN02351
TCONS_00029819.p1	HUMAN05785
TCONS_00029823.p1	HUMAN09438
TCONS_00029824.p1	HUMAN01530
TCONS_00029824.p1	HUMAN10029
TCONS_00029826.p1	HUMAN01531
TCONS_00029829.p1	HUMAN09451
TCONS_00029829.p1	HUMAN09452
TCONS_00029834.p1	HUMAN14403
TCONS_00029834.p1	HUMAN14404
TCONS_00029834.p1	HUMAN14405
TCONS_00029836.p1	HUMAN14003
TCONS_00029836.p1	HUMAN14004
TCONS_00029838.p1	HUMAN01747
TCONS_00029838.p1	HUMAN10056
TCONS_00029838.p1	HUMAN10057
TCONS_00029838.p1	HUMAN15052
TCONS_00029839.p1	HUMAN14383
TCONS_00029839.p1	HUMAN14384
TCONS_00029839.p1	HUMAN14385
TCONS_00029840.p1	HUMAN22452
TCONS_00029842.p1	HUMAN01895
TCONS_00029842.p1	HUMAN09872
TCONS_00029842.p1	HUMAN13345
TCONS_00029842.p1	HUMAN14914
TCONS_00029847.p1	HUMAN01833
TCONS_00029849.p1	HUMAN09845
TCONS_00029851.p1	HUMAN03982
TCONS_00029851.p1	HUMAN05511
TCONS_00029851.p1	HUMAN21864
TCONS_00029902.p1	HUMAN27773
TCONS_00029902.p1	HUMAN27775
TCONS_00029902.p1	HUMAN27777
TCONS_00029905.p1	HUMAN03043
TCONS_00029913.p1	HUMAN03045
TCONS_00029913.p1	HUMAN22594
TCONS_00029913.p1	HUMAN22595
TCONS_00029913.p1	HUMAN24384
TCONS_00029914.p1	HUMAN24085
TCONS_00029914.p1	HUMAN24086
TCONS_00029922.p1	HUMAN03541
TCONS_00029922.p1	HUMAN23852
TCONS_00029923.p1	HUMAN03072
TCONS_00029923.p1	HUMAN03123
TCONS_00029925.p1	HUMAN03058
TCONS_00029925.p1	HUMAN03059
TCONS_00029925.p1	HUMAN03060
TCONS_00029925.p1	HUMAN03061
TCONS_00029925.p1	HUMAN18660
TCONS_00029925.p1	HUMAN22512
TCONS_00029930.p1	HUMAN03080
TCONS_00029930.p1	HUMAN03081
TCONS_00029930.p1	HUMAN03093
TCONS_00029930.p1	HUMAN03094
TCONS_00029931.p1	HUMAN03101
TCONS_00029931.p1	HUMAN22628
TCONS_00029931.p1	HUMAN22629
TCONS_00029934.p1	HUMAN03322
TCONS_00029935.p1	HUMAN03209
TCONS_00029935.p1	HUMAN17161
TCONS_00029935.p1	HUMAN22751
TCONS_00029935.p1	HUMAN22752
TCONS_00029935.p1	HUMAN23894
TCONS_00029973.p1	HUMAN03463
TCONS_00029973.p1	HUMAN03464
TCONS_00029973.p1	HUMAN23111
TCONS_00029973.p1	HUMAN23112
TCONS_00029973.p1	HUMAN27544
TCONS_00029982.p1	HUMAN24690
TCONS_00029987.p1	HUMAN22669
TCONS_00029989.p1	HUMAN03136
TCONS_00029989.p1	HUMAN03137
TCONS_00029989.p1	HUMAN22593
TCONS_00029991.p1	HUMAN22790
TCONS_00029992.p1	HUMAN23615
TCONS_00029992.p1	HUMAN23618
TCONS_00030001.p1	HUMAN03162
TCONS_00030001.p1	HUMAN03164
TCONS_00030001.p1	HUMAN03165
TCONS_00030001.p1	HUMAN03166
TCONS_00030001.p1	HUMAN05499
TCONS_00030001.p1	HUMAN22804
TCONS_00030001.p1	HUMAN22805
TCONS_00030001.p1	HUMAN22806
TCONS_00030001.p1	HUMAN27743
TCONS_00030012.p1	HUMAN03484
TCONS_00030012.p1	HUMAN03485
TCONS_00030012.p1	HUMAN22730
TCONS_00030039.p1	HUMAN03075
TCONS_00030039.p1	HUMAN17083
TCONS_00030039.p1	HUMAN17084
TCONS_00030039.p1	HUMAN22586
TCONS_00030039.p1	HUMAN22587
TCONS_00030041.p1	HUMAN06082
TCONS_00030050.p1	HUMAN17243
TCONS_00030050.p1	HUMAN17245
TCONS_00030051.p1	HUMAN27539
TCONS_00030052.p1	HUMAN03270
TCONS_00030052.p1	HUMAN03271
TCONS_00030052.p1	HUMAN03272
TCONS_00030056.p1	HUMAN22701
TCONS_00030056.p1	HUMAN22702
TCONS_00030056.p1	HUMAN22704
TCONS_00030056.p1	HUMAN22705
TCONS_00030056.p1	HUMAN22706
TCONS_00030056.p1	HUMAN22707
TCONS_00030056.p1	HUMAN22708
TCONS_00030063.p1	HUMAN28704
TCONS_00030063.p1	HUMAN28705
TCONS_00030063.p1	HUMAN28706
TCONS_00030064.p1	HUMAN22688
TCONS_00030064.p1	HUMAN22689
TCONS_00030075.p1	HUMAN23815
TCONS_00030082.p1	HUMAN03151
TCONS_00030082.p1	HUMAN03152
TCONS_00030093.p1	HUMAN03357
TCONS_00030114.p1	HUMAN03353
TCONS_00030114.p1	HUMAN03354
TCONS_00030114.p1	HUMAN17090
TCONS_00030118.p1	HUMAN28789
TCONS_00030119.p1	HUMAN03077
TCONS_00030119.p1	HUMAN03090
TCONS_00030123.p1	HUMAN03238
TCONS_00030123.p1	HUMAN22753
TCONS_00030123.p1	HUMAN22754
TCONS_00030125.p1	HUMAN05652
TCONS_00030125.p1	HUMAN05673
TCONS_00030125.p1	HUMAN14556
TCONS_00030131.p1	HUMAN22710
TCONS_00030135.p1	HUMAN24083
TCONS_00030135.p1	HUMAN24084
TCONS_00030138.p1	HUMAN03153
TCONS_00030141.p1	HUMAN23549
TCONS_00030149.p1	HUMAN22795
TCONS_00030150.p1	HUMAN03210
TCONS_00030150.p1	HUMAN03212
TCONS_00030150.p1	HUMAN27554
TCONS_00030150.p1	HUMAN27555
TCONS_00030156.p1	HUMAN03228
TCONS_00030157.p1	HUMAN03359
TCONS_00030157.p1	HUMAN22693
TCONS_00030157.p1	HUMAN22694
TCONS_00030157.p1	HUMAN24283
TCONS_00030157.p1	HUMAN24284
TCONS_00030157.p1	HUMAN26951
TCONS_00030158.p1	HUMAN03387
TCONS_00030158.p1	HUMAN30305
TCONS_00030160.p1	HUMAN04243
TCONS_00030161.p1	HUMAN04244
TCONS_00030162.p1	HUMAN22576
TCONS_00030166.p1	HUMAN20683
TCONS_00030166.p1	HUMAN24440
TCONS_00030166.p1	HUMAN24442
TCONS_00030166.p1	HUMAN24443
TCONS_00030168.p1	HUMAN22143
TCONS_00030173.p1	HUMAN03148
TCONS_00030181.p1	HUMAN03214
TCONS_00030181.p1	HUMAN03217
TCONS_00030186.p1	HUMAN17235
TCONS_00030186.p1	HUMAN17236
TCONS_00030196.p1	HUMAN22695
TCONS_00030196.p1	HUMAN22696
TCONS_00030196.p1	HUMAN22697
TCONS_00030196.p1	HUMAN24282
TCONS_00030200.p1	HUMAN03227
TCONS_00030207.p1	HUMAN22802
TCONS_00030207.p1	HUMAN22803
TCONS_00030208.p1	HUMAN22780
TCONS_00030208.p1	HUMAN23814
TCONS_00030209.p1	HUMAN09493
TCONS_00030209.p1	HUMAN23119
TCONS_00030212.p1	HUMAN03600
TCONS_00030222.p1	HUMAN25643
TCONS_00030224.p1	HUMAN17089
TCONS_00030224.p1	HUMAN18256
TCONS_00030224.p1	HUMAN22581
TCONS_00030230.p1	HUMAN03127
TCONS_00030230.p1	HUMAN03132
TCONS_00030230.p1	HUMAN03133
TCONS_00030241.p1	HUMAN03247
TCONS_00030241.p1	HUMAN03248
TCONS_00030243.p1	HUMAN03139
TCONS_00030243.p1	HUMAN22766
TCONS_00030243.p1	HUMAN22767
TCONS_00030243.p1	HUMAN27758
TCONS_00030250.p1	HUMAN03324
TCONS_00030250.p1	HUMAN03325
TCONS_00030250.p1	HUMAN03326
TCONS_00030250.p1	HUMAN03327
TCONS_00030250.p1	HUMAN27682
TCONS_00030251.p1	HUMAN03540
TCONS_00030251.p1	HUMAN22604
TCONS_00030254.p1	HUMAN03302
TCONS_00030256.p1	HUMAN22788
TCONS_00030259.p1	HUMAN22605
TCONS_00030261.p1	HUMAN03301
TCONS_00030261.p1	HUMAN22811
TCONS_00030261.p1	HUMAN22814
TCONS_00030261.p1	HUMAN24077
TCONS_00030264.p1	HUMAN05498
TCONS_00030265.p1	HUMAN17108
TCONS_00030265.p1	HUMAN17109
TCONS_00030265.p1	HUMAN22524
TCONS_00030265.p1	HUMAN22528
TCONS_00030272.p1	HUMAN17249
TCONS_00030275.p1	HUMAN23821
TCONS_00030276.p1	HUMAN03229
TCONS_00030276.p1	HUMAN06551
TCONS_00030276.p1	HUMAN12525
TCONS_00030276.p1	HUMAN17942
TCONS_00030276.p1	HUMAN22798
TCONS_00030276.p1	HUMAN23827
TCONS_00030276.p1	HUMAN26150
TCONS_00030277.p1	HUMAN22827
TCONS_00030280.p1	HUMAN14758
TCONS_00030280.p1	HUMAN14759
TCONS_00030284.p1	HUMAN16876
TCONS_00030284.p1	HUMAN22539
TCONS_00030284.p1	HUMAN23806
TCONS_00030290.p1	HUMAN03304
TCONS_00030290.p1	HUMAN03657
TCONS_00030290.p1	HUMAN13470
TCONS_00030290.p1	HUMAN17267
TCONS_00030290.p1	HUMAN17270
TCONS_00030290.p1	HUMAN20018
TCONS_00030290.p1	HUMAN20019
TCONS_00030290.p1	HUMAN22141
TCONS_00030290.p1	HUMAN26491
TCONS_00030290.p1	HUMAN27462
TCONS_00030290.p1	HUMAN27619
TCONS_00030290.p1	HUMAN27749
TCONS_00030295.p1	HUMAN03299
TCONS_00030296.p1	HUMAN22745
TCONS_00030299.p1	HUMAN03538
TCONS_00030299.p1	HUMAN22650
TCONS_00030299.p1	HUMAN23850
TCONS_00030309.p1	HUMAN18170
TCONS_00030309.p1	HUMAN22577
TCONS_00030309.p1	HUMAN22579
TCONS_00030324.p1	HUMAN03533
TCONS_00030324.p1	HUMAN27750
TCONS_00030324.p1	HUMAN27751
TCONS_00030324.p1	HUMAN27752
TCONS_00030334.p1	HUMAN09276
TCONS_00030334.p1	HUMAN09278
TCONS_00030334.p1	HUMAN09279
TCONS_00030338.p1	HUMAN21867
TCONS_00030342.p1	HUMAN09277
TCONS_00030342.p1	HUMAN09280
TCONS_00030342.p1	HUMAN09281
TCONS_00030348.p1	HUMAN03582
TCONS_00030352.p1	HUMAN22582
TCONS_00030352.p1	HUMAN22583
TCONS_00030367.p1	HUMAN28700
TCONS_00030367.p1	HUMAN28701
TCONS_00030369.p1	HUMAN03545
TCONS_00030369.p1	HUMAN17534
TCONS_00030369.p1	HUMAN28702
TCONS_00030374.p1	HUMAN03319
TCONS_00030374.p1	HUMAN23794
TCONS_00030374.p1	HUMAN27760
TCONS_00030400.p1	HUMAN03392
TCONS_00030407.p1	HUMAN23093
TCONS_00030409.p1	HUMAN18665
TCONS_00030409.p1	HUMAN22627
TCONS_00030410.p1	HUMAN03355
TCONS_00030410.p1	HUMAN17228
TCONS_00030413.p1	HUMAN03250
TCONS_00030413.p1	HUMAN22686
TCONS_00030413.p1	HUMAN24285
TCONS_00030413.p1	HUMAN24286
TCONS_00030413.p1	HUMAN24287
TCONS_00030413.p1	HUMAN27681
TCONS_00030417.p1	HUMAN03303
TCONS_00030417.p1	HUMAN22808
TCONS_00030417.p1	HUMAN24069
TCONS_00030417.p1	HUMAN26264
TCONS_00030417.p1	HUMAN26266
TCONS_00030417.p1	HUMAN26267
TCONS_00030417.p1	HUMAN26268
TCONS_00030419.p1	HUMAN09771
TCONS_00030421.p1	HUMAN03066
TCONS_00030421.p1	HUMAN23014
TCONS_00030421.p1	HUMAN23015
TCONS_00030421.p1	HUMAN23016
TCONS_00030426.p1	HUMAN07114
TCONS_00030426.p1	HUMAN07115
TCONS_00030426.p1	HUMAN07116
TCONS_00030428.p1	HUMAN05413
TCONS_00030428.p1	HUMAN05415
TCONS_00030428.p1	HUMAN05417
TCONS_00030441.p1	HUMAN22799
TCONS_00030441.p1	HUMAN22800
TCONS_00030441.p1	HUMAN22801
TCONS_00030455.p1	HUMAN22998
TCONS_00030455.p1	HUMAN22999
TCONS_00030455.p1	HUMAN23755
TCONS_00030467.p1	HUMAN03358
TCONS_00030468.p1	HUMAN05056
TCONS_00030468.p1	HUMAN05057
TCONS_00030468.p1	HUMAN22610
TCONS_00030470.p1	HUMAN22281
TCONS_00030488.p1	HUMAN03156
TCONS_00030488.p1	HUMAN03158
TCONS_00030488.p1	HUMAN22660
TCONS_00030488.p1	HUMAN22661
TCONS_00030488.p1	HUMAN23851
TCONS_00030491.p1	HUMAN13840
TCONS_00030491.p1	HUMAN25160
TCONS_00030498.p1	HUMAN03651
TCONS_00030500.p1	HUMAN03283
TCONS_00030500.p1	HUMAN23117
TCONS_00030501.p1	HUMAN03057
TCONS_00030505.p1	HUMAN03100
TCONS_00030505.p1	HUMAN17075
TCONS_00030505.p1	HUMAN17076
TCONS_00030505.p1	HUMAN17078
TCONS_00030505.p1	HUMAN22630
TCONS_00030505.p1	HUMAN30523
TCONS_00030513.p1	HUMAN11249
TCONS_00030524.p1	HUMAN03378
TCONS_00030524.p1	HUMAN03462
TCONS_00030524.p1	HUMAN22680
TCONS_00030524.p1	HUMAN22682
TCONS_00030524.p1	HUMAN23109
TCONS_00030524.p1	HUMAN23110
TCONS_00030524.p1	HUMAN24311
TCONS_00030524.p1	HUMAN24314
TCONS_00030526.p1	HUMAN03380
TCONS_00030526.p1	HUMAN22685
TCONS_00030550.p1	HUMAN13542
TCONS_00030551.p1	HUMAN03579
TCONS_00030552.p1	HUMAN03196
TCONS_00030553.p1	HUMAN17231
TCONS_00030558.p1	HUMAN03297
TCONS_00030558.p1	HUMAN03298
TCONS_00030562.p1	HUMAN19111
TCONS_00030567.p1	HUMAN22725
TCONS_00030567.p1	HUMAN26278
TCONS_00030567.p1	HUMAN26279
TCONS_00030568.p1	HUMAN03269
TCONS_00030568.p1	HUMAN22722
TCONS_00030568.p1	HUMAN23887
TCONS_00030568.p1	HUMAN23888
TCONS_00030568.p1	HUMAN23889
TCONS_00030570.p1	HUMAN03252
TCONS_00030570.p1	HUMAN03253
TCONS_00030570.p1	HUMAN03254
TCONS_00030570.p1	HUMAN03255
TCONS_00030570.p1	HUMAN03366
TCONS_00030570.p1	HUMAN24278
TCONS_00030577.p1	HUMAN29598
TCONS_00030588.p1	HUMAN20280
TCONS_00030595.p1	HUMAN04398
TCONS_00030595.p1	HUMAN20399
TCONS_00030596.p1	HUMAN03122
TCONS_00030604.p1	HUMAN03483
TCONS_00030617.p1	HUMAN03241
TCONS_00030617.p1	HUMAN23908
TCONS_00030617.p1	HUMAN27697
TCONS_00030618.p1	HUMAN22508
TCONS_00030618.p1	HUMAN23905
TCONS_00030619.p1	HUMAN03191
TCONS_00030620.p1	HUMAN11334
TCONS_00030624.p1	HUMAN03652
