TCONS_00041617.p1	STRPU_05295
TCONS_00021209.p1	STRPU_06342
TCONS_00000170.p1	STRPU_17878
TCONS_00028847.p1	STRPU_27218
TCONS_00016871.p1	STRPU_24551
TCONS_00027781.p1	STRPU_24000
TCONS_00020571.p1	STRPU_23373
TCONS_00053518.p1	STRPU_18794
TCONS_00019826.p1	STRPU_25529
TCONS_00046508.p1	STRPU_08067
TCONS_00044988.p1	STRPU_07137
TCONS_00044745.p1	STRPU_07496
TCONS_00014471.p1	STRPU_08653
TCONS_00036087.p1	STRPU_11677
TCONS_00049629.p1	STRPU_21917
TCONS_00002922.p1	STRPU_24145
TCONS_00027805.p1	STRPU_09541
TCONS_00029990.p1	STRPU_04456
TCONS_00046780.p1	STRPU_07879
TCONS_00029682.p1	STRPU_26754
TCONS_00003635.p1	STRPU_25030
TCONS_00057238.p1	STRPU_14897
TCONS_00044049.p1	STRPU_05892
TCONS_00049530.p1	STRPU_22570
TCONS_00028917.p1	STRPU_26416
TCONS_00010144.p1	STRPU_22697
TCONS_00026823.p1	STRPU_09917
TCONS_00008822.p1	STRPU_00809
TCONS_00010776.p1	STRPU_21330
TCONS_00004944.p1	STRPU_15264
TCONS_00029914.p1	STRPU_04138
TCONS_00049715.p1	STRPU_23290
TCONS_00007076.p1	STRPU_09582
TCONS_00010044.p1	STRPU_26573
TCONS_00015891.p1	STRPU_19495
TCONS_00029587.p1	STRPU_26718
TCONS_00026276.p1	STRPU_09924
TCONS_00014353.p1	STRPU_08187
TCONS_00047965.p1	STRPU_23140
TCONS_00009559.p1	STRPU_20552
TCONS_00048234.p1	STRPU_23218
TCONS_00018323.p1	STRPU_24458
TCONS_00047434.p1	STRPU_23710
TCONS_00019269.p1	STRPU_22130
TCONS_00002725.p1	STRPU_25005
TCONS_00003904.p1	STRPU_25027
TCONS_00028398.p1	STRPU_18085
TCONS_00017908.p1	STRPU_24179
TCONS_00010249.p1	STRPU_21044
TCONS_00020073.p1	STRPU_21682
TCONS_00011846.p1	STRPU_20977
TCONS_00019227.p1	STRPU_23028
TCONS_00055346.p1	STRPU_13636
TCONS_00010403.p1	STRPU_21431
TCONS_00054940.p1	STRPU_00535
TCONS_00046710.p1	STRPU_08004
TCONS_00041453.p1	STRPU_13816
TCONS_00000201.p1	STRPU_19911
TCONS_00048817.p1	STRPU_23712
TCONS_00023435.p1	STRPU_12568
TCONS_00052598.p1	STRPU_18656
TCONS_00046705.p1	STRPU_07131
TCONS_00022851.p1	STRPU_06422
TCONS_00022489.p1	STRPU_21884
TCONS_00046487.p1	STRPU_08046
TCONS_00031245.p1	STRPU_04685
TCONS_00009844.p1	STRPU_20692
TCONS_00036594.p1	STRPU_19410
TCONS_00023646.p1	STRPU_12502
TCONS_00011982.p1	STRPU_00295
TCONS_00018422.p1	STRPU_24405
TCONS_00032848.p1	STRPU_22086
TCONS_00009664.p1	STRPU_20987
TCONS_00015963.p1	STRPU_19871
TCONS_00020764.p1	STRPU_23387
TCONS_00005928.p1	STRPU_15433
TCONS_00044051.p1	STRPU_13244
TCONS_00006440.p1	STRPU_14619
TCONS_00046096.p1	STRPU_17081
TCONS_00056321.p1	STRPU_13944
TCONS_00018896.p1	STRPU_25573
TCONS_00007056.p1	STRPU_04469
TCONS_00018970.p1	STRPU_21936
TCONS_00005015.p1	STRPU_15268
TCONS_00012473.p1	STRPU_08125
TCONS_00030272.p1	STRPU_09436
TCONS_00053196.p1	STRPU_10760
TCONS_00020837.p1	STRPU_23396
TCONS_00027122.p1	STRPU_10022
TCONS_00015229.p1	STRPU_19688
TCONS_00019740.p1	STRPU_22566
TCONS_00027826.p1	STRPU_10304
TCONS_00048951.p1	STRPU_23338
TCONS_00011840.p1	STRPU_21279
TCONS_00047561.p1	STRPU_22399
TCONS_00003167.p1	STRPU_25189
TCONS_00010926.p1	STRPU_20637
TCONS_00052837.p1	STRPU_01155
TCONS_00011573.p1	STRPU_27351
TCONS_00019944.p1	STRPU_22614
TCONS_00038556.p1	STRPU_14781
TCONS_00043928.p1	STRPU_05773
TCONS_00015610.p1	STRPU_17007
TCONS_00057069.p1	STRPU_13277
TCONS_00030243.p1	STRPU_04630
TCONS_00010748.p1	STRPU_21192
TCONS_00006742.p1	STRPU_14588
TCONS_00018783.p1	STRPU_24500
TCONS_00032569.p1	STRPU_23092
TCONS_00023272.p1	STRPU_12250
TCONS_00055708.p1	STRPU_13224
TCONS_00012323.p1	STRPU_08932
TCONS_00054647.p1	STRPU_18954
TCONS_00027683.p1	STRPU_09876
TCONS_00006730.p1	STRPU_15283
TCONS_00008635.p1	STRPU_25748
TCONS_00012957.p1	STRPU_02068
TCONS_00018845.p1	STRPU_24482
TCONS_00011049.p1	STRPU_21355
TCONS_00053763.p1	STRPU_19296
TCONS_00019772.p1	STRPU_21909
TCONS_00011059.p1	STRPU_21397
TCONS_00022344.p1	STRPU_06568
TCONS_00015907.p1	STRPU_20020
TCONS_00055131.p1	STRPU_16542
TCONS_00029742.p1	STRPU_27157
TCONS_00004497.p1	STRPU_21445
TCONS_00006748.p1	STRPU_14805
TCONS_00029729.p1	STRPU_26503
TCONS_00028492.p1	STRPU_26956
TCONS_00012708.p1	STRPU_08341
TCONS_00024838.p1	STRPU_12571
TCONS_00017803.p1	STRPU_01078
TCONS_00009344.p1	STRPU_06784
TCONS_00017361.p1	STRPU_07482
TCONS_00030712.p1	STRPU_04383
TCONS_00051524.p1	STRPU_11391
TCONS_00018965.p1	STRPU_22087
TCONS_00020680.p1	STRPU_25582
TCONS_00052958.p1	STRPU_19223
TCONS_00047386.p1	STRPU_22831
TCONS_00044645.p1	STRPU_08047
TCONS_00047862.p1	STRPU_22842
TCONS_00042008.p1	STRPU_04986
TCONS_00039418.p1	STRPU_03824
TCONS_00009733.p1	STRPU_20752
TCONS_00056060.p1	STRPU_13409
TCONS_00022042.p1	STRPU_06644
TCONS_00026167.p1	STRPU_09568
TCONS_00019864.p1	STRPU_22452
TCONS_00038648.p1	STRPU_21991
TCONS_00009196.p1	STRPU_25590
TCONS_00031335.p1	STRPU_04157
TCONS_00006438.p1	STRPU_14759
TCONS_00011551.p1	STRPU_21337
TCONS_00021408.p1	STRPU_20749
TCONS_00009655.p1	STRPU_21838
TCONS_00014877.p1	STRPU_19773
TCONS_00009039.p1	STRPU_25604
TCONS_00053627.p1	STRPU_18386
TCONS_00001389.p1	STRPU_02283
TCONS_00055331.p1	STRPU_15893
TCONS_00012405.p1	STRPU_08385
TCONS_00010333.p1	STRPU_20496
TCONS_00019301.p1	STRPU_08418
TCONS_00048317.p1	STRPU_23577
TCONS_00000153.p1	STRPU_17282
TCONS_00050671.p1	STRPU_10675
TCONS_00043693.p1	STRPU_05469
TCONS_00054345.p1	STRPU_19148
TCONS_00013931.p1	STRPU_08123
TCONS_00040540.p1	STRPU_03427
TCONS_00014227.p1	STRPU_08496
TCONS_00036435.p1	STRPU_11546
TCONS_00026387.p1	STRPU_09973
TCONS_00004065.p1	STRPU_20830
TCONS_00044267.p1	STRPU_05089
TCONS_00043932.p1	STRPU_05197
TCONS_00052205.p1	STRPU_10592
TCONS_00053391.p1	STRPU_18412
TCONS_00008717.p1	STRPU_25317
TCONS_00016919.p1	STRPU_24969
TCONS_00015808.p1	STRPU_19748
TCONS_00022126.p1	STRPU_09530
TCONS_00028178.p1	STRPU_26398
TCONS_00005456.p1	STRPU_22394
TCONS_00007370.p1	STRPU_26055
TCONS_00025843.p1	STRPU_12584
TCONS_00050055.p1	STRPU_11316
TCONS_00022971.p1	STRPU_02367
TCONS_00020221.p1	STRPU_22527
TCONS_00026179.p1	STRPU_09645
TCONS_00015372.p1	STRPU_19561
TCONS_00028617.p1	STRPU_27223
TCONS_00016605.p1	STRPU_06639
TCONS_00002600.p1	STRPU_24649
TCONS_00042782.p1	STRPU_17762
TCONS_00009754.p1	STRPU_21629
TCONS_00006126.p1	STRPU_02246
TCONS_00000684.p1	STRPU_17534
TCONS_00014817.p1	STRPU_20038
TCONS_00020836.p1	STRPU_22046
TCONS_00053783.p1	STRPU_18407
TCONS_00002702.p1	STRPU_25182
TCONS_00024305.p1	STRPU_12340
TCONS_00004384.p1	STRPU_24935
TCONS_00004476.p1	STRPU_20524
TCONS_00000282.p1	STRPU_17411
TCONS_00047764.p1	STRPU_12992
TCONS_00008544.p1	STRPU_10225
TCONS_00038005.p1	STRPU_11975
TCONS_00005732.p1	STRPU_15460
TCONS_00026820.p1	STRPU_09612
TCONS_00028720.p1	STRPU_26984
TCONS_00049210.p1	STRPU_22845
TCONS_00002389.p1	STRPU_17208
TCONS_00029836.p1	STRPU_27109
TCONS_00008442.p1	STRPU_18746
TCONS_00045362.p1	STRPU_24397
TCONS_00008423.p1	STRPU_25242
TCONS_00046107.p1	STRPU_08002
TCONS_00047232.p1	STRPU_23439
TCONS_00038944.p1	STRPU_23103
TCONS_00019076.p1	STRPU_12901
TCONS_00007068.p1	STRPU_26044
TCONS_00055325.p1	STRPU_16441
TCONS_00005423.p1	STRPU_15080
TCONS_00009779.p1	STRPU_21237
TCONS_00037097.p1	STRPU_11964
TCONS_00000928.p1	STRPU_18009
TCONS_00034986.p1	STRPU_03861
TCONS_00005364.p1	STRPU_14313
TCONS_00022503.p1	STRPU_06048
TCONS_00027118.p1	STRPU_09562
TCONS_00013198.p1	STRPU_08529
TCONS_00030131.p1	STRPU_04694
TCONS_00010837.p1	STRPU_21153
TCONS_00000194.p4	STRPU_25718
TCONS_00006243.p1	STRPU_02247
TCONS_00051360.p1	STRPU_00107
TCONS_00051888.p1	STRPU_23572
TCONS_00003794.p1	STRPU_24911
TCONS_00008369.p1	STRPU_04468
TCONS_00001442.p1	STRPU_17431
TCONS_00055301.p1	STRPU_19299
TCONS_00026086.p1	STRPU_09661
TCONS_00037357.p1	STRPU_17131
TCONS_00011435.p1	STRPU_21806
TCONS_00015773.p1	STRPU_19890
TCONS_00019241.p1	STRPU_21599
TCONS_00014362.p1	STRPU_09289
TCONS_00055404.p1	STRPU_13922
TCONS_00019311.p1	STRPU_26333
TCONS_00021497.p1	STRPU_06101
TCONS_00023922.p1	STRPU_12689
TCONS_00018101.p1	STRPU_24846
TCONS_00014249.p1	STRPU_08442
TCONS_00010190.p1	STRPU_20500
TCONS_00014436.p1	STRPU_08382
TCONS_00005145.p1	STRPU_14515
TCONS_00016381.p1	STRPU_21406
TCONS_00034967.p1	STRPU_03925
TCONS_00002911.p1	STRPU_21446
TCONS_00019067.p1	STRPU_22182
TCONS_00029367.p1	STRPU_26828
TCONS_00046054.p1	STRPU_07025
TCONS_00012824.p1	STRPU_08116
TCONS_00020161.p1	STRPU_23379
TCONS_00030754.p1	STRPU_04907
TCONS_00012197.p1	STRPU_21001
TCONS_00027411.p1	STRPU_09825
TCONS_00028837.p1	STRPU_27399
TCONS_00029093.p1	STRPU_27143
TCONS_00002111.p1	STRPU_18010
TCONS_00000591.p1	STRPU_18054
TCONS_00012517.p1	STRPU_08099
TCONS_00024573.p1	STRPU_12732
TCONS_00010489.p1	STRPU_20911
TCONS_00028798.p1	STRPU_26632
TCONS_00014160.p1	STRPU_08688
TCONS_00003856.p1	STRPU_20189
TCONS_00045076.p1	STRPU_07661
TCONS_00049508.p1	STRPU_23604
TCONS_00031323.p2	STRPU_14106
TCONS_00040405.p1	STRPU_02689
TCONS_00015452.p1	STRPU_19915
TCONS_00018242.p1	STRPU_24465
TCONS_00043304.p1	STRPU_05048
TCONS_00006820.p1	STRPU_14743
TCONS_00026066.p1	STRPU_09992
TCONS_00030782.p1	STRPU_04285
TCONS_00053878.p1	STRPU_01154
TCONS_00013948.p1	STRPU_08482
TCONS_00039489.p1	STRPU_03929
TCONS_00004464.p1	STRPU_21023
TCONS_00053087.p1	STRPU_18795
TCONS_00020199.p1	STRPU_18220
TCONS_00055842.p1	STRPU_13912
TCONS_00020263.p1	STRPU_22092
TCONS_00032478.p1	STRPU_23545
TCONS_00018302.p1	STRPU_24006
TCONS_00006552.p1	STRPU_15081
TCONS_00048989.p1	STRPU_01939
TCONS_00023837.p1	STRPU_12429
TCONS_00009909.p1	STRPU_21048
TCONS_00000893.p1	STRPU_17491
TCONS_00014595.p1	STRPU_08990
TCONS_00022513.p1	STRPU_06043
TCONS_00044059.p1	STRPU_05736
TCONS_00030638.p1	STRPU_04446
TCONS_00046666.p1	STRPU_07330
TCONS_00034059.p1	STRPU_24983
TCONS_00040524.p1	STRPU_03104
TCONS_00010524.p1	STRPU_20792
TCONS_00036033.p1	STRPU_11996
TCONS_00022339.p1	STRPU_06891
TCONS_00029121.p1	STRPU_26355
TCONS_00048629.p1	STRPU_23570
TCONS_00053200.p1	STRPU_18797
TCONS_00051131.p1	STRPU_11051
TCONS_00046510.p1	STRPU_01113
TCONS_00017193.p1	STRPU_24737
TCONS_00005617.p1	STRPU_15095
TCONS_00010418.p1	STRPU_21528
TCONS_00002000.p1	STRPU_17306
TCONS_00035716.p1	STRPU_02997
TCONS_00035275.p1	STRPU_03638
TCONS_00023332.p1	STRPU_12636
TCONS_00054864.p1	STRPU_22302
TCONS_00012911.p1	STRPU_09258
TCONS_00011254.p1	STRPU_21054
TCONS_00018725.p1	STRPU_24399
TCONS_00047505.p1	STRPU_22819
TCONS_00042322.p1	STRPU_05903
TCONS_00044189.p1	STRPU_05758
TCONS_00045950.p1	STRPU_07314
TCONS_00027821.p1	STRPU_09443
TCONS_00003451.p1	STRPU_24678
TCONS_00054880.p1	STRPU_16802
TCONS_00032509.p1	STRPU_14183
TCONS_00010089.p1	STRPU_20953
TCONS_00048978.p1	STRPU_22668
TCONS_00041748.p1	STRPU_05565
TCONS_00020866.p1	STRPU_06108
TCONS_00020648.p1	STRPU_23496
TCONS_00042577.p1	STRPU_05391
TCONS_00001534.p1	STRPU_17960
TCONS_00017068.p1	STRPU_25058
TCONS_00055334.p1	STRPU_13830
TCONS_00052544.p1	STRPU_18427
TCONS_00023913.p1	STRPU_12371
TCONS_00019680.p1	STRPU_22953
TCONS_00037890.p1	STRPU_12015
TCONS_00051191.p1	STRPU_10735
TCONS_00017809.p1	STRPU_23998
TCONS_00046857.p1	STRPU_07712
TCONS_00054456.p1	STRPU_05000
TCONS_00007529.p1	STRPU_25883
TCONS_00017764.p1	STRPU_16545
TCONS_00011607.p1	STRPU_21566
TCONS_00033829.p1	STRPU_13467
TCONS_00041177.p1	STRPU_08844
TCONS_00052636.p1	STRPU_17913
TCONS_00026582.p1	STRPU_01576
TCONS_00018508.p1	STRPU_24788
TCONS_00009893.p1	STRPU_20912
TCONS_00057052.p1	STRPU_13647
TCONS_00023466.p1	STRPU_02813
TCONS_00031004.p1	STRPU_04423
TCONS_00009869.p1	STRPU_21795
TCONS_00024858.p1	STRPU_12652
TCONS_00056028.p1	STRPU_13195
TCONS_00044845.p1	STRPU_07635
TCONS_00020743.p1	STRPU_22952
TCONS_00023597.p1	STRPU_03705
TCONS_00003536.p1	STRPU_20437
TCONS_00036778.p1	STRPU_23368
TCONS_00006127.p1	STRPU_14735
TCONS_00008363.p1	STRPU_26298
TCONS_00029935.p1	STRPU_04462
TCONS_00048618.p1	STRPU_23947
TCONS_00012837.p1	STRPU_08501
TCONS_00007347.p1	STRPU_26271
TCONS_00020624.p1	STRPU_21933
TCONS_00011639.p1	STRPU_20722
TCONS_00030861.p1	STRPU_04619
TCONS_00006476.p1	STRPU_15124
TCONS_00026898.p1	STRPU_09738
TCONS_00039832.p1	STRPU_03641
TCONS_00057140.p1	STRPU_13386
TCONS_00019092.p1	STRPU_23120
TCONS_00002242.p1	STRPU_17072
TCONS_00004645.p1	STRPU_14385
TCONS_00029905.p1	STRPU_04406
TCONS_00042105.p1	STRPU_05520
TCONS_00002375.p1	STRPU_17079
TCONS_00009863.p1	STRPU_21080
TCONS_00057111.p1	STRPU_15723
TCONS_00050422.p1	STRPU_00353
TCONS_00026357.p1	STRPU_10288
TCONS_00055828.p1	STRPU_15993
TCONS_00019205.p1	STRPU_22186
TCONS_00042784.p1	STRPU_05759
TCONS_00023389.p1	STRPU_12817
TCONS_00011885.p1	STRPU_20460
TCONS_00037917.p1	STRPU_25675
TCONS_00026954.p1	STRPU_09466
TCONS_00031061.p1	STRPU_04761
TCONS_00026913.p1	STRPU_09334
TCONS_00022589.p1	STRPU_06155
TCONS_00043362.p1	STRPU_04948
TCONS_00046517.p1	STRPU_08057
TCONS_00050553.p1	STRPU_11309
TCONS_00028048.p1	STRPU_26715
TCONS_00045524.p1	STRPU_07480
TCONS_00015674.p1	STRPU_01193
TCONS_00044770.p1	STRPU_17733
TCONS_00006168.p1	STRPU_14165
TCONS_00013852.p1	STRPU_09238
TCONS_00015246.p1	STRPU_20269
TCONS_00029769.p1	STRPU_26440
TCONS_00016043.p1	STRPU_19601
TCONS_00006542.p1	STRPU_14581
TCONS_00006874.p1	STRPU_14205
TCONS_00028496.p1	STRPU_27385
TCONS_00047661.p1	STRPU_21915
TCONS_00019476.p1	STRPU_23380
TCONS_00011586.p1	STRPU_20551
TCONS_00013354.p1	STRPU_08512
TCONS_00021859.p1	STRPU_05981
TCONS_00048919.p1	STRPU_22329
TCONS_00010642.p1	STRPU_20592
TCONS_00037980.p1	STRPU_01624
TCONS_00030943.p1	STRPU_04392
TCONS_00018626.p1	STRPU_24012
TCONS_00043725.p1	STRPU_05771
TCONS_00043665.p1	STRPU_05296
TCONS_00020313.p1	STRPU_22145
TCONS_00001267.p1	STRPU_16997
TCONS_00028021.p1	STRPU_26447
TCONS_00045647.p1	STRPU_02758
TCONS_00025996.p1	STRPU_09752
TCONS_00047802.p1	STRPU_23162
TCONS_00055537.p1	STRPU_02426
TCONS_00004976.p1	STRPU_15073
TCONS_00008888.p1	STRPU_20065
TCONS_00021437.p1	STRPU_06801
TCONS_00030617.p1	STRPU_04451
TCONS_00019989.p1	STRPU_23717
TCONS_00020807.p1	STRPU_17364
TCONS_00048795.p1	STRPU_22371
TCONS_00027456.p1	STRPU_10165
TCONS_00023969.p1	STRPU_12792
TCONS_00015587.p1	STRPU_19694
TCONS_00011450.p1	STRPU_20509
TCONS_00000347.p1	STRPU_10223
TCONS_00005604.p1	STRPU_14402
TCONS_00026195.p1	STRPU_09313
TCONS_00052257.p1	STRPU_10777
TCONS_00014141.p1	STRPU_01476
TCONS_00056604.p1	STRPU_24065
TCONS_00038940.p1	STRPU_23623
TCONS_00054384.p1	STRPU_18803
TCONS_00008904.p1	STRPU_25331
TCONS_00006410.p1	STRPU_15244
TCONS_00021833.p1	STRPU_06987
TCONS_00049393.p1	STRPU_01958
TCONS_00006675.p1	STRPU_14810
TCONS_00002307.p1	STRPU_12536
TCONS_00006897.p1	STRPU_15420
TCONS_00002187.p1	STRPU_17069
TCONS_00005211.p1	STRPU_15491
TCONS_00046779.p1	STRPU_08042
TCONS_00035288.p1	STRPU_02682
TCONS_00013018.p1	STRPU_01456
TCONS_00017309.p1	STRPU_25068
TCONS_00045330.p1	STRPU_07151
TCONS_00025975.p1	STRPU_17246
TCONS_00028354.p1	STRPU_26861
TCONS_00052624.p1	STRPU_23721
TCONS_00036542.p1	STRPU_16163
TCONS_00053561.p1	STRPU_18978
TCONS_00015861.p1	STRPU_20204
TCONS_00000285.p1	STRPU_06208
TCONS_00001384.p1	STRPU_25158
TCONS_00026274.p1	STRPU_20788
TCONS_00023016.p1	STRPU_12736
TCONS_00010219.p1	STRPU_21581
TCONS_00046419.p1	STRPU_07310
TCONS_00000518.p1	STRPU_16984
TCONS_00009487.p1	STRPU_11506
TCONS_00054293.p1	STRPU_19097
TCONS_00011598.p1	STRPU_21259
TCONS_00001303.p1	STRPU_17224
TCONS_00037517.p1	STRPU_11817
TCONS_00010143.p1	STRPU_21064
TCONS_00055415.p1	STRPU_16740
TCONS_00004999.p1	STRPU_14465
TCONS_00008462.p1	STRPU_25860
TCONS_00015750.p1	STRPU_00801
TCONS_00048089.p1	STRPU_22688
TCONS_00055593.p1	STRPU_13972
TCONS_00014637.p1	STRPU_20333
TCONS_00005459.p1	STRPU_02239
TCONS_00012131.p1	STRPU_21004
TCONS_00003872.p1	STRPU_25046
TCONS_00015689.p1	STRPU_19728
TCONS_00001087.p1	STRPU_17769
TCONS_00011725.p1	STRPU_21452
TCONS_00056397.p1	STRPU_14061
TCONS_00035490.p1	STRPU_04384
TCONS_00010351.p1	STRPU_20991
TCONS_00055486.p1	STRPU_13309
TCONS_00030064.p1	STRPU_04282
TCONS_00055570.p1	STRPU_13885
TCONS_00008995.p1	STRPU_12612
TCONS_00056593.p1	STRPU_15992
TCONS_00022997.p1	STRPU_12514
TCONS_00051115.p1	STRPU_10515
TCONS_00029057.p1	STRPU_27056
TCONS_00016243.p1	STRPU_02595
TCONS_00019998.p1	STRPU_22083
TCONS_00012175.p1	STRPU_21387
TCONS_00050050.p1	STRPU_11167
TCONS_00011046.p1	STRPU_21286
TCONS_00006783.p1	STRPU_14142
TCONS_00023380.p1	STRPU_12443
TCONS_00037188.p1	STRPU_16410
TCONS_00042046.p1	STRPU_05214
TCONS_00041144.p1	STRPU_22618
TCONS_00057205.p1	STRPU_13534
TCONS_00013347.p1	STRPU_08985
TCONS_00055546.p1	STRPU_13378
TCONS_00017648.p1	STRPU_24845
TCONS_00009705.p1	STRPU_21082
TCONS_00056561.p1	STRPU_16838
TCONS_00053190.p1	STRPU_18152
TCONS_00008218.p1	STRPU_26100
TCONS_00054617.p1	STRPU_23125
TCONS_00037709.p1	STRPU_11658
TCONS_00043827.p1	STRPU_05313
TCONS_00011472.p1	STRPU_20768
TCONS_00001336.p1	STRPU_17906
TCONS_00033778.p1	STRPU_02838
TCONS_00008172.p1	STRPU_25830
TCONS_00053556.p1	STRPU_18718
TCONS_00028636.p1	STRPU_26872
TCONS_00003495.p1	STRPU_21812
TCONS_00054325.p1	STRPU_18285
TCONS_00057137.p1	STRPU_13772
TCONS_00011337.p1	STRPU_21627
TCONS_00008173.p1	STRPU_26023
TCONS_00008915.p1	STRPU_25636
TCONS_00037310.p1	STRPU_19435
TCONS_00056268.p1	STRPU_16713
TCONS_00042611.p1	STRPU_05914
TCONS_00010807.p1	STRPU_21456
TCONS_00015275.p1	STRPU_19360
TCONS_00007262.p1	STRPU_25929
TCONS_00010890.p1	STRPU_21260
TCONS_00037253.p1	STRPU_04811
TCONS_00051012.p1	STRPU_11501
TCONS_00029777.p1	STRPU_27008
TCONS_00028773.p1	STRPU_26969
TCONS_00028638.p1	STRPU_26400
TCONS_00047259.p1	STRPU_22334
TCONS_00007586.p1	STRPU_25283
TCONS_00056290.p1	STRPU_13733
TCONS_00051273.p1	STRPU_10535
TCONS_00005536.p1	STRPU_17826
TCONS_00027064.p1	STRPU_09573
TCONS_00030912.p1	STRPU_04037
TCONS_00001832.p1	STRPU_27034
TCONS_00005530.p1	STRPU_14494
TCONS_00049616.p1	STRPU_21962
TCONS_00011480.p1	STRPU_21549
TCONS_00056057.p1	STRPU_21783
TCONS_00056742.p1	STRPU_13820
TCONS_00043263.p1	STRPU_05909
TCONS_00028006.p1	STRPU_26811
TCONS_00026609.p1	STRPU_09884
TCONS_00045698.p1	STRPU_14395
TCONS_00015661.p1	STRPU_19630
TCONS_00008862.p1	STRPU_25496
TCONS_00022881.p1	STRPU_06789
TCONS_00020664.p1	STRPU_25442
TCONS_00017790.p1	STRPU_02940
TCONS_00041972.p1	STRPU_18132
TCONS_00043409.p1	STRPU_05306
TCONS_00018966.p1	STRPU_22516
TCONS_00020337.p1	STRPU_01966
TCONS_00005768.p1	STRPU_14412
TCONS_00028211.p1	STRPU_26896
TCONS_00029355.p1	STRPU_20297
TCONS_00010959.p1	STRPU_21481
TCONS_00016523.p1	STRPU_19821
TCONS_00039409.p1	STRPU_02906
TCONS_00046006.p1	STRPU_07609
TCONS_00008446.p1	STRPU_26138
TCONS_00010514.p1	STRPU_20673
TCONS_00005252.p1	STRPU_14318
TCONS_00022544.p1	STRPU_06928
TCONS_00028401.p1	STRPU_27153
TCONS_00019312.p1	STRPU_23023
TCONS_00031133.p1	STRPU_04780
TCONS_00005299.p1	STRPU_26336
TCONS_00054992.p1	STRPU_16743
TCONS_00009744.p1	STRPU_20777
TCONS_00019355.p1	STRPU_23420
TCONS_00031349.p1	STRPU_04134
TCONS_00027250.p1	STRPU_09850
TCONS_00011069.p1	STRPU_21076
TCONS_00009545.p1	STRPU_20627
TCONS_00042837.p1	STRPU_05409
TCONS_00049219.p1	STRPU_22841
TCONS_00026939.p1	STRPU_09909
TCONS_00054346.p1	STRPU_19150
TCONS_00057088.p1	STRPU_14448
TCONS_00047924.p1	STRPU_23503
TCONS_00028969.p1	STRPU_27347
TCONS_00033505.p1	STRPU_23492
TCONS_00040911.p1	STRPU_23506
TCONS_00006360.p1	STRPU_14955
TCONS_00029973.p1	STRPU_04832
TCONS_00012262.p1	STRPU_08881
TCONS_00021762.p1	STRPU_06897
TCONS_00047621.p1	STRPU_23222
TCONS_00027983.p1	STRPU_26672
TCONS_00056864.p1	STRPU_13791
TCONS_00005764.p1	STRPU_15322
TCONS_00006441.p1	STRPU_14451
TCONS_00054062.p1	STRPU_07077
TCONS_00043871.p1	STRPU_05318
TCONS_00000211.p1	STRPU_23566
TCONS_00023593.p1	STRPU_17715
TCONS_00052162.p1	STRPU_10892
TCONS_00023122.p1	STRPU_12932
TCONS_00045912.p1	STRPU_00592
TCONS_00048094.p1	STRPU_22624
TCONS_00020280.p1	STRPU_20549
TCONS_00049017.p1	STRPU_22739
TCONS_00010426.p1	STRPU_23319
TCONS_00021283.p1	STRPU_05949
TCONS_00020272.p1	STRPU_01937
TCONS_00008204.p1	STRPU_26329
TCONS_00042723.p1	STRPU_05418
TCONS_00014244.p1	STRPU_08528
TCONS_00025375.p1	STRPU_12872
TCONS_00011610.p1	STRPU_21351
TCONS_00056219.p1	STRPU_00178
TCONS_00026255.p1	STRPU_10024
TCONS_00041631.p1	STRPU_05464
TCONS_00053130.p1	STRPU_17533
TCONS_00049637.p1	STRPU_21999
TCONS_00042670.p1	STRPU_04988
TCONS_00010317.p1	STRPU_21595
TCONS_00054654.p1	STRPU_19326
TCONS_00045345.p1	STRPU_07524
TCONS_00053204.p1	STRPU_19238
TCONS_00042576.p1	STRPU_05741
TCONS_00049594.p1	STRPU_23007
TCONS_00009341.p1	STRPU_25983
TCONS_00050845.p1	STRPU_10734
TCONS_00051114.p1	STRPU_11454
TCONS_00002660.p1	STRPU_24150
TCONS_00011079.p1	STRPU_20602
TCONS_00045806.p1	STRPU_07369
TCONS_00037914.p1	STRPU_11969
TCONS_00034468.p1	STRPU_02864
TCONS_00042469.p1	STRPU_05343
TCONS_00029282.p1	STRPU_26422
TCONS_00029760.p1	STRPU_27295
TCONS_00030467.p1	STRPU_04331
TCONS_00007979.p1	STRPU_25426
TCONS_00019761.p1	STRPU_01253
TCONS_00036983.p1	STRPU_12245
TCONS_00027377.p1	STRPU_09867
TCONS_00005906.p1	STRPU_14310
TCONS_00034983.p1	STRPU_03637
TCONS_00056008.p1	STRPU_16694
TCONS_00035251.p1	STRPU_03085
TCONS_00021056.p1	STRPU_06432
TCONS_00004580.p1	STRPU_14275
TCONS_00012678.p1	STRPU_08735
TCONS_00056372.p1	STRPU_13721
TCONS_00013946.p1	STRPU_08505
TCONS_00044315.p1	STRPU_19487
TCONS_00047938.p1	STRPU_23502
TCONS_00055464.p1	STRPU_13756
TCONS_00013114.p1	STRPU_08833
TCONS_00034528.p1	STRPU_03527
TCONS_00018068.p1	STRPU_24285
TCONS_00002237.p1	STRPU_14258
TCONS_00005124.p1	STRPU_02522
TCONS_00038091.p1	STRPU_11720
TCONS_00056295.p1	STRPU_16849
TCONS_00056870.p1	STRPU_13572
TCONS_00024544.p1	STRPU_12592
TCONS_00031480.p1	STRPU_04232
TCONS_00055471.p1	STRPU_00441
