TCONS_00000004.p1	STRPU_14737
TCONS_00022841.p1	STRPU_22837
TCONS_00022842.p1	STRPU_23843
TCONS_00022843.p1	STRPU_05343
TCONS_00022844.p1	STRPU_05349
TCONS_00022845.p1	STRPU_26782
TCONS_00022849.p1	STRPU_26902
TCONS_00022850.p1	STRPU_10494
TCONS_00022851.p1	STRPU_06422
TCONS_00022853.p1	STRPU_06815
TCONS_00022854.p1	STRPU_06363
TCONS_00022855.p1	STRPU_05984
TCONS_00022856.p1	STRPU_15801
TCONS_00022857.p1	STRPU_05984
TCONS_00022858.p1	STRPU_14447
TCONS_00022862.p1	STRPU_06464
TCONS_00022863.p1	STRPU_27423
TCONS_00022864.p1	STRPU_26724
TCONS_00022865.p1	STRPU_04074
TCONS_00022866.p1	STRPU_04074
TCONS_00022867.p1	STRPU_06725
TCONS_00022868.p1	STRPU_06469
TCONS_00022869.p1	STRPU_06234
TCONS_00022870.p1	STRPU_06509
TCONS_00022881.p1	STRPU_06789
TCONS_00022884.p1	STRPU_06603
TCONS_00022888.p1	STRPU_06603
TCONS_00022891.p1	STRPU_06392
TCONS_00022892.p1	STRPU_06392
TCONS_00022893.p1	STRPU_06728
TCONS_00022895.p1	STRPU_16455
TCONS_00022897.p1	STRPU_04919
TCONS_00022898.p1	STRPU_23984
TCONS_00022899.p1	STRPU_18039
TCONS_00022900.p1	STRPU_05703
TCONS_00022901.p1	STRPU_06258
TCONS_00022902.p1	STRPU_06350
TCONS_00022904.p1	STRPU_12705
TCONS_00022906.p1	STRPU_06110
TCONS_00022909.p1	STRPU_06109
TCONS_00022910.p1	STRPU_06844
TCONS_00022912.p1	STRPU_06449
TCONS_00022913.p1	STRPU_06449
TCONS_00022916.p1	STRPU_06448
TCONS_00022920.p1	STRPU_26649
TCONS_00022921.p1	STRPU_04563
TCONS_00022923.p1	STRPU_26649
TCONS_00022924.p1	STRPU_06815
TCONS_00022926.p1	STRPU_26180
TCONS_00022927.p1	STRPU_11744
TCONS_00022929.p1	STRPU_06286
TCONS_00022932.p1	STRPU_16347
TCONS_00022933.p1	STRPU_00114
TCONS_00022934.p1	STRPU_06009
TCONS_00022935.p1	STRPU_06722
TCONS_00022936.p1	STRPU_24946
TCONS_00022938.p1	STRPU_12984
TCONS_00022947.p1	STRPU_24439
TCONS_00022948.p1	STRPU_05952
TCONS_00022951.p1	STRPU_20831
TCONS_00022955.p1	STRPU_12483
TCONS_00022956.p1	STRPU_12508
TCONS_00022959.p1	STRPU_19420
TCONS_00022961.p1	STRPU_12483
TCONS_00022962.p1	STRPU_01285
TCONS_00022963.p1	STRPU_13012
TCONS_00022964.p1	STRPU_14561
TCONS_00022965.p1	STRPU_14561
TCONS_00022967.p1	STRPU_19141
TCONS_00022968.p1	STRPU_12345
TCONS_00022969.p1	STRPU_19548
TCONS_00022970.p1	STRPU_01685
TCONS_00022971.p1	STRPU_02367
TCONS_00022979.p1	STRPU_26370
TCONS_00022982.p1	STRPU_12647
TCONS_00022983.p1	STRPU_12646
TCONS_00022994.p1	STRPU_04400
TCONS_00022997.p1	STRPU_12514
TCONS_00023003.p1	STRPU_13104
TCONS_00023006.p1	STRPU_12998
TCONS_00023007.p1	STRPU_12705
TCONS_00023010.p1	STRPU_12350
TCONS_00023014.p1	STRPU_12534
TCONS_00023016.p1	STRPU_12736
TCONS_00023020.p1	STRPU_06295
TCONS_00023021.p1	STRPU_18266
TCONS_00023023.p1	STRPU_22160
TCONS_00023024.p1	STRPU_19345
TCONS_00023026.p1	STRPU_12534
TCONS_00023028.p1	STRPU_12736
TCONS_00023029.p1	STRPU_12833
TCONS_00023031.p1	STRPU_06295
TCONS_00023036.p1	STRPU_07542
TCONS_00023039.p1	STRPU_18923
TCONS_00023040.p1	STRPU_00635
TCONS_00023042.p1	STRPU_20312
TCONS_00023043.p1	STRPU_01655
TCONS_00023044.p1	STRPU_20262
TCONS_00023046.p1	STRPU_20312
TCONS_00023047.p1	STRPU_22656
TCONS_00023048.p1	STRPU_03453
TCONS_00023049.p1	STRPU_12572
TCONS_00023052.p1	STRPU_12982
TCONS_00023054.p1	STRPU_25374
TCONS_00023057.p1	STRPU_24351
TCONS_00023058.p1	STRPU_12591
TCONS_00023059.p1	STRPU_12926
TCONS_00023060.p1	STRPU_05906
TCONS_00023061.p1	STRPU_25567
TCONS_00023063.p1	STRPU_25567
TCONS_00023064.p1	STRPU_16803
TCONS_00023065.p1	STRPU_25567
TCONS_00023066.p1	STRPU_25567
TCONS_00023068.p1	STRPU_25567
TCONS_00023071.p1	STRPU_00923
TCONS_00023074.p1	STRPU_10240
TCONS_00023077.p1	STRPU_03044
TCONS_00023078.p1	STRPU_03524
TCONS_00023079.p1	STRPU_09802
TCONS_00023080.p1	STRPU_12982
TCONS_00023084.p1	STRPU_06432
TCONS_00023085.p1	STRPU_24351
TCONS_00023089.p1	STRPU_12591
TCONS_00023092.p1	STRPU_12926
TCONS_00023093.p1	STRPU_12926
TCONS_00023094.p1	STRPU_06432
TCONS_00023095.p1	STRPU_02826
TCONS_00023098.p1	STRPU_25567
TCONS_00023099.p1	STRPU_25567
TCONS_00023100.p1	STRPU_25567
TCONS_00023102.p1	STRPU_25567
TCONS_00023103.p1	STRPU_22306
TCONS_00023104.p1	STRPU_02511
TCONS_00023105.p1	STRPU_07500
TCONS_00023106.p1	STRPU_19270
TCONS_00023108.p1	STRPU_02477
TCONS_00023109.p1	STRPU_04075
TCONS_00023110.p1	STRPU_16803
TCONS_00023111.p1	STRPU_10766
TCONS_00023112.p1	STRPU_10726
TCONS_00023114.p1	STRPU_16229
TCONS_00023122.p1	STRPU_12932
TCONS_00023123.p1	STRPU_14681
TCONS_00023124.p1	STRPU_12649
TCONS_00023125.p1	STRPU_09357
TCONS_00023126.p1	STRPU_17962
TCONS_00023129.p1	STRPU_12622
TCONS_00023130.p1	STRPU_12321
TCONS_00023134.p1	STRPU_06712
TCONS_00023135.p1	STRPU_13753
TCONS_00023136.p1	STRPU_13753
TCONS_00023137.p1	STRPU_12805
TCONS_00023138.p2	STRPU_21374
TCONS_00023139.p2	STRPU_25385
TCONS_00023140.p1	STRPU_25384
TCONS_00023141.p1	STRPU_12627
TCONS_00023142.p1	STRPU_12627
TCONS_00023143.p1	STRPU_12794
TCONS_00023144.p1	STRPU_12794
TCONS_00023145.p1	STRPU_12785
TCONS_00023148.p1	STRPU_01274
TCONS_00023149.p1	STRPU_24069
TCONS_00023151.p1	STRPU_24069
TCONS_00023152.p1	STRPU_15801
TCONS_00023156.p1	STRPU_07219
TCONS_00023157.p1	STRPU_01077
TCONS_00023163.p1	STRPU_08775
TCONS_00023164.p1	STRPU_25678
TCONS_00023166.p1	STRPU_12707
TCONS_00023167.p1	STRPU_16263
TCONS_00023168.p1	STRPU_01690
TCONS_00023169.p1	STRPU_14183
TCONS_00023170.p1	STRPU_12837
TCONS_00023172.p1	STRPU_11125
TCONS_00023173.p1	STRPU_22225
TCONS_00023174.p1	STRPU_15764
TCONS_00023177.p1	STRPU_06515
TCONS_00023178.p1	STRPU_21363
TCONS_00023179.p1	STRPU_06515
TCONS_00023180.p1	STRPU_12999
TCONS_00023181.p1	STRPU_12999
TCONS_00023182.p1	STRPU_12999
TCONS_00023187.p1	STRPU_12999
TCONS_00023188.p1	STRPU_17004
TCONS_00023191.p1	STRPU_14584
TCONS_00023193.p1	STRPU_14584
TCONS_00023195.p1	STRPU_07500
TCONS_00023197.p1	STRPU_12545
TCONS_00023200.p1	STRPU_12868
TCONS_00023201.p1	STRPU_12636
TCONS_00023203.p1	STRPU_12322
TCONS_00023204.p1	STRPU_12344
TCONS_00023205.p1	STRPU_12478
TCONS_00023207.p1	STRPU_12315
TCONS_00023217.p1	STRPU_12813
TCONS_00023218.p1	STRPU_12443
TCONS_00023220.p1	STRPU_12443
TCONS_00023222.p1	STRPU_10223
TCONS_00023225.p1	STRPU_12785
TCONS_00023227.p1	STRPU_01651
TCONS_00023228.p1	STRPU_25538
TCONS_00023230.p1	STRPU_17979
TCONS_00023231.p1	STRPU_24069
TCONS_00023241.p1	STRPU_12611
TCONS_00023242.p1	STRPU_12769
TCONS_00023245.p1	STRPU_16083
TCONS_00023246.p1	STRPU_24946
TCONS_00023249.p1	STRPU_09341
TCONS_00023250.p1	STRPU_23727
TCONS_00023261.p1	STRPU_23724
TCONS_00023266.p2	STRPU_21981
TCONS_00023267.p1	STRPU_10977
TCONS_00023269.p1	STRPU_04631
TCONS_00023271.p1	STRPU_12193
TCONS_00023272.p1	STRPU_12250
TCONS_00023274.p1	STRPU_03669
TCONS_00023275.p1	STRPU_21331
TCONS_00023276.p1	STRPU_12601
TCONS_00023278.p1	STRPU_23889
TCONS_00023283.p1	STRPU_07184
TCONS_00023285.p1	STRPU_26895
TCONS_00023290.p1	STRPU_07184
TCONS_00023291.p1	STRPU_02564
TCONS_00023292.p1	STRPU_24766
TCONS_00023293.p1	STRPU_00270
TCONS_00023295.p1	STRPU_19408
TCONS_00023296.p1	STRPU_08183
TCONS_00023297.p1	STRPU_08155
TCONS_00023300.p1	STRPU_13790
TCONS_00023301.p1	STRPU_16686
TCONS_00023306.p1	STRPU_04042
TCONS_00023308.p1	STRPU_08253
TCONS_00023309.p1	STRPU_18188
TCONS_00023310.p1	STRPU_12736
TCONS_00023311.p1	STRPU_07204
TCONS_00023312.p1	STRPU_22026
TCONS_00023313.p1	STRPU_08253
TCONS_00023314.p1	STRPU_24279
TCONS_00023316.p1	STRPU_12999
TCONS_00023317.p1	STRPU_17004
TCONS_00023318.p1	STRPU_14584
TCONS_00023321.p1	STRPU_14584
TCONS_00023322.p1	STRPU_14586
TCONS_00023328.p1	STRPU_14586
TCONS_00023329.p1	STRPU_19794
TCONS_00023330.p1	STRPU_12545
TCONS_00023331.p1	STRPU_12868
TCONS_00023332.p1	STRPU_12636
TCONS_00023333.p1	STRPU_12322
TCONS_00023334.p1	STRPU_12344
TCONS_00023335.p1	STRPU_12478
TCONS_00023337.p1	STRPU_12315
TCONS_00023345.p1	STRPU_12813
TCONS_00023346.p1	STRPU_12443
TCONS_00023347.p1	STRPU_12443
TCONS_00023348.p1	STRPU_12825
TCONS_00023352.p1	STRPU_12470
TCONS_00023355.p1	STRPU_12817
TCONS_00023359.p1	STRPU_07204
TCONS_00023360.p1	STRPU_12833
TCONS_00023361.p1	STRPU_12833
TCONS_00023362.p1	STRPU_03718
TCONS_00023363.p1	STRPU_05603
TCONS_00023369.p1	STRPU_23299
TCONS_00023370.p1	STRPU_07294
TCONS_00023371.p1	STRPU_12623
TCONS_00023372.p1	STRPU_12623
TCONS_00023374.p1	STRPU_10766
TCONS_00023379.p1	STRPU_17012
TCONS_00023380.p1	STRPU_12443
TCONS_00023381.p1	STRPU_12825
TCONS_00023382.p1	STRPU_12825
TCONS_00023383.p1	STRPU_20429
TCONS_00023386.p1	STRPU_06515
TCONS_00023388.p1	STRPU_12470
TCONS_00023389.p1	STRPU_12817
TCONS_00023390.p1	STRPU_08364
TCONS_00023393.p1	STRPU_01220
TCONS_00023394.p1	STRPU_07204
TCONS_00023395.p1	STRPU_12833
TCONS_00023396.p1	STRPU_12833
TCONS_00023397.p1	STRPU_01177
TCONS_00023405.p1	STRPU_23299
TCONS_00023406.p1	STRPU_07280
TCONS_00023408.p1	STRPU_12623
TCONS_00023409.p1	STRPU_05100
TCONS_00023410.p1	STRPU_25508
TCONS_00023411.p1	STRPU_25550
TCONS_00023412.p1	STRPU_14183
TCONS_00023413.p1	STRPU_01685
TCONS_00023416.p1	STRPU_08347
TCONS_00023419.p1	STRPU_12685
TCONS_00023423.p1	STRPU_18200
TCONS_00023425.p1	STRPU_22651
TCONS_00023426.p1	STRPU_18200
TCONS_00023427.p1	STRPU_19137
TCONS_00023428.p1	STRPU_18200
TCONS_00023430.p1	STRPU_18200
TCONS_00023431.p1	STRPU_18200
TCONS_00023432.p1	STRPU_18200
TCONS_00023434.p1	STRPU_18200
TCONS_00023435.p1	STRPU_12568
TCONS_00023436.p1	STRPU_04165
TCONS_00023437.p1	STRPU_12706
TCONS_00023439.p1	STRPU_23264
TCONS_00023440.p1	STRPU_21363
TCONS_00023442.p1	STRPU_26921
TCONS_00023443.p1	STRPU_26661
TCONS_00023445.p1	STRPU_12338
TCONS_00023447.p1	STRPU_01892
TCONS_00023448.p1	STRPU_09969
TCONS_00023450.p1	STRPU_02241
TCONS_00023451.p1	STRPU_09968
TCONS_00023452.p1	STRPU_12807
TCONS_00023453.p1	STRPU_12863
TCONS_00023454.p1	STRPU_12863
TCONS_00023455.p1	STRPU_12863
TCONS_00023456.p1	STRPU_16419
TCONS_00023459.p1	STRPU_16720
TCONS_00023461.p1	STRPU_16720
TCONS_00023464.p1	STRPU_12455
TCONS_00023466.p1	STRPU_02813
TCONS_00023468.p1	STRPU_12967
TCONS_00023469.p1	STRPU_12533
TCONS_00023471.p1	STRPU_21363
TCONS_00023473.p1	STRPU_16347
TCONS_00023474.p1	STRPU_26921
TCONS_00023476.p1	STRPU_26661
TCONS_00023477.p1	STRPU_07979
TCONS_00023478.p1	STRPU_07432
TCONS_00023479.p1	STRPU_12338
TCONS_00023482.p1	STRPU_01892
TCONS_00023484.p1	STRPU_09968
TCONS_00023485.p1	STRPU_17699
TCONS_00023486.p1	STRPU_02241
TCONS_00023489.p1	STRPU_02241
TCONS_00023494.p1	STRPU_12807
TCONS_00023496.p1	STRPU_12863
TCONS_00023497.p1	STRPU_12863
TCONS_00023498.p1	STRPU_12863
TCONS_00023499.p1	STRPU_16720
TCONS_00023502.p1	STRPU_16720
TCONS_00023503.p1	STRPU_16720
TCONS_00023504.p1	STRPU_16720
TCONS_00023505.p1	STRPU_07500
TCONS_00023509.p1	STRPU_16726
TCONS_00023511.p1	STRPU_12455
TCONS_00023512.p1	STRPU_02813
TCONS_00023513.p1	STRPU_12967
TCONS_00023514.p1	STRPU_12533
TCONS_00023515.p1	STRPU_14541
TCONS_00023516.p1	STRPU_12803
TCONS_00023517.p1	STRPU_12803
TCONS_00023521.p1	STRPU_12803
TCONS_00023522.p1	STRPU_12957
TCONS_00023523.p1	STRPU_12967
TCONS_00023525.p1	STRPU_12533
TCONS_00023526.p1	STRPU_21088
TCONS_00023527.p1	STRPU_12803
TCONS_00023528.p1	STRPU_12803
TCONS_00023529.p1	STRPU_12803
TCONS_00023530.p1	STRPU_12957
TCONS_00023531.p1	STRPU_12939
TCONS_00023532.p1	STRPU_12697
TCONS_00023533.p1	STRPU_13114
TCONS_00023536.p1	STRPU_12547
TCONS_00023547.p1	STRPU_12951
TCONS_00023549.p1	STRPU_12793
TCONS_00023551.p1	STRPU_12594
TCONS_00023555.p1	STRPU_17715
TCONS_00023557.p1	STRPU_03705
TCONS_00023558.p1	STRPU_03705
TCONS_00023559.p1	STRPU_03705
TCONS_00023561.p1	STRPU_01711
TCONS_00023562.p1	STRPU_11228
TCONS_00023563.p1	STRPU_16229
TCONS_00023564.p1	STRPU_04075
TCONS_00023567.p1	STRPU_03038
TCONS_00023571.p1	STRPU_13114
TCONS_00023572.p1	STRPU_13114
TCONS_00023573.p1	STRPU_12547
TCONS_00023584.p1	STRPU_12951
TCONS_00023586.p1	STRPU_00331
TCONS_00023587.p1	STRPU_12594
TCONS_00023591.p1	STRPU_12749
TCONS_00023592.p1	STRPU_17715
TCONS_00023593.p1	STRPU_17715
TCONS_00023597.p1	STRPU_03705
TCONS_00023602.p1	STRPU_03704
TCONS_00023603.p1	STRPU_20523
TCONS_00023606.p1	STRPU_10223
TCONS_00023609.p1	STRPU_01711
TCONS_00023610.p1	STRPU_11228
TCONS_00023611.p1	STRPU_04075
TCONS_00023613.p1	STRPU_02880
TCONS_00023614.p1	STRPU_24069
TCONS_00023618.p1	STRPU_24069
TCONS_00023619.p1	STRPU_27280
TCONS_00023620.p1	STRPU_05792
TCONS_00023621.p1	STRPU_12654
TCONS_00023623.p1	STRPU_12999
TCONS_00023624.p1	STRPU_03970
TCONS_00023625.p1	STRPU_26180
TCONS_00023626.p1	STRPU_06432
TCONS_00023627.p1	STRPU_09633
TCONS_00023628.p1	STRPU_06432
TCONS_00023631.p1	STRPU_02392
TCONS_00023632.p1	STRPU_07192
TCONS_00023633.p1	STRPU_07682
TCONS_00023634.p1	STRPU_07192
TCONS_00023636.p1	STRPU_18219
TCONS_00023637.p1	STRPU_03868
TCONS_00023640.p1	STRPU_09820
TCONS_00023642.p1	STRPU_09820
TCONS_00023643.p1	STRPU_15822
TCONS_00023644.p1	STRPU_04384
TCONS_00023645.p1	STRPU_12843
TCONS_00023646.p1	STRPU_12502
TCONS_00023648.p1	STRPU_13103
TCONS_00023649.p1	STRPU_12563
TCONS_00023651.p1	STRPU_12566
TCONS_00023654.p1	STRPU_12563
TCONS_00023655.p1	STRPU_12560
TCONS_00023656.p1	STRPU_14561
TCONS_00023659.p1	STRPU_16261
TCONS_00023661.p1	STRPU_13530
TCONS_00023662.p1	STRPU_13530
TCONS_00023663.p1	STRPU_06432
TCONS_00023667.p1	STRPU_13530
TCONS_00023670.p1	STRPU_19097
TCONS_00023671.p1	STRPU_02363
TCONS_00023673.p1	STRPU_13051
TCONS_00023674.p1	STRPU_00632
TCONS_00023677.p1	STRPU_12832
TCONS_00023679.p1	STRPU_12826
TCONS_00023680.p1	STRPU_12826
TCONS_00023682.p1	STRPU_06432
TCONS_00023683.p1	STRPU_07682
TCONS_00023684.p1	STRPU_07192
TCONS_00023689.p1	STRPU_07192
TCONS_00023690.p1	STRPU_07682
TCONS_00023692.p1	STRPU_22071
TCONS_00023693.p1	STRPU_07432
TCONS_00023695.p1	STRPU_14763
TCONS_00023696.p1	STRPU_17864
TCONS_00023699.p1	STRPU_17864
TCONS_00023701.p1	STRPU_22411
TCONS_00023702.p1	STRPU_12456
TCONS_00023703.p1	STRPU_22411
TCONS_00023705.p1	STRPU_22411
TCONS_00023706.p1	STRPU_14123
TCONS_00023708.p1	STRPU_19267
TCONS_00023709.p1	STRPU_02628
TCONS_00023710.p2	STRPU_10195
TCONS_00023711.p1	STRPU_06432
TCONS_00023713.p1	STRPU_10195
TCONS_00023716.p1	STRPU_12966
TCONS_00023717.p1	STRPU_12653
TCONS_00023719.p3	STRPU_10195
TCONS_00023720.p1	STRPU_03038
TCONS_00023721.p1	STRPU_18188
TCONS_00023725.p1	STRPU_12599
TCONS_00023726.p1	STRPU_26205
TCONS_00023730.p1	STRPU_12599
TCONS_00023732.p1	STRPU_24094
TCONS_00023733.p1	STRPU_27288
TCONS_00023734.p1	STRPU_11577
TCONS_00023737.p1	STRPU_06218
TCONS_00023738.p1	STRPU_05591
TCONS_00023739.p1	STRPU_05591
TCONS_00023740.p1	STRPU_05591
TCONS_00023741.p1	STRPU_05591
TCONS_00023744.p1	STRPU_06078
TCONS_00023747.p1	STRPU_08703
TCONS_00023751.p1	STRPU_06626
TCONS_00023754.p1	STRPU_01469
TCONS_00023757.p1	STRPU_01469
TCONS_00023759.p1	STRPU_01469
TCONS_00023762.p1	STRPU_08703
TCONS_00023763.p1	STRPU_12705
TCONS_00023764.p1	STRPU_17275
TCONS_00023765.p1	STRPU_02368
TCONS_00023766.p1	STRPU_13024
TCONS_00023769.p1	STRPU_00461
TCONS_00023771.p1	STRPU_05122
TCONS_00023772.p1	STRPU_20001
TCONS_00023773.p1	STRPU_12906
TCONS_00023774.p1	STRPU_23126
TCONS_00023775.p1	STRPU_00425
TCONS_00023776.p1	STRPU_18058
TCONS_00023781.p1	STRPU_27311
TCONS_00023782.p1	STRPU_01509
TCONS_00023784.p1	STRPU_26998
TCONS_00023785.p1	STRPU_00620
TCONS_00023786.p1	STRPU_05603
TCONS_00023789.p1	STRPU_25678
TCONS_00023790.p1	STRPU_24443
TCONS_00023791.p1	STRPU_24443
TCONS_00023792.p1	STRPU_24443
TCONS_00023793.p1	STRPU_17067
TCONS_00023794.p1	STRPU_12325
TCONS_00023795.p1	STRPU_12549
TCONS_00023796.p1	STRPU_12563
TCONS_00023797.p1	STRPU_12566
TCONS_00023798.p1	STRPU_06432
TCONS_00023799.p1	STRPU_06432
TCONS_00023801.p1	STRPU_00791
TCONS_00023802.p1	STRPU_06432
TCONS_00023805.p1	STRPU_06432
TCONS_00023806.p1	STRPU_10195
TCONS_00023807.p1	STRPU_10195
TCONS_00023808.p1	STRPU_06432
TCONS_00023809.p1	STRPU_26450
TCONS_00023820.p1	STRPU_14349
TCONS_00023823.p1	STRPU_10767
TCONS_00023827.p1	STRPU_12763
TCONS_00023828.p1	STRPU_26072
TCONS_00023829.p1	STRPU_26072
TCONS_00023830.p1	STRPU_04665
TCONS_00023831.p1	STRPU_04963
TCONS_00023835.p1	STRPU_24339
TCONS_00023836.p1	STRPU_12458
TCONS_00023837.p1	STRPU_12429
TCONS_00023838.p1	STRPU_12771
TCONS_00023839.p1	STRPU_14009
TCONS_00023840.p1	STRPU_19411
TCONS_00023842.p1	STRPU_17571
TCONS_00023843.p1	STRPU_17012
TCONS_00023845.p1	STRPU_20917
TCONS_00023848.p1	STRPU_01156
TCONS_00023849.p1	STRPU_03422
TCONS_00023851.p1	STRPU_17571
TCONS_00023852.p1	STRPU_17581
TCONS_00023853.p1	STRPU_12616
TCONS_00023855.p1	STRPU_12650
TCONS_00023857.p1	STRPU_12881
TCONS_00023858.p1	STRPU_12881
TCONS_00023861.p1	STRPU_12881
TCONS_00023863.p1	STRPU_26138
TCONS_00023864.p1	STRPU_04197
TCONS_00023866.p1	STRPU_18200
TCONS_00023867.p1	STRPU_07294
TCONS_00023868.p1	STRPU_22185
TCONS_00023871.p1	STRPU_07280
TCONS_00023878.p1	STRPU_05122
TCONS_00023879.p1	STRPU_12679
TCONS_00023880.p1	STRPU_05122
TCONS_00023882.p1	STRPU_07280
TCONS_00023884.p1	STRPU_02605
TCONS_00023885.p1	STRPU_08617
TCONS_00023886.p1	STRPU_08039
TCONS_00023891.p1	STRPU_13068
TCONS_00023895.p1	STRPU_13064
TCONS_00023896.p1	STRPU_15743
TCONS_00023897.p1	STRPU_12510
TCONS_00023902.p1	STRPU_08617
TCONS_00023904.p1	STRPU_08039
TCONS_00023909.p1	STRPU_13064
TCONS_00023910.p1	STRPU_01666
TCONS_00023911.p1	STRPU_12510
TCONS_00023912.p1	STRPU_06432
TCONS_00023913.p1	STRPU_12371
TCONS_00023914.p1	STRPU_12617
TCONS_00023915.p1	STRPU_12372
TCONS_00023917.p1	STRPU_12689
TCONS_00023919.p2	STRPU_12689
TCONS_00023922.p1	STRPU_12689
TCONS_00023929.p1	STRPU_12689
TCONS_00023930.p1	STRPU_12881
TCONS_00023935.p1	STRPU_02299
TCONS_00023936.p1	STRPU_23724
TCONS_00023939.p1	STRPU_02299
TCONS_00023941.p1	STRPU_23015
TCONS_00023942.p1	STRPU_02299
TCONS_00023943.p1	STRPU_02299
TCONS_00023944.p1	STRPU_10360
TCONS_00023945.p1	STRPU_10360
TCONS_00023946.p1	STRPU_23724
TCONS_00023947.p1	STRPU_10411
TCONS_00023950.p1	STRPU_16095
TCONS_00023952.p1	STRPU_24171
TCONS_00023953.p1	STRPU_16095
TCONS_00023955.p1	STRPU_12955
TCONS_00023963.p1	STRPU_02979
TCONS_00023968.p1	STRPU_12858
TCONS_00023969.p1	STRPU_12792
TCONS_00023972.p1	STRPU_09669
TCONS_00023973.p1	STRPU_12972
TCONS_00023979.p1	STRPU_10351
TCONS_00023981.p1	STRPU_06432
TCONS_00023984.p1	STRPU_12972
TCONS_00023985.p1	STRPU_10351
TCONS_00023986.p1	STRPU_10351
TCONS_00023987.p1	STRPU_02477
TCONS_00023988.p1	STRPU_04751
TCONS_00023989.p1	STRPU_12863
TCONS_00023990.p1	STRPU_05730
TCONS_00023993.p1	STRPU_14540
TCONS_00023995.p1	STRPU_12812
TCONS_00024001.p1	STRPU_12635
TCONS_00024004.p1	STRPU_12873
TCONS_00024007.p1	STRPU_11534
TCONS_00024011.p1	STRPU_12504
TCONS_00024012.p1	STRPU_17694
TCONS_00024015.p1	STRPU_12504
TCONS_00024020.p1	STRPU_01169
TCONS_00024021.p1	STRPU_12918
TCONS_00024023.p1	STRPU_12906
TCONS_00024025.p1	STRPU_25567
TCONS_00024026.p1	STRPU_25567
TCONS_00024027.p1	STRPU_25567
TCONS_00024029.p1	STRPU_25567
TCONS_00024030.p1	STRPU_25567
TCONS_00024032.p1	STRPU_25567
TCONS_00024033.p1	STRPU_25567
TCONS_00024035.p1	STRPU_25567
TCONS_00024038.p1	STRPU_25567
TCONS_00024039.p1	STRPU_25567
TCONS_00024040.p1	STRPU_25567
TCONS_00024041.p1	STRPU_25567
TCONS_00024042.p1	STRPU_08863
TCONS_00024043.p1	STRPU_08863
TCONS_00024044.p1	STRPU_08863
TCONS_00024045.p1	STRPU_12929
TCONS_00024046.p1	STRPU_27125
TCONS_00024047.p1	STRPU_12815
TCONS_00024061.p1	STRPU_12815
TCONS_00024066.p1	STRPU_22510
TCONS_00024067.p1	STRPU_12865
TCONS_00024069.p1	STRPU_12467
TCONS_00024071.p1	STRPU_12981
TCONS_00024074.p1	STRPU_12705
TCONS_00024081.p1	STRPU_22038
TCONS_00024082.p1	STRPU_03297
TCONS_00024085.p1	STRPU_12349
TCONS_00024086.p1	STRPU_08823
TCONS_00024087.p1	STRPU_14684
TCONS_00024090.p1	STRPU_12710
TCONS_00024091.p1	STRPU_12353
TCONS_00024092.p1	STRPU_06432
TCONS_00024093.p1	STRPU_12554
TCONS_00024094.p1	STRPU_24443
TCONS_00024096.p1	STRPU_17584
TCONS_00024097.p1	STRPU_22119
TCONS_00024098.p1	STRPU_25141
TCONS_00024102.p1	STRPU_25849
TCONS_00024105.p1	STRPU_14532
TCONS_00024107.p1	STRPU_14532
TCONS_00024108.p1	STRPU_25849
TCONS_00024109.p1	STRPU_09802
TCONS_00024110.p1	STRPU_25854
TCONS_00024112.p1	STRPU_16803
TCONS_00024114.p1	STRPU_12602
TCONS_00024115.p1	STRPU_08156
TCONS_00024116.p1	STRPU_23553
TCONS_00024117.p1	STRPU_17067
TCONS_00024118.p1	STRPU_21880
TCONS_00024119.p1	STRPU_11543
TCONS_00024122.p1	STRPU_12631
TCONS_00024127.p1	STRPU_12630
TCONS_00024136.p1	STRPU_12801
TCONS_00024139.p1	STRPU_06432
TCONS_00024140.p1	STRPU_12264
TCONS_00024141.p1	STRPU_12532
TCONS_00024142.p1	STRPU_12537
TCONS_00024143.p1	STRPU_06670
TCONS_00024144.p1	STRPU_05956
TCONS_00024145.p1	STRPU_26114
TCONS_00024146.p1	STRPU_26114
TCONS_00024148.p1	STRPU_26100
TCONS_00024150.p1	STRPU_26100
TCONS_00024151.p1	STRPU_24319
TCONS_00024153.p1	STRPU_14372
TCONS_00024154.p1	STRPU_24319
TCONS_00024155.p1	STRPU_24571
TCONS_00024156.p1	STRPU_06432
TCONS_00024157.p1	STRPU_08158
TCONS_00024158.p1	STRPU_14009
TCONS_00024160.p1	STRPU_14009
TCONS_00024161.p1	STRPU_14009
TCONS_00024168.p1	STRPU_12607
TCONS_00024170.p1	STRPU_14364
TCONS_00024172.p1	STRPU_08996
TCONS_00024174.p1	STRPU_15086
TCONS_00024175.p1	STRPU_12611
TCONS_00024177.p1	STRPU_12611
TCONS_00024178.p1	STRPU_24718
TCONS_00024181.p1	STRPU_16455
TCONS_00024182.p1	STRPU_16455
TCONS_00024186.p1	STRPU_04189
TCONS_00024187.p1	STRPU_12775
TCONS_00024188.p1	STRPU_12945
TCONS_00024189.p1	STRPU_21773
TCONS_00024192.p1	STRPU_10224
TCONS_00024193.p1	STRPU_10223
TCONS_00024197.p1	STRPU_12736
TCONS_00024198.p1	STRPU_13349
TCONS_00024201.p1	STRPU_13003
TCONS_00024203.p1	STRPU_06028
TCONS_00024204.p1	STRPU_00461
