TCONS_00000001.p1	bflo_20824
TCONS_00026139.p1	bflo_12099
TCONS_00026141.p1	bflo_08394
TCONS_00026143.p1	bflo_09390
TCONS_00026144.p1	bflo_04886
TCONS_00026150.p1	bflo_09265
TCONS_00026164.p1	bflo_08904
TCONS_00026165.p1	bflo_08899
TCONS_00026166.p1	bflo_08893
TCONS_00026167.p1	bflo_00799
TCONS_00026168.p1	bflo_13318
TCONS_00026169.p1	bflo_08939
TCONS_00026170.p1	bflo_09453
TCONS_00026171.p1	bflo_06139
TCONS_00026172.p1	bflo_10779
TCONS_00026173.p1	bflo_10779
TCONS_00026175.p1	bflo_12586
TCONS_00026176.p1	bflo_10173
TCONS_00026177.p1	bflo_21792
TCONS_00026179.p1	bflo_19780
TCONS_00026180.p1	bflo_19680
TCONS_00026181.p1	bflo_10793
TCONS_00026185.p1	bflo_26080
TCONS_00026187.p1	bflo_25214
TCONS_00026188.p1	bflo_10319
TCONS_00026190.p1	bflo_10091
TCONS_00026192.p1	bflo_10016
TCONS_00026194.p1	bflo_10643
TCONS_00026195.p1	bflo_10776
TCONS_00026196.p1	bflo_10549
TCONS_00026197.p1	bflo_10549
TCONS_00026198.p1	bflo_10921
TCONS_00026199.p1	bflo_10921
TCONS_00026200.p1	bflo_09980
TCONS_00026202.p1	bflo_10082
TCONS_00026209.p1	bflo_09359
TCONS_00026211.p1	bflo_05363
TCONS_00026212.p1	bflo_05363
TCONS_00026213.p1	bflo_03282
TCONS_00026214.p1	bflo_25648
TCONS_00026215.p1	bflo_15427
TCONS_00026216.p1	bflo_09356
TCONS_00026217.p1	bflo_10772
TCONS_00026219.p1	bflo_10546
TCONS_00026220.p1	bflo_10014
TCONS_00026221.p1	bflo_01828
TCONS_00026222.p1	bflo_09006
TCONS_00026223.p1	bflo_10014
TCONS_00026230.p1	bflo_10546
TCONS_00026233.p1	bflo_10014
TCONS_00026234.p1	bflo_10014
TCONS_00026236.p1	bflo_10014
TCONS_00026237.p1	bflo_01919
TCONS_00026238.p1	bflo_20693
TCONS_00026243.p1	bflo_10014
TCONS_00026244.p1	bflo_10548
TCONS_00026245.p1	bflo_10548
TCONS_00026247.p1	bflo_02075
TCONS_00026248.p1	bflo_10014
TCONS_00026249.p1	bflo_10548
TCONS_00026250.p1	bflo_10548
TCONS_00026251.p1	bflo_09125
TCONS_00026252.p1	bflo_10674
TCONS_00026255.p1	bflo_09310
TCONS_00026256.p1	bflo_09218
TCONS_00026260.p1	bflo_18801
TCONS_00026262.p1	bflo_23729
TCONS_00026267.p1	bflo_20604
TCONS_00026270.p1	bflo_08844
TCONS_00026274.p1	bflo_08088
TCONS_00026276.p1	bflo_09550
TCONS_00026279.p1	bflo_10568
TCONS_00026280.p1	bflo_10627
TCONS_00026281.p1	bflo_26530
TCONS_00026284.p1	bflo_08761
TCONS_00026285.p1	bflo_10409
TCONS_00026286.p1	bflo_08589
TCONS_00026287.p1	bflo_02255
TCONS_00026289.p1	bflo_10558
TCONS_00026290.p1	bflo_10767
TCONS_00026292.p1	bflo_10271
TCONS_00026293.p1	bflo_10272
TCONS_00026295.p1	bflo_08774
TCONS_00026296.p1	bflo_02048
TCONS_00026299.p1	bflo_14598
TCONS_00026300.p1	bflo_12850
TCONS_00026302.p1	bflo_04841
TCONS_00026304.p1	bflo_10164
TCONS_00026316.p1	bflo_10717
TCONS_00026335.p1	bflo_15361
TCONS_00026336.p1	bflo_15058
TCONS_00026339.p1	bflo_01538
TCONS_00026340.p1	bflo_15390
TCONS_00026341.p1	bflo_10164
TCONS_00026343.p1	bflo_23081
TCONS_00026344.p1	bflo_25430
TCONS_00026345.p1	bflo_10074
TCONS_00026348.p1	bflo_10098
TCONS_00026349.p1	bflo_21931
TCONS_00026355.p1	bflo_15364
TCONS_00026356.p1	bflo_15024
TCONS_00026357.p1	bflo_10098
TCONS_00026360.p1	bflo_21931
TCONS_00026362.p1	bflo_21931
TCONS_00026364.p1	bflo_21931
TCONS_00026365.p1	bflo_10733
TCONS_00026366.p1	bflo_09528
TCONS_00026367.p1	bflo_09528
TCONS_00026368.p1	bflo_10483
TCONS_00026369.p1	bflo_10483
TCONS_00026370.p1	bflo_02048
TCONS_00026371.p1	bflo_15647
TCONS_00026375.p1	bflo_23586
TCONS_00026376.p1	bflo_23586
TCONS_00026377.p1	bflo_10147
TCONS_00026378.p1	bflo_10627
TCONS_00026379.p1	bflo_10754
TCONS_00026380.p1	bflo_10189
TCONS_00026381.p1	bflo_10696
TCONS_00026382.p1	bflo_01422
TCONS_00026383.p1	bflo_01422
TCONS_00026385.p1	bflo_08079
TCONS_00026387.p1	bflo_09025
TCONS_00026388.p1	bflo_21567
TCONS_00026389.p1	bflo_09442
TCONS_00026401.p1	bflo_04900
TCONS_00026402.p1	bflo_09443
TCONS_00026405.p1	bflo_06498
TCONS_00026407.p1	bflo_06406
TCONS_00026408.p1	bflo_17011
TCONS_00026409.p1	bflo_18777
TCONS_00026410.p1	bflo_09726
TCONS_00026413.p1	bflo_20919
TCONS_00026415.p1	bflo_10172
TCONS_00026417.p1	bflo_09374
TCONS_00026418.p1	bflo_09374
TCONS_00026419.p1	bflo_01838
TCONS_00026420.p1	bflo_16521
TCONS_00026427.p1	bflo_02075
TCONS_00026429.p1	bflo_09529
TCONS_00026431.p1	bflo_22034
TCONS_00026432.p1	bflo_22034
TCONS_00026433.p1	bflo_10016
TCONS_00026434.p1	bflo_10393
TCONS_00026440.p1	bflo_16564
TCONS_00026441.p1	bflo_18419
TCONS_00026443.p1	bflo_15024
TCONS_00026444.p1	bflo_04546
TCONS_00026446.p1	bflo_25463
TCONS_00026447.p1	bflo_10129
TCONS_00026464.p1	bflo_10362
TCONS_00026465.p1	bflo_10141
TCONS_00026467.p1	bflo_10179
TCONS_00026468.p1	bflo_10264
TCONS_00026473.p1	bflo_10645
TCONS_00026474.p1	bflo_25317
TCONS_00026475.p1	bflo_14382
TCONS_00026476.p1	bflo_22450
TCONS_00026487.p1	bflo_10637
TCONS_00026489.p1	bflo_09725
TCONS_00026493.p1	bflo_09498
TCONS_00026494.p1	bflo_10783
TCONS_00026496.p1	bflo_12956
TCONS_00026497.p1	bflo_10626
TCONS_00026498.p1	bflo_18020
TCONS_00026499.p1	bflo_10405
TCONS_00026502.p1	bflo_09570
TCONS_00026503.p1	bflo_26159
TCONS_00026504.p1	bflo_05564
TCONS_00026505.p1	bflo_09235
TCONS_00026507.p1	bflo_09525
TCONS_00026510.p1	bflo_10169
TCONS_00026514.p1	bflo_10169
TCONS_00026515.p1	bflo_10169
TCONS_00026517.p1	bflo_09441
TCONS_00026518.p1	bflo_01154
TCONS_00026519.p1	bflo_08853
TCONS_00026520.p1	bflo_09183
TCONS_00026523.p1	bflo_15371
TCONS_00026524.p1	bflo_09676
TCONS_00026525.p1	bflo_09677
TCONS_00026526.p1	bflo_03473
TCONS_00026530.p1	bflo_02377
TCONS_00026531.p1	bflo_03720
TCONS_00026533.p1	bflo_04019
TCONS_00026534.p1	bflo_10159
TCONS_00026535.p1	bflo_05159
TCONS_00026539.p1	bflo_10159
TCONS_00026540.p1	bflo_08780
TCONS_00026541.p1	bflo_10159
TCONS_00026542.p1	bflo_09677
TCONS_00026543.p1	bflo_10040
TCONS_00026546.p1	bflo_05291
TCONS_00026558.p1	bflo_05288
TCONS_00026559.p1	bflo_05290
TCONS_00026561.p1	bflo_10687
TCONS_00026562.p1	bflo_26916
TCONS_00026563.p1	bflo_26916
TCONS_00026564.p1	bflo_15952
TCONS_00026565.p1	bflo_15952
TCONS_00026567.p1	bflo_10312
TCONS_00026568.p1	bflo_02230
TCONS_00026569.p1	bflo_02230
TCONS_00026573.p1	bflo_25982
TCONS_00026575.p1	bflo_02230
TCONS_00026576.p1	bflo_09359
TCONS_00026577.p1	bflo_10146
TCONS_00026578.p1	bflo_09395
TCONS_00026582.p1	bflo_08896
TCONS_00026598.p1	bflo_09232
TCONS_00026600.p1	bflo_10148
TCONS_00026601.p1	bflo_10437
TCONS_00026602.p1	bflo_10054
TCONS_00026609.p1	bflo_10629
TCONS_00026610.p1	bflo_08815
TCONS_00026611.p1	bflo_09194
TCONS_00026612.p1	bflo_09701
TCONS_00026614.p1	bflo_23826
TCONS_00026616.p1	bflo_05360
TCONS_00026618.p1	bflo_14075
TCONS_00026619.p1	bflo_20287
TCONS_00026623.p1	bflo_00179
TCONS_00026624.p1	bflo_07981
TCONS_00026626.p1	bflo_09216
TCONS_00026627.p1	bflo_09344
TCONS_00026628.p1	bflo_10139
TCONS_00026631.p1	bflo_09246
TCONS_00026632.p1	bflo_10307
TCONS_00026634.p1	bflo_10007
TCONS_00026635.p1	bflo_05903
TCONS_00026636.p1	bflo_08336
TCONS_00026638.p1	bflo_09897
TCONS_00026639.p1	bflo_19668
TCONS_00026641.p1	bflo_14940
TCONS_00026646.p1	bflo_19668
TCONS_00026648.p1	bflo_09496
TCONS_00026649.p1	bflo_09496
TCONS_00026652.p1	bflo_09671
TCONS_00026655.p1	bflo_19337
TCONS_00026656.p1	bflo_09903
TCONS_00026658.p1	bflo_25624
TCONS_00026662.p1	bflo_20218
TCONS_00026663.p1	bflo_22690
TCONS_00026664.p1	bflo_22690
TCONS_00026665.p1	bflo_05321
TCONS_00026666.p1	bflo_09249
TCONS_00026672.p1	bflo_13213
TCONS_00026673.p1	bflo_20903
TCONS_00026681.p1	bflo_09229
TCONS_00026683.p1	bflo_09371
TCONS_00026684.p1	bflo_05725
TCONS_00026686.p1	bflo_10792
TCONS_00026688.p1	bflo_26634
TCONS_00026689.p1	bflo_21984
TCONS_00026690.p1	bflo_23612
TCONS_00026691.p1	bflo_09663
TCONS_00026692.p1	bflo_23164
TCONS_00026693.p1	bflo_08841
TCONS_00026694.p1	bflo_16617
TCONS_00026696.p1	bflo_26159
TCONS_00026697.p1	bflo_26159
TCONS_00026703.p1	bflo_26530
TCONS_00026705.p1	bflo_22908
TCONS_00026707.p1	bflo_26530
TCONS_00026709.p1	bflo_08746
TCONS_00026711.p1	bflo_10072
TCONS_00026712.p1	bflo_09287
TCONS_00026713.p1	bflo_10789
TCONS_00026714.p1	bflo_09124
TCONS_00026715.p1	bflo_03522
TCONS_00026716.p1	bflo_03522
TCONS_00026718.p1	bflo_09979
TCONS_00026719.p1	bflo_15983
TCONS_00026721.p1	bflo_06827
TCONS_00026723.p1	bflo_23462
TCONS_00026725.p1	bflo_17704
TCONS_00026730.p1	bflo_01856
TCONS_00026733.p2	bflo_21984
TCONS_00026735.p1	bflo_21984
TCONS_00026736.p1	bflo_10158
TCONS_00026737.p1	bflo_21984
TCONS_00026738.p1	bflo_09049
TCONS_00026739.p1	bflo_09049
TCONS_00026740.p1	bflo_09248
TCONS_00026744.p1	bflo_10740
TCONS_00026746.p1	bflo_05621
TCONS_00026747.p1	bflo_10551
TCONS_00026748.p1	bflo_09329
TCONS_00026749.p1	bflo_07462
TCONS_00026751.p1	bflo_09885
TCONS_00026754.p1	bflo_05321
TCONS_00026755.p1	bflo_05321
TCONS_00026762.p1	bflo_13012
TCONS_00026763.p1	bflo_15602
TCONS_00026764.p1	bflo_05068
TCONS_00026768.p1	bflo_09317
TCONS_00026773.p1	bflo_24093
TCONS_00026775.p1	bflo_09450
TCONS_00026780.p1	bflo_10630
TCONS_00026781.p1	bflo_04889
TCONS_00026782.p1	bflo_10300
TCONS_00026784.p1	bflo_11012
TCONS_00026786.p1	bflo_20060
TCONS_00026788.p1	bflo_09255
TCONS_00026789.p1	bflo_10381
TCONS_00026790.p1	bflo_08797
TCONS_00026791.p1	bflo_10781
TCONS_00026801.p1	bflo_12290
TCONS_00026813.p1	bflo_13774
TCONS_00026815.p1	bflo_13774
TCONS_00026816.p1	bflo_13774
TCONS_00026817.p1	bflo_13774
TCONS_00026818.p1	bflo_01162
TCONS_00026819.p1	bflo_22421
TCONS_00026820.p1	bflo_09722
TCONS_00026821.p1	bflo_09225
TCONS_00026822.p1	bflo_09221
TCONS_00026823.p1	bflo_09221
TCONS_00026828.p1	bflo_04049
TCONS_00026831.p1	bflo_09718
TCONS_00026833.p1	bflo_10092
TCONS_00026834.p1	bflo_10176
TCONS_00026836.p1	bflo_08798
TCONS_00026840.p1	bflo_08748
TCONS_00026843.p1	bflo_10754
TCONS_00026844.p1	bflo_19034
TCONS_00026846.p1	bflo_23571
TCONS_00026850.p1	bflo_04508
TCONS_00026851.p1	bflo_04508
TCONS_00026853.p1	bflo_01875
TCONS_00026854.p1	bflo_02255
TCONS_00026857.p1	bflo_00030
TCONS_00026859.p1	bflo_24282
TCONS_00026861.p1	bflo_09161
TCONS_00026863.p1	bflo_09038
TCONS_00026867.p1	bflo_09041
TCONS_00026869.p1	bflo_17290
TCONS_00026871.p1	bflo_10073
TCONS_00026874.p1	bflo_09249
TCONS_00026875.p1	bflo_10609
TCONS_00026878.p1	bflo_09669
TCONS_00026880.p1	bflo_09720
TCONS_00026881.p1	bflo_04562
TCONS_00026882.p1	bflo_24331
TCONS_00026884.p1	bflo_14338
TCONS_00026885.p1	bflo_05289
TCONS_00026890.p1	bflo_16577
TCONS_00026894.p1	bflo_02490
TCONS_00026895.p1	bflo_07706
TCONS_00026896.p1	bflo_09905
TCONS_00026897.p1	bflo_09790
TCONS_00026898.p1	bflo_09792
TCONS_00026900.p1	bflo_06305
TCONS_00026901.p1	bflo_06498
TCONS_00026903.p1	bflo_19055
TCONS_00026909.p1	bflo_05159
TCONS_00026910.p1	bflo_24954
TCONS_00026911.p1	bflo_09914
TCONS_00026913.p1	bflo_09352
TCONS_00026915.p1	bflo_09515
TCONS_00026918.p1	bflo_10125
TCONS_00026922.p1	bflo_07178
TCONS_00026923.p1	bflo_13786
TCONS_00026925.p1	bflo_21405
TCONS_00026929.p1	bflo_02048
TCONS_00026932.p1	bflo_03927
TCONS_00026933.p1	bflo_09304
TCONS_00026935.p1	bflo_13045
TCONS_00026937.p1	bflo_09732
TCONS_00026939.p1	bflo_09735
TCONS_00026940.p1	bflo_08741
TCONS_00026942.p1	bflo_26226
TCONS_00026943.p1	bflo_10276
TCONS_00026945.p1	bflo_10006
TCONS_00026946.p1	bflo_08736
TCONS_00026948.p1	bflo_22565
TCONS_00026951.p1	bflo_22565
TCONS_00026954.p1	bflo_23956
TCONS_00026956.p1	bflo_10653
TCONS_00026957.p1	bflo_10665
TCONS_00026958.p1	bflo_10665
TCONS_00026960.p1	bflo_10734
TCONS_00026965.p1	bflo_18961
TCONS_00026967.p1	bflo_18961
TCONS_00026968.p1	bflo_18961
TCONS_00026970.p1	bflo_18961
TCONS_00026971.p1	bflo_18961
TCONS_00026975.p1	bflo_18961
TCONS_00026979.p1	bflo_09137
TCONS_00026981.p1	bflo_01872
TCONS_00026982.p1	bflo_08958
TCONS_00026983.p1	bflo_09292
TCONS_00026984.p1	bflo_09170
TCONS_00026986.p1	bflo_06066
TCONS_00026987.p1	bflo_04566
TCONS_00026988.p1	bflo_21391
TCONS_00026990.p1	bflo_00903
TCONS_00026992.p1	bflo_20745
TCONS_00026994.p1	bflo_09560
TCONS_00026995.p1	bflo_10268
TCONS_00026998.p1	bflo_09560
TCONS_00027001.p1	bflo_10530
TCONS_00027004.p1	bflo_04043
TCONS_00027005.p1	bflo_04369
TCONS_00027006.p1	bflo_10774
TCONS_00027007.p1	bflo_08781
TCONS_00027010.p1	bflo_08781
TCONS_00027011.p1	bflo_09505
TCONS_00027012.p1	bflo_12104
TCONS_00027013.p1	bflo_22696
TCONS_00027014.p1	bflo_00030
TCONS_00027015.p1	bflo_09495
TCONS_00027016.p1	bflo_04437
TCONS_00027019.p1	bflo_10367
TCONS_00027020.p1	bflo_05864
TCONS_00027021.p1	bflo_14598
TCONS_00027022.p1	bflo_20720
TCONS_00027023.p1	bflo_09230
TCONS_00027024.p1	bflo_00645
TCONS_00027025.p1	bflo_09762
TCONS_00027029.p1	bflo_23194
TCONS_00027033.p1	bflo_11436
TCONS_00027034.p1	bflo_00219
TCONS_00027035.p1	bflo_23194
TCONS_00027036.p1	bflo_10381
TCONS_00027038.p1	bflo_02263
TCONS_00027039.p1	bflo_09599
TCONS_00027040.p1	bflo_05908
TCONS_00027041.p1	bflo_09429
TCONS_00027042.p1	bflo_09429
TCONS_00027043.p1	bflo_10445
TCONS_00027045.p1	bflo_13110
TCONS_00027046.p1	bflo_13110
TCONS_00027051.p1	bflo_03139
TCONS_00027053.p1	bflo_10697
TCONS_00027054.p1	bflo_09176
TCONS_00027055.p1	bflo_17448
TCONS_00027059.p1	bflo_03204
TCONS_00027060.p1	bflo_09169
TCONS_00027061.p1	bflo_21567
TCONS_00027063.p1	bflo_10208
TCONS_00027064.p1	bflo_24666
TCONS_00027066.p1	bflo_16702
TCONS_00027067.p1	bflo_10672
TCONS_00027068.p1	bflo_09266
TCONS_00027069.p1	bflo_09260
TCONS_00027070.p1	bflo_10106
TCONS_00027072.p1	bflo_08973
TCONS_00027073.p1	bflo_08974
TCONS_00027074.p1	bflo_05662
TCONS_00027075.p1	bflo_09452
TCONS_00027076.p1	bflo_07082
TCONS_00027078.p1	bflo_12099
TCONS_00027081.p1	bflo_07749
TCONS_00027082.p1	bflo_07605
TCONS_00027084.p1	bflo_09163
TCONS_00027086.p1	bflo_10734
TCONS_00027090.p1	bflo_10627
TCONS_00027092.p1	bflo_09428
TCONS_00027094.p1	bflo_10610
TCONS_00027095.p1	bflo_20055
TCONS_00027096.p1	bflo_08991
TCONS_00027097.p1	bflo_19055
TCONS_00027098.p1	bflo_09716
TCONS_00027099.p1	bflo_25238
TCONS_00027101.p1	bflo_10412
TCONS_00027105.p1	bflo_09998
TCONS_00027108.p1	bflo_10010
TCONS_00027112.p1	bflo_10798
TCONS_00027114.p1	bflo_10758
TCONS_00027115.p1	bflo_09298
TCONS_00027117.p1	bflo_09770
TCONS_00027118.p1	bflo_04895
TCONS_00027119.p1	bflo_04901
TCONS_00027120.p1	bflo_08212
TCONS_00027122.p1	bflo_09389
TCONS_00027123.p1	bflo_08902
TCONS_00027124.p1	bflo_09536
TCONS_00027126.p1	bflo_26910
TCONS_00027129.p1	bflo_10001
TCONS_00027130.p1	bflo_10658
TCONS_00027131.p1	bflo_10126
TCONS_00027133.p1	bflo_08937
TCONS_00027134.p1	bflo_08807
TCONS_00027136.p1	bflo_09372
TCONS_00027137.p1	bflo_09372
TCONS_00027138.p1	bflo_22669
TCONS_00027139.p1	bflo_10371
TCONS_00027140.p1	bflo_25033
TCONS_00027142.p1	bflo_25033
TCONS_00027143.p1	bflo_25033
TCONS_00027144.p1	bflo_25033
TCONS_00027145.p1	bflo_25033
TCONS_00027148.p1	bflo_08789
TCONS_00027152.p1	bflo_25363
TCONS_00027155.p1	bflo_25363
TCONS_00027156.p1	bflo_12099
TCONS_00027157.p1	bflo_10090
TCONS_00027158.p1	bflo_14959
TCONS_00027159.p1	bflo_00434
TCONS_00027161.p1	bflo_08871
TCONS_00027167.p1	bflo_26918
TCONS_00027170.p1	bflo_09504
TCONS_00027173.p1	bflo_16486
TCONS_00027175.p1	bflo_10082
TCONS_00027177.p1	bflo_22565
TCONS_00027179.p1	bflo_06498
TCONS_00027180.p1	bflo_13864
TCONS_00027182.p1	bflo_06498
TCONS_00027183.p1	bflo_06498
TCONS_00027185.p1	bflo_05766
TCONS_00027186.p1	bflo_06498
TCONS_00027187.p1	bflo_06498
TCONS_00027188.p1	bflo_20096
TCONS_00027189.p1	bflo_20096
TCONS_00027190.p1	bflo_10557
TCONS_00027191.p1	bflo_26135
TCONS_00027193.p1	bflo_01229
TCONS_00027196.p1	bflo_26107
TCONS_00027197.p1	bflo_09789
TCONS_00027198.p1	bflo_10390
TCONS_00027199.p1	bflo_10842
TCONS_00027200.p1	bflo_15057
TCONS_00027201.p1	bflo_00254
TCONS_00027204.p1	bflo_09789
TCONS_00027205.p1	bflo_10390
TCONS_00027206.p1	bflo_15057
TCONS_00027207.p1	bflo_15057
TCONS_00027209.p1	bflo_10680
TCONS_00027214.p1	bflo_10614
TCONS_00027215.p1	bflo_19034
TCONS_00027216.p1	bflo_10058
TCONS_00027217.p1	bflo_06498
TCONS_00027219.p1	bflo_18107
TCONS_00027222.p1	bflo_08954
TCONS_00027226.p1	bflo_08970
TCONS_00027232.p1	bflo_09762
TCONS_00027236.p1	bflo_09549
TCONS_00027237.p1	bflo_06305
TCONS_00027240.p1	bflo_14866
TCONS_00027242.p1	bflo_08634
TCONS_00027243.p1	bflo_08832
TCONS_00027244.p1	bflo_10107
TCONS_00027245.p1	bflo_04725
TCONS_00027246.p1	bflo_26530
TCONS_00027247.p1	bflo_09290
TCONS_00027248.p1	bflo_09574
TCONS_00027250.p1	bflo_21693
TCONS_00027252.p1	bflo_10365
TCONS_00027256.p1	bflo_09644
TCONS_00027257.p1	bflo_10768
TCONS_00027258.p1	bflo_04620
TCONS_00027259.p1	bflo_08778
TCONS_00027261.p1	bflo_04508
TCONS_00027263.p1	bflo_15390
TCONS_00027265.p1	bflo_10074
TCONS_00027266.p1	bflo_15024
TCONS_00027268.p1	bflo_26634
TCONS_00027270.p1	bflo_15024
TCONS_00027272.p1	bflo_06341
TCONS_00027277.p1	bflo_15358
TCONS_00027278.p1	bflo_10164
TCONS_00027279.p1	bflo_15387
TCONS_00027280.p1	bflo_10338
TCONS_00027282.p1	bflo_02788
TCONS_00027283.p1	bflo_08738
TCONS_00027284.p1	bflo_08740
TCONS_00027285.p1	bflo_10815
TCONS_00027286.p1	bflo_10733
TCONS_00027287.p1	bflo_10815
TCONS_00027288.p1	bflo_08738
TCONS_00027289.p1	bflo_08738
TCONS_00027290.p1	bflo_08740
TCONS_00027291.p1	bflo_09232
TCONS_00027292.p1	bflo_10759
TCONS_00027293.p1	bflo_10815
TCONS_00027297.p1	bflo_21408
TCONS_00027300.p1	bflo_25025
TCONS_00027302.p1	bflo_09988
TCONS_00027303.p1	bflo_09988
TCONS_00027306.p1	bflo_04807
TCONS_00027308.p1	bflo_10405
TCONS_00027309.p1	bflo_00179
TCONS_00027310.p1	bflo_00179
TCONS_00027311.p1	bflo_09544
TCONS_00027312.p1	bflo_06892
TCONS_00027313.p1	bflo_00179
TCONS_00027314.p1	bflo_00179
TCONS_00027315.p1	bflo_10197
TCONS_00027319.p1	bflo_21567
TCONS_00027321.p1	bflo_21567
TCONS_00027322.p1	bflo_21567
TCONS_00027327.p1	bflo_10444
TCONS_00027328.p1	bflo_10046
TCONS_00027331.p1	bflo_09023
TCONS_00027336.p1	bflo_09534
TCONS_00027339.p1	bflo_09227
TCONS_00027340.p1	bflo_10131
TCONS_00027342.p1	bflo_09786
TCONS_00027343.p1	bflo_06498
TCONS_00027344.p1	bflo_00219
TCONS_00027345.p1	bflo_19113
TCONS_00027346.p1	bflo_15464
TCONS_00027348.p1	bflo_02201
TCONS_00027351.p1	bflo_09373
TCONS_00027354.p1	bflo_09373
TCONS_00027359.p1	bflo_10214
TCONS_00027360.p1	bflo_10237
TCONS_00027362.p1	bflo_10407
TCONS_00027363.p1	bflo_09024
TCONS_00027364.p1	bflo_10318
TCONS_00027368.p1	bflo_09354
TCONS_00027369.p1	bflo_21652
TCONS_00027371.p1	bflo_09373
TCONS_00027372.p1	bflo_02215
TCONS_00027373.p1	bflo_09984
TCONS_00027376.p1	bflo_08890
TCONS_00027377.p1	bflo_10395
TCONS_00027378.p1	bflo_10627
TCONS_00027381.p1	bflo_00071
TCONS_00027384.p1	bflo_25463
TCONS_00027397.p1	bflo_25463
TCONS_00027399.p1	bflo_10377
TCONS_00027400.p1	bflo_07265
TCONS_00027401.p1	bflo_10142
TCONS_00027402.p1	bflo_10142
TCONS_00027403.p1	bflo_10265
TCONS_00027404.p1	bflo_10265
TCONS_00027405.p1	bflo_23573
TCONS_00027407.p1	bflo_06823
TCONS_00027408.p1	bflo_06313
TCONS_00027411.p1	bflo_09398
TCONS_00027426.p1	bflo_10627
TCONS_00027427.p1	bflo_10167
TCONS_00027429.p1	bflo_09497
TCONS_00027430.p1	bflo_10782
TCONS_00027431.p1	bflo_10681
TCONS_00027437.p1	bflo_23586
TCONS_00027439.p1	bflo_01216
TCONS_00027441.p1	bflo_23586
TCONS_00027442.p1	bflo_23586
TCONS_00027443.p1	bflo_10723
TCONS_00027448.p1	bflo_10219
TCONS_00027450.p1	bflo_10299
TCONS_00027451.p1	bflo_04119
TCONS_00027452.p1	bflo_11409
TCONS_00027453.p1	bflo_09756
TCONS_00027454.p1	bflo_02081
TCONS_00027455.p1	bflo_10122
TCONS_00027456.p1	bflo_10122
TCONS_00027457.p1	bflo_09249
TCONS_00027458.p1	bflo_06993
TCONS_00027459.p1	bflo_08635
TCONS_00027463.p1	bflo_07265
TCONS_00027464.p1	bflo_04369
TCONS_00027467.p1	bflo_23284
TCONS_00027470.p1	bflo_09030
TCONS_00027474.p1	bflo_05294
TCONS_00027475.p1	bflo_05286
TCONS_00027476.p1	bflo_10691
TCONS_00027477.p1	bflo_09295
TCONS_00027479.p1	bflo_08977
TCONS_00027482.p1	bflo_08762
TCONS_00027484.p1	bflo_10601
TCONS_00027485.p1	bflo_19893
TCONS_00027486.p1	bflo_19893
TCONS_00027488.p1	bflo_09358
TCONS_00027490.p1	bflo_10812
TCONS_00027495.p1	bflo_10021
TCONS_00027496.p1	bflo_09288
TCONS_00027497.p1	bflo_03983
TCONS_00027498.p1	bflo_13310
TCONS_00027499.p1	bflo_08900
TCONS_00027503.p1	bflo_24955
TCONS_00027505.p1	bflo_10647
TCONS_00027508.p1	bflo_10647
TCONS_00027510.p1	bflo_10639
TCONS_00027514.p1	bflo_09190
TCONS_00027515.p1	bflo_09188
TCONS_00027520.p1	bflo_15358
TCONS_00027521.p1	bflo_15358
TCONS_00027522.p1	bflo_21273
TCONS_00027523.p1	bflo_10601
TCONS_00027525.p1	bflo_21466
TCONS_00027526.p1	bflo_10601
TCONS_00027527.p1	bflo_10601
TCONS_00027528.p1	bflo_14349
TCONS_00027529.p1	bflo_10601
TCONS_00027530.p1	bflo_26135
TCONS_00027531.p1	bflo_09540
TCONS_00027536.p1	bflo_05359
TCONS_00027541.p1	bflo_10128
TCONS_00027542.p1	bflo_00834
TCONS_00027544.p1	bflo_12554
TCONS_00027545.p1	bflo_12554
TCONS_00027546.p1	bflo_12554
TCONS_00027550.p1	bflo_12554
TCONS_00027551.p1	bflo_12554
TCONS_00027552.p1	bflo_12554
TCONS_00027553.p1	bflo_12554
TCONS_00027557.p1	bflo_12554
TCONS_00027558.p1	bflo_00834
TCONS_00027559.p1	bflo_10043
TCONS_00027561.p1	bflo_09496
TCONS_00027562.p1	bflo_10314
TCONS_00027563.p1	bflo_10314
TCONS_00027564.p1	bflo_09338
TCONS_00027565.p1	bflo_09728
TCONS_00027566.p1	bflo_09550
TCONS_00027569.p1	bflo_10528
TCONS_00027570.p1	bflo_10528
TCONS_00027571.p1	bflo_10008
TCONS_00027573.p1	bflo_10008
TCONS_00027577.p1	bflo_06417
TCONS_00027579.p1	bflo_05321
TCONS_00027583.p1	bflo_05321
TCONS_00027584.p1	bflo_05321
TCONS_00027585.p1	bflo_05321
TCONS_00027586.p1	bflo_09173
TCONS_00027591.p1	bflo_10376
TCONS_00027595.p1	bflo_09163
TCONS_00027597.p1	bflo_14052
TCONS_00027599.p1	bflo_05564
TCONS_00027600.p1	bflo_26159
TCONS_00027603.p1	bflo_14598
TCONS_00027604.p1	bflo_09435
TCONS_00027606.p1	bflo_13900
TCONS_00027607.p1	bflo_13900
TCONS_00027608.p1	bflo_08967
TCONS_00027609.p1	bflo_05295
TCONS_00027612.p1	bflo_09361
TCONS_00027614.p1	bflo_15364
TCONS_00027615.p1	bflo_22691
TCONS_00027616.p1	bflo_09677
TCONS_00027619.p1	bflo_10159
TCONS_00027620.p1	bflo_24397
