TCONS_00000001.p1	BRALA28819
TCONS_00034775.p1	BRALA24660
TCONS_00034776.p1	BRALA29769
TCONS_00034778.p1	BRALA00292
TCONS_00034782.p1	BRALA31075
TCONS_00034783.p1	BRALA11822
TCONS_00034784.p1	BRALA23279
TCONS_00034788.p1	BRALA08058
TCONS_00034794.p1	BRALA06618
TCONS_00034795.p1	BRALA01853
TCONS_00034797.p1	BRALA29956
TCONS_00034798.p1	BRALA05109
TCONS_00034799.p1	BRALA14426
TCONS_00034802.p1	BRALA19632
TCONS_00034803.p1	BRALA19632
TCONS_00034805.p1	BRALA32670
TCONS_00034806.p1	BRALA31196
TCONS_00034807.p1	BRALA27904
TCONS_00034812.p1	BRALA35333
TCONS_00034813.p1	BRALA34728
TCONS_00034817.p1	BRALA09460
TCONS_00034819.p1	BRALA24066
TCONS_00034820.p1	BRALA02542
TCONS_00034821.p1	BRALA17575
TCONS_00034822.p1	BRALA05868
TCONS_00034824.p1	BRALA33205
TCONS_00034825.p1	BRALA26573
TCONS_00034826.p1	BRALA06698
TCONS_00034827.p1	BRALA24669
TCONS_00034828.p1	BRALA19717
TCONS_00034829.p1	BRALA05655
TCONS_00034831.p1	BRALA19717
TCONS_00034832.p1	BRALA24669
TCONS_00034833.p1	BRALA24669
TCONS_00034836.p1	BRALA22290
TCONS_00034837.p1	BRALA29065
TCONS_00034838.p1	BRALA02720
TCONS_00034840.p1	BRALA10164
TCONS_00034842.p1	BRALA24066
TCONS_00034843.p1	BRALA24066
TCONS_00034844.p1	BRALA29600
TCONS_00034845.p1	BRALA08976
TCONS_00034846.p1	BRALA31579
TCONS_00034849.p1	BRALA24669
TCONS_00034853.p1	BRALA06580
TCONS_00034854.p1	BRALA29631
TCONS_00034858.p1	BRALA19307
TCONS_00034866.p1	BRALA04865
TCONS_00034868.p1	BRALA01767
TCONS_00034870.p1	BRALA04131
TCONS_00034872.p1	BRALA23693
TCONS_00034873.p1	BRALA01296
TCONS_00034874.p1	BRALA01296
TCONS_00034875.p1	BRALA06865
TCONS_00034877.p1	BRALA13674
TCONS_00034878.p1	BRALA11820
TCONS_00034879.p1	BRALA06865
TCONS_00034880.p1	BRALA13674
TCONS_00034884.p1	BRALA04706
TCONS_00034887.p1	BRALA06103
TCONS_00034892.p1	BRALA19672
TCONS_00034893.p1	BRALA10165
TCONS_00034894.p1	BRALA09041
TCONS_00034899.p1	BRALA30457
TCONS_00034901.p1	BRALA19717
TCONS_00034906.p1	BRALA19717
TCONS_00034907.p1	BRALA19717
TCONS_00034908.p1	BRALA08805
TCONS_00034909.p1	BRALA19717
TCONS_00034913.p1	BRALA27526
TCONS_00034915.p1	BRALA24683
TCONS_00034917.p1	BRALA09170
TCONS_00034918.p1	BRALA10165
TCONS_00034921.p1	BRALA21251
TCONS_00034922.p1	BRALA31949
TCONS_00034924.p1	BRALA21634
TCONS_00034925.p1	BRALA09041
TCONS_00034927.p1	BRALA07996
TCONS_00034928.p1	BRALA14523
TCONS_00034929.p1	BRALA06517
TCONS_00034931.p1	BRALA08624
TCONS_00034932.p1	BRALA33239
TCONS_00034935.p1	BRALA30457
TCONS_00034936.p1	BRALA26835
TCONS_00034937.p1	BRALA19717
TCONS_00034938.p1	BRALA16458
TCONS_00034939.p1	BRALA27526
TCONS_00034940.p1	BRALA27526
TCONS_00034941.p1	BRALA24683
TCONS_00034942.p1	BRALA24683
TCONS_00034947.p1	BRALA02745
TCONS_00034948.p1	BRALA30021
TCONS_00034949.p1	BRALA25098
TCONS_00034953.p1	BRALA23080
TCONS_00034955.p1	BRALA26240
TCONS_00034956.p1	BRALA07420
TCONS_00034957.p1	BRALA09742
TCONS_00034967.p1	BRALA34481
TCONS_00034971.p1	BRALA21195
TCONS_00034973.p1	BRALA11822
TCONS_00034974.p1	BRALA17605
TCONS_00034975.p1	BRALA13792
TCONS_00034976.p1	BRALA31719
TCONS_00034978.p1	BRALA21594
TCONS_00034979.p1	BRALA25002
TCONS_00034983.p1	BRALA23665
TCONS_00034985.p1	BRALA10165
TCONS_00034986.p1	BRALA12043
TCONS_00034989.p1	BRALA04605
TCONS_00035026.p1	BRALA02341
TCONS_00035035.p1	BRALA01706
TCONS_00035036.p1	BRALA13877
TCONS_00035039.p1	BRALA14712
TCONS_00035041.p1	BRALA18256
TCONS_00035045.p1	BRALA27095
TCONS_00035046.p1	BRALA32316
TCONS_00035047.p1	BRALA03916
TCONS_00035048.p1	BRALA28260
TCONS_00035049.p1	BRALA16195
TCONS_00035050.p1	BRALA03916
TCONS_00035058.p1	BRALA19865
TCONS_00035059.p1	BRALA24669
TCONS_00035061.p1	BRALA19245
TCONS_00035066.p1	BRALA15183
TCONS_00035074.p1	BRALA22544
TCONS_00035076.p1	BRALA02611
TCONS_00035082.p1	BRALA13877
TCONS_00035085.p1	BRALA13878
TCONS_00035087.p1	BRALA33178
TCONS_00035089.p1	BRALA32983
TCONS_00035090.p1	BRALA23884
TCONS_00035091.p1	BRALA31228
TCONS_00035092.p1	BRALA34319
TCONS_00035093.p1	BRALA34816
TCONS_00035094.p1	BRALA29989
TCONS_00035096.p1	BRALA34517
TCONS_00035098.p1	BRALA20477
TCONS_00035099.p1	BRALA11336
TCONS_00035100.p1	BRALA11336
TCONS_00035103.p1	BRALA04706
TCONS_00035106.p4	BRALA06054
TCONS_00035111.p1	BRALA15381
TCONS_00035112.p1	BRALA21533
TCONS_00035113.p1	BRALA14619
TCONS_00035115.p1	BRALA30193
TCONS_00035117.p1	BRALA06188
TCONS_00035120.p1	BRALA28745
TCONS_00035121.p1	BRALA33264
TCONS_00035122.p1	BRALA30768
TCONS_00035123.p1	BRALA01556
TCONS_00035124.p1	BRALA29249
TCONS_00035125.p1	BRALA19865
TCONS_00035130.p1	BRALA28354
TCONS_00035132.p1	BRALA29800
TCONS_00035135.p1	BRALA34722
TCONS_00035138.p1	BRALA14825
TCONS_00035139.p1	BRALA31228
TCONS_00035140.p1	BRALA13162
TCONS_00035141.p1	BRALA31843
TCONS_00035147.p1	BRALA33048
TCONS_00035151.p1	BRALA28769
TCONS_00035154.p1	BRALA23449
TCONS_00035156.p1	BRALA27500
TCONS_00035159.p1	BRALA33420
TCONS_00035161.p1	BRALA32046
TCONS_00035162.p1	BRALA23884
TCONS_00035168.p1	BRALA13395
TCONS_00035169.p1	BRALA30572
TCONS_00035174.p1	BRALA25907
TCONS_00035175.p1	BRALA25283
TCONS_00035177.p1	BRALA23459
TCONS_00035178.p1	BRALA35576
TCONS_00035179.p1	BRALA16356
TCONS_00035182.p1	BRALA21593
TCONS_00035183.p1	BRALA04601
TCONS_00035184.p1	BRALA22538
TCONS_00035186.p1	BRALA27095
TCONS_00035188.p1	BRALA05160
TCONS_00035189.p1	BRALA20481
TCONS_00035197.p1	BRALA29890
TCONS_00035198.p1	BRALA31944
TCONS_00035202.p1	BRALA30827
TCONS_00035204.p1	BRALA24669
TCONS_00035205.p1	BRALA24669
TCONS_00035206.p1	BRALA17123
TCONS_00035207.p1	BRALA05266
TCONS_00035208.p1	BRALA03916
TCONS_00035210.p1	BRALA17794
TCONS_00035215.p1	BRALA29631
TCONS_00035217.p1	BRALA24669
TCONS_00035218.p1	BRALA25771
TCONS_00035219.p1	BRALA24669
TCONS_00035221.p1	BRALA03916
TCONS_00035223.p1	BRALA03916
TCONS_00035225.p1	BRALA03916
TCONS_00035227.p1	BRALA17794
TCONS_00035230.p1	BRALA03916
TCONS_00035233.p1	BRALA03916
TCONS_00035235.p1	BRALA14106
TCONS_00035236.p1	BRALA25788
TCONS_00035237.p1	BRALA31935
TCONS_00035242.p1	BRALA25700
TCONS_00035243.p1	BRALA27955
TCONS_00035244.p1	BRALA20177
TCONS_00035246.p1	BRALA03916
TCONS_00035247.p1	BRALA25700
TCONS_00035248.p1	BRALA25700
TCONS_00035250.p1	BRALA25127
TCONS_00035251.p1	BRALA25128
TCONS_00035252.p1	BRALA20477
TCONS_00035253.p1	BRALA12731
TCONS_00035254.p1	BRALA23218
TCONS_00035256.p1	BRALA34123
TCONS_00035257.p1	BRALA08171
TCONS_00035259.p1	BRALA21190
TCONS_00035260.p1	BRALA21190
TCONS_00035264.p1	BRALA13261
TCONS_00035265.p1	BRALA25771
TCONS_00035267.p1	BRALA12914
TCONS_00035268.p1	BRALA06571
TCONS_00035269.p1	BRALA03662
TCONS_00035270.p1	BRALA08712
TCONS_00035271.p1	BRALA12899
TCONS_00035272.p2	BRALA09626
TCONS_00035273.p1	BRALA32320
TCONS_00035274.p1	BRALA07886
TCONS_00035275.p1	BRALA27587
TCONS_00035276.p1	BRALA06026
TCONS_00035284.p1	BRALA28212
TCONS_00035285.p1	BRALA29835
TCONS_00035288.p1	BRALA00592
TCONS_00035290.p1	BRALA25695
TCONS_00035291.p1	BRALA29989
TCONS_00035292.p1	BRALA12044
TCONS_00035295.p1	BRALA24323
TCONS_00035297.p1	BRALA15381
TCONS_00035301.p1	BRALA04706
TCONS_00035302.p1	BRALA02611
TCONS_00035304.p1	BRALA04706
TCONS_00035305.p1	BRALA20478
TCONS_00035307.p1	BRALA20477
TCONS_00035310.p1	BRALA34517
TCONS_00035311.p1	BRALA29989
TCONS_00035313.p1	BRALA05495
TCONS_00035314.p1	BRALA13877
TCONS_00035316.p1	BRALA23231
TCONS_00035321.p1	BRALA34816
TCONS_00035324.p1	BRALA21132
TCONS_00035325.p1	BRALA27798
TCONS_00035332.p1	BRALA13878
TCONS_00035333.p1	BRALA13877
TCONS_00035335.p1	BRALA13877
TCONS_00035338.p1	BRALA12731
TCONS_00035339.p1	BRALA04706
TCONS_00035341.p1	BRALA09071
TCONS_00035342.p1	BRALA19741
TCONS_00035359.p1	BRALA12730
TCONS_00035360.p1	BRALA24050
TCONS_00035361.p1	BRALA04146
TCONS_00035362.p1	BRALA34816
TCONS_00035365.p1	BRALA31211
TCONS_00035371.p1	BRALA35228
TCONS_00035373.p1	BRALA02121
TCONS_00035376.p1	BRALA14508
TCONS_00035378.p1	BRALA26196
TCONS_00035381.p1	BRALA22376
TCONS_00035384.p1	BRALA16416
TCONS_00035390.p1	BRALA17512
TCONS_00035397.p1	BRALA32671
TCONS_00035401.p1	BRALA06694
TCONS_00035405.p1	BRALA30009
TCONS_00035407.p1	BRALA28819
TCONS_00035408.p1	BRALA20413
TCONS_00035411.p1	BRALA05007
TCONS_00035413.p1	BRALA33536
TCONS_00035414.p1	BRALA25142
TCONS_00035416.p1	BRALA14837
TCONS_00035418.p1	BRALA25397
TCONS_00035420.p1	BRALA08222
TCONS_00035422.p1	BRALA33420
TCONS_00035427.p1	BRALA24840
TCONS_00035428.p1	BRALA35074
TCONS_00035434.p1	BRALA15688
TCONS_00035442.p1	BRALA14401
TCONS_00035443.p1	BRALA20367
TCONS_00035446.p1	BRALA33138
TCONS_00035447.p1	BRALA30479
TCONS_00035448.p1	BRALA03546
TCONS_00035449.p1	BRALA34667
TCONS_00035452.p1	BRALA25825
TCONS_00035455.p1	BRALA27220
TCONS_00035457.p1	BRALA13836
TCONS_00035463.p1	BRALA29887
TCONS_00035464.p1	BRALA10512
TCONS_00035466.p1	BRALA20413
TCONS_00035471.p1	BRALA23335
TCONS_00035472.p1	BRALA21533
TCONS_00035484.p1	BRALA26024
TCONS_00035485.p1	BRALA06510
TCONS_00035487.p1	BRALA03866
TCONS_00035488.p1	BRALA03866
TCONS_00035489.p1	BRALA03864
TCONS_00035490.p1	BRALA03866
TCONS_00035491.p1	BRALA03864
TCONS_00035492.p1	BRALA03858
TCONS_00035493.p1	BRALA03858
TCONS_00035494.p1	BRALA03858
TCONS_00035495.p1	BRALA03858
TCONS_00035496.p1	BRALA03595
TCONS_00035497.p1	BRALA03593
TCONS_00035498.p1	BRALA21189
TCONS_00035500.p1	BRALA17365
TCONS_00035505.p1	BRALA01764
TCONS_00035507.p1	BRALA20278
TCONS_00035511.p1	BRALA04909
TCONS_00035514.p1	BRALA20282
TCONS_00035515.p1	BRALA25017
TCONS_00035516.p1	BRALA13836
TCONS_00035518.p1	BRALA24333
TCONS_00035520.p1	BRALA32628
TCONS_00035522.p1	BRALA32628
TCONS_00035523.p1	BRALA11577
TCONS_00035525.p1	BRALA11220
TCONS_00035526.p1	BRALA11220
TCONS_00035530.p1	BRALA02935
TCONS_00035531.p1	BRALA24125
TCONS_00035537.p1	BRALA25152
TCONS_00035539.p1	BRALA30701
TCONS_00035541.p1	BRALA11220
TCONS_00035542.p1	BRALA18888
TCONS_00035543.p1	BRALA11220
TCONS_00035544.p1	BRALA18888
TCONS_00035546.p1	BRALA11220
TCONS_00035547.p1	BRALA33972
TCONS_00035549.p1	BRALA18888
TCONS_00035551.p1	BRALA16947
TCONS_00035552.p1	BRALA17064
TCONS_00035563.p1	BRALA34018
TCONS_00035564.p1	BRALA17351
TCONS_00035565.p1	BRALA04750
TCONS_00035566.p1	BRALA13745
TCONS_00035567.p1	BRALA01496
TCONS_00035568.p1	BRALA07996
TCONS_00035569.p1	BRALA29902
TCONS_00035570.p1	BRALA15910
TCONS_00035571.p1	BRALA23099
TCONS_00035572.p1	BRALA31255
TCONS_00035579.p1	BRALA06117
TCONS_00035581.p1	BRALA08941
TCONS_00035583.p1	BRALA01328
TCONS_00035584.p1	BRALA01328
TCONS_00035587.p1	BRALA15120
TCONS_00035588.p1	BRALA30867
TCONS_00035589.p1	BRALA29518
TCONS_00035594.p1	BRALA13261
TCONS_00035595.p1	BRALA28819
TCONS_00035598.p1	BRALA31196
TCONS_00035599.p1	BRALA08054
TCONS_00035600.p1	BRALA14401
TCONS_00035601.p1	BRALA12730
TCONS_00035602.p1	BRALA02935
TCONS_00035610.p1	BRALA32092
TCONS_00035613.p1	BRALA11096
TCONS_00035615.p1	BRALA11934
TCONS_00035616.p1	BRALA00594
TCONS_00035617.p1	BRALA08811
TCONS_00035619.p1	BRALA25777
TCONS_00035620.p1	BRALA24124
TCONS_00035622.p1	BRALA34404
TCONS_00035623.p1	BRALA24066
TCONS_00035625.p1	BRALA24124
TCONS_00035627.p1	BRALA12821
TCONS_00035628.p1	BRALA24124
TCONS_00035630.p1	BRALA24124
TCONS_00035631.p1	BRALA28195
TCONS_00035632.p1	BRALA23410
TCONS_00035633.p1	BRALA05007
TCONS_00035634.p1	BRALA30700
TCONS_00035641.p1	BRALA01328
TCONS_00035642.p1	BRALA01328
TCONS_00035643.p1	BRALA08941
TCONS_00035644.p1	BRALA27316
TCONS_00035646.p1	BRALA16086
TCONS_00035648.p1	BRALA24066
TCONS_00035649.p1	BRALA24066
TCONS_00035655.p1	BRALA25598
TCONS_00035659.p1	BRALA23099
TCONS_00035660.p1	BRALA23099
TCONS_00035661.p1	BRALA15910
TCONS_00035662.p1	BRALA29902
TCONS_00035663.p1	BRALA32735
TCONS_00035664.p1	BRALA00546
TCONS_00035668.p1	BRALA29902
TCONS_00035671.p1	BRALA10164
TCONS_00035673.p1	BRALA23065
TCONS_00035675.p1	BRALA01496
TCONS_00035677.p1	BRALA18471
TCONS_00035678.p1	BRALA13745
TCONS_00035681.p1	BRALA12731
TCONS_00035682.p1	BRALA09586
TCONS_00035684.p1	BRALA03825
TCONS_00035686.p1	BRALA09132
TCONS_00035687.p1	BRALA05548
TCONS_00035689.p1	BRALA16947
TCONS_00035692.p1	BRALA24071
TCONS_00035694.p1	BRALA11220
TCONS_00035696.p1	BRALA29553
TCONS_00035697.p1	BRALA18888
TCONS_00035698.p1	BRALA18888
TCONS_00035704.p1	BRALA18888
TCONS_00035705.p1	BRALA11220
TCONS_00035706.p1	BRALA18888
TCONS_00035707.p1	BRALA18888
TCONS_00035708.p1	BRALA20481
TCONS_00035710.p1	BRALA18888
TCONS_00035711.p1	BRALA11220
TCONS_00035712.p1	BRALA05250
TCONS_00035713.p1	BRALA11220
TCONS_00035714.p1	BRALA11934
TCONS_00035716.p1	BRALA00594
TCONS_00035720.p1	BRALA08811
TCONS_00035722.p1	BRALA25777
TCONS_00035723.p1	BRALA21601
TCONS_00035724.p1	BRALA08497
TCONS_00035725.p1	BRALA24124
TCONS_00035726.p1	BRALA29809
TCONS_00035727.p1	BRALA16688
TCONS_00035728.p1	BRALA05642
TCONS_00035729.p1	BRALA08497
TCONS_00035730.p1	BRALA03146
TCONS_00035731.p1	BRALA10641
TCONS_00035732.p1	BRALA05642
TCONS_00035735.p1	BRALA18471
TCONS_00035740.p1	BRALA05642
TCONS_00035742.p1	BRALA28115
TCONS_00035743.p1	BRALA17391
TCONS_00035746.p1	BRALA23404
TCONS_00035750.p1	BRALA23836
TCONS_00035753.p1	BRALA28521
TCONS_00035754.p1	BRALA13033
TCONS_00035755.p1	BRALA18471
TCONS_00035756.p1	BRALA05642
TCONS_00035757.p1	BRALA05642
TCONS_00035762.p1	BRALA08495
TCONS_00035764.p1	BRALA24985
TCONS_00035767.p1	BRALA11822
TCONS_00035770.p1	BRALA08111
TCONS_00035771.p1	BRALA08112
TCONS_00035775.p1	BRALA22147
TCONS_00035777.p1	BRALA05299
TCONS_00035779.p1	BRALA26333
TCONS_00035781.p1	BRALA05642
TCONS_00035782.p1	BRALA08495
TCONS_00035783.p1	BRALA13745
TCONS_00035784.p1	BRALA05642
TCONS_00035788.p1	BRALA08495
TCONS_00035789.p1	BRALA23462
TCONS_00035790.p1	BRALA11822
TCONS_00035791.p1	BRALA02121
TCONS_00035796.p1	BRALA05642
TCONS_00035797.p1	BRALA24067
TCONS_00035798.p1	BRALA00337
TCONS_00035799.p1	BRALA23420
TCONS_00035800.p1	BRALA00433
TCONS_00035801.p1	BRALA00841
TCONS_00035802.p1	BRALA23420
TCONS_00035804.p1	BRALA00433
TCONS_00035806.p1	BRALA09558
TCONS_00035810.p1	BRALA05159
TCONS_00035811.p1	BRALA26333
TCONS_00035820.p1	BRALA16688
TCONS_00035821.p1	BRALA08508
TCONS_00035823.p1	BRALA29553
TCONS_00035824.p1	BRALA20806
TCONS_00035827.p1	BRALA00841
TCONS_00035828.p1	BRALA29019
TCONS_00035831.p1	BRALA04980
TCONS_00035832.p1	BRALA02618
TCONS_00035835.p1	BRALA06571
TCONS_00035837.p1	BRALA32852
TCONS_00035839.p1	BRALA26680
TCONS_00035843.p1	BRALA00617
TCONS_00035844.p1	BRALA30009
TCONS_00035850.p1	BRALA23335
TCONS_00035853.p1	BRALA06571
TCONS_00035860.p1	BRALA20806
TCONS_00035862.p1	BRALA23799
TCONS_00035865.p1	BRALA00106
TCONS_00035866.p1	BRALA00106
TCONS_00035870.p1	BRALA24066
TCONS_00035871.p1	BRALA07214
TCONS_00035872.p1	BRALA10176
TCONS_00035873.p1	BRALA31211
TCONS_00035876.p1	BRALA05007
TCONS_00035877.p1	BRALA05007
TCONS_00035878.p1	BRALA15587
TCONS_00035881.p1	BRALA08706
TCONS_00035884.p1	BRALA10176
TCONS_00035885.p1	BRALA10176
TCONS_00035886.p1	BRALA29553
TCONS_00035894.p1	BRALA33239
TCONS_00035896.p1	BRALA29912
TCONS_00035900.p1	BRALA07342
TCONS_00035901.p1	BRALA20163
TCONS_00035903.p1	BRALA05159
TCONS_00035905.p1	BRALA29825
TCONS_00035906.p1	BRALA29553
TCONS_00035908.p1	BRALA10176
TCONS_00035909.p1	BRALA13176
TCONS_00035910.p1	BRALA34163
TCONS_00035911.p1	BRALA34163
TCONS_00035912.p1	BRALA19490
TCONS_00035914.p1	BRALA21375
TCONS_00035915.p1	BRALA31949
TCONS_00035916.p1	BRALA04961
TCONS_00035918.p1	BRALA15408
TCONS_00035920.p1	BRALA26285
TCONS_00035924.p1	BRALA02208
TCONS_00035927.p1	BRALA07086
TCONS_00035929.p1	BRALA06931
TCONS_00035930.p1	BRALA02590
TCONS_00035932.p1	BRALA08752
TCONS_00035933.p1	BRALA15943
TCONS_00035934.p1	BRALA12799
TCONS_00035937.p1	BRALA08890
TCONS_00035938.p1	BRALA24988
TCONS_00035940.p1	BRALA23048
TCONS_00035944.p1	BRALA27910
TCONS_00035945.p1	BRALA08874
TCONS_00035946.p1	BRALA35743
TCONS_00035949.p1	BRALA27910
TCONS_00035950.p1	BRALA08874
TCONS_00035951.p1	BRALA23362
TCONS_00035957.p1	BRALA01199
TCONS_00035958.p1	BRALA01199
TCONS_00035960.p1	BRALA14477
TCONS_00035961.p1	BRALA07015
TCONS_00035962.p1	BRALA07500
TCONS_00035964.p1	BRALA25802
TCONS_00035965.p1	BRALA31530
TCONS_00035966.p1	BRALA09859
TCONS_00035967.p1	BRALA18785
TCONS_00035970.p1	BRALA13573
TCONS_00035974.p1	BRALA20483
TCONS_00035976.p1	BRALA00945
TCONS_00035981.p1	BRALA20937
TCONS_00035985.p1	BRALA03722
TCONS_00035986.p1	BRALA31075
TCONS_00035987.p1	BRALA02399
TCONS_00035993.p1	BRALA23025
TCONS_00035998.p1	BRALA35743
TCONS_00036002.p1	BRALA31854
TCONS_00036004.p1	BRALA17801
TCONS_00036006.p1	BRALA21171
TCONS_00036009.p1	BRALA27989
TCONS_00036011.p1	BRALA07111
TCONS_00036014.p1	BRALA14111
TCONS_00036015.p1	BRALA09377
TCONS_00036020.p1	BRALA01166
TCONS_00036021.p1	BRALA06865
TCONS_00036023.p1	BRALA15408
TCONS_00036027.p1	BRALA23402
TCONS_00036033.p1	BRALA08934
TCONS_00036034.p1	BRALA03144
TCONS_00036035.p1	BRALA08508
TCONS_00036036.p1	BRALA02098
TCONS_00036037.p1	BRALA02157
TCONS_00036039.p1	BRALA25681
TCONS_00036042.p1	BRALA28745
TCONS_00036046.p1	BRALA29631
TCONS_00036047.p1	BRALA07500
TCONS_00036049.p1	BRALA08250
TCONS_00036050.p1	BRALA01719
TCONS_00036051.p1	BRALA25713
TCONS_00036053.p1	BRALA03916
TCONS_00036054.p1	BRALA31756
TCONS_00036055.p1	BRALA19039
TCONS_00036061.p1	BRALA04332
TCONS_00036063.p1	BRALA02522
TCONS_00036064.p1	BRALA09944
TCONS_00036065.p1	BRALA02489
TCONS_00036067.p1	BRALA16551
TCONS_00036069.p1	BRALA16551
TCONS_00036071.p1	BRALA16551
TCONS_00036072.p1	BRALA16551
TCONS_00036085.p1	BRALA16672
TCONS_00036086.p1	BRALA14138
TCONS_00036087.p1	BRALA02509
TCONS_00036089.p1	BRALA23765
TCONS_00036090.p1	BRALA19271
TCONS_00036091.p1	BRALA07111
TCONS_00036094.p1	BRALA22552
TCONS_00036096.p1	BRALA30699
TCONS_00036098.p1	BRALA24179
TCONS_00036100.p1	BRALA34165
TCONS_00036102.p1	BRALA29020
TCONS_00036104.p1	BRALA19271
TCONS_00036105.p1	BRALA21404
TCONS_00036106.p1	BRALA19271
TCONS_00036109.p1	BRALA01166
TCONS_00036110.p1	BRALA17575
TCONS_00036114.p1	BRALA31765
TCONS_00036119.p1	BRALA07111
TCONS_00036120.p1	BRALA21404
TCONS_00036121.p1	BRALA19271
TCONS_00036122.p1	BRALA21171
TCONS_00036123.p1	BRALA01166
TCONS_00036124.p1	BRALA17575
TCONS_00036126.p1	BRALA10435
TCONS_00036130.p1	BRALA26928
TCONS_00036131.p1	BRALA12801
TCONS_00036132.p1	BRALA18814
TCONS_00036133.p1	BRALA01954
TCONS_00036137.p1	BRALA05257
TCONS_00036139.p1	BRALA07345
TCONS_00036140.p1	BRALA27220
TCONS_00036141.p1	BRALA07345
TCONS_00036142.p1	BRALA07345
TCONS_00036144.p1	BRALA09377
TCONS_00036148.p1	BRALA09377
TCONS_00036149.p1	BRALA14638
TCONS_00036150.p1	BRALA19568
TCONS_00036151.p1	BRALA15338
TCONS_00036152.p1	BRALA18471
TCONS_00036154.p1	BRALA25772
TCONS_00036155.p1	BRALA18471
TCONS_00036157.p1	BRALA34578
TCONS_00036158.p1	BRALA34578
TCONS_00036160.p1	BRALA12574
TCONS_00036161.p1	BRALA09164
TCONS_00036162.p1	BRALA34578
TCONS_00036163.p1	BRALA34578
TCONS_00036164.p1	BRALA22796
TCONS_00036165.p1	BRALA15109
TCONS_00036166.p1	BRALA10647
TCONS_00036167.p1	BRALA08891
TCONS_00036171.p1	BRALA20186
TCONS_00036172.p1	BRALA07193
TCONS_00036173.p1	BRALA02049
TCONS_00036175.p1	BRALA02507
TCONS_00036179.p1	BRALA08803
TCONS_00036181.p1	BRALA01003
TCONS_00036182.p1	BRALA02311
TCONS_00036187.p1	BRALA02311
TCONS_00036192.p1	BRALA29553
TCONS_00036193.p1	BRALA18292
TCONS_00036194.p1	BRALA30501
TCONS_00036196.p1	BRALA11761
TCONS_00036197.p1	BRALA07865
TCONS_00036198.p1	BRALA11761
TCONS_00036200.p1	BRALA30217
TCONS_00036201.p1	BRALA21292
TCONS_00036202.p1	BRALA30501
TCONS_00036204.p1	BRALA30501
TCONS_00036205.p1	BRALA30501
TCONS_00036206.p1	BRALA08858
TCONS_00036207.p1	BRALA16079
TCONS_00036208.p1	BRALA15301
TCONS_00036209.p1	BRALA25318
TCONS_00036211.p1	BRALA07161
TCONS_00036212.p1	BRALA09591
TCONS_00036214.p1	BRALA07161
TCONS_00036215.p1	BRALA21407
TCONS_00036217.p1	BRALA02403
TCONS_00036221.p1	BRALA02255
TCONS_00036222.p1	BRALA06825
TCONS_00036224.p1	BRALA19942
TCONS_00036225.p1	BRALA19942
TCONS_00036227.p1	BRALA19942
TCONS_00036228.p1	BRALA08741
TCONS_00036229.p1	BRALA02336
TCONS_00036230.p1	BRALA02339
TCONS_00036231.p1	BRALA11254
TCONS_00036232.p1	BRALA02341
TCONS_00036233.p1	BRALA28295
TCONS_00036235.p1	BRALA28295
TCONS_00036236.p1	BRALA28295
TCONS_00036237.p1	BRALA09120
TCONS_00036243.p1	BRALA16265
TCONS_00036245.p1	BRALA29000
TCONS_00036247.p1	BRALA19148
TCONS_00036248.p1	BRALA08898
TCONS_00036249.p1	BRALA03144
TCONS_00036250.p1	BRALA03144
TCONS_00036251.p1	BRALA03158
TCONS_00036252.p1	BRALA20739
TCONS_00036253.p1	BRALA02295
TCONS_00036256.p1	BRALA16096
TCONS_00036257.p1	BRALA23903
TCONS_00036258.p1	BRALA31945
TCONS_00036260.p1	BRALA07086
TCONS_00036262.p1	BRALA32348
TCONS_00036263.p1	BRALA08751
TCONS_00036264.p1	BRALA08920
TCONS_00036269.p1	BRALA08751
TCONS_00036270.p1	BRALA08920
TCONS_00036272.p1	BRALA09537
TCONS_00036274.p1	BRALA02749
TCONS_00036276.p1	BRALA19187
TCONS_00036278.p1	BRALA30707
TCONS_00036279.p1	BRALA08920
TCONS_00036280.p1	BRALA24066
TCONS_00036281.p1	BRALA33428
TCONS_00036282.p1	BRALA33428
TCONS_00036283.p1	BRALA30553
TCONS_00036284.p1	BRALA23836
TCONS_00036286.p1	BRALA11368
TCONS_00036289.p1	BRALA23160
TCONS_00036291.p1	BRALA08920
TCONS_00036293.p1	BRALA14957
TCONS_00036294.p1	BRALA20413
TCONS_00036295.p1	BRALA28705
TCONS_00036296.p1	BRALA14957
TCONS_00036298.p1	BRALA04980
TCONS_00036301.p1	BRALA19187
TCONS_00036303.p1	BRALA08920
TCONS_00036305.p1	BRALA30488
TCONS_00036309.p1	BRALA02217
TCONS_00036310.p1	BRALA26285
TCONS_00036312.p1	BRALA05011
TCONS_00036316.p1	BRALA34351
TCONS_00036317.p1	BRALA02217
TCONS_00036320.p1	BRALA20367
TCONS_00036321.p1	BRALA29669
TCONS_00036323.p1	BRALA19187
TCONS_00036324.p1	BRALA08920
TCONS_00036325.p1	BRALA08807
TCONS_00036327.p1	BRALA06509
TCONS_00036331.p1	BRALA14838
TCONS_00036332.p1	BRALA29000
TCONS_00036333.p1	BRALA33178
TCONS_00036335.p1	BRALA28697
TCONS_00036336.p1	BRALA32699
TCONS_00036338.p1	BRALA08920
TCONS_00036339.p1	BRALA16072
TCONS_00036340.p1	BRALA13395
