TCONS_00000006.p1	OFUSG02828.1.p1
TCONS_00028990.p1	OFUSG02702.2.p1
TCONS_00028991.p1	OFUSG19976.1.p1
TCONS_00028992.p1	OFUSG15331.1.p1
TCONS_00028993.p1	OFUSG08813.1.p1
TCONS_00028994.p1	OFUSG08473.1.p1
TCONS_00028995.p1	OFUSG05883.1.p1
TCONS_00028996.p1	OFUSG10063.1.p1
TCONS_00028998.p1	OFUSG19129.1.p1
TCONS_00029000.p1	OFUSG08849.1.p1
TCONS_00029005.p1	OFUSG08998.1.p1
TCONS_00029006.p1	OFUSG18084.1.p1
TCONS_00029009.p1	OFUSG19668.1.p1
TCONS_00029011.p1	OFUSG18235.1.p1
TCONS_00029014.p1	OFUSG18235.1.p1
TCONS_00029015.p1	OFUSG09347.1.p1
TCONS_00029016.p1	OFUSG05193.1.p1
TCONS_00029018.p1	OFUSG09820.1.p1
TCONS_00029019.p1	OFUSG08464.1.p1
TCONS_00029022.p1	OFUSG08464.1.p1
TCONS_00029023.p1	OFUSG08464.1.p1
TCONS_00029024.p1	OFUSG08464.1.p1
TCONS_00029026.p1	OFUSG08507.1.p1
TCONS_00029030.p1	OFUSG08499.1.p1
TCONS_00029032.p1	OFUSG08499.3.p1
TCONS_00029033.p1	OFUSG09531.1.p1
TCONS_00029034.p1	OFUSG20001.1.p1
TCONS_00029035.p1	OFUSG08608.1.p1
TCONS_00029039.p1	OFUSG09566.1.p1
TCONS_00029040.p1	OFUSG08790.1.p1
TCONS_00029041.p1	OFUSG08790.1.p1
TCONS_00029043.p1	OFUSG19566.2.p1
TCONS_00029044.p1	OFUSG19656.1.p1
TCONS_00029045.p1	OFUSG16454.1.p1
TCONS_00029049.p1	OFUSG24330.1.p1
TCONS_00029051.p1	OFUSG06059.1.p1
TCONS_00029052.p1	OFUSG26688.1.p1
TCONS_00029053.p1	OFUSG26688.1.p1
TCONS_00029054.p1	OFUSG26688.1.p1
TCONS_00029057.p1	OFUSG08605.1.p1
TCONS_00029058.p1	OFUSG09153.1.p1
TCONS_00029059.p1	OFUSG04620.1.p1
TCONS_00029060.p1	OFUSG13957.4.p1
TCONS_00029061.p1	OFUSG20127.1.p1
TCONS_00029062.p1	OFUSG20049.1.p1
TCONS_00029063.p1	OFUSG08797.2.p1
TCONS_00029066.p1	OFUSG25022.1.p1
TCONS_00029067.p1	OFUSG26790.1.p1
TCONS_00029068.p1	OFUSG09138.2.p1
TCONS_00029069.p1	OFUSG09136.1.p1
TCONS_00029071.p1	OFUSG14270.1.p1
TCONS_00029074.p1	OFUSG09150.1.p1
TCONS_00029075.p1	OFUSG04537.1.p1
TCONS_00029076.p1	OFUSG19727.1.p1
TCONS_00029079.p1	OFUSG09434.1.p1
TCONS_00029082.p1	OFUSG09551.1.p1
TCONS_00029083.p1	OFUSG20078.2.p1
TCONS_00029084.p1	OFUSG20078.2.p1
TCONS_00029085.p1	OFUSG18900.1.p1
TCONS_00029086.p1	OFUSG20078.1.p1
TCONS_00029089.p1	OFUSG20078.1.p1
TCONS_00029091.p1	OFUSG09802.1.p1
TCONS_00029093.p1	OFUSG16454.1.p1
TCONS_00029095.p1	OFUSG16454.1.p1
TCONS_00029096.p1	OFUSG16454.1.p1
TCONS_00029097.p1	OFUSG07845.3.p1
TCONS_00029100.p1	OFUSG07845.3.p1
TCONS_00029101.p1	OFUSG26534.1.p1
TCONS_00029102.p1	OFUSG17222.1.p1
TCONS_00029103.p1	OFUSG07845.3.p1
TCONS_00029104.p1	OFUSG14496.1.p1
TCONS_00029105.p1	OFUSG18050.1.p1
TCONS_00029106.p1	OFUSG11221.1.p1
TCONS_00029107.p1	OFUSG00768.1.p1
TCONS_00029108.p1	OFUSG09757.2.p1
TCONS_00029109.p1	OFUSG09120.2.p1
TCONS_00029110.p1	OFUSG08721.2.p1
TCONS_00029111.p1	OFUSG08828.1.p1
TCONS_00029113.p1	OFUSG08829.2.p1
TCONS_00029115.p1	OFUSG09617.1.p1
TCONS_00029116.p1	OFUSG09013.1.p1
TCONS_00029119.p1	OFUSG09780.1.p1
TCONS_00029120.p1	OFUSG15797.1.p1
TCONS_00029121.p1	OFUSG19036.1.p1
TCONS_00029122.p1	OFUSG12817.1.p1
TCONS_00029123.p1	OFUSG09508.1.p1
TCONS_00029124.p1	OFUSG09488.1.p1
TCONS_00029125.p1	OFUSG19991.1.p1
TCONS_00029127.p1	OFUSG12817.1.p1
TCONS_00029128.p1	OFUSG09508.1.p1
TCONS_00029129.p1	OFUSG09488.1.p1
TCONS_00029130.p1	OFUSG19991.1.p1
TCONS_00029134.p1	OFUSG04537.1.p1
TCONS_00029137.p1	OFUSG03112.2.p1
TCONS_00029143.p1	OFUSG09693.1.p1
TCONS_00029146.p1	OFUSG20141.1.p1
TCONS_00029149.p1	OFUSG09631.1.p1
TCONS_00029152.p1	OFUSG08452.1.p1
TCONS_00029153.p1	OFUSG09267.1.p1
TCONS_00029154.p1	OFUSG12609.1.p1
TCONS_00029158.p1	OFUSG20155.1.p1
TCONS_00029159.p1	OFUSG19648.1.p1
TCONS_00029160.p1	OFUSG09270.1.p1
TCONS_00029161.p1	OFUSG09833.1.p1
TCONS_00029164.p1	OFUSG19796.2.p1
TCONS_00029165.p1	OFUSG09771.1.p1
TCONS_00029180.p1	OFUSG09124.1.p1
TCONS_00029182.p1	OFUSG22016.1.p1
TCONS_00029183.p1	OFUSG08953.2.p1
TCONS_00029184.p1	OFUSG07480.1.p1
TCONS_00029185.p1	OFUSG12158.2.p1
TCONS_00029187.p1	OFUSG06861.1.p1
TCONS_00029189.p1	OFUSG12158.2.p1
TCONS_00029191.p1	OFUSG06861.1.p1
TCONS_00029193.p1	OFUSG26311.1.p1
TCONS_00029195.p1	OFUSG04716.1.p1
TCONS_00029196.p1	OFUSG20200.1.p1
TCONS_00029197.p1	OFUSG16898.1.p1
TCONS_00029198.p1	OFUSG20057.1.p1
TCONS_00029201.p1	OFUSG19132.2.p1
TCONS_00029203.p1	OFUSG09237.1.p1
TCONS_00029205.p1	OFUSG20429.1.p1
TCONS_00029206.p1	OFUSG20121.5.p1
TCONS_00029209.p1	OFUSG24568.1.p1
TCONS_00029210.p1	OFUSG19696.1.p1
TCONS_00029211.p1	OFUSG08848.1.p1
TCONS_00029215.p1	OFUSG09500.1.p1
TCONS_00029216.p1	OFUSG09472.1.p1
TCONS_00029219.p1	OFUSG23015.1.p1
TCONS_00029221.p1	OFUSG13119.1.p1
TCONS_00029224.p1	OFUSG17127.2.p1
TCONS_00029228.p1	OFUSG00768.1.p1
TCONS_00029230.p1	OFUSG00768.1.p1
TCONS_00029231.p1	OFUSG00558.1.p1
TCONS_00029232.p1	OFUSG00768.1.p1
TCONS_00029234.p1	OFUSG00768.1.p1
TCONS_00029235.p1	OFUSG00558.1.p1
TCONS_00029236.p1	OFUSG09158.1.p1
TCONS_00029238.p1	OFUSG14207.1.p1
TCONS_00029239.p1	OFUSG14207.1.p1
TCONS_00029241.p1	OFUSG19384.2.p1
TCONS_00029247.p1	OFUSG09351.1.p1
TCONS_00029248.p1	OFUSG16442.2.p1
TCONS_00029249.p1	OFUSG08673.1.p1
TCONS_00029250.p1	OFUSG20130.1.p1
TCONS_00029252.p1	OFUSG19556.1.p1
TCONS_00029254.p1	OFUSG02988.1.p1
TCONS_00029255.p1	OFUSG09104.2.p1
TCONS_00029256.p1	OFUSG16424.1.p1
TCONS_00029257.p1	OFUSG04630.1.p1
TCONS_00029261.p1	OFUSG04630.1.p1
TCONS_00029262.p1	OFUSG04630.1.p1
TCONS_00029264.p1	OFUSG17518.1.p1
TCONS_00029266.p1	OFUSG04630.1.p1
TCONS_00029267.p1	OFUSG09659.1.p1
TCONS_00029268.p1	OFUSG09757.1.p1
TCONS_00029269.p1	OFUSG09253.1.p1
TCONS_00029270.p1	OFUSG19556.1.p1
TCONS_00029271.p1	OFUSG08945.2.p1
TCONS_00029272.p1	OFUSG09757.1.p1
TCONS_00029273.p1	OFUSG00558.1.p1
TCONS_00029274.p1	OFUSG09757.1.p1
TCONS_00029275.p1	OFUSG09253.1.p1
TCONS_00029276.p1	OFUSG19556.1.p1
TCONS_00029278.p1	OFUSG19556.1.p1
TCONS_00029279.p1	OFUSG19556.1.p1
TCONS_00029280.p1	OFUSG19556.1.p1
TCONS_00029281.p1	OFUSG08945.2.p1
TCONS_00029282.p1	OFUSG08940.1.p1
TCONS_00029284.p1	OFUSG04658.1.p1
TCONS_00029286.p1	OFUSG16655.1.p1
TCONS_00029288.p1	OFUSG10648.1.p1
TCONS_00029289.p1	OFUSG10648.1.p1
TCONS_00029292.p1	OFUSG08444.1.p1
TCONS_00029297.p1	OFUSG09190.1.p1
TCONS_00029298.p1	OFUSG06121.2.p1
TCONS_00029299.p1	OFUSG11128.1.p1
TCONS_00029300.p1	OFUSG19721.2.p1
TCONS_00029301.p1	OFUSG09680.1.p1
TCONS_00029303.p1	OFUSG12589.1.p1
TCONS_00029304.p1	OFUSG20127.1.p1
TCONS_00029305.p1	OFUSG20127.1.p1
TCONS_00029306.p1	OFUSG00673.1.p1
TCONS_00029308.p1	OFUSG19188.1.p1
TCONS_00029309.p1	OFUSG11529.1.p1
TCONS_00029311.p1	OFUSG08262.1.p1
TCONS_00029313.p1	OFUSG09796.1.p1
TCONS_00029314.p1	OFUSG09796.1.p1
TCONS_00029316.p1	OFUSG08692.1.p1
TCONS_00029324.p1	OFUSG19596.1.p1
TCONS_00029325.p1	OFUSG08878.1.p1
TCONS_00029328.p1	OFUSG02182.1.p1
TCONS_00029332.p1	OFUSG02182.1.p1
TCONS_00029340.p1	OFUSG03112.2.p1
TCONS_00029343.p1	OFUSG09083.1.p1
TCONS_00029344.p1	OFUSG19921.1.p1
TCONS_00029346.p1	OFUSG09330.1.p1
TCONS_00029348.p1	OFUSG13774.1.p1
TCONS_00029349.p1	OFUSG08994.1.p1
TCONS_00029355.p1	OFUSG07884.1.p1
TCONS_00029363.p1	OFUSG09587.1.p1
TCONS_00029367.p1	OFUSG09269.1.p1
TCONS_00029368.p1	OFUSG19675.1.p1
TCONS_00029369.p1	OFUSG19673.1.p1
TCONS_00029370.p1	OFUSG00229.2.p1
TCONS_00029372.p1	OFUSG09001.1.p1
TCONS_00029373.p1	OFUSG11211.1.p1
TCONS_00029375.p1	OFUSG04537.1.p1
TCONS_00029376.p1	OFUSG08802.1.p1
TCONS_00029378.p1	OFUSG21455.1.p1
TCONS_00029379.p1	OFUSG14496.1.p1
TCONS_00029381.p1	OFUSG07047.1.p1
TCONS_00029383.p1	OFUSG26103.1.p1
TCONS_00029384.p1	OFUSG05048.1.p1
TCONS_00029385.p1	OFUSG03220.1.p1
TCONS_00029386.p1	OFUSG05048.1.p1
TCONS_00029390.p1	OFUSG03220.1.p1
TCONS_00029391.p1	OFUSG03220.1.p1
TCONS_00029393.p1	OFUSG03220.1.p1
TCONS_00029394.p1	OFUSG14781.1.p1
TCONS_00029396.p1	OFUSG26358.1.p1
TCONS_00029399.p1	OFUSG14781.1.p1
TCONS_00029400.p1	OFUSG24568.1.p1
TCONS_00029402.p1	OFUSG13590.2.p1
TCONS_00029405.p1	OFUSG08802.1.p1
TCONS_00029410.p1	OFUSG09327.1.p1
TCONS_00029412.p1	OFUSG19879.2.p1
TCONS_00029415.p1	OFUSG09080.1.p1
TCONS_00029416.p1	OFUSG08668.1.p1
TCONS_00029418.p1	OFUSG07601.1.p1
TCONS_00029421.p1	OFUSG20154.1.p1
TCONS_00029424.p1	OFUSG19738.1.p1
TCONS_00029425.p1	OFUSG19669.1.p1
TCONS_00029427.p1	OFUSG06128.1.p1
TCONS_00029428.p1	OFUSG08719.1.p1
TCONS_00029430.p1	OFUSG20659.1.p1
TCONS_00029431.p1	OFUSG09390.1.p1
TCONS_00029432.p1	OFUSG24052.1.p1
TCONS_00029433.p1	OFUSG08602.1.p1
TCONS_00029437.p1	OFUSG09678.1.p1
TCONS_00029439.p1	OFUSG18235.1.p1
TCONS_00029440.p1	OFUSG09671.1.p1
TCONS_00029441.p1	OFUSG08874.1.p1
TCONS_00029442.p1	OFUSG08604.1.p1
TCONS_00029444.p1	OFUSG09375.1.p1
TCONS_00029445.p1	OFUSG09414.1.p1
TCONS_00029447.p1	OFUSG09759.1.p1
TCONS_00029449.p1	OFUSG05091.1.p1
TCONS_00029450.p1	OFUSG09768.1.p1
TCONS_00029451.p1	OFUSG00760.1.p1
TCONS_00029453.p1	OFUSG20146.1.p1
TCONS_00029458.p1	OFUSG15154.1.p1
TCONS_00029459.p1	OFUSG08561.1.p1
TCONS_00029460.p1	OFUSG08766.1.p1
TCONS_00029461.p1	OFUSG13406.1.p1
TCONS_00029462.p1	OFUSG09668.1.p1
TCONS_00029463.p1	OFUSG09206.1.p1
TCONS_00029468.p1	OFUSG17690.1.p1
TCONS_00029469.p1	OFUSG10597.1.p1
TCONS_00029470.p1	OFUSG18504.1.p1
TCONS_00029471.p1	OFUSG13962.1.p1
TCONS_00029473.p1	OFUSG24299.2.p1
TCONS_00029474.p1	OFUSG08335.1.p1
TCONS_00029475.p1	OFUSG14981.3.p1
TCONS_00029477.p1	OFUSG18733.1.p1
TCONS_00029479.p1	OFUSG09757.1.p1
TCONS_00029483.p1	OFUSG09097.1.p1
TCONS_00029484.p1	OFUSG09452.1.p1
TCONS_00029489.p1	OFUSG11917.1.p1
TCONS_00029490.p1	OFUSG06632.3.p1
TCONS_00029491.p1	OFUSG17887.1.p1
TCONS_00029492.p1	OFUSG10856.2.p1
TCONS_00029493.p1	OFUSG18504.1.p1
TCONS_00029494.p1	OFUSG09247.1.p1
TCONS_00029495.p1	OFUSG18504.1.p1
TCONS_00029498.p1	OFUSG26275.1.p1
TCONS_00029499.p1	OFUSG22824.1.p1
TCONS_00029501.p1	OFUSG04537.1.p1
TCONS_00029502.p1	OFUSG22824.1.p1
TCONS_00029503.p1	OFUSG09775.1.p1
TCONS_00029505.p1	OFUSG09103.1.p1
TCONS_00029509.p1	OFUSG09103.1.p1
TCONS_00029511.p1	OFUSG09102.1.p1
TCONS_00029515.p1	OFUSG09102.1.p1
TCONS_00029517.p1	OFUSG09102.1.p1
TCONS_00029518.p1	OFUSG09102.1.p1
TCONS_00029519.p1	OFUSG09102.1.p1
TCONS_00029521.p1	OFUSG09102.1.p1
TCONS_00029522.p1	OFUSG09102.1.p1
TCONS_00029524.p1	OFUSG09102.1.p1
TCONS_00029530.p1	OFUSG03112.4.p1
TCONS_00029534.p1	OFUSG07714.1.p1
TCONS_00029535.p1	OFUSG07492.3.p1
TCONS_00029536.p1	OFUSG21968.1.p1
TCONS_00029538.p1	OFUSG07492.3.p1
TCONS_00029541.p1	OFUSG07492.3.p1
TCONS_00029542.p1	OFUSG06059.1.p1
TCONS_00029543.p1	OFUSG07492.3.p1
TCONS_00029548.p1	OFUSG20007.1.p1
TCONS_00029551.p1	OFUSG08435.2.p1
TCONS_00029554.p1	OFUSG09822.1.p1
TCONS_00029555.p1	OFUSG08997.1.p1
TCONS_00029557.p1	OFUSG09500.1.p1
TCONS_00029560.p1	OFUSG05759.1.p1
TCONS_00029566.p1	OFUSG19625.1.p1
TCONS_00029573.p1	OFUSG08837.1.p1
TCONS_00029574.p1	OFUSG09476.1.p1
TCONS_00029577.p1	OFUSG16442.2.p1
TCONS_00029585.p1	OFUSG20666.1.p1
TCONS_00029587.p1	OFUSG08905.1.p1
TCONS_00029589.p1	OFUSG00650.2.p1
TCONS_00029590.p1	OFUSG08437.1.p1
TCONS_00029592.p1	OFUSG08554.1.p1
TCONS_00029595.p1	OFUSG09505.1.p1
TCONS_00029601.p1	OFUSG10872.1.p1
TCONS_00029606.p1	OFUSG08731.1.p1
TCONS_00029608.p1	OFUSG18504.1.p1
TCONS_00029609.p1	OFUSG13356.1.p1
TCONS_00029610.p1	OFUSG20066.1.p1
TCONS_00029612.p1	OFUSG06620.1.p1
TCONS_00029614.p1	OFUSG23245.3.p1
TCONS_00029617.p1	OFUSG08459.1.p1
TCONS_00029618.p1	OFUSG08459.1.p1
TCONS_00029621.p1	OFUSG09154.1.p1
TCONS_00029622.p1	OFUSG09154.1.p1
TCONS_00029623.p1	OFUSG03613.1.p1
TCONS_00029624.p1	OFUSG03860.1.p1
TCONS_00029625.p1	OFUSG03860.1.p1
TCONS_00029627.p1	OFUSG03860.1.p1
TCONS_00029628.p1	OFUSG03860.1.p1
TCONS_00029629.p1	OFUSG24082.1.p1
TCONS_00029630.p1	OFUSG23302.1.p1
TCONS_00029631.p1	OFUSG12848.1.p1
TCONS_00029635.p1	OFUSG07601.1.p1
TCONS_00029636.p1	OFUSG18869.1.p1
TCONS_00029637.p1	OFUSG04606.1.p1
TCONS_00029638.p1	OFUSG08780.1.p1
TCONS_00029639.p1	OFUSG18733.1.p1
TCONS_00029640.p1	OFUSG07492.3.p1
TCONS_00029643.p1	OFUSG04716.1.p1
TCONS_00029645.p1	OFUSG20064.1.p1
TCONS_00029648.p1	OFUSG18504.1.p1
TCONS_00029649.p1	OFUSG08762.1.p1
TCONS_00029650.p1	OFUSG14151.1.p1
TCONS_00029651.p1	OFUSG19645.1.p1
TCONS_00029652.p1	OFUSG09713.1.p1
TCONS_00029656.p1	OFUSG08707.1.p1
TCONS_00029664.p1	OFUSG09667.1.p1
TCONS_00029665.p1	OFUSG09646.1.p1
TCONS_00029666.p1	OFUSG23382.1.p1
TCONS_00029667.p1	OFUSG20200.1.p1
TCONS_00029668.p1	OFUSG19721.1.p1
TCONS_00029669.p1	OFUSG19721.2.p1
TCONS_00029670.p1	OFUSG20200.1.p1
TCONS_00029672.p1	OFUSG09461.1.p1
TCONS_00029673.p1	OFUSG08683.1.p1
TCONS_00029674.p1	OFUSG03159.1.p1
TCONS_00029676.p1	OFUSG18709.1.p1
TCONS_00029680.p1	OFUSG19995.1.p1
TCONS_00029682.p1	OFUSG08714.1.p1
TCONS_00029685.p1	OFUSG09624.1.p1
TCONS_00029688.p1	OFUSG24702.1.p1
TCONS_00029689.p1	OFUSG09673.1.p1
TCONS_00029698.p1	OFUSG08845.1.p1
TCONS_00029699.p1	OFUSG03694.1.p1
TCONS_00029700.p1	OFUSG19641.1.p1
TCONS_00029701.p1	OFUSG09733.1.p1
TCONS_00029704.p1	OFUSG08335.1.p1
TCONS_00029707.p1	OFUSG19640.1.p1
TCONS_00029708.p1	OFUSG04664.1.p1
TCONS_00029710.p1	OFUSG09260.1.p1
TCONS_00029711.p1	OFUSG09261.1.p1
TCONS_00029712.p1	OFUSG00506.1.p1
TCONS_00029713.p1	OFUSG06812.1.p1
TCONS_00029714.p1	OFUSG08959.1.p1
TCONS_00029716.p1	OFUSG08459.1.p1
TCONS_00029717.p1	OFUSG26688.1.p1
TCONS_00029720.p1	OFUSG20013.1.p1
TCONS_00029721.p1	OFUSG19687.1.p1
TCONS_00029723.p1	OFUSG09435.1.p1
TCONS_00029725.p1	OFUSG08963.1.p1
TCONS_00029726.p1	OFUSG09547.1.p1
TCONS_00029729.p1	OFUSG08521.1.p1
TCONS_00029731.p1	OFUSG08513.2.p1
TCONS_00029734.p1	OFUSG03634.1.p1
TCONS_00029736.p1	OFUSG03634.1.p1
TCONS_00029737.p1	OFUSG03634.1.p1
TCONS_00029738.p1	OFUSG19617.1.p1
TCONS_00029739.p1	OFUSG10872.1.p1
TCONS_00029740.p1	OFUSG09071.1.p1
TCONS_00029741.p1	OFUSG09064.1.p1
TCONS_00029742.p1	OFUSG12695.1.p1
TCONS_00029746.p1	OFUSG20005.1.p1
TCONS_00029748.p1	OFUSG17230.2.p1
TCONS_00029751.p1	OFUSG04537.1.p1
TCONS_00029754.p1	OFUSG09849.1.p1
TCONS_00029756.p1	OFUSG09856.1.p1
TCONS_00029758.p1	OFUSG09295.1.p1
TCONS_00029759.p1	OFUSG03432.1.p1
TCONS_00029760.p1	OFUSG20135.1.p1
TCONS_00029761.p2	OFUSG08962.1.p1
TCONS_00029762.p1	OFUSG07714.1.p1
TCONS_00029764.p1	OFUSG10655.1.p1
TCONS_00029766.p1	OFUSG00738.1.p1
TCONS_00029767.p1	OFUSG12699.1.p1
TCONS_00029768.p1	OFUSG17703.1.p1
TCONS_00029769.p1	OFUSG09049.2.p1
TCONS_00029770.p1	OFUSG10745.1.p1
TCONS_00029772.p1	OFUSG00595.1.p1
TCONS_00029776.p1	OFUSG09817.2.p1
TCONS_00029777.p1	OFUSG09817.2.p1
TCONS_00029778.p1	OFUSG05383.1.p1
TCONS_00029780.p1	OFUSG09685.1.p1
TCONS_00029781.p1	OFUSG19880.1.p1
TCONS_00029782.p1	OFUSG19676.1.p1
TCONS_00029783.p1	OFUSG19676.1.p1
TCONS_00029784.p1	OFUSG13054.1.p1
TCONS_00029785.p1	OFUSG23559.1.p1
TCONS_00029786.p1	OFUSG23559.1.p1
TCONS_00029788.p1	OFUSG09899.1.p1
TCONS_00029789.p1	OFUSG10846.1.p1
TCONS_00029790.p1	OFUSG23588.1.p1
TCONS_00029791.p1	OFUSG19618.1.p1
TCONS_00029792.p1	OFUSG09530.1.p1
TCONS_00029793.p1	OFUSG19620.1.p1
TCONS_00029796.p1	OFUSG09451.1.p1
TCONS_00029801.p1	OFUSG19132.2.p1
TCONS_00029802.p1	OFUSG24066.1.p1
TCONS_00029803.p1	OFUSG24066.1.p1
TCONS_00029804.p1	OFUSG20705.2.p1
TCONS_00029806.p1	OFUSG09113.1.p1
TCONS_00029807.p1	OFUSG09300.1.p1
TCONS_00029808.p1	OFUSG08217.2.p1
TCONS_00029814.p1	OFUSG15265.1.p1
TCONS_00029816.p1	OFUSG09660.1.p1
TCONS_00029817.p1	OFUSG08505.1.p1
TCONS_00029819.p1	OFUSG18676.1.p1
TCONS_00029820.p1	OFUSG09102.1.p1
TCONS_00029821.p1	OFUSG09102.1.p1
TCONS_00029822.p1	OFUSG09797.1.p1
TCONS_00029823.p1	OFUSG21035.1.p1
TCONS_00029824.p1	OFUSG19632.1.p1
TCONS_00029826.p1	OFUSG08782.1.p1
TCONS_00029827.p1	OFUSG15304.2.p1
TCONS_00029829.p1	OFUSG19132.1.p1
TCONS_00029830.p1	OFUSG03083.1.p1
TCONS_00029831.p1	OFUSG09682.1.p1
TCONS_00029832.p1	OFUSG07845.3.p1
TCONS_00029834.p1	OFUSG25016.1.p1
TCONS_00029836.p1	OFUSG20033.1.p1
TCONS_00029838.p1	OFUSG20197.2.p1
TCONS_00029839.p1	OFUSG09636.1.p1
TCONS_00029840.p1	OFUSG19622.1.p1
TCONS_00029842.p1	OFUSG09614.1.p1
TCONS_00029843.p1	OFUSG16422.1.p1
TCONS_00029844.p1	OFUSG16664.1.p1
TCONS_00029845.p1	OFUSG02611.1.p1
TCONS_00029846.p1	OFUSG02844.1.p1
TCONS_00029847.p1	OFUSG08457.1.p1
TCONS_00029849.p1	OFUSG09803.1.p1
TCONS_00029851.p1	OFUSG16442.2.p1
TCONS_00029853.p1	OFUSG00290.1.p1
TCONS_00029854.p1	OFUSG26783.1.p1
TCONS_00029855.p1	OFUSG04537.1.p1
TCONS_00029862.p1	OFUSG13833.1.p1
TCONS_00029864.p1	OFUSG21970.1.p1
TCONS_00029865.p1	OFUSG12811.1.p1
TCONS_00029866.p1	OFUSG17518.1.p1
TCONS_00029870.p1	OFUSG25924.1.p1
TCONS_00029873.p1	OFUSG04537.1.p1
TCONS_00029879.p1	OFUSG18900.1.p1
TCONS_00029881.p1	OFUSG03055.1.p1
TCONS_00029883.p1	OFUSG04537.1.p1
TCONS_00029886.p1	OFUSG08911.1.p1
TCONS_00029887.p1	OFUSG25924.1.p1
TCONS_00029889.p1	OFUSG26634.1.p1
TCONS_00029890.p1	OFUSG10933.1.p1
TCONS_00029891.p1	OFUSG03090.1.p1
TCONS_00029895.p1	OFUSG18733.1.p1
TCONS_00029896.p1	OFUSG23015.1.p1
TCONS_00029902.p1	OFUSG18105.1.p1
TCONS_00029905.p1	OFUSG19037.1.p1
TCONS_00029907.p1	OFUSG19170.1.p1
TCONS_00029910.p1	OFUSG03814.2.p1
TCONS_00029913.p1	OFUSG18258.1.p1
TCONS_00029914.p1	OFUSG17830.2.p1
TCONS_00029915.p1	OFUSG05908.1.p1
TCONS_00029917.p1	OFUSG10198.1.p1
TCONS_00029918.p1	OFUSG10198.1.p1
TCONS_00029919.p1	OFUSG10198.1.p1
TCONS_00029922.p1	OFUSG10979.1.p1
TCONS_00029923.p1	OFUSG10179.1.p1
TCONS_00029925.p1	OFUSG10674.1.p1
TCONS_00029929.p1	OFUSG18355.1.p1
TCONS_00029930.p1	OFUSG10792.2.p1
TCONS_00029931.p1	OFUSG10223.1.p1
TCONS_00029934.p1	OFUSG10852.1.p1
TCONS_00029935.p1	OFUSG17969.1.p1
TCONS_00029938.p1	OFUSG08272.1.p1
TCONS_00029939.p1	OFUSG03519.1.p1
TCONS_00029941.p1	OFUSG19392.1.p1
TCONS_00029946.p1	OFUSG08603.1.p1
TCONS_00029947.p1	OFUSG17916.1.p1
TCONS_00029952.p1	OFUSG07103.2.p1
TCONS_00029973.p1	OFUSG10995.2.p1
TCONS_00029981.p1	OFUSG10414.3.p1
TCONS_00029982.p1	OFUSG18074.1.p1
TCONS_00029983.p1	OFUSG10414.3.p1
TCONS_00029984.p1	OFUSG10414.3.p1
TCONS_00029985.p1	OFUSG13833.1.p1
TCONS_00029987.p1	OFUSG09974.1.p1
TCONS_00029989.p1	OFUSG10259.1.p1
TCONS_00029990.p1	OFUSG09976.1.p1
TCONS_00029991.p1	OFUSG10728.1.p1
TCONS_00029992.p1	OFUSG10728.1.p1
TCONS_00029994.p1	OFUSG18494.1.p1
TCONS_00030001.p1	OFUSG10063.5.p1
TCONS_00030012.p1	OFUSG10850.2.p1
TCONS_00030015.p1	OFUSG10414.3.p1
TCONS_00030018.p1	OFUSG17887.2.p1
TCONS_00030020.p1	OFUSG22710.1.p1
TCONS_00030021.p1	OFUSG26553.1.p1
TCONS_00030022.p1	OFUSG00908.1.p1
TCONS_00030023.p1	OFUSG22710.1.p1
TCONS_00030025.p1	OFUSG22694.1.p1
TCONS_00030027.p1	OFUSG22694.1.p1
TCONS_00030028.p1	OFUSG18387.2.p1
TCONS_00030030.p1	OFUSG24159.1.p1
TCONS_00030031.p1	OFUSG13799.1.p1
TCONS_00030036.p1	OFUSG13799.1.p1
TCONS_00030037.p1	OFUSG13799.1.p1
TCONS_00030039.p1	OFUSG26600.1.p1
TCONS_00030041.p1	OFUSG10222.1.p1
TCONS_00030042.p1	OFUSG02543.3.p1
TCONS_00030046.p1	OFUSG02543.2.p1
TCONS_00030047.p1	OFUSG03079.1.p1
TCONS_00030049.p1	OFUSG17690.1.p1
TCONS_00030050.p1	OFUSG10860.1.p1
TCONS_00030051.p1	OFUSG10857.2.p1
TCONS_00030052.p1	OFUSG18595.1.p1
TCONS_00030053.p1	OFUSG18595.1.p1
TCONS_00030056.p1	OFUSG10884.1.p1
TCONS_00030058.p1	OFUSG15967.1.p1
TCONS_00030059.p1	OFUSG03521.1.p1
TCONS_00030061.p1	OFUSG03521.1.p1
TCONS_00030063.p1	OFUSG02068.1.p1
TCONS_00030064.p1	OFUSG11013.1.p1
TCONS_00030067.p1	OFUSG05314.1.p1
TCONS_00030068.p1	OFUSG05314.1.p1
TCONS_00030071.p1	OFUSG06378.1.p1
TCONS_00030074.p1	OFUSG18095.2.p1
TCONS_00030075.p1	OFUSG14258.1.p1
TCONS_00030076.p1	OFUSG11810.1.p1
TCONS_00030078.p1	OFUSG11810.1.p1
TCONS_00030081.p1	OFUSG10414.3.p1
TCONS_00030082.p1	OFUSG18537.1.p1
TCONS_00030088.p1	OFUSG00331.1.p1
TCONS_00030089.p1	OFUSG02792.1.p1
TCONS_00030090.p1	OFUSG10549.1.p1
TCONS_00030092.p1	OFUSG18517.1.p1
