TCONS_00000009.p1	HUMAN00695
TCONS_00034517.p1	HUMAN01242
TCONS_00034518.p1	HUMAN01242
TCONS_00034519.p1	HUMAN01242
TCONS_00034520.p1	HUMAN01242
TCONS_00034521.p1	HUMAN01242
TCONS_00034522.p1	HUMAN01242
TCONS_00034523.p1	HUMAN01244
TCONS_00034525.p1	HUMAN10014
TCONS_00034526.p1	HUMAN17831
TCONS_00034528.p1	HUMAN05730
TCONS_00034529.p1	HUMAN22445
TCONS_00034532.p1	HUMAN10009
TCONS_00034533.p1	HUMAN17698
TCONS_00034534.p1	HUMAN01195
TCONS_00034535.p1	HUMAN01195
TCONS_00034537.p1	HUMAN20348
TCONS_00034539.p1	HUMAN01195
TCONS_00034541.p1	HUMAN07535
TCONS_00034542.p1	HUMAN25003
TCONS_00034543.p1	HUMAN03816
TCONS_00034547.p1	HUMAN26725
TCONS_00034549.p1	HUMAN01451
TCONS_00034551.p1	HUMAN13131
TCONS_00034555.p1	HUMAN13131
TCONS_00034557.p1	HUMAN25814
TCONS_00034558.p1	HUMAN25815
TCONS_00034564.p1	HUMAN23274
TCONS_00034566.p1	HUMAN07454
TCONS_00034568.p1	HUMAN22750
TCONS_00034569.p1	HUMAN25814
TCONS_00034570.p1	HUMAN01242
TCONS_00034571.p1	HUMAN01242
TCONS_00034572.p1	HUMAN01242
TCONS_00034574.p1	HUMAN01242
TCONS_00034576.p1	HUMAN01242
TCONS_00034590.p1	HUMAN01242
TCONS_00034591.p1	HUMAN01243
TCONS_00034593.p1	HUMAN01242
TCONS_00034594.p1	HUMAN01451
TCONS_00034596.p1	HUMAN22955
TCONS_00034597.p1	HUMAN22955
TCONS_00034598.p1	HUMAN04088
TCONS_00034599.p1	HUMAN15918
TCONS_00034602.p1	HUMAN05851
TCONS_00034604.p1	HUMAN28788
TCONS_00034605.p1	HUMAN04427
TCONS_00034609.p1	HUMAN28788
TCONS_00034611.p1	HUMAN28788
TCONS_00034612.p1	HUMAN12385
TCONS_00034616.p1	HUMAN19728
TCONS_00034621.p1	HUMAN00830
TCONS_00034626.p1	HUMAN01662
TCONS_00034627.p1	HUMAN22960
TCONS_00034629.p1	HUMAN00830
TCONS_00034630.p1	HUMAN21550
TCONS_00034631.p1	HUMAN06056
TCONS_00034632.p1	HUMAN30196
TCONS_00034636.p1	HUMAN22955
TCONS_00034637.p1	HUMAN09773
TCONS_00034638.p1	HUMAN09640
TCONS_00034645.p1	HUMAN23124
TCONS_00034650.p1	HUMAN22960
TCONS_00034652.p1	HUMAN29597
TCONS_00034657.p1	HUMAN15918
TCONS_00034658.p1	HUMAN00830
TCONS_00034659.p1	HUMAN07769
TCONS_00034662.p1	HUMAN22955
TCONS_00034663.p1	HUMAN22955
TCONS_00034668.p1	HUMAN07286
TCONS_00034670.p1	HUMAN20492
TCONS_00034675.p1	HUMAN23124
TCONS_00034676.p1	HUMAN23124
TCONS_00034677.p1	HUMAN02122
TCONS_00034678.p1	HUMAN14864
TCONS_00034686.p1	HUMAN07769
TCONS_00034687.p1	HUMAN07769
TCONS_00034689.p1	HUMAN07769
TCONS_00034690.p1	HUMAN07769
TCONS_00034691.p1	HUMAN02122
TCONS_00034692.p1	HUMAN01543
TCONS_00034693.p1	HUMAN28212
TCONS_00034694.p1	HUMAN00634
TCONS_00034695.p1	HUMAN22299
TCONS_00034697.p1	HUMAN22651
TCONS_00034698.p1	HUMAN19557
TCONS_00034699.p1	HUMAN22651
TCONS_00034701.p1	HUMAN22651
TCONS_00034702.p1	HUMAN22955
TCONS_00034704.p1	HUMAN21287
TCONS_00034707.p1	HUMAN27224
TCONS_00034708.p1	HUMAN22955
TCONS_00034712.p1	HUMAN07824
TCONS_00034713.p1	HUMAN14514
TCONS_00034715.p1	HUMAN08230
TCONS_00034716.p1	HUMAN00533
TCONS_00034718.p1	HUMAN22750
TCONS_00034719.p1	HUMAN22299
TCONS_00034725.p1	HUMAN01242
TCONS_00034727.p1	HUMAN08916
TCONS_00034729.p1	HUMAN01246
TCONS_00034748.p1	HUMAN02122
TCONS_00034751.p1	HUMAN02122
TCONS_00034754.p1	HUMAN02122
TCONS_00034755.p1	HUMAN28212
TCONS_00034757.p1	HUMAN13391
TCONS_00034758.p1	HUMAN05611
TCONS_00034759.p1	HUMAN05611
TCONS_00034760.p1	HUMAN22651
TCONS_00034762.p1	HUMAN22651
TCONS_00034763.p1	HUMAN22651
TCONS_00034768.p1	HUMAN22955
TCONS_00034770.p1	HUMAN05584
TCONS_00034775.p1	HUMAN05616
TCONS_00034776.p1	HUMAN15538
TCONS_00034778.p1	HUMAN02972
TCONS_00034781.p1	HUMAN09773
TCONS_00034782.p1	HUMAN10058
TCONS_00034783.p1	HUMAN04088
TCONS_00034784.p1	HUMAN30238
TCONS_00034788.p1	HUMAN07045
TCONS_00034794.p1	HUMAN02101
TCONS_00034795.p1	HUMAN05570
TCONS_00034797.p1	HUMAN23025
TCONS_00034798.p1	HUMAN05525
TCONS_00034799.p1	HUMAN25158
TCONS_00034802.p1	HUMAN16586
TCONS_00034803.p1	HUMAN16586
TCONS_00034806.p1	HUMAN20492
TCONS_00034807.p1	HUMAN18291
TCONS_00034808.p1	HUMAN20492
TCONS_00034812.p1	HUMAN27224
TCONS_00034813.p1	HUMAN13177
TCONS_00034817.p1	HUMAN20492
TCONS_00034821.p1	HUMAN07824
TCONS_00034822.p1	HUMAN08139
TCONS_00034824.p1	HUMAN09640
TCONS_00034826.p1	HUMAN04083
TCONS_00034827.p1	HUMAN01242
TCONS_00034831.p1	HUMAN21514
TCONS_00034832.p1	HUMAN01242
TCONS_00034833.p1	HUMAN01242
TCONS_00034837.p1	HUMAN19367
TCONS_00034838.p1	HUMAN05494
TCONS_00034840.p1	HUMAN28693
TCONS_00034842.p1	HUMAN22608
TCONS_00034845.p1	HUMAN10009
TCONS_00034846.p1	HUMAN30066
TCONS_00034849.p1	HUMAN01242
TCONS_00034853.p1	HUMAN08230
TCONS_00034854.p1	HUMAN00533
TCONS_00034866.p1	HUMAN22955
TCONS_00034868.p1	HUMAN01451
TCONS_00034870.p1	HUMAN07769
TCONS_00034871.p1	HUMAN26413
TCONS_00034872.p1	HUMAN22955
TCONS_00034873.p1	HUMAN22955
TCONS_00034874.p1	HUMAN20636
TCONS_00034875.p1	HUMAN13131
TCONS_00034877.p1	HUMAN10009
TCONS_00034878.p1	HUMAN13131
TCONS_00034879.p1	HUMAN15081
TCONS_00034880.p1	HUMAN15081
TCONS_00034884.p1	HUMAN28948
TCONS_00034887.p1	HUMAN02926
TCONS_00034888.p1	HUMAN09773
TCONS_00034892.p1	HUMAN16586
TCONS_00034893.p1	HUMAN28693
TCONS_00034894.p1	HUMAN01451
TCONS_00034895.p1	HUMAN00830
TCONS_00034909.p1	HUMAN21514
TCONS_00034912.p1	HUMAN01938
TCONS_00034913.p1	HUMAN01912
TCONS_00034915.p1	HUMAN02122
TCONS_00034917.p1	HUMAN25814
TCONS_00034918.p1	HUMAN28693
TCONS_00034924.p1	HUMAN17698
TCONS_00034925.p1	HUMAN01451
TCONS_00034926.p1	HUMAN00830
TCONS_00034927.p1	HUMAN22955
TCONS_00034929.p1	HUMAN08230
TCONS_00034936.p1	HUMAN02346
TCONS_00034937.p1	HUMAN21514
TCONS_00034938.p1	HUMAN15336
TCONS_00034939.p1	HUMAN15336
TCONS_00034940.p1	HUMAN15336
TCONS_00034941.p1	HUMAN02122
TCONS_00034942.p1	HUMAN02122
TCONS_00034947.p1	HUMAN08916
TCONS_00034948.p1	HUMAN07286
TCONS_00034949.p1	HUMAN19373
TCONS_00034953.p1	HUMAN05630
TCONS_00034955.p1	HUMAN05596
TCONS_00034956.p1	HUMAN04102
TCONS_00034967.p1	HUMAN05641
TCONS_00034971.p1	HUMAN17799
TCONS_00034973.p1	HUMAN04088
TCONS_00034974.p1	HUMAN05604
TCONS_00034975.p1	HUMAN05615
TCONS_00034976.p1	HUMAN16134
TCONS_00034978.p1	HUMAN05622
TCONS_00034979.p1	HUMAN05581
TCONS_00034983.p1	HUMAN05599
TCONS_00034985.p1	HUMAN28693
TCONS_00034986.p1	HUMAN16175
TCONS_00034989.p1	HUMAN07416
TCONS_00035026.p1	HUMAN26944
TCONS_00035035.p1	HUMAN15759
TCONS_00035039.p1	HUMAN05526
TCONS_00035047.p1	HUMAN03717
TCONS_00035048.p1	HUMAN01089
TCONS_00035050.p1	HUMAN03717
TCONS_00035059.p1	HUMAN01242
TCONS_00035061.p1	HUMAN23783
TCONS_00035066.p1	HUMAN01993
TCONS_00035074.p1	HUMAN11468
TCONS_00035076.p1	HUMAN28948
TCONS_00035090.p1	HUMAN08916
TCONS_00035094.p1	HUMAN24158
TCONS_00035096.p1	HUMAN13405
TCONS_00035098.p1	HUMAN20202
TCONS_00035100.p1	HUMAN20202
TCONS_00035103.p1	HUMAN28948
TCONS_00035111.p1	HUMAN07234
TCONS_00035113.p1	HUMAN09640
TCONS_00035117.p1	HUMAN01089
TCONS_00035122.p1	HUMAN10744
TCONS_00035138.p1	HUMAN03140
TCONS_00035154.p1	HUMAN23635
TCONS_00035156.p1	HUMAN27668
TCONS_00035162.p1	HUMAN08230
TCONS_00035174.p1	HUMAN09225
TCONS_00035175.p1	HUMAN05571
TCONS_00035177.p1	HUMAN05571
TCONS_00035178.p1	HUMAN05482
TCONS_00035198.p1	HUMAN08916
TCONS_00035204.p1	HUMAN01242
TCONS_00035206.p1	HUMAN27711
TCONS_00035207.p1	HUMAN22106
TCONS_00035208.p1	HUMAN03717
TCONS_00035210.p1	HUMAN02245
TCONS_00035213.p1	HUMAN21636
TCONS_00035215.p1	HUMAN08916
TCONS_00035217.p1	HUMAN01242
TCONS_00035219.p1	HUMAN01242
TCONS_00035221.p1	HUMAN03717
TCONS_00035223.p1	HUMAN27711
TCONS_00035225.p1	HUMAN03717
TCONS_00035230.p1	HUMAN27711
TCONS_00035233.p1	HUMAN27711
TCONS_00035235.p1	HUMAN04354
TCONS_00035236.p1	HUMAN05543
TCONS_00035242.p1	HUMAN15656
TCONS_00035244.p1	HUMAN29045
TCONS_00035245.p1	HUMAN02245
TCONS_00035246.p1	HUMAN03043
TCONS_00035247.p1	HUMAN15656
TCONS_00035248.p1	HUMAN15656
TCONS_00035250.p1	HUMAN28367
TCONS_00035251.p1	HUMAN15282
TCONS_00035252.p1	HUMAN20202
TCONS_00035256.p1	HUMAN01192
TCONS_00035257.p1	HUMAN01192
TCONS_00035259.p1	HUMAN02393
TCONS_00035260.p1	HUMAN02393
TCONS_00035269.p1	HUMAN19516
TCONS_00035271.p1	HUMAN05485
TCONS_00035272.p2	HUMAN05459
TCONS_00035273.p1	HUMAN18067
TCONS_00035275.p1	HUMAN13383
TCONS_00035276.p1	HUMAN22804
TCONS_00035284.p1	HUMAN23022
TCONS_00035285.p1	HUMAN05647
TCONS_00035288.p1	HUMAN19725
TCONS_00035289.p1	HUMAN10114
TCONS_00035290.p1	HUMAN15764
TCONS_00035291.p1	HUMAN24158
TCONS_00035292.p1	HUMAN19579
TCONS_00035295.p1	HUMAN30112
TCONS_00035297.p1	HUMAN07234
TCONS_00035301.p1	HUMAN28948
TCONS_00035302.p1	HUMAN28948
TCONS_00035304.p1	HUMAN28948
TCONS_00035305.p1	HUMAN25278
TCONS_00035307.p1	HUMAN20202
TCONS_00035310.p1	HUMAN13405
TCONS_00035311.p1	HUMAN24158
TCONS_00035313.p1	HUMAN05580
TCONS_00035316.p1	HUMAN11846
TCONS_00035323.p1	HUMAN16701
TCONS_00035324.p1	HUMAN08916
TCONS_00035332.p1	HUMAN25920
TCONS_00035339.p1	HUMAN28948
TCONS_00035341.p1	HUMAN11468
TCONS_00035342.p1	HUMAN02926
TCONS_00035355.p1	HUMAN16701
TCONS_00035356.p1	HUMAN16701
TCONS_00035360.p1	HUMAN27902
TCONS_00035361.p1	HUMAN10072
TCONS_00035373.p1	HUMAN04088
TCONS_00035376.p1	HUMAN14161
TCONS_00035381.p1	HUMAN21806
TCONS_00035384.p1	HUMAN03633
TCONS_00035387.p1	HUMAN28300
TCONS_00035401.p1	HUMAN11262
TCONS_00035405.p1	HUMAN04361
TCONS_00035408.p1	HUMAN08916
TCONS_00035411.p1	HUMAN09640
TCONS_00035420.p1	HUMAN17207
TCONS_00035427.p1	HUMAN05479
TCONS_00035428.p1	HUMAN05481
TCONS_00035434.p1	HUMAN05964
TCONS_00035446.p1	HUMAN09640
TCONS_00035452.p1	HUMAN10009
TCONS_00035455.p1	HUMAN29045
TCONS_00035463.p1	HUMAN23635
TCONS_00035464.p1	HUMAN08916
TCONS_00035487.p1	HUMAN22678
TCONS_00035488.p1	HUMAN22678
TCONS_00035489.p1	HUMAN22678
TCONS_00035490.p1	HUMAN22678
TCONS_00035491.p1	HUMAN22678
TCONS_00035492.p1	HUMAN22678
TCONS_00035493.p1	HUMAN22678
TCONS_00035494.p1	HUMAN22678
TCONS_00035495.p1	HUMAN22678
TCONS_00035496.p1	HUMAN22678
TCONS_00035497.p1	HUMAN22678
TCONS_00035498.p1	HUMAN05761
TCONS_00035511.p1	HUMAN02607
TCONS_00035515.p1	HUMAN05713
TCONS_00035518.p1	HUMAN09518
TCONS_00035523.p1	HUMAN17779
TCONS_00035525.p1	HUMAN21316
TCONS_00035526.p1	HUMAN21316
TCONS_00035530.p1	HUMAN15636
TCONS_00035531.p1	HUMAN02065
TCONS_00035539.p1	HUMAN11262
TCONS_00035541.p1	HUMAN21316
TCONS_00035542.p1	HUMAN21316
TCONS_00035543.p1	HUMAN21316
TCONS_00035544.p1	HUMAN21316
TCONS_00035546.p1	HUMAN21316
TCONS_00035549.p1	HUMAN21316
TCONS_00035551.p1	HUMAN20604
TCONS_00035552.p1	HUMAN16530
TCONS_00035567.p1	HUMAN15740
TCONS_00035568.p1	HUMAN22955
TCONS_00035569.p1	HUMAN24668
TCONS_00035570.p1	HUMAN23921
TCONS_00035571.p1	HUMAN26724
TCONS_00035572.p1	HUMAN25019
TCONS_00035579.p1	HUMAN26414
TCONS_00035581.p1	HUMAN24351
TCONS_00035583.p1	HUMAN10146
TCONS_00035588.p1	HUMAN02074
TCONS_00035589.p1	HUMAN01467
TCONS_00035597.p1	HUMAN08622
TCONS_00035598.p1	HUMAN08916
TCONS_00035599.p1	HUMAN23635
TCONS_00035602.p1	HUMAN15636
TCONS_00035615.p1	HUMAN05636
TCONS_00035616.p1	HUMAN05633
TCONS_00035617.p1	HUMAN05690
TCONS_00035619.p1	HUMAN15336
TCONS_00035620.p1	HUMAN02065
TCONS_00035625.p1	HUMAN02508
TCONS_00035628.p1	HUMAN02508
TCONS_00035630.p1	HUMAN02508
TCONS_00035631.p1	HUMAN04088
TCONS_00035633.p1	HUMAN09640
TCONS_00035642.p1	HUMAN06051
TCONS_00035643.p1	HUMAN24351
TCONS_00035644.p1	HUMAN23060
TCONS_00035646.p1	HUMAN26414
TCONS_00035648.p1	HUMAN22608
TCONS_00035659.p1	HUMAN16546
TCONS_00035660.p1	HUMAN26724
TCONS_00035661.p1	HUMAN23921
TCONS_00035662.p1	HUMAN24668
TCONS_00035663.p1	HUMAN28253
TCONS_00035664.p1	HUMAN11055
TCONS_00035668.p1	HUMAN24668
TCONS_00035671.p1	HUMAN28693
TCONS_00035673.p1	HUMAN26657
TCONS_00035675.p1	HUMAN12102
TCONS_00035682.p1	HUMAN03894
TCONS_00035684.p1	HUMAN14577
TCONS_00035686.p1	HUMAN16530
TCONS_00035687.p1	HUMAN30493
TCONS_00035689.p1	HUMAN20604
TCONS_00035692.p1	HUMAN27224
TCONS_00035694.p1	HUMAN21316
TCONS_00035696.p1	HUMAN20181
TCONS_00035697.p1	HUMAN05537
TCONS_00035698.p1	HUMAN21316
TCONS_00035704.p1	HUMAN21316
TCONS_00035705.p1	HUMAN21316
TCONS_00035706.p1	HUMAN21316
TCONS_00035707.p1	HUMAN21316
TCONS_00035710.p1	HUMAN21316
TCONS_00035711.p1	HUMAN21316
TCONS_00035712.p1	HUMAN05538
TCONS_00035713.p1	HUMAN21316
TCONS_00035714.p1	HUMAN05636
TCONS_00035716.p1	HUMAN05633
TCONS_00035720.p1	HUMAN05690
TCONS_00035722.p1	HUMAN01912
TCONS_00035723.p1	HUMAN29380
TCONS_00035725.p1	HUMAN02508
TCONS_00035726.p1	HUMAN22955
TCONS_00035728.p1	HUMAN18175
TCONS_00035731.p1	HUMAN22955
TCONS_00035732.p1	HUMAN18175
TCONS_00035733.p1	HUMAN18175
TCONS_00035740.p1	HUMAN18175
TCONS_00035753.p1	HUMAN04088
TCONS_00035756.p1	HUMAN18175
TCONS_00035757.p1	HUMAN18175
TCONS_00035767.p1	HUMAN04088
TCONS_00035781.p1	HUMAN18175
TCONS_00035783.p1	HUMAN12300
TCONS_00035784.p1	HUMAN18175
TCONS_00035790.p1	HUMAN22955
TCONS_00035796.p1	HUMAN18175
TCONS_00035798.p1	HUMAN21563
TCONS_00035800.p1	HUMAN18423
TCONS_00035801.p1	HUMAN09201
TCONS_00035804.p1	HUMAN19602
TCONS_00035806.p1	HUMAN28791
TCONS_00035811.p1	HUMAN08916
TCONS_00035823.p1	HUMAN08916
TCONS_00035827.p1	HUMAN28771
TCONS_00035828.p1	HUMAN14863
TCONS_00035839.p1	HUMAN04361
TCONS_00035859.p1	HUMAN27602
TCONS_00035862.p1	HUMAN10009
TCONS_00035865.p1	HUMAN21565
TCONS_00035866.p1	HUMAN21565
TCONS_00035870.p1	HUMAN22608
TCONS_00035871.p1	HUMAN22786
TCONS_00035872.p1	HUMAN29109
TCONS_00035876.p1	HUMAN09640
TCONS_00035884.p1	HUMAN29109
TCONS_00035885.p1	HUMAN29109
TCONS_00035886.p1	HUMAN08916
TCONS_00035900.p1	HUMAN12731
TCONS_00035902.p1	HUMAN08653
TCONS_00035906.p1	HUMAN08916
TCONS_00035908.p1	HUMAN29109
TCONS_00035909.p1	HUMAN19071
TCONS_00035912.p1	HUMAN25795
TCONS_00035918.p1	HUMAN09988
TCONS_00035924.p1	HUMAN06080
TCONS_00035925.p1	HUMAN18844
TCONS_00035927.p1	HUMAN19484
TCONS_00035930.p1	HUMAN24676
TCONS_00035933.p1	HUMAN07045
TCONS_00035934.p1	HUMAN05083
TCONS_00035937.p1	HUMAN03886
TCONS_00035940.p1	HUMAN13465
TCONS_00035943.p1	HUMAN06118
TCONS_00035945.p1	HUMAN27006
TCONS_00035946.p1	HUMAN23258
TCONS_00035950.p1	HUMAN27006
TCONS_00035951.p1	HUMAN25160
TCONS_00035956.p1	HUMAN25245
TCONS_00035957.p1	HUMAN27765
TCONS_00035958.p1	HUMAN27765
TCONS_00035961.p1	HUMAN19364
TCONS_00035962.p1	HUMAN02926
TCONS_00035966.p1	HUMAN14753
TCONS_00035967.p1	HUMAN22047
TCONS_00035970.p1	HUMAN02832
TCONS_00035972.p1	HUMAN05839
TCONS_00035976.p1	HUMAN09640
TCONS_00035983.p1	HUMAN05839
TCONS_00035985.p1	HUMAN22851
TCONS_00035987.p1	HUMAN04604
TCONS_00035988.p1	HUMAN04604
TCONS_00035993.p1	HUMAN06800
TCONS_00035998.p1	HUMAN23258
TCONS_00036004.p1	HUMAN11468
TCONS_00036006.p1	HUMAN26603
TCONS_00036011.p1	HUMAN11468
TCONS_00036014.p1	HUMAN03447
TCONS_00036015.p1	HUMAN05551
TCONS_00036017.p1	HUMAN23877
TCONS_00036020.p1	HUMAN13510
TCONS_00036021.p1	HUMAN05944
TCONS_00036023.p1	HUMAN28831
TCONS_00036027.p1	HUMAN04134
TCONS_00036033.p1	HUMAN05065
TCONS_00036036.p1	HUMAN19996
TCONS_00036037.p1	HUMAN06037
TCONS_00036039.p1	HUMAN17113
TCONS_00036047.p1	HUMAN01195
TCONS_00036050.p1	HUMAN25814
TCONS_00036051.p1	HUMAN18706
TCONS_00036053.p1	HUMAN03043
TCONS_00036061.p1	HUMAN01792
TCONS_00036063.p1	HUMAN22106
TCONS_00036064.p1	HUMAN22106
TCONS_00036067.p1	HUMAN04637
TCONS_00036084.p1	HUMAN04666
TCONS_00036085.p1	HUMAN00523
TCONS_00036087.p1	HUMAN04200
TCONS_00036089.p1	HUMAN10623
TCONS_00036090.p1	HUMAN29023
TCONS_00036091.p1	HUMAN11379
TCONS_00036098.p1	HUMAN11379
TCONS_00036100.p1	HUMAN29023
TCONS_00036105.p1	HUMAN11396
TCONS_00036106.p1	HUMAN29023
TCONS_00036109.p1	HUMAN13510
TCONS_00036110.p1	HUMAN07824
TCONS_00036114.p1	HUMAN29023
TCONS_00036119.p1	HUMAN11468
TCONS_00036120.p1	HUMAN11396
TCONS_00036121.p1	HUMAN29023
TCONS_00036122.p1	HUMAN26603
TCONS_00036123.p1	HUMAN13510
TCONS_00036124.p1	HUMAN07824
TCONS_00036126.p1	HUMAN07824
TCONS_00036130.p1	HUMAN25253
TCONS_00036131.p1	HUMAN24102
TCONS_00036132.p1	HUMAN30393
TCONS_00036133.p1	HUMAN18067
TCONS_00036137.p1	HUMAN14895
TCONS_00036139.p1	HUMAN03447
TCONS_00036140.p1	HUMAN29045
TCONS_00036141.p1	HUMAN03447
TCONS_00036142.p1	HUMAN03447
TCONS_00036149.p1	HUMAN06791
TCONS_00036151.p1	HUMAN11367
TCONS_00036157.p1	HUMAN23880
TCONS_00036158.p1	HUMAN23880
TCONS_00036160.p1	HUMAN22804
TCONS_00036161.p1	HUMAN23880
TCONS_00036162.p1	HUMAN23880
TCONS_00036163.p1	HUMAN23880
TCONS_00036164.p1	HUMAN29023
TCONS_00036165.p1	HUMAN13398
TCONS_00036166.p1	HUMAN13142
TCONS_00036167.p1	HUMAN05177
TCONS_00036171.p1	HUMAN15960
TCONS_00036172.p1	HUMAN25454
TCONS_00036173.p1	HUMAN03843
TCONS_00036174.p1	HUMAN06818
TCONS_00036175.p1	HUMAN04204
TCONS_00036179.p1	HUMAN03410
TCONS_00036181.p1	HUMAN06112
TCONS_00036192.p1	HUMAN08916
TCONS_00036193.p1	HUMAN02245
TCONS_00036196.p1	HUMAN24196
TCONS_00036197.p1	HUMAN14511
TCONS_00036198.p1	HUMAN08341
TCONS_00036200.p1	HUMAN08341
TCONS_00036201.p1	HUMAN21120
TCONS_00036206.p1	HUMAN03881
TCONS_00036208.p1	HUMAN28586
TCONS_00036217.p1	HUMAN04252
TCONS_00036221.p1	HUMAN06038
TCONS_00036222.p1	HUMAN02960
TCONS_00036224.p1	HUMAN08715
TCONS_00036225.p1	HUMAN08715
TCONS_00036227.p1	HUMAN08715
TCONS_00036228.p1	HUMAN06820
TCONS_00036229.p1	HUMAN25864
TCONS_00036230.p1	HUMAN19084
TCONS_00036231.p1	HUMAN26944
TCONS_00036232.p1	HUMAN26944
TCONS_00036233.p1	HUMAN26992
TCONS_00036235.p1	HUMAN26992
TCONS_00036236.p1	HUMAN26992
TCONS_00036237.p1	HUMAN10546
TCONS_00036247.p1	HUMAN04354
TCONS_00036248.p1	HUMAN06891
TCONS_00036249.p1	HUMAN29290
TCONS_00036252.p1	HUMAN20310
TCONS_00036253.p1	HUMAN06982
TCONS_00036256.p1	HUMAN17273
TCONS_00036258.p1	HUMAN21702
TCONS_00036260.p1	HUMAN19484
TCONS_00036263.p1	HUMAN04116
TCONS_00036264.p1	HUMAN20294
TCONS_00036269.p1	HUMAN04116
TCONS_00036270.p1	HUMAN20294
TCONS_00036272.p1	HUMAN11026
TCONS_00036276.p1	HUMAN19684
TCONS_00036278.p1	HUMAN19096
TCONS_00036279.p1	HUMAN20294
TCONS_00036280.p1	HUMAN22608
TCONS_00036282.p1	HUMAN06614
TCONS_00036285.p1	HUMAN23274
TCONS_00036286.p1	HUMAN22760
TCONS_00036291.p1	HUMAN20294
TCONS_00036294.p1	HUMAN08916
TCONS_00036295.p1	HUMAN28586
TCONS_00036296.p1	HUMAN18067
TCONS_00036298.p1	HUMAN08230
TCONS_00036301.p1	HUMAN19684
TCONS_00036303.p1	HUMAN04301
TCONS_00036309.p1	HUMAN07015
TCONS_00036312.p1	HUMAN17772
TCONS_00036317.p1	HUMAN07015
TCONS_00036321.p1	HUMAN29045
TCONS_00036323.p1	HUMAN19684
TCONS_00036324.p1	HUMAN04302
TCONS_00036325.p1	HUMAN18067
TCONS_00036335.p1	HUMAN17795
TCONS_00036336.p1	HUMAN28586
TCONS_00036338.p1	HUMAN20294
TCONS_00036339.p1	HUMAN11091
TCONS_00036343.p1	HUMAN02703
TCONS_00036345.p1	HUMAN06114
TCONS_00036347.p1	HUMAN19684
TCONS_00036348.p1	HUMAN29333
TCONS_00036355.p1	HUMAN26167
TCONS_00036356.p1	HUMAN07012
TCONS_00036357.p1	HUMAN20289
TCONS_00036358.p1	HUMAN04327
TCONS_00036360.p1	HUMAN26548
TCONS_00036362.p1	HUMAN21266
TCONS_00036366.p1	HUMAN04679
TCONS_00036367.p1	HUMAN05178
TCONS_00036368.p1	HUMAN05177
TCONS_00036369.p1	HUMAN15336
TCONS_00036370.p1	HUMAN01912
TCONS_00036371.p1	HUMAN04359
TCONS_00036377.p1	HUMAN04278
TCONS_00036379.p1	HUMAN27067
TCONS_00036390.p1	HUMAN01064
TCONS_00036404.p1	HUMAN15184
TCONS_00036408.p1	HUMAN02344
TCONS_00036412.p1	HUMAN27525
TCONS_00036413.p1	HUMAN24859
TCONS_00036414.p1	HUMAN00390
TCONS_00036415.p1	HUMAN13654
TCONS_00036416.p1	HUMAN30247
TCONS_00036418.p1	HUMAN05521
TCONS_00036421.p1	HUMAN21251
TCONS_00036422.p1	HUMAN24859
TCONS_00036423.p1	HUMAN00390
TCONS_00036424.p1	HUMAN13654
TCONS_00036427.p1	HUMAN05520
TCONS_00036428.p1	HUMAN21251
TCONS_00036430.p1	HUMAN21251
TCONS_00036431.p1	HUMAN21251
TCONS_00036432.p1	HUMAN21251
TCONS_00036433.p1	HUMAN21251
TCONS_00036434.p1	HUMAN04667
TCONS_00036435.p1	HUMAN02310
TCONS_00036436.p1	HUMAN04186
TCONS_00036438.p1	HUMAN24832
TCONS_00036441.p1	HUMAN05058
TCONS_00036442.p1	HUMAN05839
TCONS_00036447.p1	HUMAN03717
TCONS_00036448.p1	HUMAN03717
TCONS_00036453.p1	HUMAN00695
TCONS_00036455.p1	HUMAN14576
TCONS_00036456.p1	HUMAN15738
TCONS_00036457.p1	HUMAN14576
TCONS_00036458.p1	HUMAN14748
TCONS_00036463.p1	HUMAN04154
TCONS_00036464.p1	HUMAN19604
TCONS_00036465.p1	HUMAN02864
TCONS_00036466.p1	HUMAN06808
TCONS_00036467.p1	HUMAN04438
TCONS_00036468.p1	HUMAN01858
TCONS_00036469.p1	HUMAN16613
TCONS_00036473.p1	HUMAN08230
TCONS_00036476.p1	HUMAN13653
TCONS_00036479.p1	HUMAN03043
TCONS_00036480.p1	HUMAN03043
TCONS_00036484.p1	HUMAN28579
TCONS_00036487.p1	HUMAN23493
TCONS_00036490.p1	HUMAN09531
TCONS_00036493.p1	HUMAN17692
TCONS_00036494.p1	HUMAN18291
TCONS_00036501.p1	HUMAN01195
TCONS_00036502.p1	HUMAN09460
TCONS_00036503.p1	HUMAN20348
TCONS_00036508.p1	HUMAN10623
TCONS_00036511.p1	HUMAN02385
TCONS_00036516.p1	HUMAN03958
TCONS_00036517.p1	HUMAN03958
TCONS_00036518.p1	HUMAN22634
TCONS_00036519.p1	HUMAN24564
TCONS_00036525.p1	HUMAN06614
TCONS_00036527.p1	HUMAN16912
TCONS_00036531.p1	HUMAN03447
TCONS_00036532.p1	HUMAN03447
TCONS_00036540.p1	HUMAN29023
TCONS_00036544.p1	HUMAN04714
TCONS_00036548.p1	HUMAN03946
TCONS_00036553.p1	HUMAN19686
TCONS_00036557.p1	HUMAN30702
TCONS_00036563.p1	HUMAN19687
TCONS_00036564.p1	HUMAN30702
