TCONS_00000010.p1	OFUSG03055.1.p1
TCONS_00027430.p1	OFUSG06010.2.p1
TCONS_00027431.p1	OFUSG19350.1.p1
TCONS_00027432.p1	OFUSG07298.2.p1
TCONS_00027443.p1	OFUSG19501.1.p1
TCONS_00027448.p1	OFUSG19489.1.p1
TCONS_00027450.p1	OFUSG05598.1.p1
TCONS_00027451.p1	OFUSG26828.1.p1
TCONS_00027452.p1	OFUSG18767.1.p1
TCONS_00027453.p1	OFUSG19529.1.p1
TCONS_00027454.p1	OFUSG12292.1.p1
TCONS_00027455.p1	OFUSG19186.1.p1
TCONS_00027455.p1	OFUSG19186.2.p1
TCONS_00027464.p1	OFUSG12194.1.p1
TCONS_00027464.p1	OFUSG12195.1.p1
TCONS_00027467.p1	OFUSG00465.1.p1
TCONS_00027467.p1	OFUSG12542.1.p1
TCONS_00027470.p1	OFUSG06274.1.p1
TCONS_00027474.p1	OFUSG21236.1.p1
TCONS_00027474.p1	OFUSG21236.2.p1
TCONS_00027475.p1	OFUSG06275.1.p1
TCONS_00027477.p1	OFUSG15817.1.p1
TCONS_00027477.p1	OFUSG18887.1.p1
TCONS_00027479.p1	OFUSG06132.1.p1
TCONS_00027479.p1	OFUSG06132.2.p1
TCONS_00027482.p1	OFUSG10594.1.p1
TCONS_00027488.p1	OFUSG06847.1.p1
TCONS_00027488.p1	OFUSG06870.1.p1
TCONS_00027488.p1	OFUSG06979.1.p1
TCONS_00027488.p1	OFUSG24095.1.p1
TCONS_00027495.p1	OFUSG05663.1.p1
TCONS_00027495.p1	OFUSG18379.1.p1
TCONS_00027495.p1	OFUSG18380.1.p1
TCONS_00027495.p1	OFUSG18380.2.p1
TCONS_00027495.p1	OFUSG18380.3.p1
TCONS_00027495.p1	OFUSG18380.4.p1
TCONS_00027495.p1	OFUSG19025.1.p1
TCONS_00027495.p1	OFUSG19028.1.p1
TCONS_00027496.p1	OFUSG05137.1.p1
TCONS_00027496.p1	OFUSG06027.1.p1
TCONS_00027496.p1	OFUSG15416.1.p1
TCONS_00027496.p1	OFUSG15511.1.p1
TCONS_00027496.p1	OFUSG15511.2.p1
TCONS_00027496.p1	OFUSG15511.3.p1
TCONS_00027496.p1	OFUSG15511.4.p1
TCONS_00027496.p1	OFUSG15511.5.p1
TCONS_00027497.p1	OFUSG01068.1.p1
TCONS_00027497.p1	OFUSG10846.1.p1
TCONS_00027497.p1	OFUSG12151.1.p1
TCONS_00027497.p1	OFUSG13229.1.p1
TCONS_00027497.p1	OFUSG23374.1.p1
TCONS_00027497.p1	OFUSG24984.1.p1
TCONS_00027499.p1	OFUSG08592.1.p1
TCONS_00027510.p1	OFUSG05672.1.p1
TCONS_00027510.p1	OFUSG05673.1.p1
TCONS_00027514.p1	OFUSG06503.1.p1
TCONS_00027515.p1	OFUSG05596.1.p1
TCONS_00027521.p1	OFUSG15712.1.p1
TCONS_00027526.p1	OFUSG16665.1.p1
TCONS_00027527.p1	OFUSG05886.1.p1
TCONS_00027531.p1	OFUSG02587.1.p1
TCONS_00027531.p1	OFUSG14365.1.p1
TCONS_00027536.p1	OFUSG09857.1.p1
TCONS_00027541.p1	OFUSG18946.1.p1
TCONS_00027542.p1	OFUSG08840.1.p1
TCONS_00027542.p1	OFUSG09391.1.p1
TCONS_00027542.p1	OFUSG18294.1.p1
TCONS_00027542.p1	OFUSG22112.1.p1
TCONS_00027552.p1	OFUSG20999.1.p1
TCONS_00027553.p1	OFUSG03062.1.p1
TCONS_00027553.p1	OFUSG04855.1.p1
TCONS_00027553.p1	OFUSG04857.1.p1
TCONS_00027553.p1	OFUSG06722.1.p1
TCONS_00027553.p1	OFUSG13478.1.p1
TCONS_00027553.p1	OFUSG13479.1.p1
TCONS_00027553.p1	OFUSG13480.1.p1
TCONS_00027553.p1	OFUSG15343.1.p1
TCONS_00027553.p1	OFUSG19274.1.p1
TCONS_00027553.p1	OFUSG19274.2.p1
TCONS_00027553.p1	OFUSG23867.1.p1
TCONS_00027553.p1	OFUSG24820.1.p1
TCONS_00027559.p1	OFUSG05962.1.p1
TCONS_00027559.p1	OFUSG05962.2.p1
TCONS_00027561.p1	OFUSG19148.1.p1
TCONS_00027562.p1	OFUSG18983.2.p1
TCONS_00027562.p1	OFUSG18983.3.p1
TCONS_00027563.p1	OFUSG18983.1.p1
TCONS_00027564.p1	OFUSG05696.1.p1
TCONS_00027565.p1	OFUSG05793.1.p1
TCONS_00027568.p1	OFUSG06542.1.p1
TCONS_00027569.p1	OFUSG06775.1.p1
TCONS_00027571.p1	OFUSG19207.1.p1
TCONS_00027577.p1	OFUSG09308.1.p1
TCONS_00027586.p1	OFUSG06577.1.p1
TCONS_00027591.p1	OFUSG05589.1.p1
TCONS_00027595.p1	OFUSG00572.1.p1
TCONS_00027597.p1	OFUSG15155.1.p1
TCONS_00027604.p1	OFUSG19497.1.p1
TCONS_00027608.p1	OFUSG06493.1.p1
TCONS_00027609.p1	OFUSG05660.1.p1
TCONS_00027612.p1	OFUSG06528.1.p1
TCONS_00027623.p1	OFUSG05759.1.p1
TCONS_00027626.p1	OFUSG05784.1.p1
TCONS_00027628.p1	OFUSG06704.1.p1
TCONS_00027634.p1	OFUSG19554.1.p1
TCONS_00027636.p1	OFUSG05977.1.p1
TCONS_00027638.p1	OFUSG07496.1.p1
TCONS_00027638.p1	OFUSG16104.1.p1
TCONS_00027638.p1	OFUSG19364.1.p1
TCONS_00027639.p1	OFUSG05803.1.p1
TCONS_00027640.p1	OFUSG05461.1.p1
TCONS_00027640.p1	OFUSG05981.1.p1
TCONS_00027650.p1	OFUSG05974.1.p1
TCONS_00027657.p1	OFUSG19004.1.p1
TCONS_00027661.p1	OFUSG05767.1.p1
TCONS_00027673.p1	OFUSG06567.1.p1
TCONS_00027675.p1	OFUSG19490.1.p1
TCONS_00027677.p1	OFUSG05769.1.p1
TCONS_00027679.p1	OFUSG19113.1.p1
TCONS_00027680.p1	OFUSG19370.1.p1
TCONS_00027682.p1	OFUSG05452.4.p1
TCONS_00027682.p1	OFUSG05452.5.p1
TCONS_00027683.p1	OFUSG00088.1.p1
TCONS_00027683.p1	OFUSG00092.1.p1
TCONS_00027683.p1	OFUSG00092.2.p1
TCONS_00027683.p1	OFUSG00708.1.p1
TCONS_00027683.p1	OFUSG18738.1.p1
TCONS_00027684.p1	OFUSG05757.1.p1
TCONS_00027684.p1	OFUSG14022.1.p1
TCONS_00027684.p1	OFUSG19700.2.p1
TCONS_00027684.p1	OFUSG21426.1.p1
TCONS_00027685.p1	OFUSG06572.1.p1
TCONS_00027688.p1	OFUSG06081.1.p1
TCONS_00027688.p1	OFUSG06081.2.p1
TCONS_00027690.p1	OFUSG03578.1.p1
TCONS_00027691.p1	OFUSG06668.1.p1
TCONS_00027693.p1	OFUSG06015.1.p1
TCONS_00027694.p1	OFUSG19276.1.p1
TCONS_00027695.p1	OFUSG05575.1.p1
TCONS_00027696.p1	OFUSG06967.1.p1
TCONS_00027698.p1	OFUSG11143.1.p1
TCONS_00027698.p1	OFUSG11144.1.p1
TCONS_00027701.p1	OFUSG05145.1.p1
TCONS_00027701.p1	OFUSG17350.1.p1
TCONS_00027705.p1	OFUSG00029.1.p1
TCONS_00027713.p1	OFUSG04258.1.p1
TCONS_00027713.p1	OFUSG04268.1.p1
TCONS_00027713.p1	OFUSG04268.2.p1
TCONS_00027713.p1	OFUSG17976.1.p1
TCONS_00027713.p1	OFUSG19627.1.p1
TCONS_00027713.p1	OFUSG24572.1.p1
TCONS_00027725.p1	OFUSG22694.1.p1
TCONS_00027729.p1	OFUSG06766.1.p1
TCONS_00027730.p1	OFUSG06732.1.p1
TCONS_00027730.p1	OFUSG06732.2.p1
TCONS_00027730.p1	OFUSG06732.3.p1
TCONS_00027737.p1	OFUSG06289.1.p1
TCONS_00027737.p1	OFUSG06289.2.p1
TCONS_00027737.p1	OFUSG06289.3.p1
TCONS_00027737.p1	OFUSG06289.4.p1
TCONS_00027737.p1	OFUSG06289.5.p1
TCONS_00027739.p1	OFUSG25153.1.p1
TCONS_00027740.p1	OFUSG19161.1.p1
TCONS_00027740.p1	OFUSG19163.1.p1
TCONS_00027741.p1	OFUSG05984.1.p1
TCONS_00027742.p1	OFUSG05626.1.p1
TCONS_00027745.p1	OFUSG06723.1.p1
TCONS_00027746.p1	OFUSG02915.1.p1
TCONS_00027751.p1	OFUSG01499.1.p1
TCONS_00027752.p1	OFUSG07336.2.p1
TCONS_00027752.p1	OFUSG25650.1.p1
TCONS_00027755.p1	OFUSG03307.1.p1
TCONS_00027757.p1	OFUSG25365.1.p1
TCONS_00027763.p1	OFUSG04022.1.p1
TCONS_00027763.p1	OFUSG24866.1.p1
TCONS_00027764.p1	OFUSG23220.1.p1
TCONS_00027771.p1	OFUSG07697.1.p1
TCONS_00027772.p1	OFUSG06825.1.p1
TCONS_00027776.p1	OFUSG03573.1.p1
TCONS_00027776.p1	OFUSG05992.1.p1
TCONS_00027776.p1	OFUSG05992.2.p1
TCONS_00027776.p1	OFUSG05992.3.p1
TCONS_00027776.p1	OFUSG05992.4.p1
TCONS_00027776.p1	OFUSG13017.1.p1
TCONS_00027776.p1	OFUSG14872.1.p1
TCONS_00027776.p1	OFUSG15592.1.p1
TCONS_00027776.p1	OFUSG23238.1.p1
TCONS_00027781.p1	OFUSG07092.1.p1
TCONS_00027782.p1	OFUSG06868.1.p1
TCONS_00027783.p1	OFUSG03520.1.p1
TCONS_00027783.p1	OFUSG03522.1.p1
TCONS_00027783.p1	OFUSG04100.1.p1
TCONS_00027783.p1	OFUSG08640.1.p1
TCONS_00027783.p1	OFUSG15958.1.p1
TCONS_00027783.p1	OFUSG16181.1.p1
TCONS_00027783.p1	OFUSG16181.2.p1
TCONS_00027783.p1	OFUSG16390.1.p1
TCONS_00027783.p1	OFUSG16391.1.p1
TCONS_00027783.p1	OFUSG19884.1.p1
TCONS_00027783.p1	OFUSG25924.1.p1
TCONS_00027784.p1	OFUSG03519.1.p1
TCONS_00027784.p1	OFUSG03521.1.p1
TCONS_00027784.p1	OFUSG17414.1.p1
TCONS_00027784.p1	OFUSG17414.2.p1
TCONS_00027786.p1	OFUSG06000.1.p1
TCONS_00027788.p1	OFUSG05885.1.p1
TCONS_00027788.p1	OFUSG05885.2.p1
TCONS_00027789.p1	OFUSG06017.1.p1
TCONS_00027802.p1	OFUSG20233.1.p1
TCONS_00027811.p1	OFUSG05736.1.p1
TCONS_00027814.p1	OFUSG06610.1.p1
TCONS_00027821.p1	OFUSG18907.1.p1
TCONS_00027822.p1	OFUSG13395.1.p1
TCONS_00027822.p1	OFUSG20292.1.p1
TCONS_00027822.p1	OFUSG20292.2.p1
TCONS_00027823.p1	OFUSG05604.1.p1
TCONS_00027823.p1	OFUSG23879.1.p1
TCONS_00027824.p1	OFUSG04581.1.p1
TCONS_00027825.p1	OFUSG05469.1.p1
TCONS_00027825.p1	OFUSG05469.2.p1
TCONS_00027826.p1	OFUSG05592.1.p1
TCONS_00027826.p1	OFUSG05593.1.p1
TCONS_00027829.p1	OFUSG05591.1.p1
TCONS_00027830.p1	OFUSG06713.1.p1
TCONS_00027831.p1	OFUSG00597.1.p1
TCONS_00027831.p1	OFUSG01220.1.p1
TCONS_00027831.p1	OFUSG04428.1.p1
TCONS_00027831.p1	OFUSG05776.1.p1
TCONS_00027831.p1	OFUSG19471.1.p1
TCONS_00027831.p1	OFUSG24718.1.p1
TCONS_00027833.p1	OFUSG06674.1.p1
TCONS_00027844.p1	OFUSG04401.1.p1
TCONS_00027847.p1	OFUSG13025.1.p1
TCONS_00027849.p1	OFUSG06800.1.p1
TCONS_00027852.p1	OFUSG19565.1.p1
TCONS_00027854.p1	OFUSG08992.1.p1
TCONS_00027854.p1	OFUSG08992.2.p1
TCONS_00027854.p1	OFUSG09021.1.p1
TCONS_00027854.p1	OFUSG14767.1.p1
TCONS_00027854.p1	OFUSG18329.1.p1
TCONS_00027856.p1	OFUSG14857.1.p1
TCONS_00027858.p1	OFUSG19630.1.p1
TCONS_00027858.p1	OFUSG19630.2.p1
TCONS_00027858.p1	OFUSG19630.3.p1
TCONS_00027858.p1	OFUSG19630.4.p1
TCONS_00027860.p1	OFUSG08778.1.p1
TCONS_00027867.p1	OFUSG09441.1.p1
TCONS_00027867.p1	OFUSG09446.1.p1
TCONS_00027867.p1	OFUSG16706.1.p1
TCONS_00027869.p1	OFUSG09207.1.p1
TCONS_00027869.p1	OFUSG23994.1.p1
TCONS_00027870.p1	OFUSG08810.1.p1
TCONS_00027872.p1	OFUSG11097.1.p1
TCONS_00027879.p1	OFUSG13946.1.p1
TCONS_00027880.p1	OFUSG10669.1.p1
TCONS_00027881.p1	OFUSG09263.1.p1
TCONS_00027890.p1	OFUSG09772.1.p1
TCONS_00027890.p1	OFUSG09772.2.p1
TCONS_00027890.p1	OFUSG09772.3.p1
TCONS_00027894.p1	OFUSG09062.1.p1
TCONS_00027894.p1	OFUSG09062.2.p1
TCONS_00027895.p1	OFUSG17402.1.p1
TCONS_00027896.p1	OFUSG09473.1.p1
TCONS_00027902.p1	OFUSG03538.1.p1
TCONS_00027902.p1	OFUSG18902.1.p1
TCONS_00027903.p1	OFUSG04862.1.p1
TCONS_00027903.p1	OFUSG21546.1.p1
TCONS_00027913.p1	OFUSG09712.1.p1
TCONS_00027914.p1	OFUSG02428.1.p1
TCONS_00027914.p1	OFUSG06659.1.p1
TCONS_00027914.p1	OFUSG06661.1.p1
TCONS_00027914.p1	OFUSG10707.1.p1
TCONS_00027914.p1	OFUSG10736.1.p1
TCONS_00027915.p1	OFUSG09804.1.p1
TCONS_00027918.p1	OFUSG08552.1.p1
TCONS_00027918.p1	OFUSG08587.1.p1
TCONS_00027920.p1	OFUSG20188.1.p1
TCONS_00027921.p1	OFUSG09305.1.p1
TCONS_00027922.p1	OFUSG03037.1.p1
TCONS_00027923.p1	OFUSG01394.1.p1
TCONS_00027923.p1	OFUSG11519.1.p1
TCONS_00027927.p1	OFUSG19919.1.p1
TCONS_00027928.p1	OFUSG19904.1.p1
TCONS_00027929.p1	OFUSG09553.1.p1
TCONS_00027931.p1	OFUSG08660.1.p1
TCONS_00027932.p1	OFUSG09474.1.p1
TCONS_00027932.p1	OFUSG09474.2.p1
TCONS_00027936.p1	OFUSG09289.1.p1
TCONS_00027937.p1	OFUSG25435.1.p1
TCONS_00027939.p1	OFUSG09368.1.p1
TCONS_00027939.p1	OFUSG09368.2.p1
TCONS_00027939.p1	OFUSG09368.3.p1
TCONS_00027944.p1	OFUSG09719.1.p1
TCONS_00027945.p1	OFUSG09784.1.p1
TCONS_00027947.p1	OFUSG09208.1.p1
TCONS_00027949.p1	OFUSG09493.1.p1
TCONS_00027950.p1	OFUSG08872.1.p1
TCONS_00027954.p1	OFUSG08709.1.p1
TCONS_00027956.p1	OFUSG26949.1.p1
TCONS_00027964.p1	OFUSG00168.1.p1
TCONS_00027964.p1	OFUSG07882.1.p1
TCONS_00027964.p1	OFUSG11462.1.p1
TCONS_00027964.p1	OFUSG14667.1.p1
TCONS_00027967.p1	OFUSG16097.1.p1
TCONS_00027968.p1	OFUSG08474.1.p1
TCONS_00027968.p1	OFUSG08474.2.p1
TCONS_00027971.p1	OFUSG09059.1.p1
TCONS_00027977.p1	OFUSG11411.1.p1
TCONS_00027979.p1	OFUSG26684.1.p1
TCONS_00027980.p1	OFUSG08674.1.p1
TCONS_00027983.p1	OFUSG07602.1.p1
TCONS_00027983.p1	OFUSG08618.1.p1
TCONS_00027985.p1	OFUSG09458.1.p1
TCONS_00027986.p1	OFUSG09764.1.p1
TCONS_00027989.p1	OFUSG12489.1.p2
TCONS_00027989.p1	OFUSG12489.2.p2
TCONS_00027989.p1	OFUSG12489.3.p2
TCONS_00027989.p1	OFUSG18233.1.p1
TCONS_00027999.p1	OFUSG19996.1.p1
TCONS_00027999.p1	OFUSG24782.1.p1
TCONS_00028000.p1	OFUSG19993.1.p1
TCONS_00028000.p1	OFUSG19994.1.p1
TCONS_00028000.p1	OFUSG19995.1.p1
TCONS_00028003.p1	OFUSG09199.1.p1
TCONS_00028006.p1	OFUSG08609.1.p1
TCONS_00028007.p1	OFUSG17496.1.p1
TCONS_00028010.p1	OFUSG08610.2.p1
TCONS_00028016.p1	OFUSG09769.1.p1
TCONS_00028016.p1	OFUSG17318.1.p1
TCONS_00028016.p1	OFUSG17318.2.p1
TCONS_00028021.p1	OFUSG09417.1.p1
TCONS_00028028.p1	OFUSG00299.1.p1
TCONS_00028028.p1	OFUSG08923.1.p1
TCONS_00028033.p1	OFUSG03555.1.p1
TCONS_00028035.p1	OFUSG05188.1.p1
TCONS_00028035.p1	OFUSG08020.1.p1
TCONS_00028035.p1	OFUSG14098.1.p1
TCONS_00028035.p1	OFUSG21396.1.p1
TCONS_00028037.p1	OFUSG01696.1.p1
TCONS_00028037.p1	OFUSG05435.1.p1
TCONS_00028037.p1	OFUSG07456.1.p1
TCONS_00028037.p1	OFUSG11004.1.p1
TCONS_00028037.p1	OFUSG11005.1.p1
TCONS_00028037.p1	OFUSG12907.1.p1
TCONS_00028037.p1	OFUSG16079.1.p1
TCONS_00028037.p1	OFUSG18359.1.p1
TCONS_00028037.p1	OFUSG18686.1.p1
TCONS_00028037.p1	OFUSG20813.1.p1
TCONS_00028037.p1	OFUSG20814.1.p1
TCONS_00028037.p1	OFUSG21027.1.p1
TCONS_00028039.p1	OFUSG25398.1.p1
TCONS_00028040.p1	OFUSG09925.1.p1
TCONS_00028040.p1	OFUSG14099.1.p1
TCONS_00028042.p1	OFUSG08029.1.p1
TCONS_00028042.p1	OFUSG20256.1.p1
TCONS_00028047.p1	OFUSG09017.1.p1
TCONS_00028047.p1	OFUSG09019.1.p1
TCONS_00028048.p1	OFUSG03702.1.p1
TCONS_00028050.p1	OFUSG09819.1.p1
TCONS_00028050.p1	OFUSG09819.2.p1
TCONS_00028051.p1	OFUSG09721.1.p1
TCONS_00028051.p1	OFUSG09721.2.p1
TCONS_00028051.p1	OFUSG09721.3.p1
TCONS_00028051.p1	OFUSG09722.1.p1
TCONS_00028051.p1	OFUSG09723.1.p1
TCONS_00028054.p1	OFUSG09137.1.p1
TCONS_00028058.p1	OFUSG09411.1.p1
TCONS_00028061.p1	OFUSG08908.1.p1
TCONS_00028061.p1	OFUSG11111.1.p1
TCONS_00028061.p1	OFUSG14664.1.p1
TCONS_00028061.p1	OFUSG22902.1.p1
TCONS_00028062.p1	OFUSG08560.1.p1
TCONS_00028063.p1	OFUSG09314.1.p1
TCONS_00028063.p1	OFUSG09314.2.p1
TCONS_00028065.p1	OFUSG08467.1.p1
TCONS_00028065.p1	OFUSG08467.2.p1
TCONS_00028069.p1	OFUSG09815.1.p1
TCONS_00028069.p1	OFUSG09815.2.p1
TCONS_00028086.p1	OFUSG09739.1.p1
TCONS_00028088.p1	OFUSG02329.1.p1
TCONS_00028088.p1	OFUSG02330.1.p1
TCONS_00028088.p1	OFUSG05520.1.p1
TCONS_00028088.p1	OFUSG08823.1.p1
TCONS_00028088.p1	OFUSG08979.1.p1
TCONS_00028088.p1	OFUSG09075.1.p1
TCONS_00028088.p1	OFUSG09103.1.p1
TCONS_00028088.p1	OFUSG10398.1.p1
TCONS_00028088.p1	OFUSG14197.1.p1
TCONS_00028088.p1	OFUSG23704.1.p1
TCONS_00028091.p1	OFUSG13995.1.p1
TCONS_00028091.p1	OFUSG19660.1.p1
TCONS_00028091.p1	OFUSG19660.2.p1
TCONS_00028091.p1	OFUSG19660.3.p1
TCONS_00028092.p1	OFUSG00621.1.p1
TCONS_00028098.p1	OFUSG09781.1.p1
TCONS_00028098.p1	OFUSG09781.2.p1
TCONS_00028098.p1	OFUSG09781.3.p1
TCONS_00028100.p1	OFUSG14375.1.p1
TCONS_00028116.p1	OFUSG09507.1.p1
TCONS_00028117.p1	OFUSG20144.1.p1
TCONS_00028119.p1	OFUSG09012.1.p1
TCONS_00028123.p1	OFUSG09011.1.p1
TCONS_00028129.p1	OFUSG09055.1.p1
TCONS_00028133.p1	OFUSG22739.1.p1
TCONS_00028133.p1	OFUSG24608.1.p1
TCONS_00028133.p1	OFUSG25988.1.p1
TCONS_00028133.p1	OFUSG25988.2.p1
TCONS_00028141.p1	OFUSG20143.1.p1
TCONS_00028141.p1	OFUSG20143.2.p1
TCONS_00028141.p1	OFUSG20143.3.p1
TCONS_00028141.p1	OFUSG20143.4.p1
TCONS_00028142.p1	OFUSG09632.1.p1
TCONS_00028144.p1	OFUSG09635.1.p1
TCONS_00028151.p1	OFUSG09268.1.p1
TCONS_00028155.p1	OFUSG09348.1.p1
TCONS_00028156.p1	OFUSG19649.1.p1
TCONS_00028157.p1	OFUSG08787.1.p1
TCONS_00028158.p1	OFUSG09831.1.p1
TCONS_00028158.p1	OFUSG09831.2.p1
TCONS_00028158.p1	OFUSG09831.3.p1
TCONS_00028158.p1	OFUSG09831.4.p1
TCONS_00028158.p1	OFUSG09831.5.p1
TCONS_00028161.p1	OFUSG08588.1.p1
TCONS_00028162.p1	OFUSG05223.1.p1
TCONS_00028162.p1	OFUSG09754.1.p1
TCONS_00028163.p1	OFUSG19658.1.p1
TCONS_00028168.p1	OFUSG08438.1.p1
TCONS_00028170.p1	OFUSG09858.1.p1
TCONS_00028170.p1	OFUSG09858.2.p1
TCONS_00028170.p1	OFUSG21423.1.p1
TCONS_00028170.p1	OFUSG21423.2.p1
TCONS_00028170.p1	OFUSG21423.3.p1
TCONS_00028170.p1	OFUSG21642.1.p1
TCONS_00028170.p1	OFUSG21642.2.p1
TCONS_00028170.p1	OFUSG21642.3.p1
TCONS_00028170.p1	OFUSG21642.4.p1
TCONS_00028178.p1	OFUSG08876.1.p1
TCONS_00028178.p1	OFUSG08876.2.p1
TCONS_00028178.p1	OFUSG08876.3.p1
TCONS_00028179.p1	OFUSG09806.1.p1
TCONS_00028182.p1	OFUSG09639.1.p1
TCONS_00028189.p1	OFUSG09234.1.p1
TCONS_00028192.p1	OFUSG19871.1.p1
TCONS_00028201.p1	OFUSG08631.1.p1
TCONS_00028202.p1	OFUSG09599.1.p1
TCONS_00028203.p1	OFUSG10242.1.p1
TCONS_00028204.p1	OFUSG09567.1.p1
TCONS_00028206.p1	OFUSG17221.1.p1
TCONS_00028208.p1	OFUSG20059.1.p1
TCONS_00028210.p1	OFUSG03339.1.p1
TCONS_00028210.p1	OFUSG03340.1.p1
TCONS_00028210.p1	OFUSG09678.1.p1
TCONS_00028210.p1	OFUSG15237.1.p1
TCONS_00028210.p1	OFUSG15797.1.p1
TCONS_00028211.p1	OFUSG20056.1.p1
TCONS_00028222.p1	OFUSG09738.1.p1
TCONS_00028224.p1	OFUSG08901.1.p1
TCONS_00028230.p1	OFUSG09757.1.p1
TCONS_00028230.p1	OFUSG09757.2.p1
TCONS_00028232.p1	OFUSG09470.1.p1
TCONS_00028232.p1	OFUSG09471.1.p1
TCONS_00028236.p1	OFUSG16722.1.p1
TCONS_00028238.p1	OFUSG09740.1.p1
TCONS_00028239.p1	OFUSG19710.1.p1
TCONS_00028245.p1	OFUSG08759.1.p1
TCONS_00028254.p1	OFUSG05779.1.p1
TCONS_00028254.p1	OFUSG19398.1.p1
TCONS_00028257.p1	OFUSG08809.1.p1
TCONS_00028259.p1	OFUSG05719.1.p2
TCONS_00028259.p1	OFUSG19048.1.p1
TCONS_00028260.p1	OFUSG08603.1.p1
TCONS_00028261.p1	OFUSG09455.1.p1
TCONS_00028264.p1	OFUSG09679.1.p1
TCONS_00028276.p1	OFUSG08684.1.p1
TCONS_00028276.p1	OFUSG08946.1.p1
TCONS_00028279.p1	OFUSG09056.1.p1
TCONS_00028282.p1	OFUSG14571.1.p1
TCONS_00028283.p1	OFUSG08456.1.p1
TCONS_00028284.p1	OFUSG08443.1.p1
TCONS_00028285.p1	OFUSG09197.1.p1
TCONS_00028290.p1	OFUSG09196.1.p1
TCONS_00028292.p1	OFUSG09189.1.p1
TCONS_00028293.p1	OFUSG09737.1.p1
TCONS_00028296.p1	OFUSG20200.1.p1
TCONS_00028299.p1	OFUSG07801.1.p1
TCONS_00028299.p1	OFUSG07801.2.p1
TCONS_00028299.p1	OFUSG09800.1.p1
TCONS_00028299.p1	OFUSG09801.2.p1
TCONS_00028299.p1	OFUSG14532.1.p1
TCONS_00028299.p1	OFUSG21536.1.p1
TCONS_00028308.p1	OFUSG08994.1.p1
TCONS_00028310.p1	OFUSG08935.1.p1
TCONS_00028312.p1	OFUSG08879.1.p1
TCONS_00028318.p1	OFUSG08468.1.p1
TCONS_00028321.p1	OFUSG09108.1.p1
TCONS_00028322.p1	OFUSG09109.1.p1
TCONS_00028322.p1	OFUSG09109.2.p1
TCONS_00028323.p1	OFUSG08860.1.p1
TCONS_00028324.p1	OFUSG09082.1.p1
TCONS_00028328.p1	OFUSG19920.1.p1
TCONS_00028328.p1	OFUSG19920.2.p1
TCONS_00028328.p1	OFUSG19920.3.p1
TCONS_00028334.p1	OFUSG19922.1.p1
TCONS_00028336.p1	OFUSG14070.1.p1
TCONS_00028338.p1	OFUSG09006.1.p1
TCONS_00028338.p1	OFUSG09006.2.p1
TCONS_00028340.p1	OFUSG19903.1.p1
TCONS_00028340.p1	OFUSG19903.2.p1
TCONS_00028344.p1	OFUSG13374.1.p1
TCONS_00028344.p1	OFUSG19692.1.p1
TCONS_00028345.p1	OFUSG09266.1.p1
TCONS_00028345.p1	OFUSG20978.1.p1
TCONS_00028347.p1	OFUSG08865.1.p1
TCONS_00028348.p1	OFUSG09588.1.p1
TCONS_00028350.p1	OFUSG08788.1.p1
TCONS_00028351.p1	OFUSG19674.1.p1
TCONS_00028351.p1	OFUSG19674.2.p1
TCONS_00028354.p1	OFUSG19672.1.p1
TCONS_00028354.p1	OFUSG19672.2.p1
TCONS_00028361.p1	OFUSG01595.1.p1
TCONS_00028361.p1	OFUSG07168.1.p1
TCONS_00028367.p1	OFUSG25576.1.p1
TCONS_00028374.p1	OFUSG20109.1.p1
TCONS_00028375.p1	OFUSG00558.1.p1
TCONS_00028375.p1	OFUSG00559.1.p1
TCONS_00028375.p1	OFUSG00559.2.p1
TCONS_00028375.p1	OFUSG00768.1.p1
TCONS_00028376.p1	OFUSG09210.1.p1
TCONS_00028376.p1	OFUSG09210.2.p1
TCONS_00028379.p1	OFUSG09616.1.p1
TCONS_00028384.p1	OFUSG19852.1.p1
TCONS_00028386.p1	OFUSG07382.1.p1
TCONS_00028386.p1	OFUSG09742.1.p1
TCONS_00028386.p1	OFUSG18672.1.p1
TCONS_00028386.p1	OFUSG18672.2.p1
TCONS_00028391.p1	OFUSG08820.1.p1
TCONS_00028391.p1	OFUSG08820.2.p1
TCONS_00028392.p1	OFUSG08598.1.p1
TCONS_00028393.p1	OFUSG09464.1.p1
TCONS_00028394.p1	OFUSG20011.1.p1
TCONS_00028399.p1	OFUSG04821.1.p1
TCONS_00028399.p1	OFUSG07063.1.p1
TCONS_00028399.p1	OFUSG19292.1.p1
TCONS_00028403.p1	OFUSG08544.1.p1
TCONS_00028405.p1	OFUSG08875.1.p1
TCONS_00028405.p1	OFUSG08875.2.p1
TCONS_00028408.p1	OFUSG09743.1.p1
TCONS_00028409.p1	OFUSG09744.1.p1
TCONS_00028411.p1	OFUSG09718.1.p1
TCONS_00028411.p1	OFUSG09718.2.p1
TCONS_00028412.p1	OFUSG21856.1.p1
TCONS_00028413.p1	OFUSG26018.1.p1
TCONS_00028414.p1	OFUSG20350.1.p1
TCONS_00028417.p1	OFUSG08767.1.p1
TCONS_00028419.p1	OFUSG09026.1.p1
TCONS_00028429.p1	OFUSG00513.1.p1
TCONS_00028429.p1	OFUSG00514.1.p1
TCONS_00028429.p1	OFUSG04988.1.p1
TCONS_00028429.p1	OFUSG15108.1.p1
TCONS_00028430.p1	OFUSG08532.1.p1
