TCONS_00053250.p1	BRALA00797
TCONS_00044558.p1	BRALA30858
TCONS_00033217.p1	BRALA13220
TCONS_00041449.p1	BRALA15442
TCONS_00025244.p1	BRALA02060
TCONS_00002865.p1	BRALA04572
TCONS_00030082.p1	BRALA06722
TCONS_00000854.p1	BRALA23721
TCONS_00051193.p1	BRALA15840
TCONS_00020369.p1	BRALA07771
TCONS_00030925.p1	BRALA03976
TCONS_00039538.p1	BRALA27274
TCONS_00055800.p1	BRALA17637
TCONS_00005865.p1	BRALA08508
TCONS_00019349.p1	BRALA04128
TCONS_00026940.p1	BRALA23626
TCONS_00000340.p1	BRALA33871
TCONS_00021248.p1	BRALA06150
TCONS_00045862.p1	BRALA01543
TCONS_00052140.p1	BRALA08688
TCONS_00042375.p1	BRALA19453
TCONS_00053761.p1	BRALA10301
TCONS_00055027.p1	BRALA14449
TCONS_00016732.p1	BRALA28337
TCONS_00035796.p1	BRALA05642
TCONS_00021324.p1	BRALA06022
TCONS_00005581.p1	BRALA16511
TCONS_00002246.p1	BRALA35029
TCONS_00008153.p1	BRALA12530
TCONS_00050642.p1	BRALA13875
TCONS_00056116.p1	BRALA09177
TCONS_00015400.p1	BRALA24720
TCONS_00042516.p1	BRALA19995
TCONS_00030028.p1	BRALA06743
TCONS_00005252.p1	BRALA19367
TCONS_00014649.p1	BRALA02795
TCONS_00008247.p1	BRALA12515
TCONS_00009451.p1	BRALA12516
TCONS_00032607.p1	BRALA10654
TCONS_00022982.p1	BRALA08270
TCONS_00049164.p1	BRALA20349
TCONS_00011829.p1	BRALA21485
TCONS_00056759.p1	BRALA15428
TCONS_00023249.p1	BRALA18104
TCONS_00025887.p1	BRALA23632
TCONS_00011328.p1	BRALA24268
TCONS_00028210.p1	BRALA07354
TCONS_00006093.p1	BRALA23226
TCONS_00011838.p1	BRALA21474
TCONS_00011396.p1	BRALA29141
TCONS_00053971.p1	BRALA01047
TCONS_00051118.p1	BRALA05445
TCONS_00020796.p1	BRALA18597
TCONS_00040904.p1	BRALA24120
TCONS_00054921.p1	BRALA02585
TCONS_00027064.p1	BRALA08601
TCONS_00027133.p1	BRALA11535
TCONS_00033177.p1	BRALA00192
TCONS_00017789.p1	BRALA16005
TCONS_00002237.p1	BRALA25402
TCONS_00006818.p1	BRALA07314
TCONS_00018756.p1	BRALA21169
TCONS_00003457.p1	BRALA04775
TCONS_00050788.p1	BRALA25888
TCONS_00054933.p1	BRALA05905
TCONS_00018558.p1	BRALA10205
TCONS_00003487.p1	BRALA10839
TCONS_00029834.p1	BRALA27204
TCONS_00029560.p1	BRALA21457
TCONS_00013105.p1	BRALA25289
TCONS_00005362.p1	BRALA24272
TCONS_00024457.p1	BRALA09871
TCONS_00015931.p1	BRALA10194
TCONS_00000980.p1	BRALA28831
TCONS_00047617.p1	BRALA25653
TCONS_00043841.p1	BRALA19389
TCONS_00002892.p1	BRALA06902
TCONS_00051318.p1	BRALA20436
TCONS_00005089.p1	BRALA29322
TCONS_00017952.p1	BRALA17537
TCONS_00008593.p1	BRALA12443
TCONS_00028379.p1	BRALA06599
TCONS_00055968.p1	BRALA09045
TCONS_00055986.p1	BRALA14078
TCONS_00048796.p1	BRALA11006
TCONS_00010794.p1	BRALA15400
TCONS_00055673.p1	BRALA14133
TCONS_00012629.p1	BRALA25269
TCONS_00011130.p1	BRALA18865
TCONS_00007263.p1	BRALA03154
TCONS_00055627.p1	BRALA22763
TCONS_00031044.p1	BRALA14773
TCONS_00043742.p1	BRALA22466
TCONS_00024143.p1	BRALA02398
TCONS_00010133.p1	BRALA28986
TCONS_00041195.p1	BRALA10457
TCONS_00015964.p1	BRALA24094
TCONS_00054596.p1	BRALA28193
TCONS_00005170.p1	BRALA22818
TCONS_00006441.p1	BRALA29447
TCONS_00005201.p1	BRALA07186
TCONS_00022853.p1	BRALA21846
TCONS_00029777.p1	BRALA08523
TCONS_00054107.p1	BRALA00565
TCONS_00005599.p1	BRALA26589
TCONS_00053238.p1	BRALA05018
TCONS_00052600.p1	BRALA01225
TCONS_00051572.p1	BRALA11289
TCONS_00019095.p1	BRALA04281
TCONS_00037895.p1	BRALA02259
TCONS_00050569.p1	BRALA05398
TCONS_00001479.p1	BRALA27977
TCONS_00002929.p1	BRALA11375
TCONS_00034798.p1	BRALA05109
TCONS_00028530.p1	BRALA10317
TCONS_00022400.p1	BRALA05522
TCONS_00002801.p1	BRALA07010
TCONS_00047519.p1	BRALA12558
TCONS_00033942.p1	BRALA08790
TCONS_00018944.p1	BRALA06188
TCONS_00032810.p1	BRALA04161
TCONS_00045380.p1	BRALA14579
TCONS_00046850.p1	BRALA18552
TCONS_00036639.p1	BRALA08894
TCONS_00003804.p1	BRALA07081
TCONS_00018159.p1	BRALA10240
TCONS_00025233.p1	BRALA22879
TCONS_00011835.p1	BRALA13324
TCONS_00028156.p1	BRALA15049
TCONS_00056802.p1	BRALA14050
TCONS_00057019.p1	BRALA06329
TCONS_00021310.p1	BRALA20394
TCONS_00045058.p1	BRALA01716
TCONS_00038650.p1	BRALA00093
TCONS_00053433.p1	BRALA01268
TCONS_00048311.p1	BRALA17355
TCONS_00027661.p1	BRALA21413
TCONS_00029847.p1	BRALA09475
TCONS_00027814.p1	BRALA21682
TCONS_00042630.p1	BRALA19427
TCONS_00057173.p1	BRALA11389
TCONS_00011450.p1	BRALA17419
TCONS_00022417.p1	BRALA06154
TCONS_00053241.p1	BRALA01063
TCONS_00022884.p1	BRALA23791
TCONS_00026510.p1	BRALA16408
TCONS_00051492.p1	BRALA33222
TCONS_00007643.p1	BRALA03347
TCONS_00009517.p1	BRALA17437
TCONS_00005267.p1	BRALA14954
TCONS_00030053.p1	BRALA29578
TCONS_00048319.p1	BRALA09322
TCONS_00018565.p1	BRALA09770
TCONS_00051748.p1	BRALA15412
TCONS_00044894.p1	BRALA15155
TCONS_00033178.p1	BRALA00324
TCONS_00050833.p1	BRALA08589
TCONS_00048803.p1	BRALA15353
TCONS_00020746.p1	BRALA32127
TCONS_00002593.p1	BRALA16417
TCONS_00048548.p1	BRALA12704
TCONS_00011555.p1	BRALA21801
TCONS_00025060.p1	BRALA25766
TCONS_00048513.p1	BRALA14802
TCONS_00043844.p1	BRALA20381
TCONS_00019323.p1	BRALA23810
TCONS_00007821.p1	BRALA03446
TCONS_00057152.p1	BRALA06849
TCONS_00028966.p1	BRALA08525
TCONS_00023984.p1	BRALA28941
TCONS_00012636.p1	BRALA26405
TCONS_00017543.p1	BRALA10356
TCONS_00008979.p1	BRALA16108
TCONS_00054634.p1	BRALA06679
TCONS_00014336.p1	BRALA02186
TCONS_00011494.p1	BRALA24997
TCONS_00051642.p1	BRALA15789
TCONS_00001133.p1	BRALA28199
TCONS_00025807.p1	BRALA23851
TCONS_00010473.p1	BRALA13322
TCONS_00009652.p1	BRALA12037
TCONS_00009967.p1	BRALA25961
TCONS_00008462.p1	BRALA28090
TCONS_00052906.p1	BRALA05039
TCONS_00019805.p1	BRALA03211
TCONS_00033944.p1	BRALA34202
TCONS_00011178.p1	BRALA20895
TCONS_00046180.p1	BRALA16658
TCONS_00010841.p1	BRALA20707
TCONS_00007558.p1	BRALA22394
TCONS_00007378.p1	BRALA34550
TCONS_00025528.p1	BRALA27831
TCONS_00019654.p1	BRALA12514
TCONS_00016156.p1	BRALA02620
TCONS_00017292.p1	BRALA09678
TCONS_00024703.p1	BRALA28944
TCONS_00040518.p1	BRALA15626
TCONS_00009691.p1	BRALA30793
TCONS_00028419.p1	BRALA22859
TCONS_00022773.p1	BRALA31257
TCONS_00053959.p1	BRALA05033
TCONS_00019053.p1	BRALA00569
TCONS_00010845.p1	BRALA17434
TCONS_00038556.p1	BRALA22147
TCONS_00030315.p1	BRALA03791
TCONS_00004318.p1	BRALA32467
TCONS_00043779.p1	BRALA18671
TCONS_00041133.p1	BRALA10960
TCONS_00035295.p1	BRALA24323
TCONS_00036357.p1	BRALA02001
TCONS_00050628.p1	BRALA27286
TCONS_00045502.p1	BRALA01879
TCONS_00028821.p1	BRALA15634
TCONS_00012662.p1	BRALA11176
TCONS_00027155.p1	BRALA01025
TCONS_00046675.p1	BRALA23768
TCONS_00008888.p1	BRALA10126
TCONS_00045257.p1	BRALA08113
TCONS_00029820.p1	BRALA09583
TCONS_00038738.p1	BRALA07938
TCONS_00043439.p1	BRALA08279
TCONS_00041068.p1	BRALA28545
TCONS_00010333.p1	BRALA15203
TCONS_00027066.p1	BRALA20561
TCONS_00054061.p1	BRALA00734
TCONS_00014201.p1	BRALA26691
TCONS_00028276.p1	BRALA21306
TCONS_00048196.p1	BRALA18059
TCONS_00014283.p1	BRALA10467
TCONS_00009390.p1	BRALA03274
TCONS_00019098.p1	BRALA04140
TCONS_00033131.p1	BRALA27046
TCONS_00020337.p1	BRALA02540
TCONS_00007214.p1	BRALA12496
TCONS_00051122.p1	BRALA15802
TCONS_00028792.p1	BRALA17112
TCONS_00013596.p1	BRALA19955
TCONS_00049569.p1	BRALA20315
TCONS_00053570.p1	BRALA00768
TCONS_00014769.p1	BRALA21793
TCONS_00021978.p1	BRALA12183
TCONS_00052186.p1	BRALA15803
TCONS_00002910.p1	BRALA09741
TCONS_00001656.p1	BRALA19003
TCONS_00042380.p1	BRALA22580
TCONS_00011552.p1	BRALA25705
TCONS_00009809.p1	BRALA18856
TCONS_00047667.p1	BRALA28629
TCONS_00024915.p1	BRALA05360
TCONS_00030272.p1	BRALA03623
TCONS_00028552.p1	BRALA15041
TCONS_00021998.p1	BRALA06066
TCONS_00007848.p1	BRALA16495
TCONS_00043317.p1	BRALA31576
TCONS_00004943.p1	BRALA24166
TCONS_00020247.p1	BRALA00359
TCONS_00026134.p1	BRALA24582
TCONS_00044906.p1	BRALA23740
TCONS_00049074.p1	BRALA15291
TCONS_00051085.p1	BRALA08653
TCONS_00001307.p1	BRALA27860
TCONS_00017533.p1	BRALA10204
TCONS_00009545.p1	BRALA24710
TCONS_00052540.p1	BRALA05102
TCONS_00024142.p1	BRALA34689
TCONS_00011142.p1	BRALA13296
TCONS_00010601.p1	BRALA13373
TCONS_00020531.p1	BRALA10739
TCONS_00012111.p1	BRALA28845
TCONS_00020482.p1	BRALA03409
TCONS_00018626.p1	BRALA13759
TCONS_00004142.p1	BRALA11271
TCONS_00048793.p1	BRALA19766
TCONS_00015116.p1	BRALA31863
TCONS_00007951.p1	BRALA03569
TCONS_00004811.p1	BRALA13383
TCONS_00036751.p1	BRALA02489
TCONS_00054454.p1	BRALA16719
TCONS_00051568.p1	BRALA25890
TCONS_00056914.p1	BRALA00161
TCONS_00019272.p1	BRALA00540
TCONS_00021340.p1	BRALA35622
TCONS_00005350.p1	BRALA30499
TCONS_00012039.p1	BRALA02687
TCONS_00004945.p1	BRALA30501
TCONS_00051191.p1	BRALA05599
TCONS_00026896.p1	BRALA25605
TCONS_00004312.p1	BRALA01029
TCONS_00043358.p1	BRALA31411
TCONS_00055708.p1	BRALA13315
TCONS_00027929.p1	BRALA17606
TCONS_00041937.p1	BRALA02125
TCONS_00020731.p1	BRALA00506
TCONS_00007184.p1	BRALA03099
TCONS_00033075.p1	BRALA19607
TCONS_00047883.p1	BRALA27098
TCONS_00023913.p1	BRALA18259
TCONS_00054584.p1	BRALA05151
TCONS_00002092.p1	BRALA12360
TCONS_00009792.p1	BRALA03846
TCONS_00016897.p1	BRALA10293
TCONS_00023776.p1	BRALA19017
TCONS_00057204.p1	BRALA14065
TCONS_00027467.p1	BRALA34798
TCONS_00021923.p1	BRALA13675
TCONS_00016021.p1	BRALA23646
TCONS_00042617.p1	BRALA17105
TCONS_00015342.p1	BRALA20617
TCONS_00002867.p1	BRALA03356
TCONS_00024118.p1	BRALA30707
TCONS_00027118.p1	BRALA23989
TCONS_00002725.p1	BRALA11316
TCONS_00045725.p1	BRALA30068
TCONS_00015452.p1	BRALA02615
TCONS_00016582.p1	BRALA23651
TCONS_00015599.p1	BRALA10010
TCONS_00028393.p1	BRALA21731
TCONS_00002762.p1	BRALA11330
TCONS_00035727.p1	BRALA16688
TCONS_00023166.p1	BRALA29308
TCONS_00001387.p1	BRALA32687
TCONS_00010035.p1	BRALA31342
TCONS_00026401.p1	BRALA23984
TCONS_00021833.p1	BRALA27142
TCONS_00042477.p1	BRALA22295
TCONS_00004845.p1	BRALA17718
TCONS_00007098.p1	BRALA24541
TCONS_00006926.p1	BRALA31372
TCONS_00045549.p1	BRALA29685
TCONS_00055131.p1	BRALA16948
TCONS_00028623.p1	BRALA08355
TCONS_00053215.p1	BRALA03574
TCONS_00014235.p1	BRALA14450
TCONS_00013896.p1	BRALA13126
TCONS_00015510.p1	BRALA18102
TCONS_00010418.p1	BRALA24114
TCONS_00007181.p1	BRALA22380
TCONS_00006322.p1	BRALA27654
TCONS_00054400.p1	BRALA04465
TCONS_00006438.p1	BRALA27677
TCONS_00002113.p1	BRALA34167
TCONS_00002401.p1	BRALA05663
TCONS_00026638.p1	BRALA11553
TCONS_00017955.p1	BRALA27217
TCONS_00007163.p1	BRALA03542
TCONS_00027776.p1	BRALA11454
TCONS_00032651.p1	BRALA04028
TCONS_00004798.p1	BRALA16911
TCONS_00040931.p1	BRALA16032
TCONS_00017123.p1	BRALA25833
TCONS_00001462.p1	BRALA03050
TCONS_00044242.p1	BRALA19211
TCONS_00027805.p1	BRALA31825
TCONS_00033209.p1	BRALA33260
TCONS_00013998.p1	BRALA31918
TCONS_00020266.p1	BRALA10725
TCONS_00041317.p1	BRALA04135
TCONS_00013494.p1	BRALA26163
TCONS_00001313.p1	BRALA19303
TCONS_00009332.p1	BRALA29430
TCONS_00027363.p1	BRALA31696
TCONS_00012814.p1	BRALA25279
TCONS_00030827.p1	BRALA04014
TCONS_00002023.p1	BRALA19055
TCONS_00015406.p1	BRALA18469
TCONS_00008478.p1	BRALA03065
TCONS_00013487.p1	BRALA13021
TCONS_00022948.p1	BRALA27140
TCONS_00014321.p1	BRALA30181
TCONS_00017572.p1	BRALA09786
TCONS_00046868.p1	BRALA17546
TCONS_00055828.p1	BRALA01395
TCONS_00018728.p1	BRALA16045
TCONS_00024592.p1	BRALA29090
TCONS_00007007.p1	BRALA03321
TCONS_00005143.p1	BRALA29477
TCONS_00034482.p1	BRALA07629
TCONS_00011260.p1	BRALA13421
TCONS_00049238.p1	BRALA18740
TCONS_00008723.p1	BRALA03096
TCONS_00018218.p1	BRALA28188
TCONS_00056774.p1	BRALA14478
TCONS_00007157.p1	BRALA03537
TCONS_00028923.p1	BRALA31166
TCONS_00011334.p1	BRALA22485
TCONS_00017776.p1	BRALA25940
TCONS_00049128.p1	BRALA18970
TCONS_00008487.p1	BRALA19093
TCONS_00027928.p1	BRALA01588
TCONS_00027477.p1	BRALA11457
TCONS_00042934.p1	BRALA05165
TCONS_00028513.p1	BRALA23202
TCONS_00026026.p1	BRALA27464
TCONS_00033332.p1	BRALA04329
TCONS_00057084.p1	BRALA02173
TCONS_00016568.p1	BRALA20624
TCONS_00023445.p1	BRALA22885
TCONS_00026000.p1	BRALA34779
TCONS_00030208.p1	BRALA03975
TCONS_00027853.p1	BRALA16529
TCONS_00019067.p1	BRALA04116
TCONS_00020141.p1	BRALA08334
TCONS_00043974.p1	BRALA16975
TCONS_00052821.p1	BRALA00895
TCONS_00000888.p1	BRALA30535
TCONS_00021952.p1	BRALA14202
TCONS_00021606.p1	BRALA12204
TCONS_00018900.p1	BRALA17658
TCONS_00007890.p1	BRALA20024
TCONS_00006412.p1	BRALA24266
TCONS_00009826.p1	BRALA24055
TCONS_00042687.p1	BRALA12801
TCONS_00028336.p1	BRALA13536
TCONS_00043916.p1	BRALA24048
TCONS_00015352.p1	BRALA10122
TCONS_00053708.p1	BRALA01185
TCONS_00012405.p1	BRALA13955
TCONS_00029367.p1	BRALA09601
TCONS_00022910.p1	BRALA11584
TCONS_00042629.p1	BRALA04590
TCONS_00010113.p1	BRALA10770
TCONS_00020243.p1	BRALA07958
TCONS_00023123.p1	BRALA30844
TCONS_00012602.p1	BRALA30174
TCONS_00028405.p1	BRALA17111
TCONS_00000893.p1	BRALA28828
TCONS_00045273.p1	BRALA17076
TCONS_00057184.p1	BRALA09046
TCONS_00028952.p1	BRALA01589
TCONS_00004988.p1	BRALA24265
TCONS_00005817.p1	BRALA26633
TCONS_00053661.p1	BRALA28855
TCONS_00055474.p1	BRALA35365
TCONS_00019945.p1	BRALA07946
TCONS_00033020.p1	BRALA10704
TCONS_00008587.p1	BRALA28095
TCONS_00029760.p1	BRALA13498
TCONS_00020738.p1	BRALA04224
TCONS_00053939.p1	BRALA01330
TCONS_00015915.p1	BRALA21317
TCONS_00019372.p1	BRALA03456
TCONS_00054342.p1	BRALA05040
TCONS_00026714.p1	BRALA35887
TCONS_00015163.p1	BRALA28872
TCONS_00024222.p1	BRALA26071
TCONS_00001324.p1	BRALA16910
TCONS_00045040.p1	BRALA09516
TCONS_00047000.p1	BRALA01476
TCONS_00034976.p1	BRALA31719
TCONS_00003630.p1	BRALA04685
TCONS_00047273.p1	BRALA20496
TCONS_00036441.p1	BRALA08770
TCONS_00022185.p1	BRALA12120
TCONS_00016584.p1	BRALA18477
TCONS_00016106.p1	BRALA02543
TCONS_00014019.p1	BRALA06549
TCONS_00012363.p1	BRALA26542
TCONS_00039664.p1	BRALA14257
TCONS_00034629.p1	BRALA26947
TCONS_00004751.p1	BRALA32298
TCONS_00025062.p1	BRALA18234
TCONS_00044107.p1	BRALA11776
TCONS_00014384.p1	BRALA13024
TCONS_00016057.p1	BRALA02660
TCONS_00010243.p1	BRALA22518
TCONS_00047035.p1	BRALA19676
TCONS_00056060.p1	BRALA21006
TCONS_00013390.p1	BRALA26384
TCONS_00004896.p1	BRALA33560
TCONS_00027690.p1	BRALA34670
TCONS_00010218.p1	BRALA07851
TCONS_00026465.p1	BRALA25599
TCONS_00011653.p1	BRALA24417
TCONS_00017232.p1	BRALA13850
TCONS_00015362.p1	BRALA10025
TCONS_00008542.p1	BRALA12497
TCONS_00008205.p1	BRALA03216
TCONS_00051649.p1	BRALA05585
TCONS_00004580.p1	BRALA28685
TCONS_00012252.p1	BRALA32272
TCONS_00022709.p1	BRALA09902
TCONS_00013916.p1	BRALA21969
TCONS_00046673.p1	BRALA23772
TCONS_00019761.p1	BRALA03189
TCONS_00002100.p1	BRALA19278
TCONS_00033865.p1	BRALA24675
TCONS_00027829.p1	BRALA11467
TCONS_00037478.p1	BRALA20570
TCONS_00016143.p1	BRALA17523
TCONS_00025734.p1	BRALA13840
TCONS_00016323.p1	BRALA20652
TCONS_00007839.p1	BRALA16524
TCONS_00001817.p1	BRALA35219
TCONS_00011608.p1	BRALA13287
TCONS_00043349.p1	BRALA33858
TCONS_00016538.p1	BRALA02964
TCONS_00011628.p1	BRALA35027
TCONS_00016239.p1	BRALA35838
TCONS_00052700.p1	BRALA23363
TCONS_00052504.p1	BRALA00654
TCONS_00052632.p1	BRALA18411
TCONS_00048592.p1	BRALA02053
TCONS_00019828.p1	BRALA15982
TCONS_00048407.p1	BRALA28035
TCONS_00016773.p1	BRALA24089
TCONS_00004466.p1	BRALA28982
TCONS_00025467.p1	BRALA09353
TCONS_00015247.p1	BRALA02744
TCONS_00008722.p1	BRALA03095
TCONS_00053084.p1	BRALA05077
TCONS_00041873.p1	BRALA22939
TCONS_00055451.p1	BRALA14486
TCONS_00047466.p1	BRALA12769
TCONS_00028826.p1	BRALA16558
TCONS_00015443.p1	BRALA18385
TCONS_00035620.p1	BRALA24124
TCONS_00045890.p1	BRALA09647
TCONS_00025636.p1	BRALA05370
TCONS_00028631.p1	BRALA01935
TCONS_00046192.p1	BRALA16700
TCONS_00037578.p1	BRALA02503
TCONS_00055544.p1	BRALA21051
TCONS_00005245.p1	BRALA26875
TCONS_00048542.p1	BRALA09255
TCONS_00012613.p1	BRALA13978
TCONS_00042481.p1	BRALA16933
TCONS_00049619.p1	BRALA21848
TCONS_00055707.p1	BRALA21035
TCONS_00016442.p1	BRALA20609
TCONS_00020220.p1	BRALA04186
TCONS_00028493.p1	BRALA14570
TCONS_00003609.p1	BRALA22123
TCONS_00055290.p1	BRALA23676
TCONS_00005992.p1	BRALA33921
TCONS_00028157.p1	BRALA22870
TCONS_00004493.p1	BRALA23437
TCONS_00056106.p1	BRALA07121
TCONS_00003224.p1	BRALA04748
TCONS_00052235.p1	BRALA05382
TCONS_00022274.p1	BRALA05578
TCONS_00022183.p1	BRALA21850
TCONS_00047652.p1	BRALA02515
TCONS_00001015.p1	BRALA18840
TCONS_00011055.p1	BRALA22608
TCONS_00049475.p1	BRALA15378
TCONS_00012898.p1	BRALA18619
TCONS_00056817.p1	BRALA07441
TCONS_00029381.p1	BRALA18279
TCONS_00020697.p1	BRALA03350
TCONS_00043094.p1	BRALA11831
TCONS_00014131.p1	BRALA19466
TCONS_00030691.p1	BRALA03632
TCONS_00057060.p1	BRALA18588
TCONS_00022836.p1	BRALA14289
TCONS_00008374.p1	BRALA19990
TCONS_00054555.p1	BRALA21747
TCONS_00004763.p1	BRALA05278
TCONS_00003215.p1	BRALA26392
TCONS_00026173.p1	BRALA11546
TCONS_00054169.p1	BRALA01008
TCONS_00002300.p1	BRALA31008
TCONS_00028803.p1	BRALA13476
TCONS_00049071.p1	BRALA25647
TCONS_00011185.p1	BRALA31447
TCONS_00028753.p1	BRALA18183
TCONS_00054334.p1	BRALA00804
TCONS_00012881.p1	BRALA13094
TCONS_00053377.p1	BRALA05369
TCONS_00010265.p1	BRALA17443
TCONS_00006494.p1	BRALA33119
TCONS_00005804.p1	BRALA23581
TCONS_00018896.p1	BRALA12555
TCONS_00057121.p1	BRALA09544
TCONS_00046191.p1	BRALA15113
TCONS_00041435.p1	BRALA06590
TCONS_00039119.p1	BRALA25023
TCONS_00042006.p1	BRALA19419
TCONS_00043022.p1	BRALA35026
TCONS_00055877.p1	BRALA09090
TCONS_00029110.p1	BRALA13501
TCONS_00001948.p1	BRALA31072
TCONS_00013458.p1	BRALA23050
TCONS_00015892.p1	BRALA18357
TCONS_00029929.p1	BRALA30872
TCONS_00026256.p1	BRALA24570
TCONS_00004749.p1	BRALA07191
TCONS_00009433.p1	BRALA03214
TCONS_00055721.p1	BRALA17015
TCONS_00047390.p1	BRALA02129
TCONS_00008860.p1	BRALA03230
TCONS_00005905.p1	BRALA35691
TCONS_00013711.p1	BRALA06199
TCONS_00053848.p1	BRALA22510
TCONS_00036412.p1	BRALA18408
TCONS_00006849.p1	BRALA07564
TCONS_00007455.p1	BRALA14709
TCONS_00042291.p1	BRALA22766
TCONS_00029716.p1	BRALA17584
TCONS_00024091.p1	BRALA03090
TCONS_00050251.p1	BRALA14328
TCONS_00029363.p1	BRALA32738
TCONS_00056409.p1	BRALA07348
TCONS_00030780.p1	BRALA06692
TCONS_00010575.p1	BRALA23470
TCONS_00016785.p1	BRALA13708
TCONS_00016683.p1	BRALA10095
TCONS_00043790.p1	BRALA30769
TCONS_00032888.p1	BRALA27868
TCONS_00031944.p1	BRALA04162
TCONS_00000579.p1	BRALA24505
TCONS_00039940.p1	BRALA26752
TCONS_00007187.p1	BRALA03132
TCONS_00002189.p1	BRALA25406
TCONS_00029433.p1	BRALA05609
TCONS_00004610.p1	BRALA12571
TCONS_00024114.p1	BRALA23391
TCONS_00032259.p1	BRALA00115
TCONS_00021404.p1	BRALA11567
TCONS_00017772.p1	BRALA09760
TCONS_00001021.p1	BRALA34871
TCONS_00013758.p1	BRALA11238
TCONS_00054249.p1	BRALA05252
TCONS_00027696.p1	BRALA16395
TCONS_00056936.p1	BRALA32039
TCONS_00014591.p1	BRALA06213
TCONS_00050990.p1	BRALA14533
TCONS_00047948.p1	BRALA25738
TCONS_00042164.p1	BRALA15876
TCONS_00042129.p1	BRALA13272
TCONS_00041854.p1	BRALA22954
TCONS_00023716.p1	BRALA16226
TCONS_00048561.p1	BRALA12778
TCONS_00031348.p1	BRALA01440
TCONS_00013272.p1	BRALA25349
TCONS_00010709.p1	BRALA26153
TCONS_00020935.p1	BRALA13697
TCONS_00036705.p1	BRALA30519
TCONS_00042428.p1	BRALA15899
TCONS_00049231.p1	BRALA28224
TCONS_00046614.p1	BRALA21288
TCONS_00055647.p1	BRALA14452
TCONS_00052707.p1	BRALA02148
TCONS_00001314.p1	BRALA34877
TCONS_00032508.p1	BRALA07985
TCONS_00015514.p1	BRALA03793
TCONS_00000636.p1	BRALA16863
TCONS_00028047.p1	BRALA17585
TCONS_00047692.p1	BRALA25648
TCONS_00028384.p1	BRALA15556
TCONS_00034435.p1	BRALA23075
TCONS_00038079.p1	BRALA08785
TCONS_00004277.p1	BRALA06923
TCONS_00013948.p1	BRALA11189
TCONS_00010073.p1	BRALA25973
TCONS_00043597.p1	BRALA14581
TCONS_00026489.p1	BRALA11472
TCONS_00054312.p1	BRALA05213
TCONS_00046001.p1	BRALA28830
TCONS_00009012.p1	BRALA03564
TCONS_00052205.p1	BRALA13874
TCONS_00048644.p1	BRALA09366
TCONS_00056951.p1	BRALA05849
TCONS_00013159.p1	BRALA25028
TCONS_00004663.p1	BRALA23567
TCONS_00030847.p1	BRALA06824
TCONS_00019307.p1	BRALA04557
TCONS_00028230.p1	BRALA00909
TCONS_00022463.p1	BRALA13584
TCONS_00003900.p1	BRALA04547
TCONS_00006679.p1	BRALA08918
TCONS_00015811.p1	BRALA02881
TCONS_00050269.p1	BRALA29673
TCONS_00057253.p1	BRALA33181
TCONS_00012571.p1	BRALA11237
TCONS_00021659.p1	BRALA06007
TCONS_00056615.p1	BRALA17018
TCONS_00031600.p1	BRALA00543
TCONS_00014098.p1	BRALA10442
TCONS_00014834.p1	BRALA24826
TCONS_00029123.p1	BRALA22866
TCONS_00019983.p1	BRALA00391
TCONS_00012132.p1	BRALA26124
TCONS_00012663.p1	BRALA13137
TCONS_00045155.p1	BRALA23786
TCONS_00031553.p1	BRALA26680
TCONS_00026935.p1	BRALA00275
TCONS_00018803.p1	BRALA10231
TCONS_00015051.p1	BRALA02813
TCONS_00047599.p1	BRALA28145
TCONS_00044845.p1	BRALA01802
TCONS_00011169.p1	BRALA25712
TCONS_00017803.p1	BRALA10346
TCONS_00007359.p1	BRALA30618
TCONS_00030023.p1	BRALA16848
TCONS_00056970.p1	BRALA11719
TCONS_00004470.p1	BRALA13946
TCONS_00036253.p1	BRALA02295
TCONS_00046879.p1	BRALA17550
TCONS_00050422.p1	BRALA05664
TCONS_00012388.p1	BRALA25042
TCONS_00019267.p1	BRALA04026
TCONS_00011898.p1	BRALA20853
TCONS_00032983.p1	BRALA00140
TCONS_00048269.p1	BRALA35435
TCONS_00012708.p1	BRALA06366
TCONS_00008179.p1	BRALA08406
TCONS_00013533.p1	BRALA01128
TCONS_00022795.p1	BRALA06006
TCONS_00016523.p1	BRALA27552
TCONS_00047716.p1	BRALA11063
TCONS_00053186.p1	BRALA01148
TCONS_00011052.p1	BRALA22628
TCONS_00051202.p1	BRALA28325
TCONS_00024478.p1	BRALA16785
TCONS_00044096.p1	BRALA20185
TCONS_00022963.p1	BRALA23863
TCONS_00052911.p1	BRALA01039
TCONS_00037321.p1	BRALA19130
TCONS_00048976.p1	BRALA11038
TCONS_00005131.p1	BRALA32832
TCONS_00013868.p1	BRALA06360
TCONS_00027824.p1	BRALA21703
TCONS_00048349.p1	BRALA12819
TCONS_00029817.p1	BRALA16548
TCONS_00048975.p1	BRALA11036
TCONS_00023129.p1	BRALA07510
TCONS_00000978.p1	BRALA28820
TCONS_00028284.p1	BRALA06231
TCONS_00055826.p1	BRALA11867
TCONS_00003544.p1	BRALA24665
TCONS_00048831.p1	BRALA18979
TCONS_00015814.p1	BRALA24367
TCONS_00045650.p1	BRALA18548
TCONS_00009003.p1	BRALA03213
TCONS_00054481.p1	BRALA02065
TCONS_00029989.p1	BRALA03851
