TCONS_00007368.p1	OFUSG22886.1.p1
TCONS_00026773.p1	OFUSG11970.1.p1
TCONS_00044678.p1	OFUSG02431.1.p1
TCONS_00022323.p1	OFUSG24697.1.p1
TCONS_00014009.p1	OFUSG11027.1.p1
TCONS_00048186.p1	OFUSG19374.1.p1
TCONS_00030799.p1	OFUSG05080.1.p1
TCONS_00006849.p1	OFUSG23820.1.p1
TCONS_00009705.p1	OFUSG22091.1.p1
TCONS_00010994.p1	OFUSG25246.2.p1
TCONS_00010118.p1	OFUSG12323.1.p1
TCONS_00024813.p1	OFUSG09231.1.p1
TCONS_00001392.p1	OFUSG00456.1.p1
TCONS_00003034.p1	OFUSG16446.1.p1
TCONS_00024004.p1	OFUSG08382.1.p1
TCONS_00023129.p1	OFUSG25633.2.p1
TCONS_00054371.p1	OFUSG22129.3.p1
TCONS_00039795.p1	OFUSG08522.1.p1
TCONS_00056702.p1	OFUSG07990.1.p1
TCONS_00006554.p1	OFUSG06650.1.p1
TCONS_00021283.p1	OFUSG17741.1.p1
TCONS_00043001.p1	OFUSG02929.1.p1
TCONS_00019459.p1	OFUSG26536.1.p1
TCONS_00010417.p1	OFUSG21880.1.p1
TCONS_00036422.p1	OFUSG14773.1.p1
TCONS_00011198.p1	OFUSG12066.1.p1
TCONS_00049231.p1	OFUSG06293.2.p1
TCONS_00018820.p1	OFUSG25679.2.p1
TCONS_00000584.p1	OFUSG00966.1.p1
TCONS_00035850.p1	OFUSG23221.1.p1
TCONS_00028756.p1	OFUSG08519.1.p1
TCONS_00011337.p1	OFUSG25263.1.p1
TCONS_00019341.p1	OFUSG01253.1.p1
TCONS_00041771.p1	OFUSG21601.1.p1
TCONS_00006349.p1	OFUSG22199.1.p1
TCONS_00005261.p1	OFUSG15651.1.p1
TCONS_00056591.p1	OFUSG07445.1.p1
TCONS_00027823.p1	OFUSG05604.1.p1
TCONS_00035272.p2	OFUSG08704.2.p1
TCONS_00012043.p1	OFUSG12548.1.p1
TCONS_00023276.p1	OFUSG07873.1.p1
TCONS_00011160.p1	OFUSG21932.1.p1
TCONS_00053984.p1	OFUSG17374.1.p1
TCONS_00032795.p1	OFUSG05934.1.p1
TCONS_00054127.p1	OFUSG02583.1.p1
TCONS_00047558.p1	OFUSG05641.1.p1
TCONS_00009645.p1	OFUSG12414.1.p1
TCONS_00014403.p1	OFUSG17800.1.p1
TCONS_00025734.p1	OFUSG07782.1.p1
TCONS_00054339.p1	OFUSG26327.1.p1
TCONS_00003711.p1	OFUSG16633.3.p1
TCONS_00049576.p1	OFUSG19400.1.p1
TCONS_00019456.p1	OFUSG13182.1.p1
TCONS_00007190.p1	OFUSG19605.1.p1
TCONS_00019634.p1	OFUSG02808.1.p1
TCONS_00015891.p1	OFUSG07310.1.p1
TCONS_00011494.p1	OFUSG25224.1.p1
TCONS_00016522.p1	OFUSG25669.1.p1
TCONS_00019385.p1	OFUSG26851.1.p1
TCONS_00038727.p1	OFUSG12800.1.p1
TCONS_00010035.p1	OFUSG12364.1.p1
TCONS_00018461.p1	OFUSG23553.1.p1
TCONS_00001942.p1	OFUSG20291.2.p1
TCONS_00029769.p1	OFUSG09049.2.p1
TCONS_00009953.p1	OFUSG21660.1.p1
TCONS_00008486.p1	OFUSG04815.1.p1
TCONS_00055789.p1	OFUSG08205.1.p1
TCONS_00028951.p1	OFUSG09777.2.p1
TCONS_00021725.p1	OFUSG13906.1.p1
TCONS_00015681.p1	OFUSG25638.1.p1
TCONS_00024927.p1	OFUSG02646.1.p1
TCONS_00028091.p1	OFUSG19660.2.p1
TCONS_00042439.p1	OFUSG03466.1.p1
TCONS_00046151.p1	OFUSG17404.3.p1
TCONS_00000881.p1	OFUSG16792.1.p1
TCONS_00042602.p1	OFUSG02175.1.p1
TCONS_00057238.p1	OFUSG25516.3.p1
TCONS_00030137.p1	OFUSG11104.1.p1
TCONS_00048857.p1	OFUSG06595.1.p1
TCONS_00003563.p1	OFUSG24537.2.p1
TCONS_00017140.p1	OFUSG21215.1.p1
TCONS_00015615.p1	OFUSG16845.1.p1
TCONS_00027064.p1	OFUSG06292.1.p1
TCONS_00006051.p1	OFUSG15647.1.p1
TCONS_00008685.p1	OFUSG20855.1.p1
TCONS_00043817.p1	OFUSG02967.3.p1
TCONS_00012029.p1	OFUSG11310.1.p1
TCONS_00014748.p1	OFUSG07170.1.p1
TCONS_00028393.p1	OFUSG09464.1.p1
TCONS_00010698.p1	OFUSG11942.2.p1
TCONS_00011661.p1	OFUSG11696.1.p1
TCONS_00009599.p1	OFUSG11409.1.p1
TCONS_00036609.p1	OFUSG09869.1.p1
TCONS_00012182.p1	OFUSG12166.1.p1
TCONS_00047747.p1	OFUSG18866.1.p1
TCONS_00006217.p1	OFUSG07052.1.p1
TCONS_00057132.p1	OFUSG04692.1.p1
TCONS_00014899.p1	OFUSG19866.1.p1
TCONS_00018445.p1	OFUSG21397.1.p1
TCONS_00004701.p1	OFUSG23981.1.p1
TCONS_00002996.p1	OFUSG04578.1.p1
TCONS_00028827.p1	OFUSG08506.2.p1
TCONS_00052434.p1	OFUSG01485.1.p1
TCONS_00032983.p1	OFUSG13329.1.p1
TCONS_00008205.p1	OFUSG20788.1.p1
TCONS_00055592.p1	OFUSG16284.1.p1
TCONS_00009031.p1	OFUSG05079.1.p1
TCONS_00028834.p1	OFUSG19633.1.p1
TCONS_00049014.p1	OFUSG06168.1.p1
TCONS_00036366.p1	OFUSG00835.1.p1
TCONS_00035180.p2	OFUSG16787.1.p1
TCONS_00051720.p1	OFUSG13238.1.p1
TCONS_00032264.p1	OFUSG13336.1.p1
TCONS_00018207.p1	OFUSG26416.1.p1
TCONS_00025515.p1	OFUSG07578.4.p1
TCONS_00021403.p1	OFUSG26858.1.p1
TCONS_00010465.p1	OFUSG11704.1.p1
TCONS_00021581.p1	OFUSG14428.1.p1
TCONS_00032505.p1	OFUSG16075.1.p1
TCONS_00019323.p1	OFUSG14625.1.p1
TCONS_00043682.p1	OFUSG06180.1.p1
TCONS_00047320.p1	OFUSG19120.1.p1
TCONS_00026473.p1	OFUSG19389.1.p1
TCONS_00031414.p1	OFUSG11810.1.p1
TCONS_00056009.p1	OFUSG04569.2.p1
TCONS_00036172.p1	OFUSG01552.1.p1
TCONS_00035934.p1	OFUSG00545.1.p1
TCONS_00006358.p1	OFUSG24001.2.p1
TCONS_00004494.p1	OFUSG25033.1.p1
TCONS_00029807.p1	OFUSG09300.1.p1
TCONS_00052837.p1	OFUSG12774.1.p1
TCONS_00015999.p1	OFUSG11987.1.p1
TCONS_00040778.p1	OFUSG13624.1.p1
TCONS_00030946.p1	OFUSG10690.1.p1
TCONS_00056409.p1	OFUSG04467.1.p1
TCONS_00052907.p1	OFUSG20908.1.p1
TCONS_00007704.p1	OFUSG20860.1.p1
TCONS_00045964.p1	OFUSG17294.1.p1
TCONS_00018917.p1	OFUSG05390.1.p1
TCONS_00001824.p1	OFUSG00043.4.p1
TCONS_00039976.p1	OFUSG08927.1.p1
TCONS_00006686.p1	OFUSG24014.1.p1
TCONS_00043926.p1	OFUSG03371.1.p1
TCONS_00048115.p1	OFUSG19261.1.p1
TCONS_00040101.p1	OFUSG20060.1.p1
TCONS_00011430.p1	OFUSG11674.1.p1
TCONS_00012575.p1	OFUSG17820.1.p1
TCONS_00024420.p1	OFUSG10582.1.p1
TCONS_00048515.p1	OFUSG18762.1.p1
TCONS_00020749.p1	OFUSG26506.1.p1
TCONS_00037125.p1	OFUSG00778.1.p1
TCONS_00012212.p1	OFUSG21819.1.p1
TCONS_00010518.p1	OFUSG11574.1.p1
TCONS_00014455.p1	OFUSG10640.1.p1
TCONS_00008567.p1	OFUSG14533.1.p1
TCONS_00056529.p1	OFUSG25376.1.p1
TCONS_00025941.p1	OFUSG23249.1.p1
TCONS_00001817.p1	OFUSG01491.1.p1
TCONS_00035515.p1	OFUSG09628.1.p1
TCONS_00028631.p1	OFUSG09251.1.p1
TCONS_00046710.p1	OFUSG12627.1.p1
TCONS_00040597.p1	OFUSG08789.2.p1
TCONS_00055281.p1	OFUSG00221.2.p1
TCONS_00004066.p1	OFUSG16338.1.p1
TCONS_00012688.p1	OFUSG10771.1.p1
TCONS_00057200.p1	OFUSG04536.1.p1
TCONS_00010868.p1	OFUSG25141.1.p1
TCONS_00020160.p1	OFUSG12660.3.p1
TCONS_00030712.p1	OFUSG11046.1.p1
TCONS_00037980.p1	OFUSG01613.1.p1
TCONS_00055016.p1	OFUSG26036.1.p1
TCONS_00016517.p1	OFUSG13689.1.p1
TCONS_00006644.p1	OFUSG22278.2.p1
TCONS_00015119.p1	OFUSG10691.1.p1
TCONS_00053625.p1	OFUSG26579.3.p1
TCONS_00052701.p1	OFUSG13020.1.p1
TCONS_00041645.p1	OFUSG02353.1.p1
TCONS_00041267.p1	OFUSG21151.1.p1
TCONS_00056560.p1	OFUSG07837.1.p1
TCONS_00001793.p1	OFUSG01132.1.p1
TCONS_00010333.p1	OFUSG11830.1.p1
TCONS_00022194.p1	OFUSG13822.1.p1
TCONS_00055969.p1	OFUSG07024.1.p1
TCONS_00011143.p1	OFUSG05532.1.p1
TCONS_00013482.p1	OFUSG10419.1.p1
TCONS_00002989.p1	OFUSG03301.1.p1
TCONS_00009970.p1	OFUSG25265.1.p1
TCONS_00050827.p1	OFUSG26334.1.p1
TCONS_00054892.p1	OFUSG07941.1.p1
TCONS_00005423.p1	OFUSG24113.1.p1
TCONS_00049203.p1	OFUSG06457.1.p1
TCONS_00046474.p1	OFUSG17464.1.p1
TCONS_00033559.p1	OFUSG16527.1.p1
TCONS_00005644.p1	OFUSG15750.1.p1
TCONS_00003832.p1	OFUSG16224.1.p1
TCONS_00026656.p1	OFUSG06966.1.p1
TCONS_00021739.p1	OFUSG22159.1.p1
TCONS_00037367.p1	OFUSG01251.1.p1
TCONS_00029761.p2	OFUSG08962.1.p1
TCONS_00021067.p1	OFUSG14206.1.p1
TCONS_00041873.p1	OFUSG02236.1.p1
TCONS_00002032.p1	OFUSG00469.1.p1
TCONS_00012712.p1	OFUSG10458.1.p1
TCONS_00042750.p1	OFUSG02901.1.p1
TCONS_00011403.p1	OFUSG05624.1.p1
TCONS_00028799.p1	OFUSG08757.2.p1
TCONS_00006450.p1	OFUSG22506.1.p1
TCONS_00048866.p1	OFUSG06780.1.p1
TCONS_00029847.p1	OFUSG08457.1.p1
TCONS_00028161.p1	OFUSG08588.1.p1
TCONS_00021498.p1	OFUSG13949.1.p1
TCONS_00017153.p1	OFUSG16878.1.p1
TCONS_00005809.p1	OFUSG15618.1.p1
TCONS_00042349.p1	OFUSG03472.1.p1
TCONS_00047690.p1	OFUSG06855.1.p1
TCONS_00005276.p1	OFUSG06023.1.p1
TCONS_00023331.p1	OFUSG25421.1.p1
TCONS_00006547.p1	OFUSG14904.1.p1
TCONS_00016773.p1	OFUSG08102.1.p1
TCONS_00005115.p1	OFUSG15218.1.p1
TCONS_00005025.p1	OFUSG15105.1.p1
TCONS_00053204.p1	OFUSG17679.1.p1
TCONS_00017237.p1	OFUSG23389.1.p1
TCONS_00045313.p1	OFUSG11185.1.p1
TCONS_00056464.p1	OFUSG21079.1.p1
TCONS_00001337.p1	OFUSG00422.1.p1
TCONS_00021568.p1	OFUSG07744.1.p1
TCONS_00011823.p1	OFUSG04087.1.p1
TCONS_00010734.p1	OFUSG12005.1.p1
TCONS_00027967.p1	OFUSG16097.1.p1
TCONS_00043161.p1	OFUSG03101.2.p1
TCONS_00028065.p1	OFUSG08467.1.p1
TCONS_00048357.p1	OFUSG06103.1.p1
TCONS_00049473.p1	OFUSG22565.1.p1
TCONS_00021084.p1	OFUSG26225.2.p1
TCONS_00034051.p1	OFUSG04017.1.p1
TCONS_00005265.p1	OFUSG15032.1.p1
TCONS_00006019.p1	OFUSG22404.1.p1
TCONS_00042422.p1	OFUSG03219.1.p1
TCONS_00003478.p1	OFUSG20795.1.p1
TCONS_00008822.p1	OFUSG23184.2.p1
TCONS_00014352.p1	OFUSG19650.1.p1
TCONS_00019275.p1	OFUSG12733.1.p1
TCONS_00014587.p1	OFUSG10043.1.p1
TCONS_00011843.p1	OFUSG22017.1.p1
TCONS_00050366.p1	OFUSG13495.1.p1
TCONS_00056166.p1	OFUSG04222.1.p1
TCONS_00009724.p1	OFUSG14933.1.p1
TCONS_00010091.p1	OFUSG12011.1.p1
TCONS_00052857.p1	OFUSG13091.1.p1
TCONS_00016579.p1	OFUSG08297.1.p1
TCONS_00013390.p1	OFUSG10218.1.p1
TCONS_00030063.p1	OFUSG02068.1.p1
TCONS_00019185.p1	OFUSG26582.1.p1
TCONS_00049530.p1	OFUSG12744.1.p1
TCONS_00003882.p1	OFUSG11358.1.p1
TCONS_00000738.p1	OFUSG01813.3.p1
TCONS_00028550.p1	OFUSG18504.1.p1
TCONS_00017158.p1	OFUSG12911.1.p1
TCONS_00038692.p1	OFUSG23523.1.p1
TCONS_00007181.p1	OFUSG05115.1.p1
TCONS_00012979.p1	OFUSG18459.1.p1
TCONS_00002867.p1	OFUSG13141.1.p1
TCONS_00039468.p1	OFUSG08815.1.p1
TCONS_00030156.p1	OFUSG01204.1.p1
TCONS_00009626.p1	OFUSG11460.1.p1
TCONS_00007821.p1	OFUSG07825.3.p1
TCONS_00013533.p1	OFUSG10664.3.p1
TCONS_00020634.p1	OFUSG23610.1.p1
TCONS_00027569.p1	OFUSG06775.1.p1
TCONS_00016640.p1	OFUSG08224.2.p1
TCONS_00049306.p1	OFUSG05655.2.p1
TCONS_00008862.p1	OFUSG20768.1.p1
TCONS_00047854.p1	OFUSG06349.1.p1
TCONS_00017342.p1	OFUSG09570.1.p1
TCONS_00013203.p1	OFUSG17556.1.p1
TCONS_00056040.p1	OFUSG16209.1.p1
TCONS_00021248.p1	OFUSG24760.1.p1
TCONS_00014098.p1	OFUSG11096.1.p1
TCONS_00012816.p1	OFUSG10643.2.p1
TCONS_00037322.p1	OFUSG00847.1.p1
TCONS_00042443.p1	OFUSG01634.1.p1
TCONS_00004733.p1	OFUSG24202.1.p1
TCONS_00007764.p1	OFUSG10872.1.p1
TCONS_00012618.p1	OFUSG10028.1.p1
TCONS_00044988.p1	OFUSG26376.1.p1
TCONS_00014973.p1	OFUSG08199.3.p1
TCONS_00057165.p1	OFUSG16285.2.p1
TCONS_00029931.p1	OFUSG10223.1.p1
TCONS_00010044.p1	OFUSG11634.1.p1
TCONS_00043661.p1	OFUSG02177.1.p1
TCONS_00042829.p1	OFUSG03691.1.p1
TCONS_00029444.p1	OFUSG09375.1.p1
TCONS_00019846.p1	OFUSG23304.1.p1
TCONS_00008067.p1	OFUSG23087.1.p1
TCONS_00044541.p1	OFUSG26490.1.p1
TCONS_00008097.p1	OFUSG23167.1.p1
TCONS_00008643.p1	OFUSG23207.2.p1
TCONS_00049773.p1	OFUSG19009.1.p1
TCONS_00007472.p1	OFUSG05023.1.p1
TCONS_00008430.p1	OFUSG20548.1.p1
TCONS_00009039.p1	OFUSG05480.1.p1
TCONS_00035722.p1	OFUSG19961.1.p1
TCONS_00001802.p1	OFUSG01749.1.p1
TCONS_00048222.p1	OFUSG06606.1.p1
TCONS_00028847.p1	OFUSG09366.1.p1
TCONS_00050473.p1	OFUSG21429.2.p1
TCONS_00004058.p1	OFUSG16040.1.p1
TCONS_00055434.p1	OFUSG08173.1.p1
TCONS_00000299.p1	OFUSG01507.1.p1
TCONS_00019324.p1	OFUSG16635.1.p1
TCONS_00001733.p1	OFUSG01243.1.p1
TCONS_00014175.p1	OFUSG11948.1.p1
TCONS_00016340.p1	OFUSG00537.1.p1
TCONS_00012877.p1	OFUSG10358.1.p1
TCONS_00048319.p1	OFUSG06601.1.p1
TCONS_00042095.p1	OFUSG02218.1.p1
TCONS_00000010.p1	OFUSG03055.1.p1
TCONS_00057143.p1	OFUSG15957.1.p1
TCONS_00013825.p1	OFUSG10595.1.p1
TCONS_00046656.p1	OFUSG21487.1.p1
TCONS_00039793.p1	OFUSG09016.1.p1
TCONS_00018586.p1	OFUSG13289.1.p1
TCONS_00010143.p1	OFUSG25014.2.p1
TCONS_00012360.p1	OFUSG10293.1.p1
TCONS_00028321.p1	OFUSG09108.1.p1
TCONS_00051121.p1	OFUSG23637.1.p1
TCONS_00043892.p1	OFUSG02644.1.p1
TCONS_00001226.p1	OFUSG00175.1.p1
TCONS_00006657.p1	OFUSG15118.1.p1
TCONS_00009163.p1	OFUSG20796.1.p1
TCONS_00026285.p1	OFUSG19099.2.p1
TCONS_00040305.p1	OFUSG09223.1.p1
TCONS_00035484.p1	OFUSG07001.1.p1
TCONS_00011458.p1	OFUSG04927.1.p1
TCONS_00007686.p1	OFUSG12776.1.p1
TCONS_00054878.p1	OFUSG02542.1.p1
TCONS_00037536.p1	OFUSG00360.1.p1
TCONS_00006890.p1	OFUSG15626.2.p1
TCONS_00010891.p1	OFUSG11826.1.p1
TCONS_00050099.p1	OFUSG26397.1.p1
TCONS_00034096.p1	OFUSG19928.1.p1
TCONS_00018559.p1	OFUSG23442.4.p1
TCONS_00019122.p1	OFUSG10922.2.p1
TCONS_00000635.p1	OFUSG00079.1.p1
TCONS_00030780.p1	OFUSG18059.1.p1
TCONS_00011552.p1	OFUSG12188.1.p1
TCONS_00001551.p1	OFUSG00913.1.p1
TCONS_00016273.p1	OFUSG09866.2.p1
TCONS_00013326.p1	OFUSG20178.1.p1
TCONS_00018706.p1	OFUSG23543.2.p1
TCONS_00028257.p1	OFUSG08809.1.p1
TCONS_00044660.p1	OFUSG21232.1.p1
TCONS_00013487.p1	OFUSG10276.1.p1
TCONS_00031155.p1	OFUSG14774.1.p1
TCONS_00031080.p1	OFUSG10221.1.p1
TCONS_00018304.p1	OFUSG23380.2.p1
TCONS_00021250.p1	OFUSG24917.1.p1
TCONS_00015247.p1	OFUSG25527.1.p1
TCONS_00007054.p1	OFUSG23205.1.p1
TCONS_00001447.p1	OFUSG01090.1.p1
TCONS_00003511.p1	OFUSG08839.1.p1
TCONS_00042851.p1	OFUSG02403.1.p1
TCONS_00006281.p1	OFUSG24203.1.p1
TCONS_00053814.p1	OFUSG16524.1.p1
TCONS_00042661.p1	OFUSG02971.3.p1
TCONS_00031190.p1	OFUSG23611.1.p1
TCONS_00015312.p1	OFUSG06984.1.p1
TCONS_00008103.p1	OFUSG20260.1.p1
TCONS_00025889.p1	OFUSG19385.1.p1
TCONS_00041339.p1	OFUSG22022.1.p3
TCONS_00048980.p1	OFUSG06744.1.p1
TCONS_00029628.p1	OFUSG03860.1.p1
TCONS_00009028.p1	OFUSG23113.1.p1
TCONS_00006081.p1	OFUSG24153.1.p1
TCONS_00026280.p1	OFUSG01300.1.p1
TCONS_00032990.p1	OFUSG05959.1.p1
TCONS_00044748.p1	OFUSG16862.1.p1
TCONS_00048907.p1	OFUSG19410.1.p1
TCONS_00001206.p1	OFUSG00774.1.p1
TCONS_00029592.p1	OFUSG08554.1.p1
TCONS_00014144.p1	OFUSG11099.1.p1
TCONS_00022432.p1	OFUSG24793.2.p1
TCONS_00017782.p1	OFUSG09696.1.p1
TCONS_00011713.p1	OFUSG22029.1.p1
TCONS_00001969.p1	OFUSG00656.2.p1
TCONS_00055411.p1	OFUSG07025.1.p1
TCONS_00007835.p1	OFUSG00831.1.p1
TCONS_00007056.p1	OFUSG20277.1.p1
TCONS_00013659.p1	OFUSG01528.1.p1
TCONS_00026167.p1	OFUSG05856.1.p1
TCONS_00056082.p1	OFUSG24277.1.p1
TCONS_00000180.p1	OFUSG13570.1.p1
TCONS_00007193.p1	OFUSG20540.1.p1
TCONS_00030536.p1	OFUSG18053.1.p1
TCONS_00051339.p1	OFUSG05286.1.p1
TCONS_00056818.p1	OFUSG03887.1.p1
TCONS_00021253.p1	OFUSG14693.1.p1
TCONS_00016022.p1	OFUSG25604.1.p1
TCONS_00010255.p1	OFUSG11398.1.p1
TCONS_00009663.p1	OFUSG25180.1.p1
TCONS_00019372.p1	OFUSG23176.3.p1
TCONS_00051718.p1	OFUSG16917.1.p1
TCONS_00008891.p1	OFUSG20335.1.p1
TCONS_00005590.p1	OFUSG22310.1.p1
TCONS_00048377.p1	OFUSG05825.1.p1
TCONS_00036468.p1	OFUSG01954.1.p1
TCONS_00026187.p1	OFUSG05808.1.p1
TCONS_00011169.p1	OFUSG25292.2.p1
TCONS_00036424.p1	OFUSG23372.1.p1
TCONS_00004945.p1	OFUSG06343.1.p1
TCONS_00005957.p1	OFUSG23888.1.p1
TCONS_00050269.p1	OFUSG23243.1.p1
TCONS_00047575.p1	OFUSG06254.1.p1
TCONS_00020660.p1	OFUSG21411.1.p1
TCONS_00027411.p1	OFUSG19386.1.p1
TCONS_00017806.p1	OFUSG23561.1.p1
TCONS_00019981.p1	OFUSG21338.5.p1
TCONS_00047265.p1	OFUSG19215.1.p1
TCONS_00027114.p1	OFUSG19512.1.p1
TCONS_00010775.p1	OFUSG11816.1.p1
TCONS_00007191.p1	OFUSG20497.1.p1
TCONS_00010890.p1	OFUSG11739.1.p1
TCONS_00012137.p1	OFUSG11681.1.p1
TCONS_00025624.p1	OFUSG17275.1.p1
TCONS_00021868.p1	OFUSG14353.1.p1
TCONS_00028868.p1	OFUSG25971.1.p1
TCONS_00015489.p1	OFUSG08350.1.p1
TCONS_00011173.p1	OFUSG12178.1.p1
TCONS_00048631.p1	OFUSG03185.1.p1
TCONS_00028923.p1	OFUSG20032.1.p1
TCONS_00017955.p1	OFUSG13501.1.p1
TCONS_00048758.p1	OFUSG06377.1.p1
TCONS_00005924.p1	OFUSG15530.2.p1
TCONS_00001133.p1	OFUSG01478.1.p1
TCONS_00024573.p1	OFUSG07586.1.p1
TCONS_00021772.p1	OFUSG25811.2.p1
TCONS_00049210.p1	OFUSG06456.1.p1
TCONS_00007790.p1	OFUSG22773.1.p1
TCONS_00045868.p1	OFUSG13452.1.p1
TCONS_00004067.p1	OFUSG04544.1.p1
TCONS_00028513.p1	OFUSG09816.1.p1
TCONS_00034543.p1	OFUSG21810.1.p1
TCONS_00044418.p1	OFUSG03810.1.p1
TCONS_00001441.p1	OFUSG00916.1.p1
TCONS_00049528.p1	OFUSG19539.1.p1
TCONS_00026713.p1	OFUSG19542.1.p1
TCONS_00015504.p1	OFUSG08329.1.p1
TCONS_00053570.p1	OFUSG17366.1.p1
TCONS_00049689.p1	OFUSG11319.2.p1
TCONS_00045555.p1	OFUSG00173.1.p1
TCONS_00004738.p1	OFUSG22338.1.p1
TCONS_00010818.p1	OFUSG12291.1.p1
TCONS_00050056.p1	OFUSG21106.1.p1
TCONS_00017720.p1	OFUSG13482.2.p1
TCONS_00057068.p1	OFUSG16637.1.p1
TCONS_00013297.p1	OFUSG15265.1.p1
TCONS_00055188.p1	OFUSG25754.1.p1
TCONS_00055107.p1	OFUSG08038.1.p1
TCONS_00006930.p1	OFUSG22243.2.p1
TCONS_00054640.p1	OFUSG23707.1.p1
TCONS_00004577.p1	OFUSG24071.2.p1
TCONS_00012209.p1	OFUSG12282.1.p1
TCONS_00026070.p1	OFUSG12084.1.p1
TCONS_00027328.p1	OFUSG06876.1.p1
TCONS_00003509.p1	OFUSG12467.1.p1
TCONS_00013495.p1	OFUSG18310.1.p1
TCONS_00029764.p1	OFUSG10655.1.p1
TCONS_00001002.p1	OFUSG00447.1.p1
TCONS_00030224.p1	OFUSG10307.1.p1
TCONS_00010042.p1	OFUSG12267.1.p1
TCONS_00040519.p1	OFUSG08702.1.p1
TCONS_00042380.p1	OFUSG03808.1.p1
TCONS_00007979.p1	OFUSG04748.2.p1
TCONS_00022442.p1	OFUSG14432.1.p1
TCONS_00000523.p1	OFUSG00025.1.p1
TCONS_00040536.p1	OFUSG09398.1.p1
TCONS_00017267.p1	OFUSG12631.1.p1
TCONS_00007765.p1	OFUSG26914.3.p1
TCONS_00003932.p1	OFUSG16509.1.p1
TCONS_00003459.p1	OFUSG21915.1.p1
TCONS_00010472.p1	OFUSG25182.1.p1
TCONS_00006203.p1	OFUSG15000.1.p1
TCONS_00005696.p1	OFUSG15040.1.p1
TCONS_00043628.p1	OFUSG03680.1.p1
TCONS_00056346.p1	OFUSG15942.1.p1
TCONS_00015708.p1	OFUSG08299.1.p1
TCONS_00025975.p1	OFUSG06716.1.p1
TCONS_00030290.p1	OFUSG10288.1.p1
TCONS_00008160.p1	OFUSG23196.1.p1
TCONS_00032538.p1	OFUSG16850.1.p1
TCONS_00010746.p1	OFUSG12554.2.p1
TCONS_00038406.p1	OFUSG19701.1.p1
TCONS_00029205.p1	OFUSG20429.1.p1
TCONS_00053170.p1	OFUSG10798.1.p1
TCONS_00002922.p1	OFUSG26248.1.p1
TCONS_00029790.p1	OFUSG23588.1.p1
TCONS_00046050.p2	OFUSG13414.1.p1
TCONS_00043853.p1	OFUSG02733.1.p1
TCONS_00017056.p1	OFUSG16959.1.p1
TCONS_00001479.p1	OFUSG01585.1.p1
TCONS_00035956.p1	OFUSG05400.1.p1
TCONS_00019446.p1	OFUSG04846.1.p1
TCONS_00055161.p1	OFUSG00034.1.p1
TCONS_00052646.p1	OFUSG17452.1.p1
TCONS_00011496.p1	OFUSG11953.1.p1
TCONS_00008125.p1	OFUSG19875.4.p1
TCONS_00021829.p1	OFUSG14086.1.p1
TCONS_00026628.p1	OFUSG05795.1.p1
TCONS_00034487.p1	OFUSG09699.1.p1
TCONS_00036906.p1	OFUSG05481.1.p1
TCONS_00011622.p1	OFUSG12769.1.p1
TCONS_00010499.p1	OFUSG25075.1.p1
TCONS_00010120.p1	OFUSG12325.1.p1
TCONS_00029714.p1	OFUSG08959.1.p1
TCONS_00029758.p1	OFUSG09295.1.p1
TCONS_00044650.p1	OFUSG16155.1.p1
TCONS_00012826.p1	OFUSG11048.2.p1
TCONS_00005147.p1	OFUSG15748.3.p1
TCONS_00024904.p1	OFUSG02154.1.p1
TCONS_00054808.p1	OFUSG07328.1.p1
TCONS_00019001.p1	OFUSG09431.1.p1
TCONS_00002544.p1	OFUSG04404.1.p1
TCONS_00011578.p1	OFUSG08197.1.p1
TCONS_00003580.p1	OFUSG15821.1.p1
TCONS_00007334.p1	OFUSG04818.1.p1
TCONS_00051204.p1	OFUSG12663.2.p1
TCONS_00006416.p1	OFUSG23885.1.p1
TCONS_00027354.p1	OFUSG10975.1.p1
TCONS_00033864.p1	OFUSG23223.1.p1
TCONS_00050403.p1	OFUSG15529.1.p1
TCONS_00049303.p1	OFUSG06926.1.p1
TCONS_00049885.p1	OFUSG07645.1.p1
TCONS_00019695.p1	OFUSG24259.5.p1
TCONS_00046777.p1	OFUSG17266.1.p1
TCONS_00054644.p1	OFUSG23491.1.p1
TCONS_00048592.p1	OFUSG06784.1.p1
TCONS_00012203.p1	OFUSG25092.1.p1
TCONS_00047383.p1	OFUSG05929.1.p1
TCONS_00034173.p1	OFUSG21907.1.p1
TCONS_00022400.p1	OFUSG24907.1.p1
TCONS_00025758.p1	OFUSG07954.1.p1
TCONS_00010524.p1	OFUSG17972.1.p1
TCONS_00007559.p1	OFUSG22930.1.p1
TCONS_00055961.p1	OFUSG16032.1.p1
TCONS_00031607.p1	OFUSG07921.1.p1
TCONS_00043871.p1	OFUSG02979.5.p1
TCONS_00051631.p1	OFUSG13497.1.p1
TCONS_00036221.p1	OFUSG04987.2.p1
TCONS_00030162.p1	OFUSG18011.1.p1
TCONS_00019461.p1	OFUSG17364.1.p1
TCONS_00011049.p1	OFUSG11226.1.p1
TCONS_00043979.p1	OFUSG02685.1.p1
TCONS_00051925.p1	OFUSG23693.2.p1
TCONS_00026059.p1	OFUSG05518.1.p1
TCONS_00025829.p1	OFUSG07544.1.p1
TCONS_00009192.p1	OFUSG05071.1.p1
TCONS_00011023.p1	OFUSG21709.1.p1
TCONS_00021208.p1	OFUSG22593.1.p1
TCONS_00022339.p1	OFUSG14330.1.p1
