TCONS_00033626.p1	bflo_07005
TCONS_00027853.p1	bflo_06537
TCONS_00014436.p1	bflo_23885
TCONS_00028540.p1	bflo_04018
TCONS_00051521.p1	bflo_24133
TCONS_00023137.p1	bflo_10348
TCONS_00005244.p1	bflo_21044
TCONS_00009350.p1	bflo_19384
TCONS_00015572.p1	bflo_15935
TCONS_00033488.p1	bflo_00807
TCONS_00023530.p1	bflo_10523
TCONS_00007644.p1	bflo_12552
TCONS_00036987.p1	bflo_17644
TCONS_00030409.p1	bflo_08536
TCONS_00016563.p1	bflo_16402
TCONS_00005814.p1	bflo_20503
TCONS_00008418.p1	bflo_13099
TCONS_00045578.p1	bflo_21520
TCONS_00022225.p1	bflo_21940
TCONS_00024844.p1	bflo_08040
TCONS_00037175.p1	bflo_04866
TCONS_00016209.p1	bflo_15697
TCONS_00018915.p1	bflo_12585
TCONS_00056135.p1	bflo_14730
TCONS_00042566.p1	bflo_22140
TCONS_00013077.p1	bflo_23111
TCONS_00017776.p1	bflo_08764
TCONS_00015165.p1	bflo_15862
TCONS_00027742.p1	bflo_09530
TCONS_00057185.p1	bflo_24061
TCONS_00017226.p1	bflo_11665
TCONS_00003157.p1	bflo_02171
TCONS_00015116.p1	bflo_15052
TCONS_00037598.p1	bflo_03313
TCONS_00047537.p1	bflo_11700
TCONS_00031691.p1	bflo_07347
TCONS_00054927.p1	bflo_18786
TCONS_00023445.p1	bflo_09270
TCONS_00019050.p1	bflo_26480
TCONS_00021834.p1	bflo_22244
TCONS_00009012.p1	bflo_13214
TCONS_00010774.p1	bflo_12064
TCONS_00010936.p1	bflo_12593
TCONS_00049315.p1	bflo_11619
TCONS_00001170.p1	bflo_03901
TCONS_00028725.p1	bflo_25636
TCONS_00011136.p1	bflo_09747
TCONS_00013883.p1	bflo_22678
TCONS_00048148.p1	bflo_12465
TCONS_00008146.p1	bflo_12859
TCONS_00009710.p1	bflo_13275
TCONS_00017232.p1	bflo_10421
TCONS_00010847.p1	bflo_22302
TCONS_00014966.p1	bflo_16219
TCONS_00048643.p1	bflo_15102
TCONS_00045380.p1	bflo_25890
TCONS_00020755.p1	bflo_13276
TCONS_00006238.p1	bflo_20579
TCONS_00009296.p1	bflo_21620
TCONS_00051323.p1	bflo_24866
TCONS_00006380.p1	bflo_20620
TCONS_00028179.p1	bflo_04295
TCONS_00043979.p1	bflo_15478
TCONS_00009177.p1	bflo_12729
TCONS_00004441.p1	bflo_27019
TCONS_00004990.p1	bflo_20308
TCONS_00010771.p1	bflo_05021
TCONS_00054451.p1	bflo_26116
TCONS_00007296.p1	bflo_00044
TCONS_00021826.p1	bflo_22320
TCONS_00051118.p1	bflo_24642
TCONS_00045181.p1	bflo_01841
TCONS_00028785.p1	bflo_05685
TCONS_00022909.p1	bflo_21712
TCONS_00024141.p1	bflo_09974
TCONS_00057111.p1	bflo_18847
TCONS_00053390.p1	bflo_25608
TCONS_00015857.p1	bflo_16809
TCONS_00006874.p1	bflo_14279
TCONS_00001337.p1	bflo_17348
TCONS_00026863.p1	bflo_09038
TCONS_00037981.p1	bflo_13485
TCONS_00016440.p1	bflo_15751
TCONS_00012554.p1	bflo_18867
TCONS_00048976.p1	bflo_12034
TCONS_00044153.p1	bflo_14728
TCONS_00017739.p1	bflo_01998
TCONS_00009342.p1	bflo_25853
TCONS_00030280.p1	bflo_08088
TCONS_00020268.p1	bflo_07991
TCONS_00038037.p1	bflo_04121
TCONS_00031158.p1	bflo_08068
TCONS_00037097.p1	bflo_03223
TCONS_00011720.p1	bflo_15686
TCONS_00049238.p1	bflo_24488
TCONS_00049453.p1	bflo_12108
TCONS_00015426.p1	bflo_27176
TCONS_00016980.p1	bflo_01067
TCONS_00048259.p1	bflo_11453
TCONS_00040107.p1	bflo_09320
TCONS_00026954.p1	bflo_23956
TCONS_00043859.p1	bflo_26453
TCONS_00014098.p1	bflo_23745
TCONS_00044699.p1	bflo_22455
TCONS_00001491.p1	bflo_18078
TCONS_00027609.p1	bflo_05295
TCONS_00014401.p1	bflo_22620
TCONS_00013962.p1	bflo_09367
TCONS_00014834.p1	bflo_15918
TCONS_00011636.p1	bflo_06651
TCONS_00053552.p1	bflo_25641
TCONS_00042749.p1	bflo_14126
TCONS_00010502.p1	bflo_11603
TCONS_00042372.p1	bflo_14948
TCONS_00012939.p1	bflo_22988
TCONS_00024739.p1	bflo_25023
TCONS_00048306.p1	bflo_11120
TCONS_00045494.p1	bflo_01068
TCONS_00009857.p1	bflo_26267
TCONS_00002093.p1	bflo_18240
TCONS_00015363.p1	bflo_06650
TCONS_00026068.p1	bflo_10207
TCONS_00013279.p1	bflo_23069
TCONS_00014232.p1	bflo_23352
TCONS_00005114.p1	bflo_20285
TCONS_00034805.p1	bflo_13319
TCONS_00010212.p1	bflo_12710
TCONS_00019983.p1	bflo_00183
TCONS_00043311.p1	bflo_06628
TCONS_00012363.p1	bflo_22916
TCONS_00056530.p1	bflo_14565
TCONS_00055226.p1	bflo_15872
TCONS_00056774.p1	bflo_18959
TCONS_00043817.p1	bflo_14155
TCONS_00017745.p1	bflo_01418
TCONS_00040447.p1	bflo_15314
TCONS_00001408.p1	bflo_17243
TCONS_00005639.p1	bflo_20585
TCONS_00044773.p1	bflo_06096
TCONS_00001917.p1	bflo_24680
TCONS_00054350.p1	bflo_25728
TCONS_00017341.p1	bflo_15841
TCONS_00026420.p1	bflo_16521
TCONS_00009655.p1	bflo_14013
TCONS_00009885.p1	bflo_19143
TCONS_00000881.p1	bflo_20883
TCONS_00042354.p1	bflo_15518
TCONS_00043889.p1	bflo_14437
TCONS_00014473.p1	bflo_23370
TCONS_00034799.p1	bflo_25007
TCONS_00013603.p1	bflo_23388
TCONS_00010837.p1	bflo_05940
TCONS_00018882.p1	bflo_14194
TCONS_00017186.p1	bflo_01540
TCONS_00034979.p1	bflo_14845
TCONS_00044541.p1	bflo_00285
TCONS_00020564.p1	bflo_00892
TCONS_00018096.p1	bflo_11908
TCONS_00005290.p1	bflo_20549
TCONS_00020196.p1	bflo_00828
TCONS_00055887.p1	bflo_19302
TCONS_00048923.p1	bflo_12325
TCONS_00037917.p1	bflo_06492
TCONS_00055786.p1	bflo_22419
TCONS_00047236.p1	bflo_11008
TCONS_00047154.p1	bflo_15024
TCONS_00003543.p1	bflo_14795
TCONS_00047510.p1	bflo_11677
TCONS_00012311.p1	bflo_22976
TCONS_00009010.p1	bflo_18760
TCONS_00001197.p1	bflo_18089
TCONS_00024224.p1	bflo_10453
TCONS_00026576.p1	bflo_09359
TCONS_00056595.p1	bflo_07649
TCONS_00019783.p1	bflo_13853
TCONS_00056120.p1	bflo_19132
TCONS_00008472.p1	bflo_12789
TCONS_00010710.p1	bflo_24995
TCONS_00018936.p1	bflo_08172
TCONS_00020566.p1	bflo_14068
TCONS_00016604.p1	bflo_05592
TCONS_00015753.p1	bflo_15570
TCONS_00048169.p2	bflo_08517
TCONS_00044403.p1	bflo_21935
TCONS_00038408.p1	bflo_22369
TCONS_00029346.p1	bflo_06190
TCONS_00045155.p1	bflo_01716
TCONS_00055864.p1	bflo_12591
TCONS_00016504.p1	bflo_23209
TCONS_00013269.p1	bflo_22850
TCONS_00042907.p1	bflo_14186
TCONS_00054166.p1	bflo_07215
TCONS_00052162.p1	bflo_24757
TCONS_00015790.p1	bflo_16627
TCONS_00005744.p1	bflo_21117
TCONS_00013693.p1	bflo_23058
TCONS_00003544.p1	bflo_05884
TCONS_00000983.p1	bflo_04917
TCONS_00001664.p1	bflo_07714
TCONS_00025257.p1	bflo_08014
TCONS_00016049.p1	bflo_16862
TCONS_00056438.p1	bflo_21027
TCONS_00042521.p1	bflo_14440
TCONS_00023855.p1	bflo_10824
TCONS_00056694.p1	bflo_06270
TCONS_00011608.p1	bflo_10163
TCONS_00029302.p1	bflo_04005
TCONS_00012148.p1	bflo_05675
TCONS_00053493.p1	bflo_25779
TCONS_00055327.p1	bflo_17395
TCONS_00044974.p1	bflo_06292
TCONS_00043688.p1	bflo_14114
TCONS_00042835.p1	bflo_14207
TCONS_00000579.p1	bflo_17519
TCONS_00028631.p1	bflo_06258
TCONS_00011609.p1	bflo_05787
TCONS_00030050.p1	bflo_07295
TCONS_00021882.p1	bflo_21660
TCONS_00017386.p1	bflo_01583
TCONS_00019170.p1	bflo_06958
TCONS_00015454.p1	bflo_16055
TCONS_00017266.p1	bflo_07655
TCONS_00005388.p1	bflo_20060
TCONS_00021664.p1	bflo_19990
TCONS_00001324.p1	bflo_17563
TCONS_00047352.p1	bflo_14568
TCONS_00013617.p1	bflo_23014
TCONS_00028842.p1	bflo_06025
TCONS_00045868.p1	bflo_05663
TCONS_00000684.p1	bflo_27208
TCONS_00005070.p1	bflo_20945
TCONS_00009331.p1	bflo_13322
TCONS_00051483.p1	bflo_06563
TCONS_00012912.p1	bflo_23836
TCONS_00042547.p1	bflo_14276
TCONS_00039319.p1	bflo_20738
TCONS_00056695.p1	bflo_21344
TCONS_00016063.p1	bflo_15915
TCONS_00052071.p1	bflo_24566
TCONS_00007782.p1	bflo_09223
TCONS_00002870.p1	bflo_02871
TCONS_00030296.p1	bflo_08197
TCONS_00013428.p1	bflo_22940
TCONS_00029748.p1	bflo_12497
TCONS_00052883.p1	bflo_25634
TCONS_00044315.p1	bflo_17069
TCONS_00048660.p1	bflo_12354
TCONS_00014812.p1	bflo_14221
TCONS_00027066.p1	bflo_16702
TCONS_00001387.p1	bflo_19255
TCONS_00018318.p1	bflo_12856
TCONS_00012707.p1	bflo_17569
TCONS_00014585.p1	bflo_23454
TCONS_00006771.p1	bflo_21193
TCONS_00055605.p1	bflo_19539
TCONS_00037318.p1	bflo_03779
TCONS_00052569.p1	bflo_06317
TCONS_00028945.p1	bflo_19294
TCONS_00006397.p1	bflo_20145
TCONS_00010779.p1	bflo_19846
TCONS_00025760.p1	bflo_09150
TCONS_00026194.p1	bflo_10643
TCONS_00041647.p1	bflo_14259
TCONS_00009220.p1	bflo_13757
TCONS_00000511.p1	bflo_17998
TCONS_00048094.p1	bflo_11838
TCONS_00030166.p1	bflo_08460
TCONS_00032840.p1	bflo_08066
TCONS_00030801.p1	bflo_07471
TCONS_00025652.p1	bflo_10486
TCONS_00038669.p1	bflo_00705
TCONS_00054107.p1	bflo_00720
TCONS_00025758.p1	bflo_26928
TCONS_00053761.p1	bflo_01017
TCONS_00044702.p1	bflo_25517
TCONS_00008835.p1	bflo_12827
TCONS_00049675.p1	bflo_12193
TCONS_00013726.p1	bflo_23826
TCONS_00037322.p1	bflo_03529
TCONS_00017233.p1	bflo_13735
TCONS_00054014.p1	bflo_25724
TCONS_00051403.p1	bflo_24003
TCONS_00009663.p1	bflo_10373
TCONS_00024295.p1	bflo_09064
TCONS_00041109.p1	bflo_15237
TCONS_00036517.p1	bflo_03722
TCONS_00003583.p1	bflo_02603
TCONS_00020883.p1	bflo_21867
TCONS_00054904.p1	bflo_19140
TCONS_00050598.p1	bflo_25030
TCONS_00008794.p1	bflo_13062
TCONS_00011905.p1	bflo_26960
TCONS_00028411.p1	bflo_06185
TCONS_00043599.p1	bflo_14580
TCONS_00029781.p1	bflo_06345
TCONS_00005749.p1	bflo_10885
TCONS_00008201.p1	bflo_12607
TCONS_00012155.p1	bflo_10646
TCONS_00020254.p1	bflo_00268
TCONS_00040517.p1	bflo_04117
TCONS_00004940.p1	bflo_20228
TCONS_00013622.p1	bflo_23703
TCONS_00005288.p1	bflo_01827
TCONS_00057127.p1	bflo_03959
TCONS_00019981.p1	bflo_00199
TCONS_00008589.p1	bflo_12511
TCONS_00015771.p1	bflo_16580
TCONS_00048110.p1	bflo_11376
TCONS_00045730.p1	bflo_05654
TCONS_00002775.p1	bflo_02543
TCONS_00032713.p1	bflo_00899
TCONS_00011084.p1	bflo_10683
TCONS_00002157.p1	bflo_17262
TCONS_00001135.p1	bflo_17255
TCONS_00049437.p1	bflo_11779
TCONS_00017528.p1	bflo_11589
TCONS_00028158.p1	bflo_06444
TCONS_00042375.p1	bflo_15422
TCONS_00002121.p1	bflo_17481
TCONS_00018827.p1	bflo_15149
TCONS_00000361.p1	bflo_18417
TCONS_00056589.p1	bflo_17287
TCONS_00037684.p1	bflo_03187
TCONS_00049202.p1	bflo_11426
TCONS_00030131.p1	bflo_08408
TCONS_00019416.p1	bflo_20798
TCONS_00002072.p1	bflo_18229
TCONS_00044104.p1	bflo_11088
TCONS_00027105.p1	bflo_09998
TCONS_00051217.p1	bflo_24399
TCONS_00006565.p1	bflo_20223
TCONS_00052215.p1	bflo_24854
TCONS_00009864.p1	bflo_11800
TCONS_00055671.p1	bflo_19631
TCONS_00039555.p1	bflo_14515
TCONS_00045964.p1	bflo_21715
TCONS_00042767.p1	bflo_07384
TCONS_00010222.p1	bflo_09846
TCONS_00004661.p1	bflo_20330
TCONS_00055400.p1	bflo_23115
TCONS_00044899.p1	bflo_12895
TCONS_00022442.p1	bflo_21212
TCONS_00052838.p1	bflo_26265
TCONS_00009179.p1	bflo_01729
TCONS_00011085.p1	bflo_07603
TCONS_00038273.p1	bflo_26249
TCONS_00002907.p1	bflo_02335
TCONS_00010243.p1	bflo_24242
TCONS_00003122.p1	bflo_02447
TCONS_00013549.p1	bflo_23868
TCONS_00026946.p1	bflo_08736
TCONS_00009441.p1	bflo_13200
TCONS_00054205.p1	bflo_25192
TCONS_00014208.p1	bflo_23207
TCONS_00030837.p1	bflo_26864
TCONS_00008822.p1	bflo_13901
TCONS_00044129.p1	bflo_14350
TCONS_00047896.p1	bflo_11019
TCONS_00048120.p1	bflo_14047
TCONS_00014636.p1	bflo_16727
TCONS_00042270.p1	bflo_14464
TCONS_00003611.p1	bflo_06366
TCONS_00013801.p1	bflo_23848
TCONS_00010097.p1	bflo_22312
TCONS_00001205.p1	bflo_09357
TCONS_00046062.p1	bflo_06356
TCONS_00013945.p1	bflo_23509
TCONS_00050149.p1	bflo_25085
TCONS_00056290.p1	bflo_18694
TCONS_00013749.p1	bflo_23806
TCONS_00055246.p1	bflo_18871
TCONS_00009011.p1	bflo_13857
TCONS_00026494.p1	bflo_10783
TCONS_00044095.p1	bflo_14394
TCONS_00027167.p1	bflo_26918
TCONS_00048415.p1	bflo_11604
TCONS_00008833.p1	bflo_12957
TCONS_00002910.p1	bflo_01532
TCONS_00018463.p1	bflo_12647
TCONS_00006402.p1	bflo_19224
TCONS_00028623.p1	bflo_06759
TCONS_00006085.p1	bflo_20837
TCONS_00056824.p1	bflo_19080
TCONS_00054928.p1	bflo_19636
TCONS_00027983.p1	bflo_04718
TCONS_00054345.p1	bflo_25579
TCONS_00013753.p1	bflo_23719
TCONS_00026894.p1	bflo_02490
TCONS_00027971.p1	bflo_03211
TCONS_00002110.p1	bflo_06262
TCONS_00006027.p1	bflo_06811
TCONS_00027896.p1	bflo_25861
TCONS_00053894.p1	bflo_25906
TCONS_00013377.p1	bflo_22860
TCONS_00010329.p1	bflo_09353
TCONS_00011772.p1	bflo_23568
TCONS_00049666.p1	bflo_17632
TCONS_00012208.p1	bflo_11105
TCONS_00031008.p1	bflo_08133
TCONS_00022854.p1	bflo_13788
TCONS_00030299.p1	bflo_07447
TCONS_00030923.p1	bflo_07526
TCONS_00033016.p1	bflo_12012
TCONS_00015013.p1	bflo_14144
TCONS_00005722.p1	bflo_20077
TCONS_00032540.p1	bflo_00825
TCONS_00049467.p1	bflo_12213
TCONS_00019442.p1	bflo_12940
TCONS_00011190.p1	bflo_10229
TCONS_00014583.p1	bflo_22791
TCONS_00037501.p1	bflo_19118
TCONS_00017749.p1	bflo_01426
TCONS_00033169.p1	bflo_00385
TCONS_00018819.p1	bflo_06822
TCONS_00003495.p1	bflo_05815
TCONS_00007835.p1	bflo_17413
TCONS_00027247.p1	bflo_09290
TCONS_00049653.p1	bflo_11685
TCONS_00055757.p1	bflo_08985
TCONS_00011185.p1	bflo_12082
TCONS_00051163.p1	bflo_24936
TCONS_00010172.p1	bflo_01475
TCONS_00013980.p1	bflo_23318
TCONS_00051741.p1	bflo_24499
TCONS_00015945.p1	bflo_16394
TCONS_00006142.p1	bflo_20471
TCONS_00050099.p1	bflo_24763
TCONS_00045388.p1	bflo_06491
TCONS_00052965.p1	bflo_11776
TCONS_00029369.p1	bflo_05577
TCONS_00055763.p1	bflo_22025
TCONS_00016857.p1	bflo_00982
TCONS_00021935.p1	bflo_21363
TCONS_00043323.p1	bflo_14558
TCONS_00038001.p1	bflo_03773
TCONS_00006476.p1	bflo_20574
TCONS_00009730.p1	bflo_06518
TCONS_00049466.p1	bflo_11024
TCONS_00027479.p1	bflo_08977
TCONS_00029551.p1	bflo_06597
TCONS_00014246.p1	bflo_05974
TCONS_00011178.p1	bflo_09184
TCONS_00022725.p1	bflo_21836
TCONS_00020526.p1	bflo_00447
TCONS_00021461.p1	bflo_19409
TCONS_00001019.p1	bflo_17425
TCONS_00018357.p1	bflo_01416
TCONS_00027011.p1	bflo_09505
TCONS_00030506.p1	bflo_26296
TCONS_00031369.p1	bflo_10399
TCONS_00014328.p1	bflo_22621
TCONS_00024847.p1	bflo_09839
TCONS_00008806.p1	bflo_13386
TCONS_00037760.p1	bflo_15311
TCONS_00003536.p1	bflo_17055
TCONS_00032786.p1	bflo_09055
TCONS_00019350.p1	bflo_16680
TCONS_00027123.p1	bflo_08902
TCONS_00006434.p1	bflo_20770
TCONS_00048841.p1	bflo_11133
TCONS_00049014.p1	bflo_11110
TCONS_00028798.p1	bflo_06442
TCONS_00019372.p1	bflo_12923
TCONS_00018053.p1	bflo_15880
TCONS_00035427.p1	bflo_16232
TCONS_00036590.p1	bflo_04085
TCONS_00027856.p1	bflo_21052
TCONS_00012337.p1	bflo_22733
TCONS_00007848.p1	bflo_12648
TCONS_00037847.p1	bflo_03284
TCONS_00012320.p1	bflo_05355
TCONS_00008729.p1	bflo_13298
TCONS_00028189.p1	bflo_05574
TCONS_00026610.p1	bflo_08815
TCONS_00023533.p1	bflo_09114
TCONS_00036231.p1	bflo_03682
TCONS_00018554.p1	bflo_01789
TCONS_00054651.p1	bflo_25928
TCONS_00001793.p1	bflo_17660
TCONS_00003804.p1	bflo_02464
TCONS_00005906.p1	bflo_20644
TCONS_00042741.p1	bflo_20853
TCONS_00010465.p1	bflo_14662
TCONS_00046517.p1	bflo_05756
TCONS_00035798.p1	bflo_00309
TCONS_00011030.p1	bflo_13943
TCONS_00017763.p1	bflo_18512
TCONS_00013879.p1	bflo_04493
TCONS_00053186.p1	bflo_25623
TCONS_00020749.p1	bflo_05807
TCONS_00013940.p1	bflo_06373
TCONS_00004503.p1	bflo_11774
TCONS_00022372.p1	bflo_21661
TCONS_00037315.p1	bflo_03315
TCONS_00053190.p1	bflo_26231
TCONS_00017401.p1	bflo_15924
TCONS_00004748.p1	bflo_20275
TCONS_00044191.p1	bflo_15287
TCONS_00001281.p1	bflo_18237
TCONS_00052705.p1	bflo_14611
TCONS_00014095.p1	bflo_23163
TCONS_00013112.p1	bflo_22852
TCONS_00023730.p1	bflo_17649
TCONS_00012135.p1	bflo_14876
TCONS_00021828.p1	bflo_20221
TCONS_00029847.p1	bflo_02054
TCONS_00055194.p1	bflo_07342
TCONS_00057253.p1	bflo_26384
TCONS_00013272.p1	bflo_23382
TCONS_00055789.p1	bflo_11270
TCONS_00015619.p1	bflo_16083
TCONS_00012288.p1	bflo_22732
TCONS_00003234.p1	bflo_02349
TCONS_00026937.p1	bflo_09732
TCONS_00007790.p1	bflo_13930
TCONS_00013524.p1	bflo_02390
TCONS_00011170.p1	bflo_08587
TCONS_00043800.p1	bflo_15505
TCONS_00045263.p1	bflo_04798
TCONS_00022189.p1	bflo_11167
TCONS_00030494.p1	bflo_13620
TCONS_00020219.p1	bflo_08246
TCONS_00005752.p1	bflo_20245
TCONS_00050637.p1	bflo_25003
TCONS_00053746.p1	bflo_25547
TCONS_00041660.p1	bflo_25561
TCONS_00043806.p1	bflo_14168
TCONS_00014445.p1	bflo_22993
TCONS_00029062.p1	bflo_01967
TCONS_00013824.p1	bflo_23810
TCONS_00014362.p1	bflo_22784
TCONS_00019849.p1	bflo_00215
TCONS_00044227.p1	bflo_14089
TCONS_00006975.p1	bflo_00516
TCONS_00027114.p1	bflo_10758
TCONS_00015001.p1	bflo_16943
TCONS_00026725.p1	bflo_17704
TCONS_00050473.p1	bflo_24671
TCONS_00029483.p1	bflo_03239
TCONS_00038079.p1	bflo_04905
TCONS_00029424.p1	bflo_06114
TCONS_00041998.p1	bflo_04354
TCONS_00021118.p1	bflo_17364
TCONS_00048307.p1	bflo_11055
TCONS_00013851.p1	bflo_23252
TCONS_00052496.p1	bflo_18618
TCONS_00000409.p1	bflo_17529
TCONS_00010127.p1	bflo_21013
TCONS_00003488.p1	bflo_07703
TCONS_00010206.p1	bflo_13732
TCONS_00016655.p1	bflo_00184
TCONS_00000813.p1	bflo_17689
TCONS_00044306.p1	bflo_17040
TCONS_00031490.p1	bflo_21466
TCONS_00002759.p1	bflo_02587
TCONS_00052745.p1	bflo_25294
TCONS_00041453.p1	bflo_03391
TCONS_00053363.p1	bflo_26325
TCONS_00016785.p1	bflo_01706
TCONS_00021333.p1	bflo_21740
TCONS_00025906.p1	bflo_18798
TCONS_00022935.p1	bflo_21458
TCONS_00006196.p1	bflo_21021
TCONS_00008478.p1	bflo_13168
TCONS_00056449.p1	bflo_18689
TCONS_00002902.p1	bflo_23919
TCONS_00029590.p1	bflo_06228
TCONS_00005801.p1	bflo_03056
TCONS_00015226.p1	bflo_05866
TCONS_00017952.p1	bflo_05977
TCONS_00014336.p1	bflo_03392
TCONS_00007607.p1	bflo_12540
TCONS_00029068.p1	bflo_06123
TCONS_00028430.p1	bflo_05590
TCONS_00051275.p1	bflo_24396
TCONS_00013485.p1	bflo_23032
TCONS_00053897.p1	bflo_25731
TCONS_00040540.p1	bflo_19082
TCONS_00045727.p1	bflo_14837
TCONS_00014010.p1	bflo_22926
TCONS_00009166.p1	bflo_13479
TCONS_00004818.p1	bflo_16890
TCONS_00028918.p1	bflo_18862
TCONS_00013283.p1	bflo_23299
TCONS_00025714.p1	bflo_09949
TCONS_00022910.p1	bflo_22495
TCONS_00020036.p1	bflo_00280
TCONS_00053826.p1	bflo_25286
TCONS_00013173.p1	bflo_23103
TCONS_00011835.p1	bflo_23925
TCONS_00000426.p1	bflo_17552
TCONS_00010734.p1	bflo_08204
TCONS_00021164.p1	bflo_22519
TCONS_00026875.p1	bflo_10609
TCONS_00047999.p1	bflo_11471
TCONS_00030230.p1	bflo_08097
TCONS_00003678.p1	bflo_02381
TCONS_00043241.p1	bflo_25799
TCONS_00017720.p1	bflo_01681
TCONS_00016696.p1	bflo_15867
TCONS_00000637.p1	bflo_18346
TCONS_00036424.p1	bflo_24490
TCONS_00002289.p1	bflo_17759
TCONS_00042577.p1	bflo_14385
TCONS_00007079.p1	bflo_13110
TCONS_00029215.p1	bflo_06099
TCONS_00031356.p1	bflo_12662
TCONS_00007593.p1	bflo_12930
TCONS_00027514.p1	bflo_09190
TCONS_00051375.p1	bflo_23982
TCONS_00020720.p1	bflo_13274
TCONS_00032848.p1	bflo_00897
TCONS_00022548.p1	bflo_22601
TCONS_00044916.p1	bflo_06727
TCONS_00035865.p1	bflo_26420
TCONS_00044557.p1	bflo_25183
TCONS_00055471.p1	bflo_19580
TCONS_00041989.p1	bflo_14306
TCONS_00008058.p1	bflo_13397
TCONS_00000200.p1	bflo_17616
TCONS_00054359.p1	bflo_25679
TCONS_00008717.p1	bflo_05244
TCONS_00043349.p1	bflo_14315
TCONS_00005570.p1	bflo_20492
TCONS_00050383.p1	bflo_24469
TCONS_00043161.p1	bflo_14247
TCONS_00057050.p1	bflo_19072
TCONS_00013126.p1	bflo_23777
TCONS_00010133.p1	bflo_20204
TCONS_00044732.p1	bflo_01593
TCONS_00048088.p1	bflo_11367
TCONS_00014955.p1	bflo_15864
TCONS_00050081.p1	bflo_03449
TCONS_00046519.p1	bflo_04012
TCONS_00035602.p1	bflo_16155
TCONS_00008760.p1	bflo_06613
TCONS_00039832.p1	bflo_16261
TCONS_00016036.p1	bflo_10398
TCONS_00010492.p1	bflo_25190
TCONS_00054588.p1	bflo_25562
TCONS_00046667.p1	bflo_05733
TCONS_00004496.p1	bflo_07699
TCONS_00010239.p1	bflo_17291
TCONS_00029827.p1	bflo_00874
TCONS_00020648.p1	bflo_07594
TCONS_00012437.p1	bflo_13131
TCONS_00007186.p1	bflo_12681
TCONS_00016102.p1	bflo_16047
TCONS_00041168.p1	bflo_07336
TCONS_00000749.p1	bflo_18122
TCONS_00052966.p1	bflo_00739
TCONS_00031059.p1	bflo_07063
TCONS_00000991.p1	bflo_17611
TCONS_00010777.p1	bflo_17991
TCONS_00026861.p1	bflo_09161
TCONS_00050113.p1	bflo_24130
TCONS_00012043.p1	bflo_18448
TCONS_00011911.p1	bflo_26978
TCONS_00042854.p1	bflo_03965
TCONS_00028988.p1	bflo_06227
TCONS_00022867.p1	bflo_21820
TCONS_00045997.p1	bflo_01171
TCONS_00044047.p1	bflo_22047
TCONS_00041054.p1	bflo_09552
TCONS_00016797.p1	bflo_02644
TCONS_00041648.p1	bflo_14254
TCONS_00011555.p1	bflo_15593
TCONS_00042043.p1	bflo_14234
TCONS_00055911.p1	bflo_24473
TCONS_00018159.p1	bflo_01210
TCONS_00052132.p1	bflo_24601
TCONS_00009396.p1	bflo_13228
TCONS_00023166.p1	bflo_10581
TCONS_00020074.p1	bflo_08494
TCONS_00008179.p1	bflo_05615
TCONS_00029250.p1	bflo_03014
TCONS_00052907.p1	bflo_25362
TCONS_00047467.p1	bflo_11558
TCONS_00052072.p1	bflo_24798
TCONS_00013095.p1	bflo_25145
TCONS_00000757.p1	bflo_21426
TCONS_00049691.p1	bflo_12438
TCONS_00047360.p1	bflo_11660
TCONS_00027340.p1	bflo_10131
TCONS_00026789.p1	bflo_10381
TCONS_00055946.p1	bflo_03383
TCONS_00027094.p1	bflo_10610
TCONS_00023249.p1	bflo_12406
TCONS_00053377.p1	bflo_25211
TCONS_00020688.p1	bflo_00323
TCONS_00029445.p1	bflo_06117
TCONS_00008374.p1	bflo_12776
TCONS_00009453.p1	bflo_13352
TCONS_00013820.p1	bflo_23119
TCONS_00030928.p1	bflo_07420
TCONS_00006067.p1	bflo_20777
TCONS_00036918.p1	bflo_01555
TCONS_00017403.p1	bflo_21086
TCONS_00011142.p1	bflo_12804
TCONS_00011260.p1	bflo_21082
TCONS_00054159.p1	bflo_09060
TCONS_00002993.p1	bflo_05689
TCONS_00014564.p1	bflo_05354
TCONS_00020937.p1	bflo_11001
TCONS_00017035.p1	bflo_00978
TCONS_00019601.p1	bflo_00915
TCONS_00030892.p1	bflo_08389
TCONS_00028523.p1	bflo_03450
TCONS_00051085.p1	bflo_25128
TCONS_00039126.p1	bflo_08062
TCONS_00012335.p1	bflo_25785
TCONS_00010942.p1	bflo_23854
TCONS_00031692.p1	bflo_04286
TCONS_00030595.p1	bflo_03957
TCONS_00021128.p1	bflo_22056
TCONS_00011143.p1	bflo_24569
TCONS_00055656.p1	bflo_27270
TCONS_00029992.p1	bflo_07834
TCONS_00055123.p1	bflo_19557
TCONS_00050545.p1	bflo_24612
TCONS_00021859.p1	bflo_22316
TCONS_00036673.p1	bflo_24369
TCONS_00012044.p1	bflo_19979
TCONS_00014372.p1	bflo_23070
TCONS_00033670.p1	bflo_07445
TCONS_00030352.p1	bflo_08135
TCONS_00018239.p1	bflo_14826
TCONS_00053462.p1	bflo_06731
TCONS_00009899.p1	bflo_16240
TCONS_00050990.p1	bflo_19308
TCONS_00005043.p1	bflo_20178
TCONS_00005902.p1	bflo_20694
TCONS_00054240.p1	bflo_26934
TCONS_00007043.p1	bflo_12669
TCONS_00030861.p1	bflo_08608
TCONS_00016919.p1	bflo_01649
