Orthogroup	XENTR	CAPO3
OG0001604	XENTR13341	CAPO303898
OG0001605	XENTR04606	CAPO307473
OG0001609	XENTR06189	CAPO304683
OG0001609	XENTR11285	CAPO302057
OG0001610	XENTR16107, XENTR10867, XENTR00221	CAPO301483
OG0001611	XENTR13532, XENTR13440, XENTR02083	CAPO305038
OG0001612	XENTR12835, XENTR11391	CAPO302202
OG0001614	XENTR03364	CAPO303895
OG0001614	XENTR09810	CAPO307630
OG0001615	XENTR04468, XENTR16398	CAPO300749
OG0001617	XENTR11229, XENTR17736, XENTR07959, XENTR13009, XENTR13010	CAPO302798
OG0001621	XENTR01806, XENTR05633	CAPO302875
OG0001622	XENTR13104, XENTR02280	CAPO302121
OG0001634	XENTR15612	CAPO305688
OG0001634	XENTR11998	CAPO305614
OG0001638	XENTR17765, XENTR01518	CAPO303528
OG0001641	XENTR14307	CAPO303281
OG0001643	XENTR18601, XENTR05703, XENTR05702, XENTR14501	CAPO306838
OG0001644	XENTR02166, XENTR06062	CAPO303665
OG0001652	XENTR13535	CAPO302838
OG0001653	XENTR11019	CAPO305118
OG0001655	XENTR03302, XENTR02328, XENTR08790, XENTR08791	CAPO302812
OG0001657	XENTR00532, XENTR17851	CAPO304165, CAPO303952
OG0001660	XENTR13183, XENTR03454, XENTR14380	CAPO305930
OG0001661	XENTR10294	CAPO302789
OG0001661	XENTR10421	CAPO304920
OG0001663	XENTR16289, XENTR18540, XENTR18541	CAPO301057
OG0001664	XENTR00344, XENTR00343, XENTR11452, XENTR14760	CAPO303152
OG0001665	XENTR01674, XENTR10394	CAPO302331
OG0001672	XENTR03686, XENTR05392, XENTR14798	CAPO301880
OG0001673	XENTR02411, XENTR14539	CAPO305520
OG0001674	XENTR05318, XENTR08311, XENTR08310, XENTR08309	CAPO301357
OG0001675	XENTR05024, XENTR15538	CAPO307574
OG0001676	XENTR08921	CAPO300524
OG0001676	XENTR08096	CAPO305992
OG0001677	XENTR06345	CAPO307978
OG0001680	XENTR09484, XENTR09485	CAPO304235, CAPO304477
OG0001684	XENTR12235, XENTR00429	CAPO300563
OG0001685	XENTR03486, XENTR03485	CAPO307707
OG0001686	XENTR10802, XENTR10341, XENTR11738, XENTR03714	CAPO307138
OG0001687	XENTR07300	CAPO302907
OG0001688	XENTR12165, XENTR12164, XENTR17332	CAPO300133
OG0001690	XENTR07789	CAPO304820
OG0001691	XENTR19286, XENTR00789, XENTR14685	CAPO307420
OG0001699	XENTR01688, XENTR01687, XENTR17709	CAPO306472, CAPO300057
OG0001704	XENTR03806, XENTR03805	CAPO304434
OG0001706	XENTR05262, XENTR06974, XENTR05263	CAPO301033
OG0001707	XENTR18222, XENTR18221, XENTR18924, XENTR04513	CAPO303836
OG0001709	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408	CAPO304969
OG0001711	XENTR06620, XENTR13096	CAPO301872
OG0001713	XENTR06081	CAPO302278
OG0001714	XENTR03907	CAPO306669
OG0001714	XENTR16567	CAPO300188
OG0001718	XENTR03869	CAPO301559, CAPO301838
OG0001720	XENTR17421, XENTR17422, XENTR01149	CAPO303957
OG0001721	XENTR13555, XENTR07868, XENTR08455	CAPO302302
OG0001723	XENTR11325, XENTR02045, XENTR09068	CAPO308089
OG0001724	XENTR07871	CAPO306474
OG0001727	XENTR02406, XENTR00200, XENTR00201	CAPO301729
OG0001730	XENTR00053, XENTR16791	CAPO303469
OG0001732	XENTR09057, XENTR03190	CAPO304710
OG0001733	XENTR07919	CAPO306615
OG0001734	XENTR17630, XENTR17863, XENTR17864, XENTR17631	CAPO306594
OG0001735	XENTR05402, XENTR16930	CAPO301389
OG0001738	XENTR14124, XENTR16771	CAPO301655
OG0001739	XENTR13668, XENTR18284	CAPO304154
OG0001743	XENTR07739	CAPO306128
OG0001746	XENTR17013, XENTR17012	CAPO306662
OG0001750	XENTR13062, XENTR03762, XENTR06525	CAPO304954
OG0001755	XENTR09873	CAPO300413
OG0001756	XENTR08856	CAPO301153
OG0001756	XENTR02230	CAPO306605
OG0001769	XENTR12819	CAPO300754
OG0001769	XENTR13309	CAPO306748
OG0001770	XENTR05192, XENTR05256, XENTR09738, XENTR01019	CAPO304551
OG0001772	XENTR14857, XENTR14769, XENTR13408	CAPO303731
OG0001774	XENTR17983, XENTR10461	CAPO302411
OG0001775	XENTR08314, XENTR15724	CAPO300385, CAPO303998
OG0001778	XENTR16949, XENTR16948	CAPO303585
OG0001781	XENTR01701	CAPO304059
OG0001781	XENTR12943	CAPO306335
OG0001782	XENTR03438	CAPO302329
OG0001783	XENTR01760, XENTR09127	CAPO302497
OG0001787	XENTR16345, XENTR10666, XENTR10665, XENTR13689	CAPO302384
OG0001789	XENTR01158, XENTR11105	CAPO303597
OG0001792	XENTR07735	CAPO305067
OG0001792	XENTR11934, XENTR11933	CAPO302146
OG0001793	XENTR10072	CAPO300098
OG0001794	XENTR10714	CAPO305037
OG0001797	XENTR07443	CAPO305230
OG0001799	XENTR03523, XENTR06340	CAPO307439
OG0001800	XENTR11113, XENTR10796	CAPO302099, CAPO301494
OG0001801	XENTR07950, XENTR17423, XENTR17424, XENTR15974, XENTR07415	CAPO301631
OG0001802	XENTR18670	CAPO307992
OG0001804	XENTR12189, XENTR00869	CAPO307706
OG0001805	XENTR07066, XENTR17499	CAPO301307
OG0001807	XENTR12261	CAPO305640
OG0001808	XENTR15385, XENTR00368	CAPO300354
OG0001809	XENTR09671, XENTR00098, XENTR00099	CAPO307543
OG0001811	XENTR06957, XENTR07229	CAPO304043
OG0001814	XENTR12256, XENTR09203	CAPO305508
OG0001816	XENTR12357, XENTR04741	CAPO300431
OG0001818	XENTR08496, XENTR08495, XENTR08497, XENTR16571	CAPO302088
OG0001819	XENTR03393, XENTR03154	CAPO307172
OG0001820	XENTR11735, XENTR11739, XENTR08919	CAPO300515
OG0001822	XENTR17740, XENTR13294, XENTR10879	CAPO301119
OG0001825	XENTR11940, XENTR09385, XENTR03315, XENTR13373, XENTR01399, XENTR12908	CAPO306238
OG0001827	XENTR06795	CAPO303060
OG0001828	XENTR16952	CAPO305081
OG0001830	XENTR04509, XENTR16727	CAPO300316
OG0001831	XENTR18275, XENTR17969	CAPO306824
OG0001832	XENTR01410	CAPO300612
OG0001834	XENTR08408, XENTR02906	CAPO301512
OG0001849	XENTR05212, XENTR05214, XENTR06882	CAPO303014
OG0001850	XENTR05476, XENTR03640	CAPO301689
OG0001851	XENTR10410	CAPO303828
OG0001852	XENTR14319, XENTR08373	CAPO303604
OG0001857	XENTR18087, XENTR13066	CAPO306766
OG0001859	XENTR03936, XENTR08444	CAPO304942
OG0001860	XENTR18593, XENTR07653, XENTR05422	CAPO306960
OG0001861	XENTR07625	CAPO303333
OG0001861	XENTR05532	CAPO306489
OG0001864	XENTR04517, XENTR13336	CAPO300448
OG0001866	XENTR00166, XENTR11409	CAPO306683
OG0001867	XENTR18858, XENTR18859, XENTR00928, XENTR18201	CAPO302026
OG0001870	XENTR05017, XENTR12751, XENTR08077, XENTR08078	CAPO303422
OG0001871	XENTR04383, XENTR14454, XENTR14455	CAPO300664
OG0001873	XENTR11870	CAPO305494
OG0001875	XENTR05396	CAPO303129
OG0001875	XENTR05593	CAPO300770
OG0001877	XENTR12095, XENTR17619, XENTR15404	CAPO305419
OG0001878	XENTR04362, XENTR12083, XENTR10903, XENTR05516	CAPO300594
OG0001879	XENTR12513	CAPO302675
OG0001882	XENTR06860, XENTR06863, XENTR05412	CAPO302587
OG0001883	XENTR04807, XENTR13720	CAPO304395
OG0001886	XENTR06797, XENTR15392	CAPO301013
OG0001888	XENTR17512, XENTR15191	CAPO307373
OG0001894	XENTR15449, XENTR08653	CAPO300859, CAPO305070, CAPO302912, CAPO302464, CAPO305462
OG0001895	XENTR16129	CAPO300178
OG0001898	XENTR15118, XENTR03836	CAPO303887
OG0001900	XENTR02100	CAPO306468, CAPO308362
OG0001901	XENTR03557, XENTR18345	CAPO302174
OG0001903	XENTR07494	CAPO301651
OG0001913	XENTR06742, XENTR01451	CAPO308270
OG0001914	XENTR06764	CAPO308187
OG0001915	XENTR06298	CAPO305922
OG0001916	XENTR10953, XENTR12336	CAPO304398
OG0001917	XENTR00340, XENTR11451, XENTR14754, XENTR10651	CAPO303937
OG0001919	XENTR09434	CAPO300799
OG0001923	XENTR13216, XENTR11935	CAPO300364
OG0001926	XENTR00430	CAPO308203
OG0001927	XENTR08972, XENTR04644, XENTR09519	CAPO303832
OG0001928	XENTR07469	CAPO303627
OG0001930	XENTR01448, XENTR05304, XENTR05873	CAPO301567
OG0001932	XENTR09901, XENTR15132	CAPO304653
OG0001935	XENTR00153, XENTR08647	CAPO301339
OG0001937	XENTR17859	CAPO301986
OG0001939	XENTR02477, XENTR10993	CAPO304703
OG0001940	XENTR14019	CAPO307447
OG0001941	XENTR10384, XENTR17146	CAPO303660
OG0001943	XENTR10899, XENTR02451	CAPO304272
OG0001945	XENTR03955, XENTR07870	CAPO302125, CAPO302413
OG0001947	XENTR07021, XENTR02357	CAPO306182
OG0001948	XENTR14766, XENTR08991, XENTR16041, XENTR06626	CAPO307548
OG0001949	XENTR01148, XENTR11100	CAPO303945
OG0001951	XENTR07227, XENTR16258	CAPO305792
OG0001953	XENTR09118, XENTR10393	CAPO306993
OG0001956	XENTR05066, XENTR08133	CAPO302405
OG0001957	XENTR11349, XENTR12903, XENTR01129	CAPO307027
OG0001961	XENTR01355, XENTR01247	CAPO301591
OG0001963	XENTR17226, XENTR11249, XENTR07153	CAPO304559
OG0001964	XENTR10264	CAPO306144
OG0001965	XENTR17416	CAPO305377
OG0001966	XENTR15870, XENTR04015	CAPO308069
OG0001968	XENTR14913, XENTR16410	CAPO303436
OG0001969	XENTR08255, XENTR15375	CAPO301897
OG0001972	XENTR12033	CAPO302726
OG0001985	XENTR06332, XENTR03530	CAPO307425
OG0001988	XENTR11854	CAPO301454
OG0001989	XENTR14006, XENTR12273	CAPO303699
OG0001992	XENTR05527, XENTR15316	CAPO301694
OG0001994	XENTR10934, XENTR08885	CAPO307422
OG0001998	XENTR16338, XENTR14682	CAPO304168
OG0001999	XENTR00961, XENTR10154	CAPO303159
OG0002000	XENTR12364, XENTR05813	CAPO305912
OG0002001	XENTR12894	CAPO301730, CAPO305766
OG0002003	XENTR14361, XENTR02394	CAPO306645
OG0002004	XENTR18683	CAPO305661, CAPO300359
OG0002006	XENTR12258, XENTR12259	CAPO302881
OG0002007	XENTR04883, XENTR07287	CAPO301764
OG0002009	XENTR15588	CAPO305521
OG0002009	XENTR12337, XENTR12338	CAPO304107
OG0002010	XENTR15176, XENTR05624, XENTR07385	CAPO303286
OG0002011	XENTR15809, XENTR12417	CAPO305222
OG0002014	XENTR02871, XENTR11303	CAPO305309
OG0002015	XENTR07357, XENTR03893	CAPO304377
OG0002016	XENTR08295, XENTR04258	CAPO300736, CAPO303360
OG0002019	XENTR02945, XENTR17282	CAPO303943, CAPO301189
OG0002020	XENTR01912, XENTR15447, XENTR08657	CAPO301809, CAPO306607
OG0002024	XENTR09931, XENTR16485	CAPO300776
OG0002025	XENTR01824	CAPO301502
OG0002026	XENTR08832	CAPO307889, CAPO306582
OG0002027	XENTR09267, XENTR07230, XENTR00276	CAPO307021
OG0002029	XENTR18899	CAPO303181
OG0002030	XENTR00366, XENTR13208, XENTR16901, XENTR04720	CAPO303987
OG0002031	XENTR15929, XENTR15928, XENTR08011	CAPO300135
OG0002032	XENTR02603	CAPO304689
OG0002034	XENTR12642, XENTR04597, XENTR02935	CAPO306318
OG0002043	XENTR04074, XENTR04633	CAPO306649
OG0002061	XENTR09573, XENTR13579, XENTR12690	CAPO307339
OG0002062	XENTR10057, XENTR05037	CAPO301382
OG0002066	XENTR13591, XENTR16110, XENTR12403	CAPO300576
OG0002067	XENTR11063	CAPO302721
OG0002068	XENTR08494	CAPO303650
OG0002069	XENTR13071, XENTR02513, XENTR02512, XENTR13070	CAPO306402
OG0002073	XENTR13381, XENTR08969, XENTR17145, XENTR07900	CAPO302333
OG0002074	XENTR16013	CAPO304152
OG0002076	XENTR05229, XENTR17066	CAPO303117
OG0002078	XENTR16673, XENTR07358	CAPO302217
OG0002080	XENTR01136, XENTR01135, XENTR13342	CAPO307474, CAPO307552
OG0002081	XENTR00902, XENTR00903	CAPO300584
OG0002084	XENTR12442, XENTR12443, XENTR11320	CAPO300150
OG0002087	XENTR06831	CAPO306536
OG0002093	XENTR02553	CAPO304254
OG0002094	XENTR07026, XENTR07025	CAPO303399
OG0002097	XENTR04416, XENTR03687	CAPO302111
OG0002099	XENTR02496	CAPO306675
OG0002101	XENTR04299	CAPO307803
OG0002103	XENTR15401, XENTR15782	CAPO305235
OG0002106	XENTR03305	CAPO300071
OG0002108	XENTR13048, XENTR07710	CAPO303834
OG0002122	XENTR13182, XENTR09071	CAPO300191
OG0002129	XENTR08464, XENTR00664, XENTR13829	CAPO305068
OG0002130	XENTR07603	CAPO301943
OG0002131	XENTR05730, XENTR05731, XENTR18308, XENTR17313	CAPO302159
OG0002135	XENTR08449, XENTR18195, XENTR01218	CAPO300616, CAPO300802
OG0002136	XENTR08714, XENTR05562, XENTR09538	CAPO300292
OG0002137	XENTR04141, XENTR04140, XENTR03111	CAPO306593
OG0002138	XENTR08958	CAPO304101
OG0002140	XENTR07463, XENTR14702	CAPO300489
OG0002141	XENTR00916, XENTR11777	CAPO300491
OG0002144	XENTR18301, XENTR10292	CAPO308205
OG0002145	XENTR06603	CAPO305963
OG0002146	XENTR12879, XENTR02800	CAPO303694
OG0002147	XENTR00295	CAPO307247
OG0002148	XENTR13087, XENTR09100	CAPO301311
OG0002150	XENTR06771, XENTR01454	CAPO305991
OG0002151	XENTR01675	CAPO300513
OG0002152	XENTR06605	CAPO305214
OG0002156	XENTR04891	CAPO307789
OG0002158	XENTR02132	CAPO300426
OG0002159	XENTR12686	CAPO301618
OG0002160	XENTR18209	CAPO306354
OG0002165	XENTR12790	CAPO306860
OG0002166	XENTR10313, XENTR06523	CAPO300536
OG0002168	XENTR05025, XENTR15448	CAPO305846
OG0002169	XENTR11319, XENTR12444	CAPO305188, CAPO305186
OG0002170	XENTR00543, XENTR13652	CAPO306065
OG0002171	XENTR02510, XENTR15921	CAPO300657
OG0002172	XENTR04445, XENTR05333	CAPO300117
OG0002173	XENTR02932, XENTR05324	CAPO300163
OG0002177	XENTR11672, XENTR05111, XENTR02389	CAPO303715
OG0002178	XENTR15594	CAPO300762
OG0002179	XENTR17544	CAPO301344
OG0002182	XENTR05974, XENTR01224	CAPO300304
OG0002184	XENTR05819, XENTR11457	CAPO302808
OG0002185	XENTR06645, XENTR00451	CAPO306894
OG0002187	XENTR16423	CAPO303260
OG0002188	XENTR01062	CAPO307308
OG0002189	XENTR00331	CAPO302919, CAPO302901
OG0002190	XENTR06037, XENTR01498, XENTR01499	CAPO305794
OG0002191	XENTR01870, XENTR03789	CAPO306349
OG0002193	XENTR00017	CAPO307827, CAPO303661
OG0002194	XENTR00805, XENTR00806, XENTR00804, XENTR18712, XENTR18437	CAPO306073
OG0002199	XENTR10148, XENTR10728	CAPO306236, CAPO308165
OG0002201	XENTR09884	CAPO305256
OG0002202	XENTR07620	CAPO305145
OG0002216	XENTR02859	CAPO308083
OG0002217	XENTR09078	CAPO303403
OG0002219	XENTR18224	CAPO301953
OG0002222	XENTR03278	CAPO300961
OG0002224	XENTR04276, XENTR01944	CAPO304952
OG0002225	XENTR14771	CAPO301769
OG0002226	XENTR06512, XENTR03995	CAPO307804
OG0002227	XENTR18535	CAPO307820, CAPO307799
OG0002228	XENTR07401, XENTR11182	CAPO301630, CAPO300068
OG0002229	XENTR00831	CAPO308040
OG0002235	XENTR18072, XENTR18071, XENTR02194	CAPO303035
OG0002237	XENTR05472, XENTR06971, XENTR14618	CAPO306506
OG0002239	XENTR17177	CAPO303809
OG0002239	XENTR09309, XENTR17015	CAPO301966
OG0002240	XENTR09016	CAPO306707
OG0002241	XENTR15534, XENTR00886	CAPO303979
OG0002243	XENTR03644, XENTR06468	CAPO301335, CAPO300484
OG0002244	XENTR05927	CAPO303840
OG0002245	XENTR06908	CAPO302737
OG0002246	XENTR09317, XENTR11437, XENTR08637	CAPO301929
OG0002251	XENTR13199, XENTR02220	CAPO302537
OG0002252	XENTR07010, XENTR09805, XENTR07309	CAPO304306
OG0002255	XENTR05622, XENTR07271, XENTR02965	CAPO301475, CAPO302337
OG0002257	XENTR11360, XENTR03831	CAPO303721
OG0002258	XENTR11554	CAPO302229
OG0002261	XENTR12712, XENTR18200, XENTR12711	CAPO303559
OG0002263	XENTR11327	CAPO304694
OG0002264	XENTR11031, XENTR12994	CAPO304810
OG0002266	XENTR10523, XENTR10524, XENTR01757	CAPO307392
OG0002270	XENTR01124, XENTR13158, XENTR01343	CAPO302042
OG0002272	XENTR02511	CAPO301905
OG0002279	XENTR17502, XENTR08016	CAPO304874
OG0002282	XENTR06507, XENTR15597, XENTR15596	CAPO300014
OG0002284	XENTR09193, XENTR00069	CAPO304167
OG0002285	XENTR01924, XENTR01925	CAPO305012
OG0002287	XENTR13326, XENTR15096	CAPO306430
OG0002288	XENTR12739, XENTR07532	CAPO306855
OG0002292	XENTR10569	CAPO308118, CAPO308288
OG0002292	XENTR11818	CAPO301471
OG0002293	XENTR04957, XENTR12754	CAPO302207
OG0002294	XENTR05741, XENTR12369	CAPO300522
OG0002296	XENTR12455, XENTR10334	CAPO307746
OG0002297	XENTR00024, XENTR00025, XENTR00023	CAPO307845
OG0002312	XENTR02000, XENTR06437, XENTR06436	CAPO305339
OG0002316	XENTR13680, XENTR13681, XENTR04956	CAPO302192
OG0002317	XENTR08993, XENTR11973	CAPO301129
OG0002318	XENTR14796	CAPO302292
OG0002321	XENTR17990	CAPO300390
OG0002322	XENTR15485, XENTR07398	CAPO300979
OG0002323	XENTR18240, XENTR18241	CAPO308299
OG0002324	XENTR11808	CAPO301866
OG0002325	XENTR08080	CAPO300458
OG0002326	XENTR11657, XENTR05110	CAPO302239
OG0002327	XENTR06367, XENTR18257	CAPO302954
OG0002330	XENTR00853, XENTR16723	CAPO300172
OG0002331	XENTR02956, XENTR08347	CAPO302246
OG0002332	XENTR04333, XENTR06466	CAPO300761
OG0002337	XENTR12506, XENTR04056	CAPO307155
OG0002340	XENTR07803, XENTR13604	CAPO307906
OG0002343	XENTR09466, XENTR17455, XENTR10712	CAPO303889
OG0002344	XENTR01511, XENTR10309	CAPO307434
OG0002345	XENTR16495, XENTR04466	CAPO304277
OG0002346	XENTR16322	CAPO307106
OG0002348	XENTR03865	CAPO302095
OG0002354	XENTR07671	CAPO306383
OG0002356	XENTR11801, XENTR14127	CAPO305051
OG0002357	XENTR15504, XENTR14393	CAPO302341
OG0002358	XENTR15985	CAPO307788
OG0002359	XENTR14398	CAPO302128
OG0002361	XENTR00595, XENTR12105	CAPO304727
OG0002362	XENTR06985, XENTR01436, XENTR11944	CAPO301902
OG0002363	XENTR01831, XENTR13726	CAPO302980
OG0002364	XENTR00498	CAPO306488
OG0002367	XENTR04737	CAPO304316
OG0002368	XENTR03040, XENTR01632	CAPO301447
OG0002369	XENTR08498	CAPO301279
OG0002370	XENTR11205	CAPO303015
OG0002371	XENTR13442, XENTR02101, XENTR08507	CAPO304426
OG0002372	XENTR18264	CAPO303540
OG0002373	XENTR07192, XENTR18177	CAPO306145
OG0002373	XENTR07193	CAPO306206
OG0002374	XENTR17796, XENTR09958	CAPO302309
OG0002375	XENTR03186	CAPO305178, CAPO300285
OG0002376	XENTR03067	CAPO304863
OG0002377	XENTR08904, XENTR03045	CAPO301847
OG0002379	XENTR09370, XENTR18063	CAPO301214
OG0002383	XENTR15253, XENTR17463, XENTR17464, XENTR18732	CAPO302731
OG0002384	XENTR19273, XENTR06855, XENTR06854	CAPO305065
OG0002396	XENTR06625, XENTR12782	CAPO302410
OG0002398	XENTR05249, XENTR10576, XENTR05514	CAPO306938
OG0002405	XENTR14459, XENTR14636, XENTR00692	CAPO308161
OG0002406	XENTR13694, XENTR16471	CAPO304138
OG0002407	XENTR16253, XENTR18256	CAPO301366
OG0002409	XENTR17207, XENTR00759, XENTR02804	CAPO301533
OG0002410	XENTR18986	CAPO305170
OG0002411	XENTR10283, XENTR09696	CAPO305052
OG0002413	XENTR12213	CAPO307797
OG0002414	XENTR04525, XENTR13332	CAPO304631
OG0002415	XENTR18259	CAPO304905
OG0002418	XENTR13921, XENTR13922, XENTR08069, XENTR15285	CAPO303802
OG0002421	XENTR11863	CAPO305365
OG0002422	XENTR12603	CAPO302014
OG0002425	XENTR17926, XENTR18312	CAPO304491
OG0002426	XENTR00967, XENTR05682, XENTR04791	CAPO303294
OG0002429	XENTR05949, XENTR18057, XENTR02469	CAPO305260
OG0002433	XENTR13711	CAPO302444
OG0002435	XENTR04305	CAPO304613
OG0002436	XENTR00885, XENTR03664	CAPO307054
OG0002437	XENTR06859, XENTR03646, XENTR12985, XENTR00540, XENTR07070, XENTR06175	CAPO303352
OG0002439	XENTR00776, XENTR00775, XENTR12812	CAPO302565
OG0002441	XENTR05912	CAPO304429
OG0002442	XENTR16535, XENTR16802	CAPO300535
OG0002443	XENTR00383	CAPO301424
OG0002445	XENTR03182	CAPO304782
OG0002448	XENTR17600	CAPO308204
OG0002453	XENTR10071	CAPO305834
OG0002454	XENTR10315, XENTR04033	CAPO305157
OG0002466	XENTR03928, XENTR03839, XENTR03842, XENTR02392	CAPO305593
OG0002467	XENTR11901, XENTR00224, XENTR12141	CAPO302869
OG0002476	XENTR00493	CAPO307617
OG0002484	XENTR06740	CAPO305360
OG0002486	XENTR12613	CAPO303598
OG0002489	XENTR14912, XENTR08038	CAPO304231
OG0002490	XENTR06810, XENTR02883	CAPO307409, CAPO300849
OG0002492	XENTR09648	CAPO305743
OG0002494	XENTR02970, XENTR04622	CAPO307620
OG0002495	XENTR01127	CAPO306559
OG0002496	XENTR18038, XENTR07307	CAPO300997
OG0002497	XENTR12266, XENTR01749	CAPO301629
OG0002499	XENTR14604, XENTR11611	CAPO308309
OG0002500	XENTR19041, XENTR19042	CAPO305159
OG0002501	XENTR13311	CAPO305150
OG0002503	XENTR09737	CAPO301024
OG0002505	XENTR00934	CAPO302692
OG0002506	XENTR11712, XENTR05544	CAPO301029
OG0002507	XENTR04668, XENTR13282, XENTR15339	CAPO303215
OG0002509	XENTR15346	CAPO305905, CAPO306732
OG0002510	XENTR13486	CAPO305793
OG0002511	XENTR03365, XENTR03366, XENTR08403	CAPO303146
OG0002516	XENTR02644	CAPO307569
OG0002518	XENTR16754, XENTR16755	CAPO304200
OG0002519	XENTR06434, XENTR00894, XENTR00893	CAPO302874
OG0002523	XENTR18468, XENTR15973, XENTR15750	CAPO301008
OG0002525	XENTR04134, XENTR16248	CAPO300787
OG0002526	XENTR18843	CAPO303145
OG0002527	XENTR09927, XENTR16099	CAPO306066
OG0002528	XENTR13773	CAPO301891
OG0002529	XENTR03254	CAPO301231, CAPO301232
OG0002531	XENTR07496, XENTR09048	CAPO304673
OG0002532	XENTR07408, XENTR07406, XENTR07407	CAPO307265
OG0002533	XENTR06540, XENTR01165	CAPO302353
OG0002534	XENTR10061, XENTR19266	CAPO302248
OG0002539	XENTR09865	CAPO305908
OG0002542	XENTR02923, XENTR13960, XENTR03763	CAPO300062
OG0002543	XENTR00842	CAPO306889, CAPO301493
OG0002548	XENTR11978	CAPO303502
OG0002555	XENTR03864, XENTR07510	CAPO301095
OG0002556	XENTR03700	CAPO306661
OG0002557	XENTR15925, XENTR17200, XENTR15926	CAPO302757
OG0002558	XENTR00183, XENTR15308	CAPO301820
OG0002559	XENTR08983, XENTR07448	CAPO306363
OG0002561	XENTR10163	CAPO306761
OG0002562	XENTR04290, XENTR11943	CAPO305283
OG0002563	XENTR05935, XENTR03654, XENTR17265	CAPO307417
OG0002564	XENTR18727	CAPO307297
OG0002565	XENTR13021	CAPO302611
OG0002566	XENTR07442	CAPO303827
OG0002567	XENTR08378	CAPO304319
OG0002569	XENTR14337	CAPO306658
OG0002570	XENTR02508	CAPO307215
OG0002574	XENTR11279	CAPO307488
OG0002578	XENTR14991, XENTR14992, XENTR14990, XENTR14993, XENTR14994, XENTR16428, XENTR16427, XENTR16426, XENTR16429, XENTR18940, XENTR09934	CAPO301504
OG0002587	XENTR02962, XENTR08363	CAPO300512
OG0002589	XENTR15300	CAPO302447
OG0002592	XENTR01914	CAPO300278
OG0002594	XENTR03750, XENTR15912, XENTR15914, XENTR15913	CAPO304177
OG0002598	XENTR00361, XENTR00360, XENTR06999	CAPO300566
OG0002599	XENTR14546	CAPO303706
OG0002600	XENTR14793	CAPO305861
OG0002601	XENTR09945, XENTR10108	CAPO300675
OG0002602	XENTR13735, XENTR16270	CAPO303637
OG0002605	XENTR04671	CAPO303522
OG0002608	XENTR13670	CAPO303192
OG0002609	XENTR06747, XENTR08636, XENTR08635	CAPO304999
OG0002610	XENTR00520, XENTR17304	CAPO307043
OG0002611	XENTR06282, XENTR03811	CAPO302425
OG0002617	XENTR07545, XENTR07546	CAPO307606
OG0002618	XENTR10256	CAPO307902
OG0002620	XENTR13161, XENTR13162, XENTR01313	CAPO300598
OG0002621	XENTR11785	CAPO305708, CAPO305709, CAPO305858
OG0002624	XENTR17532	CAPO307642
OG0002630	XENTR09334	CAPO300618
OG0002631	XENTR10776, XENTR10774, XENTR10777	CAPO302228
OG0002632	XENTR12124, XENTR17685	CAPO301605
OG0002633	XENTR04116, XENTR10955	CAPO301845
OG0002634	XENTR02674	CAPO303763
OG0002636	XENTR11187, XENTR11186	CAPO302443
OG0002642	XENTR06919, XENTR01959	CAPO302887
OG0002643	XENTR01733	CAPO305403
OG0002644	XENTR03973, XENTR14388	CAPO300686
OG0002645	XENTR13167	CAPO302012
OG0002646	XENTR16009	CAPO300302
OG0002651	XENTR07624	CAPO307502
OG0002652	XENTR03749, XENTR10217	CAPO305413
OG0002656	XENTR16931	CAPO301386
OG0002657	XENTR02298, XENTR05233	CAPO301921
OG0002659	XENTR05178	CAPO302308
OG0002661	XENTR04465, XENTR17775	CAPO300165
OG0002662	XENTR11336, XENTR13715, XENTR04816	CAPO307949
OG0002663	XENTR05765, XENTR09893	CAPO308163
OG0002665	XENTR10300, XENTR15988	CAPO307055
OG0002666	XENTR12989	CAPO308350
OG0002668	XENTR05961, XENTR10409	CAPO301754
OG0002669	XENTR12334	CAPO301762
OG0002672	XENTR18644	CAPO307527
OG0002677	XENTR09797	CAPO303005
OG0002682	XENTR03178, XENTR03177, XENTR01090	CAPO300171
OG0002705	XENTR15379, XENTR04743	CAPO303959
OG0002706	XENTR01378, XENTR01376, XENTR01375	CAPO306125
OG0002708	XENTR05903	CAPO306708
OG0002710	XENTR15727, XENTR10069	CAPO301641
OG0002713	XENTR14279	CAPO306909
OG0002715	XENTR06007	CAPO303783
OG0002716	XENTR00957	CAPO302306
OG0002717	XENTR07538, XENTR14170	CAPO307873
OG0002718	XENTR12920, XENTR12921, XENTR14481	CAPO306705
OG0002720	XENTR02479	CAPO304077
OG0002722	XENTR03855	CAPO300697
OG0002726	XENTR04881, XENTR07286	CAPO303092
OG0002728	XENTR13307, XENTR13308	CAPO304582
OG0002730	XENTR01267, XENTR01266, XENTR12536	CAPO300185
OG0002731	XENTR09306	CAPO304916
OG0002732	XENTR09571, XENTR11093	CAPO305751
OG0002736	XENTR10767, XENTR10766	CAPO302364
OG0002739	XENTR05504	CAPO303462
OG0002740	XENTR12910, XENTR11462	CAPO303044
OG0002741	XENTR08119, XENTR00571, XENTR09682	CAPO305001
OG0002743	XENTR03347, XENTR05375	CAPO305659
OG0002744	XENTR09928, XENTR07749	CAPO307532
OG0002745	XENTR09799, XENTR09800	CAPO302960
OG0002746	XENTR12491	CAPO301404
