Orthogroup	XENTR	HUMAN
OG0003615	XENTR11541	HUMAN14433
OG0003616	XENTR17934	HUMAN20505, HUMAN20506, HUMAN20504
OG0003617	XENTR18835	HUMAN21414
OG0003618	XENTR06591	HUMAN27888, HUMAN27890
OG0003619	XENTR14382	HUMAN30124, HUMAN23959
OG0003620	XENTR11610	HUMAN00037
OG0003621	XENTR08477	HUMAN05310
OG0003621	XENTR08478	HUMAN05311
OG0003622	XENTR00588	HUMAN18690
OG0003623	XENTR02019	HUMAN05857
OG0003624	XENTR04842	HUMAN28864
OG0003626	XENTR09204	HUMAN26164
OG0003627	XENTR03252	HUMAN17655, HUMAN17656
OG0003628	XENTR05281	HUMAN09742, HUMAN09740
OG0003629	XENTR03081	HUMAN21741
OG0003630	XENTR17948	HUMAN10764, HUMAN10786
OG0003631	XENTR01597	HUMAN24131
OG0003632	XENTR10135	HUMAN00145
OG0003632	XENTR00270	HUMAN21796
OG0003634	XENTR10016	HUMAN00127
OG0003635	XENTR09260	HUMAN30607
OG0003638	XENTR03036	HUMAN08782
OG0003639	XENTR09450	HUMAN11734
OG0003640	XENTR07366, XENTR07389	HUMAN13431
OG0003640	XENTR15717	HUMAN17671
OG0003641	XENTR07679	HUMAN13743, HUMAN13746, HUMAN13744
OG0003642	XENTR10056	HUMAN09836
OG0003643	XENTR16883	HUMAN02410
OG0003644	XENTR17108	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	XENTR03915	HUMAN20257, HUMAN20256
OG0003645	XENTR07317	HUMAN12129, HUMAN12128
OG0003646	XENTR17031, XENTR17030	HUMAN09524
OG0003647	XENTR05840	HUMAN23500
OG0003648	XENTR11369	HUMAN16787
OG0003649	XENTR11535	HUMAN14411
OG0003650	XENTR18719	HUMAN19278, HUMAN19276, HUMAN19277
OG0003651	XENTR07797	HUMAN27840
OG0003652	XENTR05790	HUMAN05434
OG0003652	XENTR01212	HUMAN25517
OG0003653	XENTR00241	HUMAN28128
OG0003653	XENTR07273	HUMAN15232
OG0003653	XENTR15919	HUMAN08130
OG0003654	XENTR14703	HUMAN27868
OG0003654	XENTR07464	HUMAN25633
OG0003655	XENTR16032	HUMAN25720
OG0003655	XENTR04379	HUMAN07525
OG0003656	XENTR08122	HUMAN09498, HUMAN09499
OG0003656	XENTR09683	HUMAN01632
OG0003657	XENTR07176	HUMAN17897
OG0003658	XENTR03326	HUMAN26110, HUMAN26109
OG0003659	XENTR06944	HUMAN12849, HUMAN12851
OG0003660	XENTR09436	HUMAN03330
OG0003661	XENTR03758	HUMAN06668
OG0003662	XENTR13147	HUMAN03175, HUMAN03176
OG0003662	XENTR18370	HUMAN17173
OG0003663	XENTR12741, XENTR07298	HUMAN24345
OG0003664	XENTR01685	HUMAN12052
OG0003665	XENTR03871	HUMAN08464
OG0003666	XENTR15411	HUMAN29133
OG0003666	XENTR03926	HUMAN02252
OG0003667	XENTR00535	HUMAN19771
OG0003668	XENTR02672	HUMAN09899
OG0003669	XENTR08683	HUMAN29028
OG0003671	XENTR13386	HUMAN03501
OG0003671	XENTR15446	HUMAN24226
OG0003672	XENTR07314	HUMAN12138
OG0003673	XENTR07879, XENTR09618, XENTR07880	HUMAN25306
OG0003674	XENTR09128	HUMAN12022
OG0003675	XENTR14931	HUMAN20720
OG0003676	XENTR00677	HUMAN29262
OG0003676	XENTR01874	HUMAN20688
OG0003677	XENTR08610	HUMAN17731
OG0003677	XENTR17285	HUMAN02931
OG0003677	XENTR15109	HUMAN12515, HUMAN12514
OG0003678	XENTR00079	HUMAN01033
OG0003678	XENTR17514	HUMAN14660
OG0003679	XENTR18397	HUMAN21403
OG0003679	XENTR12379	HUMAN02922
OG0003680	XENTR05231	HUMAN06616
OG0003681	XENTR16296, XENTR16295	HUMAN20399
OG0003681	XENTR04463	HUMAN04398
OG0003682	XENTR13445	HUMAN02554
OG0003683	XENTR01157	HUMAN19922
OG0003684	XENTR04969	HUMAN14029
OG0003685	XENTR15247	HUMAN28658
OG0003685	XENTR08131	HUMAN09512
OG0003686	XENTR05887	HUMAN11096
OG0003687	XENTR05213	HUMAN06582
OG0003687	XENTR00134	HUMAN17984
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	HUMAN00391, HUMAN00390
OG0003689	XENTR14093	HUMAN12564
OG0003689	XENTR05380	HUMAN17888
OG0003690	XENTR02409	HUMAN08253
OG0003691	XENTR14452	HUMAN27486
OG0003692	XENTR01955	HUMAN26245
OG0003693	XENTR10718	HUMAN05789
OG0003693	XENTR18258	HUMAN21038
OG0003694	XENTR17179	HUMAN01597
OG0003695	XENTR07743	HUMAN29320
OG0003695	XENTR03931	HUMAN28471
OG0003696	XENTR02869	HUMAN26795
OG0003697	XENTR07348	HUMAN10208
OG0003697	XENTR07379	HUMAN13631
OG0003698	XENTR09545	HUMAN03524
OG0003698	XENTR01970	HUMAN27578
OG0003700	XENTR15169	HUMAN10461
OG0003702	XENTR08512	HUMAN08385
OG0003703	XENTR16337	HUMAN04604
OG0003703	XENTR12841	HUMAN09417, HUMAN09419
OG0003704	XENTR14777	HUMAN14829
OG0003704	XENTR00061	HUMAN01005
OG0003705	XENTR12388	HUMAN26525
OG0003706	XENTR15599	HUMAN24793
OG0003707	XENTR17466	HUMAN28827
OG0003707	XENTR01423	HUMAN10024
OG0003708	XENTR08453	HUMAN00455
OG0003709	XENTR16313	HUMAN15203
OG0003710	XENTR06304	HUMAN29654, HUMAN22687
OG0003711	XENTR14138	HUMAN09536
OG0003712	XENTR01274	HUMAN20248
OG0003712	XENTR12990	HUMAN10482
OG0003713	XENTR03924	HUMAN02247
OG0003714	XENTR10015	HUMAN00129, HUMAN00131, HUMAN00130
OG0003716	XENTR10549	HUMAN21975
OG0003717	XENTR08367	HUMAN24583
OG0003718	XENTR10379	HUMAN18082
OG0003720	XENTR01280	HUMAN02239
OG0003720	XENTR11759	HUMAN24894
OG0003721	XENTR07713	HUMAN08875
OG0003721	XENTR09504	HUMAN04841
OG0003722	XENTR13252	HUMAN01183
OG0003722	XENTR06780	HUMAN29299
OG0003724	XENTR10087	HUMAN00259
OG0003725	XENTR00052	HUMAN00988, HUMAN00987
OG0003725	XENTR12471	HUMAN28511
OG0003726	XENTR05750	HUMAN00634, HUMAN25217
OG0003727	XENTR08237	HUMAN15652
OG0003729	XENTR03157	HUMAN17750
OG0003730	XENTR02013	HUMAN03774
OG0003731	XENTR04923	HUMAN14612, HUMAN14611
OG0003732	XENTR18126	HUMAN17458
OG0003733	XENTR04294	HUMAN28575
OG0003734	XENTR16422	HUMAN29355
OG0003735	XENTR05792	HUMAN05437
OG0003736	XENTR09558	HUMAN11064
OG0003737	XENTR06182	HUMAN29411
OG0003737	XENTR09163	HUMAN02196
OG0003738	XENTR17869	HUMAN12341
OG0003739	XENTR15714	HUMAN17673
OG0003740	XENTR15199	HUMAN04216, HUMAN04217
OG0003741	XENTR17057	HUMAN15538
OG0003742	XENTR03179	HUMAN26023
OG0003742	XENTR03778	HUMAN06690, HUMAN06689
OG0003743	XENTR12518	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003744	XENTR06835	HUMAN29944
OG0003744	XENTR16465	HUMAN20992
OG0003745	XENTR00802	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744
OG0003746	XENTR04180	HUMAN18235
OG0003746	XENTR06934	HUMAN12379
OG0003748	XENTR00377	HUMAN06965, HUMAN06967, HUMAN06966
OG0003749	XENTR16748	HUMAN06179
OG0003750	XENTR02453	HUMAN18942, HUMAN18943
OG0003751	XENTR09919, XENTR09920	HUMAN02217, HUMAN02218, HUMAN02216
OG0003752	XENTR05303	HUMAN09871
OG0003753	XENTR13127	HUMAN13277, HUMAN13278, HUMAN13279
OG0003753	XENTR01846	HUMAN10303, HUMAN10302
OG0003754	XENTR10153	HUMAN04680
OG0003754	XENTR11505	HUMAN06799
OG0003755	XENTR04060	HUMAN13092
OG0003756	XENTR06642	HUMAN11263
OG0003757	XENTR15569, XENTR19000	HUMAN15876
OG0003758	XENTR07110	HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	XENTR16557	HUMAN24876
OG0003760	XENTR04510	HUMAN13770, HUMAN13772, HUMAN13771
OG0003760	XENTR16728	HUMAN16624
OG0003761	XENTR05309, XENTR05308	HUMAN09889
OG0003761	XENTR07160	HUMAN28585
OG0003762	XENTR07403	HUMAN13397
OG0003763	XENTR17599	HUMAN25652
OG0003764	XENTR10248	HUMAN13587, HUMAN13588
OG0003765	XENTR13156	HUMAN30574, HUMAN30573
OG0003765	XENTR06386	HUMAN02880, HUMAN02881, HUMAN02878
OG0003766	XENTR01718	HUMAN19093
OG0003768	XENTR08962	HUMAN06974, HUMAN06975
OG0003769	XENTR12425	HUMAN08202
OG0003770	XENTR14731	HUMAN05134
OG0003771	XENTR13739	HUMAN13368, HUMAN13367
OG0003771	XENTR03911	HUMAN20264
OG0003772	XENTR05943	HUMAN11534, HUMAN11536, HUMAN11535, HUMAN11537
OG0003773	XENTR01780	HUMAN10264
OG0003773	XENTR13130	HUMAN12965
OG0003775	XENTR13200	HUMAN22617
OG0003776	XENTR07141	HUMAN19372, HUMAN19371
OG0003777	XENTR01073	HUMAN18426
OG0003777	XENTR12435	HUMAN26008
OG0003778	XENTR10711	HUMAN16925, HUMAN19684, HUMAN19685
OG0003779	XENTR17121	HUMAN11974
OG0003780	XENTR09649	HUMAN18353
OG0003780	XENTR09270	HUMAN30243
OG0003780	XENTR06188	HUMAN07642, HUMAN07641
OG0003781	XENTR11089	HUMAN22177
OG0003781	XENTR16719, XENTR16718	HUMAN03630, HUMAN03632
OG0003794	XENTR05055	HUMAN15210
OG0003795	XENTR19254	HUMAN29845
OG0003798	XENTR01114	HUMAN17950
OG0003798	XENTR07104	HUMAN06536
OG0003803	XENTR01279	HUMAN02236
OG0003806	XENTR07356	HUMAN10280
OG0003807	XENTR01368, XENTR01369, XENTR01367	HUMAN10605
OG0003808	XENTR13676	HUMAN00688, HUMAN00686
OG0003809	XENTR08847	HUMAN22691
OG0003810	XENTR00906	HUMAN07745
OG0003811	XENTR05500	HUMAN22421, HUMAN22419
OG0003813	XENTR10561	HUMAN22627
OG0003813	XENTR06474	HUMAN18665
OG0003815	XENTR02090	HUMAN25505, HUMAN15828
OG0003816	XENTR07578	HUMAN03485, HUMAN03484
OG0003817	XENTR01494	HUMAN21262
OG0003818	XENTR08826	HUMAN07697
OG0003820	XENTR15816, XENTR15817	HUMAN28538, HUMAN28537
OG0003821	XENTR02570	HUMAN01393
OG0003821	XENTR07045	HUMAN20961
OG0003823	XENTR12892	HUMAN16630, HUMAN16629
OG0003823	XENTR11791	HUMAN28229
OG0003824	XENTR02218	HUMAN27737
OG0003825	XENTR01217	HUMAN25524, HUMAN25522
OG0003826	XENTR01516	HUMAN11781
OG0003827	XENTR18626	HUMAN01147
OG0003828	XENTR14525	HUMAN29062
OG0003829	XENTR04012	HUMAN01266
OG0003830	XENTR18560, XENTR14254	HUMAN25373, HUMAN25370
OG0003831	XENTR03490	HUMAN22335
OG0003833	XENTR15540	HUMAN27613
OG0003834	XENTR04978	HUMAN14036
OG0003834	XENTR18533	HUMAN11315
OG0003835	XENTR12732, XENTR12733	HUMAN16694
OG0003836	XENTR11782	HUMAN22326
OG0003836	XENTR15896	HUMAN24116
OG0003837	XENTR02506	HUMAN13331
OG0003838	XENTR00914	HUMAN07732, HUMAN07731
OG0003838	XENTR03476	HUMAN22348
OG0003839	XENTR13884	HUMAN02039
OG0003840	XENTR12159	HUMAN09600, HUMAN01591
OG0003841	XENTR12939	HUMAN24738
OG0003842	XENTR06616	HUMAN06942
OG0003843	XENTR12778, XENTR12779	HUMAN17036
OG0003844	XENTR07150	HUMAN28532
OG0003845	XENTR04055	HUMAN13124
OG0003846	XENTR02190	HUMAN27511
OG0003846	XENTR11317	HUMAN17115, HUMAN27512, HUMAN17116
OG0003847	XENTR05448	HUMAN12497
OG0003848	XENTR09160	HUMAN02199
OG0003849	XENTR02659	HUMAN09691, HUMAN09692
OG0003849	XENTR08320	HUMAN13933
OG0003850	XENTR05454	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	XENTR02901	HUMAN02979
OG0003852	XENTR01443	HUMAN10038, HUMAN10035
OG0003852	XENTR00580	HUMAN23688
OG0003853	XENTR16563	HUMAN25110, HUMAN25109
OG0003854	XENTR09846	HUMAN15023
OG0003854	XENTR03116	HUMAN10092, HUMAN10091
OG0003855	XENTR18199	HUMAN01643
OG0003856	XENTR05612	HUMAN20705
OG0003857	XENTR10397	HUMAN10555
OG0003859	XENTR18118	HUMAN16757, HUMAN16755
OG0003860	XENTR19064	HUMAN02815
OG0003860	XENTR06357	HUMAN02814
OG0003861	XENTR12844	HUMAN19469
OG0003862	XENTR03149	HUMAN17772
OG0003863	XENTR10491, XENTR10490	HUMAN03803
OG0003863	XENTR02221, XENTR02222	HUMAN03804
OG0003864	XENTR11994	HUMAN15578, HUMAN15577
OG0003865	XENTR08410	HUMAN21906
OG0003865	XENTR08547	HUMAN06498
OG0003866	XENTR06311	HUMAN29685, HUMAN05999
OG0003867	XENTR02863	HUMAN26780
OG0003868	XENTR14790	HUMAN14809
OG0003868	XENTR09159, XENTR09158	HUMAN02201
OG0003869	XENTR16798	HUMAN12692
OG0003870	XENTR11422	HUMAN16083, HUMAN16082
OG0003871	XENTR10829	HUMAN07601
OG0003872	XENTR00808	HUMAN19735
OG0003873	XENTR00180	HUMAN02732
OG0003874	XENTR15862	HUMAN01763
OG0003875	XENTR04436	HUMAN04342
OG0003876	XENTR17136	HUMAN28953, HUMAN28954
OG0003878	XENTR02554	HUMAN01357
OG0003879	XENTR11236	HUMAN09653
OG0003880	XENTR13950	HUMAN05339
OG0003880	XENTR06094	HUMAN21532, HUMAN21531
OG0003881	XENTR04081	HUMAN00160
OG0003882	XENTR16402	HUMAN27065
OG0003883	XENTR08760	HUMAN22279, HUMAN22278
OG0003884	XENTR02661	HUMAN09697
OG0003885	XENTR05759	HUMAN25203
OG0003885	XENTR02123	HUMAN24509
OG0003886	XENTR01682	HUMAN12711
OG0003887	XENTR18026	HUMAN10867, HUMAN10808
OG0003887	XENTR11440	HUMAN01579
OG0003888	XENTR15148	HUMAN19589, HUMAN19338
OG0003890	XENTR06459	HUMAN17103
OG0003890	XENTR12480	HUMAN24051
OG0003892	XENTR00762	HUMAN02849, HUMAN02848
OG0003893	XENTR13880	HUMAN17502
OG0003894	XENTR06779	HUMAN29298
OG0003895	XENTR15607	HUMAN13034
OG0003896	XENTR17970	HUMAN12343
OG0003896	XENTR16273	HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889
OG0003897	XENTR09637	HUMAN18373, HUMAN18372
OG0003898	XENTR00281	HUMAN21809, HUMAN21810
OG0003899	XENTR07459	HUMAN28708, HUMAN28709
OG0003900	XENTR06624	HUMAN04892
OG0003901	XENTR10660, XENTR18510	HUMAN25158, HUMAN00514
OG0003903	XENTR11558	HUMAN22257
OG0003904	XENTR08625	HUMAN14015
OG0003904	XENTR05314	HUMAN09983
OG0003905	XENTR09275	HUMAN06891
OG0003906	XENTR05038	HUMAN14951
OG0003907	XENTR03299	HUMAN23046
OG0003908	XENTR12199	HUMAN22926
OG0003908	XENTR15544	HUMAN06953, HUMAN06952
OG0003909	XENTR13589	HUMAN16634
OG0003910	XENTR11171	HUMAN25500
OG0003910	XENTR07945	HUMAN00725
OG0003911	XENTR02501	HUMAN18914, HUMAN18913
OG0003912	XENTR07778	HUMAN11530, HUMAN11531
OG0003913	XENTR15388	HUMAN22057
OG0003914	XENTR02686	HUMAN09921, HUMAN09922
OG0003915	XENTR02712	HUMAN07885
OG0003915	XENTR00701	HUMAN30288
OG0003916	XENTR04593	HUMAN07943
OG0003916	XENTR05144	HUMAN28011
OG0003917	XENTR00420, XENTR10594	HUMAN17384
OG0003918	XENTR06731	HUMAN22575
OG0003919	XENTR14692	HUMAN18229
OG0003920	XENTR12856	HUMAN00591, HUMAN00592
OG0003921	XENTR04630	HUMAN27803
OG0003922	XENTR08412	HUMAN21903, HUMAN21904
OG0003923	XENTR04190	HUMAN18230
OG0003924	XENTR13976	HUMAN28661
OG0003925	XENTR05466	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003927	XENTR06337, XENTR06338	HUMAN07340, HUMAN07339
OG0003928	XENTR12557, XENTR12558	HUMAN27971
OG0003929	XENTR03727	HUMAN11590, HUMAN11588
OG0003930	XENTR10794	HUMAN06982
OG0003931	XENTR10403	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	XENTR11134	HUMAN21430
OG0003933	XENTR10793	HUMAN07048
OG0003934	XENTR05679	HUMAN16284
OG0003935	XENTR03877	HUMAN08472, HUMAN08471
OG0003936	XENTR06644	HUMAN11264
OG0003937	XENTR01997	HUMAN03795
OG0003937	XENTR01986	HUMAN27601
OG0003938	XENTR15244	HUMAN16018
OG0003939	XENTR04150	HUMAN02684
OG0003940	XENTR04461	HUMAN04396
OG0003941	XENTR10808	HUMAN07026
OG0003942	XENTR17940	HUMAN25725
OG0003944	XENTR06236	HUMAN21868
OG0003945	XENTR18416	HUMAN05796
OG0003946	XENTR08261	HUMAN03504, HUMAN03508
OG0003946	XENTR12173	HUMAN22287
OG0003947	XENTR08870	HUMAN22108
OG0003947	XENTR02239	HUMAN27709
OG0003949	XENTR02519	HUMAN25455, HUMAN25454
OG0003950	XENTR10159	HUMAN03842, HUMAN03843
OG0003951	XENTR02805	HUMAN20874
OG0003954	XENTR15739	HUMAN28199
OG0003954	XENTR07597	HUMAN16670
OG0003955	XENTR03281	HUMAN23068
OG0003957	XENTR11174	HUMAN25496
OG0003957	XENTR13241	HUMAN14055
OG0003958	XENTR08137	HUMAN03241
OG0003959	XENTR19068	HUMAN29359
OG0003960	XENTR02354	HUMAN06253, HUMAN06252, HUMAN06254
OG0003960	XENTR13704	HUMAN04274
OG0003961	XENTR09360	HUMAN00898
OG0003962	XENTR09257	HUMAN30606
OG0003962	XENTR00890	HUMAN07757
OG0003962	XENTR15298	HUMAN22850
OG0003962	XENTR13042	HUMAN23998
OG0003965	XENTR12041	HUMAN00594, HUMAN00595, HUMAN00593
OG0003966	XENTR12845	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471
OG0003967	XENTR01385	HUMAN10627
OG0003968	XENTR09674	HUMAN01977
OG0003970	XENTR06325	HUMAN07324
OG0003971	XENTR16415	HUMAN29506
OG0003972	XENTR02960	HUMAN19162
OG0003973	XENTR02390	HUMAN08329
OG0003973	XENTR13883	HUMAN18737
OG0003974	XENTR07421	HUMAN24977
OG0003974	XENTR05432	HUMAN06043, HUMAN06042, HUMAN03960
OG0003978	XENTR01603	HUMAN26994
OG0003978	XENTR13382	HUMAN30075, HUMAN03495
OG0003978	XENTR01941	HUMAN26246
OG0003979	XENTR10784	HUMAN07462, HUMAN07461
OG0003979	XENTR03621, XENTR03620, XENTR03619	HUMAN25188, HUMAN25189
OG0003979	XENTR12481	HUMAN24053
OG0003979	XENTR16528	HUMAN11566
OG0003980	XENTR18634	HUMAN00367, HUMAN00368, HUMAN00369, HUMAN00370, HUMAN00372
OG0003980	XENTR16902, XENTR16903	HUMAN00366
OG0003981	XENTR10622	HUMAN16155
OG0003981	XENTR15688	HUMAN28192
OG0003981	XENTR07637	HUMAN11304, HUMAN11303
OG0003982	XENTR05293	HUMAN09588, HUMAN09591, HUMAN09592, HUMAN09590, HUMAN09589
OG0003982	XENTR05871	HUMAN14908, HUMAN14910
OG0003997	XENTR03284	HUMAN23065
OG0003998	XENTR13053	HUMAN17020
OG0003999	XENTR13639	HUMAN27199, HUMAN27198
OG0004000	XENTR16850	HUMAN20817
OG0004002	XENTR07505	HUMAN02677
OG0004004	XENTR09365	HUMAN21663
OG0004004	XENTR00508	HUMAN11010
OG0004005	XENTR08022	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004007	XENTR00335	HUMAN01069
OG0004007	XENTR12145	HUMAN23295
OG0004009	XENTR12738	HUMAN22781
OG0004009	XENTR07565	HUMAN03273
OG0004010	XENTR15365	HUMAN23360
OG0004011	XENTR09432	HUMAN03321
OG0004011	XENTR02695	HUMAN27684
OG0004012	XENTR08974	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	XENTR16545	HUMAN18181
OG0004015	XENTR07793	HUMAN01156
OG0004016	XENTR08559	HUMAN06482
OG0004017	XENTR14676	HUMAN10876
OG0004019	XENTR14133	HUMAN16041, HUMAN16043, HUMAN16042
OG0004020	XENTR03214	HUMAN18327, HUMAN18326
OG0004021	XENTR01515	HUMAN11780, HUMAN11779
OG0004022	XENTR07692	HUMAN29670, HUMAN29669
OG0004023	XENTR12549	HUMAN27981
OG0004023	XENTR09886	HUMAN11239, HUMAN11240, HUMAN11242
OG0004024	XENTR10419	HUMAN21511, HUMAN21514
OG0004025	XENTR15063	HUMAN22133
OG0004027	XENTR05193	HUMAN06638
OG0004027	XENTR01694	HUMAN12722
OG0004028	XENTR07292	HUMAN03299
OG0004029	XENTR14070	HUMAN20668, HUMAN20667
OG0004030	XENTR01775	HUMAN10251
OG0004031	XENTR02095	HUMAN15780
OG0004032	XENTR14175, XENTR14174	HUMAN30274
OG0004032	XENTR10565	HUMAN07906
OG0004033	XENTR07511	HUMAN02667
OG0004034	XENTR01478	HUMAN09932
OG0004035	XENTR18213	HUMAN18569
OG0004036	XENTR00661	HUMAN30598
OG0004037	XENTR08593	HUMAN18538, HUMAN18540
OG0004038	XENTR14795	HUMAN14761, HUMAN14760
OG0004039	XENTR14249, XENTR17899	HUMAN25332
OG0004040	XENTR03495	HUMAN22331
OG0004041	XENTR00599	HUMAN18706
OG0004042	XENTR16635	HUMAN04449
OG0004043	XENTR06092	HUMAN25302, HUMAN25301
OG0004044	XENTR01872	HUMAN20694
OG0004045	XENTR13376	HUMAN03490
OG0004046	XENTR13914	HUMAN07172, HUMAN07174, HUMAN07173
OG0004047	XENTR09809	HUMAN13570
OG0004048	XENTR08876	HUMAN22101, HUMAN22100
OG0004049	XENTR08475	HUMAN05306
OG0004049	XENTR11386	HUMAN25326
OG0004050	XENTR01327, XENTR01326	HUMAN20375
OG0004051	XENTR07177	HUMAN17896
OG0004052	XENTR14748	HUMAN15057, HUMAN15056
OG0004053	XENTR05712	HUMAN29957, HUMAN28825
OG0004053	XENTR12155	HUMAN01839
OG0004054	XENTR03843	HUMAN08335
OG0004054	XENTR02105	HUMAN15782
OG0004055	XENTR07492, XENTR07490, XENTR07491	HUMAN25842
OG0004056	XENTR16960	HUMAN23551, HUMAN21186
OG0004057	XENTR00723	HUMAN26949
OG0004058	XENTR15687	HUMAN16633, HUMAN16632
OG0004059	XENTR02089	HUMAN15829
OG0004060	XENTR10032	HUMAN25392
OG0004061	XENTR00001	HUMAN00893, HUMAN00894
OG0004062	XENTR08862	HUMAN03560
OG0004062	XENTR10337	HUMAN24215
OG0004063	XENTR04591	HUMAN07941
OG0004064	XENTR04196	HUMAN18276, HUMAN18275
OG0004065	XENTR13020	HUMAN00215, HUMAN00216
OG0004066	XENTR12212	HUMAN14690
OG0004067	XENTR14385	HUMAN18034
OG0004068	XENTR08780	HUMAN30649, HUMAN30612
OG0004069	XENTR09185	HUMAN28854
OG0004069	XENTR08526	HUMAN09466
OG0004070	XENTR11830	HUMAN25913, HUMAN25912
OG0004071	XENTR01305	HUMAN02291
OG0004071	XENTR15592	HUMAN24781, HUMAN24782
OG0004071	XENTR09667, XENTR09668	HUMAN29079
OG0004072	XENTR02752	HUMAN13160
OG0004073	XENTR11511	HUMAN06790
OG0004073	XENTR02540	HUMAN25043
OG0004074	XENTR11569	HUMAN22236
OG0004075	XENTR00982	HUMAN10663
OG0004076	XENTR13769	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004077	XENTR16417	HUMAN29503, HUMAN29502
OG0004078	XENTR10912	HUMAN03624
OG0004079	XENTR01034	HUMAN22873
OG0004080	XENTR04210	HUMAN18253
OG0004080	XENTR17702	HUMAN27257
OG0004081	XENTR09630	HUMAN18386
OG0004082	XENTR03276	HUMAN18511
OG0004083	XENTR09602	HUMAN08562
OG0004085	XENTR02748	HUMAN07816
OG0004086	XENTR00590	HUMAN18693
OG0004087	XENTR08763	HUMAN17812
OG0004088	XENTR12362	HUMAN01139
OG0004088	XENTR11015	HUMAN23388
OG0004089	XENTR15591	HUMAN21587
OG0004090	XENTR05223	HUMAN06601
OG0004091	XENTR04711	HUMAN28496
OG0004092	XENTR15001	HUMAN26216
OG0004092	XENTR15101	HUMAN12524
OG0004093	XENTR15684	HUMAN27002
OG0004094	XENTR14516	HUMAN29054
OG0004095	XENTR04765	HUMAN04244, HUMAN04243
OG0004096	XENTR04695	HUMAN02141
OG0004097	XENTR14379	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004098	XENTR09195	HUMAN28862
OG0004098	XENTR00362	HUMAN01104
OG0004099	XENTR07018	HUMAN16085
OG0004099	XENTR03906	HUMAN20170
OG0004100	XENTR15549, XENTR15547	HUMAN06958
OG0004101	XENTR13964	HUMAN12860
OG0004102	XENTR02021	HUMAN03466
OG0004103	XENTR02995, XENTR02996	HUMAN19037
OG0004104	XENTR08622	HUMAN14010
OG0004105	XENTR00235	HUMAN28120
OG0004106	XENTR04092	HUMAN00170
OG0004107	XENTR09700	HUMAN01954
OG0004108	XENTR07571	HUMAN03070, HUMAN03126
OG0004110	XENTR18262	HUMAN23820, HUMAN03249
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	HUMAN28066, HUMAN16652
OG0004112	XENTR18035	HUMAN01822, HUMAN01821
OG0004113	XENTR11125	HUMAN20537
OG0004114	XENTR11643	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	XENTR10408	HUMAN21493
OG0004116	XENTR06030	HUMAN05608, HUMAN05607
OG0004117	XENTR06588	HUMAN27879
OG0004118	XENTR00736	HUMAN26960
OG0004119	XENTR07270	HUMAN15237, HUMAN15236
OG0004120	XENTR09438	HUMAN03333
OG0004121	XENTR08429	HUMAN00202
OG0004123	XENTR18443, XENTR02606	HUMAN05600
OG0004124	XENTR02997	HUMAN19130
OG0004124	XENTR06594	HUMAN27894
OG0004125	XENTR09786	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506
OG0004126	XENTR02624	HUMAN05543
OG0004126	XENTR17192	HUMAN19543
OG0004127	XENTR09339	HUMAN27924
OG0004128	XENTR07972	HUMAN20446
OG0004128	XENTR04126	HUMAN16881, HUMAN16882
OG0004129	XENTR05980	HUMAN02978
OG0004131	XENTR00865	HUMAN19907, HUMAN19906
OG0004132	XENTR08207	HUMAN27969
OG0004133	XENTR08580	HUMAN18302
OG0004133	XENTR08835	HUMAN07684
OG0004134	XENTR10228	HUMAN22443
OG0004135	XENTR14499	HUMAN13193
OG0004136	XENTR14548	HUMAN02427
OG0004137	XENTR05727	HUMAN28841
OG0004139	XENTR09190	HUMAN28858
OG0004139	XENTR15382	HUMAN14285
OG0004140	XENTR05945	HUMAN11430, HUMAN11431, HUMAN11429
OG0004141	XENTR07977	HUMAN21479
OG0004141	XENTR09656	HUMAN30533
OG0004142	XENTR15552	HUMAN14999
OG0004143	XENTR14330	HUMAN28620
OG0004144	XENTR10488	HUMAN20558
OG0004144	XENTR16335	HUMAN21379
OG0004145	XENTR06685	HUMAN08310
OG0004146	XENTR10320	HUMAN07308
OG0004147	XENTR18396	HUMAN21565
OG0004148	XENTR06933	HUMAN12377
OG0004149	XENTR10834	HUMAN07609
OG0004150	XENTR03403	HUMAN20664
OG0004151	XENTR00487	HUMAN11355, HUMAN11356
OG0004153	XENTR02143	HUMAN24083
