Orthogroup	XENTR	ASTMX
OG0003430	XENTR15234	ASTMX06739
OG0003431	XENTR09172	ASTMX02037
OG0003432	XENTR12177	ASTMX19615
OG0003433	XENTR13812	ASTMX18120, ASTMX05648
OG0003434	XENTR01877	ASTMX16757
OG0003437	XENTR07320	ASTMX18378, ASTMX16135
OG0003437	XENTR05601	ASTMX15000
OG0003439	XENTR17504	ASTMX00536
OG0003439	XENTR10921, XENTR10920	ASTMX08748
OG0003440	XENTR02723, XENTR02722	ASTMX07860, ASTMX13319
OG0003441	XENTR04826	ASTMX13951
OG0003442	XENTR02332	ASTMX04859, ASTMX01667, ASTMX05506
OG0003443	XENTR07991	ASTMX12664
OG0003443	XENTR13306	ASTMX04558
OG0003444	XENTR10884	ASTMX02546
OG0003445	XENTR04011	ASTMX16471
OG0003447	XENTR05985	ASTMX07133
OG0003448	XENTR00217	ASTMX13573, ASTMX13913
OG0003448	XENTR05059	ASTMX17648
OG0003449	XENTR04620	ASTMX14031
OG0003450	XENTR11136	ASTMX21046
OG0003451	XENTR03958	ASTMX22491
OG0003452	XENTR14210	ASTMX07622
OG0003453	XENTR12517	ASTMX18802
OG0003454	XENTR06943	ASTMX17262
OG0003454	XENTR12431	ASTMX01805
OG0003455	XENTR18377	ASTMX03444, ASTMX03446
OG0003455	XENTR19153	ASTMX03443
OG0003456	XENTR10526	ASTMX21655
OG0003457	XENTR04624	ASTMX17161
OG0003457	XENTR08027	ASTMX01405
OG0003458	XENTR11788	ASTMX10149
OG0003459	XENTR01653	ASTMX10610
OG0003460	XENTR05095	ASTMX03204
OG0003461	XENTR15751	ASTMX15709
OG0003462	XENTR16197	ASTMX22437
OG0003463	XENTR11861	ASTMX08158, ASTMX19125
OG0003463	XENTR11992	ASTMX17220
OG0003464	XENTR00966	ASTMX07673
OG0003465	XENTR06176	ASTMX08614
OG0003466	XENTR11842	ASTMX18103, ASTMX01489
OG0003466	XENTR10915	ASTMX12180, ASTMX07980
OG0003467	XENTR17927	ASTMX15385
OG0003468	XENTR02404	ASTMX10974
OG0003469	XENTR12948	ASTMX12240, ASTMX12241
OG0003471	XENTR06561	ASTMX01577
OG0003472	XENTR13142	ASTMX00009
OG0003473	XENTR00629, XENTR14470	ASTMX07041
OG0003474	XENTR05119	ASTMX15389
OG0003474	XENTR13688	ASTMX12244
OG0003475	XENTR16240	ASTMX07930
OG0003476	XENTR00760	ASTMX07144
OG0003477	XENTR08073	ASTMX10944
OG0003478	XENTR12098	ASTMX16545
OG0003479	XENTR16286, XENTR11231	ASTMX08377
OG0003480	XENTR09961	ASTMX18358
OG0003480	XENTR17800	ASTMX00514
OG0003481	XENTR05415	ASTMX12699
OG0003482	XENTR09273	ASTMX06291
OG0003482	XENTR18489	ASTMX01090, ASTMX09004
OG0003483	XENTR07509	ASTMX02494
OG0003484	XENTR05070	ASTMX15170
OG0003484	XENTR17032	ASTMX07095
OG0003485	XENTR10111	ASTMX12594
OG0003486	XENTR14251, XENTR14252	ASTMX09925
OG0003487	XENTR18643	ASTMX11535
OG0003488	XENTR06590	ASTMX06137
OG0003489	XENTR05327	ASTMX11315
OG0003490	XENTR10771	ASTMX12967
OG0003491	XENTR07233	ASTMX07278
OG0003492	XENTR01960	ASTMX15658
OG0003492	XENTR06706	ASTMX07661
OG0003495	XENTR15577	ASTMX12152
OG0003495	XENTR04647	ASTMX06696, ASTMX17728
OG0003496	XENTR05780	ASTMX05843
OG0003497	XENTR06024, XENTR18982	ASTMX09325, ASTMX12800
OG0003498	XENTR03494	ASTMX01620
OG0003499	XENTR09564	ASTMX00373
OG0003500	XENTR14238	ASTMX12903
OG0003500	XENTR02385	ASTMX13670
OG0003501	XENTR10636	ASTMX02416
OG0003502	XENTR06321	ASTMX09364
OG0003503	XENTR13845	ASTMX17335
OG0003504	XENTR17440	ASTMX07823
OG0003504	XENTR15178	ASTMX12935
OG0003505	XENTR00482	ASTMX01106
OG0003506	XENTR11659	ASTMX17187
OG0003506	XENTR05517	ASTMX15908
OG0003507	XENTR10640	ASTMX03126, ASTMX03987
OG0003507	XENTR00027	ASTMX02892
OG0003508	XENTR17069	ASTMX08692
OG0003508	XENTR08767	ASTMX14664
OG0003509	XENTR18947	ASTMX20219
OG0003510	XENTR02162	ASTMX06743, ASTMX00853
OG0003510	XENTR10219	ASTMX18796
OG0003511	XENTR05842	ASTMX12073
OG0003512	XENTR01185	ASTMX05092, ASTMX09614
OG0003513	XENTR16163	ASTMX12957, ASTMX10424
OG0003513	XENTR15086	ASTMX18403
OG0003514	XENTR07062	ASTMX08380, ASTMX19372
OG0003514	XENTR05972	ASTMX08342
OG0003515	XENTR01032	ASTMX14872, ASTMX08241
OG0003516	XENTR16307	ASTMX03270
OG0003517	XENTR17629	ASTMX22733
OG0003517	XENTR11506	ASTMX21231
OG0003518	XENTR08349	ASTMX08720
OG0003519	XENTR16950	ASTMX21057
OG0003520	XENTR02410	ASTMX10981
OG0003521	XENTR17130	ASTMX05860
OG0003522	XENTR04224	ASTMX09932, ASTMX01391
OG0003523	XENTR06238	ASTMX06451, ASTMX09203
OG0003525	XENTR04572	ASTMX03127, ASTMX20265
OG0003526	XENTR07495	ASTMX04890
OG0003526	XENTR09052	ASTMX21723
OG0003527	XENTR08469	ASTMX03019
OG0003528	XENTR10782	ASTMX09805
OG0003529	XENTR04193	ASTMX16745
OG0003529	XENTR18482	ASTMX14098
OG0003530	XENTR08393	ASTMX05440, ASTMX20430
OG0003531	XENTR02395	ASTMX16540
OG0003531	XENTR17644	ASTMX22221, ASTMX09746, ASTMX04691
OG0003532	XENTR10579	ASTMX09797
OG0003533	XENTR06013	ASTMX14253
OG0003534	XENTR03027	ASTMX08487
OG0003535	XENTR02215	ASTMX17766
OG0003535	XENTR09303	ASTMX10435
OG0003536	XENTR12968	ASTMX04814
OG0003536	XENTR16655	ASTMX07581
OG0003538	XENTR16304	ASTMX21966, ASTMX20518
OG0003539	XENTR17518	ASTMX01615
OG0003541	XENTR10222	ASTMX02571
OG0003542	XENTR11066	ASTMX19914
OG0003543	XENTR16314	ASTMX22680
OG0003543	XENTR00214	ASTMX13907
OG0003544	XENTR13004	ASTMX05764
OG0003544	XENTR07985	ASTMX12377
OG0003545	XENTR01366	ASTMX03639
OG0003545	XENTR13128	ASTMX14841
OG0003546	XENTR06379	ASTMX03306, ASTMX06923
OG0003546	XENTR00109	ASTMX13133
OG0003547	XENTR05429	ASTMX02604
OG0003547	XENTR12061	ASTMX19541, ASTMX00359
OG0003548	XENTR15263	ASTMX10078, ASTMX20604
OG0003549	XENTR16034	ASTMX09904
OG0003549	XENTR03980	ASTMX16803
OG0003550	XENTR11802	ASTMX12018
OG0003550	XENTR05398	ASTMX00483, ASTMX08669
OG0003551	XENTR04301	ASTMX14724
OG0003552	XENTR01989	ASTMX04006
OG0003554	XENTR12448	ASTMX10001, ASTMX12094
OG0003555	XENTR10243, XENTR06578, XENTR10244, XENTR10245	ASTMX06580
OG0003558	XENTR09307	ASTMX07075
OG0003558	XENTR11536	ASTMX08200
OG0003560	XENTR06670	ASTMX20729
OG0003561	XENTR09143, XENTR09144	ASTMX09905
OG0003561	XENTR15956	ASTMX06185
OG0003562	XENTR13770	ASTMX04310, ASTMX15769
OG0003563	XENTR00974	ASTMX07743
OG0003564	XENTR01915	ASTMX16336, ASTMX09764
OG0003564	XENTR08979	ASTMX04739
OG0003565	XENTR01961	ASTMX17264
OG0003566	XENTR08703	ASTMX09006
OG0003567	XENTR12992	ASTMX03625
OG0003568	XENTR01200	ASTMX14445
OG0003569	XENTR00379	ASTMX02172, ASTMX13272
OG0003569	XENTR02589	ASTMX09249
OG0003570	XENTR15222	ASTMX18041
OG0003571	XENTR05133	ASTMX18396
OG0003571	XENTR16524	ASTMX02624
OG0003572	XENTR12331	ASTMX20122, ASTMX06072
OG0003572	XENTR07627	ASTMX07500, ASTMX04640
OG0003573	XENTR18024	ASTMX17087
OG0003576	XENTR04492, XENTR02968	ASTMX19656
OG0003576	XENTR03721	ASTMX13857
OG0003578	XENTR00880	ASTMX15744
OG0003579	XENTR01923	ASTMX18857
OG0003579	XENTR05581, XENTR05580	ASTMX05928, ASTMX10482
OG0003581	XENTR18268	ASTMX08220
OG0003582	XENTR13303	ASTMX22172, ASTMX05373
OG0003584	XENTR03225	ASTMX17845, ASTMX08045
OG0003584	XENTR04095	ASTMX00726
OG0003585	XENTR14346	ASTMX16416, ASTMX11421
OG0003585	XENTR09956	ASTMX11923
OG0003585	XENTR16832	ASTMX05210, ASTMX10762
OG0003586	XENTR15888, XENTR15891, XENTR15886, XENTR15889, XENTR15890, XENTR15887, XENTR15892, XENTR14736, XENTR15893, XENTR14735	ASTMX11253, ASTMX11251, ASTMX11252, ASTMX11255, ASTMX10003, ASTMX17375
OG0003597	XENTR18049	ASTMX03573
OG0003598	XENTR12005	ASTMX04073
OG0003598	XENTR01306	ASTMX02389
OG0003599	XENTR06077	ASTMX16957
OG0003601	XENTR05348, XENTR05349	ASTMX21464
OG0003604	XENTR09462	ASTMX12235, ASTMX18061
OG0003604	XENTR01204	ASTMX05055
OG0003606	XENTR08447	ASTMX02533
OG0003607	XENTR04132	ASTMX21385
OG0003608	XENTR09171	ASTMX02819
OG0003610	XENTR18364	ASTMX10810
OG0003611	XENTR13792	ASTMX14877
OG0003612	XENTR12924	ASTMX21729
OG0003613	XENTR18350	ASTMX04050, ASTMX18610
OG0003615	XENTR11541	ASTMX17840
OG0003616	XENTR17934	ASTMX05288
OG0003617	XENTR18835	ASTMX16719
OG0003618	XENTR06591	ASTMX06136
OG0003619	XENTR14382	ASTMX04527
OG0003620	XENTR11610	ASTMX19184
OG0003621	XENTR08478	ASTMX03711
OG0003622	XENTR00588	ASTMX03803, ASTMX18660
OG0003623	XENTR02019	ASTMX09071
OG0003624	XENTR04842	ASTMX19218, ASTMX20395
OG0003626	XENTR09204	ASTMX14928
OG0003627	XENTR03252	ASTMX02831
OG0003628	XENTR05281	ASTMX20167
OG0003629	XENTR03081	ASTMX11707
OG0003630	XENTR17948	ASTMX04467
OG0003631	XENTR01597	ASTMX03889
OG0003632	XENTR10135	ASTMX05268, ASTMX13688
OG0003632	XENTR00270	ASTMX16659
OG0003634	XENTR10016	ASTMX17751
OG0003635	XENTR09260	ASTMX01147
OG0003636	XENTR14237	ASTMX14519
OG0003638	XENTR03036	ASTMX08095, ASTMX09482
OG0003639	XENTR09450	ASTMX13998
OG0003640	XENTR07366, XENTR07389	ASTMX07846
OG0003640	XENTR15717	ASTMX10421
OG0003641	XENTR07679	ASTMX06736
OG0003642	XENTR10056	ASTMX13241
OG0003642	XENTR06735	ASTMX14005
OG0003643	XENTR16883	ASTMX06419
OG0003644	XENTR17108	ASTMX11204, ASTMX22672
OG0003645	XENTR03915	ASTMX17672
OG0003646	XENTR17031, XENTR17030	ASTMX07094
OG0003647	XENTR05840	ASTMX03340
OG0003648	XENTR11369	ASTMX04819
OG0003649	XENTR11535	ASTMX04920
OG0003650	XENTR18719	ASTMX05339
OG0003651	XENTR07797	ASTMX15249
OG0003652	XENTR05790	ASTMX06086
OG0003652	XENTR01212	ASTMX01201
OG0003653	XENTR00241	ASTMX09844
OG0003653	XENTR07273	ASTMX03565
OG0003653	XENTR15919	ASTMX07032
OG0003654	XENTR14703	ASTMX18752, ASTMX06146
OG0003655	XENTR16032	ASTMX09913
OG0003655	XENTR04379	ASTMX17372
OG0003656	XENTR08122	ASTMX22041
OG0003656	XENTR09683	ASTMX06864
OG0003657	XENTR07176	ASTMX05415, ASTMX12030
OG0003658	XENTR03326	ASTMX01908, ASTMX21818, ASTMX20155
OG0003659	XENTR06944	ASTMX22182, ASTMX21660, ASTMX21661
OG0003660	XENTR09436	ASTMX02749, ASTMX13404
OG0003661	XENTR03758	ASTMX01048
OG0003662	XENTR13147	ASTMX08499
OG0003662	XENTR18370	ASTMX07814
OG0003663	XENTR12741	ASTMX09648
OG0003663	XENTR07298	ASTMX14887
OG0003664	XENTR01685	ASTMX21611, ASTMX22165
OG0003665	XENTR03871	ASTMX19841
OG0003666	XENTR15411	ASTMX16764
OG0003666	XENTR03926	ASTMX03845, ASTMX03113
OG0003667	XENTR07700	ASTMX13037, ASTMX04391
OG0003667	XENTR00535	ASTMX13189
OG0003668	XENTR02672	ASTMX06218
OG0003669	XENTR08683	ASTMX15273
OG0003671	XENTR13386	ASTMX16457, ASTMX06659
OG0003671	XENTR15446	ASTMX15213
OG0003672	XENTR07314	ASTMX07690
OG0003673	XENTR07879, XENTR09618, XENTR07880	ASTMX11043
OG0003674	XENTR09128	ASTMX11388
OG0003675	XENTR14931	ASTMX07427
OG0003676	XENTR00677	ASTMX13350
OG0003676	XENTR01874	ASTMX16755
OG0003677	XENTR08610	ASTMX08647
OG0003677	XENTR17285	ASTMX19744
OG0003677	XENTR15109	ASTMX10207
OG0003678	XENTR00079	ASTMX03163
OG0003678	XENTR17514	ASTMX18968
OG0003679	XENTR18397	ASTMX00166
OG0003679	XENTR12379	ASTMX14038
OG0003680	XENTR05231	ASTMX05302
OG0003681	XENTR16296, XENTR16295	ASTMX16563
OG0003681	XENTR04463	ASTMX18250, ASTMX18137
OG0003682	XENTR13445	ASTMX07505, ASTMX12895
OG0003684	XENTR04969	ASTMX08680
OG0003685	XENTR08131	ASTMX07097
OG0003686	XENTR05887	ASTMX06254
OG0003687	XENTR05213	ASTMX17726
OG0003687	XENTR00134	ASTMX07873
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	ASTMX13333
OG0003689	XENTR14093	ASTMX02872
OG0003689	XENTR05380	ASTMX05418
OG0003690	XENTR02409	ASTMX10978
OG0003691	XENTR14452	ASTMX15904
OG0003692	XENTR01955	ASTMX10000, ASTMX15655
OG0003693	XENTR10718	ASTMX14396
OG0003693	XENTR18258	ASTMX02107
OG0003694	XENTR17179	ASTMX09722
OG0003695	XENTR07743	ASTMX03315, ASTMX17201
OG0003695	XENTR03931	ASTMX12439
OG0003696	XENTR02869	ASTMX00614
OG0003697	XENTR07348	ASTMX21853
OG0003697	XENTR07379	ASTMX06569
OG0003698	XENTR09545	ASTMX02803
OG0003698	XENTR01970	ASTMX17268
OG0003700	XENTR15169	ASTMX19240
OG0003700	XENTR07388	ASTMX07852
OG0003702	XENTR18826	ASTMX02772
OG0003702	XENTR08512	ASTMX05806
OG0003703	XENTR16337	ASTMX18566
OG0003703	XENTR12841	ASTMX17499
OG0003704	XENTR14777	ASTMX13177
OG0003704	XENTR00061	ASTMX10331
OG0003705	XENTR12388	ASTMX08013
OG0003706	XENTR15599	ASTMX00898, ASTMX13803
OG0003707	XENTR17466, XENTR01423	ASTMX04909
OG0003708	XENTR08453	ASTMX12297
OG0003709	XENTR16313	ASTMX17645, ASTMX07210
OG0003710	XENTR06304	ASTMX20149, ASTMX06151
OG0003711	XENTR14138	ASTMX03560
OG0003712	XENTR01274	ASTMX14325
OG0003712	XENTR12990	ASTMX20985
OG0003713	XENTR03924	ASTMX03846, ASTMX03111
OG0003714	XENTR10015	ASTMX17749
OG0003716	XENTR10549	ASTMX07172
OG0003717	XENTR08367	ASTMX13919
OG0003718	XENTR10379	ASTMX05446
OG0003720	XENTR01280	ASTMX03119
OG0003720	XENTR11759	ASTMX19301
OG0003721	XENTR07713	ASTMX08484
OG0003721	XENTR09504	ASTMX22043
OG0003722	XENTR13252	ASTMX06501
OG0003722	XENTR06780	ASTMX11182
OG0003724	XENTR10087	ASTMX05688
OG0003725	XENTR00052	ASTMX14050
OG0003725	XENTR12471	ASTMX18830
OG0003726	XENTR05750	ASTMX20012
OG0003727	XENTR08237	ASTMX08742, ASTMX06766
OG0003729	XENTR03157	ASTMX05387
OG0003731	XENTR04923	ASTMX18880
OG0003732	XENTR18126	ASTMX00190
OG0003733	XENTR04294	ASTMX05574
OG0003734	XENTR16422	ASTMX11186
OG0003735	XENTR05792	ASTMX02980
OG0003736	XENTR09558	ASTMX06261
OG0003737	XENTR06182	ASTMX03311
OG0003737	XENTR09163	ASTMX02075
OG0003738	XENTR17869	ASTMX11368, ASTMX05001, ASTMX11367
OG0003739	XENTR15714	ASTMX15585
OG0003742	XENTR03179	ASTMX13806, ASTMX00905
OG0003743	XENTR12518	ASTMX18803
OG0003744	XENTR06835	ASTMX08863
OG0003744	XENTR16465	ASTMX05359
OG0003746	XENTR04180	ASTMX16717, ASTMX17153
OG0003746	XENTR06934	ASTMX01456
OG0003746	XENTR16848	ASTMX09875
OG0003747	XENTR05018	ASTMX18158
OG0003748	XENTR00377	ASTMX14382, ASTMX00409
OG0003749	XENTR16748	ASTMX08310
OG0003750	XENTR02453	ASTMX18029
OG0003751	XENTR09919, XENTR09920	ASTMX04007, ASTMX22909
OG0003752	XENTR05303	ASTMX00468
OG0003753	XENTR13127	ASTMX14862
OG0003753	XENTR01846	ASTMX14842
OG0003754	XENTR10153	ASTMX02185
OG0003754	XENTR11505	ASTMX21230
OG0003755	XENTR04060	ASTMX22559, ASTMX14368
OG0003756	XENTR06642	ASTMX13569, ASTMX10898
OG0003757	XENTR15569, XENTR19000	ASTMX09893
OG0003759	XENTR16557	ASTMX08728
OG0003759	XENTR14606	ASTMX08729
OG0003760	XENTR04510	ASTMX21160
OG0003760	XENTR16728	ASTMX20023
OG0003761	XENTR05309, XENTR05308	ASTMX13246
OG0003761	XENTR07160	ASTMX10082
OG0003762	XENTR07403	ASTMX18780
OG0003763	XENTR17599	ASTMX20292, ASTMX20453
OG0003764	XENTR10248	ASTMX16449
OG0003765	XENTR13156	ASTMX06405
OG0003765	XENTR06386	ASTMX16635
OG0003766	XENTR01718	ASTMX00690
OG0003768	XENTR08962	ASTMX03041
OG0003769	XENTR12425	ASTMX09113, ASTMX09112
OG0003770	XENTR14731	ASTMX04346
OG0003771	XENTR13739	ASTMX20761
OG0003771	XENTR03911	ASTMX17664
OG0003772	XENTR05943	ASTMX02565
OG0003773	XENTR01780	ASTMX19481
OG0003773	XENTR13130	ASTMX13827
OG0003775	XENTR13200	ASTMX20076
OG0003776	XENTR07141	ASTMX07290, ASTMX16427, ASTMX19488
OG0003777	XENTR01073	ASTMX15587
OG0003777	XENTR12435	ASTMX00836, ASTMX16256
OG0003778	XENTR10711	ASTMX10296, ASTMX01093
OG0003779	XENTR17121	ASTMX20791
OG0003780	XENTR09649	ASTMX11152
OG0003780	XENTR09270	ASTMX07003
OG0003780	XENTR06188	ASTMX05433, ASTMX16713
OG0003781	XENTR11089	ASTMX20377
OG0003781	XENTR16719, XENTR16718	ASTMX07305
OG0003794	XENTR06585	ASTMX22594
OG0003794	XENTR05055	ASTMX07244, ASTMX00269
OG0003795	XENTR19254	ASTMX22459, ASTMX04043
OG0003798	XENTR01114	ASTMX00649
OG0003798	XENTR07104	ASTMX05334
OG0003803	XENTR01279	ASTMX15080, ASTMX04008
OG0003806	XENTR07356	ASTMX21196
OG0003807	XENTR01368, XENTR01369, XENTR01367	ASTMX03640
OG0003808	XENTR13676	ASTMX12243
OG0003809	XENTR08847	ASTMX20443
OG0003809	XENTR04264	ASTMX12115
OG0003810	XENTR00906	ASTMX00551, ASTMX07541
OG0003810	XENTR07521, XENTR07515	ASTMX08005
OG0003811	XENTR05500	ASTMX11112
OG0003812	XENTR18891	ASTMX22843
OG0003813	XENTR10561	ASTMX06952
OG0003813	XENTR06474	ASTMX11991
OG0003815	XENTR02090	ASTMX13062
OG0003816	XENTR07578	ASTMX10485, ASTMX10948
OG0003817	XENTR01494	ASTMX18647
OG0003818	XENTR08826	ASTMX08224
OG0003820	XENTR15816, XENTR15817	ASTMX09663
OG0003821	XENTR02570	ASTMX15916
OG0003821	XENTR07045	ASTMX00789
OG0003823	XENTR12892	ASTMX14106
OG0003823	XENTR11791	ASTMX00878
OG0003824	XENTR02218	ASTMX15652
OG0003825	XENTR01217	ASTMX15234, ASTMX01205
OG0003826	XENTR01516	ASTMX13299
OG0003827	XENTR18626	ASTMX08906, ASTMX01691
OG0003828	XENTR14525	ASTMX09777
OG0003829	XENTR04012	ASTMX16879
OG0003830	XENTR18560, XENTR14254	ASTMX09924, ASTMX15222
OG0003831	XENTR03490	ASTMX01621
OG0003832	XENTR00382	ASTMX15146
OG0003832	XENTR01228, XENTR01229	ASTMX00997
OG0003833	XENTR15540	ASTMX08170
OG0003834	XENTR04978	ASTMX13103, ASTMX02832
OG0003834	XENTR18533	ASTMX21677
OG0003835	XENTR12732, XENTR12733	ASTMX08155
OG0003836	XENTR15896	ASTMX03922
OG0003837	XENTR02506	ASTMX22200
OG0003838	XENTR00914	ASTMX07568
OG0003838	XENTR03476	ASTMX14008
OG0003839	XENTR13884	ASTMX03107
OG0003840	XENTR12159	ASTMX21619, ASTMX10569
OG0003841	XENTR12939	ASTMX15813
OG0003842	XENTR06616	ASTMX02010
OG0003843	XENTR12778, XENTR12779	ASTMX11574, ASTMX03263
OG0003844	XENTR07150	ASTMX18569
OG0003845	XENTR04055	ASTMX21005
OG0003846	XENTR02190	ASTMX03272
OG0003848	XENTR09160	ASTMX03313, ASTMX06535, ASTMX02072
OG0003849	XENTR02659	ASTMX06220, ASTMX00255
OG0003849	XENTR08320	ASTMX13365
OG0003850	XENTR05454	ASTMX17827
OG0003851	XENTR02901	ASTMX05745, ASTMX14120
OG0003852	XENTR01443, XENTR00580	ASTMX13641
OG0003853	XENTR16563	ASTMX06603
OG0003855	XENTR18199	ASTMX18348
OG0003856	XENTR05612	ASTMX11397
OG0003857	XENTR10397	ASTMX17813
OG0003859	XENTR18118	ASTMX19127
OG0003860	XENTR19064	ASTMX15680
OG0003860	XENTR06357	ASTMX15679
OG0003861	XENTR12844	ASTMX18934
OG0003862	XENTR03149	ASTMX05392
OG0003863	XENTR10491, XENTR10490	ASTMX05791
OG0003863	XENTR02221, XENTR02222	ASTMX12495
OG0003864	XENTR11994	ASTMX07056
OG0003865	XENTR08410	ASTMX14765
OG0003865	XENTR08547	ASTMX05719
OG0003866	XENTR06311	ASTMX09589
OG0003867	XENTR02863	ASTMX14392
OG0003868	XENTR14790	ASTMX14524
OG0003868	XENTR09159, XENTR09158	ASTMX02829
OG0003869	XENTR16798	ASTMX17801
OG0003870	XENTR11422	ASTMX22404
OG0003871	XENTR10829	ASTMX07548
OG0003872	XENTR00808	ASTMX21986
OG0003873	XENTR00180	ASTMX18658
OG0003874	XENTR15862	ASTMX09158
OG0003875	XENTR04436	ASTMX20964
OG0003876	XENTR17136	ASTMX14613
OG0003877	XENTR02745	ASTMX18203
OG0003878	XENTR02554	ASTMX03060, ASTMX08366, ASTMX15924
OG0003879	XENTR11236	ASTMX00436, ASTMX12410
OG0003880	XENTR06094	ASTMX08770
OG0003881	XENTR04081	ASTMX17611
OG0003882	XENTR16402	ASTMX10267
OG0003883	XENTR14642, XENTR14643	ASTMX18101, ASTMX04876
OG0003883	XENTR08760	ASTMX10075
OG0003884	XENTR02661	ASTMX15152, ASTMX03561
OG0003885	XENTR05759	ASTMX08439
OG0003885	XENTR02123	ASTMX12624
OG0003886	XENTR01682	ASTMX18295
OG0003887	XENTR11440	ASTMX22919
OG0003888	XENTR15148	ASTMX04862
OG0003890	XENTR06459	ASTMX10320, ASTMX10321
OG0003890	XENTR12480	ASTMX21516
OG0003892	XENTR00762	ASTMX02017
OG0003893	XENTR13880	ASTMX12940
OG0003894	XENTR06779	ASTMX11183
OG0003895	XENTR15607	ASTMX16407
OG0003896	XENTR17970	ASTMX05002
OG0003896	XENTR04800	ASTMX19466
OG0003896	XENTR16273	ASTMX14861
OG0003897	XENTR09637	ASTMX15050
OG0003898	XENTR00281	ASTMX22794, ASTMX14906
OG0003899	XENTR07459	ASTMX15271
OG0003900	XENTR06624	ASTMX18534
OG0003901	XENTR10660, XENTR18510	ASTMX03818
OG0003903	XENTR11558	ASTMX01642
OG0003904	XENTR05314	ASTMX18259
OG0003905	XENTR09275	ASTMX16629
OG0003906	XENTR05038	ASTMX18624
OG0003907	XENTR03299	ASTMX19208
OG0003908	XENTR12199	ASTMX14918
OG0003908	XENTR15544	ASTMX10495
OG0003909	XENTR13589	ASTMX16582
OG0003910	XENTR07945	ASTMX12237
OG0003911	XENTR02501	ASTMX11470
OG0003912	XENTR04975	ASTMX11967
OG0003912	XENTR07778	ASTMX02561
OG0003913	XENTR15388	ASTMX04669
OG0003914	XENTR02686	ASTMX11027
OG0003915	XENTR02712	ASTMX09566
OG0003915	XENTR00701	ASTMX08815
OG0003916	XENTR04593	ASTMX22490, ASTMX18046
OG0003916	XENTR05144	ASTMX00894
OG0003917	XENTR00420, XENTR10594	ASTMX18206
OG0003918	XENTR06731	ASTMX19758
OG0003919	XENTR14692	ASTMX12796
OG0003920	XENTR12856	ASTMX20009
OG0003921	XENTR04630	ASTMX11734
OG0003922	XENTR08412	ASTMX15692
OG0003923	XENTR04190	ASTMX17099
OG0003924	XENTR13976	ASTMX10124, ASTMX21440
OG0003925	XENTR05466	ASTMX08709, ASTMX20939
OG0003927	XENTR06337, XENTR06338	ASTMX19425
OG0003928	XENTR12557, XENTR12558	ASTMX15517
OG0003929	XENTR03727	ASTMX13853, ASTMX13851
OG0003930	XENTR10794	ASTMX19444
OG0003931	XENTR10403	ASTMX07722, ASTMX17814
OG0003933	XENTR11134	ASTMX00968
OG0003933	XENTR10793	ASTMX16168
OG0003934	XENTR05679	ASTMX17687
OG0003935	XENTR03877	ASTMX04582
OG0003936	XENTR06644	ASTMX10900
OG0003937	XENTR01997	ASTMX12589
OG0003937	XENTR01986	ASTMX18037, ASTMX05114
OG0003938	XENTR15244	ASTMX03248
OG0003939	XENTR04150	ASTMX12662, ASTMX12663
OG0003940	XENTR04461	ASTMX18138
OG0003941	XENTR10808	ASTMX14257, ASTMX07136
OG0003942	XENTR17940	ASTMX09921
OG0003944	XENTR06236	ASTMX15054, ASTMX15052
OG0003945	XENTR18416	ASTMX02597
OG0003946	XENTR08261	ASTMX13157
OG0003946	XENTR12173	ASTMX19007
OG0003947	XENTR08870	ASTMX14801
OG0003947	XENTR02239	ASTMX09966
OG0003949	XENTR02519	ASTMX18736
OG0003950	XENTR10159	ASTMX01715, ASTMX21177
OG0003951	XENTR02805	ASTMX19666
OG0003954	XENTR15739	ASTMX01818
OG0003954	XENTR07597	ASTMX14108
OG0003955	XENTR03281	ASTMX22833
OG0003956	XENTR00432	ASTMX02372
OG0003957	XENTR11174	ASTMX20838
OG0003957	XENTR13241	ASTMX12337, ASTMX20420
OG0003958	XENTR08137	ASTMX06633
OG0003959	XENTR19068	ASTMX03302
OG0003959	XENTR16821	ASTMX06910
OG0003960	XENTR02354	ASTMX03097, ASTMX00623
OG0003960	XENTR13704	ASTMX21530
OG0003961	XENTR09360	ASTMX03170
OG0003962	XENTR09257	ASTMX03910
OG0003962	XENTR00890	ASTMX14501
OG0003962	XENTR15298	ASTMX11620
OG0003962	XENTR13042	ASTMX04092
OG0003965	XENTR12041	ASTMX03247, ASTMX20007
OG0003966	XENTR12845	ASTMX07292
OG0003967	XENTR01385	ASTMX20908
OG0003968	XENTR09674	ASTMX22142
OG0003970	XENTR06325	ASTMX20409
OG0003971	XENTR16415	ASTMX13704
OG0003972	XENTR02960	ASTMX06345
OG0003973	XENTR02390	ASTMX20732
OG0003973	XENTR13883	ASTMX00524
OG0003974	XENTR07421	ASTMX14433, ASTMX09255
OG0003974	XENTR05432	ASTMX15782, ASTMX16088, ASTMX02140, ASTMX14485
OG0003978	XENTR01603	ASTMX08297
OG0003978	XENTR13382	ASTMX02812, ASTMX13155
OG0003978	XENTR01941	ASTMX22836
OG0003979	XENTR10784	ASTMX09807
OG0003979	XENTR12481	ASTMX00317
OG0003980	XENTR16662, XENTR18634, XENTR16902, XENTR16903	ASTMX01006
OG0003981	XENTR10622	ASTMX06719
OG0003981	XENTR15688	ASTMX16289
