Orthogroup	XENTR	APOSC_ok
OG0002707	XENTR12775, XENTR03852	APOSC_09149
OG0002708	XENTR05903	APOSC_09889
OG0002710	XENTR15727, XENTR10069	APOSC_04881
OG0002711	XENTR01059, XENTR03394, XENTR00009	APOSC_09360, APOSC_00119, APOSC_09260, APOSC_11578
OG0002712	XENTR01793	APOSC_21871
OG0002713	XENTR14279	APOSC_05280, APOSC_03071
OG0002714	XENTR09377	APOSC_08292, APOSC_07987, APOSC_12952
OG0002715	XENTR06007	APOSC_07749
OG0002716	XENTR00957	APOSC_07686, APOSC_07685, APOSC_22741, APOSC_22740, APOSC_06724
OG0002717	XENTR07538, XENTR14170	APOSC_26112
OG0002718	XENTR12920, XENTR12921, XENTR14481	APOSC_17928
OG0002719	XENTR04203	APOSC_02183
OG0002720	XENTR02479	APOSC_25207, APOSC_01930, APOSC_01574
OG0002721	XENTR19220, XENTR13649	APOSC_26428
OG0002722	XENTR03855	APOSC_24653
OG0002723	XENTR14773, XENTR13082, XENTR14110, XENTR00199	APOSC_13791
OG0002724	XENTR09789	APOSC_06580, APOSC_08637, APOSC_24469
OG0002727	XENTR07447	APOSC_00834, APOSC_00835
OG0002728	XENTR13307, XENTR13308	APOSC_24881, APOSC_24880
OG0002729	XENTR10582	APOSC_21036
OG0002730	XENTR01267, XENTR01266, XENTR12536	APOSC_20847
OG0002731	XENTR09306	APOSC_28934, APOSC_14116
OG0002732	XENTR09571, XENTR11093	APOSC_19832
OG0002736	XENTR10767, XENTR10766	APOSC_27169
OG0002738	XENTR09791, XENTR01391	APOSC_27997
OG0002739	XENTR05504	APOSC_21522
OG0002740	XENTR12910, XENTR11462	APOSC_21986
OG0002741	XENTR08119, XENTR00571, XENTR09682	APOSC_10646
OG0002742	XENTR06700, XENTR14219	APOSC_06473
OG0002743	XENTR03347, XENTR05375	APOSC_09455, APOSC_20408
OG0002744	XENTR09928, XENTR07749	APOSC_09101
OG0002745	XENTR09799, XENTR09800	APOSC_11793
OG0002746	XENTR12491	APOSC_01382, APOSC_01381
OG0002747	XENTR12004	APOSC_09247
OG0002748	XENTR06789	APOSC_07142
OG0002749	XENTR10274	APOSC_19739
OG0002751	XENTR00851	APOSC_25172, APOSC_25173, APOSC_01746
OG0002752	XENTR04386	APOSC_17025
OG0002753	XENTR11296, XENTR02867	APOSC_14782, APOSC_01613
OG0002754	XENTR03983	APOSC_00654
OG0002755	XENTR08690, XENTR08689	APOSC_24331
OG0002757	XENTR12168	APOSC_09196
OG0002758	XENTR04566, XENTR03532	APOSC_28557
OG0002759	XENTR10768	APOSC_08155, APOSC_26006
OG0002760	XENTR00378	APOSC_17017, APOSC_22654
OG0002762	XENTR11282, XENTR01231, XENTR14321	APOSC_01966
OG0002763	XENTR10839	APOSC_25811
OG0002764	XENTR15483	APOSC_23722
OG0002765	XENTR17842, XENTR00480	APOSC_10719
OG0002766	XENTR08503	APOSC_18534
OG0002767	XENTR04364, XENTR04365, XENTR03484	APOSC_01558
OG0002768	XENTR10109	APOSC_27679, APOSC_09606
OG0002769	XENTR11590, XENTR07696	APOSC_14134
OG0002770	XENTR02195	APOSC_13152
OG0002771	XENTR00192, XENTR03850	APOSC_12088
OG0002772	XENTR11948, XENTR11949	APOSC_11776
OG0002773	XENTR12292, XENTR12291	APOSC_24444, APOSC_24443
OG0002774	XENTR11548, XENTR10278, XENTR18198	APOSC_16611
OG0002775	XENTR10960, XENTR10961	APOSC_06303
OG0002776	XENTR09728	APOSC_24108
OG0002777	XENTR11797, XENTR19160	APOSC_16570
OG0002778	XENTR12569, XENTR00539	APOSC_26694
OG0002779	XENTR10031	APOSC_19867
OG0002780	XENTR13725	APOSC_04352, APOSC_04353
OG0002781	XENTR16799, XENTR05234	APOSC_25228
OG0002782	XENTR00623	APOSC_25249
OG0002783	XENTR12146	APOSC_15644
OG0002785	XENTR00059, XENTR05827	APOSC_16317, APOSC_23539, APOSC_09069
OG0002786	XENTR11442, XENTR03121, XENTR03426	APOSC_15176
OG0002788	XENTR09878, XENTR09877, XENTR04431	APOSC_24414
OG0002791	XENTR06517, XENTR03920, XENTR18740	APOSC_17889
OG0002792	XENTR13697	APOSC_12192, APOSC_00553
OG0002793	XENTR12803	APOSC_11852
OG0002794	XENTR00100	APOSC_14778
OG0002795	XENTR01455, XENTR06774	APOSC_17644
OG0002797	XENTR09944, XENTR05899, XENTR09940, XENTR09941, XENTR09939	APOSC_25132
OG0002799	XENTR17773, XENTR17772	APOSC_29104
OG0002811	XENTR10804	APOSC_27289
OG0002812	XENTR05800, XENTR00060	APOSC_16265
OG0002813	XENTR02963, XENTR08358, XENTR06637	APOSC_00547, APOSC_00548
OG0002814	XENTR07560, XENTR05582	APOSC_26640
OG0002815	XENTR11891, XENTR04234	APOSC_24991
OG0002816	XENTR00002, XENTR00003	APOSC_11034
OG0002817	XENTR12101	APOSC_12557
OG0002818	XENTR13155, XENTR06391	APOSC_10685, APOSC_09235
OG0002821	XENTR05879	APOSC_25492, APOSC_24189
OG0002822	XENTR00124, XENTR13843	APOSC_23953
OG0002823	XENTR18759	APOSC_14274
OG0002824	XENTR13061, XENTR06524	APOSC_02684
OG0002825	XENTR11515	APOSC_14629
OG0002826	XENTR09079, XENTR12650	APOSC_04412
OG0002828	XENTR06020	APOSC_15533
OG0002829	XENTR01838	APOSC_23853, APOSC_20371, APOSC_20370
OG0002830	XENTR03825, XENTR05528	APOSC_19694
OG0002831	XENTR16010	APOSC_07320
OG0002833	XENTR11335	APOSC_06494
OG0002834	XENTR17541	APOSC_07608
OG0002835	XENTR11887, XENTR14253	APOSC_05721
OG0002836	XENTR03259, XENTR09231, XENTR09230	APOSC_25241, APOSC_27522, APOSC_27523
OG0002837	XENTR15959, XENTR00684	APOSC_16955
OG0002839	XENTR15634	APOSC_10256, APOSC_10257
OG0002840	XENTR07275, XENTR17810	APOSC_22311
OG0002841	XENTR00738	APOSC_00708
OG0002842	XENTR14759, XENTR00342	APOSC_00373
OG0002843	XENTR01142	APOSC_02228
OG0002844	XENTR02808, XENTR17210	APOSC_05859
OG0002845	XENTR05284, XENTR19219	APOSC_17164
OG0002848	XENTR02131	APOSC_14969
OG0002849	XENTR14137, XENTR18580	APOSC_01686
OG0002850	XENTR03096, XENTR11615	APOSC_22244
OG0002851	XENTR11403, XENTR00147	APOSC_09073
OG0002853	XENTR13696, XENTR04345	APOSC_04889, APOSC_04888
OG0002854	XENTR04689	APOSC_13020
OG0002856	XENTR08107, XENTR18618	APOSC_24171, APOSC_24170
OG0002857	XENTR04246	APOSC_08563, APOSC_17439, APOSC_05110
OG0002858	XENTR10468, XENTR10467, XENTR03717	APOSC_18350
OG0002859	XENTR04627	APOSC_01125
OG0002860	XENTR01789	APOSC_00796
OG0002861	XENTR09850	APOSC_13861, APOSC_13862
OG0002862	XENTR15885, XENTR11393	APOSC_00105
OG0002863	XENTR13703	APOSC_19712
OG0002864	XENTR13804, XENTR13234	APOSC_27734
OG0002865	XENTR18512	APOSC_18609, APOSC_12512
OG0002866	XENTR04723, XENTR13209	APOSC_13836
OG0002868	XENTR02779	APOSC_05918
OG0002869	XENTR00267, XENTR08439	APOSC_17761
OG0002870	XENTR04233	APOSC_25556, APOSC_25555
OG0002871	XENTR09869	APOSC_21458, APOSC_21457
OG0002873	XENTR12525	APOSC_00132
OG0002874	XENTR11119, XENTR06615	APOSC_24836, APOSC_24837, APOSC_24835
OG0002875	XENTR07629	APOSC_26951
OG0002876	XENTR10826, XENTR08160	APOSC_27500
OG0002877	XENTR08111	APOSC_07709, APOSC_07710
OG0002878	XENTR13568, XENTR15797	APOSC_01405
OG0002879	XENTR07894, XENTR12756	APOSC_14729
OG0002880	XENTR09153	APOSC_09199, APOSC_09200, APOSC_09197, APOSC_03392
OG0002882	XENTR05685	APOSC_14754, APOSC_00363
OG0002883	XENTR07570	APOSC_06370
OG0002884	XENTR16780	APOSC_05083
OG0002887	XENTR04718, XENTR04717	APOSC_28033
OG0002888	XENTR01004	APOSC_08552
OG0002889	XENTR09659, XENTR10801	APOSC_17514
OG0002890	XENTR02150	APOSC_08457, APOSC_08458
OG0002891	XENTR06504, XENTR01216	APOSC_00377
OG0002893	XENTR15094	APOSC_03975, APOSC_03565
OG0002894	XENTR09951	APOSC_28201
OG0002895	XENTR10722, XENTR13295	APOSC_12290
OG0002896	XENTR18124, XENTR10924	APOSC_05971
OG0002897	XENTR08807	APOSC_09117
OG0002898	XENTR03296	APOSC_23417, APOSC_07117
OG0002899	XENTR15290, XENTR00294	APOSC_05842, APOSC_05841
OG0002900	XENTR01428, XENTR17889	APOSC_23969
OG0002902	XENTR00980, XENTR00979	APOSC_20725
OG0002903	XENTR10480	APOSC_03062
OG0002904	XENTR08257	APOSC_28391
OG0002905	XENTR08061, XENTR00262	APOSC_02713
OG0002906	XENTR00496	APOSC_06199
OG0002907	XENTR03427, XENTR03122	APOSC_22192, APOSC_12383
OG0002908	XENTR07223	APOSC_14398, APOSC_14397
OG0002909	XENTR07054, XENTR02377	APOSC_20987
OG0002910	XENTR08951	APOSC_20846
OG0002911	XENTR14212, XENTR02243, XENTR02244	APOSC_12797
OG0002912	XENTR05049	APOSC_13575, APOSC_04070, APOSC_18937
OG0002913	XENTR02916, XENTR02037, XENTR02036	APOSC_26944
OG0002915	XENTR15678	APOSC_11969
OG0002916	XENTR15380, XENTR04744	APOSC_15928
OG0002917	XENTR03199	APOSC_07469
OG0002919	XENTR01477, XENTR14061	APOSC_24883, APOSC_24882
OG0002921	XENTR14977	APOSC_22673, APOSC_22672
OG0002922	XENTR10516, XENTR02242	APOSC_16651
OG0002923	XENTR05145, XENTR02489	APOSC_20511
OG0002924	XENTR18508, XENTR11259, XENTR08327	APOSC_08186
OG0002925	XENTR00245	APOSC_13803
OG0002926	XENTR05828, XENTR08104	APOSC_23693, APOSC_27537
OG0002944	XENTR03625, XENTR09325	APOSC_27841
OG0002945	XENTR16676	APOSC_15467
OG0002947	XENTR10595	APOSC_02093, APOSC_21267
OG0002948	XENTR19009	APOSC_23040
OG0002949	XENTR05420	APOSC_05632, APOSC_26810, APOSC_01185, APOSC_05631
OG0002952	XENTR14461, XENTR01620	APOSC_22189
OG0002953	XENTR17933, XENTR17932	APOSC_27639
OG0002954	XENTR04437	APOSC_25479
OG0002955	XENTR03055	APOSC_19247
OG0002956	XENTR11938, XENTR05075	APOSC_13469, APOSC_13470
OG0002957	XENTR06187	APOSC_03768
OG0002959	XENTR15400, XENTR12100	APOSC_09873
OG0002960	XENTR12922	APOSC_22624
OG0002961	XENTR11693	APOSC_26331
OG0002962	XENTR13997	APOSC_14442
OG0002964	XENTR07402	APOSC_08957
OG0002965	XENTR07283	APOSC_12121
OG0002966	XENTR06174	APOSC_00318
OG0002967	XENTR06032	APOSC_24241
OG0002968	XENTR12928	APOSC_04978
OG0002968	XENTR17755	APOSC_16857
OG0002969	XENTR14194	APOSC_17593
OG0002971	XENTR11852, XENTR11853, XENTR13592, XENTR13593, XENTR14345, XENTR14344	APOSC_14096
OG0002973	XENTR06006	APOSC_00706
OG0002974	XENTR15000, XENTR15123	APOSC_17672
OG0002975	XENTR11363	APOSC_23020
OG0002976	XENTR14081	APOSC_17178
OG0002977	XENTR09457	APOSC_12506
OG0002978	XENTR14104, XENTR12528, XENTR09037	APOSC_04382
OG0002979	XENTR15507	APOSC_05504
OG0002981	XENTR00095	APOSC_11454
OG0002982	XENTR13101	APOSC_22057, APOSC_11183
OG0002983	XENTR12350, XENTR13304	APOSC_00475
OG0002984	XENTR11184	APOSC_09757
OG0002985	XENTR01815	APOSC_16485
OG0002986	XENTR01222, XENTR05978	APOSC_05136, APOSC_04740
OG0002987	XENTR01945, XENTR08978	APOSC_00262
OG0002988	XENTR05343, XENTR08422, XENTR08423	APOSC_19127
OG0002989	XENTR13471	APOSC_03729, APOSC_03730
OG0002990	XENTR01994, XENTR12466, XENTR08715	APOSC_18634
OG0002991	XENTR07281	APOSC_00644
OG0002992	XENTR01895, XENTR06222	APOSC_18213
OG0002994	XENTR02151	APOSC_16860, APOSC_16861
OG0002996	XENTR16303, XENTR18314	APOSC_29089
OG0002997	XENTR00325	APOSC_05385
OG0002998	XENTR10809, XENTR17352, XENTR06372	APOSC_03400, APOSC_03401
OG0003001	XENTR01871	APOSC_00996
OG0003002	XENTR17080, XENTR05211	APOSC_19523
OG0003003	XENTR03623	APOSC_19225
OG0003004	XENTR07513, XENTR02073	APOSC_08593
OG0003005	XENTR18499	APOSC_07671, APOSC_07672, APOSC_07670
OG0003006	XENTR11337	APOSC_16110
OG0003007	XENTR04298, XENTR00049, XENTR13215	APOSC_23023
OG0003008	XENTR15614, XENTR04677	APOSC_21736
OG0003009	XENTR12308, XENTR17857, XENTR08238	APOSC_21805
OG0003010	XENTR14276	APOSC_20924
OG0003011	XENTR05600, XENTR15172	APOSC_22014
OG0003012	XENTR02824	APOSC_18752
OG0003013	XENTR00139, XENTR03367	APOSC_22152
OG0003014	XENTR03629	APOSC_11312, APOSC_14856
OG0003016	XENTR11776, XENTR18402	APOSC_28670
OG0003017	XENTR16352, XENTR16351	APOSC_03453
OG0003018	XENTR16972	APOSC_13408
OG0003019	XENTR10695, XENTR10694	APOSC_17944
OG0003021	XENTR18288	APOSC_04215
OG0003022	XENTR05917	APOSC_19546
OG0003023	XENTR10199, XENTR10198, XENTR04561	APOSC_19213
OG0003024	XENTR18532	APOSC_26827, APOSC_11864, APOSC_01392
OG0003025	XENTR13995, XENTR00407	APOSC_02939
OG0003026	XENTR17420	APOSC_12672
OG0003027	XENTR04043, XENTR01453	APOSC_07655
OG0003028	XENTR11464	APOSC_06065
OG0003029	XENTR08351, XENTR05958	APOSC_14789, APOSC_14788
OG0003030	XENTR04003, XENTR18856, XENTR16201	APOSC_24949
OG0003031	XENTR01678, XENTR11006	APOSC_07062
OG0003032	XENTR11083, XENTR08717, XENTR01996	APOSC_06174
OG0003033	XENTR01505	APOSC_04771, APOSC_11904, APOSC_27595, APOSC_07949, APOSC_07950, APOSC_07581
OG0003034	XENTR01021, XENTR05789	APOSC_16344, APOSC_16343
OG0003035	XENTR08097, XENTR04242	APOSC_02872
OG0003036	XENTR01299	APOSC_21150
OG0003037	XENTR06327	APOSC_22705
OG0003038	XENTR15955, XENTR17309	APOSC_26879
OG0003040	XENTR18563	APOSC_10276, APOSC_22495, APOSC_22494
OG0003041	XENTR00227	APOSC_21798
OG0003043	XENTR13370	APOSC_03354
OG0003044	XENTR08887	APOSC_25910
OG0003045	XENTR10613	APOSC_13548
OG0003045	XENTR09364	APOSC_15071
OG0003046	XENTR00458, XENTR06271	APOSC_17607, APOSC_17609, APOSC_17608
OG0003048	XENTR04971	APOSC_22307
OG0003049	XENTR12371	APOSC_03139, APOSC_03138
OG0003051	XENTR15589, XENTR08838	APOSC_01212, APOSC_09408
OG0003052	XENTR17582	APOSC_08049
OG0003053	XENTR14155	APOSC_04553
OG0003054	XENTR02710	APOSC_08597
OG0003055	XENTR00054, XENTR12225	APOSC_26490, APOSC_26931, APOSC_26930
OG0003057	XENTR06973, XENTR14619	APOSC_00675
OG0003058	XENTR07986, XENTR10890, XENTR02463	APOSC_21910
OG0003059	XENTR12777	APOSC_10780
OG0003060	XENTR06510, XENTR13247, XENTR16776	APOSC_27498, APOSC_27497
OG0003061	XENTR13047, XENTR13404	APOSC_08855
OG0003062	XENTR15095, XENTR13329, XENTR07266	APOSC_01556
OG0003063	XENTR10800	APOSC_15552
OG0003064	XENTR18991	APOSC_15563
OG0003065	XENTR08230	APOSC_08533
OG0003066	XENTR17099, XENTR08960	APOSC_22132
OG0003072	XENTR02567, XENTR00734	APOSC_18527
OG0003073	XENTR04061	APOSC_10886
OG0003074	XENTR02964, XENTR07675	APOSC_01865
OG0003077	XENTR07311, XENTR05693, XENTR17699	APOSC_23902
OG0003078	XENTR09095, XENTR11706	APOSC_20457
OG0003079	XENTR14327, XENTR13284	APOSC_22913
OG0003084	XENTR11661, XENTR12082	APOSC_08618, APOSC_08617
OG0003086	XENTR14465	APOSC_26201, APOSC_12144, APOSC_26200, APOSC_15456
OG0003101	XENTR05478, XENTR07812, XENTR18234	APOSC_03962
OG0003103	XENTR07478, XENTR07479, XENTR02297	APOSC_22471
OG0003104	XENTR06110, XENTR04678	APOSC_18853
OG0003105	XENTR04336	APOSC_14568
OG0003106	XENTR12128	APOSC_22756
OG0003107	XENTR10986	APOSC_13572, APOSC_13571, APOSC_24099
OG0003108	XENTR11504, XENTR11503	APOSC_20208
OG0003110	XENTR02312	APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379
OG0003111	XENTR12220	APOSC_28438, APOSC_07657, APOSC_11211
OG0003113	XENTR16144	APOSC_15247
OG0003114	XENTR18657, XENTR06619	APOSC_08728
OG0003115	XENTR01484, XENTR05078, XENTR17555	APOSC_05210
OG0003118	XENTR06207, XENTR15713	APOSC_13716
OG0003119	XENTR16252, XENTR18505	APOSC_27843
OG0003120	XENTR06695	APOSC_14132, APOSC_04419, APOSC_04418
OG0003121	XENTR11254	APOSC_14507
OG0003122	XENTR07201	APOSC_12979
OG0003124	XENTR00783	APOSC_07349, APOSC_07348
OG0003125	XENTR09690	APOSC_16703
OG0003127	XENTR08996, XENTR08997	APOSC_01357
OG0003128	XENTR14159	APOSC_07324
OG0003130	XENTR04051	APOSC_21592
OG0003131	XENTR13920	APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973
OG0003133	XENTR00486	APOSC_26130, APOSC_05574, APOSC_05575, APOSC_05576
OG0003135	XENTR02084	APOSC_19629
OG0003136	XENTR12656, XENTR02424, XENTR05090	APOSC_03102
OG0003137	XENTR07279, XENTR05048	APOSC_20540
OG0003138	XENTR08591	APOSC_19584
OG0003142	XENTR11445, XENTR11444	APOSC_07232
OG0003144	XENTR11410	APOSC_16927, APOSC_16926
OG0003145	XENTR04007	APOSC_10319, APOSC_20874
OG0003146	XENTR05117	APOSC_07075
OG0003147	XENTR09759	APOSC_18397
OG0003148	XENTR04123, XENTR10073	APOSC_21523
OG0003150	XENTR02043, XENTR08836	APOSC_07694
OG0003152	XENTR07384, XENTR12708	APOSC_22513
OG0003153	XENTR18452	APOSC_26183
OG0003154	XENTR00073	APOSC_06994
OG0003156	XENTR12843	APOSC_18642, APOSC_18644
OG0003157	XENTR16641	APOSC_12815
OG0003158	XENTR09421, XENTR06360	APOSC_00782
OG0003159	XENTR04322, XENTR04257	APOSC_07797
OG0003160	XENTR13384	APOSC_27572
OG0003161	XENTR09600	APOSC_28138
OG0003162	XENTR03824, XENTR08572	APOSC_02911, APOSC_02912
OG0003163	XENTR11544, XENTR05306	APOSC_03590
OG0003164	XENTR00718, XENTR05518	APOSC_27781
OG0003165	XENTR12396, XENTR12753	APOSC_27104
OG0003166	XENTR07083	APOSC_03403
OG0003167	XENTR18627, XENTR06313	APOSC_14053
OG0003169	XENTR00138	APOSC_20189
OG0003171	XENTR03950	APOSC_25907
OG0003172	XENTR14668	APOSC_05273
OG0003173	XENTR14158, XENTR06342	APOSC_18974
OG0003174	XENTR07544, XENTR18836	APOSC_05372
OG0003175	XENTR01126, XENTR01743, XENTR01744	APOSC_19430
OG0003176	XENTR00495	APOSC_04154
OG0003179	XENTR11724	APOSC_10676
OG0003180	XENTR17770, XENTR01186	APOSC_00703
OG0003181	XENTR18277	APOSC_25121
OG0003182	XENTR13629	APOSC_25417
OG0003183	XENTR03790, XENTR17483, XENTR15104	APOSC_12138
OG0003184	XENTR12742	APOSC_10064
OG0003185	XENTR17498, XENTR15967	APOSC_17234
OG0003187	XENTR16789	APOSC_28348, APOSC_06145, APOSC_06146
OG0003188	XENTR05320, XENTR02763	APOSC_27313
OG0003189	XENTR15950	APOSC_13962
OG0003190	XENTR05661	APOSC_09818
OG0003191	XENTR05225	APOSC_21528, APOSC_28691
OG0003192	XENTR08220	APOSC_15341
OG0003193	XENTR09215	APOSC_05846
OG0003195	XENTR17698	APOSC_19126
OG0003196	XENTR16724	APOSC_00552
OG0003197	XENTR08587	APOSC_23003, APOSC_23004
OG0003198	XENTR08036	APOSC_27357, APOSC_27358
OG0003199	XENTR13157	APOSC_20188
OG0003200	XENTR05762	APOSC_27847
OG0003201	XENTR08359	APOSC_14043
OG0003202	XENTR06728	APOSC_27051
OG0003203	XENTR15103	APOSC_00928, APOSC_00929
OG0003204	XENTR15170, XENTR10528	APOSC_03083
OG0003205	XENTR14834, XENTR15297	APOSC_24249
OG0003206	XENTR01762	APOSC_00694, APOSC_00693
OG0003207	XENTR17115, XENTR02861	APOSC_24531, APOSC_20290
OG0003210	XENTR07740, XENTR03933	APOSC_17493
OG0003211	XENTR01345	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197
OG0003212	XENTR07956, XENTR01342	APOSC_29099
OG0003213	XENTR15721	APOSC_19508
OG0003214	XENTR06201	APOSC_18366
OG0003215	XENTR07497, XENTR09047	APOSC_16838, APOSC_16839
OG0003216	XENTR07375, XENTR07374, XENTR11202, XENTR04801	APOSC_28257
OG0003217	XENTR05031, XENTR04303	APOSC_13005
OG0003218	XENTR12593	APOSC_15489
OG0003220	XENTR11144, XENTR12866	APOSC_10137
OG0003221	XENTR02159, XENTR04079	APOSC_10483, APOSC_21165
OG0003222	XENTR15911, XENTR10214, XENTR13202	APOSC_28884
OG0003223	XENTR06905	APOSC_03309
OG0003224	XENTR16031, XENTR13430	APOSC_27710
OG0003225	XENTR02604	APOSC_01072, APOSC_05344
OG0003226	XENTR18053	APOSC_20312
OG0003227	XENTR01422	APOSC_14106
OG0003228	XENTR13523	APOSC_12201
OG0003229	XENTR16185, XENTR10298	APOSC_02006
OG0003230	XENTR10511, XENTR10510	APOSC_16300
OG0003232	XENTR15315, XENTR05526, XENTR17642	APOSC_03623
OG0003235	XENTR17209	APOSC_02018, APOSC_02019
OG0003238	XENTR13238	APOSC_06592
OG0003239	XENTR00722	APOSC_06158
OG0003240	XENTR17311, XENTR17807	APOSC_19551
OG0003250	XENTR15630, XENTR17841	APOSC_14477, APOSC_14476, APOSC_03219
OG0003251	XENTR09756	APOSC_01087, APOSC_20351
OG0003252	XENTR09598, XENTR09597	APOSC_18332
OG0003253	XENTR18870, XENTR10063	APOSC_26695
OG0003254	XENTR15784	APOSC_25008
OG0003258	XENTR09647	APOSC_25989
OG0003260	XENTR11550, XENTR09192	APOSC_01568, APOSC_01569
OG0003261	XENTR03202	APOSC_23715
OG0003262	XENTR06319, XENTR04546	APOSC_01608
OG0003263	XENTR11183	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065
OG0003264	XENTR02125, XENTR05760	APOSC_10052
OG0003265	XENTR04827, XENTR00765	APOSC_12648
OG0003266	XENTR12815, XENTR10446	APOSC_02901
OG0003267	XENTR06701	APOSC_15562
OG0003268	XENTR11858	APOSC_18926
OG0003269	XENTR00981	APOSC_01010
OG0003270	XENTR01357	APOSC_23736
OG0003272	XENTR11923, XENTR13832	APOSC_11506
OG0003273	XENTR14541, XENTR09949	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864
OG0003275	XENTR18433, XENTR02465	APOSC_26815
OG0003276	XENTR03833, XENTR16569	APOSC_08702, APOSC_01002, APOSC_13257
OG0003277	XENTR01225, XENTR05973	APOSC_19318
OG0003278	XENTR12702	APOSC_03019, APOSC_03018
OG0003279	XENTR06409, XENTR03464	APOSC_03598
OG0003280	XENTR14496	APOSC_08149
OG0003282	XENTR08973	APOSC_22425, APOSC_22426
OG0003283	XENTR02862	APOSC_05350
OG0003284	XENTR09406	APOSC_08125
OG0003286	XENTR00938	APOSC_28119
OG0003287	XENTR07598	APOSC_11817, APOSC_11816
OG0003288	XENTR00671	APOSC_08027, APOSC_08028
OG0003289	XENTR14484, XENTR00516, XENTR00515	APOSC_25294
OG0003290	XENTR07784	APOSC_22357
OG0003293	XENTR05206	APOSC_18462
OG0003294	XENTR05508	APOSC_08073, APOSC_03218
OG0003295	XENTR13148	APOSC_13157
OG0003296	XENTR00824	APOSC_20409
OG0003297	XENTR07372	APOSC_19537
OG0003298	XENTR15553	APOSC_05046, APOSC_05047
OG0003299	XENTR12358	APOSC_25288
OG0003301	XENTR10815, XENTR08929	APOSC_20684
OG0003303	XENTR07483	APOSC_18665
OG0003304	XENTR08010, XENTR06925	APOSC_15762
OG0003306	XENTR07978	APOSC_13804
OG0003307	XENTR16158	APOSC_25176
OG0003311	XENTR11582, XENTR06308	APOSC_08614
OG0003314	XENTR05197, XENTR05257, XENTR05501	APOSC_23701
OG0003315	XENTR05114	APOSC_28652
OG0003316	XENTR08584	APOSC_24704
OG0003317	XENTR09784	APOSC_27860
OG0003318	XENTR17690, XENTR06814	APOSC_06088
OG0003319	XENTR16866, XENTR04625	APOSC_26103
OG0003320	XENTR02217	APOSC_18916
OG0003324	XENTR05271, XENTR05270	APOSC_15048, APOSC_06758
OG0003325	XENTR14438	APOSC_20628
OG0003326	XENTR10496, XENTR05739	APOSC_05346
OG0003327	XENTR17104, XENTR13251	APOSC_25953
OG0003329	XENTR05841	APOSC_17606
OG0003330	XENTR05319	APOSC_12519, APOSC_12520
OG0003331	XENTR04048	APOSC_14662
OG0003332	XENTR17058, XENTR17059	APOSC_06501
OG0003333	XENTR16496, XENTR16497	APOSC_20676, APOSC_20675
OG0003335	XENTR09006	APOSC_22973, APOSC_26808, APOSC_25100
OG0003336	XENTR04249, XENTR10459, XENTR04672	APOSC_12100
OG0003337	XENTR12026	APOSC_17322
OG0003340	XENTR05753, XENTR04075	APOSC_00595
OG0003341	XENTR12776	APOSC_08089
OG0003342	XENTR18226, XENTR09311, XENTR06993	APOSC_29102, APOSC_29101
OG0003343	XENTR10202	APOSC_10154
OG0003344	XENTR06071, XENTR06072, XENTR06070	APOSC_02014, APOSC_02015
OG0003347	XENTR05381	APOSC_20227
OG0003348	XENTR12378, XENTR08608	APOSC_25980
OG0003349	XENTR05563, XENTR07550	APOSC_12458
OG0003352	XENTR08399, XENTR03180	APOSC_05072
OG0003353	XENTR00740	APOSC_04886, APOSC_04887
OG0003354	XENTR14729	APOSC_02148
OG0003355	XENTR08296, XENTR14300	APOSC_23132
OG0003356	XENTR01788, XENTR19056	APOSC_06969
OG0003357	XENTR08718	APOSC_19085, APOSC_00799, APOSC_00798
OG0003359	XENTR15397	APOSC_26597, APOSC_26598
OG0003360	XENTR03049, XENTR03048	APOSC_10952, APOSC_10953
OG0003361	XENTR13092	APOSC_00516, APOSC_06798
OG0003364	XENTR14029, XENTR16714	APOSC_20943, APOSC_20944
OG0003365	XENTR02850, XENTR01233	APOSC_14128
OG0003366	XENTR04144	APOSC_22846
OG0003367	XENTR19276	APOSC_08856
OG0003368	XENTR08859	APOSC_23104
OG0003369	XENTR02694, XENTR17149	APOSC_17312
OG0003371	XENTR00505, XENTR02439	APOSC_19267
OG0003372	XENTR00441	APOSC_25151
OG0003373	XENTR14268	APOSC_10165, APOSC_15730
OG0003374	XENTR00231, XENTR13931	APOSC_04421
OG0003375	XENTR18878, XENTR00570	APOSC_12301, APOSC_12302
OG0003376	XENTR08868	APOSC_26385
OG0003377	XENTR09874	APOSC_06534
OG0003378	XENTR16000	APOSC_14216
OG0003379	XENTR05021	APOSC_15500
OG0003380	XENTR00830	APOSC_06475
OG0003381	XENTR16745, XENTR08704	APOSC_25031
OG0003382	XENTR06748	APOSC_14019
OG0003383	XENTR17067, XENTR06946, XENTR06945	APOSC_25016
OG0003384	XENTR01965	APOSC_09692
OG0003385	XENTR03792	APOSC_14005, APOSC_28819
OG0003386	XENTR15284	APOSC_04892
OG0003387	XENTR16576, XENTR16577	APOSC_15335
OG0003388	XENTR06699	APOSC_18890
