Orthogroup	XENTR	SACKO_ok
OG0002833	XENTR11335	SACKO_15589
OG0002834	XENTR17541	SACKO_08996
OG0002835	XENTR11887, XENTR14253	SACKO_15153
OG0002836	XENTR03259, XENTR09231, XENTR09230	SACKO_17669
OG0002837	XENTR15959, XENTR00684	SACKO_14528
OG0002839	XENTR15634	SACKO_29169
OG0002840	XENTR07275, XENTR17810	SACKO_28316
OG0002841	XENTR00738	SACKO_08709, SACKO_08680
OG0002842	XENTR14759, XENTR00342	SACKO_27573
OG0002843	XENTR01142	SACKO_05859
OG0002844	XENTR02808, XENTR17210	SACKO_23634
OG0002848	XENTR02131	SACKO_10131
OG0002850	XENTR03096, XENTR11615	SACKO_14200
OG0002851	XENTR11403, XENTR00147	SACKO_18925
OG0002853	XENTR13696, XENTR04345	SACKO_26265
OG0002854	XENTR04689	SACKO_00564
OG0002855	XENTR05794	SACKO_05275
OG0002857	XENTR04246	SACKO_00502
OG0002858	XENTR10468, XENTR10467, XENTR03717	SACKO_16157, SACKO_32118
OG0002859	XENTR04627	SACKO_17015
OG0002861	XENTR09850	SACKO_30500, SACKO_13223
OG0002862	XENTR15885, XENTR11393	SACKO_03068
OG0002863	XENTR13703	SACKO_00512
OG0002864	XENTR13804, XENTR13234	SACKO_28336, SACKO_19209
OG0002865	XENTR18512	SACKO_30786
OG0002866	XENTR04723, XENTR13209	SACKO_19174
OG0002868	XENTR02779	SACKO_04255
OG0002869	XENTR00267, XENTR08439	SACKO_06610, SACKO_06611
OG0002870	XENTR04233	SACKO_04207
OG0002871	XENTR09869	SACKO_07598, SACKO_23392
OG0002873	XENTR12525	SACKO_09763
OG0002874	XENTR11119, XENTR06615	SACKO_30820
OG0002875	XENTR07629	SACKO_27826
OG0002876	XENTR10826, XENTR08160	SACKO_11226
OG0002877	XENTR08111	SACKO_09233, SACKO_22408
OG0002878	XENTR13568, XENTR15797	SACKO_29610, SACKO_29621
OG0002879	XENTR07894, XENTR12756	SACKO_33049
OG0002880	XENTR09153	SACKO_12966
OG0002883	XENTR07570	SACKO_28241
OG0002887	XENTR04718, XENTR04717	SACKO_03876
OG0002888	XENTR01004	SACKO_13850
OG0002889	XENTR09659, XENTR10801	SACKO_25507
OG0002890	XENTR02150	SACKO_30231
OG0002891	XENTR06504, XENTR01216	SACKO_25660
OG0002892	XENTR15871, XENTR11956, XENTR06173	SACKO_25315
OG0002894	XENTR09951	SACKO_02334
OG0002895	XENTR10722, XENTR13295	SACKO_07081
OG0002896	XENTR18124, XENTR10924	SACKO_21159
OG0002897	XENTR08807	SACKO_11527
OG0002898	XENTR03296	SACKO_12347, SACKO_11652, SACKO_11662
OG0002899	XENTR15290, XENTR00294	SACKO_20293
OG0002900	XENTR01428, XENTR17889	SACKO_11843
OG0002901	XENTR08149, XENTR08148	SACKO_31319
OG0002902	XENTR00980, XENTR00979	SACKO_31560
OG0002903	XENTR05644, XENTR10480	SACKO_20856, SACKO_20816
OG0002904	XENTR08257	SACKO_31225, SACKO_28610, SACKO_27844, SACKO_28611
OG0002905	XENTR08061, XENTR00262	SACKO_05520
OG0002906	XENTR00496	SACKO_11930, SACKO_11931
OG0002907	XENTR03427, XENTR03122	SACKO_16536
OG0002908	XENTR07223	SACKO_04538
OG0002909	XENTR07054, XENTR02377	SACKO_23664
OG0002910	XENTR08951	SACKO_29263
OG0002911	XENTR14212, XENTR02243, XENTR02244	SACKO_07058
OG0002912	XENTR05049	SACKO_26709, SACKO_25820, SACKO_25821
OG0002913	XENTR02916, XENTR02037, XENTR02036	SACKO_06634
OG0002914	XENTR18481	SACKO_00833
OG0002915	XENTR15678	SACKO_04947
OG0002916	XENTR15380, XENTR04744	SACKO_29255
OG0002917	XENTR03199	SACKO_26409
OG0002919	XENTR01477, XENTR14061	SACKO_02462
OG0002921	XENTR14977	SACKO_33268
OG0002922	XENTR10516, XENTR02242	SACKO_17100
OG0002923	XENTR05145, XENTR02489	SACKO_26728
OG0002924	XENTR18508, XENTR11259, XENTR08327	SACKO_13053
OG0002925	XENTR00245	SACKO_11448
OG0002926	XENTR05828, XENTR08104	SACKO_00854
OG0002931	XENTR16292, XENTR06017, XENTR03066	SACKO_09069
OG0002934	XENTR02714, XENTR02715, XENTR02060, XENTR02716	SACKO_05341
OG0002944	XENTR03625, XENTR09325	SACKO_29103
OG0002945	XENTR16676	SACKO_10023
OG0002946	XENTR15229	SACKO_25372
OG0002947	XENTR10595	SACKO_28885, SACKO_15400
OG0002948	XENTR19009	SACKO_14209
OG0002949	XENTR05420	SACKO_05711
OG0002950	XENTR07333	SACKO_25017
OG0002952	XENTR14461, XENTR01620	SACKO_25112
OG0002953	XENTR17933, XENTR17932	SACKO_25506
OG0002954	XENTR04437	SACKO_31927, SACKO_03834
OG0002955	XENTR03055	SACKO_05650
OG0002956	XENTR11938, XENTR05075	SACKO_00857
OG0002957	XENTR06187	SACKO_29770
OG0002959	XENTR12100	SACKO_03836
OG0002960	XENTR12922	SACKO_10276
OG0002961	XENTR11693	SACKO_22229
OG0002962	XENTR13997	SACKO_02237
OG0002964	XENTR07402	SACKO_22385
OG0002965	XENTR07283	SACKO_32335, SACKO_14337
OG0002966	XENTR06174	SACKO_04692
OG0002967	XENTR06032	SACKO_11046
OG0002968	XENTR12928	SACKO_17591
OG0002968	XENTR17755	SACKO_06975
OG0002969	XENTR14194	SACKO_02667
OG0002971	XENTR11852, XENTR11853, XENTR13592, XENTR13593, XENTR14345, XENTR14344	SACKO_19758
OG0002973	XENTR06006	SACKO_14102
OG0002974	XENTR15000, XENTR15123	SACKO_29031
OG0002975	XENTR11363	SACKO_32354
OG0002976	XENTR14081	SACKO_31461
OG0002977	XENTR09457	SACKO_20192
OG0002978	XENTR14104, XENTR12528, XENTR09037	SACKO_17957
OG0002979	XENTR15507	SACKO_20128
OG0002981	XENTR00095	SACKO_26792
OG0002982	XENTR13101	SACKO_13358
OG0002983	XENTR12350, XENTR13304	SACKO_27335
OG0002984	XENTR11184	SACKO_19745
OG0002985	XENTR01815	SACKO_30570
OG0002987	XENTR01945, XENTR08978	SACKO_24109
OG0002988	XENTR05343, XENTR08422, XENTR08423	SACKO_28450
OG0002989	XENTR13471	SACKO_23453
OG0002990	XENTR01994, XENTR12466, XENTR08715	SACKO_28950
OG0002991	XENTR07281	SACKO_16196
OG0002992	XENTR01895, XENTR06222	SACKO_30998
OG0002994	XENTR02151	SACKO_15129
OG0002996	XENTR16303, XENTR18314	SACKO_16051
OG0002997	XENTR00325	SACKO_03884
OG0002998	XENTR10809, XENTR17352, XENTR06372	SACKO_08408
OG0003001	XENTR01871	SACKO_02123
OG0003002	XENTR17080, XENTR05211	SACKO_24578
OG0003003	XENTR03623	SACKO_12840
OG0003004	XENTR07513, XENTR02073	SACKO_15243, SACKO_08904
OG0003005	XENTR18499	SACKO_09366
OG0003006	XENTR11337	SACKO_09983
OG0003007	XENTR04298, XENTR00049, XENTR13215	SACKO_23209
OG0003008	XENTR15614, XENTR04677	SACKO_14283
OG0003009	XENTR12308, XENTR17857, XENTR08238	SACKO_23162
OG0003010	XENTR14276	SACKO_04866, SACKO_33454
OG0003011	XENTR05600, XENTR15172	SACKO_09511
OG0003012	XENTR02824	SACKO_26048
OG0003013	XENTR00139, XENTR03367	SACKO_22831
OG0003014	XENTR03629	SACKO_30554
OG0003016	XENTR11776, XENTR18402	SACKO_10324
OG0003017	XENTR16352, XENTR16351	SACKO_30528, SACKO_28070
OG0003018	XENTR16972	SACKO_21884, SACKO_15715
OG0003019	XENTR10695, XENTR10694	SACKO_29411
OG0003021	XENTR18288	SACKO_12395
OG0003022	XENTR05917	SACKO_00432
OG0003023	XENTR10199, XENTR10198, XENTR04561	SACKO_15718, SACKO_24498
OG0003024	XENTR18532	SACKO_04764
OG0003025	XENTR13995, XENTR00407	SACKO_25265
OG0003026	XENTR17420	SACKO_02570
OG0003027	XENTR04043, XENTR01453	SACKO_20718
OG0003028	XENTR11464	SACKO_26969
OG0003029	XENTR08351, XENTR05958	SACKO_23336
OG0003030	XENTR04003, XENTR18856, XENTR16201	SACKO_20385
OG0003031	XENTR01678, XENTR11006	SACKO_31229, SACKO_13025
OG0003032	XENTR11083, XENTR08717, XENTR01996	SACKO_02283
OG0003033	XENTR01505	SACKO_21096
OG0003034	XENTR01021	SACKO_10723
OG0003035	XENTR08097, XENTR04242	SACKO_13056
OG0003036	XENTR01299	SACKO_03961
OG0003037	XENTR06327	SACKO_16276
OG0003038	XENTR15955, XENTR17309	SACKO_26887
OG0003040	XENTR18563	SACKO_21624, SACKO_30839
OG0003041	XENTR00227	SACKO_15164
OG0003042	XENTR05407	SACKO_01751
OG0003043	XENTR13370	SACKO_02021
OG0003044	XENTR08887	SACKO_29708
OG0003045	XENTR10613	SACKO_27785
OG0003046	XENTR00458, XENTR06271	SACKO_19289
OG0003048	XENTR04971	SACKO_30401
OG0003049	XENTR12371	SACKO_27605
OG0003050	XENTR07158, XENTR13871	SACKO_15528
OG0003051	XENTR15589, XENTR08838	SACKO_22120
OG0003052	XENTR17582	SACKO_31888
OG0003053	XENTR14155	SACKO_00124
OG0003054	XENTR02710	SACKO_23775
OG0003055	XENTR00054, XENTR12225	SACKO_14713
OG0003057	XENTR06973, XENTR14619	SACKO_10359
OG0003058	XENTR07986, XENTR10890, XENTR02463	SACKO_30857
OG0003059	XENTR12777	SACKO_10958, SACKO_20443
OG0003060	XENTR06510, XENTR13247, XENTR16776	SACKO_07187
OG0003061	XENTR13047, XENTR13404	SACKO_01288
OG0003063	XENTR10800	SACKO_07757
OG0003064	XENTR18991	SACKO_30917
OG0003065	XENTR08230	SACKO_12532
OG0003066	XENTR17099, XENTR08960	SACKO_05874
OG0003071	XENTR03967	SACKO_01947, SACKO_09087
OG0003072	XENTR02567, XENTR00734	SACKO_22003
OG0003073	XENTR04061	SACKO_19888
OG0003074	XENTR02964, XENTR07675	SACKO_00277
OG0003077	XENTR07311, XENTR05693, XENTR17699	SACKO_28671
OG0003078	XENTR09095, XENTR11706	SACKO_33444
OG0003079	XENTR14327, XENTR13284	SACKO_01137
OG0003084	XENTR11661, XENTR12082	SACKO_01950
OG0003089	XENTR17194	SACKO_18518, SACKO_14107, SACKO_20028
OG0003090	XENTR03237, XENTR10261	SACKO_08916, SACKO_31355, SACKO_12364, SACKO_16254, SACKO_05373
OG0003101	XENTR05478, XENTR07812, XENTR18234	SACKO_20862
OG0003103	XENTR07478, XENTR07479, XENTR02297	SACKO_09737
OG0003104	XENTR06110, XENTR04678	SACKO_11227
OG0003105	XENTR04336	SACKO_04098
OG0003106	XENTR12128	SACKO_29288
OG0003107	XENTR10986	SACKO_16349
OG0003108	XENTR11504, XENTR11503	SACKO_22455, SACKO_26646
OG0003110	XENTR02312	SACKO_26390
OG0003111	XENTR12220	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371
OG0003112	XENTR07566	SACKO_27668
OG0003114	XENTR18657, XENTR06619	SACKO_15238
OG0003115	XENTR01484, XENTR05078, XENTR17555	SACKO_01855
OG0003116	XENTR03534	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030
OG0003118	XENTR06207, XENTR15713	SACKO_04745
OG0003119	XENTR16252, XENTR18505	SACKO_13546
OG0003120	XENTR06695	SACKO_22096, SACKO_22116
OG0003121	XENTR11254	SACKO_16521
OG0003122	XENTR07201	SACKO_03121
OG0003122	XENTR16285	SACKO_18543, SACKO_26066
OG0003124	XENTR00783	SACKO_04410
OG0003125	XENTR09690	SACKO_29448
OG0003126	XENTR04714	SACKO_18141
OG0003127	XENTR08996, XENTR08997	SACKO_04031
OG0003128	XENTR14159	SACKO_04405
OG0003130	XENTR04051	SACKO_29703
OG0003131	XENTR13920	SACKO_18830
OG0003133	XENTR00486	SACKO_25555
OG0003134	XENTR12257	SACKO_16499, SACKO_07502
OG0003135	XENTR02084	SACKO_03116
OG0003136	XENTR12656, XENTR02424, XENTR05090	SACKO_03114
OG0003137	XENTR07279, XENTR05048	SACKO_15912
OG0003138	XENTR08591	SACKO_22321
OG0003140	XENTR00556, XENTR12115	SACKO_06695
OG0003141	XENTR16911	SACKO_03614
OG0003142	XENTR11445, XENTR11444	SACKO_05126
OG0003144	XENTR11410	SACKO_03680
OG0003145	XENTR04007	SACKO_14415
OG0003146	XENTR05117	SACKO_04352
OG0003147	XENTR09759	SACKO_09203, SACKO_13733
OG0003148	XENTR04123, XENTR10073	SACKO_01512, SACKO_01504
OG0003150	XENTR02043, XENTR08836	SACKO_33473
OG0003151	XENTR08206, XENTR02485, XENTR02484	SACKO_18699
OG0003152	XENTR07384, XENTR12708	SACKO_11895
OG0003153	XENTR18452	SACKO_16378
OG0003154	XENTR00073	SACKO_22446
OG0003155	XENTR00977	SACKO_10655
OG0003156	XENTR12843	SACKO_27553, SACKO_06021
OG0003157	XENTR16641	SACKO_30627
OG0003158	XENTR09421, XENTR06360	SACKO_02553
OG0003159	XENTR04322, XENTR04257	SACKO_17748, SACKO_01588
OG0003160	XENTR13384	SACKO_12466
OG0003161	XENTR09600	SACKO_09109
OG0003162	XENTR03824, XENTR08572	SACKO_09082, SACKO_09115, SACKO_09128
OG0003163	XENTR11544, XENTR05306	SACKO_09039
OG0003164	XENTR00718, XENTR05518	SACKO_24629
OG0003165	XENTR12396, XENTR12753	SACKO_09454
OG0003167	XENTR18627, XENTR06313	SACKO_21224
OG0003169	XENTR00138	SACKO_19319
OG0003171	XENTR03950	SACKO_13185, SACKO_11574
OG0003172	XENTR14668	SACKO_02203, SACKO_02691
OG0003173	XENTR14158, XENTR06342	SACKO_02198
OG0003174	XENTR07544, XENTR18836	SACKO_14589
OG0003175	XENTR01126, XENTR01743, XENTR01744	SACKO_26238
OG0003176	XENTR00495	SACKO_19057
OG0003177	XENTR12635	SACKO_24963
OG0003178	XENTR11667, XENTR09042	SACKO_18493
OG0003179	XENTR11724	SACKO_33031, SACKO_21707
OG0003180	XENTR17770, XENTR01186	SACKO_20193
OG0003181	XENTR18277	SACKO_00391
OG0003182	XENTR13629	SACKO_16383
OG0003183	XENTR03790, XENTR17483, XENTR15104	SACKO_15802
OG0003184	XENTR12742	SACKO_29685
OG0003185	XENTR17498, XENTR15967	SACKO_19190
OG0003186	XENTR16887	SACKO_01675, SACKO_05027
OG0003187	XENTR16789	SACKO_23198
OG0003188	XENTR05320, XENTR02763	SACKO_32262
OG0003189	XENTR15950	SACKO_10353
OG0003190	XENTR05661	SACKO_23848
OG0003191	XENTR05225	SACKO_03093
OG0003192	XENTR08220	SACKO_13024
OG0003193	XENTR09215	SACKO_21175
OG0003195	XENTR17698	SACKO_28742
OG0003196	XENTR16724	SACKO_13980, SACKO_08178
OG0003197	XENTR08587	SACKO_29949
OG0003198	XENTR08036	SACKO_09167
OG0003199	XENTR13157	SACKO_33150
OG0003200	XENTR05762	SACKO_21528
OG0003201	XENTR08359	SACKO_03602
OG0003202	XENTR06728	SACKO_17487
OG0003203	XENTR15103	SACKO_00607, SACKO_00828
OG0003204	XENTR15170, XENTR10528	SACKO_31707
OG0003205	XENTR14834, XENTR15297	SACKO_12111
OG0003206	XENTR01762	SACKO_17979, SACKO_17971, SACKO_19787
OG0003207	XENTR17115, XENTR02861	SACKO_07582
OG0003210	XENTR07740, XENTR03933	SACKO_27430
OG0003211	XENTR01345	SACKO_07520
OG0003212	XENTR07956, XENTR01342	SACKO_00699
OG0003214	XENTR08605, XENTR08604	SACKO_22648
OG0003214	XENTR06201	SACKO_02358
OG0003215	XENTR07497, XENTR09047	SACKO_14011
OG0003216	XENTR07375, XENTR07374, XENTR11202, XENTR04801	SACKO_05075, SACKO_33513
OG0003217	XENTR05031, XENTR04303	SACKO_20635
OG0003218	XENTR12593	SACKO_33469
OG0003219	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559	SACKO_24194
OG0003220	XENTR11144, XENTR12866	SACKO_26339, SACKO_03695
OG0003222	XENTR15911, XENTR10214, XENTR13202	SACKO_26715
OG0003223	XENTR06905	SACKO_26827
OG0003224	XENTR16031, XENTR13430	SACKO_07681
OG0003225	XENTR02604	SACKO_07427
OG0003226	XENTR18053	SACKO_15104
OG0003227	XENTR01422	SACKO_30234
OG0003228	XENTR13523	SACKO_07288
OG0003229	XENTR16185, XENTR10298	SACKO_02081
OG0003230	XENTR10511, XENTR10510	SACKO_19470
OG0003231	XENTR18302	SACKO_17265
OG0003232	XENTR15315, XENTR05526, XENTR17642	SACKO_01247
OG0003235	XENTR17209	SACKO_26089
OG0003236	XENTR08328	SACKO_13088
OG0003236	XENTR13718	SACKO_28630
OG0003238	XENTR13238	SACKO_17755
OG0003239	XENTR00722	SACKO_15782
OG0003240	XENTR17311, XENTR17807	SACKO_09100
OG0003250	XENTR15630, XENTR17841	SACKO_00843
OG0003251	XENTR09756	SACKO_32082
OG0003252	XENTR09598, XENTR09597	SACKO_18053
OG0003253	XENTR18870, XENTR10063	SACKO_23089
OG0003254	XENTR15784	SACKO_11378
OG0003258	XENTR09647	SACKO_14130
OG0003261	XENTR03202	SACKO_25373
OG0003262	XENTR06319, XENTR04546	SACKO_00711
OG0003263	XENTR11183	SACKO_24493
OG0003265	XENTR04827, XENTR00765	SACKO_09798
OG0003266	XENTR12815, XENTR10446	SACKO_05971, SACKO_26552, SACKO_12236
OG0003267	XENTR06701	SACKO_32336
OG0003268	XENTR11858	SACKO_05287
OG0003269	XENTR00981	SACKO_28019
OG0003270	XENTR01357	SACKO_25439
OG0003272	XENTR11923, XENTR13832	SACKO_12753
OG0003273	XENTR14541, XENTR09949	SACKO_11959
OG0003275	XENTR18433, XENTR02465	SACKO_30780, SACKO_30771
OG0003276	XENTR03833, XENTR16569	SACKO_32351
OG0003277	XENTR01225, XENTR05973	SACKO_01244
OG0003278	XENTR12702	SACKO_03134
OG0003279	XENTR06409, XENTR03464	SACKO_30116
OG0003280	XENTR14496	SACKO_10441
OG0003282	XENTR08973	SACKO_27155
OG0003283	XENTR02862	SACKO_28354, SACKO_30822
OG0003284	XENTR09406, XENTR09408, XENTR09407	SACKO_30896
OG0003286	XENTR00938	SACKO_17313
OG0003287	XENTR07598	SACKO_28184
OG0003288	XENTR00671	SACKO_10698
OG0003289	XENTR14484, XENTR00516, XENTR00515	SACKO_01897
OG0003293	XENTR05206	SACKO_06484, SACKO_23226
OG0003294	XENTR05508	SACKO_17331
OG0003295	XENTR13148	SACKO_10530
OG0003296	XENTR00824	SACKO_04472
OG0003298	XENTR15553	SACKO_14529
OG0003299	XENTR12358	SACKO_29252
OG0003301	XENTR10815, XENTR08929	SACKO_27778
OG0003302	XENTR02111	SACKO_17873
OG0003304	XENTR08010, XENTR06925	SACKO_33198
OG0003305	XENTR11041	SACKO_20237
OG0003306	XENTR07978	SACKO_02846
OG0003307	XENTR16158	SACKO_00155
OG0003308	XENTR11573, XENTR09831	SACKO_03501
OG0003311	XENTR11582, XENTR06308	SACKO_05588
OG0003314	XENTR05197, XENTR05257, XENTR05501	SACKO_02370
OG0003315	XENTR05114	SACKO_11264
OG0003316	XENTR08584	SACKO_02137
OG0003317	XENTR09784	SACKO_05670
OG0003318	XENTR17690, XENTR06814	SACKO_23709
OG0003319	XENTR16866, XENTR04625	SACKO_26946
OG0003320	XENTR02217	SACKO_10308, SACKO_31257
OG0003321	XENTR02507, XENTR05135, XENTR05136, XENTR05137	SACKO_30235
OG0003325	XENTR14438	SACKO_05232
OG0003326	XENTR10496, XENTR05739	SACKO_25613
OG0003327	XENTR17104, XENTR13251	SACKO_29807, SACKO_16114
OG0003329	XENTR05841	SACKO_09850, SACKO_03764
OG0003330	XENTR05319	SACKO_32249
OG0003331	XENTR04048	SACKO_03264
OG0003332	XENTR17058, XENTR17059	SACKO_23821, SACKO_23810, SACKO_23819
OG0003333	XENTR04475, XENTR16496, XENTR16497	SACKO_30489
OG0003335	XENTR09006	SACKO_15302
OG0003336	XENTR04249, XENTR10459, XENTR04672	SACKO_22803, SACKO_22795
OG0003337	XENTR12026	SACKO_14865
OG0003338	XENTR00064, XENTR05725	SACKO_27567
OG0003340	XENTR05753, XENTR04075	SACKO_04037
OG0003341	XENTR12776	SACKO_02784, SACKO_02780
OG0003343	XENTR10202	SACKO_29714
OG0003344	XENTR06071, XENTR06072, XENTR06070	SACKO_26970
OG0003346	XENTR12386	SACKO_09097
OG0003347	XENTR05381	SACKO_04192
OG0003348	XENTR12378, XENTR08608	SACKO_18275
OG0003349	XENTR05563, XENTR07550	SACKO_20573
OG0003350	XENTR14406, XENTR06191	SACKO_26402, SACKO_27781
OG0003352	XENTR08399, XENTR03180	SACKO_16000
OG0003353	XENTR00740	SACKO_27934
OG0003354	XENTR14729	SACKO_00210
OG0003355	XENTR08296, XENTR14300	SACKO_21459
OG0003356	XENTR01788, XENTR19056	SACKO_19562
OG0003359	XENTR15397	SACKO_15411
OG0003360	XENTR03049, XENTR03048	SACKO_11966
OG0003361	XENTR13092	SACKO_19401
OG0003364	XENTR14029, XENTR16714	SACKO_11623
OG0003366	XENTR04144	SACKO_31581
OG0003367	XENTR19276	SACKO_32690, SACKO_10006, SACKO_09981
OG0003368	XENTR08859	SACKO_17847
OG0003369	XENTR02694, XENTR17149	SACKO_17735
OG0003372	XENTR00441	SACKO_30945
OG0003373	XENTR14268	SACKO_09624
OG0003374	XENTR00231, XENTR13931	SACKO_32930
OG0003375	XENTR18878, XENTR00570	SACKO_08748
OG0003376	XENTR08868	SACKO_10287
OG0003377	XENTR09874	SACKO_23381
OG0003379	XENTR05021	SACKO_33311, SACKO_33295
OG0003380	XENTR00830	SACKO_05451
OG0003381	XENTR16745, XENTR08704	SACKO_04584
OG0003382	XENTR06748	SACKO_12662
OG0003383	XENTR17067, XENTR06946, XENTR06945	SACKO_08095
OG0003384	XENTR01965	SACKO_24086
OG0003385	XENTR03792	SACKO_11016
OG0003386	XENTR15284	SACKO_01067
OG0003387	XENTR16576, XENTR16577	SACKO_03779
OG0003388	XENTR06699	SACKO_17919, SACKO_17906
OG0003389	XENTR04470	SACKO_23486, SACKO_14582
OG0003391	XENTR13531	SACKO_12505
OG0003392	XENTR09804, XENTR00995, XENTR07310	SACKO_10639, SACKO_10646
OG0003393	XENTR04439	SACKO_33236
OG0003396	XENTR16644	SACKO_32243, SACKO_07005
OG0003398	XENTR07669, XENTR06579	SACKO_10294, SACKO_10258, SACKO_10263, SACKO_10311, SACKO_10268, SACKO_07521, SACKO_32279
OG0003401	XENTR01481	SACKO_27469
OG0003403	XENTR14425, XENTR12343, XENTR18602, XENTR19037, XENTR16606, XENTR19066, XENTR14284, XENTR02750, XENTR11275, XENTR01395, XENTR17461, XENTR05011, XENTR12344, XENTR05441, XENTR07887, XENTR15795, XENTR19218, XENTR07886, XENTR13436, XENTR17218, XENTR14456, XENTR13951, XENTR12891, XENTR01967, XENTR14017, XENTR02789, XENTR11025, XENTR01968, XENTR08873, XENTR07043, XENTR08810, XENTR08809, XENTR10969, XENTR10968	SACKO_03712
OG0003419	XENTR16940	SACKO_07603
OG0003421	XENTR04887	SACKO_01930, SACKO_01928, SACKO_01939
OG0003422	XENTR08946, XENTR08947	SACKO_04586
OG0003424	XENTR01798	SACKO_05692
OG0003425	XENTR08256	SACKO_21290
OG0003426	XENTR14116	SACKO_29295
OG0003428	XENTR12198	SACKO_19906
OG0003429	XENTR12279	SACKO_18851
OG0003431	XENTR08565, XENTR08564, XENTR09172	SACKO_02696
OG0003432	XENTR12177	SACKO_23142, SACKO_21364
OG0003433	XENTR13812	SACKO_19315
OG0003434	XENTR01877	SACKO_27927
OG0003437	XENTR07320, XENTR05601	SACKO_25025
OG0003439	XENTR17504, XENTR10921, XENTR10920	SACKO_33811
OG0003440	XENTR02723, XENTR02722	SACKO_12972
OG0003441	XENTR00766, XENTR04826	SACKO_30707, SACKO_33516, SACKO_30700
OG0003442	XENTR06416, XENTR16044, XENTR02332	SACKO_15203
OG0003443	XENTR07991, XENTR13306	SACKO_22199
OG0003445	XENTR07728	SACKO_06557, SACKO_06554
OG0003447	XENTR05985	SACKO_16916
OG0003448	XENTR05059	SACKO_29640
OG0003449	XENTR04620	SACKO_09979
OG0003450	XENTR11136	SACKO_15572
OG0003451	XENTR03958	SACKO_04785
OG0003452	XENTR14210	SACKO_24050
OG0003453	XENTR12517	SACKO_10209
OG0003454	XENTR06943, XENTR12431	SACKO_30324
OG0003455	XENTR18377	SACKO_22919
OG0003456	XENTR10526	SACKO_28683
OG0003457	XENTR04624, XENTR08027	SACKO_17526, SACKO_07023
OG0003458	XENTR11788	SACKO_24689, SACKO_13988
OG0003459	XENTR01653	SACKO_12030
OG0003460	XENTR05095	SACKO_05169
OG0003461	XENTR15751	SACKO_03545
OG0003462	XENTR16197	SACKO_00776
OG0003463	XENTR11861	SACKO_31602
OG0003464	XENTR00966	SACKO_26254
OG0003465	XENTR06176	SACKO_23058
OG0003466	XENTR11842, XENTR10915	SACKO_02294
OG0003467	XENTR17927	SACKO_32119
OG0003468	XENTR02404	SACKO_00890
OG0003469	XENTR12948	SACKO_13512
OG0003471	XENTR06561	SACKO_27838
OG0003472	XENTR13142	SACKO_24937
OG0003473	XENTR00629, XENTR14470	SACKO_33089
OG0003474	XENTR05119, XENTR13688	SACKO_18192
OG0003475	XENTR16240	SACKO_31281
OG0003476	XENTR00760	SACKO_26059
OG0003477	XENTR08073	SACKO_20610
OG0003478	XENTR12098	SACKO_00688
OG0003479	XENTR02579, XENTR16286, XENTR11231	SACKO_01184
OG0003480	XENTR09961, XENTR17800	SACKO_11010
OG0003481	XENTR05415	SACKO_13902
OG0003482	XENTR09273, XENTR18489	SACKO_26994
OG0003483	XENTR07509	SACKO_18557
OG0003485	XENTR10111	SACKO_10815
OG0003487	XENTR18643	SACKO_25911, SACKO_25905
OG0003488	XENTR06590	SACKO_21273
OG0003489	XENTR05327, XENTR05749	SACKO_29393
OG0003490	XENTR10771	SACKO_04384
OG0003491	XENTR03228, XENTR07233	SACKO_26412
OG0003492	XENTR01960, XENTR06706	SACKO_31827
OG0003495	XENTR04647	SACKO_30140
OG0003496	XENTR05780	SACKO_06794
OG0003497	XENTR06024, XENTR18982	SACKO_02621
OG0003498	XENTR03494	SACKO_01996, SACKO_01988
OG0003499	XENTR09564	SACKO_22766
OG0003500	XENTR02385	SACKO_07628
OG0003501	XENTR10636	SACKO_30952
OG0003502	XENTR06321	SACKO_20189
OG0003503	XENTR13845	SACKO_09739
OG0003504	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690	SACKO_16259
OG0003505	XENTR00482	SACKO_26757
OG0003506	XENTR11659, XENTR05517	SACKO_24649
OG0003507	XENTR10640, XENTR00027	SACKO_15223, SACKO_03869
OG0003508	XENTR17069	SACKO_06902
OG0003509	XENTR18947	SACKO_34164
OG0003511	XENTR05842	SACKO_09852
OG0003512	XENTR01185	SACKO_20205
OG0003513	XENTR16163, XENTR15086	SACKO_30320, SACKO_14277
OG0003514	XENTR07062, XENTR05972	SACKO_25947, SACKO_14249, SACKO_25494
OG0003515	XENTR10827, XENTR01032	SACKO_30659
OG0003516	XENTR16307	SACKO_24084
OG0003517	XENTR17629, XENTR11506	SACKO_15617
OG0003518	XENTR08349	SACKO_26732
OG0003519	XENTR16950	SACKO_12908
OG0003520	XENTR02410	SACKO_18568, SACKO_23243
OG0003521	XENTR17130	SACKO_02542
OG0003522	XENTR04224	SACKO_24463
OG0003523	XENTR06238	SACKO_34177, SACKO_33207
OG0003525	XENTR04572	SACKO_24043, SACKO_19674, SACKO_18095, SACKO_24008
OG0003526	XENTR07495, XENTR09052	SACKO_17051, SACKO_12308
OG0003527	XENTR08469	SACKO_00456
OG0003528	XENTR10782	SACKO_21089
OG0003529	XENTR04193, XENTR18482	SACKO_32438
