Orthogroup	XENTR	AMPFI_ok
OG0003443	XENTR07991, XENTR13306	AMPFI_21912
OG0003445	XENTR07728	AMPFI_13140
OG0003447	XENTR05985	AMPFI_18696
OG0003448	XENTR05059	AMPFI_23029
OG0003449	XENTR04620	AMPFI_19468
OG0003451	XENTR03958	AMPFI_03894
OG0003452	XENTR14210	AMPFI_22152
OG0003453	XENTR12517	AMPFI_10385
OG0003454	XENTR06943, XENTR12431	AMPFI_07469
OG0003455	XENTR18377	AMPFI_09746
OG0003457	XENTR04624, XENTR08027	AMPFI_19507, AMPFI_22980
OG0003458	XENTR11788	AMPFI_25375
OG0003459	XENTR01653	AMPFI_23502
OG0003460	XENTR05095	AMPFI_09159
OG0003461	XENTR15751	AMPFI_08837
OG0003462	XENTR16197	AMPFI_05379
OG0003463	XENTR11861	AMPFI_25834
OG0003465	XENTR06176	AMPFI_12228
OG0003466	XENTR11842, XENTR10915	AMPFI_12980, AMPFI_11213
OG0003467	XENTR17927	AMPFI_05595
OG0003468	XENTR02404	AMPFI_07635
OG0003469	XENTR12948	AMPFI_06767
OG0003471	XENTR06561	AMPFI_24941
OG0003472	XENTR13142	AMPFI_06841
OG0003473	XENTR00629, XENTR14470	AMPFI_07801
OG0003474	XENTR05119, XENTR13688	AMPFI_05008
OG0003475	XENTR16240	AMPFI_21852, AMPFI_24738
OG0003476	XENTR00760	AMPFI_13173
OG0003477	XENTR08073	AMPFI_11760
OG0003478	XENTR12098	AMPFI_13018
OG0003479	XENTR02579, XENTR16286, XENTR11231	AMPFI_08938
OG0003480	XENTR09961, XENTR17800	AMPFI_07447
OG0003481	XENTR05415	AMPFI_14089
OG0003482	XENTR09273, XENTR18489	AMPFI_07972
OG0003483	XENTR07509	AMPFI_09299
OG0003484	XENTR05070, XENTR17032	AMPFI_18735
OG0003485	XENTR10111	AMPFI_06950, AMPFI_18388, AMPFI_08775
OG0003486	XENTR14251, XENTR14252	AMPFI_16158
OG0003487	XENTR18643	AMPFI_23106
OG0003488	XENTR06590	AMPFI_07299
OG0003489	XENTR05327, XENTR05749	AMPFI_24006
OG0003490	XENTR10771	AMPFI_14734, AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
OG0003491	XENTR03228, XENTR07233	AMPFI_11101
OG0003492	XENTR01960, XENTR06706	AMPFI_19481, AMPFI_18221, AMPFI_00099
OG0003493	XENTR00341	AMPFI_16534
OG0003496	XENTR05780	AMPFI_21723
OG0003497	XENTR06024, XENTR18982	AMPFI_04681
OG0003498	XENTR03494	AMPFI_14554
OG0003499	XENTR09564	AMPFI_10057
OG0003500	XENTR02385	AMPFI_12019
OG0003501	XENTR10636	AMPFI_09583
OG0003502	XENTR06321	AMPFI_22051
OG0003503	XENTR13845	AMPFI_05344
OG0003504	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690	AMPFI_15622, AMPFI_24432
OG0003505	XENTR00482	AMPFI_07475
OG0003506	XENTR11659, XENTR05517	AMPFI_14856
OG0003507	XENTR10640, XENTR00027	AMPFI_14147
OG0003508	XENTR17069	AMPFI_22615
OG0003509	XENTR18947	AMPFI_07776
OG0003511	XENTR05842	AMPFI_01623
OG0003512	XENTR01185	AMPFI_02821
OG0003513	XENTR16163, XENTR15086	AMPFI_21434
OG0003514	XENTR07062, XENTR05972	AMPFI_07562
OG0003515	XENTR10827, XENTR01032	AMPFI_20138
OG0003516	XENTR16307	AMPFI_25715
OG0003517	XENTR17629, XENTR11506	AMPFI_03039
OG0003518	XENTR08349	AMPFI_13631
OG0003519	XENTR16950	AMPFI_10068
OG0003520	XENTR02410	AMPFI_05023
OG0003521	XENTR17130	AMPFI_14287, AMPFI_02594, AMPFI_19196, AMPFI_16400
OG0003522	XENTR04224	AMPFI_15136
OG0003523	XENTR06238	AMPFI_07760
OG0003525	XENTR04572	AMPFI_14739, AMPFI_16786, AMPFI_23920, AMPFI_03033
OG0003526	XENTR07495, XENTR09052	AMPFI_06222
OG0003527	XENTR08469	AMPFI_08564
OG0003528	XENTR10782	AMPFI_08029
OG0003529	XENTR04193, XENTR18482	AMPFI_16196
OG0003530	XENTR08393	AMPFI_21595
OG0003531	XENTR02395, XENTR17644	AMPFI_10001
OG0003532	XENTR10579	AMPFI_24750
OG0003533	XENTR06013	AMPFI_18447
OG0003534	XENTR09091, XENTR03027	AMPFI_09003
OG0003535	XENTR02215, XENTR09303	AMPFI_24072
OG0003536	XENTR04485, XENTR12968, XENTR16655	AMPFI_00410
OG0003538	XENTR16304	AMPFI_21724, AMPFI_23397
OG0003539	XENTR17518	AMPFI_00975
OG0003541	XENTR10222	AMPFI_21493, AMPFI_04066
OG0003543	XENTR00214	AMPFI_24581
OG0003544	XENTR13004, XENTR07985	AMPFI_19004
OG0003546	XENTR06379, XENTR00109	AMPFI_00349
OG0003547	XENTR05429, XENTR12061	AMPFI_04834
OG0003548	XENTR15263	AMPFI_24768
OG0003549	XENTR16034, XENTR03980	AMPFI_15331
OG0003550	XENTR11802, XENTR05398	AMPFI_18741
OG0003551	XENTR04301	AMPFI_07598
OG0003552	XENTR01989	AMPFI_05955
OG0003553	XENTR06457	AMPFI_21634
OG0003554	XENTR12448	AMPFI_22132
OG0003555	XENTR10243, XENTR06578, XENTR10244, XENTR10245	AMPFI_10844, AMPFI_19471
OG0003557	XENTR02226	AMPFI_05440
OG0003558	XENTR09307, XENTR11536	AMPFI_20154
OG0003560	XENTR06670	AMPFI_04633
OG0003561	XENTR09143, XENTR09144, XENTR15956	AMPFI_06137
OG0003562	XENTR13770	AMPFI_06538
OG0003563	XENTR00974	AMPFI_05251
OG0003564	XENTR01915, XENTR08979	AMPFI_08755
OG0003565	XENTR01961	AMPFI_03548, AMPFI_00450, AMPFI_22462
OG0003566	XENTR08703	AMPFI_01090
OG0003567	XENTR12992	AMPFI_22713
OG0003568	XENTR01200	AMPFI_06943
OG0003571	XENTR05133, XENTR16524	AMPFI_12433
OG0003572	XENTR12331, XENTR07627	AMPFI_17304, AMPFI_00364
OG0003573	XENTR18024	AMPFI_10938
OG0003576	XENTR04491, XENTR04492, XENTR02968, XENTR03721	AMPFI_02605
OG0003577	XENTR15366	AMPFI_04085
OG0003578	XENTR14689, XENTR00880	AMPFI_08173
OG0003579	XENTR01923, XENTR05581, XENTR05580	AMPFI_22532
OG0003597	XENTR18049	AMPFI_11403
OG0003598	XENTR12005	AMPFI_08091
OG0003601	XENTR05348, XENTR05349	AMPFI_22792
OG0003603	XENTR07586	AMPFI_14800
OG0003604	XENTR09462, XENTR01204	AMPFI_14560
OG0003608	XENTR09171	AMPFI_20147
OG0003610	XENTR18364	AMPFI_08064
OG0003611	XENTR13792	AMPFI_03674
OG0003612	XENTR12924	AMPFI_22358, AMPFI_00951
OG0003613	XENTR07063, XENTR18350	AMPFI_14181
OG0003615	XENTR11541	AMPFI_05633
OG0003616	XENTR17934	AMPFI_05609
OG0003617	XENTR18835	AMPFI_00387
OG0003618	XENTR06591	AMPFI_07271
OG0003619	XENTR14382	AMPFI_10351
OG0003620	XENTR11610	AMPFI_09860
OG0003622	XENTR00588	AMPFI_11239, AMPFI_21860, AMPFI_12437
OG0003623	XENTR02019	AMPFI_13962
OG0003627	XENTR03252	AMPFI_04313
OG0003628	XENTR05281	AMPFI_06318
OG0003630	XENTR17948	AMPFI_13915
OG0003631	XENTR01597	AMPFI_23733
OG0003634	XENTR10016	AMPFI_00355, AMPFI_24717, AMPFI_01365
OG0003635	XENTR09260	AMPFI_15181
OG0003636	XENTR14237	AMPFI_00213
OG0003638	XENTR03036	AMPFI_07537
OG0003639	XENTR09450	AMPFI_21939
OG0003640	XENTR07366, XENTR07389, XENTR15717	AMPFI_16498
OG0003641	XENTR07679	AMPFI_07323
OG0003642	XENTR10056, XENTR06735	AMPFI_06630
OG0003643	XENTR16883	AMPFI_12454
OG0003644	XENTR17108	AMPFI_06306
OG0003645	XENTR03915, XENTR07317	AMPFI_16881
OG0003646	XENTR17031, XENTR17030	AMPFI_06564
OG0003647	XENTR05840	AMPFI_00053
OG0003648	XENTR11369	AMPFI_01550
OG0003650	XENTR18719	AMPFI_12108
OG0003651	XENTR07797	AMPFI_09243
OG0003652	XENTR05790, XENTR01212	AMPFI_10927
OG0003653	XENTR00241, XENTR07273, XENTR15919	AMPFI_11406
OG0003654	XENTR14703	AMPFI_17684
OG0003655	XENTR16032, XENTR04379	AMPFI_08590
OG0003656	XENTR08122, XENTR09683	AMPFI_15780
OG0003658	XENTR03326	AMPFI_13106
OG0003659	XENTR06944	AMPFI_02966
OG0003660	XENTR09436	AMPFI_24383, AMPFI_21513, AMPFI_24288, AMPFI_15577
OG0003662	XENTR13147, XENTR18370	AMPFI_13941
OG0003663	XENTR12741, XENTR07298	AMPFI_22056
OG0003664	XENTR01685	AMPFI_25223
OG0003665	XENTR03871	AMPFI_01410
OG0003666	XENTR15411, XENTR03926	AMPFI_10136
OG0003668	XENTR02672	AMPFI_07166
OG0003669	XENTR08683	AMPFI_11157
OG0003671	XENTR13386, XENTR15446	AMPFI_00179
OG0003672	XENTR07314	AMPFI_09980
OG0003674	XENTR09128	AMPFI_05762
OG0003675	XENTR14931	AMPFI_08157
OG0003676	XENTR00677, XENTR01874	AMPFI_18881
OG0003677	XENTR08610, XENTR17285, XENTR15109	AMPFI_07661
OG0003678	XENTR00079, XENTR17514	AMPFI_07460
OG0003679	XENTR18397, XENTR12379	AMPFI_07845
OG0003680	XENTR05231	AMPFI_09842
OG0003681	XENTR16296, XENTR16295, XENTR04463	AMPFI_19503
OG0003682	XENTR13445	AMPFI_07578
OG0003683	XENTR01157	AMPFI_02901
OG0003684	XENTR04969	AMPFI_00490, AMPFI_16180
OG0003685	XENTR08131	AMPFI_12477
OG0003686	XENTR05887	AMPFI_07985
OG0003687	XENTR05213, XENTR00134	AMPFI_00830
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	AMPFI_03029
OG0003689	XENTR14093, XENTR05380	AMPFI_14009
OG0003690	XENTR02409	AMPFI_05747
OG0003691	XENTR14452	AMPFI_11092, AMPFI_06458
OG0003692	XENTR01955	AMPFI_03589
OG0003693	XENTR10718, XENTR18258	AMPFI_02553
OG0003694	XENTR17179	AMPFI_08303
OG0003695	XENTR07743, XENTR03931	AMPFI_15699
OG0003696	XENTR02869	AMPFI_04491, AMPFI_03543, AMPFI_02677
OG0003697	XENTR07379	AMPFI_11115
OG0003698	XENTR09545, XENTR01970	AMPFI_19011
OG0003700	XENTR15169, XENTR07388	AMPFI_09947
OG0003702	XENTR18826, XENTR08512	AMPFI_15283
OG0003703	XENTR16337, XENTR12841	AMPFI_10771
OG0003704	XENTR14777, XENTR00061	AMPFI_14195
OG0003705	XENTR12388	AMPFI_23254
OG0003706	XENTR15599	AMPFI_05005
OG0003707	XENTR17466, XENTR01423	AMPFI_07583
OG0003709	XENTR16313	AMPFI_06172
OG0003710	XENTR06304	AMPFI_12106, AMPFI_01123
OG0003711	XENTR14138	AMPFI_12979
OG0003712	XENTR01274, XENTR12990	AMPFI_04984
OG0003713	XENTR03924	AMPFI_04283
OG0003714	XENTR10015	AMPFI_25572
OG0003716	XENTR10549	AMPFI_04436, AMPFI_02826
OG0003717	XENTR08367	AMPFI_00073
OG0003718	XENTR10379	AMPFI_18529
OG0003720	XENTR01280, XENTR11759	AMPFI_22323
OG0003721	XENTR09504	AMPFI_08300
OG0003722	XENTR13252, XENTR06780	AMPFI_16876
OG0003725	XENTR00052, XENTR12224, XENTR12471	AMPFI_06286
OG0003727	XENTR08237	AMPFI_09286, AMPFI_11496
OG0003729	XENTR03157	AMPFI_24000
OG0003730	XENTR02013	AMPFI_06364
OG0003731	XENTR04923	AMPFI_22155
OG0003733	XENTR04294	AMPFI_08970
OG0003734	XENTR16422	AMPFI_18672
OG0003735	XENTR05792	AMPFI_19574
OG0003736	XENTR09558	AMPFI_04878
OG0003738	XENTR17869	AMPFI_15996
OG0003739	XENTR15714	AMPFI_04457
OG0003740	XENTR15199	AMPFI_12630
OG0003742	XENTR03179, XENTR03778	AMPFI_17579, AMPFI_21157
OG0003744	XENTR06835, XENTR16465	AMPFI_11890
OG0003745	XENTR00802	AMPFI_06392
OG0003748	XENTR00377	AMPFI_12821, AMPFI_25550
OG0003749	XENTR16748	AMPFI_09561
OG0003750	XENTR02453	AMPFI_19492
OG0003751	XENTR09919, XENTR09920	AMPFI_03897, AMPFI_10264
OG0003752	XENTR05303	AMPFI_09468
OG0003754	XENTR10153, XENTR11505	AMPFI_09209
OG0003755	XENTR04060	AMPFI_19354
OG0003756	XENTR06642	AMPFI_17707
OG0003757	XENTR15569, XENTR19000	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063
OG0003758	XENTR10842, XENTR07110	AMPFI_19318
OG0003759	XENTR16557, XENTR14606	AMPFI_06066
OG0003760	XENTR04510, XENTR16728	AMPFI_08456
OG0003761	XENTR05309, XENTR05308, XENTR07160	AMPFI_18129
OG0003762	XENTR07403	AMPFI_16490
OG0003763	XENTR17599	AMPFI_20405, AMPFI_19416, AMPFI_23055
OG0003764	XENTR10248	AMPFI_00088
OG0003765	XENTR13156, XENTR06386	AMPFI_01150
OG0003766	XENTR01718	AMPFI_01207
OG0003768	XENTR08962	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639
OG0003769	XENTR12425	AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825
OG0003771	XENTR13739, XENTR03911	AMPFI_07160
OG0003772	XENTR05943	AMPFI_07478
OG0003773	XENTR01780, XENTR13130	AMPFI_10699
OG0003775	XENTR13200	AMPFI_13847
OG0003776	XENTR07141	AMPFI_18606
OG0003777	XENTR01073, XENTR12435	AMPFI_20144
OG0003778	XENTR10711	AMPFI_24942
OG0003794	XENTR06585, XENTR05055	AMPFI_16922
OG0003795	XENTR19254	AMPFI_09136
OG0003798	XENTR01114, XENTR07104	AMPFI_02948
OG0003803	XENTR01279	AMPFI_12565
OG0003806	XENTR07356	AMPFI_05818
OG0003807	XENTR01368, XENTR01369, XENTR01367	AMPFI_03351
OG0003808	XENTR13676	AMPFI_14079
OG0003809	XENTR08847, XENTR04264	AMPFI_02614, AMPFI_04031
OG0003810	XENTR00906, XENTR07521, XENTR07515	AMPFI_19950
OG0003811	XENTR05500	AMPFI_10478
OG0003813	XENTR10561, XENTR06474	AMPFI_07875
OG0003815	XENTR02090	AMPFI_12793
OG0003818	XENTR08826	AMPFI_17759
OG0003820	XENTR15816, XENTR15817	AMPFI_17489
OG0003821	XENTR02570, XENTR07045	AMPFI_03105
OG0003823	XENTR12892	AMPFI_06889
OG0003824	XENTR02218	AMPFI_06085
OG0003825	XENTR01217	AMPFI_06918
OG0003827	XENTR11304, XENTR18626	AMPFI_21409
OG0003828	XENTR14525	AMPFI_11909
OG0003829	XENTR04012	AMPFI_00127
OG0003830	XENTR18560, XENTR14254	AMPFI_07093
OG0003831	XENTR03490	AMPFI_12797
OG0003832	XENTR00382, XENTR01228, XENTR01229	AMPFI_20517
OG0003833	XENTR15540	AMPFI_18982
OG0003834	XENTR04978, XENTR18533	AMPFI_10226
OG0003835	XENTR12732, XENTR12733	AMPFI_03066
OG0003836	XENTR11782, XENTR15896	AMPFI_14280
OG0003837	XENTR02506	AMPFI_24684
OG0003838	XENTR00914, XENTR03476	AMPFI_19657
OG0003840	XENTR12159	AMPFI_23271
OG0003841	XENTR12939	AMPFI_21826
OG0003843	XENTR12778, XENTR12779	AMPFI_05992
OG0003844	XENTR07150	AMPFI_14349
OG0003845	XENTR04055	AMPFI_07956
OG0003846	XENTR11317	AMPFI_06425
OG0003848	XENTR09160	AMPFI_23978
OG0003850	XENTR05454	AMPFI_10267
OG0003851	XENTR02901	AMPFI_16652
OG0003852	XENTR01443, XENTR00580	AMPFI_10208
OG0003853	XENTR16563	AMPFI_21676
OG0003854	XENTR09846, XENTR03116	AMPFI_03224
OG0003855	XENTR18199	AMPFI_20260
OG0003856	XENTR05612	AMPFI_08524
OG0003857	XENTR10397	AMPFI_07120
OG0003861	XENTR12844	AMPFI_02803
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	AMPFI_16528
OG0003864	XENTR11994	AMPFI_13775
OG0003865	XENTR08410, XENTR08547	AMPFI_11940
OG0003866	XENTR06311	AMPFI_14452
OG0003867	XENTR02863	AMPFI_17746
OG0003868	XENTR14790, XENTR09159, XENTR09158	AMPFI_11838
OG0003869	XENTR16798	AMPFI_17164
OG0003870	XENTR11422	AMPFI_05899
OG0003872	XENTR00808	AMPFI_14866
OG0003873	XENTR00180	AMPFI_09750
OG0003874	XENTR15862	AMPFI_14478
OG0003876	XENTR17136	AMPFI_22260
OG0003877	XENTR02745	AMPFI_15725, AMPFI_00796
OG0003878	XENTR02554	AMPFI_12599
OG0003879	XENTR11236	AMPFI_02846
OG0003880	XENTR13950, XENTR06094	AMPFI_08957
OG0003881	XENTR04081	AMPFI_15319, AMPFI_15320
OG0003883	XENTR14642, XENTR14643, XENTR08760	AMPFI_12967
OG0003884	XENTR02661	AMPFI_11418
OG0003885	XENTR05759, XENTR02123	AMPFI_12606
OG0003886	XENTR01682	AMPFI_05835
OG0003887	XENTR11440	AMPFI_10957
OG0003888	XENTR15148	AMPFI_01567
OG0003890	XENTR06459, XENTR12480	AMPFI_14577
OG0003892	XENTR00762	AMPFI_11859, AMPFI_18544
OG0003893	XENTR13880	AMPFI_15310
OG0003894	XENTR06779	AMPFI_18671
OG0003896	XENTR17970, XENTR04800, XENTR16273	AMPFI_07056
OG0003898	XENTR00281	AMPFI_09375
OG0003899	XENTR07459	AMPFI_00789
OG0003900	XENTR06624	AMPFI_23235
OG0003903	XENTR11558	AMPFI_19280
OG0003904	XENTR05314	AMPFI_04520
OG0003906	XENTR05038	AMPFI_11162
OG0003907	XENTR03299	AMPFI_25753
OG0003910	XENTR07945	AMPFI_04464
OG0003911	XENTR02501	AMPFI_08416
OG0003912	XENTR18566, XENTR04975, XENTR07778	AMPFI_24373
OG0003913	XENTR15388	AMPFI_21191
OG0003914	XENTR02686	AMPFI_08353
OG0003915	XENTR02712, XENTR00701	AMPFI_10789
OG0003916	XENTR04593, XENTR05144	AMPFI_09047
OG0003917	XENTR00420, XENTR10594	AMPFI_16651, AMPFI_15299, AMPFI_01608
OG0003918	XENTR06731	AMPFI_05529
OG0003919	XENTR14692	AMPFI_15999
OG0003920	XENTR12856	AMPFI_25048
OG0003921	XENTR04630	AMPFI_13490
OG0003922	XENTR08412	AMPFI_19502
OG0003923	XENTR04190	AMPFI_15048
OG0003925	XENTR05466	AMPFI_08582
OG0003927	XENTR06337, XENTR06338	AMPFI_25825
OG0003931	XENTR10403	AMPFI_26056
OG0003933	XENTR11134, XENTR10793	AMPFI_24509
OG0003934	XENTR05679	AMPFI_16560
OG0003936	XENTR06644	AMPFI_09358
OG0003937	XENTR01997, XENTR01986	AMPFI_09658
OG0003939	XENTR04150	AMPFI_06063
OG0003940	XENTR04461	AMPFI_19837
OG0003942	XENTR17940	AMPFI_14927
OG0003944	XENTR06236	AMPFI_07557
OG0003945	XENTR18416	AMPFI_08691
OG0003946	XENTR08261, XENTR12173	AMPFI_00888
OG0003947	XENTR08870, XENTR02239	AMPFI_23175
OG0003948	XENTR01906	AMPFI_09703
OG0003949	XENTR02519	AMPFI_12679
OG0003951	XENTR02805	AMPFI_11617
OG0003953	XENTR01614, XENTR03298	AMPFI_19332
OG0003954	XENTR15739, XENTR07597	AMPFI_06716
OG0003955	XENTR03281	AMPFI_11128
OG0003956	XENTR00432	AMPFI_23119, AMPFI_23118
OG0003957	XENTR13241	AMPFI_08683
OG0003958	XENTR08137	AMPFI_00232
OG0003959	XENTR14787, XENTR19068, XENTR16821	AMPFI_04671
OG0003960	XENTR02354, XENTR13704	AMPFI_08480
OG0003961	XENTR09360	AMPFI_06314
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	AMPFI_16905
OG0003965	XENTR12041	AMPFI_04828
OG0003966	XENTR12845	AMPFI_05727
OG0003967	XENTR01385	AMPFI_05943, AMPFI_08131
OG0003968	XENTR09674	AMPFI_06736
OG0003969	XENTR09036	AMPFI_07721
OG0003970	XENTR06325	AMPFI_07812
OG0003971	XENTR16415	AMPFI_14528
OG0003972	XENTR02960	AMPFI_15565
OG0003973	XENTR02390, XENTR13883	AMPFI_20438
OG0003974	XENTR05432	AMPFI_21735
OG0003997	XENTR03284	AMPFI_13806, AMPFI_18937
OG0003998	XENTR13053	AMPFI_05249, AMPFI_09969
OG0004000	XENTR16850	AMPFI_21623, AMPFI_16405, AMPFI_21863
OG0004002	XENTR07505	AMPFI_02137
OG0004004	XENTR09365, XENTR00508	AMPFI_09791
OG0004005	XENTR08022	AMPFI_05677
OG0004007	XENTR00335, XENTR12145	AMPFI_00209
OG0004009	XENTR12738, XENTR07565	AMPFI_12935
OG0004010	XENTR15365	AMPFI_15924
OG0004011	XENTR09432, XENTR02695	AMPFI_07886
OG0004012	XENTR08974	AMPFI_11587
OG0004014	XENTR16545	AMPFI_09780
OG0004015	XENTR07793	AMPFI_12276
OG0004016	XENTR08559	AMPFI_07732
OG0004017	XENTR14676	AMPFI_05329, AMPFI_16787
OG0004019	XENTR14133	AMPFI_04656, AMPFI_20503
OG0004021	XENTR01515	AMPFI_13532
OG0004022	XENTR07692	AMPFI_19771
OG0004023	XENTR09886	AMPFI_24548
OG0004024	XENTR10419	AMPFI_16537, AMPFI_25945
OG0004025	XENTR15063	AMPFI_13676, AMPFI_23617
OG0004027	XENTR05193, XENTR01694	AMPFI_22283
OG0004028	XENTR07292	AMPFI_10335
OG0004029	XENTR14070	AMPFI_16894
OG0004031	XENTR02095	AMPFI_05716
OG0004032	XENTR14175, XENTR14174, XENTR10565	AMPFI_18750
OG0004033	XENTR07511	AMPFI_03927
OG0004035	XENTR18213, XENTR18419	AMPFI_24745
OG0004036	XENTR00661	AMPFI_19780
OG0004037	XENTR08593	AMPFI_03972
OG0004039	XENTR14249, XENTR17899	AMPFI_20896, AMPFI_13108
OG0004042	XENTR16635	AMPFI_16992
OG0004043	XENTR06092	AMPFI_09709
OG0004044	XENTR01872	AMPFI_00282
OG0004045	XENTR13376	AMPFI_08610
OG0004046	XENTR13914	AMPFI_09272
OG0004047	XENTR09809	AMPFI_19469
OG0004048	XENTR08968, XENTR08876	AMPFI_12579
OG0004049	XENTR08475, XENTR05908, XENTR11386	AMPFI_07284
OG0004050	XENTR01327, XENTR01326	AMPFI_00721
OG0004051	XENTR17604, XENTR07177	AMPFI_17845
OG0004052	XENTR14748	AMPFI_05448
OG0004053	XENTR05712, XENTR12155	AMPFI_17533
OG0004054	XENTR03843, XENTR02105	AMPFI_08608
OG0004055	XENTR07492, XENTR07490, XENTR07491	AMPFI_10976
OG0004056	XENTR16767	AMPFI_02644
OG0004056	XENTR16960	AMPFI_12573
OG0004057	XENTR00723	AMPFI_09381
OG0004058	XENTR15687	AMPFI_02646
OG0004059	XENTR02089	AMPFI_10187
OG0004060	XENTR10032	AMPFI_14285
OG0004061	XENTR00001	AMPFI_10286
OG0004063	XENTR04591	AMPFI_25939
OG0004064	XENTR04196	AMPFI_07536
OG0004065	XENTR13020	AMPFI_19408
OG0004067	XENTR14385	AMPFI_09979
OG0004068	XENTR08780	AMPFI_18859
OG0004069	XENTR09185	AMPFI_11248
OG0004070	XENTR11830	AMPFI_16812
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	AMPFI_07328
OG0004072	XENTR02752	AMPFI_04941
OG0004073	XENTR11511, XENTR02540	AMPFI_04508
OG0004073	XENTR06765	AMPFI_25607
OG0004075	XENTR00982	AMPFI_22791
OG0004076	XENTR13769	AMPFI_08732
OG0004077	XENTR16417	AMPFI_24197
OG0004078	XENTR10912	AMPFI_16143
OG0004079	XENTR01034	AMPFI_22149
OG0004080	XENTR04210, XENTR17702	AMPFI_07191
OG0004081	XENTR09630, XENTR16082	AMPFI_07325
OG0004082	XENTR03276	AMPFI_08776
OG0004083	XENTR09602	AMPFI_03305, AMPFI_21612, AMPFI_04296
OG0004084	XENTR03635	AMPFI_15041
OG0004085	XENTR02748	AMPFI_10044
OG0004086	XENTR00590	AMPFI_24999
OG0004087	XENTR08763	AMPFI_07453
OG0004088	XENTR12362, XENTR11015	AMPFI_17660, AMPFI_14733, AMPFI_18658
OG0004089	XENTR15591	AMPFI_00735
OG0004090	XENTR05223	AMPFI_22810
OG0004091	XENTR04711	AMPFI_15165
OG0004092	XENTR15001, XENTR15101	AMPFI_06912
OG0004093	XENTR15684	AMPFI_17563
OG0004094	XENTR14516	AMPFI_05712
OG0004096	XENTR04695	AMPFI_17501
OG0004097	XENTR14379	AMPFI_07052
OG0004098	XENTR09195, XENTR00362	AMPFI_25761, AMPFI_22663, AMPFI_04786
OG0004099	XENTR07018, XENTR03906	AMPFI_13965
OG0004100	XENTR15549, XENTR15547	AMPFI_19382
OG0004101	XENTR13964	AMPFI_18949
OG0004102	XENTR02021	AMPFI_15461
OG0004103	XENTR02995, XENTR02996	AMPFI_17250, AMPFI_04569
OG0004104	XENTR08622	AMPFI_03708
OG0004105	XENTR00235	AMPFI_00050
OG0004106	XENTR04092	AMPFI_09128
OG0004108	XENTR07571	AMPFI_11075
OG0004110	XENTR18262	AMPFI_12307
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	AMPFI_07741
OG0004112	XENTR18035	AMPFI_03998, AMPFI_17086, AMPFI_15301
OG0004113	XENTR11125	AMPFI_10578
OG0004114	XENTR11643	AMPFI_07189
OG0004115	XENTR10408	AMPFI_13715, AMPFI_12783
OG0004116	XENTR06030	AMPFI_14003
OG0004117	XENTR06588	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713
OG0004118	XENTR00736	AMPFI_15447
OG0004119	XENTR07270	AMPFI_07138
OG0004120	XENTR09438	AMPFI_07749
OG0004121	XENTR08429	AMPFI_19218
OG0004123	XENTR18443, XENTR02606	AMPFI_13800
OG0004124	XENTR02997, XENTR06594	AMPFI_07154
OG0004126	XENTR02624, XENTR17192	AMPFI_16862
OG0004127	XENTR09339	AMPFI_23987
OG0004128	XENTR07972, XENTR04126	AMPFI_01941
OG0004129	XENTR05980	AMPFI_01837
OG0004131	XENTR00865	AMPFI_02623
OG0004132	XENTR08207	AMPFI_13812
OG0004133	XENTR08580, XENTR08835	AMPFI_00729
OG0004135	XENTR14499	AMPFI_23953
OG0004136	XENTR14548	AMPFI_00272
OG0004137	XENTR05727	AMPFI_22552, AMPFI_04601, AMPFI_01476
OG0004138	XENTR03975	AMPFI_07073
OG0004141	XENTR09656	AMPFI_16850
OG0004142	XENTR15552	AMPFI_18239
OG0004143	XENTR14330	AMPFI_15415
OG0004144	XENTR10488, XENTR16335	AMPFI_12498, AMPFI_08519, AMPFI_23218
OG0004145	XENTR06685	AMPFI_03194
OG0004146	XENTR10320	AMPFI_03964
OG0004147	XENTR18396	AMPFI_22254
OG0004148	XENTR06933	AMPFI_12585
OG0004149	XENTR10834	AMPFI_26020
OG0004150	XENTR03403	AMPFI_13804
OG0004151	XENTR00487	AMPFI_00134
OG0004153	XENTR02143	AMPFI_22147
OG0004154	XENTR06055	AMPFI_13478
OG0004155	XENTR16141	AMPFI_02561, AMPFI_20414, AMPFI_01448
OG0004156	XENTR00751, XENTR10996	AMPFI_06309
OG0004157	XENTR18358	AMPFI_19370
OG0004158	XENTR18490	AMPFI_07649
OG0004159	XENTR12092	AMPFI_08829
OG0004160	XENTR00315	AMPFI_00568
OG0004161	XENTR09910	AMPFI_14248, AMPFI_05464
OG0004163	XENTR08707	AMPFI_06150
OG0004164	XENTR07551, XENTR07533	AMPFI_05757
OG0004166	XENTR02693	AMPFI_19424
