Orthogroup	XENTR	PFLAV
OG0002196	XENTR08934	TCONS_00031158.p1
OG0002199	XENTR10148, XENTR10728	TCONS_00055783.p1
OG0002201	XENTR09884	TCONS_00009369.p1
OG0002209	XENTR01337, XENTR02797	TCONS_00049779.p1
OG0002211	XENTR09443	TCONS_00005307.p1
OG0002212	XENTR05799	TCONS_00054062.p1, TCONS_00029439.p1, TCONS_00029011.p1, TCONS_00029014.p1, TCONS_00030139.p1, TCONS_00030141.p1
OG0002213	XENTR02106	TCONS_00010729.p1
OG0002214	XENTR07930, XENTR16498, XENTR02689, XENTR02690	TCONS_00055395.p1
OG0002216	XENTR02859	TCONS_00028918.p1
OG0002217	XENTR09078	TCONS_00016609.p1
OG0002218	XENTR02678, XENTR05714	TCONS_00028703.p1
OG0002219	XENTR18224	TCONS_00017952.p1
OG0002221	XENTR19085, XENTR13112, XENTR09240	TCONS_00051631.p1
OG0002222	XENTR03278	TCONS_00051114.p1
OG0002223	XENTR14551, XENTR10106	TCONS_00049010.p1
OG0002224	XENTR04276, XENTR01944	TCONS_00030817.p1
OG0002225	XENTR14771	TCONS_00009830.p1
OG0002226	XENTR06512, XENTR03995	TCONS_00054518.p1
OG0002227	XENTR18535	TCONS_00031331.p1
OG0002228	XENTR07401, XENTR11182	TCONS_00013201.p1
OG0002229	XENTR00831	TCONS_00006706.p1
OG0002230	XENTR15260	TCONS_00045471.p1, TCONS_00023786.p1, TCONS_00051178.p1, TCONS_00045676.p1, TCONS_00023363.p1
OG0002232	XENTR12560, XENTR16638, XENTR14646	TCONS_00049393.p1
OG0002233	XENTR09065	TCONS_00046719.p1, TCONS_00045705.p1
OG0002234	XENTR05616	TCONS_00014124.p1
OG0002235	XENTR18072, XENTR18071, XENTR02194	TCONS_00026289.p1
OG0002236	XENTR02976, XENTR06598	TCONS_00017143.p1
OG0002237	XENTR05472, XENTR06971, XENTR14618	TCONS_00000299.p1
OG0002239	XENTR09309, XENTR17015	TCONS_00029057.p1
OG0002240	XENTR09016	TCONS_00050321.p1, TCONS_00050336.p1
OG0002241	XENTR15534	TCONS_00004764.p1
OG0002242	XENTR11857, XENTR03011, XENTR07757	TCONS_00008164.p1
OG0002243	XENTR03644, XENTR06468	TCONS_00030813.p1
OG0002244	XENTR05927	TCONS_00042618.p1
OG0002245	XENTR06908	TCONS_00017353.p1, TCONS_00017373.p1, TCONS_00017375.p1
OG0002246	XENTR09317, XENTR11437, XENTR08637	TCONS_00029421.p1
OG0002248	XENTR08913, XENTR04960	TCONS_00030500.p1
OG0002249	XENTR12368, XENTR09189, XENTR15384	TCONS_00052793.p1, TCONS_00053885.p1
OG0002251	XENTR13199, XENTR02220	TCONS_00026075.p1
OG0002252	XENTR07010, XENTR09805, XENTR07309	TCONS_00014590.p1
OG0002253	XENTR09599	TCONS_00009959.p1
OG0002254	XENTR09536, XENTR18652, XENTR10483, XENTR16418	TCONS_00026133.p1, TCONS_00026132.p1, TCONS_00026129.p1, TCONS_00026127.p1
OG0002255	XENTR05622	TCONS_00009456.p1
OG0002255	XENTR07271, XENTR02965	TCONS_00008291.p1
OG0002256	XENTR10189	TCONS_00024092.p1
OG0002256	XENTR07416, XENTR14053	TCONS_00024045.p1
OG0002257	XENTR11360, XENTR03831	TCONS_00020279.p1, TCONS_00020290.p1
OG0002258	XENTR11554	TCONS_00004999.p1
OG0002259	XENTR16720, XENTR04562	TCONS_00006203.p1
OG0002260	XENTR05549	TCONS_00010143.p1
OG0002261	XENTR12712, XENTR18200, XENTR12711	TCONS_00013936.p1
OG0002262	XENTR03359	TCONS_00054929.p1
OG0002263	XENTR11327	TCONS_00022686.p1
OG0002264	XENTR11031, XENTR12994	TCONS_00000524.p1
OG0002265	XENTR08018, XENTR15740	TCONS_00045650.p1
OG0002266	XENTR10523, XENTR10524, XENTR01757	TCONS_00012478.p1
OG0002267	XENTR15521, XENTR17369	TCONS_00018583.p1, TCONS_00015111.p1
OG0002268	XENTR09207	TCONS_00056448.p1
OG0002270	XENTR01124	TCONS_00055223.p1
OG0002271	XENTR09066, XENTR07534, XENTR07535, XENTR01048	TCONS_00044049.p1
OG0002272	XENTR02511	TCONS_00015510.p1
OG0002275	XENTR05172, XENTR12040	TCONS_00018355.p1
OG0002276	XENTR10859, XENTR03325, XENTR17603	TCONS_00044539.p1
OG0002278	XENTR11991, XENTR15310	TCONS_00012104.p1
OG0002279	XENTR17502, XENTR08016	TCONS_00022560.p1
OG0002281	XENTR02192, XENTR11832, XENTR08042	TCONS_00026389.p1
OG0002282	XENTR06507, XENTR15597, XENTR15596	TCONS_00015711.p1
OG0002284	XENTR09193	TCONS_00020854.p1
OG0002284	XENTR00069	TCONS_00021885.p1
OG0002285	XENTR01924, XENTR01925	TCONS_00027771.p1
OG0002286	XENTR10663	TCONS_00014384.p1
OG0002287	XENTR13326, XENTR15096	TCONS_00008056.p1
OG0002288	XENTR12739, XENTR07532	TCONS_00030208.p1
OG0002289	XENTR02736, XENTR05940, XENTR16084	TCONS_00056098.p1, TCONS_00054885.p1
OG0002290	XENTR00793, XENTR07136, XENTR14686	TCONS_00005176.p1, TCONS_00005174.p1
OG0002291	XENTR04746	TCONS_00054594.p1
OG0002292	XENTR11818	TCONS_00025703.p1
OG0002293	XENTR04957, XENTR12754	TCONS_00000166.p1
OG0002294	XENTR05741, XENTR12369	TCONS_00053250.p1
OG0002295	XENTR05805, XENTR01465, XENTR14069, XENTR14825, XENTR03418	TCONS_00029445.p1
OG0002296	XENTR12455, XENTR10334	TCONS_00026903.p1
OG0002297	XENTR00024, XENTR00025, XENTR00023	TCONS_00047346.p1, TCONS_00047347.p1, TCONS_00053171.p1, TCONS_00005206.p1, TCONS_00052473.p1
OG0002312	XENTR06437, XENTR06436	TCONS_00026434.p1
OG0002314	XENTR05505	TCONS_00042852.p1
OG0002315	XENTR04291, XENTR00326	TCONS_00054580.p1, TCONS_00054577.p1
OG0002316	XENTR13680, XENTR13681, XENTR04956	TCONS_00001203.p1
OG0002318	XENTR14796	TCONS_00016156.p1
OG0002319	XENTR02334, XENTR00284	TCONS_00021816.p1
OG0002320	XENTR06033, XENTR16688	TCONS_00040905.p1
OG0002321	XENTR17990	TCONS_00027515.p1
OG0002324	XENTR11808	TCONS_00056780.p1
OG0002325	XENTR08080	TCONS_00039418.p1
OG0002326	XENTR11657, XENTR05110	TCONS_00011828.p1
OG0002327	XENTR06367, XENTR18257	TCONS_00048456.p1
OG0002328	XENTR17536	TCONS_00053183.p1, TCONS_00053184.p1
OG0002328	XENTR11540	TCONS_00052761.p1, TCONS_00053194.p1
OG0002329	XENTR02119, XENTR09882	TCONS_00008153.p1
OG0002330	XENTR00853, XENTR16723	TCONS_00056438.p1
OG0002331	XENTR02956, XENTR08347	TCONS_00008912.p1
OG0002332	XENTR04333, XENTR06466	TCONS_00030224.p1
OG0002333	XENTR05844	TCONS_00019342.p1
OG0002334	XENTR17858	TCONS_00020195.p1
OG0002335	XENTR02895	TCONS_00003868.p1
OG0002336	XENTR08017, XENTR02030, XENTR07074	TCONS_00020845.p1
OG0002337	XENTR12506, XENTR04056	TCONS_00006322.p1
OG0002339	XENTR17950, XENTR18616, XENTR02709, XENTR09054	TCONS_00026981.p1
OG0002340	XENTR07803	TCONS_00007178.p1
OG0002341	XENTR17261, XENTR17262	TCONS_00042785.p1, TCONS_00042784.p1
OG0002342	XENTR10598	TCONS_00018453.p1
OG0002342	XENTR12752	TCONS_00018454.p1
OG0002343	XENTR09466, XENTR17455, XENTR10712	TCONS_00037477.p1
OG0002345	XENTR16495, XENTR04466	TCONS_00024484.p1
OG0002346	XENTR16322	TCONS_00036837.p1
OG0002347	XENTR17247, XENTR15999	TCONS_00024455.p1, TCONS_00024456.p1
OG0002349	XENTR00479	TCONS_00008121.p1
OG0002349	XENTR11092	TCONS_00012939.p1
OG0002350	XENTR01302, XENTR12001	TCONS_00016106.p1
OG0002352	XENTR10484	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1
OG0002353	XENTR15953	TCONS_00023602.p1
OG0002354	XENTR07671	TCONS_00009012.p1
OG0002355	XENTR01023, XENTR01621	TCONS_00042577.p1
OG0002356	XENTR11801, XENTR14127	TCONS_00023766.p1
OG0002357	XENTR15504, XENTR14393	TCONS_00039407.p1, TCONS_00040390.p1, TCONS_00039408.p1, TCONS_00010931.p1, TCONS_00040377.p1
OG0002358	XENTR15985	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1
OG0002359	XENTR14398	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1
OG0002360	XENTR06917, XENTR14802	TCONS_00002723.p1
OG0002361	XENTR00595, XENTR12105	TCONS_00010585.p1, TCONS_00010566.p1
OG0002362	XENTR06985, XENTR01436, XENTR11944	TCONS_00027971.p1
OG0002363	XENTR01831, XENTR13726	TCONS_00013126.p1
OG0002365	XENTR13206	TCONS_00015078.p1
OG0002366	XENTR03010, XENTR09341, XENTR07763	TCONS_00009306.p1
OG0002367	XENTR04656	TCONS_00053007.p1
OG0002367	XENTR04737	TCONS_00028626.p1
OG0002368	XENTR03040, XENTR01632	TCONS_00011160.p1
OG0002369	XENTR08498	TCONS_00011196.p1
OG0002370	XENTR11205	TCONS_00012629.p1
OG0002371	XENTR13442, XENTR02101, XENTR08507	TCONS_00014361.p1, TCONS_00011477.p1
OG0002372	XENTR18264	TCONS_00005388.p1
OG0002373	XENTR07192, XENTR18177	TCONS_00031420.p1
OG0002374	XENTR17796, XENTR09958	TCONS_00007577.p1
OG0002375	XENTR03186	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1
OG0002376	XENTR03067	TCONS_00011736.p1
OG0002377	XENTR08904, XENTR03045	TCONS_00010351.p1
OG0002378	XENTR11423, XENTR11821	TCONS_00023129.p1
OG0002379	XENTR09370, XENTR18063	TCONS_00021268.p1
OG0002380	XENTR06478, XENTR13029, XENTR17006	TCONS_00029925.p1
OG0002385	XENTR04767, XENTR01823, XENTR04768, XENTR07386	TCONS_00014131.p1
OG0002395	XENTR04724	TCONS_00052552.p1
OG0002396	XENTR06625, XENTR12782	TCONS_00011493.p1
OG0002398	XENTR05249, XENTR10576, XENTR05514	TCONS_00042725.p1
OG0002399	XENTR12730, XENTR02977, XENTR09322	TCONS_00018322.p1
OG0002400	XENTR11297, XENTR02866, XENTR00907	TCONS_00047626.p1
OG0002401	XENTR19155, XENTR00898, XENTR00899, XENTR00900, XENTR03453, XENTR09261	TCONS_00043742.p1
OG0002402	XENTR18948	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1
OG0002403	XENTR03076	TCONS_00022487.p1
OG0002404	XENTR00427	TCONS_00052498.p1
OG0002405	XENTR14459, XENTR14636, XENTR00692	TCONS_00043959.p1
OG0002406	XENTR13694	TCONS_00050817.p1
OG0002407	XENTR16253	TCONS_00030158.p1
OG0002408	XENTR05124	TCONS_00008145.p1
OG0002410	XENTR18986	TCONS_00046159.p1, TCONS_00046151.p1, TCONS_00045061.p1, TCONS_00045059.p1, TCONS_00030582.p1, TCONS_00045063.p1, TCONS_00045068.p1, TCONS_00045066.p1, TCONS_00045069.p1, TCONS_00045058.p1
OG0002411	XENTR10283, XENTR09696	TCONS_00056393.p1
OG0002412	XENTR12811	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1
OG0002413	XENTR12213	TCONS_00054299.p1
OG0002414	XENTR04525, XENTR13332	TCONS_00017193.p1
OG0002415	XENTR18259	TCONS_00030241.p1
OG0002418	XENTR13921, XENTR13922, XENTR08069, XENTR15285	TCONS_00052229.p1
OG0002420	XENTR12655, XENTR02423, XENTR02422, XENTR00619	TCONS_00003472.p1
OG0002421	XENTR11863	TCONS_00008938.p1
OG0002422	XENTR12603	TCONS_00002027.p1
OG0002423	XENTR14926	TCONS_00003797.p1, TCONS_00003822.p1, TCONS_00003823.p1
OG0002425	XENTR18312	TCONS_00016319.p1
OG0002426	XENTR04791	TCONS_00014321.p1
OG0002427	XENTR11500	TCONS_00024876.p1, TCONS_00024852.p1
OG0002428	XENTR05363	TCONS_00033176.p1
OG0002429	XENTR18057, XENTR02469	TCONS_00007109.p1
OG0002430	XENTR05364, XENTR18278, XENTR10773	TCONS_00041119.p1
OG0002431	XENTR04410, XENTR04409, XENTR15276, XENTR15277, XENTR15280, XENTR15278, XENTR15279, XENTR12917	TCONS_00051703.p1, TCONS_00051701.p1
OG0002432	XENTR06432, XENTR03304, XENTR10268	TCONS_00043661.p1
OG0002433	XENTR13711	TCONS_00012775.p1
OG0002434	XENTR07224, XENTR04195	TCONS_00055848.p1
OG0002435	XENTR04305	TCONS_00053680.p1
OG0002436	XENTR00885, XENTR03664	TCONS_00004761.p1
OG0002437	XENTR06859, XENTR03646, XENTR12985, XENTR00540, XENTR07070, XENTR06175	TCONS_00015963.p1
OG0002438	XENTR08545	TCONS_00057283.p1
OG0002439	XENTR00776, XENTR00775, XENTR12812	TCONS_00036465.p1
OG0002441	XENTR05912	TCONS_00002029.p1
OG0002442	XENTR16802	TCONS_00008462.p1
OG0002443	XENTR00383	TCONS_00048568.p1
OG0002444	XENTR02476, XENTR07767, XENTR07766	TCONS_00055415.p1
OG0002444	XENTR07484	TCONS_00010204.p1
OG0002445	XENTR03182	TCONS_00000749.p1
OG0002448	XENTR17600	TCONS_00031004.p1
OG0002449	XENTR11703	TCONS_00009909.p1
OG0002450	XENTR19093, XENTR14079	TCONS_00029123.p1, TCONS_00029128.p1
OG0002451	XENTR09280	TCONS_00049726.p1
OG0002452	XENTR03150, XENTR10752	TCONS_00019286.p1
OG0002453	XENTR10071	TCONS_00034175.p1
OG0002454	XENTR10315, XENTR04033	TCONS_00004815.p1
OG0002455	XENTR11478, XENTR00256	TCONS_00051523.p1, TCONS_00051524.p1
OG0002456	XENTR14930	TCONS_00003612.p1
OG0002457	XENTR07718	TCONS_00009534.p1
OG0002459	XENTR00970	TCONS_00021117.p1, TCONS_00017711.p1, TCONS_00017706.p1
OG0002461	XENTR04357	TCONS_00042535.p1
OG0002464	XENTR07553, XENTR03314	TCONS_00030981.p1
OG0002476	XENTR00493	TCONS_00008371.p1
OG0002478	XENTR07451, XENTR17938	TCONS_00026683.p1
OG0002479	XENTR13918, XENTR13917	TCONS_00005104.p1
OG0002480	XENTR07395, XENTR13837, XENTR07396	TCONS_00010201.p2, TCONS_00010202.p1, TCONS_00029227.p1
OG0002481	XENTR02103, XENTR02102, XENTR12801, XENTR14366	TCONS_00040791.p1
OG0002482	XENTR08708, XENTR15748	TCONS_00006443.p1
OG0002484	XENTR06740	TCONS_00026141.p1
OG0002487	XENTR08514, XENTR00198	TCONS_00009739.p1
OG0002489	XENTR14912, XENTR08038	TCONS_00026979.p1
OG0002490	XENTR06810, XENTR02883	TCONS_00048564.p1
OG0002491	XENTR08254, XENTR15373	TCONS_00020746.p1
OG0002492	XENTR09648	TCONS_00021054.p1
OG0002494	XENTR02970, XENTR04622	TCONS_00009396.p1
OG0002495	XENTR01127	TCONS_00002586.p1
OG0002496	XENTR18038, XENTR07307	TCONS_00052872.p1
OG0002497	XENTR12266, XENTR01749	TCONS_00055160.p1, TCONS_00055194.p1
OG0002499	XENTR14604, XENTR11611	TCONS_00024739.p1, TCONS_00002026.p1
OG0002501	XENTR13311	TCONS_00005124.p1
OG0002503	XENTR09737	TCONS_00043780.p1
OG0002504	XENTR01166, XENTR07118	TCONS_00005313.p1
OG0002505	XENTR00934	TCONS_00056754.p1
OG0002507	XENTR04668, XENTR13282	TCONS_00052598.p1
OG0002508	XENTR00871, XENTR00870, XENTR10196	TCONS_00005957.p1, TCONS_00005945.p1
OG0002509	XENTR15346	TCONS_00055419.p1
OG0002511	XENTR03365, XENTR03366, XENTR08403	TCONS_00004072.p1
OG0002512	XENTR00923, XENTR07865	TCONS_00044153.p1, TCONS_00044151.p1
OG0002514	XENTR11380, XENTR01608, XENTR10039, XENTR12680	TCONS_00036921.p1
OG0002515	XENTR13875	TCONS_00029618.p1, TCONS_00029716.p1
OG0002516	XENTR02644	TCONS_00034986.p1
OG0002517	XENTR01689, XENTR01691, XENTR01690, XENTR06913	TCONS_00019431.p1
OG0002518	XENTR16754, XENTR16755	TCONS_00051026.p1
OG0002519	XENTR06434, XENTR00894, XENTR00893	TCONS_00043575.p1
OG0002520	XENTR16161, XENTR11725	TCONS_00031059.p1
OG0002521	XENTR06091, XENTR06093	TCONS_00037198.p1, TCONS_00037197.p1, TCONS_00037188.p1, TCONS_00037297.p1, TCONS_00037296.p1, TCONS_00037295.p1, TCONS_00028527.p1
OG0002522	XENTR04071	TCONS_00052058.p1
OG0002523	XENTR18468, XENTR15973, XENTR15750	TCONS_00047652.p1
OG0002524	XENTR10321, XENTR11155, XENTR14887	TCONS_00006722.p1
OG0002525	XENTR04134, XENTR16248	TCONS_00055411.p1
OG0002526	XENTR18843	TCONS_00045530.p1
OG0002527	XENTR09927, XENTR16099	TCONS_00015718.p2
OG0002528	XENTR13773	TCONS_00026494.p1
OG0002529	XENTR03254	TCONS_00021072.p1
OG0002530	XENTR00564, XENTR12121	TCONS_00028798.p1
OG0002531	XENTR07496, XENTR09048	TCONS_00003492.p1
OG0002532	XENTR07408, XENTR07406, XENTR07407	TCONS_00012757.p1
OG0002533	XENTR06540, XENTR01165	TCONS_00005106.p1
OG0002535	XENTR04335	TCONS_00027133.p1
OG0002536	XENTR09217, XENTR08758, XENTR02692	TCONS_00027134.p1
OG0002537	XENTR01807	TCONS_00043022.p1
OG0002538	XENTR10381, XENTR11813	TCONS_00055126.p1
OG0002539	XENTR09865	TCONS_00036371.p1
OG0002540	XENTR12727, XENTR08197	TCONS_00017267.p1
OG0002541	XENTR17249	TCONS_00023654.p1
OG0002542	XENTR02923, XENTR13960, XENTR03763	TCONS_00056409.p1
OG0002543	XENTR00842	TCONS_00004943.p1
OG0002547	XENTR10889, XENTR07983	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1
OG0002548	XENTR11978	TCONS_00019309.p1, TCONS_00019311.p1
OG0002549	XENTR03082	TCONS_00021796.p1
OG0002550	XENTR12637, XENTR10916	TCONS_00027289.p1
OG0002551	XENTR14171	TCONS_00042821.p1
OG0002552	XENTR06745, XENTR08130	TCONS_00028491.p1
OG0002553	XENTR18636	TCONS_00018976.p1
OG0002554	XENTR02163, XENTR12428	TCONS_00008559.p1, TCONS_00008530.p1
OG0002555	XENTR03864, XENTR07510	TCONS_00003499.p1
OG0002556	XENTR03700	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1
OG0002557	XENTR15925, XENTR17200, XENTR15926	TCONS_00008156.p1
OG0002558	XENTR00183, XENTR15308	TCONS_00011130.p1
OG0002559	XENTR08983, XENTR07448	TCONS_00017224.p1
OG0002560	XENTR09666	TCONS_00016273.p1
OG0002561	XENTR10163	TCONS_00055930.p1
OG0002562	XENTR04290, XENTR11943	TCONS_00053582.p1
OG0002563	XENTR05935, XENTR03654, XENTR17265	TCONS_00043033.p1
OG0002564	XENTR18727	TCONS_00012617.p1
OG0002566	XENTR07442	TCONS_00018257.p1
OG0002567	XENTR08378	TCONS_00047678.p1, TCONS_00047681.p1
OG0002568	XENTR12169	TCONS_00017767.p1
OG0002569	XENTR14337	TCONS_00034967.p1
OG0002571	XENTR01668, XENTR05634	TCONS_00043132.p1
OG0002572	XENTR19003, XENTR00391, XENTR00390, XENTR05436	TCONS_00024912.p1
OG0002573	XENTR01832, XENTR07377	TCONS_00012988.p1, TCONS_00012985.p1
OG0002574	XENTR11279	TCONS_00011783.p1
OG0002576	XENTR07867, XENTR01659, XENTR07198	TCONS_00009863.p1
OG0002579	XENTR14799, XENTR06911, XENTR01081	TCONS_00031081.p1
OG0002587	XENTR02962, XENTR08363	TCONS_00008891.p1
OG0002589	XENTR15300	TCONS_00043322.p1
OG0002590	XENTR02492, XENTR10729, XENTR17979	TCONS_00007453.p1
OG0002592	XENTR01914	TCONS_00027490.p1
OG0002594	XENTR03750, XENTR15912	TCONS_00008434.p1
OG0002595	XENTR00122	TCONS_00014309.p1
OG0002599	XENTR14546	TCONS_00047444.p1
OG0002600	XENTR14793	TCONS_00030280.p1, TCONS_00006237.p1
OG0002601	XENTR09945	TCONS_00010418.p1
OG0002602	XENTR13735, XENTR16270	TCONS_00014207.p1
OG0002604	XENTR04277, XENTR19124	TCONS_00000089.p1, TCONS_00035859.p1
OG0002605	XENTR04671	TCONS_00053210.p1
OG0002607	XENTR10431, XENTR10430	TCONS_00026986.p1
OG0002608	XENTR13670	TCONS_00023837.p1
OG0002609	XENTR08636, XENTR08635	TCONS_00029035.p1
OG0002610	XENTR00520, XENTR17304	TCONS_00008605.p1
OG0002611	XENTR06282, XENTR03811	TCONS_00004066.p1
OG0002612	XENTR11127	TCONS_00047747.p1
OG0002614	XENTR09336, XENTR02999	TCONS_00017955.p1
OG0002615	XENTR08851, XENTR02180, XENTR02181, XENTR02197, XENTR01626	TCONS_00026882.p1
OG0002616	XENTR08667	TCONS_00027743.p1
OG0002616	XENTR08666, XENTR08665	TCONS_00027742.p1
OG0002617	XENTR07545, XENTR07546	TCONS_00043160.p1
OG0002618	XENTR10256, XENTR00130	TCONS_00013692.p1
OG0002619	XENTR05300	TCONS_00028823.p1
OG0002620	XENTR13161, XENTR13162, XENTR01313	TCONS_00015581.p1
OG0002621	XENTR11785	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1
OG0002622	XENTR05485, XENTR05484, XENTR05486	TCONS_00043892.p1, TCONS_00043902.p1
OG0002624	XENTR17532	TCONS_00009152.p1
OG0002625	XENTR00160	TCONS_00000742.p1
OG0002628	XENTR01310, XENTR09673	TCONS_00015492.p1
OG0002629	XENTR01328	TCONS_00047518.p1
OG0002630	XENTR09334	TCONS_00006926.p1, TCONS_00017759.p1
OG0002631	XENTR10776, XENTR10774, XENTR10777	TCONS_00000293.p1
OG0002632	XENTR17685	TCONS_00028955.p1
OG0002633	XENTR04116, XENTR10955	TCONS_00009804.p1
OG0002634	XENTR02674	TCONS_00028515.p1
OG0002635	XENTR05475, XENTR06061, XENTR03497	TCONS_00046180.p1
OG0002636	XENTR11187, XENTR11186	TCONS_00012778.p1
OG0002638	XENTR18642	TCONS_00023645.p1
OG0002639	XENTR12772	TCONS_00009797.p1
OG0002640	XENTR10787	TCONS_00047421.p1, TCONS_00047408.p1
OG0002640	XENTR00374	TCONS_00047409.p1
OG0002641	XENTR00491, XENTR13077, XENTR02502	TCONS_00007360.p1
OG0002642	XENTR06919, XENTR01959	TCONS_00056643.p1, TCONS_00056642.p1
OG0002643	XENTR01733	TCONS_00035689.p1, TCONS_00035551.p1
OG0002644	XENTR03973, XENTR14388	TCONS_00044196.p1
OG0002645	XENTR13167	TCONS_00047832.p1, TCONS_00047846.p1
OG0002646	XENTR16009	TCONS_00056457.p1
OG0002647	XENTR08290, XENTR09550	TCONS_00017755.p1, TCONS_00026751.p1
OG0002648	XENTR00459, XENTR12947	TCONS_00002157.p1
OG0002649	XENTR01936, XENTR08644	TCONS_00027226.p1
OG0002651	XENTR07624	TCONS_00010767.p1
OG0002652	XENTR03749, XENTR10217	TCONS_00007635.p1
OG0002653	XENTR00850	TCONS_00006738.p1
OG0002653	XENTR00846	TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1
OG0002655	XENTR10045	TCONS_00030420.p1, TCONS_00030419.p1
OG0002656	XENTR16931	TCONS_00052428.p1, TCONS_00055307.p1
OG0002657	XENTR02298, XENTR05233	TCONS_00056535.p1
OG0002658	XENTR06758, XENTR07235, XENTR07234	TCONS_00023141.p1
OG0002659	XENTR05178	TCONS_00017232.p1
OG0002661	XENTR04465	TCONS_00024756.p1
OG0002662	XENTR11336, XENTR13715, XENTR04816	TCONS_00013016.p1
OG0002663	XENTR05765, XENTR09893	TCONS_00022107.p1
OG0002664	XENTR15818, XENTR11545	TCONS_00028993.p1
OG0002665	XENTR10300, XENTR15988	TCONS_00006695.p1, TCONS_00006689.p1
OG0002666	XENTR12989	TCONS_00013352.p1, TCONS_00032472.p1
OG0002667	XENTR15408, XENTR07787	TCONS_00015951.p1
OG0002668	XENTR05961, XENTR10409	TCONS_00009177.p1
OG0002669	XENTR12334	TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1
OG0002670	XENTR09001	TCONS_00010164.p1
OG0002671	XENTR05883, XENTR02955, XENTR08346	TCONS_00008833.p1
OG0002672	XENTR18644	TCONS_00046517.p1
OG0002673	XENTR09520, XENTR08050, XENTR10904	TCONS_00026782.p1
OG0002674	XENTR16980	TCONS_00029780.p1
OG0002677	XENTR09797	TCONS_00013321.p1
OG0002678	XENTR12167	TCONS_00043278.p1, TCONS_00043276.p1
OG0002679	XENTR03087, XENTR03088, XENTR16063	TCONS_00051947.p1, TCONS_00050858.p1
OG0002683	XENTR11456, XENTR00050	TCONS_00054134.p1
OG0002685	XENTR17715, XENTR17714	TCONS_00001020.p1
OG0002688	XENTR14633, XENTR00693, XENTR00694, XENTR03467	TCONS_00010793.p1, TCONS_00010791.p1, TCONS_00012047.p1, TCONS_00012049.p1
OG0002703	XENTR02629, XENTR08236	TCONS_00038338.p1, TCONS_00038287.p1
OG0002705	XENTR15379, XENTR04743	TCONS_00053434.p1
OG0002706	XENTR01378, XENTR01376, XENTR01375	TCONS_00014277.p1
OG0002707	XENTR12775, XENTR03852	TCONS_00011640.p1
OG0002708	XENTR05903	TCONS_00001336.p1
OG0002710	XENTR15727, XENTR10069	TCONS_00029431.p1
OG0002713	XENTR14279	TCONS_00021380.p1
OG0002714	XENTR09377	TCONS_00022426.p1, TCONS_00039260.p1, TCONS_00039300.p1, TCONS_00039213.p1
OG0002715	XENTR06007	TCONS_00049245.p1
OG0002716	XENTR00957	TCONS_00007711.p1
OG0002717	XENTR07538, XENTR14170	TCONS_00042110.p1
OG0002718	XENTR14481	TCONS_00050365.p1
OG0002719	XENTR04203	TCONS_00057167.p1
OG0002720	XENTR02479	TCONS_00008062.p1, TCONS_00010232.p1
OG0002721	XENTR19220, XENTR13649	TCONS_00014473.p1
OG0002722	XENTR03855	TCONS_00011837.p1
OG0002723	XENTR14773, XENTR13082, XENTR14110, XENTR00199	TCONS_00009848.p1
OG0002724	XENTR09789	TCONS_00013956.p1, TCONS_00013957.p1
OG0002726	XENTR04881, XENTR07286	TCONS_00031105.p1
OG0002727	XENTR07447	TCONS_00027122.p1
OG0002728	XENTR13307, XENTR13308	TCONS_00006650.p1, TCONS_00006633.p2
OG0002729	XENTR10582	TCONS_00043122.p1
OG0002730	XENTR01267, XENTR01266, XENTR12536	TCONS_00002286.p1
OG0002731	XENTR09306	TCONS_00015586.p1
OG0002732	XENTR09571, XENTR11093	TCONS_00027362.p1
OG0002734	XENTR07485, XENTR18286	TCONS_00010818.p1
OG0002736	XENTR10767, XENTR10766	TCONS_00000152.p1
OG0002738	XENTR09791, XENTR01391	TCONS_00013197.p1
