Orthogroup	XENTR	MOUSE
OG0001927	XENTR08972	MOUSE19170
OG0001927	XENTR09519	MOUSE20917, MOUSE20921, MOUSE20915, MOUSE20916, MOUSE20920
OG0001928	XENTR07469	MOUSE00263
OG0001929	XENTR18792, XENTR10076	MOUSE17383, MOUSE17378, MOUSE17375, MOUSE17382
OG0001930	XENTR01448	MOUSE44781, MOUSE44780, MOUSE44779, MOUSE44777, MOUSE44778
OG0001930	XENTR05304	MOUSE51322
OG0001930	XENTR05873	MOUSE48646
OG0001932	XENTR09901	MOUSE29406, MOUSE29408, MOUSE29407
OG0001933	XENTR13601	MOUSE11984, MOUSE11985, MOUSE11983, MOUSE11979, MOUSE11982, MOUSE11980, MOUSE11981, MOUSE11986, MOUSE11987, MOUSE11988
OG0001933	XENTR06647	MOUSE49020, MOUSE49018, MOUSE49019, MOUSE49021, MOUSE49022
OG0001934	XENTR12704	MOUSE17180, MOUSE17181
OG0001934	XENTR05609	MOUSE39420, MOUSE39421, MOUSE39419, MOUSE39423, MOUSE17182
OG0001935	XENTR00153	MOUSE49902, MOUSE49903
OG0001935	XENTR08647	MOUSE21277
OG0001936	XENTR08632	MOUSE11042
OG0001936	XENTR04317	MOUSE47972, MOUSE47974, MOUSE47973
OG0001937	XENTR17859	MOUSE15741, MOUSE15740
OG0001938	XENTR04478	MOUSE27035, MOUSE27034, MOUSE27036
OG0001939	XENTR02477	MOUSE28360, MOUSE28359
OG0001939	XENTR10993	MOUSE49645, MOUSE49646
OG0001940	XENTR14019	MOUSE37993, MOUSE42327
OG0001941	XENTR10384	MOUSE22272, MOUSE22275, MOUSE22274, MOUSE22273
OG0001941	XENTR17146	MOUSE53035, MOUSE53036, MOUSE53033, MOUSE53038, MOUSE53034, MOUSE53032
OG0001942	XENTR12960	MOUSE07346
OG0001942	XENTR05523	MOUSE24821, MOUSE24819, MOUSE24818
OG0001943	XENTR10899	MOUSE18600, MOUSE18597, MOUSE18594, MOUSE18598, MOUSE18595
OG0001944	XENTR13879, XENTR13878	MOUSE28051, MOUSE28050
OG0001945	XENTR03955	MOUSE16016
OG0001945	XENTR07870	MOUSE52098, MOUSE52091, MOUSE52096, MOUSE52097, MOUSE52095, MOUSE52093
OG0001946	XENTR09726	MOUSE19569
OG0001946	XENTR07293	MOUSE11051, MOUSE11053
OG0001946	XENTR04877	MOUSE31440, MOUSE31438
OG0001946	XENTR04876	MOUSE31450
OG0001947	XENTR07021	MOUSE52530, MOUSE52531, MOUSE52527, MOUSE52526
OG0001947	XENTR02357	MOUSE14523, MOUSE14522
OG0001948	XENTR14766	MOUSE43397
OG0001948	XENTR08991	MOUSE07525, MOUSE07526, MOUSE07524
OG0001948	XENTR16041	MOUSE49941, MOUSE49942
OG0001948	XENTR06626	MOUSE20169
OG0001949	XENTR01148	MOUSE37424, MOUSE37426, MOUSE37427, MOUSE37429, MOUSE37423, MOUSE37428, MOUSE37430, MOUSE37425
OG0001949	XENTR11100	MOUSE04611, MOUSE04610
OG0001950	XENTR12232	MOUSE50430, MOUSE50432, MOUSE50431
OG0001950	XENTR11572	MOUSE32607
OG0001950	XENTR03988	MOUSE31354, MOUSE31353
OG0001951	XENTR07227	MOUSE14693, MOUSE14692
OG0001951	XENTR16258	MOUSE53152, MOUSE53150
OG0001952	XENTR09389	MOUSE00606, MOUSE00605
OG0001953	XENTR09118	MOUSE03982, MOUSE03981
OG0001953	XENTR10393	MOUSE15156, MOUSE15155, MOUSE15153, MOUSE15152
OG0001956	XENTR05066	MOUSE19638
OG0001956	XENTR08133	MOUSE51971, MOUSE51972
OG0001957	XENTR11349	MOUSE20036, MOUSE20035
OG0001957	XENTR12903	MOUSE04600, MOUSE04599
OG0001957	XENTR01129	MOUSE37368, MOUSE37366, MOUSE37367
OG0001958	XENTR09373	MOUSE22720
OG0001958	XENTR02730	MOUSE47503
OG0001959	XENTR06412	MOUSE03473, MOUSE03475
OG0001959	XENTR10577	MOUSE21927, MOUSE21928
OG0001959	XENTR05267	MOUSE54166
OG0001959	XENTR15847	MOUSE36998, MOUSE36999, MOUSE36997
OG0001960	XENTR09228	MOUSE34634, MOUSE34632, MOUSE34635, MOUSE34636, MOUSE34633
OG0001961	XENTR01355	MOUSE14488, MOUSE14489, MOUSE14487, MOUSE14486, MOUSE14485
OG0001961	XENTR01247	MOUSE23652, MOUSE23653
OG0001962	XENTR05922	MOUSE54631
OG0001962	XENTR12047, XENTR12045, XENTR12046	MOUSE33980
OG0001963	XENTR17226	MOUSE30478, MOUSE30477, MOUSE30480, MOUSE30476
OG0001963	XENTR11249	MOUSE51706
OG0001963	XENTR07153	MOUSE33017, MOUSE33018, MOUSE33016
OG0001964	XENTR10264	MOUSE00726, MOUSE00725
OG0001965	XENTR17416	MOUSE06458, MOUSE06450, MOUSE06452, MOUSE06449, MOUSE06464, MOUSE06463
OG0001966	XENTR15870	MOUSE17410, MOUSE17411
OG0001966	XENTR04015	MOUSE37081
OG0001967	XENTR00364	MOUSE33199, MOUSE33200
OG0001968	XENTR14913	MOUSE21418, MOUSE21417
OG0001968	XENTR16410	MOUSE25564, MOUSE25563, MOUSE25562, MOUSE25565
OG0001969	XENTR08255	MOUSE19157
OG0001969	XENTR15375	MOUSE01472, MOUSE01470, MOUSE01471
OG0001970	XENTR06672	MOUSE07070, MOUSE07069
OG0001970	XENTR13877	MOUSE28053
OG0001971	XENTR11941	MOUSE01497
OG0001971	XENTR05064	MOUSE19641, MOUSE19642
OG0001971	XENTR08132	MOUSE51973
OG0001972	XENTR12033	MOUSE35089, MOUSE35093
OG0001974	XENTR09807	MOUSE02111, MOUSE02104, MOUSE02113, MOUSE02110, MOUSE02112, MOUSE02108, MOUSE02106, MOUSE02114, MOUSE02105, MOUSE02115, MOUSE02116, MOUSE02062, MOUSE02063, MOUSE02064, MOUSE02065, MOUSE02066, MOUSE02061, MOUSE02109, MOUSE02107, MOUSE24322, MOUSE06431
OG0001976	XENTR16632	MOUSE26995, MOUSE26994
OG0001976	XENTR05423	MOUSE43949, MOUSE43948, MOUSE43950
OG0001978	XENTR04821	MOUSE14026
OG0001978	XENTR00953	MOUSE38673, MOUSE38672
OG0001980	XENTR08970	MOUSE19173
OG0001980	XENTR14910, XENTR14911	MOUSE21422, MOUSE21420, MOUSE21421
OG0001980	XENTR02193	MOUSE12843, MOUSE12845, MOUSE12844
OG0001981	XENTR06776	MOUSE18515, MOUSE18514
OG0001981	XENTR09816	MOUSE01447
OG0001981	XENTR18592	MOUSE30367, MOUSE30366, MOUSE30365
OG0001981	XENTR18853	MOUSE30368, MOUSE30369
OG0001982	XENTR04312	MOUSE47980, MOUSE47985, MOUSE47986
OG0001983	XENTR09227	MOUSE20527, MOUSE20521, MOUSE20537, MOUSE20541, MOUSE20539, MOUSE20540, MOUSE20538, MOUSE20548, MOUSE20544, MOUSE20543
OG0001985	XENTR06332	MOUSE37869, MOUSE37867
OG0001985	XENTR03530	MOUSE38197, MOUSE38196
OG0001986	XENTR01297	MOUSE31236, MOUSE31238, MOUSE31237
OG0001987	XENTR04550	MOUSE02742, MOUSE02741
OG0001987	XENTR14677	MOUSE46425
OG0001988	XENTR11854	MOUSE13503
OG0001989	XENTR14006	MOUSE01911, MOUSE01910, MOUSE01908
OG0001989	XENTR12273	MOUSE17252
OG0001990	XENTR12970	MOUSE28277, MOUSE28278, MOUSE28274, MOUSE28280, MOUSE28279
OG0001991	XENTR02462	MOUSE28572
OG0001992	XENTR05527	MOUSE18239, MOUSE18240
OG0001992	XENTR15316	MOUSE27555
OG0001993	XENTR06884	MOUSE40327, MOUSE40324, MOUSE40325, MOUSE40326
OG0001993	XENTR01623	MOUSE19185
OG0001993	XENTR06886	MOUSE40329
OG0001994	XENTR10934	MOUSE37537
OG0001994	XENTR08885	MOUSE04718, MOUSE04715, MOUSE04716
OG0001996	XENTR11695	MOUSE07643
OG0001998	XENTR16338	MOUSE32621, MOUSE32624, MOUSE32622, MOUSE32623
OG0001998	XENTR14682	MOUSE46491, MOUSE46493, MOUSE46492
OG0001999	XENTR00961	MOUSE38646
OG0001999	XENTR10154	MOUSE20476, MOUSE20475
OG0002000	XENTR05813	MOUSE10391, MOUSE10392
OG0002001	XENTR12894	MOUSE02426, MOUSE02425
OG0002001	XENTR07328	MOUSE03790, MOUSE03789, MOUSE03792
OG0002002	XENTR06108	MOUSE23079
OG0002002	XENTR09713	MOUSE45110, MOUSE45111
OG0002003	XENTR14361	MOUSE27809, MOUSE27810
OG0002003	XENTR02394	MOUSE27518, MOUSE27519, MOUSE27517
OG0002004	XENTR18683	MOUSE30364, MOUSE30363, MOUSE30362, MOUSE30361
OG0002005	XENTR03549	MOUSE30089
OG0002005	XENTR08268	MOUSE21103
OG0002005	XENTR01964	MOUSE47804
OG0002006	XENTR12258, XENTR12259	MOUSE05502, MOUSE05503
OG0002007	XENTR04883	MOUSE31419, MOUSE31421, MOUSE31420, MOUSE31418
OG0002007	XENTR07287	MOUSE11029, MOUSE11028
OG0002008	XENTR08143	MOUSE21155, MOUSE21154
OG0002008	XENTR06727	MOUSE36938, MOUSE36937, MOUSE36934, MOUSE36936, MOUSE36935, MOUSE36933, MOUSE36939
OG0002009	XENTR12337, XENTR12338	MOUSE08847, MOUSE08846
OG0002010	XENTR05624	MOUSE14268
OG0002010	XENTR07385	MOUSE06265, MOUSE06264, MOUSE06263, MOUSE06268, MOUSE06267
OG0002011	XENTR15809	MOUSE28931
OG0002011	XENTR12417	MOUSE12369, MOUSE12370, MOUSE12374, MOUSE12373, MOUSE12372, MOUSE12371
OG0002012	XENTR15689	MOUSE20563
OG0002012	XENTR00529	MOUSE02726
OG0002014	XENTR02871	MOUSE06915, MOUSE06916, MOUSE06919, MOUSE06920, MOUSE06922, MOUSE06917, MOUSE06918, MOUSE31211, MOUSE31210, MOUSE31209, MOUSE31208
OG0002014	XENTR11303	MOUSE10913, MOUSE10914
OG0002015	XENTR07357	MOUSE16981
OG0002015	XENTR03893	MOUSE14162
OG0002016	XENTR08295	MOUSE36909, MOUSE36907, MOUSE36906, MOUSE36908
OG0002016	XENTR04258	MOUSE41158, MOUSE41157, MOUSE41156
OG0002017	XENTR14273	MOUSE34862, MOUSE34861
OG0002017	XENTR15282	MOUSE41379, MOUSE41380
OG0002017	XENTR15484	MOUSE52307, MOUSE52306
OG0002018	XENTR12197	MOUSE48720
OG0002018	XENTR00896	MOUSE13046
OG0002018	XENTR06435	MOUSE19410
OG0002019	XENTR02945	MOUSE13301, MOUSE13304
OG0002019	XENTR17282	MOUSE05562, MOUSE05561, MOUSE05558, MOUSE05559, MOUSE05560
OG0002020	XENTR15447	MOUSE03156
OG0002020	XENTR08657	MOUSE21293, MOUSE21292
OG0002022	XENTR09166	MOUSE23899
OG0002022	XENTR09165	MOUSE23891, MOUSE23892, MOUSE23897, MOUSE23893, MOUSE23894
OG0002023	XENTR12329	MOUSE43134, MOUSE43133, MOUSE43135
OG0002023	XENTR11622	MOUSE20426
OG0002023	XENTR16758	MOUSE24527, MOUSE24530
OG0002024	XENTR09931	MOUSE23929, MOUSE23928, MOUSE23931, MOUSE23935, MOUSE23934, MOUSE23933, MOUSE23932
OG0002024	XENTR16485	MOUSE25882, MOUSE25883, MOUSE25885, MOUSE25884
OG0002025	XENTR01824	MOUSE46171, MOUSE46173
OG0002026	XENTR08832	MOUSE54721, MOUSE54720, MOUSE47746, MOUSE47747
OG0002027	XENTR07230	MOUSE12849, MOUSE12847, MOUSE12848
OG0002027	XENTR00276	MOUSE29437
OG0002028	XENTR14364	MOUSE28064, MOUSE28063
OG0002029	XENTR18899	MOUSE17395, MOUSE17394
OG0002030	XENTR00366	MOUSE33204
OG0002030	XENTR13208	MOUSE50335, MOUSE50337, MOUSE50336
OG0002030	XENTR16901	MOUSE48615
OG0002030	XENTR04720	MOUSE20826
OG0002031	XENTR15929, XENTR15928	MOUSE05700, MOUSE05698, MOUSE05705, MOUSE05706, MOUSE05703, MOUSE05701, MOUSE05707, MOUSE05704, MOUSE05702, MOUSE05699
OG0002031	XENTR08011	MOUSE35279
OG0002032	XENTR02603	MOUSE50992, MOUSE50993
OG0002033	XENTR12896, XENTR12895	MOUSE02422
OG0002033	XENTR15105	MOUSE05337
OG0002033	XENTR03400	MOUSE53104
OG0002034	XENTR12642	MOUSE37084, MOUSE49038, MOUSE49039, MOUSE49037
OG0002034	XENTR04597	MOUSE27342
OG0002034	XENTR02935	MOUSE09994, MOUSE09997
OG0002035	XENTR12372	MOUSE33255, MOUSE33259, MOUSE33260, MOUSE33258
OG0002035	XENTR13991	MOUSE10551, MOUSE10553, MOUSE10554
OG0002036	XENTR02413	MOUSE07027
OG0002036	XENTR02087	MOUSE42738, MOUSE42737
OG0002037	XENTR13065	MOUSE18900, MOUSE18896
OG0002037	XENTR08811	MOUSE26122, MOUSE26119, MOUSE26120, MOUSE26121, MOUSE26117
OG0002038	XENTR04004	MOUSE37127, MOUSE37124, MOUSE37121, MOUSE37123, MOUSE37125
OG0002038	XENTR11762	MOUSE17207
OG0002038	XENTR06156	MOUSE25938, MOUSE25937
OG0002039	XENTR10345	MOUSE19440
OG0002039	XENTR08918	MOUSE00898, MOUSE00897
OG0002039	XENTR03306	MOUSE48293, MOUSE48294, MOUSE48295, MOUSE48296, MOUSE48297
OG0002043	XENTR04074	MOUSE34379
OG0002043	XENTR04633	MOUSE21497, MOUSE21495, MOUSE21494, MOUSE21492, MOUSE21498, MOUSE21496, MOUSE21493
OG0002044	XENTR06010	MOUSE10859, MOUSE10860
OG0002046	XENTR12240	MOUSE27139
OG0002046	XENTR12878	MOUSE39174, MOUSE39173
OG0002047	XENTR15389, XENTR15390	MOUSE37046
OG0002047	XENTR06501	MOUSE47450
OG0002047	XENTR16267	MOUSE37049
OG0002047	XENTR15391	MOUSE37045
OG0002047	XENTR06796	MOUSE25614
OG0002049	XENTR01438	MOUSE44924
OG0002049	XENTR06986	MOUSE20724
OG0002057	XENTR05735	MOUSE09781, MOUSE09784
OG0002057	XENTR09356	MOUSE33629, MOUSE33630, MOUSE33628
OG0002059	XENTR06499	MOUSE47444, MOUSE47441, MOUSE47442
OG0002059	XENTR04009	MOUSE37113, MOUSE37112, MOUSE37114
OG0002059	XENTR04010	MOUSE37111, MOUSE37110
OG0002060	XENTR03044	MOUSE07888, MOUSE07889
OG0002060	XENTR09085	MOUSE03075, MOUSE03076, MOUSE03072, MOUSE03074
OG0002061	XENTR09573	MOUSE20943
OG0002061	XENTR12690	MOUSE48023
OG0002062	XENTR10057	MOUSE51397, MOUSE51398
OG0002062	XENTR05037	MOUSE48678
OG0002063	XENTR00538	MOUSE03566
OG0002064	XENTR00155	MOUSE49906, MOUSE49707
OG0002064	XENTR11867	MOUSE18636, MOUSE18635
OG0002064	XENTR06658	MOUSE07468
OG0002066	XENTR13591	MOUSE06719
OG0002066	XENTR12403	MOUSE13655, MOUSE13654
OG0002067	XENTR11063	MOUSE15032, MOUSE15033
OG0002068	XENTR08494	MOUSE07189, MOUSE07190, MOUSE07187, MOUSE08132
OG0002069	XENTR13071	MOUSE13689
OG0002069	XENTR02513, XENTR02512	MOUSE28478
OG0002070	XENTR03998	MOUSE31405
OG0002070	XENTR06833	MOUSE25841, MOUSE25840
OG0002071	XENTR01207	MOUSE37453, MOUSE37454, MOUSE37452
OG0002071	XENTR13312	MOUSE04880, MOUSE04879, MOUSE04882
OG0002072	XENTR01781	MOUSE17001, MOUSE16997, MOUSE17002, MOUSE16998, MOUSE17000, MOUSE16999
OG0002073	XENTR08969	MOUSE19174
OG0002073	XENTR17145	MOUSE52965, MOUSE52962, MOUSE52964
OG0002073	XENTR07900	MOUSE27918, MOUSE27919
OG0002074	XENTR16013	MOUSE39385, MOUSE39384
OG0002075	XENTR06558	MOUSE18816
OG0002075	XENTR06559	MOUSE18815
OG0002075	XENTR11280	MOUSE07819
OG0002076	XENTR05229	MOUSE02520, MOUSE02519, MOUSE02521
OG0002076	XENTR17066	MOUSE52995, MOUSE52996, MOUSE52994, MOUSE52993
OG0002077	XENTR13971, XENTR13972	MOUSE05294, MOUSE05295
OG0002077	XENTR02927	MOUSE25091, MOUSE25093, MOUSE25092
OG0002078	XENTR16673	MOUSE05885, MOUSE05884, MOUSE05886
OG0002079	XENTR13830	MOUSE48747
OG0002079	XENTR00665	MOUSE53978, MOUSE53979, MOUSE53980, MOUSE53981
OG0002080	XENTR01136, XENTR01135	MOUSE37386
OG0002080	XENTR13342	MOUSE04894
OG0002081	XENTR00903	MOUSE13036, MOUSE13035
OG0002084	XENTR12442	MOUSE20965
OG0002084	XENTR12443	MOUSE20964
OG0002084	XENTR11320	MOUSE40485, MOUSE40484, MOUSE40486
OG0002085	XENTR12804	MOUSE20147, MOUSE20144, MOUSE20151, MOUSE20143, MOUSE20148, MOUSE20152, MOUSE20145, MOUSE20149, MOUSE20146, MOUSE20153
OG0002085	XENTR08902	MOUSE03062
OG0002085	XENTR03047	MOUSE07901, MOUSE07902
OG0002086	XENTR08521	MOUSE27692, MOUSE27694, MOUSE27695, MOUSE27691, MOUSE27696, MOUSE29306, MOUSE27693
OG0002086	XENTR13798	MOUSE17500, MOUSE17495, MOUSE17496, MOUSE17497, MOUSE17499
OG0002087	XENTR06831	MOUSE25831
OG0002088	XENTR11630, XENTR11629	MOUSE47025, MOUSE47028, MOUSE47027, MOUSE47029, MOUSE47030, MOUSE47026
OG0002088	XENTR14121	MOUSE44086
OG0002089	XENTR03801, XENTR07199, XENTR07988, XENTR10242, XENTR17245, XENTR04986, XENTR15008	MOUSE24176, MOUSE24177, MOUSE24174, MOUSE24175
OG0002090	XENTR15595	MOUSE17662, MOUSE17663, MOUSE17664, MOUSE17659, MOUSE17658, MOUSE17656, MOUSE17657
OG0002091	XENTR16710	MOUSE38267, MOUSE38266
OG0002093	XENTR02553	MOUSE18327, MOUSE18329, MOUSE18330, MOUSE18328, MOUSE18326, MOUSE18333, MOUSE18334
OG0002094	XENTR07026, XENTR07025	MOUSE52558, MOUSE52554, MOUSE52555, MOUSE52553, MOUSE52560, MOUSE52557, MOUSE52556
OG0002095	XENTR13181	MOUSE03259
OG0002095	XENTR03455	MOUSE36432
OG0002095	XENTR09072	MOUSE44482
OG0002096	XENTR04526	MOUSE37578, MOUSE37577
OG0002097	XENTR04416	MOUSE15657
OG0002097	XENTR03687	MOUSE54499, MOUSE54500
OG0002098	XENTR17129	MOUSE45234, MOUSE45235
OG0002098	XENTR01020	MOUSE48767
OG0002099	XENTR02496	MOUSE28563, MOUSE28564, MOUSE28565, MOUSE28567
OG0002100	XENTR04934	MOUSE04559, MOUSE04560, MOUSE04561
OG0002101	XENTR04299	MOUSE33077
OG0002102	XENTR06095	MOUSE52405, MOUSE52406, MOUSE52398, MOUSE52400, MOUSE52401
OG0002102	XENTR11926	MOUSE55074, MOUSE55075, MOUSE55077, MOUSE55076, MOUSE55078
OG0002102	XENTR13481, XENTR13482	MOUSE50142, MOUSE50143
OG0002103	XENTR15782	MOUSE20410, MOUSE20412, MOUSE20409, MOUSE54925, MOUSE54926, MOUSE54896, MOUSE54898, MOUSE54897, MOUSE54910, MOUSE54909
OG0002104	XENTR05884	MOUSE48998, MOUSE48996, MOUSE48997, MOUSE48995
OG0002105	XENTR11631	MOUSE47020, MOUSE47023, MOUSE47022, MOUSE47021, MOUSE47017, MOUSE47019
OG0002105	XENTR14520	MOUSE41993
OG0002106	XENTR03305	MOUSE48291
OG0002106	XENTR11760	MOUSE17554, MOUSE17555
OG0002107	XENTR10514	MOUSE46729
OG0002108	XENTR13048	MOUSE03039, MOUSE03038
OG0002108	XENTR07710	MOUSE38597, MOUSE08045, MOUSE08046, MOUSE08053, MOUSE08047
OG0002109	XENTR09179	MOUSE09401
OG0002110	XENTR19217, XENTR16994	MOUSE45375, MOUSE45376, MOUSE45377
OG0002110	XENTR18888, XENTR18889, XENTR18230, XENTR16974	MOUSE45316, MOUSE45315, MOUSE45314
OG0002111	XENTR05185	MOUSE21985
OG0002111	XENTR04400	MOUSE15562, MOUSE15563, MOUSE15561, MOUSE15564, MOUSE15559, MOUSE15560
OG0002111	XENTR05252	MOUSE54973
OG0002111	XENTR05187	MOUSE21978, MOUSE21977, MOUSE21975, MOUSE21976
OG0002112	XENTR13787	MOUSE20702, MOUSE20704, MOUSE20703
OG0002112	XENTR10060	MOUSE51833, MOUSE51835
OG0002112	XENTR18203	MOUSE30617, MOUSE30616, MOUSE30615
OG0002122	XENTR13182	MOUSE03260
OG0002122	XENTR09071	MOUSE44480, MOUSE44478, MOUSE44481
OG0002123	XENTR04632	MOUSE21500, MOUSE21501
OG0002125	XENTR18863	MOUSE53589, MOUSE53590
OG0002125	XENTR01325	MOUSE14427, MOUSE14426
OG0002127	XENTR08596	MOUSE23127, MOUSE23128
OG0002128	XENTR02317	MOUSE53685, MOUSE53687, MOUSE53688, MOUSE53686
OG0002129	XENTR08464	MOUSE45080, MOUSE45079
OG0002129	XENTR00664	MOUSE54406, MOUSE54408, MOUSE54407
OG0002129	XENTR13829	MOUSE48748, MOUSE48749
OG0002131	XENTR05730	MOUSE09756
OG0002131	XENTR05731, XENTR18308, XENTR17313	MOUSE09757
OG0002134	XENTR07771	MOUSE49717, MOUSE49716
OG0002134	XENTR05125	MOUSE32089, MOUSE32087, MOUSE32088, MOUSE32086, MOUSE32090
OG0002135	XENTR08449	MOUSE34329
OG0002135	XENTR18195	MOUSE30938, MOUSE30939
OG0002135	XENTR01218	MOUSE00694, MOUSE00693, MOUSE00692
OG0002136	XENTR08714	MOUSE19600
OG0002136	XENTR05562	MOUSE31584, MOUSE31583
OG0002136	XENTR09538	MOUSE21135, MOUSE21132, MOUSE21133, MOUSE21134
OG0002137	XENTR04141, XENTR04140	MOUSE18711, MOUSE18712
OG0002137	XENTR03111	MOUSE29904
OG0002138	XENTR08958	MOUSE01905, MOUSE01904, MOUSE01903
OG0002139	XENTR00173	MOUSE24532, MOUSE24533
OG0002139	XENTR13536	MOUSE08230
OG0002140	XENTR07463	MOUSE00246, MOUSE00245
OG0002141	XENTR00916	MOUSE13011, MOUSE13010, MOUSE13014, MOUSE13012
OG0002141	XENTR11777	MOUSE36269, MOUSE36270, MOUSE36267, MOUSE36268
OG0002142	XENTR12125	MOUSE51754, MOUSE51753, MOUSE51751, MOUSE51752
OG0002142	XENTR10633	MOUSE01555, MOUSE01557, MOUSE01556, MOUSE01558
OG0002143	XENTR07155	MOUSE33005, MOUSE33008, MOUSE33004, MOUSE33006
OG0002143	XENTR13874	MOUSE44900, MOUSE44899
OG0002144	XENTR18301	MOUSE46268, MOUSE46272, MOUSE46269, MOUSE46270
OG0002144	XENTR10292	MOUSE37668, MOUSE37669, MOUSE37671, MOUSE37670, MOUSE37667
OG0002146	XENTR12879	MOUSE39181, MOUSE39182, MOUSE39180
OG0002146	XENTR02800	MOUSE52839
OG0002147	XENTR15274	MOUSE41378, MOUSE41377, MOUSE41376
OG0002147	XENTR00295	MOUSE29550, MOUSE29549, MOUSE29548, MOUSE29546, MOUSE29547
OG0002148	XENTR13087	MOUSE27469
OG0002148	XENTR09100	MOUSE03114, MOUSE03113
OG0002149	XENTR06941	MOUSE05744
OG0002149	XENTR02903	MOUSE25166, MOUSE25171, MOUSE25168, MOUSE25170, MOUSE25169, MOUSE25165, MOUSE25164, MOUSE25167, MOUSE25163
OG0002150	XENTR06771	MOUSE18523
OG0002150	XENTR01454	MOUSE44821, MOUSE44818
OG0002151	XENTR01675	MOUSE06320, MOUSE06321
OG0002152	XENTR06605	MOUSE53483, MOUSE53486, MOUSE02022
OG0002153	XENTR10343	MOUSE19238, MOUSE19242, MOUSE19243, MOUSE19237, MOUSE19236
OG0002153	XENTR14313	MOUSE36709, MOUSE36707, MOUSE36708, MOUSE36706
OG0002154	XENTR08853	MOUSE21197, MOUSE21198, MOUSE21200, MOUSE21199, MOUSE21201, MOUSE21196
OG0002155	XENTR07126	MOUSE38014
OG0002155	XENTR11228	MOUSE40891, MOUSE40892, MOUSE40893
OG0002156	XENTR04891	MOUSE48218, MOUSE48219, MOUSE48217
OG0002157	XENTR10258	MOUSE38584, MOUSE38583
OG0002158	XENTR02132	MOUSE09191
OG0002159	XENTR12686	MOUSE44407
OG0002160	XENTR18209	MOUSE54347, MOUSE07191, MOUSE54345, MOUSE51210, MOUSE54346
OG0002161	XENTR03398	MOUSE02915, MOUSE02914
OG0002161	XENTR14188	MOUSE05360, MOUSE05359
OG0002161	XENTR12700	MOUSE26291, MOUSE26292
OG0002162	XENTR03932	MOUSE24184, MOUSE24183, MOUSE24182
OG0002162	XENTR07744	MOUSE25738
OG0002163	XENTR00389	MOUSE02128
OG0002163	XENTR18816	MOUSE44346
OG0002163	XENTR00388	MOUSE02129
OG0002163	XENTR07424	MOUSE23572
OG0002164	XENTR08035	MOUSE27880, MOUSE27881
OG0002166	XENTR10313	MOUSE37785
OG0002166	XENTR06523	MOUSE38261, MOUSE38260
OG0002167	XENTR01922	MOUSE02861
OG0002167	XENTR03650	MOUSE19225
OG0002167	XENTR12692	MOUSE47991, MOUSE47990
OG0002168	XENTR05025	MOUSE13726, MOUSE13725
OG0002168	XENTR15448	MOUSE40358, MOUSE40357
OG0002169	XENTR11319	MOUSE40487
OG0002169	XENTR12444	MOUSE20963
OG0002170	XENTR00543	MOUSE19547
OG0002170	XENTR13652	MOUSE42281, MOUSE42282
OG0002171	XENTR02510	MOUSE28471, MOUSE28467, MOUSE28466
OG0002171	XENTR15921	MOUSE28468, MOUSE28472
OG0002172	XENTR04445	MOUSE47319, MOUSE47320
OG0002172	XENTR05333	MOUSE15799, MOUSE15798
OG0002173	XENTR02932	MOUSE09967
OG0002173	XENTR05324	MOUSE30416, MOUSE30415, MOUSE51352, MOUSE51351, MOUSE51350, MOUSE41799, MOUSE41800
OG0002175	XENTR06785	MOUSE25598
OG0002175	XENTR15142	MOUSE13368, MOUSE28272, MOUSE00463, MOUSE00469
OG0002176	XENTR16743, XENTR16744	MOUSE42061, MOUSE42062, MOUSE42060
OG0002176	XENTR04434	MOUSE27197, MOUSE27200
OG0002177	XENTR11672	MOUSE43267, MOUSE43269, MOUSE43268, MOUSE43270
OG0002177	XENTR05111	MOUSE00008, MOUSE00007, MOUSE00006
OG0002177	XENTR02389	MOUSE07397, MOUSE07396
OG0002178	XENTR15594	MOUSE17652, MOUSE17653, MOUSE17654, MOUSE17655
OG0002179	XENTR17544	MOUSE18348, MOUSE18349
OG0002180	XENTR09330	MOUSE21620
OG0002182	XENTR05974	MOUSE39065, MOUSE39062, MOUSE39061, MOUSE39064
OG0002183	XENTR11513	MOUSE02242, MOUSE02240, MOUSE02241
OG0002183	XENTR13324	MOUSE23512, MOUSE23513, MOUSE23515, MOUSE23510, MOUSE23514, MOUSE23511
OG0002184	XENTR05819	MOUSE10380, MOUSE10379, MOUSE10381
OG0002184	XENTR11457	MOUSE48915, MOUSE48914
OG0002185	XENTR06645	MOUSE49434, MOUSE49435
OG0002185	XENTR00451	MOUSE49415
OG0002186	XENTR01085	MOUSE22990, MOUSE22989
OG0002186	XENTR10999	MOUSE53266, MOUSE53267, MOUSE53268
OG0002187	XENTR16423	MOUSE25447, MOUSE25445, MOUSE25446
OG0002188	XENTR01062	MOUSE22432
OG0002189	XENTR00331	MOUSE51745, MOUSE51746, MOUSE51743
OG0002190	XENTR06037	MOUSE50944, MOUSE50942, MOUSE50941, MOUSE50943
OG0002190	XENTR01498	MOUSE15990, MOUSE15989, MOUSE15988
OG0002191	XENTR01870	MOUSE53252, MOUSE53251, MOUSE53250
OG0002191	XENTR03789	MOUSE14735
OG0002192	XENTR07302	MOUSE17111, MOUSE17112, MOUSE17113
OG0002192	XENTR11890	MOUSE33878
OG0002193	XENTR00017	MOUSE33573, MOUSE33572, MOUSE33571
