Orthogroup	XENTR	DANRE
OG0001888	XENTR17512	DANRE35420, DANRE29103
OG0001888	XENTR15191	DANRE34736, DANRE34735
OG0001889	XENTR13126	DANRE04038, DANRE43076, DANRE43077
OG0001889	XENTR01850	DANRE16849, DANRE28852, DANRE28851
OG0001890	XENTR14057	DANRE12491, DANRE12490
OG0001890	XENTR07419	DANRE23461, DANRE01738, DANRE01737, DANRE23460, DANRE23459
OG0001890	XENTR17098	DANRE12952
OG0001892	XENTR13540	DANRE09148, DANRE09147
OG0001892	XENTR15160	DANRE41913, DANRE41914
OG0001892	XENTR13541	DANRE09145, DANRE09146
OG0001893	XENTR15523	DANRE08624, DANRE08626, DANRE08623, DANRE08622, DANRE08625, DANRE08612, DANRE08614, DANRE08613, DANRE08610, DANRE08611, DANRE08609, DANRE08608, DANRE14293, DANRE14292
OG0001894	XENTR15449	DANRE20451, DANRE20449, DANRE20450
OG0001894	XENTR08653	DANRE16625, DANRE16624
OG0001895	XENTR16129	DANRE36869
OG0001896	XENTR11746	DANRE09489, DANRE13882, DANRE13881
OG0001896	XENTR06164	DANRE35146, DANRE19542, DANRE19540
OG0001896	XENTR03942	DANRE18243, DANRE18244
OG0001897	XENTR16598	DANRE09615, DANRE09614
OG0001897	XENTR13280	DANRE21732
OG0001897	XENTR09183	DANRE19079, DANRE19080
OG0001899	XENTR09469	DANRE07246, DANRE07247
OG0001900	XENTR02100	DANRE13175
OG0001901	XENTR03557	DANRE15950, DANRE15949, DANRE15948
OG0001901	XENTR18345	DANRE08522, DANRE08519, DANRE08518, DANRE08520, DANRE08521, DANRE00854
OG0001903	XENTR07494	DANRE08071, DANRE08070, DANRE04770, DANRE04771
OG0001905	XENTR14157	DANRE39924, DANRE39925
OG0001905	XENTR17951	DANRE03152, DANRE28925
OG0001906	XENTR10052	DANRE38920, DANRE25173, DANRE25174
OG0001906	XENTR04278	DANRE07198, DANRE07199, DANRE07200, DANRE04857
OG0001906	XENTR10632	DANRE21709, DANRE28366
OG0001907	XENTR02461	DANRE36894, DANRE36895
OG0001907	XENTR09954	DANRE24894
OG0001907	XENTR14351	DANRE17342, DANRE28410, DANRE28409, DANRE17341, DANRE17340, DANRE17339, DANRE17338
OG0001907	XENTR13006	DANRE14237, DANRE14238, DANRE10100, DANRE10099, DANRE10101, DANRE10102
OG0001913	XENTR06742	DANRE19628
OG0001913	XENTR01451	DANRE25181, DANRE25180, DANRE38968
OG0001914	XENTR06764	DANRE17224, DANRE17225
OG0001915	XENTR06298	DANRE33865, DANRE24359, DANRE24360
OG0001916	XENTR10953	DANRE05643, DANRE05642
OG0001916	XENTR12336	DANRE07736, DANRE07735
OG0001917	XENTR00340	DANRE17670
OG0001917	XENTR11451	DANRE28708, DANRE16749, DANRE16750
OG0001917	XENTR14754	DANRE33250
OG0001917	XENTR10651	DANRE28327
OG0001918	XENTR16543	DANRE42830, DANRE42828, DANRE42827, DANRE42829
OG0001918	XENTR04216	DANRE21366, DANRE21365
OG0001919	XENTR09434	DANRE04955, DANRE04956, DANRE04957
OG0001920	XENTR11529	DANRE41061, DANRE34272, DANRE34271
OG0001920	XENTR17510	DANRE30334
OG0001920	XENTR00354	DANRE36389
OG0001923	XENTR13216	DANRE36429, DANRE35425, DANRE35424
OG0001923	XENTR11935	DANRE14251
OG0001925	XENTR17884	DANRE02914, DANRE42528
OG0001925	XENTR03374	DANRE24038
OG0001925	XENTR12899	DANRE37103
OG0001926	XENTR00430	DANRE02186, DANRE02185, DANRE02184
OG0001927	XENTR08972	DANRE20203
OG0001927	XENTR04644	DANRE39203, DANRE39204
OG0001927	XENTR09519	DANRE11292, DANRE11291, DANRE11290, DANRE03502
OG0001928	XENTR07469	DANRE23285
OG0001929	XENTR18792, XENTR10076	DANRE41863, DANRE41862, DANRE35002, DANRE08154
OG0001930	XENTR01448	DANRE25033, DANRE25032, DANRE43356
OG0001930	XENTR05304	DANRE25812
OG0001930	XENTR05873	DANRE28312
OG0001932	XENTR09901	DANRE23835, DANRE27081, DANRE27080
OG0001932	XENTR15132	DANRE16160, DANRE16159
OG0001933	XENTR13601	DANRE23938, DANRE23937
OG0001933	XENTR06647	DANRE26138
OG0001934	XENTR12704	DANRE24835, DANRE24838, DANRE24834, DANRE24837
OG0001934	XENTR05609	DANRE16907
OG0001935	XENTR00153	DANRE16831
OG0001935	XENTR08647	DANRE16639
OG0001936	XENTR08632	DANRE06408, DANRE06409
OG0001936	XENTR04317	DANRE00262
OG0001937	XENTR17859	DANRE42532
OG0001938	XENTR04478	DANRE25410, DANRE25409, DANRE25408
OG0001939	XENTR02477	DANRE02468, DANRE02467
OG0001939	XENTR10993	DANRE25727
OG0001940	XENTR14019	DANRE06578
OG0001941	XENTR10384	DANRE35551
OG0001941	XENTR17146	DANRE09423, DANRE09421, DANRE09422
OG0001942	XENTR12960	DANRE05684
OG0001942	XENTR05523	DANRE17551, DANRE17550, DANRE05467, DANRE05466
OG0001943	XENTR10899	DANRE23971, DANRE23969, DANRE23970
OG0001944	XENTR13879, XENTR13878	DANRE05548, DANRE05550, DANRE05549, DANRE21872, DANRE21874, DANRE21873
OG0001945	XENTR03955	DANRE42282, DANRE42281, DANRE21983
OG0001945	XENTR07870	DANRE17286, DANRE17285, DANRE11703
OG0001946	XENTR09726	DANRE20164, DANRE06140
OG0001946	XENTR07293	DANRE05058, DANRE05057, DANRE04105
OG0001946	XENTR04877, XENTR04876	DANRE15806
OG0001947	XENTR07021	DANRE02211, DANRE02212, DANRE36701, DANRE36700
OG0001948	XENTR14766	DANRE13170
OG0001948	XENTR08991	DANRE18055
OG0001948	XENTR16041	DANRE02609
OG0001948	XENTR06626	DANRE39439
OG0001949	XENTR01148	DANRE33675, DANRE33673, DANRE33674
OG0001949	XENTR11100	DANRE08342, DANRE08341
OG0001950	XENTR12232	DANRE28889, DANRE35634
OG0001950	XENTR11572	DANRE00153, DANRE00152
OG0001950	XENTR03988	DANRE26830, DANRE24553
OG0001951	XENTR07227	DANRE39716, DANRE39717, DANRE21110
OG0001951	XENTR16258	DANRE13500, DANRE10211
OG0001952	XENTR09389	DANRE11414, DANRE11413
OG0001953	XENTR09118	DANRE30101, DANRE03806, DANRE03805
OG0001953	XENTR10393	DANRE29897
OG0001956	XENTR05066	DANRE19076
OG0001956	XENTR08133	DANRE19034
OG0001957	XENTR11349	DANRE07073
OG0001957	XENTR12903	DANRE08345, DANRE08346, DANRE20383
OG0001957	XENTR01129	DANRE33693, DANRE33692, DANRE34211
OG0001958	XENTR09373	DANRE08644
OG0001958	XENTR02730	DANRE16065, DANRE41610
OG0001958	XENTR00657	DANRE20488
OG0001959	XENTR06412	DANRE20472
OG0001959	XENTR10577	DANRE41945, DANRE41946
OG0001960	XENTR09228	DANRE02449, DANRE02450, DANRE02448, DANRE40500
OG0001961	XENTR01355	DANRE33063, DANRE33062, DANRE33064, DANRE26122, DANRE26121
OG0001961	XENTR01247	DANRE01748, DANRE01747
OG0001962	XENTR05922	DANRE33775, DANRE33774
OG0001962	XENTR12047, XENTR12045, XENTR12046	DANRE14850, DANRE14848, DANRE14849
OG0001963	XENTR17226	DANRE10628, DANRE10630
OG0001963	XENTR11249	DANRE12724, DANRE12723, DANRE12722
OG0001963	XENTR07153	DANRE39215
OG0001964	XENTR10264	DANRE41324, DANRE41323, DANRE41322
OG0001965	XENTR17416	DANRE43361, DANRE43360
OG0001966	XENTR15870	DANRE30261
OG0001966	XENTR04015	DANRE36197
OG0001967	XENTR00364	DANRE36366, DANRE36367
OG0001968	XENTR14913	DANRE03920, DANRE03918
OG0001968	XENTR16410	DANRE36674
OG0001969	XENTR08255	DANRE00222
OG0001969	XENTR15375	DANRE27644, DANRE01900, DANRE01899, DANRE01898
OG0001970	XENTR06672	DANRE10892, DANRE10893
OG0001970	XENTR13877	DANRE05551
OG0001971	XENTR06746	DANRE09914
OG0001971	XENTR11941	DANRE28365, DANRE21703
OG0001971	XENTR05064	DANRE19032, DANRE19031
OG0001971	XENTR08132	DANRE13194
OG0001972	XENTR12033	DANRE27665, DANRE27664, DANRE27663, DANRE41264, DANRE41265, DANRE41266
OG0001974	XENTR09807	DANRE30453, DANRE30452
OG0001976	XENTR16632	DANRE38447, DANRE38446, DANRE38445
OG0001976	XENTR05423	DANRE26115
OG0001978	XENTR04821	DANRE22030, DANRE29268
OG0001978	XENTR00953	DANRE30502, DANRE03554
OG0001978	XENTR00949, XENTR00945, XENTR00947, XENTR00946, XENTR00948, XENTR00952, XENTR00951, XENTR00944	DANRE30508, DANRE30507, DANRE30505, DANRE30503, DANRE30506, DANRE03556, DANRE03555
OG0001980	XENTR08970	DANRE06249
OG0001980	XENTR14910, XENTR14911	DANRE05030, DANRE05031, DANRE05032
OG0001980	XENTR02193	DANRE40891, DANRE00606, DANRE00607
OG0001980	XENTR08039	DANRE06623, DANRE06624, DANRE04892, DANRE04891
OG0001981	XENTR06776	DANRE39575
OG0001981	XENTR09816	DANRE02141, DANRE27114
OG0001981	XENTR18592	DANRE13958, DANRE09624
OG0001981	XENTR18853	DANRE13956, DANRE13957, DANRE09623
OG0001982	XENTR04312	DANRE00268, DANRE00266, DANRE00265, DANRE00263, DANRE00267, DANRE00264
OG0001983	XENTR09227	DANRE33132, DANRE33133, DANRE33135, DANRE33134, DANRE33142, DANRE33141, DANRE33143, DANRE33136, DANRE33137, DANRE33145, DANRE33144, DANRE33140, DANRE33139, DANRE33128, DANRE33131, DANRE33129, DANRE33130, DANRE33138, DANRE33127, DANRE33125, DANRE33126, DANRE33124, DANRE33123, DANRE33122, DANRE33121, DANRE33120, DANRE07496, DANRE34299, DANRE34298, DANRE34297, DANRE34294, DANRE34295, DANRE34296
OG0001985	XENTR06332	DANRE01529, DANRE35223, DANRE35224
OG0001985	XENTR03530	DANRE07938, DANRE07940
OG0001986	XENTR01297	DANRE21836
OG0001987	XENTR04550	DANRE40857, DANRE40858, DANRE00338, DANRE00337
OG0001987	XENTR14677	DANRE29665
OG0001988	XENTR11854	DANRE14417, DANRE14418, DANRE10192, DANRE10193
OG0001989	XENTR14006	DANRE31355, DANRE31356, DANRE31354
OG0001989	XENTR12273	DANRE22276, DANRE22275
OG0001990	XENTR12970	DANRE22503
OG0001991	XENTR02462	DANRE17344, DANRE17343, DANRE37142
OG0001992	XENTR05527	DANRE04530, DANRE04529
OG0001992	XENTR15316	DANRE11763
OG0001993	XENTR06884	DANRE16394, DANRE16396
OG0001993	XENTR01623	DANRE24638, DANRE24639
OG0001993	XENTR06886	DANRE16392, DANRE16393, DANRE16391, DANRE16395
OG0001994	XENTR10934	DANRE33517, DANRE33516, DANRE33514, DANRE33513, DANRE33518
OG0001994	XENTR08885	DANRE01221, DANRE08449, DANRE08448, DANRE08447, DANRE08446
OG0001996	XENTR11695	DANRE11804, DANRE11802, DANRE11803
OG0001998	XENTR16338	DANRE06555
OG0001998	XENTR14682	DANRE03893, DANRE03894, DANRE03896, DANRE03895, DANRE03892, DANRE03891
OG0001999	XENTR00961	DANRE03070
OG0001999	XENTR10154	DANRE37619, DANRE37620
OG0002000	XENTR12364	DANRE40007
OG0002000	XENTR05813	DANRE34699
OG0002001	XENTR12894	DANRE37098, DANRE37097
OG0002001	XENTR07328	DANRE30004, DANRE30006, DANRE30005
OG0002002	XENTR06108	DANRE20911, DANRE20910
OG0002002	XENTR09713	DANRE12227
OG0002003	XENTR02394	DANRE08375, DANRE08376, DANRE08373, DANRE08374
OG0002004	XENTR18683	DANRE09625
OG0002005	XENTR18436	DANRE08951, DANRE08952
OG0002005	XENTR03549	DANRE15951
OG0002005	XENTR02807	DANRE22479
OG0002005	XENTR08268	DANRE05732
OG0002005	XENTR01964	DANRE00622, DANRE34024, DANRE34023
OG0002006	XENTR12258, XENTR12259	DANRE03455, DANRE03454
OG0002007	XENTR04883	DANRE15969, DANRE15968, DANRE39391, DANRE39390
OG0002007	XENTR07287	DANRE05067, DANRE05068, DANRE03797, DANRE03795, DANRE03796
OG0002008	XENTR08143	DANRE04353, DANRE04352
OG0002008	XENTR06727	DANRE00171, DANRE00170
OG0002009	XENTR15588	DANRE08848
OG0002010	XENTR15176	DANRE29433
OG0002010	XENTR05624	DANRE16540
OG0002010	XENTR07385	DANRE36156
OG0002011	XENTR15809	DANRE37137, DANRE37138
OG0002011	XENTR12417	DANRE24058
OG0002012	XENTR15689, XENTR00529	DANRE33994, DANRE33996, DANRE33995
OG0002013	XENTR16536	DANRE38189, DANRE38190, DANRE38191, DANRE00753
OG0002014	XENTR02871	DANRE40407, DANRE02695, DANRE02696
OG0002014	XENTR11303	DANRE02259
OG0002015	XENTR07357, XENTR03893	DANRE29469
OG0002016	XENTR08295	DANRE34549, DANRE34550, DANRE34548
OG0002017	XENTR14273	DANRE23207, DANRE23208, DANRE23211
OG0002017	XENTR15282	DANRE09296, DANRE09295
OG0002017	XENTR15484	DANRE27800, DANRE27799, DANRE27801, DANRE08791
OG0002018	XENTR12197	DANRE16229
OG0002018	XENTR00896	DANRE35555
OG0002018	XENTR09258	DANRE20277
OG0002018	XENTR06435	DANRE42884
OG0002019	XENTR02945	DANRE27901
OG0002019	XENTR17282	DANRE35777, DANRE41718, DANRE29916, DANRE29915, DANRE41717
OG0002020	XENTR01912	DANRE00639, DANRE00640
OG0002020	XENTR15447	DANRE20452, DANRE20454, DANRE20453
OG0002020	XENTR08657	DANRE05198, DANRE05197
OG0002022	XENTR09166	DANRE40197, DANRE40195
OG0002023	XENTR12329	DANRE35066, DANRE13137
OG0002023	XENTR11622	DANRE06621
OG0002023	XENTR16758	DANRE18324, DANRE18325, DANRE10946, DANRE10945
OG0002024	XENTR09931	DANRE17679, DANRE17680
OG0002024	XENTR16485	DANRE40672, DANRE33364
OG0002025	XENTR01824	DANRE01978, DANRE01981, DANRE02045, DANRE02039, DANRE02043, DANRE02041, DANRE01984, DANRE02050, DANRE02061, DANRE42193, DANRE42198, DANRE42200, DANRE02058, DANRE02031, DANRE02042, DANRE01987, DANRE01986, DANRE01989, DANRE02048, DANRE02052, DANRE29840, DANRE29838
OG0002026	XENTR08832	DANRE06615, DANRE06616, DANRE35735, DANRE35734, DANRE35733
OG0002027	XENTR07230	DANRE07599
OG0002027	XENTR00276	DANRE24467, DANRE24468, DANRE27098
OG0002028	XENTR14364	DANRE21869
OG0002029	XENTR18899	DANRE41634
OG0002030	XENTR00366	DANRE36364
OG0002030	XENTR13208	DANRE30168
OG0002030	XENTR16901	DANRE39897, DANRE39898
OG0002030	XENTR04720	DANRE19003, DANRE35205, DANRE35204, DANRE35203
OG0002031	XENTR15929, XENTR15928	DANRE29471, DANRE29473, DANRE29472
OG0002031	XENTR08011	DANRE10345
OG0002032	XENTR02603	DANRE07784, DANRE07783
OG0002033	XENTR12896, XENTR12895	DANRE41348, DANRE41349
OG0002033	XENTR03400	DANRE11363, DANRE11364
OG0002034	XENTR12642	DANRE38578
OG0002034	XENTR04597	DANRE37184
OG0002034	XENTR02935	DANRE14618, DANRE14615, DANRE14617, DANRE14616, DANRE38579
OG0002035	XENTR13278	DANRE21739
OG0002035	XENTR12372	DANRE36439, DANRE36438, DANRE26465
OG0002035	XENTR13991	DANRE00103, DANRE00102, DANRE40025, DANRE40026, DANRE40024
OG0002036	XENTR02413	DANRE34371, DANRE08351, DANRE08352, DANRE08353
OG0002037	XENTR13065	DANRE03825
OG0002037	XENTR08811	DANRE42157, DANRE42153, DANRE42154, DANRE35482, DANRE35481
OG0002038	XENTR04004	DANRE26622
OG0002038	XENTR11762	DANRE10405, DANRE10403, DANRE10404
OG0002038	XENTR06156	DANRE39861, DANRE39860
OG0002039	XENTR10345	DANRE06384, DANRE06383, DANRE06382
OG0002039	XENTR08918	DANRE05944
OG0002039	XENTR03306	DANRE17862, DANRE17861, DANRE17858, DANRE17859, DANRE17860
OG0002043	XENTR04074	DANRE15042, DANRE15043, DANRE15044
OG0002043	XENTR04633	DANRE39208, DANRE39209
OG0002044	XENTR06010	DANRE02851, DANRE22814, DANRE22813
OG0002046	XENTR12240	DANRE38963
OG0002046	XENTR12878	DANRE31406, DANRE12453
OG0002047	XENTR06501	DANRE35427
OG0002047	XENTR16267	DANRE36205
OG0002047	XENTR15391, XENTR06796	DANRE19119, DANRE35154
OG0002049	XENTR01438	DANRE37581
OG0002049	XENTR06986	DANRE33950, DANRE33951
OG0002057	XENTR05735	DANRE40571, DANRE40572
OG0002057	XENTR09356	DANRE27427, DANRE27428
OG0002059	XENTR06499	DANRE16517, DANRE16518
OG0002059	XENTR04009, XENTR04010	DANRE36305, DANRE36306
OG0002060	XENTR03044	DANRE11739
OG0002060	XENTR09085	DANRE35565, DANRE35564
OG0002061	XENTR09573, XENTR13579, XENTR12690	DANRE19623, DANRE19624, DANRE33440, DANRE33439
OG0002062	XENTR10057	DANRE25165, DANRE38918, DANRE38919
OG0002062	XENTR05037	DANRE39950
OG0002063	XENTR00538	DANRE00278
OG0002064	XENTR00155	DANRE05154
OG0002064	XENTR11867	DANRE18425, DANRE18426
OG0002064	XENTR06658	DANRE12018
OG0002066	XENTR13591	DANRE18336, DANRE18335, DANRE18337
OG0002066	XENTR16110	DANRE14656, DANRE14655
OG0002066	XENTR12403	DANRE18338, DANRE24013, DANRE24014, DANRE24015
OG0002067	XENTR11063	DANRE29442
OG0002068	XENTR08494	DANRE10690
OG0002069	XENTR02513, XENTR02512	DANRE02387, DANRE02386, DANRE22653, DANRE22652
OG0002069	XENTR13070	DANRE09973, DANRE09971, DANRE09972
OG0002070	XENTR17017	DANRE17172
OG0002070	XENTR03998	DANRE39970, DANRE39968, DANRE39969
OG0002070	XENTR06833	DANRE35180, DANRE35181, DANRE35179, DANRE35177, DANRE35178, DANRE00388, DANRE00387
OG0002071	XENTR01207	DANRE40829, DANRE40828
OG0002071	XENTR13312	DANRE20290, DANRE20291, DANRE07910, DANRE07911
OG0002072	XENTR01781	DANRE28970
OG0002073	XENTR13381	DANRE16867
OG0002073	XENTR08969, XENTR17145, XENTR07900	DANRE04897, DANRE04896, DANRE04895
OG0002074	XENTR16013	DANRE30648
OG0002075	XENTR06558	DANRE03759
OG0002075	XENTR06559	DANRE05891
OG0002075	XENTR11280	DANRE17476
OG0002076	XENTR05229	DANRE36584
OG0002076	XENTR17066	DANRE14308, DANRE14307, DANRE10308
OG0002077	XENTR02927	DANRE24150, DANRE24148, DANRE24147, DANRE24146
OG0002078	XENTR16673	DANRE30342, DANRE30343
OG0002078	XENTR07358	DANRE03576, DANRE03575
OG0002079	XENTR13830	DANRE16795
OG0002079	XENTR00665	DANRE33739, DANRE33738, DANRE33737
OG0002080	XENTR01136, XENTR01135	DANRE33657, DANRE33658
OG0002080	XENTR13342	DANRE34948, DANRE34947
OG0002081	XENTR00903	DANRE41808, DANRE41807
OG0002084	XENTR12442	DANRE03314, DANRE03315
OG0002084	XENTR12443	DANRE11161
OG0002084	XENTR11320	DANRE38145
OG0002085	XENTR12804	DANRE19891, DANRE19892, DANRE06824
OG0002085	XENTR08902	DANRE04437
OG0002085	XENTR03047	DANRE05506
OG0002086	XENTR08521	DANRE12296, DANRE12298, DANRE12295, DANRE12299, DANRE12297
OG0002087	XENTR06831	DANRE19222
OG0002088	XENTR11630, XENTR11629	DANRE25804, DANRE25803
OG0002089	XENTR03801	DANRE19291, DANRE32661, DANRE24434
OG0002090	XENTR15595	DANRE30480
OG0002091	XENTR16710	DANRE07576, DANRE07575
OG0002091	XENTR10291	DANRE33471, DANRE33472
OG0002093	XENTR02553	DANRE02687
OG0002094	XENTR07026, XENTR07025	DANRE22168, DANRE22167, DANRE22166, DANRE22165
OG0002095	XENTR13181	DANRE19930
OG0002095	XENTR14381	DANRE07140
OG0002095	XENTR09072	DANRE36508, DANRE36507, DANRE36509, DANRE36506
OG0002096	XENTR04526	DANRE33813, DANRE33812
OG0002097	XENTR04416	DANRE13376, DANRE13374, DANRE13375, DANRE26577
OG0002097	XENTR03687	DANRE20395, DANRE24383, DANRE24384
OG0002098	XENTR17129	DANRE01193
OG0002098	XENTR01020	DANRE16808, DANRE16809, DANRE16810
OG0002099	XENTR02496	DANRE37066, DANRE37067, DANRE37068
OG0002100	XENTR04934	DANRE35098
OG0002101	XENTR04299	DANRE15987
OG0002102	XENTR06095	DANRE36273, DANRE26951
OG0002102	XENTR11926	DANRE20263, DANRE20264
OG0002102	XENTR13481, XENTR13482	DANRE07589
OG0002103	XENTR15401	DANRE06299
OG0002103	XENTR15782	DANRE19955, DANRE06300
OG0002104	XENTR05884	DANRE02403, DANRE36394, DANRE37183, DANRE38599, DANRE38600
OG0002105	XENTR11631	DANRE25802, DANRE25800, DANRE25799, DANRE25801, DANRE38951, DANRE38950, DANRE38948, DANRE38949
OG0002105	XENTR14520	DANRE25949, DANRE31451
OG0002106	XENTR03305	DANRE17857
OG0002106	XENTR11760	DANRE13872
OG0002107	XENTR10514	DANRE04310, DANRE04311
OG0002108	XENTR13048	DANRE05256
OG0002108	XENTR07710	DANRE17432, DANRE17433
OG0002109	XENTR09179	DANRE00095
OG0002110	XENTR19051, XENTR17888, XENTR19217, XENTR16994, XENTR18888, XENTR18889, XENTR18230, XENTR16974	DANRE43044, DANRE43045, DANRE43043, DANRE43042, DANRE28755, DANRE28731, DANRE28730, DANRE28588, DANRE28589, DANRE28591, DANRE28734, DANRE28735, DANRE28736, DANRE28729, DANRE28728, DANRE28590, DANRE28737
OG0002111	XENTR05252	DANRE06332, DANRE06333
OG0002111	XENTR05187	DANRE42857, DANRE42856
OG0002112	XENTR13787	DANRE33930
OG0002112	XENTR10060	DANRE38325, DANRE38324, DANRE38326, DANRE26006, DANRE26005
OG0002112	XENTR11946	DANRE40114, DANRE28149, DANRE28150
OG0002112	XENTR18203	DANRE09484, DANRE09483
OG0002122	XENTR13182	DANRE07020, DANRE07021
OG0002122	XENTR09071	DANRE36505, DANRE36504
OG0002123	XENTR04632	DANRE27250
OG0002125	XENTR18863	DANRE39735
OG0002125	XENTR01325	DANRE25120, DANRE25119, DANRE25121, DANRE39736
OG0002127	XENTR08596	DANRE36243, DANRE36242
OG0002128	XENTR02317	DANRE21325, DANRE21324
OG0002128	XENTR03444	DANRE07171
OG0002129	XENTR08464	DANRE07788
OG0002129	XENTR00664	DANRE33741, DANRE33740, DANRE33742
OG0002129	XENTR13829	DANRE16214, DANRE16213
OG0002130	XENTR07603	DANRE10787, DANRE10786, DANRE10785
OG0002131	XENTR05730	DANRE34723
OG0002131	XENTR05731, XENTR18308, XENTR17313	DANRE34719, DANRE34341
OG0002134	XENTR05125	DANRE14747, DANRE14746
OG0002135	XENTR08449	DANRE10554
OG0002135	XENTR18195	DANRE41892
OG0002135	XENTR01218	DANRE18534
OG0002136	XENTR08714	DANRE06672
OG0002136	XENTR05562	DANRE15995
OG0002136	XENTR09538	DANRE03986
OG0002137	XENTR04141, XENTR04140	DANRE04650
OG0002137	XENTR03111	DANRE13016, DANRE13015
OG0002138	XENTR08958	DANRE31593, DANRE31594
OG0002139	XENTR00173	DANRE10950, DANRE10949
OG0002139	XENTR13536	DANRE18034, DANRE18033, DANRE11923
OG0002140	XENTR07463	DANRE23292, DANRE23294, DANRE23291, DANRE23293
OG0002140	XENTR14702	DANRE24372, DANRE24373
OG0002141	XENTR00916	DANRE42313, DANRE42312
OG0002141	XENTR11777	DANRE15753, DANRE15752, DANRE15751
OG0002142	XENTR12125	DANRE25156, DANRE25155, DANRE38915
OG0002142	XENTR10633	DANRE19014, DANRE21713
OG0002143	XENTR13874	DANRE37599, DANRE37600
OG0002144	XENTR18301	DANRE28933, DANRE28934
OG0002144	XENTR10292	DANRE34604
OG0002145	XENTR06603	DANRE12594, DANRE12593
OG0002146	XENTR12879	DANRE31398, DANRE31399, DANRE31396, DANRE12431
OG0002146	XENTR02800	DANRE40465, DANRE40464
OG0002147	XENTR15274	DANRE09292, DANRE09293, DANRE09294
OG0002147	XENTR00295	DANRE26428, DANRE36327, DANRE36326
OG0002148	XENTR13087	DANRE18045
OG0002148	XENTR09100	DANRE03752
OG0002149	XENTR06941	DANRE03476, DANRE03477
OG0002149	XENTR02903	DANRE23888, DANRE23887, DANRE23886, DANRE26592
OG0002150	XENTR06771	DANRE34958
OG0002150	XENTR01454	DANRE25256
OG0002151	XENTR01675	DANRE02959, DANRE02960, DANRE30391, DANRE30392
OG0002152	XENTR06605	DANRE30684
OG0002153	XENTR10343	DANRE19935, DANRE19938, DANRE19936, DANRE19937
OG0002154	XENTR08853	DANRE16134, DANRE16135, DANRE05298, DANRE05299
OG0002155	XENTR07126	DANRE19904
OG0002155	XENTR11228	DANRE36593, DANRE36592
OG0002156	XENTR04891	DANRE16294
OG0002157	XENTR10258	DANRE15573, DANRE15572, DANRE30038, DANRE30037, DANRE04160, DANRE04159, DANRE30209, DANRE30210
OG0002158	XENTR02132	DANRE23948
OG0002159	XENTR12686	DANRE25780
OG0002160	XENTR18209	DANRE22821, DANRE22820
OG0002161	XENTR03398	DANRE09169, DANRE09170, DANRE14434, DANRE14433
OG0002161	XENTR14188	DANRE24704, DANRE24703
OG0002161	XENTR12700	DANRE42804
OG0002162	XENTR03932	DANRE40141, DANRE26602
OG0002162	XENTR07744	DANRE35386
OG0002163	XENTR00389	DANRE31471
OG0002163	XENTR18816	DANRE25945
OG0002163	XENTR00388	DANRE31470
OG0002163	XENTR07424	DANRE02306, DANRE02305
OG0002164	XENTR08035	DANRE04882, DANRE04883, DANRE04880, DANRE04881
OG0002165	XENTR12790	DANRE06070, DANRE06069
OG0002166	XENTR10313	DANRE01435, DANRE01434, DANRE40855, DANRE40854
OG0002166	XENTR06523	DANRE35051, DANRE35052
OG0002167	XENTR01922	DANRE01555, DANRE33556, DANRE33557
OG0002167	XENTR03650	DANRE20022, DANRE06269
OG0002167	XENTR12692	DANRE00271, DANRE00272
OG0002168	XENTR05025	DANRE14915, DANRE14916
OG0002168	XENTR15448	DANRE01851, DANRE01853, DANRE01850, DANRE01852
OG0002169	XENTR11319	DANRE38142, DANRE38141
OG0002169	XENTR12444	DANRE03316
OG0002170	XENTR00543	DANRE00534
OG0002170	XENTR13652	DANRE09328, DANRE09327
OG0002171	XENTR02510	DANRE40768, DANRE02347
OG0002172	XENTR04445	DANRE13491, DANRE13490, DANRE13488, DANRE13489
OG0002172	XENTR05333	DANRE31480, DANRE31481, DANRE31479
OG0002173	XENTR02932	DANRE14606, DANRE14605
OG0002173	XENTR05324	DANRE13464, DANRE13466, DANRE13467, DANRE25908, DANRE13465, DANRE25907, DANRE25906
OG0002175	XENTR06785	DANRE39612
OG0002175	XENTR15142	DANRE40442
OG0002176	XENTR16743, XENTR16744	DANRE31269
OG0002176	XENTR04434	DANRE38229, DANRE38228, DANRE13187
OG0002177	XENTR02389	DANRE17397, DANRE17396, DANRE17395
OG0002178	XENTR15594	DANRE43120, DANRE30367
OG0002179	XENTR17544	DANRE11778, DANRE11777
OG0002180	XENTR09330	DANRE27214, DANRE24078, DANRE24077
OG0002182	XENTR01224	DANRE36835
OG0002183	XENTR11513	DANRE31505, DANRE31504, DANRE31506, DANRE31507, DANRE31503
OG0002183	XENTR13324	DANRE02310, DANRE02311
OG0002184	XENTR05819	DANRE34335
OG0002184	XENTR11457	DANRE16850, DANRE29092
OG0002185	XENTR06645	DANRE25404
OG0002185	XENTR00451	DANRE25405
OG0002186	XENTR01085	DANRE35920, DANRE35919
OG0002186	XENTR10999	DANRE24028, DANRE24027
OG0002187	XENTR16423	DANRE34282, DANRE34283
OG0002188	XENTR01062	DANRE15351
OG0002189	XENTR00331	DANRE26778
OG0002190	XENTR06037	DANRE08160
OG0002190	XENTR01498, XENTR01499	DANRE00930, DANRE00929
OG0002191	XENTR01870	DANRE24199, DANRE24200, DANRE24201, DANRE24198
OG0002191	XENTR03789	DANRE23348
