Orthogroup	XENTR	DROME
OG0003181	XENTR18277	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	XENTR13629	DROME01632
OG0003183	XENTR03790, XENTR17483, XENTR15104	DROME05040, DROME05042, DROME05041
OG0003184	XENTR12742	DROME11152
OG0003185	XENTR17498, XENTR15967	DROME08767, DROME08766
OG0003188	XENTR05320, XENTR02763	DROME03250, DROME03249
OG0003189	XENTR15950	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	XENTR05225	DROME09590
OG0003192	XENTR08220, XENTR12874	DROME12610
OG0003193	XENTR09215	DROME14192
OG0003197	XENTR08587	DROME21048
OG0003198	XENTR08036	DROME07357
OG0003199	XENTR13157	DROME12668, DROME21725, DROME21726
OG0003202	XENTR06728	DROME05838, DROME05839
OG0003203	XENTR15103	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	XENTR14834, XENTR15297	DROME06205, DROME06206
OG0003206	XENTR01762	DROME21836, DROME21837
OG0003207	XENTR17115, XENTR02861	DROME14952
OG0003210	XENTR07740, XENTR03933	DROME16773, DROME16774
OG0003212	XENTR07956, XENTR01342	DROME16100
OG0003214	XENTR06201	DROME00548
OG0003215	XENTR07497, XENTR09047	DROME09352
OG0003217	XENTR05031, XENTR04303	DROME21077
OG0003218	XENTR12593	DROME08230
OG0003219	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559	DROME09373
OG0003220	XENTR11144, XENTR12866	DROME11342, DROME11341
OG0003221	XENTR02159, XENTR04079	DROME00225, DROME00224
OG0003222	XENTR15911, XENTR10214, XENTR13202	DROME18303, DROME18302, DROME18304
OG0003223	XENTR06905	DROME09209
OG0003224	XENTR16031, XENTR13430	DROME09348, DROME09349, DROME09347
OG0003225	XENTR02604	DROME18849
OG0003226	XENTR18053	DROME19617, DROME08490
OG0003228	XENTR13523	DROME21008
OG0003229	XENTR16185, XENTR10298	DROME01144
OG0003230	XENTR10511, XENTR10510	DROME17741
OG0003231	XENTR18302	DROME19301
OG0003235	XENTR17209	DROME05661, DROME05663, DROME05662
OG0003238	XENTR13238	DROME10776
OG0003240	XENTR17311, XENTR17807	DROME12807
OG0003251	XENTR09756	DROME19769, DROME19768, DROME16949
OG0003252	XENTR09598, XENTR09597	DROME18445
OG0003254	XENTR15784	DROME02901
OG0003257	XENTR11651	DROME15418
OG0003261	XENTR03202	DROME07634, DROME07633
OG0003262	XENTR06319, XENTR04546	DROME21043, DROME21045, DROME21044
OG0003263	XENTR11183	DROME09851
OG0003264	XENTR02125, XENTR05760	DROME08076
OG0003267	XENTR06701	DROME01973, DROME01974, DROME02727
OG0003268	XENTR11858	DROME20306
OG0003269	XENTR00981	DROME11682
OG0003272	XENTR11923, XENTR13832	DROME19754, DROME19755, DROME00829
OG0003273	XENTR14541, XENTR09949	DROME01509
OG0003275	XENTR18433, XENTR02465	DROME11988, DROME11987
OG0003277	XENTR01225, XENTR05973	DROME07456
OG0003279	XENTR06409, XENTR03464	DROME01016, DROME01017, DROME01018
OG0003280	XENTR14496	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003282	XENTR08973	DROME17686
OG0003283	XENTR02862	DROME12472
OG0003284	XENTR09406, XENTR09408, XENTR09407	DROME06818
OG0003286	XENTR00938	DROME09199, DROME09198
OG0003287	XENTR07598	DROME04328, DROME08276
OG0003288	XENTR00671	DROME00366, DROME00364, DROME00365
OG0003289	XENTR14484, XENTR00516, XENTR00515	DROME20541, DROME20542
OG0003290	XENTR07784	DROME00517
OG0003293	XENTR05206	DROME14676
OG0003294	XENTR05508	DROME01659, DROME01660
OG0003296	XENTR00824	DROME06822, DROME13531
OG0003297	XENTR07372	DROME19465
OG0003298	XENTR15553	DROME08089
OG0003299	XENTR12358	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003301	XENTR08929	DROME18741
OG0003302	XENTR02111	DROME01480
OG0003303	XENTR07483	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	XENTR08010, XENTR06925	DROME02914, DROME02913
OG0003305	XENTR11041	DROME13149
OG0003306	XENTR07978	DROME10136
OG0003307	XENTR16158	DROME17313
OG0003309	XENTR15002, XENTR18421	DROME19043, DROME19042
OG0003311	XENTR11582, XENTR06308	DROME15213
OG0003314	XENTR05197, XENTR05257, XENTR05501	DROME09986, DROME09988, DROME09987, DROME09985
OG0003316	XENTR08584	DROME13200
OG0003317	XENTR09784	DROME19362
OG0003318	XENTR17690, XENTR06814	DROME16706
OG0003320	XENTR02217	DROME12326
OG0003327	XENTR17104, XENTR13251	DROME19734
OG0003329	XENTR05841	DROME10094, DROME10095
OG0003330	XENTR05319	DROME03252, DROME03251
OG0003331	XENTR04048	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	XENTR17058, XENTR17059	DROME00791
OG0003333	XENTR04475, XENTR16496, XENTR16497	DROME10886, DROME10885, DROME10884
OG0003335	XENTR09006	DROME18113, DROME18112
OG0003336	XENTR04249, XENTR10459, XENTR04672	DROME10919, DROME10920, DROME10917
OG0003337	XENTR12026	DROME15232
OG0003340	XENTR05753, XENTR04075	DROME16534, DROME16533
OG0003341	XENTR12776	DROME01797
OG0003343	XENTR10202	DROME09151
OG0003344	XENTR06071, XENTR06072, XENTR06070	DROME04462, DROME04461
OG0003346	XENTR12386	DROME13869
OG0003347	XENTR05381	DROME11879, DROME11880
OG0003349	XENTR05563, XENTR07550	DROME08306, DROME08305, DROME08304
OG0003350	XENTR14406, XENTR06191	DROME00177, DROME00176
OG0003352	XENTR08399, XENTR03180	DROME13172
OG0003353	XENTR00740	DROME11820, DROME11822, DROME11821
OG0003354	XENTR14729	DROME19858
OG0003356	XENTR01788, XENTR19056	DROME15849
OG0003357	XENTR08718	DROME12029
OG0003359	XENTR15397	DROME18758
OG0003360	XENTR03049, XENTR03048	DROME20878, DROME20879
OG0003361	XENTR13092	DROME13197
OG0003364	XENTR14029, XENTR16714	DROME00064
OG0003365	XENTR02850, XENTR01233	DROME04108
OG0003366	XENTR04144	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	XENTR19276	DROME12239
OG0003368	XENTR08859	DROME16106, DROME16107
OG0003371	XENTR00505, XENTR02439	DROME09945, DROME09943, DROME09944, DROME09946
OG0003372	XENTR00441	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	XENTR00231, XENTR13931	DROME06476, DROME06475, DROME06474
OG0003375	XENTR18878, XENTR00570	DROME21029
OG0003376	XENTR08868	DROME16130, DROME16131, DROME16129
OG0003377	XENTR09874	DROME20606
OG0003378	XENTR16000	DROME18533
OG0003380	XENTR00830	DROME14333
OG0003381	XENTR16745, XENTR08704	DROME10051
OG0003384	XENTR01965	DROME17249, DROME17250
OG0003386	XENTR15284	DROME07039, DROME07040, DROME07041
OG0003388	XENTR06699	DROME11674, DROME19363
OG0003392	XENTR09804, XENTR00995, XENTR07310	DROME11355
OG0003396	XENTR16644	DROME21609
OG0003401	XENTR11000, XENTR06980, XENTR06981, XENTR01481	DROME10424
OG0003402	XENTR05678, XENTR05637, XENTR01381, XENTR10252	DROME17185
OG0003419	XENTR16940	DROME18310
OG0003421	XENTR04887	DROME04908, DROME07137, DROME07651
OG0003422	XENTR08946, XENTR08947	DROME04814
OG0003425	XENTR08256	DROME11464, DROME11465, DROME11463
OG0003426	XENTR14116	DROME12495
OG0003429	XENTR12279	DROME10812
OG0003430	XENTR15234	DROME19610, DROME04057
OG0003431	XENTR08565, XENTR08564, XENTR09172	DROME13747
OG0003433	XENTR13812	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	XENTR01877	DROME00166, DROME15353
OG0003437	XENTR07320, XENTR05601	DROME09807
OG0003442	XENTR06416, XENTR16044, XENTR02332	DROME06015, DROME06013, DROME06014
OG0003443	XENTR07991, XENTR13306	DROME18500
OG0003444	XENTR10884	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	XENTR07728	DROME01285
OG0003448	XENTR00217, XENTR05059	DROME02828, DROME02829, DROME02830
OG0003450	XENTR11136	DROME03280
OG0003452	XENTR14210	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003454	XENTR06943, XENTR12431	DROME10067
OG0003455	XENTR19153	DROME04003
OG0003456	XENTR10526	DROME19556
OG0003457	XENTR04624, XENTR08027	DROME06510, DROME06508, DROME06509
OG0003458	XENTR11788	DROME04148
OG0003459	XENTR01653	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003461	XENTR15751	DROME17474, DROME21694
OG0003462	XENTR16197	DROME00239
OG0003463	XENTR11861, XENTR11992	DROME20444
OG0003464	XENTR00966	DROME06231
OG0003465	XENTR06176	DROME04464
OG0003466	XENTR11842, XENTR10915	DROME16278
OG0003467	XENTR17927	DROME06043, DROME06042
OG0003468	XENTR02404	DROME01968
OG0003470	XENTR05074	DROME13653
OG0003473	XENTR00629, XENTR14470	DROME00049
OG0003475	XENTR16240	DROME02190
OG0003477	XENTR08073	DROME12317
OG0003478	XENTR12098	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	XENTR02579, XENTR16286, XENTR11231	DROME13645
OG0003481	XENTR05415	DROME01114
OG0003482	XENTR09273, XENTR18489	DROME08487
OG0003483	XENTR07509	DROME09876, DROME09877
OG0003484	XENTR05070, XENTR17032	DROME18666, DROME18665
OG0003485	XENTR10111	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	XENTR18643	DROME12571
OG0003489	XENTR05327, XENTR05749	DROME01312
OG0003490	XENTR10771	DROME13468
OG0003491	XENTR03228, XENTR07233	DROME11698
OG0003492	XENTR01960, XENTR06706	DROME17943
OG0003493	XENTR00341	DROME09294
OG0003496	XENTR05780	DROME03124
OG0003497	XENTR06024, XENTR18982	DROME08732
OG0003498	XENTR03494	DROME13034, DROME13035
OG0003499	XENTR09564	DROME14561
OG0003500	XENTR14238	DROME04015, DROME00982
OG0003501	XENTR10636	DROME13347, DROME13346, DROME13348
OG0003502	XENTR06321	DROME19567, DROME14375
OG0003503	XENTR13845	DROME17101, DROME17102
OG0003504	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690	DROME06794
OG0003505	XENTR00482	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	XENTR11659, XENTR05517	DROME18707
OG0003507	XENTR10640, XENTR00027	DROME14387, DROME14388
OG0003508	XENTR17069, XENTR08767	DROME15658
OG0003509	XENTR18947	DROME21960, DROME21962, DROME21961
OG0003513	XENTR16163, XENTR15086	DROME08556
OG0003515	XENTR10827, XENTR01032	DROME21652
OG0003518	XENTR08349	DROME08309
OG0003519	XENTR16950	DROME06802
OG0003520	XENTR02410	DROME21807, DROME02028
OG0003523	XENTR06238	DROME16368
OG0003526	XENTR07495, XENTR09052	DROME05107
OG0003528	XENTR10782	DROME21047, DROME06070
OG0003530	XENTR08393	DROME12252
OG0003531	XENTR02395, XENTR17644	DROME21993
OG0003532	XENTR10579	DROME08605
OG0003533	XENTR06013	DROME04480, DROME04479, DROME04481
OG0003535	XENTR02215, XENTR09303	DROME12323, DROME12324, DROME12325
OG0003536	XENTR04485, XENTR12968, XENTR16655	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	XENTR16304	DROME20330
OG0003539	XENTR17518	DROME09387, DROME09386
OG0003541	XENTR10222	DROME10049, DROME10048
OG0003543	XENTR00214	DROME18669
OG0003544	XENTR13004, XENTR07985	DROME05896
OG0003545	XENTR01366, XENTR13128	DROME08949
OG0003547	XENTR05429, XENTR12061	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	XENTR15263	DROME15072
OG0003550	XENTR11802, XENTR05398	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	XENTR04301	DROME18271, DROME18270, DROME16713
OG0003552	XENTR01989	DROME18554, DROME18555
OG0003553	XENTR06457	DROME17708
OG0003554	XENTR12448	DROME19011, DROME19012, DROME17407, DROME12945
OG0003558	XENTR09307, XENTR11536	DROME06037
OG0003560	XENTR06670	DROME18173
OG0003561	XENTR09143, XENTR09144, XENTR15956	DROME10510
OG0003562	XENTR13770	DROME12847, DROME12848
OG0003564	XENTR01915, XENTR08979	DROME16736
OG0003566	XENTR08703	DROME08493, DROME08492
OG0003567	XENTR12992	DROME20360, DROME20359
OG0003568	XENTR01200	DROME08773
OG0003569	XENTR00379, XENTR02589, XENTR02786	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	XENTR15222	DROME14267, DROME14246
OG0003571	XENTR05133, XENTR16524	DROME19608
OG0003573	XENTR18024	DROME07521
OG0003579	XENTR01923, XENTR05581, XENTR05580	DROME17312
OG0003581	XENTR18268	DROME08243, DROME08242, DROME08244, DROME08245, DROME17935, DROME17934
OG0003582	XENTR13303	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003584	XENTR16533, XENTR03225, XENTR04095	DROME18930
OG0003597	XENTR18049	DROME16622, DROME16621
OG0003599	XENTR06077	DROME08018
OG0003603	XENTR07586	DROME05424
OG0003604	XENTR09462, XENTR01204	DROME19568
OG0003610	XENTR18364	DROME07982, DROME07983
OG0003611	XENTR13792	DROME17638
OG0003613	XENTR07063, XENTR18350	DROME00856
OG0003615	XENTR11541	DROME16618, DROME16617
OG0003617	XENTR18835	DROME16095
OG0003618	XENTR06591	DROME15284, DROME15283
OG0003619	XENTR14382	DROME13589, DROME13590
OG0003620	XENTR11610	DROME17770
OG0003621	XENTR08477, XENTR08478	DROME13714, DROME13715, DROME13713
OG0003623	XENTR02019	DROME01675
OG0003624	XENTR04842	DROME12696
OG0003626	XENTR09204	DROME07546
OG0003629	XENTR03081	DROME03564
OG0003630	XENTR17948	DROME06784
OG0003632	XENTR10135, XENTR00270	DROME18545
OG0003634	XENTR10016	DROME03378
OG0003635	XENTR09260	DROME04946
OG0003638	XENTR03036	DROME16659
OG0003641	XENTR07679	DROME01116
OG0003642	XENTR10056, XENTR06735	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	XENTR17108	DROME00616
OG0003645	XENTR03915, XENTR07317	DROME12178
OG0003646	XENTR17031, XENTR17030	DROME09249, DROME09250
OG0003647	XENTR05840	DROME16616
OG0003649	XENTR11535	DROME12148, DROME12149
OG0003650	XENTR18719	DROME10934, DROME10933
OG0003655	XENTR16032, XENTR04379	DROME13069, DROME13070
OG0003656	XENTR08122, XENTR09683	DROME14867, DROME14868, DROME19174
OG0003657	XENTR07176	DROME04619
OG0003658	XENTR03326	DROME07032
OG0003659	XENTR06944	DROME09855
OG0003660	XENTR09436	DROME02231, DROME02233, DROME02232
OG0003661	XENTR03758	DROME07051
OG0003664	XENTR01685	DROME05104
OG0003666	XENTR15411, XENTR03926	DROME11426
OG0003667	XENTR07700, XENTR00535	DROME18793, DROME18792, DROME03291
OG0003668	XENTR02672	DROME15022, DROME15023
OG0003669	XENTR08683	DROME05487
OG0003671	XENTR13386, XENTR15446	DROME13120
OG0003672	XENTR07314	DROME03649
OG0003676	XENTR00677	DROME05478
OG0003677	XENTR08610, XENTR17285, XENTR15109	DROME10098
OG0003678	XENTR00079, XENTR17514	DROME20450
OG0003679	XENTR18397, XENTR12379	DROME02313
OG0003680	XENTR05231	DROME01384
OG0003681	XENTR16296, XENTR16295, XENTR04463	DROME08680, DROME08681
OG0003682	XENTR13445	DROME12564
OG0003686	XENTR05887	DROME06762
OG0003687	XENTR05213, XENTR00134	DROME12601
OG0003690	XENTR02409	DROME00439
OG0003692	XENTR01955	DROME11124
OG0003693	XENTR10718, XENTR18258	DROME08115
OG0003694	XENTR17179	DROME12215, DROME12216
OG0003695	XENTR07743, XENTR03931	DROME01947
OG0003696	XENTR02869	DROME10156
OG0003697	XENTR07379	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	XENTR09545, XENTR01970	DROME17520
OG0003700	XENTR15169, XENTR07388	DROME01181, DROME01182
OG0003703	XENTR16337, XENTR12841	DROME15370
OG0003704	XENTR14777, XENTR00061	DROME02181, DROME02180
OG0003708	XENTR08453	DROME12282, DROME12281
OG0003709	XENTR16313	DROME13668, DROME18688
OG0003710	XENTR06304	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	XENTR01274, XENTR12990	DROME10970
OG0003713	XENTR03924	DROME05410
OG0003714	XENTR10015	DROME02517
OG0003716	XENTR10549	DROME18657
OG0003717	XENTR08367	DROME10046
OG0003718	XENTR10379	DROME01297
OG0003720	XENTR01280, XENTR11759	DROME17484
OG0003721	XENTR07713, XENTR09504	DROME09052
OG0003722	XENTR13252, XENTR06780	DROME05995
OG0003729	XENTR03157	DROME04356, DROME06341
OG0003731	XENTR04923	DROME02907
OG0003732	XENTR18126	DROME10070
OG0003733	XENTR04294	DROME00230
OG0003734	XENTR16422	DROME19430
OG0003735	XENTR05792	DROME19631
OG0003737	XENTR06182, XENTR09163	DROME05769, DROME16282, DROME16607, DROME16283
OG0003738	XENTR17869	DROME11561, DROME11562
OG0003740	XENTR15199	DROME01620
OG0003741	XENTR17057	DROME14002, DROME20156
OG0003742	XENTR03179, XENTR03778	DROME17331, DROME17332
OG0003743	XENTR12518	DROME13785
OG0003744	XENTR06835, XENTR16465	DROME08150
OG0003745	XENTR00802	DROME20574, DROME20575
OG0003746	XENTR04180, XENTR06934, XENTR16848	DROME01977
OG0003747	XENTR05018	DROME00997, DROME00995, DROME00994, DROME00996
OG0003748	XENTR00377	DROME01784
OG0003749	XENTR16748	DROME18502, DROME18501
OG0003750	XENTR02453	DROME15590
OG0003753	XENTR13127	DROME12522, DROME12521, DROME12523
OG0003754	XENTR10153, XENTR11505	DROME08228, DROME08227
OG0003755	XENTR04060	DROME10789, DROME20093, DROME20094
OG0003756	XENTR06642	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	XENTR10842, XENTR07110	DROME11710, DROME11712, DROME11711
OG0003759	XENTR16557, XENTR14606	DROME06383
OG0003761	XENTR05309, XENTR05308, XENTR07160	DROME14154, DROME16436
OG0003763	XENTR17599	DROME19350
OG0003764	XENTR10248	DROME21578
OG0003769	XENTR12425	DROME11691, DROME11690, DROME11693, DROME11692
OG0003771	XENTR13739, XENTR03911	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003772	XENTR05943	DROME12948
OG0003773	XENTR01780, XENTR13130	DROME05209
OG0003775	XENTR13200	DROME10059
OG0003776	XENTR07141	DROME09504, DROME16551
OG0003777	XENTR01073, XENTR12435	DROME18238, DROME18237, DROME18236
OG0003778	XENTR10711	DROME13171
OG0003779	XENTR17121	DROME17898
OG0003794	XENTR06585, XENTR05055	DROME03810, DROME03820
OG0003795	XENTR19254	DROME10754, DROME10753, DROME10755
OG0003798	XENTR01114, XENTR07104	DROME12695
OG0003803	XENTR01279	DROME02481, DROME02482
OG0003806	XENTR07356	DROME01868
OG0003807	XENTR01368, XENTR01369, XENTR01367	DROME20522, DROME05215
OG0003808	XENTR13676	DROME08174
OG0003809	XENTR08847, XENTR04264	DROME04169, DROME04168
OG0003811	XENTR05500	DROME14988, DROME14990, DROME14989
OG0003812	XENTR18891	DROME16112, DROME15368
OG0003813	XENTR10561, XENTR06474	DROME10056
OG0003817	XENTR01494	DROME00653
OG0003818	XENTR08826	DROME11129
OG0003820	XENTR15816, XENTR15817	DROME07987
OG0003821	XENTR02570, XENTR07045	DROME04477
OG0003823	XENTR12892, XENTR11791	DROME12335
OG0003824	XENTR02218	DROME17215
OG0003826	XENTR01516	DROME12869, DROME12870, DROME12868
OG0003827	XENTR11304, XENTR18626	DROME06883, DROME06884
OG0003828	XENTR14525	DROME10911
OG0003829	XENTR04012	DROME01864
OG0003831	XENTR03490	DROME02158
OG0003832	XENTR00382, XENTR01228, XENTR01229	DROME22043
OG0003834	XENTR04978, XENTR18533	DROME21433
OG0003836	XENTR11782, XENTR15896	DROME15123
OG0003837	XENTR02506	DROME14236, DROME08398
OG0003838	XENTR00914, XENTR03476	DROME00382, DROME00383
OG0003839	XENTR13884	DROME21710
OG0003840	XENTR12159	DROME00482
OG0003841	XENTR12939	DROME10377, DROME10376, DROME21784
OG0003843	XENTR12778, XENTR12779	DROME02011
OG0003844	XENTR07150	DROME19636, DROME19637
OG0003845	XENTR04055	DROME21374
OG0003846	XENTR02190, XENTR11317	DROME14576
OG0003847	XENTR05448	DROME04113
OG0003848	XENTR09160	DROME19059, DROME03440, DROME21451, DROME09630
OG0003849	XENTR02659, XENTR08320	DROME18363, DROME18362
OG0003850	XENTR05454	DROME19645
OG0003851	XENTR02901	DROME07873, DROME07872, DROME07874
OG0003852	XENTR01443, XENTR00580	DROME08152
OG0003853	XENTR16563	DROME00889
OG0003854	XENTR09846, XENTR03116	DROME11356
OG0003856	XENTR05612	DROME18670
OG0003857	XENTR10397	DROME21963
OG0003860	XENTR19064, XENTR06357	DROME03956
OG0003861	XENTR12844	DROME13113
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	DROME16970, DROME16972, DROME16971
OG0003864	XENTR11994	DROME16687, DROME16688
OG0003865	XENTR08410, XENTR08547	DROME12154, DROME12155
OG0003866	XENTR06311	DROME15012, DROME15013
OG0003867	XENTR02863	DROME04382
OG0003868	XENTR14790, XENTR09159, XENTR09158	DROME05264, DROME05265, DROME05263
OG0003869	XENTR16798	DROME09592
OG0003870	XENTR11422	DROME12586, DROME12587
OG0003872	XENTR00808	DROME05404
OG0003873	XENTR00180	DROME21721
OG0003874	XENTR15862	DROME06608
OG0003875	XENTR04436	DROME19790, DROME19791
OG0003876	XENTR17136	DROME09112
OG0003877	XENTR02745	DROME03255, DROME03256
OG0003879	XENTR11236	DROME15863, DROME15864
OG0003881	XENTR04081	DROME06398
OG0003883	XENTR14642, XENTR14643, XENTR08760	DROME12952, DROME12953
OG0003884	XENTR02661	DROME16036
OG0003885	XENTR05759, XENTR02123	DROME01881, DROME01880
OG0003886	XENTR01682	DROME16702
OG0003887	XENTR18026	DROME05627
OG0003887	XENTR11440	DROME16856
OG0003888	XENTR15148	DROME14996
OG0003892	XENTR00762	DROME03882, DROME03883, DROME03881
OG0003893	XENTR13880	DROME20864
OG0003894	XENTR06779	DROME08816
OG0003895	XENTR15607	DROME02851, DROME08609, DROME08610, DROME02850
OG0003897	XENTR09637	DROME08504, DROME08505
OG0003898	XENTR00281	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003899	XENTR07459	DROME15608
OG0003903	XENTR11558	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	XENTR08625, XENTR05314	DROME13386
OG0003906	XENTR05038	DROME10315
OG0003908	XENTR12199	DROME07423
OG0003908	XENTR15544	DROME05483
OG0003909	XENTR13589	DROME12680
OG0003910	XENTR07945	DROME10387
OG0003911	XENTR02501	DROME11361
OG0003912	XENTR18566, XENTR04975, XENTR07778	DROME03970, DROME03969, DROME03443
OG0003913	XENTR15388	DROME04350
OG0003915	XENTR02712, XENTR00701	DROME04519
OG0003916	XENTR04593, XENTR05144	DROME10524, DROME10523
OG0003917	XENTR00420, XENTR10594	DROME06379
OG0003918	XENTR06731	DROME16748, DROME16746, DROME16745, DROME16747
OG0003919	XENTR14692	DROME21549
OG0003920	XENTR12856	DROME16629, DROME16630
OG0003921	XENTR04630	DROME02956, DROME02955, DROME02957
OG0003923	XENTR04190	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	XENTR05466	DROME01564, DROME01563
OG0003929	XENTR03727	DROME08880
OG0003930	XENTR10794	DROME20922
OG0003931	XENTR10403	DROME02384, DROME02385
OG0003933	XENTR11134, XENTR10793	DROME03669
OG0003934	XENTR05679	DROME11280
OG0003935	XENTR03877	DROME00302
OG0003936	XENTR06644	DROME02177
OG0003938	XENTR15244	DROME13183
OG0003939	XENTR04150	DROME01287
OG0003940	XENTR04461	DROME13675
OG0003942	XENTR17940	DROME15620
OG0003944	XENTR06236	DROME18760
OG0003945	XENTR18416	DROME01863
OG0003946	XENTR08261, XENTR12173	DROME13159, DROME13158
OG0003947	XENTR08870, XENTR02239	DROME08292
OG0003949	XENTR02519	DROME09152
OG0003950	XENTR10159	DROME16615
OG0003951	XENTR02805	DROME07725
OG0003955	XENTR03281	DROME16756
OG0003958	XENTR08137	DROME00635
OG0003959	XENTR14787, XENTR19068, XENTR16821	DROME15055
OG0003961	XENTR09360	DROME17804
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	DROME09201
OG0003965	XENTR12041	DROME07977, DROME07971, DROME07972
OG0003967	XENTR01385	DROME15281
OG0003968	XENTR09674	DROME04759, DROME04758
OG0003969	XENTR09036	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003970	XENTR06325	DROME08299
OG0003971	XENTR16415	DROME06198
OG0003972	XENTR02960	DROME03377
OG0003973	XENTR02390, XENTR13883	DROME13196, DROME13195, DROME13194
OG0003974	XENTR07421	DROME04925
OG0003978	XENTR01603, XENTR13382, XENTR01941	DROME14494, DROME17669
OG0003998	XENTR13053	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849
OG0003999	XENTR13639	DROME14381, DROME14380
OG0004000	XENTR16850	DROME11283
OG0004004	XENTR09365	DROME11754
OG0004005	XENTR08022	DROME14778, DROME14779, DROME14780
OG0004007	XENTR00335, XENTR12145	DROME18644
OG0004009	XENTR12738, XENTR07565	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004011	XENTR09432, XENTR02695	DROME02697, DROME02696, DROME02701
OG0004012	XENTR08974	DROME11288
OG0004014	XENTR16545	DROME02886, DROME02837
OG0004015	XENTR07793	DROME07793
OG0004017	XENTR14676	DROME02036
OG0004019	XENTR14133	DROME01647
OG0004020	XENTR03214	DROME17726, DROME17727
OG0004021	XENTR01515	DROME19870
OG0004022	XENTR07692	DROME10913, DROME10915, DROME10912, DROME10914
OG0004025	XENTR15063	DROME16102
OG0004027	XENTR05193, XENTR01694	DROME13967
OG0004028	XENTR07292	DROME21582, DROME21583
OG0004030	XENTR01775	DROME00135, DROME00134
OG0004031	XENTR02095	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004032	XENTR14175, XENTR14174, XENTR10565	DROME08117
OG0004033	XENTR07511	DROME14180, DROME12245
OG0004035	XENTR18213, XENTR18419	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	XENTR00661	DROME19609
OG0004037	XENTR08593	DROME06863
OG0004038	XENTR14795	DROME02888
OG0004041	XENTR00599	DROME05936
OG0004042	XENTR16635	DROME16619
OG0004044	XENTR01872	DROME05299, DROME05298
OG0004045	XENTR13376	DROME06772
OG0004047	XENTR09809	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	XENTR08968, XENTR08876	DROME17671
OG0004051	XENTR17604, XENTR07177	DROME18087, DROME18086
OG0004053	XENTR05712, XENTR12155	DROME21730
OG0004054	XENTR03843, XENTR02105	DROME15059
OG0004056	XENTR16767	DROME15287
OG0004057	XENTR00723	DROME00479
OG0004059	XENTR02089	DROME13217
OG0004060	XENTR10032	DROME20687
OG0004061	XENTR00001	DROME03990
OG0004062	XENTR18647, XENTR08862, XENTR10337	DROME16212
OG0004064	XENTR04196	DROME06301
OG0004065	XENTR13020	DROME02456
OG0004066	XENTR12212	DROME10827
OG0004067	XENTR14385	DROME14860
OG0004069	XENTR09185	DROME10101
OG0004070	XENTR11830	DROME04845
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	DROME15812
