Orthogroup	XENTR	NEMVE
OG0003890	XENTR06459, XENTR12480	NEMVE01588
OG0003892	XENTR00762	NEMVE22031, NEMVE14752
OG0003893	XENTR13880	NEMVE17391
OG0003894	XENTR06779	NEMVE13262
OG0003895	XENTR15607	NEMVE10938
OG0003896	XENTR17970, XENTR04800, XENTR16273	NEMVE05289
OG0003897	XENTR09637	NEMVE01514
OG0003898	XENTR00281	NEMVE00029, NEMVE20445
OG0003899	XENTR07459	NEMVE25516
OG0003900	XENTR06624	NEMVE17139
OG0003901	XENTR10660, XENTR18510	NEMVE14163
OG0003903	XENTR11558	NEMVE22012, NEMVE25716
OG0003904	XENTR08625, XENTR05314	NEMVE13657
OG0003905	XENTR09275	NEMVE07644
OG0003906	XENTR05038	NEMVE08844
OG0003908	XENTR12199	NEMVE15062
OG0003908	XENTR15544	NEMVE13469
OG0003909	XENTR13589	NEMVE12977
OG0003910	XENTR07945	NEMVE11947, NEMVE14228
OG0003911	XENTR02501	NEMVE13548
OG0003912	XENTR18566, XENTR04975, XENTR07778	NEMVE23480
OG0003913	XENTR15388	NEMVE06219
OG0003914	XENTR02686	NEMVE23883, NEMVE12983
OG0003915	XENTR02712, XENTR00701	NEMVE13987
OG0003916	XENTR04593, XENTR05144	NEMVE04869
OG0003917	XENTR00420, XENTR10594	NEMVE07359
OG0003918	XENTR06731	NEMVE15132
OG0003919	XENTR14692	NEMVE10991
OG0003920	XENTR12856	NEMVE13794
OG0003921	XENTR04630	NEMVE13546, NEMVE03026
OG0003922	XENTR08412	NEMVE11796
OG0003923	XENTR04190	NEMVE01001, NEMVE12285
OG0003925	XENTR05466	NEMVE14404
OG0003927	XENTR06337, XENTR06338	NEMVE14203, NEMVE11015, NEMVE11697
OG0003929	XENTR03727	NEMVE15034
OG0003930	XENTR10794	NEMVE11142
OG0003931	XENTR10403	NEMVE05283
OG0003933	XENTR11134, XENTR10793	NEMVE16001
OG0003934	XENTR05679	NEMVE10808
OG0003935	XENTR03877	NEMVE04906, NEMVE10377, NEMVE06933
OG0003936	XENTR06644	NEMVE07930
OG0003937	XENTR01997, XENTR01986	NEMVE18859
OG0003938	XENTR15244	NEMVE14790
OG0003939	XENTR04150	NEMVE25295, NEMVE20805, NEMVE20363
OG0003940	XENTR04461	NEMVE16875
OG0003941	XENTR10808	NEMVE17560
OG0003942	XENTR17940	NEMVE22462
OG0003944	XENTR06236	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	XENTR18416	NEMVE14589
OG0003946	XENTR08261, XENTR12173	NEMVE09626
OG0003947	XENTR08870, XENTR02239	NEMVE01496, NEMVE12187
OG0003948	XENTR01906	NEMVE19651
OG0003949	XENTR02519	NEMVE07570, NEMVE23133, NEMVE11025
OG0003950	XENTR10159	NEMVE04576
OG0003951	XENTR02805	NEMVE21774
OG0003954	XENTR15739, XENTR07597	NEMVE08288, NEMVE00930
OG0003955	XENTR03281	NEMVE06429
OG0003956	XENTR00432	NEMVE23428
OG0003957	XENTR11174, XENTR13241	NEMVE06353, NEMVE09576
OG0003958	XENTR08137	NEMVE15102
OG0003959	XENTR14787, XENTR19068, XENTR16821	NEMVE23777
OG0003961	XENTR09360	NEMVE15127
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	NEMVE16096, NEMVE01907
OG0003965	XENTR12041	NEMVE25502
OG0003966	XENTR12845	NEMVE13810
OG0003967	XENTR01385	NEMVE23105
OG0003968	XENTR09674	NEMVE08572
OG0003969	XENTR09036	NEMVE07890
OG0003970	XENTR06325	NEMVE23326
OG0003971	XENTR16415	NEMVE22272
OG0003973	XENTR02390, XENTR13883	NEMVE14779
OG0003974	XENTR07421, XENTR05432	NEMVE22748
OG0003997	XENTR03284	NEMVE05978
OG0003998	XENTR13053	NEMVE00894
OG0003999	XENTR13639	NEMVE21965
OG0004001	XENTR09607, XENTR03543, XENTR09154	NEMVE03521
OG0004002	XENTR07505	NEMVE18518
OG0004004	XENTR09365, XENTR00508	NEMVE06251
OG0004005	XENTR08022	NEMVE23848
OG0004007	XENTR00335, XENTR12145	NEMVE13953
OG0004009	XENTR12738, XENTR07565	NEMVE21729
OG0004010	XENTR15365	NEMVE14978, NEMVE12830
OG0004011	XENTR09432, XENTR02695	NEMVE25743
OG0004012	XENTR08974	NEMVE12899, NEMVE22318
OG0004014	XENTR16545	NEMVE25034, NEMVE18256
OG0004015	XENTR07793	NEMVE09359
OG0004016	XENTR08559	NEMVE13204
OG0004017	XENTR14676	NEMVE14537
OG0004018	XENTR14620	NEMVE17555
OG0004019	XENTR14133	NEMVE05373
OG0004020	XENTR03214, XENTR18787	NEMVE22667
OG0004021	XENTR01515	NEMVE03953, NEMVE00245, NEMVE06416
OG0004022	XENTR07692	NEMVE22354, NEMVE07265
OG0004023	XENTR12549, XENTR09886	NEMVE10125
OG0004024	XENTR10419	NEMVE24877
OG0004025	XENTR15063	NEMVE14321
OG0004028	XENTR07292	NEMVE00045, NEMVE01939
OG0004030	XENTR01775	NEMVE09561
OG0004031	XENTR02095	NEMVE09520
OG0004032	XENTR14175, XENTR14174, XENTR10565	NEMVE11647, NEMVE08726
OG0004033	XENTR07511	NEMVE05049
OG0004034	XENTR01478	NEMVE13874, NEMVE06071
OG0004035	XENTR18213, XENTR18419	NEMVE23476
OG0004036	XENTR00661	NEMVE22269
OG0004037	XENTR08593	NEMVE24489
OG0004038	XENTR14795	NEMVE25168
OG0004039	XENTR14249, XENTR17899	NEMVE05684
OG0004040	XENTR03495	NEMVE01924
OG0004041	XENTR00599	NEMVE07183
OG0004042	XENTR16635	NEMVE24907
OG0004043	XENTR06092	NEMVE25672
OG0004044	XENTR01872	NEMVE14670
OG0004045	XENTR13376	NEMVE22942
OG0004046	XENTR13914	NEMVE20796, NEMVE25121, NEMVE16185
OG0004047	XENTR09809	NEMVE14207
OG0004048	XENTR08968, XENTR08876	NEMVE04894
OG0004049	XENTR08475, XENTR05908, XENTR11386	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060
OG0004050	XENTR01327, XENTR01326	NEMVE24654
OG0004051	XENTR17604, XENTR07177	NEMVE16748
OG0004052	XENTR14748	NEMVE04588
OG0004053	XENTR05712, XENTR12155	NEMVE19218
OG0004055	XENTR07492, XENTR07490, XENTR07491	NEMVE22198
OG0004056	XENTR16960	NEMVE12001, NEMVE17803
OG0004057	XENTR00723	NEMVE14174
OG0004058	XENTR15687	NEMVE06021
OG0004059	XENTR02089	NEMVE10461
OG0004060	XENTR10032	NEMVE05949
OG0004061	XENTR00001	NEMVE09085
OG0004063	XENTR04591	NEMVE10277
OG0004064	XENTR04196	NEMVE23672
OG0004065	XENTR13020	NEMVE13633
OG0004066	XENTR12212	NEMVE18474
OG0004068	XENTR08780	NEMVE14104
OG0004069	XENTR09185	NEMVE10507
OG0004069	XENTR08526	NEMVE10503
OG0004070	XENTR11830	NEMVE00018, NEMVE22616
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	NEMVE14977
OG0004072	XENTR02752	NEMVE15269
OG0004075	XENTR00982	NEMVE15118
OG0004076	XENTR13769	NEMVE11675, NEMVE01100
OG0004078	XENTR10912	NEMVE07028
OG0004079	XENTR01034	NEMVE25325
OG0004080	XENTR04210, XENTR17702	NEMVE06984
OG0004081	XENTR09630, XENTR16082	NEMVE22578
OG0004082	XENTR03276	NEMVE11384, NEMVE01381
OG0004083	XENTR09602	NEMVE14362
OG0004084	XENTR03635	NEMVE14693
OG0004085	XENTR02748	NEMVE19893, NEMVE17924
OG0004086	XENTR00590	NEMVE02965
OG0004087	XENTR08763	NEMVE04747
OG0004088	XENTR12362, XENTR11015	NEMVE13678
OG0004089	XENTR15591	NEMVE22289, NEMVE23169
OG0004090	XENTR05223	NEMVE14306
OG0004091	XENTR04711	NEMVE00934
OG0004092	XENTR15001, XENTR15101	NEMVE12115, NEMVE21794
OG0004093	XENTR15684	NEMVE00957
OG0004094	XENTR14516	NEMVE25166
OG0004095	XENTR04765	NEMVE15313
OG0004096	XENTR04695	NEMVE22332
OG0004098	XENTR09195, XENTR00362	NEMVE01526
OG0004099	XENTR07018, XENTR03906	NEMVE08673
OG0004100	XENTR15549, XENTR15547	NEMVE13287
OG0004101	XENTR13964	NEMVE23681
OG0004102	XENTR02021	NEMVE00016, NEMVE08375
OG0004103	XENTR02995, XENTR02996	NEMVE23564
OG0004104	XENTR08622	NEMVE24910, NEMVE24911, NEMVE18049
OG0004105	XENTR00235	NEMVE12111, NEMVE13481
OG0004106	XENTR04092	NEMVE15033
OG0004107	XENTR09700	NEMVE13823
OG0004108	XENTR07571	NEMVE11403
OG0004110	XENTR18262	NEMVE22977
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	NEMVE08919
OG0004113	XENTR11125	NEMVE02452
OG0004114	XENTR11643	NEMVE17396
OG0004115	XENTR10408	NEMVE00036, NEMVE17538
OG0004116	XENTR06030	NEMVE02528, NEMVE25696
OG0004117	XENTR06588	NEMVE11174
OG0004118	XENTR00736	NEMVE13160
OG0004119	XENTR07270	NEMVE11571, NEMVE11572
OG0004120	XENTR09438	NEMVE24901
OG0004121	XENTR08429	NEMVE13634
OG0004123	XENTR18443, XENTR02606	NEMVE17411
OG0004124	XENTR02997, XENTR06594	NEMVE07304
OG0004125	XENTR09786	NEMVE13816
OG0004126	XENTR02624, XENTR17192	NEMVE08221, NEMVE20754
OG0004127	XENTR09339	NEMVE18642
OG0004128	XENTR07972, XENTR04126	NEMVE13713
OG0004131	XENTR00865	NEMVE05458
OG0004132	XENTR08207	NEMVE23224
OG0004133	XENTR08580, XENTR08835	NEMVE12851
OG0004134	XENTR10228	NEMVE14887
OG0004135	XENTR14499	NEMVE22322
OG0004136	XENTR14548	NEMVE14508
OG0004138	XENTR03975	NEMVE00024
OG0004140	XENTR05945	NEMVE05908
OG0004141	XENTR07977	NEMVE05886
OG0004141	XENTR09656	NEMVE02353, NEMVE05890
OG0004142	XENTR15552	NEMVE13449
OG0004143	XENTR14330	NEMVE18842
OG0004145	XENTR06685	NEMVE09487
OG0004146	XENTR10320	NEMVE21626, NEMVE02953
OG0004147	XENTR18396	NEMVE22674
OG0004148	XENTR06933	NEMVE19504
OG0004149	XENTR10834	NEMVE17931
OG0004150	XENTR03403	NEMVE13741
OG0004151	XENTR00487	NEMVE14229
OG0004153	XENTR02143	NEMVE00083
OG0004154	XENTR06055	NEMVE05816
OG0004157	XENTR18358	NEMVE16426, NEMVE03019
OG0004158	XENTR18490	NEMVE13617
OG0004159	XENTR12092, XENTR07512	NEMVE18358, NEMVE14604
OG0004160	XENTR00315	NEMVE23083
OG0004161	XENTR09910	NEMVE22412
OG0004163	XENTR08707	NEMVE09614
OG0004164	XENTR07551, XENTR07533	NEMVE22345, NEMVE25928
OG0004166	XENTR02693	NEMVE14358
OG0004167	XENTR11620	NEMVE10378
OG0004168	XENTR07704	NEMVE14660
OG0004169	XENTR16574	NEMVE09703
OG0004171	XENTR11673	NEMVE13975, NEMVE07139
OG0004174	XENTR05736	NEMVE05860
OG0004175	XENTR11021, XENTR11020	NEMVE16183
OG0004176	XENTR01051	NEMVE13135
OG0004178	XENTR17208	NEMVE24562
OG0004179	XENTR12520, XENTR09133	NEMVE13848
OG0004180	XENTR17753, XENTR17078	NEMVE06343
OG0004181	XENTR05491	NEMVE18763
OG0004183	XENTR10310	NEMVE25375
OG0004186	XENTR14918, XENTR07489	NEMVE14257, NEMVE25645
OG0004187	XENTR07777, XENTR12420, XENTR19105	NEMVE13250
OG0004188	XENTR01635, XENTR09043	NEMVE15828
OG0004189	XENTR04045, XENTR00785	NEMVE08777
OG0004190	XENTR07315	NEMVE24804
OG0004197	XENTR07183, XENTR03350	NEMVE25880
OG0004198	XENTR05295	NEMVE22383
OG0004215	XENTR11110	NEMVE23791
OG0004216	XENTR16489	NEMVE11628
OG0004217	XENTR12749	NEMVE07703
OG0004218	XENTR09333	NEMVE21685
OG0004219	XENTR05410	NEMVE22540, NEMVE20986
OG0004220	XENTR19132	NEMVE14904
OG0004222	XENTR03863	NEMVE22431
OG0004223	XENTR11343	NEMVE14495
OG0004225	XENTR05236, XENTR01889	NEMVE12928, NEMVE06699
OG0004226	XENTR12961	NEMVE24092, NEMVE20295
OG0004227	XENTR09239	NEMVE13579
OG0004228	XENTR12759, XENTR03636	NEMVE14091
OG0004229	XENTR09293	NEMVE10839
OG0004230	XENTR06029, XENTR18693	NEMVE20221, NEMVE15013
OG0004231	XENTR07588	NEMVE25640, NEMVE19289
OG0004232	XENTR14755	NEMVE05374
OG0004234	XENTR06240	NEMVE17554, NEMVE18650
OG0004236	XENTR09087	NEMVE01769, NEMVE21449, NEMVE08213
OG0004237	XENTR03566	NEMVE24212
OG0004239	XENTR02464	NEMVE09798
OG0004241	XENTR07243	NEMVE17443
OG0004242	XENTR10644	NEMVE14789
OG0004243	XENTR02756	NEMVE13950
OG0004244	XENTR15972	NEMVE09261, NEMVE22340
OG0004245	XENTR13102	NEMVE22952
OG0004246	XENTR10841	NEMVE13565
OG0004247	XENTR05707	NEMVE19464
OG0004248	XENTR02442	NEMVE20564, NEMVE10713
OG0004249	XENTR14714	NEMVE07696
OG0004250	XENTR13434	NEMVE05051
OG0004251	XENTR04013	NEMVE19617, NEMVE25778
OG0004252	XENTR01265	NEMVE15040
OG0004253	XENTR14684, XENTR07125	NEMVE06410
OG0004254	XENTR02285	NEMVE02453
OG0004255	XENTR08386	NEMVE24360
OG0004256	XENTR15977, XENTR02002, XENTR02001	NEMVE09070, NEMVE09069, NEMVE09065, NEMVE09617
OG0004257	XENTR00860	NEMVE24614
OG0004258	XENTR15149	NEMVE23518
OG0004259	XENTR05280	NEMVE22430
OG0004260	XENTR08524	NEMVE15889, NEMVE21330
OG0004261	XENTR17138	NEMVE20799, NEMVE22436
OG0004262	XENTR03026	NEMVE04762
OG0004263	XENTR18355	NEMVE05868
OG0004265	XENTR01292	NEMVE06493
OG0004267	XENTR05430, XENTR16646	NEMVE06676
OG0004268	XENTR16315	NEMVE09145
OG0004269	XENTR08648	NEMVE11660
OG0004270	XENTR15859	NEMVE05372
OG0004271	XENTR02370	NEMVE13196
OG0004272	XENTR04240	NEMVE14903
OG0004273	XENTR07324	NEMVE01963
OG0004274	XENTR00473, XENTR15777	NEMVE13344
OG0004275	XENTR02366, XENTR11914	NEMVE13750
OG0004276	XENTR15736	NEMVE18577
OG0004277	XENTR14387	NEMVE09367, NEMVE25827, NEMVE21668
OG0004278	XENTR18016, XENTR18015	NEMVE11125
OG0004279	XENTR14989	NEMVE18790
OG0004280	XENTR10748	NEMVE06242
OG0004281	XENTR18517	NEMVE01299, NEMVE02877
OG0004281	XENTR18518	NEMVE02375
OG0004282	XENTR04076	NEMVE15059
OG0004284	XENTR12171, XENTR15187	NEMVE10541
OG0004285	XENTR08748	NEMVE13116, NEMVE17912
OG0004286	XENTR03668	NEMVE09457, NEMVE02864
OG0004287	XENTR14573, XENTR10948	NEMVE10700
OG0004288	XENTR13701	NEMVE18710
OG0004289	XENTR09034	NEMVE18867
OG0004290	XENTR09552, XENTR12944	NEMVE01915
OG0004291	XENTR07498	NEMVE06141
OG0004292	XENTR16091	NEMVE11084
OG0004295	XENTR10638	NEMVE08615
OG0004296	XENTR04332	NEMVE21716
OG0004297	XENTR11758	NEMVE05511
OG0004298	XENTR15631, XENTR15632	NEMVE18586
OG0004299	XENTR16510	NEMVE07833
OG0004300	XENTR04840	NEMVE08965
OG0004301	XENTR16663	NEMVE15665
OG0004302	XENTR16178	NEMVE13868
OG0004303	XENTR15590	NEMVE14939, NEMVE00925
OG0004304	XENTR01480, XENTR00786	NEMVE02041
OG0004305	XENTR13288	NEMVE07351, NEMVE23119, NEMVE14272
OG0004306	XENTR02165, XENTR02164	NEMVE02836
OG0004307	XENTR09783	NEMVE14393
OG0004308	XENTR00676	NEMVE25489, NEMVE20752
OG0004309	XENTR16255, XENTR16256	NEMVE21890
OG0004310	XENTR12153, XENTR08109	NEMVE21788
OG0004312	XENTR06276	NEMVE14123
OG0004314	XENTR03952, XENTR14943	NEMVE10498
OG0004315	XENTR10505	NEMVE18139
OG0004316	XENTR00291	NEMVE13067
OG0004317	XENTR06347	NEMVE21704, NEMVE16794
OG0004318	XENTR13838	NEMVE17782, NEMVE25004
OG0004319	XENTR12729, XENTR16401	NEMVE06670
OG0004321	XENTR09288	NEMVE19590
OG0004322	XENTR02157	NEMVE05406
OG0004323	XENTR11176	NEMVE00970
OG0004324	XENTR13333	NEMVE07951
OG0004325	XENTR01927	NEMVE14783, NEMVE15420
OG0004326	XENTR13113, XENTR13114	NEMVE24895
OG0004327	XENTR14732	NEMVE10956
OG0004328	XENTR02447	NEMVE25033
OG0004330	XENTR09044	NEMVE01493
OG0004331	XENTR06669	NEMVE22843, NEMVE02042
OG0004332	XENTR06028	NEMVE14173
OG0004333	XENTR05026	NEMVE02002
OG0004335	XENTR13834	NEMVE03938
OG0004338	XENTR09719	NEMVE13087
OG0004341	XENTR16678	NEMVE15556
OG0004342	XENTR01054	NEMVE23268
OG0004343	XENTR02018	NEMVE01964
OG0004344	XENTR10220	NEMVE02635
OG0004345	XENTR06180	NEMVE06527
OG0004346	XENTR00433	NEMVE13974
OG0004347	XENTR07124	NEMVE25932
OG0004348	XENTR02314	NEMVE25252
OG0004349	XENTR02391	NEMVE22471
OG0004350	XENTR03571	NEMVE13828
OG0004351	XENTR16067	NEMVE00918
OG0004352	XENTR09638	NEMVE24736
OG0004353	XENTR16070	NEMVE13665
OG0004354	XENTR04545	NEMVE20729, NEMVE09507
OG0004355	XENTR07976, XENTR10102	NEMVE10193
OG0004356	XENTR06247	NEMVE00913
OG0004357	XENTR08914, XENTR01920	NEMVE08918
OG0004358	XENTR11117	NEMVE08331
OG0004359	XENTR06807	NEMVE11194, NEMVE05627
OG0004360	XENTR12875	NEMVE21274, NEMVE08954
OG0004361	XENTR01312	NEMVE02934
OG0004362	XENTR12262, XENTR01742	NEMVE06585
OG0004363	XENTR04903	NEMVE04882
OG0004364	XENTR11370	NEMVE22420, NEMVE15837
OG0004365	XENTR12130	NEMVE13126
OG0004366	XENTR00500	NEMVE01469
OG0004367	XENTR18829	NEMVE25724, NEMVE16633
OG0004367	XENTR18999	NEMVE21869
OG0004368	XENTR03944, XENTR15526	NEMVE24990
OG0004369	XENTR11040	NEMVE10451
OG0004370	XENTR15518	NEMVE13399, NEMVE21469
OG0004373	XENTR00323	NEMVE14057, NEMVE19923
OG0004374	XENTR16529	NEMVE23199, NEMVE20953
OG0004375	XENTR08120	NEMVE20939, NEMVE22727
OG0004376	XENTR07129, XENTR04540	NEMVE09342
OG0004377	XENTR06554	NEMVE23502
OG0004378	XENTR04941	NEMVE08774
OG0004379	XENTR12677	NEMVE13525
OG0004380	XENTR19120	NEMVE13704
OG0004381	XENTR18220	NEMVE00013, NEMVE20297
OG0004383	XENTR10950, XENTR10949	NEMVE23000
OG0004384	XENTR05103	NEMVE10110
OG0004385	XENTR19282, XENTR07729	NEMVE05533
OG0004388	XENTR07992	NEMVE09689
OG0004389	XENTR00308	NEMVE25116
OG0004390	XENTR09925	NEMVE18831
OG0004391	XENTR05650, XENTR04998	NEMVE25027
OG0004392	XENTR08920	NEMVE06757
OG0004393	XENTR08850	NEMVE03424
OG0004395	XENTR10110	NEMVE01603, NEMVE20434
OG0004396	XENTR16480	NEMVE14513
OG0004398	XENTR01613	NEMVE08807
OG0004399	XENTR02783, XENTR01338	NEMVE06137
OG0004400	XENTR04523, XENTR04524	NEMVE09297
OG0004401	XENTR00790	NEMVE15063
OG0004403	XENTR12123	NEMVE13305
OG0004405	XENTR01271	NEMVE21826
OG0004406	XENTR12792, XENTR06682	NEMVE07905
OG0004407	XENTR11714	NEMVE01541
OG0004408	XENTR14283	NEMVE12839
OG0004409	XENTR11912, XENTR02365	NEMVE24584
OG0004413	XENTR04845	NEMVE00900
OG0004414	XENTR10946	NEMVE23559
OG0004415	XENTR10485	NEMVE22453
OG0004417	XENTR00369	NEMVE05869
OG0004418	XENTR03415	NEMVE17982
OG0004419	XENTR01954	NEMVE11160
OG0004420	XENTR16061, XENTR04098, XENTR04405	NEMVE10078
OG0004423	XENTR08365	NEMVE08914
OG0004424	XENTR11298	NEMVE02966
OG0004425	XENTR17641, XENTR12250	NEMVE23884
OG0004426	XENTR09040	NEMVE14125
OG0004427	XENTR00494, XENTR14360	NEMVE05535, NEMVE09281, NEMVE14540
OG0004460	XENTR13298	NEMVE18796
OG0004462	XENTR02713	NEMVE13727
OG0004463	XENTR04529, XENTR14681	NEMVE14756
OG0004465	XENTR03018	NEMVE21926
OG0004467	XENTR10318, XENTR06318	NEMVE02056
OG0004468	XENTR14274	NEMVE08237
OG0004471	XENTR00144	NEMVE04795
OG0004472	XENTR00749, XENTR00750	NEMVE00917
OG0004474	XENTR12032	NEMVE07662
OG0004475	XENTR05597	NEMVE08034
OG0004476	XENTR00796	NEMVE06718
OG0004478	XENTR09560	NEMVE22692
OG0004479	XENTR07670	NEMVE01055
OG0004480	XENTR16993	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383, NEMVE10236, NEMVE16756
OG0004481	XENTR01473	NEMVE25241
OG0004482	XENTR10601	NEMVE04942
OG0004483	XENTR17280	NEMVE22140
OG0004484	XENTR11603	NEMVE13818
OG0004487	XENTR05512, XENTR05509, XENTR05510, XENTR05511	NEMVE11590
OG0004488	XENTR17026	NEMVE08819
OG0004489	XENTR16138	NEMVE22535
OG0004490	XENTR11487	NEMVE03491
OG0004491	XENTR07277	NEMVE23478
OG0004492	XENTR11376	NEMVE13230
OG0004493	XENTR12768	NEMVE10267
OG0004494	XENTR00973, XENTR00972	NEMVE01991, NEMVE12026
OG0004495	XENTR04018	NEMVE18943
OG0004496	XENTR12973	NEMVE23787
OG0004497	XENTR14301	NEMVE00899
OG0004498	XENTR10412	NEMVE10128
OG0004499	XENTR05546, XENTR11717	NEMVE21044, NEMVE07898
OG0004500	XENTR10700, XENTR10699	NEMVE13883
OG0004502	XENTR17400, XENTR17398, XENTR17399	NEMVE17968, NEMVE07577
OG0004503	XENTR14221	NEMVE12347, NEMVE05528
OG0004505	XENTR01116, XENTR01117	NEMVE13485
OG0004506	XENTR13727	NEMVE15612
OG0004507	XENTR03425	NEMVE21959
OG0004508	XENTR02525, XENTR02524	NEMVE13524
OG0004509	XENTR03935	NEMVE14984
OG0004510	XENTR03962	NEMVE07681
OG0004511	XENTR00822, XENTR10201	NEMVE23558
OG0004512	XENTR03832	NEMVE05081
OG0004514	XENTR00881	NEMVE19912, NEMVE25850
OG0004515	XENTR02016	NEMVE16698
OG0004516	XENTR04054	NEMVE01959
OG0004517	XENTR13124	NEMVE09567
OG0004518	XENTR07756	NEMVE05509
OG0004519	XENTR11913	NEMVE01745
OG0004520	XENTR09651	NEMVE23460
OG0004522	XENTR02122, XENTR05757	NEMVE10390
OG0004523	XENTR18329	NEMVE24572
OG0004524	XENTR04778	NEMVE23429
OG0004525	XENTR09291	NEMVE09848
OG0004527	XENTR00456	NEMVE09810
OG0004529	XENTR05758	NEMVE14754
OG0004530	XENTR14376, XENTR03964	NEMVE14962
OG0004531	XENTR11135	NEMVE13941
OG0004532	XENTR11080	NEMVE06307
OG0004534	XENTR13193, XENTR13192	NEMVE06444
OG0004535	XENTR12654	NEMVE14895
OG0004536	XENTR06593	NEMVE24546
OG0004537	XENTR07746	NEMVE06806, NEMVE06793
OG0004538	XENTR11687	NEMVE11904, NEMVE14557
OG0004539	XENTR06560, XENTR11278	NEMVE06340
OG0004540	XENTR01878	NEMVE14340
OG0004542	XENTR01276	NEMVE22875
OG0004543	XENTR13966, XENTR13965	NEMVE15333
OG0004544	XENTR14557	NEMVE13619
OG0004545	XENTR05802	NEMVE09905
OG0004546	XENTR11757	NEMVE24991
OG0004548	XENTR11954	NEMVE24852
OG0004549	XENTR17964, XENTR17963	NEMVE23165
OG0004550	XENTR08942	NEMVE24073
OG0004551	XENTR13993	NEMVE05944
OG0004552	XENTR18114	NEMVE14503
OG0004553	XENTR04020	NEMVE24685
OG0004555	XENTR08168	NEMVE05464
OG0004557	XENTR07094, XENTR03173	NEMVE22368
OG0004558	XENTR17229, XENTR19018	NEMVE07860, NEMVE19747
OG0004559	XENTR09793	NEMVE09979
OG0004560	XENTR08583	NEMVE20612
OG0004561	XENTR09028	NEMVE09729
OG0004563	XENTR04438	NEMVE13109, NEMVE21039
OG0004564	XENTR08998	NEMVE10745
OG0004565	XENTR07621	NEMVE20945, NEMVE09496, NEMVE09490
OG0004566	XENTR15836, XENTR04511	NEMVE05423
OG0004567	XENTR13930	NEMVE08979
OG0004568	XENTR03875	NEMVE15087
OG0004569	XENTR00817	NEMVE11455, NEMVE25874
OG0004570	XENTR01634, XENTR09045	NEMVE09472
OG0004571	XENTR02902	NEMVE12245
OG0004572	XENTR09340	NEMVE09747
OG0004573	XENTR04046	NEMVE10987, NEMVE20146
OG0004574	XENTR07069, XENTR17501	NEMVE20279, NEMVE11028
OG0004576	XENTR08967, XENTR08877	NEMVE24443
OG0004577	XENTR13602	NEMVE25631
OG0004578	XENTR06163	NEMVE22684
OG0004579	XENTR17330	NEMVE14497
OG0004580	XENTR12038, XENTR12039	NEMVE01972
OG0004580	XENTR12037	NEMVE13068, NEMVE12045
OG0004581	XENTR13391	NEMVE20283, NEMVE10061
OG0004582	XENTR02772	NEMVE02471, NEMVE09353
OG0004583	XENTR07476	NEMVE13969
OG0004584	XENTR11392	NEMVE24702
OG0004585	XENTR07684	NEMVE22328
OG0004587	XENTR03565, XENTR03564	NEMVE04673
OG0004588	XENTR01517	NEMVE13733, NEMVE18431
OG0004589	XENTR14980, XENTR06532, XENTR06533	NEMVE22288
OG0004590	XENTR04031	NEMVE25895, NEMVE18908
OG0004591	XENTR07363	NEMVE22517
OG0004592	XENTR17519	NEMVE04397
OG0004593	XENTR09764	NEMVE14593
OG0004594	XENTR10141	NEMVE14570
OG0004595	XENTR06910	NEMVE23888
OG0004596	XENTR16636	NEMVE14349
OG0004599	XENTR02769, XENTR08531	NEMVE14260, NEMVE17942
OG0004600	XENTR15611	NEMVE18939
OG0004601	XENTR06793	NEMVE24185
OG0004602	XENTR09792	NEMVE14888
OG0004603	XENTR01817	NEMVE10302
OG0004605	XENTR01842, XENTR01844	NEMVE13200
OG0004606	XENTR15899	NEMVE10087
OG0004608	XENTR16188, XENTR16189	NEMVE24939
OG0004609	XENTR16103	NEMVE13242
OG0004610	XENTR12122	NEMVE14987
OG0004611	XENTR13026	NEMVE16538
OG0004612	XENTR12441	NEMVE06661
OG0004613	XENTR12502	NEMVE14649, NEMVE02540
OG0004614	XENTR06617, XENTR06618, XENTR12809, XENTR12810	NEMVE16785
OG0004616	XENTR05385	NEMVE13537
OG0004617	XENTR17100, XENTR08959	NEMVE23874
OG0004618	XENTR01046, XENTR01045	NEMVE08467, NEMVE02644, NEMVE08128
OG0004619	XENTR06929	NEMVE14883, NEMVE00286
OG0004620	XENTR03756	NEMVE24417
OG0004621	XENTR11915	NEMVE15548
OG0004622	XENTR06548	NEMVE01350
OG0004625	XENTR00859	NEMVE07306
OG0004626	XENTR07264	NEMVE14880, NEMVE03566, NEMVE12350
OG0004627	XENTR06310	NEMVE14505
OG0004628	XENTR06954, XENTR08395	NEMVE21690
OG0004629	XENTR10455	NEMVE05013
OG0004631	XENTR08686	NEMVE10220
OG0004632	XENTR17581	NEMVE13130
OG0004633	XENTR03277	NEMVE14514, NEMVE14238
OG0004634	XENTR06011	NEMVE04611
OG0004635	XENTR11060	NEMVE12750, NEMVE15016
OG0004638	XENTR13657	NEMVE22582
OG0004639	XENTR07750	NEMVE18292
