Orthogroup	XENTR	STRPU_ok
OG0003551	XENTR04301	STRPU_18972, STRPU_18959
OG0003552	XENTR01989	STRPU_20147
OG0003553	XENTR06457	STRPU_10274
OG0003554	XENTR12448	STRPU_09335
OG0003555	XENTR10243, XENTR06578, XENTR10244, XENTR10245	STRPU_09097, STRPU_02068
OG0003557	XENTR02226	STRPU_20157
OG0003558	XENTR09307, XENTR11536	STRPU_27128
OG0003560	XENTR06670	STRPU_20500
OG0003561	XENTR09143, XENTR09144, XENTR15956	STRPU_17360, STRPU_17346
OG0003562	XENTR13770	STRPU_24859
OG0003563	XENTR00974	STRPU_01477, STRPU_08694
OG0003564	XENTR01915, XENTR08979	STRPU_09624
OG0003565	XENTR01961	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900
OG0003566	XENTR08703	STRPU_11918, STRPU_11878
OG0003567	XENTR12992	STRPU_02062, STRPU_09090
OG0003568	XENTR01200	STRPU_14841
OG0003569	XENTR00379, XENTR02589, XENTR02786	STRPU_23349
OG0003570	XENTR15222	STRPU_02794
OG0003571	XENTR05133, XENTR16524	STRPU_26236
OG0003572	XENTR12331, XENTR07627	STRPU_21159, STRPU_21167
OG0003573	XENTR18024	STRPU_14812
OG0003576	XENTR04491, XENTR04492, XENTR02968, XENTR03721	STRPU_25516
OG0003577	XENTR15366	STRPU_22045
OG0003578	XENTR14689, XENTR00880	STRPU_14245
OG0003579	XENTR01923, XENTR05581, XENTR05580	STRPU_04470
OG0003581	XENTR18268	STRPU_24378
OG0003582	XENTR13303	STRPU_22683
OG0003597	XENTR18049	STRPU_01702, STRPU_02662
OG0003598	XENTR12005	STRPU_00768, STRPU_19800
OG0003601	XENTR05348, XENTR05349	STRPU_13952
OG0003603	XENTR07586	STRPU_08310
OG0003604	XENTR09462, XENTR01204	STRPU_14769, STRPU_02554
OG0003607	XENTR04132	STRPU_21163, STRPU_21155
OG0003608	XENTR09171	STRPU_20365
OG0003610	XENTR18364	STRPU_01053, STRPU_24252
OG0003611	XENTR13792	STRPU_09452, STRPU_01510
OG0003612	XENTR12924	STRPU_18969, STRPU_18956
OG0003613	XENTR07063, XENTR18350	STRPU_12108, STRPU_12143
OG0003615	XENTR11541	STRPU_19046
OG0003616	XENTR17934	STRPU_01981
OG0003617	XENTR18835	STRPU_13092, STRPU_13104
OG0003618	XENTR06591	STRPU_08027, STRPU_02032
OG0003619	XENTR14382	STRPU_05456
OG0003620	XENTR11610	STRPU_00502, STRPU_15940
OG0003621	XENTR08477, XENTR08478	STRPU_17041, STRPU_01807
OG0003622	XENTR00588	STRPU_10952, STRPU_21646, STRPU_21710
OG0003623	XENTR02019	STRPU_11446
OG0003627	XENTR03252	STRPU_06634
OG0003628	XENTR05281	STRPU_26819
OG0003630	XENTR17948	STRPU_14988, STRPU_14958
OG0003631	XENTR01597	STRPU_04940
OG0003632	XENTR10135, XENTR00270	STRPU_11322
OG0003635	XENTR09260	STRPU_05033, STRPU_05106
OG0003636	XENTR14237	STRPU_21350
OG0003638	XENTR03036	STRPU_21025
OG0003639	XENTR09450	STRPU_14552
OG0003640	XENTR07366, XENTR07389, XENTR15717	STRPU_24148
OG0003641	XENTR07679	STRPU_00224, STRPU_25964
OG0003642	XENTR10056, XENTR06735	STRPU_27230
OG0003643	XENTR16883	STRPU_23157
OG0003644	XENTR17108	STRPU_19783, STRPU_00787
OG0003645	XENTR03915, XENTR07317	STRPU_05770
OG0003646	XENTR17031, XENTR17030	STRPU_26839
OG0003647	XENTR05840	STRPU_27138
OG0003648	XENTR11369	STRPU_21139
OG0003649	XENTR11535	STRPU_26514
OG0003650	XENTR18719	STRPU_07527
OG0003651	XENTR07797	STRPU_08068
OG0003652	XENTR05790, XENTR01212	STRPU_17587, STRPU_17563
OG0003653	XENTR00241, XENTR07273, XENTR15919	STRPU_25673
OG0003654	XENTR14703	STRPU_07070, STRPU_07065
OG0003655	XENTR16032, XENTR04379	STRPU_17785
OG0003656	XENTR08122, XENTR09683	STRPU_23061, STRPU_00647
OG0003657	XENTR07176	STRPU_22899, STRPU_22914
OG0003658	XENTR03326	STRPU_23985
OG0003659	XENTR06944	STRPU_24909
OG0003660	XENTR09436	STRPU_04268
OG0003662	XENTR13147, XENTR18370	STRPU_01543, STRPU_09415
OG0003663	XENTR12741, XENTR07298	STRPU_04833
OG0003664	XENTR01685	STRPU_08332
OG0003665	XENTR03871	STRPU_26573, STRPU_24787
OG0003666	XENTR15411, XENTR03926	STRPU_00986, STRPU_23456
OG0003668	XENTR02672	STRPU_26719
OG0003669	XENTR08683	STRPU_19296, STRPU_01851
OG0003671	XENTR13386, XENTR15446	STRPU_09909
OG0003672	XENTR07314	STRPU_08809
OG0003675	XENTR14931	STRPU_01019, STRPU_23417
OG0003676	XENTR01874	STRPU_13154, STRPU_13134
OG0003677	XENTR08610, XENTR17285, XENTR15109	STRPU_13383, STRPU_13363
OG0003678	XENTR00079, XENTR17514	STRPU_19225
OG0003679	XENTR18397, XENTR12379	STRPU_24398
OG0003680	XENTR05231	STRPU_24042, STRPU_02621
OG0003681	XENTR16296, XENTR16295, XENTR04463	STRPU_11705
OG0003682	XENTR13445	STRPU_20705
OG0003684	XENTR04969	STRPU_26095
OG0003685	XENTR08131	STRPU_22192
OG0003686	XENTR05887	STRPU_25646, STRPU_25651
OG0003687	XENTR05213, XENTR00134	STRPU_13921, STRPU_13934
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	STRPU_11389
OG0003689	XENTR14093, XENTR05380	STRPU_01600, STRPU_13582
OG0003690	XENTR02409	STRPU_21873
OG0003691	XENTR14452	STRPU_05039, STRPU_05113
OG0003692	XENTR01955	STRPU_01575, STRPU_09381
OG0003693	XENTR10718, XENTR18258	STRPU_22769, STRPU_01926
OG0003694	XENTR17179	STRPU_00897, STRPU_23023
OG0003695	XENTR07743, XENTR03931	STRPU_20388
OG0003696	XENTR02869	STRPU_23695, STRPU_23693
OG0003697	XENTR07379	STRPU_08308
OG0003698	XENTR09545, XENTR01970	STRPU_09884
OG0003700	XENTR15169, XENTR07388	STRPU_08820
OG0003702	XENTR18826, XENTR08512	STRPU_21023
OG0003703	XENTR16337, XENTR12841	STRPU_12263
OG0003704	XENTR14777, XENTR00061	STRPU_07662, STRPU_18902
OG0003705	XENTR12388	STRPU_01606, STRPU_13588
OG0003706	XENTR15599	STRPU_19455
OG0003707	XENTR17466, XENTR01423	STRPU_15630, STRPU_15643
OG0003709	XENTR16313	STRPU_25377
OG0003710	XENTR06304	STRPU_17764
OG0003711	XENTR14138	STRPU_00659, STRPU_23074
OG0003712	XENTR01274, XENTR12990	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200
OG0003713	XENTR03924	STRPU_07731
OG0003716	XENTR10549	STRPU_11467
OG0003717	XENTR08367	STRPU_24884
OG0003718	XENTR10379	STRPU_24139
OG0003720	XENTR01280, XENTR11759	STRPU_16621
OG0003721	XENTR09504	STRPU_21833
OG0003722	XENTR13252, XENTR06780	STRPU_20141
OG0003724	XENTR10087	STRPU_11103, STRPU_11128
OG0003725	XENTR00052, XENTR12224, XENTR12471	STRPU_19147
OG0003726	XENTR05750	STRPU_07524, STRPU_03374
OG0003727	XENTR08237	STRPU_00256, STRPU_03165
OG0003729	XENTR03157	STRPU_24047, STRPU_02614
OG0003730	XENTR02013	STRPU_10330
OG0003731	XENTR04923	STRPU_20490
OG0003733	XENTR04294	STRPU_18985
OG0003734	XENTR16422	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129
OG0003735	XENTR05792	STRPU_17084
OG0003736	XENTR09558	STRPU_22673
OG0003737	XENTR06182, XENTR09163	STRPU_19671, STRPU_19650
OG0003738	XENTR17869	STRPU_08163
OG0003739	XENTR15714	STRPU_01491, STRPU_13756
OG0003740	XENTR15199	STRPU_12532
OG0003741	XENTR17057	STRPU_02688, STRPU_01677
OG0003742	XENTR03179, XENTR03778	STRPU_22532
OG0003743	XENTR12518	STRPU_18134
OG0003744	XENTR06835, XENTR16465	STRPU_22977
OG0003745	XENTR00802	STRPU_14449, STRPU_14432
OG0003746	XENTR04180, XENTR06934, XENTR16848	STRPU_13668, STRPU_02402
OG0003747	XENTR05018	STRPU_07517
OG0003748	XENTR00377	STRPU_23161
OG0003749	XENTR16748	STRPU_12317
OG0003750	XENTR02453	STRPU_03777
OG0003751	XENTR09919, XENTR09920	STRPU_11253, STRPU_11216
OG0003752	XENTR05303	STRPU_15768
OG0003753	XENTR13127	STRPU_08790
OG0003754	XENTR10153, XENTR11505	STRPU_12707
OG0003755	XENTR04060	STRPU_15415
OG0003756	XENTR06642	STRPU_25349, STRPU_25348
OG0003757	XENTR15569, XENTR19000	STRPU_20502
OG0003758	XENTR10842, XENTR07110	STRPU_21990, STRPU_21988
OG0003759	XENTR16557, XENTR14606	STRPU_10861, STRPU_10841
OG0003760	XENTR04510, XENTR16728	STRPU_07722
OG0003761	XENTR05309, XENTR05308, XENTR07160	STRPU_22011
OG0003762	XENTR07403	STRPU_08506
OG0003763	XENTR17599	STRPU_17640, STRPU_02280
OG0003764	XENTR10248	STRPU_08733, STRPU_01439
OG0003766	XENTR01718	STRPU_25294
OG0003768	XENTR08962	STRPU_20453, STRPU_22059, STRPU_22060, STRPU_12340
OG0003769	XENTR12425	STRPU_26020, STRPU_26021
OG0003770	XENTR14731	STRPU_05108, STRPU_05035
OG0003771	XENTR13739, XENTR03911	STRPU_08361
OG0003772	XENTR05943	STRPU_16769, STRPU_01739
OG0003773	XENTR01780, XENTR13130	STRPU_08673
OG0003776	XENTR07141	STRPU_02898
OG0003777	XENTR01073, XENTR12435	STRPU_08593, STRPU_00310
OG0003778	XENTR10711	STRPU_11538
OG0003779	XENTR17121	STRPU_06113
OG0003780	XENTR09649, XENTR09270, XENTR06188	STRPU_06748
OG0003795	XENTR19254	STRPU_23591
OG0003798	XENTR01114, XENTR07104	STRPU_05134, STRPU_05061
OG0003803	XENTR01279	STRPU_20204
OG0003806	XENTR07356	STRPU_00975, STRPU_08841
OG0003807	XENTR01368, XENTR01369, XENTR01367	STRPU_08093
OG0003808	XENTR13676	STRPU_24251, STRPU_01054
OG0003809	XENTR08847, XENTR04264	STRPU_04114
OG0003810	XENTR00906, XENTR07521, XENTR07515	STRPU_04942
OG0003811	XENTR05500	STRPU_05891
OG0003813	XENTR10561, XENTR06474	STRPU_04220, STRPU_04255
OG0003816	XENTR07578	STRPU_04323, STRPU_04293
OG0003818	XENTR08826	STRPU_05558, STRPU_05616
OG0003820	XENTR15816, XENTR15817	STRPU_27077
OG0003823	XENTR12892	STRPU_24666
OG0003824	XENTR02218	STRPU_09421, STRPU_01538
OG0003825	XENTR01217	STRPU_10012
OG0003826	XENTR01516	STRPU_14827
OG0003827	XENTR11304, XENTR18626	STRPU_19325
OG0003828	XENTR14525	STRPU_20403
OG0003829	XENTR04012	STRPU_20384
OG0003830	XENTR18560, XENTR14254	STRPU_01759, STRPU_18068
OG0003831	XENTR03490	STRPU_05243
OG0003832	XENTR00382, XENTR01228, XENTR01229	STRPU_23140
OG0003833	XENTR15540	STRPU_05825, STRPU_05285
OG0003834	XENTR04978, XENTR18533	STRPU_26294, STRPU_26268
OG0003835	XENTR12732, XENTR12733	STRPU_24475
OG0003836	XENTR11782, XENTR15896	STRPU_05030
OG0003837	XENTR02506	STRPU_08087
OG0003838	XENTR00914, XENTR03476	STRPU_05727
OG0003839	XENTR13884	STRPU_19903
OG0003840	XENTR12159	STRPU_26799
OG0003841	XENTR12939	STRPU_19672, STRPU_19649
OG0003842	XENTR06616	STRPU_22707, STRPU_00691, STRPU_22706
OG0003843	XENTR12778, XENTR12779	STRPU_21504
OG0003844	XENTR07150	STRPU_27219
OG0003845	XENTR04055	STRPU_14394
OG0003846	XENTR11317	STRPU_10200
OG0003848	XENTR09160	STRPU_19765
OG0003849	XENTR02659, XENTR08320	STRPU_26764, STRPU_26750
OG0003850	XENTR05454	STRPU_17743
OG0003851	XENTR02901	STRPU_22235
OG0003852	XENTR01443, XENTR00580	STRPU_22104
OG0003853	XENTR16563	STRPU_21495, STRPU_21486
OG0003854	XENTR09846, XENTR03116	STRPU_26673
OG0003855	XENTR18199	STRPU_24429
OG0003856	XENTR05612	STRPU_09243
OG0003857	XENTR10397	STRPU_09242
OG0003859	XENTR18118	STRPU_23995
OG0003861	XENTR12844	STRPU_17125, STRPU_17109
OG0003862	XENTR03149	STRPU_22604
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	STRPU_10014
OG0003864	XENTR11994	STRPU_21449
OG0003865	XENTR08410, XENTR08547	STRPU_25046
OG0003866	XENTR06311	STRPU_17669, STRPU_02253
OG0003867	XENTR02863	STRPU_10594
OG0003868	XENTR14790, XENTR09159, XENTR09158	STRPU_19663, STRPU_19655
OG0003869	XENTR16798	STRPU_00857, STRPU_14063
OG0003870	XENTR11422	STRPU_12851, STRPU_12861
OG0003872	XENTR00808	STRPU_14352
OG0003873	XENTR00180	STRPU_11352
OG0003874	XENTR15862	STRPU_26807
OG0003876	XENTR17136	STRPU_18481, STRPU_18439
OG0003877	XENTR02745	STRPU_06336
OG0003878	XENTR02554	STRPU_22393
OG0003880	XENTR13950	STRPU_06845
OG0003881	XENTR04081	STRPU_23870, STRPU_23833
OG0003882	XENTR16402	STRPU_25867
OG0003883	XENTR14642, XENTR14643, XENTR08760	STRPU_10088, STRPU_10151
OG0003884	XENTR02661	STRPU_22886
OG0003885	XENTR05759, XENTR02123	STRPU_07351
OG0003886	XENTR01682	STRPU_25179
OG0003887	XENTR18026	STRPU_15393
OG0003887	XENTR11440	STRPU_04757
OG0003888	XENTR15148	STRPU_17913
OG0003890	XENTR06459, XENTR12480	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233
OG0003892	XENTR00762	STRPU_01952, STRPU_22793
OG0003893	XENTR13880	STRPU_20996
OG0003894	XENTR06779	STRPU_20332
OG0003895	XENTR15607	STRPU_09912
OG0003896	XENTR17970, XENTR04800, XENTR16273	STRPU_08792
OG0003897	XENTR09637	STRPU_10680, STRPU_00559
OG0003898	XENTR00281	STRPU_06593
OG0003899	XENTR07459	STRPU_24703, STRPU_24689
OG0003900	XENTR06624	STRPU_20822
OG0003901	XENTR10660, XENTR18510	STRPU_03089, STRPU_03088
OG0003903	XENTR11558	STRPU_09773, STRPU_09730
OG0003904	XENTR05314	STRPU_23136
OG0003906	XENTR05038	STRPU_26939
OG0003908	XENTR15544	STRPU_23887
OG0003910	XENTR07945	STRPU_16982
OG0003911	XENTR02501	STRPU_24667
OG0003912	XENTR18566, XENTR04975, XENTR07778	STRPU_26148
OG0003913	XENTR15388	STRPU_18325, STRPU_01122
OG0003914	XENTR02686	STRPU_23090
OG0003915	XENTR02712, XENTR00701	STRPU_06949
OG0003916	XENTR04593, XENTR05144	STRPU_26241
OG0003917	XENTR00420, XENTR10594	STRPU_04930
OG0003918	XENTR06731	STRPU_04601
OG0003919	XENTR14692	STRPU_14836
OG0003920	XENTR12856	STRPU_17479
OG0003921	XENTR04630	STRPU_24499
OG0003923	XENTR04190	STRPU_13944, STRPU_13941
OG0003925	XENTR05466	STRPU_11004, STRPU_00344
OG0003927	XENTR06337, XENTR06338	STRPU_14530
OG0003929	XENTR03727	STRPU_25575
OG0003930	XENTR10794	STRPU_11790
OG0003931	XENTR10403	STRPU_08493
OG0003933	XENTR11134, XENTR10793	STRPU_23156
OG0003934	XENTR05679	STRPU_24564
OG0003935	XENTR03877	STRPU_20857, STRPU_20894
OG0003936	XENTR06644	STRPU_26066
OG0003937	XENTR01997, XENTR01986	STRPU_10312
OG0003939	XENTR04150	STRPU_18436, STRPU_18437, STRPU_18479
OG0003940	XENTR04461	STRPU_21913
OG0003942	XENTR17940	STRPU_10724
OG0003944	XENTR06236	STRPU_26716
OG0003945	XENTR18416	STRPU_12909
OG0003946	XENTR08261, XENTR12173	STRPU_09832
OG0003947	XENTR08870, XENTR02239	STRPU_09926
OG0003948	XENTR01906	STRPU_09826
OG0003949	XENTR02519	STRPU_12187
OG0003951	XENTR02805	STRPU_23993
OG0003953	XENTR01614, XENTR03298	STRPU_05378
OG0003954	XENTR15739, XENTR07597	STRPU_07256, STRPU_07231
OG0003955	XENTR03281	STRPU_05331
OG0003956	XENTR00432	STRPU_18464, STRPU_18425
OG0003957	XENTR13241	STRPU_25510
OG0003958	XENTR08137	STRPU_04451
OG0003959	XENTR14787, XENTR19068, XENTR16821	STRPU_20127
OG0003960	XENTR02354, XENTR13704	STRPU_12093
OG0003961	XENTR09360	STRPU_24706
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	STRPU_05218
OG0003965	XENTR12041	STRPU_01083, STRPU_24217
OG0003966	XENTR12845	STRPU_17582, STRPU_17569
OG0003967	XENTR01385	STRPU_08909, STRPU_00918
OG0003968	XENTR09674	STRPU_02867, STRPU_17095
OG0003969	XENTR09036	STRPU_21355
OG0003970	XENTR06325	STRPU_14715
OG0003971	XENTR16415	STRPU_03433
OG0003972	XENTR02960	STRPU_25335
OG0003973	XENTR02390, XENTR13883	STRPU_21229, STRPU_21231
OG0003998	XENTR13053	STRPU_20556
OG0003999	XENTR13639	STRPU_01968, STRPU_22810
OG0004000	XENTR16850	STRPU_24949
OG0004001	XENTR03543	STRPU_05683
OG0004002	XENTR07505	STRPU_21325
OG0004004	XENTR09365, XENTR00508	STRPU_16146
OG0004005	XENTR08022	STRPU_16657, STRPU_16683
OG0004007	XENTR00335, XENTR12145	STRPU_19148
OG0004009	XENTR12738, XENTR07565	STRPU_04637, STRPU_04668
OG0004010	XENTR15365	STRPU_18499
OG0004011	XENTR09432, XENTR02695	STRPU_04289, STRPU_04319
OG0004012	XENTR08974	STRPU_09870
OG0004014	XENTR16545	STRPU_01097, STRPU_24202
OG0004015	XENTR07793	STRPU_18380
OG0004016	XENTR08559	STRPU_16841
OG0004017	XENTR14676	STRPU_14536
OG0004019	XENTR14133	STRPU_06670
OG0004020	XENTR03214	STRPU_06472
OG0004021	XENTR01515	STRPU_14759, STRPU_02563
OG0004022	XENTR07692	STRPU_02269, STRPU_17653
OG0004023	XENTR12549, XENTR09886	STRPU_25909
OG0004024	XENTR10419	STRPU_24617
OG0004025	XENTR15063	STRPU_09604, STRPU_09594
OG0004027	XENTR05193, XENTR01694	STRPU_13511
OG0004028	XENTR07292	STRPU_04568
OG0004029	XENTR14070	STRPU_13194, STRPU_13195
OG0004031	XENTR02095	STRPU_21388
OG0004032	XENTR14175, XENTR14174, XENTR10565	STRPU_06807
OG0004033	XENTR07511	STRPU_21510
OG0004035	XENTR18213, XENTR18419	STRPU_25661
OG0004036	XENTR00661	STRPU_17564, STRPU_17586
OG0004037	XENTR08593	STRPU_06495
OG0004038	XENTR14795	STRPU_06801
OG0004039	XENTR14249, XENTR17899	STRPU_16999
OG0004041	XENTR00599	STRPU_21042
OG0004042	XENTR16635	STRPU_16694, STRPU_16667
OG0004043	XENTR06092	STRPU_18032
OG0004044	XENTR01872	STRPU_24535
OG0004045	XENTR13376	STRPU_09829
OG0004046	XENTR13914	STRPU_14361
OG0004047	XENTR09809	STRPU_08496
OG0004048	XENTR08968, XENTR08876	STRPU_10205
OG0004049	XENTR08475, XENTR05908, XENTR11386	STRPU_17384
OG0004051	XENTR17604, XENTR07177	STRPU_22150
OG0004052	XENTR14748	STRPU_23378
OG0004053	XENTR05712, XENTR12155	STRPU_26759, STRPU_26744
OG0004054	XENTR03843, XENTR02105	STRPU_20700
OG0004055	XENTR07492, XENTR07490, XENTR07491	STRPU_08814
OG0004056	XENTR16960	STRPU_23719
OG0004057	XENTR00723	STRPU_11804
OG0004059	XENTR02089	STRPU_21348
OG0004060	XENTR10032	STRPU_13836
OG0004061	XENTR00001	STRPU_18518, STRPU_19001
OG0004062	XENTR18647, XENTR08862, XENTR10337	STRPU_09567
OG0004063	XENTR04591	STRPU_17709
OG0004064	XENTR04196	STRPU_24939
OG0004065	XENTR13020	STRPU_11423
OG0004066	XENTR12212	STRPU_19652, STRPU_19669
OG0004067	XENTR14385	STRPU_06102
OG0004068	XENTR08780	STRPU_17877
OG0004069	XENTR09185	STRPU_23907
OG0004070	XENTR11830	STRPU_08271
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	STRPU_20340
OG0004072	XENTR02752	STRPU_14126, STRPU_14112
OG0004073	XENTR11511, XENTR02540	STRPU_11758
OG0004075	XENTR00982	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420
OG0004076	XENTR13769	STRPU_00594, STRPU_07563
OG0004077	XENTR16417	STRPU_19390
OG0004078	XENTR10912	STRPU_09343
OG0004079	XENTR01034	STRPU_05743
OG0004080	XENTR04210, XENTR17702	STRPU_13277
OG0004081	XENTR09630, XENTR16082	STRPU_06127
OG0004082	XENTR03276	STRPU_24384
OG0004083	XENTR09602	STRPU_21744, STRPU_21680
OG0004084	XENTR03635	STRPU_18900, STRPU_07666, STRPU_18901
OG0004085	XENTR02748	STRPU_06109
OG0004086	XENTR00590	STRPU_21572, STRPU_00282
OG0004087	XENTR08763	STRPU_23491
OG0004088	XENTR12362, XENTR11015	STRPU_18617
OG0004089	XENTR15591	STRPU_00370, STRPU_11032
OG0004090	XENTR05223	STRPU_24163
OG0004091	XENTR04711	STRPU_19319
OG0004092	XENTR15001, XENTR15101	STRPU_13303
OG0004093	XENTR15684	STRPU_09708, STRPU_09752
OG0004094	XENTR14516	STRPU_20262
OG0004095	XENTR04765	STRPU_12681, STRPU_12680
OG0004096	XENTR04695	STRPU_20338
OG0004097	XENTR14379	STRPU_11558
OG0004098	XENTR09195, XENTR00362	STRPU_18328, STRPU_01120
OG0004099	XENTR07018, XENTR03906	STRPU_08317
OG0004100	XENTR15549, XENTR15547	STRPU_23805
OG0004101	XENTR13964	STRPU_24073
OG0004102	XENTR02021	STRPU_09962, STRPU_09983
OG0004103	XENTR02995, XENTR02996	STRPU_24486, STRPU_24316
OG0004104	XENTR08622	STRPU_26985
OG0004105	XENTR00235	STRPU_24009
OG0004106	XENTR04092	STRPU_11447
OG0004108	XENTR07571	STRPU_08376
OG0004110	XENTR18262	STRPU_02810
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	STRPU_07781, STRPU_07758
OG0004112	XENTR18035	STRPU_27382, STRPU_27383
OG0004114	XENTR11643	STRPU_20826
OG0004115	XENTR10408	STRPU_00175, STRPU_10848, STRPU_10829
OG0004116	XENTR06030	STRPU_03821, STRPU_03835
OG0004117	XENTR06588	STRPU_16567
OG0004118	XENTR00736	STRPU_01975, STRPU_22816
OG0004119	XENTR07270	STRPU_25283
OG0004121	XENTR08429	STRPU_10753
OG0004123	XENTR18443, XENTR02606	STRPU_24495
OG0004124	XENTR02997, XENTR06594	STRPU_07572
OG0004125	XENTR09786	STRPU_08132
OG0004126	XENTR02624, XENTR17192	STRPU_03872
OG0004127	XENTR09339	STRPU_00575, STRPU_07543
OG0004128	XENTR07972, XENTR04126	STRPU_22275
OG0004129	XENTR05980	STRPU_22276
OG0004131	XENTR00865	STRPU_14462, STRPU_14463
OG0004132	XENTR08207	STRPU_26195
OG0004133	XENTR08580, XENTR08835	STRPU_07007
OG0004135	XENTR14499	STRPU_00976, STRPU_08840
OG0004136	XENTR14548	STRPU_18932
OG0004137	XENTR05727	STRPU_26642
OG0004139	XENTR09190, XENTR12366, XENTR15382	STRPU_18649
OG0004140	XENTR05945	STRPU_25703, STRPU_25684
OG0004141	XENTR07977	STRPU_22323, STRPU_22305
OG0004142	XENTR15552	STRPU_22286
OG0004143	XENTR14330	STRPU_27285
OG0004144	XENTR10488, XENTR16335	STRPU_13998
OG0004145	XENTR06685	STRPU_21032
OG0004146	XENTR10320	STRPU_14257
OG0004147	XENTR18396	STRPU_22168, STRPU_22175
OG0004148	XENTR06933	STRPU_13669, STRPU_02401
OG0004149	XENTR10834	STRPU_06926, STRPU_06908
OG0004150	XENTR03403	STRPU_17897
OG0004153	XENTR02143	STRPU_04733, STRPU_04726
OG0004154	XENTR06055	STRPU_23784
OG0004155	XENTR16141	STRPU_14806
OG0004156	XENTR00751, XENTR10996	STRPU_23130
OG0004157	XENTR18358	STRPU_23152
OG0004158	XENTR18490	STRPU_24023, STRPU_02639
OG0004159	XENTR12092	STRPU_21251
OG0004160	XENTR00315	STRPU_19074
OG0004161	XENTR09910	STRPU_24354
OG0004163	XENTR08707	STRPU_12646
OG0004164	XENTR07551, XENTR07533	STRPU_04686
OG0004166	XENTR02693	STRPU_09733, STRPU_09689
OG0004167	XENTR11620	STRPU_21156, STRPU_21164
OG0004168	XENTR07704	STRPU_14329
OG0004169	XENTR16574	STRPU_08900, STRPU_00919
OG0004171	XENTR11673	STRPU_16148
OG0004172	XENTR09863	STRPU_25249, STRPU_09051, STRPU_25339
OG0004174	XENTR05736	STRPU_18461, STRPU_18420
OG0004175	XENTR11021	STRPU_18679
OG0004176	XENTR01051	STRPU_05147, STRPU_05071
OG0004178	XENTR17208	STRPU_23007, STRPU_00881
OG0004179	XENTR12520, XENTR09133	STRPU_08384
OG0004180	XENTR17753, XENTR17078	STRPU_14125, STRPU_14113
OG0004181	XENTR05491	STRPU_05420, STRPU_05421
OG0004182	XENTR11405	STRPU_17424
OG0004183	XENTR10310	STRPU_20295
OG0004184	XENTR07501	STRPU_08996
OG0004185	XENTR07973	STRPU_15635
OG0004186	XENTR14918, XENTR07489	STRPU_21395
OG0004187	XENTR07777, XENTR12420, XENTR19105	STRPU_26055
OG0004188	XENTR01635, XENTR09043	STRPU_16239, STRPU_16200, STRPU_10934
OG0004190	XENTR07315	STRPU_08808
OG0004197	XENTR07183, XENTR03350	STRPU_24927, STRPU_24926, STRPU_24925
OG0004214	XENTR02140	STRPU_24335
OG0004215	XENTR11110	STRPU_14765, STRPU_02559
OG0004216	XENTR16489	STRPU_26208
OG0004217	XENTR12749	STRPU_04965
OG0004218	XENTR09333	STRPU_14308
OG0004219	XENTR05410	STRPU_24948
OG0004220	XENTR19132	STRPU_26863
OG0004222	XENTR03863	STRPU_21148
OG0004223	XENTR11343	STRPU_24406
OG0004225	XENTR05236, XENTR01889	STRPU_23672, STRPU_23647
OG0004226	XENTR12961	STRPU_13717
OG0004227	XENTR09239	STRPU_11362
OG0004229	XENTR09293	STRPU_04722
OG0004230	XENTR06029, XENTR18693	STRPU_03309
OG0004231	XENTR07588	STRPU_26733
OG0004232	XENTR14755	STRPU_10212
OG0004234	XENTR06240	STRPU_11065
OG0004235	XENTR07323	STRPU_02171, STRPU_09204
OG0004236	XENTR09087	STRPU_20693
OG0004237	XENTR03566	STRPU_05856
OG0004238	XENTR02118	STRPU_24793
OG0004239	XENTR02464	STRPU_20308
OG0004240	XENTR14102	STRPU_20696
OG0004241	XENTR07243	STRPU_06100
OG0004242	XENTR10644	STRPU_27250
OG0004243	XENTR02756	STRPU_25021
OG0004245	XENTR13102	STRPU_09672
OG0004246	XENTR10841	STRPU_22152
OG0004248	XENTR02442	STRPU_11280, STRPU_11242, STRPU_11281
OG0004249	XENTR14714	STRPU_05688
OG0004250	XENTR13434	STRPU_20579
OG0004251	XENTR04013	STRPU_01202, STRPU_19972, STRPU_19973
OG0004252	XENTR01265	STRPU_06470, STRPU_06473
OG0004253	XENTR14684, XENTR07125	STRPU_14726
OG0004254	XENTR02285	STRPU_04154
OG0004255	XENTR08386	STRPU_11353
OG0004257	XENTR00860	STRPU_15432
OG0004258	XENTR15149	STRPU_05921
OG0004259	XENTR05280	STRPU_27359
OG0004260	XENTR08524	STRPU_22106
OG0004261	XENTR17138	STRPU_25985
OG0004262	XENTR03026	STRPU_21542
OG0004263	XENTR18355	STRPU_13850
OG0004264	XENTR11427, XENTR02228	STRPU_04270
OG0004265	XENTR01292	STRPU_26380
