Orthogroup	XENTR	AENJA_ok
OG0003216	XENTR07375, XENTR07374, XENTR11202, XENTR04801	AENJA_22966, AENJA_22967
OG0003217	XENTR05031, XENTR04303	AENJA_23373
OG0003218	XENTR12593	AENJA_23390
OG0003219	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559	AENJA_23468
OG0003220	XENTR11144, XENTR12866	AENJA_23504
OG0003221	XENTR02159, XENTR04079	AENJA_23575
OG0003222	XENTR15911, XENTR10214, XENTR13202	AENJA_23860
OG0003223	XENTR06905	AENJA_24204
OG0003224	XENTR16031, XENTR13430	AENJA_24262
OG0003225	XENTR02604	AENJA_24401
OG0003226	XENTR18053	AENJA_25297
OG0003227	XENTR01422	AENJA_25755
OG0003228	XENTR13523	AENJA_25997
OG0003229	XENTR16185, XENTR10298	AENJA_25999
OG0003230	XENTR10511, XENTR10510	AENJA_26243
OG0003250	XENTR15630, XENTR17841	AENJA_00349
OG0003251	XENTR09756	AENJA_00517
OG0003252	XENTR09598, XENTR09597	AENJA_00890
OG0003253	XENTR18870, XENTR10063	AENJA_01202
OG0003254	XENTR15784	AENJA_01261
OG0003258	XENTR09647	AENJA_01706
OG0003260	XENTR11550, XENTR09192	AENJA_02287, AENJA_02281
OG0003261	XENTR03202	AENJA_02564
OG0003262	XENTR06319, XENTR04546	AENJA_02627
OG0003263	XENTR11183	AENJA_03032
OG0003264	XENTR02125, XENTR05760	AENJA_03403
OG0003265	XENTR04827, XENTR00765	AENJA_03512
OG0003266	XENTR12815, XENTR10446	AENJA_03526
OG0003267	XENTR06701	AENJA_03748
OG0003268	XENTR11858	AENJA_04034
OG0003269	XENTR00981	AENJA_04245
OG0003270	XENTR01357	AENJA_04789
OG0003272	XENTR11923, XENTR13832	AENJA_05460
OG0003273	XENTR14541, XENTR09949	AENJA_19818, AENJA_19819, AENJA_05792
OG0003275	XENTR18433, XENTR02465	AENJA_06088
OG0003276	XENTR03833, XENTR16569	AENJA_06270
OG0003277	XENTR01225, XENTR05973	AENJA_06595
OG0003278	XENTR12702	AENJA_07778
OG0003279	XENTR03464	AENJA_18910, AENJA_07963
OG0003280	XENTR14496	AENJA_12371, AENJA_07986
OG0003282	XENTR08973	AENJA_18531
OG0003283	XENTR02862	AENJA_08389
OG0003284	XENTR09408, XENTR09407	AENJA_08806
OG0003286	XENTR00938	AENJA_08868
OG0003287	XENTR07598	AENJA_08945
OG0003288	XENTR00671	AENJA_08988
OG0003289	XENTR14484, XENTR00516, XENTR00515	AENJA_09099
OG0003290	XENTR07784	AENJA_09114
OG0003293	XENTR05206	AENJA_10140
OG0003294	XENTR05508	AENJA_10229
OG0003295	XENTR13148	AENJA_10278
OG0003297	XENTR07372	AENJA_10455
OG0003298	XENTR15553	AENJA_10956
OG0003299	XENTR12358	AENJA_10978
OG0003301	XENTR10815, XENTR08929	AENJA_11385
OG0003302	XENTR02111	AENJA_11409
OG0003303	XENTR07483	AENJA_23721
OG0003304	XENTR08010, XENTR06925	AENJA_18633
OG0003305	XENTR11041	AENJA_11741
OG0003306	XENTR07978	AENJA_22075
OG0003307	XENTR16158	AENJA_11858
OG0003311	XENTR11582, XENTR06308	AENJA_12315
OG0003314	XENTR05197, XENTR05257, XENTR05501	AENJA_12635
OG0003315	XENTR05114	AENJA_12794
OG0003316	XENTR08584	AENJA_13112
OG0003317	XENTR09784	AENJA_13550
OG0003318	XENTR17690, XENTR06814	AENJA_13567
OG0003319	XENTR16866, XENTR04625	AENJA_13649
OG0003320	XENTR02217	AENJA_13907
OG0003321	XENTR02507, XENTR05135, XENTR05136, XENTR05137	AENJA_14072
OG0003324	XENTR05271, XENTR05270	AENJA_14269
OG0003325	XENTR14438	AENJA_19471
OG0003326	XENTR10496, XENTR05739	AENJA_14434
OG0003327	XENTR17104, XENTR13251	AENJA_14781
OG0003329	XENTR05841	AENJA_15213
OG0003330	XENTR05319	AENJA_15240
OG0003331	XENTR04048	AENJA_15484
OG0003332	XENTR17058, XENTR17059	AENJA_15526
OG0003333	XENTR16496, XENTR16497	AENJA_15663
OG0003335	XENTR09006	AENJA_15787
OG0003336	XENTR04249, XENTR10459, XENTR04672	AENJA_15800
OG0003337	XENTR12026	AENJA_15893
OG0003340	XENTR05753, XENTR04075	AENJA_16463
OG0003341	XENTR12776	AENJA_17359
OG0003342	XENTR18226, XENTR09311, XENTR06993	AENJA_24117, AENJA_17380
OG0003343	XENTR10202	AENJA_17471
OG0003344	XENTR06071, XENTR06072, XENTR06070	AENJA_17550
OG0003346	XENTR12386	AENJA_18192
OG0003347	XENTR05381	AENJA_18356
OG0003348	XENTR12378, XENTR08608	AENJA_18879
OG0003349	XENTR05563, XENTR07550	AENJA_18916
OG0003350	XENTR14406, XENTR06191	AENJA_18932
OG0003352	XENTR08399, XENTR03180	AENJA_19121
OG0003353	XENTR00740	AENJA_20103
OG0003354	XENTR14729	AENJA_20119
OG0003355	XENTR08296, XENTR14300	AENJA_20320
OG0003356	XENTR01788, XENTR19056	AENJA_21005
OG0003359	XENTR15397	AENJA_21290
OG0003360	XENTR03049, XENTR03048	AENJA_21296
OG0003361	XENTR13092	AENJA_21382
OG0003364	XENTR14029, XENTR16714	AENJA_21855
OG0003365	XENTR02850, XENTR01233	AENJA_21978
OG0003366	XENTR04144	AENJA_22253
OG0003367	XENTR19276	AENJA_22965, AENJA_22964
OG0003368	XENTR08859	AENJA_23082
OG0003369	XENTR02694	AENJA_23134
OG0003371	XENTR00505, XENTR02439	AENJA_23861
OG0003372	XENTR00441	AENJA_24254
OG0003373	XENTR14268	AENJA_24423
OG0003374	XENTR00231, XENTR13931	AENJA_24682, AENJA_24683
OG0003375	XENTR18878, XENTR00570	AENJA_24824
OG0003376	XENTR08868	AENJA_24827
OG0003377	XENTR09874	AENJA_24906
OG0003378	XENTR16000	AENJA_24909
OG0003379	XENTR05021	AENJA_25180
OG0003380	XENTR00830	AENJA_25323
OG0003381	XENTR16745, XENTR08704	AENJA_25399
OG0003382	XENTR06748	AENJA_25400
OG0003383	XENTR17067, XENTR06946, XENTR06945	AENJA_25690
OG0003384	XENTR01965	AENJA_25752
OG0003385	XENTR03792	AENJA_26425
OG0003386	XENTR15284	AENJA_26435
OG0003387	XENTR16576, XENTR16577	AENJA_26696
OG0003419	XENTR16940	AENJA_00054
OG0003420	XENTR12609	AENJA_00096
OG0003421	XENTR04887	AENJA_00119
OG0003422	XENTR08946, XENTR08947	AENJA_00528
OG0003424	XENTR01798	AENJA_00838
OG0003425	XENTR08256	AENJA_01194
OG0003426	XENTR14116	AENJA_01257
OG0003428	XENTR12198	AENJA_01568
OG0003429	XENTR12279	AENJA_01963
OG0003430	XENTR15234	AENJA_02400
OG0003431	XENTR08565, XENTR08564, XENTR09172	AENJA_02555
OG0003432	XENTR12177	AENJA_11283, AENJA_02656
OG0003433	XENTR13812	AENJA_02659
OG0003434	XENTR01877	AENJA_02675
OG0003437	XENTR07320, XENTR05601	AENJA_02889, AENJA_18380
OG0003439	XENTR17504, XENTR10921, XENTR10920	AENJA_03292
OG0003440	XENTR02723, XENTR02722	AENJA_03488
OG0003441	XENTR00766, XENTR04826	AENJA_03511
OG0003442	XENTR06416, XENTR16044, XENTR02332	AENJA_03564
OG0003443	XENTR07991, XENTR13306	AENJA_03622
OG0003444	XENTR10884	AENJA_03663
OG0003445	XENTR07728	AENJA_03793
OG0003447	XENTR05985	AENJA_03903
OG0003448	XENTR05059	AENJA_04038
OG0003449	XENTR04620	AENJA_04230
OG0003450	XENTR11136	AENJA_04269
OG0003451	XENTR03958	AENJA_04285
OG0003452	XENTR14210	AENJA_04578
OG0003453	XENTR12517	AENJA_04592
OG0003454	XENTR06943, XENTR12431	AENJA_04653
OG0003455	XENTR18377	AENJA_22892
OG0003455	XENTR19153	AENJA_04759
OG0003456	XENTR10526	AENJA_04853
OG0003457	XENTR04624, XENTR08027	AENJA_05123
OG0003458	XENTR11788	AENJA_05270
OG0003459	XENTR01653	AENJA_05414
OG0003460	XENTR05095	AENJA_05490
OG0003461	XENTR15751	AENJA_05624
OG0003462	XENTR16197	AENJA_20654
OG0003463	XENTR11861	AENJA_05770
OG0003464	XENTR00966	AENJA_10817, AENJA_05778
OG0003465	XENTR06176	AENJA_06069
OG0003466	XENTR11842, XENTR10915	AENJA_06181
OG0003467	XENTR17927	AENJA_06433
OG0003468	XENTR02404	AENJA_06823
OG0003469	XENTR12948	AENJA_07022
OG0003470	XENTR05074	AENJA_07032
OG0003471	XENTR06561	AENJA_07354
OG0003472	XENTR13142	AENJA_07615
OG0003474	XENTR05119, XENTR13688	AENJA_07912
OG0003475	XENTR16240	AENJA_08250
OG0003476	XENTR00760	AENJA_08274
OG0003477	XENTR08073	AENJA_08292
OG0003478	XENTR12098	AENJA_08408
OG0003479	XENTR02579, XENTR16286, XENTR11231	AENJA_08477
OG0003480	XENTR09961, XENTR17800	AENJA_08524, AENJA_08521
OG0003481	XENTR05415	AENJA_08978, AENJA_08977
OG0003482	XENTR09273, XENTR18489	AENJA_08998
OG0003483	XENTR07509	AENJA_09252
OG0003485	XENTR10111	AENJA_09503
OG0003486	XENTR14251, XENTR14252	AENJA_09585
OG0003487	XENTR18643	AENJA_10277
OG0003488	XENTR06590	AENJA_10887, AENJA_25027
OG0003489	XENTR05327, XENTR05749	AENJA_11004
OG0003490	XENTR10771	AENJA_11053
OG0003491	XENTR03228, XENTR07233	AENJA_11118
OG0003492	XENTR01960, XENTR06706	AENJA_11247
OG0003493	XENTR00341	AENJA_20319
OG0003495	XENTR04647	AENJA_11780
OG0003496	XENTR05780	AENJA_19103, AENJA_12010
OG0003497	XENTR06024, XENTR18982	AENJA_12369
OG0003498	XENTR03494	AENJA_12653
OG0003499	XENTR09564	AENJA_12654
OG0003500	XENTR02385	AENJA_12709
OG0003501	XENTR10636	AENJA_13025
OG0003502	XENTR06321	AENJA_13200
OG0003503	XENTR13845	AENJA_13216
OG0003504	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690	AENJA_13617
OG0003505	XENTR00482	AENJA_13629
OG0003506	XENTR11659, XENTR05517	AENJA_13681
OG0003507	XENTR10640, XENTR00027	AENJA_13693
OG0003508	XENTR17069	AENJA_13894
OG0003510	XENTR02162, XENTR10219	AENJA_15122, AENJA_14984
OG0003511	XENTR05842	AENJA_15214
OG0003512	XENTR01185	AENJA_15313
OG0003513	XENTR16163, XENTR15086	AENJA_15883
OG0003514	XENTR07062, XENTR05972	AENJA_16077
OG0003515	XENTR10827, XENTR01032	AENJA_16192
OG0003516	XENTR16307	AENJA_16746
OG0003517	XENTR17629, XENTR11506	AENJA_16771
OG0003518	XENTR08349	AENJA_16797
OG0003519	XENTR16950	AENJA_16830
OG0003520	XENTR02410	AENJA_17161
OG0003521	XENTR17130	AENJA_17538
OG0003522	XENTR04224	AENJA_17840
OG0003523	XENTR06238	AENJA_17997
OG0003525	XENTR04572	AENJA_18452
OG0003526	XENTR07495, XENTR09052	AENJA_18515
OG0003527	XENTR08469	AENJA_18617
OG0003528	XENTR10782	AENJA_18722
OG0003529	XENTR04193, XENTR18482	AENJA_23756, AENJA_18730
OG0003530	XENTR08393	AENJA_18943, AENJA_18942
OG0003531	XENTR02395, XENTR17644	AENJA_19107
OG0003532	XENTR10579	AENJA_19405
OG0003533	XENTR06013	AENJA_19980
OG0003534	XENTR09091, XENTR03027	AENJA_20224
OG0003535	XENTR02215, XENTR09303	AENJA_20349
OG0003536	XENTR04485, XENTR12968, XENTR16655	AENJA_20549
OG0003538	XENTR16304	AENJA_20720
OG0003539	XENTR17518	AENJA_20975
OG0003541	XENTR10222	AENJA_21308
OG0003542	XENTR11066	AENJA_21494
OG0003543	XENTR00214	AENJA_21659
OG0003544	XENTR13004, XENTR07985	AENJA_21703
OG0003545	XENTR01366, XENTR13128	AENJA_21908
OG0003546	XENTR06379, XENTR00109	AENJA_21963
OG0003547	XENTR05429, XENTR12061	AENJA_22029
OG0003548	XENTR15263	AENJA_22613
OG0003549	XENTR16034, XENTR03980	AENJA_22669
OG0003550	XENTR11802, XENTR05398	AENJA_22695
OG0003551	XENTR04301	AENJA_22715
OG0003552	XENTR01989	AENJA_22940
OG0003553	XENTR06457	AENJA_23077
OG0003554	XENTR12448	AENJA_23083
OG0003555	XENTR10243, XENTR06578, XENTR10244, XENTR10245	AENJA_23304
OG0003557	XENTR02226	AENJA_23658
OG0003558	XENTR09307, XENTR11536	AENJA_23724
OG0003560	XENTR06670	AENJA_24076
OG0003561	XENTR09143, XENTR09144, XENTR15956	AENJA_24294
OG0003562	XENTR13770	AENJA_24391
OG0003563	XENTR00974	AENJA_24776
OG0003564	XENTR01915, XENTR08979	AENJA_24810
OG0003565	XENTR01961	AENJA_24872
OG0003566	XENTR08703	AENJA_25138
OG0003567	XENTR12992	AENJA_25441
OG0003568	XENTR01200	AENJA_25542
OG0003569	XENTR00379, XENTR02589, XENTR02786	AENJA_25887
OG0003570	XENTR15222	AENJA_26158
OG0003571	XENTR05133, XENTR16524	AENJA_26245
OG0003572	XENTR12331, XENTR07627	AENJA_26602
OG0003573	XENTR18024	AENJA_26698
OG0003597	XENTR18049	AENJA_00060
OG0003598	XENTR12005	AENJA_00099
OG0003601	XENTR05348, XENTR05349	AENJA_00200
OG0003603	XENTR07586	AENJA_00222
OG0003604	XENTR09462, XENTR01204	AENJA_00307
OG0003606	XENTR08447	AENJA_00589
OG0003607	XENTR04132	AENJA_13133
OG0003608	XENTR09171	AENJA_00758
OG0003610	XENTR18364	AENJA_00983
OG0003611	XENTR13792	AENJA_04941
OG0003612	XENTR12924	AENJA_01169
OG0003613	XENTR07063, XENTR18350	AENJA_01172
OG0003615	XENTR11541	AENJA_06537
OG0003616	XENTR17934	AENJA_19893, AENJA_19894, AENJA_01501
OG0003618	XENTR06591	AENJA_01642
OG0003619	XENTR14382	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	XENTR11610	AENJA_01724
OG0003621	XENTR08477	AENJA_01959
OG0003622	XENTR00588	AENJA_02333, AENJA_02334
OG0003623	XENTR02019	AENJA_02369
OG0003626	XENTR09204	AENJA_05658
OG0003627	XENTR03252	AENJA_03181
OG0003628	XENTR05281	AENJA_12461
OG0003630	XENTR17948	AENJA_03435
OG0003631	XENTR01597	AENJA_25153, AENJA_03572
OG0003632	XENTR10135, XENTR00270	AENJA_03584
OG0003635	XENTR09260	AENJA_03933
OG0003636	XENTR14237	AENJA_04212, AENJA_04213, AENJA_04214
OG0003638	XENTR03036	AENJA_04417
OG0003640	XENTR07366, XENTR07389, XENTR15717	AENJA_05057
OG0003641	XENTR07679	AENJA_05255
OG0003642	XENTR10056, XENTR06735	AENJA_05368, AENJA_23786
OG0003643	XENTR16883	AENJA_05513, AENJA_24494
OG0003644	XENTR17108	AENJA_06076
OG0003645	XENTR03915, XENTR07317	AENJA_06128
OG0003646	XENTR17031, XENTR17030	AENJA_06203
OG0003647	XENTR05840	AENJA_06206
OG0003648	XENTR11369	AENJA_06252
OG0003649	XENTR11535	AENJA_06343
OG0003650	XENTR18719	AENJA_06545
OG0003651	XENTR07797	AENJA_06546
OG0003652	XENTR05790, XENTR01212	AENJA_07122
OG0003653	XENTR00241, XENTR07273, XENTR15919	AENJA_07144
OG0003654	XENTR14703	AENJA_07431
OG0003655	XENTR16032, XENTR04379	AENJA_07748
OG0003656	XENTR08122, XENTR09683	AENJA_08284
OG0003657	XENTR07176	AENJA_08341
OG0003658	XENTR03326	AENJA_08342
OG0003659	XENTR06944	AENJA_08800
OG0003660	XENTR09436	AENJA_08993
OG0003662	XENTR13147, XENTR18370	AENJA_09164
OG0003663	XENTR12741, XENTR07298	AENJA_09628
OG0003664	XENTR01685	AENJA_09805
OG0003665	XENTR03871	AENJA_10034
OG0003666	XENTR15411, XENTR03926	AENJA_10364
OG0003668	XENTR02672	AENJA_10387
OG0003669	XENTR08683	AENJA_10658
OG0003671	XENTR13386, XENTR15446	AENJA_11068
OG0003672	XENTR07314	AENJA_11161, AENJA_24103
OG0003674	XENTR09128	AENJA_11517
OG0003675	XENTR14931	AENJA_11744
OG0003676	XENTR01874	AENJA_11880
OG0003677	XENTR08610, XENTR17285, XENTR15109	AENJA_11975
OG0003678	XENTR00079, XENTR17514	AENJA_12097
OG0003679	XENTR18397, XENTR12379	AENJA_12320
OG0003680	XENTR05231	AENJA_12855
OG0003681	XENTR16296, XENTR16295, XENTR04463	AENJA_12857
OG0003682	XENTR13445	AENJA_12915
OG0003685	XENTR08131	AENJA_13298
OG0003686	XENTR05887	AENJA_13621
OG0003687	XENTR05213, XENTR00134	AENJA_13636
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	AENJA_13670
OG0003689	XENTR14093, XENTR05380	AENJA_14017
OG0003691	XENTR14452	AENJA_17487, AENJA_14396
OG0003692	XENTR01955	AENJA_14437
OG0003693	XENTR10718, XENTR18258	AENJA_14583
OG0003694	XENTR17179	AENJA_14806
OG0003695	XENTR07743, XENTR03931	AENJA_14941
OG0003696	XENTR02869	AENJA_15025
OG0003697	XENTR07379	AENJA_15049
OG0003698	XENTR09545, XENTR01970	AENJA_15085
OG0003700	XENTR15169, XENTR07388	AENJA_15228
OG0003702	XENTR18826, XENTR08512	AENJA_15340
OG0003703	XENTR16337, XENTR12841	AENJA_15513
OG0003704	XENTR14777, XENTR00061	AENJA_15518
OG0003705	XENTR12388	AENJA_16444
OG0003706	XENTR15599	AENJA_15986
OG0003707	XENTR17466, XENTR01423	AENJA_16247
OG0003709	XENTR16313	AENJA_17152
OG0003710	XENTR06304	AENJA_17579
OG0003711	XENTR14138	AENJA_17736
OG0003712	XENTR01274, XENTR12990	AENJA_17842
OG0003713	XENTR03924	AENJA_17988
OG0003714	XENTR10015	AENJA_23117, AENJA_17998
OG0003716	XENTR10549	AENJA_18178
OG0003717	XENTR08367	AENJA_18567
OG0003718	XENTR10379	AENJA_18593
OG0003720	XENTR01280, XENTR11759	AENJA_18939
OG0003721	XENTR09504	AENJA_19137
OG0003722	XENTR13252, XENTR06780	AENJA_19232
OG0003724	XENTR10087	AENJA_19400
OG0003725	XENTR00052, XENTR12224, XENTR12471	AENJA_19411
OG0003726	XENTR05750	AENJA_19480, AENJA_22995
OG0003727	XENTR08237	AENJA_19507
OG0003729	XENTR03157	AENJA_19798
OG0003730	XENTR02013	AENJA_19955
OG0003731	XENTR04923	AENJA_19989
OG0003733	XENTR04294	AENJA_20334
OG0003734	XENTR16422	AENJA_20690
OG0003735	XENTR05792	AENJA_20826
OG0003736	XENTR09558	AENJA_20853, AENJA_20855
OG0003737	XENTR06182, XENTR09163	AENJA_20913
OG0003738	XENTR17869	AENJA_21039
OG0003739	XENTR15714	AENJA_21483
OG0003740	XENTR15199	AENJA_21680
OG0003741	XENTR17057	AENJA_21770
OG0003742	XENTR03179, XENTR03778	AENJA_22403
OG0003743	XENTR12518	AENJA_22572
OG0003744	XENTR06835, XENTR16465	AENJA_22829
OG0003745	XENTR00802	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	XENTR04180, XENTR06934, XENTR16848	AENJA_23348
OG0003747	XENTR05018	AENJA_23433
OG0003748	XENTR00377	AENJA_23488, AENJA_23487
OG0003750	XENTR02453	AENJA_23963
OG0003751	XENTR09919, XENTR09920	AENJA_24526
OG0003752	XENTR05303	AENJA_24562
OG0003753	XENTR13127	AENJA_24858
OG0003754	XENTR10153, XENTR11505	AENJA_24910
OG0003755	XENTR04060	AENJA_24952
OG0003756	XENTR06642	AENJA_25172
OG0003757	XENTR15569, XENTR19000	AENJA_25326
OG0003758	XENTR10842, XENTR07110	AENJA_25591
OG0003759	XENTR16557, XENTR14606	AENJA_25619
OG0003760	XENTR04510, XENTR16728	AENJA_26295
OG0003761	XENTR05309, XENTR05308, XENTR07160	AENJA_26423
OG0003762	XENTR07403	AENJA_26451
OG0003763	XENTR17599	AENJA_26622
OG0003794	XENTR06585, XENTR05055	AENJA_00002
OG0003795	XENTR19254	AENJA_00051
OG0003798	XENTR01114, XENTR07104	AENJA_00181
OG0003803	XENTR01279	AENJA_00564
OG0003806	XENTR07356	AENJA_00944
OG0003807	XENTR01368, XENTR01369, XENTR01367	AENJA_00967
OG0003808	XENTR13676	AENJA_00978
OG0003809	XENTR08847, XENTR04264	AENJA_01422
OG0003810	XENTR00906, XENTR07521, XENTR07515	AENJA_01566
OG0003811	XENTR05500	AENJA_01571
OG0003813	XENTR10561, XENTR06474	AENJA_02053
OG0003816	XENTR07578	AENJA_02254
OG0003818	XENTR08826	AENJA_02475
OG0003820	XENTR15816, XENTR15817	AENJA_02870, AENJA_19572
OG0003821	XENTR02570, XENTR07045	AENJA_02911
OG0003823	XENTR12892	AENJA_02946
OG0003824	XENTR02218	AENJA_02975
OG0003825	XENTR01217	AENJA_02982
OG0003826	XENTR01516	AENJA_03131
OG0003827	XENTR11304	AENJA_03548
OG0003828	XENTR14525	AENJA_03700
OG0003829	XENTR04012	AENJA_03792
OG0003830	XENTR18560, XENTR14254	AENJA_26357, AENJA_19327, AENJA_03838
OG0003831	XENTR03490	AENJA_03886
OG0003832	XENTR00382, XENTR01228, XENTR01229	AENJA_03902
OG0003833	XENTR15540	AENJA_04439
OG0003834	XENTR04978, XENTR18533	AENJA_04549, AENJA_04550
OG0003835	XENTR12732, XENTR12733	AENJA_12493, AENJA_04664
OG0003836	XENTR11782, XENTR15896	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	XENTR02506	AENJA_04856
OG0003838	XENTR00914, XENTR03476	AENJA_04967
OG0003839	XENTR13884	AENJA_06897
OG0003840	XENTR12159	AENJA_07883, AENJA_05492
OG0003841	XENTR12939	AENJA_05729
OG0003842	XENTR06616	AENJA_05895
OG0003843	XENTR12778, XENTR12779	AENJA_06254
OG0003844	XENTR07150	AENJA_06372
OG0003845	XENTR04055	AENJA_06384
OG0003846	XENTR11317	AENJA_06476
OG0003848	XENTR09160	AENJA_06904
OG0003849	XENTR02659, XENTR08320	AENJA_06923
OG0003850	XENTR05454	AENJA_07117, AENJA_21595
OG0003851	XENTR02901	AENJA_07129
OG0003852	XENTR01443, XENTR00580	AENJA_07216
OG0003853	XENTR16563	AENJA_07482, AENJA_19998
OG0003854	XENTR09846, XENTR03116	AENJA_07506
OG0003855	XENTR18199	AENJA_07705
OG0003856	XENTR05612	AENJA_08084
OG0003857	XENTR10397	AENJA_08085
OG0003859	XENTR18118	AENJA_08612
OG0003860	XENTR19064	AENJA_08805
OG0003861	XENTR12844	AENJA_08913
OG0003862	XENTR03149	AENJA_19217
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	AENJA_09171
OG0003864	XENTR11994	AENJA_09391
OG0003865	XENTR08410, XENTR08547	AENJA_09441
OG0003866	XENTR06311	AENJA_09527
OG0003867	XENTR02863	AENJA_09761
OG0003868	XENTR14790, XENTR09159, XENTR09158	AENJA_09827
OG0003869	XENTR16798	AENJA_17460, AENJA_09977
OG0003870	XENTR11422	AENJA_10263
OG0003871	XENTR10829	AENJA_10643
OG0003872	XENTR00808	AENJA_10747
OG0003873	XENTR00180	AENJA_10784
OG0003874	XENTR15862	AENJA_10799
OG0003875	XENTR04436	AENJA_10875
OG0003876	XENTR17136	AENJA_10876
OG0003877	XENTR02745	AENJA_11020
OG0003878	XENTR02554	AENJA_11046
OG0003880	XENTR13950, XENTR06094	AENJA_11227
OG0003881	XENTR04081	AENJA_11372
OG0003882	XENTR16402	AENJA_11663
OG0003883	XENTR14642, XENTR14643, XENTR08760	AENJA_11694
OG0003884	XENTR02661	AENJA_11725
OG0003885	XENTR05759, XENTR02123	AENJA_11785, AENJA_23431
OG0003886	XENTR01682	AENJA_12066
OG0003887	XENTR11440	AENJA_12157
OG0003888	XENTR15148	AENJA_12506
OG0003890	XENTR06459, XENTR12480	AENJA_21991, AENJA_12959
OG0003892	XENTR00762	AENJA_13114, AENJA_22782
OG0003893	XENTR13880	AENJA_13141
OG0003894	XENTR06779	AENJA_13190
OG0003895	XENTR15607	AENJA_13220
OG0003896	XENTR17970, XENTR04800, XENTR16273	AENJA_13916
OG0003897	XENTR09637	AENJA_14064
OG0003898	XENTR00281	AENJA_14091
OG0003899	XENTR07459	AENJA_14656
OG0003900	XENTR06624	AENJA_15786
OG0003901	XENTR10660, XENTR18510	AENJA_15961
OG0003903	XENTR11558	AENJA_16074
OG0003904	XENTR05314	AENJA_16228
OG0003906	XENTR05038	AENJA_16374
OG0003908	XENTR12199	AENJA_22677
OG0003908	XENTR15544	AENJA_17280
OG0003909	XENTR13589	AENJA_26469, AENJA_17530
OG0003910	XENTR07945	AENJA_17611
OG0003911	XENTR02501	AENJA_17893
OG0003912	XENTR18566, XENTR04975, XENTR07778	AENJA_18106
OG0003913	XENTR15388	AENJA_18124
OG0003914	XENTR02686	AENJA_20252, AENJA_18479
OG0003915	XENTR02712, XENTR00701	AENJA_18759
OG0003916	XENTR04593, XENTR05144	AENJA_18832
OG0003917	XENTR00420, XENTR10594	AENJA_18911
OG0003918	XENTR06731	AENJA_19068
OG0003919	XENTR14692	AENJA_19176
OG0003920	XENTR12856	AENJA_19805
OG0003921	XENTR04630	AENJA_19828
OG0003922	XENTR08412	AENJA_19834
OG0003923	XENTR04190	AENJA_19884
OG0003925	XENTR05466	AENJA_20055
OG0003927	XENTR06337, XENTR06338	AENJA_20528
OG0003929	XENTR03727	AENJA_20627
OG0003930	XENTR10794	AENJA_20961
OG0003931	XENTR10403	AENJA_21038
OG0003933	XENTR11134, XENTR10793	AENJA_21761
OG0003934	XENTR05679	AENJA_21817
OG0003935	XENTR03877	AENJA_22316
OG0003936	XENTR06644	AENJA_22324
OG0003937	XENTR01997, XENTR01986	AENJA_22426
OG0003938	XENTR15244	AENJA_22573
OG0003939	XENTR04150	AENJA_22721
OG0003940	XENTR04461	AENJA_22828
OG0003941	XENTR10808	AENJA_22930
OG0003942	XENTR17940	AENJA_23165
OG0003944	XENTR06236	AENJA_23555
OG0003945	XENTR18416	AENJA_23594
OG0003946	XENTR08261, XENTR12173	AENJA_24350
OG0003947	XENTR08870, XENTR02239	AENJA_24809
OG0003948	XENTR01906	AENJA_24828
OG0003949	XENTR02519	AENJA_25294
OG0003951	XENTR02805	AENJA_25520
OG0003953	XENTR01614, XENTR03298	AENJA_25975, AENJA_25981
OG0003954	XENTR15739, XENTR07597	AENJA_26001
OG0003955	XENTR03281	AENJA_26253
OG0003956	XENTR00432	AENJA_26347
OG0003957	XENTR13241	AENJA_26465
OG0003958	XENTR08137	AENJA_26545
OG0003959	XENTR14787, XENTR19068, XENTR16821	AENJA_26551
OG0003960	XENTR02354, XENTR13704	AENJA_26560
OG0003961	XENTR09360	AENJA_26616
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	AENJA_26659
OG0003997	XENTR03284	AENJA_00553
OG0003998	XENTR13053	AENJA_00732
OG0003999	XENTR13639	AENJA_00953
OG0004000	XENTR16850	AENJA_01025
OG0004001	XENTR09607	AENJA_24627, AENJA_16531
OG0004001	XENTR03543	AENJA_17927
OG0004002	XENTR07505	AENJA_01139
OG0004005	XENTR08022	AENJA_01410, AENJA_01411
OG0004007	XENTR00335, XENTR12145	AENJA_01716
OG0004009	XENTR12738, XENTR07565	AENJA_01997
OG0004010	XENTR15365	AENJA_02161
OG0004011	XENTR09432, XENTR02695	AENJA_02252
OG0004012	XENTR08974	AENJA_02300
OG0004014	XENTR16545	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582
OG0004015	XENTR07793	AENJA_03648
OG0004016	XENTR08559	AENJA_25499
OG0004017	XENTR14676	AENJA_03846
OG0004018	XENTR14620	AENJA_04064
OG0004019	XENTR14133	AENJA_04085
