Orthogroup	XENTR	SCHMD
OG0002888	XENTR01004	SCHMD09489
OG0002889	XENTR09659, XENTR10801	SCHMD01004
OG0002891	XENTR06504, XENTR01216	SCHMD13844
OG0002892	XENTR15871, XENTR11956, XENTR06173	SCHMD14032
OG0002894	XENTR09951	SCHMD25475
OG0002895	XENTR10722, XENTR13295	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	XENTR18124, XENTR10924	SCHMD17000
OG0002897	XENTR08807	SCHMD13842
OG0002899	XENTR15290, XENTR00294	SCHMD08092
OG0002900	XENTR01428, XENTR17889	SCHMD25381
OG0002904	XENTR08257	SCHMD11509
OG0002906	XENTR00496	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	XENTR03427, XENTR03122	SCHMD11864, SCHMD21839
OG0002908	XENTR07223	SCHMD03347
OG0002909	XENTR07054, XENTR02377	SCHMD13692
OG0002911	XENTR14212, XENTR02243, XENTR02244	SCHMD08308
OG0002912	XENTR05049	SCHMD11036
OG0002913	XENTR02916, XENTR02037, XENTR02036	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002915	XENTR15678	SCHMD09665
OG0002916	XENTR15380, XENTR04744	SCHMD27668, SCHMD21453, SCHMD23088
OG0002921	XENTR14977	SCHMD09397
OG0002926	XENTR05828, XENTR08104	SCHMD25907, SCHMD13775, SCHMD16726
OG0002944	XENTR03625, XENTR09325	SCHMD08008
OG0002948	XENTR19009	SCHMD06278, SCHMD06277
OG0002949	XENTR05420	SCHMD00986
OG0002952	XENTR14461, XENTR01620	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	XENTR17933, XENTR17932	SCHMD15127
OG0002955	XENTR03055	SCHMD15457, SCHMD12505
OG0002956	XENTR11938, XENTR05075	SCHMD03331
OG0002957	XENTR06187	SCHMD14494, SCHMD11703
OG0002959	XENTR12100	SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	XENTR12922	SCHMD03221
OG0002961	XENTR11693	SCHMD25347, SCHMD24832
OG0002962	XENTR07404, XENTR13997	SCHMD02732
OG0002964	XENTR07402	SCHMD23539
OG0002966	XENTR06174	SCHMD19835
OG0002967	XENTR06032	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	XENTR12928, XENTR17755	SCHMD17924
OG0002969	XENTR14194	SCHMD08827
OG0002973	XENTR06006, XENTR12884	SCHMD02061, SCHMD03023
OG0002974	XENTR15000, XENTR15123	SCHMD05224
OG0002976	XENTR14081	SCHMD04973
OG0002977	XENTR09457	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	XENTR14104, XENTR12528, XENTR09037	SCHMD21481, SCHMD17387
OG0002979	XENTR15507	SCHMD01771, SCHMD00206, SCHMD00263
OG0002982	XENTR13101	SCHMD01104
OG0002983	XENTR13304	SCHMD18805
OG0002985	XENTR01815	SCHMD03398, SCHMD14369
OG0002987	XENTR01945, XENTR08978	SCHMD01543
OG0002987	XENTR09778	SCHMD13405
OG0002989	XENTR13471	SCHMD09813, SCHMD01483
OG0002990	XENTR01994, XENTR12466, XENTR08715	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	XENTR07281	SCHMD22608, SCHMD20729
OG0002992	XENTR01895, XENTR06222	SCHMD05236
OG0002994	XENTR02151	SCHMD00361
OG0002998	XENTR10809, XENTR17352, XENTR06372	SCHMD04878
OG0003001	XENTR05403	SCHMD16355, SCHMD17156
OG0003004	XENTR07513, XENTR02073	SCHMD18300, SCHMD21092
OG0003005	XENTR18499	SCHMD05203
OG0003006	XENTR11337	SCHMD08276, SCHMD27162
OG0003007	XENTR04298, XENTR00049, XENTR13215	SCHMD03434
OG0003008	XENTR15614, XENTR04677	SCHMD18648, SCHMD23992
OG0003010	XENTR14276	SCHMD10225
OG0003011	XENTR05600, XENTR15172	SCHMD06741
OG0003012	XENTR02824	SCHMD08169, SCHMD01210
OG0003012	XENTR09660	SCHMD05862
OG0003013	XENTR00139, XENTR03367	SCHMD06284
OG0003014	XENTR03629	SCHMD10015, SCHMD02414
OG0003016	XENTR11776, XENTR18402	SCHMD10022
OG0003017	XENTR16352, XENTR16351	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	XENTR10695, XENTR10694	SCHMD22688
OG0003022	XENTR05917	SCHMD11673
OG0003023	XENTR10199, XENTR10198, XENTR04561	SCHMD00132
OG0003024	XENTR18532	SCHMD09220
OG0003025	XENTR13995, XENTR00407	SCHMD12824
OG0003026	XENTR17420	SCHMD02853, SCHMD01047
OG0003027	XENTR04043, XENTR01453	SCHMD26555, SCHMD23346
OG0003028	XENTR11464	SCHMD00803
OG0003029	XENTR08351, XENTR05958	SCHMD17380
OG0003030	XENTR04003, XENTR18856, XENTR16201	SCHMD14026, SCHMD14334
OG0003031	XENTR01678, XENTR11006	SCHMD01560
OG0003033	XENTR01505	SCHMD17975
OG0003034	XENTR01021, XENTR05789	SCHMD06420
OG0003036	XENTR01299	SCHMD00743, SCHMD00746, SCHMD00745
OG0003038	XENTR15955, XENTR17309	SCHMD04323, SCHMD17801, SCHMD23638
OG0003043	XENTR13370	SCHMD01921
OG0003044	XENTR08887	SCHMD18036
OG0003046	XENTR00458, XENTR06271	SCHMD02191, SCHMD02192
OG0003048	XENTR04971	SCHMD04259
OG0003049	XENTR12371	SCHMD02944
OG0003050	XENTR07158, XENTR13871	SCHMD05940
OG0003052	XENTR17582	SCHMD10563
OG0003054	XENTR02710	SCHMD07639
OG0003055	XENTR00054, XENTR12225	SCHMD02492, SCHMD02453
OG0003060	XENTR06510, XENTR13247, XENTR16776	SCHMD03911
OG0003061	XENTR13047, XENTR13404	SCHMD13185, SCHMD19875
OG0003063	XENTR10800	SCHMD09452
OG0003065	XENTR08230	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	XENTR17099, XENTR08960	SCHMD16401
OG0003072	XENTR02567, XENTR00734	SCHMD06901
OG0003073	XENTR04061	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	XENTR02964, XENTR07675	SCHMD05044
OG0003077	XENTR07311, XENTR05693, XENTR17699	SCHMD16605, SCHMD02690
OG0003079	XENTR14327, XENTR13284	SCHMD21039, SCHMD16217
OG0003101	XENTR05478, XENTR07812, XENTR18234	SCHMD08248
OG0003106	XENTR12128	SCHMD02719, SCHMD29463
OG0003107	XENTR10986	SCHMD24066, SCHMD27003
OG0003110	XENTR02312	SCHMD04241
OG0003111	XENTR12220	SCHMD13595
OG0003112	XENTR07566	SCHMD20838
OG0003113	XENTR16144	SCHMD11799
OG0003114	XENTR18657	SCHMD14023
OG0003116	XENTR03534	SCHMD08507
OG0003119	XENTR16252, XENTR18505	SCHMD29008, SCHMD21161
OG0003121	XENTR11254	SCHMD12838, SCHMD29810, SCHMD26257
OG0003122	XENTR07201	SCHMD20810, SCHMD20273
OG0003123	XENTR00502	SCHMD12638
OG0003124	XENTR00783	SCHMD00285, SCHMD25581
OG0003125	XENTR09690	SCHMD07267
OG0003126	XENTR04714	SCHMD01239
OG0003127	XENTR08996, XENTR08997	SCHMD11421
OG0003128	XENTR14159	SCHMD19584
OG0003130	XENTR04051	SCHMD04681
OG0003133	XENTR00486	SCHMD01412
OG0003135	XENTR02084	SCHMD19428, SCHMD16137
OG0003136	XENTR12656, XENTR02424, XENTR05090	SCHMD12621, SCHMD24106, SCHMD11040
OG0003137	XENTR07279, XENTR05048	SCHMD07874
OG0003141	XENTR16911	SCHMD00202
OG0003144	XENTR07607, XENTR11410	SCHMD02154
OG0003146	XENTR18081	SCHMD08719, SCHMD06842
OG0003147	XENTR09759	SCHMD17526
OG0003148	XENTR10073	SCHMD04778
OG0003150	XENTR02043, XENTR08836	SCHMD20966
OG0003151	XENTR08206, XENTR02485, XENTR02484	SCHMD12480, SCHMD14456
OG0003152	XENTR07384, XENTR12708	SCHMD15231, SCHMD19429
OG0003153	XENTR18452	SCHMD06720, SCHMD06721
OG0003155	XENTR00977	SCHMD26491
OG0003157	XENTR16641	SCHMD06691
OG0003160	XENTR13384	SCHMD15101, SCHMD28838
OG0003161	XENTR09600	SCHMD03472
OG0003162	XENTR03824, XENTR08572	SCHMD16228, SCHMD15451
OG0003164	XENTR00718, XENTR05518	SCHMD01405
OG0003165	XENTR12396, XENTR12753	SCHMD04066
OG0003167	XENTR18627, XENTR06313	SCHMD26384, SCHMD25102, SCHMD24478
OG0003169	XENTR00138	SCHMD10405
OG0003171	XENTR03950	SCHMD06380, SCHMD06378
OG0003172	XENTR14668	SCHMD01375
OG0003178	XENTR11667, XENTR09042	SCHMD14461
OG0003181	XENTR18277	SCHMD00970
OG0003182	XENTR13629	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003188	XENTR05320, XENTR02763	SCHMD17520
OG0003189	XENTR15950	SCHMD02678
OG0003191	XENTR05225	SCHMD03926
OG0003193	XENTR09215	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003195	XENTR17698	SCHMD01797
OG0003196	XENTR16724	SCHMD11447
OG0003197	XENTR08587	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003198	XENTR08036	SCHMD14276
OG0003199	XENTR13157	SCHMD20498, SCHMD26450
OG0003202	XENTR06728	SCHMD03218, SCHMD21658
OG0003203	XENTR15103	SCHMD02943, SCHMD25430
OG0003206	XENTR01762	SCHMD29612
OG0003207	XENTR17115, XENTR02861	SCHMD06863, SCHMD04604
OG0003208	XENTR01082	SCHMD02480
OG0003210	XENTR07740, XENTR03933	SCHMD23858, SCHMD23874
OG0003212	XENTR07956, XENTR01342	SCHMD20324, SCHMD18634
OG0003213	XENTR15721	SCHMD10626, SCHMD25655
OG0003214	XENTR06201	SCHMD18471
OG0003215	XENTR07497, XENTR09047	SCHMD06939
OG0003217	XENTR05031, XENTR04303	SCHMD03371, SCHMD00338
OG0003218	XENTR12593	SCHMD20285
OG0003220	XENTR11144, XENTR12866	SCHMD14282
OG0003221	XENTR02159, XENTR04079	SCHMD16909, SCHMD22653
OG0003222	XENTR15911, XENTR10214, XENTR13202	SCHMD08631
OG0003223	XENTR06905	SCHMD08068
OG0003226	XENTR18053	SCHMD02518, SCHMD13794
OG0003228	XENTR13523	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	XENTR16185, XENTR10298	SCHMD00545
OG0003230	XENTR10511, XENTR10510	SCHMD09623
OG0003231	XENTR18302	SCHMD04327, SCHMD04326
OG0003235	XENTR17209	SCHMD15802
OG0003238	XENTR13238	SCHMD09383
OG0003250	XENTR15630, XENTR17841	SCHMD02359
OG0003251	XENTR09756	SCHMD10064, SCHMD14392
OG0003253	XENTR18870, XENTR10063	SCHMD08495
OG0003254	XENTR15784	SCHMD01611
OG0003257	XENTR11651	SCHMD14887, SCHMD01601
OG0003258	XENTR09647	SCHMD22229, SCHMD24400
OG0003260	XENTR11550, XENTR09192	SCHMD03972
OG0003262	XENTR06319, XENTR04546	SCHMD19208
OG0003264	XENTR02125, XENTR05760	SCHMD03771
OG0003265	XENTR04827, XENTR00765	SCHMD14800
OG0003267	XENTR06701	SCHMD03991
OG0003268	XENTR11858	SCHMD03636
OG0003269	XENTR00981	SCHMD04531
OG0003273	XENTR14541, XENTR09949	SCHMD06523
OG0003275	XENTR18433, XENTR02465	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	XENTR01225, XENTR05973	SCHMD27731, SCHMD11904
OG0003279	XENTR06409, XENTR03464	SCHMD08045
OG0003283	XENTR02862	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	XENTR09406, XENTR09408, XENTR09407	SCHMD07514, SCHMD15662
OG0003286	XENTR00938	SCHMD09721
OG0003287	XENTR07598	SCHMD14605
OG0003288	XENTR00671	SCHMD09311, SCHMD11762
OG0003289	XENTR14484, XENTR00516, XENTR00515	SCHMD16616
OG0003293	XENTR05206	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003296	XENTR00824	SCHMD02838
OG0003297	XENTR07372	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003299	XENTR12358	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046
OG0003301	XENTR08929	SCHMD13976, SCHMD15564
OG0003302	XENTR02111	SCHMD01831
OG0003303	XENTR07483	SCHMD01441
OG0003305	XENTR11041	SCHMD12414
OG0003306	XENTR07978	SCHMD03757
OG0003308	XENTR11573, XENTR09831	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950
OG0003309	XENTR15002, XENTR18421	SCHMD01407
OG0003311	XENTR11582, XENTR06308	SCHMD07066, SCHMD10347
OG0003316	XENTR08584	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	XENTR17690, XENTR06814	SCHMD12981
OG0003324	XENTR05271, XENTR05270	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	XENTR14438	SCHMD09735
OG0003329	XENTR05841	SCHMD18095, SCHMD22699
OG0003333	XENTR16496, XENTR16497	SCHMD20159, SCHMD28070
OG0003335	XENTR09006	SCHMD19779
OG0003337	XENTR12026	SCHMD01222
OG0003338	XENTR00064, XENTR05725	SCHMD07031
OG0003340	XENTR05753, XENTR04075	SCHMD08266
OG0003341	XENTR12776	SCHMD00617
OG0003343	XENTR10202	SCHMD22696
OG0003344	XENTR06071, XENTR06072, XENTR06070	SCHMD12946, SCHMD01887
OG0003347	XENTR05381	SCHMD05565, SCHMD05566
OG0003349	XENTR05563, XENTR07550	SCHMD04642, SCHMD00847
OG0003354	XENTR14729	SCHMD00933
OG0003356	XENTR01788, XENTR19056	SCHMD07762
OG0003357	XENTR08718	SCHMD05234
OG0003359	XENTR15397	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	XENTR03049, XENTR03048	SCHMD04932
OG0003361	XENTR13092	SCHMD21246, SCHMD23595, SCHMD19820
OG0003366	XENTR04144	SCHMD14890
OG0003372	XENTR00441	SCHMD20234
OG0003373	XENTR14268	SCHMD21509, SCHMD21699
OG0003374	XENTR00231, XENTR13931	SCHMD04840
OG0003375	XENTR00570	SCHMD08102
OG0003378	XENTR05665	SCHMD07046
OG0003378	XENTR16000	SCHMD07045
OG0003380	XENTR00830	SCHMD05800
OG0003381	XENTR16745, XENTR08704	SCHMD19752
OG0003382	XENTR06748	SCHMD05894
OG0003384	XENTR01965	SCHMD08925
OG0003385	XENTR03792	SCHMD09120
OG0003386	XENTR15284	SCHMD08232
OG0003388	XENTR06699	SCHMD09453, SCHMD01066, SCHMD01067
OG0003389	XENTR04470	SCHMD18859, SCHMD17530, SCHMD18180, SCHMD23555, SCHMD24378
OG0003391	XENTR13531	SCHMD15661, SCHMD24921, SCHMD27033
OG0003392	XENTR09804, XENTR00995, XENTR07310	SCHMD20046
OG0003419	XENTR16940	SCHMD02792
OG0003421	XENTR04887	SCHMD25644, SCHMD14414
OG0003422	XENTR08946, XENTR08947	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	XENTR08256	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	XENTR14116	SCHMD11714
OG0003430	XENTR15234	SCHMD03690
OG0003431	XENTR08565, XENTR08564, XENTR09172	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	XENTR01877	SCHMD05639, SCHMD06055
OG0003439	XENTR17504, XENTR10921, XENTR10920	SCHMD00949
OG0003443	XENTR07991, XENTR13306	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	XENTR10884	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	XENTR07728	SCHMD02071
OG0003449	XENTR04620	SCHMD06404
OG0003450	XENTR11136	SCHMD01589
OG0003451	XENTR03958	SCHMD08838
OG0003454	XENTR06943, XENTR12431	SCHMD10872, SCHMD17895
OG0003455	XENTR18377, XENTR19153	SCHMD27744, SCHMD09301
OG0003456	XENTR10526	SCHMD08769
OG0003458	XENTR11788	SCHMD20564
OG0003462	XENTR16197	SCHMD28411
OG0003463	XENTR11861, XENTR11992	SCHMD00720, SCHMD00721
OG0003464	XENTR00966	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	XENTR06176	SCHMD04832
OG0003466	XENTR11842, XENTR10915	SCHMD14345
OG0003467	XENTR17927	SCHMD08398
OG0003468	XENTR02404	SCHMD23347, SCHMD26554, SCHMD18382, SCHMD28745, SCHMD18984
OG0003475	XENTR16240	SCHMD11005
OG0003476	XENTR00760	SCHMD14696
OG0003477	XENTR08073	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	XENTR12098	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	XENTR02579, XENTR16286, XENTR11231	SCHMD07504, SCHMD03144
OG0003483	XENTR07509	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	XENTR05070, XENTR17032	SCHMD18619, SCHMD27864, SCHMD25667
OG0003486	XENTR14251, XENTR14252	SCHMD07957
OG0003487	XENTR18643	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	XENTR06590	SCHMD09112, SCHMD22268
OG0003489	XENTR05327, XENTR05749	SCHMD27620
OG0003490	XENTR10771	SCHMD10202
OG0003491	XENTR03228, XENTR07233	SCHMD07566
OG0003492	XENTR01960, XENTR06706	SCHMD17580
OG0003496	XENTR05780	SCHMD27149, SCHMD21580, SCHMD24551
OG0003497	XENTR06024, XENTR18982	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	XENTR03494	SCHMD19260
OG0003501	XENTR10636	SCHMD02847, SCHMD02846
OG0003502	XENTR06321	SCHMD05683
OG0003503	XENTR13845	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003505	XENTR00482	SCHMD08229, SCHMD08228
OG0003508	XENTR17069, XENTR08767	SCHMD00810
OG0003509	XENTR18947	SCHMD12054
OG0003510	XENTR02162, XENTR10219	SCHMD06295
OG0003511	XENTR05842	SCHMD10744
OG0003513	XENTR16163, XENTR15086	SCHMD25986, SCHMD27084
OG0003515	XENTR10827, XENTR01032	SCHMD16232, SCHMD28533
OG0003516	XENTR16307	SCHMD28216
OG0003518	XENTR08349	SCHMD05084
OG0003519	XENTR16950	SCHMD04577
OG0003520	XENTR02410	SCHMD04339
OG0003522	XENTR04224	SCHMD02972
OG0003523	XENTR06238	SCHMD11220, SCHMD11219
OG0003525	XENTR04572	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	XENTR08469	SCHMD19091, SCHMD14510
OG0003528	XENTR10782	SCHMD21896, SCHMD26214
OG0003530	XENTR08393	SCHMD08166
OG0003531	XENTR02395, XENTR17644	SCHMD02486
OG0003532	XENTR10579	SCHMD04373
OG0003533	XENTR06013	SCHMD29432, SCHMD23787
OG0003539	XENTR17518	SCHMD18718, SCHMD20290
OG0003543	XENTR16314, XENTR00214	SCHMD01295, SCHMD04172
OG0003544	XENTR13004, XENTR07985	SCHMD22197, SCHMD21841
OG0003545	XENTR01366, XENTR13128	SCHMD18885, SCHMD15544
OG0003548	XENTR15263	SCHMD25865, SCHMD23815
OG0003550	XENTR11802, XENTR05398	SCHMD01327
OG0003551	XENTR04301	SCHMD07949
OG0003552	XENTR01989	SCHMD10623, SCHMD08451
OG0003554	XENTR12448	SCHMD11710, SCHMD08877
OG0003555	XENTR10243, XENTR06578, XENTR10244, XENTR10245	SCHMD03932
OG0003557	XENTR02226	SCHMD08732
OG0003558	XENTR09307, XENTR11536	SCHMD04257
OG0003561	XENTR09143, XENTR09144, XENTR15956	SCHMD07358
OG0003562	XENTR13770	SCHMD00923
OG0003563	XENTR00974	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	XENTR01915, XENTR08979	SCHMD19445, SCHMD14913
OG0003566	XENTR08703	SCHMD26756, SCHMD15301
OG0003567	XENTR12992	SCHMD15008, SCHMD04442
OG0003568	XENTR01200	SCHMD15819
OG0003570	XENTR15222	SCHMD08962
OG0003571	XENTR05133, XENTR16524	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	XENTR18024	SCHMD03521
OG0003579	XENTR01923, XENTR05581, XENTR05580	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	XENTR13303	SCHMD12451, SCHMD16671
OG0003585	XENTR14346, XENTR09956, XENTR16832	SCHMD02146
OG0003597	XENTR18049	SCHMD07116
OG0003598	XENTR12005	SCHMD21244
OG0003599	XENTR06077	SCHMD21154
OG0003603	XENTR07586	SCHMD02011
OG0003604	XENTR09462, XENTR01204	SCHMD03287
OG0003607	XENTR04132	SCHMD18996, SCHMD19067
OG0003610	XENTR18364	SCHMD10025, SCHMD05007
OG0003611	XENTR13792	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	XENTR12924	SCHMD05840
OG0003613	XENTR07063, XENTR18350	SCHMD04176
OG0003615	XENTR11541	SCHMD13214
OG0003617	XENTR18835	SCHMD19266, SCHMD24604
OG0003618	XENTR06591	SCHMD03820
OG0003619	XENTR14382	SCHMD13518, SCHMD08597
OG0003620	XENTR11610	SCHMD10079, SCHMD29362
OG0003621	XENTR08477	SCHMD12479
OG0003622	XENTR00588	SCHMD21579, SCHMD21578, SCHMD23632
OG0003624	XENTR04842	SCHMD09571, SCHMD22651
OG0003626	XENTR09204	SCHMD06623
OG0003627	XENTR03252	SCHMD19934, SCHMD24898
OG0003629	XENTR03081	SCHMD03651
OG0003630	XENTR17948	SCHMD00976, SCHMD01074, SCHMD00979
OG0003632	XENTR10135, XENTR00270	SCHMD28869
OG0003634	XENTR10016	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332
OG0003635	XENTR09260	SCHMD09927
OG0003636	XENTR14237	SCHMD16813
OG0003638	XENTR03036	SCHMD08904, SCHMD12994
OG0003640	XENTR07366, XENTR07389, XENTR15717	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	XENTR17108	SCHMD03638
OG0003646	XENTR17031, XENTR17030	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	XENTR05840	SCHMD03661, SCHMD03659
OG0003649	XENTR11535	SCHMD11461
OG0003651	XENTR07797	SCHMD19273, SCHMD24605
OG0003652	XENTR05790, XENTR01212	SCHMD11274
OG0003653	XENTR00241, XENTR07273, XENTR15919	SCHMD17511, SCHMD11246
OG0003654	XENTR14703	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	XENTR16032, XENTR04379	SCHMD09541
OG0003657	XENTR07176	SCHMD25752, SCHMD28011
OG0003658	XENTR03326	SCHMD29667
OG0003659	XENTR06944	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	XENTR03758	SCHMD11070
OG0003666	XENTR15411, XENTR03926	SCHMD02137
OG0003668	XENTR02672	SCHMD16966
OG0003669	XENTR08683	SCHMD19438
OG0003671	XENTR13386, XENTR15446	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	XENTR07314	SCHMD06465, SCHMD13496
OG0003674	XENTR09128	SCHMD19493, SCHMD21241
OG0003675	XENTR14931	SCHMD10343
OG0003676	XENTR00677, XENTR01874	SCHMD09933
OG0003678	XENTR00079, XENTR17514	SCHMD18909
OG0003679	XENTR18397, XENTR12379	SCHMD14973
OG0003682	XENTR13445	SCHMD00097
OG0003685	XENTR15247, XENTR08131	SCHMD02813
OG0003687	XENTR05213, XENTR00134	SCHMD06543
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	SCHMD02218
OG0003692	XENTR01955	SCHMD07452
OG0003694	XENTR17179	SCHMD01774
OG0003695	XENTR07743, XENTR03931	SCHMD02002
OG0003696	XENTR02869	SCHMD10456, SCHMD19979
OG0003698	XENTR09545, XENTR01970	SCHMD04070, SCHMD04069
OG0003703	XENTR16337, XENTR12841	SCHMD03850
OG0003705	XENTR12388	SCHMD16984
OG0003706	XENTR15599	SCHMD03464, SCHMD03465
OG0003708	XENTR08453	SCHMD13127
OG0003710	XENTR06304	SCHMD01072
OG0003712	XENTR01274, XENTR12990	SCHMD07204, SCHMD01556
OG0003713	XENTR03924	SCHMD09387
OG0003716	XENTR10549	SCHMD16362
OG0003717	XENTR08367	SCHMD02266
OG0003718	XENTR10379	SCHMD19427, SCHMD27978
OG0003720	XENTR01280, XENTR11759	SCHMD23149, SCHMD11812
OG0003721	XENTR07713, XENTR09504	SCHMD06738
OG0003722	XENTR13252, XENTR06780	SCHMD13809
OG0003724	XENTR10087	SCHMD11616
OG0003725	XENTR00052, XENTR12224, XENTR12471	SCHMD27474, SCHMD20596
OG0003726	XENTR05750	SCHMD25016
OG0003729	XENTR03157	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	XENTR02013	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	XENTR04923	SCHMD22514
OG0003732	XENTR18126	SCHMD03760
OG0003734	XENTR16422	SCHMD00609
OG0003736	XENTR09558	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	XENTR06182, XENTR09163	SCHMD26875, SCHMD23789
OG0003739	XENTR15714	SCHMD03999
OG0003740	XENTR15199	SCHMD13948, SCHMD17686
OG0003741	XENTR17057	SCHMD28597, SCHMD28496
OG0003742	XENTR03179, XENTR03778	SCHMD03803
OG0003743	XENTR12518	SCHMD05330, SCHMD03268
OG0003744	XENTR06835, XENTR16465	SCHMD04258
OG0003746	XENTR04180, XENTR06934, XENTR16848	SCHMD20571
OG0003747	XENTR05018	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	XENTR16748	SCHMD12963
OG0003750	XENTR02453	SCHMD10740, SCHMD21692
OG0003751	XENTR09919, XENTR09920	SCHMD29178, SCHMD29232
OG0003753	XENTR01846	SCHMD05736
OG0003755	XENTR04060	SCHMD24630
OG0003756	XENTR06642	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	XENTR15569, XENTR19000	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	XENTR10842, XENTR07110	SCHMD10568
OG0003759	XENTR16557, XENTR14606	SCHMD02168
OG0003763	XENTR17599	SCHMD15410
OG0003764	XENTR10248	SCHMD03437
OG0003766	XENTR01718	SCHMD22112, SCHMD16522
OG0003771	XENTR13739, XENTR03911	SCHMD05134
OG0003776	XENTR07141	SCHMD01854
OG0003777	XENTR01073, XENTR12435	SCHMD09329, SCHMD03918
OG0003778	XENTR10711	SCHMD06996
OG0003779	XENTR17121	SCHMD15868, SCHMD25797
OG0003794	XENTR06585, XENTR05055	SCHMD05999
OG0003795	XENTR19254	SCHMD22731
OG0003798	XENTR01114, XENTR07104	SCHMD13971, SCHMD04164
OG0003803	XENTR01279	SCHMD27722, SCHMD27442
OG0003806	XENTR07356	SCHMD21156
