Orthogroup	XENTR	OWEFU
OG0002683	XENTR11456, XENTR00050	OFUSG17573.1.p2
OG0002685	XENTR17715, XENTR17714	OFUSG01490.1.p1
OG0002688	XENTR14633, XENTR00693, XENTR00694, XENTR03467	OFUSG19118.1.p1, OFUSG03402.1.p1
OG0002703	XENTR02629, XENTR08236	OFUSG19745.2.p1, OFUSG19745.1.p1
OG0002705	XENTR15379, XENTR04743	OFUSG23521.2.p1, OFUSG23521.1.p1
OG0002707	XENTR12775, XENTR03852	OFUSG12558.1.p1
OG0002708	XENTR05903	OFUSG00085.1.p1
OG0002710	XENTR15727, XENTR10069	OFUSG09390.1.p1
OG0002711	XENTR01059, XENTR03394, XENTR00009	OFUSG10377.1.p1
OG0002712	XENTR01793	OFUSG02353.1.p1
OG0002713	XENTR14279	OFUSG14155.1.p1
OG0002714	XENTR09377	OFUSG00220.1.p1, OFUSG06935.1.p1, OFUSG06937.1.p1
OG0002715	XENTR06007	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1
OG0002716	XENTR00957	OFUSG09527.1.p1
OG0002718	XENTR14481	OFUSG20941.1.p1, OFUSG20941.2.p1
OG0002719	XENTR04203	OFUSG04545.1.p1
OG0002720	XENTR02479	OFUSG20349.1.p1
OG0002721	XENTR19220, XENTR13649	OFUSG09992.1.p1
OG0002722	XENTR03855	OFUSG21829.1.p1
OG0002723	XENTR14773, XENTR13082, XENTR14110, XENTR00199	OFUSG25295.1.p1
OG0002724	XENTR09789	OFUSG23259.1.p1
OG0002726	XENTR04881, XENTR07286	OFUSG10760.1.p1
OG0002728	XENTR13307, XENTR13308	OFUSG24205.1.p1
OG0002729	XENTR10582	OFUSG02975.1.p1
OG0002730	XENTR01267, XENTR01266, XENTR12536	OFUSG00020.1.p1
OG0002731	XENTR09306	OFUSG08355.1.p1
OG0002732	XENTR09571, XENTR11093	OFUSG18697.1.p1
OG0002734	XENTR07485, XENTR18286	OFUSG12291.1.p1
OG0002735	XENTR07190, XENTR07108, XENTR12263	OFUSG15372.1.p1, OFUSG15374.1.p1
OG0002736	XENTR10767, XENTR10766	OFUSG00222.1.p1
OG0002738	XENTR09791, XENTR01391	OFUSG17862.1.p1
OG0002739	XENTR05504	OFUSG02929.1.p1
OG0002740	XENTR12910, XENTR11462	OFUSG17183.1.p1
OG0002741	XENTR08119, XENTR00571, XENTR09682	OFUSG09210.1.p1, OFUSG09210.2.p1
OG0002742	XENTR06700, XENTR14219	OFUSG18256.1.p1
OG0002743	XENTR03347, XENTR05375	OFUSG16819.1.p1
OG0002744	XENTR09928, XENTR07749	OFUSG08357.1.p1
OG0002745	XENTR09799, XENTR09800	OFUSG18242.2.p1, OFUSG18242.1.p1
OG0002746	XENTR12491	OFUSG09016.1.p1
OG0002747	XENTR15530, XENTR12004	OFUSG25884.2.p1, OFUSG25884.1.p1
OG0002748	XENTR06789	OFUSG25527.1.p1
OG0002749	XENTR10274	OFUSG08546.1.p1
OG0002751	XENTR00851	OFUSG05851.1.p1
OG0002752	XENTR04386	OFUSG01980.2.p1, OFUSG01980.1.p1
OG0002753	XENTR11296, XENTR02867	OFUSG05932.1.p1
OG0002754	XENTR03983	OFUSG21211.1.p1, OFUSG21211.2.p1
OG0002756	XENTR02781	OFUSG24104.1.p1
OG0002757	XENTR12168	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1
OG0002758	XENTR04566, XENTR03532	OFUSG15087.1.p1
OG0002759	XENTR10768	OFUSG01273.2.p1, OFUSG01273.1.p1
OG0002760	XENTR00378	OFUSG19010.1.p1, OFUSG19009.1.p1
OG0002761	XENTR17764, XENTR17624	OFUSG26078.1.p1
OG0002762	XENTR11282, XENTR01231, XENTR14321	OFUSG06435.1.p1
OG0002763	XENTR10839	OFUSG04521.1.p1, OFUSG04521.2.p1
OG0002764	XENTR15483	OFUSG23602.1.p1
OG0002765	XENTR17842, XENTR00480	OFUSG20514.1.p1
OG0002766	XENTR08503	OFUSG25034.1.p1
OG0002767	XENTR04364, XENTR04365, XENTR03484	OFUSG03685.1.p1
OG0002768	XENTR10109	OFUSG06807.1.p1
OG0002769	XENTR11590, XENTR07696	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1
OG0002770	XENTR02195	OFUSG06074.1.p1
OG0002771	XENTR00192, XENTR03850	OFUSG11277.1.p1
OG0002772	XENTR11948, XENTR11949	OFUSG06709.1.p1
OG0002773	XENTR12292, XENTR12291	OFUSG26880.2.p1, OFUSG26880.1.p1
OG0002774	XENTR11548, XENTR10278	OFUSG08706.1.p1, OFUSG08706.2.p1
OG0002775	XENTR10960, XENTR10961	OFUSG22089.1.p1
OG0002776	XENTR09728	OFUSG17830.2.p1, OFUSG17830.1.p1
OG0002778	XENTR12569, XENTR00539	OFUSG09154.1.p1
OG0002779	XENTR10031	OFUSG01706.1.p1
OG0002780	XENTR13725	OFUSG10170.1.p1, OFUSG10170.2.p1
OG0002781	XENTR16799, XENTR05234	OFUSG15810.1.p1
OG0002783	XENTR12146	OFUSG23510.1.p1
OG0002785	XENTR00059, XENTR05827	OFUSG17300.1.p1
OG0002786	XENTR11442, XENTR03121, XENTR03426	OFUSG19625.1.p1
OG0002788	XENTR09878, XENTR09877, XENTR04431	OFUSG01564.1.p1
OG0002791	XENTR06517, XENTR03920, XENTR18740	OFUSG13923.1.p1
OG0002792	XENTR13697	OFUSG04701.2.p1, OFUSG04701.1.p1
OG0002793	XENTR12803	OFUSG11358.1.p1, OFUSG11360.1.p1
OG0002794	XENTR00100	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1
OG0002795	XENTR01455, XENTR06774	OFUSG16642.1.p1
OG0002799	XENTR17773, XENTR17772	OFUSG15023.2.p1, OFUSG15023.1.p1
OG0002811	XENTR10804	OFUSG05869.2.p1, OFUSG05869.1.p1
OG0002812	XENTR05800, XENTR00060	OFUSG23571.1.p1, OFUSG23571.2.p1
OG0002813	XENTR02963, XENTR08358, XENTR06637	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1
OG0002814	XENTR07560, XENTR05582	OFUSG17968.1.p1
OG0002815	XENTR11891, XENTR04234	OFUSG00006.1.p1
OG0002816	XENTR00002, XENTR00003	OFUSG21501.1.p1
OG0002817	XENTR12101	OFUSG22074.1.p1
OG0002818	XENTR13155, XENTR06391	OFUSG06912.1.p1
OG0002819	XENTR12912	OFUSG12989.1.p1, OFUSG12989.2.p1
OG0002821	XENTR05879	OFUSG12824.1.p1, OFUSG12868.1.p1
OG0002822	XENTR00124, XENTR13843	OFUSG10280.1.p1
OG0002823	XENTR18759	OFUSG07633.1.p1
OG0002824	XENTR13061, XENTR06524	OFUSG16938.1.p1
OG0002825	XENTR11515	OFUSG07952.1.p1
OG0002826	XENTR09079, XENTR12650	OFUSG25180.1.p1
OG0002827	XENTR09149	OFUSG01136.1.p1
OG0002828	XENTR06020	OFUSG19694.1.p1
OG0002829	XENTR01838	OFUSG17802.1.p1, OFUSG17802.2.p1, OFUSG17802.3.p1
OG0002830	XENTR03825, XENTR05528	OFUSG11249.1.p1, OFUSG11249.2.p1
OG0002831	XENTR16010	OFUSG00744.1.p1
OG0002833	XENTR11335	OFUSG10565.1.p1
OG0002835	XENTR11887, XENTR14253	OFUSG13154.1.p1
OG0002836	XENTR03259, XENTR09231, XENTR09230	OFUSG21241.1.p1
OG0002837	XENTR15959, XENTR00684	OFUSG03666.1.p1
OG0002839	XENTR15634	OFUSG04543.1.p1
OG0002840	XENTR07275, XENTR17810	OFUSG04749.1.p1, OFUSG04749.2.p1
OG0002841	XENTR00738	OFUSG06346.1.p1
OG0002842	XENTR14759, XENTR00342	OFUSG26331.1.p1
OG0002843	XENTR01142	OFUSG22264.1.p1
OG0002844	XENTR02808, XENTR17210	OFUSG06933.1.p1
OG0002847	XENTR01188	OFUSG15328.1.p1
OG0002848	XENTR02131	OFUSG20933.1.p1
OG0002849	XENTR14137, XENTR18580	OFUSG16116.1.p1
OG0002850	XENTR03096, XENTR11615	OFUSG26286.1.p1, OFUSG26286.2.p1
OG0002851	XENTR11403, XENTR00147	OFUSG00457.1.p1
OG0002853	XENTR13696, XENTR04345	OFUSG20007.1.p1
OG0002854	XENTR04689	OFUSG24402.1.p1
OG0002855	XENTR05794	OFUSG01482.2.p1, OFUSG01482.1.p1
OG0002856	XENTR08107, XENTR18618	OFUSG09744.1.p1
OG0002857	XENTR04246	OFUSG23665.1.p1
OG0002858	XENTR10468, XENTR10467, XENTR03717	OFUSG20592.1.p1
OG0002859	XENTR04627	OFUSG26370.1.p1
OG0002860	XENTR01789	OFUSG10816.1.p1
OG0002861	XENTR09850	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1
OG0002862	XENTR15885, XENTR11393	OFUSG01203.1.p1
OG0002864	XENTR13804, XENTR13234	OFUSG04409.1.p1
OG0002865	XENTR18512	OFUSG05215.1.p1
OG0002866	XENTR04723, XENTR13209	OFUSG00718.1.p1
OG0002868	XENTR02779	OFUSG03072.1.p1
OG0002869	XENTR00267, XENTR08439	OFUSG26444.1.p1
OG0002870	XENTR04233	OFUSG01831.1.p1
OG0002871	XENTR09869	OFUSG25447.1.p1
OG0002873	XENTR12525	OFUSG10642.1.p1
OG0002874	XENTR11119, XENTR06615	OFUSG06465.1.p1
OG0002875	XENTR07629	OFUSG25099.1.p1
OG0002876	XENTR10826, XENTR08160	OFUSG07618.1.p1
OG0002877	XENTR08111	OFUSG09062.2.p1, OFUSG09062.1.p1
OG0002878	XENTR13568, XENTR15797	OFUSG26924.1.p1
OG0002879	XENTR07894, XENTR12756	OFUSG00445.1.p1
OG0002880	XENTR04522, XENTR13334, XENTR09153	OFUSG17371.1.p1, OFUSG17371.2.p1
OG0002881	XENTR05556	OFUSG13652.1.p1
OG0002882	XENTR05685	OFUSG12338.1.p1, OFUSG22314.1.p1
OG0002883	XENTR07570	OFUSG22592.1.p1
OG0002884	XENTR16780	OFUSG01224.1.p1
OG0002887	XENTR04718, XENTR04717	OFUSG17477.1.p1
OG0002888	XENTR01004	OFUSG18365.1.p1
OG0002889	XENTR09659, XENTR10801	OFUSG05655.2.p1, OFUSG05655.1.p1
OG0002890	XENTR02150	OFUSG23123.1.p1, OFUSG23123.2.p1
OG0002891	XENTR06504, XENTR01216	OFUSG13187.1.p1
OG0002892	XENTR15871, XENTR11956, XENTR06173	OFUSG08144.1.p1
OG0002893	XENTR15094	OFUSG14671.1.p1, OFUSG14674.1.p1
OG0002894	XENTR09951	OFUSG25047.1.p1
OG0002895	XENTR10722, XENTR13295	OFUSG18676.1.p1
OG0002896	XENTR18124, XENTR10924	OFUSG14237.1.p1
OG0002897	XENTR08807	OFUSG17101.1.p1
OG0002898	XENTR03296	OFUSG11484.1.p1
OG0002899	XENTR15290, XENTR00294	OFUSG21253.1.p1
OG0002900	XENTR01428, XENTR17889	OFUSG19632.1.p1
OG0002902	XENTR00980, XENTR00979	OFUSG05328.1.p1
OG0002904	XENTR08257	OFUSG16835.2.p1, OFUSG16835.1.p1, OFUSG16835.3.p1
OG0002905	XENTR08061, XENTR00262	OFUSG23411.1.p1
OG0002906	XENTR00496	OFUSG05126.1.p1, OFUSG05126.2.p1
OG0002907	XENTR03427, XENTR03122	OFUSG19626.1.p1
OG0002908	XENTR07223	OFUSG16213.1.p1
OG0002909	XENTR07054, XENTR02377	OFUSG18769.1.p1
OG0002910	XENTR08951	OFUSG01086.1.p1
OG0002911	XENTR14212, XENTR02243, XENTR02244	OFUSG19353.2.p1, OFUSG19353.1.p1
OG0002912	XENTR05049	OFUSG20904.1.p1
OG0002913	XENTR02916, XENTR02037, XENTR02036	OFUSG04257.1.p1
OG0002915	XENTR15678	OFUSG20878.1.p1
OG0002916	XENTR15380, XENTR04744	OFUSG21167.1.p1
OG0002917	XENTR03199	OFUSG14554.1.p1
OG0002919	XENTR01477, XENTR14061	OFUSG20196.1.p1, OFUSG20197.1.p1, OFUSG20197.2.p1
OG0002921	XENTR14977	OFUSG15321.1.p1
OG0002922	XENTR10516, XENTR02242	OFUSG06794.1.p1
OG0002923	XENTR05145, XENTR02489	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1
OG0002924	XENTR18508, XENTR11259, XENTR08327	OFUSG03913.1.p1
OG0002925	XENTR00245	OFUSG23710.1.p1
OG0002926	XENTR05828, XENTR08104	OFUSG03640.1.p1, OFUSG08908.1.p1
OG0002944	XENTR03625, XENTR09325	OFUSG26530.1.p1
OG0002945	XENTR16676	OFUSG10545.1.p1
OG0002947	XENTR10595	OFUSG06938.1.p1, OFUSG05617.1.p1
OG0002948	XENTR19009	OFUSG13662.1.p1, OFUSG13656.1.p1
OG0002949	XENTR05420	OFUSG18300.1.p1
OG0002952	XENTR14461, XENTR01620	OFUSG03363.1.p1
OG0002953	XENTR17933, XENTR17932	OFUSG21854.1.p1
OG0002955	XENTR03055	OFUSG25162.2.p1, OFUSG25162.1.p1
OG0002956	XENTR11938, XENTR05075	OFUSG09190.1.p1
OG0002957	XENTR06187	OFUSG26845.2.p1, OFUSG26845.1.p1
OG0002959	XENTR12100	OFUSG12174.1.p1, OFUSG12174.2.p1
OG0002960	XENTR12922	OFUSG07939.1.p1
OG0002961	XENTR11693	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1
OG0002962	XENTR07404, XENTR13997	OFUSG10611.1.p1, OFUSG10611.2.p1
OG0002964	XENTR07402	OFUSG09989.1.p1, OFUSG09989.2.p1
OG0002965	XENTR07283	OFUSG00878.1.p1
OG0002966	XENTR06174	OFUSG08150.1.p1, OFUSG08150.2.p1
OG0002967	XENTR06032	OFUSG21907.1.p1
OG0002968	XENTR17755	OFUSG13570.1.p1
OG0002969	XENTR14194	OFUSG04125.1.p1
OG0002971	XENTR11852, XENTR11853, XENTR13592, XENTR13593, XENTR14345, XENTR14344	OFUSG17150.1.p1
OG0002973	XENTR06006	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1
OG0002974	XENTR15000, XENTR15123	OFUSG04989.1.p1
OG0002975	XENTR11363	OFUSG21917.1.p1
OG0002976	XENTR14081	OFUSG20137.1.p1, OFUSG20137.2.p1
OG0002977	XENTR09457	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1
OG0002978	XENTR14104, XENTR12528, XENTR09037	OFUSG12256.1.p1
OG0002979	XENTR15507	OFUSG00218.2.p1, OFUSG00218.1.p1
OG0002981	XENTR00095	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1
OG0002982	XENTR13101	OFUSG01882.1.p1, OFUSG01880.1.p1
OG0002983	XENTR12350, XENTR13304	OFUSG00158.2.p1, OFUSG00158.1.p1
OG0002984	XENTR11184	OFUSG04262.1.p1
OG0002985	XENTR01815	OFUSG03673.2.p1, OFUSG03673.1.p1
OG0002986	XENTR01222, XENTR05978	OFUSG05495.2.p1, OFUSG05495.1.p1
OG0002987	XENTR01945, XENTR08978	OFUSG18861.2.p1, OFUSG18861.1.p1
OG0002988	XENTR05343, XENTR08422, XENTR08423	OFUSG04569.2.p1, OFUSG04569.1.p1
OG0002989	XENTR13471	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1
OG0002990	XENTR01994, XENTR12466, XENTR08715	OFUSG06081.2.p1, OFUSG06081.1.p1
OG0002991	XENTR07281	OFUSG11187.1.p1, OFUSG11187.2.p1
OG0002992	XENTR01895, XENTR06222	OFUSG12615.1.p1
OG0002994	XENTR02151	OFUSG04802.1.p1, OFUSG04806.1.p1
OG0002996	XENTR16303, XENTR18314	OFUSG06256.1.p1
OG0002997	XENTR00325	OFUSG26855.1.p1, OFUSG23413.1.p1
OG0002998	XENTR10809, XENTR17352, XENTR06372	OFUSG14182.1.p1
OG0003001	XENTR01871	OFUSG15796.1.p1
OG0003002	XENTR17080, XENTR05211	OFUSG16733.1.p1
OG0003003	XENTR03623	OFUSG17638.1.p1, OFUSG17638.2.p1
OG0003004	XENTR07513, XENTR02073	OFUSG11480.1.p1
OG0003005	XENTR18499	OFUSG11245.1.p1
OG0003006	XENTR11337	OFUSG17958.1.p1
OG0003008	XENTR15614, XENTR04677	OFUSG25480.1.p1, OFUSG25480.2.p1
OG0003010	XENTR14276	OFUSG00054.1.p1
OG0003011	XENTR05600, XENTR15172	OFUSG02280.1.p1, OFUSG02280.2.p1
OG0003012	XENTR02824	OFUSG06422.1.p1
OG0003013	XENTR00139, XENTR03367	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1
OG0003014	XENTR03629	OFUSG15945.1.p1
OG0003016	XENTR11776, XENTR18402	OFUSG03152.1.p1
OG0003018	XENTR16972	OFUSG03127.1.p1
OG0003019	XENTR10695, XENTR10694	OFUSG17110.1.p1
OG0003021	XENTR18288	OFUSG12843.1.p1
OG0003022	XENTR05917	OFUSG14229.1.p1
OG0003023	XENTR10199, XENTR10198, XENTR04561	OFUSG15695.1.p1, OFUSG15693.1.p1
OG0003024	XENTR18532	OFUSG12479.1.p1
OG0003025	XENTR13995, XENTR00407	OFUSG17289.1.p1
OG0003026	XENTR17420	OFUSG08234.1.p1
OG0003027	XENTR04043, XENTR01453	OFUSG21402.1.p1
OG0003028	XENTR11464	OFUSG13558.1.p1
OG0003029	XENTR08351, XENTR05958	OFUSG20710.1.p1
OG0003030	XENTR04003, XENTR18856, XENTR16201	OFUSG25379.1.p1
OG0003031	XENTR01678, XENTR11006	OFUSG16648.1.p1
OG0003032	XENTR11083, XENTR08717, XENTR01996	OFUSG18983.2.p1, OFUSG18983.3.p1, OFUSG18983.1.p1
OG0003033	XENTR01505	OFUSG01453.1.p1
OG0003034	XENTR01021	OFUSG02654.1.p1
OG0003035	XENTR08097, XENTR04242	OFUSG01253.1.p1
OG0003036	XENTR01299	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1
OG0003037	XENTR06327	OFUSG12491.1.p1
OG0003038	XENTR15955, XENTR17309	OFUSG09156.1.p1
OG0003040	XENTR18563	OFUSG24704.1.p1
OG0003041	XENTR00227	OFUSG26411.1.p1
OG0003042	XENTR05407, XENTR05408	OFUSG04534.1.p1
OG0003043	XENTR13370	OFUSG18158.1.p1
OG0003044	XENTR08887	OFUSG22295.1.p1
OG0003045	XENTR10613	OFUSG04172.1.p1
OG0003045	XENTR09364	OFUSG24692.1.p1, OFUSG24692.2.p1
OG0003046	XENTR00458, XENTR06271	OFUSG21357.1.p1
OG0003048	XENTR04971	OFUSG20691.1.p1, OFUSG20691.2.p1
OG0003049	XENTR12371	OFUSG26252.1.p1
OG0003050	XENTR07158, XENTR13871	OFUSG09796.1.p1
OG0003051	XENTR15589, XENTR08838	OFUSG07901.1.p1, OFUSG07901.2.p1
OG0003052	XENTR17582	OFUSG06790.1.p1
OG0003053	XENTR14155	OFUSG19169.1.p1
OG0003054	XENTR02710	OFUSG25793.1.p1
OG0003055	XENTR00054, XENTR12225	OFUSG21161.1.p1
OG0003057	XENTR06973, XENTR14619	OFUSG01472.1.p1
OG0003058	XENTR07986, XENTR10890, XENTR02463	OFUSG09761.1.p1
OG0003059	XENTR12777	OFUSG21766.1.p1, OFUSG21766.2.p1
OG0003060	XENTR06510, XENTR13247, XENTR16776	OFUSG21496.1.p1
OG0003061	XENTR13047, XENTR13404	OFUSG22038.1.p1, OFUSG22039.1.p1
OG0003062	XENTR07266	OFUSG22987.1.p1
OG0003063	XENTR10800	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1
OG0003064	XENTR18991	OFUSG16596.1.p1
OG0003065	XENTR08230	OFUSG09629.1.p1
OG0003066	XENTR17099, XENTR08960	OFUSG01613.1.p1
OG0003071	XENTR03967	OFUSG02538.1.p1
OG0003072	XENTR02567, XENTR00734	OFUSG19220.1.p1
OG0003073	XENTR04061	OFUSG22208.1.p1
OG0003074	XENTR02964, XENTR07675	OFUSG22963.1.p1
OG0003077	XENTR07311, XENTR05693, XENTR17699	OFUSG10101.1.p1
OG0003078	XENTR09095, XENTR11706	OFUSG11722.1.p1
OG0003079	XENTR14327, XENTR13284	OFUSG19620.1.p1
OG0003084	XENTR11661, XENTR12082	OFUSG03409.1.p1, OFUSG03411.1.p1, OFUSG03410.1.p1, OFUSG03412.1.p1, OFUSG02633.1.p1
OG0003089	XENTR17194	OFUSG15303.1.p1, OFUSG15302.1.p1
OG0003101	XENTR05478, XENTR07812, XENTR18234	OFUSG26512.1.p1
OG0003103	XENTR07478, XENTR07479, XENTR02297	OFUSG26724.1.p1, OFUSG03657.1.p1
OG0003104	XENTR06110, XENTR04678	OFUSG25660.1.p1
OG0003105	XENTR04336	OFUSG19655.1.p1
OG0003107	XENTR10986	OFUSG05270.1.p1, OFUSG05271.1.p1
OG0003108	XENTR11504, XENTR11503	OFUSG01270.1.p1, OFUSG01270.2.p1
OG0003110	XENTR02312	OFUSG25812.1.p1
OG0003111	XENTR12220	OFUSG24811.1.p1, OFUSG12678.1.p1
OG0003112	XENTR07566	OFUSG18595.1.p1
OG0003114	XENTR18657, XENTR06619	OFUSG12552.1.p1, OFUSG12552.2.p1
OG0003115	XENTR01484, XENTR05078, XENTR17555	OFUSG09196.1.p1
OG0003116	XENTR03534	OFUSG11676.1.p1, OFUSG03494.1.p1, OFUSG03504.1.p1
OG0003118	XENTR06207, XENTR15713	OFUSG13259.2.p1, OFUSG13259.1.p1
OG0003119	XENTR16252, XENTR18505	OFUSG19562.1.p1
OG0003120	XENTR06695	OFUSG17588.1.p1
OG0003121	XENTR11254	OFUSG19684.1.p1
OG0003122	XENTR07201	OFUSG11284.1.p1
OG0003122	XENTR16285	OFUSG05488.1.p1
OG0003123	XENTR00502	OFUSG05095.2.p1, OFUSG05095.1.p1, OFUSG20727.1.p1
OG0003124	XENTR00783	OFUSG24113.1.p1
OG0003125	XENTR09690	OFUSG09603.1.p1
OG0003126	XENTR04714	OFUSG17303.1.p1
OG0003127	XENTR08996, XENTR08997	OFUSG12113.1.p1
OG0003128	XENTR14159	OFUSG22958.1.p1
OG0003130	XENTR04051	OFUSG24116.1.p1
OG0003131	XENTR13920	OFUSG24004.1.p1
OG0003133	XENTR00486	OFUSG04998.1.p1
OG0003135	XENTR02084	OFUSG22017.1.p1
OG0003136	XENTR12656, XENTR02424, XENTR05090	OFUSG11408.1.p1
OG0003137	XENTR07279, XENTR05048	OFUSG20631.1.p1
OG0003138	XENTR08591	OFUSG26552.1.p1
OG0003140	XENTR00556, XENTR12115	OFUSG09635.1.p1
OG0003141	XENTR16911	OFUSG17507.1.p1
OG0003142	XENTR11445, XENTR11444	OFUSG20057.1.p1
OG0003144	XENTR11410	OFUSG00084.1.p1
OG0003145	XENTR04007	OFUSG07280.1.p1
OG0003146	XENTR05117	OFUSG17076.2.p1, OFUSG17076.1.p1
OG0003147	XENTR09759	OFUSG05907.1.p1
OG0003148	XENTR04123, XENTR10073	OFUSG12277.1.p1
OG0003150	XENTR02043, XENTR08836	OFUSG24838.1.p1
OG0003152	XENTR07384, XENTR12708	OFUSG18463.1.p1
OG0003153	XENTR18452	OFUSG04951.1.p1
OG0003154	XENTR00073	OFUSG17694.1.p1
OG0003155	XENTR00977	OFUSG10120.1.p1
OG0003156	XENTR12843	OFUSG00543.1.p1
OG0003157	XENTR16641	OFUSG02293.1.p1, OFUSG02291.1.p1
OG0003158	XENTR09421, XENTR06360	OFUSG04551.1.p1
OG0003159	XENTR04322, XENTR04257	OFUSG00694.1.p1, OFUSG10284.1.p1
OG0003160	XENTR13384	OFUSG19116.1.p1
OG0003161	XENTR09600	OFUSG12513.1.p1
OG0003162	XENTR03824, XENTR08572	OFUSG12213.1.p1
OG0003164	XENTR00718, XENTR05518	OFUSG03455.1.p1
OG0003165	XENTR12396, XENTR12753	OFUSG01448.1.p1
OG0003166	XENTR07083	OFUSG13956.1.p1
OG0003167	XENTR18627, XENTR06313	OFUSG15741.1.p1
OG0003169	XENTR00138	OFUSG16524.1.p1
OG0003171	XENTR03950	OFUSG07971.1.p1
OG0003172	XENTR14668	OFUSG04307.1.p1
OG0003174	XENTR07544, XENTR18836	OFUSG03000.1.p1
OG0003175	XENTR01126, XENTR01743, XENTR01744	OFUSG16466.1.p1
OG0003176	XENTR00495	OFUSG20448.1.p1
OG0003177	XENTR12635	OFUSG19290.1.p1
OG0003178	XENTR11667, XENTR09042	OFUSG25106.1.p1
OG0003179	XENTR11724	OFUSG18054.1.p1
OG0003180	XENTR17770, XENTR01186	OFUSG15647.1.p1
OG0003181	XENTR18277	OFUSG10646.1.p1
OG0003183	XENTR03790, XENTR17483, XENTR15104	OFUSG23715.1.p1
OG0003185	XENTR17498, XENTR15967	OFUSG01650.1.p1
OG0003187	XENTR16789	OFUSG26287.1.p1
OG0003188	XENTR05320, XENTR02763	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1
OG0003189	XENTR15950	OFUSG02491.1.p1
OG0003191	XENTR05225	OFUSG12992.1.p1
OG0003192	XENTR08220	OFUSG16446.1.p1
OG0003192	XENTR12874	OFUSG17260.1.p1
OG0003193	XENTR09215	OFUSG24759.1.p1
OG0003195	XENTR17698	OFUSG10102.1.p1
OG0003196	XENTR16724	OFUSG22489.1.p1, OFUSG05394.1.p1
OG0003197	XENTR08587	OFUSG14583.1.p1
OG0003198	XENTR08036	OFUSG07091.1.p1, OFUSG20751.1.p1, OFUSG20751.2.p1, OFUSG24283.1.p1, OFUSG13457.1.p1, OFUSG06727.2.p1, OFUSG06727.1.p1, OFUSG06726.1.p1, OFUSG06726.2.p1, OFUSG18799.1.p1, OFUSG07088.1.p1, OFUSG07043.1.p1
OG0003199	XENTR13157	OFUSG06190.1.p1
OG0003200	XENTR05762	OFUSG20992.1.p1
OG0003202	XENTR06728	OFUSG10285.1.p1, OFUSG10285.2.p1
OG0003203	XENTR15103	OFUSG17108.1.p1
OG0003204	XENTR15170, XENTR10528	OFUSG02698.1.p1
OG0003205	XENTR14834, XENTR15297	OFUSG08876.1.p1, OFUSG08876.2.p1, OFUSG08876.3.p1
OG0003206	XENTR01762	OFUSG02911.1.p1
OG0003207	XENTR17115, XENTR02861	OFUSG19091.1.p1
OG0003208	XENTR01082	OFUSG19343.1.p1
OG0003210	XENTR07740, XENTR03933	OFUSG00428.1.p1
OG0003212	XENTR07956, XENTR01342	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1
OG0003213	XENTR15721	OFUSG08561.1.p1, OFUSG03503.1.p1
OG0003214	XENTR06201	OFUSG03898.1.p1
OG0003215	XENTR07497, XENTR09047	OFUSG12275.1.p1, OFUSG12275.2.p1
OG0003217	XENTR05031, XENTR04303	OFUSG23691.2.p1, OFUSG23691.1.p1
OG0003218	XENTR12593	OFUSG14315.1.p1
OG0003219	XENTR03560, XENTR03559	OFUSG03547.1.p1
OG0003220	XENTR11144, XENTR12866	OFUSG00185.2.p1, OFUSG00185.1.p1
OG0003221	XENTR02159, XENTR04079	OFUSG23484.1.p1
OG0003222	XENTR15911, XENTR10214, XENTR13202	OFUSG20299.1.p1
OG0003223	XENTR06905	OFUSG22793.1.p1
OG0003224	XENTR16031, XENTR13430	OFUSG23256.2.p1, OFUSG23256.1.p1
OG0003225	XENTR02604	OFUSG09401.1.p1, OFUSG09399.1.p1, OFUSG09403.1.p1, OFUSG09405.2.p1, OFUSG09405.1.p1
OG0003226	XENTR18053	OFUSG01013.1.p1
