Orthogroup	XENTR	YEAST
OG0003072	XENTR02567, XENTR00734	YEAST05076
OG0003073	XENTR04061	YEAST00167
OG0003079	XENTR14327, XENTR13284	YEAST01019
OG0003101	XENTR05478, XENTR07812, XENTR18234	YEAST01357
OG0003104	XENTR06110, XENTR04678	YEAST00861
OG0003105	XENTR04336	YEAST04282
OG0003106	XENTR12128	YEAST03619
OG0003107	XENTR10986	YEAST00029
OG0003108	XENTR11504, XENTR11503	YEAST00796
OG0003110	XENTR02312	YEAST02197
OG0003114	XENTR18657, XENTR06619	YEAST00453, YEAST02426
OG0003119	XENTR16252, XENTR18505	YEAST00778
OG0003121	XENTR11254	YEAST03190
OG0003126	XENTR04714	YEAST00300
OG0003131	XENTR13920	YEAST04435, YEAST04350
OG0003135	XENTR02084	YEAST02069
OG0003138	XENTR08591	YEAST01790, YEAST00784
OG0003145	XENTR04007	YEAST06012
OG0003147	XENTR09759	YEAST03729
OG0003151	XENTR08206, XENTR02485, XENTR02484	YEAST03910
OG0003153	XENTR18452	YEAST05438
OG0003154	XENTR00073	YEAST00694
OG0003157	XENTR16641	YEAST01203
OG0003164	XENTR00718, XENTR05518	YEAST05549, YEAST04492
OG0003169	XENTR00138	YEAST04410
OG0003172	XENTR14668	YEAST06030
OG0003174	XENTR07544, XENTR18836	YEAST06178
OG0003178	XENTR11667, XENTR09042	YEAST05823
OG0003179	XENTR11724	YEAST00905
OG0003182	XENTR13629	YEAST05565
OG0003189	XENTR15950	YEAST00820
OG0003190	XENTR05661	YEAST02550
OG0003191	XENTR05225	YEAST01068
OG0003193	XENTR09215	YEAST02494
OG0003197	XENTR08587	YEAST06274
OG0003199	XENTR13157	YEAST04961
OG0003207	XENTR17115, XENTR02861	YEAST04056
OG0003212	XENTR07956, XENTR01342	YEAST05531
OG0003214	XENTR08605, XENTR08604, XENTR06201	YEAST03701
OG0003215	XENTR07497, XENTR09047	YEAST04373
OG0003218	XENTR12593	YEAST04068
OG0003219	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559	YEAST01656
OG0003220	XENTR11144, XENTR12866	YEAST03417, YEAST00186
OG0003221	XENTR02159, XENTR04079	YEAST05064
OG0003223	XENTR06905	YEAST04472
OG0003228	XENTR13523	YEAST06187
OG0003230	XENTR10511, XENTR10510	YEAST05487
OG0003235	XENTR17209	YEAST06282
OG0003251	XENTR09756	YEAST05338, YEAST04904
OG0003254	XENTR15784	YEAST03911
OG0003257	XENTR11651	YEAST02741
OG0003263	XENTR11183	YEAST05333
OG0003264	XENTR02125, XENTR05760	YEAST03398
OG0003266	XENTR12815, XENTR10446	YEAST05585
OG0003267	XENTR06701	YEAST02516
OG0003270	XENTR19012, XENTR01357	YEAST01372, YEAST05351, YEAST01476
OG0003277	XENTR01225, XENTR05973	YEAST03706
OG0003283	XENTR02862	YEAST02779
OG0003284	XENTR09406, XENTR09408, XENTR09407	YEAST02184
OG0003287	XENTR07598	YEAST00166
OG0003288	XENTR00671	YEAST05062
OG0003290	XENTR07784	YEAST06325
OG0003293	XENTR05206	YEAST04930
OG0003295	XENTR13148	YEAST06127
OG0003301	XENTR10815, XENTR08929	YEAST03267
OG0003302	XENTR02111	YEAST04633
OG0003303	XENTR07483	YEAST05878
OG0003304	XENTR08010, XENTR06925	YEAST01018
OG0003316	XENTR08584	YEAST04887
OG0003317	XENTR09784	YEAST03051
OG0003318	XENTR17690, XENTR06814	YEAST02158
OG0003332	XENTR17058, XENTR17059	YEAST02945, YEAST00447
OG0003335	XENTR09006	YEAST01260
OG0003340	XENTR05753, XENTR04075	YEAST04972
OG0003341	XENTR12776	YEAST00990
OG0003343	XENTR10202	YEAST04356, YEAST06258
OG0003344	XENTR06071, XENTR06072, XENTR06070	YEAST04764
OG0003348	XENTR12378, XENTR08608	YEAST02844
OG0003349	XENTR05563, XENTR07550	YEAST00235, YEAST04798
OG0003356	XENTR01788, XENTR19056	YEAST02937
OG0003357	XENTR08718	YEAST04240, YEAST02522
OG0003364	XENTR14029, XENTR16714	YEAST00730
OG0003366	XENTR04144	YEAST05276, YEAST03075
OG0003373	XENTR14268	YEAST03755
OG0003374	XENTR00231, XENTR13931	YEAST03627
OG0003375	XENTR18878, XENTR00570	YEAST03722
OG0003377	XENTR09874	YEAST03340
OG0003380	XENTR00830	YEAST00529
OG0003381	XENTR16745, XENTR08704	YEAST03447, YEAST01380
OG0003382	XENTR06748	YEAST01627
OG0003386	XENTR15284	YEAST02725
OG0003425	XENTR08256	YEAST05084
OG0003426	XENTR14116	YEAST05251
OG0003428	XENTR12198	YEAST04550, YEAST01154
OG0003429	XENTR12279	YEAST05921
OG0003430	XENTR15234, XENTR15219	YEAST04732
OG0003434	XENTR01877	YEAST02689
OG0003441	XENTR00766, XENTR04826	YEAST05981
OG0003443	XENTR07991, XENTR13306	YEAST06032
OG0003454	XENTR06943, XENTR12431	YEAST04088
OG0003458	XENTR11788	YEAST00169
OG0003461	XENTR19131, XENTR15751	YEAST05752, YEAST04759
OG0003463	XENTR11861, XENTR11992	YEAST02371
OG0003464	XENTR00966	YEAST05120
OG0003465	XENTR06176	YEAST02874
OG0003467	XENTR17927	YEAST01278
OG0003477	XENTR08073	YEAST03665
OG0003483	XENTR07509	YEAST06074
OG0003487	XENTR18643	YEAST03066
OG0003491	XENTR03228, XENTR07233	YEAST03514
OG0003493	XENTR00341	YEAST01076
OG0003497	XENTR06024, XENTR18982	YEAST00758
OG0003498	XENTR03494	YEAST05680
OG0003500	XENTR14238, XENTR02385	YEAST03303, YEAST02683
OG0003501	XENTR10636	YEAST01421
OG0003502	XENTR06321	YEAST02519
OG0003503	XENTR13845	YEAST00400
OG0003505	XENTR00482	YEAST00697
OG0003509	XENTR18947	YEAST02850
OG0003515	XENTR10827, XENTR01032	YEAST00923
OG0003518	XENTR08349	YEAST04809
OG0003523	XENTR06238	YEAST05393
OG0003531	XENTR02395, XENTR17644	YEAST00465
OG0003532	XENTR10579	YEAST05810
OG0003539	XENTR17518	YEAST03774
OG0003541	XENTR10222	YEAST01314
OG0003543	XENTR16314, XENTR00214	YEAST01290
OG0003544	XENTR13004, XENTR07985	YEAST00251
OG0003550	XENTR11802, XENTR05398	YEAST06166
OG0003551	XENTR04301	YEAST01826
OG0003552	XENTR01989	YEAST04163
OG0003560	XENTR06670	YEAST02357, YEAST05925
OG0003561	XENTR09143, XENTR09144, XENTR15956	YEAST06100
OG0003562	XENTR13770	YEAST00960
OG0003565	XENTR01961	YEAST03392
OG0003567	XENTR12992	YEAST04838
OG0003568	XENTR01200	YEAST04328
OG0003570	XENTR15222	YEAST03562, YEAST04635
OG0003571	XENTR05133, XENTR16524	YEAST05553
OG0003573	XENTR18024	YEAST00597
OG0003578	XENTR14689, XENTR00880	YEAST05031
OG0003579	XENTR01923, XENTR05581, XENTR05580	YEAST05446
OG0003582	XENTR13303	YEAST03174
OG0003598	XENTR12005, XENTR01306	YEAST00803
OG0003599	XENTR06077	YEAST04133
OG0003603	XENTR07586	YEAST03529
OG0003610	XENTR18364	YEAST02573
OG0003611	XENTR13792	YEAST01054
OG0003612	XENTR12924	YEAST00808
OG0003613	XENTR07063, XENTR18350	YEAST02366
OG0003615	XENTR11541	YEAST01638
OG0003617	XENTR18835	YEAST01843
OG0003618	XENTR06591	YEAST00747
OG0003619	XENTR14382	YEAST04756
OG0003624	XENTR04842	YEAST00147
OG0003630	XENTR17948	YEAST04845
OG0003632	XENTR10135, XENTR00270	YEAST02125
OG0003638	XENTR03036	YEAST00956
OG0003641	XENTR07679	YEAST04061, YEAST01158
OG0003643	XENTR16883	YEAST03144
OG0003644	XENTR17108	YEAST01545
OG0003645	XENTR03915, XENTR07317	YEAST05809, YEAST05493
OG0003646	XENTR17031, XENTR17030	YEAST02349
OG0003647	XENTR05840	YEAST04352, YEAST04433
OG0003649	XENTR11535	YEAST00203
OG0003650	XENTR18719	YEAST00737, YEAST04997
OG0003659	XENTR06944	YEAST00140
OG0003661	XENTR03758	YEAST02758
OG0003664	XENTR01685	YEAST03791
OG0003668	XENTR02672	YEAST06168
OG0003669	XENTR08683	YEAST02813
OG0003672	XENTR07314	YEAST03137
OG0003676	XENTR00677, XENTR01874	YEAST03110
OG0003678	XENTR00079, XENTR17514	YEAST02330
OG0003679	XENTR18397, XENTR12379	YEAST03223
OG0003682	XENTR13445	YEAST00571
OG0003687	XENTR05213, XENTR00134	YEAST02527, YEAST04246
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	YEAST01333, YEAST05362, YEAST00376
OG0003689	XENTR14093, XENTR05380	YEAST04232
OG0003690	XENTR02409	YEAST01162
OG0003692	XENTR01955	YEAST00692
OG0003693	XENTR10718, XENTR18258	YEAST05304
OG0003694	XENTR17179	YEAST01453
OG0003696	XENTR02869	YEAST05704
OG0003697	XENTR07348, XENTR07379	YEAST04962
OG0003698	XENTR09545, XENTR01970	YEAST03764, YEAST03185
OG0003703	XENTR16337, XENTR12841	YEAST00683
OG0003710	XENTR06304	YEAST02077
OG0003712	XENTR01274, XENTR12990	YEAST02114
OG0003713	XENTR03924	YEAST01549, YEAST03807
OG0003716	XENTR10549	YEAST02390
OG0003718	XENTR10379	YEAST05772
OG0003721	XENTR07713, XENTR09504	YEAST04960
OG0003724	XENTR10087	YEAST02365, YEAST06120
OG0003729	XENTR03157	YEAST01543
OG0003731	XENTR04923	YEAST04486
OG0003733	XENTR04294	YEAST03492
OG0003734	XENTR16422	YEAST02809, YEAST03842
OG0003735	XENTR05792	YEAST06115
OG0003738	XENTR17869	YEAST05605
OG0003740	XENTR15199	YEAST01029
OG0003741	XENTR17057	YEAST01379
OG0003743	XENTR12518	YEAST06008, YEAST05688
OG0003744	XENTR06835, XENTR16465	YEAST01207
OG0003745	XENTR00802	YEAST02618
OG0003749	XENTR16748	YEAST04441
OG0003750	XENTR02453	YEAST00149
OG0003756	XENTR06642	YEAST01878
OG0003758	XENTR10842, XENTR07110	YEAST06133
OG0003759	XENTR16557, XENTR14606	YEAST03315
OG0003766	XENTR01718	YEAST03336
OG0003769	XENTR12425	YEAST01999
OG0003770	XENTR14731	YEAST01234, YEAST03860
OG0003778	XENTR10711	YEAST05796
OG0003779	XENTR17121	YEAST04431
OG0003806	XENTR07356	YEAST02367
OG0003807	XENTR01368, XENTR01369, XENTR01367	YEAST04265, YEAST03128
OG0003808	XENTR13676	YEAST01201
OG0003811	XENTR05500	YEAST00417
OG0003812	XENTR18891	YEAST00287
OG0003813	XENTR10561, XENTR06474	YEAST00254
OG0003818	XENTR08826	YEAST04318
OG0003824	XENTR02218	YEAST01468
OG0003828	XENTR14525	YEAST02448
OG0003829	XENTR04012	YEAST02032, YEAST01031
OG0003831	XENTR03490	YEAST03010, YEAST05137, YEAST02344
OG0003834	XENTR04978, XENTR18533	YEAST06322
OG0003837	XENTR02506	YEAST02586
OG0003838	XENTR00914, XENTR03476	YEAST03413
OG0003839	XENTR13884	YEAST01736
OG0003844	XENTR07150	YEAST06054
OG0003846	XENTR02190, XENTR11317	YEAST00356
OG0003848	XENTR09160	YEAST01654
OG0003850	XENTR05454	YEAST00228
OG0003851	XENTR02901	YEAST06169
OG0003852	XENTR01443, XENTR00580	YEAST03296
OG0003853	XENTR16563	YEAST06251
OG0003855	XENTR18199	YEAST04936
OG0003856	XENTR05612	YEAST03934, YEAST02710
OG0003860	XENTR19064, XENTR06357	YEAST01412
OG0003866	XENTR06311	YEAST01895
OG0003867	XENTR02863	YEAST03558
OG0003868	XENTR14790, XENTR09159, XENTR09158	YEAST01448
OG0003869	XENTR16798	YEAST02771
OG0003875	XENTR04436	YEAST05070
OG0003876	XENTR17136	YEAST02423
OG0003877	XENTR02745	YEAST04860, YEAST05867, YEAST03825
OG0003879	XENTR11236	YEAST00463
OG0003881	XENTR04081	YEAST03851
OG0003882	XENTR16402	YEAST03663
OG0003886	XENTR01682	YEAST06023
OG0003887	XENTR18026, XENTR11440	YEAST00028
OG0003893	XENTR13880	YEAST05028
OG0003897	XENTR09637	YEAST01270
OG0003899	XENTR07459	YEAST04954
OG0003904	XENTR08625, XENTR05314	YEAST01732
OG0003907	XENTR03299	YEAST02999, YEAST02288
OG0003908	XENTR12199	YEAST01362
OG0003908	XENTR15544	YEAST06330
OG0003910	XENTR11171, XENTR07945	YEAST03780
OG0003911	XENTR02501	YEAST00032
OG0003913	XENTR15388	YEAST03258
OG0003918	XENTR06731	YEAST00058
OG0003921	XENTR04630	YEAST06181
OG0003929	XENTR03727	YEAST04489, YEAST01422
OG0003930	XENTR10794	YEAST03969
OG0003931	XENTR10403	YEAST01142
OG0003934	XENTR05679	YEAST00084
OG0003938	XENTR15244	YEAST01566, YEAST05133
OG0003939	XENTR04150	YEAST03211
OG0003944	XENTR06236	YEAST01186
OG0003946	XENTR08261, XENTR12173	YEAST03220
OG0003947	XENTR08870, XENTR02239	YEAST06266, YEAST05428
OG0003949	XENTR02519	YEAST01888
OG0003950	XENTR10159	YEAST01409
OG0003954	XENTR15739, XENTR07597	YEAST02764
OG0003955	XENTR03281	YEAST03951
OG0003959	XENTR14787, XENTR19068, XENTR16821	YEAST02778
OG0003961	XENTR09360	YEAST01991
OG0003967	XENTR01385	YEAST05935
OG0003969	XENTR09036	YEAST02146
OG0003971	XENTR16415	YEAST00520
OG0003972	XENTR02960	YEAST06331
OG0003973	XENTR02390, XENTR13883	YEAST06329
OG0003978	XENTR01603, XENTR13382, XENTR01941	YEAST03551, YEAST00942, YEAST05399
OG0003999	XENTR13639	YEAST05604
OG0004000	XENTR16850	YEAST06060
OG0004005	XENTR08022	YEAST06216
OG0004007	XENTR00335, XENTR12145	YEAST01456
OG0004012	XENTR08974	YEAST00755
OG0004017	XENTR14676	YEAST03019
OG0004023	XENTR12549, XENTR09886	YEAST04349
OG0004027	XENTR05193, XENTR01694	YEAST03587
OG0004032	XENTR14175, XENTR14174, XENTR10565	YEAST02562
OG0004033	XENTR07511	YEAST02572
OG0004035	XENTR18213, XENTR18419	YEAST02134
OG0004037	XENTR08593	YEAST03371
OG0004042	XENTR16635	YEAST05578
OG0004044	XENTR01872	YEAST05367
OG0004047	XENTR09809	YEAST02496
OG0004051	XENTR17604, XENTR07177	YEAST01772
OG0004052	XENTR14748	YEAST03705
OG0004054	XENTR03843, XENTR02105	YEAST05576
OG0004056	XENTR16767, XENTR16960	YEAST05698
OG0004057	XENTR00723	YEAST05620
OG0004059	XENTR02089	YEAST00030
OG0004065	XENTR13020	YEAST00772
OG0004067	XENTR14385	YEAST02665
OG0004068	XENTR08780	YEAST03461
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	YEAST02893
OG0004072	XENTR02752	YEAST02440
OG0004075	XENTR00982	YEAST02332
OG0004076	XENTR13769	YEAST05461
OG0004079	XENTR01034	YEAST04385
OG0004080	XENTR04210, XENTR17702	YEAST00812
OG0004082	XENTR03276	YEAST00063, YEAST05409
OG0004090	XENTR05223	YEAST02301, YEAST02021
OG0004091	XENTR04711	YEAST04715
OG0004092	XENTR15001, XENTR15101	YEAST03564, YEAST06307
OG0004096	XENTR04695	YEAST00160
OG0004097	XENTR14379	YEAST05039
OG0004101	XENTR13964	YEAST03547, YEAST02901
OG0004102	XENTR02021	YEAST05787
OG0004103	XENTR02995, XENTR02996	YEAST05061
OG0004105	XENTR00235	YEAST01700, YEAST01565
OG0004110	XENTR18262	YEAST02825
OG0004113	XENTR11125	YEAST02059
OG0004115	XENTR10408	YEAST00325
OG0004116	XENTR06030	YEAST00481
OG0004118	XENTR00736	YEAST01855
OG0004119	XENTR07270	YEAST02170
OG0004120	XENTR09438	YEAST01953
OG0004123	XENTR18443, XENTR02606	YEAST04761
OG0004124	XENTR02997, XENTR06594	YEAST01139
OG0004127	XENTR09339	YEAST06097
OG0004134	XENTR10228	YEAST05611
OG0004136	XENTR14548	YEAST01084
OG0004142	XENTR15552	YEAST05774
OG0004148	XENTR06933	YEAST00867
OG0004150	XENTR03403	YEAST04690
OG0004151	XENTR00487	YEAST04284
OG0004153	XENTR02143	YEAST05958, YEAST04386, YEAST00290
OG0004154	XENTR06055	YEAST05587
OG0004158	XENTR18490	YEAST03379
OG0004161	XENTR09910	YEAST04124
OG0004164	XENTR07551, XENTR07533	YEAST05923
OG0004166	XENTR02693	YEAST00189
OG0004168	XENTR07704	YEAST03028
OG0004169	XENTR16574	YEAST05813
OG0004170	XENTR12679	YEAST05906
OG0004171	XENTR11673	YEAST04501
OG0004179	XENTR12520, XENTR09133	YEAST01050
OG0004181	XENTR05491	YEAST03406
OG0004182	XENTR11405	YEAST03699
OG0004184	XENTR07501	YEAST00127
OG0004186	XENTR14918, XENTR07489	YEAST04981
OG0004188	XENTR01635, XENTR09043	YEAST02761
OG0004198	XENTR05295	YEAST02869, YEAST03548
OG0004215	XENTR11110	YEAST04590
OG0004217	XENTR12749	YEAST01257
OG0004219	XENTR05410	YEAST00912
OG0004222	XENTR03863	YEAST05826
OG0004230	XENTR06029, XENTR18693	YEAST02220
OG0004232	XENTR14755	YEAST05931
OG0004236	XENTR09087	YEAST05432
OG0004237	XENTR03566	YEAST04445, YEAST04344
OG0004239	XENTR02464	YEAST05144
OG0004243	XENTR02756	YEAST00306
OG0004245	XENTR13102	YEAST00859
OG0004248	XENTR02442	YEAST03678
OG0004249	XENTR14714	YEAST02740
OG0004250	XENTR06656, XENTR13434	YEAST05543
OG0004252	XENTR01265	YEAST05178
OG0004254	XENTR02285	YEAST03900
OG0004258	XENTR15149	YEAST00665
OG0004259	XENTR05280	YEAST03730
OG0004261	XENTR17138	YEAST02564
OG0004262	XENTR03026	YEAST02368
OG0004268	XENTR16315	YEAST00496
OG0004269	XENTR08648	YEAST04758
OG0004273	XENTR07324	YEAST02547
OG0004278	XENTR18016, XENTR18015	YEAST00243
OG0004280	XENTR10748	YEAST05895
OG0004282	XENTR04076	YEAST02575, YEAST06242
OG0004283	XENTR03463	YEAST04184
OG0004287	XENTR14573, XENTR10948	YEAST01708
OG0004289	XENTR09034	YEAST05719
OG0004291	XENTR07498	YEAST00852
OG0004292	XENTR16091	YEAST02537
OG0004295	XENTR10638	YEAST05946
OG0004297	XENTR11758	YEAST01463
OG0004300	XENTR04840	YEAST05309
OG0004301	XENTR16663	YEAST03850
OG0004302	XENTR16178	YEAST05203
OG0004303	XENTR15590	YEAST02492
OG0004304	XENTR01480, XENTR00786	YEAST02425, YEAST05929
OG0004305	XENTR13288	YEAST02123
OG0004307	XENTR09783	YEAST04592
OG0004308	XENTR00676	YEAST04835
OG0004309	XENTR16255, XENTR16256	YEAST05924
OG0004310	XENTR12153, XENTR08109	YEAST05001
OG0004312	XENTR06276	YEAST03330
OG0004314	XENTR03952, XENTR14943	YEAST00500
OG0004324	XENTR13333	YEAST04322
OG0004330	XENTR09044	YEAST06277
OG0004331	XENTR06669	YEAST06230
OG0004333	XENTR05026	YEAST01391
OG0004335	XENTR13834	YEAST01057
OG0004337	XENTR18995	YEAST05652
OG0004338	XENTR09719	YEAST05023
OG0004344	XENTR10220	YEAST02441
OG0004345	XENTR06180	YEAST04894
OG0004347	XENTR14829, XENTR07124	YEAST04515
OG0004348	XENTR02314	YEAST03956
OG0004350	XENTR03571	YEAST04742
OG0004351	XENTR16067	YEAST04167
OG0004353	XENTR16070	YEAST05143
OG0004356	XENTR06247	YEAST02877
OG0004357	XENTR08914, XENTR01920	YEAST02304
OG0004358	XENTR11117	YEAST01304
OG0004359	XENTR06807	YEAST01873
OG0004364	XENTR11370	YEAST00647
OG0004366	XENTR00500	YEAST01097
OG0004369	XENTR11040	YEAST04013
OG0004370	XENTR15518	YEAST02378
OG0004374	XENTR16529	YEAST00556
OG0004377	XENTR06554	YEAST05181
OG0004378	XENTR04941	YEAST03291
OG0004379	XENTR12677	YEAST02180, YEAST04152
OG0004380	XENTR19120	YEAST04825
OG0004382	XENTR05834	YEAST03218
OG0004394	XENTR14178	YEAST00619
OG0004396	XENTR16480	YEAST01668
OG0004400	XENTR04523, XENTR04524	YEAST03238, YEAST03731
OG0004401	XENTR00790	YEAST04219
OG0004404	XENTR05022	YEAST00833, YEAST00883
OG0004417	XENTR00369	YEAST03358
OG0004425	XENTR17641, XENTR12250	YEAST04958
OG0004426	XENTR09040, XENTR14296	YEAST01028
OG0004460	XENTR13298	YEAST06162
OG0004462	XENTR02713	YEAST03397
OG0004468	XENTR14274	YEAST04439
OG0004472	XENTR00749, XENTR00750	YEAST06199
OG0004479	XENTR07670	YEAST00474
OG0004484	XENTR11603	YEAST01989
OG0004489	XENTR16138	YEAST03700
OG0004490	XENTR11487	YEAST02887
OG0004492	XENTR07645, XENTR11376	YEAST05415, YEAST01368
OG0004494	XENTR00973, XENTR00972	YEAST03738
OG0004495	XENTR04018	YEAST00946
OG0004498	XENTR10412	YEAST02716
OG0004500	XENTR10700, XENTR10699	YEAST04651
OG0004503	XENTR14221	YEAST02385
OG0004505	XENTR01116, XENTR01117	YEAST01701
OG0004506	XENTR13727	YEAST06061
OG0004507	XENTR03425	YEAST04994
OG0004512	XENTR03832	YEAST01510
OG0004513	XENTR01189	YEAST04235
OG0004515	XENTR02016	YEAST05737
OG0004519	XENTR11913	YEAST01596
OG0004520	XENTR09651	YEAST06001, YEAST05696
OG0004525	XENTR09291	YEAST03937
OG0004526	XENTR15609	YEAST02603
OG0004529	XENTR05758	YEAST03981
OG0004535	XENTR12654	YEAST02221
OG0004538	XENTR11687	YEAST02750
OG0004542	XENTR01276	YEAST04816, YEAST04623
OG0004545	XENTR05802	YEAST02071
OG0004546	XENTR11757	YEAST04485
OG0004551	XENTR13993	YEAST00426
OG0004554	XENTR06056	YEAST05640
OG0004559	XENTR09793	YEAST04428
OG0004563	XENTR04438	YEAST04325
OG0004566	XENTR15836, XENTR04511	YEAST02192
OG0004567	XENTR13930	YEAST05747
OG0004571	XENTR02902	YEAST02127
OG0004573	XENTR04046	YEAST00677
OG0004577	XENTR13602	YEAST02283
OG0004579	XENTR17330	YEAST00134
OG0004581	XENTR13391	YEAST03583, YEAST04618
OG0004582	XENTR02772	YEAST04377
OG0004583	XENTR07476	YEAST05833
OG0004584	XENTR11392	YEAST03457
OG0004585	XENTR07684	YEAST01153
OG0004590	XENTR04031	YEAST03622, YEAST00886
OG0004593	XENTR09764	YEAST01231
OG0004606	XENTR15899	YEAST05926
OG0004609	XENTR16103	YEAST05326
OG0004610	XENTR12122	YEAST04487, YEAST01427
OG0004611	XENTR13026	YEAST04613
OG0004612	XENTR12441	YEAST02359
OG0004616	XENTR05385	YEAST00250, YEAST02830
OG0004619	XENTR06929	YEAST03531
OG0004621	XENTR11915	YEAST00178
OG0004626	XENTR07264	YEAST00427
OG0004630	XENTR04232	YEAST01322, YEAST02951
OG0004633	XENTR03277	YEAST03510
OG0004634	XENTR06011	YEAST00262, YEAST00249
OG0004635	XENTR11060	YEAST02703
OG0004639	XENTR07750	YEAST02924
OG0004642	XENTR16263	YEAST01912
OG0004648	XENTR13808	YEAST04721, YEAST05892
OG0004649	XENTR04062, XENTR00829	YEAST02284
OG0004651	XENTR16137	YEAST01146
OG0004654	XENTR15245	YEAST00988
OG0004655	XENTR12684	YEAST01640
OG0004656	XENTR05154	YEAST04281
OG0004657	XENTR09633, XENTR18378	YEAST00473
OG0004658	XENTR00211	YEAST04140
OG0004659	XENTR13300	YEAST02251
OG0004660	XENTR04105	YEAST06221, YEAST00721
OG0004663	XENTR07128	YEAST01161
OG0004664	XENTR08819	YEAST05162
OG0004668	XENTR05524	YEAST01610
OG0004669	XENTR17310	YEAST00949
OG0004670	XENTR01679	YEAST03416
OG0004671	XENTR10200	YEAST02606
OG0004674	XENTR04721	YEAST05448
OG0004675	XENTR10690	YEAST05072, YEAST02983
OG0004676	XENTR12097	YEAST05785, YEAST00056, YEAST02694
OG0004678	XENTR09245	YEAST02777, YEAST04846
OG0004682	XENTR00011	YEAST02876
OG0004683	XENTR09470	YEAST00676
OG0004684	XENTR09471	YEAST05643
OG0004685	XENTR00826	YEAST04200
OG0004687	XENTR08376	YEAST00982
OG0004691	XENTR12526	YEAST00819
OG0004699	XENTR04958	YEAST05453
OG0004702	XENTR07319	YEAST03387
OG0004703	XENTR01132	YEAST00841
OG0004705	XENTR05923, XENTR08822, XENTR08821	YEAST05591
OG0004708	XENTR04042	YEAST04540
OG0004711	XENTR12598	YEAST03281
OG0004728	XENTR03737	YEAST04662, YEAST00882
OG0004733	XENTR03412	YEAST06337
OG0004735	XENTR12602	YEAST04508
OG0004739	XENTR07591	YEAST01817
OG0004740	XENTR02419	YEAST04029
OG0004743	XENTR05342	YEAST04299
OG0004747	XENTR08164	YEAST01134
OG0004749	XENTR02480	YEAST05904
OG0004753	XENTR03105	YEAST04746
OG0004755	XENTR10564, XENTR18902	YEAST03690
OG0004756	XENTR17924	YEAST03704
OG0004759	XENTR08995	YEAST02912
OG0004764	XENTR00062	YEAST04443, YEAST04345
OG0004765	XENTR10970	YEAST02487
OG0004766	XENTR17353	YEAST01053
OG0004767	XENTR03910	YEAST03559
OG0004768	XENTR06426	YEAST02666
OG0004769	XENTR15393	YEAST06228
OG0004770	XENTR08456	YEAST03432
OG0004774	XENTR12450, XENTR18887	YEAST06062
OG0004785	XENTR00119	YEAST04153
OG0004786	XENTR04209	YEAST01015
OG0004787	XENTR14690	YEAST02164
OG0004792	XENTR01195, XENTR16182	YEAST02299
OG0004795	XENTR06349	YEAST02163
OG0004797	XENTR03068	YEAST00371
OG0004805	XENTR11662	YEAST03570
OG0004808	XENTR03219	YEAST02354
OG0004811	XENTR00465, XENTR00466	YEAST01683
OG0004814	XENTR15350	YEAST05710
OG0004816	XENTR00384	YEAST04664
OG0004819	XENTR18290	YEAST00279
OG0004820	XENTR09145	YEAST05404
OG0004822	XENTR08415	YEAST03199
OG0004833	XENTR07540	YEAST01309
OG0004836	XENTR03675	YEAST00658
OG0004840	XENTR15873	YEAST01399
OG0004841	XENTR07261	YEAST01375
OG0004842	XENTR03722	YEAST05083
OG0004843	XENTR00524	YEAST03163
OG0004844	XENTR13385	YEAST01571
OG0004848	XENTR14338	YEAST02387
OG0004849	XENTR04783	YEAST06335
OG0004850	XENTR13562	YEAST05082, YEAST02977
OG0004851	XENTR10062	YEAST02907
OG0004852	XENTR16100	YEAST00825
OG0004854	XENTR05196	YEAST00889, YEAST04304
OG0004855	XENTR01667	YEAST03252
OG0004856	XENTR01049, XENTR05246	YEAST05973
OG0004858	XENTR10303	YEAST04268
OG0004863	XENTR05424	YEAST00862
OG0004864	XENTR00771	YEAST00264
OG0004875	XENTR00005	YEAST02491
OG0004877	XENTR08283	YEAST05247
OG0004879	XENTR17744	YEAST01311
OG0004880	XENTR16782	YEAST06046
OG0004881	XENTR06242	YEAST00141
OG0004886	XENTR02719	YEAST05077
OG0004887	XENTR16111	YEAST05734
OG0004893	XENTR12758	YEAST04667, YEAST00405
OG0004896	XENTR11036, XENTR11035	YEAST06193
OG0004897	XENTR09725	YEAST03127, YEAST00642
OG0004898	XENTR14341, XENTR18232	YEAST01269
OG0004902	XENTR00620	YEAST00933
OG0004903	XENTR04968	YEAST03539
OG0004906	XENTR00992	YEAST02770
OG0004911	XENTR04772	YEAST04765
OG0004913	XENTR14597	YEAST01636
OG0004914	XENTR02587	YEAST03369
OG0004917	XENTR04073	YEAST00244
OG0004922	XENTR19289	YEAST03302
OG0004924	XENTR12207	YEAST03555, YEAST03277
OG0004928	XENTR15107	YEAST00311
OG0004932	XENTR18768	YEAST04654
OG0004935	XENTR02108	YEAST02167
OG0004940	XENTR06069	YEAST05107, YEAST05559
OG0004941	XENTR17552	YEAST03194
OG0004948	XENTR12682, XENTR12681, XENTR10040	YEAST02275
OG0004949	XENTR10188	YEAST04201
