Orthogroup	XENTR	APOSJ_ok
OG0003008	XENTR15614, XENTR04677	APOSJ_46376
OG0003009	XENTR12308, XENTR17857, XENTR08238	APOSJ_17280, APOSJ_17273, APOSJ_10783, APOSJ_10784, APOSJ_17271, APOSJ_18922
OG0003010	XENTR14276	APOSJ_52409, APOSJ_52410
OG0003011	XENTR05600, XENTR15172	APOSJ_43587
OG0003012	XENTR02824	APOSJ_17930, APOSJ_17929
OG0003013	XENTR00139, XENTR03367	APOSJ_07123, APOSJ_07124, APOSJ_55779
OG0003014	XENTR03629	APOSJ_06510, APOSJ_06511, APOSJ_06508, APOSJ_30699, APOSJ_20310, APOSJ_20309
OG0003016	XENTR11776, XENTR18402	APOSJ_16130, APOSJ_54698
OG0003017	XENTR16352, XENTR16351	APOSJ_42744
OG0003018	XENTR16972	APOSJ_38423, APOSJ_16519, APOSJ_38426, APOSJ_16518, APOSJ_53246, APOSJ_19550, APOSJ_05374, APOSJ_16520, APOSJ_16514, APOSJ_00869, APOSJ_05375, APOSJ_16521
OG0003019	XENTR10695, XENTR10694	APOSJ_24408, APOSJ_24407
OG0003021	XENTR18288	APOSJ_48823, APOSJ_48822, APOSJ_48825, APOSJ_09832
OG0003022	XENTR05917	APOSJ_49552, APOSJ_49553
OG0003023	XENTR10199, XENTR10198, XENTR04561	APOSJ_26889
OG0003024	XENTR18532	APOSJ_04367, APOSJ_54344, APOSJ_28757, APOSJ_51861, APOSJ_54346, APOSJ_28758, APOSJ_54345, APOSJ_28921, APOSJ_28920
OG0003025	XENTR13995, XENTR00407	APOSJ_19466, APOSJ_34959
OG0003026	XENTR17420	APOSJ_14693, APOSJ_11899, APOSJ_11900, APOSJ_14691, APOSJ_09657, APOSJ_14692, APOSJ_11901
OG0003027	XENTR04043, XENTR01453	APOSJ_45013, APOSJ_45012
OG0003028	XENTR11464	APOSJ_16632, APOSJ_45345, APOSJ_53091, APOSJ_53098, APOSJ_53093, APOSJ_45344, APOSJ_53096, APOSJ_53097, APOSJ_53095, APOSJ_53090, APOSJ_53094, APOSJ_53092
OG0003029	XENTR08351, XENTR05958	APOSJ_24858, APOSJ_24860, APOSJ_24857, APOSJ_24859
OG0003030	XENTR04003, XENTR18856, XENTR16201	APOSJ_50713
OG0003031	XENTR01678, XENTR11006	APOSJ_05271
OG0003033	XENTR01505	APOSJ_22116, APOSJ_22716, APOSJ_55466
OG0003034	XENTR01021, XENTR05789	APOSJ_25543
OG0003035	XENTR08097, XENTR04242	APOSJ_05130, APOSJ_05133, APOSJ_05131, APOSJ_05132, APOSJ_63200
OG0003036	XENTR01299	APOSJ_42114, APOSJ_21847, APOSJ_64267, APOSJ_64264, APOSJ_42116, APOSJ_21846, APOSJ_42115, APOSJ_21849, APOSJ_21848, APOSJ_42112, APOSJ_21850, APOSJ_21845
OG0003037	XENTR06327	APOSJ_52298
OG0003038	XENTR15955, XENTR17309	APOSJ_10168
OG0003040	XENTR18563	APOSJ_53236, APOSJ_62151, APOSJ_53237, APOSJ_53240, APOSJ_11957, APOSJ_62162, APOSJ_62156, APOSJ_53238, APOSJ_54547
OG0003041	XENTR00227	APOSJ_64655, APOSJ_33811
OG0003043	XENTR13370	APOSJ_51495, APOSJ_40245, APOSJ_40246, APOSJ_51491, APOSJ_51493, APOSJ_40247, APOSJ_51496, APOSJ_62284
OG0003044	XENTR08887	APOSJ_33046, APOSJ_00068, APOSJ_00067, APOSJ_00069, APOSJ_00070
OG0003045	XENTR10613	APOSJ_07018
OG0003045	XENTR09364	APOSJ_54974
OG0003046	XENTR00458, XENTR06271	APOSJ_33073, APOSJ_53211, APOSJ_53213, APOSJ_53212
OG0003048	XENTR04971	APOSJ_40872, APOSJ_40873
OG0003049	XENTR12371	APOSJ_37374, APOSJ_37376
OG0003051	XENTR15589, XENTR08838	APOSJ_16434, APOSJ_27454
OG0003052	XENTR17582	APOSJ_03550, APOSJ_28486, APOSJ_03551, APOSJ_28481, APOSJ_28483, APOSJ_28482, APOSJ_28485, APOSJ_03549, APOSJ_28480, APOSJ_28484, APOSJ_28487
OG0003053	XENTR14155	APOSJ_10684, APOSJ_10683, APOSJ_10688, APOSJ_10691, APOSJ_10686, APOSJ_10687, APOSJ_13757, APOSJ_10690, APOSJ_10689
OG0003054	XENTR02710	APOSJ_09930, APOSJ_09928, APOSJ_09929, APOSJ_09931
OG0003055	XENTR00054, XENTR12225	APOSJ_01314, APOSJ_01317, APOSJ_01316, APOSJ_01315
OG0003057	XENTR06973, XENTR14619	APOSJ_52902, APOSJ_52903, APOSJ_05351, APOSJ_05353, APOSJ_52901, APOSJ_05350, APOSJ_52904, APOSJ_36941
OG0003058	XENTR07986, XENTR10890, XENTR02463	APOSJ_32369, APOSJ_32371, APOSJ_32372, APOSJ_32370
OG0003059	XENTR12777	APOSJ_54868
OG0003060	XENTR06510, XENTR13247, XENTR16776	APOSJ_25972
OG0003061	XENTR13047, XENTR13404	APOSJ_34451
OG0003063	XENTR10800	APOSJ_10490, APOSJ_39056, APOSJ_04759, APOSJ_49230, APOSJ_49232, APOSJ_49231, APOSJ_04757, APOSJ_04758, APOSJ_01115, APOSJ_39075, APOSJ_10491
OG0003064	XENTR18991	APOSJ_61339, APOSJ_26092, APOSJ_61340, APOSJ_26093, APOSJ_09903, APOSJ_22685, APOSJ_09910, APOSJ_04197, APOSJ_57984, APOSJ_61337, APOSJ_09904, APOSJ_09906, APOSJ_63933, APOSJ_15734, APOSJ_61338, APOSJ_26094, APOSJ_09902, APOSJ_04195, APOSJ_09905
OG0003065	XENTR08230	APOSJ_56569, APOSJ_56571, APOSJ_56572, APOSJ_14977, APOSJ_56568
OG0003072	XENTR02567, XENTR00734	APOSJ_04105, APOSJ_04104, APOSJ_25387
OG0003073	XENTR04061	APOSJ_43163
OG0003074	XENTR02964, XENTR07675	APOSJ_50683, APOSJ_50682
OG0003077	XENTR07311, XENTR05693, XENTR17699	APOSJ_22530, APOSJ_22531
OG0003078	XENTR09095, XENTR11706	APOSJ_00148
OG0003079	XENTR14327, XENTR13284	APOSJ_59437, APOSJ_59436
OG0003084	XENTR11661, XENTR12082	APOSJ_63819
OG0003086	XENTR14465	APOSJ_10849, APOSJ_10848, APOSJ_15453, APOSJ_37352, APOSJ_34330
OG0003101	XENTR05478, XENTR07812, XENTR18234	APOSJ_39132
OG0003103	XENTR07478, XENTR07479, XENTR02297	APOSJ_56241, APOSJ_56240, APOSJ_13496
OG0003104	XENTR06110, XENTR04678	APOSJ_41239, APOSJ_30663
OG0003105	XENTR04336	APOSJ_38611, APOSJ_41890, APOSJ_34439, APOSJ_41886, APOSJ_41888, APOSJ_40124
OG0003106	XENTR12128	APOSJ_00837, APOSJ_00832, APOSJ_00838, APOSJ_00834, APOSJ_05167, APOSJ_21338, APOSJ_04469, APOSJ_00835, APOSJ_00840, APOSJ_21340, APOSJ_00836, APOSJ_00833, APOSJ_21339
OG0003107	XENTR10986	APOSJ_26201, APOSJ_34016, APOSJ_36925, APOSJ_36926, APOSJ_26198, APOSJ_26196, APOSJ_36923, APOSJ_26200
OG0003108	XENTR11504, XENTR11503	APOSJ_53894, APOSJ_60356, APOSJ_53893, APOSJ_53895
OG0003110	XENTR02312	APOSJ_56560, APOSJ_24671
OG0003111	XENTR12220	APOSJ_08555, APOSJ_30833, APOSJ_32697
OG0003113	XENTR16144	APOSJ_58854, APOSJ_61212, APOSJ_41642
OG0003114	XENTR18657, XENTR06619	APOSJ_17648
OG0003118	XENTR06207, XENTR15713	APOSJ_63592, APOSJ_63594, APOSJ_63593
OG0003119	XENTR16252, XENTR18505	APOSJ_39538, APOSJ_39533, APOSJ_39534, APOSJ_39531
OG0003120	XENTR06695	APOSJ_28666, APOSJ_28664, APOSJ_61061, APOSJ_51622, APOSJ_52804
OG0003121	XENTR11254	APOSJ_01530, APOSJ_27238, APOSJ_55020, APOSJ_07217
OG0003122	XENTR07201	APOSJ_36414, APOSJ_50972
OG0003123	XENTR00502	APOSJ_14580, APOSJ_14579
OG0003124	XENTR00783	APOSJ_60072, APOSJ_60073
OG0003125	XENTR09690	APOSJ_13170, APOSJ_13174, APOSJ_13167, APOSJ_55545, APOSJ_13169, APOSJ_13172, APOSJ_13171, APOSJ_55528
OG0003127	XENTR08996, XENTR08997	APOSJ_10132, APOSJ_10133
OG0003128	XENTR14159	APOSJ_01878, APOSJ_54178, APOSJ_54176, APOSJ_54177
OG0003130	XENTR04051	APOSJ_34706, APOSJ_34707
OG0003131	XENTR13920	APOSJ_58708
OG0003133	XENTR00486	APOSJ_30270, APOSJ_30654
OG0003135	XENTR02084	APOSJ_18753, APOSJ_18754, APOSJ_18752, APOSJ_20256, APOSJ_53592, APOSJ_18750
OG0003136	XENTR12656, XENTR02424, XENTR05090	APOSJ_47787
OG0003137	XENTR07279, XENTR05048	APOSJ_36852, APOSJ_30580, APOSJ_36853, APOSJ_06208, APOSJ_36851, APOSJ_36855, APOSJ_36854, APOSJ_36850
OG0003138	XENTR08591	APOSJ_00752, APOSJ_40281
OG0003140	XENTR00556, XENTR12115	APOSJ_35312
OG0003142	XENTR11445, XENTR11444	APOSJ_40273, APOSJ_14398, APOSJ_14400, APOSJ_14399, APOSJ_14397, APOSJ_27324, APOSJ_27321, APOSJ_27323
OG0003144	XENTR11410	APOSJ_48852, APOSJ_48851
OG0003145	XENTR04007	APOSJ_22385
OG0003146	XENTR05117	APOSJ_07935, APOSJ_07938, APOSJ_21949, APOSJ_23349, APOSJ_47106, APOSJ_21948
OG0003147	XENTR09759	APOSJ_21036, APOSJ_21034, APOSJ_21035
OG0003148	XENTR04123, XENTR10073	APOSJ_47587
OG0003150	XENTR02043, XENTR08836	APOSJ_46061, APOSJ_24496, APOSJ_30861, APOSJ_24495
OG0003152	XENTR07384, XENTR12708	APOSJ_48510, APOSJ_48508, APOSJ_48509, APOSJ_48511
OG0003153	XENTR18452	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781
OG0003154	XENTR00073	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183
OG0003156	XENTR12843	APOSJ_47122, APOSJ_47125
OG0003157	XENTR16641	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288
OG0003158	XENTR09421, XENTR06360	APOSJ_48827, APOSJ_48829, APOSJ_48828, APOSJ_48826
OG0003159	XENTR04322, XENTR04257	APOSJ_34339
OG0003160	XENTR13384	APOSJ_52005, APOSJ_52006
OG0003161	XENTR09600	APOSJ_12427, APOSJ_12426
OG0003162	XENTR03824, XENTR08572	APOSJ_43039, APOSJ_21099, APOSJ_21100, APOSJ_21101
OG0003163	XENTR11544, XENTR05306	APOSJ_53589
OG0003164	XENTR00718, XENTR05518	APOSJ_27152
OG0003165	XENTR12396, XENTR12753	APOSJ_55300
OG0003166	XENTR07083	APOSJ_26522, APOSJ_21441, APOSJ_02622, APOSJ_42363, APOSJ_02624, APOSJ_62139, APOSJ_20651, APOSJ_62130, APOSJ_42335, APOSJ_02621, APOSJ_62116, APOSJ_00768, APOSJ_26518, APOSJ_36016, APOSJ_21450, APOSJ_00767, APOSJ_21446, APOSJ_21455, APOSJ_26517, APOSJ_26521, APOSJ_21477
OG0003167	XENTR18627, XENTR06313	APOSJ_08242, APOSJ_08241, APOSJ_08243, APOSJ_08244
OG0003169	XENTR00138	APOSJ_40105, APOSJ_01487, APOSJ_09186, APOSJ_57600, APOSJ_57601, APOSJ_57604, APOSJ_01486, APOSJ_20667, APOSJ_57602, APOSJ_57605, APOSJ_20668, APOSJ_59291
OG0003171	XENTR03950	APOSJ_51434, APOSJ_64269, APOSJ_51436, APOSJ_22135, APOSJ_64270, APOSJ_51435
OG0003172	XENTR14668	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161
OG0003173	XENTR14158, XENTR06342	APOSJ_04953, APOSJ_04954
OG0003174	XENTR07544, XENTR18836	APOSJ_17036
OG0003175	XENTR01126, XENTR01743, XENTR01744	APOSJ_12763, APOSJ_12764
OG0003176	XENTR00495	APOSJ_23689, APOSJ_23690
OG0003177	XENTR12635	APOSJ_63824, APOSJ_56011
OG0003179	XENTR11724	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568
OG0003180	XENTR17770, XENTR01186	APOSJ_18815, APOSJ_18814, APOSJ_54053, APOSJ_18813
OG0003181	XENTR18277	APOSJ_20951, APOSJ_20952, APOSJ_59228
OG0003182	XENTR13629	APOSJ_40788
OG0003183	XENTR03790, XENTR17483, XENTR15104	APOSJ_55161, APOSJ_44506, APOSJ_44507, APOSJ_44505, APOSJ_44509
OG0003184	XENTR12742	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408
OG0003185	XENTR17498, XENTR15967	APOSJ_32400
OG0003187	XENTR16789	APOSJ_30111, APOSJ_30112, APOSJ_30114, APOSJ_30113, APOSJ_02519
OG0003188	XENTR05320, XENTR02763	APOSJ_32903, APOSJ_32904
OG0003189	XENTR15950	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315
OG0003190	XENTR05661	APOSJ_49718, APOSJ_49721, APOSJ_49724, APOSJ_49723, APOSJ_49719, APOSJ_49722, APOSJ_49720
OG0003191	XENTR05225	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428
OG0003192	XENTR08220	APOSJ_58378, APOSJ_61697, APOSJ_61698, APOSJ_61696, APOSJ_61699, APOSJ_61700, APOSJ_61701, APOSJ_61695
OG0003193	XENTR09215	APOSJ_00532
OG0003195	XENTR17698	APOSJ_46035, APOSJ_32408, APOSJ_46033, APOSJ_46034, APOSJ_46038, APOSJ_46037, APOSJ_32407
OG0003196	XENTR16724	APOSJ_52449, APOSJ_37298, APOSJ_52450, APOSJ_52451
OG0003197	XENTR08587	APOSJ_57136, APOSJ_57140, APOSJ_57137, APOSJ_57134, APOSJ_09752, APOSJ_57138, APOSJ_57133, APOSJ_57139
OG0003198	XENTR08036	APOSJ_36767
OG0003199	XENTR13157	APOSJ_06417, APOSJ_50357, APOSJ_06415, APOSJ_06416, APOSJ_06414, APOSJ_06418, APOSJ_40507, APOSJ_06413
OG0003200	XENTR05762	APOSJ_56645, APOSJ_15587, APOSJ_15589
OG0003201	XENTR08359	APOSJ_41425, APOSJ_41427, APOSJ_41426
OG0003202	XENTR06728	APOSJ_62049
OG0003203	XENTR15103	APOSJ_10922, APOSJ_10923, APOSJ_10921, APOSJ_10920
OG0003204	XENTR15170, XENTR10528	APOSJ_55199, APOSJ_26853, APOSJ_26857, APOSJ_26856, APOSJ_26852, APOSJ_26855, APOSJ_26854, APOSJ_26850, APOSJ_28831, APOSJ_26851
OG0003205	XENTR14834, XENTR15297	APOSJ_26076
OG0003206	XENTR01762	APOSJ_42271, APOSJ_57448, APOSJ_42268, APOSJ_42269, APOSJ_65050, APOSJ_42266, APOSJ_42272, APOSJ_65052, APOSJ_42267, APOSJ_42270
OG0003207	XENTR17115, XENTR02861	APOSJ_53468, APOSJ_53467
OG0003210	XENTR07740, XENTR03933	APOSJ_15249, APOSJ_15248
OG0003211	XENTR01345	APOSJ_03604, APOSJ_03608, APOSJ_31045, APOSJ_09022, APOSJ_03606, APOSJ_31048, APOSJ_03603, APOSJ_22500
OG0003212	XENTR07956, XENTR01342	APOSJ_40742
OG0003213	XENTR15721	APOSJ_62042, APOSJ_62043, APOSJ_62044
OG0003214	XENTR06201	APOSJ_30849, APOSJ_30835
OG0003215	XENTR07497, XENTR09047	APOSJ_30430
OG0003216	XENTR07375, XENTR07374, XENTR11202, XENTR04801	APOSJ_46437, APOSJ_24532, APOSJ_45488, APOSJ_45489, APOSJ_50451
OG0003217	XENTR05031, XENTR04303	APOSJ_38588, APOSJ_25460, APOSJ_38604, APOSJ_38597
OG0003218	XENTR12593	APOSJ_10871, APOSJ_10868, APOSJ_10873, APOSJ_47482, APOSJ_17947, APOSJ_03784, APOSJ_59373, APOSJ_17946, APOSJ_17951, APOSJ_10870, APOSJ_10869
OG0003219	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559	APOSJ_51906
OG0003220	XENTR11144, XENTR12866	APOSJ_62682
OG0003221	XENTR02159, XENTR04079	APOSJ_53881, APOSJ_53880
OG0003222	XENTR15911, XENTR10214, XENTR13202	APOSJ_53811, APOSJ_03374, APOSJ_42728
OG0003223	XENTR06905	APOSJ_01786, APOSJ_01785
OG0003224	XENTR16031, XENTR13430	APOSJ_06577, APOSJ_55082, APOSJ_55083, APOSJ_55085
OG0003225	XENTR02604	APOSJ_64620, APOSJ_18658, APOSJ_53640, APOSJ_53642, APOSJ_53639, APOSJ_34446, APOSJ_53641, APOSJ_64628, APOSJ_18935, APOSJ_53643
OG0003226	XENTR18053	APOSJ_18811, APOSJ_03066, APOSJ_18809, APOSJ_03063, APOSJ_03064, APOSJ_03065
OG0003227	XENTR01422	APOSJ_29380, APOSJ_29382, APOSJ_29379, APOSJ_29381
OG0003228	XENTR13523	APOSJ_15473, APOSJ_15470
OG0003229	XENTR16185, XENTR10298	APOSJ_54883, APOSJ_05246, APOSJ_54880, APOSJ_05243, APOSJ_54882, APOSJ_05244, APOSJ_54881, APOSJ_14048, APOSJ_05245, APOSJ_05241, APOSJ_05242
OG0003230	XENTR10511, XENTR10510	APOSJ_24729, APOSJ_40527, APOSJ_40529, APOSJ_40528, APOSJ_40525, APOSJ_40524, APOSJ_40531, APOSJ_24730, APOSJ_40530, APOSJ_40523, APOSJ_40526, APOSJ_24731
OG0003235	XENTR17209	APOSJ_56012, APOSJ_56016
OG0003237	XENTR17572, XENTR09382	APOSJ_05354, APOSJ_46295
OG0003238	XENTR13238	APOSJ_13700, APOSJ_50826, APOSJ_13694, APOSJ_56279, APOSJ_13702, APOSJ_56278, APOSJ_32202, APOSJ_50828, APOSJ_56280, APOSJ_50829, APOSJ_56282, APOSJ_50824, APOSJ_50825, APOSJ_50827, APOSJ_50830, APOSJ_56281
OG0003239	XENTR00722	APOSJ_55600, APOSJ_55604, APOSJ_23595, APOSJ_29631, APOSJ_23590, APOSJ_29635, APOSJ_55602, APOSJ_23589, APOSJ_40825, APOSJ_55606, APOSJ_55607, APOSJ_56527, APOSJ_55603, APOSJ_23594, APOSJ_56504, APOSJ_29632, APOSJ_29634, APOSJ_55605, APOSJ_09653, APOSJ_17814, APOSJ_29633, APOSJ_17813, APOSJ_23593
OG0003240	XENTR17311, XENTR17807	APOSJ_51092
OG0003250	XENTR15630, XENTR17841	APOSJ_16548, APOSJ_56142, APOSJ_56534, APOSJ_56535
OG0003251	XENTR09756	APOSJ_54466
OG0003252	XENTR09598, XENTR09597	APOSJ_51617
OG0003253	XENTR18870, XENTR10063	APOSJ_36002
OG0003254	XENTR15784	APOSJ_62720, APOSJ_62718, APOSJ_62717, APOSJ_62719
OG0003258	XENTR09647	APOSJ_29538, APOSJ_29539, APOSJ_54086, APOSJ_00171, APOSJ_16181, APOSJ_29536, APOSJ_54083, APOSJ_29537
OG0003260	XENTR11550, XENTR09192	APOSJ_08169, APOSJ_08171, APOSJ_08170, APOSJ_08167, APOSJ_08168, APOSJ_08166
OG0003261	XENTR03202	APOSJ_41161, APOSJ_41164, APOSJ_41163, APOSJ_41162
OG0003262	XENTR06319, XENTR04546	APOSJ_22581, APOSJ_22582
OG0003263	XENTR11183	APOSJ_41168
OG0003264	XENTR02125, XENTR05760	APOSJ_26140, APOSJ_26142, APOSJ_33770, APOSJ_26141
OG0003265	XENTR04827, XENTR00765	APOSJ_34472, APOSJ_17018, APOSJ_49524, APOSJ_34474, APOSJ_49518, APOSJ_17020, APOSJ_34469, APOSJ_34470
OG0003266	XENTR12815, XENTR10446	APOSJ_61414, APOSJ_61413
OG0003267	XENTR06701	APOSJ_30035, APOSJ_30027, APOSJ_30031, APOSJ_30028, APOSJ_30029, APOSJ_30034, APOSJ_30033, APOSJ_30030, APOSJ_30032
OG0003268	XENTR11858	APOSJ_65180, APOSJ_65183, APOSJ_65174, APOSJ_51480, APOSJ_20455, APOSJ_20454, APOSJ_65185, APOSJ_20452, APOSJ_20456, APOSJ_20453
OG0003269	XENTR00981	APOSJ_20442, APOSJ_20443, APOSJ_20445, APOSJ_65142, APOSJ_20440
OG0003270	XENTR01357	APOSJ_39577, APOSJ_47534, APOSJ_39578
OG0003272	XENTR11923, XENTR13832	APOSJ_62776, APOSJ_62775
OG0003275	XENTR18433, XENTR02465	APOSJ_33405, APOSJ_11411, APOSJ_33404, APOSJ_08128, APOSJ_11412
OG0003276	XENTR03833, XENTR16569	APOSJ_40980, APOSJ_40981
OG0003277	XENTR01225, XENTR05973	APOSJ_64925
OG0003278	XENTR12702	APOSJ_56401
OG0003279	XENTR06409, XENTR03464	APOSJ_49088, APOSJ_44687, APOSJ_44688, APOSJ_44689
OG0003280	XENTR14496	APOSJ_05123, APOSJ_33236
OG0003282	XENTR08973	APOSJ_00228, APOSJ_00227
OG0003283	XENTR02862	APOSJ_14970
OG0003284	XENTR09406	APOSJ_10702, APOSJ_10699, APOSJ_02860, APOSJ_10701, APOSJ_10700
OG0003286	XENTR00938	APOSJ_25492, APOSJ_25491, APOSJ_25493
OG0003287	XENTR07598	APOSJ_35942
OG0003288	XENTR00671	APOSJ_00605, APOSJ_00604, APOSJ_00602, APOSJ_00603
OG0003289	XENTR14484, XENTR00516, XENTR00515	APOSJ_43060
OG0003290	XENTR07784	APOSJ_53361
OG0003293	XENTR05206	APOSJ_55383, APOSJ_55380, APOSJ_29797, APOSJ_29796
OG0003294	XENTR05508	APOSJ_47167, APOSJ_46923, APOSJ_09688, APOSJ_01552, APOSJ_09683, APOSJ_26080, APOSJ_09685, APOSJ_26071
OG0003295	XENTR13148	APOSJ_19312, APOSJ_22148, APOSJ_22150, APOSJ_22149
OG0003296	XENTR00824	APOSJ_17865
OG0003297	XENTR07372	APOSJ_30618
OG0003298	XENTR15553	APOSJ_21365, APOSJ_21366, APOSJ_21369, APOSJ_31701, APOSJ_25496, APOSJ_21367, APOSJ_57916, APOSJ_15785, APOSJ_63798, APOSJ_01743, APOSJ_63835
OG0003299	XENTR12358	APOSJ_54120, APOSJ_54121
OG0003301	XENTR10815, XENTR08929	APOSJ_13270, APOSJ_13273, APOSJ_13271, APOSJ_13272
OG0003302	XENTR02111	APOSJ_56909
OG0003304	XENTR08010, XENTR06925	APOSJ_14274, APOSJ_14271, APOSJ_14272, APOSJ_24301, APOSJ_14270, APOSJ_14273
OG0003306	XENTR07978	APOSJ_55395
OG0003307	XENTR16158	APOSJ_03839, APOSJ_03837, APOSJ_03841, APOSJ_03840, APOSJ_23792, APOSJ_03838, APOSJ_03842, APOSJ_03836
OG0003311	XENTR11582, XENTR06308	APOSJ_37968
OG0003314	XENTR05197, XENTR05257, XENTR05501	APOSJ_34487
OG0003315	XENTR05114	APOSJ_44709
OG0003316	XENTR08584	APOSJ_22523, APOSJ_13980, APOSJ_13981
OG0003317	XENTR09784	APOSJ_63724
OG0003318	XENTR17690, XENTR06814	APOSJ_60634, APOSJ_60633, APOSJ_60632
OG0003319	XENTR16866, XENTR04625	APOSJ_58641
OG0003320	XENTR02217	APOSJ_38819, APOSJ_48775, APOSJ_27049, APOSJ_07781, APOSJ_27047, APOSJ_27050, APOSJ_07780, APOSJ_48777, APOSJ_07782, APOSJ_27048, APOSJ_38820, APOSJ_27046, APOSJ_07778, APOSJ_07779, APOSJ_27044, APOSJ_27045
OG0003324	XENTR05271, XENTR05270	APOSJ_19156, APOSJ_19155
OG0003325	XENTR14438	APOSJ_31506, APOSJ_31505, APOSJ_31507, APOSJ_31508
OG0003326	XENTR10496, XENTR05739	APOSJ_02365
OG0003327	XENTR17104, XENTR13251	APOSJ_54640
OG0003329	XENTR05841	APOSJ_07960, APOSJ_43774, APOSJ_07953, APOSJ_43773
OG0003330	XENTR05319	APOSJ_50342, APOSJ_30425, APOSJ_64177, APOSJ_50341, APOSJ_40087, APOSJ_48585
OG0003331	XENTR04048	APOSJ_57011, APOSJ_57010, APOSJ_57008, APOSJ_57009
OG0003332	XENTR17058, XENTR17059	APOSJ_02848
OG0003333	XENTR16496, XENTR16497	APOSJ_38810
OG0003335	XENTR09006	APOSJ_08677, APOSJ_08675, APOSJ_08678, APOSJ_31091, APOSJ_23252, APOSJ_23251
OG0003336	XENTR04249, XENTR10459, XENTR04672	APOSJ_28561
OG0003337	XENTR12026	APOSJ_55482, APOSJ_08942, APOSJ_55484, APOSJ_55483, APOSJ_55485, APOSJ_25252
OG0003340	XENTR05753, XENTR04075	APOSJ_34485, APOSJ_34486, APOSJ_05198
OG0003341	XENTR12776	APOSJ_45924
OG0003342	XENTR18226, XENTR09311, XENTR06993	APOSJ_29624, APOSJ_29622
OG0003343	XENTR10202	APOSJ_05903, APOSJ_05901
OG0003344	XENTR06071, XENTR06072, XENTR06070	APOSJ_44660, APOSJ_44661, APOSJ_44656, APOSJ_44658, APOSJ_12791, APOSJ_44657
OG0003347	XENTR05381	APOSJ_61426, APOSJ_13501, APOSJ_62825, APOSJ_13499, APOSJ_53359, APOSJ_19251, APOSJ_13500, APOSJ_53358, APOSJ_53357, APOSJ_53356, APOSJ_13502
OG0003348	XENTR12378, XENTR08608	APOSJ_36909, APOSJ_36910
OG0003349	XENTR05563, XENTR07550	APOSJ_31148, APOSJ_31149
OG0003352	XENTR08399, XENTR03180	APOSJ_18566, APOSJ_18563
OG0003353	XENTR00740	APOSJ_41464, APOSJ_41465, APOSJ_41463, APOSJ_59718
OG0003354	XENTR14729	APOSJ_62214, APOSJ_41780, APOSJ_41782, APOSJ_41781, APOSJ_41778, APOSJ_41779
OG0003355	XENTR08296, XENTR14300	APOSJ_59542, APOSJ_57392, APOSJ_57388
OG0003356	XENTR01788, XENTR19056	APOSJ_58430, APOSJ_58431
OG0003359	XENTR15397	APOSJ_58549, APOSJ_58548, APOSJ_58547, APOSJ_58550
OG0003360	XENTR03049, XENTR03048	APOSJ_56352
OG0003361	XENTR13092	APOSJ_00610, APOSJ_27424, APOSJ_27425
OG0003364	XENTR14029, XENTR16714	APOSJ_19020, APOSJ_45760
OG0003365	XENTR02850, XENTR01233	APOSJ_53888, APOSJ_53889, APOSJ_42007
OG0003366	XENTR04144	APOSJ_04282, APOSJ_04280, APOSJ_04281
OG0003367	XENTR19276	APOSJ_01083
OG0003368	XENTR08859	APOSJ_18080
OG0003369	XENTR02694, XENTR17149	APOSJ_46922
OG0003372	XENTR00441	APOSJ_07507
OG0003373	XENTR14268	APOSJ_27159, APOSJ_27158, APOSJ_18321
OG0003374	XENTR00231, XENTR13931	APOSJ_06681, APOSJ_06684
OG0003375	XENTR18878, XENTR00570	APOSJ_38227, APOSJ_38228, APOSJ_38229
OG0003376	XENTR08868	APOSJ_02960, APOSJ_02957, APOSJ_02962, APOSJ_02963, APOSJ_02959, APOSJ_02961, APOSJ_02958
OG0003377	XENTR09874	APOSJ_10134, APOSJ_20954, APOSJ_10130, APOSJ_10136, APOSJ_00057, APOSJ_10137, APOSJ_16398, APOSJ_16397, APOSJ_37839, APOSJ_16399, APOSJ_10135, APOSJ_16400
OG0003378	XENTR16000	APOSJ_58126
OG0003379	XENTR05021	APOSJ_10196
