Orthogroup	ASTMX	PFLAV
OG0002017	ASTMX04800, ASTMX06787, ASTMX12770, ASTMX15859	TCONS_00050927.p1
OG0002018	ASTMX04081, ASTMX14917, ASTMX00472, ASTMX03911	TCONS_00042093.p1
OG0002019	ASTMX15451, ASTMX05404, ASTMX19114, ASTMX20262	TCONS_00054930.p1
OG0002020	ASTMX09967, ASTMX07803, ASTMX07643, ASTMX11910	TCONS_00026937.p1
OG0002022	ASTMX08850, ASTMX08849	TCONS_00016182.p1, TCONS_00044299.p1
OG0002023	ASTMX13059, ASTMX13931, ASTMX11476, ASTMX03808	TCONS_00010184.p1
OG0002024	ASTMX12446, ASTMX05724, ASTMX11342, ASTMX11340	TCONS_00016678.p1
OG0002025	ASTMX21209	TCONS_00012686.p1
OG0002026	ASTMX08004, ASTMX05432	TCONS_00043777.p1, TCONS_00006684.p1, TCONS_00006660.p1, TCONS_00042481.p1
OG0002027	ASTMX01143, ASTMX02252, ASTMX16654, ASTMX03186	TCONS_00021839.p1
OG0002028	ASTMX10542	TCONS_00009869.p1
OG0002029	ASTMX07856, ASTMX13315	TCONS_00017766.p1
OG0002030	ASTMX06466, ASTMX05489, ASTMX22119, ASTMX02054, ASTMX07809, ASTMX08607	TCONS_00017784.p1
OG0002031	ASTMX19732, ASTMX01811	TCONS_00020688.p1
OG0002032	ASTMX17188	TCONS_00034955.p1
OG0002035	ASTMX02430, ASTMX15049, ASTMX11554, ASTMX05921, ASTMX13445	TCONS_00054366.p1
OG0002036	ASTMX10687, ASTMX02312	TCONS_00004483.p1
OG0002037	ASTMX12739, ASTMX01045, ASTMX12644, ASTMX19966, ASTMX06665, ASTMX10739	TCONS_00019983.p1
OG0002038	ASTMX16884, ASTMX01857, ASTMX13347	TCONS_00016128.p1
OG0002042	ASTMX12108, ASTMX12109	TCONS_00029328.p1, TCONS_00029332.p1
OG0002043	ASTMX04301, ASTMX15262	TCONS_00046268.p1
OG0002044	ASTMX00756, ASTMX06376	TCONS_00049038.p1, TCONS_00049055.p1
OG0002049	ASTMX22991	TCONS_00023249.p1
OG0002057	ASTMX15623	TCONS_00054563.p1
OG0002059	ASTMX16881, ASTMX08569, ASTMX16470	TCONS_00016534.p1
OG0002060	ASTMX08513, ASTMX01579	TCONS_00010367.p1
OG0002061	ASTMX17947, ASTMX17948, ASTMX19772, ASTMX17946, ASTMX19260, ASTMX16152, ASTMX19773	TCONS_00026721.p1, TCONS_00041534.p1
OG0002062	ASTMX13242, ASTMX19992, ASTMX02071	TCONS_00033556.p1
OG0002063	ASTMX14592	TCONS_00001535.p1
OG0002063	ASTMX08215	TCONS_00032872.p2
OG0002064	ASTMX10932	TCONS_00011769.p1
OG0002064	ASTMX03886, ASTMX09499	TCONS_00011397.p1
OG0002066	ASTMX03814, ASTMX00825, ASTMX11956, ASTMX16358	TCONS_00046853.p1
OG0002067	ASTMX12928	TCONS_00012901.p1
OG0002068	ASTMX12273, ASTMX16517	TCONS_00011296.p1, TCONS_00011273.p1
OG0002069	ASTMX05370, ASTMX06681, ASTMX06821	TCONS_00016808.p1
OG0002070	ASTMX22337, ASTMX21570, ASTMX14581, ASTMX14242	TCONS_00015699.p1
OG0002071	ASTMX05053, ASTMX12228, ASTMX05876	TCONS_00006179.p1
OG0002072	ASTMX10209, ASTMX19480	TCONS_00014373.p1
OG0002073	ASTMX18638	TCONS_00026684.p1
OG0002074	ASTMX02153	TCONS_00025128.p1, TCONS_00028366.p1
OG0002075	ASTMX06559, ASTMX12938, ASTMX01571, ASTMX10222	TCONS_00010439.p1
OG0002076	ASTMX09409, ASTMX19822, ASTMX20304	TCONS_00020196.p1
OG0002077	ASTMX09597	TCONS_00055941.p1
OG0002078	ASTMX07822, ASTMX22651, ASTMX21198, ASTMX07693	TCONS_00014129.p1
OG0002080	ASTMX03462	TCONS_00037400.p1, TCONS_00037399.p1
OG0002081	ASTMX07542	TCONS_00042931.p1
OG0002084	ASTMX10426, ASTMX03243, ASTMX05634	TCONS_00027488.p1, TCONS_00026209.p1, TCONS_00026576.p1
OG0002085	ASTMX09374, ASTMX11810, ASTMX20238, ASTMX04550	TCONS_00048259.p1
OG0002086	ASTMX07923, ASTMX07922, ASTMX21562	TCONS_00028785.p1
OG0002087	ASTMX16781	TCONS_00016257.p1
OG0002088	ASTMX00334	TCONS_00023919.p2
OG0002090	ASTMX16025	TCONS_00014219.p1
OG0002091	ASTMX17083, ASTMX11725, ASTMX21693	TCONS_00005208.p1, TCONS_00005207.p1
OG0002093	ASTMX15922	TCONS_00024002.p1
OG0002094	ASTMX16837	TCONS_00049467.p1
OG0002095	ASTMX03962, ASTMX17882, ASTMX06032	TCONS_00042605.p1
OG0002096	ASTMX10720, ASTMX17001	TCONS_00006797.p1, TCONS_00038941.p1
OG0002097	ASTMX09200, ASTMX06450, ASTMX12192, ASTMX07933	TCONS_00021590.p1
OG0002098	ASTMX03018, ASTMX03017, ASTMX08259	TCONS_00037499.p1, TCONS_00036367.p1, TCONS_00036368.p1, TCONS_00036167.p1
OG0002099	ASTMX07475	TCONS_00012044.p1
OG0002102	ASTMX08771, ASTMX03132, ASTMX03918, ASTMX08042, ASTMX22350	TCONS_00021480.p1
OG0002103	ASTMX03950, ASTMX04643	TCONS_00012029.p1
OG0002104	ASTMX05475, ASTMX01651, ASTMX03534	TCONS_00019372.p1
OG0002105	ASTMX01741, ASTMX00335, ASTMX14499, ASTMX00378, ASTMX22666	TCONS_00023242.p1
OG0002106	ASTMX03785	TCONS_00045048.p1
OG0002106	ASTMX08724	TCONS_00015164.p1, TCONS_00015165.p1
OG0002107	ASTMX19945	TCONS_00026918.p1
OG0002108	ASTMX07612, ASTMX01236	TCONS_00002654.p1
OG0002109	ASTMX05915, ASTMX09032	TCONS_00024725.p1, TCONS_00024554.p1
OG0002112	ASTMX18978, ASTMX21635, ASTMX05137, ASTMX16794, ASTMX21700, ASTMX06896	TCONS_00020355.p1
OG0002122	ASTMX08830, ASTMX06030	TCONS_00041649.p1
OG0002124	ASTMX14518	TCONS_00015538.p1, TCONS_00015539.p1
OG0002125	ASTMX04029	TCONS_00006001.p1
OG0002127	ASTMX08755, ASTMX03139	TCONS_00021347.p1
OG0002128	ASTMX10534, ASTMX04518	TCONS_00022935.p1
OG0002129	ASTMX02262, ASTMX09089, ASTMX08266	TCONS_00042981.p1
OG0002130	ASTMX08156	TCONS_00000887.p1
OG0002131	ASTMX11268, ASTMX11269, ASTMX11344	TCONS_00028419.p1
OG0002134	ASTMX02557, ASTMX21719, ASTMX00879	TCONS_00009356.p1
OG0002135	ASTMX09828, ASTMX01206	TCONS_00002121.p1
OG0002137	ASTMX18215	TCONS_00044929.p1
OG0002138	ASTMX02006	TCONS_00023522.p1, TCONS_00023530.p1
OG0002139	ASTMX21646, ASTMX11143, ASTMX09490	TCONS_00011252.p1
OG0002140	ASTMX11031, ASTMX06147	TCONS_00045963.p1
OG0002141	ASTMX20185	TCONS_00043162.p1
OG0002141	ASTMX00108	TCONS_00043161.p1
OG0002142	ASTMX02159, ASTMX14719, ASTMX02414	TCONS_00031698.p1
OG0002144	ASTMX17084, ASTMX17508, ASTMX19379	TCONS_00004896.p1
OG0002145	ASTMX07271	TCONS_00049559.p1
OG0002147	ASTMX06786	TCONS_00052186.p1
OG0002148	ASTMX15638	TCONS_00010216.p1
OG0002148	ASTMX01497	TCONS_00009582.p1
OG0002149	ASTMX17049, ASTMX20915, ASTMX06455	TCONS_00020444.p1
OG0002150	ASTMX15752, ASTMX00387	TCONS_00032563.p1, TCONS_00032550.p1
OG0002151	ASTMX04874, ASTMX21404	TCONS_00013878.p1
OG0002152	ASTMX15710	TCONS_00046182.p1
OG0002154	ASTMX18957, ASTMX00276, ASTMX04652, ASTMX15664, ASTMX08586, ASTMX06594	TCONS_00027805.p1
OG0002155	ASTMX09367	TCONS_00051210.p1
OG0002155	ASTMX09413	TCONS_00048168.p1
OG0002157	ASTMX04963	TCONS_00012637.p1
OG0002158	ASTMX12621	TCONS_00044976.p1
OG0002159	ASTMX00345	TCONS_00023453.p1, TCONS_00023496.p1
OG0002160	ASTMX06371	TCONS_00012905.p1
OG0002161	ASTMX15593, ASTMX18564, ASTMX17807, ASTMX13596	TCONS_00055486.p1
OG0002162	ASTMX04002, ASTMX06459, ASTMX03314, ASTMX17199	TCONS_00016712.p1
OG0002163	ASTMX16128, ASTMX00364, ASTMX16127, ASTMX05562	TCONS_00038001.p1
OG0002164	ASTMX11480, ASTMX14795	TCONS_00027020.p1, TCONS_00026446.p1, TCONS_00030198.p1, TCONS_00027397.p1, TCONS_00027384.p1
OG0002165	ASTMX00309	TCONS_00055391.p1, TCONS_00053255.p1, TCONS_00055389.p1, TCONS_00055388.p1, TCONS_00007406.p1
OG0002166	ASTMX09990, ASTMX05068, ASTMX03530	TCONS_00005655.p1, TCONS_00005656.p1
OG0002167	ASTMX05994, ASTMX18858, ASTMX16740, ASTMX04705, ASTMX10553	TCONS_00056140.p1
OG0002168	ASTMX12023	TCONS_00017536.p1
OG0002168	ASTMX02930	TCONS_00052942.p1
OG0002169	ASTMX05633, ASTMX10425	TCONS_00026602.p1
OG0002170	ASTMX08212	TCONS_00019118.p1
OG0002170	ASTMX10098	TCONS_00056271.p1
OG0002171	ASTMX17441, ASTMX17115	TCONS_00009303.p1
OG0002172	ASTMX06303	TCONS_00037411.p1
OG0002173	ASTMX17795, ASTMX05204	TCONS_00028847.p1
OG0002175	ASTMX16015, ASTMX13462	TCONS_00047282.p1, TCONS_00015704.p1
OG0002177	ASTMX18377, ASTMX13667, ASTMX08061	TCONS_00009605.p1
OG0002179	ASTMX04822, ASTMX04821	TCONS_00010125.p1
OG0002180	ASTMX08026, ASTMX12747	TCONS_00044953.p1
OG0002182	ASTMX01000	TCONS_00048307.p1
OG0002183	ASTMX20928, ASTMX05567	TCONS_00036511.p1
OG0002184	ASTMX12387, ASTMX21486, ASTMX13143, ASTMX22891	TCONS_00052864.p1
OG0002185	ASTMX18245, ASTMX18246	TCONS_00008754.p1
OG0002187	ASTMX11184	TCONS_00014770.p1
OG0002188	ASTMX17006	TCONS_00035784.p1, TCONS_00041270.p1, TCONS_00035796.p1, TCONS_00035733.p1, TCONS_00035732.p1, TCONS_00035728.p1
OG0002189	ASTMX16380	TCONS_00052736.p1, TCONS_00041437.p1
OG0002190	ASTMX09879, ASTMX15824	TCONS_00034775.p1
OG0002191	ASTMX08688, ASTMX15473, ASTMX12063	TCONS_00003677.p1
OG0002192	ASTMX09703, ASTMX11372	TCONS_00013980.p1, TCONS_00013973.p1
OG0002193	ASTMX11543	TCONS_00053913.p1
OG0002195	ASTMX00715, ASTMX02405, ASTMX06783	TCONS_00054859.p1
OG0002196	ASTMX10949	TCONS_00031158.p1
OG0002199	ASTMX00343, ASTMX00342, ASTMX14495, ASTMX02598, ASTMX02001, ASTMX02000	TCONS_00055783.p1
OG0002201	ASTMX10892, ASTMX21058	TCONS_00009369.p1
OG0002209	ASTMX16231, ASTMX05205, ASTMX07307	TCONS_00049779.p1
OG0002211	ASTMX17382	TCONS_00005307.p1
OG0002213	ASTMX03206	TCONS_00010729.p1
OG0002214	ASTMX04682, ASTMX18511, ASTMX02536, ASTMX12488, ASTMX09982	TCONS_00055395.p1
OG0002216	ASTMX19790	TCONS_00028918.p1
OG0002217	ASTMX14103	TCONS_00016609.p1
OG0002218	ASTMX18264, ASTMX18853	TCONS_00028703.p1
OG0002219	ASTMX18661, ASTMX18662	TCONS_00017952.p1
OG0002221	ASTMX10479, ASTMX05704	TCONS_00051631.p1
OG0002222	ASTMX13836, ASTMX08751	TCONS_00051114.p1
OG0002223	ASTMX05554, ASTMX10305	TCONS_00049010.p1
OG0002224	ASTMX06613, ASTMX14452, ASTMX05934	TCONS_00030817.p1
OG0002225	ASTMX13928, ASTMX11814	TCONS_00009830.p1
OG0002226	ASTMX18469, ASTMX14158	TCONS_00054518.p1
OG0002227	ASTMX11747, ASTMX21122	TCONS_00031331.p1
OG0002228	ASTMX19431, ASTMX07841, ASTMX09065	TCONS_00013201.p1
OG0002229	ASTMX09988	TCONS_00006706.p1
OG0002231	ASTMX01116, ASTMX18153	TCONS_00021204.p1, TCONS_00021281.p1, TCONS_00021859.p1, TCONS_00021288.p1, TCONS_00021282.p1, TCONS_00021301.p1, TCONS_00021280.p1, TCONS_00021283.p1
OG0002233	ASTMX05462	TCONS_00046719.p1, TCONS_00045705.p1
OG0002234	ASTMX17348	TCONS_00014124.p1
OG0002235	ASTMX13892, ASTMX02706, ASTMX03660, ASTMX09950, ASTMX05042	TCONS_00026289.p1
OG0002236	ASTMX05372, ASTMX06679, ASTMX08686, ASTMX22829, ASTMX22654	TCONS_00017143.p1
OG0002237	ASTMX04281, ASTMX11821, ASTMX10251	TCONS_00000299.p1
OG0002239	ASTMX07073, ASTMX12092	TCONS_00029057.p1
OG0002240	ASTMX06011	TCONS_00050321.p1, TCONS_00050336.p1
OG0002241	ASTMX06900	TCONS_00004764.p1
OG0002242	ASTMX09056, ASTMX13579, ASTMX23054, ASTMX06267	TCONS_00008164.p1
OG0002243	ASTMX03972, ASTMX17560	TCONS_00030813.p1
OG0002244	ASTMX18150	TCONS_00042618.p1
OG0002245	ASTMX20274, ASTMX16360, ASTMX20273	TCONS_00017353.p1, TCONS_00017373.p1, TCONS_00017375.p1
OG0002246	ASTMX20890, ASTMX01865, ASTMX06938	TCONS_00029421.p1
OG0002248	ASTMX22668, ASTMX21881, ASTMX04678	TCONS_00030500.p1
OG0002249	ASTMX08282, ASTMX16893, ASTMX09298, ASTMX09297, ASTMX05071, ASTMX02921, ASTMX16681	TCONS_00052793.p1, TCONS_00053885.p1
OG0002251	ASTMX20073, ASTMX09983, ASTMX19261, ASTMX12496	TCONS_00026075.p1
OG0002252	ASTMX21582, ASTMX03620	TCONS_00014590.p1
OG0002253	ASTMX03282, ASTMX01274	TCONS_00009959.p1
OG0002254	ASTMX01502, ASTMX14349, ASTMX07416, ASTMX09463	TCONS_00026133.p1, TCONS_00026132.p1, TCONS_00026129.p1, TCONS_00026127.p1
OG0002255	ASTMX03543	TCONS_00009456.p1
OG0002255	ASTMX03542, ASTMX10677	TCONS_00008291.p1
OG0002256	ASTMX13334, ASTMX18643	TCONS_00024045.p1
OG0002257	ASTMX01315, ASTMX09672, ASTMX09671	TCONS_00020279.p1, TCONS_00020290.p1
OG0002258	ASTMX05578	TCONS_00004999.p1
OG0002259	ASTMX13729, ASTMX08234, ASTMX17977, ASTMX12847	TCONS_00006203.p1
OG0002260	ASTMX14069, ASTMX03279, ASTMX01351, ASTMX05599	TCONS_00010143.p1
OG0002261	ASTMX04970, ASTMX16399, ASTMX04971	TCONS_00013936.p1
OG0002262	ASTMX15694, ASTMX20517, ASTMX16042, ASTMX19944, ASTMX04153, ASTMX15695	TCONS_00054929.p1
OG0002263	ASTMX17855, ASTMX03160	TCONS_00022686.p1
OG0002264	ASTMX08822, ASTMX05769	TCONS_00000524.p1
OG0002265	ASTMX22273, ASTMX06735	TCONS_00045650.p1
OG0002266	ASTMX01568, ASTMX19605	TCONS_00012478.p1
OG0002267	ASTMX17125, ASTMX17124, ASTMX03422, ASTMX14343	TCONS_00018583.p1, TCONS_00015111.p1
OG0002268	ASTMX11961	TCONS_00056448.p1
OG0002271	ASTMX06025, ASTMX21725, ASTMX20337	TCONS_00044049.p1
OG0002272	ASTMX10230	TCONS_00015510.p1
OG0002274	ASTMX04475	TCONS_00005633.p1
OG0002275	ASTMX01337, ASTMX04279, ASTMX19957, ASTMX05016, ASTMX07432	TCONS_00018355.p1
OG0002276	ASTMX01428, ASTMX01909, ASTMX05328	TCONS_00044539.p1
OG0002278	ASTMX17219, ASTMX09498	TCONS_00012104.p1
OG0002279	ASTMX12963, ASTMX16291	TCONS_00022560.p1
OG0002281	ASTMX05045, ASTMX19503, ASTMX20301, ASTMX09043, ASTMX22360	TCONS_00026389.p1
OG0002282	ASTMX08568, ASTMX14313, ASTMX15818	TCONS_00015711.p1
OG0002283	ASTMX22065, ASTMX07985	TCONS_00031429.p1
OG0002284	ASTMX10585	TCONS_00020854.p1
OG0002284	ASTMX12450	TCONS_00021885.p1
OG0002285	ASTMX05929, ASTMX13499	TCONS_00027771.p1
OG0002286	ASTMX03863	TCONS_00014384.p1
OG0002287	ASTMX17142, ASTMX11263, ASTMX16411, ASTMX07081, ASTMX08302	TCONS_00008056.p1
OG0002288	ASTMX11634, ASTMX21727	TCONS_00030208.p1
OG0002289	ASTMX17010, ASTMX06660, ASTMX06661, ASTMX01117, ASTMX09109, ASTMX17781, ASTMX06970	TCONS_00056098.p1, TCONS_00054885.p1
OG0002290	ASTMX15202, ASTMX11865, ASTMX01433	TCONS_00005176.p1, TCONS_00005174.p1
OG0002291	ASTMX10014	TCONS_00054594.p1
OG0002292	ASTMX01072	TCONS_00025703.p1
OG0002293	ASTMX08163, ASTMX02883, ASTMX00908	TCONS_00000166.p1
OG0002294	ASTMX20773, ASTMX11558, ASTMX15048	TCONS_00053250.p1
OG0002295	ASTMX09022, ASTMX02417, ASTMX08963	TCONS_00029445.p1
OG0002296	ASTMX13497	TCONS_00026903.p1
OG0002297	ASTMX00496	TCONS_00047346.p1, TCONS_00047347.p1, TCONS_00053171.p1, TCONS_00005206.p1, TCONS_00052473.p1
OG0002311	ASTMX06522	TCONS_00053391.p1, TCONS_00053394.p1
OG0002312	ASTMX04630	TCONS_00026434.p1
OG0002314	ASTMX12475	TCONS_00042852.p1
OG0002315	ASTMX13561, ASTMX11547	TCONS_00054580.p1, TCONS_00054577.p1
OG0002316	ASTMX00832, ASTMX02882	TCONS_00001203.p1
OG0002318	ASTMX22370	TCONS_00016156.p1
OG0002319	ASTMX00007, ASTMX18446, ASTMX06513	TCONS_00021816.p1
OG0002320	ASTMX12807, ASTMX02338, ASTMX02287	TCONS_00040905.p1
OG0002321	ASTMX21752	TCONS_00027515.p1
OG0002322	ASTMX07710	TCONS_00013261.p1
OG0002323	ASTMX21120	TCONS_00018068.p1
OG0002325	ASTMX07855	TCONS_00039418.p1
OG0002326	ASTMX13675, ASTMX11144, ASTMX08928	TCONS_00011828.p1
OG0002327	ASTMX06358, ASTMX08394, ASTMX02108	TCONS_00048456.p1
OG0002328	ASTMX06095	TCONS_00053183.p1, TCONS_00053184.p1
OG0002329	ASTMX20340, ASTMX10889	TCONS_00008153.p1
OG0002330	ASTMX17474, ASTMX21987, ASTMX04408	TCONS_00056438.p1
OG0002331	ASTMX11774, ASTMX13590, ASTMX22577	TCONS_00008912.p1
OG0002332	ASTMX06962, ASTMX17558, ASTMX09977	TCONS_00030224.p1
OG0002333	ASTMX12071	TCONS_00019342.p1
OG0002334	ASTMX09584, ASTMX00481, ASTMX00170	TCONS_00020195.p1
OG0002335	ASTMX12637, ASTMX14115	TCONS_00003868.p1
OG0002336	ASTMX12962, ASTMX00535, ASTMX19655, ASTMX16290, ASTMX16787, ASTMX11826	TCONS_00020845.p1
OG0002337	ASTMX09761, ASTMX19037, ASTMX11864, ASTMX19039, ASTMX19038	TCONS_00006322.p1
OG0002337	ASTMX09762	TCONS_00006323.p1
OG0002339	ASTMX17509, ASTMX09570	TCONS_00026981.p1
OG0002340	ASTMX03155	TCONS_00007178.p1
OG0002341	ASTMX12201	TCONS_00042785.p1, TCONS_00042784.p1
OG0002342	ASTMX09086	TCONS_00018453.p1
OG0002342	ASTMX04538	TCONS_00018454.p1
OG0002343	ASTMX02191, ASTMX12430, ASTMX19851, ASTMX00990, ASTMX01094	TCONS_00037477.p1
OG0002344	ASTMX21984	TCONS_00005287.p1
OG0002345	ASTMX04373, ASTMX02209, ASTMX03594	TCONS_00024484.p1
OG0002346	ASTMX14427, ASTMX21524	TCONS_00036837.p1
OG0002347	ASTMX10301, ASTMX21001	TCONS_00024455.p1, TCONS_00024456.p1
OG0002348	ASTMX03720	TCONS_00043603.p1, TCONS_00043631.p1
OG0002349	ASTMX18242	TCONS_00008121.p1
OG0002349	ASTMX20037	TCONS_00012939.p1
OG0002350	ASTMX02387, ASTMX04071, ASTMX14202	TCONS_00016106.p1
OG0002352	ASTMX12558, ASTMX22595	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1
OG0002353	ASTMX03734	TCONS_00023602.p1
OG0002354	ASTMX09837, ASTMX06838	TCONS_00009012.p1
OG0002354	ASTMX00522	TCONS_00007154.p1
OG0002355	ASTMX01148, ASTMX08242, ASTMX20849	TCONS_00042577.p1
OG0002356	ASTMX07148, ASTMX07355	TCONS_00023766.p1
OG0002357	ASTMX16294, ASTMX18465	TCONS_00039407.p1, TCONS_00040390.p1, TCONS_00039408.p1, TCONS_00010931.p1, TCONS_00040377.p1
OG0002358	ASTMX22042, ASTMX13487	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1
OG0002359	ASTMX09668	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1
OG0002360	ASTMX12013	TCONS_00002723.p1
OG0002361	ASTMX04855	TCONS_00010585.p1, TCONS_00010566.p1
OG0002362	ASTMX19719, ASTMX02033, ASTMX11025, ASTMX22283, ASTMX22580	TCONS_00027971.p1
OG0002363	ASTMX18218, ASTMX21167, ASTMX18786, ASTMX19618	TCONS_00013126.p1
OG0002365	ASTMX20174	TCONS_00015078.p1
OG0002366	ASTMX17624, ASTMX12737, ASTMX08031, ASTMX01714, ASTMX18594	TCONS_00009306.p1
OG0002367	ASTMX02846	TCONS_00053007.p1
OG0002367	ASTMX18373	TCONS_00028626.p1
OG0002368	ASTMX21883, ASTMX10606	TCONS_00011160.p1
OG0002369	ASTMX12274	TCONS_00011196.p1
OG0002370	ASTMX10099, ASTMX11503	TCONS_00012629.p1
OG0002371	ASTMX08458, ASTMX18459	TCONS_00014361.p1, TCONS_00011477.p1
OG0002372	ASTMX20544	TCONS_00005388.p1
OG0002373	ASTMX08070, ASTMX07572, ASTMX14150, ASTMX21613	TCONS_00031420.p1
OG0002374	ASTMX21311, ASTMX18359, ASTMX00512	TCONS_00007577.p1
OG0002375	ASTMX16254	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1
OG0002376	ASTMX01373, ASTMX13052, ASTMX05618	TCONS_00011736.p1
OG0002377	ASTMX16584	TCONS_00010351.p1
OG0002378	ASTMX01073, ASTMX20058	TCONS_00023129.p1
OG0002379	ASTMX16904	TCONS_00021268.p1
OG0002380	ASTMX14458, ASTMX09970, ASTMX06641, ASTMX13355	TCONS_00029925.p1
OG0002385	ASTMX19888, ASTMX21398, ASTMX19889, ASTMX07728, ASTMX18962, ASTMX11375, ASTMX18961	TCONS_00014131.p1
OG0002395	ASTMX17062, ASTMX20445	TCONS_00052552.p1
OG0002396	ASTMX10463, ASTMX18535, ASTMX03266	TCONS_00011493.p1
OG0002398	ASTMX21846, ASTMX11892, ASTMX08836, ASTMX02058	TCONS_00042725.p1
OG0002399	ASTMX03862, ASTMX05513, ASTMX03428, ASTMX12752, ASTMX03430, ASTMX03429	TCONS_00018322.p1
OG0002400	ASTMX04030, ASTMX00974, ASTMX22321, ASTMX15885, ASTMX05534, ASTMX01788	TCONS_00047626.p1
OG0002401	ASTMX00549, ASTMX07544, ASTMX11090, ASTMX01153	TCONS_00043742.p1
OG0002402	ASTMX18742, ASTMX18741, ASTMX10229, ASTMX22445	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1
OG0002403	ASTMX11713, ASTMX06486	TCONS_00022487.p1
OG0002404	ASTMX02367, ASTMX18472, ASTMX14159	TCONS_00052498.p1
OG0002405	ASTMX15902, ASTMX11799, ASTMX07938, ASTMX09093	TCONS_00043959.p1
OG0002407	ASTMX12131, ASTMX20210	TCONS_00030158.p1
OG0002408	ASTMX18400	TCONS_00008145.p1
OG0002410	ASTMX06429, ASTMX01757	TCONS_00046159.p1, TCONS_00046151.p1, TCONS_00045061.p1, TCONS_00045059.p1, TCONS_00030582.p1, TCONS_00045063.p1, TCONS_00045068.p1, TCONS_00045066.p1, TCONS_00045069.p1, TCONS_00045058.p1
OG0002411	ASTMX14297, ASTMX15378	TCONS_00056393.p1
OG0002412	ASTMX02195	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1
OG0002413	ASTMX20536	TCONS_00054299.p1
OG0002414	ASTMX08921, ASTMX02838, ASTMX10763, ASTMX05209	TCONS_00017193.p1
OG0002415	ASTMX07615	TCONS_00030241.p1
OG0002418	ASTMX05969, ASTMX05236, ASTMX10643	TCONS_00052229.p1
OG0002419	ASTMX18398	TCONS_00007289.p1
OG0002420	ASTMX11294, ASTMX01380, ASTMX11595, ASTMX04219	TCONS_00003472.p1
OG0002421	ASTMX15153	TCONS_00029462.p1
OG0002421	ASTMX14700	TCONS_00008938.p1
OG0002422	ASTMX04519	TCONS_00002027.p1
OG0002423	ASTMX14771	TCONS_00003797.p1, TCONS_00003822.p1, TCONS_00003823.p1
OG0002424	ASTMX19121	TCONS_00027023.p1
OG0002425	ASTMX05277, ASTMX05276	TCONS_00016319.p1
OG0002426	ASTMX19607	TCONS_00014321.p1
OG0002427	ASTMX17490, ASTMX03609	TCONS_00024876.p1, TCONS_00024852.p1
OG0002428	ASTMX12003, ASTMX05342	TCONS_00033176.p1
OG0002429	ASTMX15801	TCONS_00007109.p1
OG0002430	ASTMX06677, ASTMX21737, ASTMX21493	TCONS_00041119.p1
OG0002431	ASTMX15544, ASTMX10646, ASTMX10647, ASTMX04787	TCONS_00051703.p1, TCONS_00051701.p1
OG0002432	ASTMX16700, ASTMX16699, ASTMX09945	TCONS_00043661.p1
OG0002433	ASTMX21961	TCONS_00012775.p1
OG0002434	ASTMX15466	TCONS_00055848.p1
OG0002436	ASTMX13710, ASTMX03924, ASTMX16203	TCONS_00004761.p1
OG0002437	ASTMX08613	TCONS_00015963.p1
OG0002438	ASTMX01020, ASTMX12047	TCONS_00057283.p1
OG0002439	ASTMX02029, ASTMX00348, ASTMX14494	TCONS_00036465.p1
OG0002441	ASTMX09326	TCONS_00002029.p1
OG0002442	ASTMX03388	TCONS_00008462.p1
OG0002443	ASTMX15145	TCONS_00048568.p1
OG0002444	ASTMX15845, ASTMX18596	TCONS_00055415.p1
OG0002444	ASTMX04885	TCONS_00010204.p1
OG0002445	ASTMX02528	TCONS_00000749.p1
OG0002446	ASTMX21226	TCONS_00013566.p1
OG0002447	ASTMX06034	TCONS_00043698.p1
OG0002448	ASTMX21408, ASTMX07638, ASTMX07637	TCONS_00031004.p1
OG0002449	ASTMX01349	TCONS_00009909.p1
OG0002450	ASTMX06804, ASTMX09847, ASTMX03358	TCONS_00029123.p1, TCONS_00029128.p1
OG0002451	ASTMX05346, ASTMX16623	TCONS_00049726.p1
OG0002452	ASTMX14667, ASTMX05391, ASTMX13228, ASTMX20191, ASTMX13227	TCONS_00019286.p1
OG0002453	ASTMX06099	TCONS_00034175.p1
OG0002454	ASTMX13991, ASTMX09992, ASTMX05893	TCONS_00004815.p1
OG0002455	ASTMX05679, ASTMX19027	TCONS_00051523.p1, TCONS_00051524.p1
OG0002456	ASTMX07428, ASTMX03657	TCONS_00003612.p1
OG0002457	ASTMX14828	TCONS_00009534.p1
