Orthogroup	ASTMX	HUMAN
OG0002396	ASTMX10463	HUMAN04896
OG0002396	ASTMX03266	HUMAN17031
OG0002398	ASTMX21846	HUMAN30259, HUMAN30258
OG0002398	ASTMX11892	HUMAN17416
OG0002398	ASTMX08836, ASTMX02058	HUMAN27452
OG0002399	ASTMX03862	HUMAN16692
OG0002399	ASTMX05513, ASTMX03428	HUMAN19126
OG0002399	ASTMX12752	HUMAN27904
OG0002400	ASTMX00974	HUMAN20450
OG0002400	ASTMX22321, ASTMX15885	HUMAN26787
OG0002400	ASTMX05534, ASTMX01788	HUMAN24957
OG0002401	ASTMX00549, ASTMX07544	HUMAN07751, HUMAN07750, HUMAN07749
OG0002401	ASTMX11090	HUMAN22384, HUMAN22383
OG0002402	ASTMX18742, ASTMX18741, ASTMX10229, ASTMX22445	HUMAN28349
OG0002402	ASTMX22025	HUMAN28350
OG0002403	ASTMX11713, ASTMX06486	HUMAN21748
OG0002404	ASTMX02367	HUMAN01199
OG0002404	ASTMX14159	HUMAN14844
OG0002405	ASTMX15902, ASTMX11799	HUMAN27479
OG0002405	ASTMX07938	HUMAN07489
OG0002405	ASTMX09093	HUMAN29973
OG0002406	ASTMX20656	HUMAN11342, HUMAN11345, HUMAN11346
OG0002407	ASTMX12131, ASTMX20210	HUMAN30305, HUMAN03387
OG0002408	ASTMX00216	HUMAN11284
OG0002408	ASTMX18400	HUMAN28040
OG0002409	ASTMX07143	HUMAN02835
OG0002410	ASTMX06429, ASTMX01757	HUMAN19269, HUMAN19268
OG0002411	ASTMX14297	HUMAN09554
OG0002411	ASTMX15378	HUMAN01620
OG0002412	ASTMX02195	HUMAN03845
OG0002413	ASTMX20536	HUMAN14693
OG0002414	ASTMX08921, ASTMX02838	HUMAN13805
OG0002414	ASTMX10763, ASTMX05209	HUMAN19247
OG0002415	ASTMX07615	HUMAN03247
OG0002416	ASTMX08126	HUMAN25786
OG0002418	ASTMX10643	HUMAN05898
OG0002419	ASTMX18398	HUMAN10282
OG0002419	ASTMX21195, ASTMX07692	HUMAN10283
OG0002420	ASTMX11294	HUMAN15452, HUMAN15451
OG0002420	ASTMX01380	HUMAN09249
OG0002420	ASTMX11595, ASTMX04219	HUMAN17056, HUMAN17055
OG0002421	ASTMX15153	HUMAN09616, HUMAN09615
OG0002421	ASTMX14700	HUMAN11189, HUMAN11188
OG0002422	ASTMX04519	HUMAN30114, HUMAN03138
OG0002423	ASTMX14771	HUMAN26188, HUMAN21560, HUMAN21559
OG0002424	ASTMX16372	HUMAN22080
OG0002425	ASTMX05276	HUMAN00382, HUMAN00383
OG0002426	ASTMX11681, ASTMX21194	HUMAN25971
OG0002426	ASTMX19607	HUMAN20163
OG0002427	ASTMX17490	HUMAN06811, HUMAN06810
OG0002427	ASTMX03609	HUMAN04260
OG0002428	ASTMX12003	HUMAN26546
OG0002428	ASTMX05342	HUMAN06692, HUMAN06691
OG0002429	ASTMX07201	HUMAN11474
OG0002429	ASTMX15801	HUMAN19001
OG0002430	ASTMX06677, ASTMX21737	HUMAN26547, HUMAN26548
OG0002431	ASTMX15544	HUMAN21933, HUMAN21934, HUMAN21932
OG0002431	ASTMX10646	HUMAN05907
OG0002431	ASTMX10647	HUMAN05908
OG0002431	ASTMX04787	HUMAN00235
OG0002432	ASTMX16700	HUMAN24011
OG0002432	ASTMX09945	HUMAN23041
OG0002433	ASTMX21961	HUMAN13299
OG0002434	ASTMX15466	HUMAN06382
OG0002436	ASTMX13710	HUMAN20017, HUMAN20016, HUMAN20015
OG0002436	ASTMX03924, ASTMX16203	HUMAN26419
OG0002437	ASTMX08613	HUMAN29423
OG0002438	ASTMX01020	HUMAN06499, HUMAN06500
OG0002438	ASTMX12047	HUMAN17923, HUMAN17922
OG0002439	ASTMX02029	HUMAN02864
OG0002441	ASTMX09326	HUMAN30009
OG0002441	ASTMX10255	HUMAN25440
OG0002442	ASTMX11614	HUMAN11990, HUMAN16430
OG0002442	ASTMX03388	HUMAN19185
OG0002443	ASTMX15145	HUMAN06723
OG0002444	ASTMX15845	HUMAN18878
OG0002444	ASTMX18596	HUMAN07218, HUMAN11544
OG0002444	ASTMX04885	HUMAN02705
OG0002445	ASTMX02528	HUMAN00497
OG0002447	ASTMX06035	HUMAN09179
OG0002448	ASTMX21408, ASTMX07638	HUMAN03308
OG0002449	ASTMX05600	HUMAN04850
OG0002449	ASTMX14070	HUMAN02499
OG0002449	ASTMX01349	HUMAN08662, HUMAN08661
OG0002450	ASTMX06804, ASTMX09847	HUMAN01809
OG0002450	ASTMX03358	HUMAN23540, HUMAN23541
OG0002451	ASTMX05346	HUMAN06898
OG0002451	ASTMX16623	HUMAN06896
OG0002452	ASTMX14667, ASTMX05391	HUMAN17771
OG0002452	ASTMX13228, ASTMX20191, ASTMX13227	HUMAN13134, HUMAN13136
OG0002453	ASTMX06099	HUMAN05698, HUMAN05699
OG0002454	ASTMX13991	HUMAN26457
OG0002454	ASTMX09992	HUMAN07300
OG0002454	ASTMX05893	HUMAN26455, HUMAN26456
OG0002455	ASTMX05679	HUMAN00115
OG0002455	ASTMX19027	HUMAN21774
OG0002456	ASTMX07428	HUMAN20719
OG0002456	ASTMX21273, ASTMX02870	HUMAN12651
OG0002457	ASTMX14828	HUMAN08857
OG0002461	ASTMX11228	HUMAN07558
OG0002461	ASTMX00155	HUMAN01466
OG0002464	ASTMX06575, ASTMX06630	HUMAN03261
OG0002464	ASTMX00273	HUMAN23846
OG0002465	ASTMX16501	HUMAN00696
OG0002465	ASTMX16493, ASTMX14710, ASTMX04311	HUMAN28156
OG0002465	ASTMX14557	HUMAN00695
OG0002465	ASTMX02515	HUMAN27356
OG0002466	ASTMX03115, ASTMX03843	HUMAN02254
OG0002466	ASTMX03274	HUMAN09333, HUMAN09329, HUMAN09332, HUMAN09334
OG0002467	ASTMX20832	HUMAN00486
OG0002467	ASTMX09831	HUMAN28100
OG0002467	ASTMX22359	HUMAN16607
OG0002476	ASTMX06243	HUMAN11340, HUMAN11341
OG0002477	ASTMX13178	HUMAN14826
OG0002477	ASTMX04655	HUMAN03698
OG0002478	ASTMX03668	HUMAN24276
OG0002479	ASTMX13727	HUMAN11863, HUMAN11862, HUMAN11864, HUMAN11865, HUMAN11861
OG0002479	ASTMX21981	HUMAN07179, HUMAN07180
OG0002480	ASTMX20642, ASTMX21106	HUMAN13416
OG0002481	ASTMX08218	HUMAN15351
OG0002481	ASTMX05592, ASTMX09370	HUMAN04908, HUMAN18725
OG0002482	ASTMX16592, ASTMX06282	HUMAN04165
OG0002482	ASTMX16082, ASTMX09276	HUMAN24944
OG0002484	ASTMX22016	HUMAN22078, HUMAN22079, HUMAN22077
OG0002486	ASTMX18070, ASTMX15061	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599
OG0002487	ASTMX05808	HUMAN08389
OG0002487	ASTMX14078	HUMAN02641
OG0002489	ASTMX01485	HUMAN03674, HUMAN03675
OG0002489	ASTMX14792	HUMAN18641
OG0002490	ASTMX04045	HUMAN30506
OG0002490	ASTMX19318	HUMAN26817, HUMAN26816, HUMAN26815
OG0002491	ASTMX05910	HUMAN23660
OG0002491	ASTMX02919	HUMAN14212
OG0002492	ASTMX11151	HUMAN18351
OG0002493	ASTMX04824	HUMAN25011, HUMAN25012
OG0002495	ASTMX00658	HUMAN17937
OG0002496	ASTMX12090	HUMAN28683, HUMAN28684
OG0002496	ASTMX20618	HUMAN10156
OG0002497	ASTMX10180	HUMAN12673
OG0002497	ASTMX20439	HUMAN20584
OG0002499	ASTMX11347, ASTMX19185	HUMAN00044
OG0002500	ASTMX22152	HUMAN10791
OG0002501	ASTMX12227	HUMAN13100, HUMAN13102
OG0002503	ASTMX16607	HUMAN24375, HUMAN24374
OG0002504	ASTMX06003	HUMAN19930, HUMAN19931
OG0002504	ASTMX09344, ASTMX04447	HUMAN26369
OG0002505	ASTMX07686	HUMAN26605
OG0002506	ASTMX12882, ASTMX01358	HUMAN08683, HUMAN08684
OG0002506	ASTMX03882	HUMAN02496
OG0002507	ASTMX09030, ASTMX05914	HUMAN28896
OG0002507	ASTMX18616	HUMAN01305
OG0002508	ASTMX15331	HUMAN19864
OG0002508	ASTMX09350, ASTMX05869	HUMAN12274, HUMAN12277, HUMAN12275
OG0002509	ASTMX07635	HUMAN03306
OG0002510	ASTMX08039	HUMAN05353
OG0002511	ASTMX12574	HUMAN26058, HUMAN26057
OG0002511	ASTMX14781	HUMAN18058
OG0002512	ASTMX00104	HUMAN07718
OG0002514	ASTMX15942, ASTMX00988	HUMAN01461
OG0002514	ASTMX08547	HUMAN05839
OG0002514	ASTMX00236	HUMAN04291
OG0002515	ASTMX11013	HUMAN28526, HUMAN09941
OG0002516	ASTMX03483	HUMAN05465, HUMAN05466, HUMAN05464
OG0002516	ASTMX12357	HUMAN16177, HUMAN16175
OG0002517	ASTMX15620, ASTMX17277, ASTMX15619	HUMAN12718
OG0002517	ASTMX20192	HUMAN12763
OG0002518	ASTMX00752	HUMAN00380
OG0002519	ASTMX04082	HUMAN24014
OG0002519	ASTMX00475	HUMAN07755
OG0002520	ASTMX04728	HUMAN24111
OG0002520	ASTMX19586	HUMAN22540
OG0002521	ASTMX11479	HUMAN21534
OG0002522	ASTMX17445, ASTMX21599	HUMAN00159
OG0002522	ASTMX06873	HUMAN05846, HUMAN05845
OG0002523	ASTMX14276	HUMAN20518
OG0002523	ASTMX12607	HUMAN27049
OG0002524	ASTMX19017, ASTMX05941	HUMAN07309
OG0002524	ASTMX17686, ASTMX12154	HUMAN26395, HUMAN26393
OG0002525	ASTMX01951, ASTMX08136	HUMAN25695
OG0002525	ASTMX06110, ASTMX14922, ASTMX06111	HUMAN21372
OG0002526	ASTMX08174	HUMAN16770, HUMAN16769
OG0002527	ASTMX14442, ASTMX15761	HUMAN29157
OG0002528	ASTMX18959, ASTMX00274	HUMAN23868
OG0002529	ASTMX20200	HUMAN18399
OG0002529	ASTMX02302	HUMAN05153, HUMAN05156
OG0002530	ASTMX13631	HUMAN23709
OG0002530	ASTMX03600, ASTMX02168	HUMAN09617
OG0002531	ASTMX04891	HUMAN02680
OG0002531	ASTMX04741	HUMAN04814, HUMAN04815
OG0002532	ASTMX21406	HUMAN13392
OG0002533	ASTMX04394	HUMAN11744
OG0002534	ASTMX21738	HUMAN09818
OG0002534	ASTMX20367	HUMAN28633
OG0002535	ASTMX15739	HUMAN17217
OG0002536	ASTMX01477	HUMAN03808
OG0002536	ASTMX10073	HUMAN22276
OG0002536	ASTMX12489	HUMAN27689
OG0002537	ASTMX21847	HUMAN16696, HUMAN10408, HUMAN10407
OG0002538	ASTMX13618, ASTMX15034	HUMAN18085
OG0002538	ASTMX18489	HUMAN25993
OG0002538	ASTMX17069, ASTMX10437	HUMAN12941, HUMAN12940
OG0002539	ASTMX00577	HUMAN04359
OG0002540	ASTMX04841	HUMAN27625
OG0002540	ASTMX00848	HUMAN27954
OG0002540	ASTMX13742	HUMAN19306
OG0002541	ASTMX19637	HUMAN06031
OG0002541	ASTMX21295	HUMAN24971
OG0002542	ASTMX09595	HUMAN02954
OG0002542	ASTMX05316	HUMAN12501, HUMAN06676
OG0002543	ASTMX07787	HUMAN19881
OG0002545	ASTMX01785	HUMAN01351
OG0002545	ASTMX07112, ASTMX07197	HUMAN26501
OG0002547	ASTMX15896	HUMAN13692
OG0002547	ASTMX12376	HUMAN25572
OG0002548	ASTMX13664	HUMAN09003
OG0002548	ASTMX06315	HUMAN15556
OG0002548	ASTMX04740, ASTMX01600	HUMAN02706
OG0002549	ASTMX06491	HUMAN21736
OG0002549	ASTMX11705	HUMAN21737
OG0002550	ASTMX13897, ASTMX22395, ASTMX09655	HUMAN22140
OG0002551	ASTMX08789	HUMAN30269
OG0002551	ASTMX21275	HUMAN23810
OG0002551	ASTMX20547	HUMAN23080
OG0002552	ASTMX06859	HUMAN01605, HUMAN01606, HUMAN01603, HUMAN01604
OG0002552	ASTMX02204	HUMAN09511
OG0002554	ASTMX00854	HUMAN24551, HUMAN08212, HUMAN08213
OG0002554	ASTMX16976	HUMAN08214
OG0002555	ASTMX08115	HUMAN08456
OG0002555	ASTMX02493	HUMAN02670, HUMAN02671
OG0002556	ASTMX16695, ASTMX20338	HUMAN29549, HUMAN29548
OG0002557	ASTMX10062	HUMAN08141, HUMAN08142, HUMAN08140
OG0002557	ASTMX08730	HUMAN24875, HUMAN24874
OG0002557	ASTMX10061, ASTMX01948	HUMAN08143
OG0002558	ASTMX11569	HUMAN02583
OG0002558	ASTMX01324	HUMAN08611, HUMAN08610
OG0002559	ASTMX21285	HUMAN28697, HUMAN28696
OG0002560	ASTMX14336, ASTMX15075	HUMAN29078, HUMAN29077
OG0002561	ASTMX05589	HUMAN04664, HUMAN04663
OG0002562	ASTMX14920, ASTMX03986	HUMAN14234, HUMAN14233
OG0002563	ASTMX04347	HUMAN05150, HUMAN05149
OG0002564	ASTMX16398	HUMAN13228
OG0002564	ASTMX04969	HUMAN25943
OG0002565	ASTMX04798	HUMAN00212
OG0002565	ASTMX12769	HUMAN21579
OG0002566	ASTMX03673	HUMAN22073, HUMAN22074
OG0002567	ASTMX19620, ASTMX02094	HUMAN20913
OG0002568	ASTMX01947	HUMAN22292, HUMAN22291
OG0002569	ASTMX14893, ASTMX11172	HUMAN19564, HUMAN05641
OG0002570	ASTMX17442	HUMAN18920, HUMAN18918
OG0002571	ASTMX06567, ASTMX15352	HUMAN13000
OG0002571	ASTMX22347	HUMAN20234
OG0002572	ASTMX16129	HUMAN06868
OG0002572	ASTMX00237	HUMAN04290
OG0002572	ASTMX07373	HUMAN15983
OG0002574	ASTMX08092	HUMAN08751, HUMAN08750
OG0002576	ASTMX09504	HUMAN25289, HUMAN25288, HUMAN25287, HUMAN25290
OG0002576	ASTMX04441	HUMAN15358
OG0002576	ASTMX14413	HUMAN16890, HUMAN16887, HUMAN16888
OG0002578	ASTMX08964	HUMAN00692, HUMAN29352, HUMAN29348
OG0002579	ASTMX12015	HUMAN26574
OG0002579	ASTMX20277	HUMAN12767
OG0002579	ASTMX17484	HUMAN27273, HUMAN27274, HUMAN27272
OG0002579	ASTMX19223	HUMAN18433, HUMAN18432
OG0002587	ASTMX06393	HUMAN19157
OG0002587	ASTMX13780	HUMAN14124
OG0002587	ASTMX10896	HUMAN11248
OG0002589	ASTMX11622	HUMAN22848
OG0002590	ASTMX07472	HUMAN18859
OG0002590	ASTMX16287	HUMAN28191
OG0002590	ASTMX18576	HUMAN11314
OG0002592	ASTMX17562	HUMAN17364
OG0002593	ASTMX12997	HUMAN18131
OG0002593	ASTMX04493, ASTMX04494	HUMAN12819
OG0002594	ASTMX18794	HUMAN11372
OG0002594	ASTMX10058	HUMAN08170
OG0002595	ASTMX04978	HUMAN25945
OG0002595	ASTMX22170, ASTMX01537, ASTMX22436	HUMAN13531
OG0002598	ASTMX05485	HUMAN01102, HUMAN01103
OG0002598	ASTMX06467, ASTMX21419	HUMAN28755
OG0002599	ASTMX21157, ASTMX05551	HUMAN02429
OG0002600	ASTMX14521	HUMAN14758
OG0002601	ASTMX04225	HUMAN18780
OG0002602	ASTMX20043	HUMAN10244, HUMAN10241, HUMAN10243
OG0002604	ASTMX19224	HUMAN30489, HUMAN30492, HUMAN30487, HUMAN08622, HUMAN08817, HUMAN30485, HUMAN30486, HUMAN27602
OG0002605	ASTMX22634, ASTMX15597	HUMAN01301
OG0002607	ASTMX05156	HUMAN09427, HUMAN09429
OG0002608	ASTMX00356	HUMAN03969
OG0002609	ASTMX21088	HUMAN01607
OG0002609	ASTMX12865	HUMAN23225, HUMAN23226
OG0002610	ASTMX12835	HUMAN10997
OG0002611	ASTMX16649	HUMAN02802, HUMAN02803, HUMAN02801
OG0002611	ASTMX09404, ASTMX04752	HUMAN06400, HUMAN06401
OG0002612	ASTMX08359	HUMAN20533
OG0002614	ASTMX12742	HUMAN27919, HUMAN27920
OG0002614	ASTMX01026	HUMAN19133, HUMAN19132
OG0002615	ASTMX12485	HUMAN27520
OG0002615	ASTMX14819, ASTMX04651	HUMAN24216
OG0002616	ASTMX13505	HUMAN03807, HUMAN03806
OG0002617	ASTMX09319	HUMAN23924
OG0002618	ASTMX04981	HUMAN26618, HUMAN26621
OG0002620	ASTMX09607	HUMAN29212
OG0002620	ASTMX03856	HUMAN01335
OG0002622	ASTMX11095	HUMAN22389
OG0002622	ASTMX11096	HUMAN22390
OG0002623	ASTMX12300	HUMAN25827, HUMAN25826
OG0002624	ASTMX06829, ASTMX06830	HUMAN23301, HUMAN18420, HUMAN28386, HUMAN28385
OG0002625	ASTMX18581	HUMAN25787
OG0002627	ASTMX15376	HUMAN01627
OG0002628	ASTMX02392, ASTMX13110	HUMAN02282
OG0002628	ASTMX13456, ASTMX04075	HUMAN29144
OG0002629	ASTMX13284, ASTMX07247	HUMAN20374
OG0002630	ASTMX03861	HUMAN25070
OG0002630	ASTMX08028	HUMAN27917
OG0002631	ASTMX07525	HUMAN07483
OG0002632	ASTMX02161	HUMAN09952
OG0002632	ASTMX22937	HUMAN23528
OG0002633	ASTMX01694	HUMAN16875
OG0002633	ASTMX04611	HUMAN08371
OG0002634	ASTMX15154	HUMAN09414
OG0002635	ASTMX19544	HUMAN00464
OG0002635	ASTMX07598	HUMAN16594
OG0002635	ASTMX17636, ASTMX05514	HUMAN18811
OG0002635	ASTMX07440	HUMAN24568
OG0002636	ASTMX11502, ASTMX09064	HUMAN16278, HUMAN16274, HUMAN16276, HUMAN16277, HUMAN16275
OG0002637	ASTMX06116	HUMAN21370
OG0002638	ASTMX09169	HUMAN01787, HUMAN01789, HUMAN01788
OG0002639	ASTMX13169, ASTMX22853	HUMAN17047
OG0002640	ASTMX16090	HUMAN06963
OG0002641	ASTMX06244	HUMAN11348
OG0002641	ASTMX20282, ASTMX20283, ASTMX20284, ASTMX21259	HUMAN28262
OG0002642	ASTMX15870, ASTMX09524, ASTMX16445, ASTMX20197, ASTMX16446, ASTMX17263	HUMAN17220, HUMAN17221
OG0002643	ASTMX21893	HUMAN20604
OG0002644	ASTMX13303	HUMAN30338
OG0002645	ASTMX04781	HUMAN29929
OG0002646	ASTMX12608, ASTMX08291	HUMAN27004
OG0002647	ASTMX02798	HUMAN03520
OG0002648	ASTMX01711	HUMAN11213
OG0002648	ASTMX09864	HUMAN26177, HUMAN26179, HUMAN26178
OG0002649	ASTMX15328	HUMAN17518
OG0002649	ASTMX06600, ASTMX08580	HUMAN03604
OG0002651	ASTMX08506	HUMAN02517
OG0002652	ASTMX01699	HUMAN11375
OG0002653	ASTMX10355	HUMAN19893, HUMAN19896, HUMAN19895
OG0002653	ASTMX17583	HUMAN19891
OG0002654	ASTMX08867, ASTMX08866	HUMAN00311, HUMAN00313, HUMAN00312
OG0002655	ASTMX00453	HUMAN09771
OG0002656	ASTMX19898	HUMAN13128, HUMAN26931, HUMAN26932
OG0002656	ASTMX08662	HUMAN26934, HUMAN17858
OG0002657	ASTMX12563	HUMAN20563
OG0002657	ASTMX05301	HUMAN06618
OG0002658	ASTMX14228, ASTMX09147	HUMAN01616
OG0002658	ASTMX09559	HUMAN07661
OG0002659	ASTMX18454	HUMAN16666, HUMAN16665
OG0002660	ASTMX14258	HUMAN21008, HUMAN21007
OG0002661	ASTMX14435	HUMAN04404
OG0002661	ASTMX14437	HUMAN20052
OG0002661	ASTMX14436	HUMAN20051
OG0002662	ASTMX01556	HUMAN13304
OG0002662	ASTMX07741	HUMAN20097
OG0002663	ASTMX16117	HUMAN21645
OG0002664	ASTMX09662	HUMAN28536
OG0002664	ASTMX03129, ASTMX03993	HUMAN14442
OG0002665	ASTMX05097	HUMAN07139
OG0002665	ASTMX17594	HUMAN04995
OG0002666	ASTMX03616	HUMAN10480, HUMAN10479
OG0002667	ASTMX20923	HUMAN01171
OG0002668	ASTMX20371	HUMAN11506, HUMAN21494
OG0002669	ASTMX13936	HUMAN15599, HUMAN15608
OG0002670	ASTMX01319	HUMAN08586
OG0002670	ASTMX02464	HUMAN25861
OG0002670	ASTMX22380	HUMAN25863
OG0002671	ASTMX03533	HUMAN11031
OG0002671	ASTMX11773	HUMAN19167
OG0002671	ASTMX13591, ASTMX20297	HUMAN14098
OG0002672	ASTMX21123	HUMAN28364
OG0002672	ASTMX08938	HUMAN16765
OG0002673	ASTMX07655, ASTMX03212	HUMAN03417
OG0002673	ASTMX18507, ASTMX18506	HUMAN18653
OG0002674	ASTMX08626	HUMAN23586
OG0002675	ASTMX20639	HUMAN24412
OG0002677	ASTMX14169	HUMAN13549
OG0002678	ASTMX05571	HUMAN22299
OG0002678	ASTMX00185, ASTMX13328	HUMAN04083
OG0002679	ASTMX11701	HUMAN21722, HUMAN21724
OG0002679	ASTMX10639	HUMAN05873
OG0002681	ASTMX03003, ASTMX02328	HUMAN13043
OG0002681	ASTMX17073, ASTMX04461	HUMAN10829
OG0002682	ASTMX06492	HUMAN01000
OG0002682	ASTMX00904	HUMAN26025
OG0002682	ASTMX10840	HUMAN26027, HUMAN26026
OG0002683	ASTMX08909, ASTMX14049	HUMAN00986
OG0002685	ASTMX06202	HUMAN25508, HUMAN21388, HUMAN21387
OG0002688	ASTMX06188	HUMAN07494
OG0002688	ASTMX17245	HUMAN22358
OG0002703	ASTMX16506, ASTMX12528	HUMAN05535, HUMAN05534
OG0002703	ASTMX06772	HUMAN15653
OG0002705	ASTMX02915	HUMAN14290, HUMAN14291, HUMAN14293, HUMAN14292
OG0002705	ASTMX10018	HUMAN23419
OG0002707	ASTMX03261	HUMAN17045
OG0002707	ASTMX10460	HUMAN04958, HUMAN04957
OG0002707	ASTMX15104, ASTMX08481	HUMAN08438
OG0002708	ASTMX09919	HUMAN25380
OG0002710	ASTMX04942	HUMAN14340, HUMAN14339
OG0002710	ASTMX08307	HUMAN09798
OG0002711	ASTMX07880	HUMAN18170
OG0002711	ASTMX15876, ASTMX02753	HUMAN26305
OG0002712	ASTMX22506	HUMAN10169, HUMAN10168
OG0002713	ASTMX02985	HUMAN05228
OG0002715	ASTMX00765, ASTMX00764	HUMAN21069
OG0002716	ASTMX07672	HUMAN25959
OG0002717	ASTMX21276	HUMAN23808
OG0002717	ASTMX13320, ASTMX08790	HUMAN30266
OG0002718	ASTMX05708	HUMAN00242
OG0002719	ASTMX15447, ASTMX19002	HUMAN27333
OG0002719	ASTMX17148, ASTMX12689	HUMAN18262
OG0002720	ASTMX21032	HUMAN18873
OG0002721	ASTMX22438, ASTMX06801, ASTMX06802	HUMAN15946
OG0002721	ASTMX11674, ASTMX17344, ASTMX18223	HUMAN25938
OG0002722	ASTMX08478	HUMAN08443
OG0002723	ASTMX10682, ASTMX04436	HUMAN15437, HUMAN15436, HUMAN15438
OG0002723	ASTMX03941, ASTMX02713	HUMAN04808, HUMAN04809
OG0002724	ASTMX10539	HUMAN13495
OG0002726	ASTMX10071	HUMAN22818
OG0002726	ASTMX01554	HUMAN03294
OG0002728	ASTMX05875	HUMAN12474
OG0002729	ASTMX09796	HUMAN17408, HUMAN17407, HUMAN17406
OG0002730	ASTMX08055, ASTMX08056	HUMAN25397
OG0002730	ASTMX19087	HUMAN19383
OG0002731	ASTMX13461, ASTMX09611	HUMAN29258, HUMAN29259
OG0002732	ASTMX19106	HUMAN03450
OG0002734	ASTMX17713	HUMAN02707
OG0002734	ASTMX08063, ASTMX13663	HUMAN09002
OG0002735	ASTMX00659	HUMAN17936
OG0002735	ASTMX15141, ASTMX06050, ASTMX04776	HUMAN06533, HUMAN06532
OG0002735	ASTMX10178, ASTMX04498	HUMAN12670
OG0002736	ASTMX09534	HUMAN05454
OG0002738	ASTMX16448	HUMAN13589
OG0002738	ASTMX14529	HUMAN20111
OG0002739	ASTMX12477	HUMAN22427
OG0002740	ASTMX06588	HUMAN25260
OG0002740	ASTMX00890	HUMAN00797, HUMAN00798
OG0002741	ASTMX22280	HUMAN09492
OG0002741	ASTMX04948	HUMAN23696, HUMAN14382
OG0002741	ASTMX06865	HUMAN01630
OG0002742	ASTMX03216, ASTMX07668	HUMAN03393
OG0002742	ASTMX17307	HUMAN22768
OG0002743	ASTMX05411	HUMAN26086
OG0002744	ASTMX19754	HUMAN02185
OG0002744	ASTMX09756	HUMAN29309
OG0002745	ASTMX21096	HUMAN13551
OG0002746	ASTMX14540	HUMAN15625
OG0002747	ASTMX08727	HUMAN11270, HUMAN11269
OG0002747	ASTMX04072	HUMAN29148, HUMAN29149
OG0002748	ASTMX16018	HUMAN29245, HUMAN29246, HUMAN29247
OG0002749	ASTMX11896	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585
OG0002749	ASTMX21829	HUMAN29711
OG0002750	ASTMX04080	HUMAN23773, HUMAN23772
OG0002751	ASTMX12480	HUMAN19898
OG0002752	ASTMX06175	HUMAN07518
OG0002753	ASTMX00975	HUMAN20449
OG0002753	ASTMX15886	HUMAN26788
OG0002754	ASTMX19457, ASTMX07407	HUMAN29589
OG0002755	ASTMX17386, ASTMX17385	HUMAN29043
OG0002756	ASTMX05519	HUMAN05711
OG0002757	ASTMX21152	HUMAN19060
OG0002757	ASTMX05572, ASTMX20356	HUMAN22296
OG0002758	ASTMX19020	HUMAN26372
OG0002759	ASTMX12966	HUMAN07485
OG0002760	ASTMX14383, ASTMX00411, ASTMX00410	HUMAN06968, HUMAN06969
OG0002761	ASTMX17257	HUMAN10768, HUMAN10770, HUMAN10765
OG0002762	ASTMX10750	HUMAN21120
OG0002762	ASTMX01007	HUMAN01437
OG0002762	ASTMX13291	HUMAN06711
OG0002763	ASTMX01463	HUMAN12876, HUMAN12877
OG0002764	ASTMX04804	HUMAN00203
OG0002764	ASTMX12772	HUMAN21583, HUMAN21584
OG0002765	ASTMX05311	HUMAN18571, HUMAN04184
OG0002765	ASTMX01712	HUMAN11132
OG0002766	ASTMX12280	HUMAN08906
OG0002767	ASTMX11219	HUMAN07551
OG0002767	ASTMX01625	HUMAN22340
OG0002768	ASTMX05930, ASTMX08549	HUMAN06740
OG0002769	ASTMX03376, ASTMX07759	HUMAN22542
OG0002769	ASTMX11837	HUMAN29651
OG0002770	ASTMX09951	HUMAN27518, HUMAN24212, HUMAN27519
OG0002771	ASTMX05826	HUMAN25873
OG0002771	ASTMX08109	HUMAN08432
OG0002772	ASTMX03981	HUMAN14317, HUMAN14316
OG0002773	ASTMX08591	HUMAN29570, HUMAN29569
OG0002774	ASTMX03990	HUMAN14548
OG0002774	ASTMX14302	HUMAN09559
OG0002775	ASTMX12270	HUMAN08367
OG0002775	ASTMX12267, ASTMX17052	HUMAN08366
OG0002776	ASTMX10166	HUMAN24085
OG0002777	ASTMX00412, ASTMX14384	HUMAN06118
OG0002777	ASTMX00339	HUMAN04250, HUMAN04251, HUMAN09562, HUMAN04247, HUMAN04249
OG0002778	ASTMX12403	HUMAN10113
OG0002778	ASTMX08214	HUMAN23744
OG0002779	ASTMX05264	HUMAN00272
OG0002780	ASTMX06565	HUMAN13335, HUMAN13336
OG0002781	ASTMX05300, ASTMX15463	HUMAN06619, HUMAN06620
OG0002781	ASTMX00089	HUMAN18025
OG0002782	ASTMX13170, ASTMX05823	HUMAN17052
OG0002783	ASTMX11345	HUMAN23293
OG0002785	ASTMX02888	HUMAN01002
OG0002785	ASTMX12391	HUMAN23487
OG0002786	ASTMX19192	HUMAN01536
OG0002786	ASTMX09014	HUMAN10083
OG0002786	ASTMX02458, ASTMX03366	HUMAN23625
OG0002787	ASTMX21488	HUMAN11405
OG0002787	ASTMX21269	HUMAN11406
OG0002788	ASTMX02137	HUMAN04344
OG0002790	ASTMX09182	HUMAN05161, HUMAN05162
OG0002791	ASTMX14188, ASTMX19626	HUMAN14986
OG0002791	ASTMX06526, ASTMX04009	HUMAN02232
OG0002791	ASTMX14241	HUMAN29243
