Orthogroup	ASTMX	BRALA
OG0002422	ASTMX04519	BRALA16928
OG0002423	ASTMX14771	BRALA04833
OG0002424	ASTMX16372, ASTMX19121	BRALA29532
OG0002425	ASTMX05277, ASTMX05276	BRALA19544
OG0002426	ASTMX19607	BRALA30181
OG0002428	ASTMX12003, ASTMX05342	BRALA00323
OG0002429	ASTMX15801	BRALA19985
OG0002430	ASTMX06677, ASTMX21737, ASTMX21493	BRALA33175, BRALA10075
OG0002431	ASTMX15544, ASTMX10646, ASTMX10647, ASTMX04787	BRALA15816
OG0002432	ASTMX16699, ASTMX09945	BRALA16978
OG0002434	ASTMX15466	BRALA09053
OG0002436	ASTMX13710, ASTMX03924, ASTMX16203	BRALA35598, BRALA28165
OG0002437	ASTMX08613	BRALA24099
OG0002438	ASTMX01020, ASTMX12047	BRALA07454
OG0002439	ASTMX02029, ASTMX00348, ASTMX14494	BRALA01969
OG0002441	ASTMX09326	BRALA15658
OG0002442	ASTMX03388	BRALA03567
OG0002443	ASTMX15145	BRALA11051, BRALA28046
OG0002444	ASTMX15845, ASTMX18596	BRALA34752
OG0002444	ASTMX04885	BRALA15230
OG0002445	ASTMX02528	BRALA12414
OG0002446	ASTMX21226	BRALA06181
OG0002447	ASTMX06035	BRALA35425
OG0002447	ASTMX06034	BRALA15956
OG0002448	ASTMX21408, ASTMX07638, ASTMX07637	BRALA03643
OG0002449	ASTMX01349	BRALA18879
OG0002450	ASTMX06804, ASTMX09847, ASTMX03358	BRALA22866
OG0002451	ASTMX05346, ASTMX16623	BRALA22719
OG0002452	ASTMX14667, ASTMX05391, ASTMX13228, ASTMX20191, ASTMX13227	BRALA10719
OG0002453	ASTMX06099	BRALA12055
OG0002454	ASTMX13991, ASTMX09992, ASTMX05893	BRALA04534
OG0002455	ASTMX05679, ASTMX19027	BRALA14324
OG0002456	ASTMX07428, ASTMX03657	BRALA04780
OG0002457	ASTMX14828	BRALA32024
OG0002459	ASTMX13218	BRALA10924
OG0002461	ASTMX01638	BRALA28168
OG0002462	ASTMX11662	BRALA33401
OG0002462	ASTMX10674	BRALA22036
OG0002464	ASTMX06575, ASTMX06630, ASTMX21830, ASTMX15579, ASTMX00273	BRALA03609
OG0002465	ASTMX16495	BRALA30922
OG0002465	ASTMX16496, ASTMX16499, ASTMX16501, ASTMX16497, ASTMX16493, ASTMX14710, ASTMX04311, ASTMX14557, ASTMX02515	BRALA33499, BRALA32250, BRALA31560, BRALA33627, BRALA32625, BRALA34721, BRALA16774
OG0002466	ASTMX03115, ASTMX03843	BRALA03038
OG0002467	ASTMX20832, ASTMX09831, ASTMX07442, ASTMX22359, ASTMX09694	BRALA27210, BRALA29892
OG0002476	ASTMX06243	BRALA28104, BRALA03553
OG0002477	ASTMX13178, ASTMX04655	BRALA11484
OG0002478	ASTMX03668	BRALA24491
OG0002479	ASTMX13727, ASTMX21981	BRALA15003
OG0002480	ASTMX20642, ASTMX21106, ASTMX20302	BRALA09995, BRALA28077, BRALA06921
OG0002481	ASTMX08218, ASTMX05592, ASTMX09370	BRALA10610
OG0002482	ASTMX16592, ASTMX06282, ASTMX16082, ASTMX09276	BRALA26876
OG0002484	ASTMX22016	BRALA28664
OG0002486	ASTMX18070, ASTMX15061	BRALA04851
OG0002487	ASTMX05808, ASTMX14078	BRALA24115
OG0002489	ASTMX01485, ASTMX14792	BRALA25848
OG0002490	ASTMX04045, ASTMX19318	BRALA20489
OG0002492	ASTMX11151	BRALA12186
OG0002493	ASTMX04825	BRALA28949
OG0002493	ASTMX04824	BRALA10904, BRALA10816, BRALA10905
OG0002494	ASTMX05312	BRALA16505
OG0002495	ASTMX00658	BRALA04561
OG0002496	ASTMX12090, ASTMX20618	BRALA16345
OG0002497	ASTMX10180, ASTMX20439	BRALA03649
OG0002499	ASTMX11347, ASTMX19185	BRALA15837, BRALA15835
OG0002500	ASTMX22152	BRALA24159
OG0002501	ASTMX12227	BRALA29380
OG0002502	ASTMX02139	BRALA05607
OG0002503	ASTMX16607	BRALA13184
OG0002504	ASTMX06003, ASTMX09344, ASTMX04447	BRALA19348
OG0002506	ASTMX12882, ASTMX01358, ASTMX03882	BRALA17835, BRALA08373
OG0002507	ASTMX09030, ASTMX05914, ASTMX18616, ASTMX17516	BRALA01369
OG0002508	ASTMX15331, ASTMX09350, ASTMX05869	BRALA33786
OG0002510	ASTMX08039	BRALA14248
OG0002511	ASTMX12574, ASTMX14781, ASTMX07165, ASTMX22741	BRALA01011
OG0002512	ASTMX00104, ASTMX04149	BRALA26328
OG0002515	ASTMX11013	BRALA17584
OG0002515	ASTMX10089	BRALA21660
OG0002516	ASTMX03483, ASTMX12357	BRALA12043
OG0002517	ASTMX15620, ASTMX17277, ASTMX15619, ASTMX20192	BRALA10668
OG0002518	ASTMX00752	BRALA05701
OG0002519	ASTMX04082, ASTMX00475	BRALA33712
OG0002520	ASTMX04728, ASTMX19586	BRALA06803
OG0002521	ASTMX11479	BRALA07088, BRALA07089, BRALA07090
OG0002522	ASTMX17445, ASTMX21599	BRALA15847
OG0002523	ASTMX14276, ASTMX12607, ASTMX01778	BRALA02515
OG0002524	ASTMX19017, ASTMX05941, ASTMX17686, ASTMX12154	BRALA19365
OG0002525	ASTMX01951, ASTMX08136, ASTMX06110, ASTMX14922, ASTMX06111	BRALA03332
OG0002526	ASTMX08174	BRALA21740
OG0002527	ASTMX20817, ASTMX03116, ASTMX14442, ASTMX15761	BRALA02595
OG0002528	ASTMX18959, ASTMX00274	BRALA16277
OG0002529	ASTMX20200, ASTMX20199, ASTMX02302	BRALA13641
OG0002530	ASTMX13631, ASTMX03600, ASTMX02168	BRALA01609
OG0002531	ASTMX04891, ASTMX04741	BRALA22472
OG0002532	ASTMX21406	BRALA18649
OG0002533	ASTMX04394, ASTMX13039, ASTMX05099	BRALA14996
OG0002534	ASTMX21738, ASTMX20367	BRALA15795
OG0002535	ASTMX15739	BRALA11535
OG0002536	ASTMX01477, ASTMX13503, ASTMX10073, ASTMX12489	BRALA24053
OG0002537	ASTMX21847	BRALA31991, BRALA35026
OG0002538	ASTMX13618, ASTMX15034, ASTMX18489, ASTMX01885, ASTMX17069, ASTMX10437	BRALA09205
OG0002539	ASTMX00577, ASTMX08315, ASTMX03050	BRALA03074
OG0002541	ASTMX19637, ASTMX21295	BRALA15006
OG0002542	ASTMX09595, ASTMX18343, ASTMX05316	BRALA07348
OG0002543	ASTMX07787	BRALA24166
OG0002547	ASTMX08915, ASTMX15896, ASTMX12376	BRALA01506, BRALA01510
OG0002548	ASTMX13664, ASTMX06315, ASTMX04740, ASTMX01600	BRALA11927
OG0002550	ASTMX13897, ASTMX22395, ASTMX09655	BRALA16290
OG0002552	ASTMX06859, ASTMX16646, ASTMX02204	BRALA21728
OG0002553	ASTMX06814, ASTMX09861, ASTMX22208, ASTMX22207	BRALA07942
OG0002554	ASTMX16976	BRALA03800
OG0002555	ASTMX08115, ASTMX02493	BRALA25939
OG0002556	ASTMX16695, ASTMX20338	BRALA23204, BRALA23429, BRALA23428, BRALA23426
OG0002557	ASTMX10062, ASTMX08730, ASTMX10061, ASTMX01948	BRALA16448
OG0002558	ASTMX11569, ASTMX01324	BRALA18865
OG0002559	ASTMX21285, ASTMX03665	BRALA11899
OG0002560	ASTMX14336, ASTMX15075	BRALA03048
OG0002561	ASTMX05589	BRALA22278, BRALA11930
OG0002562	ASTMX14920, ASTMX03986	BRALA34434, BRALA35820, BRALA34914
OG0002563	ASTMX08801, ASTMX04744, ASTMX04347	BRALA08063
OG0002564	ASTMX16398, ASTMX04969	BRALA11148
OG0002565	ASTMX12769	BRALA24070, BRALA14663
OG0002566	ASTMX03673	BRALA05143
OG0002567	ASTMX19620, ASTMX02094	BRALA12645
OG0002568	ASTMX01947	BRALA33337, BRALA26889, BRALA20544
OG0002569	ASTMX14893, ASTMX11172	BRALA35173
OG0002570	ASTMX17442	BRALA31603
OG0002571	ASTMX06567, ASTMX15352, ASTMX22347	BRALA19436
OG0002572	ASTMX16129, ASTMX00237, ASTMX07373	BRALA22867
OG0002573	ASTMX01555	BRALA34673
OG0002574	ASTMX01572, ASTMX08092	BRALA26128
OG0002576	ASTMX09504, ASTMX04441	BRALA13429
OG0002576	ASTMX14413, ASTMX17189	BRALA15224
OG0002578	ASTMX08964	BRALA00374
OG0002579	ASTMX12015, ASTMX20277, ASTMX17484, ASTMX19223	BRALA23750, BRALA23746, BRALA23748, BRALA23747, BRALA23745, BRALA23752
OG0002587	ASTMX06393, ASTMX13780, ASTMX06748, ASTMX10896	BRALA16100
OG0002589	ASTMX11622	BRALA22758
OG0002590	ASTMX07472, ASTMX16287, ASTMX18576	BRALA03125
OG0002592	ASTMX17562	BRALA30866, BRALA32156
OG0002594	ASTMX18794, ASTMX10058	BRALA17624
OG0002595	ASTMX04978	BRALA16770
OG0002598	ASTMX05485, ASTMX06467, ASTMX21419	BRALA29808
OG0002599	ASTMX21157, ASTMX05551	BRALA15351
OG0002600	ASTMX14521	BRALA03639
OG0002601	ASTMX04225	BRALA24114
OG0002602	ASTMX20043	BRALA06258
OG0002607	ASTMX05156	BRALA15083
OG0002608	ASTMX19264	BRALA07527
OG0002610	ASTMX14985, ASTMX10225, ASTMX12835	BRALA28100
OG0002611	ASTMX16649, ASTMX09404, ASTMX04752	BRALA33291, BRALA28677
OG0002612	ASTMX08359	BRALA17150
OG0002614	ASTMX12742, ASTMX01026	BRALA35891, BRALA27217
OG0002616	ASTMX13505	BRALA24041
OG0002617	ASTMX09319	BRALA30754
OG0002619	ASTMX21029, ASTMX21028, ASTMX03403	BRALA09511
OG0002620	ASTMX09607, ASTMX13458, ASTMX03856, ASTMX18048	BRALA02672
OG0002621	ASTMX04243	BRALA17095
OG0002622	ASTMX11095, ASTMX11096	BRALA08223
OG0002625	ASTMX18581	BRALA19033
OG0002629	ASTMX21519	BRALA10077
OG0002630	ASTMX08028	BRALA31372
OG0002631	ASTMX07525	BRALA09723
OG0002632	ASTMX22937	BRALA17598
OG0002633	ASTMX01694, ASTMX04611	BRALA22300
OG0002634	ASTMX15154	BRALA13524
OG0002635	ASTMX19544, ASTMX17532, ASTMX07598, ASTMX17636, ASTMX05514, ASTMX07440	BRALA16658
OG0002636	ASTMX11502, ASTMX09064	BRALA11242
OG0002638	ASTMX09169	BRALA16832, BRALA30596
OG0002639	ASTMX13169, ASTMX22853	BRALA24137, BRALA34628
OG0002641	ASTMX06244, ASTMX20282, ASTMX20283, ASTMX20284, ASTMX21259, ASTMX19953	BRALA17675, BRALA17673, BRALA17674
OG0002642	ASTMX15870, ASTMX09524, ASTMX16445, ASTMX20197, ASTMX16446, ASTMX17263	BRALA14128, BRALA24879, BRALA14126, BRALA23036
OG0002643	ASTMX21893	BRALA16947
OG0002644	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303	BRALA08196, BRALA08197
OG0002645	ASTMX04781	BRALA11042
OG0002646	ASTMX12608, ASTMX08291	BRALA08873
OG0002647	ASTMX02798, ASTMX20077	BRALA28886
OG0002648	ASTMX01711, ASTMX09864	BRALA27322
OG0002649	ASTMX15328, ASTMX06600, ASTMX08580	BRALA16332
OG0002651	ASTMX08506	BRALA10810, BRALA10806, BRALA10805, BRALA10803, BRALA10804, BRALA10808, BRALA10807, BRALA10809, BRALA10927, BRALA10926
OG0002652	ASTMX01699	BRALA22384
OG0002653	ASTMX17583	BRALA07263
OG0002654	ASTMX08867, ASTMX08866	BRALA08682
OG0002655	ASTMX00453	BRALA03665
OG0002656	ASTMX08662	BRALA07458
OG0002657	ASTMX12563, ASTMX05301	BRALA14444
OG0002658	ASTMX14228, ASTMX09147, ASTMX09559	BRALA26410
OG0002659	ASTMX18454	BRALA13850
OG0002660	ASTMX14258	BRALA24788
OG0002661	ASTMX14436	BRALA09860
OG0002662	ASTMX15979, ASTMX01556, ASTMX07741	BRALA13008
OG0002663	ASTMX17302, ASTMX16117	BRALA06135, BRALA06131, BRALA06137, BRALA06132, BRALA06133, BRALA06134, BRALA06136
OG0002664	ASTMX09662, ASTMX03129, ASTMX03993	BRALA34776, BRALA34520
OG0002665	ASTMX05097, ASTMX17594	BRALA24257
OG0002666	ASTMX03616	BRALA06311, BRALA27382, BRALA10431
OG0002667	ASTMX20248, ASTMX13096, ASTMX03327, ASTMX20923	BRALA20654
OG0002668	ASTMX20371	BRALA20571
OG0002669	ASTMX13936	BRALA29211
OG0002670	ASTMX01319, ASTMX02464, ASTMX22380	BRALA25704
OG0002671	ASTMX03533, ASTMX00427, ASTMX11773, ASTMX13591, ASTMX20297	BRALA19117
OG0002672	ASTMX21123, ASTMX08938	BRALA01443
OG0002673	ASTMX07655, ASTMX03212, ASTMX18507, ASTMX18506	BRALA16349
OG0002674	ASTMX08626, ASTMX08623, ASTMX08618, ASTMX08622, ASTMX08620	BRALA17129
OG0002675	ASTMX20639	BRALA28733
OG0002679	ASTMX11701, ASTMX10639	BRALA24468
OG0002682	ASTMX00904, ASTMX10840	BRALA01284
OG0002683	ASTMX11605, ASTMX08909, ASTMX14049	BRALA00951
OG0002685	ASTMX06202	BRALA19253, BRALA34583, BRALA34257
OG0002688	ASTMX16943, ASTMX06188, ASTMX09094, ASTMX17245	BRALA18933, BRALA15398, BRALA08978, BRALA08979
OG0002705	ASTMX02915, ASTMX10018	BRALA29482
OG0002707	ASTMX03261, ASTMX10460, ASTMX15104, ASTMX08481, ASTMX22811	BRALA22125
OG0002708	ASTMX09919	BRALA30426
OG0002710	ASTMX04942, ASTMX08307, ASTMX07069	BRALA09599
OG0002713	ASTMX02985	BRALA06165
OG0002714	ASTMX11691, ASTMX11856	BRALA11702, BRALA12182
OG0002715	ASTMX00765, ASTMX00764	BRALA31042
OG0002716	ASTMX07672	BRALA21235
OG0002717	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859	BRALA28948
OG0002719	ASTMX18231, ASTMX13763	BRALA18116
OG0002720	ASTMX21032	BRALA18248
OG0002721	ASTMX22438, ASTMX06801, ASTMX06802, ASTMX11674, ASTMX17344, ASTMX18223	BRALA06584
OG0002722	ASTMX08478	BRALA24693
OG0002723	ASTMX10682, ASTMX04436, ASTMX03941, ASTMX02713	BRALA25715
OG0002724	ASTMX10539	BRALA25276
OG0002726	ASTMX10071, ASTMX01554	BRALA03979
OG0002728	ASTMX05875	BRALA01532
OG0002729	ASTMX09796	BRALA22734
OG0002730	ASTMX08055, ASTMX08056, ASTMX19087	BRALA23709
OG0002731	ASTMX13461, ASTMX09611	BRALA10111
OG0002732	ASTMX19106, ASTMX16150, ASTMX20349	BRALA13852
OG0002734	ASTMX17713, ASTMX08063, ASTMX13663	BRALA26244
OG0002736	ASTMX01286	BRALA23696
OG0002736	ASTMX09100, ASTMX09101, ASTMX09534	BRALA33082, BRALA34536
OG0002738	ASTMX16448, ASTMX14529, ASTMX04956	BRALA06227
OG0002740	ASTMX06589, ASTMX06588, ASTMX00890	BRALA01908
OG0002741	ASTMX22280, ASTMX04948, ASTMX06865	BRALA09574
OG0002742	ASTMX03216, ASTMX07668, ASTMX17307	BRALA06748
OG0002743	ASTMX05411	BRALA13202
OG0002744	ASTMX19754, ASTMX09756	BRALA02758
OG0002745	ASTMX14166, ASTMX21096	BRALA14450
OG0002746	ASTMX14540	BRALA17638
OG0002748	ASTMX16018	BRALA02744
OG0002750	ASTMX04080	BRALA28702
OG0002751	ASTMX12480	BRALA27383
OG0002752	ASTMX06175	BRALA16959
OG0002753	ASTMX00975, ASTMX15886	BRALA28220
OG0002754	ASTMX19457, ASTMX07407	BRALA34875
OG0002757	ASTMX05572, ASTMX20356	BRALA26966
OG0002758	ASTMX12158, ASTMX11719, ASTMX19020	BRALA21942
OG0002759	ASTMX12966	BRALA12371, BRALA12372, BRALA12373, BRALA12370, BRALA12368
OG0002760	ASTMX14383, ASTMX00411, ASTMX00410	BRALA12746
OG0002761	ASTMX17257	BRALA33192, BRALA32473, BRALA30469
OG0002762	ASTMX10750, ASTMX01007, ASTMX13291	BRALA12786
OG0002763	ASTMX01463	BRALA07435
OG0002764	ASTMX04804, ASTMX15857, ASTMX12772	BRALA08679
OG0002765	ASTMX06827, ASTMX05311, ASTMX01712	BRALA03391
OG0002766	ASTMX12280	BRALA29454, BRALA30303
OG0002767	ASTMX11219, ASTMX01625	BRALA16931, BRALA16930
OG0002768	ASTMX05930, ASTMX08549	BRALA29044
OG0002769	ASTMX03376, ASTMX07759, ASTMX11837	BRALA22959
OG0002770	ASTMX09951	BRALA09976
OG0002771	ASTMX05826, ASTMX08109	BRALA26146
OG0002772	ASTMX03981	BRALA00839
OG0002773	ASTMX08591	BRALA06118
OG0002774	ASTMX03990, ASTMX14302, ASTMX18349	BRALA17566
OG0002775	ASTMX12270, ASTMX12267, ASTMX17052	BRALA28982
OG0002776	ASTMX10166	BRALA20667
OG0002778	ASTMX12403, ASTMX08214	BRALA30498, BRALA15044
OG0002779	ASTMX05264	BRALA18762
OG0002780	ASTMX06565	BRALA06535
OG0002781	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089	BRALA09162
OG0002782	ASTMX13170, ASTMX05823	BRALA18872
OG0002783	ASTMX11345	BRALA05339
OG0002785	ASTMX02888, ASTMX12391	BRALA01196
OG0002786	ASTMX19192, ASTMX09014, ASTMX02458, ASTMX03366	BRALA09530
OG0002787	ASTMX12559	BRALA25626
OG0002788	ASTMX02137	BRALA02230
OG0002790	ASTMX09182	BRALA11810
OG0002791	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241	BRALA10109
OG0002793	ASTMX05593	BRALA24700
OG0002795	ASTMX07886, ASTMX15750	BRALA07995
OG0002797	ASTMX04226, ASTMX02478	BRALA30213
OG0002799	ASTMX07335	BRALA27234
OG0002811	ASTMX08335, ASTMX08336	BRALA00022
OG0002813	ASTMX11456, ASTMX00842, ASTMX10895	BRALA21604
OG0002814	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304	BRALA03845
OG0002815	ASTMX14480, ASTMX01396, ASTMX12901	BRALA23897
OG0002816	ASTMX18069, ASTMX13866	BRALA01022
OG0002817	ASTMX08503, ASTMX11127	BRALA31906, BRALA35378
OG0002818	ASTMX06407, ASTMX16559	BRALA22684
OG0002819	ASTMX07024, ASTMX02644, ASTMX00940, ASTMX04788	BRALA05559
OG0002821	ASTMX02361, ASTMX03188	BRALA01093
OG0002822	ASTMX04976, ASTMX12314, ASTMX01536	BRALA11175, BRALA11174
OG0002823	ASTMX15336	BRALA02904
OG0002824	ASTMX12647, ASTMX13765, ASTMX06667	BRALA00377
OG0002825	ASTMX17360	BRALA22892
OG0002826	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255	BRALA20854
OG0002827	ASTMX12910	BRALA12317
OG0002828	ASTMX11283	BRALA01253, BRALA32285, BRALA33690, BRALA01251
OG0002829	ASTMX22349, ASTMX20452, ASTMX07701	BRALA13088
OG0002830	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609	BRALA13356
OG0002831	ASTMX07219	BRALA08874
OG0002832	ASTMX16063, ASTMX15257	BRALA23782, BRALA23785, BRALA23786
OG0002833	ASTMX17660, ASTMX15980	BRALA11197
OG0002834	ASTMX09174, ASTMX14209, ASTMX13648	BRALA07844
OG0002835	ASTMX07497, ASTMX15221	BRALA12830
OG0002836	ASTMX16518, ASTMX08868	BRALA08680
OG0002837	ASTMX06183, ASTMX02695, ASTMX11101	BRALA20192
OG0002838	ASTMX07617, ASTMX19008	BRALA18845, BRALA02071, BRALA03750
OG0002839	ASTMX10136	BRALA04693
OG0002840	ASTMX03567, ASTMX10233	BRALA03264
OG0002841	ASTMX20703	BRALA12737
OG0002842	ASTMX15094, ASTMX12457	BRALA01212, BRALA01213
OG0002843	ASTMX23062, ASTMX16351	BRALA29412
OG0002844	ASTMX09226, ASTMX16992	BRALA18936
OG0002846	ASTMX08490	BRALA18718
OG0002847	ASTMX13451	BRALA33572
OG0002848	ASTMX12620	BRALA18503
OG0002849	ASTMX00642, ASTMX03559, ASTMX15379	BRALA04204
OG0002850	ASTMX15162	BRALA14368
OG0002851	ASTMX03703, ASTMX14358, ASTMX04838	BRALA08963
OG0002854	ASTMX20047	BRALA02880
OG0002855	ASTMX16184	BRALA23875
OG0002856	ASTMX19709, ASTMX07905, ASTMX19196, ASTMX12028	BRALA17115
OG0002857	ASTMX11616	BRALA01069
OG0002858	ASTMX20339, ASTMX17651	BRALA22413
OG0002860	ASTMX03636	BRALA13051
OG0002861	ASTMX20391	BRALA22879, BRALA22878
OG0002862	ASTMX17381, ASTMX08708, ASTMX20940, ASTMX11428	BRALA33455, BRALA33453, BRALA29689
OG0002863	ASTMX23045	BRALA00995
OG0002864	ASTMX20776	BRALA04065
OG0002865	ASTMX09485	BRALA26587
OG0002866	ASTMX20659, ASTMX21913	BRALA08893
OG0002868	ASTMX09292	BRALA05217
OG0002870	ASTMX01395	BRALA19055
OG0002871	ASTMX00399	BRALA14106, BRALA23031
OG0002872	ASTMX04272	BRALA34159, BRALA32937
OG0002873	ASTMX03633	BRALA19472
OG0002874	ASTMX19970, ASTMX02012, ASTMX22419	BRALA19756
OG0002875	ASTMX13007	BRALA23432
OG0002876	ASTMX00547, ASTMX12943	BRALA19475
OG0002877	ASTMX02938	BRALA08464
OG0002878	ASTMX21527, ASTMX20855	BRALA32641, BRALA03534, BRALA03537
OG0002879	ASTMX09549, ASTMX04541	BRALA23711
OG0002881	ASTMX05222, ASTMX09228	BRALA29637
OG0002884	ASTMX09433	BRALA02001
OG0002885	ASTMX03303, ASTMX06907	BRALA02565, BRALA02566
OG0002887	ASTMX07808	BRALA00977
OG0002888	ASTMX17659, ASTMX11387	BRALA23052, BRALA35110
OG0002889	ASTMX22104, ASTMX16163	BRALA20446
OG0002891	ASTMX14161	BRALA00908
OG0002892	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377	BRALA27556
OG0002893	ASTMX04172	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318
OG0002894	ASTMX03268, ASTMX12100	BRALA23468
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	BRALA28500
OG0002896	ASTMX19105, ASTMX09780, ASTMX08412	BRALA06147
OG0002897	ASTMX10736	BRALA00556
OG0002898	ASTMX14754	BRALA04412
OG0002899	ASTMX06782, ASTMX18211	BRALA32336
OG0002900	ASTMX09021, ASTMX09858	BRALA10711
OG0002902	ASTMX16032, ASTMX07744	BRALA10476
OG0002903	ASTMX03762	BRALA03755
OG0002904	ASTMX13545	BRALA04163
OG0002906	ASTMX02587, ASTMX00583	BRALA03067
OG0002907	ASTMX10573, ASTMX09015	BRALA09540
OG0002908	ASTMX15467	BRALA16572
OG0002909	ASTMX17748, ASTMX08531	BRALA15331
OG0002910	ASTMX08537	BRALA02029
OG0002911	ASTMX07620, ASTMX09963	BRALA27469
OG0002912	ASTMX03571	BRALA05844, BRALA03226
OG0002913	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589	BRALA13297
OG0002914	ASTMX02600	BRALA13809
OG0002915	ASTMX10897, ASTMX15512	BRALA03120
OG0002916	ASTMX02914, ASTMX10017, ASTMX10016	BRALA22098, BRALA00679
OG0002917	ASTMX06336	BRALA11721
OG0002919	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354	BRALA15082
OG0002921	ASTMX17074	BRALA17412, BRALA29375
OG0002922	ASTMX21382, ASTMX09964	BRALA16350
OG0002923	ASTMX10905, ASTMX00895, ASTMX07470	BRALA05872
OG0002924	ASTMX00258, ASTMX06225, ASTMX07771	BRALA04128, BRALA04129
OG0002925	ASTMX07510, ASTMX11462, ASTMX04330	BRALA28741, BRALA07171, BRALA31367
OG0002926	ASTMX12392, ASTMX07910	BRALA30348
OG0002927	ASTMX14610	BRALA06891, BRALA06948
OG0002929	ASTMX19440, ASTMX03061, ASTMX19048, ASTMX01029	BRALA25658
OG0002931	ASTMX05179, ASTMX19787, ASTMX06382, ASTMX00773	BRALA25933
OG0002931	ASTMX11137, ASTMX11138, ASTMX01372	BRALA15246
OG0002944	ASTMX13024, ASTMX18030, ASTMX12751	BRALA10241
OG0002945	ASTMX07832	BRALA30182, BRALA30183
OG0002946	ASTMX21861, ASTMX21826	BRALA30086
OG0002947	ASTMX13918	BRALA04382
OG0002948	ASTMX09230	BRALA08604, BRALA08603
OG0002949	ASTMX10636	BRALA34128
OG0002950	ASTMX04987	BRALA35316
OG0002952	ASTMX11800, ASTMX03890	BRALA16977
OG0002953	ASTMX05287	BRALA20438
OG0002954	ASTMX14496, ASTMX00341	BRALA18259, BRALA34258, BRALA35506
OG0002955	ASTMX04547, ASTMX22263	BRALA20853
OG0002956	ASTMX02448, ASTMX06899, ASTMX18169	BRALA33340
OG0002957	ASTMX16714	BRALA29901
OG0002959	ASTMX03291, ASTMX13416, ASTMX16543	BRALA22499
OG0002961	ASTMX17170	BRALA32745
OG0002964	ASTMX05000, ASTMX07844, ASTMX21735	BRALA06367
OG0002965	ASTMX02526	BRALA06727
OG0002966	ASTMX10395, ASTMX14585, ASTMX08283	BRALA23093
OG0002967	ASTMX11866, ASTMX12804	BRALA24663
OG0002968	ASTMX08777	BRALA10191
OG0002968	ASTMX16814	BRALA16921, BRALA16922
OG0002969	ASTMX19487	BRALA14067, BRALA14066
OG0002971	ASTMX09060, ASTMX11460, ASTMX07494, ASTMX07508	BRALA17548
OG0002974	ASTMX22896, ASTMX03538	BRALA19094
OG0002975	ASTMX06342, ASTMX23071, ASTMX12284	BRALA28849
OG0002976	ASTMX03355	BRALA18507
OG0002977	ASTMX16248	BRALA29327
OG0002978	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387	BRALA24108
OG0002979	ASTMX19791	BRALA29239
OG0002981	ASTMX17321	BRALA00510
OG0002982	ASTMX12949	BRALA31857
OG0002983	ASTMX02519, ASTMX22054, ASTMX06014	BRALA15691
OG0002984	ASTMX09070	BRALA10452
OG0002985	ASTMX14851, ASTMX21191	BRALA16955
OG0002986	ASTMX08841, ASTMX01002, ASTMX10260	BRALA12799
OG0002987	ASTMX04738	BRALA16295
OG0002988	ASTMX20095, ASTMX05405, ASTMX15698	BRALA22520, BRALA22521, BRALA22525, BRALA15451
OG0002989	ASTMX06383, ASTMX00778	BRALA25735, BRALA25734, BRALA24378
OG0002990	ASTMX05794, ASTMX20875, ASTMX07804	BRALA27944
OG0002991	ASTMX02776	BRALA24373
OG0002992	ASTMX13119, ASTMX04764	BRALA10664
OG0002994	ASTMX06744, ASTMX13783	BRALA03071
OG0002995	ASTMX01369	BRALA31288
OG0002996	ASTMX02629, ASTMX03439, ASTMX14560	BRALA14606
OG0002997	ASTMX10330	BRALA22094
OG0002997	ASTMX22739	BRALA00683
OG0002998	ASTMX08338, ASTMX01774, ASTMX17111	BRALA06170
OG0003000	ASTMX22439	BRALA11264
OG0003001	ASTMX00486	BRALA11352
OG0003002	ASTMX14285, ASTMX17151, ASTMX12691	BRALA07344
OG0003003	ASTMX07477, ASTMX08710, ASTMX03798	BRALA21285, BRALA06728, BRALA22539, BRALA22540
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	BRALA28835
OG0003005	ASTMX04617	BRALA26150
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	BRALA30180
OG0003007	ASTMX14048, ASTMX15482	BRALA01148
OG0003008	ASTMX11361, ASTMX06537, ASTMX11563	BRALA24826
OG0003009	ASTMX06763, ASTMX08741, ASTMX16226	BRALA20909
OG0003010	ASTMX07751	BRALA02051
OG0003011	ASTMX11395, ASTMX14305, ASTMX19701	BRALA12587, BRALA12588
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773	BRALA17182
OG0003013	ASTMX07867, ASTMX21547	BRALA14158, BRALA14160
