Orthogroup	ASTMX	AENJA_ok
OG0002541	ASTMX19637, ASTMX21295	AENJA_15867
OG0002542	ASTMX09595, ASTMX18343, ASTMX05316	AENJA_15884
OG0002543	ASTMX07787	AENJA_15970
OG0002545	ASTMX01785, ASTMX07112, ASTMX07197, ASTMX07113	AENJA_16977
OG0002547	ASTMX08915, ASTMX15896, ASTMX12376	AENJA_17597
OG0002548	ASTMX13664, ASTMX06315, ASTMX04740, ASTMX01600	AENJA_17766
OG0002549	ASTMX06491, ASTMX11705	AENJA_17970
OG0002550	ASTMX13897, ASTMX22395, ASTMX09655	AENJA_18609
OG0002551	ASTMX08789	AENJA_18656
OG0002552	ASTMX06859, ASTMX16646, ASTMX02204	AENJA_18799
OG0002553	ASTMX06814, ASTMX09861	AENJA_18919
OG0002554	ASTMX00854, ASTMX16976	AENJA_20632
OG0002555	ASTMX08115, ASTMX02493	AENJA_20940
OG0002556	ASTMX16695, ASTMX20338	AENJA_21852
OG0002557	ASTMX10062, ASTMX08730, ASTMX10061, ASTMX01948	AENJA_22119
OG0002558	ASTMX11569, ASTMX01324	AENJA_22200
OG0002559	ASTMX21285, ASTMX03665	AENJA_23435
OG0002560	ASTMX14336, ASTMX15075	AENJA_23661
OG0002561	ASTMX05589	AENJA_23733
OG0002562	ASTMX14920, ASTMX03986	AENJA_24354
OG0002564	ASTMX16398, ASTMX04969	AENJA_24782
OG0002565	ASTMX12769	AENJA_24939
OG0002566	ASTMX03673	AENJA_25083
OG0002567	ASTMX19620, ASTMX02094	AENJA_25883
OG0002568	ASTMX01947	AENJA_25923
OG0002569	ASTMX14893, ASTMX11172	AENJA_26162
OG0002570	ASTMX17442	AENJA_26246
OG0002587	ASTMX06393, ASTMX13780, ASTMX06748, ASTMX10896	AENJA_00149
OG0002589	ASTMX11622	AENJA_00238
OG0002590	ASTMX07472, ASTMX16287, ASTMX18576	AENJA_00515
OG0002592	ASTMX17562	AENJA_00877
OG0002594	ASTMX18794, ASTMX10058	AENJA_08034
OG0002595	ASTMX04978	AENJA_01480
OG0002595	ASTMX22170, ASTMX01537, ASTMX22436	AENJA_01483
OG0002599	ASTMX21157, ASTMX05551	AENJA_02912
OG0002600	ASTMX14521	AENJA_12156
OG0002601	ASTMX04225	AENJA_04980, AENJA_03275
OG0002602	ASTMX20043	AENJA_03376
OG0002604	ASTMX19224	AENJA_17777, AENJA_09836, AENJA_03871, AENJA_24699, AENJA_19840
OG0002605	ASTMX22634	AENJA_04724
OG0002608	ASTMX00356, ASTMX19264	AENJA_05149
OG0002609	ASTMX06939, ASTMX12865	AENJA_05158
OG0002610	ASTMX14985, ASTMX10225, ASTMX12835	AENJA_05401
OG0002611	ASTMX16649, ASTMX09404, ASTMX04752	AENJA_06053
OG0002612	ASTMX08359	AENJA_06862
OG0002614	ASTMX12742, ASTMX01026	AENJA_24393, AENJA_07227
OG0002615	ASTMX12485, ASTMX14819, ASTMX04651	AENJA_07470
OG0002616	ASTMX13505	AENJA_07476
OG0002617	ASTMX09319	AENJA_07485
OG0002618	ASTMX04981	AENJA_07573
OG0002619	ASTMX21027, ASTMX20294, ASTMX21026	AENJA_07621
OG0002619	ASTMX20293, ASTMX20295	AENJA_07622
OG0002619	ASTMX21029	AENJA_10601
OG0002620	ASTMX09607, ASTMX13458, ASTMX03856, ASTMX18048	AENJA_07830
OG0002621	ASTMX04243	AENJA_23070
OG0002622	ASTMX11095, ASTMX11096	AENJA_07839
OG0002623	ASTMX12300	AENJA_21738
OG0002624	ASTMX06829, ASTMX06830	AENJA_08628
OG0002625	ASTMX18581	AENJA_08713
OG0002627	ASTMX15376	AENJA_09400
OG0002628	ASTMX02392, ASTMX13110, ASTMX13456, ASTMX04075	AENJA_09556
OG0002629	ASTMX13284, ASTMX07247	AENJA_09742
OG0002629	ASTMX21519	AENJA_14911
OG0002630	ASTMX08028	AENJA_10052
OG0002631	ASTMX07525	AENJA_26139, AENJA_10329
OG0002632	ASTMX02161, ASTMX22937	AENJA_10800
OG0002633	ASTMX01694, ASTMX04611	AENJA_10970
OG0002634	ASTMX15154	AENJA_15209
OG0002635	ASTMX19544, ASTMX17532, ASTMX07598, ASTMX17636, ASTMX05514, ASTMX07440	AENJA_11764
OG0002636	ASTMX11502, ASTMX09064	AENJA_11871
OG0002638	ASTMX09169	AENJA_12588
OG0002639	ASTMX13169, ASTMX22853	AENJA_12816
OG0002641	ASTMX06244, ASTMX20282, ASTMX20283, ASTMX20284, ASTMX21259, ASTMX19953	AENJA_13630
OG0002642	ASTMX15870, ASTMX09524, ASTMX16445, ASTMX20197, ASTMX16446, ASTMX17263	AENJA_13768
OG0002643	ASTMX21893	AENJA_13808
OG0002644	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303	AENJA_13822
OG0002645	ASTMX04781	AENJA_13967
OG0002646	ASTMX12608, ASTMX08291	AENJA_14082
OG0002647	ASTMX02798, ASTMX20077	AENJA_14210, AENJA_23912
OG0002648	ASTMX01711, ASTMX09864	AENJA_14226
OG0002649	ASTMX15328, ASTMX06600, ASTMX08580	AENJA_15416, AENJA_19046
OG0002651	ASTMX08506	AENJA_16730
OG0002652	ASTMX01699	AENJA_17178
OG0002653	ASTMX10355	AENJA_17514
OG0002654	ASTMX08867, ASTMX08866	AENJA_17992
OG0002655	ASTMX00453	AENJA_18523
OG0002656	ASTMX08662	AENJA_18631
OG0002657	ASTMX12563, ASTMX05301	AENJA_18808, AENJA_18809
OG0002658	ASTMX14228, ASTMX09147, ASTMX09559	AENJA_19213
OG0002659	ASTMX18454	AENJA_19544
OG0002660	ASTMX14258	AENJA_19796
OG0002661	ASTMX14436	AENJA_20280
OG0002662	ASTMX15979, ASTMX01556, ASTMX07741	AENJA_20497
OG0002663	ASTMX17302, ASTMX16117	AENJA_20588
OG0002664	ASTMX09662, ASTMX03129, ASTMX03993	AENJA_20730
OG0002665	ASTMX05097, ASTMX17594	AENJA_21246
OG0002666	ASTMX03616	AENJA_21371
OG0002667	ASTMX20248, ASTMX13096, ASTMX03327, ASTMX20923	AENJA_21967
OG0002668	ASTMX20371	AENJA_22301
OG0002670	ASTMX01319, ASTMX02464, ASTMX22380	AENJA_22806
OG0002671	ASTMX03533, ASTMX00427, ASTMX11773, ASTMX13591, ASTMX20297	AENJA_22822
OG0002672	ASTMX21123, ASTMX08938	AENJA_23316
OG0002673	ASTMX07655, ASTMX03212, ASTMX18507, ASTMX18506	AENJA_23396
OG0002674	ASTMX08626, ASTMX08623, ASTMX08618, ASTMX08622, ASTMX08620	AENJA_23679
OG0002675	ASTMX20640, ASTMX20639, ASTMX02562	AENJA_24042
OG0002677	ASTMX14169	AENJA_24115
OG0002678	ASTMX05571, ASTMX00185, ASTMX13328	AENJA_25983
OG0002679	ASTMX11701, ASTMX10639	AENJA_26173
OG0002703	ASTMX16506, ASTMX12528, ASTMX06772	AENJA_00057
OG0002705	ASTMX02915, ASTMX10018	AENJA_00396
OG0002707	ASTMX03261, ASTMX10460, ASTMX15104, ASTMX08481, ASTMX22811	AENJA_00731
OG0002708	ASTMX09919	AENJA_01064
OG0002710	ASTMX04942, ASTMX08307, ASTMX07069	AENJA_10283
OG0002713	ASTMX02985	AENJA_24272, AENJA_11110, AENJA_24274, AENJA_24275, AENJA_02692
OG0002714	ASTMX11691, ASTMX11856	AENJA_02697
OG0002715	ASTMX00765, ASTMX00764	AENJA_02725
OG0002716	ASTMX07672	AENJA_03328
OG0002717	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859	AENJA_03489
OG0002718	ASTMX05708	AENJA_03576
OG0002719	ASTMX18231, ASTMX13763	AENJA_04654
OG0002720	ASTMX21032	AENJA_04824
OG0002721	ASTMX22438, ASTMX06801, ASTMX06802, ASTMX11674, ASTMX17344, ASTMX18223	AENJA_04852
OG0002722	ASTMX08478	AENJA_05319
OG0002723	ASTMX10682, ASTMX04436, ASTMX03941, ASTMX02713	AENJA_05322, AENJA_19139
OG0002724	ASTMX10539	AENJA_23032, AENJA_05583, AENJA_22888
OG0002726	ASTMX10071, ASTMX01554	AENJA_17586, AENJA_06393
OG0002728	ASTMX05875	AENJA_06707
OG0002729	ASTMX09796	AENJA_07855, AENJA_13538, AENJA_11456
OG0002730	ASTMX08055, ASTMX08056, ASTMX19087	AENJA_08819
OG0002731	ASTMX13461, ASTMX09611	AENJA_14522, AENJA_09113
OG0002732	ASTMX19106, ASTMX16150, ASTMX20349	AENJA_19283, AENJA_09229
OG0002734	ASTMX17713, ASTMX08063, ASTMX13663	AENJA_09357
OG0002735	ASTMX04497, ASTMX00659, ASTMX15141, ASTMX06050, ASTMX04776, ASTMX10178, ASTMX04498	AENJA_09688, AENJA_12663
OG0002736	ASTMX09100, ASTMX09101, ASTMX09534	AENJA_09727
OG0002738	ASTMX16448, ASTMX14529, ASTMX04956	AENJA_10302, AENJA_10303
OG0002739	ASTMX12477	AENJA_23418
OG0002740	ASTMX06589, ASTMX06588, ASTMX00890	AENJA_10478
OG0002741	ASTMX22280, ASTMX04948, ASTMX06865	AENJA_10511
OG0002742	ASTMX03216, ASTMX07668, ASTMX17307	AENJA_11246
OG0002743	ASTMX05411	AENJA_11676
OG0002744	ASTMX19754, ASTMX09756	AENJA_11955
OG0002745	ASTMX14166, ASTMX21096	AENJA_12347
OG0002748	ASTMX16018	AENJA_16452
OG0002749	ASTMX11896, ASTMX21829	AENJA_25924
OG0002750	ASTMX04079	AENJA_23058
OG0002751	ASTMX12480	AENJA_14088
OG0002752	ASTMX06175	AENJA_14300
OG0002753	ASTMX00975, ASTMX15886	AENJA_14354
OG0002754	ASTMX19457, ASTMX07407	AENJA_14712
OG0002755	ASTMX17386, ASTMX17385	AENJA_14755
OG0002756	ASTMX05519	AENJA_16000
OG0002757	ASTMX21152, ASTMX05572, ASTMX20356	AENJA_14974
OG0002758	ASTMX12158, ASTMX11719, ASTMX19020	AENJA_15361
OG0002759	ASTMX12966	AENJA_15430, AENJA_15429
OG0002760	ASTMX14383, ASTMX00411, ASTMX00410	AENJA_15553, AENJA_19974, AENJA_22798
OG0002762	ASTMX10750, ASTMX01007, ASTMX13291	AENJA_16834
OG0002763	ASTMX01463	AENJA_17978
OG0002764	ASTMX04804, ASTMX15857, ASTMX12772	AENJA_17995
OG0002765	ASTMX06827, ASTMX05311, ASTMX01712	AENJA_18242
OG0002766	ASTMX12280	AENJA_18864
OG0002767	ASTMX11219, ASTMX01625	AENJA_18908
OG0002768	ASTMX05930, ASTMX08549	AENJA_19032
OG0002770	ASTMX09951	AENJA_19276
OG0002771	ASTMX05826, ASTMX08109	AENJA_19705
OG0002772	ASTMX03981	AENJA_20331
OG0002773	ASTMX08591	AENJA_20591
OG0002774	ASTMX03990, ASTMX14302, ASTMX18349	AENJA_20726
OG0002775	ASTMX12270, ASTMX12267, ASTMX17052	AENJA_20727
OG0002776	ASTMX10166	AENJA_20735
OG0002777	ASTMX00412, ASTMX14384, ASTMX00339	AENJA_20773
OG0002778	ASTMX12403, ASTMX08214	AENJA_20938
OG0002779	ASTMX05264	AENJA_21312
OG0002780	ASTMX06565	AENJA_21493
OG0002781	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089	AENJA_21782
OG0002782	ASTMX13170, ASTMX05823	AENJA_22198
OG0002783	ASTMX11345	AENJA_23294
OG0002785	ASTMX02888, ASTMX12391	AENJA_23498
OG0002786	ASTMX19192, ASTMX09014, ASTMX02458, ASTMX03366	AENJA_23784
OG0002787	ASTMX12559	AENJA_24196
OG0002788	ASTMX02137	AENJA_24424
OG0002790	ASTMX09182	AENJA_25977
OG0002791	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241	AENJA_26314
OG0002793	ASTMX05593	AENJA_26539, AENJA_26542
OG0002794	ASTMX14245, ASTMX02851, ASTMX06528	AENJA_26669
OG0002795	ASTMX07886, ASTMX15750	AENJA_26764
OG0002811	ASTMX08335, ASTMX08336	AENJA_00043
OG0002812	ASTMX05990, ASTMX05989, ASTMX10334, ASTMX10333, ASTMX02889	AENJA_24999, AENJA_18657, AENJA_24998
OG0002813	ASTMX11456, ASTMX00842, ASTMX10895	AENJA_00188
OG0002814	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304	AENJA_00393
OG0002815	ASTMX14480, ASTMX01396, ASTMX12901	AENJA_01312, AENJA_00508
OG0002816	ASTMX18069, ASTMX13866	AENJA_00653
OG0002817	ASTMX08503, ASTMX11127	AENJA_00735
OG0002818	ASTMX06407, ASTMX16559	AENJA_23485, AENJA_00797
OG0002819	ASTMX07024, ASTMX02644, ASTMX00940	AENJA_07879, AENJA_00891
OG0002821	ASTMX02361, ASTMX03188	AENJA_20741, AENJA_01009, AENJA_12682
OG0002822	ASTMX04976, ASTMX12314, ASTMX01536	AENJA_01043
OG0002823	ASTMX15336	AENJA_16157
OG0002824	ASTMX12647, ASTMX13765, ASTMX06667	AENJA_01440
OG0002825	ASTMX17360	AENJA_01512
OG0002826	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255	AENJA_02168
OG0002827	ASTMX12910	AENJA_02347
OG0002828	ASTMX11283	AENJA_02401
OG0002829	ASTMX22349, ASTMX20452, ASTMX07701	AENJA_02735
OG0002830	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609	AENJA_02762
OG0002831	ASTMX07219	AENJA_02799
OG0002833	ASTMX17660, ASTMX15980	AENJA_03383
OG0002834	ASTMX09174, ASTMX14209, ASTMX13648	AENJA_03589
OG0002835	ASTMX07497, ASTMX15221	AENJA_04456
OG0002836	ASTMX16518, ASTMX08868	AENJA_17994
OG0002838	ASTMX07617, ASTMX19008	AENJA_22502, AENJA_05712
OG0002839	ASTMX10136	AENJA_06051
OG0002840	ASTMX03567, ASTMX10233	AENJA_20109, AENJA_06119
OG0002841	ASTMX20703	AENJA_06177
OG0002842	ASTMX15094, ASTMX12457	AENJA_06186
OG0002843	ASTMX23062, ASTMX16351	AENJA_06434
OG0002844	ASTMX09226, ASTMX16992	AENJA_06497, AENJA_06632
OG0002845	ASTMX01725	AENJA_06631
OG0002846	ASTMX08490	AENJA_16277, AENJA_07263
OG0002846	ASTMX08489	AENJA_07262
OG0002847	ASTMX13450, ASTMX13451	AENJA_07384
OG0002848	ASTMX12620	AENJA_07552
OG0002849	ASTMX00642, ASTMX03559, ASTMX15379	AENJA_09406
OG0002850	ASTMX15162	AENJA_09764
OG0002851	ASTMX03703, ASTMX14358, ASTMX04838	AENJA_09890
OG0002853	ASTMX06217, ASTMX18229	AENJA_10557
OG0002854	ASTMX20047	AENJA_10775
OG0002855	ASTMX16184	AENJA_10897
OG0002856	ASTMX19709, ASTMX07905, ASTMX19196, ASTMX12028	AENJA_10966
OG0002858	ASTMX20339, ASTMX17651	AENJA_11662
OG0002859	ASTMX17158	AENJA_11782
OG0002860	ASTMX03636	AENJA_12346
OG0002861	ASTMX20391	AENJA_12943
OG0002862	ASTMX17381, ASTMX08708, ASTMX20940, ASTMX11428	AENJA_13487, AENJA_13488
OG0002863	ASTMX23045	AENJA_13512
OG0002864	ASTMX20775, ASTMX17512	AENJA_14146
OG0002865	ASTMX09485	AENJA_14309, AENJA_14310
OG0002866	ASTMX20659, ASTMX21913	AENJA_14387
OG0002868	ASTMX09293	AENJA_14495
OG0002869	ASTMX16665, ASTMX16669, ASTMX21589, ASTMX02041	AENJA_14797
OG0002870	ASTMX01395	AENJA_14868
OG0002872	ASTMX04272	AENJA_15132
OG0002873	ASTMX03633	AENJA_15531
OG0002874	ASTMX19970, ASTMX02012	AENJA_16110
OG0002875	ASTMX13007	AENJA_16211
OG0002876	ASTMX00547, ASTMX12943	AENJA_16221
OG0002877	ASTMX02938	AENJA_16701
OG0002878	ASTMX21527, ASTMX20855	AENJA_16812, AENJA_16807
OG0002879	ASTMX09549, ASTMX04541	AENJA_16846
OG0002880	ASTMX12917, ASTMX10766	AENJA_17696, AENJA_23913
OG0002881	ASTMX05222, ASTMX09228	AENJA_17801
OG0002883	ASTMX12110	AENJA_18948
OG0002884	ASTMX09433	AENJA_19070
OG0002885	ASTMX17202	AENJA_19088
OG0002887	ASTMX07808	AENJA_19844
OG0002888	ASTMX17659, ASTMX11387	AENJA_19971
OG0002889	ASTMX22104, ASTMX16163	AENJA_19979
OG0002890	ASTMX13782, ASTMX17134, ASTMX11262, ASTMX06745	AENJA_20114
OG0002891	ASTMX14161	AENJA_20333
OG0002892	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377	AENJA_20418
OG0002893	ASTMX04172	AENJA_20681
OG0002894	ASTMX03268, ASTMX12100	AENJA_20837
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	AENJA_21152
OG0002896	ASTMX19105, ASTMX09780, ASTMX08412	AENJA_21743
OG0002897	ASTMX10736	AENJA_22085
OG0002898	ASTMX14754	AENJA_22319, AENJA_22360
OG0002899	ASTMX06782, ASTMX18211	AENJA_22623
OG0002900	ASTMX09021, ASTMX09858	AENJA_22681
OG0002901	ASTMX10246	AENJA_22902
OG0002902	ASTMX16032, ASTMX07744	AENJA_24583
OG0002903	ASTMX07417	AENJA_23290
OG0002904	ASTMX13545	AENJA_23408
OG0002905	ASTMX05245, ASTMX16672	AENJA_23587
OG0002906	ASTMX02587, ASTMX00583	AENJA_23675
OG0002907	ASTMX10573, ASTMX09015	AENJA_23794
OG0002908	ASTMX15467	AENJA_24151
OG0002909	ASTMX17748, ASTMX08531	AENJA_24484
OG0002910	ASTMX08537	AENJA_24759
OG0002911	ASTMX07620, ASTMX09963	AENJA_24811
OG0002912	ASTMX03571	AENJA_25185
OG0002913	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589	AENJA_25404
OG0002914	ASTMX02600	AENJA_25554
OG0002915	ASTMX10897, ASTMX15512	AENJA_26181
OG0002916	ASTMX02914, ASTMX10017, ASTMX10016	AENJA_26387
OG0002917	ASTMX06336	AENJA_26763
OG0002944	ASTMX13024, ASTMX18030, ASTMX12751	AENJA_00162
OG0002945	ASTMX07832	AENJA_00168
OG0002946	ASTMX21861, ASTMX21826	AENJA_25288, AENJA_00243, AENJA_18465
OG0002947	ASTMX13918	AENJA_00803, AENJA_14586
OG0002948	ASTMX09230	AENJA_09024, AENJA_17830, AENJA_00811
OG0002949	ASTMX10636	AENJA_00985
OG0002952	ASTMX11800, ASTMX03890	AENJA_03492
OG0002953	ASTMX05287	AENJA_01495
OG0002954	ASTMX14496, ASTMX00341	AENJA_01516
OG0002955	ASTMX04547, ASTMX22263	AENJA_02171
OG0002956	ASTMX02448, ASTMX06899, ASTMX18169	AENJA_02280
OG0002957	ASTMX16714	AENJA_02431
OG0002959	ASTMX03291, ASTMX13416, ASTMX16543	AENJA_02647
OG0002960	ASTMX13796	AENJA_02770
OG0002961	ASTMX17170	AENJA_02909
OG0002962	ASTMX21109, ASTMX07712, ASTMX18086	AENJA_03030
OG0002964	ASTMX05000, ASTMX07844, ASTMX21735	AENJA_03426
OG0002965	ASTMX02526	AENJA_03749
OG0002966	ASTMX10395, ASTMX14585, ASTMX08283	AENJA_03777
OG0002967	ASTMX11866, ASTMX12804	AENJA_03822
OG0002968	ASTMX16814	AENJA_03998
OG0002969	ASTMX19487	AENJA_04473
OG0002971	ASTMX09060, ASTMX11460, ASTMX07494, ASTMX07508	AENJA_04866
OG0002973	ASTMX00766	AENJA_05992
OG0002974	ASTMX22896, ASTMX03538	AENJA_06165
OG0002976	ASTMX03355	AENJA_06370
OG0002977	ASTMX16248	AENJA_13198
OG0002978	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387	AENJA_06745
OG0002979	ASTMX19791	AENJA_07121
OG0002981	ASTMX17321	AENJA_07374
OG0002982	ASTMX12949	AENJA_07566
OG0002983	ASTMX22054, ASTMX06014	AENJA_07689
OG0002984	ASTMX09070	AENJA_08233
OG0002985	ASTMX14851, ASTMX21191	AENJA_08394
OG0002986	ASTMX08841, ASTMX01002, ASTMX10260	AENJA_08464
OG0002987	ASTMX04738	AENJA_08505
OG0002988	ASTMX20095, ASTMX05405, ASTMX15698	AENJA_08739
OG0002990	ASTMX05794, ASTMX20875, ASTMX07804	AENJA_09487
OG0002991	ASTMX02776	AENJA_09631
OG0002992	ASTMX13119, ASTMX04764	AENJA_09713
OG0002994	ASTMX06744, ASTMX13783	AENJA_09989
OG0002995	ASTMX01369	AENJA_10168
OG0002996	ASTMX02629, ASTMX03439, ASTMX14560	AENJA_11042
OG0002997	ASTMX10330	AENJA_25602
OG0002997	ASTMX22739	AENJA_11131
OG0002998	ASTMX08338, ASTMX01774, ASTMX17111	AENJA_11226
OG0003000	ASTMX22439	AENJA_16591
OG0003001	ASTMX15125	AENJA_18654
OG0003001	ASTMX00486	AENJA_11581
OG0003002	ASTMX14285, ASTMX17151, ASTMX12691	AENJA_11596
OG0003003	ASTMX07477, ASTMX08710, ASTMX03798	AENJA_11669
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	AENJA_11848
OG0003005	ASTMX04617	AENJA_25236
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	AENJA_12351
OG0003007	ASTMX14048, ASTMX15482	AENJA_13023
OG0003008	ASTMX11361, ASTMX06537, ASTMX11563	AENJA_13411
OG0003009	ASTMX06763, ASTMX08741, ASTMX16226	AENJA_13811
OG0003010	ASTMX07751	AENJA_14073
OG0003011	ASTMX11395, ASTMX14305, ASTMX19701	AENJA_14299
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773	AENJA_14839
OG0003013	ASTMX07867, ASTMX21547	AENJA_14912
OG0003014	ASTMX18669, ASTMX03277	AENJA_15441
OG0003016	ASTMX02288	AENJA_15608, AENJA_21110, AENJA_15615
OG0003017	ASTMX18161	AENJA_15754
OG0003018	ASTMX09335	AENJA_15825
OG0003019	ASTMX21902	AENJA_15890
OG0003021	ASTMX13837	AENJA_16063
OG0003023	ASTMX05867, ASTMX05966, ASTMX22290	AENJA_18745, AENJA_17410
OG0003024	ASTMX18655, ASTMX03805	AENJA_17461
OG0003025	ASTMX13447, ASTMX18869, ASTMX11744	AENJA_17533
OG0003026	ASTMX04873	AENJA_17803
OG0003027	ASTMX13439, ASTMX00386	AENJA_17824
OG0003028	ASTMX04249	AENJA_17984
OG0003029	ASTMX08718, ASTMX07235	AENJA_18248
OG0003030	ASTMX20050, ASTMX17904	AENJA_18262
OG0003031	ASTMX19116, ASTMX09602	AENJA_18273
OG0003032	ASTMX16368, ASTMX21897, ASTMX04514	AENJA_18607
OG0003033	ASTMX09542	AENJA_18723
OG0003034	ASTMX06085	AENJA_18912
OG0003035	ASTMX07906, ASTMX08632	AENJA_19225
OG0003036	ASTMX22808, ASTMX02382	AENJA_20024
OG0003037	ASTMX20407	AENJA_20789
OG0003038	ASTMX11869, ASTMX03732	AENJA_21096
OG0003040	ASTMX06981	AENJA_21361, AENJA_21358
OG0003041	ASTMX16824	AENJA_21426
OG0003042	ASTMX22431	AENJA_21556, AENJA_21559
OG0003043	ASTMX12456	AENJA_21648
OG0003044	ASTMX03506	AENJA_21752
OG0003045	ASTMX16805	AENJA_24152
OG0003045	ASTMX02264	AENJA_21814
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	AENJA_21816
OG0003048	ASTMX18595, ASTMX16216, ASTMX21980	AENJA_22325
OG0003049	ASTMX09040, ASTMX11555	AENJA_22479
OG0003051	ASTMX11688, ASTMX19222	AENJA_23367
OG0003052	ASTMX07304	AENJA_23909
OG0003053	ASTMX09045	AENJA_24227
OG0003054	ASTMX00110, ASTMX09568	AENJA_24441
OG0003055	ASTMX20532, ASTMX04937, ASTMX14054	AENJA_24466
OG0003056	ASTMX17406	AENJA_24568
OG0003057	ASTMX04350, ASTMX10250	AENJA_24574
OG0003058	ASTMX12378, ASTMX15897	AENJA_24768
OG0003059	ASTMX11573, ASTMX03262	AENJA_24855
OG0003060	ASTMX14156, ASTMX06493, ASTMX04925	AENJA_24993
OG0003061	ASTMX07611, ASTMX14401, ASTMX01235	AENJA_25088
OG0003062	ASTMX08924, ASTMX17139, ASTMX07083	AENJA_25174
OG0003063	ASTMX16164	AENJA_25761
OG0003064	ASTMX02348	AENJA_26332
OG0003065	ASTMX16223, ASTMX11526	AENJA_26411
OG0003066	ASTMX01076	AENJA_26723
OG0003101	ASTMX19919, ASTMX06150, ASTMX01755	AENJA_00164
OG0003103	ASTMX12562	AENJA_00246
OG0003104	ASTMX11561	AENJA_00844
OG0003104	ASTMX09609	AENJA_00412
OG0003105	ASTMX00325	AENJA_00483
OG0003106	ASTMX06237	AENJA_00659
OG0003107	ASTMX02590, ASTMX16600	AENJA_00765
OG0003108	ASTMX05191	AENJA_01637
OG0003109	ASTMX18781	AENJA_01797
OG0003110	ASTMX00133	AENJA_01831
OG0003111	ASTMX07402, ASTMX11408	AENJA_01995
OG0003113	ASTMX13016, ASTMX07578	AENJA_02120
OG0003114	ASTMX02715, ASTMX03943	AENJA_02181
OG0003115	ASTMX18170, ASTMX11011, ASTMX01881	AENJA_02279
OG0003118	ASTMX17621, ASTMX15584, ASTMX10419	AENJA_03053
OG0003119	ASTMX06194, ASTMX21119	AENJA_03324
OG0003120	ASTMX15617, ASTMX15618	AENJA_03695
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	AENJA_03733
OG0003122	ASTMX08525	AENJA_03851
OG0003123	ASTMX07429, ASTMX06241	AENJA_25108, AENJA_03956, AENJA_03957
OG0003124	ASTMX03412	AENJA_07377
OG0003125	ASTMX13117	AENJA_04106
OG0003126	ASTMX14715	AENJA_04114
OG0003127	ASTMX04606	AENJA_04219
OG0003128	ASTMX20600	AENJA_04333
OG0003129	ASTMX07229	AENJA_18359
OG0003130	ASTMX09888	AENJA_04695
OG0003131	ASTMX13469	AENJA_04699
OG0003132	ASTMX04307	AENJA_05230
OG0003133	ASTMX10906	AENJA_05254
OG0003135	ASTMX04429	AENJA_05506
OG0003136	ASTMX13058, ASTMX01379, ASTMX19806	AENJA_05594
OG0003137	ASTMX00586	AENJA_15720, AENJA_05616
OG0003140	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723	AENJA_06344
OG0003141	ASTMX09233, ASTMX11515, ASTMX10094	AENJA_06698
OG0003142	ASTMX08629, ASTMX09849, ASTMX19194	AENJA_06782
OG0003144	ASTMX08230	AENJA_06849
OG0003145	ASTMX16469, ASTMX16882	AENJA_06906
OG0003146	ASTMX10808	AENJA_06954
OG0003147	ASTMX16613	AENJA_07167
OG0003148	ASTMX12896, ASTMX07507, ASTMX14971	AENJA_07642
OG0003149	ASTMX10129	AENJA_07652
OG0003150	ASTMX11834, ASTMX21211	AENJA_07665
OG0003152	ASTMX11668, ASTMX10214	AENJA_08082
OG0003153	ASTMX21330	AENJA_08315
OG0003154	ASTMX06476	AENJA_08755, AENJA_24160, AENJA_24621
OG0003155	ASTMX13221	AENJA_15319
OG0003156	ASTMX18933	AENJA_08912
OG0003157	ASTMX06118	AENJA_09315, AENJA_09314
OG0003158	ASTMX12999, ASTMX02638	AENJA_09855
OG0003159	ASTMX12859, ASTMX09033, ASTMX07619	AENJA_09999
OG0003160	ASTMX02814, ASTMX16455	AENJA_10130
OG0003161	ASTMX13679, ASTMX15650	AENJA_10165
OG0003162	ASTMX10819, ASTMX13525, ASTMX19089	AENJA_21344, AENJA_10169
OG0003163	ASTMX03994, ASTMX05123, ASTMX14593	AENJA_10333
OG0003164	ASTMX01170, ASTMX15907	AENJA_13680, AENJA_10532
OG0003165	ASTMX03289, ASTMX04540	AENJA_10534
OG0003166	ASTMX22568, ASTMX04151	AENJA_10577
OG0003167	ASTMX04465, ASTMX17254, ASTMX05894	AENJA_10753
OG0003171	ASTMX03122, ASTMX03788	AENJA_11557
