Orthogroup	ASTMX	SCHMD
OG0002726	ASTMX18855	SCHMD05011
OG0002726	ASTMX10071, ASTMX01554	SCHMD29542
OG0002728	ASTMX05875	SCHMD12425
OG0002729	ASTMX09796	SCHMD13495, SCHMD04166
OG0002731	ASTMX13461, ASTMX09611	SCHMD12439, SCHMD19462
OG0002732	ASTMX16150, ASTMX20349	SCHMD23253
OG0002739	ASTMX12477	SCHMD21270, SCHMD28406
OG0002740	ASTMX06589, ASTMX06588, ASTMX00890	SCHMD03938, SCHMD03830
OG0002743	ASTMX05411	SCHMD05725, SCHMD09090
OG0002745	ASTMX14166, ASTMX21096	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971
OG0002747	ASTMX08727	SCHMD01124
OG0002749	ASTMX11896	SCHMD29352
OG0002749	ASTMX21829	SCHMD14504
OG0002750	ASTMX04080	SCHMD18505, SCHMD23730
OG0002751	ASTMX12480, ASTMX20830	SCHMD16908
OG0002754	ASTMX19457, ASTMX07407	SCHMD11733, SCHMD20272
OG0002755	ASTMX17386, ASTMX17385	SCHMD05796
OG0002757	ASTMX21152, ASTMX05572, ASTMX20356	SCHMD00910
OG0002758	ASTMX12158, ASTMX11719, ASTMX19020	SCHMD01248, SCHMD01249
OG0002760	ASTMX14383, ASTMX00411, ASTMX00410	SCHMD04520
OG0002761	ASTMX17257	SCHMD02431
OG0002763	ASTMX01463	SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776
OG0002764	ASTMX04804, ASTMX15857, ASTMX12772	SCHMD03065
OG0002765	ASTMX06827, ASTMX05311, ASTMX01712	SCHMD01507
OG0002766	ASTMX12280	SCHMD07474
OG0002770	ASTMX09951	SCHMD03395
OG0002771	ASTMX05826, ASTMX08109	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030
OG0002772	ASTMX03981	SCHMD09831, SCHMD01102, SCHMD01105
OG0002773	ASTMX08591	SCHMD12006, SCHMD03314, SCHMD03038
OG0002774	ASTMX03990, ASTMX14302, ASTMX18349	SCHMD14518
OG0002775	ASTMX12270, ASTMX12267, ASTMX17052	SCHMD12139, SCHMD09183
OG0002776	ASTMX10166	SCHMD19737, SCHMD20919
OG0002777	ASTMX00412, ASTMX14384, ASTMX00339	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289
OG0002779	ASTMX05264	SCHMD06581, SCHMD06580
OG0002780	ASTMX12329	SCHMD04448, SCHMD04449, SCHMD04450
OG0002781	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089	SCHMD04051, SCHMD00686
OG0002782	ASTMX13170, ASTMX05823	SCHMD12067, SCHMD08222
OG0002785	ASTMX02888, ASTMX12391	SCHMD03564, SCHMD02646
OG0002787	ASTMX12559	SCHMD04800
OG0002788	ASTMX02137	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830
OG0002790	ASTMX09182	SCHMD24450
OG0002791	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241	SCHMD13195, SCHMD14197, SCHMD04469
OG0002793	ASTMX05593	SCHMD23816, SCHMD22461
OG0002799	ASTMX09633, ASTMX07335	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012
OG0002811	ASTMX08335, ASTMX08336	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190
OG0002812	ASTMX10334	SCHMD21779
OG0002814	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304	SCHMD14700
OG0002815	ASTMX14480, ASTMX01396, ASTMX12901	SCHMD12858
OG0002817	ASTMX08503, ASTMX11127	SCHMD08770
OG0002818	ASTMX06407, ASTMX16559	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943
OG0002821	ASTMX02361, ASTMX03188	SCHMD04704
OG0002822	ASTMX04976, ASTMX12314, ASTMX01536	SCHMD08888, SCHMD21214, SCHMD14939
OG0002824	ASTMX12647, ASTMX13765, ASTMX06667	SCHMD22484, SCHMD22922
OG0002825	ASTMX17360, ASTMX12426	SCHMD04002
OG0002826	ASTMX08188	SCHMD04456
OG0002827	ASTMX12910	SCHMD08735
OG0002830	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609	SCHMD21823, SCHMD23359
OG0002831	ASTMX07219	SCHMD14362, SCHMD15514
OG0002833	ASTMX17660, ASTMX15980	SCHMD16770
OG0002836	ASTMX16518, ASTMX08868	SCHMD15161, SCHMD12971, SCHMD15160
OG0002837	ASTMX06183, ASTMX02695, ASTMX11101	SCHMD08534
OG0002838	ASTMX07617, ASTMX19008	SCHMD00590
OG0002839	ASTMX10136	SCHMD02377
OG0002840	ASTMX03567, ASTMX10233	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521
OG0002841	ASTMX20703	SCHMD26941, SCHMD29004
OG0002842	ASTMX15094, ASTMX12457	SCHMD00997, SCHMD05266
OG0002843	ASTMX23062, ASTMX16351	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	ASTMX09226, ASTMX16992	SCHMD03897
OG0002845	ASTMX01725	SCHMD02505
OG0002846	ASTMX08490	SCHMD05083, SCHMD10735, SCHMD07461, SCHMD05082
OG0002848	ASTMX12620	SCHMD05152
OG0002850	ASTMX15162	SCHMD05521
OG0002851	ASTMX03703, ASTMX14358, ASTMX04838	SCHMD04076
OG0002858	ASTMX20339, ASTMX17651	SCHMD18586, SCHMD18130, SCHMD16715
OG0002861	ASTMX20391	SCHMD05292
OG0002863	ASTMX23045	SCHMD14028
OG0002868	ASTMX09293	SCHMD21971, SCHMD27152, SCHMD21447
OG0002868	ASTMX09292	SCHMD29124
OG0002869	ASTMX16665, ASTMX16669, ASTMX21589, ASTMX02041	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626
OG0002870	ASTMX01395	SCHMD16201, SCHMD23491
OG0002872	ASTMX04272	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673
OG0002876	ASTMX00547, ASTMX12943	SCHMD10099
OG0002881	ASTMX05222, ASTMX09228	SCHMD10893, SCHMD01364
OG0002882	ASTMX00741	SCHMD19989, SCHMD13837
OG0002884	ASTMX09433	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002885	ASTMX03303, ASTMX06907	SCHMD09734, SCHMD10047
OG0002888	ASTMX17659, ASTMX11387	SCHMD09489
OG0002889	ASTMX22104, ASTMX16163	SCHMD01004
OG0002891	ASTMX14161	SCHMD13844
OG0002892	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377	SCHMD14032
OG0002894	ASTMX03268, ASTMX12100	SCHMD25475
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	ASTMX19105, ASTMX09780, ASTMX08412	SCHMD17000
OG0002897	ASTMX10736	SCHMD13842
OG0002899	ASTMX06782, ASTMX18211	SCHMD08092
OG0002900	ASTMX09021, ASTMX09858	SCHMD25381
OG0002901	ASTMX10246	SCHMD19466
OG0002904	ASTMX13545	SCHMD11509
OG0002906	ASTMX02587, ASTMX00583	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	ASTMX10573, ASTMX09015	SCHMD11864, SCHMD21839
OG0002908	ASTMX15467	SCHMD03347
OG0002909	ASTMX17748, ASTMX08531	SCHMD13692
OG0002911	ASTMX07620, ASTMX09963	SCHMD08308
OG0002912	ASTMX03571	SCHMD11036
OG0002913	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002915	ASTMX10897, ASTMX15512	SCHMD09665
OG0002916	ASTMX02914, ASTMX10017, ASTMX10016	SCHMD27668, SCHMD21453, SCHMD23088
OG0002921	ASTMX17074	SCHMD09397
OG0002926	ASTMX12392, ASTMX07910	SCHMD25907, SCHMD13775, SCHMD16726
OG0002927	ASTMX14610	SCHMD02868
OG0002944	ASTMX13024, ASTMX18030, ASTMX12751	SCHMD08008
OG0002948	ASTMX09230	SCHMD06278, SCHMD06277
OG0002949	ASTMX10636	SCHMD00986
OG0002952	ASTMX11800, ASTMX03890	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002955	ASTMX04547, ASTMX22263	SCHMD15457, SCHMD12505
OG0002956	ASTMX02448, ASTMX06899, ASTMX18169	SCHMD03331
OG0002957	ASTMX16714	SCHMD14494, SCHMD11703
OG0002959	ASTMX16543	SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	ASTMX13796	SCHMD03221
OG0002961	ASTMX17170	SCHMD25347, SCHMD24832
OG0002962	ASTMX21110, ASTMX21109, ASTMX07712, ASTMX18086	SCHMD02732
OG0002964	ASTMX05000, ASTMX07844, ASTMX21735	SCHMD23539
OG0002966	ASTMX10395, ASTMX14585, ASTMX08283, ASTMX14584	SCHMD19835
OG0002967	ASTMX11866, ASTMX12804	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	ASTMX08777, ASTMX16814	SCHMD17924
OG0002969	ASTMX19487	SCHMD08827
OG0002973	ASTMX00766, ASTMX03063	SCHMD02061, SCHMD03023
OG0002974	ASTMX22896, ASTMX03538	SCHMD05224
OG0002975	ASTMX23071	SCHMD22681
OG0002976	ASTMX03356	SCHMD01019
OG0002976	ASTMX03355	SCHMD04973
OG0002977	ASTMX16248	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387	SCHMD21481, SCHMD17387
OG0002979	ASTMX11853	SCHMD00206
OG0002979	ASTMX19791	SCHMD00263
OG0002982	ASTMX12949	SCHMD01104
OG0002983	ASTMX22054, ASTMX06014	SCHMD18805
OG0002985	ASTMX14851, ASTMX21191	SCHMD03398, SCHMD14369
OG0002987	ASTMX04738	SCHMD01543
OG0002987	ASTMX16371	SCHMD13405
OG0002989	ASTMX06383, ASTMX00778	SCHMD09813, SCHMD01483
OG0002990	ASTMX05794, ASTMX20875, ASTMX07804	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	ASTMX02776	SCHMD22608, SCHMD20729
OG0002992	ASTMX13119, ASTMX04764	SCHMD05236
OG0002994	ASTMX18406, ASTMX06744, ASTMX13783	SCHMD00361
OG0002997	ASTMX22739	SCHMD16711
OG0002998	ASTMX08338, ASTMX01774, ASTMX17111	SCHMD04878
OG0003001	ASTMX00486	SCHMD16355, SCHMD17156
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	SCHMD18300, SCHMD21092
OG0003005	ASTMX04618, ASTMX04617	SCHMD05203
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	SCHMD08276, SCHMD27162
OG0003007	ASTMX14048, ASTMX15482	SCHMD03434
OG0003008	ASTMX11361, ASTMX06537, ASTMX11563	SCHMD18648, SCHMD23992
OG0003010	ASTMX07751	SCHMD10225
OG0003011	ASTMX11395, ASTMX14305, ASTMX19701	SCHMD06741
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773	SCHMD08169, SCHMD01210
OG0003012	ASTMX18602	SCHMD05862
OG0003013	ASTMX07867, ASTMX21547	SCHMD06284
OG0003014	ASTMX18669, ASTMX03277	SCHMD10015, SCHMD02414
OG0003016	ASTMX20183	SCHMD10023
OG0003016	ASTMX02288	SCHMD10022
OG0003017	ASTMX18161	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	ASTMX21902	SCHMD22688
OG0003022	ASTMX11483	SCHMD11673
OG0003023	ASTMX05867, ASTMX05966, ASTMX22290	SCHMD00132
OG0003024	ASTMX18655, ASTMX03805	SCHMD16962, SCHMD09220
OG0003025	ASTMX13447, ASTMX18869, ASTMX11744	SCHMD12824
OG0003026	ASTMX04873	SCHMD02853, SCHMD01047
OG0003027	ASTMX13439, ASTMX00386	SCHMD26555, SCHMD23346
OG0003028	ASTMX04249	SCHMD00803
OG0003029	ASTMX08718, ASTMX07235	SCHMD17380
OG0003030	ASTMX20050, ASTMX17904	SCHMD14026, SCHMD14334
OG0003031	ASTMX19116, ASTMX09602	SCHMD01560
OG0003033	ASTMX09542	SCHMD17975
OG0003034	ASTMX08258, ASTMX06085	SCHMD06420
OG0003036	ASTMX22808, ASTMX02382	SCHMD00743, SCHMD00746, SCHMD00745
OG0003038	ASTMX11869, ASTMX03732	SCHMD04323, SCHMD17801, SCHMD23638
OG0003039	ASTMX05987	SCHMD24951
OG0003043	ASTMX12456	SCHMD01921
OG0003044	ASTMX03506	SCHMD18036
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	SCHMD02191, SCHMD02192
OG0003048	ASTMX18595, ASTMX16216, ASTMX21980	SCHMD04259
OG0003049	ASTMX09040, ASTMX11555	SCHMD02944
OG0003050	ASTMX21807, ASTMX22136	SCHMD05940
OG0003052	ASTMX07304	SCHMD10563
OG0003054	ASTMX00110, ASTMX09568	SCHMD07639
OG0003054	ASTMX09569	SCHMD14205
OG0003055	ASTMX20532, ASTMX04937, ASTMX14054	SCHMD02492, SCHMD02453
OG0003056	ASTMX17403	SCHMD17116
OG0003056	ASTMX17406	SCHMD23280
OG0003060	ASTMX14156, ASTMX06493, ASTMX04925	SCHMD03911
OG0003061	ASTMX07611, ASTMX14401, ASTMX01235	SCHMD13185, SCHMD19875
OG0003063	ASTMX16164	SCHMD09452
OG0003065	ASTMX16223, ASTMX11526	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	ASTMX01076	SCHMD16401
OG0003067	ASTMX07627, ASTMX05938, ASTMX15668	SCHMD13476
OG0003072	ASTMX08543	SCHMD06897
OG0003072	ASTMX14570, ASTMX08544	SCHMD06901
OG0003072	ASTMX14572	SCHMD06900
OG0003073	ASTMX21813, ASTMX00976	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	ASTMX14062, ASTMX09834, ASTMX07438	SCHMD05044
OG0003077	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556	SCHMD16605, SCHMD02690
OG0003079	ASTMX08960, ASTMX02438	SCHMD21039, SCHMD16217
OG0003086	ASTMX20987, ASTMX02745	SCHMD08828
OG0003101	ASTMX19919, ASTMX06150, ASTMX01755	SCHMD08248
OG0003104	ASTMX09609	SCHMD28727
OG0003105	ASTMX00326	SCHMD11114
OG0003106	ASTMX06237	SCHMD02719, SCHMD29463
OG0003107	ASTMX02590, ASTMX16600	SCHMD24066, SCHMD27003
OG0003109	ASTMX18781	SCHMD11746
OG0003110	ASTMX00133	SCHMD04241
OG0003111	ASTMX07402, ASTMX11408	SCHMD13595
OG0003112	ASTMX02525	SCHMD20838
OG0003113	ASTMX13016, ASTMX07578	SCHMD11799
OG0003116	ASTMX07169, ASTMX03748	SCHMD08507
OG0003119	ASTMX06194, ASTMX21119	SCHMD29008, SCHMD21161
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	SCHMD12838, SCHMD29810, SCHMD26257
OG0003122	ASTMX08525	SCHMD20810, SCHMD20273
OG0003123	ASTMX07429, ASTMX06241	SCHMD12638
OG0003124	ASTMX03412	SCHMD00285, SCHMD25581
OG0003125	ASTMX13117	SCHMD07267
OG0003126	ASTMX14715	SCHMD01239
OG0003127	ASTMX04606	SCHMD11421
OG0003128	ASTMX20600	SCHMD19584
OG0003130	ASTMX09888	SCHMD04681
OG0003133	ASTMX10906	SCHMD01412
OG0003135	ASTMX04429	SCHMD19428, SCHMD16137
OG0003136	ASTMX13058, ASTMX01379, ASTMX19806	SCHMD12621, SCHMD24106, SCHMD11040
OG0003137	ASTMX00586	SCHMD07874
OG0003141	ASTMX09233, ASTMX11515, ASTMX10094	SCHMD00202
OG0003144	ASTMX13684, ASTMX08230	SCHMD02154
OG0003147	ASTMX16613	SCHMD17526
OG0003148	ASTMX14971	SCHMD04778
OG0003150	ASTMX11834, ASTMX21211	SCHMD20966
OG0003151	ASTMX11951, ASTMX21033, ASTMX05673	SCHMD12480, SCHMD14456
OG0003152	ASTMX11668, ASTMX10214	SCHMD15231, SCHMD19429
OG0003153	ASTMX21330	SCHMD06720, SCHMD06721
OG0003155	ASTMX13221	SCHMD26491
OG0003156	ASTMX18933	SCHMD09588
OG0003157	ASTMX06118	SCHMD06691
OG0003160	ASTMX02814, ASTMX16455	SCHMD15101, SCHMD28838
OG0003161	ASTMX13679, ASTMX15650	SCHMD03472
OG0003162	ASTMX10819, ASTMX13525, ASTMX19089	SCHMD16228, SCHMD15451
OG0003164	ASTMX01170, ASTMX15907	SCHMD01405
OG0003165	ASTMX03289, ASTMX04540	SCHMD04066
OG0003167	ASTMX04465, ASTMX17254, ASTMX05894	SCHMD26384, SCHMD25102, SCHMD24478
OG0003169	ASTMX07868	SCHMD10405
OG0003171	ASTMX22824	SCHMD06380
OG0003171	ASTMX03122, ASTMX03788	SCHMD06378
OG0003172	ASTMX12697	SCHMD01375
OG0003178	ASTMX16511, ASTMX15240	SCHMD14461
OG0003181	ASTMX18964, ASTMX11371	SCHMD00970
OG0003182	ASTMX01957, ASTMX21704	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003184	ASTMX22723	SCHMD28841, SCHMD26100
OG0003188	ASTMX12866	SCHMD17519
OG0003188	ASTMX05144, ASTMX18728, ASTMX06943	SCHMD17520
OG0003189	ASTMX03737	SCHMD02678
OG0003191	ASTMX00980, ASTMX19044	SCHMD03926
OG0003193	ASTMX04173, ASTMX07557	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003196	ASTMX13910	SCHMD11447
OG0003197	ASTMX08037	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003198	ASTMX14796	SCHMD14276
OG0003199	ASTMX17609	SCHMD20498, SCHMD26450
OG0003202	ASTMX10006	SCHMD03218, SCHMD21658
OG0003203	ASTMX04267, ASTMX15368	SCHMD02943, SCHMD25430
OG0003207	ASTMX00941, ASTMX16303	SCHMD06863, SCHMD04604
OG0003208	ASTMX11445	SCHMD02480
OG0003210	ASTMX10368, ASTMX08853, ASTMX06477	SCHMD23858, SCHMD23874
OG0003212	ASTMX13329, ASTMX01976	SCHMD20324, SCHMD18634
OG0003213	ASTMX03983	SCHMD10626, SCHMD25655
OG0003214	ASTMX08653	SCHMD18471
OG0003215	ASTMX04892	SCHMD06939
OG0003217	ASTMX02353, ASTMX14721	SCHMD03371, SCHMD00338
OG0003218	ASTMX15207	SCHMD20285
OG0003220	ASTMX21037, ASTMX05784	SCHMD14282
OG0003221	ASTMX04321, ASTMX04290	SCHMD16909, SCHMD22653
OG0003222	ASTMX08890, ASTMX02588, ASTMX06133	SCHMD08631
OG0003223	ASTMX06346, ASTMX06347	SCHMD08068
OG0003228	ASTMX10791, ASTMX02764	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	ASTMX17506, ASTMX12857	SCHMD00545
OG0003230	ASTMX13387	SCHMD09623
OG0003231	ASTMX02884	SCHMD04328
OG0003235	ASTMX16993	SCHMD15802
OG0003250	ASTMX10794, ASTMX06685	SCHMD02359
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	SCHMD10064, SCHMD14392
OG0003253	ASTMX03410, ASTMX20134, ASTMX07062	SCHMD08495
OG0003254	ASTMX04636, ASTMX03953	SCHMD01611
OG0003255	ASTMX12251	SCHMD16797
OG0003257	ASTMX14786, ASTMX22306, ASTMX04534	SCHMD14887, SCHMD01601
OG0003258	ASTMX11167	SCHMD22229, SCHMD24400
OG0003260	ASTMX03988, ASTMX10584	SCHMD03972
OG0003262	ASTMX09623, ASTMX05093, ASTMX09613	SCHMD19208
OG0003264	ASTMX12623, ASTMX02507, ASTMX17172	SCHMD03771
OG0003265	ASTMX13950, ASTMX02020	SCHMD14800
OG0003267	ASTMX16323, ASTMX07667	SCHMD03991
OG0003268	ASTMX13578	SCHMD03636
OG0003269	ASTMX07746, ASTMX16031	SCHMD04531
OG0003273	ASTMX03258	SCHMD06523
OG0003275	ASTMX20071, ASTMX00521	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	ASTMX08840, ASTMX22126	SCHMD27731, SCHMD11904
OG0003279	ASTMX11486, ASTMX04660	SCHMD08045
OG0003283	ASTMX16304	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	ASTMX00092	SCHMD07514, SCHMD15662
OG0003287	ASTMX06398, ASTMX14109	SCHMD14605
OG0003288	ASTMX01172	SCHMD09311, SCHMD11762
OG0003289	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831	SCHMD16616
OG0003291	ASTMX12200	SCHMD09949
OG0003293	ASTMX14284, ASTMX14283	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003296	ASTMX13206, ASTMX05984	SCHMD02838
OG0003297	ASTMX17343	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003299	ASTMX05504	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046
OG0003301	ASTMX10951	SCHMD13976, SCHMD15564
OG0003302	ASTMX03967, ASTMX14885	SCHMD01831
OG0003303	ASTMX21947, ASTMX20298	SCHMD01441
OG0003305	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350	SCHMD12414
OG0003306	ASTMX19066	SCHMD03757
OG0003308	ASTMX09050, ASTMX03179, ASTMX02901	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950
OG0003309	ASTMX02666, ASTMX18550, ASTMX01675, ASTMX00158	SCHMD01407
OG0003311	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152	SCHMD07066, SCHMD10347
OG0003312	ASTMX23023	SCHMD01858
OG0003315	ASTMX14597	SCHMD25575
OG0003318	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792	SCHMD12981
OG0003318	ASTMX15791	SCHMD18691
OG0003324	ASTMX00455	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	ASTMX13406, ASTMX06639	SCHMD09735
OG0003328	ASTMX10052	SCHMD28972
OG0003329	ASTMX03339, ASTMX07785	SCHMD18095, SCHMD22699
OG0003330	ASTMX05145	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003331	ASTMX08195	SCHMD19558, SCHMD09488
OG0003335	ASTMX10999	SCHMD19779
OG0003337	ASTMX09237	SCHMD01222
OG0003338	ASTMX15960	SCHMD07031
OG0003340	ASTMX20458, ASTMX04299	SCHMD08266
OG0003341	ASTMX13167	SCHMD00617
OG0003343	ASTMX05881	SCHMD22696
OG0003344	ASTMX13412	SCHMD12946, SCHMD01887
OG0003347	ASTMX17698, ASTMX05419	SCHMD05565, SCHMD05566
OG0003349	ASTMX06632, ASTMX06577	SCHMD04642, SCHMD00847
OG0003354	ASTMX21682	SCHMD00933
OG0003356	ASTMX19698, ASTMX21492	SCHMD07762
OG0003357	ASTMX00318	SCHMD05234
OG0003358	ASTMX15835	SCHMD00069
OG0003359	ASTMX08948	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548	SCHMD04932
OG0003361	ASTMX02459, ASTMX04442	SCHMD21246, SCHMD23595, SCHMD19820
OG0003366	ASTMX02786	SCHMD14890
OG0003370	ASTMX19055, ASTMX04318	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676
OG0003372	ASTMX17792, ASTMX22090	SCHMD20234
OG0003373	ASTMX10290	SCHMD21509, SCHMD21699
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	SCHMD04840
OG0003375	ASTMX13635	SCHMD08102
OG0003378	ASTMX07310, ASTMX10913, ASTMX18798	SCHMD07045
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	SCHMD05800
OG0003381	ASTMX16159, ASTMX08992	SCHMD19752
OG0003382	ASTMX06479, ASTMX06858	SCHMD05894
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	SCHMD08925
OG0003385	ASTMX15470	SCHMD09120
OG0003386	ASTMX15558, ASTMX05500	SCHMD08232
OG0003388	ASTMX07669, ASTMX03217, ASTMX03218	SCHMD09453, SCHMD01066, SCHMD01067
OG0003391	ASTMX02469	SCHMD15661, SCHMD24921, SCHMD27033
OG0003392	ASTMX17435, ASTMX20620	SCHMD20046
OG0003419	ASTMX09665, ASTMX22627	SCHMD02792
OG0003421	ASTMX03751	SCHMD25644, SCHMD14414
OG0003422	ASTMX16317	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	ASTMX10571	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	ASTMX04641	SCHMD11714
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	SCHMD03690
OG0003431	ASTMX02037	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	ASTMX16757	SCHMD05639, SCHMD06055
OG0003435	ASTMX08077, ASTMX01388	SCHMD22101, SCHMD18693
OG0003439	ASTMX00536, ASTMX08748	SCHMD00949
OG0003443	ASTMX12664, ASTMX04558	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	ASTMX02545, ASTMX01080, ASTMX02546, ASTMX01079	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003449	ASTMX14031	SCHMD06404
OG0003450	ASTMX21046	SCHMD01589
OG0003451	ASTMX00047, ASTMX22491	SCHMD08838
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	SCHMD10872, SCHMD17895
OG0003455	ASTMX03444, ASTMX03446, ASTMX03445, ASTMX03443	SCHMD27744, SCHMD09301
OG0003456	ASTMX21655, ASTMX18222, ASTMX04968	SCHMD08769
OG0003458	ASTMX10149	SCHMD20564
OG0003462	ASTMX22437	SCHMD28411
OG0003463	ASTMX08158, ASTMX19125, ASTMX17220	SCHMD00720, SCHMD00721
OG0003464	ASTMX07673	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	ASTMX08614	SCHMD04832
OG0003466	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980	SCHMD14345
OG0003467	ASTMX15385	SCHMD08398
OG0003468	ASTMX10974	SCHMD28745, SCHMD18984
OG0003473	ASTMX19152	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003474	ASTMX10806	SCHMD18226
OG0003475	ASTMX07930	SCHMD11005
OG0003476	ASTMX07144	SCHMD14696
OG0003477	ASTMX10944	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	ASTMX16545	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	ASTMX08377, ASTMX19369	SCHMD07504, SCHMD03144
OG0003483	ASTMX02494	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	ASTMX15170, ASTMX07095	SCHMD18619, SCHMD27864, SCHMD25667
OG0003486	ASTMX09925	SCHMD07957
