Orthogroup	ASTMX	SACKO_ok
OG0002813	ASTMX11456, ASTMX00842, ASTMX10895	SACKO_15396
OG0002814	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304	SACKO_31511
OG0002815	ASTMX14480, ASTMX01396, ASTMX12901	SACKO_30783
OG0002816	ASTMX18069, ASTMX13866	SACKO_00126
OG0002817	ASTMX08503, ASTMX11127	SACKO_32465
OG0002818	ASTMX06407, ASTMX16559	SACKO_26045
OG0002819	ASTMX07024, ASTMX02644, ASTMX00940, ASTMX04788	SACKO_07228
OG0002821	ASTMX02361, ASTMX03188	SACKO_07013
OG0002822	ASTMX04976, ASTMX12314, ASTMX01536	SACKO_10617
OG0002823	ASTMX15336	SACKO_22759
OG0002824	ASTMX12647, ASTMX13765, ASTMX06667	SACKO_27741, SACKO_03538
OG0002825	ASTMX17360	SACKO_23367, SACKO_20554
OG0002826	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255	SACKO_09112
OG0002828	ASTMX11283	SACKO_16788, SACKO_09297
OG0002829	ASTMX22349, ASTMX20452, ASTMX07701	SACKO_06729
OG0002830	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609	SACKO_17684
OG0002831	ASTMX07219	SACKO_11570
OG0002833	ASTMX17660, ASTMX15980	SACKO_15589
OG0002834	ASTMX09174, ASTMX14209, ASTMX13648	SACKO_08996
OG0002835	ASTMX07497, ASTMX15221	SACKO_15153
OG0002836	ASTMX16518, ASTMX08868	SACKO_17669
OG0002837	ASTMX06183, ASTMX02695, ASTMX11101	SACKO_14528
OG0002838	ASTMX07617, ASTMX19008	SACKO_21690
OG0002839	ASTMX10136	SACKO_29169
OG0002840	ASTMX03567, ASTMX10233	SACKO_28316
OG0002841	ASTMX20703	SACKO_08709, SACKO_08680
OG0002842	ASTMX15094, ASTMX12457	SACKO_27573
OG0002843	ASTMX23062, ASTMX16351	SACKO_05859
OG0002844	ASTMX09226, ASTMX16992	SACKO_23634
OG0002846	ASTMX08490	SACKO_20375
OG0002847	ASTMX13451	SACKO_19881
OG0002848	ASTMX12620	SACKO_10131
OG0002850	ASTMX15162	SACKO_14200
OG0002851	ASTMX03703, ASTMX14358, ASTMX04838	SACKO_18925
OG0002853	ASTMX06217, ASTMX18229	SACKO_26265
OG0002854	ASTMX20047	SACKO_00564
OG0002855	ASTMX16184	SACKO_05275
OG0002858	ASTMX20339, ASTMX17651	SACKO_16157, SACKO_32118
OG0002859	ASTMX17158	SACKO_17015
OG0002861	ASTMX20391	SACKO_30500, SACKO_13223
OG0002862	ASTMX17381, ASTMX08708, ASTMX20940, ASTMX11428	SACKO_03068
OG0002863	ASTMX23045	SACKO_00512
OG0002864	ASTMX20775, ASTMX17512	SACKO_28336, SACKO_19209
OG0002865	ASTMX09485	SACKO_30786
OG0002866	ASTMX20659, ASTMX21913	SACKO_19174
OG0002868	ASTMX09292	SACKO_04255
OG0002869	ASTMX16665, ASTMX16669, ASTMX21589, ASTMX02041	SACKO_06610, SACKO_06611
OG0002870	ASTMX01395	SACKO_04207
OG0002871	ASTMX00399	SACKO_07598, SACKO_23392
OG0002872	ASTMX04272	SACKO_30221
OG0002873	ASTMX03633	SACKO_09763
OG0002874	ASTMX19970, ASTMX02012, ASTMX22419	SACKO_30820
OG0002875	ASTMX13007	SACKO_27826
OG0002876	ASTMX00547, ASTMX12943	SACKO_11226
OG0002877	ASTMX02938	SACKO_09233, SACKO_22408
OG0002878	ASTMX21527, ASTMX20855	SACKO_29610, SACKO_29621
OG0002879	ASTMX09549, ASTMX04541	SACKO_33049
OG0002880	ASTMX12917, ASTMX10766	SACKO_12966
OG0002883	ASTMX12110	SACKO_28241
OG0002885	ASTMX17202	SACKO_11582
OG0002887	ASTMX07808	SACKO_03876
OG0002888	ASTMX17659, ASTMX11387	SACKO_13850
OG0002889	ASTMX22104, ASTMX16163	SACKO_25507
OG0002890	ASTMX13782, ASTMX17134, ASTMX11262, ASTMX06745	SACKO_30231
OG0002891	ASTMX14161	SACKO_25660
OG0002892	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377	SACKO_25315
OG0002894	ASTMX03268, ASTMX12100	SACKO_02334
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	SACKO_07081
OG0002896	ASTMX19105, ASTMX09780, ASTMX08412	SACKO_21159
OG0002897	ASTMX10736	SACKO_11527
OG0002898	ASTMX14754	SACKO_12347, SACKO_11652, SACKO_11662
OG0002899	ASTMX06782, ASTMX18211	SACKO_20293
OG0002900	ASTMX09021, ASTMX09858	SACKO_11843
OG0002901	ASTMX10246	SACKO_31339
OG0002902	ASTMX16032, ASTMX07744	SACKO_31560
OG0002903	ASTMX03762, ASTMX07417	SACKO_20856, SACKO_20816
OG0002904	ASTMX13545	SACKO_31225, SACKO_28610, SACKO_27844, SACKO_28611
OG0002905	ASTMX05245, ASTMX16672	SACKO_05520
OG0002906	ASTMX02587, ASTMX00583	SACKO_11930, SACKO_11931
OG0002907	ASTMX10573, ASTMX09015	SACKO_16536
OG0002908	ASTMX15467	SACKO_04538
OG0002909	ASTMX17748, ASTMX08531	SACKO_23664
OG0002910	ASTMX08537	SACKO_29263
OG0002911	ASTMX07620, ASTMX09963	SACKO_07058
OG0002912	ASTMX03571	SACKO_26709, SACKO_25820, SACKO_25821
OG0002913	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589	SACKO_06634
OG0002914	ASTMX02600	SACKO_00833
OG0002915	ASTMX10897, ASTMX15512	SACKO_04947
OG0002916	ASTMX02914, ASTMX10017, ASTMX10016	SACKO_29255
OG0002917	ASTMX06336	SACKO_26409
OG0002919	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354	SACKO_02462
OG0002921	ASTMX17074	SACKO_33268
OG0002922	ASTMX21382, ASTMX09964	SACKO_17100
OG0002923	ASTMX10905, ASTMX00895, ASTMX07470	SACKO_26728
OG0002924	ASTMX00258, ASTMX06225, ASTMX07771	SACKO_13053
OG0002925	ASTMX07510, ASTMX11462, ASTMX04330	SACKO_11448
OG0002926	ASTMX12392, ASTMX07910	SACKO_00854
OG0002927	ASTMX14610	SACKO_16689
OG0002931	ASTMX05179, ASTMX19787, ASTMX06382, ASTMX00773, ASTMX11137, ASTMX11138, ASTMX01372	SACKO_09069
OG0002934	ASTMX09564, ASTMX09563, ASTMX08782, ASTMX18531, ASTMX19080, ASTMX09560, ASTMX09562, ASTMX09561	SACKO_05341
OG0002944	ASTMX13024, ASTMX18030, ASTMX12751	SACKO_29103
OG0002945	ASTMX07832	SACKO_10023
OG0002946	ASTMX17933	SACKO_00383, SACKO_00387, SACKO_14445, SACKO_01940
OG0002946	ASTMX21861, ASTMX21826	SACKO_25372
OG0002947	ASTMX13918	SACKO_28885, SACKO_15400
OG0002948	ASTMX09230	SACKO_14209
OG0002949	ASTMX10636	SACKO_05711
OG0002950	ASTMX04987	SACKO_25017
OG0002952	ASTMX11800, ASTMX03890	SACKO_25112
OG0002953	ASTMX05287	SACKO_25506
OG0002954	ASTMX14496, ASTMX00341	SACKO_31927, SACKO_03834
OG0002955	ASTMX04547, ASTMX22263	SACKO_05650
OG0002956	ASTMX02448, ASTMX06899, ASTMX18169	SACKO_00857
OG0002957	ASTMX16714	SACKO_29770
OG0002959	ASTMX16543	SACKO_03836
OG0002960	ASTMX13796	SACKO_10276
OG0002961	ASTMX17170	SACKO_22229
OG0002962	ASTMX21109, ASTMX07712, ASTMX18086	SACKO_02237
OG0002964	ASTMX05000, ASTMX07844, ASTMX21735	SACKO_22385
OG0002965	ASTMX02526	SACKO_32335, SACKO_14337
OG0002966	ASTMX10395, ASTMX14585, ASTMX08283	SACKO_04692
OG0002967	ASTMX11866, ASTMX12804	SACKO_11046
OG0002968	ASTMX08777	SACKO_17591
OG0002968	ASTMX16814	SACKO_06975
OG0002969	ASTMX19487	SACKO_02667
OG0002971	ASTMX09060, ASTMX11460, ASTMX07494, ASTMX07508	SACKO_19758
OG0002973	ASTMX00766	SACKO_14102
OG0002974	ASTMX22896, ASTMX03538	SACKO_29031
OG0002975	ASTMX23071	SACKO_32400
OG0002975	ASTMX12284	SACKO_32354
OG0002976	ASTMX03355	SACKO_31461
OG0002977	ASTMX16248	SACKO_20192
OG0002978	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387	SACKO_17957
OG0002979	ASTMX19791	SACKO_20128
OG0002981	ASTMX17321	SACKO_26792
OG0002982	ASTMX12949	SACKO_13358
OG0002983	ASTMX02519, ASTMX22054, ASTMX06014	SACKO_27335
OG0002984	ASTMX09070	SACKO_19745
OG0002985	ASTMX14851, ASTMX21191	SACKO_30570
OG0002987	ASTMX04738	SACKO_24109
OG0002988	ASTMX20095, ASTMX05405, ASTMX15698	SACKO_28450
OG0002989	ASTMX06383, ASTMX00778	SACKO_23453
OG0002990	ASTMX05794, ASTMX20875, ASTMX07804	SACKO_28950
OG0002991	ASTMX02776	SACKO_16196
OG0002992	ASTMX13119, ASTMX04764	SACKO_30998
OG0002994	ASTMX06744, ASTMX13783	SACKO_15129
OG0002996	ASTMX02629, ASTMX03439, ASTMX14560	SACKO_16051
OG0002997	ASTMX10330	SACKO_03884
OG0002997	ASTMX22739	SACKO_17459
OG0002998	ASTMX08338, ASTMX01774, ASTMX17111	SACKO_08408
OG0003001	ASTMX15125	SACKO_02123
OG0003002	ASTMX14285, ASTMX17151, ASTMX12691	SACKO_24578
OG0003003	ASTMX07477, ASTMX08710, ASTMX03798	SACKO_12840
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	SACKO_15243, SACKO_08904
OG0003005	ASTMX04617	SACKO_09366
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	SACKO_09983
OG0003007	ASTMX14048, ASTMX15482	SACKO_23209
OG0003008	ASTMX11361, ASTMX06537, ASTMX11563	SACKO_14283
OG0003009	ASTMX06763, ASTMX08741, ASTMX16226	SACKO_23162
OG0003010	ASTMX07751	SACKO_04866, SACKO_33454
OG0003011	ASTMX11395, ASTMX14305, ASTMX19701	SACKO_09511
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773	SACKO_26048
OG0003013	ASTMX07867, ASTMX21547	SACKO_22831
OG0003014	ASTMX18669, ASTMX03277	SACKO_30554
OG0003016	ASTMX20183	SACKO_10325
OG0003016	ASTMX02288	SACKO_10324
OG0003017	ASTMX18161	SACKO_30528, SACKO_28070
OG0003018	ASTMX09335	SACKO_21884, SACKO_15715
OG0003019	ASTMX21902	SACKO_29411
OG0003021	ASTMX13837	SACKO_12395
OG0003022	ASTMX11483	SACKO_00432
OG0003023	ASTMX05867, ASTMX05966, ASTMX22290	SACKO_15718, SACKO_24498
OG0003024	ASTMX18655, ASTMX03805	SACKO_04764
OG0003025	ASTMX13447, ASTMX18869, ASTMX11744	SACKO_25265
OG0003026	ASTMX04873	SACKO_02570
OG0003027	ASTMX13439, ASTMX00386	SACKO_20718
OG0003028	ASTMX04249	SACKO_26969
OG0003029	ASTMX08718, ASTMX07235	SACKO_23336
OG0003030	ASTMX20050, ASTMX17904	SACKO_20385
OG0003031	ASTMX19116, ASTMX09602	SACKO_31229, SACKO_13025
OG0003032	ASTMX16368, ASTMX21897, ASTMX04514	SACKO_02283
OG0003033	ASTMX09542	SACKO_21096
OG0003034	ASTMX08258	SACKO_10723
OG0003035	ASTMX07906, ASTMX08632	SACKO_13056
OG0003036	ASTMX22808, ASTMX02382	SACKO_03961
OG0003037	ASTMX20407	SACKO_16276
OG0003038	ASTMX11869, ASTMX03732	SACKO_26887
OG0003040	ASTMX06981	SACKO_21624, SACKO_30839
OG0003041	ASTMX16824	SACKO_15164
OG0003042	ASTMX22431	SACKO_01751
OG0003043	ASTMX12456	SACKO_02021
OG0003044	ASTMX03506	SACKO_29708
OG0003045	ASTMX16805	SACKO_27785
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	SACKO_19289
OG0003048	ASTMX18595, ASTMX16216, ASTMX21980	SACKO_30401
OG0003049	ASTMX09040, ASTMX11555	SACKO_27605
OG0003050	ASTMX21807, ASTMX22136	SACKO_15528
OG0003051	ASTMX11688, ASTMX19222	SACKO_22120
OG0003052	ASTMX07304	SACKO_31888
OG0003053	ASTMX09045	SACKO_00124
OG0003054	ASTMX00110, ASTMX09568	SACKO_23775
OG0003055	ASTMX20532, ASTMX04937, ASTMX14054	SACKO_14713
OG0003057	ASTMX04350, ASTMX10250	SACKO_10359
OG0003058	ASTMX12378, ASTMX15897	SACKO_30857
OG0003059	ASTMX11573, ASTMX03262	SACKO_10958, SACKO_20443
OG0003060	ASTMX14156, ASTMX06493, ASTMX04925	SACKO_07187
OG0003061	ASTMX07611, ASTMX14401, ASTMX01235	SACKO_01288
OG0003063	ASTMX16164	SACKO_07757
OG0003064	ASTMX02348	SACKO_30917
OG0003065	ASTMX16223, ASTMX11526	SACKO_12532
OG0003066	ASTMX01076	SACKO_05874
OG0003067	ASTMX07627, ASTMX05938, ASTMX15668	SACKO_24076
OG0003069	ASTMX22072, ASTMX06820	SACKO_05072, SACKO_05082, SACKO_17846, SACKO_27101
OG0003071	ASTMX13310, ASTMX00018, ASTMX16577	SACKO_01947, SACKO_09087
OG0003072	ASTMX14570, ASTMX08544	SACKO_22003
OG0003073	ASTMX21813	SACKO_19888
OG0003073	ASTMX00976	SACKO_03463
OG0003074	ASTMX14062, ASTMX09834, ASTMX07438	SACKO_00277
OG0003075	ASTMX06177	SACKO_11591
OG0003077	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556	SACKO_28671
OG0003078	ASTMX01682, ASTMX01361	SACKO_33444
OG0003079	ASTMX08960, ASTMX02438	SACKO_01137
OG0003084	ASTMX17185, ASTMX09102	SACKO_01950
OG0003086	ASTMX20987, ASTMX02745	SACKO_22457, SACKO_23788
OG0003089	ASTMX09538, ASTMX09541, ASTMX17011, ASTMX00071, ASTMX00072	SACKO_18518, SACKO_14107, SACKO_20028
OG0003090	ASTMX07964, ASTMX09342, ASTMX11450, ASTMX00188, ASTMX22375	SACKO_08916, SACKO_31355, SACKO_12364, SACKO_16254, SACKO_05373
OG0003101	ASTMX19919, ASTMX06150, ASTMX01755	SACKO_20862
OG0003103	ASTMX12562	SACKO_09737
OG0003104	ASTMX09610, ASTMX11561	SACKO_11227
OG0003105	ASTMX00325	SACKO_04098
OG0003106	ASTMX06237	SACKO_29288
OG0003107	ASTMX02590, ASTMX16600	SACKO_16349
OG0003108	ASTMX05191	SACKO_22455, SACKO_26646
OG0003109	ASTMX18781	SACKO_13832
OG0003110	ASTMX00133	SACKO_26390
OG0003111	ASTMX07402, ASTMX11408	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371
OG0003112	ASTMX02525	SACKO_27668
OG0003114	ASTMX02715, ASTMX03943	SACKO_15238
OG0003115	ASTMX18170, ASTMX11011, ASTMX01881	SACKO_01855
OG0003116	ASTMX07169, ASTMX03748	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030
OG0003118	ASTMX17621, ASTMX15584, ASTMX10419	SACKO_04745
OG0003119	ASTMX06194, ASTMX21119	SACKO_13546
OG0003120	ASTMX15617, ASTMX15618	SACKO_22096, SACKO_22116
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	SACKO_16521
OG0003122	ASTMX08525	SACKO_03121
OG0003124	ASTMX03412	SACKO_04410
OG0003125	ASTMX13117	SACKO_29448
OG0003126	ASTMX14715	SACKO_18141
OG0003127	ASTMX04606	SACKO_04031
OG0003128	ASTMX20600	SACKO_04405
OG0003129	ASTMX07229	SACKO_08453
OG0003130	ASTMX09888	SACKO_29703
OG0003131	ASTMX13469	SACKO_18830
OG0003132	ASTMX04307	SACKO_33715
OG0003133	ASTMX10906	SACKO_25555
OG0003134	ASTMX04501	SACKO_16499, SACKO_07502
OG0003135	ASTMX04429	SACKO_03116
OG0003136	ASTMX13058, ASTMX01379, ASTMX19806	SACKO_03114
OG0003137	ASTMX00586	SACKO_15912
OG0003138	ASTMX06553	SACKO_22321
OG0003140	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723	SACKO_06695
OG0003141	ASTMX09233, ASTMX11515, ASTMX10094	SACKO_03614
OG0003142	ASTMX08629, ASTMX09849, ASTMX19194	SACKO_05126
OG0003144	ASTMX08230	SACKO_03680
OG0003145	ASTMX16469, ASTMX16882	SACKO_14415
OG0003146	ASTMX10808	SACKO_04352
OG0003147	ASTMX16613	SACKO_09203, SACKO_13733
OG0003148	ASTMX12896, ASTMX07507, ASTMX14971	SACKO_01512, SACKO_01504
OG0003149	ASTMX10129	SACKO_12102
OG0003150	ASTMX11834, ASTMX21211	SACKO_33473
OG0003151	ASTMX11951, ASTMX21033, ASTMX05673	SACKO_18699
OG0003152	ASTMX11668, ASTMX10214	SACKO_11895
OG0003153	ASTMX21330	SACKO_16378
OG0003154	ASTMX06476	SACKO_22446
OG0003155	ASTMX13221	SACKO_10655
OG0003156	ASTMX18933	SACKO_27553, SACKO_06021
OG0003157	ASTMX06118	SACKO_30627
OG0003158	ASTMX12999, ASTMX02638	SACKO_02553
OG0003159	ASTMX12859, ASTMX09033, ASTMX07619	SACKO_17748, SACKO_01588
OG0003160	ASTMX02814, ASTMX16455	SACKO_12466
OG0003161	ASTMX13679, ASTMX15650	SACKO_09109
OG0003162	ASTMX10819, ASTMX13525, ASTMX19089	SACKO_09082, SACKO_09115, SACKO_09128
OG0003163	ASTMX03994, ASTMX05123, ASTMX14593	SACKO_09039
OG0003164	ASTMX01170, ASTMX15907	SACKO_24629
OG0003165	ASTMX03289, ASTMX04540	SACKO_09454
OG0003167	ASTMX04465, ASTMX17254, ASTMX05894	SACKO_21224
OG0003169	ASTMX07868	SACKO_19319
OG0003171	ASTMX22824	SACKO_13185
OG0003171	ASTMX03122, ASTMX03788	SACKO_11574
OG0003172	ASTMX12697	SACKO_02203, SACKO_02691
OG0003173	ASTMX20601, ASTMX20314, ASTMX05950	SACKO_02198
OG0003174	ASTMX07988	SACKO_14589
OG0003175	ASTMX20854, ASTMX00657	SACKO_26238
OG0003176	ASTMX02580	SACKO_19057
OG0003177	ASTMX13896	SACKO_24963
OG0003178	ASTMX16511, ASTMX15240	SACKO_18493
OG0003179	ASTMX22089	SACKO_33031, SACKO_21707
OG0003180	ASTMX09365, ASTMX03476, ASTMX13448	SACKO_20193
OG0003181	ASTMX18964, ASTMX11371	SACKO_00391
OG0003182	ASTMX01957, ASTMX21704	SACKO_16383
OG0003183	ASTMX15472, ASTMX04269	SACKO_15802
OG0003184	ASTMX09649, ASTMX22723	SACKO_29685
OG0003185	ASTMX08990, ASTMX16307	SACKO_19190
OG0003186	ASTMX00310, ASTMX07295, ASTMX00060	SACKO_01675, SACKO_05027
OG0003187	ASTMX04939	SACKO_23198
OG0003188	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943	SACKO_32262
OG0003189	ASTMX03737	SACKO_10353
OG0003190	ASTMX21768	SACKO_23848
OG0003191	ASTMX00980, ASTMX19044	SACKO_03093
OG0003192	ASTMX20427, ASTMX05442	SACKO_13024
OG0003193	ASTMX04173, ASTMX07557	SACKO_21175
OG0003196	ASTMX13910	SACKO_13980, SACKO_08178
OG0003197	ASTMX08037	SACKO_29949
OG0003198	ASTMX14796	SACKO_09167
OG0003199	ASTMX13735, ASTMX17609	SACKO_33150
OG0003200	ASTMX02514	SACKO_21528
OG0003201	ASTMX21988	SACKO_03602
OG0003202	ASTMX10006	SACKO_17487
OG0003203	ASTMX04267, ASTMX15368	SACKO_00607, SACKO_00828
OG0003204	ASTMX16389, ASTMX01566	SACKO_31707
OG0003205	ASTMX07896, ASTMX13085, ASTMX06944	SACKO_12111
OG0003207	ASTMX00941, ASTMX16303	SACKO_07582
OG0003208	ASTMX16806	SACKO_17203
OG0003210	ASTMX10368, ASTMX08853, ASTMX06477	SACKO_27430
OG0003211	ASTMX19437, ASTMX01978	SACKO_07520
OG0003212	ASTMX13329, ASTMX01976	SACKO_00699
OG0003214	ASTMX08653	SACKO_02358
OG0003215	ASTMX04892	SACKO_14011
OG0003216	ASTMX04974, ASTMX01453, ASTMX01452, ASTMX19467, ASTMX06867	SACKO_05075, SACKO_33513
OG0003217	ASTMX02353, ASTMX14721	SACKO_20635
OG0003218	ASTMX15207	SACKO_33469
OG0003219	ASTMX01631	SACKO_24194
OG0003220	ASTMX21037, ASTMX05784	SACKO_26339, SACKO_03695
OG0003222	ASTMX08890, ASTMX02588, ASTMX06133	SACKO_26715
OG0003223	ASTMX06346, ASTMX06347	SACKO_26827
OG0003224	ASTMX07863, ASTMX13264, ASTMX05296	SACKO_07681
OG0003225	ASTMX10853, ASTMX22401	SACKO_07427
OG0003227	ASTMX00382	SACKO_30234
OG0003228	ASTMX10791, ASTMX02764	SACKO_07288
OG0003229	ASTMX17506, ASTMX12857	SACKO_02081
OG0003230	ASTMX13387	SACKO_19470
OG0003231	ASTMX02884	SACKO_07487
OG0003232	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695	SACKO_01247
OG0003234	ASTMX11623	SACKO_06768
OG0003235	ASTMX16993	SACKO_26089
OG0003236	ASTMX07772	SACKO_13088
OG0003236	ASTMX11384, ASTMX21608	SACKO_28630
OG0003239	ASTMX07187	SACKO_15782
OG0003240	ASTMX02082, ASTMX01039, ASTMX17067, ASTMX10438	SACKO_09100
OG0003250	ASTMX10794, ASTMX06685	SACKO_00843
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	SACKO_32082
OG0003252	ASTMX03281, ASTMX01275	SACKO_18053
OG0003253	ASTMX03410, ASTMX20134, ASTMX07062	SACKO_23089
OG0003254	ASTMX04636, ASTMX03953	SACKO_11378
OG0003255	ASTMX12251	SACKO_02946
OG0003258	ASTMX11167	SACKO_14130
OG0003259	ASTMX15657	SACKO_01956
OG0003261	ASTMX19028	SACKO_25373
OG0003262	ASTMX09623, ASTMX05093, ASTMX09613	SACKO_00711
OG0003263	ASTMX06871	SACKO_24493
OG0003265	ASTMX13950, ASTMX02020	SACKO_09798
OG0003266	ASTMX02992	SACKO_05971, SACKO_26552, SACKO_12236
OG0003267	ASTMX07667	SACKO_32336
OG0003268	ASTMX13578	SACKO_05287
OG0003269	ASTMX07746, ASTMX16031	SACKO_28019
OG0003270	ASTMX00434, ASTMX01987	SACKO_25439
OG0003271	ASTMX05159	SACKO_12071
OG0003272	ASTMX16097, ASTMX17574	SACKO_12753
OG0003273	ASTMX03258	SACKO_11959
OG0003275	ASTMX20071, ASTMX00521	SACKO_30780, SACKO_30771
OG0003276	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283	SACKO_32351
OG0003277	ASTMX08840, ASTMX22126	SACKO_01244
OG0003278	ASTMX13373	SACKO_03134
OG0003279	ASTMX11486, ASTMX04660	SACKO_30116
OG0003280	ASTMX15864	SACKO_10441
OG0003282	ASTMX09305, ASTMX07991	SACKO_27155
OG0003283	ASTMX16304	SACKO_28354, SACKO_30822
OG0003284	ASTMX00092	SACKO_30896
OG0003287	ASTMX06398, ASTMX14109	SACKO_28184
OG0003288	ASTMX01172	SACKO_10698
OG0003289	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831	SACKO_01897
OG0003293	ASTMX14284, ASTMX14283	SACKO_06484, SACKO_23226
OG0003294	ASTMX12473	SACKO_17331
OG0003295	ASTMX10432, ASTMX03897	SACKO_10530
OG0003296	ASTMX13206, ASTMX05984	SACKO_04472
OG0003298	ASTMX04625	SACKO_14529
OG0003299	ASTMX05504	SACKO_29252
OG0003301	ASTMX11883, ASTMX14970, ASTMX10951	SACKO_27778
OG0003302	ASTMX03967, ASTMX14885	SACKO_17873
OG0003303	ASTMX20298	SACKO_11752
OG0003304	ASTMX01812	SACKO_33198
OG0003305	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350	SACKO_20237
OG0003306	ASTMX19066	SACKO_02846
OG0003307	ASTMX14758, ASTMX14757, ASTMX04729	SACKO_00155
OG0003308	ASTMX09050, ASTMX03179, ASTMX02901	SACKO_03501
OG0003311	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152	SACKO_05588
OG0003314	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732	SACKO_02370
OG0003315	ASTMX16859	SACKO_11264
OG0003316	ASTMX20320	SACKO_26650
OG0003317	ASTMX17437	SACKO_05670
OG0003318	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791	SACKO_23709
OG0003319	ASTMX04815, ASTMX06693, ASTMX17160	SACKO_26946
OG0003320	ASTMX17270	SACKO_10308, SACKO_31257
OG0003321	ASTMX15850, ASTMX14606	SACKO_30235
OG0003323	ASTMX20658	SACKO_13406
OG0003325	ASTMX13406, ASTMX06639	SACKO_05232
OG0003326	ASTMX09687, ASTMX20074	SACKO_25613
OG0003327	ASTMX10363, ASTMX06502	SACKO_29807, SACKO_16114
OG0003329	ASTMX03339, ASTMX07785	SACKO_09850, SACKO_03764
OG0003330	ASTMX05145	SACKO_32249
OG0003331	ASTMX04420, ASTMX08193	SACKO_03264
OG0003332	ASTMX15129, ASTMX08712, ASTMX05756	SACKO_23821, SACKO_23810, SACKO_23819
OG0003333	ASTMX03589, ASTMX04374	SACKO_30489
OG0003335	ASTMX10999	SACKO_15302
OG0003336	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727	SACKO_22803, SACKO_22795
OG0003337	ASTMX09237, ASTMX09238	SACKO_14865
OG0003338	ASTMX15960	SACKO_27567
OG0003340	ASTMX20458, ASTMX04299	SACKO_04037
OG0003341	ASTMX13167	SACKO_02784, SACKO_02780
OG0003343	ASTMX05881	SACKO_29714
OG0003344	ASTMX13412	SACKO_26970
OG0003346	ASTMX22669	SACKO_09097
OG0003347	ASTMX17698, ASTMX05419	SACKO_04192
OG0003348	ASTMX17460, ASTMX00165	SACKO_18275
OG0003349	ASTMX06632, ASTMX06577	SACKO_20573
OG0003350	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134	SACKO_26402, SACKO_27781
OG0003352	ASTMX07532, ASTMX10406, ASTMX00833	SACKO_16000
OG0003353	ASTMX08541	SACKO_27934
OG0003354	ASTMX21682	SACKO_00210
OG0003355	ASTMX18176, ASTMX06654	SACKO_21459
OG0003356	ASTMX19698, ASTMX21492	SACKO_19562
OG0003357	ASTMX00318	SACKO_12468
OG0003358	ASTMX15835	SACKO_23618
OG0003359	ASTMX08948	SACKO_15411
OG0003360	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548	SACKO_11966
OG0003361	ASTMX02459, ASTMX04442	SACKO_19401
OG0003364	ASTMX06273, ASTMX21297	SACKO_11623
OG0003366	ASTMX02786	SACKO_31581
OG0003367	ASTMX22230, ASTMX02176	SACKO_32690, SACKO_10006, SACKO_09981
OG0003368	ASTMX18958, ASTMX00275	SACKO_17847
OG0003369	ASTMX11987, ASTMX05839	SACKO_17735
OG0003370	ASTMX19055, ASTMX04318	SACKO_33714
OG0003372	ASTMX17792, ASTMX22090	SACKO_30945
OG0003373	ASTMX10290	SACKO_09624
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	SACKO_32930
OG0003375	ASTMX13635	SACKO_08748
OG0003376	ASTMX16960	SACKO_10287
OG0003377	ASTMX18938	SACKO_23381
OG0003379	ASTMX06835, ASTMX12551	SACKO_33311, SACKO_33295
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	SACKO_05451
OG0003381	ASTMX16159, ASTMX08992	SACKO_04584
OG0003382	ASTMX06479, ASTMX06858	SACKO_12662
OG0003383	ASTMX04487, ASTMX21389	SACKO_08095
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	SACKO_24086
OG0003385	ASTMX15470	SACKO_11016
