Orthogroup	ASTMX	YEAST
OG0002097	ASTMX09200, ASTMX06450, ASTMX12192, ASTMX07933	YEAST02697
OG0002103	ASTMX03950, ASTMX04643	YEAST05974
OG0002106	ASTMX03785, ASTMX08724	YEAST03654
OG0002108	ASTMX07612, ASTMX01236	YEAST03715
OG0002123	ASTMX07485, ASTMX11736, ASTMX06688	YEAST03709
OG0002125	ASTMX04029, ASTMX02181	YEAST05183
OG0002131	ASTMX11268, ASTMX11269, ASTMX11344	YEAST04275
OG0002137	ASTMX02787, ASTMX18215	YEAST04320
OG0002138	ASTMX02006	YEAST02406
OG0002144	ASTMX17084, ASTMX17508, ASTMX19379	YEAST02673
OG0002146	ASTMX03073, ASTMX07185	YEAST04333, YEAST00109, YEAST03088, YEAST04454
OG0002147	ASTMX06786, ASTMX15556, ASTMX15557, ASTMX18212	YEAST04532, YEAST01219
OG0002148	ASTMX15638, ASTMX01497	YEAST02060
OG0002152	ASTMX16305, ASTMX07269, ASTMX15710	YEAST05624
OG0002160	ASTMX06371	YEAST03960
OG0002165	ASTMX00308, ASTMX00309	YEAST04504
OG0002168	ASTMX12023, ASTMX02930	YEAST00516
OG0002169	ASTMX05633, ASTMX10425	YEAST02258
OG0002175	ASTMX16015, ASTMX13462, ASTMX08875	YEAST04956
OG0002184	ASTMX12387, ASTMX21486, ASTMX13143, ASTMX22891	YEAST00242
OG0002185	ASTMX18245, ASTMX18246	YEAST05212
OG0002188	ASTMX17006	YEAST04638, YEAST03913
OG0002189	ASTMX16380	YEAST02882, YEAST04447
OG0002213	ASTMX03206	YEAST01241, YEAST05495
OG0002216	ASTMX19790	YEAST06040
OG0002217	ASTMX14103	YEAST06033
OG0002222	ASTMX13836, ASTMX08751	YEAST03240
OG0002224	ASTMX06613, ASTMX14452, ASTMX05934	YEAST01574
OG0002225	ASTMX13928, ASTMX11814	YEAST04939
OG0002226	ASTMX18469, ASTMX14158, ASTMX20902	YEAST00948
OG0002228	ASTMX19431, ASTMX07841, ASTMX09065	YEAST04154, YEAST05632
OG0002233	ASTMX05462	YEAST00277
OG0002239	ASTMX09078	YEAST03509
OG0002239	ASTMX07073, ASTMX12092	YEAST01621
OG0002241	ASTMX06900, ASTMX17127	YEAST02005
OG0002243	ASTMX03972, ASTMX17560	YEAST04599, YEAST03601, YEAST04600
OG0002244	ASTMX18150	YEAST02768
OG0002252	ASTMX21582, ASTMX03620	YEAST00826
OG0002261	ASTMX04970, ASTMX16399, ASTMX04971	YEAST00472
OG0002264	ASTMX08822, ASTMX05769	YEAST01705
OG0002279	ASTMX12963, ASTMX16291	YEAST05800
OG0002282	ASTMX08568, ASTMX14313, ASTMX15818	YEAST00881
OG0002288	ASTMX11634, ASTMX21727	YEAST01591, YEAST05154
OG0002292	ASTMX22948	YEAST00152
OG0002297	ASTMX00496	YEAST01217
OG0002312	ASTMX12587, ASTMX21965, ASTMX04630, ASTMX21964	YEAST06295
OG0002316	ASTMX00832, ASTMX02882	YEAST01805
OG0002318	ASTMX22370	YEAST02923
OG0002319	ASTMX00007, ASTMX18446, ASTMX06513	YEAST00329
OG0002321	ASTMX21752	YEAST02461
OG0002326	ASTMX13675, ASTMX11144, ASTMX08928	YEAST00310, YEAST02699
OG0002327	ASTMX06358, ASTMX08394, ASTMX02108	YEAST00346, YEAST06217
OG0002331	ASTMX11774, ASTMX13590, ASTMX22577	YEAST01653
OG0002332	ASTMX06962, ASTMX17558, ASTMX09977	YEAST01606, YEAST05184, YEAST00285
OG0002341	ASTMX12201	YEAST03640, YEAST04562
OG0002344	ASTMX05861, ASTMX13295, ASTMX16011, ASTMX21984	YEAST02312, YEAST02019
OG0002346	ASTMX14427, ASTMX21524	YEAST02012
OG0002348	ASTMX08116, ASTMX03720	YEAST01845
OG0002355	ASTMX01148, ASTMX08242, ASTMX20849	YEAST00016
OG0002356	ASTMX07148, ASTMX07355	YEAST00259
OG0002361	ASTMX04855	YEAST01027
OG0002367	ASTMX02846, ASTMX18373	YEAST01179
OG0002369	ASTMX12274	YEAST03766
OG0002374	ASTMX21311, ASTMX18359, ASTMX00512	YEAST02010, YEAST00133
OG0002377	ASTMX16584	YEAST05000
OG0002385	ASTMX19888, ASTMX21398, ASTMX19889, ASTMX07728, ASTMX18962, ASTMX11375, ASTMX18961	YEAST03974
OG0002406	ASTMX20656	YEAST05509
OG0002407	ASTMX12131, ASTMX20210	YEAST00012
OG0002409	ASTMX07143, ASTMX19595, ASTMX16991, ASTMX09222	YEAST02027
OG0002411	ASTMX14297, ASTMX15378	YEAST05950, YEAST02407
OG0002412	ASTMX02195	YEAST06171
OG0002413	ASTMX20536	YEAST01196
OG0002415	ASTMX07615	YEAST01271
OG0002421	ASTMX15153, ASTMX14700	YEAST02982
OG0002422	ASTMX04519	YEAST05026
OG0002426	ASTMX11681, ASTMX21194, ASTMX19607	YEAST00184
OG0002441	ASTMX09326, ASTMX10255	YEAST00068, YEAST02278, YEAST05821
OG0002442	ASTMX11614, ASTMX03388	YEAST05932
OG0002443	ASTMX15790, ASTMX15145	YEAST04906
OG0002446	ASTMX21226	YEAST04254
OG0002448	ASTMX07637	YEAST00626
OG0002450	ASTMX06804, ASTMX09847, ASTMX03358	YEAST04575
OG0002453	ASTMX06099	YEAST00512
OG0002476	ASTMX06243	YEAST05799
OG0002486	ASTMX18070, ASTMX15061	YEAST01433
OG0002492	ASTMX11151	YEAST01624
OG0002494	ASTMX05312	YEAST02402
OG0002495	ASTMX00658	YEAST02772
OG0002497	ASTMX10180, ASTMX20439	YEAST02747
OG0002500	ASTMX22152	YEAST05648
OG0002505	ASTMX07686	YEAST02959
OG0002510	ASTMX08039	YEAST04753
OG0002516	ASTMX03483, ASTMX12357	YEAST00066
OG0002518	ASTMX00752	YEAST02890
OG0002520	ASTMX04728, ASTMX19586	YEAST05256
OG0002523	ASTMX14276, ASTMX12607, ASTMX01778	YEAST06234
OG0002527	ASTMX20817, ASTMX03116, ASTMX14442, ASTMX15761	YEAST01639
OG0002528	ASTMX18959, ASTMX00274	YEAST00372
OG0002530	ASTMX13631, ASTMX03600, ASTMX02168	YEAST05530, YEAST03790
OG0002532	ASTMX21406	YEAST03235
OG0002533	ASTMX04394, ASTMX13039, ASTMX05099	YEAST04525
OG0002543	ASTMX07787	YEAST00527
OG0002557	ASTMX10062, ASTMX08730, ASTMX10061, ASTMX01948	YEAST06243
OG0002561	ASTMX05589	YEAST04438, YEAST02106
OG0002562	ASTMX14920, ASTMX03986	YEAST03992
OG0002564	ASTMX16398, ASTMX04969	YEAST02186
OG0002565	ASTMX04798, ASTMX12769	YEAST04224, YEAST02499
OG0002570	ASTMX17442	YEAST00592
OG0002574	ASTMX01572, ASTMX08092	YEAST05657
OG0002594	ASTMX18794, ASTMX10058	YEAST06174
OG0002598	ASTMX05485, ASTMX06467, ASTMX21419	YEAST04621, YEAST03577
OG0002605	ASTMX03103, ASTMX22634, ASTMX15597	YEAST06332
OG0002608	ASTMX00356, ASTMX19264	YEAST03716, YEAST02846
OG0002609	ASTMX21088, ASTMX06939, ASTMX12865	YEAST01355
OG0002610	ASTMX14985, ASTMX10225, ASTMX12835	YEAST01078, YEAST03973
OG0002612	ASTMX08359	YEAST03508
OG0002617	ASTMX09319	YEAST00866
OG0002618	ASTMX04981	YEAST06247
OG0002621	ASTMX04243	YEAST05551
OG0002629	ASTMX13284, ASTMX07247, ASTMX21519	YEAST05919
OG0002630	ASTMX03861	YEAST05202
OG0002632	ASTMX02161, ASTMX22937	YEAST02755
OG0002633	ASTMX01695, ASTMX01694, ASTMX04611	YEAST04206
OG0002636	ASTMX11502, ASTMX09064	YEAST01664, YEAST06215
OG0002643	ASTMX21893	YEAST01938
OG0002644	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303	YEAST00724
OG0002645	ASTMX04781	YEAST01436
OG0002646	ASTMX12608, ASTMX08291	YEAST01946
OG0002651	ASTMX08506	YEAST02247, YEAST02868
OG0002652	ASTMX01699	YEAST04937
OG0002656	ASTMX19898, ASTMX08662	YEAST05701
OG0002659	ASTMX18454	YEAST06290
OG0002666	ASTMX03616	YEAST02507
OG0002668	ASTMX20371	YEAST02324
OG0002677	ASTMX14169	YEAST05210
OG0002681	ASTMX03003, ASTMX02328, ASTMX17073, ASTMX04461	YEAST04585
OG0002683	ASTMX11605, ASTMX08909, ASTMX14049	YEAST03676
OG0002705	ASTMX02915, ASTMX10018	YEAST00553
OG0002713	ASTMX02985	YEAST00413, YEAST06057
OG0002715	ASTMX00765, ASTMX00764	YEAST01174, YEAST04131
OG0002717	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859	YEAST02430
OG0002718	ASTMX05708	YEAST03380, YEAST03502
OG0002720	ASTMX21032	YEAST01914
OG0002722	ASTMX08478	YEAST04059
OG0002726	ASTMX18855, ASTMX10071, ASTMX01554	YEAST02958
OG0002729	ASTMX09796	YEAST01155
OG0002739	ASTMX12477	YEAST01877
OG0002740	ASTMX06589, ASTMX06588, ASTMX00890	YEAST01658
OG0002742	ASTMX03216, ASTMX07668, ASTMX17307	YEAST03713
OG0002743	ASTMX05411	YEAST01824, YEAST03362
OG0002745	ASTMX14166, ASTMX21096	YEAST04244
OG0002746	ASTMX14540	YEAST04902, YEAST05332
OG0002747	ASTMX08727, ASTMX04072	YEAST05617
OG0002749	ASTMX22060, ASTMX11896, ASTMX21829	YEAST02810
OG0002750	ASTMX04080, ASTMX04079	YEAST04952
OG0002752	ASTMX06175	YEAST03686
OG0002753	ASTMX00975, ASTMX15886	YEAST03742
OG0002754	ASTMX19457, ASTMX07407	YEAST03620
OG0002756	ASTMX05519	YEAST04058
OG0002758	ASTMX12158, ASTMX11719, ASTMX19020	YEAST04409
OG0002760	ASTMX14383, ASTMX00411, ASTMX00410	YEAST01927
OG0002761	ASTMX17257	YEAST03261
OG0002763	ASTMX01463	YEAST00260
OG0002764	ASTMX04804, ASTMX15857, ASTMX12772	YEAST00423
OG0002765	ASTMX06827, ASTMX05311, ASTMX01712	YEAST01667, YEAST05523
OG0002766	ASTMX12280	YEAST05357
OG0002767	ASTMX11219, ASTMX01625	YEAST04591
OG0002771	ASTMX05826, ASTMX08109	YEAST02043
OG0002772	ASTMX03981	YEAST03384
OG0002773	ASTMX08591	YEAST03677
OG0002774	ASTMX03990, ASTMX14302, ASTMX18349	YEAST03575
OG0002775	ASTMX12270, ASTMX12267, ASTMX17052	YEAST03021
OG0002781	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089	YEAST05450
OG0002782	ASTMX02326, ASTMX10461, ASTMX13170, ASTMX05823	YEAST02121
OG0002785	ASTMX02888, ASTMX12391	YEAST06106, YEAST01228
OG0002788	ASTMX02137	YEAST02578, YEAST01232
OG0002793	ASTMX05593	YEAST01371
OG0002799	ASTMX09633, ASTMX07335	YEAST01461
OG0002817	ASTMX08503, ASTMX11127	YEAST01189, YEAST04922
OG0002824	ASTMX12647, ASTMX13765, ASTMX06667	YEAST02137
OG0002826	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255	YEAST00174
OG0002827	ASTMX12910	YEAST05976
OG0002828	ASTMX11283	YEAST00227, YEAST00963
OG0002831	ASTMX07219	YEAST03282
OG0002835	ASTMX07497, ASTMX15221	YEAST02656
OG0002837	ASTMX06183, ASTMX02695, ASTMX11101	YEAST01987, YEAST00157
OG0002839	ASTMX10136	YEAST03148
OG0002843	ASTMX23062, ASTMX16351	YEAST04737
OG0002844	ASTMX09226, ASTMX16992	YEAST05563
OG0002847	ASTMX13450, ASTMX13451	YEAST02294
OG0002851	ASTMX04839, ASTMX03703, ASTMX14358, ASTMX04838	YEAST04951
OG0002855	ASTMX16184	YEAST00137
OG0002860	ASTMX03636	YEAST02712
OG0002866	ASTMX20659, ASTMX21913, ASTMX21912	YEAST01136
OG0002876	ASTMX00547, ASTMX12943	YEAST02348
OG0002877	ASTMX02938	YEAST04537
OG0002883	ASTMX12110	YEAST03027
OG0002891	ASTMX14161	YEAST03205
OG0002893	ASTMX04172	YEAST03653
OG0002894	ASTMX03268, ASTMX12100	YEAST00906
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	YEAST01471, YEAST05353, YEAST05456
OG0002897	ASTMX10736	YEAST06308
OG0002899	ASTMX06782, ASTMX18211	YEAST00283
OG0002900	ASTMX09021, ASTMX09858	YEAST05306
OG0002907	ASTMX10573, ASTMX09015	YEAST02061
OG0002910	ASTMX08537	YEAST00223
OG0002915	ASTMX10897, ASTMX15512	YEAST02264
OG0002917	ASTMX06336	YEAST03703
OG0002921	ASTMX17074	YEAST06254
OG0002922	ASTMX21382, ASTMX09964	YEAST01261
OG0002947	ASTMX13918	YEAST00232
OG0002948	ASTMX09230	YEAST03584
OG0002949	ASTMX10636	YEAST00419, YEAST06063
OG0002952	ASTMX11800, ASTMX03890	YEAST05257
OG0002953	ASTMX05287	YEAST03034
OG0002957	ASTMX16714	YEAST03253
OG0002960	ASTMX13796	YEAST05502
OG0002965	ASTMX02526	YEAST03804
OG0002966	ASTMX10395, ASTMX14585, ASTMX08283, ASTMX14584	YEAST06059
OG0002968	ASTMX08777, ASTMX16814	YEAST00199
OG0002969	ASTMX19487	YEAST00655
OG0002982	ASTMX12949	YEAST02471
OG0002984	ASTMX09070	YEAST00961, YEAST01144
OG0002985	ASTMX14851, ASTMX21191	YEAST02147
OG0002987	ASTMX04738, ASTMX16371	YEAST02970, YEAST00081, YEAST02488
OG0002991	ASTMX02776	YEAST03345, YEAST01842
OG0002997	ASTMX10330, ASTMX22739	YEAST02374
OG0003001	ASTMX15125, ASTMX00486	YEAST01497
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	YEAST02183
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	YEAST00899
OG0003010	ASTMX07751	YEAST03035
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773, ASTMX18602	YEAST04512
OG0003016	ASTMX20183, ASTMX02288	YEAST04810
OG0003017	ASTMX20936, ASTMX18161	YEAST02213
OG0003018	ASTMX09335	YEAST01635, YEAST01949
OG0003027	ASTMX13439, ASTMX00386	YEAST05498
OG0003028	ASTMX04249	YEAST05822
OG0003029	ASTMX08718, ASTMX07235	YEAST04523
OG0003033	ASTMX09542	YEAST02457, YEAST02640
OG0003039	ASTMX18267, ASTMX03350, ASTMX05986, ASTMX05987	YEAST00055
OG0003043	ASTMX12456	YEAST02551
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	YEAST01632
OG0003054	ASTMX00110, ASTMX09568, ASTMX09569	YEAST04909, YEAST05341
OG0003056	ASTMX17403, ASTMX17405, ASTMX17404, ASTMX17406	YEAST02257
OG0003059	ASTMX11573, ASTMX03262	YEAST02832, YEAST03675
OG0003063	ASTMX16164	YEAST00204
OG0003066	ASTMX01076	YEAST00969
OG0003067	ASTMX19827	YEAST01070
OG0003067	ASTMX07627, ASTMX05938, ASTMX15668	YEAST03159
OG0003072	ASTMX08543, ASTMX14570, ASTMX08544, ASTMX14572	YEAST05076
OG0003073	ASTMX21813, ASTMX00976	YEAST00167
OG0003079	ASTMX08960, ASTMX02438	YEAST01019
OG0003101	ASTMX19919, ASTMX06150, ASTMX01755	YEAST01357
OG0003104	ASTMX09610, ASTMX11561, ASTMX09609	YEAST00861
OG0003105	ASTMX00325, ASTMX00326	YEAST04282
OG0003106	ASTMX06237	YEAST03619
OG0003107	ASTMX02590, ASTMX16600	YEAST00029
OG0003108	ASTMX05191	YEAST00796
OG0003110	ASTMX00133	YEAST02197
OG0003114	ASTMX02715, ASTMX03943	YEAST00453, YEAST02426
OG0003119	ASTMX06194, ASTMX21119	YEAST00778
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	YEAST03190
OG0003126	ASTMX14715	YEAST00300
OG0003131	ASTMX13469	YEAST04435, YEAST04350
OG0003135	ASTMX04429	YEAST02069
OG0003138	ASTMX06553	YEAST01790, YEAST00784
OG0003145	ASTMX16469, ASTMX16882	YEAST06012
OG0003147	ASTMX16613	YEAST03729
OG0003151	ASTMX11951, ASTMX21033, ASTMX05673	YEAST03910
OG0003153	ASTMX21330	YEAST05438
OG0003154	ASTMX06476	YEAST00694
OG0003157	ASTMX06118	YEAST01203
OG0003164	ASTMX01170, ASTMX15907	YEAST05549, YEAST04492
OG0003169	ASTMX07868	YEAST04410
OG0003172	ASTMX12697	YEAST06030
OG0003174	ASTMX07988	YEAST06178
OG0003178	ASTMX16511, ASTMX15240	YEAST05823
OG0003179	ASTMX22089	YEAST00905
OG0003182	ASTMX01957, ASTMX21704	YEAST05565
OG0003189	ASTMX03737	YEAST00820
OG0003190	ASTMX21768	YEAST02550
OG0003191	ASTMX00980, ASTMX19044	YEAST01068
OG0003193	ASTMX04173, ASTMX07557	YEAST02494
OG0003197	ASTMX08037	YEAST06274
OG0003199	ASTMX13735, ASTMX17609	YEAST04961
OG0003207	ASTMX00941, ASTMX16303	YEAST04056
OG0003212	ASTMX13329, ASTMX01976	YEAST05531
OG0003214	ASTMX08653	YEAST03701
OG0003215	ASTMX04892, ASTMX22130	YEAST04373
OG0003218	ASTMX15207	YEAST04068
OG0003219	ASTMX01631	YEAST01656
OG0003220	ASTMX21037, ASTMX05784	YEAST03417, YEAST00186
OG0003221	ASTMX04321, ASTMX04290	YEAST05064
OG0003223	ASTMX06346, ASTMX06347	YEAST04472
OG0003228	ASTMX10791, ASTMX02764	YEAST06187
OG0003230	ASTMX13387	YEAST05487
OG0003234	ASTMX11623	YEAST00760
OG0003235	ASTMX16993	YEAST06282
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	YEAST05338, YEAST04904
OG0003254	ASTMX04636, ASTMX03953	YEAST03911
OG0003257	ASTMX14786, ASTMX22306, ASTMX04534	YEAST02741
OG0003263	ASTMX06871	YEAST05333
OG0003264	ASTMX12623, ASTMX02507, ASTMX17172	YEAST03398
OG0003266	ASTMX22854, ASTMX02992	YEAST05585
OG0003267	ASTMX16323, ASTMX07667	YEAST02516
OG0003270	ASTMX00434, ASTMX01987	YEAST01372, YEAST05351, YEAST01476
OG0003277	ASTMX08840, ASTMX22126	YEAST03706
OG0003283	ASTMX16304	YEAST02779
OG0003284	ASTMX00092	YEAST02184
OG0003287	ASTMX06398, ASTMX14109	YEAST00166
OG0003288	ASTMX01172	YEAST05062
OG0003290	ASTMX03173	YEAST06325
OG0003293	ASTMX14284, ASTMX14283	YEAST04930
OG0003295	ASTMX10432, ASTMX03897, ASTMX15654	YEAST06127
OG0003301	ASTMX11883, ASTMX14970, ASTMX10951	YEAST03267
OG0003302	ASTMX03967, ASTMX14885	YEAST04633
OG0003303	ASTMX21947, ASTMX20298	YEAST05878
OG0003304	ASTMX01812	YEAST01018
OG0003316	ASTMX20320	YEAST04887
OG0003317	ASTMX17437	YEAST03051
OG0003318	ASTMX15794, ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791	YEAST02158
OG0003332	ASTMX15129, ASTMX08712, ASTMX05756	YEAST02945, YEAST00447
OG0003335	ASTMX10999	YEAST01260
OG0003340	ASTMX20458, ASTMX04299	YEAST04972
OG0003341	ASTMX13167	YEAST00990
OG0003343	ASTMX05881	YEAST04356, YEAST06258
OG0003344	ASTMX13412	YEAST04764
OG0003348	ASTMX17460, ASTMX00165	YEAST02844
OG0003349	ASTMX06632, ASTMX06577	YEAST00235, YEAST04798
OG0003356	ASTMX19698, ASTMX21492	YEAST02937
OG0003357	ASTMX00318	YEAST04240, YEAST02522
OG0003364	ASTMX06273, ASTMX21297	YEAST00730
OG0003366	ASTMX02786	YEAST05276, YEAST03075
OG0003373	ASTMX10290	YEAST03755
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	YEAST03627
OG0003375	ASTMX13635	YEAST03722
OG0003377	ASTMX18938	YEAST03340
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	YEAST00529
OG0003381	ASTMX16157, ASTMX16159, ASTMX08992, ASTMX16158	YEAST03447, YEAST01380
OG0003382	ASTMX06479, ASTMX06858	YEAST01627
OG0003386	ASTMX15558, ASTMX05500	YEAST02725
OG0003425	ASTMX10571	YEAST05084
OG0003426	ASTMX04641	YEAST05251
OG0003428	ASTMX17578	YEAST04550, YEAST01154
OG0003429	ASTMX01780	YEAST05921
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	YEAST04732
OG0003434	ASTMX16757	YEAST02689
OG0003435	ASTMX08077, ASTMX01388	YEAST05483
OG0003441	ASTMX13951	YEAST05981
OG0003443	ASTMX12664, ASTMX04558	YEAST06032
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	YEAST04088
OG0003458	ASTMX10149	YEAST00169
OG0003461	ASTMX15709	YEAST05752, YEAST04759
OG0003463	ASTMX08158, ASTMX19125, ASTMX17220	YEAST02371
OG0003464	ASTMX07673	YEAST05120
OG0003465	ASTMX08614	YEAST02874
OG0003467	ASTMX15385	YEAST01278
OG0003477	ASTMX10944	YEAST03665
OG0003483	ASTMX02494	YEAST06074
OG0003487	ASTMX11535	YEAST03066
OG0003491	ASTMX11829, ASTMX07278	YEAST03514
OG0003493	ASTMX11757	YEAST01076
OG0003497	ASTMX09325, ASTMX12800	YEAST00758
OG0003498	ASTMX01620	YEAST05680
OG0003500	ASTMX12903, ASTMX13670	YEAST03303, YEAST02683
OG0003501	ASTMX02416	YEAST01421
OG0003502	ASTMX09364	YEAST02519
OG0003503	ASTMX22842, ASTMX17335	YEAST00400
OG0003505	ASTMX01106	YEAST00697
OG0003509	ASTMX20219	YEAST02850
OG0003515	ASTMX14872, ASTMX08241	YEAST00923
OG0003518	ASTMX08720	YEAST04809
OG0003523	ASTMX06451, ASTMX09203	YEAST05393
OG0003531	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691	YEAST00465
OG0003532	ASTMX09797	YEAST05810
OG0003539	ASTMX01615	YEAST03774
OG0003541	ASTMX02571	YEAST01314
OG0003543	ASTMX22680, ASTMX13907	YEAST01290
OG0003544	ASTMX05764, ASTMX12377	YEAST00251
OG0003550	ASTMX12018, ASTMX00483, ASTMX08669	YEAST06166
OG0003551	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936	YEAST01826
OG0003552	ASTMX04006	YEAST04163
OG0003556	ASTMX21299, ASTMX01752, ASTMX13732	YEAST05216
OG0003560	ASTMX20729	YEAST02357, YEAST05925
OG0003561	ASTMX09905, ASTMX06185	YEAST06100
OG0003562	ASTMX19362, ASTMX04310, ASTMX15769	YEAST00960
OG0003565	ASTMX17264	YEAST03392
OG0003567	ASTMX03625	YEAST04838
OG0003568	ASTMX14445	YEAST04328
OG0003570	ASTMX18041	YEAST03562, YEAST04635
OG0003571	ASTMX18396, ASTMX02624	YEAST05553
OG0003573	ASTMX17087	YEAST00597
OG0003578	ASTMX15744	YEAST05031
OG0003579	ASTMX18857, ASTMX05928, ASTMX10482	YEAST05446
OG0003582	ASTMX22172, ASTMX05373	YEAST03174
OG0003598	ASTMX04073, ASTMX02389	YEAST00803
OG0003599	ASTMX16957	YEAST04133
OG0003603	ASTMX20998	YEAST03529
OG0003610	ASTMX10810	YEAST02573
OG0003611	ASTMX14877	YEAST01054
OG0003612	ASTMX21729	YEAST00808
OG0003613	ASTMX04050, ASTMX18610	YEAST02366
OG0003615	ASTMX17840, ASTMX02926, ASTMX03022	YEAST01638
OG0003617	ASTMX16719	YEAST01843, YEAST04802, YEAST04398
OG0003618	ASTMX06136	YEAST00747
OG0003619	ASTMX04527	YEAST04756
OG0003624	ASTMX19218, ASTMX20395, ASTMX20396	YEAST00147
OG0003630	ASTMX04467	YEAST04845
OG0003632	ASTMX05268, ASTMX13688, ASTMX16659	YEAST02125
OG0003638	ASTMX08095, ASTMX09482	YEAST00956
OG0003641	ASTMX06736, ASTMX00519	YEAST04061, YEAST01158
OG0003643	ASTMX06419	YEAST03144
OG0003644	ASTMX11204, ASTMX22672	YEAST01545
OG0003645	ASTMX20711, ASTMX17672	YEAST05809, YEAST05493
OG0003646	ASTMX07094	YEAST02349
OG0003647	ASTMX03340, ASTMX07786	YEAST04352, YEAST04433
OG0003649	ASTMX04920	YEAST00203
OG0003650	ASTMX05339	YEAST00737, YEAST04997
OG0003659	ASTMX22182, ASTMX21660, ASTMX21661	YEAST00140
OG0003661	ASTMX01047, ASTMX01048	YEAST02758
OG0003664	ASTMX21611, ASTMX22165, ASTMX22164	YEAST03791
OG0003668	ASTMX06218	YEAST06168
OG0003669	ASTMX15273	YEAST02813
OG0003672	ASTMX07690	YEAST03137
OG0003676	ASTMX13350, ASTMX16755	YEAST03110
OG0003678	ASTMX03163, ASTMX18968	YEAST02330
OG0003679	ASTMX00166, ASTMX14038	YEAST03223
OG0003682	ASTMX07505, ASTMX12895	YEAST00571
OG0003687	ASTMX17726, ASTMX07873	YEAST02527, YEAST04246
OG0003688	ASTMX13333	YEAST01333, YEAST05362, YEAST00376
OG0003689	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697	YEAST04232
OG0003690	ASTMX10980, ASTMX10978	YEAST01162
OG0003692	ASTMX10000, ASTMX15655	YEAST00692
OG0003693	ASTMX14396, ASTMX02107	YEAST05304
OG0003694	ASTMX09722	YEAST01453
OG0003696	ASTMX00614	YEAST05704
OG0003697	ASTMX21853, ASTMX06569	YEAST04962
OG0003698	ASTMX02803, ASTMX17268	YEAST03764, YEAST03185
OG0003703	ASTMX18566, ASTMX17499	YEAST00683
OG0003710	ASTMX20149, ASTMX06151	YEAST02077
OG0003712	ASTMX14325, ASTMX20985	YEAST02114
OG0003713	ASTMX03846, ASTMX03111	YEAST01549, YEAST03807
OG0003716	ASTMX07172	YEAST02390
OG0003718	ASTMX05446	YEAST05772
OG0003719	ASTMX21101	YEAST06338
OG0003721	ASTMX04642, ASTMX08484, ASTMX22043	YEAST04960
OG0003724	ASTMX05688	YEAST02365, YEAST06120
OG0003729	ASTMX05387, ASTMX05386	YEAST01543
OG0003731	ASTMX18880	YEAST04486
OG0003733	ASTMX05574	YEAST03492
OG0003734	ASTMX11186	YEAST02809, YEAST03842
OG0003735	ASTMX02980	YEAST06115
OG0003738	ASTMX11368, ASTMX05001, ASTMX11367	YEAST05605
OG0003740	ASTMX16206	YEAST01029
OG0003741	ASTMX19783	YEAST01379
OG0003743	ASTMX18803	YEAST06008, YEAST05688
OG0003744	ASTMX08863, ASTMX05359	YEAST01207
OG0003749	ASTMX08310, ASTMX01524	YEAST04441
OG0003750	ASTMX18029	YEAST00149
OG0003756	ASTMX13569, ASTMX10898	YEAST01878
OG0003758	ASTMX20436, ASTMX20437	YEAST06133
OG0003759	ASTMX21302, ASTMX08728, ASTMX08729	YEAST03315
OG0003766	ASTMX00690	YEAST03336
OG0003767	ASTMX00865	YEAST01933, YEAST01650
OG0003769	ASTMX09113, ASTMX09112	YEAST01999
OG0003770	ASTMX04346	YEAST01234, YEAST03860
OG0003778	ASTMX10296, ASTMX01093	YEAST05796
OG0003779	ASTMX20791	YEAST04431
OG0003806	ASTMX21196	YEAST02367
OG0003807	ASTMX03640	YEAST04265, YEAST03128
OG0003808	ASTMX12243	YEAST01201
OG0003811	ASTMX11112	YEAST00417
OG0003812	ASTMX22843, ASTMX06055	YEAST00287
OG0003813	ASTMX06952, ASTMX11991	YEAST00254
OG0003818	ASTMX08224	YEAST04318
OG0003824	ASTMX15652	YEAST01468
OG0003828	ASTMX09777	YEAST02448
OG0003829	ASTMX16879	YEAST02032, YEAST01031
OG0003831	ASTMX01621	YEAST03010, YEAST05137, YEAST02344
OG0003834	ASTMX13103, ASTMX02832, ASTMX21677	YEAST06322
OG0003837	ASTMX22200	YEAST02586
OG0003838	ASTMX07568, ASTMX14008	YEAST03413
OG0003839	ASTMX03107	YEAST01736
OG0003844	ASTMX18569	YEAST06054
