Orthogroup	ASTMX	HELIO_ok
OG0003469	ASTMX12242, ASTMX12240, ASTMX12241	HELIO_09305
OG0003470	ASTMX20804	HELIO_08926
OG0003471	ASTMX01577	HELIO_08909
OG0003472	ASTMX00009	HELIO_03492
OG0003473	ASTMX07041, ASTMX19152	HELIO_10680
OG0003474	ASTMX15389, ASTMX12244	HELIO_09641
OG0003475	ASTMX07930	HELIO_09101, HELIO_09102
OG0003476	ASTMX07144	HELIO_03292
OG0003477	ASTMX10944	HELIO_08724
OG0003478	ASTMX16545	HELIO_07187
OG0003479	ASTMX08377, ASTMX19369	HELIO_04296
OG0003480	ASTMX18358, ASTMX00514	HELIO_09170
OG0003481	ASTMX12699	HELIO_01052
OG0003482	ASTMX06291, ASTMX01090, ASTMX09004	HELIO_11806
OG0003483	ASTMX02494	HELIO_09297
OG0003485	ASTMX12594	HELIO_01317, HELIO_05627
OG0003487	ASTMX11535	HELIO_01481
OG0003488	ASTMX06137	HELIO_03650
OG0003489	ASTMX11315	HELIO_11702
OG0003490	ASTMX12967	HELIO_09531
OG0003491	ASTMX11829, ASTMX07278	HELIO_12169
OG0003492	ASTMX15658, ASTMX07661	HELIO_04826
OG0003493	ASTMX11757	HELIO_09058
OG0003495	ASTMX06696, ASTMX17728, ASTMX15254	HELIO_09765
OG0003497	ASTMX09325, ASTMX12800	HELIO_01513
OG0003498	ASTMX01620	HELIO_09734
OG0003499	ASTMX00373	HELIO_04566, HELIO_04195
OG0003500	ASTMX12903, ASTMX13670	HELIO_10237
OG0003501	ASTMX02416	HELIO_00872
OG0003502	ASTMX09364	HELIO_11773
OG0003503	ASTMX17335	HELIO_07145
OG0003505	ASTMX01106	HELIO_03524
OG0003506	ASTMX03887, ASTMX17187, ASTMX15908	HELIO_08087
OG0003507	ASTMX03126, ASTMX03987, ASTMX02892	HELIO_09678
OG0003508	ASTMX08692	HELIO_02722
OG0003509	ASTMX20219	HELIO_11968
OG0003510	ASTMX17133	HELIO_01752
OG0003510	ASTMX06743, ASTMX00853, ASTMX18796	HELIO_01753
OG0003511	ASTMX12073	HELIO_09304
OG0003512	ASTMX05092, ASTMX09614	HELIO_03822
OG0003513	ASTMX12957, ASTMX10424, ASTMX18403	HELIO_06774
OG0003514	ASTMX08380, ASTMX19372, ASTMX08342	HELIO_08202
OG0003515	ASTMX14872, ASTMX08241	HELIO_01150
OG0003516	ASTMX03270	HELIO_02977
OG0003517	ASTMX02229, ASTMX22733, ASTMX21231	HELIO_00750
OG0003518	ASTMX08720	HELIO_01357
OG0003519	ASTMX21057	HELIO_05466
OG0003520	ASTMX10981	HELIO_02766, HELIO_06238, HELIO_06922
OG0003521	ASTMX05860	HELIO_05214
OG0003522	ASTMX09932, ASTMX01391	HELIO_08738
OG0003523	ASTMX06451, ASTMX09203	HELIO_02927
OG0003524	ASTMX00697	HELIO_04962, HELIO_06954, HELIO_06651
OG0003525	ASTMX03127, ASTMX20265	HELIO_08996, HELIO_04858
OG0003526	ASTMX04890, ASTMX21723, ASTMX08073	HELIO_09793
OG0003527	ASTMX09189	HELIO_03465
OG0003528	ASTMX09805	HELIO_06120
OG0003529	ASTMX16745, ASTMX14098	HELIO_09756
OG0003530	ASTMX05440, ASTMX20430	HELIO_11962
OG0003531	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691	HELIO_05168
OG0003532	ASTMX09797	HELIO_02994
OG0003533	ASTMX14253	HELIO_04997
OG0003534	ASTMX08453, ASTMX01684, ASTMX08487	HELIO_09244
OG0003535	ASTMX17766, ASTMX10435, ASTMX12077	HELIO_02930
OG0003536	ASTMX04814, ASTMX07581	HELIO_03615
OG0003537	ASTMX10030	HELIO_05338
OG0003538	ASTMX21966, ASTMX20518	HELIO_07947
OG0003539	ASTMX01615	HELIO_06853
OG0003541	ASTMX02571	HELIO_02897
OG0003543	ASTMX13907	HELIO_01891
OG0003544	ASTMX05764, ASTMX12377	HELIO_03400
OG0003545	ASTMX22856, ASTMX03639, ASTMX14841	HELIO_05328
OG0003546	ASTMX03306, ASTMX06923, ASTMX13133	HELIO_08740
OG0003547	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359	HELIO_11264
OG0003548	ASTMX10078, ASTMX20604	HELIO_03258
OG0003549	ASTMX09904, ASTMX16803	HELIO_01543
OG0003550	ASTMX12018, ASTMX00483, ASTMX08669	HELIO_10135
OG0003551	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936	HELIO_11131
OG0003552	ASTMX04006	HELIO_01828
OG0003554	ASTMX10001, ASTMX12094	HELIO_04654
OG0003555	ASTMX06580	HELIO_03076
OG0003556	ASTMX21299, ASTMX01752, ASTMX13732	HELIO_04836, HELIO_07224
OG0003558	ASTMX07075, ASTMX08200, ASTMX02922	HELIO_09026
OG0003560	ASTMX20729	HELIO_02403
OG0003561	ASTMX09905, ASTMX06185	HELIO_03510
OG0003562	ASTMX19362, ASTMX04310, ASTMX15769	HELIO_07501
OG0003563	ASTMX07743	HELIO_02254
OG0003564	ASTMX16336, ASTMX09764, ASTMX04739	HELIO_08585
OG0003565	ASTMX17264	HELIO_07480
OG0003566	ASTMX09006, ASTMX21630	HELIO_03423
OG0003567	ASTMX03625	HELIO_02904
OG0003568	ASTMX14445	HELIO_09743, HELIO_09744
OG0003569	ASTMX02172, ASTMX13272, ASTMX09249	HELIO_07355
OG0003570	ASTMX18041	HELIO_06559
OG0003571	ASTMX18396, ASTMX02624	HELIO_02351
OG0003572	ASTMX20122, ASTMX06072, ASTMX07500, ASTMX04640, ASTMX01355	HELIO_00742
OG0003573	ASTMX17087	HELIO_09111
OG0003576	ASTMX19656, ASTMX13857	HELIO_12690
OG0003577	ASTMX14615	HELIO_10105
OG0003578	ASTMX15744	HELIO_08279, HELIO_08278
OG0003579	ASTMX18857, ASTMX05928, ASTMX10482	HELIO_05944
OG0003581	ASTMX08220	HELIO_09020
OG0003582	ASTMX22172, ASTMX05373	HELIO_04947
OG0003597	ASTMX03573	HELIO_02664
OG0003598	ASTMX04073	HELIO_10451
OG0003600	ASTMX00592	HELIO_08008
OG0003601	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480	HELIO_07255
OG0003604	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337	HELIO_00754
OG0003608	ASTMX02819	HELIO_09737
OG0003610	ASTMX10810	HELIO_12163
OG0003611	ASTMX14877	HELIO_01894
OG0003613	ASTMX04050, ASTMX18610	HELIO_01893
OG0003615	ASTMX17840, ASTMX02926, ASTMX03022	HELIO_01584
OG0003617	ASTMX16719	HELIO_03494
OG0003619	ASTMX04527	HELIO_07057
OG0003620	ASTMX19184	HELIO_09212
OG0003621	ASTMX03711	HELIO_07026
OG0003622	ASTMX03803, ASTMX18660	HELIO_11126
OG0003626	ASTMX14928	HELIO_07783
OG0003627	ASTMX02831, ASTMX03012	HELIO_01019
OG0003628	ASTMX20167, ASTMX05199	HELIO_05594
OG0003629	ASTMX11708	HELIO_07219
OG0003630	ASTMX04467	HELIO_01750
OG0003631	ASTMX03889	HELIO_10254
OG0003633	ASTMX18125	HELIO_08998, HELIO_07996
OG0003635	ASTMX01147	HELIO_08551
OG0003636	ASTMX14519	HELIO_11667
OG0003638	ASTMX08095, ASTMX09482	HELIO_00190
OG0003639	ASTMX13998	HELIO_03103
OG0003640	ASTMX07846, ASTMX10421	HELIO_10891
OG0003641	ASTMX06736, ASTMX00519	HELIO_07553
OG0003642	ASTMX13241, ASTMX14005	HELIO_02432
OG0003644	ASTMX11204, ASTMX22672	HELIO_02002
OG0003645	ASTMX17672	HELIO_02632
OG0003646	ASTMX07094	HELIO_10542
OG0003647	ASTMX03340, ASTMX07786	HELIO_08435
OG0003648	ASTMX04819	HELIO_08542
OG0003649	ASTMX04920	HELIO_09186
OG0003650	ASTMX05339	HELIO_02717, HELIO_11983, HELIO_06323
OG0003651	ASTMX06708, ASTMX15249	HELIO_01012
OG0003652	ASTMX06086, ASTMX01201	HELIO_05306
OG0003653	ASTMX09844, ASTMX03565, ASTMX07032	HELIO_00722
OG0003654	ASTMX18752, ASTMX06146	HELIO_11410
OG0003655	ASTMX09913, ASTMX17372	HELIO_12535
OG0003656	ASTMX22041, ASTMX06864	HELIO_01092
OG0003657	ASTMX05415, ASTMX12030	HELIO_09755
OG0003658	ASTMX01908, ASTMX21818, ASTMX20155	HELIO_10115
OG0003659	ASTMX22182, ASTMX21660, ASTMX21661	HELIO_01564
OG0003660	ASTMX02749, ASTMX13404	HELIO_06666
OG0003661	ASTMX01047	HELIO_00776
OG0003662	ASTMX08499, ASTMX07814, ASTMX12079	HELIO_12127
OG0003663	ASTMX03968, ASTMX09648, ASTMX02779, ASTMX14887	HELIO_00775
OG0003664	ASTMX21611, ASTMX22165	HELIO_10185
OG0003665	ASTMX19841	HELIO_10497, HELIO_07311
OG0003668	ASTMX06218	HELIO_12712
OG0003669	ASTMX15273	HELIO_09100
OG0003671	ASTMX16457, ASTMX06659, ASTMX15213	HELIO_01352
OG0003672	ASTMX07690	HELIO_03464
OG0003675	ASTMX07427	HELIO_07191
OG0003676	ASTMX16755	HELIO_07728
OG0003677	ASTMX08647, ASTMX19744, ASTMX10207	HELIO_12600
OG0003678	ASTMX03163, ASTMX18968	HELIO_06802
OG0003679	ASTMX00166, ASTMX14038	HELIO_01849
OG0003680	ASTMX05302, ASTMX19340	HELIO_06689
OG0003681	ASTMX16563, ASTMX18250, ASTMX18137	HELIO_01500
OG0003682	ASTMX07505, ASTMX12895	HELIO_01433
OG0003683	ASTMX21452	HELIO_01924
OG0003684	ASTMX08680	HELIO_08776
OG0003685	ASTMX07097	HELIO_09044
OG0003686	ASTMX06254	HELIO_08163
OG0003687	ASTMX17726, ASTMX07873	HELIO_06361
OG0003688	ASTMX13333	HELIO_05020
OG0003689	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697	HELIO_02422
OG0003690	ASTMX10980, ASTMX10978	HELIO_12684
OG0003691	ASTMX15904	HELIO_02530, HELIO_02531, HELIO_04964
OG0003692	ASTMX10000, ASTMX15655	HELIO_09987
OG0003693	ASTMX14396, ASTMX02107	HELIO_12474
OG0003694	ASTMX09722	HELIO_05422
OG0003695	ASTMX03315, ASTMX17201, ASTMX12439	HELIO_02593
OG0003696	ASTMX00614	HELIO_11257
OG0003697	ASTMX06569	HELIO_12071
OG0003698	ASTMX02803, ASTMX17268	HELIO_09605
OG0003700	ASTMX19240, ASTMX07852	HELIO_11457
OG0003701	ASTMX12710	HELIO_05490, HELIO_11557
OG0003702	ASTMX02772, ASTMX05806	HELIO_12767
OG0003703	ASTMX18566, ASTMX17499	HELIO_02888
OG0003705	ASTMX08013	HELIO_09455
OG0003706	ASTMX00898, ASTMX13803	HELIO_11708
OG0003707	ASTMX04909	HELIO_10348
OG0003709	ASTMX17645, ASTMX07210	HELIO_00709, HELIO_04113
OG0003710	ASTMX20149, ASTMX06151	HELIO_06500
OG0003711	ASTMX03560	HELIO_12137
OG0003712	ASTMX14325, ASTMX20985	HELIO_03886, HELIO_08547
OG0003713	ASTMX03846, ASTMX03111	HELIO_10395
OG0003716	ASTMX07172	HELIO_05664, HELIO_06645
OG0003717	ASTMX04289, ASTMX13919	HELIO_05515
OG0003719	ASTMX21101	HELIO_06363
OG0003720	ASTMX03119, ASTMX19301	HELIO_08336
OG0003721	ASTMX22043	HELIO_10032, HELIO_03702
OG0003722	ASTMX06501, ASTMX11182	HELIO_03347
OG0003724	ASTMX05688	HELIO_10508
OG0003725	ASTMX14050, ASTMX18830	HELIO_02882
OG0003727	ASTMX08742, ASTMX06766	HELIO_02912
OG0003728	ASTMX20243	HELIO_02348
OG0003729	ASTMX05387	HELIO_11354
OG0003731	ASTMX18880	HELIO_04511, HELIO_05539
OG0003733	ASTMX05574	HELIO_03136
OG0003734	ASTMX11186	HELIO_06093
OG0003735	ASTMX02980	HELIO_01294
OG0003736	ASTMX06261	HELIO_03063
OG0003737	ASTMX03311, ASTMX02075	HELIO_10888
OG0003738	ASTMX11368, ASTMX05001, ASTMX11367	HELIO_10176
OG0003739	ASTMX15585	HELIO_08892
OG0003740	ASTMX16206	HELIO_05574
OG0003742	ASTMX13806, ASTMX00905	HELIO_08883
OG0003743	ASTMX18803	HELIO_02787
OG0003744	ASTMX08863, ASTMX05359	HELIO_04674
OG0003746	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875	HELIO_00144
OG0003747	ASTMX18158	HELIO_06022
OG0003749	ASTMX08310, ASTMX01524	HELIO_02988
OG0003750	ASTMX18029	HELIO_02076
OG0003751	ASTMX04007	HELIO_08716
OG0003752	ASTMX00327, ASTMX00468	HELIO_08739
OG0003753	ASTMX14862	HELIO_02945
OG0003754	ASTMX02185, ASTMX21230	HELIO_09263
OG0003755	ASTMX22559, ASTMX14368	HELIO_08454
OG0003757	ASTMX09893	HELIO_08330
OG0003758	ASTMX20436, ASTMX20437	HELIO_04986
OG0003759	ASTMX21302, ASTMX08728, ASTMX08729	HELIO_08276
OG0003760	ASTMX21160, ASTMX20023	HELIO_10329
OG0003761	ASTMX13246, ASTMX10082	HELIO_09527
OG0003762	ASTMX18780, ASTMX07713, ASTMX18085	HELIO_00794
OG0003763	ASTMX20292, ASTMX20453	HELIO_02371, HELIO_07298
OG0003764	ASTMX16449	HELIO_10540
OG0003767	ASTMX00865	HELIO_03825
OG0003768	ASTMX03041	HELIO_12290, HELIO_05875, HELIO_09493
OG0003769	ASTMX09112	HELIO_09666
OG0003770	ASTMX04346	HELIO_06598
OG0003771	ASTMX20761, ASTMX17664	HELIO_09996
OG0003772	ASTMX02565	HELIO_11304
OG0003773	ASTMX19481, ASTMX13827	HELIO_11994
OG0003776	ASTMX07290, ASTMX16427, ASTMX19488	HELIO_02001
OG0003777	ASTMX15587, ASTMX19161, ASTMX01444, ASTMX00836, ASTMX16256	HELIO_01826
OG0003778	ASTMX10296, ASTMX01093	HELIO_12734
OG0003779	ASTMX20791	HELIO_09039
OG0003780	ASTMX11152, ASTMX07003, ASTMX04115, ASTMX05433, ASTMX16713	HELIO_05552
OG0003794	ASTMX22594, ASTMX13595, ASTMX15133, ASTMX07244, ASTMX00269	HELIO_01699
OG0003795	ASTMX22459, ASTMX04043	HELIO_00713
OG0003798	ASTMX00649, ASTMX05334	HELIO_10316
OG0003803	ASTMX15080, ASTMX04008	HELIO_02425
OG0003806	ASTMX21196	HELIO_00384
OG0003807	ASTMX03640	HELIO_07147
OG0003808	ASTMX12243	HELIO_04304
OG0003809	ASTMX20443, ASTMX12115	HELIO_07339
OG0003810	ASTMX00551, ASTMX07541, ASTMX08005	HELIO_06395
OG0003811	ASTMX11112	HELIO_07404
OG0003812	ASTMX06055	HELIO_07959
OG0003813	ASTMX06952, ASTMX11991	HELIO_02391
OG0003816	ASTMX10485, ASTMX10948	HELIO_04161, HELIO_05586
OG0003818	ASTMX08224	HELIO_04533
OG0003820	ASTMX09663	HELIO_12732, HELIO_12713
OG0003821	ASTMX15916, ASTMX00789	HELIO_04733
OG0003823	ASTMX14106	HELIO_12718
OG0003824	ASTMX15652	HELIO_02077
OG0003825	ASTMX23005, ASTMX15234, ASTMX01205	HELIO_12444
OG0003826	ASTMX13299	HELIO_02592
OG0003827	ASTMX08906, ASTMX01691	HELIO_10529
OG0003828	ASTMX09777	HELIO_03989
OG0003829	ASTMX16879	HELIO_04115
OG0003830	ASTMX09924, ASTMX15222	HELIO_07812
OG0003831	ASTMX01621	HELIO_00414
OG0003832	ASTMX16229, ASTMX15146, ASTMX00997	HELIO_04229
OG0003833	ASTMX08170	HELIO_00735, HELIO_08031, HELIO_06424
OG0003834	ASTMX13103, ASTMX02832, ASTMX21677	HELIO_10627
OG0003835	ASTMX08155	HELIO_00960
OG0003836	ASTMX03922	HELIO_02274
OG0003837	ASTMX22200	HELIO_01037
OG0003838	ASTMX07568, ASTMX14008	HELIO_09299
OG0003839	ASTMX03107	HELIO_00548
OG0003840	ASTMX21619, ASTMX10569	HELIO_07119
OG0003841	ASTMX15813	HELIO_08429
OG0003842	ASTMX02010	HELIO_06073
OG0003843	ASTMX11574, ASTMX03263	HELIO_09017
OG0003844	ASTMX18569	HELIO_00051
OG0003845	ASTMX21005	HELIO_09710
OG0003848	ASTMX03313, ASTMX06535, ASTMX02072	HELIO_02520
OG0003850	ASTMX17827	HELIO_01423
OG0003851	ASTMX05745, ASTMX14120	HELIO_06451
OG0003852	ASTMX13641	HELIO_11600
OG0003853	ASTMX06603	HELIO_12441
OG0003855	ASTMX18348	HELIO_07181
OG0003856	ASTMX11397	HELIO_05722
OG0003857	ASTMX17813	HELIO_12190
OG0003858	ASTMX02510	HELIO_08687
OG0003859	ASTMX19127	HELIO_02262
OG0003861	ASTMX18934	HELIO_09460
OG0003862	ASTMX05392	HELIO_04377
OG0003863	ASTMX05791, ASTMX12495	HELIO_09867
OG0003864	ASTMX07056	HELIO_10875
OG0003865	ASTMX14765, ASTMX05719	HELIO_11073
OG0003866	ASTMX09589	HELIO_03099
OG0003867	ASTMX14392	HELIO_01829
OG0003868	ASTMX14524, ASTMX02829	HELIO_08898
OG0003869	ASTMX17801	HELIO_08492
OG0003870	ASTMX22404	HELIO_02612
OG0003872	ASTMX21986	HELIO_02970
OG0003873	ASTMX18658	HELIO_09899
OG0003874	ASTMX09158	HELIO_04369
OG0003875	ASTMX20963	HELIO_08274
OG0003876	ASTMX14613	HELIO_02667
OG0003877	ASTMX18203	HELIO_08344
OG0003878	ASTMX03060, ASTMX08366, ASTMX15924	HELIO_10989
OG0003881	ASTMX17611	HELIO_07709
OG0003882	ASTMX10267	HELIO_05979
OG0003883	ASTMX18101, ASTMX04876, ASTMX10075	HELIO_12699
OG0003884	ASTMX15152, ASTMX03561	HELIO_00594
OG0003885	ASTMX08439, ASTMX12624	HELIO_08959
OG0003886	ASTMX18295	HELIO_06325
OG0003887	ASTMX22919	HELIO_07770
OG0003888	ASTMX04862	HELIO_07431
OG0003890	ASTMX10320, ASTMX10321, ASTMX21516	HELIO_12503
OG0003892	ASTMX02017	HELIO_08263
OG0003893	ASTMX12940	HELIO_05290
OG0003894	ASTMX11183	HELIO_00555
OG0003895	ASTMX16407	HELIO_10007
OG0003896	ASTMX05002, ASTMX19466, ASTMX14861	HELIO_00287
OG0003897	ASTMX15050	HELIO_07895
OG0003898	ASTMX22794, ASTMX14906	HELIO_09951
OG0003899	ASTMX15271	HELIO_00617
OG0003900	ASTMX18534	HELIO_07367
OG0003901	ASTMX03818	HELIO_12439
OG0003903	ASTMX01642	HELIO_11262
OG0003904	ASTMX18259	HELIO_03811
OG0003906	ASTMX18624	HELIO_09388
OG0003911	ASTMX11470	HELIO_02034
OG0003912	ASTMX06396, ASTMX11967, ASTMX02561	HELIO_00546
OG0003913	ASTMX04669	HELIO_06151
OG0003916	ASTMX22490, ASTMX18046, ASTMX00894	HELIO_04220
OG0003917	ASTMX18206	HELIO_10729
OG0003918	ASTMX12177, ASTMX18541, ASTMX19758	HELIO_12096
OG0003919	ASTMX12796	HELIO_10423
OG0003920	ASTMX20009	HELIO_09202
OG0003921	ASTMX11734	HELIO_11518
OG0003923	ASTMX17099	HELIO_10280
OG0003925	ASTMX08709, ASTMX20939	HELIO_11080
OG0003926	ASTMX05523, ASTMX21916	HELIO_01471
OG0003927	ASTMX19425	HELIO_07361
OG0003929	ASTMX13853, ASTMX13851	HELIO_09096
OG0003930	ASTMX19444	HELIO_03284
OG0003931	ASTMX07722, ASTMX17814	HELIO_04058
OG0003932	ASTMX07563	HELIO_09810
OG0003933	ASTMX00968, ASTMX16168	HELIO_08038
OG0003934	ASTMX17687	HELIO_00565
OG0003935	ASTMX04582	HELIO_11530
OG0003936	ASTMX10900	HELIO_03090
OG0003937	ASTMX12589, ASTMX18037, ASTMX05114	HELIO_05246
OG0003939	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658	HELIO_10160
OG0003940	ASTMX18138	HELIO_07463
OG0003942	ASTMX09921	HELIO_02681
OG0003943	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384	HELIO_11312
OG0003944	ASTMX15054, ASTMX15052	HELIO_01693
OG0003945	ASTMX02597, ASTMX09466	HELIO_03032
OG0003946	ASTMX13157, ASTMX19007	HELIO_10205
OG0003947	ASTMX14801, ASTMX09966	HELIO_08689
OG0003948	ASTMX05108	HELIO_12286
OG0003949	ASTMX18736	HELIO_10884
OG0003951	ASTMX19664, ASTMX19666	HELIO_01607
OG0003953	ASTMX18008, ASTMX14755	HELIO_08151
OG0003954	ASTMX01818, ASTMX14108	HELIO_06270
OG0003955	ASTMX22833	HELIO_02651
OG0003956	ASTMX02372	HELIO_03913
OG0003957	ASTMX12337, ASTMX20420	HELIO_11006
OG0003958	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284	HELIO_12507
OG0003959	ASTMX03302, ASTMX06910	HELIO_12450
OG0003960	ASTMX03097, ASTMX00623, ASTMX21530, ASTMX20626	HELIO_08480
OG0003961	ASTMX03170	HELIO_06293
OG0003962	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092	HELIO_02374
OG0003965	ASTMX03247, ASTMX20007	HELIO_04316
OG0003966	ASTMX07292	HELIO_04189
OG0003967	ASTMX20908	HELIO_01824
OG0003968	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142	HELIO_08316
OG0003969	ASTMX15238	HELIO_08398
OG0003970	ASTMX20409	HELIO_11053
OG0003971	ASTMX13704	HELIO_09511
OG0003972	ASTMX06345	HELIO_01757
OG0003973	ASTMX20732, ASTMX00524	HELIO_12484
OG0003976	ASTMX01639	HELIO_10595
OG0003997	ASTMX19928	HELIO_09041
OG0003998	ASTMX11579	HELIO_03538
OG0003999	ASTMX08675	HELIO_02420
OG0004000	ASTMX20946, ASTMX22466	HELIO_09085
OG0004002	ASTMX02497	HELIO_10165
OG0004004	ASTMX03905, ASTMX06247	HELIO_03478
OG0004005	ASTMX20415	HELIO_02225
OG0004007	ASTMX12778, ASTMX11189	HELIO_06360
OG0004009	ASTMX13881, ASTMX02524	HELIO_08149
OG0004010	ASTMX10560	HELIO_03872
OG0004011	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986	HELIO_00202
OG0004014	ASTMX14768	HELIO_02037
OG0004015	ASTMX06018	HELIO_02952
OG0004016	ASTMX17626	HELIO_08840
OG0004017	ASTMX17823	HELIO_04459
OG0004018	ASTMX08144	HELIO_09142
OG0004019	ASTMX14129	HELIO_01152
OG0004020	ASTMX06319	HELIO_10808
OG0004021	ASTMX13298	HELIO_12459
OG0004022	ASTMX22526, ASTMX22527	HELIO_10188
OG0004023	ASTMX00207	HELIO_00840
OG0004024	ASTMX09124	HELIO_09279, HELIO_09278
OG0004025	ASTMX08612	HELIO_01715
OG0004027	ASTMX15302, ASTMX11055, ASTMX22240	HELIO_11552
OG0004028	ASTMX12118	HELIO_09218
OG0004029	ASTMX18232	HELIO_08811
OG0004031	ASTMX18843, ASTMX17691	HELIO_01995
OG0004032	ASTMX08807, ASTMX00143	HELIO_06753
OG0004035	ASTMX14250	HELIO_09748
OG0004036	ASTMX09328, ASTMX07011, ASTMX21036	HELIO_02636
OG0004037	ASTMX08758	HELIO_05087
OG0004038	ASTMX17922	HELIO_07048
OG0004039	ASTMX18412	HELIO_10042, HELIO_10041
OG0004041	ASTMX18634	HELIO_00736
OG0004042	ASTMX03581	HELIO_09649
OG0004043	ASTMX11048	HELIO_07517
OG0004044	ASTMX16753, ASTMX06545	HELIO_01126
OG0004045	ASTMX17396	HELIO_11902
OG0004047	ASTMX17932	HELIO_11567
OG0004048	ASTMX09318, ASTMX01185	HELIO_08523
OG0004049	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380	HELIO_01172
OG0004051	ASTMX16044, ASTMX05416	HELIO_01563
OG0004052	ASTMX04949	HELIO_04471
OG0004053	ASTMX01877	HELIO_01246
OG0004054	ASTMX17729, ASTMX17210	HELIO_06113
OG0004055	ASTMX13414	HELIO_02053, HELIO_02052
OG0004057	ASTMX03071	HELIO_08994
OG0004059	ASTMX13060	HELIO_11889
OG0004060	ASTMX14465	HELIO_07720
OG0004061	ASTMX13867	HELIO_02573
OG0004063	ASTMX13281	HELIO_06207
OG0004064	ASTMX15012, ASTMX15188	HELIO_06868
OG0004065	ASTMX04796	HELIO_02317
OG0004067	ASTMX11484	HELIO_11851
OG0004068	ASTMX02692	HELIO_04572
OG0004069	ASTMX14586	HELIO_03583
OG0004070	ASTMX22191	HELIO_11759
OG0004073	ASTMX21769, ASTMX21216, ASTMX09434	HELIO_08817
OG0004074	ASTMX01938	HELIO_08579
OG0004075	ASTMX07747	HELIO_07242
OG0004078	ASTMX20669	HELIO_08021
OG0004079	ASTMX14875	HELIO_11417
OG0004080	ASTMX05403, ASTMX19661	HELIO_12370
OG0004081	ASTMX22659, ASTMX16927	HELIO_02694
OG0004082	ASTMX18322	HELIO_03318, HELIO_03319
OG0004083	ASTMX04555	HELIO_08699, HELIO_03393
OG0004084	ASTMX11330, ASTMX08178, ASTMX10797	HELIO_01688
OG0004085	ASTMX19501	HELIO_05065
OG0004087	ASTMX10679, ASTMX12061	HELIO_07687
OG0004088	ASTMX08848, ASTMX05956	HELIO_01964
OG0004089	ASTMX22983	HELIO_12017
OG0004090	ASTMX00983, ASTMX04761	HELIO_00003
OG0004091	ASTMX08610	HELIO_07817
OG0004092	ASTMX02665, ASTMX15369	HELIO_00826
OG0004093	ASTMX15171	HELIO_09995
OG0004094	ASTMX11202, ASTMX15659	HELIO_11334
OG0004095	ASTMX02227	HELIO_09898
OG0004096	ASTMX11756, ASTMX12440	HELIO_09267
OG0004097	ASTMX10694	HELIO_00420
OG0004098	ASTMX10587, ASTMX05486	HELIO_11081
OG0004099	ASTMX10113, ASTMX01415	HELIO_02315
OG0004100	ASTMX07137, ASTMX02215	HELIO_02283
OG0004101	ASTMX02879	HELIO_10904
OG0004102	ASTMX01503	HELIO_11193
OG0004103	ASTMX19598	HELIO_08288, HELIO_12649
OG0004104	ASTMX14588, ASTMX02857, ASTMX18263	HELIO_10999
OG0004105	ASTMX09841, ASTMX14708	HELIO_07467
OG0004111	ASTMX00868, ASTMX16853, ASTMX08943	HELIO_11415
OG0004112	ASTMX14225	HELIO_11079
OG0004114	ASTMX09744	HELIO_03462
OG0004115	ASTMX13900	HELIO_08676
OG0004116	ASTMX12803	HELIO_11516
OG0004117	ASTMX18757	HELIO_02091, HELIO_02092
OG0004119	ASTMX07078	HELIO_04014
OG0004121	ASTMX05251, ASTMX12771, ASTMX15858	HELIO_12052
OG0004122	ASTMX14333, ASTMX15081	HELIO_05729
OG0004123	ASTMX10854	HELIO_10333
OG0004124	ASTMX06394, ASTMX08682	HELIO_09543
OG0004125	ASTMX07853	HELIO_07953
OG0004126	ASTMX20128, ASTMX16183	HELIO_02454
OG0004127	ASTMX22216	HELIO_08267
OG0004128	ASTMX00947, ASTMX03225	HELIO_11719
OG0004129	ASTMX00603	HELIO_09825
OG0004130	ASTMX10123	HELIO_11752
OG0004131	ASTMX21499	HELIO_02810
OG0004132	ASTMX06519, ASTMX02656	HELIO_08967
OG0004133	ASTMX17631, ASTMX21212	HELIO_11815
OG0004135	ASTMX04961, ASTMX01421, ASTMX16396	HELIO_00077
OG0004136	ASTMX21158	HELIO_06715
OG0004137	ASTMX11266	HELIO_03498
OG0004139	ASTMX10583, ASTMX16679, ASTMX02920	HELIO_09145
OG0004140	ASTMX22423	HELIO_12443
OG0004141	ASTMX19067	HELIO_08049
OG0004142	ASTMX02145	HELIO_03819
OG0004143	ASTMX08959, ASTMX02134, ASTMX12412	HELIO_12725
OG0004144	ASTMX14929, ASTMX00175	HELIO_03451
