Orthogroup	ASTMX	ORYLA
OG0002203	ASTMX21318, ASTMX22286, ASTMX22291, ASTMX19275	ORYLA20035, ORYLA20034, ORYLA20033
OG0002203	ASTMX19870	ORYLA06985
OG0002203	ASTMX16414	ORYLA12767
OG0002203	ASTMX17143	ORYLA15953
OG0002203	ASTMX11264	ORYLA14284
OG0002209	ASTMX16231, ASTMX05205	ORYLA10933
OG0002209	ASTMX07307	ORYLA15457
OG0002209	ASTMX21856, ASTMX01273, ASTMX02284, ASTMX21358, ASTMX15413, ASTMX05424, ASTMX12292, ASTMX18768, ASTMX10738	ORYLA20209
OG0002211	ASTMX17382	ORYLA04014
OG0002213	ASTMX03206	ORYLA04720
OG0002214	ASTMX04682	ORYLA00940
OG0002214	ASTMX18511	ORYLA10795
OG0002214	ASTMX02536	ORYLA05296
OG0002214	ASTMX12488	ORYLA17751
OG0002214	ASTMX09982	ORYLA02673
OG0002216	ASTMX19790	ORYLA11063
OG0002217	ASTMX14103	ORYLA11354
OG0002218	ASTMX18264	ORYLA12593, ORYLA12594, ORYLA14961, ORYLA14960
OG0002218	ASTMX18853	ORYLA17492
OG0002219	ASTMX18661, ASTMX18662	ORYLA14264, ORYLA14265
OG0002221	ASTMX10479	ORYLA07423, ORYLA19144
OG0002221	ASTMX05704	ORYLA15583
OG0002222	ASTMX13836	ORYLA07432
OG0002222	ASTMX08751	ORYLA12895
OG0002223	ASTMX05554	ORYLA14399
OG0002224	ASTMX14452, ASTMX05934	ORYLA18115
OG0002225	ASTMX11814	ORYLA01041
OG0002226	ASTMX18469	ORYLA00869
OG0002226	ASTMX14158	ORYLA16615
OG0002227	ASTMX11747, ASTMX21122	ORYLA09258
OG0002228	ASTMX19431	ORYLA16905
OG0002228	ASTMX07841	ORYLA00066
OG0002228	ASTMX09065	ORYLA05787
OG0002229	ASTMX09988	ORYLA02659
OG0002231	ASTMX01116, ASTMX18153	ORYLA01279
OG0002233	ASTMX05462	ORYLA19151, ORYLA19152
OG0002234	ASTMX17348	ORYLA17063
OG0002235	ASTMX13892, ASTMX02706	ORYLA07393
OG0002236	ASTMX06679	ORYLA14289
OG0002236	ASTMX08686	ORYLA09077
OG0002237	ASTMX04281	ORYLA02112
OG0002237	ASTMX11821	ORYLA01047
OG0002237	ASTMX10251	ORYLA11525
OG0002239	ASTMX09078	ORYLA05769
OG0002239	ASTMX07073	ORYLA12675
OG0002239	ASTMX12092	ORYLA17306
OG0002240	ASTMX06011	ORYLA13133
OG0002241	ASTMX06900	ORYLA02657
OG0002241	ASTMX17127	ORYLA01650
OG0002242	ASTMX09056	ORYLA20362
OG0002242	ASTMX13579	ORYLA01960
OG0002242	ASTMX23054	ORYLA16093
OG0002242	ASTMX06267	ORYLA15207
OG0002243	ASTMX17560	ORYLA17744
OG0002244	ASTMX18150	ORYLA04246
OG0002245	ASTMX20274	ORYLA16401
OG0002246	ASTMX20890	ORYLA12403
OG0002246	ASTMX01865	ORYLA06117
OG0002249	ASTMX08282, ASTMX16893	ORYLA06369
OG0002249	ASTMX09298, ASTMX09297	ORYLA02963
OG0002249	ASTMX05071	ORYLA17439
OG0002249	ASTMX02921	ORYLA13369
OG0002249	ASTMX16681	ORYLA10327, ORYLA10328
OG0002251	ASTMX20073	ORYLA17336
OG0002251	ASTMX09983	ORYLA17759
OG0002251	ASTMX19261, ASTMX12496	ORYLA02672
OG0002252	ASTMX21582	ORYLA00130
OG0002252	ASTMX03620	ORYLA16926
OG0002253	ASTMX03282, ASTMX01274	ORYLA11430
OG0002254	ASTMX01502	ORYLA08135
OG0002254	ASTMX14349	ORYLA02938, ORYLA02937
OG0002254	ASTMX07416	ORYLA05498
OG0002255	ASTMX03543	ORYLA19958
OG0002255	ASTMX03542	ORYLA19959
OG0002255	ASTMX10677	ORYLA08968
OG0002256	ASTMX13334	ORYLA15390
OG0002256	ASTMX18643	ORYLA10927
OG0002257	ASTMX09672, ASTMX09671	ORYLA10400
OG0002258	ASTMX05578	ORYLA08480, ORYLA19891, ORYLA19894
OG0002259	ASTMX13729	ORYLA03533
OG0002259	ASTMX08234	ORYLA04091
OG0002259	ASTMX17977	ORYLA17556
OG0002259	ASTMX12847	ORYLA02692
OG0002260	ASTMX14069	ORYLA11582
OG0002260	ASTMX03279	ORYLA08596
OG0002260	ASTMX01351	ORYLA10499
OG0002260	ASTMX05599	ORYLA07367
OG0002261	ASTMX04970	ORYLA00563
OG0002261	ASTMX16399	ORYLA17198
OG0002261	ASTMX04971	ORYLA00564
OG0002262	ASTMX19944, ASTMX04153, ASTMX15695	ORYLA09789
OG0002263	ASTMX17855	ORYLA04195
OG0002263	ASTMX03160	ORYLA09178
OG0002264	ASTMX08822	ORYLA00976
OG0002264	ASTMX05769	ORYLA05961
OG0002265	ASTMX22273	ORYLA11537
OG0002265	ASTMX06735	ORYLA05513
OG0002266	ASTMX01568	ORYLA19304
OG0002266	ASTMX19605	ORYLA07982
OG0002267	ASTMX17124	ORYLA01652
OG0002267	ASTMX03422	ORYLA02927
OG0002267	ASTMX14343	ORYLA18110
OG0002268	ASTMX11961	ORYLA09246, ORYLA09245
OG0002268	ASTMX15471	ORYLA16116
OG0002270	ASTMX17608	ORYLA15715
OG0002270	ASTMX01977, ASTMX22333	ORYLA10941
OG0002271	ASTMX06025	ORYLA13527
OG0002271	ASTMX21725	ORYLA03881
OG0002271	ASTMX20337	ORYLA10717
OG0002272	ASTMX10230, ASTMX06090, ASTMX06680, ASTMX05371	ORYLA14290
OG0002274	ASTMX09618	ORYLA04367
OG0002274	ASTMX04475	ORYLA07948
OG0002275	ASTMX19957	ORYLA13804
OG0002275	ASTMX05016	ORYLA02068
OG0002276	ASTMX01428	ORYLA08251
OG0002276	ASTMX01909	ORYLA05613
OG0002276	ASTMX05328	ORYLA14367, ORYLA15766
OG0002277	ASTMX16556	ORYLA15031
OG0002277	ASTMX19350	ORYLA16004
OG0002278	ASTMX17219	ORYLA03506
OG0002278	ASTMX09498	ORYLA18187
OG0002279	ASTMX12963	ORYLA09917
OG0002279	ASTMX16291	ORYLA10298
OG0002280	ASTMX13020	ORYLA11499
OG0002280	ASTMX05765, ASTMX19673	ORYLA05957
OG0002281	ASTMX05045	ORYLA17715
OG0002281	ASTMX19503	ORYLA05014
OG0002281	ASTMX20301	ORYLA08208
OG0002281	ASTMX09043, ASTMX22360	ORYLA17429
OG0002282	ASTMX08568	ORYLA00051
OG0002282	ASTMX14313	ORYLA01468
OG0002283	ASTMX22065, ASTMX07985	ORYLA05025
OG0002283	ASTMX02731	ORYLA05023
OG0002283	ASTMX07984, ASTMX20597	ORYLA00509
OG0002284	ASTMX10585	ORYLA18851
OG0002284	ASTMX12450	ORYLA13455
OG0002285	ASTMX05929	ORYLA02308
OG0002285	ASTMX13499	ORYLA04643
OG0002287	ASTMX17142	ORYLA15952
OG0002287	ASTMX16411	ORYLA12928
OG0002287	ASTMX07081	ORYLA12669
OG0002287	ASTMX08302	ORYLA14547
OG0002288	ASTMX11634	ORYLA01492
OG0002288	ASTMX21727	ORYLA03879
OG0002289	ASTMX17010	ORYLA12285
OG0002289	ASTMX06660, ASTMX06661, ASTMX01117, ASTMX09109	ORYLA01359
OG0002289	ASTMX17781, ASTMX06970	ORYLA07291
OG0002290	ASTMX15202	ORYLA17919
OG0002290	ASTMX11865	ORYLA04425
OG0002291	ASTMX10014	ORYLA02360
OG0002292	ASTMX01072	ORYLA14591
OG0002293	ASTMX08163	ORYLA10072
OG0002293	ASTMX02883	ORYLA18515
OG0002293	ASTMX00908	ORYLA02245
OG0002293	ASTMX03866	ORYLA11327
OG0002294	ASTMX20773	ORYLA17434
OG0002294	ASTMX11558	ORYLA13472
OG0002294	ASTMX15048	ORYLA06668
OG0002295	ASTMX09022	ORYLA14972
OG0002295	ASTMX02417	ORYLA13018
OG0002295	ASTMX08963	ORYLA14091
OG0002296	ASTMX13497	ORYLA04644
OG0002297	ASTMX00496	ORYLA13569
OG0002299	ASTMX05723	ORYLA10314, ORYLA03833, ORYLA10221
OG0002312	ASTMX04630	ORYLA03960
OG0002314	ASTMX12475	ORYLA12805
OG0002315	ASTMX11547	ORYLA13257
OG0002316	ASTMX00832	ORYLA10565
OG0002316	ASTMX02882	ORYLA18191
OG0002317	ASTMX04598	ORYLA10101
OG0002317	ASTMX17295	ORYLA03376
OG0002317	ASTMX01601	ORYLA07663
OG0002318	ASTMX22370	ORYLA16808
OG0002319	ASTMX00007	ORYLA09946
OG0002319	ASTMX06513	ORYLA06584
OG0002320	ASTMX12807	ORYLA04205
OG0002320	ASTMX02338	ORYLA03781
OG0002320	ASTMX02287	ORYLA19577
OG0002321	ASTMX21752	ORYLA00417
OG0002322	ASTMX18717	ORYLA16542, ORYLA18820
OG0002322	ASTMX07837	ORYLA00069
OG0002323	ASTMX21120	ORYLA18223, ORYLA04235
OG0002325	ASTMX07855	ORYLA09406
OG0002326	ASTMX13675, ASTMX11144	ORYLA10557
OG0002326	ASTMX08928	ORYLA11565
OG0002327	ASTMX06358	ORYLA15817
OG0002327	ASTMX08394	ORYLA13784
OG0002327	ASTMX02108	ORYLA15549
OG0002328	ASTMX06095, ASTMX17839	ORYLA19317
OG0002329	ASTMX20340	ORYLA02023
OG0002329	ASTMX10889	ORYLA20294
OG0002330	ASTMX17474	ORYLA02778
OG0002330	ASTMX21987, ASTMX04408	ORYLA03538
OG0002331	ASTMX11774	ORYLA16153
OG0002331	ASTMX13590	ORYLA02004
OG0002332	ASTMX06962	ORYLA18167
OG0002332	ASTMX17558	ORYLA17748
OG0002332	ASTMX09977	ORYLA02677
OG0002333	ASTMX12071	ORYLA17670
OG0002334	ASTMX09584	ORYLA09050
OG0002334	ASTMX00481	ORYLA08810
OG0002334	ASTMX00170	ORYLA09439
OG0002335	ASTMX12637	ORYLA08903
OG0002335	ASTMX14115	ORYLA06617
OG0002336	ASTMX12962, ASTMX00535	ORYLA08659
OG0002336	ASTMX19655, ASTMX16290	ORYLA10302
OG0002336	ASTMX11826	ORYLA01050
OG0002337	ASTMX09761	ORYLA02605
OG0002337	ASTMX19037, ASTMX11864	ORYLA03304
OG0002337	ASTMX19039	ORYLA04420
OG0002339	ASTMX17509	ORYLA07926
OG0002339	ASTMX09570	ORYLA12267
OG0002340	ASTMX03155	ORYLA06795
OG0002342	ASTMX09086	ORYLA05478
OG0002342	ASTMX04538	ORYLA10344
OG0002343	ASTMX02191	ORYLA14859
OG0002343	ASTMX19851	ORYLA15811
OG0002343	ASTMX00990	ORYLA13993
OG0002343	ASTMX01094	ORYLA15321
OG0002344	ASTMX05861	ORYLA03231
OG0002344	ASTMX13295	ORYLA04391
OG0002344	ASTMX16011	ORYLA02759
OG0002345	ASTMX02209	ORYLA15215
OG0002346	ASTMX14427	ORYLA11133
OG0002346	ASTMX21524	ORYLA19705
OG0002347	ASTMX21001	ORYLA20292
OG0002348	ASTMX08116	ORYLA10141
OG0002348	ASTMX03720	ORYLA04073
OG0002350	ASTMX02387	ORYLA13102
OG0002350	ASTMX04071	ORYLA18013
OG0002350	ASTMX14202	ORYLA16581
OG0002352	ASTMX12558	ORYLA02159
OG0002352	ASTMX22595	ORYLA05389
OG0002353	ASTMX03734	ORYLA04514
OG0002354	ASTMX09837, ASTMX06838	ORYLA05380
OG0002354	ASTMX00522	ORYLA13942
OG0002355	ASTMX08242	ORYLA00163, ORYLA18882
OG0002355	ASTMX20849	ORYLA18880
OG0002356	ASTMX07148	ORYLA11103
OG0002356	ASTMX07355	ORYLA17176
OG0002357	ASTMX16294	ORYLA11857
OG0002357	ASTMX18465	ORYLA10405
OG0002358	ASTMX22042	ORYLA14623
OG0002358	ASTMX13487	ORYLA14181
OG0002359	ASTMX09668	ORYLA10402
OG0002360	ASTMX12013	ORYLA01791
OG0002361	ASTMX04855	ORYLA10650
OG0002362	ASTMX19719	ORYLA17724
OG0002362	ASTMX02033, ASTMX11025, ASTMX22283, ASTMX22580	ORYLA06844
OG0002363	ASTMX18218	ORYLA00546
OG0002363	ASTMX21167	ORYLA17125
OG0002363	ASTMX18786, ASTMX19618	ORYLA08274
OG0002364	ASTMX17238	ORYLA02907
OG0002365	ASTMX20174	ORYLA00879
OG0002366	ASTMX17624	ORYLA16177, ORYLA16178
OG0002366	ASTMX12737, ASTMX08031	ORYLA09060
OG0002366	ASTMX01714	ORYLA12029
OG0002366	ASTMX18594	ORYLA15155
OG0002367	ASTMX02846	ORYLA13424
OG0002367	ASTMX18373	ORYLA02914
OG0002368	ASTMX21883	ORYLA10667, ORYLA10668
OG0002368	ASTMX10606	ORYLA04693
OG0002369	ASTMX12274	ORYLA10237
OG0002370	ASTMX10099, ASTMX11503	ORYLA05820
OG0002371	ASTMX08458	ORYLA19391, ORYLA19392
OG0002371	ASTMX18459	ORYLA10411
OG0002373	ASTMX08070	ORYLA11399
OG0002373	ASTMX07572	ORYLA10186
OG0002374	ASTMX21311, ASTMX18359	ORYLA06304, ORYLA06305
OG0002374	ASTMX00512	ORYLA15559, ORYLA14007
OG0002375	ASTMX16254	ORYLA06161
OG0002376	ASTMX01373	ORYLA08717, ORYLA08716
OG0002376	ASTMX13052, ASTMX05618	ORYLA07672
OG0002377	ASTMX16584	ORYLA11508
OG0002378	ASTMX01073	ORYLA12488
OG0002378	ASTMX20058	ORYLA14590
OG0002379	ASTMX16904	ORYLA13125, ORYLA13124
OG0002380	ASTMX14458	ORYLA17375
OG0002380	ASTMX06641	ORYLA05085
OG0002380	ASTMX13355	ORYLA02833
OG0002383	ASTMX07054, ASTMX02183, ASTMX02182	ORYLA03703, ORYLA03704, ORYLA03710, ORYLA03709, ORYLA03706, ORYLA03702
OG0002384	ASTMX06160, ASTMX10578, ASTMX10580, ASTMX10579	ORYLA02998
OG0002385	ASTMX21398	ORYLA16918
OG0002385	ASTMX19889, ASTMX07728	ORYLA07751, ORYLA17005
OG0002385	ASTMX11375	ORYLA00241
OG0002385	ASTMX18961	ORYLA16796
OG0002395	ASTMX20445	ORYLA07701
OG0002396	ASTMX10463	ORYLA07692
OG0002396	ASTMX18535	ORYLA03941
OG0002396	ASTMX03266	ORYLA04763
OG0002398	ASTMX21846	ORYLA01402, ORYLA01403
OG0002398	ASTMX11892	ORYLA09428
OG0002398	ASTMX08836	ORYLA01344
OG0002398	ASTMX02058	ORYLA00381
OG0002399	ASTMX05513	ORYLA14287
OG0002399	ASTMX03428	ORYLA15962
OG0002399	ASTMX12752	ORYLA09074
OG0002400	ASTMX00974	ORYLA15435
OG0002400	ASTMX22321, ASTMX15885	ORYLA11164
OG0002400	ASTMX05534	ORYLA14428
OG0002400	ASTMX01788	ORYLA15689
OG0002401	ASTMX00549, ASTMX07544	ORYLA09513, ORYLA08584
OG0002401	ASTMX11090	ORYLA12785
OG0002401	ASTMX01153	ORYLA01261
OG0002402	ASTMX18742, ASTMX18741, ASTMX10229	ORYLA13329
OG0002403	ASTMX06486	ORYLA06925
OG0002404	ASTMX02367	ORYLA13073
OG0002404	ASTMX18472	ORYLA16616
OG0002404	ASTMX14159	ORYLA16617
OG0002405	ASTMX15902, ASTMX11799	ORYLA01447
OG0002405	ASTMX07938	ORYLA09001
OG0002406	ASTMX20656	ORYLA14436
OG0002407	ASTMX12131, ASTMX20210	ORYLA08149
OG0002408	ASTMX00216	ORYLA12579
OG0002408	ASTMX18400	ORYLA05690
OG0002409	ASTMX07143, ASTMX19595, ASTMX16991	ORYLA10955
OG0002409	ASTMX09222	ORYLA20139
OG0002410	ASTMX06429	ORYLA15865
OG0002410	ASTMX01757	ORYLA16064
OG0002411	ASTMX14297	ORYLA12407
OG0002411	ASTMX15378	ORYLA01614
OG0002412	ASTMX02195	ORYLA14855
OG0002413	ASTMX20536	ORYLA16559
OG0002414	ASTMX08921	ORYLA06977
OG0002414	ASTMX02838	ORYLA12840
OG0002414	ASTMX10763	ORYLA15520
OG0002414	ASTMX05209	ORYLA16073
OG0002415	ASTMX07615	ORYLA05291
OG0002416	ASTMX08126	ORYLA11573
OG0002418	ASTMX05969	ORYLA02287
OG0002418	ASTMX05236	ORYLA15400
OG0002418	ASTMX10643	ORYLA05868
OG0002419	ASTMX18398	ORYLA05688
OG0002419	ASTMX21195, ASTMX07692	ORYLA16764
OG0002420	ASTMX11294	ORYLA03118
OG0002420	ASTMX01380	ORYLA10255
OG0002420	ASTMX11595, ASTMX04219	ORYLA04754
OG0002421	ASTMX15153	ORYLA19980
OG0002422	ASTMX04519	ORYLA00987
OG0002423	ASTMX14771	ORYLA09785
OG0002424	ASTMX16372	ORYLA10433, ORYLA00909
OG0002425	ASTMX05277, ASTMX05276	ORYLA15577
OG0002426	ASTMX11681, ASTMX21194	ORYLA16721
OG0002426	ASTMX19607	ORYLA17014
OG0002427	ASTMX17490	ORYLA11285
OG0002428	ASTMX12003	ORYLA01782
OG0002428	ASTMX05342	ORYLA14358
OG0002429	ASTMX07201	ORYLA15290
OG0002429	ASTMX15801	ORYLA15843
OG0002430	ASTMX21493	ORYLA16799
OG0002431	ASTMX10646	ORYLA05866
OG0002431	ASTMX10647	ORYLA05865
OG0002432	ASTMX16700	ORYLA01243
OG0002432	ASTMX16699	ORYLA09734
OG0002432	ASTMX09945	ORYLA12789, ORYLA12788
OG0002433	ASTMX21961	ORYLA08325, ORYLA16664
OG0002434	ASTMX15466	ORYLA14466, ORYLA16112
OG0002436	ASTMX13710	ORYLA17581
OG0002436	ASTMX03924	ORYLA03980
OG0002436	ASTMX16203	ORYLA03455
OG0002437	ASTMX08613	ORYLA17242
OG0002438	ASTMX01020	ORYLA13927
OG0002438	ASTMX12047	ORYLA09905
OG0002439	ASTMX02029	ORYLA11248
OG0002441	ASTMX09326	ORYLA03932
OG0002441	ASTMX10255	ORYLA11521
OG0002442	ASTMX11614	ORYLA00930
OG0002442	ASTMX03388	ORYLA13946
OG0002443	ASTMX15145	ORYLA14682
OG0002444	ASTMX15845	ORYLA13798
OG0002444	ASTMX04885	ORYLA18577
OG0002445	ASTMX02528	ORYLA10624
OG0002447	ASTMX06035	ORYLA13517, ORYLA13518
OG0002448	ASTMX21408, ASTMX07638	ORYLA08063
OG0002449	ASTMX05600	ORYLA07366
OG0002449	ASTMX14070	ORYLA11583
OG0002449	ASTMX01349	ORYLA10501
OG0002450	ASTMX06804, ASTMX09847	ORYLA06178
OG0002450	ASTMX03358	ORYLA17657
OG0002451	ASTMX16623	ORYLA20343
OG0002452	ASTMX14667	ORYLA09813
OG0002452	ASTMX05391	ORYLA12244
OG0002452	ASTMX13228, ASTMX20191, ASTMX13227	ORYLA08195
OG0002453	ASTMX06099	ORYLA04128
OG0002454	ASTMX09992	ORYLA02662
OG0002454	ASTMX05893	ORYLA03604
OG0002455	ASTMX05679	ORYLA15598
OG0002455	ASTMX19027	ORYLA03626
OG0002456	ASTMX07428	ORYLA01754
OG0002456	ASTMX03657	ORYLA05526
OG0002456	ASTMX21273, ASTMX02870	ORYLA00742
OG0002457	ASTMX14828	ORYLA10176
OG0002458	ASTMX02231	ORYLA14646
OG0002459	ASTMX13218	ORYLA16722
OG0002461	ASTMX11228	ORYLA03186
OG0002462	ASTMX11215	ORYLA05410, ORYLA18508
OG0002462	ASTMX11662	ORYLA08286
OG0002462	ASTMX21941	ORYLA18653
OG0002464	ASTMX06575	ORYLA08088
OG0002464	ASTMX21830, ASTMX15579	ORYLA01159
OG0002464	ASTMX00273	ORYLA01160, ORYLA01161
OG0002465	ASTMX16499, ASTMX16501, ASTMX16497	ORYLA05506
OG0002465	ASTMX16493	ORYLA01740
OG0002465	ASTMX14557	ORYLA01849
OG0002465	ASTMX02515	ORYLA12495
OG0002466	ASTMX03115, ASTMX03843	ORYLA13222
OG0002467	ASTMX20832	ORYLA10339
OG0002467	ASTMX09831	ORYLA01725
OG0002467	ASTMX07442	ORYLA05344
OG0002467	ASTMX22359	ORYLA10395
OG0002467	ASTMX09694	ORYLA10340
OG0002476	ASTMX06243	ORYLA15177
OG0002477	ASTMX13178	ORYLA00716
OG0002477	ASTMX04655	ORYLA10787
OG0002478	ASTMX03668	ORYLA01315
OG0002479	ASTMX21981	ORYLA17552
OG0002480	ASTMX20642, ASTMX21106	ORYLA18825
OG0002481	ASTMX08218	ORYLA04107
OG0002482	ASTMX16592	ORYLA12367
OG0002482	ASTMX06282	ORYLA14603
OG0002482	ASTMX16082	ORYLA11138
OG0002486	ASTMX18070	ORYLA13034, ORYLA13035
OG0002487	ASTMX05808	ORYLA10077
OG0002489	ASTMX01485	ORYLA07869
OG0002489	ASTMX14792	ORYLA10725
OG0002490	ASTMX04045	ORYLA20206
OG0002490	ASTMX19318	ORYLA03483
OG0002491	ASTMX05910	ORYLA16148
OG0002491	ASTMX02919	ORYLA13367
OG0002492	ASTMX11151	ORYLA13129
OG0002493	ASTMX04824	ORYLA10679
OG0002495	ASTMX00658	ORYLA09473
OG0002496	ASTMX12090	ORYLA17308
OG0002496	ASTMX20618	ORYLA06622
OG0002497	ASTMX10180	ORYLA16464
OG0002497	ASTMX20439	ORYLA02147
OG0002499	ASTMX11347	ORYLA04232
OG0002499	ASTMX19185	ORYLA16130
OG0002500	ASTMX22152	ORYLA16848
OG0002501	ASTMX12227	ORYLA04100
OG0002502	ASTMX02139	ORYLA14678
OG0002503	ASTMX16607	ORYLA20467
OG0002504	ASTMX09344	ORYLA03962
OG0002504	ASTMX04447	ORYLA03750
OG0002505	ASTMX07686	ORYLA07785
OG0002506	ASTMX12882	ORYLA11317, ORYLA11316
OG0002506	ASTMX01358	ORYLA10491
OG0002506	ASTMX03882	ORYLA18978
OG0002507	ASTMX09030	ORYLA19810
OG0002507	ASTMX05914	ORYLA02990
OG0002507	ASTMX18616, ASTMX17516	ORYLA07147
OG0002508	ASTMX09350	ORYLA04003
OG0002508	ASTMX05869	ORYLA03237
OG0002509	ASTMX07635	ORYLA05102
OG0002509	ASTMX21407	ORYLA08062
OG0002510	ASTMX08039	ORYLA03417
OG0002511	ASTMX12574	ORYLA01762
OG0002511	ASTMX14781	ORYLA09776
OG0002512	ASTMX00104	ORYLA09500
OG0002512	ASTMX04149	ORYLA04912
OG0002514	ASTMX15942	ORYLA15810
OG0002514	ASTMX00988	ORYLA13991
OG0002514	ASTMX00236	ORYLA16347
OG0002516	ASTMX03483	ORYLA03425
OG0002517	ASTMX15620	ORYLA20063
OG0002517	ASTMX17277, ASTMX15619	ORYLA20062
OG0002517	ASTMX20192	ORYLA08194
OG0002518	ASTMX00752	ORYLA14184
OG0002519	ASTMX04082	ORYLA03921
OG0002519	ASTMX00475	ORYLA12249
OG0002520	ASTMX04728	ORYLA01513
OG0002520	ASTMX19586	ORYLA00444
OG0002522	ASTMX17445, ASTMX21599	ORYLA19791
OG0002522	ASTMX06873	ORYLA05861
OG0002523	ASTMX14276	ORYLA14147
OG0002523	ASTMX12607	ORYLA10998
OG0002523	ASTMX01778	ORYLA15698
OG0002524	ASTMX19017, ASTMX05941	ORYLA02279
OG0002524	ASTMX17686, ASTMX12154	ORYLA03607
OG0002525	ASTMX01951, ASTMX08136	ORYLA11560
OG0002525	ASTMX14922	ORYLA03131
OG0002526	ASTMX08174	ORYLA08708
OG0002527	ASTMX20817, ASTMX03116	ORYLA13223
OG0002528	ASTMX18959	ORYLA01158
OG0002529	ASTMX20200	ORYLA18875
OG0002529	ASTMX02302	ORYLA19572
OG0002530	ASTMX13631	ORYLA18063
OG0002530	ASTMX03600	ORYLA12134, ORYLA12135
OG0002530	ASTMX02168	ORYLA14668
OG0002531	ASTMX04891	ORYLA00107
OG0002531	ASTMX04741	ORYLA01408
OG0002532	ASTMX21406	ORYLA08319
OG0002533	ASTMX04394	ORYLA03460
OG0002533	ASTMX05099	ORYLA03976, ORYLA17638
OG0002534	ASTMX21738	ORYLA14793, ORYLA12638
OG0002534	ASTMX20367	ORYLA06193
OG0002535	ASTMX15739	ORYLA02470, ORYLA17324
OG0002536	ASTMX01477	ORYLA20048
OG0002536	ASTMX13503	ORYLA04639
OG0002536	ASTMX10073	ORYLA07334
OG0002536	ASTMX12489	ORYLA17752
OG0002537	ASTMX21847	ORYLA16706, ORYLA00884
OG0002538	ASTMX13618, ASTMX15034	ORYLA08631
OG0002538	ASTMX01885	ORYLA06153
OG0002538	ASTMX17069	ORYLA16393
OG0002538	ASTMX10437	ORYLA07902
OG0002539	ASTMX08315	ORYLA15064
OG0002540	ASTMX03797	ORYLA11694
OG0002540	ASTMX04841	ORYLA19946
OG0002540	ASTMX00848	ORYLA02188
OG0002541	ASTMX19637	ORYLA10847
OG0002541	ASTMX21295	ORYLA15804
OG0002542	ASTMX09595	ORYLA09020
OG0002542	ASTMX05316	ORYLA14360
OG0002545	ASTMX01785	ORYLA15692
OG0002545	ASTMX07112	ORYLA11215
OG0002545	ASTMX07197	ORYLA15017
OG0002547	ASTMX12376	ORYLA11405
OG0002548	ASTMX13664	ORYLA10546
OG0002548	ASTMX06315	ORYLA03069
OG0002548	ASTMX04740	ORYLA01407
OG0002548	ASTMX01600	ORYLA00770, ORYLA04857
OG0002549	ASTMX06491	ORYLA06929
OG0002550	ASTMX13897, ASTMX22395	ORYLA00846
OG0002550	ASTMX09655	ORYLA07406
OG0002551	ASTMX08789	ORYLA00960
OG0002551	ASTMX21275	ORYLA03882
OG0002551	ASTMX20547	ORYLA12041
OG0002552	ASTMX06859	ORYLA06056
OG0002552	ASTMX02204	ORYLA14817
OG0002554	ASTMX00854	ORYLA02193
OG0002554	ASTMX16976	ORYLA07494
OG0002555	ASTMX08115	ORYLA10142
OG0002556	ASTMX16695	ORYLA09738
OG0002556	ASTMX20338	ORYLA10716
OG0002557	ASTMX08730	ORYLA18369, ORYLA01908
OG0002557	ASTMX10061, ASTMX01948	ORYLA13544
OG0002558	ASTMX11569, ASTMX01324	ORYLA18590
OG0002559	ASTMX03665	ORYLA01294
OG0002560	ASTMX14336	ORYLA18145
OG0002560	ASTMX15075	ORYLA02931
OG0002561	ASTMX05589	ORYLA19312
OG0002562	ASTMX14920	ORYLA17234
OG0002562	ASTMX03986	ORYLA13205
OG0002563	ASTMX08801	ORYLA01023
OG0002563	ASTMX04744	ORYLA20447
OG0002563	ASTMX04347	ORYLA03597
OG0002564	ASTMX16398	ORYLA07814, ORYLA07815
OG0002564	ASTMX04969	ORYLA16968
OG0002565	ASTMX04798	ORYLA15639
OG0002565	ASTMX12769	ORYLA06815, ORYLA06816
OG0002566	ASTMX03673	ORYLA19198
OG0002567	ASTMX19620, ASTMX02094	ORYLA15827
OG0002568	ASTMX01947	ORYLA13543
OG0002568	ASTMX11299	ORYLA03208
OG0002569	ASTMX14893, ASTMX11172	ORYLA04215
OG0002570	ASTMX17442	ORYLA19454
OG0002571	ASTMX06567, ASTMX15352	ORYLA08361
OG0002571	ASTMX22347	ORYLA07731
OG0002572	ASTMX16129	ORYLA11187
OG0002572	ASTMX00237	ORYLA12319
OG0002572	ASTMX07373	ORYLA17174
OG0002573	ASTMX01555	ORYLA18246
OG0002574	ASTMX01572, ASTMX08092	ORYLA11393
OG0002576	ASTMX09504	ORYLA11834
OG0002577	ASTMX06075, ASTMX02295	ORYLA18552
OG0002577	ASTMX02289, ASTMX02290, ASTMX06076, ASTMX02293, ASTMX02292, ASTMX02291	ORYLA19565
OG0002578	ASTMX08964	ORYLA12094, ORYLA12093, ORYLA13878, ORYLA12497, ORYLA14090
OG0002579	ASTMX12015	ORYLA01793
OG0002579	ASTMX20277	ORYLA16404
OG0002579	ASTMX17484	ORYLA07038, ORYLA07039
OG0002587	ASTMX06393	ORYLA15468
OG0002587	ASTMX13780	ORYLA02200
OG0002587	ASTMX10896	ORYLA20299
OG0002589	ASTMX11622	ORYLA19751
OG0002590	ASTMX07472	ORYLA13964
OG0002592	ASTMX17562	ORYLA17742
OG0002593	ASTMX12997	ORYLA09462
