Orthogroup	ASTMX	DANRE
OG0002007	ASTMX15423	DANRE15969, DANRE15968
OG0002007	ASTMX10068	DANRE39391, DANRE39390
OG0002007	ASTMX12124	DANRE05067, DANRE05068
OG0002007	ASTMX11077	DANRE03797, DANRE03795, DANRE03796
OG0002008	ASTMX21371	DANRE04353, DANRE04352
OG0002008	ASTMX21150	DANRE00171, DANRE00170
OG0002009	ASTMX17629	DANRE08848
OG0002010	ASTMX12934	DANRE29433
OG0002010	ASTMX08578	DANRE16540
OG0002010	ASTMX21425	DANRE29817, DANRE29814, DANRE29816, DANRE29813, DANRE29815
OG0002010	ASTMX11376	DANRE36154, DANRE36155
OG0002011	ASTMX00517	DANRE37137, DANRE37138
OG0002011	ASTMX17175	DANRE24058
OG0002012	ASTMX21641	DANRE33994, DANRE33996, DANRE33995
OG0002013	ASTMX05656	DANRE38189, DANRE38190, DANRE38191
OG0002013	ASTMX18118	DANRE00753
OG0002014	ASTMX15926	DANRE40407
OG0002014	ASTMX08364	DANRE02695, DANRE02696
OG0002014	ASTMX13940	DANRE02259
OG0002015	ASTMX22305	DANRE29469
OG0002015	ASTMX21197	DANRE29470
OG0002016	ASTMX06954	DANRE34549, DANRE34550, DANRE34548
OG0002016	ASTMX13089	DANRE00364
OG0002017	ASTMX04800	DANRE23207, DANRE23208, DANRE23211
OG0002017	ASTMX06787	DANRE09296, DANRE09295
OG0002017	ASTMX12770	DANRE27800, DANRE27799, DANRE27801
OG0002017	ASTMX15859	DANRE08791
OG0002018	ASTMX14917	DANRE16229
OG0002018	ASTMX00472	DANRE35555
OG0002018	ASTMX03911	DANRE20277
OG0002019	ASTMX15451	DANRE27901
OG0002019	ASTMX05404	DANRE35777
OG0002019	ASTMX19114	DANRE29916, DANRE29915
OG0002019	ASTMX20262	DANRE41717
OG0002020	ASTMX09967	DANRE00639, DANRE00640
OG0002020	ASTMX07803	DANRE20452, DANRE20454, DANRE20453
OG0002020	ASTMX07643	DANRE05198, DANRE05197
OG0002020	ASTMX11910	DANRE16661
OG0002022	ASTMX08850	DANRE40197
OG0002022	ASTMX08849	DANRE40195
OG0002023	ASTMX13059	DANRE35066
OG0002023	ASTMX13931	DANRE13137
OG0002023	ASTMX11476	DANRE06621
OG0002023	ASTMX03808	DANRE18324, DANRE18325, DANRE10946, DANRE10945
OG0002024	ASTMX12446	DANRE17679, DANRE17680
OG0002024	ASTMX05724	DANRE40672
OG0002024	ASTMX11342	DANRE33364
OG0002025	ASTMX21209	DANRE29840, DANRE29838
OG0002026	ASTMX08004	DANRE06615, DANRE06616
OG0002026	ASTMX05432	DANRE35735, DANRE35734, DANRE35733
OG0002027	ASTMX02252	DANRE07599
OG0002027	ASTMX16654	DANRE24467, DANRE24468
OG0002027	ASTMX03186	DANRE27098
OG0002028	ASTMX10542	DANRE21869
OG0002029	ASTMX13315	DANRE16054
OG0002030	ASTMX06466, ASTMX05489	DANRE36364
OG0002030	ASTMX22119	DANRE30168
OG0002030	ASTMX02054	DANRE39897, DANRE39898
OG0002030	ASTMX07809	DANRE19003
OG0002030	ASTMX08607	DANRE35205, DANRE35204, DANRE35203
OG0002031	ASTMX19732	DANRE29471, DANRE29473, DANRE29472
OG0002031	ASTMX01811	DANRE10345
OG0002032	ASTMX17188	DANRE07784, DANRE07783
OG0002033	ASTMX02081	DANRE41348, DANRE41349
OG0002033	ASTMX11309	DANRE11363, DANRE11364
OG0002034	ASTMX00200	DANRE38578
OG0002034	ASTMX01649	DANRE37184
OG0002034	ASTMX00920	DANRE14618, DANRE14615
OG0002034	ASTMX09084	DANRE14617
OG0002035	ASTMX02430	DANRE21739
OG0002035	ASTMX15049	DANRE21740
OG0002035	ASTMX11554	DANRE36439, DANRE36438, DANRE26465
OG0002035	ASTMX05921	DANRE00103, DANRE00102
OG0002035	ASTMX13445	DANRE40025, DANRE40026, DANRE40024
OG0002036	ASTMX10687	DANRE34371
OG0002036	ASTMX02312	DANRE08351, DANRE08352, DANRE08353
OG0002037	ASTMX12644	DANRE03825
OG0002037	ASTMX19966	DANRE27954, DANRE27953, DANRE27955
OG0002037	ASTMX06665	DANRE42157, DANRE42153, DANRE42154
OG0002037	ASTMX10739	DANRE35482, DANRE35481
OG0002038	ASTMX16884	DANRE26622
OG0002038	ASTMX01857	DANRE10405, DANRE10403, DANRE10404
OG0002038	ASTMX13347	DANRE39861, DANRE39860
OG0002039	ASTMX17892	DANRE06384, DANRE06383, DANRE06382
OG0002039	ASTMX02504	DANRE05944
OG0002039	ASTMX03784	DANRE17862, DANRE17861, DANRE17858, DANRE17859, DANRE17860
OG0002042	ASTMX12108, ASTMX12109	DANRE05112, DANRE05113, DANRE05110
OG0002043	ASTMX04301	DANRE15042, DANRE15043, DANRE15044
OG0002043	ASTMX15262	DANRE39208, DANRE39209
OG0002044	ASTMX00756	DANRE02851
OG0002044	ASTMX06376	DANRE22814, DANRE22813
OG0002045	ASTMX19821	DANRE17137
OG0002045	ASTMX21799	DANRE17124, DANRE17098, DANRE17093, DANRE17086, DANRE16986, DANRE17087, DANRE17123, DANRE17127, DANRE17095, DANRE17099, DANRE17134, DANRE17116, DANRE17114, DANRE17115, DANRE17089, DANRE17113, DANRE17135, DANRE17107, DANRE17122, DANRE17100, DANRE39706, DANRE30445, DANRE17102, DANRE17101, DANRE17117, DANRE17128, DANRE17136, DANRE17138, DANRE17118, DANRE17112, DANRE17132, DANRE17133, DANRE17111, DANRE17110, DANRE17104, DANRE17106, DANRE17096, DANRE17105, DANRE17120, DANRE17121, DANRE17085, DANRE17094, DANRE17097, DANRE17165, DANRE41123, DANRE41124, DANRE41125, DANRE17088
OG0002046	ASTMX18939	DANRE38963
OG0002046	ASTMX17022	DANRE29508
OG0002046	ASTMX21161	DANRE24792, DANRE24793
OG0002046	ASTMX03077	DANRE31406
OG0002046	ASTMX07189	DANRE12453
OG0002047	ASTMX19865	DANRE36207
OG0002047	ASTMX15483	DANRE35427
OG0002047	ASTMX19866	DANRE36205
OG0002047	ASTMX03146	DANRE26927
OG0002047	ASTMX14312	DANRE28649
OG0002047	ASTMX10370	DANRE19119
OG0002047	ASTMX03322	DANRE35154
OG0002048	ASTMX19630	DANRE07469, DANRE28513, DANRE17075, DANRE17076
OG0002048	ASTMX20896	DANRE10824, DANRE10823, DANRE10821, DANRE10822, DANRE10852, DANRE10851, DANRE10850, DANRE10825, DANRE10746, DANRE10747, DANRE10745, DANRE10744
OG0002048	ASTMX05332, ASTMX22737, ASTMX18738, ASTMX19803	DANRE39705
OG0002049	ASTMX11024	DANRE37581
OG0002049	ASTMX19720	DANRE33950, DANRE33951
OG0002057	ASTMX15623	DANRE40571, DANRE40572
OG0002057	ASTMX17318	DANRE27427, DANRE27428
OG0002059	ASTMX16881	DANRE26625, DANRE26626
OG0002059	ASTMX08569	DANRE16517, DANRE16518
OG0002059	ASTMX16470	DANRE36305, DANRE36306
OG0002060	ASTMX08513	DANRE11739
OG0002060	ASTMX01579	DANRE35565, DANRE35564
OG0002061	ASTMX17947, ASTMX17948, ASTMX19772, ASTMX17946, ASTMX19260, ASTMX16152, ASTMX19773	DANRE19623, DANRE19624, DANRE33440, DANRE33439
OG0002062	ASTMX13242	DANRE25165
OG0002062	ASTMX19992	DANRE38918, DANRE38919
OG0002062	ASTMX02071	DANRE39950
OG0002063	ASTMX14592	DANRE26693, DANRE34874
OG0002063	ASTMX08215	DANRE00278
OG0002064	ASTMX10932	DANRE05154
OG0002064	ASTMX03886	DANRE18425, DANRE18426
OG0002064	ASTMX09499	DANRE12018
OG0002066	ASTMX03814	DANRE18336, DANRE18335, DANRE18337
OG0002066	ASTMX00825	DANRE14656, DANRE14655
OG0002066	ASTMX11956	DANRE24013, DANRE24014, DANRE24015
OG0002066	ASTMX16358	DANRE27341, DANRE27342, DANRE27340, DANRE27339
OG0002067	ASTMX12928	DANRE29442
OG0002068	ASTMX12273	DANRE10690
OG0002068	ASTMX16517	DANRE08960
OG0002069	ASTMX05370	DANRE02387, DANRE02386
OG0002069	ASTMX06681	DANRE22653, DANRE22652
OG0002069	ASTMX06821	DANRE09973, DANRE09971, DANRE09972
OG0002070	ASTMX22337	DANRE17172
OG0002070	ASTMX21570	DANRE39970, DANRE39968, DANRE39969
OG0002070	ASTMX14581	DANRE35180, DANRE35181, DANRE35179, DANRE35177, DANRE35178
OG0002070	ASTMX14242	DANRE00388, DANRE00387
OG0002071	ASTMX05053	DANRE40829, DANRE40828
OG0002071	ASTMX12228	DANRE20290, DANRE20291
OG0002071	ASTMX05876	DANRE07910, DANRE07911
OG0002072	ASTMX10209	DANRE28970
OG0002072	ASTMX19480	DANRE24814, DANRE24813
OG0002072	ASTMX03590	DANRE38672, DANRE38671
OG0002073	ASTMX18638	DANRE04897, DANRE04896, DANRE04895
OG0002074	ASTMX02153	DANRE30648
OG0002075	ASTMX06559	DANRE03759
OG0002075	ASTMX12938, ASTMX01571	DANRE05891
OG0002075	ASTMX10222	DANRE17476
OG0002076	ASTMX09409	DANRE36584
OG0002076	ASTMX19822	DANRE14308, DANRE14307
OG0002076	ASTMX20304	DANRE10308
OG0002077	ASTMX09597	DANRE24150, DANRE24148, DANRE24147, DANRE24146
OG0002078	ASTMX07822, ASTMX22651	DANRE30342, DANRE30343
OG0002078	ASTMX21198, ASTMX07693	DANRE03576, DANRE03575
OG0002079	ASTMX08264	DANRE16795
OG0002079	ASTMX09088	DANRE33739, DANRE33738, DANRE33737
OG0002080	ASTMX03462	DANRE34948, DANRE34947
OG0002081	ASTMX07542	DANRE41808, DANRE41807
OG0002084	ASTMX10426	DANRE03314, DANRE03315
OG0002084	ASTMX03243	DANRE11161
OG0002084	ASTMX05634	DANRE38145
OG0002085	ASTMX09374	DANRE19891, DANRE19892
OG0002085	ASTMX11810	DANRE06824
OG0002085	ASTMX20238	DANRE04437
OG0002085	ASTMX04550	DANRE05506
OG0002086	ASTMX07923, ASTMX07922	DANRE21552, DANRE21551, DANRE21550, DANRE21549
OG0002087	ASTMX16781	DANRE19222
OG0002088	ASTMX00334	DANRE25804, DANRE25803
OG0002090	ASTMX16025	DANRE30480
OG0002091	ASTMX17083	DANRE28932, DANRE28931, DANRE28930
OG0002091	ASTMX11725	DANRE07576, DANRE07575
OG0002091	ASTMX21693	DANRE33471, DANRE33472
OG0002093	ASTMX15922	DANRE40403, DANRE40402, DANRE40401
OG0002094	ASTMX16837	DANRE22167, DANRE22166, DANRE22165
OG0002095	ASTMX03962	DANRE19930
OG0002095	ASTMX17882	DANRE07140
OG0002095	ASTMX06032	DANRE36508, DANRE36507, DANRE36509, DANRE36506
OG0002096	ASTMX10720, ASTMX17001	DANRE33813, DANRE33812
OG0002097	ASTMX09200	DANRE13376, DANRE13374, DANRE13375
OG0002097	ASTMX06450	DANRE26577
OG0002097	ASTMX12192	DANRE20395
OG0002097	ASTMX07933	DANRE24383, DANRE24384
OG0002098	ASTMX03017	DANRE01193
OG0002098	ASTMX08259	DANRE16808, DANRE16809, DANRE16810
OG0002099	ASTMX07475	DANRE37066, DANRE37067, DANRE37068
OG0002100	ASTMX11179	DANRE35098
OG0002100	ASTMX17071	DANRE29151, DANRE29152, DANRE29150, DANRE29148, DANRE29149, DANRE29147, DANRE29146
OG0002100	ASTMX04460	DANRE03147
OG0002102	ASTMX08771	DANRE36273
OG0002102	ASTMX03132	DANRE26951
OG0002102	ASTMX03918	DANRE20263, DANRE20264
OG0002102	ASTMX08042	DANRE07589
OG0002103	ASTMX03950	DANRE06299
OG0002103	ASTMX04643	DANRE19955, DANRE06300
OG0002104	ASTMX05475	DANRE36394
OG0002104	ASTMX01651	DANRE37183
OG0002104	ASTMX03534	DANRE38599, DANRE38600
OG0002105	ASTMX01741	DANRE40277, DANRE40276
OG0002105	ASTMX00335	DANRE25800, DANRE25799, DANRE25801
OG0002105	ASTMX14499	DANRE38951, DANRE38950, DANRE38948
OG0002105	ASTMX00378	DANRE25949
OG0002105	ASTMX22666	DANRE31451
OG0002106	ASTMX03785	DANRE17857
OG0002106	ASTMX08724	DANRE13872
OG0002107	ASTMX19945	DANRE04310, DANRE04311
OG0002108	ASTMX07612	DANRE05256
OG0002108	ASTMX01236	DANRE17432, DANRE17433
OG0002109	ASTMX05915	DANRE00095
OG0002109	ASTMX09032	DANRE39547
OG0002110	ASTMX08247, ASTMX08246, ASTMX08245	DANRE43044, DANRE43045, DANRE43043, DANRE43042, DANRE28755, DANRE28731, DANRE28730, DANRE28588, DANRE28589, DANRE28591, DANRE28734, DANRE28735, DANRE28736, DANRE28729, DANRE28728, DANRE28590, DANRE28737
OG0002111	ASTMX20752	DANRE06332, DANRE06333
OG0002111	ASTMX11858	DANRE02921
OG0002111	ASTMX00053	DANRE42262, DANRE42261, DANRE42263
OG0002111	ASTMX21592	DANRE42857
OG0002111	ASTMX17521, ASTMX11907	DANRE42856
OG0002112	ASTMX18978	DANRE33930
OG0002112	ASTMX21635	DANRE38325, DANRE38324, DANRE38326
OG0002112	ASTMX05137	DANRE26006, DANRE26005
OG0002112	ASTMX16794	DANRE40114
OG0002112	ASTMX21700	DANRE28149, DANRE28150
OG0002112	ASTMX06896	DANRE09484, DANRE09483
OG0002122	ASTMX08830	DANRE07020, DANRE07021
OG0002122	ASTMX06030	DANRE36505, DANRE36504
OG0002123	ASTMX07485	DANRE10083, DANRE10080, DANRE10082, DANRE10081
OG0002123	ASTMX11736	DANRE27250
OG0002123	ASTMX06688	DANRE22514
OG0002124	ASTMX14518	DANRE02584
OG0002125	ASTMX04029	DANRE39735
OG0002125	ASTMX02181	DANRE25120, DANRE25119, DANRE25121
OG0002127	ASTMX08755	DANRE36243, DANRE36242
OG0002127	ASTMX03139	DANRE26938
OG0002128	ASTMX10534	DANRE21325, DANRE21324
OG0002128	ASTMX04518	DANRE07171
OG0002129	ASTMX02262	DANRE07788
OG0002129	ASTMX09089	DANRE33741, DANRE33740, DANRE33742
OG0002129	ASTMX08266	DANRE16214, DANRE16213
OG0002130	ASTMX08156	DANRE10787, DANRE10786, DANRE10785
OG0002131	ASTMX11268	DANRE34723
OG0002131	ASTMX11269	DANRE34719
OG0002131	ASTMX11344	DANRE34341
OG0002134	ASTMX21719, ASTMX00879	DANRE14747, DANRE14746
OG0002135	ASTMX20057	DANRE10554
OG0002135	ASTMX09828	DANRE41892
OG0002135	ASTMX01206	DANRE18534
OG0002136	ASTMX04714	DANRE06672
OG0002136	ASTMX01514	DANRE03986
OG0002137	ASTMX02787	DANRE04650
OG0002137	ASTMX18215	DANRE13016, DANRE13015
OG0002138	ASTMX02006	DANRE31593, DANRE31594
OG0002139	ASTMX21646	DANRE10950, DANRE10949
OG0002139	ASTMX11143	DANRE18034, DANRE18033
OG0002139	ASTMX09490	DANRE11923
OG0002140	ASTMX11031	DANRE23292, DANRE23294, DANRE23291, DANRE23293
OG0002140	ASTMX06147	DANRE24372, DANRE24373
OG0002141	ASTMX00108	DANRE42313, DANRE42312
OG0002142	ASTMX02159	DANRE25156, DANRE25155, DANRE38915
OG0002142	ASTMX14719	DANRE19014
OG0002142	ASTMX02414	DANRE21713
OG0002143	ASTMX11014	DANRE37599, DANRE37600
OG0002144	ASTMX17084, ASTMX17508	DANRE28933, DANRE28934
OG0002144	ASTMX19379	DANRE34604
OG0002145	ASTMX07271	DANRE12594, DANRE12593
OG0002146	ASTMX03073	DANRE31398, DANRE31399, DANRE31396
OG0002146	ASTMX07185	DANRE12431
OG0002147	ASTMX06786	DANRE09292, DANRE09293, DANRE09294
OG0002147	ASTMX15557	DANRE26428
OG0002147	ASTMX18212	DANRE36327, DANRE36326
OG0002148	ASTMX15638	DANRE18045
OG0002148	ASTMX01497	DANRE03752
OG0002149	ASTMX17049	DANRE03476, DANRE03477
OG0002149	ASTMX20915	DANRE23887, DANRE23886
OG0002149	ASTMX06455	DANRE26592
OG0002150	ASTMX15752	DANRE34958
OG0002150	ASTMX00387	DANRE25256
OG0002151	ASTMX04874	DANRE02959, DANRE02960
OG0002151	ASTMX21404	DANRE30391, DANRE30392
OG0002152	ASTMX16305	DANRE30684
OG0002152	ASTMX07269	DANRE12589, DANRE12588, DANRE12587
OG0002152	ASTMX15710	DANRE22375, DANRE36983
OG0002153	ASTMX03959	DANRE19935, DANRE19938, DANRE19936, DANRE19937
OG0002154	ASTMX18957	DANRE00655
OG0002154	ASTMX00276	DANRE06135, DANRE06136
OG0002154	ASTMX04652	DANRE06183
OG0002154	ASTMX15664	DANRE41248, DANRE41249
OG0002154	ASTMX08586	DANRE16134, DANRE16135
OG0002154	ASTMX06594	DANRE05298, DANRE05299
OG0002155	ASTMX09367	DANRE19904
OG0002155	ASTMX09413	DANRE36593, DANRE36592
OG0002157	ASTMX04963	DANRE15573, DANRE15572, DANRE30038, DANRE30037
OG0002157	ASTMX20755, ASTMX20826	DANRE30209
OG0002157	ASTMX20754	DANRE30210
OG0002158	ASTMX12621	DANRE23948
OG0002159	ASTMX00345	DANRE25780
OG0002160	ASTMX06371	DANRE22820
OG0002161	ASTMX15593	DANRE09169, DANRE09170
OG0002161	ASTMX18564	DANRE14434, DANRE14433
OG0002161	ASTMX17807	DANRE24704, DANRE24703
OG0002161	ASTMX13596	DANRE42804
OG0002162	ASTMX04002	DANRE40141
OG0002162	ASTMX06459	DANRE26602
OG0002162	ASTMX03314	DANRE35138
OG0002162	ASTMX17199	DANRE35386
OG0002163	ASTMX16128	DANRE31471
OG0002163	ASTMX00364	DANRE25945
OG0002163	ASTMX16127	DANRE31470
OG0002163	ASTMX05562	DANRE02306, DANRE02305
OG0002164	ASTMX11480, ASTMX14795	DANRE04882, DANRE04883, DANRE04880, DANRE04881
OG0002165	ASTMX00309	DANRE06070, DANRE06069
OG0002166	ASTMX09990	DANRE01435, DANRE01434
OG0002166	ASTMX03530	DANRE35051, DANRE35052
OG0002167	ASTMX05994	DANRE01555
OG0002167	ASTMX18858	DANRE33556, DANRE33557
OG0002167	ASTMX16740	DANRE20022
OG0002167	ASTMX04705	DANRE06269
OG0002167	ASTMX10553	DANRE00271, DANRE00272
OG0002168	ASTMX12023	DANRE14915, DANRE14916
OG0002168	ASTMX02930	DANRE01851, DANRE01853, DANRE01850, DANRE01852
OG0002169	ASTMX05633	DANRE38142, DANRE38141
OG0002169	ASTMX10425	DANRE03316
OG0002170	ASTMX08212	DANRE00534
OG0002170	ASTMX10098	DANRE09328, DANRE09327
OG0002171	ASTMX17441	DANRE40768, DANRE02347
OG0002172	ASTMX15881	DANRE31480, DANRE31481, DANRE31479
OG0002173	ASTMX15806	DANRE14606, DANRE14605
OG0002173	ASTMX17795	DANRE13464, DANRE13466, DANRE13467, DANRE25908, DANRE13465
OG0002173	ASTMX05204	DANRE25907, DANRE25906
OG0002175	ASTMX16015	DANRE19425
OG0002175	ASTMX13462	DANRE39612
OG0002175	ASTMX08875	DANRE40442
OG0002176	ASTMX16309	DANRE31269
OG0002176	ASTMX16209	DANRE38229, DANRE38228
OG0002176	ASTMX20965	DANRE13188, DANRE13189
OG0002177	ASTMX13667, ASTMX08061	DANRE17397, DANRE17396, DANRE17395
OG0002179	ASTMX04821	DANRE11778, DANRE11777
OG0002180	ASTMX08026	DANRE27214
OG0002180	ASTMX12747	DANRE24078, DANRE24077
OG0002182	ASTMX01000	DANRE36835
OG0002183	ASTMX20928	DANRE31505, DANRE31504, DANRE31506, DANRE31507, DANRE31503
OG0002183	ASTMX05567	DANRE02310, DANRE02311
OG0002184	ASTMX12387	DANRE34335
OG0002184	ASTMX21486, ASTMX13143	DANRE16850
OG0002185	ASTMX18245	DANRE25404
OG0002185	ASTMX18246	DANRE25405
OG0002186	ASTMX11448	DANRE35920, DANRE35919
OG0002186	ASTMX15520, ASTMX12349	DANRE24028, DANRE24027
OG0002187	ASTMX11184	DANRE34282, DANRE34283
OG0002188	ASTMX17006	DANRE15351
OG0002189	ASTMX16380	DANRE26778
OG0002190	ASTMX05738	DANRE09767, DANRE09768
OG0002190	ASTMX09879	DANRE08160
OG0002190	ASTMX15824	DANRE00930, DANRE00929
OG0002191	ASTMX08688	DANRE24199, DANRE24200, DANRE24201, DANRE24198
OG0002191	ASTMX15473	DANRE23348
OG0002191	ASTMX12063	DANRE42786
OG0002192	ASTMX09703	DANRE24746
OG0002192	ASTMX11372	DANRE36150, DANRE36149, DANRE36151
OG0002192	ASTMX14479	DANRE10056, DANRE10057
OG0002193	ASTMX11543	DANRE36400
OG0002194	ASTMX04013	DANRE39769, DANRE39770, DANRE02435
OG0002194	ASTMX20845	DANRE02434
OG0002195	ASTMX00715	DANRE02781
OG0002195	ASTMX02405	DANRE21833, DANRE21832
OG0002195	ASTMX06783	DANRE09289
OG0002196	ASTMX10949	DANRE05128
OG0002199	ASTMX00343	DANRE25781
OG0002199	ASTMX00342, ASTMX14495	DANRE38939
OG0002199	ASTMX02598	DANRE12337, DANRE12336
OG0002199	ASTMX02001, ASTMX02000	DANRE31602
OG0002201	ASTMX10892	DANRE12839
OG0002201	ASTMX21058	DANRE13676
OG0002203	ASTMX21318, ASTMX22286, ASTMX22291, ASTMX19275	DANRE12390, DANRE39117, DANRE39118, DANRE39077, DANRE39078, DANRE39079, DANRE39082, DANRE39080, DANRE39081, DANRE39083, DANRE39084
OG0002203	ASTMX19870, ASTMX16414	DANRE17707
OG0002203	ASTMX11264	DANRE02273, DANRE02274
OG0002209	ASTMX16231, ASTMX05205	DANRE25914, DANRE25913
OG0002209	ASTMX07307	DANRE39809
OG0002209	ASTMX21856, ASTMX01273, ASTMX02284, ASTMX21358, ASTMX15413, ASTMX05424, ASTMX12292, ASTMX18768, ASTMX10738	DANRE39789
OG0002211	ASTMX17382	DANRE01136
OG0002212	ASTMX16869	DANRE26646, DANRE26645
OG0002213	ASTMX03206	DANRE11266
OG0002214	ASTMX04682	DANRE07234
OG0002214	ASTMX18511	DANRE04902, DANRE04901
OG0002214	ASTMX02536	DANRE05024, DANRE05023
OG0002214	ASTMX12488	DANRE40783
OG0002214	ASTMX09982	DANRE01419
OG0002216	ASTMX19790	DANRE31447
OG0002217	ASTMX14103	DANRE18656, DANRE18657
OG0002218	ASTMX18264	DANRE41135, DANRE38351, DANRE12908
OG0002218	ASTMX18853	DANRE41136, DANRE41134
OG0002219	ASTMX18662	DANRE10977, DANRE10976, DANRE10979, DANRE10980, DANRE10978
OG0002220	ASTMX03074	DANRE31400
OG0002220	ASTMX07186	DANRE12433
OG0002221	ASTMX05704	DANRE41044
OG0002222	ASTMX13836	DANRE03714, DANRE03713
OG0002222	ASTMX08751	DANRE36237
OG0002223	ASTMX05554	DANRE02289
OG0002223	ASTMX10305	DANRE30589, DANRE30588
OG0002224	ASTMX06613	DANRE05330
OG0002224	ASTMX14452	DANRE40991, DANRE40989, DANRE40990
OG0002224	ASTMX05934	DANRE01568
OG0002225	ASTMX13928	DANRE13436, DANRE13437, DANRE13435
OG0002225	ASTMX11814	DANRE06828, DANRE06829
OG0002226	ASTMX18469	DANRE16942
OG0002226	ASTMX14158	DANRE30127, DANRE30126
OG0002227	ASTMX11747	DANRE38792, DANRE38791, DANRE38786, DANRE38789
OG0002227	ASTMX21122	DANRE27370, DANRE27371, DANRE27369
OG0002228	ASTMX19431	DANRE43090
OG0002228	ASTMX09065	DANRE10014, DANRE10015
OG0002229	ASTMX09988	DANRE01440
OG0002231	ASTMX01116, ASTMX18153	DANRE34360, DANRE34359
OG0002233	ASTMX05462	DANRE35671
OG0002234	ASTMX17348	DANRE29344
OG0002235	ASTMX13892	DANRE16373
OG0002235	ASTMX02706	DANRE39222
OG0002235	ASTMX03660, ASTMX09950, ASTMX05042	DANRE40892, DANRE40893
OG0002236	ASTMX05372	DANRE02382
OG0002236	ASTMX06679	DANRE02381
OG0002236	ASTMX08686	DANRE24193, DANRE24192, DANRE24194
OG0002237	ASTMX04281	DANRE15001, DANRE15003, DANRE15002
OG0002237	ASTMX11821	DANRE06848, DANRE06849
OG0002237	ASTMX10251	DANRE18184, DANRE18183
OG0002239	ASTMX09078	DANRE08987
OG0002239	ASTMX12092	DANRE34713, DANRE34712, DANRE34714, DANRE34715
OG0002240	ASTMX06011	DANRE36473, DANRE36474, DANRE36472
OG0002241	ASTMX06900	DANRE33267
OG0002241	ASTMX17127	DANRE13580
OG0002242	ASTMX09056	DANRE10198
OG0002242	ASTMX13579	DANRE14423
OG0002242	ASTMX23054	DANRE43073
OG0002242	ASTMX06267	DANRE12652, DANRE12653
OG0002243	ASTMX17560	DANRE41158
OG0002244	ASTMX18150	DANRE34365, DANRE34366, DANRE34364
OG0002245	ASTMX20274	DANRE29129, DANRE29130, DANRE29131
OG0002245	ASTMX16360	DANRE27350, DANRE27346, DANRE27349
OG0002245	ASTMX20273	DANRE27347, DANRE27348
OG0002246	ASTMX20890	DANRE38384, DANRE38385
OG0002246	ASTMX01865	DANRE10420
OG0002246	ASTMX06938	DANRE34584, DANRE34583
OG0002248	ASTMX04678	DANRE06790
OG0002249	ASTMX08282	DANRE36187, DANRE36186
OG0002249	ASTMX16893	DANRE26615
OG0002249	ASTMX09298, ASTMX09297	DANRE19640
OG0002249	ASTMX05071	DANRE40622
OG0002249	ASTMX02921	DANRE01864
OG0002249	ASTMX16681	DANRE27641
OG0002251	ASTMX20073	DANRE19593, DANRE33438
OG0002251	ASTMX09983	DANRE01421, DANRE01420
OG0002252	ASTMX21582	DANRE30454
OG0002252	ASTMX03620	DANRE29416, DANRE29414, DANRE29415
OG0002253	ASTMX03282	DANRE11670
OG0002253	ASTMX01274	DANRE18826, DANRE18827
OG0002254	ASTMX01502	DANRE03958, DANRE03957, DANRE03956
OG0002254	ASTMX14349	DANRE19354, DANRE34109, DANRE34108, DANRE34107
OG0002254	ASTMX07416	DANRE09167
OG0002254	ASTMX09463	DANRE36677, DANRE36676, DANRE36675
OG0002255	ASTMX03543	DANRE38614, DANRE38615
OG0002255	ASTMX03542	DANRE38613
OG0002255	ASTMX10677	DANRE24873
OG0002256	ASTMX13334	DANRE39821, DANRE39822
OG0002256	ASTMX18643	DANRE33044
OG0002257	ASTMX01315	DANRE11949, DANRE11948
OG0002257	ASTMX09672	DANRE11591
OG0002257	ASTMX09671	DANRE11590
OG0002258	ASTMX05578	DANRE39263, DANRE39262
OG0002259	ASTMX13729	DANRE08568
OG0002259	ASTMX08234	DANRE00772, DANRE00773
OG0002259	ASTMX17977	DANRE35317
OG0002259	ASTMX12847	DANRE00298
OG0002260	ASTMX03279	DANRE11640, DANRE11639, DANRE11641
OG0002260	ASTMX01351	DANRE12091, DANRE12092
OG0002260	ASTMX05599	DANRE37892, DANRE37891
OG0002261	ASTMX04970	DANRE30021
OG0002261	ASTMX16399	DANRE29869, DANRE29868
OG0002261	ASTMX04971	DANRE30020
OG0002262	ASTMX15694	DANRE16103, DANRE16102
OG0002262	ASTMX20517	DANRE14360
OG0002262	ASTMX16042	DANRE29231
OG0002262	ASTMX19944, ASTMX04153, ASTMX15695	DANRE41711, DANRE41710
OG0002263	ASTMX17855	DANRE34426, DANRE34425, DANRE34424
OG0002263	ASTMX03160	DANRE27138, DANRE27137
OG0002264	ASTMX08822	DANRE07009, DANRE07008
OG0002264	ASTMX05769	DANRE09035
OG0002265	ASTMX22273	DANRE23389, DANRE23388
OG0002265	ASTMX06735	DANRE09734
OG0002266	ASTMX01568	DANRE04017, DANRE04018
OG0002267	ASTMX17124	DANRE13581
OG0002267	ASTMX03422	DANRE19461, DANRE19462
OG0002267	ASTMX14343	DANRE34098, DANRE34096, DANRE34097
OG0002268	ASTMX11961	DANRE24001, DANRE24000
OG0002268	ASTMX15471	DANRE23350
OG0002270	ASTMX17608	DANRE23087
OG0002270	ASTMX01977, ASTMX22333	DANRE31618, DANRE31619, DANRE31620
OG0002271	ASTMX06025	DANRE36496
OG0002271	ASTMX21725	DANRE20553, DANRE20552
