Orthogroup	ASTMX	BRAFL
OG0002890	ASTMX13782, ASTMX17134, ASTMX11262, ASTMX06745	bflo_02459
OG0002892	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377	bflo_16138
OG0002893	ASTMX04172	bflo_22235, bflo_22577, bflo_02586, bflo_11659
OG0002894	ASTMX03268, ASTMX12100	bflo_18873
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	bflo_12378
OG0002896	ASTMX19105, ASTMX09780, ASTMX08412	bflo_21624
OG0002897	ASTMX10736	bflo_00347
OG0002898	ASTMX14754	bflo_04282
OG0002899	ASTMX06782, ASTMX18211	bflo_24003
OG0002901	ASTMX10246	bflo_17271
OG0002902	ASTMX16032, ASTMX07744	bflo_05131
OG0002903	ASTMX03762	bflo_08729
OG0002904	ASTMX13545	bflo_08371
OG0002906	ASTMX02587, ASTMX00583	bflo_12537
OG0002907	ASTMX10573, ASTMX09015	bflo_25401
OG0002908	ASTMX15467	bflo_00264, bflo_02327
OG0002909	ASTMX17748, ASTMX08531	bflo_10956
OG0002910	ASTMX08537	bflo_04018, bflo_04040, bflo_04045
OG0002911	ASTMX07620, ASTMX09963	bflo_09390
OG0002912	ASTMX03571	bflo_22216, bflo_13816
OG0002913	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589	bflo_12845
OG0002914	ASTMX02600	bflo_08995
OG0002915	ASTMX10897, ASTMX15512	bflo_13226
OG0002916	ASTMX02914, ASTMX10017, ASTMX10016	bflo_25687
OG0002917	ASTMX06336	bflo_21482
OG0002919	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354	bflo_06738, bflo_06629
OG0002921	ASTMX17074	bflo_20845
OG0002922	ASTMX21382, ASTMX09964	bflo_10302
OG0002923	ASTMX10905, ASTMX00895, ASTMX07470	bflo_22160
OG0002924	ASTMX00258, ASTMX06225, ASTMX07771	bflo_07438
OG0002925	ASTMX07510, ASTMX11462, ASTMX04330	bflo_02541
OG0002926	ASTMX12392, ASTMX07910	bflo_06182
OG0002927	ASTMX14610	bflo_02244
OG0002931	ASTMX05179, ASTMX19787, ASTMX06382, ASTMX00773	bflo_08344
OG0002931	ASTMX11137, ASTMX11138, ASTMX01372	bflo_16193
OG0002934	ASTMX09564, ASTMX09563, ASTMX08782, ASTMX18531, ASTMX19080, ASTMX09560, ASTMX09562, ASTMX09561	bflo_22854
OG0002944	ASTMX13024, ASTMX18030, ASTMX12751	bflo_01745
OG0002945	ASTMX07832	bflo_22945
OG0002946	ASTMX17933	bflo_21430
OG0002946	ASTMX21861, ASTMX21826	bflo_22798, bflo_11274, bflo_21428
OG0002947	ASTMX13918	bflo_08384
OG0002948	ASTMX09230	bflo_24612
OG0002949	ASTMX10636	bflo_22993
OG0002950	ASTMX04987	bflo_22911
OG0002952	ASTMX11800, ASTMX03890	bflo_14626
OG0002953	ASTMX05287	bflo_11098
OG0002954	ASTMX14496, ASTMX00341	bflo_09804
OG0002955	ASTMX04547, ASTMX22263	bflo_10404
OG0002956	ASTMX02448, ASTMX06899, ASTMX18169	bflo_03036
OG0002957	ASTMX16714	bflo_21819, bflo_21211
OG0002959	ASTMX03291, ASTMX13416, ASTMX16543	bflo_24974
OG0002962	ASTMX21109, ASTMX07712, ASTMX18086	bflo_23844
OG0002964	ASTMX05000, ASTMX07844, ASTMX21735	bflo_23022
OG0002965	ASTMX02526	bflo_01675, bflo_07078
OG0002966	ASTMX10395, ASTMX14585, ASTMX08283	bflo_16916
OG0002967	ASTMX11866, ASTMX12804	bflo_05869
OG0002968	ASTMX08777	bflo_16573
OG0002968	ASTMX16814	bflo_17865
OG0002969	ASTMX19487	bflo_19693, bflo_19691, bflo_19692
OG0002971	ASTMX09060, ASTMX11460, ASTMX07494, ASTMX07508	bflo_06655
OG0002974	ASTMX22896, ASTMX03538	bflo_12717
OG0002975	ASTMX06342, ASTMX23071, ASTMX12284	bflo_17392
OG0002976	ASTMX03355	bflo_06168
OG0002977	ASTMX16248	bflo_20350
OG0002978	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387	bflo_20000
OG0002979	ASTMX19791	bflo_18017
OG0002981	ASTMX17321	bflo_26562
OG0002982	ASTMX12949	bflo_17282
OG0002983	ASTMX02519, ASTMX22054, ASTMX06014	bflo_04491
OG0002984	ASTMX09070	bflo_23742
OG0002985	ASTMX14851, ASTMX21191	bflo_14855
OG0002986	ASTMX08841, ASTMX01002, ASTMX10260	bflo_11732
OG0002987	ASTMX04738	bflo_08736
OG0002988	ASTMX20095, ASTMX05405, ASTMX15698	bflo_14375, bflo_14313, bflo_06455, bflo_18734
OG0002989	ASTMX06383, ASTMX00778	bflo_12281, bflo_07369
OG0002990	ASTMX05794, ASTMX20875, ASTMX07804	bflo_09319
OG0002991	ASTMX02776	bflo_07835
OG0002992	ASTMX13119, ASTMX04764	bflo_00388
OG0002994	ASTMX06744, ASTMX13783	bflo_12787
OG0002995	ASTMX01369	bflo_22637, bflo_05323
OG0002996	ASTMX02629, ASTMX03439, ASTMX14560	bflo_04215
OG0002997	ASTMX10330	bflo_25686
OG0002998	ASTMX08338, ASTMX01774, ASTMX17111	bflo_21850
OG0003000	ASTMX22439	bflo_08062
OG0003001	ASTMX15125	bflo_02143
OG0003002	ASTMX14285, ASTMX17151, ASTMX12691	bflo_19016
OG0003003	ASTMX07477, ASTMX08710, ASTMX03798	bflo_06732, bflo_22035, bflo_21500, bflo_22036, bflo_08718, bflo_09063
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	bflo_10517
OG0003005	ASTMX04617	bflo_25044
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	bflo_23446
OG0003007	ASTMX14048, ASTMX15482	bflo_25623
OG0003008	ASTMX11361, ASTMX06537, ASTMX11563	bflo_15918
OG0003009	ASTMX06763, ASTMX08741, ASTMX16226	bflo_06877
OG0003010	ASTMX07751	bflo_04794
OG0003011	ASTMX11395, ASTMX14305, ASTMX19701	bflo_14700
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773	bflo_05326
OG0003013	ASTMX07867, ASTMX21547	bflo_19393, bflo_19612
OG0003014	ASTMX18669, ASTMX03277	bflo_01493
OG0003016	ASTMX02288	bflo_14974
OG0003017	ASTMX18161	bflo_09191, bflo_09195
OG0003018	ASTMX09335	bflo_14657, bflo_17790
OG0003019	ASTMX21902	bflo_24520
OG0003021	ASTMX13837	bflo_25104
OG0003023	ASTMX05867, ASTMX05966, ASTMX22290	bflo_20853
OG0003024	ASTMX18655, ASTMX03805	bflo_10487
OG0003025	ASTMX13447, ASTMX18869	bflo_13188
OG0003025	ASTMX11744	bflo_12224
OG0003026	ASTMX04873	bflo_15640
OG0003027	ASTMX13439, ASTMX00386	bflo_01434
OG0003028	ASTMX04249	bflo_02463
OG0003029	ASTMX08718, ASTMX07235	bflo_13998
OG0003030	ASTMX20050, ASTMX17904	bflo_01465
OG0003031	ASTMX19116, ASTMX09602	bflo_20430
OG0003032	ASTMX16368, ASTMX21897, ASTMX04514	bflo_10314
OG0003033	ASTMX09542	bflo_17532
OG0003034	ASTMX08258	bflo_14512
OG0003035	ASTMX07906, ASTMX08632	bflo_08294
OG0003036	ASTMX22808, ASTMX02382	bflo_16842
OG0003037	ASTMX20407	bflo_09575
OG0003038	ASTMX11869, ASTMX03732	bflo_13256
OG0003039	ASTMX05987	bflo_05558
OG0003040	ASTMX06981	bflo_22431
OG0003041	ASTMX16824	bflo_05283
OG0003042	ASTMX22431	bflo_19071
OG0003043	ASTMX12456	bflo_14220
OG0003044	ASTMX03506	bflo_20099
OG0003045	ASTMX16805	bflo_18957
OG0003045	ASTMX02264	bflo_22134
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	bflo_11903
OG0003048	ASTMX18595, ASTMX16216, ASTMX21980	bflo_12696
OG0003049	ASTMX09040, ASTMX11555	bflo_25818
OG0003050	ASTMX21807, ASTMX22136	bflo_05626
OG0003051	ASTMX11688, ASTMX19222	bflo_22450
OG0003052	ASTMX07304	bflo_09325, bflo_26918
OG0003053	ASTMX09045	bflo_25336
OG0003054	ASTMX00110, ASTMX09568	bflo_22442
OG0003055	ASTMX20532, ASTMX04937, ASTMX14054	bflo_25637
OG0003057	ASTMX04350, ASTMX10250	bflo_17866
OG0003058	ASTMX12378, ASTMX15897	bflo_01459
OG0003059	ASTMX11573, ASTMX03262	bflo_08502
OG0003060	ASTMX14156, ASTMX06493, ASTMX04925	bflo_26348
OG0003061	ASTMX07611, ASTMX14401, ASTMX01235	bflo_10461
OG0003062	ASTMX08924, ASTMX17139, ASTMX07083	bflo_13079
OG0003063	ASTMX16164	bflo_11663
OG0003064	ASTMX02348	bflo_06964
OG0003065	ASTMX16223, ASTMX11526	bflo_19457
OG0003066	ASTMX01076	bflo_03016
OG0003067	ASTMX07627, ASTMX05938, ASTMX15668	bflo_10237
OG0003069	ASTMX22072, ASTMX06820	bflo_06497
OG0003070	ASTMX10080, ASTMX20602, ASTMX17271	bflo_09990
OG0003071	ASTMX13310, ASTMX00018, ASTMX16577	bflo_14796
OG0003072	ASTMX14570, ASTMX08544	bflo_12228
OG0003073	ASTMX21813	bflo_04952
OG0003073	ASTMX00976	bflo_06059
OG0003074	ASTMX14062, ASTMX09834, ASTMX07438	bflo_12708
OG0003075	ASTMX06177	bflo_12501, bflo_19989, bflo_14228
OG0003077	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556	bflo_23487
OG0003078	ASTMX01682	bflo_17438
OG0003079	ASTMX08960, ASTMX02438	bflo_06301
OG0003080	ASTMX20078, ASTMX14727, ASTMX14726, ASTMX00029, ASTMX16647, ASTMX20403, ASTMX16692	bflo_14328, bflo_24116
OG0003084	ASTMX17185, ASTMX09102	bflo_14074, bflo_15209
OG0003086	ASTMX20987, ASTMX02745	bflo_18801, bflo_19341
OG0003089	ASTMX09538, ASTMX09541, ASTMX17011, ASTMX00071, ASTMX00072	bflo_01856, bflo_20367
OG0003090	ASTMX07964, ASTMX09342, ASTMX11450, ASTMX00188, ASTMX22375	bflo_13883, bflo_22430
OG0003091	ASTMX20480, ASTMX12209, ASTMX12208, ASTMX12206, ASTMX12207, ASTMX12210	bflo_06091
OG0003101	ASTMX19919, ASTMX06150, ASTMX01755	bflo_01542
OG0003103	ASTMX12562	bflo_02914, bflo_02855
OG0003104	ASTMX11561	bflo_16005
OG0003105	ASTMX00325	bflo_07269
OG0003106	ASTMX06237	bflo_19114
OG0003107	ASTMX02590, ASTMX16600	bflo_12594
OG0003108	ASTMX05191	bflo_23281
OG0003110	ASTMX00133	bflo_22448
OG0003111	ASTMX07402, ASTMX11408	bflo_02071
OG0003112	ASTMX02525	bflo_08398, bflo_09454
OG0003114	ASTMX02715, ASTMX03943	bflo_20937
OG0003115	ASTMX18170, ASTMX11011, ASTMX01881	bflo_02956
OG0003116	ASTMX07169, ASTMX03748	bflo_14734
OG0003118	ASTMX17621, ASTMX15584, ASTMX10419	bflo_00599
OG0003119	ASTMX21119	bflo_09328
OG0003120	ASTMX15617, ASTMX15618	bflo_08097
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	bflo_05128
OG0003122	ASTMX08525	bflo_17079
OG0003123	ASTMX07429, ASTMX06241	bflo_13105, bflo_03106, bflo_03107, bflo_03105, bflo_03104
OG0003124	ASTMX03412	bflo_20947
OG0003125	ASTMX13117	bflo_09377
OG0003126	ASTMX14715	bflo_25347
OG0003127	ASTMX04606	bflo_16528
OG0003128	ASTMX20600	bflo_20579
OG0003129	ASTMX07229	bflo_07601, bflo_07737, bflo_20157, bflo_20156
OG0003130	ASTMX09888	bflo_20145
OG0003131	ASTMX13469	bflo_20297
OG0003132	ASTMX04307	bflo_13312
OG0003133	ASTMX10906	bflo_13064
OG0003134	ASTMX04501	bflo_22955
OG0003135	ASTMX04429	bflo_11156
OG0003136	ASTMX19806	bflo_06361
OG0003137	ASTMX00586	bflo_13210
OG0003138	ASTMX06553	bflo_18045, bflo_24475
OG0003140	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723	bflo_05963, bflo_05965
OG0003141	ASTMX09233, ASTMX11515, ASTMX10094	bflo_24349
OG0003142	ASTMX08629, ASTMX09849, ASTMX19194	bflo_06487
OG0003144	ASTMX08230	bflo_18077
OG0003145	ASTMX16469, ASTMX16882	bflo_16411
OG0003146	ASTMX10808	bflo_01499
OG0003147	ASTMX16613	bflo_10687
OG0003148	ASTMX12896, ASTMX07507, ASTMX14971	bflo_12082
OG0003149	ASTMX10129	bflo_05831, bflo_05830
OG0003150	ASTMX11834, ASTMX21211	bflo_21673
OG0003152	ASTMX11668, ASTMX10214	bflo_23595
OG0003153	ASTMX21330	bflo_13277
OG0003154	ASTMX06476	bflo_15309, bflo_20484, bflo_01436
OG0003155	ASTMX13221	bflo_23835
OG0003156	ASTMX18933	bflo_17373, bflo_27205
OG0003157	ASTMX06118	bflo_14340
OG0003158	ASTMX12999, ASTMX02638	bflo_02352
OG0003159	ASTMX12859, ASTMX09033, ASTMX07619	bflo_07057
OG0003160	ASTMX02814, ASTMX16455	bflo_09900
OG0003161	ASTMX13679, ASTMX15650	bflo_11644
OG0003162	ASTMX10819, ASTMX13525, ASTMX19089	bflo_06527
OG0003163	ASTMX03994, ASTMX05123, ASTMX14593	bflo_25957
OG0003164	ASTMX01170, ASTMX15907	bflo_15147
OG0003165	ASTMX03289, ASTMX04540	bflo_17531
OG0003167	ASTMX04465, ASTMX17254, ASTMX05894	bflo_20648
OG0003168	ASTMX19879, ASTMX12323	bflo_23652
OG0003169	ASTMX07868	bflo_05306
OG0003171	ASTMX22824	bflo_16716
OG0003172	ASTMX12697	bflo_19337
OG0003174	ASTMX07988	bflo_15477
OG0003175	ASTMX20854, ASTMX00657	bflo_02528, bflo_02529, bflo_02516
OG0003176	ASTMX02580	bflo_13138, bflo_13141, bflo_13521
OG0003177	ASTMX13896	bflo_04900
OG0003178	ASTMX16511, ASTMX15240	bflo_21644
OG0003179	ASTMX22089	bflo_07971
OG0003180	ASTMX09365, ASTMX03476, ASTMX13448	bflo_03868
OG0003181	ASTMX18964, ASTMX11371	bflo_23833
OG0003182	ASTMX01957, ASTMX21704	bflo_13801
OG0003183	ASTMX15472, ASTMX04269	bflo_00612
OG0003184	ASTMX09649	bflo_07007
OG0003185	ASTMX08990, ASTMX16307	bflo_03286
OG0003187	ASTMX04939	bflo_06988
OG0003188	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943	bflo_05779
OG0003189	ASTMX03737	bflo_17966, bflo_17711
OG0003190	ASTMX21768	bflo_26454, bflo_00272
OG0003191	ASTMX00980, ASTMX19044	bflo_02395
OG0003193	ASTMX04173, ASTMX07557	bflo_22117
OG0003196	ASTMX13910	bflo_23488, bflo_13878, bflo_13848
OG0003197	ASTMX08037	bflo_21320
OG0003198	ASTMX14796	bflo_15180, bflo_14134, bflo_15182, bflo_09803, bflo_09477
OG0003199	ASTMX13735, ASTMX17609	bflo_11640
OG0003200	ASTMX02514	bflo_05796
OG0003201	ASTMX21989	bflo_18949, bflo_14172, bflo_24313, bflo_15335
OG0003201	ASTMX19271	bflo_00053
OG0003202	ASTMX10006	bflo_08512
OG0003203	ASTMX04267, ASTMX15368	bflo_00895
OG0003204	ASTMX16389, ASTMX01566	bflo_14307
OG0003205	ASTMX07896, ASTMX13085, ASTMX06944	bflo_04278
OG0003207	ASTMX16303	bflo_11574
OG0003208	ASTMX18065, ASTMX11445, ASTMX16806	bflo_12238
OG0003210	ASTMX10368, ASTMX08853, ASTMX06477	bflo_16532
OG0003211	ASTMX19437, ASTMX01978	bflo_12109
OG0003212	ASTMX13329, ASTMX01976	bflo_11237, bflo_11720
OG0003213	ASTMX03983, ASTMX03124	bflo_06414
OG0003214	ASTMX08653	bflo_15011
OG0003215	ASTMX04892	bflo_23368
OG0003216	ASTMX04974, ASTMX01453, ASTMX01452, ASTMX19467, ASTMX06867	bflo_22888
OG0003217	ASTMX02353, ASTMX14721	bflo_13097, bflo_13181
OG0003218	ASTMX15207	bflo_21266
OG0003219	ASTMX01631	bflo_14338
OG0003220	ASTMX21037, ASTMX05784	bflo_17426
OG0003221	ASTMX04321, ASTMX04290	bflo_01510
OG0003222	ASTMX08890, ASTMX02588, ASTMX06133	bflo_14038
OG0003223	ASTMX06346, ASTMX06347	bflo_13052
OG0003224	ASTMX07863, ASTMX13264, ASTMX05296	bflo_00958
OG0003225	ASTMX10853, ASTMX22401	bflo_08138
OG0003227	ASTMX00382	bflo_09183
OG0003228	ASTMX10791, ASTMX02764	bflo_11373
OG0003229	ASTMX17506, ASTMX12857	bflo_14282
OG0003230	ASTMX13387	bflo_10210
OG0003232	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695	bflo_13766
OG0003234	ASTMX11623	bflo_14580, bflo_14579
OG0003235	ASTMX16993	bflo_14854
OG0003236	ASTMX07772	bflo_16680
OG0003236	ASTMX11384, ASTMX21608	bflo_27409, bflo_22679
OG0003239	ASTMX07187	bflo_09028
OG0003250	ASTMX10794, ASTMX06685	bflo_01703
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	bflo_12651
OG0003252	ASTMX03281, ASTMX01275	bflo_14795
OG0003253	ASTMX03410, ASTMX20134, ASTMX07062	bflo_01277
OG0003254	ASTMX04636, ASTMX03953	bflo_05940
OG0003255	ASTMX12251	bflo_08217
OG0003257	ASTMX22306, ASTMX04534	bflo_05917
OG0003258	ASTMX11167	bflo_24354
OG0003259	ASTMX15657	bflo_06895
OG0003260	ASTMX03988, ASTMX10584	bflo_25696
OG0003261	ASTMX19028	bflo_01512, bflo_00495
OG0003262	ASTMX09623, ASTMX05093, ASTMX09613	bflo_20031
OG0003263	ASTMX06871	bflo_23703
OG0003264	ASTMX12623, ASTMX02507, ASTMX17172	bflo_04822
OG0003265	ASTMX13950, ASTMX02020	bflo_11145
OG0003266	ASTMX02992	bflo_10178
OG0003267	ASTMX07667	bflo_26847, bflo_07095
OG0003268	ASTMX13578	bflo_13173
OG0003269	ASTMX07746, ASTMX16031	bflo_23123
OG0003270	ASTMX00434, ASTMX01987	bflo_12004
OG0003271	ASTMX05159	bflo_06460
OG0003272	ASTMX16097, ASTMX17574	bflo_14266
OG0003275	ASTMX20071, ASTMX00521	bflo_13276
OG0003276	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283	bflo_17428
OG0003277	ASTMX08840, ASTMX22126	bflo_11010
OG0003278	ASTMX20844	bflo_16363
OG0003278	ASTMX13373	bflo_11050, bflo_18953
OG0003279	ASTMX11486, ASTMX04660	bflo_14292
OG0003282	ASTMX09305, ASTMX07991	bflo_05872
OG0003283	ASTMX16304	bflo_27041, bflo_12474
OG0003284	ASTMX00092	bflo_02462
OG0003287	ASTMX06398, ASTMX14109	bflo_03086
OG0003288	ASTMX01172	bflo_14155
OG0003289	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831	bflo_13357
OG0003291	ASTMX12200	bflo_04904
OG0003293	ASTMX14284, ASTMX14283	bflo_00129
OG0003294	ASTMX12473	bflo_14576
OG0003296	ASTMX13206, ASTMX05984	bflo_21081
OG0003297	ASTMX17343	bflo_22943, bflo_27414
OG0003298	ASTMX04625	bflo_15165
OG0003299	ASTMX05504	bflo_25833
OG0003301	ASTMX11883, ASTMX14970, ASTMX10951	bflo_01141
OG0003302	ASTMX03967, ASTMX14885	bflo_07345
OG0003303	ASTMX21947	bflo_15649
OG0003304	ASTMX01812	bflo_25914
OG0003305	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350	bflo_03407
OG0003306	ASTMX19066	bflo_11444, bflo_26999
OG0003307	ASTMX14758, ASTMX14757, ASTMX04729	bflo_07093
OG0003308	ASTMX09050, ASTMX03179, ASTMX02901	bflo_25159, bflo_25333
OG0003309	ASTMX02666, ASTMX18550, ASTMX01675, ASTMX00158	bflo_18723
OG0003311	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152	bflo_01504
OG0003314	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732	bflo_14212
OG0003315	ASTMX14597	bflo_01079
OG0003315	ASTMX16859	bflo_26618, bflo_01077
OG0003317	ASTMX17437	bflo_23280
OG0003318	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791	bflo_11452
OG0003319	ASTMX04815, ASTMX06693, ASTMX17160	bflo_06319
OG0003320	ASTMX17270	bflo_10097
OG0003321	ASTMX14606	bflo_13090
OG0003323	ASTMX20658	bflo_15869
OG0003324	ASTMX00455	bflo_05150
OG0003325	ASTMX13406, ASTMX06639	bflo_08410
OG0003326	ASTMX09687, ASTMX20074	bflo_09789
OG0003327	ASTMX10363, ASTMX06502	bflo_15914
OG0003328	ASTMX10052	bflo_00597, bflo_00596
OG0003329	ASTMX03339, ASTMX07785	bflo_06538
OG0003330	ASTMX05145	bflo_05318
OG0003331	ASTMX04420, ASTMX08193	bflo_20334
OG0003332	ASTMX15129, ASTMX08712, ASTMX05756	bflo_06531
OG0003333	ASTMX03589, ASTMX04374	bflo_03278
OG0003335	ASTMX10999	bflo_16036
OG0003336	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727	bflo_16347
OG0003337	ASTMX09237, ASTMX09238	bflo_24672
OG0003340	ASTMX20458, ASTMX04299	bflo_00966
OG0003341	ASTMX13167	bflo_13784
OG0003342	ASTMX14553, ASTMX03550, ASTMX03372, ASTMX03371	bflo_08333
OG0003343	ASTMX05881	bflo_21197
OG0003344	ASTMX13412	bflo_06379
OG0003346	ASTMX22669	bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737
OG0003347	ASTMX17698, ASTMX05419	bflo_18875
OG0003348	ASTMX17460, ASTMX00165	bflo_01497
OG0003349	ASTMX06632, ASTMX06577	bflo_08162
OG0003350	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134	bflo_21636
OG0003352	ASTMX07532, ASTMX10406, ASTMX00833	bflo_26474, bflo_26477, bflo_08957
OG0003353	ASTMX08541	bflo_11091
OG0003354	ASTMX21682	bflo_00257
OG0003355	ASTMX18176, ASTMX06654	bflo_07915
OG0003356	ASTMX19698, ASTMX21492	bflo_13961
OG0003357	ASTMX00318	bflo_10674
OG0003358	ASTMX15835	bflo_11374
OG0003359	ASTMX08948	bflo_09270
OG0003360	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548	bflo_08028
OG0003361	ASTMX02459, ASTMX04442	bflo_21492
OG0003362	ASTMX11242	bflo_15047
OG0003363	ASTMX05464	bflo_19624
OG0003364	ASTMX06273, ASTMX21297	bflo_03561
OG0003366	ASTMX02786	bflo_23663
OG0003367	ASTMX22230, ASTMX02176	bflo_03392, bflo_03276, bflo_03820, bflo_16550, bflo_25315
OG0003368	ASTMX18958, ASTMX00275	bflo_08973
OG0003370	ASTMX19055, ASTMX04318	bflo_05182
OG0003371	ASTMX19054, ASTMX00217, ASTMX01969, ASTMX00956	bflo_14039
OG0003372	ASTMX17792, ASTMX22090	bflo_25213
OG0003373	ASTMX10290	bflo_04729
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	bflo_01562
OG0003375	ASTMX13635	bflo_05681
OG0003376	ASTMX16960	bflo_05753
OG0003377	ASTMX18938	bflo_09240, bflo_09241
OG0003378	ASTMX07310, ASTMX10913, ASTMX18798	bflo_09811
OG0003379	ASTMX06835, ASTMX12551	bflo_01579
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	bflo_20421
OG0003381	ASTMX16159, ASTMX08992	bflo_09923
OG0003382	ASTMX06479, ASTMX06858	bflo_03233
OG0003383	ASTMX04487, ASTMX21389	bflo_00169
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	bflo_10672
OG0003385	ASTMX15470	bflo_20288
OG0003386	ASTMX15558, ASTMX05500	bflo_24755
OG0003387	ASTMX13211	bflo_20271, bflo_20266
OG0003388	ASTMX07669, ASTMX03217, ASTMX03218	bflo_08160
OG0003391	ASTMX02469	bflo_11495
OG0003392	ASTMX17435, ASTMX20620	bflo_04347
OG0003393	ASTMX03585	bflo_04808
OG0003394	ASTMX12715	bflo_00632
OG0003397	ASTMX19167, ASTMX22012, ASTMX01527, ASTMX05037, ASTMX16571, ASTMX09324, ASTMX16570, ASTMX16569	bflo_25073
OG0003399	ASTMX22639, ASTMX17079, ASTMX03006, ASTMX04417	bflo_20125
OG0003401	ASTMX15731, ASTMX19715	bflo_15561, bflo_16225
OG0003401	ASTMX11019	bflo_04587
OG0003419	ASTMX09665, ASTMX22627	bflo_19082
OG0003420	ASTMX18650, ASTMX10375	bflo_16824
OG0003421	ASTMX03751	bflo_14823
OG0003422	ASTMX16317	bflo_15120
OG0003424	ASTMX18868	bflo_22975
OG0003425	ASTMX10571	bflo_06597
OG0003426	ASTMX04641	bflo_17220
OG0003428	ASTMX17578	bflo_15063
OG0003429	ASTMX01780	bflo_03695
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	bflo_10656
OG0003431	ASTMX02037	bflo_18771
OG0003433	ASTMX18120, ASTMX05648	bflo_22519
OG0003434	ASTMX16757	bflo_00872
OG0003435	ASTMX08077, ASTMX01388	bflo_21768
OG0003437	ASTMX18378, ASTMX16135, ASTMX15000	bflo_23416
OG0003439	ASTMX00536, ASTMX08748	bflo_21650
OG0003440	ASTMX07860, ASTMX13319	bflo_14213
OG0003441	ASTMX13951	bflo_12321
OG0003443	ASTMX12664, ASTMX04558	bflo_23995
OG0003444	ASTMX02545	bflo_03457
OG0003445	ASTMX16471, ASTMX16880	bflo_16302
OG0003447	ASTMX07133	bflo_11633
OG0003448	ASTMX17648	bflo_13876
OG0003450	ASTMX21046	bflo_14312
OG0003451	ASTMX00047, ASTMX22491	bflo_17722
OG0003452	ASTMX07622	bflo_09208
OG0003453	ASTMX18802	bflo_09284
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	bflo_18619
OG0003455	ASTMX03444, ASTMX03446, ASTMX03445	bflo_03202, bflo_03230
OG0003456	ASTMX21655, ASTMX18222, ASTMX04968	bflo_23918
OG0003457	ASTMX17161, ASTMX01405	bflo_01506
OG0003458	ASTMX10149	bflo_05669
OG0003459	ASTMX10610, ASTMX08523	bflo_13470
OG0003460	ASTMX03204	bflo_16240
OG0003462	ASTMX22437	bflo_15758
OG0003463	ASTMX08158, ASTMX19125	bflo_24804
OG0003464	ASTMX07673	bflo_22976
OG0003465	ASTMX08614	bflo_16970
OG0003466	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980	bflo_09344
OG0003467	ASTMX15385	bflo_12624
OG0003469	ASTMX12242, ASTMX12240, ASTMX12241	bflo_12756
OG0003470	ASTMX20804	bflo_06693
OG0003471	ASTMX01577	bflo_23271
OG0003472	ASTMX00009	bflo_14735
OG0003473	ASTMX07041, ASTMX19152	bflo_23011
OG0003474	ASTMX15389, ASTMX12244	bflo_01167
OG0003475	ASTMX07930	bflo_17402
OG0003476	ASTMX07144	bflo_10013
OG0003477	ASTMX10944	bflo_05188
OG0003478	ASTMX16545	bflo_05169
OG0003479	ASTMX08377, ASTMX19369	bflo_11660
OG0003480	ASTMX18358, ASTMX00514	bflo_13731
OG0003481	ASTMX12699	bflo_15888
OG0003482	ASTMX06291, ASTMX01090, ASTMX09004	bflo_09842
OG0003483	ASTMX02494	bflo_15095
OG0003486	ASTMX09925	bflo_20523
OG0003487	ASTMX11535	bflo_10772
OG0003488	ASTMX06137	bflo_05906
OG0003489	ASTMX11315	bflo_02309
OG0003491	ASTMX11829, ASTMX07278	bflo_22547
OG0003492	ASTMX15658, ASTMX07661	bflo_06984
OG0003495	ASTMX12152	bflo_14132
OG0003495	ASTMX06696, ASTMX17728, ASTMX15254	bflo_06400
