Orthogroup	ASTMX	AMPFI_ok
OG0002891	ASTMX14161	AMPFI_04475
OG0002892	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377	AMPFI_07057
OG0002893	ASTMX04172	AMPFI_10355
OG0002894	ASTMX03268, ASTMX12100	AMPFI_06382
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	AMPFI_06498
OG0002896	ASTMX19105, ASTMX09780, ASTMX08412	AMPFI_16510
OG0002897	ASTMX10736	AMPFI_09968
OG0002898	ASTMX14754	AMPFI_09550
OG0002899	ASTMX06782, ASTMX18211	AMPFI_14669
OG0002900	ASTMX09021, ASTMX09858	AMPFI_20780
OG0002901	ASTMX10246	AMPFI_08252
OG0002902	ASTMX16032, ASTMX07744	AMPFI_12583
OG0002903	ASTMX07417	AMPFI_03038
OG0002904	ASTMX13545	AMPFI_09248
OG0002905	ASTMX05245, ASTMX16672	AMPFI_08369
OG0002907	ASTMX10573, ASTMX09015	AMPFI_19275
OG0002908	ASTMX15467	AMPFI_07872
OG0002909	ASTMX17748, ASTMX08531	AMPFI_05496
OG0002910	ASTMX08537	AMPFI_10619
OG0002911	ASTMX07620, ASTMX09963	AMPFI_10616
OG0002912	ASTMX03571	AMPFI_11212
OG0002913	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589	AMPFI_19285
OG0002915	ASTMX10897, ASTMX15512	AMPFI_13472
OG0002916	ASTMX02914, ASTMX10017, ASTMX10016	AMPFI_06848
OG0002917	ASTMX06336	AMPFI_14499
OG0002919	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354	AMPFI_02349
OG0002921	ASTMX17074	AMPFI_10790, AMPFI_19297
OG0002922	ASTMX21382, ASTMX09964	AMPFI_12284
OG0002923	ASTMX10905, ASTMX00895, ASTMX07470	AMPFI_15546
OG0002924	ASTMX00258, ASTMX06225, ASTMX07771	AMPFI_17370
OG0002925	ASTMX07510, ASTMX11462, ASTMX04330	AMPFI_19388
OG0002926	ASTMX12392, ASTMX07910	AMPFI_22948
OG0002927	ASTMX14610	AMPFI_24232
OG0002944	ASTMX13024, ASTMX18030, ASTMX12751	AMPFI_19187
OG0002946	ASTMX17933	AMPFI_18378
OG0002947	ASTMX13918	AMPFI_12962
OG0002949	ASTMX10636	AMPFI_13293, AMPFI_13294
OG0002952	ASTMX11800, ASTMX03890	AMPFI_03711
OG0002953	ASTMX05287	AMPFI_18432
OG0002954	ASTMX14496, ASTMX00341	AMPFI_05502
OG0002955	ASTMX04547, ASTMX22263	AMPFI_14821
OG0002956	ASTMX02448, ASTMX06899, ASTMX18169	AMPFI_08178
OG0002957	ASTMX16714	AMPFI_00571
OG0002959	ASTMX16543	AMPFI_18590
OG0002960	ASTMX13796	AMPFI_17548
OG0002961	ASTMX17170	AMPFI_15797, AMPFI_04166
OG0002962	ASTMX21109, ASTMX07712, ASTMX18086	AMPFI_14869
OG0002964	ASTMX05000, ASTMX07844, ASTMX21735	AMPFI_14124
OG0002965	ASTMX02526	AMPFI_07076
OG0002966	ASTMX10395, ASTMX14585, ASTMX08283	AMPFI_08237
OG0002967	ASTMX11866, ASTMX12804	AMPFI_11661
OG0002968	ASTMX08777	AMPFI_05414
OG0002971	ASTMX09060, ASTMX11460, ASTMX07494, ASTMX07508	AMPFI_07105
OG0002973	ASTMX00766	AMPFI_13787
OG0002974	ASTMX22896, ASTMX03538	AMPFI_12501
OG0002975	ASTMX23071	AMPFI_15158, AMPFI_03251, AMPFI_19083
OG0002975	ASTMX12284	AMPFI_03182
OG0002976	ASTMX03355	AMPFI_15200
OG0002977	ASTMX16248	AMPFI_22891
OG0002978	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387	AMPFI_11885
OG0002979	ASTMX19791	AMPFI_09921
OG0002981	ASTMX17321	AMPFI_19892
OG0002982	ASTMX12949	AMPFI_02827
OG0002983	ASTMX02519, ASTMX22054, ASTMX06014	AMPFI_14269
OG0002984	ASTMX09070	AMPFI_07036
OG0002985	ASTMX14851, ASTMX21191	AMPFI_17949
OG0002986	ASTMX08841, ASTMX01002, ASTMX10260	AMPFI_23973, AMPFI_17447, AMPFI_24866
OG0002987	ASTMX04738	AMPFI_13529
OG0002988	ASTMX20095, ASTMX05405, ASTMX15698	AMPFI_12185
OG0002989	ASTMX06383, ASTMX00778	AMPFI_07541
OG0002990	ASTMX05794, ASTMX20875, ASTMX07804	AMPFI_17712
OG0002992	ASTMX13119, ASTMX04764	AMPFI_21162
OG0002994	ASTMX06744, ASTMX13783	AMPFI_24153
OG0002995	ASTMX01369	AMPFI_17195, AMPFI_19977
OG0002996	ASTMX02629, ASTMX03439, ASTMX14560	AMPFI_00900
OG0002998	ASTMX08338, ASTMX01774, ASTMX17111	AMPFI_15937
OG0003001	ASTMX15125	AMPFI_06603
OG0003002	ASTMX14285, ASTMX17151, ASTMX12691	AMPFI_16659
OG0003003	ASTMX07477, ASTMX08710, ASTMX03798	AMPFI_06580
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	AMPFI_06638
OG0003005	ASTMX04617	AMPFI_04141, AMPFI_25494
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	AMPFI_24175
OG0003007	ASTMX14048, ASTMX15482	AMPFI_08137
OG0003008	ASTMX11361, ASTMX06537, ASTMX11563	AMPFI_17468
OG0003009	ASTMX06763, ASTMX08741, ASTMX16226	AMPFI_16716, AMPFI_01436
OG0003010	ASTMX07751	AMPFI_05162
OG0003011	ASTMX11395, ASTMX14305, ASTMX19701	AMPFI_10396, AMPFI_10397, AMPFI_24907
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773	AMPFI_19750
OG0003013	ASTMX07867, ASTMX21547	AMPFI_21222
OG0003014	ASTMX18669, ASTMX03277	AMPFI_03270
OG0003016	ASTMX02288	AMPFI_01985, AMPFI_21862
OG0003017	ASTMX18161	AMPFI_05503, AMPFI_14328
OG0003018	ASTMX09335	AMPFI_00574
OG0003019	ASTMX21902	AMPFI_03647
OG0003021	ASTMX13837	AMPFI_15897
OG0003022	ASTMX11483	AMPFI_05254
OG0003023	ASTMX05867, ASTMX05966, ASTMX22290	AMPFI_02293
OG0003024	ASTMX18655, ASTMX03805	AMPFI_06872
OG0003025	ASTMX13447, ASTMX18869, ASTMX11744	AMPFI_18961
OG0003026	ASTMX04873	AMPFI_09871
OG0003027	ASTMX13439, ASTMX00386	AMPFI_03279
OG0003028	ASTMX04249	AMPFI_20635
OG0003029	ASTMX08718, ASTMX07235	AMPFI_10314
OG0003030	ASTMX20050, ASTMX17904	AMPFI_09536
OG0003031	ASTMX19116, ASTMX09602	AMPFI_16204
OG0003033	ASTMX09542	AMPFI_17482
OG0003034	ASTMX08258	AMPFI_07400
OG0003035	ASTMX07906, ASTMX08632	AMPFI_10841
OG0003036	ASTMX22808, ASTMX02382	AMPFI_21230, AMPFI_06381
OG0003037	ASTMX20407	AMPFI_21315, AMPFI_14720
OG0003038	ASTMX11869, ASTMX03732	AMPFI_00219
OG0003040	ASTMX06981	AMPFI_23093
OG0003041	ASTMX16824	AMPFI_25734
OG0003042	ASTMX22431	AMPFI_08345
OG0003043	ASTMX12456	AMPFI_18326
OG0003044	ASTMX03506	AMPFI_04020, AMPFI_18286, AMPFI_20130
OG0003045	ASTMX16805	AMPFI_07217
OG0003045	ASTMX02264	AMPFI_13291
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	AMPFI_18791
OG0003048	ASTMX18595, ASTMX16216, ASTMX21980	AMPFI_03382
OG0003049	ASTMX09040, ASTMX11555	AMPFI_20646, AMPFI_19686
OG0003051	ASTMX11688, ASTMX19222	AMPFI_17401, AMPFI_05774
OG0003052	ASTMX07304	AMPFI_08673
OG0003053	ASTMX09045	AMPFI_17366
OG0003054	ASTMX00110, ASTMX09568	AMPFI_22668
OG0003055	ASTMX20532, ASTMX04937, ASTMX14054	AMPFI_11766, AMPFI_11765
OG0003057	ASTMX04350, ASTMX10250	AMPFI_14919
OG0003058	ASTMX12378, ASTMX15897	AMPFI_06004
OG0003059	ASTMX11573, ASTMX03262	AMPFI_15093
OG0003060	ASTMX14156, ASTMX06493, ASTMX04925	AMPFI_01289
OG0003062	ASTMX08924, ASTMX17139, ASTMX07083	AMPFI_05505
OG0003063	ASTMX16164	AMPFI_19748
OG0003065	ASTMX16223, ASTMX11526	AMPFI_15613
OG0003066	ASTMX01076	AMPFI_04842
OG0003067	ASTMX07627, ASTMX05938, ASTMX15668	AMPFI_00869
OG0003069	ASTMX22072, ASTMX06820	AMPFI_01696, AMPFI_01610
OG0003070	ASTMX10080, ASTMX20602, ASTMX17271, ASTMX20240, ASTMX16146	AMPFI_03671
OG0003071	ASTMX13310, ASTMX00018, ASTMX16577	AMPFI_04750
OG0003072	ASTMX14570, ASTMX08544	AMPFI_06677
OG0003073	ASTMX21813	AMPFI_22163
OG0003073	ASTMX00976	AMPFI_07918
OG0003074	ASTMX14062, ASTMX09834, ASTMX07438	AMPFI_10857
OG0003075	ASTMX06177	AMPFI_17754, AMPFI_11341
OG0003077	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556	AMPFI_17607
OG0003078	ASTMX01682, ASTMX01361	AMPFI_19761
OG0003079	ASTMX08960, ASTMX02438	AMPFI_20005
OG0003080	ASTMX20078, ASTMX14727, ASTMX14726, ASTMX00029, ASTMX16647, ASTMX20403, ASTMX16692	AMPFI_21435
OG0003101	ASTMX19919, ASTMX06150, ASTMX01755	AMPFI_08193
OG0003104	ASTMX09610, ASTMX11561	AMPFI_15625
OG0003105	ASTMX00325	AMPFI_14075, AMPFI_15981
OG0003105	ASTMX00326	AMPFI_22515
OG0003107	ASTMX02590, ASTMX16600	AMPFI_06817
OG0003108	ASTMX05191	AMPFI_12830
OG0003109	ASTMX18781	AMPFI_08495
OG0003110	ASTMX00133	AMPFI_05396
OG0003111	ASTMX07402, ASTMX11408	AMPFI_13874
OG0003112	ASTMX02525	AMPFI_09342, AMPFI_10797
OG0003113	ASTMX13016, ASTMX07578	AMPFI_10115
OG0003114	ASTMX02715, ASTMX03943	AMPFI_08644
OG0003115	ASTMX18170, ASTMX11011, ASTMX01881	AMPFI_12376
OG0003116	ASTMX07169, ASTMX03748	AMPFI_07231
OG0003118	ASTMX17621, ASTMX15584, ASTMX10419	AMPFI_05302
OG0003119	ASTMX21119	AMPFI_08478
OG0003120	ASTMX15617, ASTMX15618	AMPFI_02893
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	AMPFI_05935
OG0003122	ASTMX08525	AMPFI_07060
OG0003123	ASTMX07429, ASTMX06241	AMPFI_23842
OG0003124	ASTMX03412	AMPFI_09122
OG0003125	ASTMX13117	AMPFI_24478
OG0003126	ASTMX14715	AMPFI_24434, AMPFI_01995
OG0003127	ASTMX04606	AMPFI_12664
OG0003128	ASTMX20600	AMPFI_03704
OG0003130	ASTMX09888	AMPFI_14227
OG0003131	ASTMX13469	AMPFI_03461
OG0003132	ASTMX04307	AMPFI_20089
OG0003133	ASTMX10906	AMPFI_15824, AMPFI_15823, AMPFI_07281
OG0003135	ASTMX04429	AMPFI_07186
OG0003136	ASTMX13058, ASTMX01379, ASTMX19806	AMPFI_10904
OG0003137	ASTMX00586	AMPFI_22046, AMPFI_15935, AMPFI_18922
OG0003140	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723	AMPFI_24399
OG0003141	ASTMX09233, ASTMX11515, ASTMX10094	AMPFI_11907
OG0003142	ASTMX08629, ASTMX09849, ASTMX19194	AMPFI_05828
OG0003143	ASTMX13786, ASTMX06817	AMPFI_15571
OG0003144	ASTMX08230	AMPFI_06226
OG0003145	ASTMX16469, ASTMX16882	AMPFI_00786, AMPFI_00787
OG0003146	ASTMX10808	AMPFI_23986
OG0003147	ASTMX16613	AMPFI_17466
OG0003148	ASTMX12896, ASTMX07507, ASTMX14971	AMPFI_04210
OG0003150	ASTMX11834, ASTMX21211	AMPFI_11497
OG0003152	ASTMX10214	AMPFI_08619, AMPFI_15609
OG0003153	ASTMX21330	AMPFI_03883
OG0003154	ASTMX06476	AMPFI_15942
OG0003156	ASTMX18933	AMPFI_07675
OG0003157	ASTMX06118	AMPFI_06068, AMPFI_24828
OG0003158	ASTMX12999, ASTMX02638	AMPFI_15277
OG0003159	ASTMX12859, ASTMX09033, ASTMX07619	AMPFI_14863
OG0003160	ASTMX02814, ASTMX16455	AMPFI_09161
OG0003161	ASTMX13679, ASTMX15650	AMPFI_17564
OG0003162	ASTMX10819, ASTMX13525, ASTMX19089	AMPFI_13113
OG0003163	ASTMX03994, ASTMX05123, ASTMX14593	AMPFI_17039
OG0003164	ASTMX01170, ASTMX15907	AMPFI_11016
OG0003165	ASTMX03289, ASTMX04540	AMPFI_06521
OG0003166	ASTMX22568, ASTMX04151	AMPFI_19039
OG0003167	ASTMX04465, ASTMX17254, ASTMX05894	AMPFI_17956
OG0003168	ASTMX19879, ASTMX12323	AMPFI_03578
OG0003171	ASTMX03122, ASTMX03788	AMPFI_11830
OG0003172	ASTMX12697	AMPFI_08998
OG0003173	ASTMX20601, ASTMX20314, ASTMX05950	AMPFI_11484
OG0003174	ASTMX07988	AMPFI_17590
OG0003175	ASTMX20854, ASTMX00657	AMPFI_09988
OG0003176	ASTMX02580	AMPFI_23239, AMPFI_17575, AMPFI_02070, AMPFI_18132, AMPFI_09902, AMPFI_00821
OG0003177	ASTMX13896	AMPFI_02148
OG0003178	ASTMX16511, ASTMX15240	AMPFI_21542
OG0003179	ASTMX22089	AMPFI_06154
OG0003180	ASTMX09365, ASTMX03476, ASTMX13448	AMPFI_17000
OG0003181	ASTMX18964, ASTMX11371	AMPFI_05848
OG0003182	ASTMX01957, ASTMX21704	AMPFI_06707
OG0003183	ASTMX15472, ASTMX04269	AMPFI_05467
OG0003184	ASTMX09649, ASTMX22723	AMPFI_23894
OG0003185	ASTMX08990, ASTMX16307	AMPFI_16164
OG0003188	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943	AMPFI_13872
OG0003189	ASTMX03737	AMPFI_11974
OG0003190	ASTMX21768	AMPFI_13799
OG0003191	ASTMX00980, ASTMX19044	AMPFI_23926
OG0003193	ASTMX04173, ASTMX07557	AMPFI_08357
OG0003196	ASTMX13910	AMPFI_23755
OG0003198	ASTMX14796	AMPFI_22917, AMPFI_08235
OG0003199	ASTMX17609	AMPFI_12162
OG0003200	ASTMX02514	AMPFI_11226, AMPFI_08232
OG0003201	ASTMX21988	AMPFI_06330
OG0003202	ASTMX10006	AMPFI_12487
OG0003203	ASTMX04267, ASTMX15368	AMPFI_08213
OG0003204	ASTMX16389, ASTMX01566	AMPFI_10237
OG0003205	ASTMX07896, ASTMX13085, ASTMX06944	AMPFI_00728
OG0003207	ASTMX00941, ASTMX16303	AMPFI_20327
OG0003208	ASTMX18065	AMPFI_12265
OG0003208	ASTMX16806	AMPFI_10645
OG0003210	ASTMX10368, ASTMX08853, ASTMX06477	AMPFI_24764
OG0003212	ASTMX13329, ASTMX01976	AMPFI_00027
OG0003213	ASTMX03983	AMPFI_04022
OG0003213	ASTMX03124	AMPFI_01624
OG0003214	ASTMX08653	AMPFI_06762
OG0003215	ASTMX04892	AMPFI_14832
OG0003217	ASTMX02353, ASTMX14721	AMPFI_25160, AMPFI_23505
OG0003218	ASTMX15207	AMPFI_26015
OG0003219	ASTMX01631	AMPFI_06216
OG0003220	ASTMX21037, ASTMX05784	AMPFI_12091
OG0003221	ASTMX04321, ASTMX04290	AMPFI_11291
OG0003222	ASTMX08890, ASTMX02588, ASTMX06133	AMPFI_03429
OG0003223	ASTMX06346, ASTMX06347	AMPFI_04078
OG0003224	ASTMX07863, ASTMX13264, ASTMX05296	AMPFI_21120
OG0003225	ASTMX10853, ASTMX22401	AMPFI_05427
OG0003228	ASTMX10791, ASTMX02764	AMPFI_18339
OG0003229	ASTMX17506, ASTMX12857	AMPFI_09992
OG0003230	ASTMX13387	AMPFI_01229
OG0003231	ASTMX02884	AMPFI_01710
OG0003232	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695	AMPFI_02064
OG0003234	ASTMX11623	AMPFI_08950
OG0003235	ASTMX16993	AMPFI_16999
OG0003236	ASTMX21607	AMPFI_17062
OG0003237	ASTMX17778, ASTMX02725, ASTMX20917, ASTMX06508	AMPFI_17126
OG0003239	ASTMX07187	AMPFI_23826
OG0003250	ASTMX10794, ASTMX06685	AMPFI_12226
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	AMPFI_06867
OG0003252	ASTMX03281, ASTMX01275	AMPFI_15271
OG0003254	ASTMX04636, ASTMX03953	AMPFI_09205
OG0003255	ASTMX12251	AMPFI_01643
OG0003258	ASTMX11167	AMPFI_20884
OG0003259	ASTMX15657	AMPFI_05569
OG0003260	ASTMX03988, ASTMX10584	AMPFI_10832
OG0003261	ASTMX19028	AMPFI_21592
OG0003262	ASTMX09623, ASTMX05093, ASTMX09613	AMPFI_21245
OG0003263	ASTMX06871	AMPFI_13017
OG0003264	ASTMX12623, ASTMX02507, ASTMX17172	AMPFI_17248
OG0003265	ASTMX13950, ASTMX02020	AMPFI_11217
OG0003266	ASTMX02992	AMPFI_04526
OG0003267	ASTMX07667	AMPFI_05887
OG0003268	ASTMX13578	AMPFI_11156
OG0003269	ASTMX07746, ASTMX16031	AMPFI_21059
OG0003270	ASTMX00434, ASTMX01987	AMPFI_13601, AMPFI_02798
OG0003271	ASTMX05159	AMPFI_10331
OG0003272	ASTMX16097, ASTMX17574	AMPFI_03849
OG0003273	ASTMX03258	AMPFI_02700
OG0003275	ASTMX20071, ASTMX00521	AMPFI_03094
OG0003277	ASTMX08840, ASTMX22126	AMPFI_09116
OG0003278	ASTMX13373	AMPFI_01180
OG0003279	ASTMX04660	AMPFI_24970
OG0003280	ASTMX15864	AMPFI_01494, AMPFI_20052, AMPFI_21525, AMPFI_02246
OG0003282	ASTMX09305, ASTMX07991	AMPFI_21088
OG0003287	ASTMX06398, ASTMX14109	AMPFI_05397
OG0003288	ASTMX01172	AMPFI_06784
OG0003290	ASTMX03173	AMPFI_06287
OG0003291	ASTMX12200	AMPFI_05291
OG0003293	ASTMX14284, ASTMX14283	AMPFI_18756
OG0003294	ASTMX12473	AMPFI_24752
OG0003295	ASTMX10432, ASTMX03897	AMPFI_06218
OG0003296	ASTMX13206, ASTMX05984	AMPFI_24005
OG0003297	ASTMX17343	AMPFI_15955
OG0003298	ASTMX04625	AMPFI_11593
OG0003299	ASTMX05504	AMPFI_24703
OG0003301	ASTMX11883, ASTMX14970, ASTMX10951	AMPFI_14530
OG0003303	ASTMX21947	AMPFI_23138
OG0003303	ASTMX20298	AMPFI_03102
OG0003305	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350	AMPFI_11439
OG0003306	ASTMX19066	AMPFI_11119
OG0003307	ASTMX14758, ASTMX14757, ASTMX04729	AMPFI_12766
OG0003309	ASTMX01675	AMPFI_23599
OG0003311	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152	AMPFI_10759
OG0003312	ASTMX23023	AMPFI_18157
OG0003312	ASTMX02046	AMPFI_13454
OG0003314	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732	AMPFI_19884, AMPFI_22350
OG0003315	ASTMX14597	AMPFI_24105, AMPFI_19632, AMPFI_12929
OG0003315	ASTMX16859	AMPFI_23992, AMPFI_00069
OG0003317	ASTMX17437	AMPFI_09168
OG0003318	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791	AMPFI_08330
OG0003319	ASTMX04815, ASTMX06693, ASTMX17160	AMPFI_25746
OG0003320	ASTMX17270	AMPFI_13174
OG0003321	ASTMX15850, ASTMX14606	AMPFI_10734
OG0003323	ASTMX20658	AMPFI_21338
OG0003324	ASTMX00455	AMPFI_13390
OG0003325	ASTMX13406, ASTMX06639	AMPFI_02628
OG0003326	ASTMX09687, ASTMX20074	AMPFI_11658
OG0003327	ASTMX10363, ASTMX06502	AMPFI_09228
OG0003328	ASTMX10052	AMPFI_00690
OG0003329	ASTMX03339, ASTMX07785	AMPFI_09316
OG0003330	ASTMX05145	AMPFI_14485, AMPFI_14726
OG0003331	ASTMX04420, ASTMX08193	AMPFI_17012
OG0003332	ASTMX15129, ASTMX08712, ASTMX05756	AMPFI_08196
OG0003335	ASTMX10999	AMPFI_09229
OG0003337	ASTMX09237	AMPFI_19949
OG0003340	ASTMX20458, ASTMX04299	AMPFI_22094
OG0003341	ASTMX13167	AMPFI_16730, AMPFI_00777
OG0003343	ASTMX05881	AMPFI_13994, AMPFI_13993, AMPFI_16154
OG0003344	ASTMX13412	AMPFI_09335
OG0003346	ASTMX22669	AMPFI_10867
OG0003347	ASTMX17698, ASTMX05419	AMPFI_24143
OG0003349	ASTMX06632, ASTMX06577	AMPFI_05046
OG0003350	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134	AMPFI_12867
OG0003352	ASTMX07532, ASTMX10406, ASTMX00833	AMPFI_02467
OG0003353	ASTMX08541	AMPFI_06338
OG0003354	ASTMX21682	AMPFI_18029
OG0003355	ASTMX18176, ASTMX06654	AMPFI_07833, AMPFI_15437
OG0003356	ASTMX19698, ASTMX21492	AMPFI_21630
OG0003357	ASTMX00318	AMPFI_11721
OG0003359	ASTMX08948	AMPFI_08504
OG0003360	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548	AMPFI_09135
OG0003361	ASTMX02459, ASTMX04442	AMPFI_14228
OG0003364	ASTMX06273, ASTMX21297	AMPFI_22450
OG0003365	ASTMX03051, ASTMX05516	AMPFI_11415
OG0003366	ASTMX02786	AMPFI_25322
OG0003367	ASTMX22230, ASTMX02176	AMPFI_07477
OG0003368	ASTMX18958, ASTMX00275	AMPFI_10687
OG0003370	ASTMX19055, ASTMX04318	AMPFI_12902
OG0003372	ASTMX17792, ASTMX22090	AMPFI_00013
OG0003373	ASTMX10290	AMPFI_06232
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	AMPFI_21401
OG0003375	ASTMX13635	AMPFI_21891
OG0003376	ASTMX16960	AMPFI_06810
OG0003378	ASTMX10913, ASTMX18798	AMPFI_07027
OG0003379	ASTMX06835, ASTMX12551	AMPFI_02577, AMPFI_13364
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	AMPFI_09994
OG0003381	ASTMX16159, ASTMX08992	AMPFI_19093
OG0003383	ASTMX04487, ASTMX21389	AMPFI_04764
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	AMPFI_15736
OG0003386	ASTMX15558, ASTMX05500	AMPFI_09487
OG0003387	ASTMX13211	AMPFI_04036
OG0003388	ASTMX07669, ASTMX03217, ASTMX03218	AMPFI_00589
OG0003391	ASTMX02469	AMPFI_04451, AMPFI_18758, AMPFI_21784
OG0003392	ASTMX17435, ASTMX20620	AMPFI_06246
OG0003393	ASTMX03585	AMPFI_16770
OG0003394	ASTMX12715	AMPFI_18861
OG0003419	ASTMX09665, ASTMX22627	AMPFI_08900
OG0003420	ASTMX18650, ASTMX10375	AMPFI_20723
OG0003421	ASTMX03751	AMPFI_09669
OG0003422	ASTMX16317	AMPFI_08920, AMPFI_12987
OG0003424	ASTMX18868	AMPFI_16817, AMPFI_16374
OG0003425	ASTMX10571	AMPFI_09816
OG0003426	ASTMX04641	AMPFI_00436
OG0003428	ASTMX17578	AMPFI_00454
OG0003429	ASTMX01780	AMPFI_20170
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	AMPFI_06485
OG0003432	ASTMX19615	AMPFI_09970
OG0003433	ASTMX18120, ASTMX05648	AMPFI_08027
OG0003435	ASTMX08077, ASTMX01388	AMPFI_19921, AMPFI_14379
OG0003439	ASTMX00536, ASTMX08748	AMPFI_10791
OG0003440	ASTMX07860, ASTMX13319	AMPFI_06463
OG0003441	ASTMX13951	AMPFI_12076
OG0003442	ASTMX04859, ASTMX01667, ASTMX05506	AMPFI_07104
OG0003443	ASTMX12664, ASTMX04558	AMPFI_21912
OG0003444	ASTMX02545	AMPFI_06726
OG0003447	ASTMX07133	AMPFI_18696
OG0003448	ASTMX17648	AMPFI_23029
OG0003449	ASTMX14031	AMPFI_19468
OG0003451	ASTMX00047, ASTMX22491	AMPFI_03894
OG0003452	ASTMX07622	AMPFI_22152
OG0003453	ASTMX18802	AMPFI_10385
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	AMPFI_07469
OG0003455	ASTMX03444, ASTMX03446, ASTMX03445	AMPFI_09746
OG0003457	ASTMX17161, ASTMX01405	AMPFI_19507, AMPFI_22980
OG0003458	ASTMX10149	AMPFI_25375
OG0003459	ASTMX10610, ASTMX08523	AMPFI_23502
OG0003460	ASTMX03204	AMPFI_09159
OG0003461	ASTMX15709	AMPFI_08837
OG0003462	ASTMX22437	AMPFI_05379
OG0003463	ASTMX08158, ASTMX19125	AMPFI_25834
OG0003465	ASTMX08614	AMPFI_12228
OG0003466	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980	AMPFI_12980, AMPFI_11213
OG0003467	ASTMX15385	AMPFI_05595
OG0003468	ASTMX10974	AMPFI_07635
OG0003469	ASTMX12242, ASTMX12240, ASTMX12241	AMPFI_06767
OG0003469	ASTMX02623	AMPFI_12359
OG0003470	ASTMX20804	AMPFI_04555, AMPFI_17776
OG0003471	ASTMX01577	AMPFI_24941
OG0003472	ASTMX00009	AMPFI_06841
OG0003473	ASTMX07041, ASTMX19152	AMPFI_07801
OG0003474	ASTMX15389, ASTMX12244	AMPFI_05008
OG0003475	ASTMX07930	AMPFI_21852, AMPFI_24738
OG0003476	ASTMX07144	AMPFI_13173
OG0003477	ASTMX10944	AMPFI_11760
OG0003478	ASTMX16545	AMPFI_13018
OG0003479	ASTMX08377, ASTMX19369	AMPFI_08938
OG0003480	ASTMX18358, ASTMX00514	AMPFI_07447
OG0003481	ASTMX12699	AMPFI_14089
OG0003482	ASTMX06291, ASTMX01090, ASTMX09004	AMPFI_07972
OG0003483	ASTMX02494	AMPFI_09299
OG0003484	ASTMX15170, ASTMX07095	AMPFI_18735
OG0003485	ASTMX12594	AMPFI_06950, AMPFI_18388, AMPFI_08775
OG0003486	ASTMX09925	AMPFI_16158
OG0003487	ASTMX11535	AMPFI_23106
OG0003488	ASTMX06137	AMPFI_07299
OG0003489	ASTMX11315	AMPFI_24006
OG0003490	ASTMX12967	AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
OG0003491	ASTMX11829, ASTMX07278	AMPFI_11101
OG0003492	ASTMX15658, ASTMX07661	AMPFI_19481, AMPFI_18221, AMPFI_00099
OG0003493	ASTMX11757	AMPFI_17852
OG0003496	ASTMX05843	AMPFI_21723
OG0003497	ASTMX09325, ASTMX12800	AMPFI_04681
OG0003498	ASTMX01620	AMPFI_14554
OG0003499	ASTMX00373	AMPFI_10057
OG0003500	ASTMX13670	AMPFI_12019
OG0003501	ASTMX02416	AMPFI_09583
OG0003502	ASTMX09364	AMPFI_22051
OG0003503	ASTMX22842	AMPFI_19098
OG0003503	ASTMX17335	AMPFI_05344
OG0003504	ASTMX10105, ASTMX07823, ASTMX12935	AMPFI_15622, AMPFI_24432
OG0003505	ASTMX01106	AMPFI_07475
OG0003506	ASTMX03887, ASTMX17187, ASTMX15908	AMPFI_14856
OG0003507	ASTMX03126, ASTMX03987, ASTMX02892	AMPFI_14147
OG0003508	ASTMX08692	AMPFI_22615
OG0003509	ASTMX20219	AMPFI_07776
OG0003510	ASTMX17133	AMPFI_19782
OG0003511	ASTMX12073	AMPFI_01623
OG0003512	ASTMX05092, ASTMX09614	AMPFI_02821
OG0003513	ASTMX12957, ASTMX10424, ASTMX18403	AMPFI_21434
