Orthogroup	ASTMX	OWEFU
OG0003387	ASTMX13211	OFUSG24168.1.p1, OFUSG06341.1.p1
OG0003388	ASTMX07669, ASTMX03217, ASTMX03218	OFUSG12062.1.p1
OG0003391	ASTMX02469	OFUSG22091.1.p1
OG0003392	ASTMX17435	OFUSG10509.1.p1
OG0003392	ASTMX20620	OFUSG22637.1.p1
OG0003394	ASTMX12715	OFUSG17238.1.p1
OG0003398	ASTMX22787, ASTMX09839, ASTMX16057, ASTMX14535, ASTMX02570, ASTMX06839	OFUSG00475.1.p1, OFUSG23703.1.p1, OFUSG20463.1.p1, OFUSG08377.1.p1
OG0003401	ASTMX11019	OFUSG25539.1.p1
OG0003419	ASTMX09665, ASTMX22627	OFUSG08581.1.p1
OG0003420	ASTMX18650, ASTMX10375	OFUSG07245.1.p1
OG0003421	ASTMX03751	OFUSG02002.1.p1, OFUSG03502.1.p1, OFUSG03484.1.p1
OG0003422	ASTMX16317	OFUSG07879.1.p1
OG0003424	ASTMX18868	OFUSG11149.1.p1
OG0003425	ASTMX10571	OFUSG08435.1.p1, OFUSG08435.2.p1
OG0003426	ASTMX04641	OFUSG05883.1.p1
OG0003428	ASTMX17578	OFUSG02045.2.p1, OFUSG02045.1.p1, OFUSG02045.3.p1
OG0003429	ASTMX01780	OFUSG00245.1.p1
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	OFUSG08825.1.p1
OG0003431	ASTMX02037	OFUSG04536.1.p1
OG0003432	ASTMX19615	OFUSG21006.1.p1
OG0003433	ASTMX18120, ASTMX05648	OFUSG14095.1.p1
OG0003434	ASTMX16757	OFUSG21297.1.p1
OG0003437	ASTMX18378, ASTMX16135, ASTMX15000	OFUSG26497.1.p1
OG0003439	ASTMX00536, ASTMX08748	OFUSG25767.1.p1
OG0003440	ASTMX07860, ASTMX13319	OFUSG17782.5.p1, OFUSG17782.3.p1, OFUSG02835.1.p1, OFUSG17782.4.p1, OFUSG02835.5.p1, OFUSG02835.4.p1, OFUSG17782.2.p1, OFUSG17782.1.p1, OFUSG02835.2.p1, OFUSG02835.3.p1
OG0003441	ASTMX13951	OFUSG06295.1.p1
OG0003442	ASTMX04859, ASTMX01667, ASTMX05506	OFUSG02753.1.p1
OG0003443	ASTMX12664, ASTMX04558	OFUSG21541.1.p1
OG0003444	ASTMX02545, ASTMX01080, ASTMX02546, ASTMX01079	OFUSG01048.1.p1
OG0003447	ASTMX07133	OFUSG06024.1.p1, OFUSG12698.1.p1, OFUSG26757.1.p1, OFUSG20272.1.p1, OFUSG26758.1.p1, OFUSG15514.1.p1, OFUSG15514.2.p1
OG0003448	ASTMX17648	OFUSG05291.1.p1
OG0003450	ASTMX21046	OFUSG07443.2.p1, OFUSG07443.1.p1
OG0003451	ASTMX00047, ASTMX22491	OFUSG00773.1.p1
OG0003452	ASTMX07622	OFUSG05896.1.p1
OG0003453	ASTMX18802	OFUSG15317.1.p1
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	OFUSG03914.1.p1
OG0003455	ASTMX03444, ASTMX03446, ASTMX03445	OFUSG08118.1.p1
OG0003456	ASTMX21655, ASTMX18222, ASTMX04968	OFUSG10937.1.p1
OG0003457	ASTMX17161, ASTMX01405	OFUSG13164.1.p1, OFUSG13164.2.p1
OG0003458	ASTMX10149	OFUSG16862.2.p1, OFUSG16862.1.p1
OG0003459	ASTMX10610, ASTMX08523	OFUSG26819.1.p1
OG0003460	ASTMX03204	OFUSG11662.1.p1
OG0003461	ASTMX15709	OFUSG09875.1.p1
OG0003462	ASTMX22437	OFUSG25414.1.p1
OG0003463	ASTMX08158, ASTMX19125, ASTMX17220	OFUSG12535.1.p1
OG0003464	ASTMX07673	OFUSG18296.1.p1
OG0003465	ASTMX08614	OFUSG07312.1.p1
OG0003466	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980	OFUSG05792.1.p1
OG0003467	ASTMX15385	OFUSG23203.1.p1
OG0003469	ASTMX12242, ASTMX12240, ASTMX12241	OFUSG20501.1.p1
OG0003470	ASTMX20804	OFUSG08818.2.p1, OFUSG08818.1.p1
OG0003471	ASTMX01577	OFUSG21826.1.p1
OG0003472	ASTMX00009	OFUSG17116.2.p1, OFUSG17116.3.p1, OFUSG17116.1.p1, OFUSG26527.1.p1, OFUSG21265.1.p1, OFUSG05902.1.p1, OFUSG05902.2.p1, OFUSG03602.1.p1, OFUSG03602.2.p1
OG0003473	ASTMX07041	OFUSG09701.1.p1
OG0003474	ASTMX15389, ASTMX12244	OFUSG17217.1.p1
OG0003475	ASTMX07930	OFUSG01118.2.p1, OFUSG01118.1.p1
OG0003476	ASTMX07144	OFUSG18748.2.p1, OFUSG18748.1.p1
OG0003477	ASTMX10944	OFUSG16889.1.p1
OG0003478	ASTMX16545	OFUSG11376.1.p1, OFUSG11376.2.p1
OG0003479	ASTMX08377, ASTMX19369	OFUSG18679.1.p1
OG0003480	ASTMX18358, ASTMX00514	OFUSG05021.1.p1
OG0003481	ASTMX12699	OFUSG05255.1.p1
OG0003482	ASTMX06291, ASTMX01090, ASTMX09004	OFUSG07809.1.p1
OG0003483	ASTMX02494	OFUSG10301.1.p1
OG0003484	ASTMX15170, ASTMX07095	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1
OG0003485	ASTMX12594	OFUSG17960.1.p1
OG0003486	ASTMX09925	OFUSG00463.1.p1
OG0003487	ASTMX11535	OFUSG19263.1.p1
OG0003488	ASTMX06137	OFUSG21414.5.p1, OFUSG21414.2.p1, OFUSG21414.1.p1, OFUSG21414.4.p1, OFUSG21414.3.p1
OG0003489	ASTMX11315	OFUSG16880.2.p1, OFUSG16880.1.p1
OG0003490	ASTMX12967	OFUSG22551.1.p1
OG0003491	ASTMX11829, ASTMX07278	OFUSG14265.1.p1, OFUSG14263.1.p1
OG0003492	ASTMX15658, ASTMX07661	OFUSG10309.1.p1
OG0003493	ASTMX11757	OFUSG16867.1.p1
OG0003495	ASTMX12152	OFUSG12797.1.p1
OG0003495	ASTMX06696, ASTMX17728, ASTMX15254	OFUSG17060.1.p1
OG0003496	ASTMX05843	OFUSG02218.1.p1
OG0003497	ASTMX09325, ASTMX12800	OFUSG09698.1.p1
OG0003498	ASTMX01620	OFUSG16874.1.p1
OG0003500	ASTMX13670	OFUSG22059.1.p1
OG0003502	ASTMX09364	OFUSG24055.1.p1
OG0003503	ASTMX17335	OFUSG18080.1.p1
OG0003504	ASTMX10105, ASTMX07823, ASTMX12935	OFUSG11194.1.p1
OG0003505	ASTMX01106	OFUSG05340.1.p1
OG0003506	ASTMX03887, ASTMX17187, ASTMX15908	OFUSG02297.1.p1, OFUSG02297.2.p1
OG0003507	ASTMX03126, ASTMX03987, ASTMX02892	OFUSG26289.1.p1
OG0003508	ASTMX08692, ASTMX14664	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1
OG0003509	ASTMX20219	OFUSG17524.1.p1
OG0003510	ASTMX17133	OFUSG20850.1.p1
OG0003511	ASTMX12073	OFUSG19651.1.p1
OG0003512	ASTMX05092, ASTMX09614	OFUSG15649.1.p1
OG0003513	ASTMX12957, ASTMX10424, ASTMX18403	OFUSG16489.1.p1, OFUSG16489.2.p1
OG0003514	ASTMX08380, ASTMX19372, ASTMX08342	OFUSG06882.1.p1, OFUSG06882.3.p1, OFUSG06882.2.p1
OG0003515	ASTMX14872, ASTMX08241	OFUSG03772.1.p1
OG0003516	ASTMX03270	OFUSG05769.1.p1
OG0003517	ASTMX02229, ASTMX22733, ASTMX21231	OFUSG00110.1.p1
OG0003518	ASTMX08720	OFUSG20266.1.p1
OG0003519	ASTMX21057	OFUSG16099.1.p1
OG0003520	ASTMX10981	OFUSG25302.1.p1
OG0003521	ASTMX05860	OFUSG03096.1.p1
OG0003522	ASTMX09932, ASTMX01391	OFUSG10187.1.p1, OFUSG10187.2.p1, OFUSG10187.3.p1
OG0003523	ASTMX06451, ASTMX09203	OFUSG12732.1.p1
OG0003524	ASTMX00697	OFUSG17157.1.p1
OG0003525	ASTMX03127, ASTMX20265	OFUSG06719.1.p1
OG0003526	ASTMX04890, ASTMX21723, ASTMX08073	OFUSG21956.1.p1
OG0003528	ASTMX09805	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1
OG0003529	ASTMX16745, ASTMX14098	OFUSG03865.1.p1
OG0003530	ASTMX05440, ASTMX20430	OFUSG07887.1.p1
OG0003531	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691	OFUSG12011.1.p1
OG0003532	ASTMX09797	OFUSG18965.1.p1
OG0003533	ASTMX14253	OFUSG18691.1.p1
OG0003534	ASTMX08453, ASTMX01684, ASTMX08487	OFUSG21581.1.p1, OFUSG21581.2.p1
OG0003535	ASTMX17766, ASTMX10435, ASTMX12077	OFUSG05602.1.p1
OG0003536	ASTMX04814, ASTMX07581	OFUSG13226.1.p1
OG0003538	ASTMX21966, ASTMX20518	OFUSG03109.1.p1
OG0003539	ASTMX01615	OFUSG03901.1.p1
OG0003541	ASTMX02571	OFUSG05329.2.p1, OFUSG05329.1.p1
OG0003542	ASTMX19914	OFUSG10628.1.p1
OG0003543	ASTMX13907	OFUSG08206.1.p1
OG0003544	ASTMX05764, ASTMX12377	OFUSG00118.1.p1
OG0003545	ASTMX22856, ASTMX03639, ASTMX14841	OFUSG10958.1.p1
OG0003546	ASTMX03306, ASTMX06923, ASTMX13133	OFUSG18888.1.p1
OG0003547	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359	OFUSG08232.1.p1
OG0003548	ASTMX10078, ASTMX20604	OFUSG18862.1.p1
OG0003549	ASTMX09904, ASTMX16803	OFUSG00426.1.p1, OFUSG00426.2.p1
OG0003550	ASTMX12018, ASTMX00483, ASTMX08669	OFUSG26575.1.p1
OG0003551	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936	OFUSG20908.1.p1
OG0003552	ASTMX04006	OFUSG09931.1.p1
OG0003554	ASTMX10001, ASTMX12094	OFUSG06869.1.p1
OG0003555	ASTMX06580	OFUSG11192.1.p1, OFUSG11190.1.p1
OG0003556	ASTMX21299, ASTMX01752, ASTMX13732	OFUSG23492.1.p1
OG0003557	ASTMX07636, ASTMX17680, ASTMX22997	OFUSG07715.2.p1, OFUSG07715.1.p1
OG0003558	ASTMX07075, ASTMX08200, ASTMX02922	OFUSG09260.1.p1
OG0003561	ASTMX09905, ASTMX06185	OFUSG00906.1.p1
OG0003562	ASTMX19362, ASTMX04310, ASTMX15769	OFUSG12910.2.p1, OFUSG12910.1.p1
OG0003563	ASTMX07743	OFUSG10547.1.p1, OFUSG10547.2.p1
OG0003564	ASTMX16336, ASTMX09764, ASTMX04739	OFUSG18905.1.p1
OG0003565	ASTMX17264	OFUSG20630.1.p1
OG0003566	ASTMX09006, ASTMX21630	OFUSG01327.1.p1
OG0003567	ASTMX03625	OFUSG10595.1.p1
OG0003568	ASTMX14445	OFUSG22628.1.p1
OG0003569	ASTMX02172, ASTMX13272, ASTMX09249	OFUSG06908.1.p1
OG0003570	ASTMX18041	OFUSG09014.1.p1, OFUSG09014.2.p1
OG0003571	ASTMX18396, ASTMX02624	OFUSG20726.1.p1
OG0003573	ASTMX17087	OFUSG24084.1.p1
OG0003576	ASTMX19656, ASTMX13857	OFUSG04770.2.p1, OFUSG04770.1.p1
OG0003577	ASTMX14615	OFUSG26536.2.p1, OFUSG26536.1.p1
OG0003578	ASTMX15744	OFUSG22248.1.p1
OG0003579	ASTMX18857, ASTMX05928, ASTMX10482	OFUSG10676.1.p1
OG0003581	ASTMX08220	OFUSG15076.2.p1, OFUSG15076.1.p1, OFUSG13771.3.p1, OFUSG13771.2.p1, OFUSG13771.1.p1
OG0003582	ASTMX22172, ASTMX05373	OFUSG18764.1.p1
OG0003584	ASTMX17777, ASTMX02726, ASTMX17845, ASTMX08045, ASTMX00726	OFUSG17484.2.p1, OFUSG17484.1.p1
OG0003597	ASTMX03573	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1
OG0003598	ASTMX04073	OFUSG08278.1.p1
OG0003600	ASTMX00592	OFUSG20892.1.p1, OFUSG20892.2.p1
OG0003601	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480	OFUSG04554.1.p1, OFUSG04554.2.p1
OG0003604	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337	OFUSG15335.1.p1
OG0003606	ASTMX08937, ASTMX02533, ASTMX00915	OFUSG00045.1.p1
OG0003607	ASTMX21385	OFUSG21698.1.p1
OG0003608	ASTMX02819	OFUSG07112.1.p1
OG0003610	ASTMX10810	OFUSG17078.1.p1
OG0003611	ASTMX14877	OFUSG05675.1.p1
OG0003612	ASTMX21729	OFUSG13568.1.p1, OFUSG13568.2.p1
OG0003613	ASTMX04050, ASTMX18610	OFUSG06331.1.p1
OG0003615	ASTMX17840, ASTMX02926, ASTMX03022	OFUSG23707.1.p1, OFUSG23707.2.p1
OG0003616	ASTMX05288, ASTMX16997, ASTMX17937	OFUSG05484.2.p1, OFUSG05484.1.p1
OG0003617	ASTMX16719	OFUSG09939.1.p1, OFUSG13257.1.p1
OG0003619	ASTMX04527	OFUSG02086.1.p1
OG0003620	ASTMX19184	OFUSG16976.2.p1, OFUSG16976.1.p1
OG0003621	ASTMX03711	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1
OG0003622	ASTMX03803, ASTMX18660	OFUSG23767.1.p1, OFUSG21558.1.p1, OFUSG21558.2.p1
OG0003623	ASTMX09071	OFUSG26432.1.p1
OG0003624	ASTMX19218, ASTMX20395	OFUSG06588.1.p1, OFUSG06588.2.p1
OG0003626	ASTMX14928	OFUSG04578.1.p1
OG0003627	ASTMX02831, ASTMX03012	OFUSG03441.1.p1
OG0003628	ASTMX20167, ASTMX05199, ASTMX20166	OFUSG08759.1.p1
OG0003629	ASTMX11708, ASTMX11707	OFUSG24613.1.p1
OG0003630	ASTMX04467	OFUSG24001.2.p1, OFUSG24001.1.p1
OG0003632	ASTMX05268, ASTMX13688, ASTMX16659	OFUSG12731.1.p1
OG0003633	ASTMX18125	OFUSG23275.2.p1, OFUSG23275.1.p1
OG0003634	ASTMX17751	OFUSG23671.1.p1
OG0003635	ASTMX01147	OFUSG03012.1.p1
OG0003636	ASTMX14519	OFUSG11925.2.p1, OFUSG11925.1.p1
OG0003638	ASTMX08095, ASTMX09482	OFUSG08839.1.p1
OG0003640	ASTMX07846, ASTMX10421	OFUSG04490.1.p1
OG0003641	ASTMX06736, ASTMX00519	OFUSG04999.1.p1
OG0003642	ASTMX13241, ASTMX14005	OFUSG19621.1.p1
OG0003643	ASTMX06419	OFUSG06611.1.p1
OG0003644	ASTMX11204, ASTMX22672	OFUSG08254.1.p1
OG0003645	ASTMX17672	OFUSG02977.1.p1, OFUSG02977.2.p1
OG0003646	ASTMX07094	OFUSG13054.2.p1, OFUSG13054.1.p1
OG0003647	ASTMX03340, ASTMX07786	OFUSG09021.1.p1
OG0003648	ASTMX04819	OFUSG12169.1.p1
OG0003649	ASTMX04920	OFUSG09804.1.p1
OG0003650	ASTMX05339	OFUSG17294.1.p1
OG0003651	ASTMX06708, ASTMX15249	OFUSG20951.1.p1
OG0003652	ASTMX06086, ASTMX01201	OFUSG01151.1.p1
OG0003653	ASTMX09844, ASTMX03565, ASTMX07032	OFUSG05169.1.p1
OG0003654	ASTMX18752, ASTMX06146, ASTMX18753	OFUSG12938.1.p1
OG0003655	ASTMX09913, ASTMX17372	OFUSG01510.2.p1, OFUSG01510.1.p1
OG0003656	ASTMX22041, ASTMX06864	OFUSG04633.1.p1
OG0003657	ASTMX05415, ASTMX12030	OFUSG13329.1.p1, OFUSG13329.2.p1
OG0003658	ASTMX20155	OFUSG13331.1.p1
OG0003659	ASTMX22182, ASTMX21660, ASTMX21661	OFUSG16187.1.p1
OG0003660	ASTMX02749, ASTMX13404	OFUSG18031.1.p1
OG0003661	ASTMX01047	OFUSG21299.1.p1
OG0003662	ASTMX08499, ASTMX07814, ASTMX12079	OFUSG19280.1.p1, OFUSG19280.2.p1
OG0003664	ASTMX21611, ASTMX22165	OFUSG09947.1.p1
OG0003665	ASTMX19841	OFUSG11634.1.p1
OG0003666	ASTMX16764, ASTMX03845, ASTMX03113	OFUSG06309.1.p1
OG0003667	ASTMX13037, ASTMX04391, ASTMX13189	OFUSG22163.1.p1
OG0003668	ASTMX06218	OFUSG20064.1.p1
OG0003669	ASTMX15273	OFUSG17201.1.p1
OG0003671	ASTMX16457, ASTMX06659, ASTMX15213	OFUSG06897.2.p1, OFUSG06897.1.p1
OG0003672	ASTMX07690	OFUSG10902.1.p1
OG0003674	ASTMX11388	OFUSG10012.1.p1
OG0003675	ASTMX07427	OFUSG16158.1.p1
OG0003676	ASTMX13350	OFUSG25502.1.p1
OG0003676	ASTMX16755	OFUSG02343.1.p1
OG0003677	ASTMX08647, ASTMX19744, ASTMX10207	OFUSG16450.1.p1
OG0003678	ASTMX03163, ASTMX18968	OFUSG26385.1.p1, OFUSG26385.2.p1
OG0003679	ASTMX00166, ASTMX14038	OFUSG13359.1.p1
OG0003680	ASTMX05302, ASTMX19340	OFUSG15795.1.p1, OFUSG15795.2.p1
OG0003681	ASTMX16563, ASTMX18250, ASTMX18137	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1
OG0003682	ASTMX07505, ASTMX12895	OFUSG11924.1.p1
OG0003684	ASTMX08680	OFUSG20469.1.p1
OG0003685	ASTMX07097	OFUSG04005.1.p1
OG0003686	ASTMX06254	OFUSG20794.1.p1
OG0003687	ASTMX17726, ASTMX07873	OFUSG03946.1.p1
OG0003688	ASTMX13333	OFUSG13593.1.p1
OG0003689	ASTMX05418, ASTMX17697	OFUSG04570.1.p1
OG0003690	ASTMX10980, ASTMX10978	OFUSG11565.1.p1
OG0003691	ASTMX15904	OFUSG02029.1.p1
OG0003692	ASTMX10000, ASTMX15655	OFUSG05600.1.p1
OG0003693	ASTMX14396, ASTMX02107	OFUSG06103.1.p1
OG0003694	ASTMX09722	OFUSG16805.1.p1
OG0003695	ASTMX03315, ASTMX17201, ASTMX12439	OFUSG25573.1.p1
OG0003696	ASTMX00614	OFUSG05739.1.p1
OG0003697	ASTMX21853, ASTMX06569	OFUSG20990.1.p1
OG0003698	ASTMX02803, ASTMX17268	OFUSG06501.1.p1
OG0003700	ASTMX19240, ASTMX07852	OFUSG10293.1.p1
OG0003701	ASTMX12710	OFUSG23496.1.p1
OG0003702	ASTMX02772, ASTMX05806	OFUSG11457.1.p1, OFUSG11457.2.p1
OG0003703	ASTMX18566, ASTMX17499	OFUSG00686.1.p1
OG0003704	ASTMX13177, ASTMX10331, ASTMX18966	OFUSG13029.1.p1
OG0003705	ASTMX08013	OFUSG16726.1.p1
OG0003706	ASTMX00898, ASTMX13803	OFUSG26114.2.p1, OFUSG26114.1.p1, OFUSG26117.1.p1
OG0003707	ASTMX04909	OFUSG07911.1.p1
OG0003708	ASTMX12297	OFUSG01108.1.p1
OG0003710	ASTMX20149, ASTMX06151	OFUSG00436.1.p1, OFUSG00436.2.p1
OG0003711	ASTMX03560	OFUSG16117.1.p1, OFUSG16117.2.p1
OG0003712	ASTMX14325, ASTMX20985	OFUSG10374.1.p1
OG0003713	ASTMX03846, ASTMX03111	OFUSG13204.1.p1
OG0003714	ASTMX17749	OFUSG23674.1.p1
OG0003716	ASTMX07172	OFUSG23366.1.p1
OG0003717	ASTMX04289, ASTMX13919	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1
OG0003718	ASTMX05446	OFUSG16508.1.p1
OG0003719	ASTMX21101	OFUSG08809.1.p1
OG0003720	ASTMX03119, ASTMX19301	OFUSG17956.1.p1
OG0003721	ASTMX22043	OFUSG25364.1.p1
OG0003722	ASTMX06501, ASTMX11182	OFUSG08157.1.p1
OG0003724	ASTMX05688	OFUSG13589.1.p1
OG0003725	ASTMX14050, ASTMX18830	OFUSG23512.1.p1
OG0003726	ASTMX20012	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1
OG0003727	ASTMX08742, ASTMX06766	OFUSG08827.1.p1
OG0003728	ASTMX20243	OFUSG08100.1.p1
OG0003729	ASTMX05387	OFUSG16645.2.p1, OFUSG16645.1.p1
OG0003731	ASTMX18880	OFUSG12284.1.p1
OG0003732	ASTMX00190	OFUSG14808.2.p1, OFUSG14808.1.p1
OG0003733	ASTMX05574	OFUSG23436.1.p1
OG0003734	ASTMX11186	OFUSG07747.1.p1
OG0003735	ASTMX02980	OFUSG07143.1.p1
OG0003736	ASTMX06261	OFUSG07991.1.p1
OG0003737	ASTMX03311, ASTMX02075	OFUSG09928.1.p1
OG0003738	ASTMX11368, ASTMX05001, ASTMX11367	OFUSG18301.1.p1, OFUSG18301.2.p1
OG0003739	ASTMX15585	OFUSG15848.1.p1
OG0003740	ASTMX16206	OFUSG07576.1.p1
OG0003742	ASTMX13806, ASTMX00905	OFUSG17127.2.p1, OFUSG17127.1.p1
OG0003743	ASTMX18803	OFUSG01059.1.p1
OG0003744	ASTMX08863, ASTMX05359	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1
OG0003746	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875	OFUSG03863.1.p1
OG0003747	ASTMX18158	OFUSG12626.1.p1
OG0003748	ASTMX14382, ASTMX00409, ASTMX06418	OFUSG18694.1.p1
OG0003749	ASTMX08310, ASTMX01524	OFUSG07087.2.p1, OFUSG07087.1.p1
OG0003750	ASTMX18029	OFUSG09220.1.p1
OG0003751	ASTMX04007	OFUSG09214.1.p1
OG0003752	ASTMX00327, ASTMX00468	OFUSG17066.1.p1
OG0003753	ASTMX14862	OFUSG10261.1.p1
OG0003754	ASTMX02185, ASTMX21230	OFUSG07080.1.p1
OG0003755	ASTMX22559, ASTMX14368	OFUSG15040.1.p1
OG0003756	ASTMX13569, ASTMX10898	OFUSG22980.1.p1
OG0003758	ASTMX20436, ASTMX20437	OFUSG17693.1.p1
OG0003759	ASTMX21302, ASTMX08728, ASTMX08729	OFUSG12849.1.p1
OG0003761	ASTMX13246, ASTMX10082	OFUSG16012.1.p1, OFUSG16012.2.p1
OG0003763	ASTMX20292, ASTMX20453	OFUSG00488.1.p1
OG0003764	ASTMX16449	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1
OG0003765	ASTMX06405, ASTMX16635	OFUSG19192.1.p1
OG0003766	ASTMX00690	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1
OG0003767	ASTMX00865	OFUSG13414.1.p1
OG0003769	ASTMX09113, ASTMX09112	OFUSG20297.1.p1
OG0003770	ASTMX04346	OFUSG20677.1.p1
OG0003771	ASTMX20761, ASTMX17664	OFUSG11060.1.p1
OG0003772	ASTMX02565	OFUSG23284.1.p1
OG0003773	ASTMX19481, ASTMX13827	OFUSG09985.1.p1
OG0003776	ASTMX07290, ASTMX16427, ASTMX19488	OFUSG09068.1.p1
OG0003778	ASTMX10296, ASTMX01093	OFUSG01438.1.p1
OG0003779	ASTMX20791	OFUSG13787.1.p1, OFUSG13787.2.p1
OG0003780	ASTMX11152, ASTMX07003, ASTMX04115, ASTMX05433, ASTMX16713	OFUSG24721.1.p1
OG0003781	ASTMX20377, ASTMX07306, ASTMX12289, ASTMX07305	OFUSG05514.1.p1, OFUSG05514.2.p1
OG0003794	ASTMX22594, ASTMX13595, ASTMX15133, ASTMX07244, ASTMX00269	OFUSG04954.1.p1
OG0003795	ASTMX22459, ASTMX04043	OFUSG06423.1.p1
OG0003798	ASTMX00649, ASTMX05334	OFUSG25667.1.p1
OG0003803	ASTMX15080, ASTMX04008	OFUSG06983.1.p1
OG0003806	ASTMX21196	OFUSG10861.1.p1
OG0003807	ASTMX03640	OFUSG10356.1.p1
OG0003808	ASTMX12243	OFUSG17077.1.p1
OG0003809	ASTMX20443, ASTMX12115	OFUSG10992.1.p1
OG0003811	ASTMX11112	OFUSG03655.1.p1
OG0003812	ASTMX06055	OFUSG21387.1.p1
OG0003813	ASTMX06952, ASTMX11991	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1
OG0003816	ASTMX10485, ASTMX10948	OFUSG10850.1.p1, OFUSG10850.2.p1
OG0003817	ASTMX18647	OFUSG09065.1.p1
OG0003818	ASTMX08224	OFUSG03705.1.p1
OG0003820	ASTMX09663	OFUSG08762.1.p1
OG0003821	ASTMX15916, ASTMX00789	OFUSG19123.1.p1
OG0003823	ASTMX14106	OFUSG23560.1.p1
OG0003824	ASTMX15652	OFUSG05766.1.p1
OG0003825	ASTMX23005, ASTMX15234, ASTMX01205	OFUSG06668.1.p1
OG0003826	ASTMX13299	OFUSG22650.1.p1
OG0003827	ASTMX08906, ASTMX01691	OFUSG17366.1.p1
OG0003828	ASTMX09777	OFUSG05118.1.p1
OG0003829	ASTMX16879	OFUSG07448.1.p1
OG0003830	ASTMX09924, ASTMX15222	OFUSG01217.1.p1, OFUSG01216.1.p1
OG0003831	ASTMX01621	OFUSG05930.2.p1, OFUSG05930.1.p1
OG0003832	ASTMX16229, ASTMX15146, ASTMX00997	OFUSG06066.1.p1
OG0003834	ASTMX13103, ASTMX02832, ASTMX21677	OFUSG05404.1.p1
OG0003835	ASTMX08155	OFUSG13762.1.p1
OG0003836	ASTMX03922	OFUSG03236.1.p1
OG0003837	ASTMX22200	OFUSG05284.1.p1, OFUSG11129.1.p1
OG0003838	ASTMX07568, ASTMX14008	OFUSG02211.1.p1
OG0003839	ASTMX03107	OFUSG14221.1.p1
OG0003840	ASTMX21619, ASTMX10569	OFUSG26167.1.p1
OG0003841	ASTMX15813	OFUSG25707.1.p1
OG0003843	ASTMX11574, ASTMX03263	OFUSG25141.1.p1
OG0003844	ASTMX18569	OFUSG19682.1.p1
OG0003845	ASTMX21005	OFUSG11473.1.p1
OG0003846	ASTMX03272, ASTMX13082	OFUSG06704.1.p1
OG0003848	ASTMX03313, ASTMX06535, ASTMX02072	OFUSG07600.1.p1
OG0003849	ASTMX06220, ASTMX00255, ASTMX13365	OFUSG02757.1.p1, OFUSG08843.1.p1
OG0003850	ASTMX17827	OFUSG01254.1.p1
OG0003851	ASTMX05745, ASTMX14120	OFUSG13241.1.p1
OG0003852	ASTMX13641	OFUSG04274.2.p1, OFUSG04274.1.p1
OG0003853	ASTMX06603	OFUSG11282.1.p1
OG0003855	ASTMX18348	OFUSG13289.1.p1
OG0003856	ASTMX11397	OFUSG18199.1.p1
OG0003857	ASTMX17813	OFUSG18520.1.p1
OG0003858	ASTMX02510	OFUSG11682.1.p1
OG0003859	ASTMX19127	OFUSG18306.1.p1
OG0003860	ASTMX15680, ASTMX15679	OFUSG03969.1.p1
OG0003861	ASTMX18934	OFUSG01289.1.p1, OFUSG01289.2.p1
OG0003862	ASTMX05392	OFUSG26482.2.p1, OFUSG26482.1.p1
OG0003863	ASTMX05791, ASTMX12495	OFUSG06768.1.p1
OG0003864	ASTMX07056	OFUSG21533.1.p1, OFUSG21530.1.p1
OG0003865	ASTMX14765, ASTMX05719	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1
OG0003866	ASTMX09589	OFUSG01635.2.p1, OFUSG01635.1.p1
OG0003867	ASTMX14392	OFUSG26425.1.p1
OG0003868	ASTMX14524, ASTMX02829	OFUSG25488.1.p1
OG0003869	ASTMX17801	OFUSG04233.1.p1
OG0003870	ASTMX22404	OFUSG26220.1.p1, OFUSG26220.2.p1
OG0003871	ASTMX07548	OFUSG14206.1.p1
OG0003872	ASTMX21986	OFUSG00219.1.p1
