Orthogroup	ASTMX	APOSJ_ok
OG0002426	ASTMX19607	APOSJ_17085
OG0002427	ASTMX17490, ASTMX03609	APOSJ_48738
OG0002428	ASTMX12003, ASTMX05342	APOSJ_26346, APOSJ_57585, APOSJ_57586, APOSJ_20486, APOSJ_32549, APOSJ_32546, APOSJ_26348, APOSJ_26349, APOSJ_36708, APOSJ_20481, APOSJ_29085, APOSJ_42340, APOSJ_32545, APOSJ_64207, APOSJ_20482, APOSJ_29438
OG0002429	ASTMX15801	APOSJ_56689, APOSJ_56683, APOSJ_56686, APOSJ_56685, APOSJ_21438, APOSJ_30457, APOSJ_24227, APOSJ_21437, APOSJ_24229
OG0002432	ASTMX16700	APOSJ_64892, APOSJ_64893, APOSJ_64891
OG0002433	ASTMX21961	APOSJ_41004, APOSJ_41005, APOSJ_41008, APOSJ_41003, APOSJ_41007, APOSJ_41006, APOSJ_41010, APOSJ_41009
OG0002434	ASTMX15466	APOSJ_51439, APOSJ_52716, APOSJ_51567, APOSJ_61498, APOSJ_51438, APOSJ_51578, APOSJ_61497, APOSJ_51569, APOSJ_61496, APOSJ_51441, APOSJ_51437, APOSJ_51568
OG0002436	ASTMX13710, ASTMX03924, ASTMX16203	APOSJ_18295
OG0002437	ASTMX08613	APOSJ_16035, APOSJ_61330, APOSJ_14905, APOSJ_16031, APOSJ_61332, APOSJ_01593, APOSJ_16033, APOSJ_16034, APOSJ_16032, APOSJ_16036
OG0002438	ASTMX01020, ASTMX12047	APOSJ_58277
OG0002439	ASTMX02029, ASTMX00348, ASTMX14494	APOSJ_48496, APOSJ_50855, APOSJ_50856, APOSJ_48499, APOSJ_48495, APOSJ_43047, APOSJ_50857, APOSJ_48498, APOSJ_48497, APOSJ_07732, APOSJ_07731
OG0002441	ASTMX09326	APOSJ_63235, APOSJ_37619
OG0002442	ASTMX03388	APOSJ_60666, APOSJ_08135
OG0002443	ASTMX15145	APOSJ_23434, APOSJ_14134, APOSJ_14133, APOSJ_14128, APOSJ_14127, APOSJ_14131, APOSJ_14129, APOSJ_14130
OG0002444	ASTMX15845, ASTMX18596	APOSJ_52502, APOSJ_52503
OG0002444	ASTMX04885	APOSJ_06500
OG0002445	ASTMX02528	APOSJ_35777, APOSJ_23633, APOSJ_34729, APOSJ_37662, APOSJ_14160, APOSJ_37657, APOSJ_23631, APOSJ_19491, APOSJ_37665, APOSJ_37661, APOSJ_37667, APOSJ_14165, APOSJ_14161, APOSJ_14159, APOSJ_19489, APOSJ_14162, APOSJ_14164, APOSJ_58324, APOSJ_37664, APOSJ_19488, APOSJ_37663, APOSJ_37666, APOSJ_37656, APOSJ_19486, APOSJ_14163
OG0002446	ASTMX21226	APOSJ_47649
OG0002447	ASTMX06034	APOSJ_28710, APOSJ_28709, APOSJ_28711
OG0002448	ASTMX21408, ASTMX07638, ASTMX07637	APOSJ_15187, APOSJ_15188, APOSJ_15189, APOSJ_52207, APOSJ_56122
OG0002449	ASTMX01349	APOSJ_38589, APOSJ_38590
OG0002450	ASTMX06804, ASTMX09847, ASTMX03358	APOSJ_34234, APOSJ_15550
OG0002451	ASTMX05346, ASTMX16623	APOSJ_56994
OG0002452	ASTMX14667, ASTMX05391, ASTMX13228, ASTMX20191, ASTMX13227	APOSJ_46005, APOSJ_46006
OG0002453	ASTMX06099	APOSJ_40651, APOSJ_31343, APOSJ_54262, APOSJ_23892, APOSJ_55455, APOSJ_31337, APOSJ_45762, APOSJ_06518, APOSJ_49759, APOSJ_54263, APOSJ_19438, APOSJ_06517
OG0002454	ASTMX13991, ASTMX09992, ASTMX05893	APOSJ_51370, APOSJ_51375, APOSJ_51377, APOSJ_51373, APOSJ_51372, APOSJ_51374, APOSJ_51371
OG0002456	ASTMX07428, ASTMX03657	APOSJ_16131, APOSJ_36238
OG0002457	ASTMX14829, ASTMX14830	APOSJ_34061, APOSJ_34063, APOSJ_34060, APOSJ_34064
OG0002459	ASTMX13218	APOSJ_08292, APOSJ_08291
OG0002461	ASTMX11228	APOSJ_08997
OG0002476	ASTMX06243	APOSJ_20187, APOSJ_65314
OG0002478	ASTMX03668	APOSJ_04596, APOSJ_04594, APOSJ_04595
OG0002479	ASTMX13727, ASTMX21981	APOSJ_51339, APOSJ_51341, APOSJ_51340, APOSJ_51338, APOSJ_51335, APOSJ_51342
OG0002480	ASTMX20642, ASTMX21106, ASTMX20302	APOSJ_05982, APOSJ_05987, APOSJ_05988, APOSJ_05980, APOSJ_05981, APOSJ_05983, APOSJ_05984, APOSJ_05985, APOSJ_05986
OG0002482	ASTMX16592, ASTMX06282, ASTMX16082, ASTMX09276	APOSJ_59823, APOSJ_59822
OG0002484	ASTMX22016	APOSJ_36964, APOSJ_36962, APOSJ_36965, APOSJ_36961, APOSJ_61300, APOSJ_54784
OG0002487	ASTMX05808, ASTMX14078	APOSJ_16496, APOSJ_16495
OG0002489	ASTMX01485, ASTMX14792	APOSJ_07228, APOSJ_43667, APOSJ_43665, APOSJ_43666, APOSJ_43664
OG0002490	ASTMX04045, ASTMX19318	APOSJ_40490, APOSJ_40489, APOSJ_57482, APOSJ_57479, APOSJ_40123, APOSJ_57478, APOSJ_57477, APOSJ_57480, APOSJ_57481, APOSJ_38273, APOSJ_53233
OG0002491	ASTMX05910, ASTMX02919	APOSJ_04387, APOSJ_04389, APOSJ_04388, APOSJ_04390, APOSJ_04391
OG0002492	ASTMX11151	APOSJ_04118, APOSJ_04119
OG0002493	ASTMX04824	APOSJ_20917, APOSJ_02118
OG0002494	ASTMX05312	APOSJ_06827, APOSJ_06823
OG0002495	ASTMX00658	APOSJ_39410
OG0002496	ASTMX12090, ASTMX20618	APOSJ_07227, APOSJ_07231, APOSJ_07229, APOSJ_07230, APOSJ_45497, APOSJ_60483, APOSJ_45498, APOSJ_07232
OG0002497	ASTMX10180, ASTMX20439	APOSJ_44682, APOSJ_13034, APOSJ_44681, APOSJ_44678, APOSJ_44679, APOSJ_13035
OG0002499	ASTMX11347, ASTMX19185	APOSJ_33792, APOSJ_33794, APOSJ_33788, APOSJ_33789, APOSJ_33790, APOSJ_33791, APOSJ_33793, APOSJ_33795
OG0002501	ASTMX12227	APOSJ_34478, APOSJ_53771, APOSJ_17027, APOSJ_53742, APOSJ_34475, APOSJ_53738, APOSJ_02058, APOSJ_34479, APOSJ_48293, APOSJ_17025, APOSJ_48294, APOSJ_34480, APOSJ_53731, APOSJ_48295, APOSJ_34477, APOSJ_34476, APOSJ_48292, APOSJ_48296, APOSJ_53765
OG0002502	ASTMX02139	APOSJ_04629, APOSJ_52830, APOSJ_52832, APOSJ_52831, APOSJ_52833
OG0002503	ASTMX16607	APOSJ_41941, APOSJ_41942, APOSJ_04354
OG0002504	ASTMX06003, ASTMX09344, ASTMX04447	APOSJ_61202
OG0002506	ASTMX12882, ASTMX01358, ASTMX03882	APOSJ_50804, APOSJ_50803
OG0002508	ASTMX15331, ASTMX09350, ASTMX05869	APOSJ_63558, APOSJ_60435
OG0002509	ASTMX07635, ASTMX21407	APOSJ_48076, APOSJ_54727, APOSJ_48075, APOSJ_48077, APOSJ_48079, APOSJ_48078
OG0002510	ASTMX08039	APOSJ_00271, APOSJ_00276, APOSJ_00274, APOSJ_38368, APOSJ_00275, APOSJ_00273, APOSJ_19919, APOSJ_40278, APOSJ_40275, APOSJ_26171
OG0002511	ASTMX12574, ASTMX14781, ASTMX07165, ASTMX22741	APOSJ_38585, APOSJ_16487
OG0002512	ASTMX00104, ASTMX04149	APOSJ_47033
OG0002514	ASTMX15942, ASTMX00988, ASTMX08547, ASTMX00236	APOSJ_42053
OG0002515	ASTMX11013	APOSJ_54977, APOSJ_54976, APOSJ_54975, APOSJ_54978
OG0002516	ASTMX03483, ASTMX12357	APOSJ_04191
OG0002517	ASTMX15620, ASTMX17277, ASTMX15619, ASTMX20192	APOSJ_45842, APOSJ_45840, APOSJ_45841, APOSJ_45839
OG0002518	ASTMX00752	APOSJ_15205, APOSJ_24026, APOSJ_24031, APOSJ_24025, APOSJ_15204, APOSJ_15202, APOSJ_24030, APOSJ_15201, APOSJ_24029, APOSJ_24033, APOSJ_24028, APOSJ_15203, APOSJ_24034, APOSJ_15199, APOSJ_15200, APOSJ_24027
OG0002519	ASTMX04082, ASTMX00475	APOSJ_55470, APOSJ_55472, APOSJ_55471
OG0002520	ASTMX04728, ASTMX19586	APOSJ_53146, APOSJ_53145
OG0002521	ASTMX11479	APOSJ_26113, APOSJ_26112, APOSJ_40683
OG0002522	ASTMX06873	APOSJ_04157, APOSJ_27300, APOSJ_26304, APOSJ_27279, APOSJ_27304
OG0002523	ASTMX14276, ASTMX12607, ASTMX01778	APOSJ_64867
OG0002525	ASTMX01951, ASTMX08136, ASTMX06110, ASTMX14922, ASTMX06111	APOSJ_17552, APOSJ_25482, APOSJ_17551, APOSJ_29471, APOSJ_17550, APOSJ_25484, APOSJ_25483, APOSJ_17554, APOSJ_25485
OG0002526	ASTMX08174	APOSJ_00960, APOSJ_34307, APOSJ_60186, APOSJ_34296, APOSJ_60190, APOSJ_60191, APOSJ_00964, APOSJ_25199, APOSJ_17051, APOSJ_00961, APOSJ_04060, APOSJ_25198, APOSJ_60189, APOSJ_00959, APOSJ_00962, APOSJ_04059, APOSJ_60188, APOSJ_00965, APOSJ_60187, APOSJ_04061, APOSJ_00963, APOSJ_04058
OG0002527	ASTMX20817, ASTMX03116, ASTMX14442, ASTMX15761	APOSJ_29217, APOSJ_11996, APOSJ_11998, APOSJ_11997
OG0002528	ASTMX18959, ASTMX00274	APOSJ_51777, APOSJ_46888, APOSJ_51778, APOSJ_29137, APOSJ_51774, APOSJ_25258, APOSJ_51771, APOSJ_51772, APOSJ_46886, APOSJ_47533, APOSJ_29136, APOSJ_46889, APOSJ_29135, APOSJ_46887, APOSJ_29138, APOSJ_46890
OG0002529	ASTMX20200, ASTMX20199, ASTMX02302	APOSJ_04488, APOSJ_04487
OG0002530	ASTMX13631, ASTMX03600, ASTMX02168	APOSJ_16584, APOSJ_16582, APOSJ_38753, APOSJ_16583
OG0002531	ASTMX04891, ASTMX04741	APOSJ_54352, APOSJ_52258
OG0002532	ASTMX21406	APOSJ_60914, APOSJ_32989, APOSJ_60915
OG0002533	ASTMX04394, ASTMX13039, ASTMX05099	APOSJ_36157, APOSJ_36156, APOSJ_21726, APOSJ_21724
OG0002534	ASTMX21738, ASTMX20367	APOSJ_23549, APOSJ_23548, APOSJ_46356, APOSJ_23554, APOSJ_17763, APOSJ_17765, APOSJ_46361, APOSJ_17764, APOSJ_23550, APOSJ_31156, APOSJ_31155, APOSJ_23553, APOSJ_31152, APOSJ_31154, APOSJ_23551, APOSJ_31153, APOSJ_23547, APOSJ_23552, APOSJ_63678, APOSJ_17766
OG0002535	ASTMX15739	APOSJ_53001, APOSJ_53000, APOSJ_52997, APOSJ_45505, APOSJ_45503, APOSJ_45502, APOSJ_45504, APOSJ_52999, APOSJ_45506, APOSJ_52998, APOSJ_46403
OG0002536	ASTMX01477, ASTMX13503, ASTMX10073, ASTMX12489	APOSJ_03166, APOSJ_03164, APOSJ_03167, APOSJ_03165
OG0002537	ASTMX21847	APOSJ_52572, APOSJ_52573, APOSJ_58106, APOSJ_52571
OG0002538	ASTMX13618, ASTMX15034, ASTMX18489, ASTMX01885, ASTMX17069, ASTMX10437	APOSJ_09797
OG0002539	ASTMX00577, ASTMX08315, ASTMX03050	APOSJ_13453, APOSJ_01886, APOSJ_13457, APOSJ_03513, APOSJ_52485, APOSJ_13456
OG0002540	ASTMX03797, ASTMX04841, ASTMX00848, ASTMX13742	APOSJ_08068
OG0002541	ASTMX19637, ASTMX21295	APOSJ_60983
OG0002542	ASTMX09595, ASTMX18343, ASTMX05316	APOSJ_13003, APOSJ_05216
OG0002543	ASTMX07787	APOSJ_57190, APOSJ_18579, APOSJ_57186, APOSJ_57192, APOSJ_57191, APOSJ_57188, APOSJ_25134, APOSJ_57189, APOSJ_57185, APOSJ_18583
OG0002545	ASTMX01785, ASTMX07112, ASTMX07197, ASTMX07113	APOSJ_54341, APOSJ_47195
OG0002547	ASTMX08915, ASTMX15896, ASTMX12376	APOSJ_50922
OG0002548	ASTMX13664, ASTMX06315, ASTMX04740, ASTMX01600	APOSJ_60327, APOSJ_52896, APOSJ_52895
OG0002549	ASTMX06491, ASTMX11705	APOSJ_03644, APOSJ_22674, APOSJ_03643, APOSJ_24634, APOSJ_24636, APOSJ_24635, APOSJ_24638, APOSJ_24637, APOSJ_24639, APOSJ_22678
OG0002550	ASTMX13897, ASTMX22395, ASTMX09655	APOSJ_46181, APOSJ_61388
OG0002551	ASTMX08789	APOSJ_21520
OG0002552	ASTMX06859, ASTMX16646, ASTMX02204	APOSJ_29495
OG0002553	ASTMX06814, ASTMX09861	APOSJ_36058, APOSJ_36057, APOSJ_36056, APOSJ_36059
OG0002554	ASTMX00854, ASTMX16976	APOSJ_57610, APOSJ_62462, APOSJ_57611, APOSJ_57609, APOSJ_57612, APOSJ_57607, APOSJ_45101, APOSJ_45114, APOSJ_23766, APOSJ_14740, APOSJ_45126, APOSJ_14741
OG0002555	ASTMX08115, ASTMX02493	APOSJ_40221
OG0002557	ASTMX10062, ASTMX08730, ASTMX10061, ASTMX01948	APOSJ_13776
OG0002558	ASTMX11569, ASTMX01324	APOSJ_60383, APOSJ_60385, APOSJ_60388, APOSJ_60386
OG0002559	ASTMX21285, ASTMX03665	APOSJ_03758, APOSJ_03757
OG0002560	ASTMX14336, ASTMX15075	APOSJ_37047, APOSJ_08092, APOSJ_03561, APOSJ_20312
OG0002562	ASTMX14920, ASTMX03986	APOSJ_49481, APOSJ_49482, APOSJ_49480
OG0002563	ASTMX08801, ASTMX04744, ASTMX04347	APOSJ_46270
OG0002564	ASTMX16398, ASTMX04969	APOSJ_15554, APOSJ_15555, APOSJ_15556
OG0002565	ASTMX12769	APOSJ_27641, APOSJ_27644, APOSJ_42207, APOSJ_27642, APOSJ_27643, APOSJ_42201
OG0002566	ASTMX03673	APOSJ_42577, APOSJ_42580, APOSJ_42579, APOSJ_43612, APOSJ_07042, APOSJ_01090, APOSJ_42584, APOSJ_01096, APOSJ_42583, APOSJ_42578
OG0002567	ASTMX19620, ASTMX02094	APOSJ_45486, APOSJ_03004, APOSJ_02999, APOSJ_02996, APOSJ_03000, APOSJ_02998, APOSJ_15349, APOSJ_03001, APOSJ_15348
OG0002568	ASTMX01947	APOSJ_39026, APOSJ_65436, APOSJ_65402, APOSJ_39030, APOSJ_39721, APOSJ_39722, APOSJ_39720, APOSJ_61648, APOSJ_39724, APOSJ_39725, APOSJ_44287, APOSJ_39027, APOSJ_65414, APOSJ_39719
OG0002569	ASTMX14893, ASTMX11172	APOSJ_51394, APOSJ_39900, APOSJ_39899
OG0002570	ASTMX17442	APOSJ_51711, APOSJ_24460, APOSJ_30829, APOSJ_24719, APOSJ_51710, APOSJ_30830, APOSJ_34913, APOSJ_24721, APOSJ_24720, APOSJ_51709, APOSJ_53375
OG0002571	ASTMX06567, ASTMX15352, ASTMX22347	APOSJ_61084
OG0002572	ASTMX16129, ASTMX00237, ASTMX07373	APOSJ_37392
OG0002573	ASTMX01555	APOSJ_63948, APOSJ_34600, APOSJ_34597, APOSJ_34598, APOSJ_42899, APOSJ_34599, APOSJ_34601, APOSJ_42900
OG0002574	ASTMX01572, ASTMX08092	APOSJ_48581, APOSJ_48577, APOSJ_48579, APOSJ_52924, APOSJ_52926, APOSJ_52922, APOSJ_52923, APOSJ_48580, APOSJ_48582, APOSJ_48578, APOSJ_52925, APOSJ_48584
OG0002587	ASTMX06393, ASTMX13780, ASTMX06748, ASTMX10896	APOSJ_04684, APOSJ_04683, APOSJ_04682, APOSJ_04685
OG0002589	ASTMX11622	APOSJ_38429, APOSJ_38425, APOSJ_38427
OG0002590	ASTMX18577, ASTMX07472, ASTMX16287, ASTMX18576	APOSJ_56063
OG0002592	ASTMX17562	APOSJ_46410, APOSJ_08541
OG0002593	ASTMX12997, ASTMX04493, ASTMX04494	APOSJ_45237, APOSJ_45236, APOSJ_38977, APOSJ_45238, APOSJ_07187, APOSJ_07190, APOSJ_07189, APOSJ_07188
OG0002594	ASTMX18794, ASTMX10058	APOSJ_07882
OG0002595	ASTMX04978	APOSJ_13648, APOSJ_13647
OG0002599	ASTMX21157, ASTMX05551	APOSJ_07529, APOSJ_07526, APOSJ_07528, APOSJ_07527
OG0002600	ASTMX14521	APOSJ_15050, APOSJ_15049
OG0002601	ASTMX04225	APOSJ_65012, APOSJ_61883
OG0002602	ASTMX20043	APOSJ_15267
OG0002604	ASTMX19224	APOSJ_50623, APOSJ_50617, APOSJ_15507, APOSJ_50618, APOSJ_30952, APOSJ_16651
OG0002608	ASTMX19264	APOSJ_30330, APOSJ_30331
OG0002609	ASTMX06939, ASTMX12865	APOSJ_02307, APOSJ_59514
OG0002610	ASTMX14985, ASTMX10225, ASTMX12835	APOSJ_08340, APOSJ_08343, APOSJ_63661, APOSJ_08342, APOSJ_08341
OG0002611	ASTMX16649, ASTMX09404, ASTMX04752	APOSJ_28143, APOSJ_04504
OG0002612	ASTMX08359	APOSJ_63378, APOSJ_06794, APOSJ_63373, APOSJ_63376, APOSJ_63379, APOSJ_63377, APOSJ_63375, APOSJ_63374, APOSJ_63372
OG0002614	ASTMX12742, ASTMX01026	APOSJ_63780
OG0002615	ASTMX12485, ASTMX14819, ASTMX04651	APOSJ_01601
OG0002616	ASTMX13505	APOSJ_05162, APOSJ_57777
OG0002617	ASTMX09319	APOSJ_55213, APOSJ_44237, APOSJ_44236, APOSJ_44235, APOSJ_62576, APOSJ_62578, APOSJ_62577, APOSJ_50506, APOSJ_47611, APOSJ_44234, APOSJ_50504, APOSJ_50511, APOSJ_50505, APOSJ_62580, APOSJ_64498, APOSJ_62579, APOSJ_50507, APOSJ_44364, APOSJ_50508, APOSJ_44233
OG0002618	ASTMX04981	APOSJ_31590, APOSJ_31589
OG0002619	ASTMX21027, ASTMX20294, ASTMX21026, ASTMX20293, ASTMX20295	APOSJ_51120, APOSJ_51119
OG0002620	ASTMX09607, ASTMX13458, ASTMX03856, ASTMX18048	APOSJ_13881
OG0002621	ASTMX04243	APOSJ_41594
OG0002622	ASTMX11095, ASTMX11096	APOSJ_56035, APOSJ_56032, APOSJ_56034, APOSJ_56033
OG0002623	ASTMX12300	APOSJ_65019, APOSJ_54692, APOSJ_53799, APOSJ_55293, APOSJ_41634, APOSJ_27797
OG0002624	ASTMX06829, ASTMX06830	APOSJ_19849
OG0002625	ASTMX18581	APOSJ_32736, APOSJ_26505, APOSJ_26502, APOSJ_26504, APOSJ_32735, APOSJ_52233, APOSJ_52231, APOSJ_56196, APOSJ_32739, APOSJ_52229, APOSJ_52230, APOSJ_05957, APOSJ_52234, APOSJ_32734, APOSJ_32737, APOSJ_52232, APOSJ_32738, APOSJ_26503
OG0002628	ASTMX02392, ASTMX13110, ASTMX13456, ASTMX04075	APOSJ_50902, APOSJ_50901
OG0002629	ASTMX13284, ASTMX07247	APOSJ_09799
OG0002629	ASTMX21519	APOSJ_45559, APOSJ_45560
OG0002630	ASTMX08028	APOSJ_62406
OG0002631	ASTMX07525	APOSJ_08976, APOSJ_08974, APOSJ_28377, APOSJ_08977, APOSJ_57207, APOSJ_08975
OG0002632	ASTMX02161, ASTMX22937	APOSJ_55023
OG0002633	ASTMX01694, ASTMX04611	APOSJ_29412
OG0002634	ASTMX15154	APOSJ_54834, APOSJ_54837, APOSJ_63722, APOSJ_10751, APOSJ_10737, APOSJ_63719, APOSJ_63720, APOSJ_63721
OG0002635	ASTMX19544, ASTMX17532, ASTMX07598, ASTMX17636, ASTMX05514, ASTMX07440	APOSJ_64173
OG0002636	ASTMX11502, ASTMX09064	APOSJ_09759
OG0002638	ASTMX09169	APOSJ_22902, APOSJ_13736, APOSJ_13735, APOSJ_13737, APOSJ_22327, APOSJ_22903
OG0002639	ASTMX13169, ASTMX22853	APOSJ_38278, APOSJ_38285, APOSJ_25644, APOSJ_58603, APOSJ_25646, APOSJ_06691, APOSJ_49089, APOSJ_25645, APOSJ_49086, APOSJ_49087, APOSJ_49085, APOSJ_58599, APOSJ_58600, APOSJ_49090, APOSJ_49091
OG0002640	ASTMX16090	APOSJ_52370
OG0002641	ASTMX06244, ASTMX20282, ASTMX20283, ASTMX20284, ASTMX21259, ASTMX19953	APOSJ_51670, APOSJ_51669, APOSJ_51665
OG0002642	ASTMX15870, ASTMX09524, ASTMX16445, ASTMX20197, ASTMX16446, ASTMX17263	APOSJ_37961
OG0002643	ASTMX21893	APOSJ_14545, APOSJ_20906, APOSJ_20900, APOSJ_20264, APOSJ_20265, APOSJ_20268, APOSJ_25973, APOSJ_20266, APOSJ_20902, APOSJ_20269, APOSJ_14544, APOSJ_20905, APOSJ_11441
OG0002644	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303	APOSJ_62956
OG0002646	ASTMX12608, ASTMX08291	APOSJ_61553, APOSJ_19217
OG0002647	ASTMX02798, ASTMX20077	APOSJ_04611, APOSJ_04614, APOSJ_28717, APOSJ_28716, APOSJ_04612, APOSJ_04613
OG0002648	ASTMX01711, ASTMX09864	APOSJ_03169, APOSJ_03168
OG0002649	ASTMX15328, ASTMX06600, ASTMX08580	APOSJ_40896
OG0002651	ASTMX08506	APOSJ_44155, APOSJ_44157, APOSJ_44154, APOSJ_48952, APOSJ_44156
OG0002652	ASTMX01699	APOSJ_51245, APOSJ_51243, APOSJ_50415, APOSJ_51247, APOSJ_51248, APOSJ_51244
OG0002653	ASTMX10355	APOSJ_38266, APOSJ_39580, APOSJ_38264, APOSJ_38265
OG0002654	ASTMX08867, ASTMX08866	APOSJ_49598, APOSJ_33485, APOSJ_49367, APOSJ_37310, APOSJ_49595, APOSJ_37308, APOSJ_37306, APOSJ_49599, APOSJ_37304, APOSJ_37309, APOSJ_49597, APOSJ_49596, APOSJ_49594, APOSJ_49593, APOSJ_37305, APOSJ_37303
OG0002655	ASTMX00453	APOSJ_11244, APOSJ_34800, APOSJ_11241, APOSJ_11246, APOSJ_11242, APOSJ_34803, APOSJ_34806, APOSJ_11238, APOSJ_11245, APOSJ_34807, APOSJ_34805, APOSJ_34804, APOSJ_34799, APOSJ_34802, APOSJ_11243, APOSJ_34801, APOSJ_11239, APOSJ_28718, APOSJ_52961, APOSJ_11240
OG0002656	ASTMX19898	APOSJ_35957, APOSJ_41058
OG0002657	ASTMX12563, ASTMX05301	APOSJ_16482, APOSJ_46146, APOSJ_16484, APOSJ_16485, APOSJ_16481, APOSJ_38318
OG0002658	ASTMX14228, ASTMX09147, ASTMX09559	APOSJ_25710, APOSJ_31008
OG0002659	ASTMX18454	APOSJ_28578, APOSJ_28581, APOSJ_28577, APOSJ_28579, APOSJ_28580, APOSJ_28582
OG0002661	ASTMX14436	APOSJ_35793, APOSJ_35792
OG0002662	ASTMX15979, ASTMX01556, ASTMX07741	APOSJ_03300
OG0002663	ASTMX17302, ASTMX16117	APOSJ_08403
OG0002664	ASTMX09662, ASTMX03129, ASTMX03993	APOSJ_10272, APOSJ_10274, APOSJ_10273, APOSJ_10276, APOSJ_10275, APOSJ_10271
OG0002665	ASTMX05097, ASTMX17594	APOSJ_34822, APOSJ_63670, APOSJ_63672, APOSJ_63671, APOSJ_63667, APOSJ_63666, APOSJ_34823, APOSJ_54400, APOSJ_63665, APOSJ_63668, APOSJ_63669
OG0002666	ASTMX03616	APOSJ_62229, APOSJ_44934, APOSJ_44933
OG0002668	ASTMX20371	APOSJ_24336, APOSJ_46548, APOSJ_14276, APOSJ_14277
OG0002670	ASTMX01319, ASTMX02464, ASTMX22380	APOSJ_04406, APOSJ_07639, APOSJ_26960, APOSJ_48112, APOSJ_26961, APOSJ_07640, APOSJ_51458, APOSJ_51407
OG0002671	ASTMX03533, ASTMX00427, ASTMX11773, ASTMX13591, ASTMX20297	APOSJ_55222
OG0002672	ASTMX21123, ASTMX08938	APOSJ_30774, APOSJ_17521, APOSJ_17523, APOSJ_30772, APOSJ_17520, APOSJ_17522, APOSJ_30773
OG0002673	ASTMX07655, ASTMX03212, ASTMX18507, ASTMX18506	APOSJ_28428, APOSJ_28416, APOSJ_28444, APOSJ_13869, APOSJ_28435, APOSJ_28438
OG0002674	ASTMX08621	APOSJ_38317, APOSJ_61959
OG0002674	ASTMX08626, ASTMX08623, ASTMX08618, ASTMX08622, ASTMX08620	APOSJ_00401, APOSJ_59227, APOSJ_59226
OG0002675	ASTMX20640, ASTMX20639, ASTMX02562	APOSJ_60094, APOSJ_57200, APOSJ_33613, APOSJ_60093, APOSJ_57244, APOSJ_57231
OG0002677	ASTMX14169	APOSJ_52089, APOSJ_58077, APOSJ_52087, APOSJ_52090, APOSJ_56419, APOSJ_52088, APOSJ_55453, APOSJ_52091
OG0002678	ASTMX05571, ASTMX00185, ASTMX13328	APOSJ_50335, APOSJ_50336, APOSJ_50340, APOSJ_57307, APOSJ_50339, APOSJ_29383
OG0002679	ASTMX11701, ASTMX10639	APOSJ_45575, APOSJ_45577, APOSJ_45574, APOSJ_45579, APOSJ_45576
OG0002682	ASTMX06492	APOSJ_15816
OG0002683	ASTMX11605, ASTMX08909, ASTMX14049	APOSJ_22015, APOSJ_22013
OG0002685	ASTMX06202	APOSJ_34594, APOSJ_28113, APOSJ_17616, APOSJ_28110, APOSJ_34591, APOSJ_39581, APOSJ_17618, APOSJ_28108, APOSJ_34590, APOSJ_28109, APOSJ_28106, APOSJ_34595, APOSJ_17620, APOSJ_28107, APOSJ_28335, APOSJ_34593, APOSJ_17621, APOSJ_38679, APOSJ_34592, APOSJ_28111
OG0002688	ASTMX16943, ASTMX06188, ASTMX09094, ASTMX17245	APOSJ_63258
OG0002703	ASTMX16506, ASTMX12528, ASTMX06772	APOSJ_31319
OG0002705	ASTMX02915, ASTMX10018	APOSJ_48322, APOSJ_48319, APOSJ_48321
OG0002706	ASTMX07322	APOSJ_56205
OG0002707	ASTMX03261, ASTMX10460, ASTMX15104, ASTMX08481, ASTMX22811	APOSJ_06108
OG0002708	ASTMX09919	APOSJ_48928, APOSJ_48929, APOSJ_22085, APOSJ_48927, APOSJ_08627, APOSJ_58925, APOSJ_58958, APOSJ_22084, APOSJ_22086
OG0002710	ASTMX04942, ASTMX08307, ASTMX07069	APOSJ_51882, APOSJ_51883
OG0002711	ASTMX07880, ASTMX15876, ASTMX02753, ASTMX13862	APOSJ_05805, APOSJ_40338, APOSJ_48445
OG0002712	ASTMX22506, ASTMX22507	APOSJ_34314, APOSJ_46766, APOSJ_15976, APOSJ_15974, APOSJ_24586, APOSJ_46767, APOSJ_24585, APOSJ_46764, APOSJ_46765
OG0002713	ASTMX02985	APOSJ_50764, APOSJ_18747, APOSJ_13389, APOSJ_40406, APOSJ_40407, APOSJ_13388, APOSJ_49916, APOSJ_49915, APOSJ_43018, APOSJ_49914
OG0002714	ASTMX11691, ASTMX11856	APOSJ_63663, APOSJ_54386, APOSJ_52175, APOSJ_63662, APOSJ_40953, APOSJ_62185
OG0002715	ASTMX00765, ASTMX00764	APOSJ_06762, APOSJ_16711
OG0002716	ASTMX07672	APOSJ_52435, APOSJ_29447, APOSJ_18601, APOSJ_09957, APOSJ_09959, APOSJ_27470, APOSJ_09956, APOSJ_09960, APOSJ_09958, APOSJ_18604, APOSJ_52433, APOSJ_54761
OG0002717	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859	APOSJ_07495
OG0002718	ASTMX05708	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635
OG0002719	ASTMX15447, ASTMX19002, ASTMX17148, ASTMX12689	APOSJ_23715, APOSJ_23713, APOSJ_23714
OG0002720	ASTMX21032	APOSJ_09655, APOSJ_00201, APOSJ_00200
