Orthogroup	ASTMX	CAEEL
OG0002563	ASTMX08801, ASTMX04744, ASTMX04347	CAEEL08940
OG0002564	ASTMX16398, ASTMX04969	CAEEL14884
OG0002565	ASTMX04798, ASTMX12769	CAEEL01779, CAEEL19992
OG0002566	ASTMX03673	CAEEL18146
OG0002567	ASTMX19620, ASTMX02094	CAEEL10186, CAEEL10185
OG0002569	ASTMX14893, ASTMX11172	CAEEL18770
OG0002570	ASTMX17442	CAEEL02126
OG0002571	ASTMX06567, ASTMX15352, ASTMX22347	CAEEL01329, CAEEL00047
OG0002572	ASTMX16129, ASTMX00237, ASTMX07373	CAEEL06422
OG0002573	ASTMX01555	CAEEL00251, CAEEL14125, CAEEL08863, CAEEL20490
OG0002574	ASTMX01572, ASTMX08092	CAEEL13992
OG0002587	ASTMX06393, ASTMX13780, ASTMX06748, ASTMX10896	CAEEL02535
OG0002590	ASTMX18577	CAEEL01823
OG0002593	ASTMX12997, ASTMX04493, ASTMX04494	CAEEL06340, CAEEL06341
OG0002594	ASTMX18794, ASTMX10058	CAEEL02859
OG0002598	ASTMX05485, ASTMX06467, ASTMX21419	CAEEL04239
OG0002599	ASTMX21157, ASTMX05551	CAEEL09489, CAEEL05240
OG0002600	ASTMX14521	CAEEL18751
OG0002601	ASTMX04225	CAEEL11850, CAEEL17493, CAEEL06460
OG0002602	ASTMX20043	CAEEL19298
OG0002605	ASTMX03103, ASTMX22634, ASTMX15597	CAEEL06425
OG0002608	ASTMX00356, ASTMX19264	CAEEL20298
OG0002609	ASTMX21088, ASTMX06939, ASTMX12865	CAEEL00486
OG0002610	ASTMX14985, ASTMX10225, ASTMX12835	CAEEL00976
OG0002611	ASTMX16649, ASTMX09404, ASTMX04752	CAEEL00525
OG0002614	ASTMX12742, ASTMX01026	CAEEL18150
OG0002617	ASTMX09319	CAEEL08131
OG0002618	ASTMX04981	CAEEL11865
OG0002620	ASTMX09607, ASTMX13458, ASTMX03856, ASTMX18048	CAEEL18902
OG0002624	ASTMX06829, ASTMX06830	CAEEL00996
OG0002628	ASTMX02392, ASTMX13110, ASTMX13456, ASTMX04075	CAEEL20832
OG0002630	ASTMX03861, ASTMX08028	CAEEL00017
OG0002636	ASTMX11502, ASTMX09064	CAEEL09021
OG0002643	ASTMX21893	CAEEL01960
OG0002644	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303	CAEEL00760
OG0002645	ASTMX04781	CAEEL09814
OG0002646	ASTMX12608, ASTMX08291	CAEEL10837
OG0002649	ASTMX15328, ASTMX06600, ASTMX08580	CAEEL18434
OG0002651	ASTMX08506	CAEEL02017, CAEEL08032
OG0002652	ASTMX01699	CAEEL15940
OG0002653	ASTMX10355	CAEEL15759
OG0002653	ASTMX17583	CAEEL09022
OG0002655	ASTMX00453	CAEEL10857
OG0002656	ASTMX19898, ASTMX08662	CAEEL06531
OG0002658	ASTMX14228, ASTMX09147, ASTMX09559	CAEEL08300
OG0002659	ASTMX18454	CAEEL20147, CAEEL01412
OG0002660	ASTMX14258	CAEEL11563
OG0002661	ASTMX14435, ASTMX18730, ASTMX14437, ASTMX14436	CAEEL19789
OG0002662	ASTMX15979, ASTMX01556, ASTMX07741	CAEEL18190
OG0002663	ASTMX17302, ASTMX16117	CAEEL19742
OG0002666	ASTMX03616	CAEEL11407
OG0002667	ASTMX20248, ASTMX13096, ASTMX03327, ASTMX20923	CAEEL18607
OG0002668	ASTMX20371	CAEEL02604
OG0002669	ASTMX13936	CAEEL09214, CAEEL09178
OG0002670	ASTMX01319, ASTMX02464, ASTMX22380	CAEEL15710
OG0002671	ASTMX03533, ASTMX00427, ASTMX11773, ASTMX13591, ASTMX20297	CAEEL01274
OG0002675	ASTMX20639	CAEEL07843
OG0002677	ASTMX14169	CAEEL10901
OG0002678	ASTMX05571, ASTMX00185, ASTMX13328	CAEEL06946, CAEEL06945, CAEEL01197
OG0002679	ASTMX11701, ASTMX10639	CAEEL06006
OG0002682	ASTMX06492	CAEEL06028, CAEEL18330
OG0002683	ASTMX11605, ASTMX08909, ASTMX14049	CAEEL05356
OG0002708	ASTMX09919	CAEEL01926, CAEEL12503
OG0002712	ASTMX22507	CAEEL06583, CAEEL15212
OG0002714	ASTMX11691, ASTMX11856	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570
OG0002715	ASTMX00765, ASTMX00764	CAEEL09830
OG0002717	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859	CAEEL10017
OG0002718	ASTMX05708	CAEEL00842
OG0002719	ASTMX18231, ASTMX13763	CAEEL07694
OG0002720	ASTMX21032	CAEEL01232
OG0002722	ASTMX08478	CAEEL10808
OG0002723	ASTMX10682, ASTMX04436, ASTMX03941, ASTMX02713	CAEEL15616
OG0002726	ASTMX10071, ASTMX01554	CAEEL11743
OG0002729	ASTMX09796	CAEEL07853
OG0002732	ASTMX19106, ASTMX16150, ASTMX20349	CAEEL18402
OG0002736	ASTMX01286, ASTMX09100, ASTMX09101, ASTMX09534	CAEEL02362
OG0002739	ASTMX12477	CAEEL18472
OG0002740	ASTMX06589, ASTMX06588, ASTMX00890	CAEEL08842
OG0002742	ASTMX03216, ASTMX07668, ASTMX17307	CAEEL11403
OG0002743	ASTMX05411	CAEEL15922, CAEEL10167
OG0002744	ASTMX19754, ASTMX09756	CAEEL19735
OG0002745	ASTMX14166, ASTMX21096	CAEEL19081
OG0002746	ASTMX14540	CAEEL01862
OG0002747	ASTMX08727, ASTMX04072	CAEEL02596
OG0002749	ASTMX11896, ASTMX21829	CAEEL04068
OG0002750	ASTMX04080, ASTMX04079	CAEEL15826
OG0002752	ASTMX06175	CAEEL08631
OG0002754	ASTMX19457, ASTMX07407	CAEEL05821
OG0002756	ASTMX05519	CAEEL15160
OG0002757	ASTMX21152, ASTMX05572, ASTMX20356	CAEEL10443, CAEEL10442
OG0002758	ASTMX12158, ASTMX11719, ASTMX19020	CAEEL08816
OG0002759	ASTMX12966	CAEEL05573
OG0002760	ASTMX14383, ASTMX00411, ASTMX00410	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644
OG0002761	ASTMX17257	CAEEL15590, CAEEL14895, CAEEL00850
OG0002762	ASTMX10750, ASTMX01007, ASTMX13291	CAEEL09378
OG0002763	ASTMX01463	CAEEL07952
OG0002764	ASTMX04804, ASTMX15857, ASTMX12772	CAEEL05636
OG0002765	ASTMX06827, ASTMX05311, ASTMX01712	CAEEL02125
OG0002766	ASTMX12280	CAEEL17597
OG0002767	ASTMX11219, ASTMX01625	CAEEL07319
OG0002769	ASTMX03376, ASTMX07759, ASTMX11837	CAEEL06751
OG0002770	ASTMX09951	CAEEL15397
OG0002771	ASTMX05826, ASTMX08109	CAEEL08070
OG0002772	ASTMX03981	CAEEL05686
OG0002773	ASTMX08591	CAEEL08029
OG0002774	ASTMX03990, ASTMX14302, ASTMX18349	CAEEL01682
OG0002776	ASTMX10166	CAEEL10866
OG0002777	ASTMX00412, ASTMX14384, ASTMX00339	CAEEL05935
OG0002778	ASTMX12403, ASTMX08214	CAEEL01937
OG0002779	ASTMX05264	CAEEL04475
OG0002780	ASTMX12328, ASTMX06565, ASTMX12329	CAEEL00693
OG0002781	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089	CAEEL07517
OG0002782	ASTMX02326, ASTMX10461, ASTMX13170, ASTMX05823	CAEEL13024
OG0002785	ASTMX02888, ASTMX12391	CAEEL04710
OG0002786	ASTMX19192, ASTMX09014, ASTMX02458, ASTMX03366	CAEEL00215
OG0002787	ASTMX12559	CAEEL00388
OG0002788	ASTMX02137	CAEEL06416, CAEEL06417, CAEEL06418
OG0002790	ASTMX09182	CAEEL07625
OG0002791	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009	CAEEL08790
OG0002793	ASTMX05593	CAEEL00646
OG0002795	ASTMX07886, ASTMX15750	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352
OG0002799	ASTMX07335	CAEEL06026
OG0002812	ASTMX10334	CAEEL04925
OG0002813	ASTMX11456, ASTMX00842, ASTMX10895	CAEEL12256
OG0002814	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304	CAEEL11682
OG0002817	ASTMX08503, ASTMX11127	CAEEL16563
OG0002818	ASTMX06407, ASTMX16559	CAEEL12185
OG0002821	ASTMX02361, ASTMX03188	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031
OG0002824	ASTMX12647, ASTMX13765, ASTMX06667	CAEEL09125
OG0002825	ASTMX17360, ASTMX12426	CAEEL11091
OG0002826	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255	CAEEL14759
OG0002828	ASTMX11283	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595
OG0002830	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609	CAEEL15477
OG0002833	ASTMX17660, ASTMX15980	CAEEL18192
OG0002835	ASTMX07497, ASTMX15221	CAEEL11751
OG0002836	ASTMX16518, ASTMX08868	CAEEL06399
OG0002837	ASTMX06183, ASTMX02695, ASTMX11101	CAEEL08616
OG0002839	ASTMX10136	CAEEL19253, CAEEL00645
OG0002841	ASTMX20703	CAEEL12135, CAEEL12134
OG0002842	ASTMX15094, ASTMX12457	CAEEL06196
OG0002843	ASTMX23062, ASTMX16351	CAEEL07774, CAEEL07773
OG0002844	ASTMX09226, ASTMX16992	CAEEL10756
OG0002845	ASTMX01725	CAEEL09656
OG0002847	ASTMX13450, ASTMX13451	CAEEL06961
OG0002848	ASTMX12620	CAEEL07668
OG0002850	ASTMX15162	CAEEL15763
OG0002851	ASTMX04839, ASTMX03703, ASTMX14358, ASTMX04838	CAEEL00708
OG0002854	ASTMX20047	CAEEL10560
OG0002856	ASTMX07905	CAEEL01393
OG0002858	ASTMX20339, ASTMX17651	CAEEL12093
OG0002860	ASTMX03636	CAEEL11643
OG0002866	ASTMX20659, ASTMX21913	CAEEL03096
OG0002868	ASTMX09293, ASTMX09292, ASTMX05079	CAEEL05539
OG0002873	ASTMX03633	CAEEL07574
OG0002876	ASTMX00547, ASTMX12943	CAEEL10277
OG0002877	ASTMX02938	CAEEL02920
OG0002880	ASTMX08916, ASTMX10765, ASTMX12917, ASTMX10766	CAEEL11517
OG0002883	ASTMX12110	CAEEL05948
OG0002884	ASTMX09433	CAEEL01828
OG0002889	ASTMX22104, ASTMX16163	CAEEL10804
OG0002891	ASTMX14161	CAEEL04184, CAEEL01874
OG0002893	ASTMX04172	CAEEL02075
OG0002894	ASTMX03268, ASTMX12100	CAEEL14713
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	CAEEL07602, CAEEL10533
OG0002896	ASTMX19105, ASTMX09780, ASTMX08412	CAEEL18643
OG0002898	ASTMX14754	CAEEL13137
OG0002899	ASTMX06782, ASTMX18211	CAEEL01046
OG0002906	ASTMX02587, ASTMX00583	CAEEL05147
OG0002907	ASTMX10573, ASTMX09015	CAEEL01271
OG0002909	ASTMX17748, ASTMX08531	CAEEL11759
OG0002910	ASTMX08537	CAEEL04697
OG0002912	ASTMX03571	CAEEL00640
OG0002913	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589	CAEEL02893
OG0002914	ASTMX02600	CAEEL18409
OG0002915	ASTMX10897, ASTMX15512	CAEEL02902
OG0002916	ASTMX02914, ASTMX10017, ASTMX10016	CAEEL04244
OG0002919	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354	CAEEL00259
OG0002921	ASTMX17074	CAEEL06148
OG0002925	ASTMX07510, ASTMX11462, ASTMX04330	CAEEL01723, CAEEL07404
OG0002927	ASTMX14610	CAEEL01626
OG0002933	ASTMX05811, ASTMX05735, ASTMX15316, ASTMX22563, ASTMX15317, ASTMX15176, ASTMX05810, ASTMX05812, ASTMX05813	CAEEL20569
OG0002944	ASTMX13024, ASTMX18030, ASTMX12751	CAEEL11414
OG0002947	ASTMX13918	CAEEL06268
OG0002949	ASTMX10636	CAEEL05799
OG0002952	ASTMX11800, ASTMX03890	CAEEL09036
OG0002953	ASTMX05287	CAEEL11622
OG0002955	ASTMX04547, ASTMX22263	CAEEL01420
OG0002957	ASTMX16714	CAEEL02702
OG0002959	ASTMX03291, ASTMX13416, ASTMX16543	CAEEL12413, CAEEL12412
OG0002960	ASTMX13796	CAEEL01541
OG0002961	ASTMX17170	CAEEL16453, CAEEL14328
OG0002962	ASTMX21110, ASTMX21109, ASTMX07712, ASTMX18086	CAEEL20383
OG0002964	ASTMX05000, ASTMX07844, ASTMX21735	CAEEL19811
OG0002965	ASTMX02526	CAEEL01992
OG0002966	ASTMX10395, ASTMX14585, ASTMX08283, ASTMX14584	CAEEL08468, CAEEL19347
OG0002968	ASTMX08777	CAEEL16136
OG0002968	ASTMX16814	CAEEL01853
OG0002969	ASTMX19487	CAEEL14216
OG0002973	ASTMX00766, ASTMX03063	CAEEL09565
OG0002974	ASTMX22896, ASTMX03538	CAEEL01320
OG0002975	ASTMX06342	CAEEL15337
OG0002976	ASTMX03356	CAEEL02964, CAEEL01113, CAEEL02910, CAEEL00912
OG0002976	ASTMX03355	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	ASTMX16248	CAEEL07234, CAEEL07233
OG0002978	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387	CAEEL16463
OG0002982	ASTMX12949	CAEEL01855
OG0002985	ASTMX14851, ASTMX21191	CAEEL08353
OG0002986	ASTMX08841, ASTMX01002, ASTMX10260	CAEEL10835
OG0002987	ASTMX04738	CAEEL17800, CAEEL18018
OG0002990	ASTMX05794, ASTMX20875, ASTMX07804	CAEEL08773
OG0002991	ASTMX02776	CAEEL09004
OG0002996	ASTMX02629, ASTMX03439, ASTMX14560	CAEEL10716
OG0003001	ASTMX15125, ASTMX00486	CAEEL10876
OG0003003	ASTMX07477, ASTMX08710, ASTMX03798	CAEEL14387
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	CAEEL15423
OG0003005	ASTMX04618, ASTMX04617	CAEEL16758
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	CAEEL10145
OG0003008	ASTMX11361, ASTMX06537, ASTMX11563	CAEEL20335
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773	CAEEL05983
OG0003014	ASTMX18669, ASTMX03277	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003016	ASTMX20183, ASTMX02288	CAEEL09225
OG0003017	ASTMX20936, ASTMX18161	CAEEL07049, CAEEL16441
OG0003018	ASTMX09335	CAEEL08487
OG0003019	ASTMX21902	CAEEL04592
OG0003024	ASTMX18655, ASTMX03805	CAEEL13204, CAEEL13203
OG0003025	ASTMX13447, ASTMX18869, ASTMX11744	CAEEL08836
OG0003026	ASTMX04873	CAEEL10688, CAEEL12186
OG0003027	ASTMX13439, ASTMX00386	CAEEL06663
OG0003028	ASTMX04249	CAEEL02985
OG0003029	ASTMX08718, ASTMX07235	CAEEL01558
OG0003030	ASTMX20050, ASTMX17904	CAEEL11859
OG0003031	ASTMX19116, ASTMX09602	CAEEL06431
OG0003033	ASTMX09542	CAEEL00703
OG0003035	ASTMX07906, ASTMX08632	CAEEL02722
OG0003036	ASTMX22808, ASTMX02382	CAEEL01143
OG0003038	ASTMX11869, ASTMX03732	CAEEL20474
OG0003040	ASTMX06981	CAEEL02041
OG0003042	ASTMX22431	CAEEL04188
OG0003043	ASTMX12456	CAEEL07390
OG0003044	ASTMX03506	CAEEL07715
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	CAEEL04364
OG0003049	ASTMX09040, ASTMX11555	CAEEL04812
OG0003050	ASTMX21807, ASTMX22136	CAEEL15836
OG0003054	ASTMX00110, ASTMX09568	CAEEL04777
OG0003055	ASTMX20532, ASTMX04937, ASTMX14054	CAEEL14225
OG0003059	ASTMX11573, ASTMX03262	CAEEL09323
OG0003060	ASTMX14156, ASTMX06493, ASTMX04925	CAEEL07468, CAEEL11354
OG0003061	ASTMX07611, ASTMX14401, ASTMX01235	CAEEL14261
OG0003062	ASTMX08924, ASTMX17139, ASTMX07083	CAEEL00660
OG0003063	ASTMX16164	CAEEL03076
OG0003064	ASTMX02348	CAEEL02598
OG0003065	ASTMX16223, ASTMX11526	CAEEL18732
OG0003066	ASTMX01076	CAEEL05161
OG0003072	ASTMX14570, ASTMX08544	CAEEL04836
OG0003073	ASTMX00976	CAEEL14099
OG0003079	ASTMX08960, ASTMX02438	CAEEL00217
OG0003086	ASTMX21424	CAEEL18437
OG0003086	ASTMX20987, ASTMX02745	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183
OG0003104	ASTMX09610, ASTMX11561, ASTMX09609	CAEEL07227
OG0003105	ASTMX00326	CAEEL00818
OG0003106	ASTMX06237	CAEEL16128
OG0003107	ASTMX02590, ASTMX16600	CAEEL20421, CAEEL01359
OG0003108	ASTMX05191	CAEEL04120
OG0003110	ASTMX00133	CAEEL17888
OG0003111	ASTMX07402, ASTMX11408	CAEEL01566
OG0003112	ASTMX02525	CAEEL12136
OG0003113	ASTMX13016, ASTMX07578	CAEEL16673, CAEEL01071
OG0003114	ASTMX02715, ASTMX03943	CAEEL15726
OG0003115	ASTMX18170, ASTMX11011, ASTMX01881	CAEEL00022
OG0003116	ASTMX07169, ASTMX03748	CAEEL07734
OG0003118	ASTMX17621, ASTMX15584, ASTMX10419	CAEEL08193, CAEEL08192
OG0003119	ASTMX06194, ASTMX21119	CAEEL16382
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	CAEEL00414
OG0003124	ASTMX03412	CAEEL07676
OG0003126	ASTMX14715	CAEEL04789, CAEEL04979
OG0003128	ASTMX20600	CAEEL04713
OG0003129	ASTMX07229	CAEEL06414, CAEEL06415
OG0003130	ASTMX09888	CAEEL08052
OG0003132	ASTMX04307	CAEEL15119
OG0003135	ASTMX04429	CAEEL06638
OG0003136	ASTMX13058, ASTMX01379, ASTMX19806	CAEEL10810
OG0003141	ASTMX09233, ASTMX11515, ASTMX10094	CAEEL03719, CAEEL03720
OG0003142	ASTMX08629, ASTMX09849, ASTMX19194	CAEEL00482
OG0003144	ASTMX13684, ASTMX08230	CAEEL01625
OG0003145	ASTMX16469, ASTMX16882	CAEEL05190
OG0003146	ASTMX10808	CAEEL20170
OG0003147	ASTMX16613	CAEEL17136, CAEEL18421
OG0003148	ASTMX12896, ASTMX07507, ASTMX14971	CAEEL16560
OG0003149	ASTMX10129	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	ASTMX11834, ASTMX21211	CAEEL11024
OG0003151	ASTMX11951, ASTMX21033, ASTMX05673	CAEEL04570, CAEEL14681, CAEEL04711
OG0003152	ASTMX10214	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	ASTMX21330	CAEEL07561
OG0003154	ASTMX06476	CAEEL15184
OG0003156	ASTMX18933	CAEEL00516
OG0003157	ASTMX06118	CAEEL07518, CAEEL07519
OG0003158	ASTMX12999, ASTMX02638	CAEEL08310
OG0003160	ASTMX02814, ASTMX16455	CAEEL18381, CAEEL02061
OG0003161	ASTMX13679, ASTMX15650	CAEEL15582, CAEEL20219
OG0003164	ASTMX01170, ASTMX15907	CAEEL08130
OG0003169	ASTMX07868	CAEEL11868
OG0003171	ASTMX22824	CAEEL08054
OG0003172	ASTMX12697	CAEEL06299
OG0003174	ASTMX07988	CAEEL11561
OG0003176	ASTMX02580	CAEEL02038
OG0003178	ASTMX16511, ASTMX15240	CAEEL14891
OG0003179	ASTMX22089	CAEEL12173
OG0003181	ASTMX18964, ASTMX11371	CAEEL11684
OG0003182	ASTMX01957, ASTMX21704	CAEEL01167
OG0003184	ASTMX09649, ASTMX22723	CAEEL10967
OG0003185	ASTMX08990, ASTMX16307	CAEEL04813
OG0003187	ASTMX04939	CAEEL16181
OG0003188	ASTMX12866	CAEEL00953
OG0003189	ASTMX03737	CAEEL04624
OG0003191	ASTMX00980, ASTMX19044	CAEEL09839
OG0003193	ASTMX04173, ASTMX07557	CAEEL17615
OG0003197	ASTMX08037	CAEEL11467
OG0003198	ASTMX14796	CAEEL05062
OG0003199	ASTMX13735, ASTMX17609	CAEEL11688
OG0003202	ASTMX10006	CAEEL12123
OG0003203	ASTMX04267, ASTMX15368	CAEEL08247
OG0003207	ASTMX00941, ASTMX16303	CAEEL11116
OG0003210	ASTMX10368, ASTMX08853, ASTMX06477	CAEEL11876
OG0003212	ASTMX13329, ASTMX01976	CAEEL11323
OG0003214	ASTMX08653	CAEEL08551
OG0003215	ASTMX04892, ASTMX22130	CAEEL02895
OG0003217	ASTMX02353, ASTMX14721	CAEEL06035, CAEEL06032
OG0003218	ASTMX15207	CAEEL08847
OG0003219	ASTMX01631	CAEEL16215
OG0003221	ASTMX04321, ASTMX04290	CAEEL20740, CAEEL00629, CAEEL00088
OG0003222	ASTMX08890, ASTMX02588, ASTMX06133	CAEEL00115
OG0003223	ASTMX06346, ASTMX06347	CAEEL00485
OG0003224	ASTMX07863, ASTMX13264, ASTMX05296	CAEEL05675
OG0003225	ASTMX10853, ASTMX22401	CAEEL04615, CAEEL20133
OG0003228	ASTMX10791, ASTMX02764	CAEEL14683
OG0003229	ASTMX17506, ASTMX12857	CAEEL10166
OG0003230	ASTMX13387	CAEEL06311
OG0003231	ASTMX02884	CAEEL02077
OG0003232	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695	CAEEL04540
OG0003235	ASTMX16993	CAEEL11765
OG0003236	ASTMX11384, ASTMX21608	CAEEL15067
OG0003236	ASTMX21607	CAEEL07719
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	CAEEL01743
OG0003252	ASTMX03281, ASTMX01275	CAEEL19657
OG0003254	ASTMX04636, ASTMX03953	CAEEL15715
OG0003255	ASTMX12251	CAEEL01327
OG0003257	ASTMX14786, ASTMX22306, ASTMX04534	CAEEL04888
OG0003258	ASTMX11167	CAEEL04539
OG0003259	ASTMX15657	CAEEL11844
OG0003263	ASTMX06871	CAEEL12235
OG0003266	ASTMX22854, ASTMX02992	CAEEL05061
OG0003267	ASTMX16323, ASTMX07667	CAEEL11406
OG0003268	ASTMX13578	CAEEL00711
OG0003269	ASTMX07746, ASTMX16031	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	ASTMX00434, ASTMX01987	CAEEL17531, CAEEL17532, CAEEL07171
OG0003273	ASTMX03258	CAEEL08538
OG0003275	ASTMX20071, ASTMX00521	CAEEL01894
OG0003276	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283	CAEEL05343
OG0003277	ASTMX08840, ASTMX22126	CAEEL10684
OG0003279	ASTMX11486, ASTMX04660	CAEEL09246
OG0003280	ASTMX15864	CAEEL20448
OG0003283	ASTMX16304	CAEEL10540
OG0003284	ASTMX00092	CAEEL20144
OG0003287	ASTMX06398, ASTMX14109	CAEEL09759
OG0003288	ASTMX01172	CAEEL07836
OG0003289	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831	CAEEL00474
OG0003291	ASTMX12200	CAEEL07282
OG0003293	ASTMX14284, ASTMX14283	CAEEL09078
OG0003296	ASTMX13206, ASTMX05984	CAEEL07972
OG0003297	ASTMX17343	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	ASTMX04625	CAEEL00404
OG0003301	ASTMX10951	CAEEL11183
OG0003303	ASTMX21947, ASTMX20298	CAEEL08080
OG0003305	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350	CAEEL04396
OG0003306	ASTMX19066	CAEEL11131
OG0003307	ASTMX14758, ASTMX14757, ASTMX04729	CAEEL09527
OG0003309	ASTMX02666, ASTMX18550, ASTMX01675, ASTMX00158	CAEEL07134
OG0003311	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152	CAEEL06729
OG0003317	ASTMX17437	CAEEL11191
OG0003318	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791	CAEEL00777
OG0003320	ASTMX17270	CAEEL05307
OG0003323	ASTMX20658	CAEEL08557, CAEEL08556
OG0003325	ASTMX13406, ASTMX06639	CAEEL11598
OG0003327	ASTMX10363, ASTMX06502	CAEEL15863
OG0003329	ASTMX03339, ASTMX07785	CAEEL02070
OG0003330	ASTMX05145	CAEEL02745
OG0003331	ASTMX04420, ASTMX08193, ASTMX08195	CAEEL07758
OG0003332	ASTMX15129, ASTMX08712, ASTMX05756	CAEEL15994, CAEEL15100
OG0003333	ASTMX03589, ASTMX04374	CAEEL05869
OG0003335	ASTMX10999	CAEEL06219
OG0003336	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727	CAEEL18158
OG0003337	ASTMX09237, ASTMX09238	CAEEL05608
OG0003340	ASTMX20458, ASTMX04299	CAEEL05767
OG0003341	ASTMX13167	CAEEL15411
OG0003343	ASTMX05881	CAEEL02966
OG0003344	ASTMX13412	CAEEL04271
OG0003348	ASTMX17460, ASTMX00165	CAEEL00995
OG0003349	ASTMX06632, ASTMX06577	CAEEL11343
OG0003350	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134	CAEEL18859
OG0003354	ASTMX21682	CAEEL07057
OG0003356	ASTMX19698, ASTMX21492	CAEEL05068
OG0003357	ASTMX00318	CAEEL05202
OG0003358	ASTMX15835	CAEEL15398
OG0003359	ASTMX08948	CAEEL08412
OG0003360	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548	CAEEL09119
OG0003361	ASTMX02459, ASTMX04442	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	ASTMX06273, ASTMX21297	CAEEL06262
OG0003366	ASTMX02786	CAEEL13316, CAEEL13290
OG0003368	ASTMX18958, ASTMX00275	CAEEL04652
OG0003369	ASTMX11987, ASTMX05839	CAEEL11911
OG0003370	ASTMX19055, ASTMX04318	CAEEL19630, CAEEL09274
OG0003372	ASTMX17792, ASTMX22090	CAEEL04956
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	CAEEL09698
OG0003375	ASTMX13635	CAEEL04860
OG0003377	ASTMX18938	CAEEL19646
OG0003378	ASTMX07310, ASTMX10913, ASTMX18798	CAEEL04638
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	CAEEL07698, CAEEL08643
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	CAEEL12353
OG0003386	ASTMX15558, ASTMX05500	CAEEL04616
OG0003387	ASTMX13211	CAEEL12649, CAEEL12648
OG0003392	ASTMX17435, ASTMX20620	CAEEL18713
OG0003394	ASTMX12715	CAEEL09212
OG0003401	ASTMX11019	CAEEL18173, CAEEL19529
OG0003402	ASTMX19529, ASTMX13153, ASTMX21364, ASTMX20402, ASTMX17333	CAEEL10926
OG0003419	ASTMX09665, ASTMX22627	CAEEL20583, CAEEL07865
OG0003421	ASTMX03751	CAEEL18393
OG0003425	ASTMX10571	CAEEL12188
OG0003426	ASTMX04641	CAEEL06462
OG0003429	ASTMX01780	CAEEL00390
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	CAEEL05290
OG0003433	ASTMX18120, ASTMX05648	CAEEL17744
OG0003434	ASTMX16757	CAEEL08434
OG0003435	ASTMX08077, ASTMX01388	CAEEL04157
OG0003443	ASTMX12664, ASTMX04558	CAEEL18884
OG0003444	ASTMX02545, ASTMX01080, ASTMX02546, ASTMX01079	CAEEL04842
OG0003448	ASTMX13573, ASTMX13913, ASTMX17648	CAEEL01220
OG0003450	ASTMX21046	CAEEL06420
OG0003451	ASTMX00047, ASTMX22491	CAEEL02776, CAEEL02805
OG0003452	ASTMX07622	CAEEL02730
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	CAEEL07771
