Orthogroup	ASTMX	XENTR
OG0004053	ASTMX01877	XENTR05712, XENTR12155
OG0004054	ASTMX17729	XENTR03843
OG0004054	ASTMX17210	XENTR02105
OG0004055	ASTMX13414	XENTR07492, XENTR07490, XENTR07491
OG0004056	ASTMX07252	XENTR16767
OG0004057	ASTMX03071	XENTR00723
OG0004058	ASTMX16581	XENTR15687
OG0004059	ASTMX13060	XENTR02089
OG0004060	ASTMX14465	XENTR10032
OG0004061	ASTMX13867	XENTR00001
OG0004062	ASTMX06591	XENTR08862
OG0004062	ASTMX14820, ASTMX00305	XENTR10337
OG0004063	ASTMX13281	XENTR04591
OG0004064	ASTMX15188	XENTR04196
OG0004065	ASTMX04796	XENTR13020
OG0004066	ASTMX11405	XENTR12212
OG0004067	ASTMX11484	XENTR14385
OG0004068	ASTMX02692	XENTR08780
OG0004069	ASTMX14586	XENTR09185
OG0004069	ASTMX22788	XENTR08526
OG0004070	ASTMX20984, ASTMX22191, ASTMX20983	XENTR11830
OG0004071	ASTMX15749	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	ASTMX10447	XENTR02752
OG0004073	ASTMX21769	XENTR11511
OG0004073	ASTMX09434	XENTR02540
OG0004074	ASTMX01938	XENTR11569
OG0004075	ASTMX07747	XENTR00982
OG0004076	ASTMX04315	XENTR13769
OG0004077	ASTMX13699, ASTMX16009	XENTR16417
OG0004078	ASTMX20669	XENTR10912
OG0004079	ASTMX14875	XENTR01034
OG0004080	ASTMX05403	XENTR04210
OG0004080	ASTMX19661	XENTR17702
OG0004081	ASTMX22659	XENTR09630
OG0004081	ASTMX16927	XENTR16082
OG0004082	ASTMX18322	XENTR03276
OG0004083	ASTMX04555	XENTR09602
OG0004084	ASTMX11330, ASTMX08178, ASTMX10797	XENTR03635
OG0004085	ASTMX19501	XENTR02748
OG0004087	ASTMX12061	XENTR08763
OG0004088	ASTMX08848	XENTR12362
OG0004088	ASTMX05956	XENTR11015
OG0004089	ASTMX22983	XENTR15591
OG0004090	ASTMX00983, ASTMX04761	XENTR05223
OG0004091	ASTMX08610	XENTR04711
OG0004092	ASTMX02665	XENTR15001
OG0004092	ASTMX15369	XENTR15101
OG0004093	ASTMX15171	XENTR15684
OG0004094	ASTMX11202, ASTMX15659	XENTR14516
OG0004095	ASTMX02227	XENTR04765
OG0004096	ASTMX11756, ASTMX12440	XENTR04695
OG0004097	ASTMX10694	XENTR14379
OG0004098	ASTMX10587	XENTR09195
OG0004098	ASTMX05486	XENTR00362
OG0004099	ASTMX10113	XENTR07018
OG0004099	ASTMX01415	XENTR03906
OG0004100	ASTMX07137, ASTMX02215	XENTR15549, XENTR15547
OG0004101	ASTMX02879	XENTR13964
OG0004102	ASTMX01503	XENTR02021
OG0004103	ASTMX19598	XENTR02995, XENTR02996
OG0004104	ASTMX14588	XENTR08622
OG0004105	ASTMX09841, ASTMX14708	XENTR00235
OG0004106	ASTMX00722, ASTMX04813	XENTR04092
OG0004107	ASTMX07060	XENTR09700
OG0004108	ASTMX02739	XENTR07571
OG0004110	ASTMX19810, ASTMX07616	XENTR18262
OG0004111	ASTMX00868, ASTMX16853, ASTMX08943	XENTR05171, XENTR05170, XENTR05169, XENTR05168
OG0004112	ASTMX14225	XENTR18035
OG0004114	ASTMX09744	XENTR11643
OG0004115	ASTMX13900	XENTR10408
OG0004116	ASTMX12803	XENTR06030
OG0004117	ASTMX18757	XENTR06588
OG0004119	ASTMX07078	XENTR07270
OG0004120	ASTMX06636	XENTR09438
OG0004121	ASTMX05251	XENTR08429
OG0004123	ASTMX10854	XENTR18443, XENTR02606
OG0004124	ASTMX06394	XENTR02997
OG0004124	ASTMX08682	XENTR06594
OG0004125	ASTMX07853	XENTR09786
OG0004126	ASTMX20128	XENTR02624
OG0004126	ASTMX16183	XENTR17192
OG0004127	ASTMX22216	XENTR09339
OG0004128	ASTMX00947	XENTR07972
OG0004128	ASTMX03225	XENTR04126
OG0004129	ASTMX00603	XENTR05980
OG0004131	ASTMX21499	XENTR00865
OG0004132	ASTMX06519, ASTMX02656	XENTR08207
OG0004133	ASTMX17631	XENTR08580
OG0004133	ASTMX21212	XENTR08835
OG0004134	ASTMX11642	XENTR10228
OG0004135	ASTMX16396	XENTR14499
OG0004136	ASTMX21158	XENTR14548
OG0004137	ASTMX11266	XENTR05727
OG0004139	ASTMX10583	XENTR09190
OG0004139	ASTMX16679, ASTMX02920	XENTR15382
OG0004140	ASTMX22423	XENTR05945
OG0004141	ASTMX19067	XENTR07977
OG0004141	ASTMX04025	XENTR09656
OG0004142	ASTMX02145	XENTR15552
OG0004143	ASTMX08959	XENTR14330
OG0004144	ASTMX14929	XENTR10488
OG0004144	ASTMX00175	XENTR16335
OG0004145	ASTMX13544	XENTR06685
OG0004146	ASTMX19018	XENTR10320
OG0004147	ASTMX17723, ASTMX11442	XENTR18396
OG0004148	ASTMX01455, ASTMX21880	XENTR06933
OG0004149	ASTMX07554	XENTR10834
OG0004150	ASTMX02487	XENTR03403
OG0004151	ASTMX22046	XENTR00487
OG0004153	ASTMX12182, ASTMX07981, ASTMX12181	XENTR02143
OG0004154	ASTMX07593	XENTR06055
OG0004156	ASTMX10877	XENTR00751
OG0004156	ASTMX15457, ASTMX00963	XENTR10996
OG0004157	ASTMX01743, ASTMX08856	XENTR18358
OG0004158	ASTMX17963	XENTR18490
OG0004159	ASTMX06317	XENTR12092
OG0004159	ASTMX02491, ASTMX04886	XENTR07512
OG0004160	ASTMX22778, ASTMX12455	XENTR00315
OG0004161	ASTMX05466	XENTR09910
OG0004163	ASTMX16594, ASTMX06280	XENTR08707
OG0004164	ASTMX21726	XENTR07551
OG0004166	ASTMX15461	XENTR02693
OG0004167	ASTMX03947	XENTR11620
OG0004168	ASTMX13810	XENTR07704
OG0004169	ASTMX13212	XENTR16574
OG0004170	ASTMX13302	XENTR12679
OG0004171	ASTMX04439	XENTR11673
OG0004172	ASTMX00390	XENTR09863
OG0004174	ASTMX15624	XENTR05736
OG0004175	ASTMX03026	XENTR11020
OG0004176	ASTMX03670	XENTR01051
OG0004178	ASTMX19594, ASTMX16994	XENTR17208
OG0004179	ASTMX12310	XENTR12520
OG0004180	ASTMX14028	XENTR17753
OG0004180	ASTMX15191, ASTMX17155	XENTR17078
OG0004181	ASTMX16951, ASTMX11104, ASTMX20353	XENTR05491
OG0004182	ASTMX20682	XENTR11405
OG0004183	ASTMX05065	XENTR10310
OG0004184	ASTMX12107	XENTR07501
OG0004185	ASTMX12593, ASTMX09426	XENTR07973
OG0004186	ASTMX13660	XENTR14918
OG0004186	ASTMX03954, ASTMX17709	XENTR07489
OG0004187	ASTMX02560	XENTR07777
OG0004187	ASTMX16139	XENTR12420, XENTR19105
OG0004188	ASTMX14408	XENTR01635
OG0004188	ASTMX15241	XENTR09043
OG0004189	ASTMX04450	XENTR04045
OG0004189	ASTMX18309, ASTMX03415	XENTR00785
OG0004190	ASTMX20708, ASTMX20709	XENTR07315
OG0004197	ASTMX05399	XENTR07183
OG0004197	ASTMX01896	XENTR03350
OG0004198	ASTMX14215	XENTR05295
OG0004199	ASTMX09315	XENTR17789, XENTR13187, XENTR13188, XENTR13189, XENTR17788, XENTR13185, XENTR13186, XENTR01600
OG0004200	ASTMX11173	XENTR19150
OG0004200	ASTMX09391, ASTMX11884, ASTMX22487, ASTMX19489	XENTR07140
OG0004201	ASTMX18269, ASTMX18272, ASTMX18270, ASTMX18271, ASTMX18274, ASTMX18275, ASTMX18273	XENTR16916, XENTR17133, XENTR16915
OG0004214	ASTMX13901	XENTR02140
OG0004215	ASTMX03007	XENTR11110
OG0004216	ASTMX16092	XENTR16489
OG0004217	ASTMX14006	XENTR12749
OG0004218	ASTMX01025, ASTMX12744	XENTR09333
OG0004219	ASTMX00489	XENTR05410
OG0004220	ASTMX08970	XENTR19132
OG0004222	ASTMX08117	XENTR03863
OG0004223	ASTMX10659, ASTMX14232	XENTR11343
OG0004225	ASTMX05299	XENTR05236
OG0004225	ASTMX08023	XENTR01889
OG0004226	ASTMX13528, ASTMX10820	XENTR12961
OG0004227	ASTMX05705	XENTR09239
OG0004228	ASTMX11329	XENTR12759
OG0004228	ASTMX10796	XENTR03636
OG0004229	ASTMX15829	XENTR09293
OG0004230	ASTMX14896, ASTMX12799	XENTR06029, XENTR18693
OG0004231	ASTMX16394	XENTR07588
OG0004232	ASTMX11638	XENTR14755
OG0004234	ASTMX14357	XENTR06240
OG0004235	ASTMX16132	XENTR07323
OG0004236	ASTMX00523	XENTR09087
OG0004237	ASTMX01636	XENTR03566
OG0004238	ASTMX21024	XENTR02118
OG0004239	ASTMX02083	XENTR02464
OG0004241	ASTMX07284	XENTR07243
OG0004242	ASTMX15363	XENTR10644
OG0004243	ASTMX13834, ASTMX21975, ASTMX22252	XENTR02756
OG0004244	ASTMX14423, ASTMX00600	XENTR15972
OG0004245	ASTMX06607	XENTR13102
OG0004246	ASTMX01465	XENTR10841
OG0004247	ASTMX09383	XENTR05707
OG0004248	ASTMX01974	XENTR02442
OG0004249	ASTMX07753	XENTR14714
OG0004250	ASTMX12946	XENTR13434
OG0004251	ASTMX16878, ASTMX16472, ASTMX16877	XENTR04013
OG0004252	ASTMX10281	XENTR01265
OG0004253	ASTMX01468	XENTR14684
OG0004253	ASTMX09366, ASTMX16197	XENTR07125
OG0004254	ASTMX05923	XENTR02285
OG0004255	ASTMX08381, ASTMX08382	XENTR08386
OG0004256	ASTMX10752	XENTR15977, XENTR02002, XENTR02001
OG0004257	ASTMX17471	XENTR00860
OG0004258	ASTMX13308	XENTR15149
OG0004259	ASTMX12423, ASTMX06239	XENTR05280
OG0004260	ASTMX05151	XENTR08524
OG0004261	ASTMX12557	XENTR17138
OG0004262	ASTMX12887	XENTR03026
OG0004263	ASTMX13609	XENTR18355
OG0004264	ASTMX07633	XENTR11427
OG0004264	ASTMX13474	XENTR02228
OG0004265	ASTMX03857	XENTR01292
OG0004266	ASTMX19871	XENTR13919
OG0004267	ASTMX10302	XENTR16646
OG0004268	ASTMX17644	XENTR16315
OG0004269	ASTMX11915	XENTR08648
OG0004270	ASTMX14211, ASTMX09178	XENTR15859
OG0004271	ASTMX03084, ASTMX00636	XENTR02370
OG0004272	ASTMX08634	XENTR04240
OG0004273	ASTMX10116	XENTR07324
OG0004274	ASTMX09215	XENTR00473
OG0004274	ASTMX10132	XENTR15777
OG0004275	ASTMX00632	XENTR02366
OG0004275	ASTMX15947	XENTR11914
OG0004276	ASTMX06737, ASTMX22876	XENTR15736
OG0004277	ASTMX08250, ASTMX16959	XENTR14387
OG0004278	ASTMX13360	XENTR18016, XENTR18015
OG0004279	ASTMX03344	XENTR14989
OG0004280	ASTMX07382	XENTR10748
OG0004281	ASTMX06190	XENTR18518
OG0004282	ASTMX04297	XENTR04076
OG0004283	ASTMX04659	XENTR03463
OG0004284	ASTMX11089	XENTR12171, XENTR15187
OG0004285	ASTMX03659	XENTR08748
OG0004286	ASTMX17685	XENTR03668
OG0004287	ASTMX12282	XENTR14573
OG0004288	ASTMX03391	XENTR13701
OG0004289	ASTMX08075	XENTR09034
OG0004290	ASTMX20360, ASTMX17091	XENTR12944
OG0004291	ASTMX22975, ASTMX22928, ASTMX08474	XENTR07498
OG0004292	ASTMX18740	XENTR16091
OG0004295	ASTMX02439	XENTR10638
OG0004296	ASTMX06961	XENTR04332
OG0004297	ASTMX19299	XENTR11758
OG0004298	ASTMX04342	XENTR15631, XENTR15632
OG0004299	ASTMX04118	XENTR16510
OG0004300	ASTMX14260	XENTR04840
OG0004301	ASTMX16609	XENTR16663
OG0004302	ASTMX17501	XENTR16178
OG0004303	ASTMX15672	XENTR15590
OG0004304	ASTMX03416	XENTR00786
OG0004305	ASTMX02864	XENTR13288
OG0004306	ASTMX13917	XENTR02165, XENTR02164
OG0004307	ASTMX04512, ASTMX19099	XENTR09783
OG0004308	ASTMX01163, ASTMX22955	XENTR00676
OG0004309	ASTMX01480	XENTR16255
OG0004310	ASTMX15373	XENTR12153
OG0004310	ASTMX19710, ASTMX07904	XENTR08109
OG0004311	ASTMX18182, ASTMX07914	XENTR08099
OG0004312	ASTMX16215	XENTR06276
OG0004314	ASTMX03789	XENTR03952
OG0004314	ASTMX11206	XENTR14943
OG0004315	ASTMX13389	XENTR10505
OG0004316	ASTMX20788, ASTMX18209, ASTMX18207	XENTR00291
OG0004317	ASTMX05945	XENTR06347
OG0004318	ASTMX17337, ASTMX20303	XENTR13838
OG0004319	ASTMX06281	XENTR12729
OG0004319	ASTMX10266	XENTR16401
OG0004321	ASTMX02789, ASTMX21639	XENTR09288
OG0004322	ASTMX04317	XENTR02157
OG0004324	ASTMX10764	XENTR13333
OG0004325	ASTMX12840	XENTR01927
OG0004326	ASTMX10632	XENTR13113, XENTR13114
OG0004327	ASTMX22398	XENTR14732
OG0004328	ASTMX00686	XENTR02447
OG0004331	ASTMX20731	XENTR06669
OG0004332	ASTMX10855	XENTR06028
OG0004333	ASTMX16807	XENTR05026
OG0004335	ASTMX17573, ASTMX17572, ASTMX08270	XENTR13834
OG0004336	ASTMX14701	XENTR16521
OG0004336	ASTMX17440	XENTR18211
OG0004337	ASTMX07526	XENTR18995
OG0004338	ASTMX09185	XENTR09719
OG0004341	ASTMX07830	XENTR16678
OG0004342	ASTMX19207	XENTR01054
OG0004343	ASTMX09486	XENTR02018
OG0004344	ASTMX11823	XENTR10220
OG0004345	ASTMX10369	XENTR06180
OG0004346	ASTMX02371	XENTR00433
OG0004347	ASTMX10356	XENTR14829
OG0004347	ASTMX16195	XENTR07124
OG0004348	ASTMX00135	XENTR02314
OG0004349	ASTMX20719	XENTR02391
OG0004350	ASTMX08185	XENTR03571
OG0004351	ASTMX18315	XENTR16067
OG0004352	ASTMX09143	XENTR09638
OG0004353	ASTMX06880	XENTR16070
OG0004354	ASTMX15197	XENTR04545
OG0004355	ASTMX00798	XENTR07976
OG0004355	ASTMX18678	XENTR10102
OG0004356	ASTMX04362	XENTR06247
OG0004357	ASTMX02500	XENTR08914
OG0004357	ASTMX15653	XENTR01920
OG0004358	ASTMX19968	XENTR11117
OG0004359	ASTMX18605	XENTR06807
OG0004360	ASTMX15044	XENTR12875
OG0004361	ASTMX02393	XENTR01312
OG0004362	ASTMX10177	XENTR12262
OG0004362	ASTMX19677	XENTR01742
OG0004364	ASTMX04367	XENTR11370
OG0004365	ASTMX00459	XENTR12130
OG0004366	ASTMX02586	XENTR00500
OG0004367	ASTMX16108, ASTMX05798, ASTMX16107, ASTMX05799	XENTR18829
OG0004368	ASTMX03854	XENTR03944
OG0004368	ASTMX18280	XENTR15526
OG0004369	ASTMX18368	XENTR11040
OG0004370	ASTMX20634	XENTR15518
OG0004371	ASTMX08173, ASTMX10804	XENTR18083
OG0004373	ASTMX00508	XENTR00323
OG0004374	ASTMX04921	XENTR16529
OG0004375	ASTMX02200	XENTR08120
OG0004376	ASTMX16199, ASTMX15209	XENTR07129
OG0004376	ASTMX21366	XENTR04540
OG0004377	ASTMX14026	XENTR06554
OG0004378	ASTMX04399	XENTR04941
OG0004379	ASTMX10194	XENTR12677
OG0004380	ASTMX00413	XENTR19120
OG0004381	ASTMX13785	XENTR18220
OG0004382	ASTMX12397	XENTR05834
OG0004383	ASTMX10971, ASTMX10972	XENTR10950, XENTR10949
OG0004384	ASTMX14073	XENTR05103
OG0004385	ASTMX14351, ASTMX03407	XENTR07729
OG0004386	ASTMX11977	XENTR04532
OG0004388	ASTMX12384	XENTR07992
OG0004389	ASTMX05471	XENTR00308
OG0004390	ASTMX10036	XENTR09925
OG0004391	ASTMX19036	XENTR04998
OG0004392	ASTMX02501	XENTR08920
OG0004393	ASTMX18102, ASTMX07015	XENTR08850
OG0004394	ASTMX03919	XENTR14178
OG0004395	ASTMX08548	XENTR10110
OG0004396	ASTMX09245	XENTR16480
OG0004397	ASTMX08303, ASTMX07080	XENTR07268
OG0004397	ASTMX16412	XENTR15098
OG0004398	ASTMX08130	XENTR01613
OG0004399	ASTMX16848, ASTMX19068	XENTR02783
OG0004399	ASTMX16232	XENTR01338
OG0004400	ASTMX02836, ASTMX08919	XENTR04523, XENTR04524
OG0004401	ASTMX07375	XENTR00790
OG0004403	ASTMX19995	XENTR12123
OG0004404	ASTMX12554	XENTR05022
OG0004405	ASTMX08573	XENTR01271
OG0004406	ASTMX02714	XENTR12792
OG0004406	ASTMX08096, ASTMX21645	XENTR06682
OG0004407	ASTMX01356	XENTR11714
OG0004408	ASTMX03723	XENTR14283
OG0004409	ASTMX10780	XENTR11912
OG0004409	ASTMX03091	XENTR02365
OG0004413	ASTMX00930	XENTR04845
OG0004414	ASTMX12793, ASTMX14372	XENTR10946
OG0004415	ASTMX12000	XENTR10485
OG0004417	ASTMX06465	XENTR00369
OG0004419	ASTMX05029	XENTR01954
OG0004420	ASTMX05678	XENTR04405
OG0004421	ASTMX00927	XENTR07029
OG0004422	ASTMX12408	XENTR11234
OG0004422	ASTMX12072	XENTR05843
OG0004423	ASTMX00839	XENTR08365
OG0004424	ASTMX00973	XENTR11298
OG0004425	ASTMX05733	XENTR17641
OG0004426	ASTMX04608	XENTR09040
OG0004427	ASTMX02579, ASTMX00584	XENTR00494
OG0004431	ASTMX02376, ASTMX02374, ASTMX02362, ASTMX02375, ASTMX02373	XENTR00434, XENTR00435, XENTR00436
OG0004432	ASTMX02663	XENTR13059
OG0004432	ASTMX13769, ASTMX17102, ASTMX16752	XENTR08215
OG0004433	ASTMX18365	XENTR05339, XENTR05340
OG0004433	ASTMX07393	XENTR12387
OG0004433	ASTMX13601	XENTR18900
OG0004435	ASTMX20701	XENTR13617, XENTR13616, XENTR17657, XENTR17658, XENTR17659, XENTR17661
OG0004460	ASTMX05378	XENTR13298
OG0004461	ASTMX02008	XENTR17329
OG0004461	ASTMX09253	XENTR02533
OG0004462	ASTMX09565	XENTR02713
OG0004463	ASTMX20816, ASTMX17775, ASTMX10719	XENTR04529, XENTR14681
OG0004465	ASTMX07511	XENTR03018
OG0004467	ASTMX18837	XENTR10318
OG0004467	ASTMX09624	XENTR06318
OG0004468	ASTMX10959, ASTMX17591	XENTR14274
OG0004471	ASTMX21908	XENTR00144
OG0004472	ASTMX10876	XENTR00750
OG0004474	ASTMX02122	XENTR12032
OG0004475	ASTMX03628	XENTR05597
OG0004476	ASTMX05902, ASTMX20801	XENTR00796
OG0004477	ASTMX06949, ASTMX13088	XENTR15352
OG0004477	ASTMX13238	XENTR10053
OG0004478	ASTMX10885	XENTR09560
OG0004479	ASTMX09838	XENTR07670
OG0004480	ASTMX07539	XENTR16993
OG0004481	ASTMX20550	XENTR01473
OG0004482	ASTMX08694	XENTR10601
OG0004483	ASTMX00569	XENTR17280
OG0004484	ASTMX19181	XENTR11603
OG0004485	ASTMX11288	XENTR05708
OG0004487	ASTMX12470	XENTR05512, XENTR05509, XENTR05510, XENTR05511
OG0004488	ASTMX07090	XENTR17026
OG0004489	ASTMX09445	XENTR16138
OG0004490	ASTMX07362	XENTR11487
OG0004491	ASTMX03568	XENTR07277
OG0004492	ASTMX12431, ASTMX00984	XENTR11376
OG0004493	ASTMX05775	XENTR12768
OG0004494	ASTMX11684	XENTR00973, XENTR00972
OG0004495	ASTMX16876	XENTR04018
OG0004496	ASTMX06198	XENTR12973
OG0004497	ASTMX10903	XENTR14301
OG0004498	ASTMX21957	XENTR10412
OG0004499	ASTMX03883	XENTR05546
OG0004499	ASTMX01344	XENTR11717
OG0004500	ASTMX01231	XENTR10700, XENTR10699
OG0004502	ASTMX21917	XENTR17400, XENTR17398, XENTR17399
OG0004503	ASTMX18826, ASTMX17305	XENTR14221
OG0004505	ASTMX00647	XENTR01116, XENTR01117
OG0004507	ASTMX19380	XENTR03425
OG0004508	ASTMX13481	XENTR02525, XENTR02524
OG0004509	ASTMX06478, ASTMX08851	XENTR03935
OG0004510	ASTMX00014	XENTR03962
OG0004511	ASTMX13204	XENTR00822
OG0004511	ASTMX09352	XENTR10201
OG0004512	ASTMX09673	XENTR03832
OG0004514	ASTMX09457	XENTR00881
OG0004515	ASTMX18895	XENTR02016
OG0004516	ASTMX09891	XENTR04054
OG0004517	ASTMX21079, ASTMX21487	XENTR13124
OG0004518	ASTMX11208	XENTR07756
OG0004519	ASTMX15946	XENTR11913
OG0004520	ASTMX09208	XENTR09651
OG0004522	ASTMX12625	XENTR02122
OG0004523	ASTMX10128	XENTR18329
OG0004524	ASTMX15489, ASTMX17350	XENTR04778
OG0004527	ASTMX05479	XENTR00456
OG0004528	ASTMX13297	XENTR01514
OG0004529	ASTMX20454	XENTR05758
OG0004530	ASTMX01177	XENTR14376
OG0004530	ASTMX13312, ASTMX00016	XENTR03964
OG0004531	ASTMX11848	XENTR11135
OG0004532	ASTMX23033	XENTR11080
OG0004533	ASTMX05692	XENTR11245, XENTR16773
OG0004534	ASTMX13982	XENTR13192
OG0004535	ASTMX18252	XENTR12654
OG0004536	ASTMX08681	XENTR06593
OG0004537	ASTMX12398	XENTR07746
OG0004538	ASTMX16549	XENTR11687
OG0004539	ASTMX01573	XENTR06560
OG0004539	ASTMX04849	XENTR11278
OG0004540	ASTMX16758	XENTR01878
OG0004542	ASTMX01416	XENTR01276
OG0004543	ASTMX02878	XENTR13966, XENTR13965
OG0004544	ASTMX17104, ASTMX19349, ASTMX03432	XENTR14557
OG0004545	ASTMX18331	XENTR05802
OG0004546	ASTMX19300	XENTR11757
OG0004547	ASTMX02173	XENTR10791
OG0004547	ASTMX00774	XENTR06018
OG0004548	ASTMX02398	XENTR11954
OG0004549	ASTMX00362	XENTR17964, XENTR17963
OG0004550	ASTMX10857	XENTR08942
OG0004551	ASTMX09705	XENTR13993
OG0004552	ASTMX05664	XENTR18114
OG0004553	ASTMX18683	XENTR04020
OG0004554	ASTMX17537	XENTR06056
OG0004555	ASTMX12344, ASTMX13870	XENTR08168
OG0004556	ASTMX09133	XENTR14968
OG0004557	ASTMX21566	XENTR07094
OG0004557	ASTMX12566, ASTMX10836	XENTR03173
OG0004558	ASTMX08361	XENTR17229, XENTR19018
OG0004559	ASTMX16403	XENTR09793
OG0004560	ASTMX08772, ASTMX03130	XENTR08583
OG0004561	ASTMX11153	XENTR09028
OG0004563	ASTMX06425	XENTR04438
OG0004564	ASTMX04605	XENTR08998
OG0004565	ASTMX11337	XENTR07621
OG0004566	ASTMX01230	XENTR15836
OG0004566	ASTMX09116	XENTR04511
OG0004567	ASTMX13427, ASTMX01332	XENTR13930
OG0004568	ASTMX04584	XENTR03875
OG0004569	ASTMX13197	XENTR00817
OG0004570	ASTMX14407, ASTMX10603	XENTR01634
OG0004570	ASTMX16509	XENTR09045
OG0004571	ASTMX20916	XENTR02902
OG0004572	ASTMX22215	XENTR09340
OG0004573	ASTMX21393	XENTR04046
OG0004574	ASTMX17761	XENTR17501
OG0004576	ASTMX09317	XENTR08967
OG0004576	ASTMX19947	XENTR08877
OG0004577	ASTMX01646	XENTR13602
OG0004578	ASTMX08973, ASTMX03318	XENTR06163
OG0004579	ASTMX00406, ASTMX00405	XENTR17330
OG0004580	ASTMX02111	XENTR12038, XENTR12039
OG0004581	ASTMX17856	XENTR13391
OG0004582	ASTMX10566	XENTR02772
OG0004583	ASTMX11040	XENTR07476
OG0004584	ASTMX11429	XENTR11392
OG0004585	ASTMX12629	XENTR07684
OG0004586	ASTMX17214, ASTMX17183	XENTR05330, XENTR16421, XENTR15195, XENTR18074, XENTR05329
OG0004587	ASTMX01635	XENTR03565, XENTR03564
OG0004588	ASTMX07797	XENTR01517
OG0004589	ASTMX17072	XENTR14980
OG0004589	ASTMX18516	XENTR06532, XENTR06533
OG0004590	ASTMX12148	XENTR04031
OG0004591	ASTMX21610	XENTR07363
OG0004593	ASTMX10160	XENTR09764
OG0004595	ASTMX20276	XENTR06910
OG0004596	ASTMX21771	XENTR16636
OG0004597	ASTMX08509	XENTR08163
OG0004599	ASTMX17955	XENTR02769
OG0004600	ASTMX03299	XENTR15611
OG0004601	ASTMX10374	XENTR06793
OG0004602	ASTMX16402	XENTR09792
OG0004603	ASTMX03617	XENTR01817
OG0004605	ASTMX21168	XENTR01842, XENTR01844
OG0004606	ASTMX21043	XENTR15899
OG0004607	ASTMX11971	XENTR04536
OG0004607	ASTMX13056	XENTR04040
OG0004608	ASTMX01257	XENTR16188, XENTR16189
OG0004609	ASTMX09349	XENTR16103
OG0004610	ASTMX00616	XENTR12122
OG0004611	ASTMX12112	XENTR13026
OG0004612	ASTMX00891	XENTR12441
OG0004613	ASTMX21763	XENTR12502
OG0004614	ASTMX04701	XENTR06617, XENTR06618
OG0004615	ASTMX21376	XENTR06169
OG0004615	ASTMX16883, ASTMX16468	XENTR04005
OG0004616	ASTMX05420	XENTR05385
OG0004617	ASTMX09210, ASTMX02171	XENTR17100
OG0004617	ASTMX02007	XENTR08959
OG0004618	ASTMX19005	XENTR01046, XENTR01045
OG0004619	ASTMX10202	XENTR06929
OG0004620	ASTMX22806	XENTR03756
OG0004621	ASTMX15948, ASTMX10781	XENTR11915
OG0004622	ASTMX12255	XENTR06548
OG0004625	ASTMX17472	XENTR00859
OG0004626	ASTMX07085, ASTMX00423	XENTR07264
OG0004627	ASTMX06167	XENTR06310
OG0004628	ASTMX07376	XENTR06954
OG0004628	ASTMX00478	XENTR08395
OG0004629	ASTMX09732	XENTR10455
OG0004630	ASTMX12900	XENTR04232
OG0004631	ASTMX20661	XENTR08686
OG0004632	ASTMX05459	XENTR17581
OG0004633	ASTMX10340	XENTR03277
OG0004634	ASTMX03049	XENTR06011
OG0004635	ASTMX21359	XENTR11060
OG0004637	ASTMX13850	XENTR03728
OG0004638	ASTMX10394	XENTR13657
OG0004639	ASTMX09755	XENTR07750
OG0004641	ASTMX09734	XENTR17163
OG0004642	ASTMX09115	XENTR16263
OG0004643	ASTMX03452	XENTR01592
OG0004644	ASTMX03881	XENTR05543
OG0004644	ASTMX08159	XENTR05542
OG0004645	ASTMX06181	XENTR15963
OG0004645	ASTMX15366	XENTR15106
OG0004646	ASTMX09023	XENTR01464
OG0004646	ASTMX02418	XENTR14068
OG0004647	ASTMX03332	XENTR03408
OG0004648	ASTMX04919	XENTR13808
OG0004649	ASTMX14367	XENTR04062
OG0004650	ASTMX21121, ASTMX10760	XENTR17323
OG0004651	ASTMX10743	XENTR16137
OG0004652	ASTMX08809	XENTR14172
OG0004653	ASTMX17699	XENTR05382
OG0004653	ASTMX20052	XENTR10835
OG0004654	ASTMX14086	XENTR15245
OG0004655	ASTMX07374	XENTR12684
OG0004656	ASTMX08149	XENTR05154
OG0004657	ASTMX04352	XENTR09633
OG0004657	ASTMX11354	XENTR18378
OG0004658	ASTMX08137	XENTR00211
OG0004659	ASTMX05376	XENTR13300
OG0004660	ASTMX01193	XENTR04105
OG0004662	ASTMX16585	XENTR06657
OG0004663	ASTMX15210	XENTR07128
OG0004664	ASTMX02245	XENTR08819
OG0004665	ASTMX07874	XENTR00133
OG0004666	ASTMX12986	XENTR02742
OG0004666	ASTMX19150	XENTR05796
OG0004668	ASTMX04572	XENTR05524
OG0004670	ASTMX04458	XENTR01679
OG0004671	ASTMX09351	XENTR10200
OG0004672	ASTMX13847	XENTR03732
OG0004673	ASTMX22640	XENTR01887
OG0004673	ASTMX13608	XENTR18837
OG0004674	ASTMX13549	XENTR04721
OG0004675	ASTMX22086	XENTR10690
OG0004676	ASTMX09682	XENTR12097
OG0004677	ASTMX08473, ASTMX22889, ASTMX05814	XENTR08516
OG0004678	ASTMX10360	XENTR09245
OG0004679	ASTMX03517	XENTR04023
OG0004680	ASTMX12545	XENTR06627
OG0004680	ASTMX01341, ASTMX21004, ASTMX19808	XENTR05093
OG0004681	ASTMX20970	XENTR00528
OG0004682	ASTMX13860	XENTR00011
OG0004683	ASTMX17384	XENTR09470
