Orthogroup	ASTMX	NEMVE
OG0003369	ASTMX11987, ASTMX05839	NEMVE09534, NEMVE11386
OG0003370	ASTMX19055, ASTMX04318	NEMVE18949
OG0003371	ASTMX19054, ASTMX00217, ASTMX01969, ASTMX00956	NEMVE11040
OG0003372	ASTMX17792, ASTMX22090	NEMVE24037
OG0003373	ASTMX10290	NEMVE24072
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	NEMVE13211
OG0003375	ASTMX13635	NEMVE19185
OG0003376	ASTMX16960	NEMVE16260, NEMVE11402, NEMVE11401
OG0003377	ASTMX18938	NEMVE15318
OG0003378	ASTMX10913, ASTMX18798	NEMVE16798
OG0003379	ASTMX06835, ASTMX12551	NEMVE20545, NEMVE16052
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	NEMVE22683
OG0003381	ASTMX16159, ASTMX08992	NEMVE14322
OG0003382	ASTMX06479, ASTMX06858	NEMVE15638
OG0003383	ASTMX04487, ASTMX21389	NEMVE23495
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	NEMVE00423
OG0003385	ASTMX15470	NEMVE24878
OG0003386	ASTMX15558, ASTMX05500	NEMVE24105
OG0003387	ASTMX13211	NEMVE13639
OG0003388	ASTMX07669, ASTMX03217, ASTMX03218	NEMVE08840, NEMVE15438
OG0003391	ASTMX02469	NEMVE17395, NEMVE05209
OG0003392	ASTMX17435, ASTMX20620	NEMVE09110
OG0003393	ASTMX03585	NEMVE10476, NEMVE13045, NEMVE23905
OG0003394	ASTMX12715	NEMVE16445
OG0003398	ASTMX22787, ASTMX09839, ASTMX16057, ASTMX14535, ASTMX02570, ASTMX06839	NEMVE03087
OG0003401	ASTMX15731, ASTMX19715, ASTMX11019	NEMVE11233
OG0003419	ASTMX09665, ASTMX22627	NEMVE08218
OG0003420	ASTMX18650, ASTMX10375	NEMVE19645
OG0003421	ASTMX03751	NEMVE13078, NEMVE04651, NEMVE09589
OG0003422	ASTMX16317	NEMVE07883, NEMVE20521, NEMVE01482
OG0003424	ASTMX18868	NEMVE00293, NEMVE16825
OG0003425	ASTMX10571	NEMVE02069
OG0003426	ASTMX04641	NEMVE04788
OG0003428	ASTMX17578	NEMVE22338
OG0003429	ASTMX01780	NEMVE22490
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	NEMVE24395
OG0003431	ASTMX02037	NEMVE04794
OG0003432	ASTMX19615	NEMVE13929
OG0003433	ASTMX18120, ASTMX05648	NEMVE22730
OG0003434	ASTMX16757	NEMVE19996, NEMVE14429
OG0003435	ASTMX08077, ASTMX01388	NEMVE13652
OG0003439	ASTMX00536, ASTMX08748	NEMVE25599
OG0003440	ASTMX07860, ASTMX13319	NEMVE09605
OG0003441	ASTMX13951	NEMVE08561, NEMVE06221
OG0003442	ASTMX04859, ASTMX01667, ASTMX05506	NEMVE13895
OG0003443	ASTMX12664, ASTMX04558	NEMVE23998
OG0003444	ASTMX02545, ASTMX01080, ASTMX02546, ASTMX01079	NEMVE04612
OG0003445	ASTMX16471, ASTMX16880	NEMVE14554
OG0003447	ASTMX07133	NEMVE24666
OG0003448	ASTMX17648	NEMVE10129
OG0003449	ASTMX14031	NEMVE09976, NEMVE11728, NEMVE00441
OG0003450	ASTMX21046	NEMVE23497
OG0003451	ASTMX00047, ASTMX22491	NEMVE07235
OG0003452	ASTMX07622	NEMVE21083, NEMVE23965
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	NEMVE14065
OG0003455	ASTMX03444, ASTMX03446, ASTMX03445	NEMVE24559, NEMVE20985
OG0003455	ASTMX03443	NEMVE20509, NEMVE17543
OG0003456	ASTMX21655, ASTMX18222, ASTMX04968	NEMVE14823
OG0003457	ASTMX17161, ASTMX01405	NEMVE18246, NEMVE18245
OG0003458	ASTMX10149	NEMVE04918
OG0003459	ASTMX10610, ASTMX08523	NEMVE06913, NEMVE20106
OG0003461	ASTMX15709	NEMVE23166
OG0003462	ASTMX22437	NEMVE15109
OG0003463	ASTMX08158, ASTMX19125	NEMVE08123
OG0003464	ASTMX07673	NEMVE21995, NEMVE25422
OG0003465	ASTMX08614	NEMVE00981
OG0003466	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980	NEMVE19302
OG0003467	ASTMX15385	NEMVE14975, NEMVE20626, NEMVE11976
OG0003468	ASTMX10974	NEMVE01555
OG0003469	ASTMX12242, ASTMX12240, ASTMX12241, ASTMX02623	NEMVE23482
OG0003470	ASTMX20804	NEMVE08394
OG0003471	ASTMX01577	NEMVE13566
OG0003472	ASTMX00009	NEMVE23741
OG0003473	ASTMX07041	NEMVE02684
OG0003473	ASTMX19152	NEMVE05125
OG0003474	ASTMX10806	NEMVE05269
OG0003474	ASTMX15389, ASTMX12244	NEMVE00065
OG0003475	ASTMX07930	NEMVE00257
OG0003476	ASTMX07144	NEMVE12591
OG0003477	ASTMX10944	NEMVE15677, NEMVE14421
OG0003478	ASTMX16545	NEMVE14744
OG0003479	ASTMX08377, ASTMX19369	NEMVE22549
OG0003480	ASTMX18358, ASTMX00514	NEMVE09026
OG0003483	ASTMX02494	NEMVE22468
OG0003484	ASTMX15170, ASTMX07095	NEMVE21744
OG0003486	ASTMX09925	NEMVE08417, NEMVE11925
OG0003487	ASTMX11535	NEMVE22483
OG0003488	ASTMX06137	NEMVE05426
OG0003489	ASTMX11315	NEMVE05755
OG0003490	ASTMX12967	NEMVE07514
OG0003491	ASTMX11829, ASTMX07278	NEMVE14708
OG0003492	ASTMX15658, ASTMX07661	NEMVE06260
OG0003493	ASTMX11757	NEMVE15798
OG0003496	ASTMX05843	NEMVE20920
OG0003497	ASTMX09325, ASTMX12800	NEMVE01002
OG0003498	ASTMX01620	NEMVE10613, NEMVE20419
OG0003499	ASTMX00373	NEMVE25845
OG0003500	ASTMX13670	NEMVE05089, NEMVE12196
OG0003501	ASTMX02416	NEMVE13383
OG0003502	ASTMX09364	NEMVE06419
OG0003503	ASTMX17335	NEMVE14218, NEMVE14261
OG0003504	ASTMX10105, ASTMX07823, ASTMX12935	NEMVE05266, NEMVE14390
OG0003505	ASTMX01106	NEMVE05913
OG0003506	ASTMX03887, ASTMX17187, ASTMX15908	NEMVE25216
OG0003507	ASTMX03126, ASTMX03987, ASTMX02892	NEMVE06192
OG0003508	ASTMX08692, ASTMX14664	NEMVE10416
OG0003509	ASTMX20219	NEMVE10409
OG0003510	ASTMX17133	NEMVE10643
OG0003510	ASTMX06743, ASTMX00853, ASTMX18796	NEMVE09335
OG0003511	ASTMX12073	NEMVE22014, NEMVE01517
OG0003512	ASTMX05092, ASTMX09614	NEMVE20614, NEMVE08803, NEMVE19792
OG0003513	ASTMX12957, ASTMX10424, ASTMX18403	NEMVE14528
OG0003515	ASTMX14872, ASTMX08241	NEMVE07802
OG0003516	ASTMX03270	NEMVE22943, NEMVE13148
OG0003517	ASTMX02229, ASTMX22733, ASTMX21231	NEMVE22199
OG0003518	ASTMX08720	NEMVE07929
OG0003519	ASTMX21057	NEMVE22344
OG0003520	ASTMX10981	NEMVE01051
OG0003521	ASTMX05860	NEMVE25988, NEMVE22072, NEMVE15787, NEMVE15788
OG0003522	ASTMX09932, ASTMX01391	NEMVE24059
OG0003523	ASTMX06451, ASTMX09203	NEMVE07334
OG0003524	ASTMX00697	NEMVE20753, NEMVE23630
OG0003527	ASTMX22759, ASTMX03019, ASTMX09189	NEMVE02209
OG0003528	ASTMX09805	NEMVE12358, NEMVE13793
OG0003529	ASTMX16745, ASTMX14098	NEMVE22936
OG0003531	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691	NEMVE23009
OG0003532	ASTMX09797	NEMVE01942
OG0003533	ASTMX14253	NEMVE21770
OG0003535	ASTMX17766, ASTMX10435, ASTMX12077	NEMVE18138, NEMVE18330
OG0003536	ASTMX04814, ASTMX07581	NEMVE23719
OG0003537	ASTMX10030	NEMVE15401
OG0003538	ASTMX21966, ASTMX20518	NEMVE24834
OG0003539	ASTMX01615	NEMVE14225
OG0003541	ASTMX02571	NEMVE05768
OG0003542	ASTMX19914	NEMVE05244
OG0003543	ASTMX13907	NEMVE21904
OG0003544	ASTMX05764, ASTMX12377	NEMVE21778
OG0003545	ASTMX22856, ASTMX03639, ASTMX14841	NEMVE09118
OG0003546	ASTMX03306, ASTMX06923, ASTMX13133	NEMVE00903
OG0003547	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359	NEMVE21707
OG0003548	ASTMX10078, ASTMX20604	NEMVE24045
OG0003549	ASTMX09904, ASTMX16803	NEMVE22192
OG0003550	ASTMX12018, ASTMX00483, ASTMX08669	NEMVE14633
OG0003551	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936	NEMVE25468
OG0003552	ASTMX04006	NEMVE13583
OG0003554	ASTMX10001, ASTMX12094	NEMVE05007
OG0003555	ASTMX06580	NEMVE10803, NEMVE10802
OG0003556	ASTMX21299, ASTMX01752, ASTMX13732	NEMVE17151
OG0003557	ASTMX07636	NEMVE12283
OG0003558	ASTMX07075, ASTMX08200, ASTMX02922	NEMVE23552
OG0003560	ASTMX20729	NEMVE06594
OG0003561	ASTMX09905, ASTMX06185	NEMVE01009, NEMVE02397
OG0003562	ASTMX19362, ASTMX04310, ASTMX15769	NEMVE13820
OG0003563	ASTMX07743	NEMVE09047
OG0003564	ASTMX16336, ASTMX09764, ASTMX04739	NEMVE07651, NEMVE05001
OG0003565	ASTMX17264	NEMVE24799
OG0003566	ASTMX09006, ASTMX21630	NEMVE24534
OG0003567	ASTMX03625	NEMVE14039
OG0003568	ASTMX14445	NEMVE23185
OG0003570	ASTMX18041	NEMVE24756
OG0003571	ASTMX18396, ASTMX02624	NEMVE07104, NEMVE21760
OG0003573	ASTMX17087	NEMVE15669
OG0003577	ASTMX14615	NEMVE01484
OG0003578	ASTMX15744	NEMVE14882, NEMVE12325
OG0003579	ASTMX18857, ASTMX05928, ASTMX10482	NEMVE14468
OG0003581	ASTMX08220	NEMVE02408
OG0003582	ASTMX22172, ASTMX05373	NEMVE05180
OG0003597	ASTMX03573	NEMVE06178, NEMVE07749
OG0003598	ASTMX04073	NEMVE09849
OG0003599	ASTMX16957	NEMVE20749, NEMVE06057
OG0003601	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480	NEMVE01801
OG0003604	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337	NEMVE14417
OG0003606	ASTMX08937, ASTMX02533, ASTMX00915	NEMVE07605
OG0003608	ASTMX02819	NEMVE05516, NEMVE19157
OG0003610	ASTMX10810	NEMVE07493, NEMVE14129
OG0003611	ASTMX14877	NEMVE07655, NEMVE15407
OG0003612	ASTMX21729	NEMVE22973
OG0003613	ASTMX04050, ASTMX18610	NEMVE08287
OG0003615	ASTMX17840, ASTMX02926, ASTMX03022	NEMVE03122
OG0003616	ASTMX05288, ASTMX16997, ASTMX17937	NEMVE22796
OG0003617	ASTMX16719	NEMVE04879, NEMVE02770
OG0003618	ASTMX06136	NEMVE14538
OG0003619	ASTMX04527	NEMVE25213
OG0003620	ASTMX19184	NEMVE14400
OG0003622	ASTMX03803, ASTMX18660	NEMVE09372
OG0003624	ASTMX20395	NEMVE20665
OG0003626	ASTMX14928	NEMVE00939, NEMVE20827, NEMVE11761
OG0003629	ASTMX11708, ASTMX11707	NEMVE13677
OG0003630	ASTMX04467	NEMVE01474
OG0003632	ASTMX05268, ASTMX13688, ASTMX16659	NEMVE09812
OG0003633	ASTMX18125	NEMVE24448
OG0003634	ASTMX17751	NEMVE09286, NEMVE17797
OG0003635	ASTMX01147	NEMVE17691
OG0003636	ASTMX14519	NEMVE10467
OG0003638	ASTMX08095, ASTMX09482	NEMVE14258
OG0003639	ASTMX13998	NEMVE05431
OG0003640	ASTMX07846, ASTMX10421	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097
OG0003641	ASTMX06736, ASTMX00519	NEMVE25925, NEMVE21020
OG0003642	ASTMX13241, ASTMX14005	NEMVE13366
OG0003643	ASTMX06419	NEMVE21963
OG0003644	ASTMX11204, ASTMX22672	NEMVE14219, NEMVE19898
OG0003645	ASTMX17672	NEMVE06456, NEMVE06446
OG0003646	ASTMX07094	NEMVE06017
OG0003647	ASTMX07786	NEMVE18107
OG0003648	ASTMX04819	NEMVE10380
OG0003649	ASTMX04920	NEMVE10970
OG0003650	ASTMX05339	NEMVE01779
OG0003651	ASTMX06708, ASTMX15249	NEMVE07230
OG0003652	ASTMX06086, ASTMX01201	NEMVE14170
OG0003655	ASTMX09913, ASTMX17372	NEMVE21782
OG0003656	ASTMX22041, ASTMX06864	NEMVE23361
OG0003658	ASTMX01908, ASTMX21818, ASTMX20155	NEMVE14339
OG0003659	ASTMX21661	NEMVE01974
OG0003661	ASTMX01047, ASTMX01048	NEMVE00922
OG0003662	ASTMX08499, ASTMX07814, ASTMX12079	NEMVE08035
OG0003664	ASTMX21611, ASTMX22165	NEMVE07963
OG0003665	ASTMX19841	NEMVE22002, NEMVE13012, NEMVE21940
OG0003667	ASTMX13037, ASTMX04391, ASTMX13189	NEMVE05425
OG0003668	ASTMX06218	NEMVE14297
OG0003669	ASTMX15273	NEMVE07090
OG0003671	ASTMX16457, ASTMX06659, ASTMX15213	NEMVE14323
OG0003672	ASTMX07690	NEMVE08668
OG0003673	ASTMX11043	NEMVE10750
OG0003674	ASTMX11388	NEMVE05251
OG0003675	ASTMX07427	NEMVE14081
OG0003676	ASTMX13350	NEMVE21802
OG0003676	ASTMX16755	NEMVE07553
OG0003677	ASTMX08647, ASTMX19744, ASTMX10207	NEMVE22425
OG0003678	ASTMX03163, ASTMX18968	NEMVE25356
OG0003679	ASTMX00166, ASTMX14038	NEMVE11368
OG0003680	ASTMX05302, ASTMX19340	NEMVE13143
OG0003681	ASTMX16563, ASTMX18250, ASTMX18137	NEMVE01693
OG0003682	ASTMX07505, ASTMX12895	NEMVE22975
OG0003683	ASTMX21452	NEMVE25273
OG0003684	ASTMX08680	NEMVE10127
OG0003685	ASTMX07097	NEMVE07449
OG0003686	ASTMX06254	NEMVE09181
OG0003687	ASTMX17726, ASTMX07873	NEMVE23894, NEMVE12128
OG0003689	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697	NEMVE15357
OG0003690	ASTMX10980, ASTMX10978	NEMVE15068
OG0003691	ASTMX15904	NEMVE21817, NEMVE16405
OG0003692	ASTMX10000, ASTMX15655	NEMVE20806, NEMVE11090
OG0003693	ASTMX14396, ASTMX02107	NEMVE09308
OG0003694	ASTMX09722	NEMVE22408
OG0003695	ASTMX03315, ASTMX17201, ASTMX12439	NEMVE01731
OG0003696	ASTMX00614	NEMVE11320
OG0003697	ASTMX21853, ASTMX06569	NEMVE17845
OG0003698	ASTMX02803, ASTMX17268	NEMVE22878
OG0003700	ASTMX19240, ASTMX07852	NEMVE05136, NEMVE03153
OG0003701	ASTMX12710	NEMVE05754
OG0003703	ASTMX18566, ASTMX17499	NEMVE24764
OG0003704	ASTMX13177, ASTMX10331, ASTMX18966	NEMVE24279
OG0003705	ASTMX08013	NEMVE23677
OG0003706	ASTMX00898, ASTMX13803	NEMVE16662
OG0003707	ASTMX04909	NEMVE04617
OG0003708	ASTMX12297	NEMVE07588
OG0003709	ASTMX17645, ASTMX07210	NEMVE18151
OG0003710	ASTMX20149, ASTMX06151	NEMVE22261
OG0003711	ASTMX03560	NEMVE13813, NEMVE21206
OG0003712	ASTMX14325, ASTMX20985	NEMVE13197
OG0003714	ASTMX17749	NEMVE13060
OG0003716	ASTMX07172	NEMVE13656
OG0003717	ASTMX04289, ASTMX13919	NEMVE06991
OG0003718	ASTMX05446	NEMVE22937
OG0003719	ASTMX21101	NEMVE08960
OG0003720	ASTMX03119, ASTMX19301	NEMVE13058
OG0003721	ASTMX22043	NEMVE18963
OG0003722	ASTMX06501, ASTMX11182	NEMVE01466, NEMVE20465
OG0003724	ASTMX05688	NEMVE13663, NEMVE17013, NEMVE22380
OG0003725	ASTMX14050, ASTMX18830	NEMVE14781
OG0003728	ASTMX20243	NEMVE23247
OG0003729	ASTMX05387	NEMVE25381
OG0003731	ASTMX18880	NEMVE23012
OG0003733	ASTMX05574	NEMVE13938, NEMVE18879
OG0003734	ASTMX11186	NEMVE22526
OG0003735	ASTMX02980	NEMVE23342
OG0003736	ASTMX06261	NEMVE22403
OG0003737	ASTMX03311, ASTMX02075	NEMVE15745
OG0003738	ASTMX11368, ASTMX05001	NEMVE24821, NEMVE25967
OG0003739	ASTMX15585	NEMVE09958
OG0003740	ASTMX16206	NEMVE22455
OG0003742	ASTMX13806, ASTMX00905	NEMVE13350, NEMVE15271
OG0003743	ASTMX18803	NEMVE21709
OG0003744	ASTMX08863, ASTMX05359	NEMVE05864
OG0003746	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875	NEMVE04748
OG0003747	ASTMX18157, ASTMX18158	NEMVE17516
OG0003749	ASTMX08310, ASTMX01524	NEMVE22325
OG0003750	ASTMX18029	NEMVE13166
OG0003751	ASTMX04007, ASTMX22909	NEMVE03634, NEMVE10234
OG0003752	ASTMX00327, ASTMX00468	NEMVE01099, NEMVE09376
OG0003753	ASTMX14862, ASTMX14842	NEMVE23093
OG0003754	ASTMX02185, ASTMX21230	NEMVE12822, NEMVE01565
OG0003755	ASTMX14369, ASTMX22559, ASTMX14368	NEMVE07225
OG0003756	ASTMX13569, ASTMX10898	NEMVE08256
OG0003757	ASTMX09893	NEMVE25101
OG0003758	ASTMX20436, ASTMX20437	NEMVE24097
OG0003759	ASTMX21302, ASTMX08728, ASTMX08729	NEMVE07147
OG0003760	ASTMX21160, ASTMX20023	NEMVE25257
OG0003761	ASTMX13246, ASTMX10082	NEMVE06273
OG0003762	ASTMX18780, ASTMX07713, ASTMX18085	NEMVE13179
OG0003763	ASTMX20292, ASTMX20453	NEMVE18331
OG0003764	ASTMX16449	NEMVE01625
OG0003766	ASTMX00690	NEMVE12147
OG0003767	ASTMX00865	NEMVE24136
OG0003768	ASTMX03041	NEMVE13220
OG0003769	ASTMX09112	NEMVE25860
OG0003770	ASTMX04346	NEMVE14300
OG0003771	ASTMX20761, ASTMX17664	NEMVE24800
OG0003773	ASTMX19481, ASTMX13827	NEMVE23658
OG0003775	ASTMX20076	NEMVE06322
OG0003776	ASTMX07290, ASTMX16427, ASTMX19488	NEMVE25761
OG0003777	ASTMX15587, ASTMX19161, ASTMX01444, ASTMX00836, ASTMX16256	NEMVE13412
OG0003778	ASTMX10296, ASTMX01093	NEMVE22626
OG0003779	ASTMX20791	NEMVE22651
OG0003781	ASTMX20377, ASTMX07306, ASTMX12289, ASTMX07305	NEMVE25151
OG0003795	ASTMX22459, ASTMX04043	NEMVE20355, NEMVE20909, NEMVE06474
OG0003798	ASTMX00649, ASTMX05334	NEMVE14516
OG0003803	ASTMX15080, ASTMX04008	NEMVE24989
OG0003806	ASTMX21196	NEMVE14378
OG0003807	ASTMX03640	NEMVE13183
OG0003808	ASTMX12243	NEMVE11383
OG0003809	ASTMX20443, ASTMX12115	NEMVE22938
OG0003811	ASTMX11112	NEMVE12033, NEMVE10353
OG0003812	ASTMX06055	NEMVE18581
OG0003813	ASTMX06952, ASTMX11991	NEMVE22400
OG0003815	ASTMX13062	NEMVE13162
OG0003817	ASTMX18647	NEMVE12881, NEMVE22126
OG0003818	ASTMX08224	NEMVE20836, NEMVE05581
OG0003820	ASTMX09663	NEMVE18008
OG0003821	ASTMX15916, ASTMX00789	NEMVE22804
OG0003823	ASTMX14106	NEMVE13544
OG0003824	ASTMX15652	NEMVE12681, NEMVE22639
OG0003825	ASTMX23005, ASTMX15234, ASTMX01205	NEMVE06848
OG0003826	ASTMX13299	NEMVE08019
OG0003827	ASTMX08906, ASTMX01691	NEMVE22358
OG0003828	ASTMX09777	NEMVE13970
OG0003829	ASTMX16879	NEMVE16467, NEMVE20813, NEMVE16466
OG0003831	ASTMX01621	NEMVE24194
OG0003832	ASTMX16229, ASTMX15146, ASTMX00997	NEMVE07346
OG0003833	ASTMX08170	NEMVE22798
OG0003834	ASTMX13103, ASTMX02832, ASTMX21677	NEMVE25157
OG0003835	ASTMX08155	NEMVE19413, NEMVE21309
OG0003836	ASTMX03922	NEMVE04677
OG0003837	ASTMX22200	NEMVE15152
OG0003838	ASTMX07568, ASTMX14008	NEMVE07828
OG0003839	ASTMX03107	NEMVE09947
OG0003840	ASTMX21619, ASTMX10569	NEMVE14763, NEMVE17541
OG0003841	ASTMX15813	NEMVE13973
OG0003842	ASTMX02010	NEMVE22729
OG0003843	ASTMX11574, ASTMX03263	NEMVE14695
OG0003844	ASTMX18569	NEMVE24944
OG0003845	ASTMX21005	NEMVE01473
OG0003848	ASTMX03313, ASTMX06535, ASTMX02072	NEMVE03237
OG0003850	ASTMX17827	NEMVE14788
OG0003851	ASTMX05745, ASTMX14120	NEMVE13091
OG0003852	ASTMX13641	NEMVE07134
OG0003853	ASTMX06603	NEMVE09522
OG0003855	ASTMX18348	NEMVE01478
OG0003857	ASTMX17813	NEMVE20217, NEMVE25998
OG0003858	ASTMX02510	NEMVE07192
OG0003859	ASTMX19127	NEMVE25657
OG0003860	ASTMX15680	NEMVE07587
OG0003860	ASTMX15679	NEMVE05689
OG0003861	ASTMX18934	NEMVE05952
OG0003862	ASTMX05392	NEMVE14847
OG0003863	ASTMX05791, ASTMX12495	NEMVE15299
OG0003864	ASTMX07056	NEMVE12479, NEMVE05255
OG0003865	ASTMX14765, ASTMX05719	NEMVE08854
OG0003866	ASTMX09589	NEMVE14786
OG0003867	ASTMX14392	NEMVE14855
OG0003868	ASTMX14524, ASTMX02829	NEMVE23932
OG0003869	ASTMX17801	NEMVE25452
OG0003870	ASTMX22404	NEMVE09270
OG0003871	ASTMX07548	NEMVE01925
OG0003872	ASTMX21986	NEMVE06420
OG0003873	ASTMX18658	NEMVE07141
OG0003874	ASTMX09158	NEMVE23530
OG0003875	ASTMX20963, ASTMX20964	NEMVE04885
OG0003876	ASTMX14613	NEMVE06222, NEMVE12361
OG0003877	ASTMX18203	NEMVE20725, NEMVE07878
OG0003878	ASTMX03060, ASTMX08366, ASTMX15924	NEMVE17672
OG0003879	ASTMX00436, ASTMX12410	NEMVE00015
OG0003881	ASTMX17611	NEMVE21229, NEMVE25591
OG0003882	ASTMX10267	NEMVE25838
OG0003883	ASTMX18101, ASTMX04876, ASTMX10075	NEMVE24051
OG0003884	ASTMX15152, ASTMX03561	NEMVE04622
OG0003885	ASTMX08439, ASTMX12624	NEMVE07560
OG0003886	ASTMX18295	NEMVE07112
OG0003887	ASTMX22919	NEMVE13010
OG0003888	ASTMX04862	NEMVE07601
OG0003890	ASTMX10320, ASTMX10321, ASTMX21516	NEMVE01588
OG0003892	ASTMX02017	NEMVE22031, NEMVE14752
OG0003893	ASTMX12940	NEMVE17391
OG0003894	ASTMX11183	NEMVE13262
OG0003895	ASTMX16407	NEMVE10938
OG0003896	ASTMX05002, ASTMX19466, ASTMX14861	NEMVE05289
OG0003897	ASTMX15050	NEMVE01514
OG0003898	ASTMX22794, ASTMX14906	NEMVE00029, NEMVE20445
OG0003899	ASTMX15271	NEMVE25516
OG0003900	ASTMX18534	NEMVE17139
OG0003901	ASTMX03818	NEMVE14163
OG0003903	ASTMX01642	NEMVE22012, NEMVE25716
OG0003904	ASTMX18259	NEMVE13657
OG0003905	ASTMX16629	NEMVE01485, NEMVE19789, NEMVE20803, NEMVE07644
OG0003906	ASTMX18624	NEMVE08844
OG0003908	ASTMX14918	NEMVE15062
OG0003908	ASTMX10495	NEMVE13469
OG0003909	ASTMX16582	NEMVE12977
OG0003910	ASTMX12237	NEMVE11947, NEMVE14228
OG0003911	ASTMX11470	NEMVE13548
OG0003912	ASTMX06396, ASTMX11967, ASTMX02561	NEMVE23480
OG0003913	ASTMX22751, ASTMX04669	NEMVE06219
OG0003914	ASTMX11027	NEMVE12983
OG0003915	ASTMX09566, ASTMX08815	NEMVE13987
OG0003916	ASTMX22490, ASTMX18046, ASTMX00894	NEMVE04869
OG0003917	ASTMX18206	NEMVE07359
OG0003918	ASTMX12177, ASTMX18541, ASTMX19758	NEMVE15132
OG0003919	ASTMX12796	NEMVE10991
OG0003920	ASTMX20009	NEMVE13794
OG0003921	ASTMX11734	NEMVE13546, NEMVE03026
OG0003922	ASTMX15692	NEMVE11796
OG0003923	ASTMX17099	NEMVE01001, NEMVE12285
OG0003925	ASTMX08709, ASTMX20939	NEMVE14404
OG0003926	ASTMX05523, ASTMX21916, ASTMX05611	NEMVE18036
OG0003927	ASTMX19425	NEMVE14203, NEMVE11015, NEMVE11697
OG0003928	ASTMX15517	NEMVE10671
OG0003929	ASTMX13853, ASTMX13851	NEMVE15034
OG0003930	ASTMX19444	NEMVE11142
OG0003931	ASTMX07722, ASTMX17814	NEMVE05283
OG0003932	ASTMX07563	NEMVE10145
OG0003933	ASTMX00968, ASTMX16168	NEMVE16001
OG0003934	ASTMX17687	NEMVE10808
OG0003935	ASTMX04582	NEMVE04906, NEMVE10377, NEMVE06933
OG0003936	ASTMX10900	NEMVE07930
OG0003937	ASTMX12589, ASTMX18037, ASTMX05114	NEMVE18859
OG0003938	ASTMX03248	NEMVE14790
OG0003939	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658	NEMVE25295, NEMVE20805, NEMVE20363
OG0003940	ASTMX18138	NEMVE16875
OG0003941	ASTMX14257, ASTMX07136	NEMVE17560
OG0003942	ASTMX09921	NEMVE22462
OG0003944	ASTMX15054, ASTMX15052	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	ASTMX02597, ASTMX09466	NEMVE14589
OG0003946	ASTMX13157, ASTMX19007	NEMVE09626
OG0003947	ASTMX14801, ASTMX09966	NEMVE01496, NEMVE12187
OG0003948	ASTMX05108	NEMVE19651
OG0003949	ASTMX18736	NEMVE07570, NEMVE23133, NEMVE11025
OG0003950	ASTMX01715, ASTMX21177	NEMVE04576
OG0003951	ASTMX19664, ASTMX19666	NEMVE21774
OG0003954	ASTMX01818, ASTMX14108	NEMVE08288, NEMVE00930
OG0003955	ASTMX22833	NEMVE06429
OG0003956	ASTMX02372	NEMVE23428
OG0003957	ASTMX20838, ASTMX12337, ASTMX20420	NEMVE06353, NEMVE09576
OG0003958	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284	NEMVE15102
OG0003959	ASTMX03302, ASTMX06910	NEMVE23777
OG0003961	ASTMX03170	NEMVE15127
OG0003962	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092	NEMVE16096, NEMVE01907
OG0003965	ASTMX03247, ASTMX20007	NEMVE25502
OG0003966	ASTMX07292	NEMVE13810
OG0003967	ASTMX20908	NEMVE23105
OG0003968	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142	NEMVE08572
OG0003969	ASTMX15238	NEMVE07890
OG0003970	ASTMX20409, ASTMX20410	NEMVE23326
OG0003971	ASTMX13704	NEMVE22272
OG0003973	ASTMX20732, ASTMX00524	NEMVE14779
OG0003974	ASTMX14433, ASTMX09255, ASTMX15782, ASTMX16088, ASTMX02140, ASTMX14485	NEMVE22748
OG0003976	ASTMX01639	NEMVE24965
OG0003997	ASTMX19928	NEMVE05978
OG0003998	ASTMX11579	NEMVE00894
OG0003999	ASTMX08675	NEMVE21965
OG0004002	ASTMX02497	NEMVE18518
OG0004004	ASTMX03905, ASTMX06247	NEMVE06251
OG0004005	ASTMX20415	NEMVE23848
OG0004007	ASTMX12778, ASTMX11189	NEMVE13953
OG0004009	ASTMX13881, ASTMX02524	NEMVE21729
OG0004010	ASTMX10560	NEMVE14978, NEMVE12830
OG0004011	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986	NEMVE25743
