Orthogroup	ASTMX	MOUSE
OG0002167	ASTMX16740, ASTMX04705	MOUSE19225
OG0002167	ASTMX10553	MOUSE47991, MOUSE47990
OG0002168	ASTMX12023	MOUSE13726, MOUSE13725
OG0002168	ASTMX02930	MOUSE40358, MOUSE40357
OG0002169	ASTMX05633	MOUSE40487
OG0002169	ASTMX10425	MOUSE20963
OG0002170	ASTMX08212	MOUSE19547
OG0002170	ASTMX10098	MOUSE42281, MOUSE42282
OG0002171	ASTMX17441	MOUSE28471, MOUSE28467, MOUSE28466
OG0002171	ASTMX17115	MOUSE28468, MOUSE28472
OG0002172	ASTMX15881	MOUSE15799, MOUSE15798
OG0002173	ASTMX15806	MOUSE09967
OG0002173	ASTMX17795, ASTMX05204	MOUSE30416, MOUSE30415, MOUSE51352, MOUSE51351, MOUSE51350, MOUSE41799, MOUSE41800
OG0002175	ASTMX13462	MOUSE25598
OG0002175	ASTMX08875	MOUSE13368, MOUSE28272, MOUSE00463, MOUSE00469
OG0002176	ASTMX16309	MOUSE42061, MOUSE42062, MOUSE42060
OG0002176	ASTMX16209	MOUSE27197, MOUSE27200
OG0002177	ASTMX18377	MOUSE00008, MOUSE00007, MOUSE00006
OG0002177	ASTMX13667, ASTMX08061	MOUSE07397, MOUSE07396
OG0002179	ASTMX04822	MOUSE18347, MOUSE18350, MOUSE18351
OG0002179	ASTMX04821	MOUSE18348, MOUSE18349
OG0002180	ASTMX08026, ASTMX12747	MOUSE21620
OG0002183	ASTMX20928	MOUSE02242, MOUSE02240, MOUSE02241
OG0002183	ASTMX05567	MOUSE23512, MOUSE23513, MOUSE23515, MOUSE23510, MOUSE23514, MOUSE23511
OG0002184	ASTMX12387	MOUSE10380, MOUSE10379, MOUSE10381
OG0002184	ASTMX21486, ASTMX13143	MOUSE48915, MOUSE48914
OG0002184	ASTMX22891	MOUSE48916, MOUSE10382
OG0002185	ASTMX18245	MOUSE49434, MOUSE49435
OG0002185	ASTMX18246	MOUSE49415
OG0002186	ASTMX11448	MOUSE22990, MOUSE22989
OG0002186	ASTMX15520, ASTMX12349	MOUSE53266, MOUSE53267, MOUSE53268
OG0002187	ASTMX11184	MOUSE25447, MOUSE25445, MOUSE25446
OG0002188	ASTMX17006	MOUSE22432
OG0002189	ASTMX16380	MOUSE51745, MOUSE51746, MOUSE51743
OG0002190	ASTMX05738	MOUSE42846, MOUSE42845
OG0002190	ASTMX09879	MOUSE50944, MOUSE50942, MOUSE50941, MOUSE50943
OG0002190	ASTMX15824	MOUSE50945, MOUSE50947, MOUSE15990, MOUSE15989, MOUSE15988
OG0002191	ASTMX08688	MOUSE53252, MOUSE53251, MOUSE53250
OG0002191	ASTMX15473	MOUSE14735
OG0002191	ASTMX12063	MOUSE26315, MOUSE26313
OG0002192	ASTMX09703	MOUSE17111, MOUSE17112, MOUSE17113
OG0002192	ASTMX11372	MOUSE04762
OG0002192	ASTMX14479	MOUSE33878
OG0002193	ASTMX11543	MOUSE33573, MOUSE33572, MOUSE33571
OG0002194	ASTMX04013	MOUSE15330, MOUSE15331
OG0002194	ASTMX04341	MOUSE45347
OG0002195	ASTMX00715	MOUSE33769, MOUSE33767, MOUSE33768, MOUSE33770, MOUSE33771
OG0002195	ASTMX02405	MOUSE15555
OG0002195	ASTMX06783	MOUSE41433, MOUSE41432
OG0002196	ASTMX10949	MOUSE00860, MOUSE00859, MOUSE00856, MOUSE00857, MOUSE00858
OG0002199	ASTMX00343, ASTMX00342, ASTMX14495	MOUSE46985
OG0002199	ASTMX02598	MOUSE41234, MOUSE41233
OG0002201	ASTMX10892	MOUSE49609
OG0002201	ASTMX21058	MOUSE09232, MOUSE09233
OG0002203	ASTMX21318, ASTMX22286, ASTMX22291, ASTMX19275	MOUSE49451, MOUSE49453
OG0002203	ASTMX19870, ASTMX16414	MOUSE19010, MOUSE19009
OG0002203	ASTMX17143, ASTMX11264	MOUSE29099, MOUSE29098
OG0002209	ASTMX16231, ASTMX05205	MOUSE14402
OG0002209	ASTMX07307	MOUSE17334
OG0002209	ASTMX21856, ASTMX01273, ASTMX02284, ASTMX21358, ASTMX15413, ASTMX05424, ASTMX12292, ASTMX18768, ASTMX10738	MOUSE53569, MOUSE53568
OG0002211	ASTMX17382	MOUSE04491
OG0002212	ASTMX16869	MOUSE33303
OG0002213	ASTMX03206	MOUSE24483, MOUSE24482, MOUSE24481, MOUSE24479, MOUSE24484
OG0002214	ASTMX04682, ASTMX18511	MOUSE40498, MOUSE40499
OG0002214	ASTMX02536	MOUSE21448, MOUSE21449, MOUSE21447
OG0002214	ASTMX12488, ASTMX09982	MOUSE47946, MOUSE47945, MOUSE47947
OG0002216	ASTMX19790	MOUSE35417
OG0002217	ASTMX14103	MOUSE27976, MOUSE27972, MOUSE27973
OG0002218	ASTMX18264	MOUSE27633, MOUSE27632, MOUSE27637, MOUSE27636, MOUSE27631, MOUSE27630, MOUSE27634, MOUSE27629
OG0002218	ASTMX18853	MOUSE32914, MOUSE32915
OG0002219	ASTMX18661, ASTMX18662	MOUSE35663, MOUSE35662, MOUSE35665, MOUSE35664
OG0002221	ASTMX10479	MOUSE04129, MOUSE04127
OG0002221	ASTMX05704	MOUSE41700, MOUSE41701, MOUSE33775, MOUSE33774
OG0002222	ASTMX08751	MOUSE23105, MOUSE23104
OG0002223	ASTMX05554	MOUSE23432, MOUSE23433
OG0002223	ASTMX10305	MOUSE02307
OG0002224	ASTMX06613	MOUSE11430, MOUSE11429
OG0002225	ASTMX13928	MOUSE43379, MOUSE43380, MOUSE43381, MOUSE43383, MOUSE43382
OG0002225	ASTMX11814	MOUSE20117
OG0002226	ASTMX18469	MOUSE48782, MOUSE48781, MOUSE48783
OG0002227	ASTMX11747, ASTMX21122	MOUSE13859, MOUSE13857
OG0002228	ASTMX19431, ASTMX07841	MOUSE06220, MOUSE06221, MOUSE06216, MOUSE06218, MOUSE06219, MOUSE06215, MOUSE06222, MOUSE06217
OG0002228	ASTMX09065	MOUSE44273, MOUSE44272
OG0002229	ASTMX09988	MOUSE15295
OG0002231	ASTMX01116, ASTMX18153	MOUSE54580, MOUSE54579, MOUSE54583, MOUSE54582, MOUSE54577, MOUSE54581, MOUSE54578
OG0002233	ASTMX05462	MOUSE53746
OG0002234	ASTMX17348	MOUSE14022
OG0002235	ASTMX13892, ASTMX02706	MOUSE40366
OG0002235	ASTMX03660	MOUSE09547
OG0002235	ASTMX09950, ASTMX05042	MOUSE12842
OG0002236	ASTMX05372	MOUSE28803
OG0002236	ASTMX08686	MOUSE21593, MOUSE21594
OG0002237	ASTMX04281	MOUSE34193
OG0002237	ASTMX10251	MOUSE00564, MOUSE00563
OG0002239	ASTMX09078	MOUSE30771
OG0002239	ASTMX07073	MOUSE44568
OG0002239	ASTMX12092	MOUSE13262
OG0002240	ASTMX06011	MOUSE15586, MOUSE15589, MOUSE15588, MOUSE15590, MOUSE15587
OG0002241	ASTMX06900	MOUSE02699, MOUSE02698
OG0002241	ASTMX17127	MOUSE17626
OG0002242	ASTMX09056, ASTMX13579	MOUSE13506
OG0002242	ASTMX06267	MOUSE49780
OG0002243	ASTMX17560	MOUSE40581, MOUSE40583
OG0002244	ASTMX18150	MOUSE54636, MOUSE54635, MOUSE54634, MOUSE54633
OG0002245	ASTMX20274	MOUSE05689, MOUSE05690, MOUSE05688
OG0002245	ASTMX16360	MOUSE05691, MOUSE05692
OG0002245	ASTMX20273	MOUSE50212
OG0002246	ASTMX20890	MOUSE44548, MOUSE44547
OG0002246	ASTMX01865	MOUSE30817, MOUSE30816
OG0002246	ASTMX06938	MOUSE13275, MOUSE13274, MOUSE13273, MOUSE13272
OG0002248	ASTMX21881	MOUSE11009, MOUSE11005, MOUSE11012, MOUSE11004, MOUSE11003, MOUSE11010, MOUSE11013, MOUSE11008, MOUSE11011, MOUSE11006, MOUSE11007
OG0002248	ASTMX04678	MOUSE48110, MOUSE48112, MOUSE48111
OG0002249	ASTMX09298, ASTMX09297, ASTMX05071	MOUSE09411
OG0002249	ASTMX02921, ASTMX16681	MOUSE01577, MOUSE01578
OG0002251	ASTMX20073	MOUSE36972
OG0002251	ASTMX19261	MOUSE47801
OG0002251	ASTMX12496	MOUSE47800
OG0002252	ASTMX03620	MOUSE17174, MOUSE17173
OG0002253	ASTMX03282, ASTMX01274	MOUSE07418
OG0002254	ASTMX01502	MOUSE21039, MOUSE21037, MOUSE21040, MOUSE21036
OG0002254	ASTMX14349	MOUSE25315
OG0002254	ASTMX07416	MOUSE53271
OG0002254	ASTMX09463	MOUSE25263, MOUSE25264
OG0002255	ASTMX03543	MOUSE43703
OG0002255	ASTMX03542	MOUSE43704, MOUSE43705
OG0002255	ASTMX10677	MOUSE28848
OG0002256	ASTMX13334	MOUSE31010, MOUSE31006, MOUSE31007, MOUSE31008, MOUSE31009
OG0002256	ASTMX18643	MOUSE39398, MOUSE39396, MOUSE39397
OG0002257	ASTMX01315	MOUSE18627
OG0002257	ASTMX09672, ASTMX09671	MOUSE27486, MOUSE27485, MOUSE27484, MOUSE27487
OG0002258	ASTMX05578	MOUSE35964, MOUSE35966, MOUSE35968, MOUSE35967, MOUSE35969
OG0002259	ASTMX13729, ASTMX08234	MOUSE04521, MOUSE04523
OG0002259	ASTMX17977, ASTMX12847	MOUSE02703, MOUSE02702, MOUSE02705
OG0002260	ASTMX14069, ASTMX03279	MOUSE24753
OG0002260	ASTMX01351	MOUSE07667
OG0002261	ASTMX04970	MOUSE38705, MOUSE38702, MOUSE38703
OG0002261	ASTMX04971	MOUSE38699
OG0002262	ASTMX20517, ASTMX16042	MOUSE05200
OG0002262	ASTMX19944, ASTMX04153, ASTMX15695	MOUSE15494, MOUSE15493
OG0002263	ASTMX03160	MOUSE52251, MOUSE52253, MOUSE52250
OG0002264	ASTMX08822	MOUSE53985, MOUSE53983, MOUSE53986, MOUSE53984
OG0002264	ASTMX05769	MOUSE33892, MOUSE33894
OG0002265	ASTMX22273	MOUSE47642, MOUSE47641, MOUSE47643
OG0002265	ASTMX06735	MOUSE13611
OG0002266	ASTMX01568	MOUSE05060, MOUSE05059
OG0002267	ASTMX17124	MOUSE17686, MOUSE17689, MOUSE17688, MOUSE17687, MOUSE17690, MOUSE17692
OG0002267	ASTMX03422	MOUSE25221, MOUSE25219, MOUSE25217, MOUSE25216, MOUSE25222, MOUSE25220, MOUSE25223
OG0002268	ASTMX11961	MOUSE08730, MOUSE08729
OG0002268	ASTMX15471	MOUSE14737, MOUSE14739
OG0002270	ASTMX01977, ASTMX22333	MOUSE14390, MOUSE14389
OG0002271	ASTMX06025	MOUSE53745, MOUSE53743
OG0002271	ASTMX21725	MOUSE03438, MOUSE03437
OG0002271	ASTMX20337	MOUSE29699, MOUSE29700, MOUSE29696
OG0002271	ASTMX21274	MOUSE53744
OG0002272	ASTMX10230	MOUSE13967, MOUSE13968
OG0002274	ASTMX09618	MOUSE38026, MOUSE38024
OG0002274	ASTMX04475	MOUSE46547, MOUSE46546, MOUSE46544, MOUSE46545
OG0002275	ASTMX01337	MOUSE06670, MOUSE06671
OG0002275	ASTMX04279	MOUSE34140
OG0002275	ASTMX19957	MOUSE28678
OG0002275	ASTMX05016	MOUSE13364
OG0002276	ASTMX01428	MOUSE05207, MOUSE05206
OG0002276	ASTMX01909	MOUSE39828
OG0002277	ASTMX16556	MOUSE24906, MOUSE24901, MOUSE24907, MOUSE24900
OG0002277	ASTMX19351	MOUSE40822
OG0002277	ASTMX21995	MOUSE24903, MOUSE24905
OG0002277	ASTMX19350	MOUSE40819, MOUSE40820, MOUSE40821
OG0002278	ASTMX17219	MOUSE07574, MOUSE07575, MOUSE07569, MOUSE07578, MOUSE07577, MOUSE07576, MOUSE43186
OG0002278	ASTMX09498	MOUSE07570, MOUSE07571, MOUSE07572, MOUSE07573, MOUSE07568
OG0002279	ASTMX12963	MOUSE13084, MOUSE13087
OG0002279	ASTMX16291	MOUSE21805, MOUSE21804, MOUSE21807
OG0002280	ASTMX13020	MOUSE00618
OG0002280	ASTMX05765, ASTMX19673	MOUSE34277, MOUSE34274
OG0002281	ASTMX05045	MOUSE48367
OG0002281	ASTMX19503, ASTMX20301	MOUSE21171
OG0002281	ASTMX09043, ASTMX22360	MOUSE27875, MOUSE27874
OG0002282	ASTMX08568, ASTMX14313	MOUSE48795
OG0002282	ASTMX15818	MOUSE17775
OG0002283	ASTMX02731	MOUSE00864, MOUSE00865
OG0002283	ASTMX07984, ASTMX20597	MOUSE48203, MOUSE48202, MOUSE48201, MOUSE48200
OG0002284	ASTMX10585	MOUSE09416, MOUSE09417, MOUSE09415
OG0002284	ASTMX12450	MOUSE33393, MOUSE33390, MOUSE33391, MOUSE33387
OG0002285	ASTMX05929	MOUSE02821, MOUSE02820
OG0002285	ASTMX13499	MOUSE21050, MOUSE21049
OG0002286	ASTMX03863	MOUSE18090
OG0002287	ASTMX17142, ASTMX11263	MOUSE29102, MOUSE29101
OG0002287	ASTMX16411	MOUSE19002
OG0002288	ASTMX11634	MOUSE31538, MOUSE31539
OG0002288	ASTMX21727	MOUSE03433, MOUSE03434, MOUSE03435, MOUSE03432
OG0002289	ASTMX06660, ASTMX06661	MOUSE47486, MOUSE47485
OG0002289	ASTMX01117, ASTMX09109	MOUSE54572
OG0002289	ASTMX17781, ASTMX06970	MOUSE04047
OG0002290	ASTMX15202	MOUSE37250, MOUSE37251, MOUSE37253
OG0002290	ASTMX11865	MOUSE38066, MOUSE38067, MOUSE38068, MOUSE38069
OG0002290	ASTMX01433	MOUSE46470, MOUSE46469, MOUSE46468, MOUSE46471, MOUSE46467
OG0002291	ASTMX10014	MOUSE10481, MOUSE10479, MOUSE10480
OG0002292	ASTMX22948	MOUSE11397, MOUSE11396, MOUSE11395
OG0002292	ASTMX01072	MOUSE27260, MOUSE27259
OG0002293	ASTMX02883	MOUSE55312, MOUSE55313, MOUSE55311, MOUSE55310
OG0002293	ASTMX00908	MOUSE34092, MOUSE34091, MOUSE34090, MOUSE34089, MOUSE34088
OG0002293	ASTMX03866	MOUSE00182
OG0002294	ASTMX20773	MOUSE09806, MOUSE09805
OG0002294	ASTMX11558, ASTMX15048	MOUSE40038, MOUSE40037
OG0002295	ASTMX02417	MOUSE48483
OG0002295	ASTMX08963	MOUSE10077, MOUSE10078, MOUSE10079, MOUSE10074
OG0002296	ASTMX13497	MOUSE21048, MOUSE21047
OG0002297	ASTMX00496	MOUSE33563
OG0002298	ASTMX18433, ASTMX19580, ASTMX02703, ASTMX21590, ASTMX20267, ASTMX16977, ASTMX07036	MOUSE17601, MOUSE03676, MOUSE03678, MOUSE03677, MOUSE17965, MOUSE17966, MOUSE08899
OG0002312	ASTMX12587, ASTMX21965	MOUSE46827
OG0002312	ASTMX04630	MOUSE19412, MOUSE19411
OG0002314	ASTMX11909	MOUSE21904, MOUSE21903, MOUSE21901, MOUSE21900, MOUSE21902
OG0002314	ASTMX12475	MOUSE36536
OG0002315	ASTMX13561	MOUSE33107, MOUSE33106, MOUSE33105
OG0002315	ASTMX11547	MOUSE33718
OG0002316	ASTMX00832	MOUSE34051
OG0002316	ASTMX02882	MOUSE55306, MOUSE55305, MOUSE55307, MOUSE55308
OG0002317	ASTMX04598	MOUSE07518, MOUSE07517
OG0002317	ASTMX17295	MOUSE43232, MOUSE43230, MOUSE43231
OG0002317	ASTMX10942	MOUSE49950
OG0002317	ASTMX01601	MOUSE20177
OG0002318	ASTMX22370	MOUSE48920
OG0002319	ASTMX00007	MOUSE54442
OG0002319	ASTMX18446	MOUSE29415, MOUSE29414, MOUSE29413
OG0002320	ASTMX12807, ASTMX02338	MOUSE50959
OG0002320	ASTMX02287	MOUSE17364
OG0002321	ASTMX21752	MOUSE40396
OG0002322	ASTMX07709	MOUSE03134
OG0002322	ASTMX18717	MOUSE03132
OG0002322	ASTMX07837	MOUSE06227
OG0002323	ASTMX21120	MOUSE38322, MOUSE38321, MOUSE38319, MOUSE38318, MOUSE38317, MOUSE38325, MOUSE38320, MOUSE38324
OG0002325	ASTMX07855	MOUSE17400
OG0002326	ASTMX13675, ASTMX11144	MOUSE07382, MOUSE07383
OG0002326	ASTMX08928	MOUSE00010
OG0002327	ASTMX06358	MOUSE54331, MOUSE48336
OG0002327	ASTMX08394, ASTMX02108	MOUSE11268, MOUSE11270
OG0002328	ASTMX06095	MOUSE13222, MOUSE13223
OG0002329	ASTMX20340	MOUSE09229, MOUSE09230
OG0002329	ASTMX10889	MOUSE49607, MOUSE49606
OG0002329	ASTMX10890	MOUSE12332
OG0002330	ASTMX17474	MOUSE15237
OG0002330	ASTMX21987, ASTMX04408	MOUSE04532, MOUSE04530, MOUSE04531, MOUSE04529, MOUSE04528
OG0002331	ASTMX11774	MOUSE28866, MOUSE28864, MOUSE28867, MOUSE28865, MOUSE28868
OG0002331	ASTMX13590	MOUSE19883, MOUSE19884, MOUSE19889, MOUSE19885
OG0002331	ASTMX22577	MOUSE19888
OG0002332	ASTMX06962	MOUSE36884, MOUSE36885
OG0002332	ASTMX17558, ASTMX09977	MOUSE40574, MOUSE40576, MOUSE40575
OG0002333	ASTMX12071	MOUSE10311
OG0002334	ASTMX09584	MOUSE13363
OG0002334	ASTMX00481, ASTMX00170	MOUSE15737, MOUSE15736, MOUSE15739, MOUSE15738
OG0002335	ASTMX12637	MOUSE18926, MOUSE18923, MOUSE18928, MOUSE18934, MOUSE18933, MOUSE18930, MOUSE18935, MOUSE18921, MOUSE18924, MOUSE18927, MOUSE18932
OG0002336	ASTMX12962, ASTMX00535	MOUSE13088
OG0002336	ASTMX19655, ASTMX16290	MOUSE21803
OG0002336	ASTMX16787	MOUSE54038, MOUSE54037
OG0002337	ASTMX09761	MOUSE37555, MOUSE37556
OG0002337	ASTMX19037, ASTMX11864, ASTMX19039	MOUSE04951
OG0002339	ASTMX09570	MOUSE47602, MOUSE47603, MOUSE47604
OG0002340	ASTMX03155	MOUSE32022
OG0002341	ASTMX12201	MOUSE45387, MOUSE45384, MOUSE45383, MOUSE45385, MOUSE45386, MOUSE45382
OG0002342	ASTMX09086	MOUSE08982, MOUSE08983
OG0002342	ASTMX04538	MOUSE06839, MOUSE06837, MOUSE06836, MOUSE06838, MOUSE34081, MOUSE34080
OG0002343	ASTMX02191, ASTMX12430	MOUSE47066, MOUSE47069, MOUSE47067, MOUSE47062, MOUSE47061
OG0002343	ASTMX01094	MOUSE41254
OG0002344	ASTMX05861, ASTMX13295	MOUSE04380, MOUSE04379
OG0002344	ASTMX16011	MOUSE37757
OG0002344	ASTMX21984	MOUSE37760
OG0002345	ASTMX04373	MOUSE14355, MOUSE14356, MOUSE14354
OG0002345	ASTMX02209	MOUSE27076, MOUSE27071
OG0002345	ASTMX03594	MOUSE27079, MOUSE27077, MOUSE27065, MOUSE27066, MOUSE27067, MOUSE27069, MOUSE27068, MOUSE27078, MOUSE27070
OG0002346	ASTMX14427	MOUSE14308, MOUSE14307, MOUSE14309
OG0002346	ASTMX21524	MOUSE27028, MOUSE27029
OG0002347	ASTMX10301	MOUSE41748
OG0002347	ASTMX21001	MOUSE19960
OG0002348	ASTMX08116	MOUSE07276, MOUSE07275, MOUSE07274
OG0002348	ASTMX03720	MOUSE45668, MOUSE45674, MOUSE45667, MOUSE45673, MOUSE45666, MOUSE45675, MOUSE45670
OG0002349	ASTMX18242	MOUSE49202
OG0002349	ASTMX20037	MOUSE36003
OG0002350	ASTMX02387	MOUSE23674, MOUSE23673, MOUSE23675
OG0002350	ASTMX04071	MOUSE26072
OG0002352	ASTMX12558, ASTMX22595	MOUSE39869, MOUSE39871, MOUSE39870
OG0002353	ASTMX03734	MOUSE16420, MOUSE16408, MOUSE16418, MOUSE16414, MOUSE16403, MOUSE16419, MOUSE16410, MOUSE16412, MOUSE16402, MOUSE16404, MOUSE16417, MOUSE16413, MOUSE16401, MOUSE16411, MOUSE16405
OG0002354	ASTMX09837, ASTMX06838	MOUSE19705
OG0002354	ASTMX00522	MOUSE28903
OG0002355	ASTMX08242	MOUSE48771
OG0002355	ASTMX20849	MOUSE03381
OG0002356	ASTMX07148	MOUSE41544
OG0002356	ASTMX07355	MOUSE44070, MOUSE44071, MOUSE44072, MOUSE44067, MOUSE44069, MOUSE44066, MOUSE44068
OG0002357	ASTMX16294	MOUSE00083, MOUSE00084, MOUSE00086
OG0002357	ASTMX18465	MOUSE00085
OG0002358	ASTMX22042	MOUSE45979, MOUSE45980, MOUSE45978
OG0002358	ASTMX13487	MOUSE23517, MOUSE23516
OG0002359	ASTMX09668	MOUSE27438
OG0002360	ASTMX12013	MOUSE38924, MOUSE38927, MOUSE38925, MOUSE38926, MOUSE38922, MOUSE38923, MOUSE38921
OG0002361	ASTMX04855	MOUSE07757
OG0002362	ASTMX19719	MOUSE20723
OG0002362	ASTMX02033, ASTMX11025	MOUSE44925
OG0002362	ASTMX22283	MOUSE01507
OG0002362	ASTMX22580	MOUSE01506, MOUSE01508
OG0002363	ASTMX18218, ASTMX21167	MOUSE16931
OG0002363	ASTMX18786, ASTMX19618	MOUSE06139, MOUSE06138, MOUSE06137
OG0002364	ASTMX17238	MOUSE49586, MOUSE49585, MOUSE49587
OG0002366	ASTMX17624	MOUSE28622
OG0002366	ASTMX12737, ASTMX08031	MOUSE21652, MOUSE21651
OG0002366	ASTMX01714, ASTMX18594	MOUSE49762
OG0002367	ASTMX02846	MOUSE31303
OG0002367	ASTMX18373	MOUSE10439, MOUSE10441
OG0002368	ASTMX21883	MOUSE07877, MOUSE07876
OG0002368	ASTMX10606	MOUSE18790, MOUSE18789
OG0002369	ASTMX12274	MOUSE08122
OG0002370	ASTMX10099, ASTMX11503	MOUSE42316, MOUSE42317
OG0002371	ASTMX08458	MOUSE24651, MOUSE24650, MOUSE24614
OG0002371	ASTMX18459	MOUSE08089, MOUSE08088
OG0002372	ASTMX20544	MOUSE46396
OG0002373	ASTMX08070, ASTMX07572	MOUSE08286
OG0002373	ASTMX14150	MOUSE18206, MOUSE18204, MOUSE18205
OG0002373	ASTMX07573	MOUSE08289, MOUSE08288
OG0002374	ASTMX21311, ASTMX18359	MOUSE18527
OG0002374	ASTMX00512	MOUSE28943
OG0002375	ASTMX16254	MOUSE06971, MOUSE06970, MOUSE06968
OG0002376	ASTMX01373	MOUSE07954, MOUSE07952, MOUSE07953
OG0002376	ASTMX13052, ASTMX05618	MOUSE20330, MOUSE20331, MOUSE20329
OG0002377	ASTMX16584	MOUSE07892, MOUSE07893
OG0002378	ASTMX01073	MOUSE27252, MOUSE27251, MOUSE27254
OG0002379	ASTMX16904	MOUSE29839, MOUSE29835, MOUSE29838, MOUSE29840, MOUSE29837, MOUSE29841, MOUSE29836, MOUSE29834
OG0002379	ASTMX16941	MOUSE18439
OG0002380	ASTMX14458	MOUSE27954, MOUSE27955
OG0002380	ASTMX06641	MOUSE41133, MOUSE41130, MOUSE41131
OG0002380	ASTMX13355	MOUSE36719, MOUSE36720
OG0002383	ASTMX07054, ASTMX02183, ASTMX02182	MOUSE50826, MOUSE50782
OG0002384	ASTMX06160	MOUSE53768, MOUSE05774, MOUSE04789, MOUSE18881, MOUSE18882
OG0002384	ASTMX10578, ASTMX10580, ASTMX10579	MOUSE02230, MOUSE02231, MOUSE02232
OG0002385	ASTMX21398	MOUSE46178, MOUSE46176
OG0002385	ASTMX19889, ASTMX07728	MOUSE14183, MOUSE14184
OG0002385	ASTMX18962, ASTMX11375, ASTMX18961	MOUSE06270, MOUSE06271
OG0002395	ASTMX17062	MOUSE33475, MOUSE33478, MOUSE33476, MOUSE33477
OG0002395	ASTMX20445	MOUSE20808
OG0002396	ASTMX10463	MOUSE20180, MOUSE20179
OG0002396	ASTMX03266	MOUSE02989, MOUSE02990
OG0002398	ASTMX21846	MOUSE53838, MOUSE53837
OG0002398	ASTMX11892	MOUSE21931
OG0002398	ASTMX08836, ASTMX02058	MOUSE48036
OG0002399	ASTMX03862	MOUSE06603, MOUSE06599, MOUSE06601, MOUSE06597, MOUSE06598, MOUSE06602, MOUSE06600
OG0002399	ASTMX05513, ASTMX03428	MOUSE28800, MOUSE28801
OG0002399	ASTMX12752	MOUSE21605, MOUSE21604
OG0002400	ASTMX00974	MOUSE40933
OG0002400	ASTMX22321, ASTMX15885	MOUSE35435
OG0002400	ASTMX05534, ASTMX01788	MOUSE17294
OG0002401	ASTMX00549, ASTMX07544	MOUSE13044, MOUSE13042, MOUSE13043, MOUSE13041
OG0002401	ASTMX11090	MOUSE36445, MOUSE36444
OG0002401	ASTMX01153	MOUSE36446
OG0002402	ASTMX18742, ASTMX18741, ASTMX10229, ASTMX22445	MOUSE13839
OG0002403	ASTMX11713, ASTMX06486	MOUSE29997
OG0002404	ASTMX02367	MOUSE31815, MOUSE31814
OG0002404	ASTMX14159	MOUSE48813, MOUSE48814
OG0002405	ASTMX15902, ASTMX11799	MOUSE48065, MOUSE48062, MOUSE48066, MOUSE48064, MOUSE48063
OG0002405	ASTMX07938	MOUSE12577, MOUSE12578
OG0002406	ASTMX20656	MOUSE49566, MOUSE49567, MOUSE49565
OG0002407	ASTMX12131, ASTMX20210	MOUSE11498
OG0002408	ASTMX00216	MOUSE49433, MOUSE49432
OG0002408	ASTMX18400	MOUSE32062, MOUSE32060, MOUSE32064, MOUSE32059, MOUSE32063, MOUSE32061
OG0002409	ASTMX07143	MOUSE08540, MOUSE08541
OG0002409	ASTMX19595, ASTMX16991	MOUSE08542
OG0002410	ASTMX06429, ASTMX01757	MOUSE29135
OG0002411	ASTMX14297	MOUSE51872, MOUSE51871
OG0002411	ASTMX15378	MOUSE30722, MOUSE30723
OG0002412	ASTMX02195	MOUSE46974, MOUSE46976, MOUSE46975
OG0002413	ASTMX20536	MOUSE50441, MOUSE50440
OG0002414	ASTMX08921, ASTMX02838	MOUSE18989, MOUSE18986
OG0002414	ASTMX10763, ASTMX05209	MOUSE29116
OG0002415	ASTMX07615	MOUSE00788, MOUSE00787
OG0002416	ASTMX08126	MOUSE16541, MOUSE16544, MOUSE16542, MOUSE16543
OG0002418	ASTMX10643	MOUSE41400, MOUSE41398, MOUSE41397
OG0002418	ASTMX05971	MOUSE41399
OG0002419	ASTMX21195, ASTMX07692	MOUSE16975
OG0002420	ASTMX11294	MOUSE43364
OG0002420	ASTMX01380	MOUSE27392, MOUSE27393
OG0002420	ASTMX11595, ASTMX04219	MOUSE02959, MOUSE02957, MOUSE02958
OG0002421	ASTMX15153	MOUSE51777
OG0002421	ASTMX14700	MOUSE49295
OG0002422	ASTMX04519	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863
OG0002423	ASTMX14771	MOUSE08768, MOUSE08767, MOUSE08769, MOUSE52339
OG0002424	ASTMX16372	MOUSE37174, MOUSE37173
OG0002424	ASTMX19121	MOUSE37171
OG0002425	ASTMX22156	MOUSE34531
OG0002425	ASTMX05277	MOUSE34534, MOUSE34535
OG0002425	ASTMX05276	MOUSE34533, MOUSE34532
OG0002426	ASTMX11681, ASTMX21194	MOUSE38645
OG0002426	ASTMX19607	MOUSE14116
OG0002427	ASTMX17490	MOUSE02199, MOUSE02200, MOUSE02198
OG0002427	ASTMX03609	MOUSE44408
OG0002428	ASTMX12003	MOUSE35172
OG0002428	ASTMX05342	MOUSE02362, MOUSE02360, MOUSE02358
OG0002429	ASTMX07201	MOUSE49667
OG0002429	ASTMX15801	MOUSE28588, MOUSE28586, MOUSE28585
OG0002430	ASTMX06677, ASTMX21737	MOUSE38898
OG0002431	ASTMX15544	MOUSE15536
OG0002431	ASTMX10646	MOUSE41385, MOUSE41389, MOUSE41388, MOUSE41384
OG0002431	ASTMX10647	MOUSE41383, MOUSE41387
OG0002431	ASTMX04787	MOUSE34806, MOUSE34805
OG0002432	ASTMX16700	MOUSE19404, MOUSE19403
