Orthogroup	ASTMX	DROME
OG0003144	ASTMX13684, ASTMX08230	DROME13433
OG0003145	ASTMX16469, ASTMX16882	DROME03862
OG0003146	ASTMX10808	DROME01929
OG0003147	ASTMX16613	DROME16290, DROME16289
OG0003148	ASTMX12896, ASTMX07507, ASTMX14971	DROME18800, DROME18799
OG0003149	ASTMX10129	DROME16606, DROME16608
OG0003150	ASTMX11834, ASTMX21211	DROME19300
OG0003151	ASTMX11951, ASTMX21033, ASTMX05673	DROME04792
OG0003152	ASTMX11668, ASTMX10214	DROME17760
OG0003153	ASTMX21330	DROME21845
OG0003154	ASTMX06476	DROME05761
OG0003156	ASTMX18933	DROME13943
OG0003157	ASTMX06118	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	ASTMX12999, ASTMX02638	DROME02271
OG0003159	ASTMX12859, ASTMX09033, ASTMX07619	DROME05071
OG0003160	ASTMX02814, ASTMX16455	DROME17382
OG0003161	ASTMX13679, ASTMX15650	DROME12081
OG0003164	ASTMX01170, ASTMX15907	DROME01606
OG0003165	ASTMX03289, ASTMX04540	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	ASTMX07868	DROME03939
OG0003171	ASTMX22824	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193
OG0003172	ASTMX12697	DROME02195
OG0003173	ASTMX20601, ASTMX20314, ASTMX05950	DROME20160, DROME20161
OG0003174	ASTMX07988	DROME21527, DROME21526, DROME21528
OG0003175	ASTMX20854, ASTMX00657	DROME02106
OG0003176	ASTMX02580	DROME19128
OG0003178	ASTMX16511, ASTMX15240	DROME10286, DROME10285
OG0003179	ASTMX22089	DROME19635
OG0003180	ASTMX09365	DROME11167, DROME11166
OG0003181	ASTMX18964, ASTMX11371	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	ASTMX01957, ASTMX21704	DROME01632
OG0003183	ASTMX15472, ASTMX04269	DROME05040, DROME05042, DROME05041
OG0003184	ASTMX09649, ASTMX22723	DROME11152
OG0003185	ASTMX08990, ASTMX16307	DROME08767, DROME08766
OG0003188	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943	DROME03250, DROME03249
OG0003189	ASTMX03737	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	ASTMX00980, ASTMX19044	DROME09590
OG0003192	ASTMX20427, ASTMX05442	DROME12610
OG0003193	ASTMX04173, ASTMX07557	DROME14192
OG0003197	ASTMX08037	DROME21048
OG0003198	ASTMX14796	DROME07357
OG0003199	ASTMX13735, ASTMX17609	DROME12668, DROME21725, DROME21726
OG0003202	ASTMX10006	DROME05838, DROME05839
OG0003203	ASTMX04267, ASTMX15368	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	ASTMX07896, ASTMX13085, ASTMX06944	DROME06205, DROME06206
OG0003207	ASTMX00941, ASTMX16303	DROME14952
OG0003210	ASTMX10368, ASTMX08853, ASTMX06477	DROME16773, DROME16774
OG0003212	ASTMX13329, ASTMX01976	DROME16100
OG0003214	ASTMX08653	DROME00548
OG0003215	ASTMX04892	DROME09352
OG0003217	ASTMX02353, ASTMX14721	DROME21077
OG0003218	ASTMX15207	DROME08230
OG0003219	ASTMX01631	DROME09373
OG0003220	ASTMX21037, ASTMX05784	DROME11342, DROME11341
OG0003221	ASTMX04321, ASTMX04290	DROME00225, DROME00224
OG0003222	ASTMX08890, ASTMX02588, ASTMX06133	DROME18303, DROME18302, DROME18304
OG0003223	ASTMX06346, ASTMX06347	DROME09209
OG0003224	ASTMX07863, ASTMX13264, ASTMX05296	DROME09348, DROME09349, DROME09347
OG0003225	ASTMX10853, ASTMX22401	DROME18849
OG0003228	ASTMX10791, ASTMX02764	DROME21008
OG0003229	ASTMX17506, ASTMX12857	DROME01144
OG0003230	ASTMX13387	DROME17741
OG0003231	ASTMX02884	DROME19301
OG0003235	ASTMX16993	DROME05661, DROME05663, DROME05662
OG0003240	ASTMX02082, ASTMX01039, ASTMX17067, ASTMX10438	DROME12807
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	DROME19769, DROME19768, DROME16949
OG0003252	ASTMX03281, ASTMX01275	DROME18445
OG0003254	ASTMX04636, ASTMX03953	DROME02901
OG0003255	ASTMX12251	DROME06336
OG0003257	ASTMX14786, ASTMX22306, ASTMX04534	DROME15418
OG0003261	ASTMX19028	DROME07634, DROME07633
OG0003262	ASTMX09623, ASTMX05093, ASTMX09613	DROME21043, DROME21045, DROME21044
OG0003263	ASTMX06871	DROME09851
OG0003264	ASTMX12623, ASTMX02507, ASTMX17172	DROME08076
OG0003267	ASTMX16323, ASTMX07667	DROME01973, DROME01974, DROME02727
OG0003268	ASTMX13578	DROME20306
OG0003269	ASTMX07746, ASTMX16031	DROME11682
OG0003272	ASTMX16097, ASTMX17574	DROME19754, DROME19755, DROME00829
OG0003273	ASTMX03258	DROME01509
OG0003275	ASTMX20071, ASTMX00521	DROME11988, DROME11987
OG0003277	ASTMX08840, ASTMX22126	DROME07456
OG0003279	ASTMX11486, ASTMX04660	DROME01016, DROME01017, DROME01018
OG0003280	ASTMX15864	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003282	ASTMX09305, ASTMX07991	DROME17686
OG0003283	ASTMX16304	DROME12472
OG0003284	ASTMX00092	DROME06818
OG0003287	ASTMX06398, ASTMX14109	DROME04328, DROME08276
OG0003288	ASTMX01172	DROME00366, DROME00364, DROME00365
OG0003289	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831	DROME20541, DROME20542
OG0003290	ASTMX03173	DROME00517
OG0003291	ASTMX12200	DROME20523
OG0003293	ASTMX14284, ASTMX14283	DROME14676
OG0003294	ASTMX12473	DROME01659, DROME01660
OG0003296	ASTMX13206, ASTMX05984	DROME06822, DROME13531
OG0003297	ASTMX17343	DROME19465
OG0003298	ASTMX04625	DROME08089
OG0003299	ASTMX05504	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003301	ASTMX10951	DROME18741
OG0003302	ASTMX03967, ASTMX14885	DROME01480
OG0003303	ASTMX21947, ASTMX20298	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	ASTMX01812	DROME02914, DROME02913
OG0003305	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350, ASTMX07789	DROME13149
OG0003306	ASTMX19066	DROME10136
OG0003307	ASTMX14758, ASTMX14757, ASTMX04729	DROME17313
OG0003309	ASTMX02666, ASTMX18550, ASTMX01675, ASTMX00158	DROME19043, DROME19042
OG0003311	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152	DROME15213
OG0003314	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732	DROME09986, DROME09988, DROME09987, DROME09985
OG0003317	ASTMX17437	DROME19362
OG0003318	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791	DROME16706
OG0003320	ASTMX17270	DROME12326
OG0003327	ASTMX10363, ASTMX06502	DROME19734
OG0003329	ASTMX03339, ASTMX07785	DROME10094, DROME10095
OG0003330	ASTMX05145	DROME03252, DROME03251
OG0003331	ASTMX04420, ASTMX08193	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	ASTMX15129, ASTMX08712, ASTMX05756	DROME00791
OG0003333	ASTMX03589, ASTMX04374	DROME10886, DROME10885, DROME10884
OG0003335	ASTMX10999	DROME18113, DROME18112
OG0003336	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727	DROME10919, DROME10920, DROME10917
OG0003337	ASTMX09237, ASTMX09238	DROME15232
OG0003340	ASTMX20458, ASTMX04299	DROME16534, DROME16533
OG0003341	ASTMX13167	DROME01797
OG0003343	ASTMX05881	DROME09151
OG0003344	ASTMX13412	DROME04462, DROME04461
OG0003346	ASTMX22669	DROME13869
OG0003347	ASTMX17698, ASTMX05419	DROME11879, DROME11880
OG0003349	ASTMX06632, ASTMX06577	DROME08306, DROME08305, DROME08304
OG0003350	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134	DROME00177, DROME00176
OG0003352	ASTMX07532, ASTMX10406, ASTMX00833	DROME13172
OG0003353	ASTMX08541	DROME11820, DROME11822, DROME11821
OG0003354	ASTMX21682	DROME19858
OG0003356	ASTMX19698, ASTMX21492	DROME15849
OG0003357	ASTMX00318	DROME12029
OG0003358	ASTMX15835	DROME16921
OG0003359	ASTMX08948	DROME18758
OG0003360	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548	DROME20878, DROME20879
OG0003361	ASTMX02459, ASTMX04442	DROME13197
OG0003363	ASTMX05464	DROME10311, DROME10310, DROME10313, DROME10312
OG0003364	ASTMX06273, ASTMX21297	DROME00064
OG0003365	ASTMX03051, ASTMX05516	DROME04108
OG0003366	ASTMX02786	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	ASTMX22230, ASTMX02176	DROME12239
OG0003368	ASTMX18958, ASTMX00275	DROME16106, DROME16107
OG0003370	ASTMX19055, ASTMX04318	DROME12377, DROME12378
OG0003371	ASTMX19054, ASTMX00217, ASTMX01969, ASTMX00956	DROME09945, DROME09943, DROME09944, DROME09946
OG0003372	ASTMX17792, ASTMX22090	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	DROME06476, DROME06475, DROME06474
OG0003375	ASTMX13635	DROME21029
OG0003376	ASTMX16960	DROME16130, DROME16131, DROME16129
OG0003377	ASTMX18938	DROME20606
OG0003378	ASTMX07310, ASTMX10913, ASTMX18798	DROME18533
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	DROME14333
OG0003381	ASTMX16159, ASTMX08992	DROME10051
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	DROME17249, DROME17250
OG0003386	ASTMX15558, ASTMX05500	DROME07039, DROME07040, DROME07041
OG0003388	ASTMX07669, ASTMX03217, ASTMX03218	DROME11674, DROME19363
OG0003392	ASTMX17435, ASTMX20620	DROME11355
OG0003394	ASTMX12715	DROME14094
OG0003401	ASTMX15731, ASTMX19715, ASTMX11019	DROME10424
OG0003402	ASTMX19529, ASTMX13153, ASTMX21364, ASTMX20402, ASTMX17333	DROME17185
OG0003419	ASTMX09665, ASTMX22627	DROME18310
OG0003421	ASTMX03751	DROME04908, DROME07137, DROME07651
OG0003422	ASTMX16317	DROME04814
OG0003425	ASTMX10571	DROME11464, DROME11465, DROME11463
OG0003426	ASTMX04641	DROME12495
OG0003429	ASTMX01780	DROME10812
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	DROME19610, DROME04057
OG0003431	ASTMX02037	DROME13747
OG0003433	ASTMX18120, ASTMX05648	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	ASTMX16757	DROME00166, DROME15353
OG0003437	ASTMX18378, ASTMX16135, ASTMX15000	DROME09807
OG0003442	ASTMX04859, ASTMX01667, ASTMX05506	DROME06015, DROME06013, DROME06014
OG0003443	ASTMX12664, ASTMX04558	DROME18500
OG0003444	ASTMX02545, ASTMX01080, ASTMX02546, ASTMX01079	DROME05516, DROME05517, DROME05515, DROME06639
OG0003448	ASTMX13573, ASTMX13913, ASTMX17648	DROME02828, DROME02829, DROME02830
OG0003450	ASTMX21046	DROME03280
OG0003452	ASTMX07622	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	DROME10067
OG0003455	ASTMX03443	DROME04003
OG0003456	ASTMX21655, ASTMX18222, ASTMX04968	DROME19556
OG0003457	ASTMX17161, ASTMX01405	DROME06510, DROME06508, DROME06509
OG0003458	ASTMX10149	DROME04148
OG0003459	ASTMX10610, ASTMX08523	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003461	ASTMX15709	DROME17474, DROME21694
OG0003462	ASTMX22437	DROME00239
OG0003463	ASTMX08158, ASTMX19125, ASTMX17220	DROME20444
OG0003464	ASTMX07673	DROME06231
OG0003465	ASTMX08614	DROME04464
OG0003466	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980	DROME16278
OG0003467	ASTMX15385	DROME06043, DROME06042
OG0003469	ASTMX02623	DROME04366, DROME04367, DROME04365
OG0003470	ASTMX20804	DROME13653
OG0003472	ASTMX00009	DROME09631, DROME09633
OG0003473	ASTMX07041	DROME00049
OG0003475	ASTMX07930	DROME02190
OG0003477	ASTMX10944	DROME12317
OG0003478	ASTMX16545	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	ASTMX08377, ASTMX19369	DROME13645
OG0003481	ASTMX12699	DROME01114
OG0003482	ASTMX06291, ASTMX01090, ASTMX09004	DROME08487
OG0003483	ASTMX02494	DROME09876, DROME09877
OG0003484	ASTMX15170, ASTMX07095	DROME18666, DROME18665
OG0003485	ASTMX12594	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	ASTMX11535	DROME12571
OG0003489	ASTMX11315	DROME01312
OG0003490	ASTMX12967	DROME13468
OG0003491	ASTMX11829, ASTMX07278	DROME11698
OG0003492	ASTMX15658, ASTMX07661	DROME17943
OG0003493	ASTMX11757	DROME09294
OG0003496	ASTMX05843	DROME03124
OG0003497	ASTMX09325, ASTMX12800	DROME08732
OG0003498	ASTMX01620	DROME13034, DROME13035
OG0003499	ASTMX00373	DROME14561
OG0003500	ASTMX12903	DROME04015, DROME00982
OG0003501	ASTMX02416	DROME13347, DROME13346, DROME13348
OG0003502	ASTMX09364	DROME19567, DROME14375
OG0003503	ASTMX17335	DROME17101, DROME17102
OG0003504	ASTMX10105, ASTMX07823, ASTMX12935	DROME06794
OG0003505	ASTMX01106	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	ASTMX03887, ASTMX17187, ASTMX15908	DROME18707
OG0003507	ASTMX03126, ASTMX03987, ASTMX02892	DROME14387, DROME14388
OG0003508	ASTMX08692, ASTMX14664	DROME15658
OG0003509	ASTMX20219	DROME21960, DROME21962, DROME21961
OG0003510	ASTMX17133	DROME19505
OG0003513	ASTMX12957, ASTMX10424, ASTMX18403	DROME08556
OG0003515	ASTMX14872, ASTMX08241	DROME21652
OG0003518	ASTMX08720	DROME08309
OG0003519	ASTMX21057	DROME06802
OG0003520	ASTMX10981	DROME21807, DROME02028
OG0003523	ASTMX06451, ASTMX09203	DROME16368
OG0003524	ASTMX00697	DROME09643, DROME09639, DROME09640
OG0003526	ASTMX04890, ASTMX21723, ASTMX08073	DROME05107
OG0003527	ASTMX09189	DROME03645
OG0003528	ASTMX09805	DROME21047, DROME06070
OG0003530	ASTMX05440, ASTMX20430	DROME12252
OG0003531	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691	DROME21993
OG0003532	ASTMX09797	DROME08605
OG0003533	ASTMX14253	DROME04480, DROME04479, DROME04481
OG0003535	ASTMX17766, ASTMX10435, ASTMX12077	DROME12323, DROME12324, DROME12325
OG0003536	ASTMX04814, ASTMX07581	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	ASTMX21966, ASTMX20518	DROME20330
OG0003539	ASTMX01615	DROME09387, DROME09386
OG0003541	ASTMX02571	DROME10049, DROME10048
OG0003543	ASTMX13907	DROME18669
OG0003544	ASTMX05764, ASTMX12377	DROME05896
OG0003545	ASTMX22856, ASTMX03639, ASTMX14841	DROME08949
OG0003547	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	ASTMX10078, ASTMX20604	DROME15072
OG0003550	ASTMX12018, ASTMX00483, ASTMX08669	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936	DROME18271, DROME18270, DROME16713
OG0003552	ASTMX04006	DROME18554, DROME18555
OG0003554	ASTMX10001, ASTMX12094	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	ASTMX21299, ASTMX01752, ASTMX13732	DROME06703, DROME06702
OG0003557	ASTMX22997	DROME19532
OG0003558	ASTMX07075, ASTMX08200, ASTMX02922	DROME06037
OG0003560	ASTMX20729	DROME18173
OG0003561	ASTMX09905, ASTMX06185	DROME10510
OG0003562	ASTMX19362, ASTMX04310, ASTMX15769	DROME12847, DROME12848
OG0003564	ASTMX16336, ASTMX09764, ASTMX04739	DROME16736
OG0003566	ASTMX09006, ASTMX21630	DROME08493, DROME08492
OG0003567	ASTMX03625	DROME20360, DROME20359
OG0003568	ASTMX14445	DROME08773
OG0003569	ASTMX15295, ASTMX02172, ASTMX13272, ASTMX09249	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	ASTMX18041	DROME14267, DROME14246
OG0003571	ASTMX18396, ASTMX02624	DROME19608
OG0003573	ASTMX17087	DROME07521
OG0003577	ASTMX14615	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003579	ASTMX18857, ASTMX05928, ASTMX10482	DROME17312
OG0003581	ASTMX08220	DROME08243, DROME08242, DROME08244, DROME08245, DROME17935, DROME17934
OG0003582	ASTMX22172, ASTMX05373	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003584	ASTMX17777, ASTMX02726, ASTMX17845, ASTMX08045, ASTMX00726	DROME18930
OG0003597	ASTMX03573	DROME16622, DROME16621
OG0003599	ASTMX16957	DROME08018
OG0003604	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337	DROME19568
OG0003610	ASTMX10810	DROME07982, DROME07983
OG0003611	ASTMX14877	DROME17638
OG0003613	ASTMX04050, ASTMX18610	DROME00856
OG0003615	ASTMX17840, ASTMX02926, ASTMX03022	DROME16618, DROME16617
OG0003617	ASTMX16719	DROME16095
OG0003618	ASTMX06136	DROME15284, DROME15283
OG0003619	ASTMX04527	DROME13589, DROME13590
OG0003620	ASTMX19184	DROME17770
OG0003621	ASTMX03711	DROME13714, DROME13715, DROME13713
OG0003623	ASTMX09071	DROME01675
OG0003624	ASTMX19218, ASTMX20395, ASTMX20396	DROME12696
OG0003626	ASTMX14928	DROME07546
OG0003629	ASTMX11708, ASTMX11707	DROME03564
OG0003630	ASTMX04467	DROME06784
OG0003632	ASTMX05268, ASTMX13688, ASTMX16659	DROME18545
OG0003634	ASTMX17751	DROME03378
OG0003635	ASTMX01147	DROME04946
OG0003638	ASTMX08095, ASTMX09482	DROME16659
OG0003641	ASTMX06736, ASTMX00519	DROME01116
OG0003642	ASTMX13241, ASTMX14005	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	ASTMX11204, ASTMX22672	DROME00616
OG0003645	ASTMX17672	DROME12178
OG0003646	ASTMX07094	DROME09249, DROME09250
OG0003647	ASTMX03340, ASTMX07786	DROME16616
OG0003649	ASTMX04920	DROME12148, DROME12149
OG0003650	ASTMX05339	DROME10934, DROME10933
OG0003655	ASTMX09913, ASTMX17372	DROME13069, DROME13070
OG0003656	ASTMX22041, ASTMX06864	DROME14867, DROME14868, DROME19174
OG0003657	ASTMX05415, ASTMX12030	DROME04619
OG0003658	ASTMX01908, ASTMX21818, ASTMX20155	DROME07032
OG0003659	ASTMX22182, ASTMX21660, ASTMX21661	DROME09855
OG0003660	ASTMX02749, ASTMX13404	DROME02231, DROME02233, DROME02232
OG0003661	ASTMX01047, ASTMX01048	DROME07051
OG0003664	ASTMX21611, ASTMX22165, ASTMX22164	DROME05104
OG0003666	ASTMX16764, ASTMX03845, ASTMX03113	DROME11426
OG0003667	ASTMX13037, ASTMX04391, ASTMX13189	DROME18793, DROME18792, DROME03291
OG0003668	ASTMX06218	DROME15022, DROME15023
OG0003669	ASTMX15273	DROME05487
OG0003671	ASTMX16457, ASTMX06659, ASTMX15213	DROME13120
OG0003672	ASTMX07690	DROME03649
OG0003676	ASTMX13350	DROME05478
OG0003677	ASTMX08647, ASTMX19744, ASTMX10207	DROME10098
OG0003678	ASTMX03163, ASTMX18968	DROME20450
OG0003679	ASTMX00166, ASTMX14038	DROME02313
OG0003680	ASTMX05302, ASTMX19340	DROME01384
OG0003681	ASTMX16563, ASTMX18250, ASTMX18137	DROME08680, DROME08681
OG0003682	ASTMX07505, ASTMX12895	DROME12564
OG0003683	ASTMX21452	DROME03935
OG0003686	ASTMX06254	DROME06762
OG0003687	ASTMX17726, ASTMX07873	DROME12601
OG0003690	ASTMX10980, ASTMX10978	DROME00439
OG0003692	ASTMX10000, ASTMX15655	DROME11124
OG0003693	ASTMX14396, ASTMX02107	DROME08115
OG0003694	ASTMX09722	DROME12215, DROME12216
OG0003695	ASTMX03315, ASTMX17201, ASTMX12439	DROME01947
OG0003696	ASTMX00614	DROME10156
OG0003697	ASTMX06569	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	ASTMX02803, ASTMX17268	DROME17520
OG0003700	ASTMX19240, ASTMX07852	DROME01181, DROME01182
OG0003701	ASTMX12710	DROME18636, DROME18637
OG0003703	ASTMX18566, ASTMX17499	DROME15370
OG0003704	ASTMX13177, ASTMX10331, ASTMX18966	DROME02181, DROME02180
OG0003708	ASTMX12297	DROME12282, DROME12281
OG0003709	ASTMX17645, ASTMX07210	DROME13668, DROME18688
OG0003710	ASTMX20149, ASTMX06151	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	ASTMX14325, ASTMX20985	DROME10970
OG0003713	ASTMX03846, ASTMX03111	DROME05410
OG0003714	ASTMX17749	DROME02517
OG0003716	ASTMX07172	DROME18657
OG0003717	ASTMX04289, ASTMX13919	DROME10046
OG0003718	ASTMX05446	DROME01297
OG0003719	ASTMX21101	DROME14563
OG0003720	ASTMX03119, ASTMX19301	DROME17484
OG0003721	ASTMX04642, ASTMX08484, ASTMX22043	DROME09052
OG0003722	ASTMX06501, ASTMX11182	DROME05995
OG0003729	ASTMX05387	DROME04356, DROME06341
OG0003729	ASTMX05386	DROME02593, DROME02592
OG0003731	ASTMX18880	DROME02907
OG0003732	ASTMX00190	DROME10070
OG0003733	ASTMX05574	DROME00230
OG0003734	ASTMX11186	DROME19430
OG0003735	ASTMX02980	DROME19631
OG0003737	ASTMX03311, ASTMX02075	DROME05769, DROME16282, DROME16607, DROME16283
OG0003738	ASTMX11368, ASTMX05001, ASTMX11367	DROME11561, DROME11562
OG0003740	ASTMX16206	DROME01620
OG0003742	ASTMX13806, ASTMX00905	DROME17331, DROME17332
OG0003743	ASTMX18803	DROME13785
OG0003744	ASTMX08863, ASTMX05359	DROME08150
OG0003746	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875	DROME01977
OG0003747	ASTMX18158	DROME00997, DROME00995, DROME00994, DROME00996
OG0003748	ASTMX14382, ASTMX00409, ASTMX06418	DROME01784
OG0003749	ASTMX08310, ASTMX01524	DROME18502, DROME18501
OG0003750	ASTMX18029	DROME15590
OG0003753	ASTMX14862	DROME12522, DROME12521, DROME12523
OG0003754	ASTMX02185, ASTMX21230	DROME08228, DROME08227
OG0003755	ASTMX14369, ASTMX22559, ASTMX14368	DROME10789, DROME20093, DROME20094
OG0003756	ASTMX13569, ASTMX10898	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	ASTMX20436, ASTMX20437	DROME11710, DROME11712, DROME11711
OG0003759	ASTMX21302, ASTMX08728, ASTMX08729	DROME06383
OG0003761	ASTMX13246, ASTMX10082	DROME14154, DROME16436
OG0003763	ASTMX20292, ASTMX20453	DROME19350
OG0003764	ASTMX16449	DROME21578
OG0003767	ASTMX00865	DROME02791
OG0003769	ASTMX09112	DROME11691, DROME11690, DROME11693, DROME11692
OG0003771	ASTMX20761, ASTMX17664	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003772	ASTMX02565	DROME12948
OG0003773	ASTMX19481, ASTMX13827	DROME05209
OG0003775	ASTMX20076	DROME10059
OG0003776	ASTMX07290, ASTMX16427, ASTMX19488	DROME09504, DROME16551
OG0003777	ASTMX15587, ASTMX19161, ASTMX01444, ASTMX00836, ASTMX16256	DROME18238, DROME18237, DROME18236
OG0003778	ASTMX10296, ASTMX01093	DROME13171
OG0003779	ASTMX20791	DROME17898
OG0003794	ASTMX22594, ASTMX13595, ASTMX15133, ASTMX07244, ASTMX00269	DROME03810, DROME03820
OG0003795	ASTMX22459, ASTMX04043	DROME10754, DROME10753, DROME10755
OG0003798	ASTMX00649, ASTMX05334	DROME12695
OG0003803	ASTMX15080, ASTMX04008	DROME02481, DROME02482
OG0003806	ASTMX21196	DROME01868
OG0003807	ASTMX03640	DROME20522, DROME05215
OG0003808	ASTMX12243	DROME08174
OG0003809	ASTMX20443, ASTMX12115	DROME04169, DROME04168
OG0003811	ASTMX11112	DROME14988, DROME14990, DROME14989
OG0003812	ASTMX22843	DROME16112, DROME15368
OG0003813	ASTMX06952, ASTMX11991	DROME10056
OG0003817	ASTMX18647	DROME00653
OG0003818	ASTMX08224	DROME11129
OG0003820	ASTMX09663	DROME07987
OG0003821	ASTMX15916, ASTMX00789	DROME04477
OG0003823	ASTMX13479, ASTMX14106, ASTMX08187, ASTMX00878	DROME12335
OG0003824	ASTMX15652	DROME17215
OG0003826	ASTMX13299	DROME12869, DROME12870, DROME12868
OG0003827	ASTMX08906, ASTMX01691	DROME06883, DROME06884
OG0003828	ASTMX09777	DROME10911
OG0003829	ASTMX16879	DROME01864
OG0003831	ASTMX01621	DROME02158
OG0003832	ASTMX16229, ASTMX15146, ASTMX00997	DROME22043
OG0003834	ASTMX13103, ASTMX02832, ASTMX21677	DROME21433
OG0003836	ASTMX03922	DROME15123
OG0003837	ASTMX22200	DROME14236, DROME08398
OG0003838	ASTMX07568, ASTMX14008	DROME00382, DROME00383
OG0003839	ASTMX03107	DROME21710
OG0003840	ASTMX21619, ASTMX10569	DROME00482
OG0003841	ASTMX15813	DROME10377, DROME10376, DROME21784
OG0003843	ASTMX11574, ASTMX03263	DROME02011
OG0003844	ASTMX18569	DROME19636, DROME19637
OG0003845	ASTMX21005	DROME21374
OG0003846	ASTMX03272, ASTMX13082	DROME14576
OG0003848	ASTMX03313, ASTMX06535, ASTMX02072	DROME19059, DROME03440, DROME21451, DROME09630
OG0003849	ASTMX06220, ASTMX00255, ASTMX13365	DROME18363, DROME18362
OG0003850	ASTMX17827	DROME19645
OG0003851	ASTMX05745, ASTMX14120	DROME07873, DROME07872, DROME07874
OG0003852	ASTMX13641	DROME08152
OG0003853	ASTMX06603	DROME00889
OG0003856	ASTMX11397	DROME18670
OG0003857	ASTMX17813	DROME21963
OG0003858	ASTMX02510	DROME12659
OG0003860	ASTMX15680, ASTMX15679, ASTMX15678	DROME03956
OG0003861	ASTMX18934	DROME13113
OG0003863	ASTMX05791, ASTMX12495	DROME16970, DROME16972, DROME16971
OG0003864	ASTMX07056	DROME16687, DROME16688
OG0003865	ASTMX14765, ASTMX05719	DROME12154, DROME12155
OG0003866	ASTMX09589	DROME15012, DROME15013
OG0003867	ASTMX14392	DROME04382
OG0003868	ASTMX14524, ASTMX02829	DROME05264, DROME05265, DROME05263
OG0003869	ASTMX17801	DROME09592
OG0003870	ASTMX22404	DROME12586, DROME12587
OG0003872	ASTMX21986	DROME05404
OG0003873	ASTMX18658, ASTMX18657, ASTMX09492	DROME21721
OG0003874	ASTMX09158	DROME06608
OG0003875	ASTMX20963, ASTMX20964	DROME19790, DROME19791
OG0003876	ASTMX14613	DROME09112
OG0003877	ASTMX18203	DROME03255, DROME03256
OG0003879	ASTMX00436, ASTMX12410	DROME15863, DROME15864
OG0003881	ASTMX17611	DROME06398
OG0003883	ASTMX18101, ASTMX04876, ASTMX10075	DROME12952, DROME12953
OG0003884	ASTMX15152, ASTMX03561	DROME16036
