Orthogroup	CAPO3	MOUSE
OG0002949	CAPO305527, CAPO304499	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156
OG0002950	CAPO302322	MOUSE03780
OG0002952	CAPO304062, CAPO304063	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616
OG0002953	CAPO305937	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031
OG0002954	CAPO303510	MOUSE27193, MOUSE01794, MOUSE01792, MOUSE01793
OG0002955	CAPO305617	MOUSE07922, MOUSE07923
OG0002957	CAPO303846	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886
OG0002959	CAPO305557	MOUSE24594, MOUSE07746
OG0002960	CAPO301301	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743, MOUSE17738, MOUSE17740, MOUSE17737
OG0002961	CAPO306313	MOUSE07635, MOUSE07634, MOUSE07633, MOUSE07636, MOUSE07637
OG0002962	CAPO302937	MOUSE06206, MOUSE06208, MOUSE06205, MOUSE06207, MOUSE15010, MOUSE15009
OG0002965	CAPO304902	MOUSE21231, MOUSE21228, MOUSE21229, MOUSE21226, MOUSE21230, MOUSE21227
OG0002968	CAPO306161	MOUSE33928, MOUSE33927
OG0002969	CAPO301408	MOUSE05356, MOUSE05355
OG0002973	CAPO301405	MOUSE11207, MOUSE11206, MOUSE11205, MOUSE11204, MOUSE14431
OG0002974	CAPO300358	MOUSE10027, MOUSE10025, MOUSE10026, MOUSE10024, MOUSE10023, MOUSE48988
OG0002976	CAPO304649	MOUSE10248, MOUSE10247, MOUSE10246
OG0002977	CAPO306762	MOUSE04693, MOUSE04694
OG0002979	CAPO300623	MOUSE53655, MOUSE16549, MOUSE16547, MOUSE16548, MOUSE16546
OG0002981	CAPO305421	MOUSE24011, MOUSE24009, MOUSE24008, MOUSE24010
OG0002982	CAPO306469	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661
OG0002983	CAPO302346	MOUSE16587, MOUSE03257, MOUSE24110, MOUSE24112, MOUSE24111
OG0002985	CAPO300589	MOUSE14988, MOUSE14989
OG0002987	CAPO306603	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554, MOUSE37181
OG0002988	CAPO300003	MOUSE01198, MOUSE01199, MOUSE01194
OG0002990	CAPO304869	MOUSE46843, MOUSE46844, MOUSE36054, MOUSE19416
OG0002991	CAPO300778	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239
OG0002992	CAPO307180	MOUSE35586, MOUSE35587, MOUSE35584, MOUSE35585, MOUSE35583, MOUSE35582, MOUSE14642, MOUSE14643
OG0002994	CAPO307303	MOUSE09296, MOUSE09297
OG0002997	CAPO307685	MOUSE33712, MOUSE33711
OG0002998	CAPO302958	MOUSE01823, MOUSE01822, MOUSE11334, MOUSE11336, MOUSE11333, MOUSE11335, MOUSE11332
OG0003001	CAPO302423	MOUSE53248, MOUSE26395, MOUSE26394, MOUSE26397, MOUSE26396
OG0003002	CAPO304848	MOUSE22651, MOUSE02560, MOUSE02559, MOUSE22650, MOUSE22649
OG0003004	CAPO304489	MOUSE18689, MOUSE42760
OG0003005	CAPO302452, CAPO300516	MOUSE18225
OG0003006	CAPO302605	MOUSE17053, MOUSE17052, MOUSE17054
OG0003010	CAPO303642	MOUSE46873, MOUSE46874
OG0003012	CAPO302272	MOUSE40624
OG0003014	CAPO304419	MOUSE12627
OG0003016	CAPO301025	MOUSE36264, MOUSE36263, MOUSE45221, MOUSE45220
OG0003017	CAPO303755	MOUSE19918, MOUSE19919
OG0003018	CAPO301697	MOUSE45408
OG0003019	CAPO302687	MOUSE35632, MOUSE35633, MOUSE35636
OG0003022	CAPO308155	MOUSE29861, MOUSE29865, MOUSE29862, MOUSE29864, MOUSE29863, MOUSE54616, MOUSE54613, MOUSE54615, MOUSE54614
OG0003024	CAPO300933	MOUSE24540, MOUSE24541, MOUSE24542, MOUSE24539
OG0003025	CAPO306077	MOUSE17101, MOUSE13361, MOUSE13360
OG0003026	CAPO304742	MOUSE06294, MOUSE06293
OG0003027	CAPO302145	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805
OG0003028	CAPO307794	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815
OG0003029	CAPO301992	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870
OG0003030	CAPO304737	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132, MOUSE50388
OG0003033	CAPO300181	MOUSE18942, MOUSE16005
OG0003034	CAPO300214, CAPO307271	MOUSE48768, MOUSE48769, MOUSE51312, MOUSE51311
OG0003037	CAPO305626	MOUSE37860, MOUSE37858, MOUSE37859
OG0003038	CAPO300861	MOUSE16424, MOUSE16423, MOUSE43256, MOUSE43255, MOUSE43254
OG0003041	CAPO306033	MOUSE13446, MOUSE13449, MOUSE13447, MOUSE13448
OG0003042	CAPO301480	MOUSE26381, MOUSE26378, MOUSE26379, MOUSE26380
OG0003043	CAPO304921	MOUSE03995, MOUSE03996, MOUSE03997
OG0003044	CAPO300082	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287
OG0003046	CAPO302851	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040
OG0003048	CAPO300169	MOUSE23205, MOUSE23204, MOUSE23201, MOUSE23203, MOUSE23202
OG0003049	CAPO300501, CAPO307086, CAPO305726	MOUSE09797, MOUSE09800, MOUSE33262, MOUSE33261, MOUSE33263
OG0003053	CAPO305034	MOUSE32705, MOUSE32711, MOUSE32708, MOUSE32709, MOUSE32710, MOUSE32706, MOUSE32707
OG0003054	CAPO305605	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595
OG0003055	CAPO307832	MOUSE33434, MOUSE33435, MOUSE48879
OG0003056	CAPO300334	MOUSE16313, MOUSE16315, MOUSE16314
OG0003058	CAPO305219	MOUSE00368, MOUSE18568, MOUSE18565, MOUSE18567, MOUSE18569, MOUSE18566, MOUSE28571, MOUSE28570
OG0003059	CAPO307928	MOUSE02981, MOUSE02982
OG0003060	CAPO300265	MOUSE48788, MOUSE48790, MOUSE31847, MOUSE01639, MOUSE48789
OG0003063	CAPO306091	MOUSE01749, MOUSE01748
OG0003064	CAPO303600	MOUSE47362, MOUSE47361
OG0003065	CAPO305486	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093
OG0003067	CAPO301062	MOUSE27933, MOUSE27934, MOUSE47968, MOUSE47967
OG0003071	CAPO303765	MOUSE54961, MOUSE54963, MOUSE54962, MOUSE54915, MOUSE54916, MOUSE55382, MOUSE55383, MOUSE55381, MOUSE40316, MOUSE43030, MOUSE40315
OG0003072	CAPO300719	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250
OG0003073	CAPO300571	MOUSE04961
OG0003074	CAPO305232	MOUSE28849, MOUSE19699, MOUSE19698, MOUSE19700
OG0003079	CAPO303732	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335
OG0003103	CAPO300058	MOUSE00299, MOUSE00298, MOUSE11387
OG0003104	CAPO300208	MOUSE25311, MOUSE24216, MOUSE24218, MOUSE24217
OG0003106	CAPO300222	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434
OG0003107	CAPO305408	MOUSE49658
OG0003108	CAPO307100	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207
OG0003110	CAPO302380	MOUSE13977
OG0003111	CAPO305398	MOUSE50456
OG0003112	CAPO305044	MOUSE00748, MOUSE00750, MOUSE00749, MOUSE00751
OG0003113	CAPO303380	MOUSE35613
OG0003114	CAPO305811	MOUSE20064, MOUSE20062, MOUSE20063
OG0003115	CAPO305328	MOUSE44908, MOUSE19778, MOUSE30249, MOUSE01478, MOUSE01477
OG0003116	CAPO304220	MOUSE30061, MOUSE30062
OG0003119	CAPO301756	MOUSE15879
OG0003120	CAPO301313	MOUSE20868
OG0003121	CAPO300078	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594
OG0003122	CAPO305152	MOUSE07438, MOUSE07437, MOUSE39148
OG0003124	CAPO307110	MOUSE37999, MOUSE37996, MOUSE37997
OG0003125	CAPO308199	MOUSE54482, MOUSE24361, MOUSE24362, MOUSE24360, MOUSE24363
OG0003126	CAPO302418	MOUSE20843, MOUSE20841
OG0003126	CAPO300577	MOUSE20842
OG0003128	CAPO300639	MOUSE04329, MOUSE04328, MOUSE20016, MOUSE20017
OG0003130	CAPO308112	MOUSE04940, MOUSE04932, MOUSE04937, MOUSE04931, MOUSE04935, MOUSE04934, MOUSE04938, MOUSE04939, MOUSE04936
OG0003131	CAPO301104	MOUSE37612, MOUSE37613
OG0003135	CAPO304970	MOUSE42794, MOUSE42796, MOUSE42793, MOUSE42795
OG0003136	CAPO303233	MOUSE43360, MOUSE43359, MOUSE43361, MOUSE43363, MOUSE43362, MOUSE27394, MOUSE18666
OG0003138	CAPO307798	MOUSE23148, MOUSE23147, MOUSE23149, MOUSE23146
OG0003141	CAPO300915	MOUSE34574, MOUSE34575, MOUSE41342
OG0003144	CAPO304802	MOUSE40351, MOUSE40349, MOUSE40350, MOUSE16285, MOUSE16284
OG0003145	CAPO301669	MOUSE37117, MOUSE37116
OG0003146	CAPO304953	MOUSE35722, MOUSE35721, MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720
OG0003147	CAPO305754	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234
OG0003149	CAPO303321	MOUSE30335, MOUSE30336
OG0003150	CAPO304553	MOUSE54076, MOUSE54075, MOUSE54077, MOUSE12618
OG0003151	CAPO302311	MOUSE29325, MOUSE29324, MOUSE28343
OG0003152	CAPO306395	MOUSE03960, MOUSE03793, MOUSE03794
OG0003153	CAPO305242	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948
OG0003154	CAPO308152	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366
OG0003157	CAPO300659	MOUSE45059, MOUSE45058, MOUSE45057
OG0003158	CAPO304754	MOUSE22347, MOUSE22346, MOUSE18939
OG0003159	CAPO307514	MOUSE48356, MOUSE48357, MOUSE41160, MOUSE41159
OG0003160	CAPO305734	MOUSE21079, MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077
OG0003161	CAPO307952, CAPO307190, CAPO305141	MOUSE07415, MOUSE07416, MOUSE07414
OG0003162	CAPO303406	MOUSE07361, MOUSE07360, MOUSE22667
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	MOUSE51326, MOUSE18466
OG0003164	CAPO302879	MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048
OG0003165	CAPO302597	MOUSE00202, MOUSE00201, MOUSE00203, MOUSE00200, MOUSE00204, MOUSE34087, MOUSE34085, MOUSE34086, MOUSE34084
OG0003166	CAPO306562	MOUSE13105
OG0003169	CAPO302137	MOUSE22116, MOUSE22114, MOUSE22115
OG0003172	CAPO306984	MOUSE30909, MOUSE30908
OG0003174	CAPO306817	MOUSE19261, MOUSE19260, MOUSE19259
OG0003175	CAPO306274	MOUSE10979, MOUSE10977, MOUSE26568, MOUSE10978, MOUSE10974, MOUSE10975
OG0003176	CAPO307890	MOUSE49577, MOUSE49578, MOUSE49579
OG0003177	CAPO305441	MOUSE35932
OG0003178	CAPO303283	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733
OG0003179	CAPO300801	MOUSE36753, MOUSE36752, MOUSE36754
OG0003181	CAPO304354	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771
OG0003182	CAPO308003	MOUSE12237
OG0003184	CAPO303123	MOUSE03418, MOUSE03417, MOUSE03416, MOUSE31545, MOUSE31544, MOUSE31546
OG0003185	CAPO301951	MOUSE45835, MOUSE45834, MOUSE42070
OG0003187	CAPO303479	MOUSE48664, MOUSE48665
OG0003189	CAPO303157	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392
OG0003190	CAPO303910	MOUSE48311, MOUSE48312, MOUSE48310
OG0003191	CAPO306279	MOUSE02537
OG0003192	CAPO301014	MOUSE22239, MOUSE22238, MOUSE53061, MOUSE53062
OG0003193	CAPO301211	MOUSE12911
OG0003196	CAPO306231	MOUSE15027, MOUSE15028
OG0003197	CAPO307855	MOUSE19126
OG0003199	CAPO305890	MOUSE54398, MOUSE36250, MOUSE54397
OG0003200	CAPO301026	MOUSE47670, MOUSE47667, MOUSE47669, MOUSE47668, MOUSE47666
OG0003202	CAPO307016	MOUSE19952, MOUSE19951, MOUSE19950, MOUSE36940, MOUSE36943, MOUSE36941
OG0003203	CAPO305085	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339
OG0003206	CAPO306250	MOUSE16900, MOUSE16898, MOUSE16899
OG0003207	CAPO301521	MOUSE52887, MOUSE52886, MOUSE35418
OG0003210	CAPO303247	MOUSE25753, MOUSE25752, MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185, MOUSE24190, MOUSE24186
OG0003211	CAPO307771	MOUSE14387, MOUSE14388, MOUSE14386
OG0003212	CAPO300076	MOUSE17337, MOUSE14391
OG0003214	CAPO305438	MOUSE14658, MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193
OG0003215	CAPO305646	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683
OG0003217	CAPO304366	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661
OG0003218	CAPO308113	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409
OG0003219	CAPO306660	MOUSE30112, MOUSE30113, MOUSE30111
OG0003220	CAPO304799	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808, MOUSE55318
OG0003221	CAPO300283	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837
OG0003223	CAPO307650	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765
OG0003225	CAPO303179	MOUSE50984
OG0003227	CAPO306597	MOUSE44731, MOUSE44729, MOUSE44733, MOUSE44728, MOUSE44730, MOUSE44727, MOUSE44732
OG0003228	CAPO305495	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183
OG0003230	CAPO301507	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721
OG0003231	CAPO301890	MOUSE29192, MOUSE29191, MOUSE29187, MOUSE29188, MOUSE29193, MOUSE29189, MOUSE29190
OG0003235	CAPO301047	MOUSE54360, MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354
OG0003238	CAPO305586	MOUSE27678
OG0003240	CAPO303081	MOUSE27675, MOUSE27674, MOUSE02424, MOUSE39000, MOUSE38999
OG0003251	CAPO307251	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985
OG0003252	CAPO305303	MOUSE07423, MOUSE07422
OG0003254	CAPO307938	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400
OG0003255	CAPO301338	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606
OG0003257	CAPO303231	MOUSE08268
OG0003263	CAPO303458	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279
OG0003264	CAPO306409	MOUSE09214, MOUSE21677, MOUSE21676
OG0003266	CAPO303168	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188
OG0003267	CAPO300914	MOUSE20876
OG0003268	CAPO301821	MOUSE13510, MOUSE13509, MOUSE13508
OG0003269	CAPO304139	MOUSE46096, MOUSE46097
OG0003272	CAPO300665	MOUSE48741, MOUSE48740
OG0003273	CAPO307851	MOUSE20128, MOUSE28052
OG0003277	CAPO306142	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058
OG0003278	CAPO306634	MOUSE24735
OG0003279	CAPO306251	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398
OG0003282	CAPO305239	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169, MOUSE19164, MOUSE19165
OG0003283	CAPO304400	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421
OG0003284	CAPO302648	MOUSE22376, MOUSE22374
OG0003287	CAPO306546	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632
OG0003288	CAPO307866	MOUSE37027, MOUSE53951
OG0003290	CAPO307662, CAPO300441	MOUSE31906, MOUSE31907, MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913
OG0003291	CAPO306657	MOUSE04595, MOUSE04594
OG0003293	CAPO300956	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485
OG0003294	CAPO303988	MOUSE36549, MOUSE36546, MOUSE36548, MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544
OG0003296	CAPO301282	MOUSE15223, MOUSE15224, MOUSE26658, MOUSE26659
OG0003297	CAPO307941	MOUSE05117, MOUSE05112, MOUSE05115, MOUSE05114
OG0003298	CAPO306456	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036
OG0003301	CAPO300201	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851
OG0003302	CAPO303848	MOUSE03287
OG0003303	CAPO304414	MOUSE24464
OG0003306	CAPO303291	MOUSE41077, MOUSE41074, MOUSE41075, MOUSE41076
OG0003309	CAPO301499	MOUSE08725, MOUSE08726, MOUSE23277
OG0003315	CAPO301649	MOUSE13402, MOUSE13403
OG0003316	CAPO300235	MOUSE19113
OG0003317	CAPO304285	MOUSE06372, MOUSE06369
OG0003318	CAPO302830	MOUSE14363, MOUSE55163
OG0003320	CAPO303640	MOUSE12779
OG0003324	CAPO308312	MOUSE51491, MOUSE51490, MOUSE51493, MOUSE51489, MOUSE51492
OG0003325	CAPO300972, CAPO304961	MOUSE11163
OG0003326	CAPO308259	MOUSE46747, MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746, MOUSE36970, MOUSE36968, MOUSE36969
OG0003329	CAPO303336, CAPO300711	MOUSE10324, MOUSE10323
OG0003331	CAPO303947	MOUSE04924, MOUSE04921, MOUSE04922, MOUSE04925
OG0003332	CAPO307894	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180
OG0003333	CAPO307836	MOUSE27043, MOUSE27042, MOUSE14353
OG0003335	CAPO302255	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406
OG0003340	CAPO305389	MOUSE34383
OG0003341	CAPO301683	MOUSE02979, MOUSE02978, MOUSE02980
OG0003345	CAPO302682	MOUSE05995
OG0003348	CAPO308059, CAPO308052	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187
OG0003349	CAPO300780	MOUSE31587, MOUSE31588, MOUSE00810
OG0003353	CAPO304897	MOUSE39281, MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279
OG0003354	CAPO300396	MOUSE05407
OG0003355	CAPO308186	MOUSE11469, MOUSE36993, MOUSE11468
OG0003356	CAPO306224	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880
OG0003357	CAPO307953	MOUSE03986, MOUSE03984, MOUSE03985
OG0003358	CAPO307281	MOUSE40734, MOUSE40733
OG0003359	CAPO303262, CAPO304527	MOUSE24592, MOUSE24591, MOUSE24590, MOUSE24589
OG0003360	CAPO301722	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903, MOUSE07905
OG0003361	CAPO301802	MOUSE27474, MOUSE27475, MOUSE46164
OG0003362	CAPO306572	MOUSE38875, MOUSE38874
OG0003364	CAPO301569	MOUSE02179, MOUSE43998, MOUSE43999
OG0003365	CAPO301538	MOUSE35390, MOUSE35391, MOUSE31045, MOUSE31044, MOUSE31047, MOUSE31046, MOUSE31042, MOUSE31043, MOUSE35392
OG0003366	CAPO302011	MOUSE18707, MOUSE18706
OG0003368	CAPO307793	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181, MOUSE21185, MOUSE21180
OG0003369	CAPO305084	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923
OG0003370	CAPO302725	MOUSE09868
OG0003373	CAPO301869	MOUSE41533
OG0003374	CAPO305683	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758
OG0003375	CAPO301633, CAPO305837	MOUSE19488
OG0003376	CAPO306560	MOUSE35876
OG0003377	CAPO301205	MOUSE27183
OG0003378	CAPO305510	MOUSE42256, MOUSE42255, MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965
OG0003379	CAPO301575	MOUSE13738, MOUSE13737, MOUSE13736, MOUSE13739
OG0003380	CAPO301115	MOUSE15298, MOUSE15297
OG0003382	CAPO302262	MOUSE02747, MOUSE30743, MOUSE30744
OG0003382	CAPO304611	MOUSE02749, MOUSE02748
OG0003383	CAPO305778	MOUSE05798, MOUSE05796, MOUSE05797, MOUSE22403, MOUSE22405, MOUSE22404
OG0003384	CAPO306617	MOUSE21104, MOUSE47803
OG0003386	CAPO300917	MOUSE41395, MOUSE41396, MOUSE41394
OG0003388	CAPO302657, CAPO304459, CAPO302957	MOUSE20874
OG0003391	CAPO301846	MOUSE08210, MOUSE08211, MOUSE08213, MOUSE08214, MOUSE08212
OG0003392	CAPO304278	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169
OG0003393	CAPO304102	MOUSE27211, MOUSE27212, MOUSE27210, MOUSE27209
OG0003419	CAPO301040	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282
OG0003421	CAPO300028	MOUSE48228, MOUSE48226, MOUSE48227
OG0003422	CAPO300121	MOUSE01858, MOUSE01856, MOUSE01855
OG0003424	CAPO307323	MOUSE46234, MOUSE46233, MOUSE46228, MOUSE46229, MOUSE46224, MOUSE46223, MOUSE46232, MOUSE46231, MOUSE46226, MOUSE46227
OG0003425	CAPO304371	MOUSE19441, MOUSE19442
OG0003426	CAPO301532	MOUSE20301, MOUSE20300
OG0003428	CAPO300586	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723
OG0003429	CAPO307638	MOUSE17278, MOUSE17279
OG0003430	CAPO305848	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838
OG0003431	CAPO308284	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917
OG0003434	CAPO303572	MOUSE53227
OG0003435	CAPO300552	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709
OG0003443	CAPO306901, CAPO306924	MOUSE00337, MOUSE07443
OG0003447	CAPO304621, CAPO305856	MOUSE39104, MOUSE39107
OG0003448	CAPO305307	MOUSE32051, MOUSE32052, MOUSE43761, MOUSE43760, MOUSE43762
OG0003449	CAPO304421	MOUSE15177
OG0003450	CAPO304313	MOUSE03860, MOUSE03859, MOUSE03861
OG0003451	CAPO302760	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027
OG0003453	CAPO304718	MOUSE37347, MOUSE37348
OG0003454	CAPO305798	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873
OG0003455	CAPO300221	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462
OG0003456	CAPO305023	MOUSE05067, MOUSE05068, MOUSE38598
OG0003457	CAPO307022	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864
OG0003458	CAPO301287	MOUSE13623, MOUSE13621, MOUSE13619
OG0003459	CAPO304210	MOUSE18751, MOUSE07439
OG0003461	CAPO304469	MOUSE17244, MOUSE17243
OG0003462	CAPO306452	MOUSE50378, MOUSE50373
OG0003464	CAPO306136	MOUSE38665, MOUSE38667, MOUSE38664, MOUSE38666
OG0003465	CAPO307530	MOUSE25414, MOUSE25415
OG0003467	CAPO306150	MOUSE13943
OG0003471	CAPO304216	MOUSE18810
OG0003475	CAPO307501	MOUSE15813
OG0003476	CAPO306987	MOUSE25016, MOUSE25013, MOUSE25015, MOUSE25014
OG0003477	CAPO308122	MOUSE21747
OG0003478	CAPO300139	MOUSE07743, MOUSE07745, MOUSE07744
OG0003479	CAPO302288	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905
OG0003480	CAPO303582	MOUSE18536, MOUSE18530, MOUSE18537, MOUSE18534, MOUSE18535, MOUSE18531, MOUSE18532, MOUSE18533
OG0003483	CAPO305509	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685
OG0003486	CAPO304249	MOUSE32199, MOUSE32197, MOUSE32198
OG0003487	CAPO300925	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692
OG0003489	CAPO305291	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011
OG0003491	CAPO304911	MOUSE22818, MOUSE12558, MOUSE12559
OG0003492	CAPO306303	MOUSE40447, MOUSE20897, MOUSE20898
OG0003493	CAPO306533	MOUSE33120, MOUSE33121, MOUSE33118, MOUSE33114, MOUSE33112
OG0003497	CAPO305660	MOUSE50976, MOUSE50975, MOUSE50974
OG0003498	CAPO306898	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294
OG0003499	CAPO301160	MOUSE43680, MOUSE43679
OG0003500	CAPO304927	MOUSE27796, MOUSE27416
OG0003501	CAPO303209	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538
OG0003502	CAPO304731, CAPO301317	MOUSE38148
OG0003502	CAPO306906	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149
OG0003503	CAPO307158	MOUSE06408, MOUSE06409
OG0003504	CAPO304351	MOUSE37889, MOUSE05933, MOUSE05932, MOUSE05931
OG0003505	CAPO305207	MOUSE49225, MOUSE49224, MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220
OG0003506	CAPO302826	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046
OG0003507	CAPO303307	MOUSE01525, MOUSE01524, MOUSE33553
OG0003508	CAPO307911	MOUSE53216, MOUSE26338
OG0003509	CAPO305689	MOUSE04147, MOUSE04148
OG0003511	CAPO307348, CAPO308352	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313
