Orthogroup	CAPO3	APOSC_ok
OG0003808	CAPO308095	APOSC_06171, APOSC_06172
OG0003809	CAPO306197	APOSC_19356
OG0003811	CAPO302863	APOSC_28788, APOSC_28789
OG0003812	CAPO300349	APOSC_18903
OG0003813	CAPO305053	APOSC_14390
OG0003818	CAPO306945	APOSC_12257
OG0003820	CAPO302724	APOSC_23379
OG0003823	CAPO305304	APOSC_21830
OG0003824	CAPO300109	APOSC_04795, APOSC_04794
OG0003826	CAPO303948	APOSC_17419
OG0003827	CAPO302156	APOSC_07833
OG0003828	CAPO304442	APOSC_14010
OG0003829	CAPO304825	APOSC_19129
OG0003831	CAPO301320	APOSC_18338, APOSC_25951, APOSC_17003
OG0003833	CAPO305448	APOSC_14015, APOSC_26614
OG0003834	CAPO307203	APOSC_25052
OG0003835	CAPO300102	APOSC_09274
OG0003836	CAPO301610	APOSC_03836
OG0003837	CAPO304430	APOSC_12128
OG0003838	CAPO304061, CAPO304064	APOSC_00842
OG0003839	CAPO300238, CAPO301543, CAPO307066	APOSC_26720
OG0003840	CAPO300299	APOSC_03583
OG0003843	CAPO301582	APOSC_17245, APOSC_07123, APOSC_07122
OG0003844	CAPO306235	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569
OG0003845	CAPO302000	APOSC_23847
OG0003846	CAPO300905	APOSC_01229
OG0003847	CAPO300400	APOSC_00975
OG0003848	CAPO305229, CAPO305228	APOSC_12433
OG0003850	CAPO306458	APOSC_06463
OG0003851	CAPO301154	APOSC_27756
OG0003852	CAPO302241	APOSC_27352
OG0003853	CAPO308238	APOSC_04073
OG0003854	CAPO306385	APOSC_14713
OG0003855	CAPO304198	APOSC_03654
OG0003856	CAPO308004	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472
OG0003857	CAPO302185	APOSC_04358
OG0003858	CAPO300728	APOSC_25588
OG0003859	CAPO306990	APOSC_10642, APOSC_21993
OG0003860	CAPO303899	APOSC_03734, APOSC_20475, APOSC_24245
OG0003861	CAPO302754	APOSC_21656
OG0003863	CAPO300200	APOSC_19667
OG0003864	CAPO300087	APOSC_02644, APOSC_02643
OG0003865	CAPO304904	APOSC_28988
OG0003866	CAPO302683	APOSC_22466
OG0003867	CAPO301767	APOSC_04424
OG0003868	CAPO306848	APOSC_27663
OG0003869	CAPO307094	APOSC_00347, APOSC_00348
OG0003870	CAPO305132	APOSC_17219
OG0003871	CAPO304658	APOSC_11807
OG0003872	CAPO300319	APOSC_02701
OG0003873	CAPO305775	APOSC_19201
OG0003875	CAPO303382	APOSC_05969
OG0003876	CAPO307728	APOSC_09137
OG0003878	CAPO308329	APOSC_09689
OG0003879	CAPO304906	APOSC_27983
OG0003881	CAPO303685	APOSC_23136
OG0003886	CAPO304109	APOSC_23174
OG0003887	CAPO307036	APOSC_03357
OG0003888	CAPO302764	APOSC_24599
OG0003890	CAPO304707	APOSC_28156
OG0003892	CAPO307708	APOSC_27794, APOSC_27793
OG0003893	CAPO300022	APOSC_23559
OG0003894	CAPO302778	APOSC_10489, APOSC_10490, APOSC_19937
OG0003897	CAPO303759	APOSC_21763
OG0003898	CAPO307893, CAPO307749, CAPO306069	APOSC_19432
OG0003899	CAPO300674	APOSC_22343
OG0003900	CAPO301714	APOSC_04165
OG0003901	CAPO301256	APOSC_21632
OG0003903	CAPO305736	APOSC_19999
OG0003904	CAPO305947	APOSC_15257
OG0003906	CAPO301369	APOSC_08587
OG0003909	CAPO301220	APOSC_27081
OG0003910	CAPO302786	APOSC_21565
OG0003911	CAPO305312	APOSC_27900, APOSC_05120
OG0003912	CAPO307896	APOSC_15763, APOSC_28939
OG0003913	CAPO306587	APOSC_05119
OG0003914	CAPO301224	APOSC_04314
OG0003915	CAPO304633	APOSC_24329, APOSC_24330
OG0003917	CAPO306797	APOSC_06187
OG0003920	CAPO301554	APOSC_10746
OG0003921	CAPO300430	APOSC_12515, APOSC_12516
OG0003922	CAPO304241	APOSC_11194, APOSC_28594
OG0003924	CAPO302790	APOSC_06886, APOSC_06885
OG0003925	CAPO301662	APOSC_07611
OG0003926	CAPO303036	APOSC_26826
OG0003927	CAPO304671	APOSC_22644
OG0003929	CAPO303872	APOSC_06476
OG0003930	CAPO301599	APOSC_13770, APOSC_13771
OG0003931	CAPO304399	APOSC_13164, APOSC_13163, APOSC_13162
OG0003932	CAPO300048, CAPO300047	APOSC_27565, APOSC_27566, APOSC_06227
OG0003936	CAPO302163	APOSC_20913, APOSC_20914
OG0003938	CAPO305166	APOSC_18586, APOSC_24798, APOSC_19288, APOSC_22355, APOSC_08270, APOSC_24799
OG0003939	CAPO303853	APOSC_20627
OG0003942	CAPO300632	APOSC_06273
OG0003944	CAPO300493	APOSC_04799, APOSC_03774, APOSC_25388, APOSC_28777
OG0003945	CAPO300812	APOSC_03054
OG0003946	CAPO303843	APOSC_04056
OG0003947	CAPO306325	APOSC_09900
OG0003950	CAPO307097	APOSC_26777, APOSC_26776
OG0003954	CAPO304758	APOSC_02411, APOSC_02412, APOSC_02413
OG0003955	CAPO304097	APOSC_20455
OG0003959	CAPO304028	APOSC_17473
OG0003961	CAPO303890	APOSC_20360, APOSC_21264, APOSC_06551, APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945
OG0003965	CAPO302867	APOSC_27311, APOSC_04938, APOSC_21685
OG0003966	CAPO301181	APOSC_04287, APOSC_04286
OG0003969	CAPO304197	APOSC_28380
OG0003971	CAPO301852	APOSC_13871, APOSC_13872
OG0003972	CAPO308018	APOSC_12719
OG0003973	CAPO307513	APOSC_26122
OG0003999	CAPO306327	APOSC_26670, APOSC_28991
OG0004000	CAPO302913	APOSC_16851, APOSC_16850
OG0004002	CAPO305544	APOSC_21265, APOSC_08853, APOSC_21266, APOSC_26495, APOSC_06566
OG0004005	CAPO302213	APOSC_22073
OG0004007	CAPO307105	APOSC_15413
OG0004009	CAPO305072	APOSC_06993
OG0004010	CAPO303524	APOSC_26377, APOSC_29079
OG0004012	CAPO308011	APOSC_16235
OG0004014	CAPO303473	APOSC_20610
OG0004015	CAPO305112	APOSC_17115, APOSC_17114
OG0004016	CAPO303609	APOSC_22784
OG0004017	CAPO308124	APOSC_19336
OG0004023	CAPO307204	APOSC_09668
OG0004027	CAPO301145	APOSC_22364, APOSC_17364
OG0004031	CAPO306218	APOSC_23905
OG0004032	CAPO300291	APOSC_10005
OG0004033	CAPO304862	APOSC_11152
OG0004035	CAPO301995	APOSC_20229
OG0004037	CAPO306482	APOSC_28831
OG0004038	CAPO307927	APOSC_01523
OG0004041	CAPO306646	APOSC_21580
OG0004042	CAPO302696	APOSC_19825
OG0004044	CAPO300275	APOSC_05770
OG0004047	CAPO304083	APOSC_21433
OG0004048	CAPO304654	APOSC_03269
OG0004050	CAPO308116	APOSC_11730
OG0004053	CAPO301919	APOSC_19964
OG0004054	CAPO308277	APOSC_22506
OG0004056	CAPO306031	APOSC_12387
OG0004058	CAPO301904	APOSC_05102
OG0004059	CAPO301877	APOSC_17749
OG0004063	CAPO300628	APOSC_25045
OG0004064	CAPO304453	APOSC_04465
OG0004065	CAPO304029	APOSC_27712
OG0004067	CAPO301812	APOSC_24467
OG0004068	CAPO301030	APOSC_03690, APOSC_21467, APOSC_17543, APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542
OG0004069	CAPO307785	APOSC_23393, APOSC_23392
OG0004070	CAPO302894	APOSC_25704
OG0004071	CAPO306388	APOSC_26899
OG0004072	CAPO305194	APOSC_16871
OG0004075	CAPO308024	APOSC_15061, APOSC_07499
OG0004076	CAPO307967	APOSC_17521
OG0004079	CAPO300687	APOSC_18093
OG0004080	CAPO305236	APOSC_26211, APOSC_26210
OG0004081	CAPO301069	APOSC_09127
OG0004082	CAPO305460	APOSC_04843
OG0004083	CAPO304047	APOSC_05092
OG0004084	CAPO300193	APOSC_14613
OG0004085	CAPO307782	APOSC_16126
OG0004090	CAPO304280	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223
OG0004091	CAPO307795	APOSC_20232, APOSC_12845
OG0004092	CAPO301516	APOSC_18299
OG0004093	CAPO303612	APOSC_16358
OG0004094	CAPO306112	APOSC_04403
OG0004095	CAPO302216	APOSC_23518, APOSC_16725
OG0004096	CAPO306070	APOSC_13674
OG0004097	CAPO300790	APOSC_02415, APOSC_15719
OG0004099	CAPO306437	APOSC_18713
OG0004100	CAPO306356	APOSC_15294
OG0004101	CAPO303749, CAPO302702	APOSC_13319
OG0004104	CAPO303684	APOSC_18419
OG0004105	CAPO308098	APOSC_20157, APOSC_20158
OG0004106	CAPO303386	APOSC_10773
OG0004108	CAPO307282	APOSC_13049, APOSC_13048
OG0004110	CAPO300855	APOSC_06208, APOSC_11200
OG0004112	CAPO304610	APOSC_07040
OG0004113	CAPO305835	APOSC_14445
OG0004114	CAPO301854	APOSC_10050
OG0004115	CAPO306386	APOSC_10833
OG0004116	CAPO303186	APOSC_01511, APOSC_01512
OG0004118	CAPO306139	APOSC_06300
OG0004119	CAPO303741	APOSC_04401, APOSC_04402
OG0004120	CAPO303757	APOSC_26476, APOSC_11774, APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568
OG0004123	CAPO304624	APOSC_21789, APOSC_21790
OG0004124	CAPO302738	APOSC_08825
OG0004125	CAPO304359	APOSC_11946
OG0004127	CAPO306895	APOSC_07047
OG0004130	CAPO307075	APOSC_15010
OG0004131	CAPO301925	APOSC_25999
OG0004133	CAPO305598	APOSC_04232
OG0004134	CAPO304433	APOSC_03000
OG0004136	CAPO307338	APOSC_21530
OG0004140	CAPO307995	APOSC_06873, APOSC_06874
OG0004142	CAPO300440	APOSC_18291, APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815
OG0004144	CAPO302917	APOSC_00660
OG0004148	CAPO301152	APOSC_15043, APOSC_15044
OG0004150	CAPO303497	APOSC_13759
OG0004151	CAPO307015	APOSC_00107
OG0004153	CAPO305022	APOSC_08022
OG0004154	CAPO308154	APOSC_22416
OG0004156	CAPO307556	APOSC_06425
OG0004158	CAPO302219	APOSC_10209
OG0004160	CAPO302118	APOSC_03754
OG0004164	CAPO306879	APOSC_18496
OG0004166	CAPO300703	APOSC_13131
OG0004167	CAPO305574	APOSC_00650
OG0004168	CAPO303881	APOSC_04235
OG0004169	CAPO302967	APOSC_25303
OG0004170	CAPO305320	APOSC_18036, APOSC_03003
OG0004171	CAPO305810	APOSC_27996, APOSC_27995
OG0004174	CAPO303644	APOSC_11600
OG0004176	CAPO304072	APOSC_27087
OG0004179	CAPO304392	APOSC_26029
OG0004181	CAPO304353	APOSC_19299
OG0004182	CAPO305817	APOSC_22372, APOSC_24923
OG0004183	CAPO301817	APOSC_23810
OG0004184	CAPO302251	APOSC_01611
OG0004186	CAPO307615	APOSC_12750
OG0004187	CAPO301572	APOSC_18178
OG0004188	CAPO308209	APOSC_19051
OG0004194	CAPO301460, CAPO301973	APOSC_21076
OG0004215	CAPO307025	APOSC_16447
OG0004216	CAPO304745	APOSC_18234, APOSC_10608
OG0004217	CAPO300553	APOSC_15366, APOSC_15365
OG0004219	CAPO302642	APOSC_25433, APOSC_25434
OG0004222	CAPO307934	APOSC_24192
OG0004223	CAPO308310	APOSC_28636, APOSC_28635
OG0004226	CAPO301388	APOSC_11744
OG0004227	CAPO302252	APOSC_07436
OG0004228	CAPO303492	APOSC_11334
OG0004230	CAPO305821	APOSC_11830
OG0004231	CAPO300312	APOSC_04324
OG0004232	CAPO301443	APOSC_20829, APOSC_20830
OG0004235	CAPO306795	APOSC_13621, APOSC_20254
OG0004236	CAPO301760	APOSC_00824, APOSC_09759
OG0004237	CAPO301645	APOSC_13691, APOSC_28010, APOSC_03637, APOSC_27458, APOSC_07666, APOSC_17201, APOSC_08707, APOSC_07559
OG0004239	CAPO304082	APOSC_00833
OG0004240	CAPO301736, CAPO306948	APOSC_01716
OG0004241	CAPO304693	APOSC_26715
OG0004243	CAPO302349	APOSC_21071
OG0004245	CAPO301120	APOSC_10499, APOSC_10498, APOSC_10497
OG0004246	CAPO307710	APOSC_02127
OG0004247	CAPO306324	APOSC_11597, APOSC_28927, APOSC_11598
OG0004248	CAPO306807	APOSC_02729
OG0004249	CAPO302316	APOSC_05383
OG0004250	CAPO305518	APOSC_22267
OG0004252	CAPO305536	APOSC_15635
OG0004254	CAPO304883	APOSC_08300
OG0004257	CAPO305171	APOSC_16172
OG0004258	CAPO301342	APOSC_15994
OG0004259	CAPO301048	APOSC_13815, APOSC_13814
OG0004261	CAPO305950	APOSC_10630
OG0004263	CAPO304844	APOSC_25349
OG0004269	CAPO308233	APOSC_26344
OG0004270	CAPO303791	APOSC_08577
OG0004271	CAPO303178	APOSC_03782
OG0004272	CAPO303743	APOSC_04474
OG0004278	CAPO303739	APOSC_20389
OG0004280	CAPO302169	APOSC_04874, APOSC_04875, APOSC_04873
OG0004282	CAPO306035	APOSC_02424, APOSC_24952, APOSC_03662, APOSC_17904, APOSC_02423
OG0004283	CAPO301216	APOSC_10311, APOSC_16308
OG0004284	CAPO303039	APOSC_01925
OG0004285	CAPO306621	APOSC_03562
OG0004286	CAPO300246	APOSC_15917
OG0004287	CAPO305534	APOSC_23356, APOSC_26057
OG0004288	CAPO302203	APOSC_01399, APOSC_07188
OG0004289	CAPO307509	APOSC_21362
OG0004291	CAPO306696	APOSC_10039
OG0004292	CAPO301407	APOSC_09946
OG0004295	CAPO300437	APOSC_09213
OG0004296	CAPO307058	APOSC_26593
OG0004297	CAPO306140	APOSC_02921
OG0004299	CAPO307863	APOSC_24511
OG0004300	CAPO308218	APOSC_16240
OG0004301	CAPO305855	APOSC_06274
OG0004302	CAPO307149	APOSC_19513
OG0004303	CAPO306261	APOSC_24805
OG0004304	CAPO307407	APOSC_08537
OG0004305	CAPO306704	APOSC_13535
OG0004307	CAPO306787	APOSC_13498
OG0004308	CAPO302385	APOSC_21945
OG0004309	CAPO304021	APOSC_21721
OG0004310	CAPO306903	APOSC_02803
OG0004312	CAPO306752	APOSC_18207
OG0004314	CAPO301283	APOSC_20468
OG0004315	CAPO307076	APOSC_13906
OG0004316	CAPO300656	APOSC_18673
OG0004319	CAPO308294	APOSC_18325
OG0004320	CAPO300174	APOSC_24488, APOSC_09036, APOSC_11220
OG0004322	CAPO307895	APOSC_26489
OG0004323	CAPO307483	APOSC_23597
OG0004324	CAPO300240	APOSC_00330
OG0004328	CAPO305261	APOSC_00739
OG0004329	CAPO302035	APOSC_22442
OG0004330	CAPO305393	APOSC_23881, APOSC_16360
OG0004331	CAPO305384	APOSC_03020
OG0004333	CAPO303439	APOSC_28574
OG0004335	CAPO302791	APOSC_08465, APOSC_08464
OG0004337	CAPO300958	APOSC_04062, APOSC_04059, APOSC_04060
OG0004338	CAPO300828	APOSC_18224, APOSC_10748, APOSC_07049, APOSC_27265, APOSC_02738, APOSC_24204, APOSC_07093
OG0004344	CAPO307152	APOSC_16644
OG0004345	CAPO306847	APOSC_22925
OG0004347	CAPO307703	APOSC_08065, APOSC_11892
OG0004348	CAPO306158	APOSC_28686, APOSC_28688, APOSC_28687
OG0004349	CAPO308184	APOSC_14515
OG0004350	CAPO300994	APOSC_22010
OG0004352	CAPO300873	APOSC_14704
OG0004353	CAPO306055, CAPO306087	APOSC_11748, APOSC_11747
OG0004354	CAPO307581	APOSC_06624
OG0004355	CAPO303478	APOSC_01153
OG0004356	CAPO300159	APOSC_15655
OG0004357	CAPO303880	APOSC_28000, APOSC_16304
OG0004358	CAPO301323	APOSC_02914
OG0004359	CAPO305703	APOSC_28538, APOSC_28537
OG0004360	CAPO301752	APOSC_08667
OG0004361	CAPO308302	APOSC_24002, APOSC_24001, APOSC_11870
OG0004363	CAPO304580	APOSC_26797, APOSC_26798
OG0004364	CAPO305213	APOSC_02494, APOSC_02495, APOSC_29028
OG0004365	CAPO305948	APOSC_18479
OG0004368	CAPO306084	APOSC_24515
OG0004369	CAPO305592	APOSC_11140, APOSC_23833
OG0004370	CAPO302143	APOSC_05468
OG0004372	CAPO304892	APOSC_15921
OG0004373	CAPO308311	APOSC_08422, APOSC_08079
OG0004374	CAPO306983	APOSC_11001, APOSC_28161
OG0004375	CAPO305927	APOSC_22061, APOSC_22062
OG0004376	CAPO303203	APOSC_03057
OG0004377	CAPO303614	APOSC_18261
OG0004378	CAPO303140	APOSC_06765
OG0004379	CAPO300162	APOSC_24408
OG0004380	CAPO307847	APOSC_24668
OG0004381	CAPO300684	APOSC_01881
OG0004382	CAPO308307	APOSC_14474, APOSC_08562, APOSC_05467
OG0004383	CAPO301688	APOSC_03307, APOSC_03308, APOSC_03306
OG0004385	CAPO306534	APOSC_06653
OG0004388	CAPO303742	APOSC_03123
OG0004389	CAPO302416	APOSC_06156, APOSC_06157, APOSC_01459
OG0004390	CAPO300046	APOSC_08698, APOSC_08696, APOSC_08697
OG0004391	CAPO305468	APOSC_28521
OG0004392	CAPO303282	APOSC_05231
OG0004394	CAPO305886	APOSC_28384, APOSC_10596
OG0004396	CAPO300955	APOSC_03257
OG0004398	CAPO307605	APOSC_17705
OG0004399	CAPO301536	APOSC_22477, APOSC_22476
OG0004400	CAPO304368, CAPO302395	APOSC_15952
OG0004401	CAPO307684	APOSC_05845
OG0004404	CAPO300907	APOSC_27079
OG0004405	CAPO302866	APOSC_14805, APOSC_14804
OG0004406	CAPO305558	APOSC_00075, APOSC_00074
OG0004412	CAPO301515	APOSC_18296, APOSC_11186
OG0004413	CAPO301518	APOSC_00838, APOSC_00839
OG0004417	CAPO302119	APOSC_07939
OG0004418	CAPO305208	APOSC_06342
OG0004421	CAPO303320	APOSC_27707
OG0004423	CAPO306935	APOSC_27132
OG0004425	CAPO302090	APOSC_27479
OG0004426	CAPO301784	APOSC_18555
OG0004428	CAPO302305	APOSC_08033, APOSC_22972, APOSC_04260, APOSC_05952, APOSC_27807, APOSC_24896, APOSC_05647, APOSC_26786, APOSC_19554, APOSC_24327
OG0004459	CAPO300459	APOSC_02057
OG0004460	CAPO307206	APOSC_11378
OG0004461	CAPO305355	APOSC_09578
OG0004462	CAPO302893	APOSC_03810
OG0004465	CAPO303487, CAPO307912	APOSC_27612, APOSC_07492
OG0004467	CAPO307496	APOSC_08131, APOSC_08130
OG0004468	CAPO307854	APOSC_04083
OG0004472	CAPO303803	APOSC_24611
OG0004474	CAPO300829	APOSC_14066
OG0004476	CAPO307856	APOSC_28912
OG0004479	CAPO303963	APOSC_27243
OG0004481	CAPO306702	APOSC_01303, APOSC_01304
OG0004483	CAPO303122	APOSC_10427
OG0004484	CAPO302152	APOSC_26538
OG0004486	CAPO307639	APOSC_10573
OG0004488	CAPO301849	APOSC_14403, APOSC_20653
OG0004489	CAPO305447	APOSC_02546
OG0004492	CAPO307196	APOSC_27181, APOSC_17941, APOSC_01115, APOSC_15415, APOSC_10060, APOSC_04007
OG0004494	CAPO306570	APOSC_17707
OG0004495	CAPO306359	APOSC_02433
OG0004496	CAPO303733	APOSC_01447
OG0004497	CAPO307202	APOSC_14596
OG0004498	CAPO305224	APOSC_15612, APOSC_17715
OG0004500	CAPO301850	APOSC_22983
OG0004501	CAPO301840	APOSC_04951, APOSC_04952
OG0004502	CAPO301779, CAPO300429	APOSC_25796
OG0004503	CAPO300332	APOSC_02535
OG0004506	CAPO305016	APOSC_05112
OG0004507	CAPO301894	APOSC_10102
OG0004508	CAPO301654	APOSC_21272
OG0004509	CAPO300500	APOSC_20036
OG0004511	CAPO303457	APOSC_18981
OG0004512	CAPO302842	APOSC_16199
OG0004513	CAPO303104	APOSC_26165, APOSC_12773, APOSC_04598, APOSC_24273, APOSC_24274, APOSC_23756
OG0004515	CAPO305182	APOSC_19569
OG0004516	CAPO306036, CAPO307859	APOSC_04046
OG0004517	CAPO305332	APOSC_24629
OG0004518	CAPO306412	APOSC_08232
OG0004519	CAPO307914	APOSC_06794
OG0004520	CAPO300090	APOSC_05663, APOSC_12029, APOSC_26902, APOSC_13178, APOSC_06894, APOSC_06893, APOSC_05580, APOSC_25046
OG0004521	CAPO306692	APOSC_13531, APOSC_13532
OG0004523	CAPO304989	APOSC_28480
OG0004525	CAPO303518	APOSC_21081
OG0004526	CAPO302498	APOSC_08516
OG0004527	CAPO302077	APOSC_19190
OG0004529	CAPO306628	APOSC_09056, APOSC_09055
OG0004530	CAPO304739	APOSC_18566
OG0004531	CAPO302345, CAPO307115	APOSC_00170
OG0004532	CAPO300005	APOSC_19189
OG0004533	CAPO306022	APOSC_11139
OG0004535	CAPO307124	APOSC_09549
OG0004537	CAPO306837	APOSC_01789, APOSC_01788, APOSC_08068, APOSC_01790
OG0004540	CAPO307351	APOSC_09272
OG0004541	CAPO307806	APOSC_14569
OG0004542	CAPO306706	APOSC_22755
OG0004544	CAPO306563	APOSC_07199
OG0004545	CAPO307212	APOSC_24266, APOSC_24267
OG0004546	CAPO306808	APOSC_19042, APOSC_00630, APOSC_22280, APOSC_16773, APOSC_02200
OG0004547	CAPO304852	APOSC_09902
OG0004548	CAPO305113	APOSC_25627, APOSC_25626
OG0004551	CAPO301498	APOSC_02915
OG0004552	CAPO301361, CAPO306759	APOSC_21731
OG0004553	CAPO302768	APOSC_12207
OG0004554	CAPO300747	APOSC_13446
OG0004555	CAPO301994	APOSC_15225
OG0004556	CAPO305616	APOSC_22315
OG0004558	CAPO307355	APOSC_19379
OG0004559	CAPO303756	APOSC_23773
OG0004561	CAPO304794	APOSC_25437, APOSC_25438, APOSC_25439
OG0004563	CAPO303030	APOSC_14680
OG0004564	CAPO301873	APOSC_25145
OG0004565	CAPO303409	APOSC_10903
OG0004569	CAPO303601	APOSC_28318, APOSC_28317
OG0004572	CAPO302719	APOSC_08630, APOSC_28774
OG0004573	CAPO305859	APOSC_22038
OG0004574	CAPO300276	APOSC_18978
OG0004577	CAPO307905	APOSC_00393
OG0004578	CAPO307713	APOSC_03074
OG0004579	CAPO308171	APOSC_17666
OG0004581	CAPO305629	APOSC_09764, APOSC_09765
OG0004582	CAPO304857	APOSC_05848
OG0004583	CAPO301319	APOSC_26146, APOSC_24465, APOSC_25925, APOSC_23947, APOSC_28222, APOSC_01294
OG0004585	CAPO307959	APOSC_08928, APOSC_08929
OG0004587	CAPO303576	APOSC_03006
OG0004588	CAPO307046	APOSC_07823, APOSC_00734
OG0004590	CAPO307910	APOSC_13381
OG0004592	CAPO307767	APOSC_05156, APOSC_05155
OG0004593	CAPO306311	APOSC_02700
OG0004595	CAPO305901	APOSC_02806
OG0004596	CAPO301763	APOSC_02821
OG0004599	CAPO306185	APOSC_16698
OG0004601	CAPO300529	APOSC_13137, APOSC_13135, APOSC_13136
OG0004602	CAPO307709	APOSC_25001
OG0004605	CAPO303013	APOSC_16868, APOSC_16867
OG0004609	CAPO305274	APOSC_13910, APOSC_18308, APOSC_13911, APOSC_14861
OG0004610	CAPO308217	APOSC_02022, APOSC_03915, APOSC_21573
OG0004611	CAPO305879, CAPO305850	APOSC_04319
OG0004612	CAPO307176	APOSC_01071, APOSC_01073
OG0004616	CAPO302661, CAPO307774	APOSC_12974, APOSC_12975
OG0004619	CAPO306976	APOSC_17300
OG0004621	CAPO301592	APOSC_27624
OG0004623	CAPO303271	APOSC_10374
OG0004626	CAPO304074	APOSC_12611
OG0004627	CAPO302578	APOSC_15400, APOSC_26283
OG0004628	CAPO300844	APOSC_06246, APOSC_06247
OG0004629	CAPO300874	APOSC_27869
OG0004630	CAPO300032	APOSC_15915
OG0004633	CAPO306431	APOSC_09565, APOSC_09566
OG0004634	CAPO306443	APOSC_28548
OG0004635	CAPO305826	APOSC_06308, APOSC_14663
OG0004638	CAPO300328	APOSC_21459, APOSC_18406, APOSC_10372, APOSC_20395, APOSC_27084
OG0004639	CAPO304960	APOSC_13364
OG0004640	CAPO305391	APOSC_23775
OG0004641	CAPO301192	APOSC_28019
OG0004642	CAPO303810	APOSC_22463
OG0004643	CAPO303111	APOSC_22738
OG0004644	CAPO308177	APOSC_28437
OG0004646	CAPO304987	APOSC_12361
OG0004648	CAPO306796	APOSC_22091, APOSC_12036, APOSC_12035, APOSC_19767, APOSC_05964
OG0004649	CAPO308035	APOSC_06462
OG0004651	CAPO307192	APOSC_27283
OG0004652	CAPO307126	APOSC_27302, APOSC_27303, APOSC_27301
OG0004654	CAPO304098	APOSC_04791, APOSC_23822, APOSC_13565, APOSC_22271, APOSC_03786, APOSC_19555
OG0004655	CAPO300932	APOSC_14379, APOSC_14378
OG0004656	CAPO306315	APOSC_26188
OG0004657	CAPO300965	APOSC_19831
OG0004658	CAPO302853	APOSC_21482, APOSC_21483
OG0004659	CAPO305571	APOSC_07030
OG0004663	CAPO307060	APOSC_26347
OG0004668	CAPO307032	APOSC_16668
OG0004669	CAPO301719	APOSC_19747
OG0004670	CAPO301141	APOSC_01653
OG0004671	CAPO303199	APOSC_26066, APOSC_26065
OG0004672	CAPO300788	APOSC_12045
OG0004673	CAPO305181	APOSC_04782
OG0004674	CAPO301298	APOSC_09218, APOSC_25614
OG0004675	CAPO300152	APOSC_16056
OG0004676	CAPO305483	APOSC_10008
OG0004678	CAPO306062	APOSC_07378
OG0004679	CAPO307020	APOSC_01980
OG0004682	CAPO302643	APOSC_07397, APOSC_07398
OG0004685	CAPO300514	APOSC_22489
OG0004687	CAPO300850	APOSC_26487
OG0004690	CAPO302294	APOSC_10397, APOSC_10398
OG0004691	CAPO301832	APOSC_22501
OG0004692	CAPO306711	APOSC_04838, APOSC_25537, APOSC_09130
OG0004694	CAPO302831	APOSC_27421
OG0004695	CAPO304127	APOSC_05727
OG0004696	CAPO303339	APOSC_26053
OG0004697	CAPO308157	APOSC_25711
OG0004699	CAPO305801	APOSC_02077
OG0004700	CAPO305394	APOSC_02967
OG0004702	CAPO306323	APOSC_27749
OG0004703	CAPO302281	APOSC_21024
OG0004704	CAPO306423, CAPO306248	APOSC_24975, APOSC_18165
OG0004707	CAPO307222	APOSC_26732
OG0004708	CAPO302589	APOSC_00517
OG0004711	CAPO307614	APOSC_01617
OG0004728	CAPO306092	APOSC_24873, APOSC_05914, APOSC_20520, APOSC_10742, APOSC_10935
OG0004732	CAPO303065	APOSC_09450
OG0004733	CAPO303723	APOSC_12459
OG0004738	CAPO307391	APOSC_26463
OG0004739	CAPO305372	APOSC_05760
OG0004740	CAPO303587	APOSC_28993
OG0004743	CAPO305537	APOSC_17648, APOSC_01602
OG0004744	CAPO307377	APOSC_02645, APOSC_24072
OG0004747	CAPO305266	APOSC_21069
OG0004748	CAPO300851	APOSC_08268, APOSC_06622
OG0004749	CAPO303738	APOSC_14536, APOSC_28362
OG0004752	CAPO300189	APOSC_15513
OG0004753	CAPO307970	APOSC_21783
OG0004756	CAPO300650	APOSC_19091
OG0004757	CAPO300079	APOSC_28719
OG0004758	CAPO307791	APOSC_12327
OG0004759	CAPO301731	APOSC_17104
OG0004760	CAPO302986	APOSC_14625
OG0004761	CAPO301372	APOSC_24459
OG0004762	CAPO306336	APOSC_04244, APOSC_01279
OG0004763	CAPO303189	APOSC_08514
OG0004764	CAPO306665	APOSC_02720
OG0004765	CAPO300145	APOSC_21254
OG0004766	CAPO300107	APOSC_22855, APOSC_00741
OG0004767	CAPO304258	APOSC_13011
OG0004768	CAPO302814	APOSC_27912
OG0004769	CAPO305909	APOSC_17402, APOSC_17401
OG0004770	CAPO306549	APOSC_02747, APOSC_02748
OG0004771	CAPO306141	APOSC_01808, APOSC_21897
OG0004774	CAPO302467	APOSC_03484
OG0004775	CAPO308292	APOSC_20383
OG0004781	CAPO302855	APOSC_16354
OG0004784	CAPO300506	APOSC_06666, APOSC_06665, APOSC_06720
OG0004785	CAPO301223	APOSC_06497, APOSC_13596, APOSC_22739
