Orthogroup	CAPO3	CAEEL
OG0002173	CAPO300163	CAEEL02072
OG0002177	CAPO303715	CAEEL16080
OG0002179	CAPO301344	CAEEL17210, CAEEL19563
OG0002182	CAPO300304	CAEEL11866
OG0002184	CAPO302808	CAEEL06428
OG0002185	CAPO306894	CAEEL01312
OG0002187	CAPO303260	CAEEL05615
OG0002188	CAPO307308	CAEEL10832
OG0002189	CAPO302919, CAPO302901	CAEEL00105, CAEEL17261, CAEEL17762, CAEEL20687
OG0002190	CAPO305794	CAEEL18099
OG0002191	CAPO306349	CAEEL00670
OG0002201	CAPO305256	CAEEL01613
OG0002202	CAPO305145	CAEEL16912, CAEEL17796
OG0002213	CAPO301692	CAEEL09259
OG0002216	CAPO308083	CAEEL09929, CAEEL09930
OG0002217	CAPO303403	CAEEL18475, CAEEL05058
OG0002222	CAPO300961	CAEEL05529
OG0002224	CAPO304952	CAEEL10158
OG0002225	CAPO301769	CAEEL15252
OG0002226	CAPO307804	CAEEL04806
OG0002227	CAPO307820, CAPO307799	CAEEL00491
OG0002228	CAPO301630, CAPO300068	CAEEL05227
OG0002229	CAPO308040	CAEEL08325
OG0002237	CAPO306506	CAEEL00004
OG0002239	CAPO301966	CAEEL05928
OG0002240	CAPO306707	CAEEL05366
OG0002241	CAPO303979	CAEEL07281
OG0002243	CAPO301335, CAPO300484	CAEEL05910, CAEEL11717
OG0002244	CAPO303840	CAEEL02764
OG0002246	CAPO301929	CAEEL00010
OG0002251	CAPO302537	CAEEL18329, CAEEL19690
OG0002252	CAPO304306	CAEEL18710
OG0002255	CAPO301475, CAPO302337	CAEEL01086
OG0002257	CAPO303721	CAEEL14323
OG0002258	CAPO302229	CAEEL10467
OG0002261	CAPO303559	CAEEL09054
OG0002263	CAPO304694	CAEEL08085
OG0002264	CAPO302668, CAPO304810	CAEEL01891
OG0002266	CAPO307392	CAEEL18931
OG0002270	CAPO302042	CAEEL01255
OG0002271	CAPO308065	CAEEL07136
OG0002272	CAPO301905	CAEEL00180, CAEEL00181
OG0002279	CAPO304874	CAEEL01783, CAEEL19214
OG0002282	CAPO300014	CAEEL05125, CAEEL05126
OG0002284	CAPO304167	CAEEL09475
OG0002287	CAPO306430	CAEEL00054
OG0002288	CAPO306855	CAEEL11923
OG0002292	CAPO308118, CAPO308288	CAEEL11264
OG0002293	CAPO302207	CAEEL01475
OG0002294	CAPO300522	CAEEL03275, CAEEL03274
OG0002297	CAPO307845	CAEEL10891, CAEEL10889, CAEEL09503
OG0002312	CAPO305339	CAEEL04818, CAEEL04817
OG0002316	CAPO302192	CAEEL01858, CAEEL01859
OG0002317	CAPO301129	CAEEL13995
OG0002318	CAPO302292	CAEEL05991
OG0002321	CAPO300390	CAEEL11607
OG0002322	CAPO300979	CAEEL12636, CAEEL12634
OG0002323	CAPO308299	CAEEL00606
OG0002324	CAPO301866	CAEEL19437, CAEEL14861
OG0002325	CAPO300458	CAEEL12660
OG0002326	CAPO302239	CAEEL19309, CAEEL19310
OG0002327	CAPO302954	CAEEL11423
OG0002330	CAPO300172	CAEEL09607
OG0002331	CAPO302246	CAEEL13492, CAEEL01768
OG0002332	CAPO300761	CAEEL07378
OG0002337	CAPO307155	CAEEL05247
OG0002340	CAPO307906	CAEEL00545, CAEEL20587, CAEEL16951, CAEEL16952
OG0002343	CAPO303889	CAEEL20506, CAEEL10734
OG0002344	CAPO307434	CAEEL07661
OG0002346	CAPO307106	CAEEL04391
OG0002348	CAPO302095	CAEEL10632, CAEEL12095
OG0002354	CAPO306383	CAEEL09038
OG0002356	CAPO305051	CAEEL17852
OG0002357	CAPO302341	CAEEL14198
OG0002358	CAPO307788	CAEEL20542
OG0002359	CAPO302128	CAEEL10259
OG0002361	CAPO304727	CAEEL16240, CAEEL14724
OG0002362	CAPO301902	CAEEL06372, CAEEL06373, CAEEL00248, CAEEL12422, CAEEL01494
OG0002363	CAPO302980	CAEEL18180
OG0002367	CAPO304316	CAEEL02851
OG0002368	CAPO301447	CAEEL06921
OG0002369	CAPO301279	CAEEL00665
OG0002370	CAPO303015	CAEEL06782
OG0002371	CAPO304426	CAEEL10782, CAEEL02897
OG0002373	CAPO306145, CAPO306206	CAEEL10724, CAEEL10847
OG0002374	CAPO302309	CAEEL14910, CAEEL00989, CAEEL03595
OG0002375	CAPO305178, CAPO300285	CAEEL09148
OG0002376	CAPO304863	CAEEL16557
OG0002377	CAPO301847	CAEEL14877
OG0002379	CAPO301214, CAPO307312	CAEEL20511
OG0002396	CAPO302410	CAEEL15127
OG0002405	CAPO308161	CAEEL09238
OG0002406	CAPO304138	CAEEL05272
OG0002407	CAPO301366	CAEEL11836
OG0002409	CAPO301533	CAEEL12380
OG0002410	CAPO305170	CAEEL06445
OG0002411	CAPO305052	CAEEL09509
OG0002413	CAPO307797	CAEEL05456
OG0002414	CAPO304631	CAEEL16542
OG0002415	CAPO305027, CAPO304905	CAEEL09540, CAEEL09394, CAEEL15033
OG0002418	CAPO303802	CAEEL04545, CAEEL11616
OG0002421	CAPO305365	CAEEL09266
OG0002422	CAPO302014	CAEEL02358, CAEEL02352, CAEEL02351, CAEEL09220
OG0002425	CAPO304491	CAEEL00712
OG0002426	CAPO303294	CAEEL07732, CAEEL19661
OG0002429	CAPO305260	CAEEL05601
OG0002433	CAPO302444	CAEEL18398
OG0002435	CAPO304613	CAEEL08752, CAEEL03173, CAEEL03175, CAEEL03162, CAEEL06698, CAEEL06699, CAEEL06886, CAEEL03174
OG0002437	CAPO303352	CAEEL11549
OG0002439	CAPO302565	CAEEL06145, CAEEL06146
OG0002441	CAPO304429	CAEEL01735
OG0002442	CAPO300535	CAEEL00999
OG0002443	CAPO301424	CAEEL11867
OG0002445	CAPO304782	CAEEL08003
OG0002448	CAPO308204	CAEEL11664
OG0002453	CAPO305834	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671
OG0002454	CAPO305157	CAEEL06870
OG0002467	CAPO302869	CAEEL00166
OG0002476	CAPO307617	CAEEL05868, CAEEL00590
OG0002486	CAPO303598	CAEEL00554
OG0002489	CAPO304231	CAEEL20456
OG0002490	CAPO307409, CAPO300849	CAEEL09795
OG0002492	CAPO305743	CAEEL07791
OG0002494	CAPO307620	CAEEL02924
OG0002495	CAPO306559	CAEEL05776
OG0002497	CAPO301629	CAEEL00487
OG0002499	CAPO308309	CAEEL02172, CAEEL11853
OG0002500	CAPO305159	CAEEL00642, CAEEL07067
OG0002502	CAPO304947	CAEEL01666, CAEEL05931
OG0002503	CAPO301024	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625
OG0002505	CAPO302692	CAEEL05922
OG0002506	CAPO301029	CAEEL00901
OG0002507	CAPO303215	CAEEL03010
OG0002509	CAPO305905, CAPO306732	CAEEL10641, CAEEL10642
OG0002510	CAPO305793	CAEEL15444
OG0002511	CAPO303146	CAEEL03054
OG0002516	CAPO307569	CAEEL07616
OG0002518	CAPO304200	CAEEL03272
OG0002519	CAPO302874	CAEEL07683
OG0002523	CAPO301008	CAEEL09506
OG0002525	CAPO300787	CAEEL20729
OG0002527	CAPO306066	CAEEL00425, CAEEL00799
OG0002528	CAPO301891	CAEEL14274
OG0002529	CAPO301231, CAPO301232	CAEEL18703, CAEEL04668
OG0002532	CAPO307264, CAPO307265	CAEEL00641
OG0002533	CAPO302353	CAEEL08550
OG0002534	CAPO302248	CAEEL08629
OG0002542	CAPO300062	CAEEL06956
OG0002543	CAPO306889, CAPO301493	CAEEL07344
OG0002548	CAPO303502	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091
OG0002555	CAPO301095	CAEEL12784
OG0002557	CAPO302757	CAEEL02904
OG0002558	CAPO301820	CAEEL00633, CAEEL18130
OG0002559	CAPO306363	CAEEL14654
OG0002561	CAPO306761	CAEEL13357
OG0002562	CAPO305283	CAEEL00489
OG0002563	CAPO307417	CAEEL08940
OG0002564	CAPO307297	CAEEL14884
OG0002565	CAPO302611	CAEEL01779, CAEEL19992
OG0002566	CAPO303827	CAEEL18146
OG0002567	CAPO304319	CAEEL10186, CAEEL10185
OG0002569	CAPO306658	CAEEL18770, CAEEL15764, CAEEL01701, CAEEL04306, CAEEL15720
OG0002570	CAPO307215	CAEEL02126
OG0002574	CAPO307488	CAEEL13992
OG0002587	CAPO300512	CAEEL02535
OG0002592	CAPO300278	CAEEL13879
OG0002594	CAPO304177	CAEEL02859
OG0002598	CAPO300566	CAEEL04239
OG0002599	CAPO303706	CAEEL09489, CAEEL05240
OG0002600	CAPO305861	CAEEL18751
OG0002601	CAPO300675	CAEEL11850, CAEEL17493, CAEEL06460
OG0002602	CAPO303637	CAEEL19298
OG0002605	CAPO303522	CAEEL06425
OG0002608	CAPO303192	CAEEL20298
OG0002609	CAPO304999	CAEEL00486
OG0002610	CAPO307043	CAEEL00976
OG0002611	CAPO302425	CAEEL00525
OG0002612	CAPO306114	CAEEL10342, CAEEL10341, CAEEL08326, CAEEL20150
OG0002617	CAPO307606	CAEEL08131
OG0002618	CAPO307902	CAEEL11865
OG0002620	CAPO300598	CAEEL18902
OG0002624	CAPO307642	CAEEL00996
OG0002630	CAPO300618	CAEEL00017
OG0002632	CAPO301605	CAEEL01456
OG0002633	CAPO301845	CAEEL13867
OG0002636	CAPO302443	CAEEL09021
OG0002638	CAPO302461	CAEEL05543
OG0002643	CAPO305403	CAEEL01960
OG0002644	CAPO300686	CAEEL00760
OG0002645	CAPO302012	CAEEL09814
OG0002646	CAPO300302	CAEEL10837
OG0002651	CAPO307502	CAEEL08032
OG0002652	CAPO305413	CAEEL15940
OG0002656	CAPO301386	CAEEL06531
OG0002659	CAPO302308	CAEEL20145, CAEEL20147, CAEEL01412
OG0002660	CAPO305892, CAPO302584, CAPO305891	CAEEL11563
OG0002661	CAPO300165	CAEEL19789
OG0002662	CAPO307949	CAEEL18190, CAEEL06204
OG0002663	CAPO308163	CAEEL19742
OG0002665	CAPO307055	CAEEL08820
OG0002666	CAPO308350	CAEEL11407
OG0002668	CAPO301754	CAEEL02604
OG0002669	CAPO301762	CAEEL09214, CAEEL09178
OG0002672	CAPO307527	CAEEL01300
OG0002677	CAPO303005	CAEEL10901
OG0002682	CAPO301064	CAEEL06028, CAEEL18330
OG0002706	CAPO306125	CAEEL01248
OG0002708	CAPO306708	CAEEL01926, CAEEL12503
OG0002710	CAPO301641	CAEEL00009
OG0002715	CAPO303783	CAEEL09830
OG0002717	CAPO307873	CAEEL10017
OG0002718	CAPO306705	CAEEL00842
OG0002720	CAPO304077	CAEEL01232
OG0002722	CAPO300697	CAEEL10808
OG0002726	CAPO303092	CAEEL11743
OG0002728	CAPO304582	CAEEL08620
OG0002732	CAPO305751	CAEEL18402
OG0002736	CAPO302364	CAEEL02362
OG0002739	CAPO303462	CAEEL18472
OG0002740	CAPO303044	CAEEL08842
OG0002743	CAPO305659	CAEEL15922, CAEEL10167
OG0002744	CAPO307532	CAEEL19735
OG0002745	CAPO302960	CAEEL19081
OG0002746	CAPO301404	CAEEL01862
OG0002747	CAPO308121	CAEEL02596
OG0002749	CAPO305516	CAEEL04068
OG0002750	CAPO305820	CAEEL15826
OG0002751	CAPO300590	CAEEL12771
OG0002752	CAPO306571	CAEEL08631
OG0002755	CAPO303504	CAEEL15531, CAEEL04452
OG0002756	CAPO302206	CAEEL15160
OG0002757	CAPO301022	CAEEL10443, CAEEL10442
OG0002758	CAPO302892, CAPO307678	CAEEL08816
OG0002760	CAPO306120	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644
OG0002763	CAPO301217	CAEEL07952
OG0002764	CAPO300451	CAEEL05636
OG0002765	CAPO307679	CAEEL02125
OG0002766	CAPO300475	CAEEL17597
OG0002767	CAPO302818	CAEEL07319
OG0002770	CAPO300723	CAEEL15397
OG0002771	CAPO307480	CAEEL08070
OG0002772	CAPO301657	CAEEL05686
OG0002773	CAPO300783	CAEEL08029
OG0002774	CAPO301900	CAEEL01682
OG0002776	CAPO300785	CAEEL10866
OG0002777	CAPO303340	CAEEL05935
OG0002779	CAPO306710	CAEEL04477, CAEEL04475
OG0002780	CAPO306806	CAEEL00693
OG0002782	CAPO301842	CAEEL13024
OG0002785	CAPO300520	CAEEL04710
OG0002787	CAPO307667	CAEEL00388
OG0002788	CAPO304831	CAEEL06416, CAEEL06417, CAEEL06418
OG0002790	CAPO302263	CAEEL07625
OG0002793	CAPO305498	CAEEL00646
OG0002799	CAPO301814	CAEEL06026
OG0002814	CAPO300792	CAEEL11682
OG0002815	CAPO305247	CAEEL00608
OG0002817	CAPO305631	CAEEL16563
OG0002818	CAPO300344	CAEEL12185
OG0002821	CAPO300805, CAPO300806	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031
OG0002824	CAPO304804	CAEEL09125
OG0002825	CAPO303958	CAEEL11091
OG0002826	CAPO305161	CAEEL14759
OG0002827	CAPO302357	CAEEL07697
OG0002828	CAPO302033	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595, CAEEL20242
OG0002833	CAPO302961	CAEEL18192
OG0002835	CAPO306542	CAEEL11751
OG0002836	CAPO301463	CAEEL06399
OG0002837	CAPO304096	CAEEL08616
OG0002839	CAPO302420	CAEEL19253, CAEEL00645
OG0002841	CAPO302293	CAEEL12135, CAEEL12134
OG0002842	CAPO300353	CAEEL06196
OG0002843	CAPO300339	CAEEL07774, CAEEL07773
OG0002844	CAPO305443	CAEEL10756
OG0002845	CAPO305717	CAEEL09656
OG0002847	CAPO307024	CAEEL06961
OG0002848	CAPO306888	CAEEL07668
OG0002850	CAPO305439	CAEEL15763
OG0002851	CAPO304239	CAEEL00708
OG0002855	CAPO304752	CAEEL00030
OG0002858	CAPO302020	CAEEL12093
OG0002860	CAPO304305	CAEEL11643
OG0002864	CAPO303007	CAEEL01656
OG0002865	CAPO302058	CAEEL01593
OG0002866	CAPO307089	CAEEL03096
OG0002868	CAPO307730	CAEEL05539
OG0002873	CAPO302439	CAEEL07574
OG0002876	CAPO302622	CAEEL10277
OG0002877	CAPO303139	CAEEL02920
OG0002883	CAPO300600	CAEEL05948
OG0002884	CAPO306804	CAEEL01828
OG0002891	CAPO305115	CAEEL04184, CAEEL01874
OG0002894	CAPO307506	CAEEL14713
OG0002895	CAPO306767, CAPO303745	CAEEL07602, CAEEL10533
OG0002896	CAPO301218	CAEEL18643
OG0002899	CAPO306014	CAEEL01046
OG0002907	CAPO303347	CAEEL01271
OG0002909	CAPO302801	CAEEL11759
OG0002910	CAPO304697	CAEEL04697
OG0002913	CAPO307505	CAEEL02893
OG0002914	CAPO304158	CAEEL18409
OG0002915	CAPO307623	CAEEL02902
OG0002916	CAPO307991	CAEEL04244
OG0002921	CAPO307445	CAEEL06148
OG0002927	CAPO307647	CAEEL01626
OG0002944	CAPO306630	CAEEL11414
OG0002947	CAPO306510	CAEEL06268
OG0002949	CAPO305527, CAPO304499	CAEEL05799
OG0002950	CAPO302322	CAEEL08362
OG0002952	CAPO304062, CAPO304063	CAEEL09036
OG0002953	CAPO305937	CAEEL11622
OG0002955	CAPO305617	CAEEL01420
OG0002957	CAPO303846	CAEEL02702
OG0002959	CAPO305557	CAEEL12413, CAEEL12412
OG0002960	CAPO301301	CAEEL01541
OG0002961	CAPO306313	CAEEL16453, CAEEL14328
OG0002962	CAPO302937	CAEEL20383
OG0002965	CAPO304902	CAEEL01992
OG0002968	CAPO306161	CAEEL01853
OG0002969	CAPO301408	CAEEL14216
OG0002973	CAPO301405	CAEEL09565
OG0002974	CAPO300358	CAEEL01320
OG0002976	CAPO304649	CAEEL02964, CAEEL01113, CAEEL02910, CAEEL00912, CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	CAPO306762	CAEEL07234, CAEEL07233
OG0002979	CAPO300623	CAEEL01344, CAEEL05089
OG0002982	CAPO306469	CAEEL01855
OG0002983	CAPO302346	CAEEL01433
OG0002985	CAPO300589	CAEEL08353
OG0002987	CAPO306603	CAEEL17800, CAEEL18018
OG0002990	CAPO304869	CAEEL08773
OG0002991	CAPO300778	CAEEL09004
OG0002992	CAPO307180	CAEEL08299
OG0003001	CAPO302423	CAEEL10876
OG0003004	CAPO304489	CAEEL15423
OG0003005	CAPO302452, CAPO300516	CAEEL16758
OG0003006	CAPO302605	CAEEL10145
OG0003012	CAPO302272	CAEEL05983
OG0003014	CAPO304419	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003016	CAPO301025	CAEEL09225
OG0003017	CAPO303755	CAEEL07049, CAEEL16441
OG0003018	CAPO301697	CAEEL08487
OG0003019	CAPO302687	CAEEL04592
OG0003022	CAPO308155	CAEEL19598
OG0003024	CAPO300933	CAEEL13204, CAEEL13203
OG0003025	CAPO306077	CAEEL08836
OG0003026	CAPO304742	CAEEL10688, CAEEL12186
OG0003027	CAPO302145	CAEEL06663
OG0003028	CAPO307794	CAEEL02985
OG0003029	CAPO301992	CAEEL01558
OG0003030	CAPO304737	CAEEL11859
OG0003033	CAPO300181	CAEEL00703
OG0003037	CAPO305626	CAEEL10736
OG0003038	CAPO300861	CAEEL20474
OG0003041	CAPO306033	CAEEL01678
OG0003042	CAPO301480	CAEEL04188
OG0003043	CAPO304921	CAEEL07390
OG0003044	CAPO300082	CAEEL07715
OG0003046	CAPO302851	CAEEL04364
OG0003049	CAPO300501, CAPO307086, CAPO305726	CAEEL04812
OG0003054	CAPO305605	CAEEL04777
OG0003055	CAPO307832	CAEEL14225
OG0003056	CAPO300334	CAEEL19070
OG0003059	CAPO307928	CAEEL09323
OG0003060	CAPO300265	CAEEL07468, CAEEL11354
OG0003063	CAPO306091	CAEEL03076
OG0003064	CAPO303600	CAEEL02598
OG0003065	CAPO305486	CAEEL18732
OG0003072	CAPO300719	CAEEL04836
OG0003073	CAPO300571	CAEEL14099
OG0003079	CAPO303732	CAEEL00217
OG0003104	CAPO300208	CAEEL07227
OG0003105	CAPO307561	CAEEL00818
OG0003106	CAPO300222	CAEEL16128
OG0003107	CAPO305408	CAEEL20421, CAEEL01359
OG0003108	CAPO307100	CAEEL04120
OG0003110	CAPO302380	CAEEL17888
OG0003111	CAPO305398	CAEEL01566
OG0003112	CAPO305044	CAEEL12136
OG0003113	CAPO303380	CAEEL16673, CAEEL01071
OG0003114	CAPO305811	CAEEL15726
OG0003115	CAPO305328	CAEEL00022
OG0003116	CAPO304220	CAEEL07734
OG0003119	CAPO301756	CAEEL16382
OG0003121	CAPO300078	CAEEL00414
OG0003124	CAPO307110	CAEEL07676
OG0003126	CAPO302418	CAEEL04789, CAEEL04979
OG0003128	CAPO300639	CAEEL04713
OG0003130	CAPO308112	CAEEL08052
OG0003131	CAPO301104	CAEEL08023
OG0003135	CAPO304970	CAEEL06639, CAEEL06638
OG0003136	CAPO303233	CAEEL10810
OG0003138	CAPO307798	CAEEL05894
OG0003141	CAPO300915	CAEEL03719, CAEEL03720
OG0003144	CAPO304802	CAEEL01625
OG0003145	CAPO301669	CAEEL05190
OG0003146	CAPO304953	CAEEL20170
OG0003147	CAPO305754	CAEEL17136, CAEEL18421
OG0003149	CAPO303321	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	CAPO304553	CAEEL11024
OG0003151	CAPO302311	CAEEL04570, CAEEL14681, CAEEL04711
OG0003152	CAPO306395	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	CAPO305242	CAEEL07561
OG0003154	CAPO308152	CAEEL15184
OG0003158	CAPO304754	CAEEL08310
OG0003160	CAPO305734	CAEEL18381, CAEEL02061
OG0003161	CAPO307952	CAEEL15582
OG0003161	CAPO307190	CAEEL20219
OG0003164	CAPO302879	CAEEL08130
OG0003169	CAPO302137	CAEEL11868
OG0003172	CAPO306984	CAEEL06299
OG0003174	CAPO306817	CAEEL11561
OG0003176	CAPO307890	CAEEL02038
OG0003177	CAPO305441	CAEEL19619
OG0003178	CAPO303283	CAEEL14891
OG0003179	CAPO300801	CAEEL12173
OG0003181	CAPO304354	CAEEL11684
OG0003182	CAPO308003	CAEEL01167
OG0003184	CAPO303123	CAEEL10967
OG0003185	CAPO301951	CAEEL04813
OG0003187	CAPO303479	CAEEL16181
OG0003189	CAPO303157	CAEEL04624
OG0003191	CAPO306279	CAEEL09839
OG0003193	CAPO301211	CAEEL17615
OG0003198	CAPO304417	CAEEL05062
OG0003199	CAPO305890	CAEEL11688
OG0003202	CAPO307016	CAEEL12123
OG0003203	CAPO305085	CAEEL08247
OG0003206	CAPO306250	CAEEL08436
OG0003207	CAPO301521	CAEEL11116
OG0003210	CAPO303247	CAEEL11876
OG0003211	CAPO307771	CAEEL09585
OG0003212	CAPO300076	CAEEL11323
OG0003214	CAPO305438	CAEEL08551
OG0003215	CAPO305646	CAEEL02895
OG0003217	CAPO304366	CAEEL06035, CAEEL06032
OG0003218	CAPO308113	CAEEL08847
OG0003219	CAPO306660	CAEEL16215
OG0003221	CAPO300283	CAEEL20740, CAEEL00629, CAEEL00088
OG0003223	CAPO307650	CAEEL00485
OG0003225	CAPO303179	CAEEL04615, CAEEL20133
OG0003227	CAPO306597	CAEEL01213
OG0003228	CAPO305495	CAEEL14683
OG0003230	CAPO301507	CAEEL06311
OG0003231	CAPO301890	CAEEL02077
OG0003235	CAPO301047	CAEEL11765
OG0003251	CAPO307251	CAEEL01743
OG0003252	CAPO305303	CAEEL19657, CAEEL14287
OG0003254	CAPO307938	CAEEL15715
OG0003255	CAPO301338	CAEEL01327
OG0003257	CAPO303231	CAEEL04888
OG0003263	CAPO303458	CAEEL12235
OG0003266	CAPO303168	CAEEL05061
OG0003267	CAPO300914	CAEEL11406
OG0003268	CAPO301821	CAEEL00711
OG0003269	CAPO304139	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003272	CAPO300665	CAEEL19188, CAEEL20088
OG0003273	CAPO307851	CAEEL08538
OG0003277	CAPO306142	CAEEL10684
OG0003279	CAPO306251	CAEEL09246
OG0003282	CAPO305239	CAEEL04466
OG0003283	CAPO304400	CAEEL10540
OG0003284	CAPO302648	CAEEL20144
OG0003287	CAPO306546	CAEEL09759
OG0003288	CAPO307866	CAEEL07836
OG0003290	CAPO307662, CAPO300441	CAEEL07995, CAEEL07996
OG0003291	CAPO306657	CAEEL07282
OG0003293	CAPO300956	CAEEL09078
OG0003294	CAPO303988	CAEEL08966, CAEEL08900
OG0003296	CAPO301282	CAEEL07972
OG0003297	CAPO307941	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	CAPO306456	CAEEL00404
OG0003300	CAPO307904	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003301	CAPO300201	CAEEL11183
OG0003302	CAPO303848	CAEEL11405
OG0003303	CAPO304414	CAEEL08080
OG0003306	CAPO303291	CAEEL11131
OG0003309	CAPO301499	CAEEL07134
OG0003316	CAPO300235	CAEEL06426
OG0003317	CAPO304285	CAEEL11191
OG0003318	CAPO302830	CAEEL00777
OG0003320	CAPO303640	CAEEL05307
OG0003323	CAPO304122	CAEEL06020, CAEEL08557, CAEEL08556
OG0003325	CAPO300972, CAPO304961	CAEEL11598
OG0003329	CAPO300711	CAEEL02070
OG0003331	CAPO303947	CAEEL07758
OG0003332	CAPO307894	CAEEL15994, CAEEL15100
OG0003333	CAPO307836	CAEEL05869
OG0003335	CAPO302255	CAEEL06219
OG0003340	CAPO305389	CAEEL19254, CAEEL05767
OG0003341	CAPO301683	CAEEL15411
OG0003348	CAPO308059, CAPO308052	CAEEL00995
OG0003349	CAPO300780	CAEEL11343
OG0003353	CAPO304897	CAEEL08536
OG0003354	CAPO300396	CAEEL07057
OG0003356	CAPO306224	CAEEL05068
OG0003357	CAPO307953	CAEEL05202
OG0003358	CAPO307281	CAEEL15398
OG0003359	CAPO303262, CAPO304527	CAEEL08412
OG0003360	CAPO301722	CAEEL09119
OG0003361	CAPO301802	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	CAPO301569	CAEEL06262, CAEEL06263
OG0003366	CAPO302011	CAEEL13316, CAEEL13290
OG0003368	CAPO307793	CAEEL04652
OG0003369	CAPO305084	CAEEL11911
OG0003370	CAPO302725	CAEEL19630, CAEEL09274
OG0003374	CAPO305683	CAEEL09698
OG0003375	CAPO301633, CAPO305837	CAEEL04860
OG0003377	CAPO301205	CAEEL19646
OG0003378	CAPO305510	CAEEL04638
OG0003380	CAPO301115	CAEEL07698, CAEEL08643
OG0003384	CAPO306617	CAEEL12353
OG0003386	CAPO300917	CAEEL04616
OG0003392	CAPO304278	CAEEL18713, CAEEL07194
OG0003419	CAPO301040	CAEEL20583, CAEEL07865
OG0003421	CAPO300028	CAEEL18393
OG0003425	CAPO304371	CAEEL12188
OG0003426	CAPO301532	CAEEL06462
OG0003429	CAPO307638	CAEEL00390
OG0003430	CAPO305848	CAEEL05290
OG0003431	CAPO308284	CAEEL20649
OG0003434	CAPO303572	CAEEL08434
OG0003435	CAPO300552	CAEEL04157
OG0003443	CAPO306901, CAPO306924	CAEEL18884
OG0003448	CAPO305307	CAEEL01220
OG0003450	CAPO304313	CAEEL06420
OG0003451	CAPO302760	CAEEL02776, CAEEL02805
OG0003453	CAPO304718	CAEEL11697
OG0003454	CAPO305798	CAEEL07771
OG0003455	CAPO300221	CAEEL01134
OG0003456	CAPO305023	CAEEL00212, CAEEL00213
OG0003457	CAPO307022	CAEEL19244
OG0003458	CAPO301287	CAEEL14113
OG0003459	CAPO304210	CAEEL16050
OG0003461	CAPO304469	CAEEL00702
OG0003462	CAPO306452	CAEEL11837
OG0003464	CAPO306136	CAEEL15673
OG0003465	CAPO307530	CAEEL00222
OG0003467	CAPO306150	CAEEL09664
OG0003471	CAPO304216	CAEEL12804
OG0003475	CAPO307501	CAEEL01731
OG0003477	CAPO308122	CAEEL02502
OG0003478	CAPO300139	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	CAPO302288	CAEEL12384
OG0003480	CAPO303582	CAEEL01792
OG0003486	CAPO304249	CAEEL04926
OG0003487	CAPO300925	CAEEL02123
OG0003489	CAPO305291	CAEEL00223
OG0003491	CAPO304911	CAEEL18627, CAEEL05479
OG0003498	CAPO306898	CAEEL16452
OG0003500	CAPO304927	CAEEL01330, CAEEL01125
OG0003501	CAPO303209	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	CAPO306906	CAEEL02400, CAEEL02281
OG0003503	CAPO307158	CAEEL04457, CAEEL04454
OG0003505	CAPO305207	CAEEL07950
OG0003506	CAPO302826	CAEEL05248
OG0003507	CAPO303307	CAEEL05679
OG0003508	CAPO307911	CAEEL17418
OG0003509	CAPO305689	CAEEL04891
OG0003511	CAPO307348, CAPO308352	CAEEL08351
OG0003515	CAPO307211	CAEEL06636
OG0003518	CAPO307641	CAEEL01719
OG0003519	CAPO307608	CAEEL07239
OG0003522	CAPO306659	CAEEL06276
OG0003523	CAPO304976	CAEEL18694
OG0003528	CAPO306484	CAEEL00365
OG0003531	CAPO300308	CAEEL15168, CAEEL18062
OG0003532	CAPO303744	CAEEL05027
OG0003538	CAPO301093	CAEEL11099
OG0003539	CAPO300449	CAEEL05895
OG0003541	CAPO300603	CAEEL01632
OG0003543	CAPO301989	CAEEL08637
OG0003544	CAPO300418	CAEEL06236, CAEEL08896
OG0003550	CAPO300137	CAEEL06728
OG0003551	CAPO308286	CAEEL05919
OG0003552	CAPO307114	CAEEL18151
OG0003554	CAPO301001	CAEEL05099
OG0003556	CAPO302339	CAEEL11919
OG0003557	CAPO306086	CAEEL18139
OG0003561	CAPO301198	CAEEL01643
OG0003562	CAPO303388	CAEEL19208, CAEEL04183
OG0003563	CAPO300808, CAPO301102	CAEEL07782
