Orthogroup	CAPO3	XENTR
OG0001604	CAPO303898	XENTR13341
OG0001605	CAPO307473	XENTR04606
OG0001609	CAPO304683	XENTR06189
OG0001609	CAPO302057	XENTR11285
OG0001610	CAPO301483	XENTR16107, XENTR10867, XENTR00221
OG0001611	CAPO305038	XENTR13532, XENTR13440, XENTR02083
OG0001612	CAPO302202	XENTR12835, XENTR11391
OG0001614	CAPO303895	XENTR03364
OG0001614	CAPO307630	XENTR09810
OG0001615	CAPO300749	XENTR04468, XENTR16398
OG0001617	CAPO302798	XENTR11229, XENTR17736, XENTR07959, XENTR13009, XENTR13010
OG0001621	CAPO302875	XENTR01806, XENTR05633
OG0001622	CAPO302121	XENTR13104, XENTR02280
OG0001634	CAPO305688	XENTR15612
OG0001634	CAPO305614	XENTR11998
OG0001638	CAPO303528	XENTR17765, XENTR01518
OG0001641	CAPO303281	XENTR14307
OG0001643	CAPO306838	XENTR18601, XENTR05703, XENTR05702, XENTR14501
OG0001644	CAPO303665	XENTR02166, XENTR06062
OG0001652	CAPO302838	XENTR13535
OG0001653	CAPO305118	XENTR11019
OG0001655	CAPO302812	XENTR03302, XENTR02328, XENTR08790, XENTR08791
OG0001657	CAPO304165, CAPO303952	XENTR00532, XENTR17851
OG0001660	CAPO305930	XENTR13183, XENTR03454, XENTR14380
OG0001661	CAPO302789	XENTR10294
OG0001661	CAPO304920	XENTR10421
OG0001663	CAPO301057	XENTR16289, XENTR18540, XENTR18541
OG0001664	CAPO303152	XENTR00344, XENTR00343, XENTR11452, XENTR14760
OG0001665	CAPO302331	XENTR01674, XENTR10394
OG0001672	CAPO301880	XENTR03686, XENTR05392, XENTR14798
OG0001673	CAPO305520	XENTR02411, XENTR14539
OG0001674	CAPO301357	XENTR05318, XENTR08311, XENTR08310, XENTR08309
OG0001675	CAPO307574	XENTR05024, XENTR15538
OG0001676	CAPO300524	XENTR08921
OG0001676	CAPO305992	XENTR08096
OG0001677	CAPO307978	XENTR06345
OG0001680	CAPO304235, CAPO304477	XENTR09484, XENTR09485
OG0001684	CAPO300563	XENTR12235, XENTR00429
OG0001685	CAPO307707	XENTR03486, XENTR03485
OG0001686	CAPO307138	XENTR10802, XENTR10341, XENTR11738, XENTR03714
OG0001687	CAPO302907	XENTR07300
OG0001688	CAPO300133	XENTR12165, XENTR12164, XENTR17332
OG0001690	CAPO304820	XENTR07789
OG0001691	CAPO307420	XENTR19286, XENTR00789, XENTR14685
OG0001699	CAPO306472, CAPO300057	XENTR01688, XENTR01687, XENTR17709
OG0001704	CAPO304434	XENTR03806, XENTR03805
OG0001706	CAPO301033	XENTR05262, XENTR06974, XENTR05263
OG0001707	CAPO303836	XENTR18222, XENTR18221, XENTR18924, XENTR04513
OG0001709	CAPO304969	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408
OG0001711	CAPO301872	XENTR06620, XENTR13096
OG0001713	CAPO302278	XENTR06081
OG0001714	CAPO306669	XENTR03907
OG0001714	CAPO300188	XENTR16567
OG0001718	CAPO301559, CAPO301838	XENTR03869
OG0001720	CAPO303957	XENTR17421, XENTR17422, XENTR01149
OG0001721	CAPO302302	XENTR13555, XENTR07868, XENTR08455
OG0001723	CAPO308089	XENTR11325, XENTR02045, XENTR09068
OG0001724	CAPO306474	XENTR07871
OG0001727	CAPO301729	XENTR02406, XENTR00200, XENTR00201
OG0001730	CAPO303469	XENTR00053, XENTR16791
OG0001732	CAPO304710	XENTR09057, XENTR03190
OG0001733	CAPO306615	XENTR07919
OG0001734	CAPO306594	XENTR17630, XENTR17863, XENTR17864, XENTR17631
OG0001735	CAPO301389	XENTR05402, XENTR16930
OG0001738	CAPO301655	XENTR14124, XENTR16771
OG0001739	CAPO304154	XENTR13668, XENTR18284
OG0001743	CAPO306128	XENTR07739
OG0001746	CAPO306662	XENTR17013, XENTR17012
OG0001750	CAPO304954	XENTR13062, XENTR03762, XENTR06525
OG0001755	CAPO300413	XENTR09873
OG0001756	CAPO301153	XENTR08856
OG0001756	CAPO306605	XENTR02230
OG0001769	CAPO300754	XENTR12819
OG0001769	CAPO306748	XENTR13309
OG0001770	CAPO304551	XENTR05192, XENTR05256, XENTR09738, XENTR01019
OG0001772	CAPO303731	XENTR14857, XENTR14769, XENTR13408
OG0001774	CAPO302411	XENTR17983, XENTR10461
OG0001775	CAPO300385, CAPO303998	XENTR08314, XENTR15724
OG0001778	CAPO303585	XENTR16949, XENTR16948
OG0001781	CAPO304059	XENTR01701
OG0001781	CAPO306335	XENTR12943
OG0001782	CAPO302329	XENTR03438
OG0001783	CAPO302497	XENTR01760, XENTR09127
OG0001787	CAPO302384	XENTR16345, XENTR10666, XENTR10665, XENTR13689
OG0001789	CAPO303597	XENTR01158, XENTR11105
OG0001792	CAPO305067	XENTR07735
OG0001792	CAPO302146	XENTR11934, XENTR11933
OG0001793	CAPO300098	XENTR10072
OG0001794	CAPO305037	XENTR10714
OG0001797	CAPO305230	XENTR07443
OG0001799	CAPO307439	XENTR03523, XENTR06340
OG0001800	CAPO302099, CAPO301494	XENTR11113, XENTR10796
OG0001801	CAPO301631	XENTR07950, XENTR17423, XENTR17424, XENTR15974, XENTR07415
OG0001802	CAPO307992	XENTR18670
OG0001804	CAPO307706	XENTR12189, XENTR00869
OG0001805	CAPO301307	XENTR07066, XENTR17499
OG0001807	CAPO305640	XENTR12261
OG0001808	CAPO300354	XENTR15385, XENTR00368
OG0001809	CAPO307543	XENTR09671, XENTR00098, XENTR00099
OG0001811	CAPO304043	XENTR06957, XENTR07229
OG0001814	CAPO305508	XENTR12256, XENTR09203
OG0001816	CAPO300431	XENTR12357, XENTR04741
OG0001818	CAPO302088	XENTR08496, XENTR08495, XENTR08497, XENTR16571
OG0001819	CAPO307172	XENTR03393, XENTR03154
OG0001820	CAPO300515	XENTR11735, XENTR11739, XENTR08919
OG0001822	CAPO301119	XENTR17740, XENTR13294, XENTR10879
OG0001825	CAPO306238	XENTR11940, XENTR09385, XENTR03315, XENTR13373, XENTR01399, XENTR12908
OG0001827	CAPO303060	XENTR06795
OG0001828	CAPO305081	XENTR16952
OG0001830	CAPO300316	XENTR04509, XENTR16727
OG0001831	CAPO306824	XENTR18275, XENTR17969
OG0001832	CAPO300612	XENTR01410
OG0001834	CAPO301512	XENTR08408, XENTR02906
OG0001849	CAPO303014	XENTR05212, XENTR05214, XENTR06882
OG0001850	CAPO301689	XENTR05476, XENTR03640
OG0001851	CAPO303828	XENTR10410
OG0001852	CAPO303604	XENTR14319, XENTR08373
OG0001857	CAPO306766	XENTR18087, XENTR13066
OG0001859	CAPO304942	XENTR03936, XENTR08444
OG0001860	CAPO306960	XENTR18593, XENTR07653, XENTR05422
OG0001861	CAPO303333	XENTR07625
OG0001861	CAPO306489	XENTR05532
OG0001864	CAPO300448	XENTR04517, XENTR13336
OG0001866	CAPO306683	XENTR00166, XENTR11409
OG0001867	CAPO302026	XENTR18858, XENTR18859, XENTR00928, XENTR18201
OG0001870	CAPO303422	XENTR05017, XENTR12751, XENTR08077, XENTR08078
OG0001871	CAPO300664	XENTR04383, XENTR14454, XENTR14455
OG0001873	CAPO305494	XENTR11870
OG0001875	CAPO303129	XENTR05396
OG0001875	CAPO300770	XENTR05593
OG0001877	CAPO305419	XENTR12095, XENTR17619, XENTR15404
OG0001878	CAPO300594	XENTR04362, XENTR12083, XENTR10903, XENTR05516
OG0001879	CAPO302675	XENTR12513
OG0001882	CAPO302587	XENTR06860, XENTR06863, XENTR05412
OG0001883	CAPO304395	XENTR04807, XENTR13720
OG0001886	CAPO301013	XENTR06797, XENTR15392
OG0001888	CAPO307373	XENTR17512, XENTR15191
OG0001894	CAPO300859, CAPO305070, CAPO302912, CAPO302464, CAPO305462	XENTR15449, XENTR08653
OG0001895	CAPO300178	XENTR16129
OG0001898	CAPO303887	XENTR15118, XENTR03836
OG0001900	CAPO306468, CAPO308362	XENTR02100
OG0001901	CAPO302174	XENTR03557, XENTR18345
OG0001903	CAPO301651	XENTR07494
OG0001913	CAPO308270	XENTR06742, XENTR01451
OG0001914	CAPO308187	XENTR06764
OG0001915	CAPO305922	XENTR06298
OG0001916	CAPO304398	XENTR10953, XENTR12336
OG0001917	CAPO303937	XENTR00340, XENTR11451, XENTR14754, XENTR10651
OG0001919	CAPO300799	XENTR09434
OG0001923	CAPO300364	XENTR13216, XENTR11935
OG0001926	CAPO308203	XENTR00430
OG0001927	CAPO303832	XENTR08972, XENTR04644, XENTR09519
OG0001928	CAPO303627	XENTR07469
OG0001930	CAPO301567	XENTR01448, XENTR05304, XENTR05873
OG0001932	CAPO304653	XENTR09901, XENTR15132
OG0001935	CAPO301339	XENTR00153, XENTR08647
OG0001937	CAPO301986	XENTR17859
OG0001939	CAPO304703	XENTR02477, XENTR10993
OG0001940	CAPO307447	XENTR14019
OG0001941	CAPO303660	XENTR10384, XENTR17146
OG0001943	CAPO304272	XENTR10899, XENTR02451
OG0001945	CAPO302125, CAPO302413	XENTR03955, XENTR07870
OG0001947	CAPO306182	XENTR07021, XENTR02357
OG0001948	CAPO307548	XENTR14766, XENTR08991, XENTR16041, XENTR06626
OG0001949	CAPO303945	XENTR01148, XENTR11100
OG0001951	CAPO305792	XENTR07227, XENTR16258
OG0001953	CAPO306993	XENTR09118, XENTR10393
OG0001956	CAPO302405	XENTR05066, XENTR08133
OG0001957	CAPO307027	XENTR11349, XENTR12903, XENTR01129
OG0001961	CAPO301591	XENTR01355, XENTR01247
OG0001963	CAPO304559	XENTR17226, XENTR11249, XENTR07153
OG0001964	CAPO306144	XENTR10264
OG0001965	CAPO305377	XENTR17416
OG0001966	CAPO308069	XENTR15870, XENTR04015
OG0001968	CAPO303436	XENTR14913, XENTR16410
OG0001969	CAPO301897	XENTR08255, XENTR15375
OG0001972	CAPO302726	XENTR12033
OG0001985	CAPO307425	XENTR06332, XENTR03530
OG0001988	CAPO301454	XENTR11854
OG0001989	CAPO303699	XENTR14006, XENTR12273
OG0001992	CAPO301694	XENTR05527, XENTR15316
OG0001994	CAPO307422	XENTR10934, XENTR08885
OG0001998	CAPO304168	XENTR16338, XENTR14682
OG0001999	CAPO303159	XENTR00961, XENTR10154
OG0002000	CAPO305912	XENTR12364, XENTR05813
OG0002001	CAPO301730, CAPO305766	XENTR12894
OG0002003	CAPO306645	XENTR14361, XENTR02394
OG0002004	CAPO305661, CAPO300359	XENTR18683
OG0002006	CAPO302881	XENTR12258, XENTR12259
OG0002007	CAPO301764	XENTR04883, XENTR07287
OG0002009	CAPO305521	XENTR15588
OG0002009	CAPO304107	XENTR12337, XENTR12338
OG0002010	CAPO303286	XENTR15176, XENTR05624, XENTR07385
OG0002011	CAPO305222	XENTR15809, XENTR12417
OG0002014	CAPO305309	XENTR02871, XENTR11303
OG0002015	CAPO304377	XENTR07357, XENTR03893
OG0002016	CAPO300736, CAPO303360	XENTR08295, XENTR04258
OG0002019	CAPO303943, CAPO301189	XENTR02945, XENTR17282
OG0002020	CAPO301809, CAPO306607	XENTR01912, XENTR15447, XENTR08657
OG0002024	CAPO300776	XENTR09931, XENTR16485
OG0002025	CAPO301502	XENTR01824
OG0002026	CAPO307889, CAPO306582	XENTR08832
OG0002027	CAPO307021	XENTR09267, XENTR07230, XENTR00276
OG0002029	CAPO303181	XENTR18899
OG0002030	CAPO303987	XENTR00366, XENTR13208, XENTR16901, XENTR04720
OG0002031	CAPO300135	XENTR15929, XENTR15928, XENTR08011
OG0002032	CAPO304689	XENTR02603
OG0002034	CAPO306318	XENTR12642, XENTR04597, XENTR02935
OG0002043	CAPO306649	XENTR04074, XENTR04633
OG0002061	CAPO307339	XENTR09573, XENTR13579, XENTR12690
OG0002062	CAPO301382	XENTR10057, XENTR05037
OG0002066	CAPO300576	XENTR13591, XENTR16110, XENTR12403
OG0002067	CAPO302721	XENTR11063
OG0002068	CAPO303650	XENTR08494
OG0002069	CAPO306402	XENTR13071, XENTR02513, XENTR02512, XENTR13070
OG0002073	CAPO302333	XENTR13381, XENTR08969, XENTR17145, XENTR07900
OG0002074	CAPO304152	XENTR16013
OG0002076	CAPO303117	XENTR05229, XENTR17066
OG0002078	CAPO302217	XENTR16673, XENTR07358
OG0002080	CAPO307474, CAPO307552	XENTR01136, XENTR01135, XENTR13342
OG0002081	CAPO300584	XENTR00902, XENTR00903
OG0002084	CAPO300150	XENTR12442, XENTR12443, XENTR11320
OG0002087	CAPO306536	XENTR06831
OG0002093	CAPO304254	XENTR02553
OG0002094	CAPO303399	XENTR07026, XENTR07025
OG0002097	CAPO302111	XENTR04416, XENTR03687
OG0002099	CAPO306675	XENTR02496
OG0002101	CAPO307803	XENTR04299
OG0002103	CAPO305235	XENTR15401, XENTR15782
OG0002106	CAPO300071	XENTR03305
OG0002108	CAPO303834	XENTR13048, XENTR07710
OG0002122	CAPO300191	XENTR13182, XENTR09071
OG0002129	CAPO305068	XENTR08464, XENTR00664, XENTR13829
OG0002130	CAPO301943	XENTR07603
OG0002131	CAPO302159	XENTR05730, XENTR05731, XENTR18308, XENTR17313
OG0002135	CAPO300616, CAPO300802	XENTR08449, XENTR18195, XENTR01218
OG0002136	CAPO300292	XENTR08714, XENTR05562, XENTR09538
OG0002137	CAPO306593	XENTR04141, XENTR04140, XENTR03111
OG0002138	CAPO304101	XENTR08958
OG0002140	CAPO300489	XENTR07463, XENTR14702
OG0002141	CAPO300491	XENTR00916, XENTR11777
OG0002144	CAPO308205	XENTR18301, XENTR10292
OG0002145	CAPO305963	XENTR06603
OG0002146	CAPO303694	XENTR12879, XENTR02800
OG0002147	CAPO307247	XENTR00295
OG0002148	CAPO301311	XENTR13087, XENTR09100
OG0002150	CAPO305991	XENTR06771, XENTR01454
OG0002151	CAPO300513	XENTR01675
OG0002152	CAPO305214	XENTR06605
OG0002156	CAPO307789	XENTR04891
OG0002158	CAPO300426	XENTR02132
OG0002159	CAPO301618	XENTR12686
OG0002160	CAPO306354	XENTR18209
OG0002165	CAPO306860	XENTR12790
OG0002166	CAPO300536	XENTR10313, XENTR06523
OG0002168	CAPO305846	XENTR05025, XENTR15448
OG0002169	CAPO305188, CAPO305186	XENTR11319, XENTR12444
OG0002170	CAPO306065	XENTR00543, XENTR13652
OG0002171	CAPO300657	XENTR02510, XENTR15921
OG0002172	CAPO300117	XENTR04445, XENTR05333
OG0002173	CAPO300163	XENTR02932, XENTR05324
OG0002177	CAPO303715	XENTR11672, XENTR05111, XENTR02389
OG0002178	CAPO300762	XENTR15594
OG0002179	CAPO301344	XENTR17544
OG0002182	CAPO300304	XENTR05974, XENTR01224
OG0002184	CAPO302808	XENTR05819, XENTR11457
OG0002185	CAPO306894	XENTR06645, XENTR00451
OG0002187	CAPO303260	XENTR16423
OG0002188	CAPO307308	XENTR01062
OG0002189	CAPO302919, CAPO302901	XENTR00331
OG0002190	CAPO305794	XENTR06037, XENTR01498, XENTR01499
OG0002191	CAPO306349	XENTR01870, XENTR03789
OG0002193	CAPO307827, CAPO303661	XENTR00017
OG0002194	CAPO306073	XENTR00805, XENTR00806, XENTR00804, XENTR18712, XENTR18437
OG0002199	CAPO306236, CAPO308165	XENTR10148, XENTR10728
OG0002201	CAPO305256	XENTR09884
OG0002202	CAPO305145	XENTR07620
OG0002216	CAPO308083	XENTR02859
OG0002217	CAPO303403	XENTR09078
OG0002219	CAPO301953	XENTR18224
OG0002222	CAPO300961	XENTR03278
OG0002224	CAPO304952	XENTR04276, XENTR01944
OG0002225	CAPO301769	XENTR14771
OG0002226	CAPO307804	XENTR06512, XENTR03995
OG0002227	CAPO307820, CAPO307799	XENTR18535
OG0002228	CAPO301630, CAPO300068	XENTR07401, XENTR11182
OG0002229	CAPO308040	XENTR00831
OG0002235	CAPO303035	XENTR18072, XENTR18071, XENTR02194
OG0002237	CAPO306506	XENTR05472, XENTR06971, XENTR14618
OG0002239	CAPO303809	XENTR17177
OG0002239	CAPO301966	XENTR09309, XENTR17015
OG0002240	CAPO306707	XENTR09016
OG0002241	CAPO303979	XENTR15534, XENTR00886
OG0002243	CAPO301335, CAPO300484	XENTR03644, XENTR06468
OG0002244	CAPO303840	XENTR05927
OG0002245	CAPO302737	XENTR06908
OG0002246	CAPO301929	XENTR09317, XENTR11437, XENTR08637
OG0002251	CAPO302537	XENTR13199, XENTR02220
OG0002252	CAPO304306	XENTR07010, XENTR09805, XENTR07309
OG0002255	CAPO301475, CAPO302337	XENTR05622, XENTR07271, XENTR02965
OG0002257	CAPO303721	XENTR11360, XENTR03831
OG0002258	CAPO302229	XENTR11554
OG0002261	CAPO303559	XENTR12712, XENTR18200, XENTR12711
OG0002263	CAPO304694	XENTR11327
OG0002264	CAPO304810	XENTR11031, XENTR12994
OG0002266	CAPO307392	XENTR10523, XENTR10524, XENTR01757
OG0002270	CAPO302042	XENTR01124, XENTR13158, XENTR01343
OG0002272	CAPO301905	XENTR02511
OG0002279	CAPO304874	XENTR17502, XENTR08016
OG0002282	CAPO300014	XENTR06507, XENTR15597, XENTR15596
OG0002284	CAPO304167	XENTR09193, XENTR00069
OG0002285	CAPO305012	XENTR01924, XENTR01925
OG0002287	CAPO306430	XENTR13326, XENTR15096
OG0002288	CAPO306855	XENTR12739, XENTR07532
OG0002292	CAPO308118, CAPO308288	XENTR10569
OG0002292	CAPO301471	XENTR11818
OG0002293	CAPO302207	XENTR04957, XENTR12754
OG0002294	CAPO300522	XENTR05741, XENTR12369
OG0002296	CAPO307746	XENTR12455, XENTR10334
OG0002297	CAPO307845	XENTR00024, XENTR00025, XENTR00023
OG0002312	CAPO305339	XENTR02000, XENTR06437, XENTR06436
OG0002316	CAPO302192	XENTR13680, XENTR13681, XENTR04956
OG0002317	CAPO301129	XENTR08993, XENTR11973
OG0002318	CAPO302292	XENTR14796
OG0002321	CAPO300390	XENTR17990
OG0002322	CAPO300979	XENTR15485, XENTR07398
OG0002323	CAPO308299	XENTR18240, XENTR18241
OG0002324	CAPO301866	XENTR11808
OG0002325	CAPO300458	XENTR08080
OG0002326	CAPO302239	XENTR11657, XENTR05110
OG0002327	CAPO302954	XENTR06367, XENTR18257
OG0002330	CAPO300172	XENTR00853, XENTR16723
OG0002331	CAPO302246	XENTR02956, XENTR08347
OG0002332	CAPO300761	XENTR04333, XENTR06466
OG0002337	CAPO307155	XENTR12506, XENTR04056
OG0002340	CAPO307906	XENTR07803, XENTR13604
OG0002343	CAPO303889	XENTR09466, XENTR17455, XENTR10712
OG0002344	CAPO307434	XENTR01511, XENTR10309
OG0002345	CAPO304277	XENTR16495, XENTR04466
OG0002346	CAPO307106	XENTR16322
OG0002348	CAPO302095	XENTR03865
OG0002354	CAPO306383	XENTR07671
OG0002356	CAPO305051	XENTR11801, XENTR14127
OG0002357	CAPO302341	XENTR15504, XENTR14393
OG0002358	CAPO307788	XENTR15985
OG0002359	CAPO302128	XENTR14398
OG0002361	CAPO304727	XENTR00595, XENTR12105
OG0002362	CAPO301902	XENTR06985, XENTR01436, XENTR11944
OG0002363	CAPO302980	XENTR01831, XENTR13726
OG0002364	CAPO306488	XENTR00498
OG0002367	CAPO304316	XENTR04737
OG0002368	CAPO301447	XENTR03040, XENTR01632
OG0002369	CAPO301279	XENTR08498
OG0002370	CAPO303015	XENTR11205
OG0002371	CAPO304426	XENTR13442, XENTR02101, XENTR08507
OG0002372	CAPO303540	XENTR18264
OG0002373	CAPO306145	XENTR07192, XENTR18177
OG0002373	CAPO306206	XENTR07193
OG0002374	CAPO302309	XENTR17796, XENTR09958
OG0002375	CAPO305178, CAPO300285	XENTR03186
OG0002376	CAPO304863	XENTR03067
OG0002377	CAPO301847	XENTR08904, XENTR03045
OG0002379	CAPO301214	XENTR09370, XENTR18063
OG0002383	CAPO302731	XENTR15253, XENTR17463, XENTR17464, XENTR18732
OG0002384	CAPO305065	XENTR19273, XENTR06855, XENTR06854
OG0002396	CAPO302410	XENTR06625, XENTR12782
OG0002398	CAPO306938	XENTR05249, XENTR10576, XENTR05514
OG0002405	CAPO308161	XENTR14459, XENTR14636, XENTR00692
OG0002406	CAPO304138	XENTR13694, XENTR16471
OG0002407	CAPO301366	XENTR16253, XENTR18256
OG0002409	CAPO301533	XENTR17207, XENTR00759, XENTR02804
OG0002410	CAPO305170	XENTR18986
OG0002411	CAPO305052	XENTR10283, XENTR09696
OG0002413	CAPO307797	XENTR12213
OG0002414	CAPO304631	XENTR04525, XENTR13332
OG0002415	CAPO304905	XENTR18259
OG0002418	CAPO303802	XENTR13921, XENTR13922, XENTR08069, XENTR15285
OG0002421	CAPO305365	XENTR11863
OG0002422	CAPO302014	XENTR12603
OG0002425	CAPO304491	XENTR17926, XENTR18312
OG0002426	CAPO303294	XENTR00967, XENTR05682, XENTR04791
OG0002429	CAPO305260	XENTR05949, XENTR18057, XENTR02469
OG0002433	CAPO302444	XENTR13711
OG0002435	CAPO304613	XENTR04305
OG0002436	CAPO307054	XENTR00885, XENTR03664
OG0002437	CAPO303352	XENTR06859, XENTR03646, XENTR12985, XENTR00540, XENTR07070, XENTR06175
OG0002439	CAPO302565	XENTR00776, XENTR00775, XENTR12812
OG0002441	CAPO304429	XENTR05912
OG0002442	CAPO300535	XENTR16535, XENTR16802
OG0002443	CAPO301424	XENTR00383
OG0002445	CAPO304782	XENTR03182
OG0002448	CAPO308204	XENTR17600
OG0002453	CAPO305834	XENTR10071
OG0002454	CAPO305157	XENTR10315, XENTR04033
OG0002466	CAPO305593	XENTR03928, XENTR03839, XENTR03842, XENTR02392
OG0002467	CAPO302869	XENTR11901, XENTR00224, XENTR12141
OG0002476	CAPO307617	XENTR00493
OG0002484	CAPO305360	XENTR06740
OG0002486	CAPO303598	XENTR12613
OG0002489	CAPO304231	XENTR14912, XENTR08038
OG0002490	CAPO307409, CAPO300849	XENTR06810, XENTR02883
OG0002492	CAPO305743	XENTR09648
OG0002494	CAPO307620	XENTR02970, XENTR04622
OG0002495	CAPO306559	XENTR01127
OG0002496	CAPO300997	XENTR18038, XENTR07307
OG0002497	CAPO301629	XENTR12266, XENTR01749
OG0002499	CAPO308309	XENTR14604, XENTR11611
OG0002500	CAPO305159	XENTR19041, XENTR19042
OG0002501	CAPO305150	XENTR13311
OG0002503	CAPO301024	XENTR09737
OG0002505	CAPO302692	XENTR00934
OG0002506	CAPO301029	XENTR11712, XENTR05544
OG0002507	CAPO303215	XENTR04668, XENTR13282, XENTR15339
OG0002509	CAPO305905, CAPO306732	XENTR15346
OG0002510	CAPO305793	XENTR13486
OG0002511	CAPO303146	XENTR03365, XENTR03366, XENTR08403
OG0002516	CAPO307569	XENTR02644
OG0002518	CAPO304200	XENTR16754, XENTR16755
OG0002519	CAPO302874	XENTR06434, XENTR00894, XENTR00893
OG0002523	CAPO301008	XENTR18468, XENTR15973, XENTR15750
OG0002525	CAPO300787	XENTR04134, XENTR16248
OG0002526	CAPO303145	XENTR18843
OG0002527	CAPO306066	XENTR09927, XENTR16099
OG0002528	CAPO301891	XENTR13773
OG0002529	CAPO301231, CAPO301232	XENTR03254
OG0002531	CAPO304673	XENTR07496, XENTR09048
OG0002532	CAPO307265	XENTR07408, XENTR07406, XENTR07407
OG0002533	CAPO302353	XENTR06540, XENTR01165
OG0002534	CAPO302248	XENTR10061, XENTR19266
OG0002539	CAPO305908	XENTR09865
OG0002542	CAPO300062	XENTR02923, XENTR13960, XENTR03763
OG0002543	CAPO306889, CAPO301493	XENTR00842
OG0002548	CAPO303502	XENTR11978
OG0002555	CAPO301095	XENTR03864, XENTR07510
OG0002556	CAPO306661	XENTR03700
OG0002557	CAPO302757	XENTR15925, XENTR17200, XENTR15926
OG0002558	CAPO301820	XENTR00183, XENTR15308
OG0002559	CAPO306363	XENTR08983, XENTR07448
OG0002561	CAPO306761	XENTR10163
OG0002562	CAPO305283	XENTR04290, XENTR11943
OG0002563	CAPO307417	XENTR05935, XENTR03654, XENTR17265
OG0002564	CAPO307297	XENTR18727
OG0002565	CAPO302611	XENTR13021
OG0002566	CAPO303827	XENTR07442
OG0002567	CAPO304319	XENTR08378
OG0002569	CAPO306658	XENTR14337
OG0002570	CAPO307215	XENTR02508
OG0002574	CAPO307488	XENTR11279
OG0002578	CAPO301504	XENTR14991, XENTR14992, XENTR14990, XENTR14993, XENTR14994, XENTR16428, XENTR16427, XENTR16426, XENTR16429, XENTR18940, XENTR09934
OG0002587	CAPO300512	XENTR02962, XENTR08363
OG0002589	CAPO302447	XENTR15300
OG0002592	CAPO300278	XENTR01914
OG0002594	CAPO304177	XENTR03750, XENTR15912, XENTR15914, XENTR15913
OG0002598	CAPO300566	XENTR00361, XENTR00360, XENTR06999
OG0002599	CAPO303706	XENTR14546
OG0002600	CAPO305861	XENTR14793
OG0002601	CAPO300675	XENTR09945, XENTR10108
OG0002602	CAPO303637	XENTR13735, XENTR16270
OG0002605	CAPO303522	XENTR04671
OG0002608	CAPO303192	XENTR13670
OG0002609	CAPO304999	XENTR06747, XENTR08636, XENTR08635
OG0002610	CAPO307043	XENTR00520, XENTR17304
OG0002611	CAPO302425	XENTR06282, XENTR03811
OG0002617	CAPO307606	XENTR07545, XENTR07546
OG0002618	CAPO307902	XENTR10256
OG0002620	CAPO300598	XENTR13161, XENTR13162, XENTR01313
OG0002621	CAPO305708, CAPO305709, CAPO305858	XENTR11785
OG0002624	CAPO307642	XENTR17532
OG0002630	CAPO300618	XENTR09334
OG0002631	CAPO302228	XENTR10776, XENTR10774, XENTR10777
OG0002632	CAPO301605	XENTR12124, XENTR17685
OG0002633	CAPO301845	XENTR04116, XENTR10955
OG0002634	CAPO303763	XENTR02674
OG0002636	CAPO302443	XENTR11187, XENTR11186
OG0002642	CAPO302887	XENTR06919, XENTR01959
OG0002643	CAPO305403	XENTR01733
OG0002644	CAPO300686	XENTR03973, XENTR14388
OG0002645	CAPO302012	XENTR13167
OG0002646	CAPO300302	XENTR16009
OG0002651	CAPO307502	XENTR07624
OG0002652	CAPO305413	XENTR03749, XENTR10217
OG0002656	CAPO301386	XENTR16931
OG0002657	CAPO301921	XENTR02298, XENTR05233
OG0002659	CAPO302308	XENTR05178
OG0002661	CAPO300165	XENTR04465, XENTR17775
OG0002662	CAPO307949	XENTR11336, XENTR13715, XENTR04816
OG0002663	CAPO308163	XENTR05765, XENTR09893
OG0002665	CAPO307055	XENTR10300, XENTR15988
OG0002666	CAPO308350	XENTR12989
OG0002668	CAPO301754	XENTR05961, XENTR10409
OG0002669	CAPO301762	XENTR12334
OG0002672	CAPO307527	XENTR18644
OG0002677	CAPO303005	XENTR09797
OG0002682	CAPO300171	XENTR03178, XENTR03177, XENTR01090
OG0002705	CAPO303959	XENTR15379, XENTR04743
OG0002706	CAPO306125	XENTR01378, XENTR01376, XENTR01375
OG0002708	CAPO306708	XENTR05903
OG0002710	CAPO301641	XENTR15727, XENTR10069
OG0002713	CAPO306909	XENTR14279
OG0002715	CAPO303783	XENTR06007
OG0002716	CAPO302306	XENTR00957
OG0002717	CAPO307873	XENTR07538, XENTR14170
OG0002718	CAPO306705	XENTR12920, XENTR12921, XENTR14481
OG0002720	CAPO304077	XENTR02479
OG0002722	CAPO300697	XENTR03855
OG0002726	CAPO303092	XENTR04881, XENTR07286
OG0002728	CAPO304582	XENTR13307, XENTR13308
OG0002730	CAPO300185	XENTR01267, XENTR01266, XENTR12536
OG0002731	CAPO304916	XENTR09306
OG0002732	CAPO305751	XENTR09571, XENTR11093
OG0002736	CAPO302364	XENTR10767, XENTR10766
OG0002739	CAPO303462	XENTR05504
OG0002740	CAPO303044	XENTR12910, XENTR11462
OG0002741	CAPO305001	XENTR08119, XENTR00571, XENTR09682
OG0002743	CAPO305659	XENTR03347, XENTR05375
OG0002744	CAPO307532	XENTR09928, XENTR07749
OG0002745	CAPO302960	XENTR09799, XENTR09800
OG0002746	CAPO301404	XENTR12491
