Orthogroup	CAPO3	YEAST
OG0004351	CAPO307239	YEAST04167
OG0004353	CAPO306055, CAPO306087	YEAST05143
OG0004356	CAPO300159	YEAST02877
OG0004357	CAPO303880	YEAST02304
OG0004358	CAPO301323	YEAST01304
OG0004359	CAPO305703	YEAST01873
OG0004364	CAPO305213	YEAST00647
OG0004366	CAPO307988, CAPO307987	YEAST01097
OG0004369	CAPO305592	YEAST04013
OG0004370	CAPO302143	YEAST02378
OG0004374	CAPO306983	YEAST00556
OG0004377	CAPO303614	YEAST05181
OG0004378	CAPO303140	YEAST03291
OG0004379	CAPO300162	YEAST02180, YEAST04152
OG0004380	CAPO307847	YEAST04825
OG0004382	CAPO308307	YEAST03218
OG0004394	CAPO305886	YEAST00619
OG0004396	CAPO300955	YEAST01668
OG0004398	CAPO306029	YEAST02217, YEAST00962
OG0004400	CAPO304368, CAPO302395	YEAST03238, YEAST03731
OG0004401	CAPO307684	YEAST04219
OG0004402	CAPO301470	YEAST03617
OG0004404	CAPO300907	YEAST00833, YEAST00883
OG0004417	CAPO302119	YEAST03358
OG0004425	CAPO302090	YEAST04958
OG0004426	CAPO301784, CAPO307715	YEAST01028
OG0004460	CAPO307206	YEAST06162
OG0004462	CAPO302893	YEAST03397
OG0004468	CAPO307854	YEAST04439
OG0004472	CAPO303803	YEAST06199
OG0004479	CAPO303963	YEAST00474
OG0004484	CAPO302152	YEAST01989
OG0004486	CAPO307639	YEAST00968
OG0004489	CAPO305447	YEAST03700
OG0004492	CAPO307196	YEAST05415, YEAST01368
OG0004494	CAPO306570	YEAST03738
OG0004495	CAPO306359	YEAST00946
OG0004498	CAPO305224	YEAST02716
OG0004500	CAPO301850	YEAST04651
OG0004503	CAPO300332	YEAST02385
OG0004506	CAPO305016	YEAST06061
OG0004507	CAPO301894	YEAST04994
OG0004512	CAPO302842	YEAST01510
OG0004513	CAPO303104	YEAST04235
OG0004515	CAPO305182	YEAST05737
OG0004519	CAPO307914	YEAST01596
OG0004520	CAPO300090	YEAST06001, YEAST05696
OG0004525	CAPO303518	YEAST03937
OG0004526	CAPO302498	YEAST02603
OG0004529	CAPO306628	YEAST03981
OG0004535	CAPO307124	YEAST02221
OG0004541	CAPO307806	YEAST02645, YEAST03788, YEAST04781
OG0004542	CAPO306706	YEAST04816, YEAST04623
OG0004545	CAPO307212	YEAST02071
OG0004546	CAPO306808	YEAST04485
OG0004551	CAPO301498	YEAST00426
OG0004554	CAPO300747	YEAST04172
OG0004559	CAPO303756	YEAST04428
OG0004563	CAPO303030	YEAST04325
OG0004566	CAPO302081	YEAST02192
OG0004571	CAPO305226, CAPO300305, CAPO300903	YEAST02127
OG0004573	CAPO302070, CAPO305859	YEAST00677
OG0004577	CAPO307905	YEAST02283
OG0004579	CAPO308171	YEAST00134
OG0004581	CAPO305629	YEAST03583, YEAST04618
OG0004582	CAPO304857	YEAST04377
OG0004583	CAPO301319	YEAST05833
OG0004584	CAPO307051	YEAST03457
OG0004585	CAPO307959	YEAST01153
OG0004590	CAPO307910	YEAST03622, YEAST00886
OG0004593	CAPO306311	YEAST01231
OG0004609	CAPO305274	YEAST05326
OG0004610	CAPO308217	YEAST04487, YEAST01427
OG0004611	CAPO305879, CAPO305850	YEAST04613
OG0004612	CAPO307176	YEAST02359
OG0004616	CAPO302661, CAPO307774	YEAST00250, YEAST02830
OG0004619	CAPO306976	YEAST03531
OG0004621	CAPO301592	YEAST00178
OG0004623	CAPO303271	YEAST04421
OG0004626	CAPO304074	YEAST00427
OG0004630	CAPO300032	YEAST01322, YEAST02951
OG0004633	CAPO306431	YEAST03510
OG0004634	CAPO306443	YEAST00262, YEAST00249
OG0004635	CAPO305826	YEAST02703
OG0004639	CAPO304960	YEAST02924
OG0004642	CAPO303810	YEAST01912, YEAST03591
OG0004648	CAPO306796	YEAST04721, YEAST05892
OG0004649	CAPO308035	YEAST02284
OG0004651	CAPO307192	YEAST01146
OG0004654	CAPO304098	YEAST00988
OG0004655	CAPO300932	YEAST01640
OG0004656	CAPO306315	YEAST04281
OG0004657	CAPO300965	YEAST00473
OG0004658	CAPO302853	YEAST04140
OG0004659	CAPO305571	YEAST02251
OG0004660	CAPO302190, CAPO304191	YEAST06221, YEAST00721
OG0004663	CAPO307060	YEAST01161
OG0004664	CAPO304024	YEAST05162
OG0004668	CAPO307032	YEAST01610
OG0004669	CAPO301719	YEAST00949
OG0004670	CAPO301141	YEAST03416
OG0004671	CAPO303199	YEAST02606
OG0004674	CAPO301298	YEAST05448
OG0004675	CAPO300152	YEAST05072, YEAST02983
OG0004676	CAPO302564, CAPO302347	YEAST00869, YEAST00871
OG0004676	CAPO305483	YEAST05785, YEAST00056, YEAST02694
OG0004678	CAPO306062	YEAST02777, YEAST04846
OG0004682	CAPO302643	YEAST02876
OG0004685	CAPO300514	YEAST04200
OG0004687	CAPO300850	YEAST00982
OG0004691	CAPO301832	YEAST00819
OG0004699	CAPO305801	YEAST05453
OG0004702	CAPO301451, CAPO306323	YEAST03387
OG0004703	CAPO302281	YEAST00841
OG0004708	CAPO302589	YEAST04540
OG0004711	CAPO307614	YEAST03281
OG0004728	CAPO306092	YEAST04662, YEAST00882
OG0004733	CAPO303723	YEAST06337
OG0004739	CAPO305372	YEAST01817
OG0004740	CAPO303587	YEAST04029
OG0004743	CAPO305537	YEAST04299
OG0004747	CAPO305266	YEAST01134
OG0004748	CAPO300851	YEAST03942
OG0004749	CAPO303738	YEAST05904
OG0004753	CAPO307970	YEAST04746
OG0004755	CAPO304664	YEAST03690
OG0004756	CAPO300650	YEAST03704
OG0004759	CAPO301731	YEAST02912
OG0004760	CAPO302986	YEAST01847
OG0004764	CAPO306665	YEAST04443, YEAST04345
OG0004765	CAPO300145	YEAST02487
OG0004766	CAPO300107	YEAST01053
OG0004767	CAPO304258	YEAST03559
OG0004768	CAPO302814	YEAST02666
OG0004769	CAPO305909	YEAST06228
OG0004770	CAPO306549	YEAST03432
OG0004774	CAPO302467	YEAST06062
OG0004785	CAPO301223	YEAST04153
OG0004786	CAPO306813	YEAST01015
OG0004787	CAPO300677	YEAST02164
OG0004792	CAPO304121, CAPO301355	YEAST02299
OG0004795	CAPO306522	YEAST02163
OG0004797	CAPO308248	YEAST00371
OG0004805	CAPO301148	YEAST03570
OG0004808	CAPO300921	YEAST02354
OG0004811	CAPO304670	YEAST01683
OG0004814	CAPO305193	YEAST05710
OG0004816	CAPO306093	YEAST04664
OG0004819	CAPO303489	YEAST00279
OG0004820	CAPO301474	YEAST05404
OG0004822	CAPO303272	YEAST03199
OG0004833	CAPO307386, CAPO307385	YEAST01309
OG0004836	CAPO300476	YEAST00658
OG0004840	CAPO301303	YEAST01399
OG0004841	CAPO301073	YEAST01375
OG0004842	CAPO307208	YEAST05083
OG0004843	CAPO302296	YEAST03163
OG0004844	CAPO308225	YEAST01571
OG0004848	CAPO305802	YEAST02387
OG0004849	CAPO302897	YEAST06335
OG0004850	CAPO302165	YEAST05082, YEAST02977
OG0004851	CAPO304052	YEAST02907
OG0004852	CAPO305241	YEAST00825
OG0004854	CAPO307677	YEAST00889, YEAST04304
OG0004855	CAPO307136	YEAST03252
OG0004856	CAPO307877	YEAST05973
OG0004858	CAPO306514	YEAST04268
OG0004863	CAPO300215	YEAST00862
OG0004864	CAPO306175	YEAST00264
OG0004874	CAPO302314	YEAST04564
OG0004875	CAPO305599	YEAST02491
OG0004879	CAPO304570	YEAST01311
OG0004880	CAPO307520	YEAST06046
OG0004881	CAPO301856	YEAST00141
OG0004886	CAPO304598	YEAST05077
OG0004887	CAPO303252	YEAST05734
OG0004893	CAPO305797	YEAST04667
OG0004896	CAPO301146, CAPO308332	YEAST06193
OG0004897	CAPO300624	YEAST03127, YEAST00642
OG0004898	CAPO300846	YEAST01269
OG0004902	CAPO305853	YEAST00933
OG0004903	CAPO304775	YEAST03539
OG0004906	CAPO303480	YEAST02770
OG0004911	CAPO305750	YEAST04765
OG0004913	CAPO306717	YEAST01636
OG0004914	CAPO301519	YEAST03369
OG0004917	CAPO303374	YEAST00244
OG0004922	CAPO306550	YEAST03302
OG0004924	CAPO304606	YEAST03555, YEAST03277
OG0004928	CAPO304691	YEAST00311
OG0004932	CAPO306081, CAPO305804	YEAST04654
OG0004935	CAPO302835	YEAST02167
OG0004940	CAPO305630	YEAST05107, YEAST05559
OG0004947	CAPO307579	YEAST05164
OG0004948	CAPO305331	YEAST02275
OG0004949	CAPO304026	YEAST04201
OG0004952	CAPO301776	YEAST02477
OG0004954	CAPO303229	YEAST06058
OG0004962	CAPO301438, CAPO307178	YEAST04400
OG0004963	CAPO303805	YEAST04940
OG0004964	CAPO302916	YEAST04104
OG0004968	CAPO307145	YEAST03489
OG0004969	CAPO306497, CAPO303678	YEAST02591
OG0004970	CAPO303748	YEAST04414
OG0004971	CAPO302327	YEAST05364
OG0004972	CAPO304289	YEAST03511
OG0004976	CAPO304478	YEAST05983
OG0004977	CAPO304350	YEAST06017
OG0004979	CAPO303118	YEAST06027
OG0004980	CAPO300807	YEAST05221
OG0004981	CAPO306326	YEAST03914, YEAST04639
OG0004982	CAPO301351	YEAST03625
OG0004985	CAPO304816	YEAST03498
OG0004988	CAPO305623	YEAST05990
OG0004989	CAPO300323	YEAST04576
OG0004990	CAPO305712	YEAST04419
OG0004992	CAPO301159	YEAST05627
OG0004997	CAPO300456	YEAST01342
OG0005002	CAPO305114	YEAST05414
OG0005003	CAPO303837	YEAST02467, YEAST00216
OG0005006	CAPO301015	YEAST06096
OG0005007	CAPO300658	YEAST03893
OG0005014	CAPO307825	YEAST02538
OG0005015	CAPO300946	YEAST01649, YEAST01932
OG0005038	CAPO301658	YEAST02861
OG0005040	CAPO300876	YEAST04778
OG0005047	CAPO305932	YEAST01837
OG0005053	CAPO302547	YEAST00680
OG0005055	CAPO308273	YEAST02159
OG0005059	CAPO300063	YEAST03737
OG0005067	CAPO302289	YEAST06051
OG0005069	CAPO300204	YEAST03130
OG0005073	CAPO305547	YEAST00873
OG0005076	CAPO302885	YEAST04563
OG0005081	CAPO307065	YEAST03124
OG0005083	CAPO302388	YEAST00678, YEAST05235
OG0005084	CAPO307421, CAPO301121	YEAST03782
OG0005086	CAPO302959	YEAST00205
OG0005088	CAPO307772	YEAST05769, YEAST03125
OG0005089	CAPO303888	YEAST04644
OG0005090	CAPO303909	YEAST00338
OG0005091	CAPO305179	YEAST05089
OG0005093	CAPO303716	YEAST01810
OG0005095	CAPO301660	YEAST04437
OG0005096	CAPO301964	YEAST00667
OG0005097	CAPO304365	YEAST05071
OG0005099	CAPO305916	YEAST01396
OG0005100	CAPO306219	YEAST02389
OG0005104	CAPO303053	YEAST05248
OG0005106	CAPO301403	YEAST06065, YEAST00421
OG0005107	CAPO304194	YEAST06099
OG0005109	CAPO301209	YEAST05204, YEAST00612
OG0005111	CAPO302727	YEAST06212, YEAST04032
OG0005114	CAPO305096	YEAST02131
OG0005121	CAPO301715	YEAST02052
OG0005124	CAPO305507	YEAST04099
OG0005130	CAPO305368	YEAST03863
OG0005139	CAPO302205	YEAST04015
OG0005142	CAPO304715	YEAST03890
OG0005143	CAPO304926	YEAST00443
OG0005144	CAPO306416	YEAST04065
OG0005146	CAPO303659	YEAST02971
OG0005149	CAPO302171	YEAST03025, YEAST02738
OG0005151	CAPO302626	YEAST03382
OG0005152	CAPO307737	YEAST00847
OG0005157	CAPO301711	YEAST02981
OG0005160	CAPO300741	YEAST06113
OG0005164	CAPO307846	YEAST06283
OG0005167	CAPO303298	YEAST03924
OG0005168	CAPO306745	YEAST06272
OG0005169	CAPO303904, CAPO303886	YEAST00459
OG0005175	CAPO305645	YEAST05445
OG0005176	CAPO300767	YEAST05501
OG0005178	CAPO300199	YEAST04497
OG0005179	CAPO306190	YEAST05659
OG0005183	CAPO304256	YEAST05308
OG0005184	CAPO307619	YEAST00492
OG0005187	CAPO300108	YEAST05234
OG0005188	CAPO307366, CAPO308331	YEAST01554
OG0005191	CAPO301264	YEAST00993
OG0005192	CAPO302320	YEAST05720
OG0005194	CAPO306243	YEAST04086
OG0005196	CAPO306636	YEAST01388
OG0005200	CAPO307301	YEAST01016
OG0005201	CAPO300421	YEAST00082
OG0005203	CAPO304416	YEAST02207
OG0005205	CAPO302576	YEAST01046
OG0005208	CAPO303001	YEAST01429
OG0005212	CAPO300331	YEAST06147
OG0005220	CAPO305962, CAPO306192	YEAST04357
OG0005221	CAPO306723	YEAST03209
OG0005222	CAPO305567	YEAST05518
OG0005224	CAPO300521	YEAST06324
OG0005225	CAPO302563, CAPO301901	YEAST05094
OG0005227	CAPO300666	YEAST05529
OG0005228	CAPO300902	YEAST05916
OG0005229	CAPO300950	YEAST04766
OG0005231	CAPO307526	YEAST02681
OG0005233	CAPO307259	YEAST00564
OG0005237	CAPO300405	YEAST05398
OG0005238	CAPO307942	YEAST00351
OG0005239	CAPO305851	YEAST04499
OG0005240	CAPO302162	YEAST03058
OG0005241	CAPO302848	YEAST03917
OG0005241	CAPO300177, CAPO304647	YEAST00343
OG0005244	CAPO301413	YEAST06021
OG0005247	CAPO305218	YEAST06314
OG0005249	CAPO306769	YEAST03446
OG0005251	CAPO306449	YEAST00934
OG0005254	CAPO304356	YEAST00814
OG0005259	CAPO303873	YEAST04276
OG0005261	CAPO305240	YEAST01831
OG0005262	CAPO301884	YEAST05458
OG0005264	CAPO302695, CAPO300033	YEAST03506
OG0005267	CAPO300315	YEAST03513
OG0005269	CAPO303868	YEAST03314
OG0005273	CAPO302742	YEAST04916
OG0005275	CAPO301557	YEAST03695
OG0005277	CAPO302973, CAPO308033	YEAST04186
OG0005279	CAPO304182	YEAST05219
OG0005280	CAPO306635	YEAST00305
OG0005285	CAPO302006	YEAST03115
OG0005289	CAPO304679	YEAST03438
OG0005292	CAPO300881	YEAST01718
OG0005293	CAPO303402	YEAST03033
OG0005294	CAPO306913	YEAST01981
OG0005295	CAPO304907	YEAST06195, YEAST04584
OG0005298	CAPO307279	YEAST03696
OG0005299	CAPO304069	YEAST00788
OG0005300	CAPO304452	YEAST04941
OG0005304	CAPO307658	YEAST05397
OG0005309	CAPO306631	YEAST03670
OG0005312	CAPO307454	YEAST05201
OG0005312	CAPO303466	YEAST04689
OG0005314	CAPO302074	YEAST05231, YEAST01835
OG0005316	CAPO301704	YEAST02690
OG0005317	CAPO307168	YEAST03232
OG0005318	CAPO308249	YEAST02932
OG0005319	CAPO302638	YEAST00507
OG0005323	CAPO307349	YEAST01809
OG0005324	CAPO303901	YEAST02894
OG0005326	CAPO303331	YEAST02113
OG0005342	CAPO308274	YEAST03421
OG0005360	CAPO303782	YEAST05037
OG0005365	CAPO303866	YEAST00555
OG0005366	CAPO300645	YEAST05488
OG0005370	CAPO303423	YEAST06092
OG0005371	CAPO306407	YEAST06170
OG0005373	CAPO302507	YEAST05422
OG0005374	CAPO300609	YEAST05714
OG0005375	CAPO305216	YEAST03962
OG0005379	CAPO303714	YEAST03216
OG0005390	CAPO301450	YEAST03532
OG0005391	CAPO302409	YEAST02166
OG0005393	CAPO302465	YEAST04280
OG0005394	CAPO306444	YEAST00853
OG0005396	CAPO301185	YEAST05100
OG0005399	CAPO306277	YEAST03052
OG0005402	CAPO307246	YEAST00454, YEAST00455
OG0005403	CAPO303785	YEAST03894
OG0005406	CAPO301050	YEAST00801
OG0005409	CAPO304722	YEAST01305
OG0005412	CAPO300143	YEAST00286
OG0005413	CAPO304093	YEAST00212
OG0005417	CAPO302063	YEAST02517
OG0005417	CAPO308189	YEAST06183
OG0005422	CAPO303205	YEAST00744
OG0005430	CAPO302295	YEAST02046
OG0005431	CAPO304591	YEAST00653
OG0005432	CAPO305563	YEAST00083
OG0005433	CAPO303786	YEAST00126
OG0005435	CAPO303045	YEAST02973
OG0005437	CAPO308137	YEAST04554
OG0005438	CAPO302494	YEAST03985
OG0005439	CAPO304206	YEAST00480, YEAST02388
OG0005446	CAPO300144	YEAST02856
OG0005451	CAPO300480	YEAST02174
OG0005455	CAPO301855	YEAST01906
OG0005464	CAPO307986	YEAST03289
OG0005465	CAPO300347	YEAST02925
OG0005466	CAPO300596	YEAST04413
OG0005468	CAPO306414	YEAST03549
OG0005469	CAPO301614	YEAST03750
OG0005470	CAPO300654	YEAST05805
OG0005471	CAPO300819	YEAST02704
OG0005474	CAPO304412	YEAST05625
OG0005476	CAPO305577, CAPO305762	YEAST00929
OG0005479	CAPO300550	YEAST06140
OG0005481	CAPO306697, CAPO301416	YEAST02988
OG0005482	CAPO307925	YEAST06080
OG0005484	CAPO307524	YEAST05993
OG0005488	CAPO301054	YEAST02834
OG0005489	CAPO305322	YEAST02006
OG0005490	CAPO300839	YEAST02289
OG0005493	CAPO304618	YEAST03669
OG0005495	CAPO305673	YEAST04982
OG0005498	CAPO303826	YEAST02944
OG0005499	CAPO306730	YEAST00316
OG0005503	CAPO307437	YEAST01883
OG0005504	CAPO300995	YEAST02859
OG0005508	CAPO308142	YEAST05735
OG0005511	CAPO304438	YEAST04889
OG0005514	CAPO305223	YEAST00756
OG0005524	CAPO307077	YEAST04752
OG0005527	CAPO307337	YEAST05177
OG0005533	CAPO308156	YEAST05670
OG0005535	CAPO306427	YEAST03305
OG0005537	CAPO305006	YEAST00932
OG0005539	CAPO300487	YEAST01881
OG0005540	CAPO307739	YEAST04214
OG0005545	CAPO307853	YEAST06273
OG0005554	CAPO307360	YEAST01003
OG0005556	CAPO301726	YEAST01807
OG0005559	CAPO302392	YEAST02680
OG0005560	CAPO302459	YEAST01996
OG0005561	CAPO307649	YEAST05048
OG0005562	CAPO300157	YEAST02317
OG0005563	CAPO300985	YEAST03552
OG0005564	CAPO307593	YEAST02525
OG0005566	CAPO308091	YEAST02934
OG0005569	CAPO301394	YEAST01288
OG0005570	CAPO301459	YEAST05155
OG0005572	CAPO300415	YEAST04844
OG0005574	CAPO305418	YEAST02083
OG0005575	CAPO301354	YEAST02256
OG0005580	CAPO308283	YEAST03612
OG0005582	CAPO306123	YEAST06134
OG0005584	CAPO302871	YEAST03140, YEAST03524
OG0005586	CAPO303784	YEAST00364
OG0005589	CAPO305989	YEAST06142
OG0005590	CAPO302905	YEAST05462
OG0005592	CAPO305870	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	CAPO306885	YEAST04980
OG0005595	CAPO306737	YEAST01803
OG0005597	CAPO301334	YEAST02753
OG0005598	CAPO300035	YEAST01870
OG0005599	CAPO302061	YEAST01798
OG0005600	CAPO300445	YEAST00206
OG0005604	CAPO303855	YEAST03276
OG0005605	CAPO300782	YEAST01083
OG0005613	CAPO301790	YEAST02714
OG0005617	CAPO300131	YEAST02068
OG0005618	CAPO307702	YEAST04830
OG0005620	CAPO306094	YEAST04915
OG0005622	CAPO307903	YEAST05142
OG0005623	CAPO300779	YEAST01590
OG0005626	CAPO308220	YEAST02896
OG0005632	CAPO303472	YEAST01025
OG0005636	CAPO302060	YEAST04250, YEAST02533
OG0005641	CAPO302343	YEAST05413
OG0005643	CAPO307244	YEAST05368
OG0005645	CAPO300279	YEAST03386
OG0005649	CAPO304011	YEAST03683
OG0005652	CAPO301437	YEAST02748
OG0005656	CAPO306816	YEAST05558
OG0005660	CAPO305277	YEAST04813
OG0005665	CAPO306931	YEAST05074
OG0005681	CAPO302618	YEAST01514
OG0005694	CAPO302741	YEAST02311
OG0005701	CAPO304311	YEAST03349
OG0005702	CAPO302394	YEAST02337
OG0005703	CAPO307490	YEAST00484
OG0005707	CAPO303751	YEAST01682
OG0005715	CAPO302774	YEAST05111
OG0005719	CAPO300934	YEAST01866
OG0005723	CAPO301560	YEAST05629
OG0005724	CAPO305737	YEAST03029
OG0005728	CAPO300070	YEAST03877
OG0005729	CAPO306373	YEAST04879
OG0005731	CAPO304326	YEAST04127
OG0005732	CAPO306509	YEAST05411, YEAST00067
OG0005734	CAPO307857	YEAST03845
OG0005747	CAPO300949	YEAST02338
OG0005749	CAPO300768	YEAST00550
OG0005750	CAPO304369	YEAST05318
OG0005758	CAPO304832	YEAST03970
OG0005764	CAPO302285	YEAST03256
OG0005769	CAPO301036	YEAST05614
OG0005774	CAPO303542	YEAST01218
OG0005775	CAPO306153	YEAST04199
OG0005775	CAPO302525	YEAST03118
OG0005779	CAPO306436	YEAST03322
OG0005783	CAPO303474	YEAST04090
OG0005784	CAPO302307	YEAST06131
OG0005787	CAPO307830	YEAST03651
OG0005789	CAPO303327	YEAST06245
OG0005790	CAPO304988	YEAST01022
OG0005792	CAPO301624	YEAST02379
OG0005793	CAPO300669	YEAST03437
OG0005794	CAPO302027	YEAST03999
OG0005796	CAPO305004	YEAST02169
OG0005797	CAPO301712	YEAST04949
OG0005799	CAPO305503	YEAST05573
OG0005800	CAPO306663, CAPO303116	YEAST03278
OG0005801	CAPO305293	YEAST00340
OG0005803	CAPO307068	YEAST05968
OG0005805	CAPO302538	YEAST01806
OG0005807	CAPO304282	YEAST01275
OG0005811	CAPO304151	YEAST01007
OG0005812	CAPO305500	YEAST06095, YEAST02696, YEAST03626
OG0005814	CAPO301343	YEAST01475
OG0005815	CAPO306106	YEAST03739
OG0005819	CAPO301574	YEAST04896
OG0005823	CAPO300775	YEAST01415
OG0005828	CAPO303954	YEAST00547
OG0005831	CAPO302864	YEAST05339
OG0005832	CAPO302018	YEAST00468
OG0005835	CAPO306285	YEAST01714
OG0005837	CAPO300250	YEAST02139
OG0005842	CAPO304596	YEAST02254
OG0005843	CAPO307528	YEAST02236
OG0005845	CAPO307070	YEAST00903
OG0005848	CAPO307829	YEAST01451, YEAST02858
OG0005849	CAPO303230	YEAST01002
OG0005850	CAPO307194	YEAST01618
OG0005860	CAPO300029	YEAST01211
OG0005864	CAPO301932	YEAST04171
OG0005865	CAPO303346	YEAST02036
OG0005866	CAPO302021	YEAST02662, YEAST00926, YEAST05389
OG0005869	CAPO305217	YEAST04361
OG0005872	CAPO301101	YEAST00119
OG0005874	CAPO301503	YEAST05241
OG0005880	CAPO303914	YEAST00456
OG0005886	CAPO302755	YEAST01320
OG0005887	CAPO307435, CAPO303666	YEAST02429, YEAST01660
OG0005888	CAPO305237	YEAST01289, YEAST02921
OG0005889	CAPO306476	YEAST02568
OG0005893	CAPO302656	YEAST05434
OG0005897	CAPO306226	YEAST04730
OG0005898	CAPO304352	YEAST04411
OG0005899	CAPO306295	YEAST01832
OG0005901	CAPO307343	YEAST04462
OG0005902	CAPO305014, CAPO305124	YEAST03800
OG0005909	CAPO304980	YEAST01623
OG0005919	CAPO301677	YEAST06039
OG0005921	CAPO301707	YEAST01856
OG0005922	CAPO301561	YEAST03364
OG0005925	CAPO304879	YEAST05583
OG0005931	CAPO306162	YEAST04950
OG0005932	CAPO300797	YEAST02495
OG0005933	CAPO301858	YEAST05705
OG0005936	CAPO302424	YEAST03224
OG0005940	CAPO300232	YEAST04035
OG0005943	CAPO304448	YEAST00579
OG0005944	CAPO302321	YEAST01316
OG0005946	CAPO302043	YEAST05608
OG0005949	CAPO305776	YEAST06253
OG0005952	CAPO302748	YEAST03507
OG0005954	CAPO300472	YEAST01233
OG0005955	CAPO308169	YEAST00616
OG0005960	CAPO306619	YEAST04608
OG0005961	CAPO301401	YEAST00672
OG0005965	CAPO304971	YEAST02033
OG0005966	CAPO303149	YEAST04113
OG0005968	CAPO307899	YEAST05417
OG0005969	CAPO304815	YEAST04558, YEAST04559
OG0005970	CAPO300012	YEAST05328
OG0005974	CAPO300269	YEAST06068
OG0005976	CAPO304330	YEAST02136
OG0005978	CAPO302579	YEAST01891
OG0005980	CAPO303105, CAPO302151	YEAST06132
OG0005984	CAPO303854	YEAST04078, YEAST01479
OG0005985	CAPO305361	YEAST00726
OG0005986	CAPO306131	YEAST02056
OG0005987	CAPO307262	YEAST05748
OG0005989	CAPO304449	YEAST04850
OG0005991	CAPO304070	YEAST06034
OG0005993	CAPO301813	YEAST04496
OG0005996	CAPO304073	YEAST02670
OG0005998	CAPO304281	YEAST04034
OG0006001	CAPO300287	YEAST02335
OG0006003	CAPO307004	YEAST05889
OG0006005	CAPO300498	YEAST05024
OG0006011	CAPO305929	YEAST02553
OG0006031	CAPO307805	YEAST00879
OG0006059	CAPO306968	YEAST03490
OG0006063	CAPO300774	YEAST00475
OG0006064	CAPO304870	YEAST03138
OG0006065	CAPO301967	YEAST06018
OG0006069	CAPO305608	YEAST00670
OG0006072	CAPO303438	YEAST03317
OG0006073	CAPO303232	YEAST06328
OG0006074	CAPO305192	YEAST00045
OG0006079	CAPO300122	YEAST05794
OG0006084	CAPO303975	YEAST02308
OG0006087	CAPO307633	YEAST02260
OG0006090	CAPO303628	YEAST03852
OG0006095	CAPO308333, CAPO301147	YEAST03334
OG0006096	CAPO305316	YEAST03331
OG0006098	CAPO300607	YEAST06192
OG0006103	CAPO308138	YEAST01110
OG0006106	CAPO301749	YEAST00295
OG0006113	CAPO307626	YEAST06164
OG0006114	CAPO304178	YEAST05960
OG0006115	CAPO306466	YEAST01346
OG0006116	CAPO304187	YEAST05770
OG0006117	CAPO302456	YEAST05899
OG0006122	CAPO302744	YEAST05199
OG0006127	CAPO301362	YEAST04711
OG0006134	CAPO307652	YEAST00416
OG0006135	CAPO307747	YEAST00161
OG0006136	CAPO304577	YEAST05740
OG0006140	CAPO301396	YEAST05182
OG0006141	CAPO302378	YEAST02626
OG0006144	CAPO307727	YEAST04770
OG0006145	CAPO304370	YEAST01394
OG0006147	CAPO306222, CAPO300242	YEAST05179
OG0006149	CAPO301175	YEAST05979
OG0006152	CAPO306493	YEAST03796
OG0006155	CAPO301956	YEAST04800
OG0006156	CAPO304652	YEAST00437
OG0006157	CAPO300095, CAPO303951	YEAST02465
OG0006159	CAPO307030	YEAST06098
OG0006160	CAPO304978	YEAST01548
OG0006161	CAPO301615	YEAST04301
OG0006168	CAPO306154	YEAST01411
OG0006169	CAPO305149	YEAST02933
OG0006176	CAPO304797	YEAST03164
OG0006177	CAPO306017	YEAST01871, YEAST01295
OG0006180	CAPO303592, CAPO308064	YEAST00504
OG0006181	CAPO308207	YEAST02419
OG0006185	CAPO301640	YEAST05986
OG0006186	CAPO304672	YEAST01010
OG0006188	CAPO307979	YEAST05311
OG0006191	CAPO301907	YEAST02336
OG0006192	CAPO308099	YEAST06153
OG0006196	CAPO304854	YEAST03954
OG0006199	CAPO307861	YEAST06121
OG0006200	CAPO306047	YEAST05079
OG0006202	CAPO307311	YEAST00362
OG0006204	CAPO307074	YEAST02271
OG0006209	CAPO303208	YEAST04555
OG0006210	CAPO301051, CAPO305579	YEAST00201
OG0006213	CAPO301176	YEAST03554
OG0006214	CAPO305313	YEAST04089
OG0006216	CAPO304328	YEAST01089
OG0006224	CAPO304007	YEAST02751, YEAST03048
OG0006225	CAPO307529	YEAST04875
OG0006227	CAPO304192	YEAST00128
OG0006229	CAPO306729	YEAST00143
OG0006230	CAPO303003	YEAST03869
OG0006233	CAPO307263	YEAST04247
OG0006237	CAPO302524	YEAST02126
OG0006245	CAPO307777	YEAST05732
OG0006249	CAPO304667	YEAST00821
OG0006250	CAPO301165, CAPO306538	YEAST05424
OG0006251	CAPO302342	YEAST04963
OG0006258	CAPO300398	YEAST05637
OG0006260	CAPO300587	YEAST04100
OG0006263	CAPO307994	YEAST02521
OG0006271	CAPO306714	YEAST00375
OG0006275	CAPO304219	YEAST06102
OG0006277	CAPO307602	YEAST02811
OG0006279	CAPO307288	YEAST04402
OG0006280	CAPO308182	YEAST04541
OG0006281	CAPO302129	YEAST04979
OG0006284	CAPO301681	YEAST04213
OG0006288	CAPO300129	YEAST02860
OG0006289	CAPO306652	YEAST06209
OG0006293	CAPO307067	YEAST05380
OG0006294	CAPO301151	YEAST04000
OG0006295	CAPO307143	YEAST05360
OG0006306	CAPO303905	YEAST00230
OG0006311	CAPO300748	YEAST01145
