Orthogroup	CAPO3	PFLAV
OG0003349	CAPO300780	TCONS_00030123.p1
OG0003353	CAPO304897	TCONS_00047823.p1, TCONS_00047834.p1
OG0003354	CAPO300396	TCONS_00033398.p1, TCONS_00032835.p1
OG0003355	CAPO308186	TCONS_00031349.p1
OG0003356	CAPO306224	TCONS_00012900.p1, TCONS_00012899.p1
OG0003357	CAPO307953	TCONS_00026252.p1
OG0003358	CAPO307281	TCONS_00048237.p1
OG0003359	CAPO303262, CAPO304527	TCONS_00023445.p1, TCONS_00023479.p1
OG0003360	CAPO301722	TCONS_00011165.p1
OG0003361	CAPO301802	TCONS_00011047.p1
OG0003362	CAPO306572	TCONS_00043774.p1
OG0003364	CAPO301569	TCONS_00037083.p1
OG0003365	CAPO301538	TCONS_00018439.p1
OG0003366	CAPO302011	TCONS_00011117.p1
OG0003368	CAPO307793	TCONS_00027072.p1
OG0003369	CAPO305084	TCONS_00030861.p1
OG0003370	CAPO302725	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1, TCONS_00044504.p1
OG0003373	CAPO301869	TCONS_00037895.p1
OG0003374	CAPO305683	TCONS_00054992.p1
OG0003375	CAPO301633, CAPO305837	TCONS_00029030.p1, TCONS_00029032.p1
OG0003376	CAPO306560	TCONS_00055205.p1, TCONS_00041457.p1
OG0003377	CAPO301205	TCONS_00023122.p1
OG0003378	CAPO305510	TCONS_00023058.p1, TCONS_00023089.p1
OG0003379	CAPO301575	TCONS_00018871.p1
OG0003380	CAPO301115	TCONS_00006819.p1
OG0003382	CAPO302262	TCONS_00023674.p1
OG0003383	CAPO305778	TCONS_00020044.p1, TCONS_00031257.p1
OG0003384	CAPO306617	TCONS_00027067.p1
OG0003386	CAPO300917	TCONS_00052234.p1
OG0003388	CAPO302657, CAPO304459, CAPO302957	TCONS_00030400.p1, TCONS_00030384.p1
OG0003391	CAPO301846	TCONS_00009705.p1
OG0003392	CAPO304278	TCONS_00014589.p1
OG0003419	CAPO301040	TCONS_00040540.p1
OG0003421	CAPO300028	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1, TCONS_00041936.p1
OG0003422	CAPO300121	TCONS_00022982.p1
OG0003424	CAPO307323	TCONS_00013866.p1
OG0003425	CAPO304371	TCONS_00029551.p1
OG0003426	CAPO301532	TCONS_00028995.p1
OG0003428	CAPO300586	TCONS_00043444.p1
OG0003429	CAPO307638	TCONS_00036739.p1
OG0003430	CAPO305848	TCONS_00035290.p1
OG0003431	CAPO308284	TCONS_00057200.p1
OG0003434	CAPO303572	TCONS_00031599.p1
OG0003435	CAPO300552	TCONS_00010051.p1
OG0003438	CAPO304548, CAPO305602, CAPO302554	TCONS_00006810.p1, TCONS_00005722.p1
OG0003443	CAPO306901, CAPO306924	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1
OG0003447	CAPO304621, CAPO305856	TCONS_00049275.p1, TCONS_00049278.p1
OG0003448	CAPO305307	TCONS_00007006.p1, TCONS_00007007.p1
OG0003449	CAPO304421	TCONS_00014387.p1
OG0003450	CAPO304313	TCONS_00043348.p1, TCONS_00043337.p1
OG0003451	CAPO302760	TCONS_00002411.p1
OG0003453	CAPO304718	TCONS_00005573.p1
OG0003454	CAPO305798	TCONS_00057051.p1
OG0003455	CAPO300221	TCONS_00055264.p1
OG0003456	CAPO305023	TCONS_00013273.p1
OG0003457	CAPO307022	TCONS_00018135.p1
OG0003458	CAPO301287	TCONS_00044748.p1, TCONS_00034693.p1, TCONS_00034755.p1
OG0003459	CAPO304210	TCONS_00011141.p1
OG0003461	CAPO304469	TCONS_00023345.p1, TCONS_00023217.p1
OG0003462	CAPO306452	TCONS_00015415.p1
OG0003464	CAPO306136	TCONS_00012311.p1
OG0003465	CAPO307530	TCONS_00016466.p1
OG0003467	CAPO306150	TCONS_00007054.p1
OG0003471	CAPO304216	TCONS_00011334.p1
OG0003475	CAPO307501	TCONS_00001181.p1, TCONS_00001191.p1
OG0003476	CAPO306987	TCONS_00048082.p1
OG0003477	CAPO308122	TCONS_00046338.p1
OG0003478	CAPO300139	TCONS_00009936.p1, TCONS_00009948.p1
OG0003479	CAPO302288	TCONS_00047360.p1
OG0003480	CAPO303582	TCONS_00007841.p1
OG0003483	CAPO305509	TCONS_00031009.p1
OG0003486	CAPO304249	TCONS_00001225.p1
OG0003487	CAPO300925	TCONS_00026217.p1
OG0003489	CAPO305291	TCONS_00017830.p1
OG0003491	CAPO304911	TCONS_00022792.p1, TCONS_00022795.p1
OG0003492	CAPO306303	TCONS_00031295.p1
OG0003493	CAPO306533	TCONS_00025636.p1
OG0003497	CAPO305660	TCONS_00034974.p1
OG0003498	CAPO306898	TCONS_00018101.p1
OG0003499	CAPO301160	TCONS_00017602.p1
OG0003500	CAPO304927	TCONS_00016487.p1
OG0003501	CAPO303209	TCONS_00052580.p1
OG0003502	CAPO306906	TCONS_00004748.p1
OG0003503	CAPO307158	TCONS_00012915.p1
OG0003504	CAPO304351	TCONS_00013392.p1
OG0003505	CAPO305207	TCONS_00008629.p1, TCONS_00008628.p1
OG0003506	CAPO302826	TCONS_00042743.p1
OG0003507	CAPO303307	TCONS_00052832.p1
OG0003508	CAPO307911	TCONS_00056773.p1
OG0003509	CAPO305689	TCONS_00051123.p1
OG0003511	CAPO307348, CAPO308352	TCONS_00027853.p1
OG0003512	CAPO303631, CAPO302677, CAPO302168	TCONS_00004749.p1
OG0003515	CAPO307211	TCONS_00042609.p1
OG0003518	CAPO307641	TCONS_00007976.p1
OG0003519	CAPO307608	TCONS_00057255.p1
OG0003522	CAPO306659	TCONS_00013623.p1
OG0003523	CAPO304976	TCONS_00050093.p1, TCONS_00051275.p1
OG0003525	CAPO305089	TCONS_00038685.p1, TCONS_00038686.p1
OG0003528	CAPO306484	TCONS_00000892.p1, TCONS_00000893.p1
OG0003531	CAPO300308	TCONS_00010091.p1
OG0003532	CAPO303744	TCONS_00051905.p1
OG0003533	CAPO301327	TCONS_00048487.p1
OG0003537	CAPO301555	TCONS_00026578.p1
OG0003538	CAPO301093	TCONS_00044141.p1
OG0003539	CAPO300449	TCONS_00019206.p1
OG0003541	CAPO300603	TCONS_00018913.p1
OG0003543	CAPO301989	TCONS_00055790.p1
OG0003544	CAPO300418	TCONS_00046341.p1
OG0003546	CAPO303583	TCONS_00015103.p1, TCONS_00044318.p1
OG0003547	CAPO308031	TCONS_00025320.p1
OG0003550	CAPO300137	TCONS_00019051.p1
OG0003551	CAPO308286	TCONS_00052907.p1
OG0003552	CAPO307114	TCONS_00015339.p1
OG0003554	CAPO301001	TCONS_00026112.p1
OG0003556	CAPO302339	TCONS_00046619.p1
OG0003557	CAPO306086	TCONS_00014687.p1
OG0003561	CAPO301198	TCONS_00000395.p1
OG0003562	CAPO303388	TCONS_00018209.p1
OG0003563	CAPO300808, CAPO301102	TCONS_00012912.p1
OG0003564	CAPO300720	TCONS_00026983.p1
OG0003566	CAPO300164	TCONS_00036670.p1, TCONS_00036691.p1
OG0003567	CAPO307296	TCONS_00013825.p1
OG0003568	CAPO303992	TCONS_00005329.p1
OG0003569	CAPO306390	TCONS_00049703.p1
OG0003570	CAPO305849	TCONS_00038273.p1, TCONS_00038298.p1
OG0003573	CAPO300904	TCONS_00006509.p1
OG0003577	CAPO306764	TCONS_00019459.p1
OG0003578	CAPO307426	TCONS_00005625.p1
OG0003579	CAPO300766	TCONS_00030567.p1
OG0003582	CAPO302819	TCONS_00049811.p1
OG0003599	CAPO301420	TCONS_00029425.p1
OG0003600	CAPO305414	TCONS_00007927.p1
OG0003607	CAPO301867	TCONS_00009514.p1
OG0003610	CAPO302401	TCONS_00018565.p1
OG0003611	CAPO306320	TCONS_00026984.p1
OG0003612	CAPO304993	TCONS_00054661.p1
OG0003613	CAPO305029	TCONS_00037548.p1
OG0003617	CAPO306844	TCONS_00023003.p1
OG0003618	CAPO302109	TCONS_00044972.p1
OG0003619	CAPO304837	TCONS_00043918.p1
OG0003620	CAPO306673	TCONS_00027300.p1
OG0003621	CAPO302199	TCONS_00001275.p1
OG0003622	CAPO305075	TCONS_00009864.p1
OG0003624	CAPO303633	TCONS_00047934.p1, TCONS_00047920.p1
OG0003630	CAPO308012	TCONS_00006358.p1
OG0003631	CAPO303610	TCONS_00043632.p1, TCONS_00043605.p1
OG0003633	CAPO300056	TCONS_00010384.p1, TCONS_00054784.p1, TCONS_00044543.p1
OG0003635	CAPO308133	TCONS_00030553.p1, TCONS_00043850.p1
OG0003638	CAPO305555	TCONS_00003511.p1
OG0003640	CAPO301244	TCONS_00004132.p1
OG0003641	CAPO300746	TCONS_00009159.p1
OG0003644	CAPO304835	TCONS_00016060.p1
OG0003645	CAPO307108	TCONS_00042488.p1
OG0003646	CAPO304914	TCONS_00029784.p1
OG0003648	CAPO302617	TCONS_00009686.p1
OG0003649	CAPO301930	TCONS_00027915.p1
OG0003650	CAPO306633	TCONS_00045964.p1
OG0003651	CAPO305370	TCONS_00045395.p1
OG0003652	CAPO300427	TCONS_00002146.p1
OG0003655	CAPO303553	TCONS_00000200.p1
OG0003656	CAPO301350	TCONS_00020357.p1
OG0003657	CAPO305783	TCONS_00032983.p1
OG0003658	CAPO303162	TCONS_00032273.p1
OG0003661	CAPO300815	TCONS_00032274.p1
OG0003664	CAPO305504	TCONS_00024736.p1, TCONS_00024643.p1
OG0003666	CAPO300690	TCONS_00047691.p1, TCONS_00047692.p1
OG0003667	CAPO303859	TCONS_00005804.p1, TCONS_00005788.p1
OG0003668	CAPO300260	TCONS_00029645.p1
OG0003669	CAPO305883	TCONS_00053763.p1
OG0003671	CAPO308173	TCONS_00026939.p1
OG0003672	CAPO300582	TCONS_00014351.p1
OG0003677	CAPO300011	TCONS_00056120.p1
OG0003679	CAPO304696	TCONS_00017789.p1
OG0003680	CAPO300884	TCONS_00002910.p1
OG0003682	CAPO301860	TCONS_00009725.p1
OG0003684	CAPO302734	TCONS_00007072.p1
OG0003685	CAPO305996	TCONS_00033332.p1
OG0003686	CAPO302144	TCONS_00008641.p1
OG0003687	CAPO301501	TCONS_00057206.p1
OG0003688	CAPO307252	TCONS_00036414.p1, TCONS_00036423.p1, TCONS_00050596.p1
OG0003689	CAPO301215	TCONS_00056117.p1
OG0003690	CAPO307478	TCONS_00010756.p1
OG0003693	CAPO302269	TCONS_00048357.p1
OG0003694	CAPO307654	TCONS_00019312.p1
OG0003695	CAPO303363	TCONS_00015112.p1, TCONS_00014508.p1
OG0003696	CAPO304903	TCONS_00047294.p1
OG0003697	CAPO307718	TCONS_00012511.p1
OG0003698	CAPO306302	TCONS_00026609.p1
OG0003700	CAPO304411	TCONS_00012360.p1
OG0003703	CAPO305764	TCONS_00035988.p1, TCONS_00035987.p1
OG0003704	CAPO308213	TCONS_00046090.p1
OG0003710	CAPO301647	TCONS_00001097.p1
OG0003712	CAPO300556	TCONS_00012419.p1
OG0003713	CAPO306178	TCONS_00045793.p1
OG0003716	CAPO303976	TCONS_00050423.p1
OG0003717	CAPO306282	TCONS_00017571.p1
OG0003718	CAPO307310	TCONS_00003037.p1
OG0003719	CAPO300227	TCONS_00028257.p1
OG0003720	CAPO300371	TCONS_00014920.p1, TCONS_00054919.p1
OG0003721	CAPO300976, CAPO300975	TCONS_00009979.p1
OG0003722	CAPO300031	TCONS_00015463.p1
OG0003724	CAPO308007	TCONS_00051898.p1
OG0003730	CAPO305074	TCONS_00027342.p1
OG0003731	CAPO304053	TCONS_00011687.p1
OG0003732	CAPO306498	TCONS_00021737.p1
OG0003733	CAPO305671	TCONS_00052651.p1
OG0003734	CAPO305564	TCONS_00015817.p1
OG0003735	CAPO308150	TCONS_00002106.p1, TCONS_00002105.p1, TCONS_00002113.p1
OG0003738	CAPO304238	TCONS_00013945.p1
OG0003739	CAPO300467	TCONS_00055464.p1
OG0003740	CAPO307238	TCONS_00024141.p1
OG0003741	CAPO305770	TCONS_00034776.p1
OG0003742	CAPO303080	TCONS_00019755.p1
OG0003743	CAPO302360	TCONS_00000185.p1
OG0003744	CAPO306491	TCONS_00047885.p1
OG0003745	CAPO307585	TCONS_00006756.p1
OG0003749	CAPO306992	TCONS_00025714.p1, TCONS_00025707.p1
OG0003750	CAPO304840	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1
OG0003752	CAPO306304	TCONS_00057226.p1
OG0003754	CAPO305643	TCONS_00025033.p1, TCONS_00023166.p1
OG0003755	CAPO300113	TCONS_00005695.p1, TCONS_00038918.p1, TCONS_00005696.p1
OG0003756	CAPO307901	TCONS_00009191.p1
OG0003758	CAPO308214	TCONS_00038650.p1
OG0003759	CAPO307476	TCONS_00050120.p1
OG0003760	CAPO304944	TCONS_00046388.p1
OG0003761	CAPO301690	TCONS_00033664.p1
OG0003762	CAPO303010	TCONS_00012749.p1
OG0003764	CAPO300879	TCONS_00013237.p1, TCONS_00013238.p1, TCONS_00013239.p1
OG0003767	CAPO301363	TCONS_00046050.p2
OG0003769	CAPO305668	TCONS_00008637.p1
OG0003770	CAPO300865, CAPO305387	TCONS_00043123.p1
OG0003771	CAPO300755	TCONS_00014140.p1
OG0003773	CAPO301706	TCONS_00013177.p1
OG0003776	CAPO306521	TCONS_00032725.p1, TCONS_00032743.p1
OG0003778	CAPO302558	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1
OG0003779	CAPO304919	TCONS_00021938.p1
OG0003798	CAPO300229	TCONS_00016653.p1
OG0003803	CAPO307540	TCONS_00015861.p1
OG0003806	CAPO304817	TCONS_00014048.p1
OG0003807	CAPO308021	TCONS_00012280.p1
OG0003808	CAPO308095	TCONS_00017543.p1
OG0003809	CAPO306197	TCONS_00030928.p1
OG0003811	CAPO302863	TCONS_00043382.p1
OG0003812	CAPO300349	TCONS_00050555.p1
OG0003813	CAPO305053	TCONS_00030409.p1
OG0003818	CAPO306945	TCONS_00043595.p1
OG0003820	CAPO302724	TCONS_00029649.p1
OG0003823	CAPO305304	TCONS_00017834.p1
OG0003824	CAPO300109	TCONS_00041559.p1, TCONS_00027662.p1
OG0003826	CAPO303948	TCONS_00006654.p1
OG0003827	CAPO302156	TCONS_00053570.p1, TCONS_00053571.p1
OG0003828	CAPO304442	TCONS_00015781.p1
OG0003829	CAPO304825	TCONS_00041768.p1
OG0003831	CAPO301320	TCONS_00041986.p1, TCONS_00041979.p1
OG0003833	CAPO305448	TCONS_00044191.p1, TCONS_00042862.p1, TCONS_00042864.p1
OG0003834	CAPO307203	TCONS_00008744.p1
OG0003835	CAPO300102	TCONS_00018072.p1
OG0003836	CAPO301610	TCONS_00043960.p1
OG0003837	CAPO304430	TCONS_00013327.p1
OG0003838	CAPO304061, CAPO304064	TCONS_00042726.p1
OG0003839	CAPO300238, CAPO301543, CAPO307066	TCONS_00015241.p1
OG0003840	CAPO300299	TCONS_00056576.p1
OG0003843	CAPO301582	TCONS_00009505.p1, TCONS_00010868.p1
OG0003844	CAPO306235	TCONS_00028970.p1
OG0003845	CAPO302000	TCONS_00004661.p1
OG0003846	CAPO300905	TCONS_00027628.p1
OG0003847	CAPO301495	TCONS_00055246.p1
OG0003847	CAPO300400	TCONS_00001462.p1
OG0003848	CAPO305229, CAPO305228	TCONS_00014970.p1
OG0003850	CAPO306458	TCONS_00000960.p1
OG0003851	CAPO301154	TCONS_00032794.p1
OG0003852	CAPO302241	TCONS_00020658.p1
OG0003853	CAPO308238	TCONS_00011922.p1
OG0003854	CAPO306385	TCONS_00029018.p1
OG0003855	CAPO304198	TCONS_00018586.p1
OG0003856	CAPO308004	TCONS_00013066.p1
OG0003857	CAPO302185	TCONS_00013404.p1
OG0003858	CAPO300728	TCONS_00011927.p1
OG0003859	CAPO306990	TCONS_00017915.p1
OG0003860	CAPO303899	TCONS_00003958.p1
OG0003861	CAPO302754	TCONS_00001075.p1
OG0003862	CAPO301787, CAPO300206	TCONS_00020264.p1
OG0003863	CAPO300200	TCONS_00026709.p1
OG0003864	CAPO300087	TCONS_00011878.p1
OG0003865	CAPO304904	TCONS_00003872.p1
OG0003866	CAPO302683	TCONS_00001305.p1
OG0003867	CAPO301767	TCONS_00050625.p1
OG0003868	CAPO306848	TCONS_00014972.p1
OG0003869	CAPO307094	TCONS_00055343.p1
OG0003870	CAPO305132	TCONS_00025664.p1
OG0003872	CAPO300319	TCONS_00006031.p1
OG0003873	CAPO305775	TCONS_00024533.p1, TCONS_00052093.p1
OG0003875	CAPO303382	TCONS_00023388.p1, TCONS_00023352.p1
OG0003876	CAPO307728	TCONS_00053735.p1
OG0003878	CAPO308329	TCONS_00049628.p1
OG0003881	CAPO303685	TCONS_00047720.p1, TCONS_00047725.p1
OG0003886	CAPO304109	TCONS_00003927.p1
OG0003887	CAPO307036	TCONS_00030695.p1
OG0003888	CAPO302764	TCONS_00052636.p1
OG0003890	CAPO304707	TCONS_00055503.p1
OG0003892	CAPO307708	TCONS_00048438.p1
OG0003893	CAPO300022	TCONS_00011425.p1
OG0003894	CAPO302778	TCONS_00014845.p1
OG0003897	CAPO303759	TCONS_00050997.p1, TCONS_00050998.p1
OG0003898	CAPO307893, CAPO307749, CAPO306069	TCONS_00021035.p1
OG0003899	CAPO300674	TCONS_00042081.p1
OG0003900	CAPO301714	TCONS_00010847.p1
OG0003901	CAPO301256	TCONS_00041073.p1, TCONS_00034799.p1
OG0003903	CAPO305736	TCONS_00027055.p1
OG0003904	CAPO305947	TCONS_00033299.p1
OG0003906	CAPO301369	TCONS_00029119.p1
OG0003907	CAPO306754	TCONS_00043884.p1, TCONS_00043880.p1, TCONS_00043885.p1
OG0003909	CAPO301220	TCONS_00007988.p1
OG0003910	CAPO302786	TCONS_00001878.p1
OG0003911	CAPO305312	TCONS_00016777.p1
OG0003912	CAPO307896	TCONS_00009015.p1
OG0003913	CAPO306587	TCONS_00053946.p1
OG0003914	CAPO301224	TCONS_00041215.p1, TCONS_00041198.p1
OG0003915	CAPO304633	TCONS_00021210.p1
OG0003917	CAPO306797	TCONS_00042943.p1
OG0003920	CAPO301554	TCONS_00000854.p1
OG0003921	CAPO300430	TCONS_00017320.p1
OG0003922	CAPO304241	TCONS_00055815.p1, TCONS_00055814.p1, TCONS_00055811.p1, TCONS_00055813.p1
OG0003924	CAPO302790	TCONS_00019267.p1
OG0003925	CAPO301662	TCONS_00039090.p1, TCONS_00050656.p1, TCONS_00041293.p1
OG0003926	CAPO303036	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1
OG0003927	CAPO304671	TCONS_00006760.p1
OG0003929	CAPO303872	TCONS_00008562.p1, TCONS_00008560.p1
OG0003930	CAPO301599	TCONS_00036253.p1
OG0003931	CAPO304399	TCONS_00012638.p1
OG0003932	CAPO300048, CAPO300047	TCONS_00024837.p1, TCONS_00054921.p1
OG0003936	CAPO302163	TCONS_00008292.p1
OG0003938	CAPO305166	TCONS_00000187.p1
OG0003939	CAPO303853	TCONS_00053724.p1
OG0003942	CAPO300632	TCONS_00002163.p1
OG0003944	CAPO300493	TCONS_00029066.p1
OG0003945	CAPO300812	TCONS_00025621.p1
OG0003946	CAPO303843	TCONS_00027376.p1
OG0003947	CAPO306325	TCONS_00027772.p1
OG0003950	CAPO307097	TCONS_00036173.p1
OG0003954	CAPO304758	TCONS_00045854.p1
OG0003955	CAPO304097	TCONS_00044096.p1
OG0003959	CAPO304028	TCONS_00014849.p1
OG0003961	CAPO303890	TCONS_00018472.p1
OG0003965	CAPO302867	TCONS_00017720.p1
OG0003966	CAPO301181	TCONS_00001179.p1, TCONS_00001190.p1
OG0003969	CAPO304197	TCONS_00011049.p1
OG0003971	CAPO301852	TCONS_00040867.p1
OG0003972	CAPO308018	TCONS_00007106.p1, TCONS_00007105.p1
OG0003973	CAPO307513	TCONS_00009676.p1
OG0003998	CAPO305634	TCONS_00010889.p1
OG0003999	CAPO306327	TCONS_00020030.p1
OG0004000	CAPO302913	TCONS_00002973.p1
OG0004002	CAPO305544	TCONS_00012148.p1
OG0004005	CAPO302213	TCONS_00055013.p1, TCONS_00055012.p1
OG0004007	CAPO307105	TCONS_00054345.p1
OG0004009	CAPO305072	TCONS_00030825.p1
OG0004010	CAPO303524	TCONS_00053896.p1, TCONS_00052851.p1
OG0004012	CAPO308011	TCONS_00027244.p1
OG0004014	CAPO303473	TCONS_00018248.p1
OG0004015	CAPO305112	TCONS_00053661.p1
OG0004016	CAPO303609	TCONS_00047337.p1, TCONS_00054891.p1
OG0004017	CAPO308124	TCONS_00005125.p1
OG0004023	CAPO307204	TCONS_00009288.p1
OG0004027	CAPO301145	TCONS_00054882.p1
OG0004031	CAPO301960	TCONS_00011025.p1
OG0004031	CAPO306218	TCONS_00011023.p1
OG0004032	CAPO300291	TCONS_00021570.p1
OG0004033	CAPO304862	TCONS_00011608.p1
OG0004035	CAPO301995	TCONS_00009453.p1
OG0004037	CAPO306482	TCONS_00021625.p1
OG0004038	CAPO307927	TCONS_00021437.p1
OG0004041	CAPO306646	TCONS_00010859.p1
OG0004042	CAPO302696	TCONS_00056008.p1
OG0004044	CAPO300275	TCONS_00018088.p1
OG0004047	CAPO304083	TCONS_00014227.p1
OG0004048	CAPO304654	TCONS_00027634.p1
OG0004050	CAPO308116	TCONS_00047585.p1
OG0004053	CAPO301919	TCONS_00029652.p1
OG0004054	CAPO308277	TCONS_00011874.p1
OG0004056	CAPO306031	TCONS_00019098.p1
OG0004058	CAPO301904	TCONS_00028769.p1, TCONS_00028770.p1
OG0004059	CAPO301877	TCONS_00011708.p1, TCONS_00011709.p1
OG0004063	CAPO300628	TCONS_00010646.p1
OG0004064	CAPO304453	TCONS_00003929.p1
OG0004065	CAPO304029	TCONS_00051172.p1
OG0004067	CAPO301812	TCONS_00022596.p1
OG0004068	CAPO301030	TCONS_00001314.p1
OG0004069	CAPO307785	TCONS_00033132.p1
OG0004070	CAPO302894	TCONS_00026262.p1
OG0004071	CAPO306388	TCONS_00015780.p1
OG0004072	CAPO305194	TCONS_00056622.p1
OG0004075	CAPO308024	TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1
OG0004076	CAPO307967	TCONS_00045999.p1
OG0004079	CAPO300687	TCONS_00043865.p1
OG0004080	CAPO305236	TCONS_00057069.p1
OG0004081	CAPO301069	TCONS_00021321.p1
OG0004082	CAPO305460	TCONS_00017035.p1
OG0004083	CAPO304047	TCONS_00003483.p1
OG0004084	CAPO300193	TCONS_00046143.p1
OG0004085	CAPO307782	TCONS_00022909.p1
OG0004090	CAPO304280	TCONS_00003003.p1
OG0004091	CAPO307795	TCONS_00053676.p1
OG0004092	CAPO301516	TCONS_00056687.p1
OG0004093	CAPO303612	TCONS_00025996.p1
OG0004094	CAPO306112	TCONS_00015342.p1
OG0004095	CAPO302216	TCONS_00030160.p1, TCONS_00030161.p1
OG0004096	CAPO306070	TCONS_00015008.p1
OG0004097	CAPO300790	TCONS_00055161.p1
OG0004099	CAPO306437	TCONS_00014574.p1
OG0004100	CAPO306356	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1
OG0004101	CAPO303749, CAPO302702	TCONS_00002991.p1, TCONS_00003971.p1
OG0004103	CAPO306700	TCONS_00017398.p1, TCONS_00016551.p1
OG0004104	CAPO303684	TCONS_00029688.p1
OG0004105	CAPO308098	TCONS_00017260.p1
OG0004106	CAPO303386	TCONS_00051399.p1
OG0004110	CAPO300855	TCONS_00034163.p1
OG0004112	CAPO304610	TCONS_00028015.p1, TCONS_00028016.p1
OG0004113	CAPO305835	TCONS_00048317.p1
OG0004114	CAPO301854	TCONS_00010503.p1
OG0004115	CAPO306386	TCONS_00052002.p1
OG0004116	CAPO303186	TCONS_00040373.p1
OG0004118	CAPO306139	TCONS_00047218.p1
OG0004119	CAPO303741	TCONS_00007586.p1
OG0004120	CAPO303757	TCONS_00031456.p1
OG0004123	CAPO304624	TCONS_00016895.p1
OG0004124	CAPO302738	TCONS_00045725.p1
OG0004125	CAPO304359	TCONS_00014192.p1
OG0004127	CAPO306895	TCONS_00046753.p1, TCONS_00045678.p1
OG0004130	CAPO307075	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1
OG0004131	CAPO301925	TCONS_00006407.p1
OG0004133	CAPO305598	TCONS_00022682.p1
OG0004134	CAPO304433	TCONS_00027849.p1
OG0004136	CAPO307338	TCONS_00054339.p1
OG0004140	CAPO307995	TCONS_00021890.p1, TCONS_00021889.p1
OG0004142	CAPO300440	TCONS_00047653.p1
OG0004144	CAPO302917	TCONS_00056033.p1
OG0004148	CAPO301152	TCONS_00055720.p1, TCONS_00055711.p1
OG0004150	CAPO303497	TCONS_00056906.p1
OG0004151	CAPO307015	TCONS_00009331.p1
OG0004153	CAPO305022	TCONS_00030135.p1
OG0004154	CAPO308154	TCONS_00032903.p1, TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1
OG0004156	CAPO307556	TCONS_00047632.p1
OG0004158	CAPO302219	TCONS_00004246.p1
OG0004160	CAPO302118	TCONS_00052968.p1
OG0004164	CAPO306879	TCONS_00030925.p1
OG0004166	CAPO300703	TCONS_00027695.p1
OG0004167	CAPO305574	TCONS_00003611.p1
OG0004168	CAPO303881	TCONS_00006436.p1, TCONS_00006437.p1
OG0004169	CAPO302967	TCONS_00014455.p1
OG0004170	CAPO305320	TCONS_00023955.p1
OG0004171	CAPO305810	TCONS_00056085.p1
OG0004174	CAPO303644	TCONS_00054641.p1
OG0004176	CAPO304072	TCONS_00042674.p1
OG0004179	CAPO304392	TCONS_00014009.p1
OG0004181	CAPO304353	TCONS_00042164.p1
OG0004182	CAPO305817	TCONS_00002134.p1
OG0004183	CAPO301817	TCONS_00016676.p1
OG0004184	CAPO302251	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1
OG0004186	CAPO307615	TCONS_00010700.p1
OG0004187	CAPO301572	TCONS_00007370.p1
OG0004188	CAPO308209	TCONS_00012181.p1
OG0004194	CAPO301460, CAPO301973	TCONS_00036227.p1, TCONS_00036224.p1, TCONS_00036225.p1, TCONS_00037364.p1, TCONS_00037365.p1, TCONS_00008457.p1, TCONS_00008458.p1
OG0004215	CAPO307025	TCONS_00006088.p1
OG0004216	CAPO304745	TCONS_00008492.p1
OG0004217	CAPO300553	TCONS_00044057.p1
OG0004219	CAPO302642	TCONS_00003548.p1
OG0004222	CAPO307934	TCONS_00011581.p1
OG0004223	CAPO308310	TCONS_00017775.p1
OG0004226	CAPO301388	TCONS_00055877.p1
OG0004227	CAPO302252	TCONS_00050548.p1
OG0004228	CAPO303492	TCONS_00018265.p1
OG0004230	CAPO305821	TCONS_00034979.p1
OG0004231	CAPO300312	TCONS_00028285.p1
OG0004232	CAPO301443	TCONS_00026176.p1
OG0004235	CAPO306795	TCONS_00013753.p1
OG0004236	CAPO301760	TCONS_00011164.p1
OG0004237	CAPO301645	TCONS_00043031.p1
OG0004239	CAPO304082	TCONS_00015454.p1
OG0004240	CAPO301736	TCONS_00010412.p1
OG0004241	CAPO304693	TCONS_00021571.p1
OG0004243	CAPO302349	TCONS_00003869.p1
OG0004245	CAPO301120	TCONS_00027399.p1
OG0004246	CAPO307710	TCONS_00038726.p1
OG0004247	CAPO306324	TCONS_00039976.p1
OG0004248	CAPO306807	TCONS_00051504.p1
OG0004249	CAPO302316	TCONS_00042977.p1
OG0004250	CAPO305518	TCONS_00011396.p1
OG0004252	CAPO305536	TCONS_00014324.p1
OG0004254	CAPO304883	TCONS_00031008.p1
OG0004257	CAPO305171	TCONS_00006703.p1
OG0004258	CAPO301342	TCONS_00033470.p1
OG0004259	CAPO301048	TCONS_00029720.p1
OG0004261	CAPO305950	TCONS_00008123.p1
