Orthogroup	CAPO3	AMPFI_ok
OG0001605	CAPO307473	AMPFI_24911, AMPFI_18083
OG0001609	CAPO304683	AMPFI_10765
OG0001609	CAPO302057	AMPFI_06902
OG0001611	CAPO305038	AMPFI_12536
OG0001612	CAPO302202	AMPFI_03248, AMPFI_24849, AMPFI_16308
OG0001614	CAPO303895	AMPFI_14043
OG0001614	CAPO307630	AMPFI_09076
OG0001617	CAPO302798	AMPFI_25615
OG0001621	CAPO302875	AMPFI_09527
OG0001622	CAPO302121	AMPFI_23787
OG0001634	CAPO305688	AMPFI_21874
OG0001634	CAPO305614	AMPFI_22894
OG0001638	CAPO303528	AMPFI_08503
OG0001641	CAPO303281	AMPFI_08722
OG0001644	CAPO303665	AMPFI_12516
OG0001652	CAPO302838	AMPFI_17438, AMPFI_03475
OG0001653	CAPO305118	AMPFI_18635
OG0001655	CAPO302812	AMPFI_21729, AMPFI_16010
OG0001657	CAPO304165, CAPO303952	AMPFI_11506
OG0001660	CAPO305930	AMPFI_15599
OG0001661	CAPO302789	AMPFI_03268, AMPFI_17995, AMPFI_16309
OG0001661	CAPO304920	AMPFI_24993, AMPFI_21610
OG0001663	CAPO301057	AMPFI_14386
OG0001664	CAPO303152	AMPFI_06252
OG0001665	CAPO302331	AMPFI_22180, AMPFI_01269, AMPFI_18705, AMPFI_12597
OG0001672	CAPO301880	AMPFI_19341
OG0001673	CAPO305520	AMPFI_18848, AMPFI_05431
OG0001674	CAPO301357	AMPFI_20075, AMPFI_01079
OG0001675	CAPO307574	AMPFI_04125
OG0001676	CAPO305992	AMPFI_10805
OG0001677	CAPO307978	AMPFI_23211
OG0001679	CAPO302155, CAPO305784	AMPFI_09908, AMPFI_15820, AMPFI_01883
OG0001680	CAPO304235, CAPO304477	AMPFI_18352
OG0001684	CAPO300563	AMPFI_22117, AMPFI_24253
OG0001685	CAPO307707	AMPFI_05011
OG0001686	CAPO307138	AMPFI_25112
OG0001687	CAPO302907	AMPFI_24429, AMPFI_09173, AMPFI_17336, AMPFI_25410
OG0001688	CAPO300133	AMPFI_10724
OG0001690	CAPO304820	AMPFI_25400, AMPFI_12711, AMPFI_20974, AMPFI_20761
OG0001691	CAPO307420	AMPFI_08102, AMPFI_00359
OG0001704	CAPO304434	AMPFI_22958, AMPFI_17780
OG0001706	CAPO301033	AMPFI_00734
OG0001707	CAPO303836	AMPFI_01640, AMPFI_02566, AMPFI_19827, AMPFI_04732, AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001708	CAPO303804	AMPFI_10288, AMPFI_03554
OG0001709	CAPO304969	AMPFI_24047
OG0001711	CAPO301872	AMPFI_23859, AMPFI_17093
OG0001713	CAPO302278	AMPFI_07986
OG0001714	CAPO306669	AMPFI_05879
OG0001714	CAPO300188	AMPFI_12759
OG0001718	CAPO301559, CAPO301838	AMPFI_15984
OG0001720	CAPO303957	AMPFI_01920
OG0001721	CAPO302302	AMPFI_11273
OG0001723	CAPO308089	AMPFI_21807
OG0001724	CAPO306474	AMPFI_12909
OG0001724	CAPO305584	AMPFI_21586
OG0001727	CAPO301729	AMPFI_09267
OG0001730	CAPO303469	AMPFI_09157
OG0001732	CAPO304710	AMPFI_05707, AMPFI_19074
OG0001733	CAPO306615	AMPFI_08124
OG0001734	CAPO306594	AMPFI_02431, AMPFI_02529
OG0001735	CAPO301389	AMPFI_02680
OG0001736	CAPO300355	AMPFI_10858
OG0001738	CAPO301655	AMPFI_08169
OG0001739	CAPO304154	AMPFI_18533
OG0001743	CAPO306128	AMPFI_21237
OG0001746	CAPO306662	AMPFI_09609
OG0001750	CAPO304954	AMPFI_12484
OG0001755	CAPO300413	AMPFI_19529
OG0001756	CAPO301153	AMPFI_19308
OG0001756	CAPO306605	AMPFI_09088
OG0001769	CAPO300754	AMPFI_17583
OG0001769	CAPO306748	AMPFI_24487
OG0001770	CAPO304551	AMPFI_16335
OG0001772	CAPO303731	AMPFI_24282, AMPFI_16628, AMPFI_22476, AMPFI_21430
OG0001774	CAPO302411	AMPFI_10680
OG0001775	CAPO300385, CAPO303998	AMPFI_09788, AMPFI_06264, AMPFI_09825
OG0001778	CAPO303585	AMPFI_05245, AMPFI_14017, AMPFI_10692
OG0001781	CAPO304059	AMPFI_23560
OG0001781	CAPO306335	AMPFI_08314
OG0001782	CAPO302329	AMPFI_24297
OG0001783	CAPO302497	AMPFI_24257, AMPFI_01182
OG0001787	CAPO302384	AMPFI_25681
OG0001789	CAPO303597	AMPFI_24598, AMPFI_14245
OG0001792	CAPO305067	AMPFI_21133
OG0001792	CAPO302146	AMPFI_07829
OG0001793	CAPO302934	AMPFI_08492
OG0001793	CAPO300098	AMPFI_17091
OG0001794	CAPO305037	AMPFI_09033
OG0001797	CAPO305230	AMPFI_22232, AMPFI_16217, AMPFI_16614
OG0001799	CAPO307439	AMPFI_22445
OG0001800	CAPO302099, CAPO301494	AMPFI_11453
OG0001801	CAPO301631, CAPO300406, CAPO302328, CAPO300564	AMPFI_12578
OG0001802	CAPO307992	AMPFI_15094, AMPFI_17886, AMPFI_15095
OG0001804	CAPO307706	AMPFI_10708
OG0001805	CAPO301307	AMPFI_11465
OG0001807	CAPO305640	AMPFI_13156
OG0001808	CAPO300354	AMPFI_01463
OG0001809	CAPO307543	AMPFI_15697
OG0001811	CAPO304043	AMPFI_17459
OG0001814	CAPO305508	AMPFI_09086
OG0001816	CAPO300431	AMPFI_15030
OG0001818	CAPO302088	AMPFI_13689
OG0001819	CAPO307172	AMPFI_01254
OG0001820	CAPO300515	AMPFI_19349
OG0001822	CAPO301119	AMPFI_12887
OG0001825	CAPO306238	AMPFI_16509
OG0001827	CAPO303060	AMPFI_12500
OG0001828	CAPO305081	AMPFI_14487
OG0001830	CAPO300316	AMPFI_00628
OG0001831	CAPO306824	AMPFI_22534, AMPFI_24544
OG0001832	CAPO300612	AMPFI_13912
OG0001834	CAPO301512	AMPFI_07413
OG0001846	CAPO305028	AMPFI_10946
OG0001849	CAPO303014	AMPFI_09620, AMPFI_25919, AMPFI_01435
OG0001850	CAPO301689	AMPFI_22844, AMPFI_19567, AMPFI_02254, AMPFI_21066
OG0001851	CAPO303828	AMPFI_25094
OG0001852	CAPO303604	AMPFI_09915
OG0001857	CAPO306766	AMPFI_05151
OG0001859	CAPO304942	AMPFI_09110, AMPFI_00003
OG0001860	CAPO306960	AMPFI_10262, AMPFI_06272
OG0001861	CAPO303333	AMPFI_05758, AMPFI_05546
OG0001861	CAPO306489	AMPFI_02118
OG0001863	CAPO300966	AMPFI_08387
OG0001864	CAPO300448	AMPFI_00388
OG0001865	CAPO301778, CAPO302509	AMPFI_08697
OG0001866	CAPO306683	AMPFI_13351
OG0001867	CAPO302026	AMPFI_05628
OG0001870	CAPO303422	AMPFI_13982
OG0001873	CAPO305494	AMPFI_03890
OG0001875	CAPO303129	AMPFI_04167
OG0001875	CAPO300770	AMPFI_06025
OG0001878	CAPO300594	AMPFI_00022
OG0001879	CAPO302675	AMPFI_09991
OG0001879	CAPO304068	AMPFI_07049
OG0001882	CAPO302587	AMPFI_16163
OG0001883	CAPO304395	AMPFI_12080, AMPFI_12079
OG0001886	CAPO301013	AMPFI_21596
OG0001888	CAPO307373	AMPFI_13172, AMPFI_06802
OG0001894	CAPO305070	AMPFI_23829
OG0001895	CAPO300178	AMPFI_06234
OG0001898	CAPO303887	AMPFI_24797, AMPFI_19357, AMPFI_23331
OG0001900	CAPO306468, CAPO308362	AMPFI_14979, AMPFI_14680, AMPFI_22311, AMPFI_02765, AMPFI_06753
OG0001901	CAPO302174	AMPFI_16364
OG0001903	CAPO301651	AMPFI_22480
OG0001913	CAPO308270	AMPFI_25417, AMPFI_20028
OG0001914	CAPO308187	AMPFI_03280, AMPFI_16420, AMPFI_23834, AMPFI_23742
OG0001915	CAPO305922	AMPFI_24256
OG0001916	CAPO304398	AMPFI_05143, AMPFI_00220
OG0001917	CAPO303937	AMPFI_25940
OG0001919	CAPO305966	AMPFI_00805, AMPFI_03044
OG0001919	CAPO300799	AMPFI_20817
OG0001923	CAPO300364	AMPFI_05606
OG0001926	CAPO308203	AMPFI_12255
OG0001927	CAPO303832	AMPFI_08028
OG0001928	CAPO303627	AMPFI_03201
OG0001930	CAPO301567	AMPFI_11064
OG0001931	CAPO306905	AMPFI_10100, AMPFI_04459, AMPFI_22434, AMPFI_19930
OG0001932	CAPO304653	AMPFI_22509
OG0001935	CAPO301339	AMPFI_16321, AMPFI_05252
OG0001937	CAPO301986	AMPFI_25708
OG0001938	CAPO303883	AMPFI_24340
OG0001939	CAPO304703	AMPFI_25514
OG0001940	CAPO307447	AMPFI_23874
OG0001941	CAPO303660	AMPFI_16836, AMPFI_00128, AMPFI_23257, AMPFI_25029, AMPFI_22977, AMPFI_02719
OG0001943	CAPO304272	AMPFI_17954
OG0001945	CAPO302125, CAPO302413	AMPFI_00770, AMPFI_12531
OG0001947	CAPO306182	AMPFI_19758
OG0001948	CAPO307548	AMPFI_02982
OG0001949	CAPO303945	AMPFI_14432
OG0001951	CAPO305792	AMPFI_06568
OG0001953	CAPO306993	AMPFI_16409
OG0001956	CAPO302405	AMPFI_01860, AMPFI_19282, AMPFI_00676, AMPFI_14451, AMPFI_17056, AMPFI_03829
OG0001957	CAPO307027	AMPFI_20892
OG0001961	CAPO301591	AMPFI_18694
OG0001963	CAPO304559	AMPFI_06610
OG0001964	CAPO306144	AMPFI_15416
OG0001965	CAPO305377	AMPFI_25846
OG0001966	CAPO308069	AMPFI_23585, AMPFI_04379
OG0001968	CAPO303436	AMPFI_03626, AMPFI_02828
OG0001969	CAPO301897	AMPFI_20288
OG0001972	CAPO302726	AMPFI_15172
OG0001985	CAPO307425	AMPFI_00548
OG0001988	CAPO301454	AMPFI_17891
OG0001989	CAPO303699	AMPFI_13109
OG0001992	CAPO301694	AMPFI_09449
OG0001994	CAPO307422	AMPFI_17060
OG0001998	CAPO304168	AMPFI_11941
OG0002000	CAPO305912	AMPFI_07619, AMPFI_12151
OG0002001	CAPO301730, CAPO305766	AMPFI_02709
OG0002003	CAPO306645	AMPFI_03786, AMPFI_24835
OG0002004	CAPO305661, CAPO300359	AMPFI_21797, AMPFI_00749
OG0002006	CAPO302881	AMPFI_06516
OG0002007	CAPO301764	AMPFI_11296
OG0002008	CAPO308237	AMPFI_22453
OG0002009	CAPO305521	AMPFI_08474, AMPFI_11951
OG0002009	CAPO304107	AMPFI_13652
OG0002010	CAPO303286	AMPFI_25840
OG0002011	CAPO305222	AMPFI_05538
OG0002014	CAPO305309	AMPFI_21176, AMPFI_02559
OG0002015	CAPO304377	AMPFI_07020
OG0002016	CAPO300736, CAPO303360	AMPFI_07033
OG0002019	CAPO303943, CAPO301189	AMPFI_13164, AMPFI_11037
OG0002020	CAPO301809, CAPO306607	AMPFI_07498, AMPFI_07314
OG0002024	CAPO300776	AMPFI_12404
OG0002025	CAPO301502	AMPFI_16365, AMPFI_15837, AMPFI_05377
OG0002026	CAPO307889, CAPO306582	AMPFI_00510, AMPFI_07639
OG0002027	CAPO307021	AMPFI_12845
OG0002029	CAPO303181	AMPFI_14294
OG0002030	CAPO301675	AMPFI_19671, AMPFI_00962
OG0002030	CAPO303987	AMPFI_02627
OG0002031	CAPO300135	AMPFI_08223
OG0002032	CAPO304689	AMPFI_07992
OG0002034	CAPO306318	AMPFI_19989, AMPFI_00248, AMPFI_21516
OG0002042	CAPO300525	AMPFI_06985
OG0002043	CAPO306649	AMPFI_11574
OG0002058	CAPO300289	AMPFI_25404, AMPFI_08457, AMPFI_00532, AMPFI_12631
OG0002061	CAPO307339	AMPFI_09395, AMPFI_12327
OG0002062	CAPO301382	AMPFI_20199
OG0002063	CAPO302417	AMPFI_24725
OG0002066	CAPO300576	AMPFI_11746
OG0002067	CAPO302721	AMPFI_16394
OG0002068	CAPO303650	AMPFI_16266, AMPFI_21310
OG0002069	CAPO306402	AMPFI_07503, AMPFI_18734
OG0002073	CAPO302333	AMPFI_25365
OG0002074	CAPO304152	AMPFI_01458
OG0002076	CAPO303117	AMPFI_24244
OG0002078	CAPO302217	AMPFI_16293
OG0002080	CAPO307474, CAPO307552	AMPFI_00131, AMPFI_15363
OG0002081	CAPO300584	AMPFI_19669, AMPFI_25653, AMPFI_06780, AMPFI_22236, AMPFI_16238
OG0002087	CAPO306536	AMPFI_07836
OG0002093	CAPO304254	AMPFI_22177
OG0002094	CAPO303399	AMPFI_06144
OG0002097	CAPO302111	AMPFI_09945
OG0002099	CAPO306675	AMPFI_19251, AMPFI_11854
OG0002101	CAPO307803	AMPFI_12592, AMPFI_10537
OG0002103	CAPO305235	AMPFI_02167, AMPFI_02166
OG0002108	CAPO303834	AMPFI_14729
OG0002122	CAPO300191	AMPFI_14982, AMPFI_20626
OG0002123	CAPO303373	AMPFI_13795
OG0002124	CAPO300980	AMPFI_19622, AMPFI_11396, AMPFI_17930
OG0002129	CAPO305068	AMPFI_20343, AMPFI_19463
OG0002130	CAPO301943	AMPFI_23788
OG0002131	CAPO302159	AMPFI_22649, AMPFI_11577
OG0002135	CAPO300616, CAPO300802	AMPFI_21688
OG0002136	CAPO300292	AMPFI_16197, AMPFI_16117
OG0002137	CAPO306593	AMPFI_24466, AMPFI_14326, AMPFI_07582
OG0002138	CAPO304101	AMPFI_24662
OG0002140	CAPO300489	AMPFI_07045
OG0002141	CAPO300491	AMPFI_23374, AMPFI_22738, AMPFI_24291
OG0002144	CAPO308205	AMPFI_07287, AMPFI_05043
OG0002145	CAPO305963	AMPFI_10121
OG0002146	CAPO303694	AMPFI_05844
OG0002148	CAPO301311	AMPFI_23168, AMPFI_13637
OG0002150	CAPO305991	AMPFI_16081, AMPFI_21448, AMPFI_15348
OG0002151	CAPO300513	AMPFI_09038
OG0002152	CAPO305214	AMPFI_09776
OG0002156	CAPO307789	AMPFI_05384
OG0002158	CAPO300426	AMPFI_18914
OG0002159	CAPO301618	AMPFI_24442
OG0002160	CAPO306354	AMPFI_14776
OG0002165	CAPO306860	AMPFI_09337
OG0002166	CAPO300536	AMPFI_10950
OG0002168	CAPO305846	AMPFI_24771, AMPFI_10928
OG0002169	CAPO305188, CAPO305186	AMPFI_21144, AMPFI_21299
OG0002170	CAPO306065	AMPFI_23281, AMPFI_07669
OG0002171	CAPO300657	AMPFI_09465
OG0002172	CAPO300117	AMPFI_10541
OG0002173	CAPO300163	AMPFI_08338
OG0002177	CAPO303715	AMPFI_19453, AMPFI_17863
OG0002178	CAPO300762	AMPFI_03485
OG0002179	CAPO301344	AMPFI_15916
OG0002182	CAPO300304	AMPFI_12302
OG0002184	CAPO302808	AMPFI_11522
OG0002185	CAPO306894	AMPFI_09801
OG0002187	CAPO303260	AMPFI_09301
OG0002188	CAPO307308	AMPFI_14506, AMPFI_19113
OG0002189	CAPO302919, CAPO302901	AMPFI_03764, AMPFI_22355
OG0002190	CAPO305794	AMPFI_00222, AMPFI_03087
OG0002191	CAPO306349	AMPFI_22618, AMPFI_24980
OG0002193	CAPO307827, CAPO303661	AMPFI_20760, AMPFI_03523
OG0002194	CAPO306073	AMPFI_19432, AMPFI_19428, AMPFI_10986
OG0002198	CAPO307154, CAPO303031, CAPO303344	AMPFI_22778
OG0002199	CAPO302045, CAPO307109	AMPFI_25898
OG0002213	CAPO301692	AMPFI_13684, AMPFI_08701
OG0002216	CAPO308083	AMPFI_02814, AMPFI_22578, AMPFI_22501, AMPFI_01725
OG0002217	CAPO303403	AMPFI_25107, AMPFI_18149, AMPFI_19805
OG0002219	CAPO301953	AMPFI_21813, AMPFI_19103
OG0002224	CAPO304952	AMPFI_12765
OG0002225	CAPO301769	AMPFI_07786
OG0002226	CAPO307804	AMPFI_09925
OG0002227	CAPO307820, CAPO307799	AMPFI_22780
OG0002228	CAPO301630, CAPO300068	AMPFI_01748
OG0002229	CAPO308040	AMPFI_20801
OG0002237	CAPO306506	AMPFI_16620, AMPFI_21143
OG0002239	CAPO301966	AMPFI_09155
OG0002240	CAPO306707	AMPFI_22996, AMPFI_00960, AMPFI_15717
OG0002241	CAPO303979	AMPFI_14262
OG0002243	CAPO301335, CAPO300484	AMPFI_06850
OG0002244	CAPO303840	AMPFI_08460, AMPFI_07452
OG0002245	CAPO302737	AMPFI_17755
OG0002246	CAPO301929	AMPFI_20214, AMPFI_21351, AMPFI_20505
OG0002251	CAPO302537	AMPFI_13110
OG0002252	CAPO304306	AMPFI_05242
OG0002255	CAPO301475, CAPO302337	AMPFI_02651, AMPFI_19539
OG0002257	CAPO303721	AMPFI_15547
OG0002258	CAPO302229	AMPFI_23113, AMPFI_24977, AMPFI_22049
OG0002261	CAPO303559	AMPFI_16530
OG0002263	CAPO304694	AMPFI_05699
OG0002264	CAPO304810	AMPFI_24071
OG0002266	CAPO307392	AMPFI_03722, AMPFI_04811, AMPFI_03178, AMPFI_18976
OG0002270	CAPO302042	AMPFI_21580, AMPFI_14199, AMPFI_16026
OG0002272	CAPO301905	AMPFI_08490
OG0002282	CAPO300014	AMPFI_20323
OG0002284	CAPO304167	AMPFI_07483
OG0002285	CAPO305012	AMPFI_17374, AMPFI_01693
OG0002287	CAPO306430	AMPFI_19411, AMPFI_22131, AMPFI_21836, AMPFI_22336
OG0002288	CAPO306855	AMPFI_05968
OG0002292	CAPO308118, CAPO308288	AMPFI_03614
OG0002292	CAPO301471	AMPFI_05908
OG0002293	CAPO302207	AMPFI_05327, AMPFI_10685
OG0002294	CAPO300522	AMPFI_12144
OG0002312	CAPO305339	AMPFI_10232
OG0002312	CAPO305880	AMPFI_15223
OG0002316	CAPO302192	AMPFI_02237
OG0002317	CAPO301129	AMPFI_23771
OG0002318	CAPO302292	AMPFI_24462, AMPFI_08489, AMPFI_21799
OG0002319	CAPO306342	AMPFI_08821
OG0002321	CAPO300390	AMPFI_00776, AMPFI_02703
OG0002322	CAPO300979	AMPFI_21364
OG0002323	CAPO308299	AMPFI_06107, AMPFI_10733
OG0002324	CAPO301866	AMPFI_20398, AMPFI_07212, AMPFI_08976
OG0002325	CAPO300458	AMPFI_05132
OG0002326	CAPO302239	AMPFI_07885
OG0002327	CAPO302954	AMPFI_07418
OG0002330	CAPO300172	AMPFI_10581
OG0002331	CAPO302246	AMPFI_19373, AMPFI_03306
OG0002332	CAPO300761	AMPFI_17423
OG0002337	CAPO307155	AMPFI_11283
OG0002340	CAPO307906	AMPFI_06594
OG0002344	CAPO307434	AMPFI_13957
OG0002345	CAPO304277	AMPFI_01058, AMPFI_01059
OG0002346	CAPO307106	AMPFI_04693
OG0002348	CAPO302095	AMPFI_04385
OG0002354	CAPO306383	AMPFI_17029, AMPFI_11902
OG0002356	CAPO305051	AMPFI_16602
OG0002358	CAPO307788	AMPFI_19693, AMPFI_06880, AMPFI_00703
OG0002359	CAPO302128	AMPFI_03938, AMPFI_10254
OG0002361	CAPO304727	AMPFI_10352
OG0002362	CAPO301902	AMPFI_02961
OG0002363	CAPO302980	AMPFI_16473
OG0002364	CAPO306488	AMPFI_23510, AMPFI_25302, AMPFI_01002, AMPFI_12128, AMPFI_12869
OG0002367	CAPO304316	AMPFI_07894
OG0002368	CAPO301447	AMPFI_01085, AMPFI_17796, AMPFI_18726, AMPFI_19085
OG0002369	CAPO301279	AMPFI_19667, AMPFI_21321
OG0002370	CAPO303015	AMPFI_08335
OG0002371	CAPO304426	AMPFI_06562
OG0002372	CAPO303041	AMPFI_11300
OG0002374	CAPO302309	AMPFI_05495
OG0002376	CAPO304863	AMPFI_06717
OG0002377	CAPO301847	AMPFI_08355
OG0002379	CAPO301214	AMPFI_05523
OG0002396	CAPO302410	AMPFI_15085, AMPFI_01991
OG0002398	CAPO306938	AMPFI_06652
OG0002405	CAPO300119	AMPFI_15804
OG0002406	CAPO304138	AMPFI_17696
OG0002407	CAPO301366	AMPFI_21084
OG0002409	CAPO301533	AMPFI_23640
OG0002410	CAPO305170	AMPFI_25695, AMPFI_14224
OG0002411	CAPO305052	AMPFI_06324
OG0002412	CAPO302706	AMPFI_04294
OG0002413	CAPO307797	AMPFI_15339
OG0002413	CAPO304716	AMPFI_18357
OG0002414	CAPO304631	AMPFI_13659
OG0002415	CAPO304905	AMPFI_02625, AMPFI_08209
OG0002417	CAPO307671	AMPFI_25102, AMPFI_17932, AMPFI_05044, AMPFI_11631
OG0002418	CAPO303802	AMPFI_18139
OG0002419	CAPO303825	AMPFI_10140, AMPFI_22265, AMPFI_17392
OG0002421	CAPO305365	AMPFI_06900
OG0002422	CAPO302014	AMPFI_25635
OG0002425	CAPO304491	AMPFI_07221, AMPFI_12787, AMPFI_12545, AMPFI_19580, AMPFI_21740, AMPFI_12544
OG0002426	CAPO303294	AMPFI_08039
OG0002429	CAPO305260	AMPFI_15368
OG0002433	CAPO302444	AMPFI_10800
OG0002435	CAPO304613	AMPFI_08110
OG0002436	CAPO307054	AMPFI_17090, AMPFI_15631
OG0002437	CAPO303352	AMPFI_13223
OG0002439	CAPO302565	AMPFI_15683
OG0002441	CAPO304429	AMPFI_17008
OG0002442	CAPO300535	AMPFI_12744
OG0002443	CAPO301424	AMPFI_24450, AMPFI_15890, AMPFI_16326
OG0002445	CAPO304782	AMPFI_12457
OG0002446	CAPO303707	AMPFI_09464
OG0002448	CAPO308204	AMPFI_11264
OG0002453	CAPO305834	AMPFI_24853
OG0002476	CAPO307617	AMPFI_07173, AMPFI_08958
OG0002484	CAPO305360	AMPFI_23925, AMPFI_00818, AMPFI_04669, AMPFI_17216
OG0002486	CAPO303598	AMPFI_16150
OG0002489	CAPO304231	AMPFI_04686, AMPFI_01472, AMPFI_02560, AMPFI_19145
OG0002490	CAPO307409, CAPO300849	AMPFI_08236
OG0002492	CAPO305743	AMPFI_22488
OG0002494	CAPO307620	AMPFI_13852
OG0002495	CAPO306559	AMPFI_25744
OG0002496	CAPO300997	AMPFI_17300, AMPFI_20602, AMPFI_24160
OG0002497	CAPO301629	AMPFI_16261
OG0002500	CAPO305159	AMPFI_06240
OG0002501	CAPO305150	AMPFI_02571, AMPFI_18052
OG0002502	CAPO304947	AMPFI_17862, AMPFI_02069
OG0002503	CAPO301024	AMPFI_11268
OG0002505	CAPO302692	AMPFI_03042, AMPFI_22720
OG0002507	CAPO303215	AMPFI_06138
OG0002509	CAPO305905, CAPO306732	AMPFI_10128
OG0002510	CAPO305793	AMPFI_23738, AMPFI_00498
OG0002511	CAPO303146	AMPFI_24672
OG0002516	CAPO307569	AMPFI_07473
OG0002518	CAPO304200	AMPFI_11837
OG0002519	CAPO302874	AMPFI_19533, AMPFI_16079
OG0002523	CAPO301008	AMPFI_02042
OG0002525	CAPO300787	AMPFI_02494, AMPFI_01201, AMPFI_23315
OG0002527	CAPO306066	AMPFI_15362
OG0002528	CAPO301891	AMPFI_11923
OG0002529	CAPO301231, CAPO301232	AMPFI_14115
OG0002532	CAPO307265	AMPFI_02544
OG0002533	CAPO302353	AMPFI_10313, AMPFI_11981
OG0002534	CAPO302248	AMPFI_11146
OG0002542	CAPO300062	AMPFI_14378
OG0002543	CAPO306889, CAPO301493	AMPFI_05217
OG0002548	CAPO303502	AMPFI_24571
OG0002555	CAPO301095	AMPFI_05511, AMPFI_21927, AMPFI_12974
OG0002557	CAPO302757	AMPFI_10804
OG0002558	CAPO301820	AMPFI_18657, AMPFI_05153
OG0002559	CAPO306363	AMPFI_09876
OG0002561	CAPO306761	AMPFI_16449, AMPFI_21135, AMPFI_22038
OG0002562	CAPO305283	AMPFI_00756
OG0002563	CAPO307417	AMPFI_07399
OG0002564	CAPO307297	AMPFI_07937
OG0002565	CAPO302611	AMPFI_01084
OG0002566	CAPO303827	AMPFI_19206, AMPFI_20668, AMPFI_16864, AMPFI_03477
OG0002567	CAPO304319	AMPFI_11979
OG0002569	CAPO306658	AMPFI_25754, AMPFI_17829, AMPFI_02326
OG0002570	CAPO307215	AMPFI_07846
OG0002574	CAPO307488	AMPFI_24042
OG0002587	CAPO300512	AMPFI_05490
OG0002589	CAPO302447	AMPFI_14738, AMPFI_04055
OG0002592	CAPO300278	AMPFI_13088
OG0002594	CAPO304177	AMPFI_11935
OG0002598	CAPO300566	AMPFI_08969
OG0002599	CAPO303706	AMPFI_20120
OG0002600	CAPO305861	AMPFI_23683, AMPFI_16466
OG0002601	CAPO300675	AMPFI_11035, AMPFI_19350
OG0002602	CAPO303637	AMPFI_11013
OG0002603	CAPO302609	AMPFI_25770, AMPFI_19896
OG0002605	CAPO303522	AMPFI_25285, AMPFI_01082, AMPFI_21170
OG0002608	CAPO303192	AMPFI_24780
OG0002609	CAPO304999	AMPFI_25165
OG0002610	CAPO307043	AMPFI_08555
OG0002611	CAPO302425	AMPFI_01205, AMPFI_20953
OG0002617	CAPO307606	AMPFI_20313
OG0002618	CAPO307902	AMPFI_03389
OG0002620	CAPO300598	AMPFI_10749
OG0002621	CAPO305708, CAPO305709, CAPO305858	AMPFI_04505
OG0002624	CAPO307642	AMPFI_18223, AMPFI_25596, AMPFI_02917, AMPFI_16642, AMPFI_24496
OG0002629	CAPO306781	AMPFI_24735, AMPFI_00928
OG0002630	CAPO300618	AMPFI_20715
OG0002631	CAPO302228	AMPFI_02232, AMPFI_25486
OG0002632	CAPO301605	AMPFI_05806, AMPFI_01287
OG0002633	CAPO301845	AMPFI_16272
OG0002634	CAPO303763	AMPFI_04114, AMPFI_23959, AMPFI_15623, AMPFI_12684
OG0002636	CAPO302443	AMPFI_20833
OG0002638	CAPO301720	AMPFI_13211
OG0002642	CAPO302887	AMPFI_08803
OG0002643	CAPO305403	AMPFI_14666
OG0002645	CAPO302012	AMPFI_11704, AMPFI_05004
OG0002646	CAPO300302	AMPFI_08812
OG0002651	CAPO307502	AMPFI_05025
OG0002652	CAPO305413	AMPFI_07946
OG0002656	CAPO301386	AMPFI_17717, AMPFI_03906
OG0002657	CAPO301921	AMPFI_24401
OG0002659	CAPO302308	AMPFI_14143
OG0002661	CAPO300165	AMPFI_13522
OG0002662	CAPO307949	AMPFI_14924
OG0002663	CAPO308163	AMPFI_06734, AMPFI_00147
OG0002665	CAPO307055	AMPFI_08155
OG0002666	CAPO308350	AMPFI_08951, AMPFI_17898
OG0002668	CAPO301754	AMPFI_12794
OG0002669	CAPO301762	AMPFI_07128
OG0002672	CAPO307527	AMPFI_05463
OG0002677	CAPO303005	AMPFI_08799
OG0002682	CAPO301064	AMPFI_05616
OG0002705	CAPO303959	AMPFI_08510
OG0002706	CAPO306125	AMPFI_21236, AMPFI_02831, AMPFI_07417
OG0002708	CAPO306708	AMPFI_13987
OG0002710	CAPO301641	AMPFI_17266, AMPFI_00640
OG0002713	CAPO306909	AMPFI_19175, AMPFI_19998
OG0002715	CAPO303783	AMPFI_12353
OG0002716	CAPO302306	AMPFI_03892, AMPFI_21841, AMPFI_16965
OG0002717	CAPO307873	AMPFI_01161
OG0002718	CAPO306705	AMPFI_12945
OG0002720	CAPO304077	AMPFI_06348
OG0002722	CAPO300697	AMPFI_12652
OG0002726	CAPO303092	AMPFI_01971
OG0002728	CAPO304582	AMPFI_08725
OG0002730	CAPO300185	AMPFI_02698, AMPFI_11827
OG0002731	CAPO304916	AMPFI_21207
OG0002732	CAPO305751	AMPFI_02794
OG0002736	CAPO302364	AMPFI_10674
OG0002739	CAPO303462	AMPFI_21137
OG0002740	CAPO303044	AMPFI_07662
OG0002741	CAPO305001	AMPFI_12640
OG0002743	CAPO305659	AMPFI_20528
OG0002744	CAPO307532	AMPFI_10831
OG0002745	CAPO302960	AMPFI_03214
OG0002746	CAPO301404	AMPFI_06320
OG0002747	CAPO308121	AMPFI_02189
OG0002749	CAPO305516	AMPFI_16192
OG0002750	CAPO305820	AMPFI_12572, AMPFI_03631, AMPFI_12923, AMPFI_13722, AMPFI_00301
OG0002751	CAPO300590	AMPFI_12984, AMPFI_25256, AMPFI_05705
