Orthogroup	CAPO3	HELIO_ok
OG0002152	CAPO305214	HELIO_07905
OG0002156	CAPO307789	HELIO_12738, HELIO_03634
OG0002159	CAPO301618	HELIO_09826
OG0002160	CAPO306354	HELIO_00185
OG0002165	CAPO306860	HELIO_11027
OG0002166	CAPO300536	HELIO_08775
OG0002168	CAPO305846	HELIO_07698, HELIO_12373
OG0002169	CAPO305188, CAPO305186	HELIO_05746, HELIO_06281
OG0002170	CAPO306065	HELIO_04325, HELIO_08216
OG0002171	CAPO300657	HELIO_11666
OG0002172	CAPO300117	HELIO_02383
OG0002173	CAPO300163	HELIO_10127
OG0002177	CAPO303715	HELIO_06435
OG0002178	CAPO300762	HELIO_00881
OG0002179	CAPO301344	HELIO_11957
OG0002182	CAPO300304	HELIO_07381
OG0002184	CAPO302808	HELIO_03187, HELIO_03186
OG0002185	CAPO306894	HELIO_02280
OG0002187	CAPO303260	HELIO_06883
OG0002188	CAPO307308	HELIO_11286
OG0002189	CAPO302919, CAPO302901	HELIO_09345
OG0002190	CAPO305794	HELIO_11217
OG0002191	CAPO306349	HELIO_05501
OG0002193	CAPO307827, CAPO303661	HELIO_11239
OG0002194	CAPO306073	HELIO_08167, HELIO_09274
OG0002216	CAPO308083	HELIO_08118
OG0002217	CAPO303403	HELIO_07595
OG0002219	CAPO301953	HELIO_03142
OG0002222	CAPO300961	HELIO_01086
OG0002224	CAPO304952	HELIO_08402
OG0002225	CAPO301769	HELIO_05714
OG0002226	CAPO307804	HELIO_03074
OG0002227	CAPO307820, CAPO307799	HELIO_01271
OG0002228	CAPO301630, CAPO300068	HELIO_10818
OG0002229	CAPO308040	HELIO_11908
OG0002235	CAPO303035	HELIO_04428, HELIO_01162
OG0002237	CAPO306506	HELIO_11740, HELIO_11741
OG0002239	CAPO303809	HELIO_12051
OG0002240	CAPO306707	HELIO_06722
OG0002241	CAPO303979	HELIO_09347
OG0002243	CAPO301335, CAPO300484	HELIO_12098
OG0002244	CAPO303840	HELIO_01234, HELIO_09967
OG0002245	CAPO302737	HELIO_05485
OG0002246	CAPO301929	HELIO_12705
OG0002251	CAPO302537	HELIO_12433
OG0002252	CAPO304306	HELIO_01235
OG0002255	CAPO301475, CAPO302337	HELIO_12509, HELIO_02143
OG0002258	CAPO302229	HELIO_06245
OG0002261	CAPO303559	HELIO_06100
OG0002263	CAPO304694	HELIO_06943
OG0002264	CAPO304810	HELIO_02936
OG0002266	CAPO307392	HELIO_09260
OG0002270	CAPO302042	HELIO_04696
OG0002272	CAPO301905	HELIO_11743
OG0002282	CAPO300014	HELIO_05112
OG0002284	CAPO304167	HELIO_12726
OG0002285	CAPO305012	HELIO_01805
OG0002287	CAPO306430	HELIO_11386
OG0002288	CAPO306855	HELIO_07429
OG0002292	CAPO301471	HELIO_04485
OG0002293	CAPO302207	HELIO_02043
OG0002294	CAPO300522	HELIO_08497
OG0002296	CAPO307746	HELIO_00402
OG0002312	CAPO305339	HELIO_12558
OG0002316	CAPO302192	HELIO_12382
OG0002317	CAPO301129	HELIO_02026
OG0002318	CAPO302292	HELIO_12246, HELIO_12682
OG0002319	CAPO306342	HELIO_07888
OG0002321	CAPO300390	HELIO_05182
OG0002322	CAPO300979	HELIO_08056
OG0002323	CAPO308299	HELIO_11101, HELIO_02178
OG0002324	CAPO301866	HELIO_10551, HELIO_09504
OG0002325	CAPO300458	HELIO_01569
OG0002326	CAPO302239	HELIO_03775
OG0002327	CAPO302954	HELIO_05706
OG0002330	CAPO300172	HELIO_10560, HELIO_10559
OG0002331	CAPO302246	HELIO_09275
OG0002332	CAPO300761	HELIO_10520
OG0002337	CAPO307155	HELIO_11545
OG0002340	CAPO307906	HELIO_10066, HELIO_07363
OG0002343	CAPO303889	HELIO_11409
OG0002344	CAPO307434	HELIO_01896
OG0002345	CAPO304277	HELIO_01008
OG0002346	CAPO307106	HELIO_09863
OG0002348	CAPO302095	HELIO_04598
OG0002354	CAPO306383	HELIO_07745
OG0002356	CAPO305051	HELIO_09006
OG0002357	CAPO302341	HELIO_07681
OG0002358	CAPO307788	HELIO_03502
OG0002359	CAPO302128	HELIO_12405, HELIO_06338
OG0002361	CAPO304727	HELIO_05139
OG0002362	CAPO301902	HELIO_10755
OG0002363	CAPO302980	HELIO_06225
OG0002364	CAPO306488	HELIO_07159
OG0002367	CAPO304316	HELIO_12396
OG0002368	CAPO301447	HELIO_02256
OG0002369	CAPO301279	HELIO_10202
OG0002370	CAPO303015	HELIO_01318
OG0002371	CAPO304426	HELIO_03580
OG0002372	CAPO303540	HELIO_10493
OG0002372	CAPO303041	HELIO_07747
OG0002374	CAPO302309	HELIO_00949
OG0002375	CAPO305178, CAPO300285	HELIO_04442
OG0002376	CAPO304863	HELIO_06701
OG0002377	CAPO301847	HELIO_10194
OG0002379	CAPO301214	HELIO_12739, HELIO_12740
OG0002396	CAPO302410	HELIO_08126, HELIO_08125
OG0002398	CAPO306938	HELIO_08517
OG0002405	CAPO300119	HELIO_01367
OG0002406	CAPO304138	HELIO_01959
OG0002407	CAPO301366	HELIO_11688
OG0002409	CAPO301533	HELIO_02015
OG0002410	CAPO305170	HELIO_00976, HELIO_04394
OG0002411	CAPO305052	HELIO_01331
OG0002412	CAPO302706	HELIO_10126
OG0002413	CAPO307797	HELIO_01474
OG0002413	CAPO304716	HELIO_06354
OG0002414	CAPO304631	HELIO_10381
OG0002415	CAPO304905	HELIO_12736, HELIO_07942
OG0002417	CAPO307671	HELIO_03414, HELIO_05896, HELIO_06870, HELIO_11911
OG0002418	CAPO303802	HELIO_11411
OG0002419	CAPO303825	HELIO_12342, HELIO_02504
OG0002421	CAPO305365	HELIO_01261
OG0002422	CAPO302014	HELIO_01387
OG0002425	CAPO304491	HELIO_10208, HELIO_05178
OG0002426	CAPO303294	HELIO_03335
OG0002429	CAPO305260	HELIO_09815, HELIO_04529
OG0002433	CAPO302444	HELIO_07051
OG0002435	CAPO304613	HELIO_07591
OG0002436	CAPO307054	HELIO_02267
OG0002437	CAPO303352	HELIO_01793
OG0002439	CAPO302565	HELIO_09848
OG0002441	CAPO304429	HELIO_05799
OG0002442	CAPO300535	HELIO_07816
OG0002443	CAPO301424	HELIO_09645
OG0002445	CAPO304782	HELIO_07116
OG0002446	CAPO303707	HELIO_06057
OG0002448	CAPO308204	HELIO_12221, HELIO_04227
OG0002453	CAPO305834	HELIO_12679
OG0002454	CAPO305157	HELIO_09590, HELIO_09589
OG0002476	CAPO307617	HELIO_03664, HELIO_09312
OG0002484	CAPO305360	HELIO_02445
OG0002486	CAPO303598	HELIO_03836
OG0002489	CAPO304231	HELIO_10331
OG0002490	CAPO307409, CAPO300849	HELIO_04381
OG0002492	CAPO305743	HELIO_10487
OG0002494	CAPO307620	HELIO_01599, HELIO_01251
OG0002496	CAPO300997	HELIO_09651
OG0002497	CAPO301629	HELIO_02505
OG0002499	CAPO308309	HELIO_10794, HELIO_00659
OG0002500	CAPO305159	HELIO_06617
OG0002501	CAPO305150	HELIO_10161
OG0002502	CAPO304947	HELIO_06069
OG0002503	CAPO301024	HELIO_07673
OG0002505	CAPO302692	HELIO_10389, HELIO_10390
OG0002506	CAPO301029	HELIO_01419
OG0002507	CAPO303215	HELIO_11185
OG0002509	CAPO305905, CAPO306732	HELIO_05251
OG0002510	CAPO305793	HELIO_10856
OG0002511	CAPO303146	HELIO_01449
OG0002516	CAPO307569	HELIO_09840
OG0002518	CAPO304200	HELIO_01975
OG0002519	CAPO302874	HELIO_07618
OG0002523	CAPO301008	HELIO_02687
OG0002525	CAPO300787	HELIO_12186
OG0002526	CAPO303145	HELIO_08372, HELIO_08373
OG0002527	CAPO306066	HELIO_00703
OG0002528	CAPO301891	HELIO_06964
OG0002529	CAPO301231, CAPO301232	HELIO_12199, HELIO_12198
OG0002531	CAPO304673	HELIO_08040
OG0002532	CAPO307265	HELIO_08702
OG0002533	CAPO302353	HELIO_10038
OG0002534	CAPO302248	HELIO_01862
OG0002539	CAPO305908	HELIO_05871
OG0002542	CAPO300062	HELIO_12766
OG0002543	CAPO306889, CAPO301493	HELIO_01303
OG0002548	CAPO303502	HELIO_03411
OG0002555	CAPO301095	HELIO_03386
OG0002557	CAPO302757	HELIO_05219
OG0002558	CAPO301820	HELIO_07563, HELIO_02493, HELIO_02494
OG0002559	CAPO306363	HELIO_00119
OG0002561	CAPO306761	HELIO_11216
OG0002562	CAPO305283	HELIO_08903
OG0002564	CAPO307297	HELIO_03476
OG0002565	CAPO302611	HELIO_04197
OG0002566	CAPO303827	HELIO_07620
OG0002567	CAPO304319	HELIO_10477
OG0002569	CAPO306658	HELIO_09801
OG0002574	CAPO307488	HELIO_05197
OG0002587	CAPO300512	HELIO_02597
OG0002589	CAPO302447	HELIO_07397, HELIO_07756
OG0002592	CAPO300278	HELIO_12783
OG0002594	CAPO304177	HELIO_03260
OG0002598	CAPO300566	HELIO_09306
OG0002599	CAPO303706	HELIO_01735
OG0002600	CAPO305861	HELIO_08436
OG0002601	CAPO300675	HELIO_06938, HELIO_11513, HELIO_11173
OG0002602	CAPO303637	HELIO_11174, HELIO_02231
OG0002603	CAPO302609	HELIO_07142, HELIO_03372
OG0002605	CAPO303522	HELIO_03379, HELIO_03378
OG0002608	CAPO303192	HELIO_01546, HELIO_10204
OG0002609	CAPO304999	HELIO_09507
OG0002610	CAPO307043	HELIO_08229
OG0002611	CAPO302425	HELIO_08050
OG0002617	CAPO307606	HELIO_10276
OG0002618	CAPO307902	HELIO_07943
OG0002620	CAPO300598	HELIO_07883
OG0002621	CAPO305708, CAPO305709, CAPO305858	HELIO_07034, HELIO_01916
OG0002624	CAPO307642	HELIO_03629
OG0002629	CAPO306781	HELIO_11339
OG0002630	CAPO300618	HELIO_09231
OG0002631	CAPO302228	HELIO_07808, HELIO_05400, HELIO_04876, HELIO_05525
OG0002632	CAPO301605	HELIO_06737
OG0002633	CAPO301845	HELIO_02658
OG0002634	CAPO303763	HELIO_10302
OG0002636	CAPO302443	HELIO_03936
OG0002638	CAPO302461, CAPO301720	HELIO_10591
OG0002642	CAPO302887	HELIO_07779
OG0002643	CAPO305403	HELIO_01593, HELIO_01594
OG0002644	CAPO300686	HELIO_10604
OG0002645	CAPO302012	HELIO_01123
OG0002646	CAPO300302	HELIO_02697
OG0002651	CAPO307502	HELIO_07721
OG0002652	CAPO305413	HELIO_10370, HELIO_10369
OG0002656	CAPO301386	HELIO_06530
OG0002657	CAPO301921	HELIO_10902
OG0002659	CAPO302308	HELIO_09615
OG0002661	CAPO300165	HELIO_07731
OG0002662	CAPO307949	HELIO_07752
OG0002663	CAPO308163	HELIO_09556
OG0002665	CAPO307055	HELIO_10240
OG0002666	CAPO308350	HELIO_11096
OG0002668	CAPO301754	HELIO_10383
OG0002669	CAPO301762	HELIO_08691
OG0002672	CAPO307527	HELIO_03503
OG0002677	CAPO303005	HELIO_01468
OG0002682	CAPO301064	HELIO_04795
OG0002705	CAPO303959	HELIO_08111
OG0002706	CAPO306125	HELIO_10421, HELIO_10422
OG0002708	CAPO306708	HELIO_08992
OG0002710	CAPO301641	HELIO_04236, HELIO_00829
OG0002713	CAPO306909	HELIO_06459
OG0002715	CAPO303783	HELIO_02942
OG0002716	CAPO302306	HELIO_08404, HELIO_08403
OG0002717	CAPO307873	HELIO_07984
OG0002718	CAPO306705	HELIO_09888, HELIO_05744
OG0002720	CAPO304077	HELIO_07567
OG0002722	CAPO300697	HELIO_03522
OG0002726	CAPO303092	HELIO_03574
OG0002728	CAPO304582	HELIO_04995
OG0002730	CAPO300185	HELIO_11697
OG0002731	CAPO304916	HELIO_12043
OG0002732	CAPO305751	HELIO_10058
OG0002736	CAPO302364	HELIO_07077
OG0002739	CAPO303462	HELIO_02376, HELIO_11343
OG0002741	CAPO305001	HELIO_06518
OG0002743	CAPO305659	HELIO_06294, HELIO_10710, HELIO_12091
OG0002744	CAPO307532	HELIO_02644
OG0002745	CAPO302960	HELIO_03178
OG0002746	CAPO301404	HELIO_04608
OG0002747	CAPO308121	HELIO_03630
OG0002749	CAPO305516	HELIO_01827
OG0002750	CAPO305820	HELIO_10272
OG0002751	CAPO300590	HELIO_10298, HELIO_10297
OG0002752	CAPO306571	HELIO_06786
OG0002753	CAPO301419	HELIO_11375
OG0002755	CAPO303504	HELIO_12204
OG0002756	CAPO302206	HELIO_12369, HELIO_08256
OG0002757	CAPO301022	HELIO_06335
OG0002758	CAPO302892, CAPO307678	HELIO_09772, HELIO_09771
OG0002760	CAPO306120	HELIO_01910, HELIO_05414
OG0002764	CAPO300451	HELIO_10952
OG0002765	CAPO307679	HELIO_11601
OG0002766	CAPO300475	HELIO_03644
OG0002767	CAPO302818	HELIO_09009, HELIO_09010
OG0002770	CAPO300723	HELIO_11505
OG0002771	CAPO307480	HELIO_10086
OG0002772	CAPO301657	HELIO_06808
OG0002773	CAPO300783	HELIO_10713
OG0002774	CAPO301900	HELIO_01198
OG0002776	CAPO300785	HELIO_03486
OG0002777	CAPO303340	HELIO_07932
OG0002779	CAPO306710	HELIO_10351, HELIO_06589
OG0002780	CAPO306806	HELIO_04586, HELIO_08537
OG0002782	CAPO301842	HELIO_06824
OG0002785	CAPO300520	HELIO_00607
OG0002787	CAPO307667	HELIO_10790
OG0002788	CAPO304831	HELIO_09264
OG0002790	CAPO302263	HELIO_09329
OG0002799	CAPO301814	HELIO_09828
OG0002814	CAPO300792	HELIO_09045
OG0002815	CAPO305247	HELIO_01963
OG0002816	CAPO300822	HELIO_05443
OG0002817	CAPO305631	HELIO_12282
OG0002818	CAPO300344	HELIO_00501
OG0002821	CAPO300805, CAPO300806	HELIO_04509
OG0002822	CAPO300505	HELIO_10906
OG0002824	CAPO304804	HELIO_02922
OG0002825	CAPO303958	HELIO_02820
OG0002827	CAPO302357	HELIO_03783, HELIO_03782
OG0002831	CAPO303454	HELIO_05128, HELIO_03570
OG0002833	CAPO302961	HELIO_07158
OG0002835	CAPO306542	HELIO_03801
OG0002836	CAPO301463	HELIO_02181
OG0002837	CAPO304096	HELIO_03273
OG0002838	CAPO305478	HELIO_12357, HELIO_03981
OG0002839	CAPO302420	HELIO_09494
OG0002841	CAPO302293	HELIO_01372, HELIO_01187
OG0002842	CAPO300353	HELIO_01615
OG0002843	CAPO300339	HELIO_06210
OG0002844	CAPO306381, CAPO305443	HELIO_07105
OG0002845	CAPO305717	HELIO_07056
OG0002847	CAPO307024	HELIO_10413
OG0002848	CAPO306888	HELIO_11321
OG0002850	CAPO305439	HELIO_03435
OG0002851	CAPO304239	HELIO_03346
OG0002858	CAPO302020	HELIO_00884
OG0002860	CAPO304305	HELIO_08136
OG0002864	CAPO303007	HELIO_02101
OG0002865	CAPO302058	HELIO_03638
OG0002866	CAPO307089	HELIO_03845
OG0002868	CAPO307730	HELIO_12255
OG0002870	CAPO303935	HELIO_09163
OG0002873	CAPO302439	HELIO_11478
OG0002875	CAPO302434	HELIO_09561, HELIO_09560
OG0002876	CAPO302622	HELIO_11883
OG0002878	CAPO304014	HELIO_11931
OG0002888	CAPO302979	HELIO_00572
OG0002890	CAPO307147	HELIO_04771
OG0002891	CAPO305115	HELIO_09925
OG0002894	CAPO307506	HELIO_09144
OG0002895	CAPO306767, CAPO303745	HELIO_08387
OG0002896	CAPO301218	HELIO_10510
OG0002897	CAPO306671	HELIO_04251
OG0002899	CAPO306014	HELIO_09658
OG0002900	CAPO303795	HELIO_10716
OG0002902	CAPO300125	HELIO_03973, HELIO_08255
OG0002907	CAPO303347	HELIO_08086
OG0002908	CAPO301293	HELIO_12076, HELIO_06861
OG0002909	CAPO302801	HELIO_11442
OG0002910	CAPO304697	HELIO_10397
OG0002911	CAPO306312	HELIO_11560
OG0002913	CAPO307505	HELIO_08382
OG0002914	CAPO304158	HELIO_04503, HELIO_09465
OG0002915	CAPO307623	HELIO_03014
OG0002916	CAPO307991	HELIO_01260
OG0002917	CAPO304597	HELIO_07208, HELIO_11831, HELIO_12269
OG0002921	CAPO307445	HELIO_00633
OG0002922	CAPO305731	HELIO_01371
OG0002923	CAPO307207	HELIO_01291
OG0002926	CAPO301908	HELIO_11215
OG0002927	CAPO307647	HELIO_04118, HELIO_11389
OG0002944	CAPO306630	HELIO_03982
OG0002945	CAPO307786	HELIO_07253
OG0002947	CAPO306510	HELIO_05476, HELIO_00496
OG0002948	CAPO303072	HELIO_11632, HELIO_00853
OG0002949	CAPO305527, CAPO304499	HELIO_00481
OG0002950	CAPO302322	HELIO_08656
OG0002953	CAPO305937	HELIO_00856
OG0002954	CAPO303510	HELIO_11852
OG0002955	CAPO305617	HELIO_02054
OG0002957	CAPO303846	HELIO_01334
OG0002959	CAPO305557	HELIO_11816
OG0002960	CAPO301301	HELIO_12408
OG0002961	CAPO306313	HELIO_07714
OG0002962	CAPO302937	HELIO_09203
OG0002965	CAPO304902	HELIO_08080
OG0002969	CAPO301408	HELIO_06121
OG0002973	CAPO301405	HELIO_02856
OG0002974	CAPO300358	HELIO_04772
OG0002976	CAPO304649	HELIO_01861
OG0002977	CAPO306762	HELIO_08539
OG0002981	CAPO305421	HELIO_06184
OG0002982	CAPO306469	HELIO_12635
OG0002983	CAPO302346	HELIO_04868
OG0002985	CAPO300589	HELIO_08571
OG0002987	CAPO306603	HELIO_07528
OG0002988	CAPO300003	HELIO_02811
OG0002990	CAPO304869	HELIO_01354
OG0002991	CAPO300778	HELIO_03254
OG0002992	CAPO307180	HELIO_10682
OG0002994	CAPO307303	HELIO_12644, HELIO_02869
OG0002997	CAPO307685	HELIO_11017, HELIO_08478
OG0002998	CAPO302958	HELIO_07110
OG0003001	CAPO302423	HELIO_11460
OG0003002	CAPO304848	HELIO_11172
OG0003004	CAPO304489	HELIO_11259
OG0003005	CAPO302131	HELIO_00569
OG0003005	CAPO302452, CAPO300516	HELIO_03271
OG0003006	CAPO302605	HELIO_11696
OG0003010	CAPO303642	HELIO_03406
OG0003012	CAPO302272	HELIO_05186
OG0003014	CAPO304419	HELIO_11145
OG0003016	CAPO301025	HELIO_02017
OG0003017	CAPO303755	HELIO_02953
OG0003018	CAPO301697	HELIO_09293
OG0003019	CAPO307689	HELIO_02704
OG0003020	CAPO306543, CAPO306821	HELIO_00457, HELIO_06305
OG0003022	CAPO308155	HELIO_09487
OG0003025	CAPO306077	HELIO_02232
OG0003026	CAPO304742	HELIO_08978
OG0003027	CAPO302145	HELIO_02071
OG0003028	CAPO307794	HELIO_06724
OG0003029	CAPO301992	HELIO_10606
OG0003030	CAPO304737	HELIO_00797
OG0003033	CAPO300181	HELIO_00240
OG0003034	CAPO300214, CAPO307271	HELIO_06173
OG0003037	CAPO305626	HELIO_06047
OG0003038	CAPO300861	HELIO_08052
OG0003041	CAPO306033	HELIO_12413, HELIO_06092
OG0003042	CAPO301480	HELIO_08156, HELIO_08157
OG0003043	CAPO304921	HELIO_08514
OG0003044	CAPO300082	HELIO_01506
OG0003046	CAPO302851	HELIO_07002, HELIO_12633
OG0003048	CAPO300169	HELIO_01657
OG0003049	CAPO300501, CAPO307086, CAPO305726	HELIO_04451
OG0003053	CAPO305034	HELIO_10692
OG0003054	CAPO305605	HELIO_04850
OG0003055	CAPO307832	HELIO_03528
OG0003056	CAPO300334	HELIO_08287
OG0003058	CAPO305219	HELIO_09680
OG0003059	CAPO307928	HELIO_08106
OG0003060	CAPO300265	HELIO_05995
OG0003063	CAPO306091	HELIO_05044
OG0003064	CAPO303600	HELIO_01395
OG0003065	CAPO305486	HELIO_03475
OG0003067	CAPO301062	HELIO_06760
OG0003072	CAPO300719	HELIO_06085
OG0003073	CAPO300571	HELIO_04819, HELIO_06482
OG0003074	CAPO305232	HELIO_04402
OG0003079	CAPO303732	HELIO_12034
OG0003104	CAPO300208	HELIO_10296
OG0003106	CAPO300222	HELIO_01110
OG0003107	CAPO305408	HELIO_07326
OG0003108	CAPO307100	HELIO_02749
OG0003110	CAPO302380	HELIO_02879
OG0003111	CAPO305398	HELIO_06075
OG0003112	CAPO305044	HELIO_11141
OG0003113	CAPO300369	HELIO_07738
OG0003114	CAPO305811	HELIO_11712
OG0003115	CAPO305328	HELIO_03185
OG0003116	CAPO304220	HELIO_12513
OG0003119	CAPO301756	HELIO_00761
OG0003120	CAPO301313	HELIO_07299, HELIO_12609
OG0003121	CAPO300078	HELIO_08859
OG0003122	CAPO305152	HELIO_06710
OG0003124	CAPO307110	HELIO_08012
OG0003125	CAPO308199	HELIO_10746
OG0003128	CAPO300639	HELIO_06948
OG0003130	CAPO308112	HELIO_08736
OG0003131	CAPO301104	HELIO_00277
OG0003135	CAPO304970	HELIO_09441
OG0003136	CAPO303233	HELIO_01694
OG0003138	CAPO307798	HELIO_07469
OG0003141	CAPO300915	HELIO_02200
OG0003144	CAPO304802	HELIO_08805, HELIO_03417
OG0003145	CAPO301669	HELIO_05596
OG0003146	CAPO304953	HELIO_05913
OG0003147	CAPO305754	HELIO_02388
OG0003149	CAPO303321	HELIO_01057, HELIO_03918, HELIO_03910
OG0003150	CAPO304553	HELIO_04239
OG0003151	CAPO302311	HELIO_00768
OG0003152	CAPO306395	HELIO_05013
OG0003153	CAPO305242	HELIO_01955
OG0003154	CAPO308152	HELIO_10327
OG0003157	CAPO300659	HELIO_06700
OG0003159	CAPO307514	HELIO_08765
OG0003160	CAPO305734	HELIO_04756
OG0003161	CAPO307952, CAPO307190, CAPO305141	HELIO_10835
OG0003162	CAPO303406	HELIO_02560
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	HELIO_09287
OG0003164	CAPO302879	HELIO_09851
OG0003165	CAPO302597	HELIO_04786
OG0003166	CAPO306562	HELIO_09979
OG0003169	CAPO302137	HELIO_08500
OG0003172	CAPO306984	HELIO_04597
OG0003174	CAPO306817	HELIO_00264
OG0003175	CAPO306274	HELIO_11871
OG0003176	CAPO307890	HELIO_05807
OG0003177	CAPO305441	HELIO_06751
OG0003178	CAPO303283	HELIO_01460
OG0003179	CAPO300801	HELIO_10655
OG0003184	CAPO303123	HELIO_07973
OG0003185	CAPO301951	HELIO_04542
OG0003187	CAPO303479	HELIO_00272, HELIO_09827
OG0003189	CAPO303157	HELIO_12511
OG0003190	CAPO303910	HELIO_04199, HELIO_06545
OG0003191	CAPO306279	HELIO_09939
OG0003192	CAPO301014	HELIO_10231
OG0003193	CAPO301211	HELIO_03842
OG0003194	CAPO301882	HELIO_11474, HELIO_08051, HELIO_11630
OG0003196	CAPO306231	HELIO_01637
OG0003198	CAPO304417	HELIO_01556
OG0003199	CAPO305890	HELIO_10732
OG0003200	CAPO301026	HELIO_09839
OG0003202	CAPO307016	HELIO_00628
OG0003203	CAPO305085	HELIO_12411
OG0003206	CAPO306250	HELIO_08652
OG0003207	CAPO301521	HELIO_04788
OG0003210	CAPO303247	HELIO_01772
OG0003211	CAPO307771	HELIO_12582
OG0003212	CAPO300076	HELIO_01310
OG0003214	CAPO305438	HELIO_05250
OG0003215	CAPO305646	HELIO_01923
OG0003217	CAPO304366	HELIO_01441
OG0003218	CAPO308113	HELIO_02702
OG0003219	CAPO306660	HELIO_02834
OG0003220	CAPO304799	HELIO_12154
OG0003221	CAPO300283	HELIO_05558
OG0003223	CAPO307650	HELIO_00004
OG0003225	CAPO303179	HELIO_03805
OG0003227	CAPO306597	HELIO_09540
OG0003228	CAPO305495	HELIO_02794
OG0003230	CAPO301507	HELIO_01822
OG0003231	CAPO301890	HELIO_09943
OG0003235	CAPO301047	HELIO_02635
OG0003238	CAPO305586	HELIO_01572
OG0003251	CAPO307251	HELIO_02853
OG0003252	CAPO305303	HELIO_12715
OG0003254	CAPO307938	HELIO_02013
OG0003255	CAPO301338	HELIO_03313
OG0003263	CAPO303458	HELIO_06528
OG0003264	CAPO306409	HELIO_05957
OG0003266	CAPO303168	HELIO_11954
OG0003267	CAPO300914	HELIO_05451
OG0003268	CAPO301821	HELIO_11848
OG0003269	CAPO304139	HELIO_11705
OG0003272	CAPO300665	HELIO_09074
OG0003278	CAPO306634	HELIO_10318, HELIO_00656
OG0003279	CAPO306251	HELIO_09284
OG0003282	CAPO305239	HELIO_02896
OG0003283	CAPO304400	HELIO_04347
OG0003284	CAPO302648	HELIO_03635
OG0003287	CAPO306546	HELIO_02350
OG0003288	CAPO307866	HELIO_08221
OG0003290	CAPO307662, CAPO300441	HELIO_11498
OG0003291	CAPO306657	HELIO_02174
OG0003293	CAPO300956	HELIO_08360
OG0003294	CAPO303988	HELIO_09835
OG0003296	CAPO301282	HELIO_04825
OG0003297	CAPO307941	HELIO_06575
OG0003298	CAPO306456	HELIO_02188
OG0003300	CAPO307904	HELIO_08594, HELIO_10525
OG0003302	CAPO303848	HELIO_00429
OG0003306	CAPO303291	HELIO_02826
OG0003309	CAPO301499	HELIO_10103
OG0003315	CAPO301649	HELIO_10391, HELIO_06277
OG0003316	CAPO300235	HELIO_04955
OG0003317	CAPO304285	HELIO_04704, HELIO_06602
OG0003318	CAPO302830	HELIO_09114
OG0003320	CAPO303640	HELIO_07667
OG0003323	CAPO304122	HELIO_10464
OG0003324	CAPO308312	HELIO_08362
OG0003325	CAPO300972, CAPO304961	HELIO_09071
OG0003326	CAPO308259	HELIO_11660
OG0003331	CAPO303947	HELIO_02767
OG0003332	CAPO307894	HELIO_03785
OG0003333	CAPO307836	HELIO_06153
OG0003334	CAPO305710	HELIO_02733, HELIO_00316
OG0003335	CAPO302255	HELIO_09042
OG0003340	CAPO305389	HELIO_01544, HELIO_01545
OG0003341	CAPO301683	HELIO_12055
OG0003345	CAPO302682	HELIO_04658
OG0003348	CAPO308059, CAPO308052	HELIO_06884
OG0003349	CAPO300780	HELIO_12164
OG0003353	CAPO304897	HELIO_09911
OG0003354	CAPO300396	HELIO_00644
OG0003355	CAPO308186	HELIO_08886, HELIO_06119
OG0003356	CAPO306224	HELIO_03350
OG0003357	CAPO307953	HELIO_00345
OG0003358	CAPO307281	HELIO_01492
OG0003359	CAPO303262, CAPO304527	HELIO_03690, HELIO_03689
OG0003360	CAPO301722	HELIO_10234
OG0003361	CAPO301802	HELIO_12352
OG0003362	CAPO306572	HELIO_10225, HELIO_09367, HELIO_10226
OG0003364	CAPO301569	HELIO_10249
OG0003365	CAPO301538	HELIO_08582
OG0003366	CAPO302011	HELIO_04839
OG0003368	CAPO307793	HELIO_01416
OG0003369	CAPO305084	HELIO_06850
OG0003370	CAPO302725	HELIO_11000
OG0003373	CAPO301869	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107
OG0003374	CAPO305683	HELIO_02124
OG0003375	CAPO301633, CAPO305837	HELIO_02027
OG0003376	CAPO306560	HELIO_11921
OG0003377	CAPO301205	HELIO_08558
OG0003378	CAPO305510	HELIO_09467
OG0003379	CAPO301575	HELIO_07891
OG0003380	CAPO301115	HELIO_08129
OG0003382	CAPO302262	HELIO_00905, HELIO_00906
OG0003383	CAPO305778	HELIO_12143
OG0003384	CAPO306617	HELIO_02989
OG0003386	CAPO300917	HELIO_02832
OG0003388	CAPO302657, CAPO304459, CAPO302957	HELIO_00223
OG0003391	CAPO301846	HELIO_12678
OG0003392	CAPO304278	HELIO_03752
OG0003393	CAPO304102	HELIO_03857
OG0003419	CAPO301040	HELIO_02457
OG0003421	CAPO300028	HELIO_01521
OG0003422	CAPO300121	HELIO_08753
OG0003424	CAPO307323	HELIO_12054
OG0003425	CAPO304371	HELIO_11455
OG0003426	CAPO301532	HELIO_05969
OG0003429	CAPO307638	HELIO_03900
OG0003430	CAPO305848	HELIO_07216
OG0003431	CAPO308284	HELIO_02627
OG0003434	CAPO303572	HELIO_08552
OG0003435	CAPO300552	HELIO_06428
OG0003438	CAPO304548, CAPO305602, CAPO302554	HELIO_10393, HELIO_07303
OG0003443	CAPO306901, CAPO306924	HELIO_11420
OG0003447	CAPO304621, CAPO305856	HELIO_12555
