Orthogroup	CAPO3	SCHMD
OG0001492	CAPO305155	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001496	CAPO301356	SCHMD04335
OG0001501	CAPO305474	SCHMD02704
OG0001503	CAPO305666	SCHMD25279, SCHMD19928
OG0001503	CAPO307598	SCHMD25148
OG0001504	CAPO307661	SCHMD05964
OG0001505	CAPO301009	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094
OG0001506	CAPO300953	SCHMD27200, SCHMD04881
OG0001507	CAPO304204	SCHMD00992, SCHMD00991, SCHMD00476, SCHMD00993
OG0001511	CAPO306127, CAPO305043	SCHMD14385
OG0001512	CAPO301118	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001516	CAPO300345	SCHMD07784
OG0001517	CAPO303690	SCHMD07464, SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460, SCHMD07463
OG0001519	CAPO306949	SCHMD01453, SCHMD11573
OG0001520	CAPO304455	SCHMD19221
OG0001522	CAPO303667	SCHMD06814
OG0001524	CAPO300996	SCHMD08154, SCHMD08155
OG0001524	CAPO308304	SCHMD06432
OG0001525	CAPO303907	SCHMD22768, SCHMD18999, SCHMD19000
OG0001526	CAPO305679	SCHMD16302, SCHMD16303, SCHMD16304
OG0001527	CAPO300128	SCHMD05435
OG0001527	CAPO307636	SCHMD08837
OG0001530	CAPO302602	SCHMD09338, SCHMD11853, SCHMD11854, SCHMD11855, SCHMD09337
OG0001532	CAPO300282	SCHMD11603, SCHMD11604
OG0001533	CAPO306032	SCHMD16757, SCHMD04796
OG0001534	CAPO304425	SCHMD13063
OG0001546	CAPO301865	SCHMD23905, SCHMD27205
OG0001551	CAPO306604	SCHMD21975
OG0001553	CAPO308172	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	CAPO302370	SCHMD11035
OG0001557	CAPO304176	SCHMD13972
OG0001558	CAPO301132	SCHMD18412, SCHMD28405
OG0001559	CAPO301785	SCHMD02521
OG0001561	CAPO301999	SCHMD21318
OG0001563	CAPO306378	SCHMD24756, SCHMD18145
OG0001567	CAPO300948	SCHMD17619, SCHMD03495, SCHMD17620, SCHMD03493, SCHMD08251, SCHMD03492, SCHMD11013, SCHMD12195
OG0001568	CAPO301468	SCHMD04206
OG0001570	CAPO303364	SCHMD04583
OG0001572	CAPO304756	SCHMD04033
OG0001572	CAPO304137	SCHMD14275, SCHMD14274
OG0001576	CAPO306270	SCHMD17230, SCHMD23672
OG0001578	CAPO300715	SCHMD10414, SCHMD23824, SCHMD02601, SCHMD16379, SCHMD03341, SCHMD25094, SCHMD28767, SCHMD22237, SCHMD21742, SCHMD12822, SCHMD27984, SCHMD17160, SCHMD15359, SCHMD08800, SCHMD28092, SCHMD27354, SCHMD29512, SCHMD10415, SCHMD26437, SCHMD25857, SCHMD28284, SCHMD09368, SCHMD10413
OG0001580	CAPO307900	SCHMD08362, SCHMD08361, SCHMD16167, SCHMD15393
OG0001582	CAPO307073	SCHMD10962, SCHMD17543, SCHMD18112
OG0001583	CAPO306289	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001584	CAPO301068	SCHMD00503
OG0001589	CAPO303301, CAPO304004	SCHMD27652, SCHMD23084
OG0001590	CAPO306067	SCHMD09239
OG0001593	CAPO305942	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
OG0001594	CAPO307886	SCHMD14548, SCHMD07059
OG0001599	CAPO300887	SCHMD24664, SCHMD22659, SCHMD24770, SCHMD16474
OG0001603	CAPO306228	SCHMD09507, SCHMD10551, SCHMD29423, SCHMD29329
OG0001604	CAPO303898	SCHMD02109
OG0001605	CAPO307473	SCHMD09782
OG0001609	CAPO304683	SCHMD16467
OG0001609	CAPO302057	SCHMD16231, SCHMD10959, SCHMD10960
OG0001610	CAPO301483	SCHMD03213
OG0001611	CAPO305038	SCHMD04102, SCHMD12631
OG0001612	CAPO302202	SCHMD18390, SCHMD18635, SCHMD18636, SCHMD18391, SCHMD14255, SCHMD22594, SCHMD22464
OG0001614	CAPO303895	SCHMD04001
OG0001615	CAPO300749	SCHMD11889, SCHMD13066, SCHMD14018
OG0001617	CAPO302798	SCHMD05139, SCHMD05140, SCHMD05141
OG0001621	CAPO302875	SCHMD01143, SCHMD22227, SCHMD15718, SCHMD23766, SCHMD07369, SCHMD17584, SCHMD26761, SCHMD18496
OG0001634	CAPO305688	SCHMD24659
OG0001634	CAPO305614	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	CAPO303711	SCHMD29724
OG0001638	CAPO303528	SCHMD00159, SCHMD00160
OG0001641	CAPO303281	SCHMD03047
OG0001644	CAPO303665	SCHMD20924
OG0001652	CAPO302838	SCHMD28249, SCHMD10249, SCHMD26883
OG0001653	CAPO305118	SCHMD13946
OG0001655	CAPO302812	SCHMD06776
OG0001657	CAPO304165, CAPO303952	SCHMD07705, SCHMD10000, SCHMD12957
OG0001660	CAPO305930	SCHMD01572, SCHMD29332
OG0001664	CAPO303152	SCHMD13680, SCHMD17585
OG0001665	CAPO302331	SCHMD19795
OG0001672	CAPO301880	SCHMD13295, SCHMD11258, SCHMD11260, SCHMD13294, SCHMD11259
OG0001676	CAPO300524	SCHMD13666
OG0001677	CAPO307978	SCHMD13425
OG0001684	CAPO300563	SCHMD03069, SCHMD02298, SCHMD09899, SCHMD13535, SCHMD03302, SCHMD02299
OG0001685	CAPO307707	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	CAPO300133	SCHMD12122, SCHMD25973, SCHMD11868, SCHMD27222
OG0001690	CAPO304820	SCHMD02947, SCHMD02948, SCHMD29617, SCHMD02946
OG0001691	CAPO307420	SCHMD00990, SCHMD08142, SCHMD00989
OG0001699	CAPO306472, CAPO300057	SCHMD01981
OG0001706	CAPO304012, CAPO300702	SCHMD23697, SCHMD10453
OG0001707	CAPO303836	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	CAPO303804	SCHMD28849, SCHMD14466, SCHMD06180, SCHMD15863, SCHMD27570
OG0001711	CAPO301872	SCHMD04571, SCHMD04572
OG0001713	CAPO302278	SCHMD11479
OG0001714	CAPO300188	SCHMD00942
OG0001718	CAPO300964, CAPO301559, CAPO301838	SCHMD15790
OG0001720	CAPO303957	SCHMD28724, SCHMD15758, SCHMD22420, SCHMD15757
OG0001721	CAPO302302	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001723	CAPO308089	SCHMD01945
OG0001724	CAPO306474	SCHMD24845, SCHMD14505, SCHMD24846
OG0001724	CAPO305584	SCHMD23137
OG0001727	CAPO301729	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	CAPO304086	SCHMD05716
OG0001730	CAPO303469	SCHMD11237, SCHMD15709
OG0001732	CAPO304710	SCHMD09964
OG0001733	CAPO306615	SCHMD11879, SCHMD11880
OG0001734	CAPO306594	SCHMD19353, SCHMD27529, SCHMD23016
OG0001735	CAPO301389	SCHMD04334
OG0001738	CAPO301655	SCHMD28176
OG0001739	CAPO304154	SCHMD14266, SCHMD04721
OG0001743	CAPO307541, CAPO302971	SCHMD11848, SCHMD11849, SCHMD11847
OG0001746	CAPO306662	SCHMD12575, SCHMD10847, SCHMD14382, SCHMD12574
OG0001750	CAPO304954	SCHMD09704, SCHMD21648, SCHMD21002, SCHMD22592, SCHMD22591
OG0001769	CAPO300754	SCHMD03951
OG0001770	CAPO304551	SCHMD22893, SCHMD22374
OG0001772	CAPO303731	SCHMD29811
OG0001774	CAPO302411	SCHMD06607
OG0001775	CAPO300385, CAPO303998	SCHMD11489, SCHMD03765, SCHMD10862
OG0001778	CAPO303585	SCHMD00867
OG0001781	CAPO304059	SCHMD14650, SCHMD07439, SCHMD28287
OG0001781	CAPO306335	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	CAPO302497	SCHMD15033, SCHMD26133
OG0001787	CAPO302384	SCHMD15982
OG0001792	CAPO305067	SCHMD00384
OG0001797	CAPO305230	SCHMD12550
OG0001799	CAPO307439	SCHMD21455, SCHMD20789, SCHMD20788, SCHMD24089, SCHMD21456
OG0001805	CAPO301307	SCHMD01576
OG0001807	CAPO305640	SCHMD01495
OG0001808	CAPO300354	SCHMD04780
OG0001809	CAPO307543	SCHMD03279
OG0001811	CAPO304043	SCHMD17884, SCHMD10173, SCHMD08225, SCHMD08439, SCHMD24223, SCHMD19859
OG0001814	CAPO305508	SCHMD29290
OG0001816	CAPO300431	SCHMD07209
OG0001818	CAPO302088	SCHMD29750, SCHMD10633, SCHMD28336, SCHMD12682, SCHMD16904, SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	CAPO307172	SCHMD06459
OG0001820	CAPO300515	SCHMD18185, SCHMD14228, SCHMD02398
OG0001822	CAPO301119	SCHMD21605, SCHMD12240
OG0001825	CAPO306238	SCHMD06748
OG0001827	CAPO303060	SCHMD17765, SCHMD19189
OG0001830	CAPO300316	SCHMD09367
OG0001831	CAPO306824	SCHMD08523, SCHMD08524, SCHMD08522, SCHMD09304, SCHMD16172
OG0001832	CAPO300612	SCHMD09061
OG0001834	CAPO301512	SCHMD04020, SCHMD20048
OG0001846	CAPO307118	SCHMD09924
OG0001849	CAPO303014	SCHMD05416
OG0001850	CAPO301689	SCHMD14974, SCHMD17053
OG0001852	CAPO303604	SCHMD01397
OG0001852	CAPO307101	SCHMD24019, SCHMD01396
OG0001857	CAPO306766	SCHMD00486
OG0001860	CAPO306960	SCHMD12431, SCHMD14532, SCHMD14531, SCHMD12432
OG0001861	CAPO303333	SCHMD02441, SCHMD00846, SCHMD13519
OG0001861	CAPO306489	SCHMD03031
OG0001863	CAPO300966	SCHMD14322, SCHMD28681
OG0001865	CAPO301778	SCHMD16071
OG0001865	CAPO302509	SCHMD25434, SCHMD17858, SCHMD12501
OG0001866	CAPO306683	SCHMD23003, SCHMD17047
OG0001867	CAPO302026	SCHMD21507, SCHMD15353, SCHMD06151, SCHMD06149
OG0001870	CAPO303422	SCHMD08001, SCHMD03109
OG0001873	CAPO305494	SCHMD09003
OG0001875	CAPO303129	SCHMD29147, SCHMD28237
OG0001875	CAPO300770	SCHMD11568
OG0001877	CAPO305419	SCHMD14827
OG0001878	CAPO300594	SCHMD18520, SCHMD15205
OG0001879	CAPO302675	SCHMD08156
OG0001882	CAPO302587	SCHMD17052, SCHMD22970
OG0001883	CAPO304395	SCHMD08058, SCHMD14396, SCHMD14395
OG0001886	CAPO301013	SCHMD00538
OG0001888	CAPO307373	SCHMD08491, SCHMD15697, SCHMD15696, SCHMD08492, SCHMD15698
OG0001894	CAPO300859, CAPO305070, CAPO302912, CAPO302464, CAPO305462	SCHMD11512
OG0001898	CAPO303887	SCHMD26334, SCHMD21587, SCHMD18283, SCHMD21586, SCHMD18284
OG0001900	CAPO306468, CAPO308362	SCHMD12891, SCHMD01255, SCHMD02044
OG0001901	CAPO302174	SCHMD02622
OG0001903	CAPO301651	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188
OG0001913	CAPO308270	SCHMD08198, SCHMD01162
OG0001914	CAPO308187	SCHMD04908, SCHMD07662
OG0001915	CAPO305922	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	CAPO304398	SCHMD17658, SCHMD10605
OG0001917	CAPO303937	SCHMD07933
OG0001919	CAPO305966	SCHMD06373
OG0001919	CAPO300799	SCHMD23775, SCHMD20085
OG0001923	CAPO300364	SCHMD05921
OG0001926	CAPO308203	SCHMD20309, SCHMD16846
OG0001927	CAPO303832	SCHMD08910
OG0001928	CAPO303627	SCHMD26836
OG0001930	CAPO301567	SCHMD25138
OG0001932	CAPO304653	SCHMD07454, SCHMD17903
OG0001935	CAPO301339	SCHMD23048
OG0001937	CAPO301986	SCHMD08104, SCHMD08105
OG0001938	CAPO303883	SCHMD19401
OG0001939	CAPO304703	SCHMD05179, SCHMD23463, SCHMD03085, SCHMD10030, SCHMD02230
OG0001940	CAPO307447	SCHMD06251
OG0001941	CAPO303660	SCHMD26621, SCHMD25386, SCHMD14273, SCHMD26622
OG0001943	CAPO304272	SCHMD03979
OG0001945	CAPO302125, CAPO302413	SCHMD07577
OG0001947	CAPO306182	SCHMD00740
OG0001949	CAPO303945	SCHMD16576
OG0001951	CAPO305792	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	CAPO304117, CAPO301699	SCHMD20340
OG0001953	CAPO306993	SCHMD03889
OG0001956	CAPO302405	SCHMD04864, SCHMD04865, SCHMD16218
OG0001957	CAPO307027	SCHMD03964
OG0001961	CAPO301591	SCHMD03837
OG0001963	CAPO304558	SCHMD16495
OG0001963	CAPO304559	SCHMD24660
OG0001964	CAPO306144	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356
OG0001965	CAPO305377	SCHMD15198
OG0001966	CAPO308069	SCHMD10097
OG0001968	CAPO303436	SCHMD12918
OG0001969	CAPO301897	SCHMD08414, SCHMD09063
OG0001972	CAPO302726	SCHMD07972, SCHMD26110
OG0001985	CAPO307425	SCHMD04898, SCHMD04899
OG0001988	CAPO301454	SCHMD17373
OG0001989	CAPO303699	SCHMD24079, SCHMD25367, SCHMD11265, SCHMD11266
OG0001992	CAPO301694	SCHMD10680
OG0001994	CAPO307422	SCHMD12538
OG0001998	CAPO304169	SCHMD02357
OG0001998	CAPO304168	SCHMD19391
OG0001999	CAPO303159	SCHMD10953
OG0002000	CAPO305912	SCHMD06620, SCHMD28948, SCHMD09206
OG0002001	CAPO301730, CAPO305766	SCHMD04245
OG0002003	CAPO306645	SCHMD25539
OG0002006	CAPO302881	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801
OG0002008	CAPO308237	SCHMD06021
OG0002011	CAPO305222	SCHMD23984, SCHMD22698, SCHMD03836, SCHMD03600, SCHMD03470, SCHMD13609, SCHMD07842, SCHMD11432
OG0002015	CAPO304377	SCHMD07213, SCHMD12123
OG0002024	CAPO300663	SCHMD06249, SCHMD04710
OG0002024	CAPO300776	SCHMD06250
OG0002026	CAPO307889, CAPO306582	SCHMD11077, SCHMD01664
OG0002027	CAPO307021	SCHMD07869
OG0002029	CAPO301097	SCHMD29754, SCHMD28570
OG0002029	CAPO303181	SCHMD15250
OG0002029	CAPO304041	SCHMD18190, SCHMD17283
OG0002031	CAPO300135	SCHMD17673, SCHMD21628, SCHMD14088
OG0002032	CAPO304689	SCHMD15998, SCHMD17430
OG0002034	CAPO306318	SCHMD23854, SCHMD28527
OG0002042	CAPO300525	SCHMD29492
OG0002043	CAPO306649	SCHMD03148
OG0002058	CAPO300289	SCHMD04310
OG0002061	CAPO307339	SCHMD04967, SCHMD04968, SCHMD04970, SCHMD04971, SCHMD04969
OG0002062	CAPO301382	SCHMD21893, SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002063	CAPO302417	SCHMD21953, SCHMD12086, SCHMD11388
OG0002066	CAPO300576	SCHMD20021, SCHMD24048, SCHMD12034
OG0002068	CAPO303650	SCHMD24383, SCHMD20105
OG0002073	CAPO302333	SCHMD06478, SCHMD03514, SCHMD01450, SCHMD20304, SCHMD22775, SCHMD03169
OG0002074	CAPO307137	SCHMD14804, SCHMD08658
OG0002076	CAPO303117	SCHMD28301, SCHMD28436, SCHMD10610, SCHMD08813, SCHMD28435, SCHMD28300
OG0002078	CAPO302217	SCHMD11691, SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810
OG0002080	CAPO307474, CAPO307552	SCHMD22931, SCHMD26608, SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760, SCHMD17820
OG0002081	CAPO300584	SCHMD26344, SCHMD21808, SCHMD20577, SCHMD12884, SCHMD21807
OG0002087	CAPO306536	SCHMD07766
OG0002093	CAPO304254	SCHMD12873, SCHMD16751, SCHMD14180
OG0002094	CAPO303399	SCHMD17092, SCHMD14979
OG0002097	CAPO302111	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	CAPO306675	SCHMD02816, SCHMD02814, SCHMD02815
OG0002101	CAPO307803	SCHMD15902
OG0002103	CAPO305235	SCHMD03652
OG0002106	CAPO300071	SCHMD29823, SCHMD29437
OG0002107	CAPO302852	SCHMD29590
OG0002108	CAPO303834	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002122	CAPO300191	SCHMD02290, SCHMD07268, SCHMD07269, SCHMD02288
OG0002123	CAPO303373	SCHMD07146
OG0002124	CAPO300980	SCHMD03099
OG0002129	CAPO305068	SCHMD22869
OG0002131	CAPO302159	SCHMD04890, SCHMD13328, SCHMD15542
OG0002136	CAPO300292	SCHMD23461
OG0002138	CAPO304101	SCHMD05603, SCHMD05605
OG0002141	CAPO300491	SCHMD13856
OG0002144	CAPO308205	SCHMD08032
OG0002145	CAPO305963	SCHMD12978
OG0002146	CAPO303694	SCHMD03633, SCHMD03634
OG0002147	CAPO307247	SCHMD20896, SCHMD24159
OG0002148	CAPO301311	SCHMD12817, SCHMD13024, SCHMD06006
OG0002150	CAPO305991	SCHMD23343, SCHMD23344, SCHMD22805
OG0002152	CAPO305214	SCHMD18533, SCHMD18027, SCHMD20477
OG0002156	CAPO307789	SCHMD11093
OG0002158	CAPO300426	SCHMD07812
OG0002159	CAPO301618	SCHMD10603, SCHMD12359
OG0002160	CAPO306354	SCHMD03531, SCHMD05686, SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338
OG0002166	CAPO300536	SCHMD22546, SCHMD22547, SCHMD22548
OG0002168	CAPO305846	SCHMD00757
OG0002169	CAPO305188, CAPO305186	SCHMD19182, SCHMD07925
OG0002170	CAPO306065	SCHMD16963
OG0002171	CAPO300657	SCHMD06638, SCHMD05133, SCHMD13789
OG0002172	CAPO300117	SCHMD03159, SCHMD03160, SCHMD03161
OG0002177	CAPO303715	SCHMD05408
OG0002178	CAPO300762	SCHMD23121
OG0002179	CAPO301344	SCHMD03681, SCHMD03680
OG0002182	CAPO300304	SCHMD00111
OG0002184	CAPO302808	SCHMD08543, SCHMD08541, SCHMD08545
OG0002185	CAPO306894	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407
OG0002185	CAPO307286	SCHMD13558
OG0002188	CAPO307308	SCHMD07090
OG0002189	CAPO302919, CAPO302901	SCHMD03295
OG0002190	CAPO305794	SCHMD06253, SCHMD20396
OG0002191	CAPO306349	SCHMD16045, SCHMD04280
OG0002202	CAPO305145	SCHMD08383, SCHMD24078, SCHMD00624, SCHMD16947
OG0002213	CAPO301692	SCHMD01018
OG0002216	CAPO308083	SCHMD20521
OG0002222	CAPO300961	SCHMD17607, SCHMD07921
OG0002224	CAPO304952	SCHMD07940, SCHMD07939
OG0002225	CAPO301769	SCHMD03290
OG0002226	CAPO307804	SCHMD00937
OG0002227	CAPO307820, CAPO307799	SCHMD09350, SCHMD09896
OG0002229	CAPO308040	SCHMD09620, SCHMD21635
OG0002235	CAPO303035	SCHMD15174, SCHMD00911
OG0002239	CAPO303809	SCHMD29729
OG0002239	CAPO301966	SCHMD00548
OG0002240	CAPO306707	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639
OG0002241	CAPO303979	SCHMD19113
OG0002243	CAPO301335, CAPO300484	SCHMD06353
OG0002244	CAPO303840	SCHMD24135, SCHMD25723, SCHMD23365, SCHMD25722
OG0002251	CAPO302943	SCHMD01711, SCHMD01710
OG0002252	CAPO304306	SCHMD16344
OG0002257	CAPO303721	SCHMD26955
OG0002258	CAPO300693	SCHMD12674, SCHMD23097
OG0002261	CAPO303559	SCHMD15654, SCHMD22485
OG0002263	CAPO304694	SCHMD05522
OG0002264	CAPO302668, CAPO304810	SCHMD24103
OG0002264	CAPO305220	SCHMD13661
OG0002266	CAPO307392	SCHMD06724
OG0002270	CAPO302042	SCHMD15277, SCHMD15276
OG0002271	CAPO302849	SCHMD18060
OG0002271	CAPO308065	SCHMD08395
OG0002272	CAPO301905	SCHMD08789, SCHMD22434
OG0002279	CAPO304874	SCHMD01546
OG0002282	CAPO300014	SCHMD02902, SCHMD23794
OG0002284	CAPO304167	SCHMD15028
OG0002287	CAPO306430	SCHMD14731, SCHMD14911
OG0002288	CAPO306855	SCHMD19642, SCHMD22333, SCHMD13464
OG0002292	CAPO308118, CAPO308288	SCHMD12492
OG0002292	CAPO301471	SCHMD07306
OG0002293	CAPO302207	SCHMD09386
OG0002294	CAPO300522	SCHMD07707
OG0002297	CAPO307845	SCHMD06067, SCHMD11073, SCHMD06071, SCHMD08919, SCHMD15076
OG0002316	CAPO302192	SCHMD00954, SCHMD00365, SCHMD09509
OG0002318	CAPO302292	SCHMD07487, SCHMD07486, SCHMD07473
OG0002319	CAPO306342	SCHMD03166
OG0002321	CAPO300390	SCHMD19583, SCHMD14835
OG0002322	CAPO300979	SCHMD08143, SCHMD10256
OG0002323	CAPO308299	SCHMD08867, SCHMD08866, SCHMD09591
OG0002324	CAPO301866	SCHMD17868, SCHMD20490, SCHMD09738
OG0002325	CAPO300458	SCHMD12741, SCHMD02197
OG0002326	CAPO302239	SCHMD16849, SCHMD06779
OG0002327	CAPO302954	SCHMD04037, SCHMD11011
OG0002331	CAPO302246	SCHMD05746, SCHMD05744
OG0002332	CAPO300761	SCHMD01464, SCHMD15875, SCHMD15876
OG0002337	CAPO307155	SCHMD00113, SCHMD00114
OG0002340	CAPO307906	SCHMD17004, SCHMD12020, SCHMD13563, SCHMD20235, SCHMD04550
OG0002343	CAPO303889	SCHMD04508
OG0002344	CAPO307434	SCHMD18349
OG0002344	CAPO303725	SCHMD14958
OG0002346	CAPO307106	SCHMD25995
OG0002348	CAPO302095	SCHMD29339
OG0002356	CAPO305051	SCHMD07966, SCHMD06573, SCHMD14519
OG0002357	CAPO302341	SCHMD07180, SCHMD07348
OG0002358	CAPO307788	SCHMD12408, SCHMD07945, SCHMD07946
OG0002359	CAPO302128	SCHMD15891, SCHMD07349
OG0002361	CAPO304727	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103
OG0002362	CAPO301902	SCHMD13230
OG0002363	CAPO302980	SCHMD26399
OG0002367	CAPO304316	SCHMD07520
OG0002368	CAPO301447	SCHMD19036
OG0002369	CAPO301279	SCHMD06129, SCHMD13069, SCHMD06131, SCHMD13068, SCHMD06130, SCHMD14247
OG0002370	CAPO303015	SCHMD02204, SCHMD02205, SCHMD09672, SCHMD03014
OG0002371	CAPO304426	SCHMD25183, SCHMD07417
OG0002372	CAPO303540	SCHMD13875
OG0002372	CAPO303041	SCHMD13874, SCHMD13504
OG0002374	CAPO302309	SCHMD10513, SCHMD09821, SCHMD16742, SCHMD13764
OG0002375	CAPO305178, CAPO300285	SCHMD24554
OG0002376	CAPO304863	SCHMD18335, SCHMD24761
OG0002377	CAPO301847	SCHMD20961
OG0002379	CAPO301214	SCHMD22995, SCHMD22909
OG0002379	CAPO307312	SCHMD07115, SCHMD22908
OG0002383	CAPO302731	SCHMD11815, SCHMD29794, SCHMD03773, SCHMD10749, SCHMD29150, SCHMD14643, SCHMD07626, SCHMD10095, SCHMD24864, SCHMD07902, SCHMD27779, SCHMD19538
OG0002396	CAPO302410	SCHMD05257
OG0002405	CAPO308161	SCHMD07257
OG0002406	CAPO304138	SCHMD19891
OG0002407	CAPO301366	SCHMD07151, SCHMD07149
OG0002409	CAPO301533	SCHMD06262
OG0002410	CAPO305170	SCHMD00520
OG0002411	CAPO305052	SCHMD25076, SCHMD25353
OG0002412	CAPO302706	SCHMD16316
OG0002413	CAPO307797	SCHMD06075
OG0002414	CAPO304631	SCHMD12778, SCHMD15427, SCHMD24855, SCHMD21960
OG0002415	CAPO305027, CAPO304905	SCHMD12484
OG0002417	CAPO307671	SCHMD08127, SCHMD04993, SCHMD08124, SCHMD08123, SCHMD23311, SCHMD15146, SCHMD08126, SCHMD04994, SCHMD15147
OG0002418	CAPO303802	SCHMD13033
OG0002421	CAPO305365	SCHMD10399
OG0002422	CAPO302014	SCHMD10713, SCHMD26768
OG0002425	CAPO304491	SCHMD24887, SCHMD14524
OG0002426	CAPO303294	SCHMD06890, SCHMD12164, SCHMD06626
OG0002433	CAPO302444	SCHMD21728, SCHMD26253, SCHMD07182, SCHMD18419, SCHMD21667, SCHMD21668, SCHMD18420, SCHMD07181
OG0002436	CAPO307054	SCHMD26728, SCHMD17346
OG0002437	CAPO303352	SCHMD26512
OG0002439	CAPO302565	SCHMD17265
OG0002441	CAPO304429	SCHMD16958, SCHMD27293, SCHMD09124
OG0002443	CAPO301424	SCHMD01789
OG0002445	CAPO304782	SCHMD05650
OG0002446	CAPO303707	SCHMD28630
OG0002448	CAPO308204	SCHMD00905
OG0002453	CAPO305834	SCHMD08660, SCHMD06735
OG0002454	CAPO305157	SCHMD13454, SCHMD10051
OG0002476	CAPO307617	SCHMD03267
OG0002486	CAPO303598	SCHMD29822, SCHMD18567, SCHMD19075, SCHMD27163
OG0002489	CAPO304231	SCHMD13917
OG0002490	CAPO307409, CAPO300849	SCHMD04533
OG0002492	CAPO305743	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714
OG0002494	CAPO307620	SCHMD11104
OG0002495	CAPO306559	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789
OG0002496	CAPO300997	SCHMD10467
OG0002497	CAPO301629	SCHMD08306, SCHMD08307
OG0002499	CAPO308309	SCHMD15190, SCHMD14873
OG0002500	CAPO305159	SCHMD17842, SCHMD27186, SCHMD17843, SCHMD20787, SCHMD09150
OG0002501	CAPO305150	SCHMD00161
OG0002502	CAPO304947	SCHMD03504, SCHMD05025
OG0002505	CAPO302692	SCHMD23168, SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410, SCHMD16407
OG0002506	CAPO305033	SCHMD23278
OG0002507	CAPO303215	SCHMD13076
OG0002509	CAPO305310	SCHMD22881, SCHMD20247
OG0002509	CAPO305905, CAPO306732	SCHMD16881, SCHMD26540
OG0002510	CAPO305793	SCHMD16402, SCHMD22142
OG0002511	CAPO303146	SCHMD22603
OG0002516	CAPO307569	SCHMD13475, SCHMD03180
OG0002518	CAPO304200	SCHMD04695
OG0002519	CAPO302874	SCHMD10280
OG0002525	CAPO300787	SCHMD03404, SCHMD03405
OG0002526	CAPO303145	SCHMD28396
OG0002527	CAPO306066	SCHMD25894, SCHMD01775
OG0002528	CAPO301891	SCHMD14226, SCHMD14244, SCHMD02867, SCHMD13131
OG0002529	CAPO301231, CAPO301232	SCHMD03029
OG0002531	CAPO304673	SCHMD16227, SCHMD14936
OG0002532	CAPO307264, CAPO307265	SCHMD05611
OG0002533	CAPO302353	SCHMD23477, SCHMD24807, SCHMD23978
OG0002542	CAPO300062	SCHMD06904, SCHMD06905, SCHMD04420
