Orthogroup	CAPO3	SACKO_ok
OG0003915	CAPO304633	SACKO_17445
OG0003917	CAPO306797	SACKO_14384, SACKO_02146, SACKO_14491
OG0003920	CAPO301554	SACKO_25068, SACKO_13579
OG0003921	CAPO300430	SACKO_23005
OG0003922	CAPO304241	SACKO_28487
OG0003924	CAPO302790	SACKO_10523
OG0003925	CAPO301662	SACKO_09569
OG0003926	CAPO303036	SACKO_31099, SACKO_18838, SACKO_29131
OG0003927	CAPO304671	SACKO_08871
OG0003929	CAPO303872	SACKO_13523
OG0003930	CAPO301599	SACKO_32200
OG0003931	CAPO304399	SACKO_31562
OG0003932	CAPO300048, CAPO300047	SACKO_08899, SACKO_17169, SACKO_32945
OG0003934	CAPO301204	SACKO_18213
OG0003936	CAPO302163	SACKO_01810
OG0003938	CAPO305166	SACKO_13881
OG0003939	CAPO303853	SACKO_15117
OG0003942	CAPO300632	SACKO_29515
OG0003944	CAPO300493	SACKO_16910, SACKO_18909
OG0003945	CAPO300812	SACKO_09804, SACKO_29979
OG0003946	CAPO303843	SACKO_03399
OG0003947	CAPO306325	SACKO_25687
OG0003950	CAPO307097	SACKO_29340
OG0003954	CAPO304758	SACKO_02352
OG0003955	CAPO304097	SACKO_14555
OG0003959	CAPO304028	SACKO_27466
OG0003961	CAPO303890	SACKO_15157
OG0003965	CAPO302867	SACKO_27709, SACKO_08493
OG0003966	CAPO301181	SACKO_31308, SACKO_15122
OG0003969	CAPO304197	SACKO_19412
OG0003971	CAPO301852	SACKO_11184
OG0003972	CAPO308018	SACKO_18971
OG0003973	CAPO307513	SACKO_17940, SACKO_17922
OG0003998	CAPO305634	SACKO_32493
OG0003999	CAPO306327	SACKO_18525
OG0004000	CAPO302913	SACKO_20194
OG0004002	CAPO305544	SACKO_22233
OG0004005	CAPO302213	SACKO_17133, SACKO_17154
OG0004007	CAPO307105	SACKO_27467
OG0004009	CAPO305072	SACKO_27674
OG0004010	CAPO303524	SACKO_07022, SACKO_07010
OG0004012	CAPO308011	SACKO_03401
OG0004014	CAPO303473	SACKO_04423
OG0004015	CAPO305112	SACKO_00138
OG0004016	CAPO303609	SACKO_29859, SACKO_04846
OG0004017	CAPO308124	SACKO_31378
OG0004023	CAPO307204	SACKO_12120
OG0004027	CAPO301145	SACKO_27291
OG0004031	CAPO301960	SACKO_11970
OG0004031	CAPO306218	SACKO_11954
OG0004032	CAPO300291	SACKO_05148
OG0004033	CAPO304862	SACKO_32338
OG0004035	CAPO301995	SACKO_05264
OG0004037	CAPO306482	SACKO_11842
OG0004038	CAPO307927	SACKO_18332
OG0004041	CAPO306646	SACKO_09138
OG0004042	CAPO302696	SACKO_29359
OG0004044	CAPO300275	SACKO_31712
OG0004047	CAPO304083	SACKO_00930
OG0004048	CAPO304654	SACKO_33590
OG0004050	CAPO308116	SACKO_08948
OG0004053	CAPO301919	SACKO_12103
OG0004054	CAPO308277	SACKO_22145
OG0004056	CAPO306031	SACKO_02937, SACKO_02933
OG0004058	CAPO301904	SACKO_00555, SACKO_22401, SACKO_22407
OG0004059	CAPO301877	SACKO_04014
OG0004063	CAPO300628	SACKO_18912
OG0004064	CAPO304453	SACKO_28124
OG0004065	CAPO304029	SACKO_31120
OG0004067	CAPO301812	SACKO_06615
OG0004068	CAPO301030	SACKO_03077
OG0004069	CAPO307785	SACKO_16363
OG0004070	CAPO302894	SACKO_07313, SACKO_26538, SACKO_33985
OG0004071	CAPO306388	SACKO_17358
OG0004072	CAPO305194	SACKO_06639
OG0004075	CAPO308024	SACKO_16055, SACKO_16079
OG0004076	CAPO307967	SACKO_25245
OG0004079	CAPO300687	SACKO_14566
OG0004080	CAPO305236	SACKO_22943
OG0004081	CAPO301069	SACKO_22094
OG0004082	CAPO305460	SACKO_02002
OG0004083	CAPO304047	SACKO_26997
OG0004084	CAPO300193	SACKO_12941
OG0004085	CAPO307782	SACKO_33798
OG0004090	CAPO304280	SACKO_02550
OG0004091	CAPO307795	SACKO_07509
OG0004092	CAPO301516	SACKO_04140
OG0004093	CAPO303612	SACKO_30195
OG0004094	CAPO306112	SACKO_27444
OG0004095	CAPO302216	SACKO_06430
OG0004096	CAPO306070	SACKO_22778
OG0004097	CAPO300790	SACKO_13213
OG0004099	CAPO306437	SACKO_13836
OG0004100	CAPO306356	SACKO_06161, SACKO_06158, SACKO_06160, SACKO_26602
OG0004101	CAPO303749, CAPO302702	SACKO_05006
OG0004103	CAPO306700	SACKO_11477, SACKO_25893
OG0004104	CAPO303684	SACKO_02429
OG0004105	CAPO308098	SACKO_08461
OG0004106	CAPO303386	SACKO_20371, SACKO_18121
OG0004108	CAPO307282	SACKO_31634, SACKO_04231
OG0004110	CAPO300855	SACKO_33407
OG0004112	CAPO304610	SACKO_04832
OG0004113	CAPO305835	SACKO_07968
OG0004114	CAPO301854	SACKO_07278
OG0004115	CAPO306386	SACKO_04614
OG0004116	CAPO303186	SACKO_12551
OG0004118	CAPO306139	SACKO_08745
OG0004119	CAPO303741	SACKO_16359
OG0004120	CAPO303757	SACKO_22425
OG0004123	CAPO304624	SACKO_05474
OG0004124	CAPO302738	SACKO_01623
OG0004125	CAPO304359	SACKO_10613
OG0004127	CAPO306895	SACKO_30149
OG0004130	CAPO307075	SACKO_04539, SACKO_29058
OG0004131	CAPO301925	SACKO_31379
OG0004133	CAPO305598	SACKO_06628
OG0004134	CAPO304433	SACKO_21471
OG0004136	CAPO307338	SACKO_00526
OG0004140	CAPO307995	SACKO_23320
OG0004142	CAPO300440	SACKO_15937
OG0004144	CAPO302917	SACKO_12932
OG0004148	CAPO301152	SACKO_04179
OG0004150	CAPO303497	SACKO_06062
OG0004151	CAPO307015	SACKO_17397
OG0004153	CAPO305022	SACKO_17489
OG0004154	CAPO308154	SACKO_33248, SACKO_26314, SACKO_13527, SACKO_26315, SACKO_00413, SACKO_16309
OG0004156	CAPO307556	SACKO_07990, SACKO_27546
OG0004158	CAPO302219	SACKO_18616
OG0004160	CAPO302118	SACKO_14735
OG0004164	CAPO306879	SACKO_05848
OG0004166	CAPO300703	SACKO_12473
OG0004167	CAPO305574	SACKO_11715
OG0004168	CAPO303881	SACKO_24506
OG0004169	CAPO302967	SACKO_10004
OG0004170	CAPO305320	SACKO_26580, SACKO_03612
OG0004171	CAPO305810	SACKO_29940
OG0004174	CAPO303644	SACKO_18154
OG0004176	CAPO304072	SACKO_25099
OG0004179	CAPO304392	SACKO_01013
OG0004181	CAPO304353	SACKO_24938
OG0004182	CAPO305817	SACKO_03645, SACKO_27354
OG0004183	CAPO301817	SACKO_02874, SACKO_28561, SACKO_09640
OG0004184	CAPO302251	SACKO_11934
OG0004186	CAPO307615	SACKO_12502
OG0004187	CAPO301572	SACKO_26772
OG0004188	CAPO308209	SACKO_12003
OG0004194	CAPO301460, CAPO301973	SACKO_04880, SACKO_04924
OG0004198	CAPO302636	SACKO_11238, SACKO_12328
OG0004215	CAPO307025	SACKO_02214
OG0004216	CAPO304745	SACKO_32089
OG0004217	CAPO300553	SACKO_09269
OG0004219	CAPO302642	SACKO_03103
OG0004222	CAPO307934	SACKO_12358
OG0004223	CAPO308310	SACKO_14230, SACKO_01885
OG0004226	CAPO301388	SACKO_01406
OG0004227	CAPO302252	SACKO_14123
OG0004228	CAPO303492	SACKO_18186
OG0004230	CAPO305821	SACKO_30089
OG0004231	CAPO300312	SACKO_01862
OG0004232	CAPO301443	SACKO_13258
OG0004235	CAPO306795	SACKO_17332, SACKO_17349
OG0004236	CAPO301760	SACKO_11379
OG0004237	CAPO301645	SACKO_33563
OG0004239	CAPO304082	SACKO_08658
OG0004240	CAPO301736, CAPO306948	SACKO_03705
OG0004241	CAPO304693	SACKO_05087
OG0004243	CAPO302349	SACKO_21841
OG0004245	CAPO301120	SACKO_12744
OG0004246	CAPO307710	SACKO_10191
OG0004247	CAPO306324	SACKO_29414
OG0004248	CAPO306807	SACKO_26657
OG0004249	CAPO302316	SACKO_09516
OG0004250	CAPO305518	SACKO_07268
OG0004252	CAPO305536	SACKO_16333
OG0004254	CAPO304883	SACKO_18552
OG0004257	CAPO305171	SACKO_10226
OG0004258	CAPO301342	SACKO_16352, SACKO_16395
OG0004259	CAPO301048	SACKO_29831
OG0004261	CAPO305950	SACKO_29025
OG0004269	CAPO308233	SACKO_21474, SACKO_02690, SACKO_17980, SACKO_17981
OG0004270	CAPO303791	SACKO_15850, SACKO_15844
OG0004271	CAPO303178	SACKO_21341, SACKO_01124
OG0004272	CAPO302340, CAPO307285, CAPO307981, CAPO306596, CAPO304056, CAPO301702	SACKO_21689
OG0004272	CAPO303743	SACKO_11645, SACKO_12140
OG0004278	CAPO303739	SACKO_21185
OG0004280	CAPO302169	SACKO_28223
OG0004282	CAPO306035	SACKO_29038
OG0004283	CAPO301216	SACKO_08259
OG0004284	CAPO303039	SACKO_19468, SACKO_24083
OG0004285	CAPO306621	SACKO_03384
OG0004286	CAPO300246	SACKO_12883
OG0004288	CAPO302203	SACKO_30893, SACKO_11263, SACKO_11252, SACKO_12605
OG0004289	CAPO307509	SACKO_32406
OG0004291	CAPO306696	SACKO_14905
OG0004292	CAPO301407	SACKO_03502
OG0004295	CAPO300437	SACKO_04249
OG0004296	CAPO307058	SACKO_21380
OG0004297	CAPO306140	SACKO_28535
OG0004299	CAPO307863	SACKO_30101
OG0004300	CAPO308218	SACKO_30810
OG0004301	CAPO305855	SACKO_20227
OG0004302	CAPO307149	SACKO_18457
OG0004303	CAPO306261	SACKO_26532
OG0004304	CAPO307407	SACKO_20533
OG0004305	CAPO306704	SACKO_12408
OG0004307	CAPO306787	SACKO_33572
OG0004308	CAPO302385	SACKO_01785
OG0004309	CAPO304021	SACKO_30754
OG0004310	CAPO306903	SACKO_10532
OG0004312	CAPO306752	SACKO_10930
OG0004314	CAPO301283	SACKO_11572
OG0004315	CAPO307076	SACKO_16588
OG0004316	CAPO300656	SACKO_28186
OG0004319	CAPO308294	SACKO_05880, SACKO_05877
OG0004320	CAPO300174	SACKO_00068
OG0004321	CAPO306639	SACKO_28159, SACKO_28167
OG0004322	CAPO307895	SACKO_28915
OG0004323	CAPO307483	SACKO_25179
OG0004324	CAPO300240	SACKO_12104, SACKO_08113
OG0004328	CAPO305261	SACKO_23143, SACKO_33011
OG0004329	CAPO302035	SACKO_25792, SACKO_09106
OG0004330	CAPO305393	SACKO_07866
OG0004331	CAPO305384	SACKO_06087
OG0004333	CAPO303439	SACKO_09526
OG0004335	CAPO302791	SACKO_30625, SACKO_16024, SACKO_30637
OG0004337	CAPO300958	SACKO_10301
OG0004338	CAPO300828	SACKO_24216
OG0004344	CAPO307152	SACKO_02938
OG0004345	CAPO306847	SACKO_24990
OG0004347	CAPO307703	SACKO_18290
OG0004348	CAPO306158	SACKO_00059
OG0004350	CAPO300994	SACKO_33866
OG0004351	CAPO307239	SACKO_14866
OG0004352	CAPO300873	SACKO_10946
OG0004353	CAPO306055, CAPO306087	SACKO_09595
OG0004354	CAPO307581	SACKO_06263, SACKO_06268, SACKO_30750
OG0004355	CAPO303478	SACKO_23242, SACKO_00294
OG0004356	CAPO300159	SACKO_08790
OG0004357	CAPO303880	SACKO_30143
OG0004358	CAPO301323	SACKO_23737
OG0004359	CAPO305703	SACKO_07960
OG0004360	CAPO301752	SACKO_13028
OG0004361	CAPO308302	SACKO_16141
OG0004363	CAPO304580	SACKO_02013
OG0004364	CAPO305213	SACKO_23778
OG0004365	CAPO305948	SACKO_23975
OG0004366	CAPO307987	SACKO_28259
OG0004368	CAPO306084	SACKO_03972
OG0004369	CAPO305592	SACKO_34043, SACKO_22812
OG0004370	CAPO302143	SACKO_26120
OG0004372	CAPO304892	SACKO_02906, SACKO_02914
OG0004373	CAPO308311	SACKO_02913
OG0004374	CAPO306983	SACKO_27657, SACKO_05442
OG0004375	CAPO305927	SACKO_01917
OG0004376	CAPO303203	SACKO_04476
OG0004377	CAPO303614	SACKO_04189
OG0004378	CAPO303140	SACKO_21719
OG0004379	CAPO300162	SACKO_04588
OG0004380	CAPO307847	SACKO_08279
OG0004381	CAPO300684	SACKO_23417
OG0004382	CAPO308307	SACKO_16501
OG0004383	CAPO301688	SACKO_04003
OG0004385	CAPO306534	SACKO_28528, SACKO_14841
OG0004388	CAPO303742	SACKO_34021
OG0004389	CAPO302416	SACKO_09781
OG0004390	CAPO300046	SACKO_17506
OG0004391	CAPO305468	SACKO_06460
OG0004392	CAPO303282	SACKO_01326
OG0004394	CAPO305886	SACKO_06802
OG0004396	CAPO300955	SACKO_09175
OG0004398	CAPO307605	SACKO_05440
OG0004399	CAPO301536	SACKO_01145
OG0004400	CAPO304368, CAPO302395	SACKO_18353
OG0004401	CAPO307684	SACKO_22723
OG0004405	CAPO302866	SACKO_17613, SACKO_28559
OG0004406	CAPO305558	SACKO_12007
OG0004413	CAPO301518	SACKO_24559
OG0004417	CAPO302119	SACKO_27616
OG0004418	CAPO305208	SACKO_31965
OG0004421	CAPO303320	SACKO_23605
OG0004423	CAPO306935	SACKO_34049, SACKO_34098, SACKO_14325
OG0004425	CAPO302090	SACKO_07906
OG0004426	CAPO301784	SACKO_09068
OG0004459	CAPO300459	SACKO_07787
OG0004460	CAPO307206	SACKO_19002
OG0004461	CAPO305355	SACKO_15418
OG0004462	CAPO302893	SACKO_05077
OG0004465	CAPO303487	SACKO_18438
OG0004467	CAPO307496	SACKO_04860, SACKO_19896
OG0004468	CAPO307854	SACKO_33156
OG0004472	CAPO303803	SACKO_27165
OG0004474	CAPO300829	SACKO_13446
OG0004476	CAPO307856	SACKO_14576
OG0004479	CAPO303963	SACKO_15668
OG0004483	CAPO303122	SACKO_15376
OG0004484	CAPO302152	SACKO_24669, SACKO_24665
OG0004486	CAPO307639	SACKO_13395
OG0004488	CAPO301849	SACKO_11836
OG0004489	CAPO305447	SACKO_11062
OG0004492	CAPO307196	SACKO_04355
OG0004494	CAPO306570	SACKO_24457
OG0004495	CAPO306359	SACKO_09341
OG0004496	CAPO303733	SACKO_26743
OG0004497	CAPO307202	SACKO_26844, SACKO_04030
OG0004498	CAPO305224	SACKO_29609
OG0004500	CAPO301850	SACKO_18016
OG0004501	CAPO301840	SACKO_05302
OG0004502	CAPO301779	SACKO_04915
OG0004502	CAPO300429	SACKO_16253
OG0004503	CAPO300332	SACKO_30080, SACKO_30085
OG0004506	CAPO305016	SACKO_22735
OG0004507	CAPO301894	SACKO_01169, SACKO_28863, SACKO_01183
OG0004508	CAPO301654	SACKO_00949
OG0004509	CAPO300500	SACKO_04702
OG0004511	CAPO303457	SACKO_11442
OG0004512	CAPO302842	SACKO_32401
OG0004513	CAPO303104	SACKO_34197
OG0004515	CAPO305182	SACKO_10522
OG0004517	CAPO305332	SACKO_28631
OG0004518	CAPO306412	SACKO_14581
OG0004519	CAPO307914	SACKO_01174
OG0004520	CAPO300090	SACKO_26274
OG0004521	CAPO306692	SACKO_18409
OG0004523	CAPO304989	SACKO_04848
OG0004525	CAPO303518	SACKO_19797
OG0004526	CAPO302498	SACKO_10282
OG0004527	CAPO302077	SACKO_27212, SACKO_27206
OG0004529	CAPO306628	SACKO_19291
OG0004530	CAPO304739	SACKO_20418
OG0004531	CAPO302345, CAPO307115	SACKO_23166, SACKO_03320
OG0004532	CAPO300005	SACKO_28637
OG0004533	CAPO306022	SACKO_17772
OG0004535	CAPO307124	SACKO_03150
OG0004537	CAPO306837	SACKO_21349
OG0004540	CAPO307351	SACKO_30901
OG0004541	CAPO307806	SACKO_03899, SACKO_15485, SACKO_17639
OG0004542	CAPO306706	SACKO_06292
OG0004544	CAPO306563	SACKO_31438
OG0004545	CAPO307212	SACKO_15736
OG0004546	CAPO306808	SACKO_28524
OG0004547	CAPO304852	SACKO_12149
OG0004548	CAPO305113	SACKO_03951
OG0004551	CAPO301498	SACKO_04145
OG0004552	CAPO301361, CAPO306759	SACKO_08469
OG0004553	CAPO302768	SACKO_03082, SACKO_03081
OG0004554	CAPO300747	SACKO_00814
OG0004555	CAPO301994	SACKO_29011
OG0004556	CAPO305616	SACKO_18821
OG0004558	CAPO307355	SACKO_28349
OG0004559	CAPO303756	SACKO_28715
OG0004561	CAPO304794	SACKO_33877, SACKO_33874
OG0004563	CAPO303030	SACKO_33905
OG0004564	CAPO301873	SACKO_09067
OG0004565	CAPO303409	SACKO_02187
OG0004569	CAPO303601	SACKO_07551
OG0004572	CAPO302719	SACKO_18957, SACKO_18974
OG0004573	CAPO302070, CAPO305859	SACKO_18454
OG0004574	CAPO300276	SACKO_19725
OG0004577	CAPO307905	SACKO_15685
OG0004578	CAPO307713	SACKO_25847
OG0004579	CAPO308171	SACKO_17206
OG0004581	CAPO305629	SACKO_30000
OG0004582	CAPO304857	SACKO_20979, SACKO_20988
OG0004583	CAPO301319	SACKO_05163
OG0004585	CAPO307959	SACKO_13522
OG0004587	CAPO303576	SACKO_11225, SACKO_20399
OG0004588	CAPO307046	SACKO_20226
OG0004590	CAPO307910	SACKO_24523
OG0004592	CAPO307767	SACKO_20946
OG0004593	CAPO306311	SACKO_12736
OG0004595	CAPO305901	SACKO_23859
OG0004596	CAPO301763, CAPO300672	SACKO_28471
OG0004599	CAPO306185	SACKO_10527
OG0004601	CAPO300529	SACKO_15350, SACKO_07622, SACKO_21914
OG0004602	CAPO307709	SACKO_33314
OG0004605	CAPO303013	SACKO_24891
OG0004609	CAPO305274	SACKO_02975
OG0004610	CAPO308217	SACKO_21418
OG0004611	CAPO305879, CAPO305850	SACKO_19720
OG0004612	CAPO307176	SACKO_29135
OG0004616	CAPO302661, CAPO307774	SACKO_18631
OG0004619	CAPO306976	SACKO_13215
OG0004621	CAPO301592	SACKO_14185
OG0004623	CAPO303271	SACKO_12927, SACKO_20389
OG0004626	CAPO304074	SACKO_32091
OG0004627	CAPO302578	SACKO_04597
OG0004628	CAPO300844	SACKO_04292
OG0004629	CAPO300874	SACKO_21350
OG0004630	CAPO300032	SACKO_24304, SACKO_18921
OG0004633	CAPO306431	SACKO_12575
OG0004634	CAPO306443	SACKO_31100
OG0004635	CAPO305826	SACKO_11047
OG0004638	CAPO300328	SACKO_13654
OG0004639	CAPO304960	SACKO_03968
OG0004640	CAPO305391	SACKO_00552
OG0004641	CAPO301192	SACKO_18334
OG0004642	CAPO303810	SACKO_25061
OG0004643	CAPO303111	SACKO_25343
OG0004644	CAPO308177	SACKO_07275
OG0004646	CAPO304987	SACKO_21323
OG0004648	CAPO306796	SACKO_17990
OG0004649	CAPO308035	SACKO_18305
OG0004651	CAPO307192	SACKO_04435
OG0004652	CAPO307126	SACKO_08505
OG0004654	CAPO304098	SACKO_14273
OG0004655	CAPO300932	SACKO_08288
OG0004656	CAPO306315	SACKO_08515, SACKO_08512
OG0004657	CAPO300965	SACKO_26287, SACKO_21555
OG0004658	CAPO302853	SACKO_03635
OG0004659	CAPO305571	SACKO_29850
OG0004663	CAPO307060	SACKO_18226
OG0004668	CAPO307032	SACKO_01265
OG0004669	CAPO301719	SACKO_26889
OG0004670	CAPO301141	SACKO_30167
OG0004671	CAPO303199	SACKO_31183
OG0004672	CAPO300788	SACKO_20480
OG0004673	CAPO305181	SACKO_00641
OG0004674	CAPO301298	SACKO_20254
OG0004675	CAPO300152	SACKO_13667
OG0004676	CAPO302564, CAPO302347	SACKO_00679
OG0004676	CAPO305483	SACKO_05823
OG0004679	CAPO307020	SACKO_18272
OG0004682	CAPO302643	SACKO_09594
OG0004685	CAPO300514	SACKO_33019
OG0004687	CAPO300850	SACKO_17225
OG0004690	CAPO302294	SACKO_22702
OG0004691	CAPO301832	SACKO_19375
OG0004692	CAPO306711	SACKO_15254, SACKO_15247
OG0004694	CAPO302831	SACKO_13843
OG0004695	CAPO304127	SACKO_26984
OG0004696	CAPO303339	SACKO_28164
OG0004697	CAPO308157	SACKO_14387
OG0004699	CAPO305801	SACKO_15038
OG0004700	CAPO305394	SACKO_10009
OG0004702	CAPO301451, CAPO306323	SACKO_27095
OG0004703	CAPO302281	SACKO_15066
OG0004707	CAPO307222	SACKO_12969
OG0004708	CAPO302589	SACKO_03775
OG0004711	CAPO307614	SACKO_20599
OG0004728	CAPO306092	SACKO_04940
OG0004732	CAPO303065	SACKO_25624, SACKO_15851
OG0004733	CAPO303723	SACKO_01861
OG0004738	CAPO307391	SACKO_22069
OG0004739	CAPO305372	SACKO_09731
OG0004740	CAPO303587	SACKO_05635
OG0004743	CAPO305537	SACKO_15431
OG0004744	CAPO307377	SACKO_02238, SACKO_15476
OG0004747	CAPO305266	SACKO_23321
OG0004748	CAPO300851	SACKO_32597
OG0004749	CAPO303738	SACKO_00284
OG0004752	CAPO300189	SACKO_03624, SACKO_07505
OG0004753	CAPO307970	SACKO_12573, SACKO_03985
OG0004756	CAPO300650	SACKO_18350
OG0004757	CAPO300079	SACKO_18246
OG0004758	CAPO307791	SACKO_13396
OG0004759	CAPO301731	SACKO_34003
OG0004760	CAPO302986	SACKO_05577
OG0004761	CAPO301372	SACKO_27689
OG0004762	CAPO306336	SACKO_29409, SACKO_05447
OG0004763	CAPO303189	SACKO_12233, SACKO_12232
OG0004764	CAPO306665	SACKO_20994
OG0004765	CAPO300145	SACKO_07355
OG0004766	CAPO300107	SACKO_32276
OG0004767	CAPO304258	SACKO_33918
OG0004768	CAPO302814	SACKO_30578
OG0004769	CAPO305909	SACKO_32280
OG0004770	CAPO306549	SACKO_04206
OG0004771	CAPO306141	SACKO_13241, SACKO_23350
OG0004774	CAPO302467	SACKO_28719
OG0004775	CAPO308292	SACKO_01388
OG0004781	CAPO302855	SACKO_09515
OG0004784	CAPO300506	SACKO_30267
OG0004785	CAPO301223	SACKO_00636, SACKO_06901
OG0004786	CAPO306813	SACKO_02680
OG0004787	CAPO300677	SACKO_25599
OG0004788	CAPO303606	SACKO_02726
OG0004792	CAPO304121, CAPO301355	SACKO_07545
OG0004793	CAPO303691	SACKO_30281
OG0004794	CAPO302268	SACKO_26985
OG0004795	CAPO306522	SACKO_06033
OG0004797	CAPO308248	SACKO_30159
OG0004798	CAPO306979	SACKO_23251
OG0004801	CAPO301409	SACKO_21746, SACKO_21766, SACKO_21749
OG0004803	CAPO304966	SACKO_18320
OG0004805	CAPO301148	SACKO_04571
OG0004808	CAPO300921	SACKO_18435, SACKO_18430
OG0004810	CAPO307085	SACKO_28871
OG0004811	CAPO304670	SACKO_16566
OG0004812	CAPO300913	SACKO_11797
OG0004813	CAPO302301	SACKO_25285
OG0004814	CAPO305193	SACKO_05533
OG0004815	CAPO306099	SACKO_24787, SACKO_15015, SACKO_12115
OG0004817	CAPO300646	SACKO_27076, SACKO_27094
OG0004819	CAPO303489	SACKO_33075, SACKO_00086
OG0004820	CAPO301474	SACKO_14775
OG0004822	CAPO303272	SACKO_24997
OG0004823	CAPO301131	SACKO_22697
OG0004825	CAPO303625	SACKO_28529, SACKO_28534
OG0004826	CAPO302318	SACKO_17053
OG0004828	CAPO300795	SACKO_05844
OG0004829	CAPO306677	SACKO_15716
OG0004830	CAPO304259, CAPO301109	SACKO_13994
OG0004831	CAPO302539	SACKO_18927
OG0004832	CAPO300644	SACKO_04801
OG0004833	CAPO307386, CAPO307385	SACKO_29882
OG0004835	CAPO307142	SACKO_20126
OG0004836	CAPO300476	SACKO_21978
OG0004837	CAPO306341	SACKO_25482
OG0004838	CAPO300483	SACKO_16462
OG0004840	CAPO301303	SACKO_08213
OG0004841	CAPO301073	SACKO_05357
OG0004842	CAPO307208	SACKO_17281
OG0004843	CAPO302296	SACKO_19951
OG0004844	CAPO308225	SACKO_06155
OG0004845	CAPO300244	SACKO_24565
OG0004846	CAPO302634	SACKO_15541
OG0004849	CAPO302897	SACKO_34056
OG0004851	CAPO304052	SACKO_24254
OG0004852	CAPO305241	SACKO_22804
OG0004853	CAPO306818	SACKO_14441, SACKO_14553
OG0004854	CAPO307677	SACKO_31690, SACKO_23267
OG0004855	CAPO307136	SACKO_12999
OG0004856	CAPO307877	SACKO_25100
OG0004857	CAPO305126	SACKO_06928
OG0004857	CAPO301665	SACKO_10201
OG0004858	CAPO306514	SACKO_31252
OG0004859	CAPO305955	SACKO_12912
OG0004861	CAPO300721	SACKO_31486
OG0004864	CAPO306175	SACKO_13348
OG0004869	CAPO301505	SACKO_27257
OG0004873	CAPO305056	SACKO_22337
OG0004874	CAPO302314	SACKO_11278, SACKO_24722
OG0004879	CAPO304570	SACKO_26403
OG0004880	CAPO307520	SACKO_24904
OG0004881	CAPO301856	SACKO_05511
OG0004882	CAPO307657	SACKO_28479, SACKO_08173
OG0004883	CAPO304269	SACKO_22025
OG0004884	CAPO306875	SACKO_25723
OG0004886	CAPO304598	SACKO_23358
OG0004887	CAPO303252	SACKO_01697
OG0004889	CAPO302860	SACKO_25834
OG0004892	CAPO308266	SACKO_28951
OG0004894	CAPO308103	SACKO_15197
OG0004895	CAPO301412	SACKO_33159
OG0004896	CAPO301146, CAPO308332	SACKO_22567
OG0004897	CAPO300624	SACKO_02250
OG0004898	CAPO300846	SACKO_02481
OG0004899	CAPO304701	SACKO_14461
OG0004900	CAPO300509	SACKO_08566
OG0004901	CAPO301170	SACKO_16831
OG0004902	CAPO305853	SACKO_25996, SACKO_09081
OG0004903	CAPO304775	SACKO_16168
OG0004904	CAPO304100	SACKO_30644
OG0004906	CAPO303480	SACKO_27225
OG0004907	CAPO307254	SACKO_12356, SACKO_17695
OG0004911	CAPO305750	SACKO_20391
OG0004913	CAPO306717	SACKO_17822
OG0004914	CAPO301519	SACKO_04546
OG0004917	CAPO303374	SACKO_11578, SACKO_25292
OG0004919	CAPO308082	SACKO_29402
OG0004920	CAPO302580	SACKO_07091, SACKO_07141
OG0004922	CAPO306550	SACKO_12192
OG0004923	CAPO307943	SACKO_11979
OG0004924	CAPO304606	SACKO_11735
OG0004927	CAPO304855	SACKO_11937
OG0004928	CAPO304691	SACKO_30858
OG0004929	CAPO304111	SACKO_26931, SACKO_26920
OG0004932	CAPO306081, CAPO305804	SACKO_24556
OG0004934	CAPO305066	SACKO_17593
OG0004936	CAPO306298	SACKO_32391
OG0004938	CAPO308159	SACKO_19480, SACKO_26940
OG0004940	CAPO305630	SACKO_26982
OG0004943	CAPO306001	SACKO_12829
OG0004944	CAPO302056	SACKO_10828
OG0004946	CAPO305515	SACKO_22750
OG0004947	CAPO307579	SACKO_20318, SACKO_20325
OG0004948	CAPO305331	SACKO_08889, SACKO_25988, SACKO_05613
OG0004949	CAPO304026	SACKO_22218
OG0004950	CAPO300642	SACKO_00448
OG0004952	CAPO301776	SACKO_17947
OG0004953	CAPO306623	SACKO_07785
OG0004954	CAPO303229	SACKO_21509
OG0004958	CAPO302197	SACKO_29277
OG0004960	CAPO300258	SACKO_09681
OG0004961	CAPO305777	SACKO_22881
OG0004962	CAPO301438	SACKO_08019
OG0004963	CAPO303805	SACKO_23165
OG0004964	CAPO302916	SACKO_32501
OG0004969	CAPO303678	SACKO_26374
OG0004970	CAPO303748	SACKO_01641, SACKO_10357
OG0004971	CAPO302327	SACKO_06983
OG0004972	CAPO304289	SACKO_22022
OG0004973	CAPO305642	SACKO_26652
OG0004976	CAPO304478	SACKO_08243, SACKO_02364
OG0004977	CAPO304350	SACKO_22819
OG0004978	CAPO308306	SACKO_30106
OG0004979	CAPO303118	SACKO_02688
OG0004980	CAPO300807	SACKO_20568
OG0004981	CAPO306326	SACKO_04840
OG0004982	CAPO301351	SACKO_22755
OG0004983	CAPO300176	SACKO_03738
OG0004985	CAPO304816	SACKO_31814
OG0004987	CAPO306240	SACKO_04708
OG0004988	CAPO305623	SACKO_18301
OG0004989	CAPO300323	SACKO_11544
OG0004990	CAPO305712	SACKO_26462
OG0004991	CAPO302271	SACKO_26454
OG0004993	CAPO302747	SACKO_02872
OG0004997	CAPO300456	SACKO_10528
OG0004999	CAPO302635	SACKO_12529
