Orthogroup	CAPO3	ASTMX
OG0003349	CAPO300780	ASTMX06632, ASTMX06577
OG0003353	CAPO304897	ASTMX08541
OG0003354	CAPO300396	ASTMX21682
OG0003355	CAPO308186	ASTMX18176, ASTMX06654
OG0003356	CAPO306224	ASTMX19698, ASTMX21492
OG0003357	CAPO307953	ASTMX00318
OG0003358	CAPO307281	ASTMX15835
OG0003359	CAPO303262, CAPO304527	ASTMX08948
OG0003360	CAPO301722	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548
OG0003361	CAPO301802	ASTMX02459, ASTMX04442
OG0003362	CAPO306572	ASTMX11242
OG0003364	CAPO301569	ASTMX06273, ASTMX21297
OG0003365	CAPO301538	ASTMX03051, ASTMX05516
OG0003366	CAPO302011	ASTMX02786
OG0003368	CAPO307793	ASTMX18958, ASTMX00275
OG0003369	CAPO305084	ASTMX11987, ASTMX05839
OG0003370	CAPO302725	ASTMX19055, ASTMX04318
OG0003373	CAPO301869	ASTMX10290
OG0003374	CAPO305683	ASTMX00872, ASTMX16829, ASTMX01333
OG0003375	CAPO301633, CAPO305837	ASTMX13635
OG0003376	CAPO306560	ASTMX16960
OG0003377	CAPO301205	ASTMX18938
OG0003378	CAPO305510	ASTMX07310, ASTMX10913, ASTMX18798
OG0003379	CAPO301575	ASTMX06835, ASTMX12551
OG0003380	CAPO301115	ASTMX21115, ASTMX05978, ASTMX21392
OG0003382	CAPO302262	ASTMX06479, ASTMX06858
OG0003383	CAPO305778	ASTMX04487, ASTMX21389, ASTMX16241
OG0003384	CAPO306617	ASTMX13160, ASTMX02808, ASTMX09958
OG0003386	CAPO300917	ASTMX15558, ASTMX05500
OG0003388	CAPO302657, CAPO304459, CAPO302957	ASTMX07669, ASTMX03217, ASTMX03218
OG0003391	CAPO301846	ASTMX02469
OG0003392	CAPO304278	ASTMX17435, ASTMX20620
OG0003393	CAPO304102	ASTMX03585
OG0003419	CAPO301040	ASTMX09665, ASTMX22627
OG0003421	CAPO300028	ASTMX03751
OG0003422	CAPO300121	ASTMX16317
OG0003424	CAPO307323	ASTMX18868
OG0003425	CAPO304371	ASTMX10571
OG0003426	CAPO301532	ASTMX04641
OG0003428	CAPO300586	ASTMX17578
OG0003429	CAPO307638	ASTMX01780
OG0003430	CAPO305848	ASTMX03478, ASTMX11528, ASTMX06739
OG0003431	CAPO308284	ASTMX02037
OG0003434	CAPO303572	ASTMX16757
OG0003435	CAPO300552	ASTMX08077, ASTMX01388
OG0003443	CAPO306901, CAPO306924	ASTMX12664, ASTMX04558
OG0003447	CAPO304621, CAPO305856	ASTMX07133
OG0003448	CAPO305307	ASTMX13573, ASTMX13913, ASTMX17648
OG0003449	CAPO304421	ASTMX14031
OG0003450	CAPO304313	ASTMX21046
OG0003451	CAPO302760	ASTMX00047, ASTMX22491
OG0003453	CAPO304718	ASTMX18802
OG0003454	CAPO305798	ASTMX17262, ASTMX01805, ASTMX17046
OG0003455	CAPO300221	ASTMX03444, ASTMX03446, ASTMX03445, ASTMX03443
OG0003456	CAPO305023	ASTMX21655, ASTMX18222, ASTMX04968
OG0003457	CAPO307022	ASTMX17161, ASTMX01405
OG0003458	CAPO301287	ASTMX10149
OG0003459	CAPO304210	ASTMX10610, ASTMX08523
OG0003461	CAPO304469	ASTMX15709
OG0003462	CAPO306452	ASTMX22437
OG0003464	CAPO306136	ASTMX07673
OG0003465	CAPO307530	ASTMX08614
OG0003467	CAPO306150	ASTMX15385
OG0003471	CAPO304216	ASTMX01577
OG0003475	CAPO307501	ASTMX07930
OG0003476	CAPO306987	ASTMX07144
OG0003477	CAPO308122	ASTMX10944
OG0003478	CAPO300139	ASTMX16545
OG0003479	CAPO302288	ASTMX08377, ASTMX19369
OG0003480	CAPO303582	ASTMX18358, ASTMX00514
OG0003483	CAPO305509	ASTMX02494
OG0003486	CAPO304249	ASTMX09925
OG0003487	CAPO300925	ASTMX11535
OG0003489	CAPO305291	ASTMX20010, ASTMX22461, ASTMX11315
OG0003491	CAPO304911	ASTMX11829, ASTMX07278
OG0003492	CAPO306303	ASTMX15658, ASTMX07661
OG0003493	CAPO306533	ASTMX11757
OG0003497	CAPO305660	ASTMX09325, ASTMX12800
OG0003498	CAPO306898	ASTMX01620
OG0003499	CAPO301160	ASTMX00373
OG0003500	CAPO304927	ASTMX12903, ASTMX13670
OG0003501	CAPO303209	ASTMX02416
OG0003502	CAPO306906	ASTMX09364
OG0003503	CAPO307158	ASTMX22842, ASTMX17335
OG0003504	CAPO304351	ASTMX10105, ASTMX07823, ASTMX12935
OG0003505	CAPO305207	ASTMX01106
OG0003506	CAPO302826	ASTMX03887, ASTMX17187, ASTMX15908
OG0003507	CAPO303307	ASTMX03126, ASTMX03987, ASTMX02892
OG0003508	CAPO307911	ASTMX08692, ASTMX14664
OG0003509	CAPO305689	ASTMX20219
OG0003511	CAPO307348, CAPO308352	ASTMX12073
OG0003512	CAPO303631, CAPO302677, CAPO302168	ASTMX05092, ASTMX09614
OG0003515	CAPO307211	ASTMX14872, ASTMX08241
OG0003518	CAPO307641	ASTMX08720
OG0003519	CAPO307608	ASTMX21057
OG0003522	CAPO306659	ASTMX09932, ASTMX01391
OG0003523	CAPO304976	ASTMX06451, ASTMX09203
OG0003525	CAPO305089	ASTMX03127, ASTMX20265
OG0003528	CAPO306484	ASTMX09805
OG0003531	CAPO300308	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691
OG0003532	CAPO303744	ASTMX09797
OG0003533	CAPO301327	ASTMX14253
OG0003537	CAPO301555	ASTMX10030
OG0003538	CAPO301093	ASTMX21966, ASTMX20518
OG0003539	CAPO300449	ASTMX01615
OG0003541	CAPO300603	ASTMX02571
OG0003543	CAPO301989	ASTMX22680, ASTMX13907
OG0003544	CAPO300418	ASTMX05764, ASTMX12377
OG0003546	CAPO303583	ASTMX03306, ASTMX06923, ASTMX13133
OG0003547	CAPO308031	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359
OG0003550	CAPO300137	ASTMX12018, ASTMX00483, ASTMX08669
OG0003551	CAPO308286	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936
OG0003552	CAPO307114	ASTMX04006
OG0003554	CAPO301001	ASTMX10001, ASTMX12094
OG0003556	CAPO302339	ASTMX21299, ASTMX01752, ASTMX13732
OG0003557	CAPO306086	ASTMX07636, ASTMX17680, ASTMX22997
OG0003561	CAPO301198	ASTMX09905, ASTMX06185
OG0003562	CAPO303388	ASTMX19362, ASTMX04310, ASTMX15769
OG0003563	CAPO300808, CAPO301102	ASTMX07743
OG0003564	CAPO300720	ASTMX16336, ASTMX09764, ASTMX04739
OG0003566	CAPO300164	ASTMX09006, ASTMX21630
OG0003567	CAPO307296	ASTMX03625
OG0003568	CAPO303992	ASTMX14445
OG0003569	CAPO306390	ASTMX15295, ASTMX02172, ASTMX13272, ASTMX09249
OG0003570	CAPO305849	ASTMX18041
OG0003573	CAPO300904	ASTMX17087
OG0003577	CAPO306764	ASTMX14615
OG0003578	CAPO307426	ASTMX15744
OG0003579	CAPO300766	ASTMX18857, ASTMX05928, ASTMX10482
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177	ASTMX08220
OG0003582	CAPO302819	ASTMX22172, ASTMX05373
OG0003599	CAPO301420	ASTMX16957
OG0003600	CAPO305414	ASTMX00592
OG0003607	CAPO301867	ASTMX21385
OG0003610	CAPO302401	ASTMX10810
OG0003611	CAPO306320	ASTMX14877
OG0003612	CAPO304993	ASTMX21729
OG0003613	CAPO305029	ASTMX04050, ASTMX18610
OG0003617	CAPO306844, CAPO301490	ASTMX16719
OG0003618	CAPO302109	ASTMX06136
OG0003619	CAPO304837	ASTMX04527
OG0003620	CAPO306673	ASTMX19184
OG0003621	CAPO302199	ASTMX03711
OG0003622	CAPO305075	ASTMX03803, ASTMX18660
OG0003624	CAPO303633	ASTMX19218, ASTMX20395, ASTMX20396
OG0003630	CAPO308012	ASTMX04467
OG0003631	CAPO303610	ASTMX03889
OG0003633	CAPO300056	ASTMX18125
OG0003635	CAPO308133	ASTMX01147
OG0003638	CAPO305555	ASTMX08095, ASTMX09482
OG0003640	CAPO301244	ASTMX07846, ASTMX10421
OG0003641	CAPO300746	ASTMX06736, ASTMX00519
OG0003644	CAPO304835	ASTMX11204, ASTMX22672
OG0003645	CAPO307108	ASTMX20711, ASTMX17672
OG0003646	CAPO304914	ASTMX07094
OG0003648	CAPO302617	ASTMX04819, ASTMX04366
OG0003649	CAPO301930	ASTMX04920
OG0003650	CAPO306633	ASTMX05339
OG0003651	CAPO305370	ASTMX06708, ASTMX15249
OG0003652	CAPO300427	ASTMX06086, ASTMX01201
OG0003655	CAPO303553	ASTMX09913, ASTMX17372
OG0003656	CAPO301350	ASTMX22041, ASTMX06864
OG0003657	CAPO305783	ASTMX05415, ASTMX12030
OG0003658	CAPO303162	ASTMX01908, ASTMX21818, ASTMX20155
OG0003661	CAPO300815	ASTMX01047, ASTMX01048
OG0003664	CAPO305504	ASTMX21611, ASTMX22165
OG0003666	CAPO300690	ASTMX16764, ASTMX03845, ASTMX03113
OG0003667	CAPO303859	ASTMX13037, ASTMX04391, ASTMX13189
OG0003668	CAPO300260	ASTMX06218
OG0003669	CAPO305883	ASTMX15273
OG0003671	CAPO308173	ASTMX16457, ASTMX06659, ASTMX15213
OG0003672	CAPO300582	ASTMX07690
OG0003676	CAPO304948	ASTMX13350
OG0003677	CAPO300011	ASTMX08647, ASTMX19744, ASTMX10207
OG0003679	CAPO304696	ASTMX00166, ASTMX14038
OG0003680	CAPO300884	ASTMX05302, ASTMX19340
OG0003682	CAPO301860	ASTMX07505, ASTMX12895
OG0003684	CAPO302734	ASTMX08680
OG0003685	CAPO305996	ASTMX07097
OG0003686	CAPO302144	ASTMX06254
OG0003687	CAPO301501	ASTMX17726, ASTMX07873
OG0003688	CAPO307252	ASTMX13333
OG0003689	CAPO301215	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697
OG0003690	CAPO307478	ASTMX10980, ASTMX10978
OG0003693	CAPO302269	ASTMX14396, ASTMX02107
OG0003694	CAPO307654	ASTMX09722
OG0003695	CAPO303363	ASTMX03315, ASTMX17201, ASTMX12439
OG0003696	CAPO304903	ASTMX00614
OG0003697	CAPO307718	ASTMX06569
OG0003698	CAPO306302	ASTMX02803, ASTMX17268
OG0003700	CAPO304411	ASTMX19240, ASTMX07852
OG0003703	CAPO305764	ASTMX18566, ASTMX17499
OG0003704	CAPO308213	ASTMX13177, ASTMX10331, ASTMX18966, ASTMX10332
OG0003710	CAPO301647	ASTMX20149, ASTMX06151
OG0003712	CAPO300556	ASTMX14325, ASTMX20985
OG0003713	CAPO306178	ASTMX03846, ASTMX03111
OG0003716	CAPO303976	ASTMX07172
OG0003717	CAPO306282	ASTMX04289, ASTMX13919
OG0003718	CAPO307310	ASTMX05446
OG0003719	CAPO300227	ASTMX21101
OG0003720	CAPO300371	ASTMX03119, ASTMX19301
OG0003721	CAPO300976, CAPO300975	ASTMX04642, ASTMX08484, ASTMX22043
OG0003722	CAPO300031	ASTMX06501, ASTMX11182
OG0003724	CAPO308007	ASTMX05688
OG0003729	CAPO307394	ASTMX05387
OG0003731	CAPO304053	ASTMX18880
OG0003732	CAPO306498	ASTMX00190
OG0003733	CAPO305671	ASTMX05574
OG0003734	CAPO305564	ASTMX11186
OG0003735	CAPO308150	ASTMX02980
OG0003738	CAPO304238	ASTMX11368, ASTMX05001
OG0003739	CAPO300467	ASTMX15585
OG0003740	CAPO307238	ASTMX16206
OG0003741	CAPO305770	ASTMX19783
OG0003742	CAPO303080	ASTMX13806, ASTMX00905
OG0003743	CAPO302360	ASTMX18803
OG0003744	CAPO306491	ASTMX08863, ASTMX05359
OG0003749	CAPO306992	ASTMX08310, ASTMX01524
OG0003750	CAPO304840	ASTMX18029
OG0003752	CAPO306304	ASTMX00327, ASTMX00468
OG0003754	CAPO305643	ASTMX02185, ASTMX21230
OG0003755	CAPO300113	ASTMX14369, ASTMX22559, ASTMX14368
OG0003756	CAPO307901	ASTMX13569, ASTMX10898
OG0003758	CAPO308214	ASTMX20436, ASTMX20437
OG0003759	CAPO307476	ASTMX21302, ASTMX08728, ASTMX08729
OG0003760	CAPO304944	ASTMX21160, ASTMX20023
OG0003761	CAPO301690	ASTMX13246, ASTMX10082
OG0003762	CAPO303010	ASTMX18780, ASTMX07713, ASTMX18085
OG0003764	CAPO300879	ASTMX16449
OG0003767	CAPO301363	ASTMX00865
OG0003769	CAPO305668	ASTMX09113, ASTMX09112
OG0003770	CAPO300865, CAPO305387	ASTMX04346
OG0003771	CAPO300755	ASTMX20761, ASTMX17664
OG0003773	CAPO301706	ASTMX19481, ASTMX13827
OG0003776	CAPO306521	ASTMX07290, ASTMX16427, ASTMX19488
OG0003778	CAPO302558	ASTMX10296, ASTMX01093
OG0003779	CAPO304919	ASTMX20791
OG0003781	CAPO307368	ASTMX20377, ASTMX07306, ASTMX12289, ASTMX07305
OG0003798	CAPO300229	ASTMX00649, ASTMX05334
OG0003803	CAPO307540	ASTMX15080, ASTMX04008
OG0003806	CAPO304817	ASTMX21196
OG0003807	CAPO308021	ASTMX03640
OG0003808	CAPO308095	ASTMX12243
OG0003809	CAPO306197	ASTMX20443, ASTMX12115
OG0003811	CAPO302863	ASTMX11112
OG0003812	CAPO300349	ASTMX06055
OG0003813	CAPO305053	ASTMX06952, ASTMX11991
OG0003818	CAPO306945	ASTMX08224
OG0003820	CAPO302724	ASTMX09663
OG0003823	CAPO305304	ASTMX13479, ASTMX14106, ASTMX08187, ASTMX00878
OG0003824	CAPO300109	ASTMX15652
OG0003826	CAPO303948	ASTMX13299
OG0003827	CAPO302156	ASTMX08906, ASTMX01691
OG0003828	CAPO304442	ASTMX09777
OG0003829	CAPO304825	ASTMX16879
OG0003831	CAPO301320	ASTMX01621
OG0003833	CAPO305448	ASTMX08170
OG0003834	CAPO307203	ASTMX13103, ASTMX02832, ASTMX21677
OG0003835	CAPO300102	ASTMX08155
OG0003836	CAPO301610	ASTMX03922
OG0003837	CAPO304430	ASTMX22200
OG0003838	CAPO304061, CAPO304064	ASTMX07568, ASTMX14008
OG0003839	CAPO300238, CAPO301543, CAPO307066	ASTMX03107
OG0003840	CAPO300299	ASTMX21619, ASTMX10569
OG0003843	CAPO301582	ASTMX11574, ASTMX03263
OG0003844	CAPO306235	ASTMX18569
OG0003845	CAPO302000	ASTMX21005
OG0003846	CAPO300905	ASTMX03272, ASTMX13082
OG0003848	CAPO305229, CAPO305228	ASTMX03313, ASTMX06535, ASTMX02072
OG0003850	CAPO306458	ASTMX17827
OG0003851	CAPO301154	ASTMX05745, ASTMX14120
OG0003852	CAPO302241	ASTMX13641
OG0003853	CAPO308238	ASTMX06603
OG0003855	CAPO304198	ASTMX18348
OG0003856	CAPO308004	ASTMX11397
OG0003857	CAPO302185	ASTMX17813
OG0003858	CAPO300728	ASTMX02510
OG0003859	CAPO306990	ASTMX19127
OG0003860	CAPO303899	ASTMX15680, ASTMX15679, ASTMX15678
OG0003861	CAPO302754	ASTMX18934
OG0003863	CAPO300200	ASTMX05791, ASTMX12495
OG0003864	CAPO300087	ASTMX07056
OG0003865	CAPO304904	ASTMX14765, ASTMX05719
OG0003866	CAPO302683	ASTMX09589
OG0003867	CAPO301767	ASTMX14392
OG0003868	CAPO306848	ASTMX14524, ASTMX02829
OG0003869	CAPO307094	ASTMX17801
OG0003870	CAPO305132	ASTMX22404
OG0003872	CAPO300319	ASTMX21986
OG0003873	CAPO305775	ASTMX18658, ASTMX18657, ASTMX09492
OG0003875	CAPO303382	ASTMX20963, ASTMX20964
OG0003876	CAPO307728	ASTMX14613
OG0003878	CAPO308329	ASTMX03060, ASTMX08366, ASTMX15924
OG0003881	CAPO303685	ASTMX17611
OG0003886	CAPO304109	ASTMX18295
OG0003887	CAPO307036	ASTMX22919
OG0003888	CAPO302764	ASTMX04862
OG0003890	CAPO304707	ASTMX10320, ASTMX10321, ASTMX21516
OG0003892	CAPO307708	ASTMX02017
OG0003893	CAPO300022	ASTMX12940
OG0003894	CAPO302778	ASTMX11183
OG0003897	CAPO303759	ASTMX15050
OG0003898	CAPO307893, CAPO307749, CAPO306069	ASTMX22794, ASTMX14906
OG0003899	CAPO300674	ASTMX15271
OG0003900	CAPO301714	ASTMX18534
OG0003901	CAPO301256	ASTMX03818
OG0003903	CAPO305736	ASTMX01642
OG0003904	CAPO305947	ASTMX18259
OG0003906	CAPO301369	ASTMX18624
OG0003908	CAPO301425	ASTMX14918
OG0003908	CAPO308216	ASTMX10495
OG0003909	CAPO301220	ASTMX16582
OG0003910	CAPO302786	ASTMX12237
OG0003911	CAPO305312	ASTMX11470
OG0003912	CAPO307896	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	CAPO306587	ASTMX22751, ASTMX04669
OG0003914	CAPO301224	ASTMX11027
OG0003915	CAPO304633	ASTMX09566, ASTMX08815
OG0003917	CAPO306797	ASTMX18206, ASTMX22067
OG0003920	CAPO301554	ASTMX20009
OG0003921	CAPO300430	ASTMX11734
OG0003922	CAPO304241	ASTMX15692
OG0003924	CAPO302790	ASTMX15337, ASTMX10124, ASTMX21440
OG0003925	CAPO301662	ASTMX08709, ASTMX20939
OG0003926	CAPO303036	ASTMX05523, ASTMX21916, ASTMX05611
OG0003927	CAPO304671	ASTMX19425
OG0003929	CAPO303872	ASTMX13853, ASTMX13851
OG0003931	CAPO304399	ASTMX07722, ASTMX17814
OG0003932	CAPO300048, CAPO300047	ASTMX07563
OG0003934	CAPO301204	ASTMX17687
OG0003936	CAPO302163	ASTMX10900
OG0003938	CAPO305166	ASTMX03248
OG0003939	CAPO303853	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003942	CAPO300632	ASTMX09921
OG0003944	CAPO300493	ASTMX15054, ASTMX15052
OG0003945	CAPO300812	ASTMX02597, ASTMX09466
OG0003946	CAPO303843	ASTMX13157, ASTMX19007
OG0003947	CAPO306325	ASTMX14801, ASTMX09966
OG0003950	CAPO307097	ASTMX01715, ASTMX21177
OG0003954	CAPO304758	ASTMX01818, ASTMX14108
OG0003955	CAPO304097	ASTMX22833
OG0003959	CAPO304028	ASTMX03302, ASTMX06910
OG0003961	CAPO303890	ASTMX03170
OG0003965	CAPO302867	ASTMX03247, ASTMX20007
OG0003966	CAPO301181	ASTMX07292
OG0003969	CAPO304197	ASTMX15238
OG0003971	CAPO301852	ASTMX13704
OG0003972	CAPO308018	ASTMX06345
OG0003973	CAPO307513	ASTMX20732, ASTMX00524
OG0003998	CAPO305634	ASTMX11579
OG0003999	CAPO306327	ASTMX08675
OG0004000	CAPO302913	ASTMX20945, ASTMX20946, ASTMX22466
OG0004002	CAPO305544	ASTMX02497
OG0004005	CAPO302213	ASTMX20415
OG0004007	CAPO307105	ASTMX12778, ASTMX11189
OG0004009	CAPO305072	ASTMX13881, ASTMX02524
OG0004010	CAPO303524	ASTMX10560
OG0004012	CAPO308011	ASTMX09322
OG0004014	CAPO303473	ASTMX14768
OG0004015	CAPO305112	ASTMX06018
OG0004016	CAPO303609	ASTMX17626
OG0004017	CAPO308124	ASTMX17823
OG0004023	CAPO307204	ASTMX00207
OG0004027	CAPO301145	ASTMX15302, ASTMX11055, ASTMX22240
OG0004031	CAPO306218	ASTMX18843, ASTMX17691
OG0004032	CAPO300291	ASTMX08807, ASTMX00143
OG0004033	CAPO304862	ASTMX04887, ASTMX02492
OG0004035	CAPO301995	ASTMX14250
OG0004037	CAPO306482	ASTMX08758
OG0004038	CAPO307927	ASTMX17922
OG0004041	CAPO306646	ASTMX18634
OG0004042	CAPO302696	ASTMX03581
OG0004044	CAPO300275	ASTMX16753, ASTMX06545
OG0004047	CAPO304083	ASTMX17932
OG0004048	CAPO304654	ASTMX09318, ASTMX01185
OG0004050	CAPO308116	ASTMX02174
OG0004053	CAPO301919	ASTMX01877
OG0004054	CAPO308277	ASTMX17729, ASTMX17210
OG0004058	CAPO301904	ASTMX16581, ASTMX16580
OG0004059	CAPO301877	ASTMX13060
OG0004063	CAPO300628	ASTMX13281
OG0004064	CAPO304453	ASTMX15012, ASTMX15188
OG0004065	CAPO304029	ASTMX04796
OG0004067	CAPO301812	ASTMX11484
OG0004068	CAPO301030	ASTMX02692
OG0004069	CAPO307785	ASTMX14586, ASTMX22788
OG0004070	CAPO302894	ASTMX20984, ASTMX22191, ASTMX20983
OG0004071	CAPO306388	ASTMX15749
OG0004072	CAPO305194	ASTMX10447
OG0004075	CAPO308024	ASTMX07747
OG0004076	CAPO307967	ASTMX04315
OG0004079	CAPO300687	ASTMX14875
OG0004080	CAPO305236	ASTMX05403, ASTMX19661
OG0004081	CAPO301069	ASTMX22659, ASTMX16927
OG0004082	CAPO305459	ASTMX18323
OG0004082	CAPO305460	ASTMX18322
OG0004083	CAPO304047	ASTMX04554, ASTMX04555
OG0004084	CAPO300193	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	CAPO307782	ASTMX19501
OG0004090	CAPO304280	ASTMX00983, ASTMX04761
OG0004091	CAPO307795	ASTMX08610
OG0004092	CAPO301516	ASTMX02665, ASTMX15369
OG0004093	CAPO303612	ASTMX15171
OG0004094	CAPO306112	ASTMX11202, ASTMX15659
OG0004095	CAPO302216	ASTMX02227
OG0004096	CAPO306070	ASTMX11756, ASTMX12440
OG0004097	CAPO300790	ASTMX10694
OG0004099	CAPO306437	ASTMX10113, ASTMX01415
OG0004100	CAPO306356	ASTMX07137, ASTMX02215
OG0004101	CAPO303749, CAPO302702	ASTMX02879
OG0004103	CAPO306700	ASTMX19598
OG0004104	CAPO303684	ASTMX14588, ASTMX02857, ASTMX18263
OG0004105	CAPO308098	ASTMX09841, ASTMX14708
OG0004106	CAPO303386	ASTMX00722, ASTMX04813, ASTMX00723
OG0004108	CAPO307282	ASTMX02739
OG0004110	CAPO300855	ASTMX19810, ASTMX07616
OG0004112	CAPO304610	ASTMX14225
OG0004114	CAPO301854	ASTMX09744
OG0004115	CAPO306386	ASTMX13900
OG0004116	CAPO303186	ASTMX12803
OG0004118	CAPO306139	ASTMX21133
OG0004119	CAPO303741	ASTMX07078
OG0004120	CAPO303757	ASTMX06636
OG0004123	CAPO304624	ASTMX10854
OG0004124	CAPO302738	ASTMX06394, ASTMX08682
OG0004125	CAPO304359	ASTMX07853
OG0004127	CAPO306895	ASTMX22216
OG0004130	CAPO307075	ASTMX10123
OG0004131	CAPO301925	ASTMX21499
OG0004133	CAPO305598	ASTMX17631, ASTMX21212
OG0004134	CAPO304433	ASTMX11642
OG0004136	CAPO307338	ASTMX21158
OG0004140	CAPO307995	ASTMX22423
OG0004142	CAPO300440	ASTMX02145
OG0004144	CAPO302917	ASTMX14929, ASTMX00175
OG0004148	CAPO301152	ASTMX01455, ASTMX21880
OG0004150	CAPO303497	ASTMX22642, ASTMX02487
OG0004151	CAPO307015	ASTMX22046, ASTMX22047
OG0004153	CAPO305022	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	CAPO308154	ASTMX07593
OG0004156	CAPO307556	ASTMX10877, ASTMX15457, ASTMX00963
OG0004158	CAPO302219	ASTMX17963, ASTMX13614
OG0004160	CAPO302118	ASTMX22778, ASTMX12455, ASTMX06482, ASTMX22417, ASTMX06483
OG0004164	CAPO306879	ASTMX21726, ASTMX06576
OG0004166	CAPO300703	ASTMX15461
OG0004167	CAPO305574	ASTMX03947, ASTMX04645
OG0004168	CAPO303881	ASTMX13810
OG0004169	CAPO302967	ASTMX13212
OG0004170	CAPO305320	ASTMX13302
OG0004171	CAPO305810	ASTMX04439
OG0004174	CAPO303644	ASTMX15624
OG0004176	CAPO304072	ASTMX03670
OG0004179	CAPO304392	ASTMX12310
OG0004181	CAPO304353	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	CAPO305817	ASTMX15301, ASTMX20682
OG0004183	CAPO301817	ASTMX05065
OG0004184	CAPO302251	ASTMX12107
OG0004186	CAPO307615	ASTMX13660, ASTMX03954, ASTMX17709
OG0004187	CAPO301572	ASTMX02560, ASTMX16139
OG0004188	CAPO308209	ASTMX14408, ASTMX15241
OG0004198	CAPO302636	ASTMX05125, ASTMX14215, ASTMX14555
OG0004215	CAPO307025	ASTMX03007
OG0004216	CAPO304745	ASTMX16092
OG0004217	CAPO300553	ASTMX14006
OG0004219	CAPO302642	ASTMX00489
OG0004222	CAPO307934	ASTMX08117
OG0004223	CAPO308310	ASTMX10659, ASTMX14232
OG0004226	CAPO301388	ASTMX13528, ASTMX10820
OG0004227	CAPO302252	ASTMX05705
OG0004228	CAPO303492	ASTMX11329, ASTMX10796
OG0004230	CAPO305821	ASTMX14896, ASTMX12799
OG0004231	CAPO300312	ASTMX16394
OG0004232	CAPO301443	ASTMX11638
OG0004235	CAPO306795	ASTMX16132
OG0004236	CAPO301760	ASTMX00523
OG0004237	CAPO301645	ASTMX01636
OG0004239	CAPO304082	ASTMX02083
OG0004240	CAPO301736	ASTMX04697
OG0004241	CAPO304693	ASTMX12979, ASTMX07284
OG0004243	CAPO302349	ASTMX13834, ASTMX21975, ASTMX22252
OG0004245	CAPO301120	ASTMX06607
OG0004246	CAPO307710	ASTMX01465
OG0004247	CAPO306324	ASTMX09383
OG0004248	CAPO306807	ASTMX01974
OG0004249	CAPO302316	ASTMX07753
OG0004250	CAPO305518	ASTMX12946
OG0004252	CAPO305536	ASTMX10281
OG0004254	CAPO304883	ASTMX05923
OG0004257	CAPO305171	ASTMX17471
OG0004258	CAPO301342	ASTMX13308, ASTMX13309
OG0004259	CAPO301048	ASTMX12423, ASTMX06239
OG0004261	CAPO305950	ASTMX12557
OG0004263	CAPO304844	ASTMX13609
OG0004269	CAPO308233	ASTMX11915
OG0004270	CAPO303791	ASTMX14211, ASTMX09178
OG0004271	CAPO303178	ASTMX06423, ASTMX03084, ASTMX00636
OG0004272	CAPO303743	ASTMX08634
OG0004273	CAPO300380	ASTMX10116
OG0004278	CAPO303739	ASTMX13360
OG0004280	CAPO302169	ASTMX07382
OG0004282	CAPO306035	ASTMX04297
OG0004283	CAPO301216	ASTMX04659
OG0004284	CAPO303039	ASTMX11089
OG0004285	CAPO306621	ASTMX03659
OG0004286	CAPO300246	ASTMX17685
OG0004287	CAPO305534	ASTMX12282
OG0004288	CAPO302203	ASTMX03391
OG0004289	CAPO307509	ASTMX08075
OG0004291	CAPO300943	ASTMX15264
OG0004291	CAPO306696	ASTMX22975, ASTMX22928, ASTMX08474
OG0004292	CAPO301407	ASTMX18740
OG0004295	CAPO300437	ASTMX02439
OG0004296	CAPO307058	ASTMX06961, ASTMX13092
OG0004297	CAPO306140	ASTMX19299
OG0004299	CAPO307863	ASTMX04118
OG0004300	CAPO308218	ASTMX14260
OG0004301	CAPO305855	ASTMX16609
OG0004302	CAPO307149	ASTMX17501
OG0004303	CAPO306261	ASTMX11689, ASTMX11690, ASTMX15672
OG0004304	CAPO307407	ASTMX03416
OG0004305	CAPO306704	ASTMX02864
OG0004307	CAPO306787	ASTMX19099
OG0004308	CAPO302385	ASTMX01163, ASTMX22955
OG0004309	CAPO304021	ASTMX01480
OG0004310	CAPO306903	ASTMX15373, ASTMX19710, ASTMX07904
OG0004312	CAPO306752	ASTMX16215
OG0004314	CAPO301283	ASTMX03789, ASTMX11206
OG0004315	CAPO307076	ASTMX13389
OG0004316	CAPO300656	ASTMX20788, ASTMX18209, ASTMX18207
OG0004319	CAPO308294	ASTMX06281, ASTMX16593, ASTMX10266
OG0004320	CAPO300174	ASTMX00043
OG0004321	CAPO306639	ASTMX02789, ASTMX21639
OG0004322	CAPO307895	ASTMX04317
OG0004323	CAPO307483	ASTMX20836
OG0004324	CAPO300240	ASTMX10764
OG0004328	CAPO305261	ASTMX00686
