Orthogroup	CAPO3	BRALA
OG0003773	CAPO301706	BRALA23295, BRALA25770, BRALA25032
OG0003776	CAPO306521	BRALA09052
OG0003778	CAPO302558	BRALA19187
OG0003779	CAPO304919	BRALA31824
OG0003781	CAPO307368	BRALA24563
OG0003798	CAPO300229	BRALA18800
OG0003803	CAPO307540	BRALA01090
OG0003806	CAPO304817	BRALA06429
OG0003807	CAPO308021	BRALA25353
OG0003808	CAPO308095	BRALA10356
OG0003809	CAPO306197	BRALA03811
OG0003811	CAPO302863	BRALA19420
OG0003812	CAPO300349	BRALA05555
OG0003813	CAPO305053	BRALA03804
OG0003818	CAPO306945	BRALA21446
OG0003820	CAPO302724	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841
OG0003823	CAPO305304	BRALA13717
OG0003824	CAPO300109	BRALA21415
OG0003826	CAPO305900	BRALA34055
OG0003826	CAPO303948	BRALA34514, BRALA34863, BRALA34230
OG0003827	CAPO302156	BRALA00778, BRALA00768
OG0003828	CAPO304442	BRALA27337
OG0003829	CAPO304825	BRALA02842
OG0003831	CAPO301320	BRALA11875
OG0003833	CAPO305448	BRALA19235
OG0003834	CAPO307203	BRALA27607
OG0003835	CAPO300102	BRALA21118
OG0003836	CAPO301610	BRALA34236, BRALA34753
OG0003837	CAPO304430	BRALA19478
OG0003839	CAPO300238, CAPO301543, CAPO307066	BRALA02789
OG0003840	CAPO300299	BRALA04449
OG0003843	CAPO301582	BRALA33818, BRALA34158
OG0003844	CAPO306235	BRALA16546
OG0003845	CAPO302000	BRALA35654, BRALA35309, BRALA30351
OG0003846	CAPO300905	BRALA21704
OG0003847	CAPO301495	BRALA07349
OG0003847	CAPO300400	BRALA03050
OG0003848	CAPO305229, CAPO305228	BRALA21811
OG0003850	CAPO306458	BRALA19297
OG0003851	CAPO301154	BRALA10650, BRALA10712
OG0003852	CAPO302241	BRALA04443
OG0003853	CAPO308238	BRALA15182
OG0003854	CAPO306385	BRALA15033
OG0003855	CAPO304198	BRALA15994
OG0003856	CAPO308004	BRALA06378
OG0003857	CAPO302185	BRALA06379
OG0003858	CAPO300728	BRALA15163
OG0003859	CAPO306990	BRALA26266
OG0003861	CAPO302754	BRALA12361
OG0003862	CAPO301787	BRALA18165
OG0003863	CAPO300200	BRALA16261, BRALA21717
OG0003864	CAPO300087	BRALA28844
OG0003865	CAPO304904	BRALA11341
OG0003866	CAPO302683	BRALA23698
OG0003867	CAPO301767	BRALA19611
OG0003868	CAPO306848	BRALA21807
OG0003869	CAPO307094	BRALA14443
OG0003870	CAPO305132	BRALA07708
OG0003872	CAPO300319	BRALA30315
OG0003873	CAPO305775	BRALA05760, BRALA05761, BRALA05762, BRALA05757
OG0003875	CAPO303382	BRALA35166, BRALA34606, BRALA35940, BRALA34443
OG0003876	CAPO307728	BRALA00896
OG0003878	CAPO308329	BRALA20063
OG0003881	CAPO303685	BRALA24783
OG0003886	CAPO304109	BRALA04852
OG0003887	CAPO307036	BRALA20668
OG0003888	CAPO302764	BRALA19321
OG0003890	CAPO304707	BRALA26936
OG0003892	CAPO307708	BRALA22723
OG0003893	CAPO300022	BRALA24429
OG0003894	CAPO302778	BRALA10135, BRALA10136
OG0003897	CAPO303759	BRALA24446
OG0003898	CAPO307893, CAPO307749, CAPO306069	BRALA06113
OG0003899	CAPO300674	BRALA08278
OG0003900	CAPO301714	BRALA17436
OG0003901	CAPO301256	BRALA14426, BRALA08560, BRALA08561
OG0003903	CAPO305736	BRALA12337
OG0003904	CAPO305947	BRALA04276, BRALA04277, BRALA04278
OG0003906	CAPO301369	BRALA18512
OG0003907	CAPO306754	BRALA22735
OG0003908	CAPO301425	BRALA16606
OG0003908	CAPO308216	BRALA17141
OG0003909	CAPO301220	BRALA29427
OG0003910	CAPO302786	BRALA23005
OG0003911	CAPO305312	BRALA13724
OG0003912	CAPO307896	BRALA26575
OG0003913	CAPO306587	BRALA05130
OG0003914	CAPO301224	BRALA04182
OG0003915	CAPO304633	BRALA12140
OG0003917	CAPO306797	BRALA18730
OG0003920	CAPO301554	BRALA23721
OG0003921	CAPO300430	BRALA09641
OG0003922	CAPO304241	BRALA25868, BRALA02161
OG0003924	CAPO302790	BRALA04026
OG0003925	CAPO301662	BRALA05610
OG0003926	CAPO303036	BRALA05443
OG0003927	CAPO304671	BRALA14919
OG0003930	CAPO301599	BRALA02295
OG0003931	CAPO304399	BRALA25275
OG0003932	CAPO300048, CAPO300047	BRALA01444, BRALA10419, BRALA02585
OG0003934	CAPO301204	BRALA01058
OG0003936	CAPO302163	BRALA34488, BRALA03060, BRALA34821
OG0003938	CAPO305166	BRALA24502
OG0003939	CAPO303853	BRALA05196
OG0003942	CAPO300632	BRALA34122, BRALA28213, BRALA01293
OG0003944	CAPO300493	BRALA12422
OG0003945	CAPO300812	BRALA25345
OG0003946	CAPO303843	BRALA21665
OG0003947	CAPO306325	BRALA29298
OG0003950	CAPO307097	BRALA02049
OG0003954	CAPO304758	BRALA16702
OG0003955	CAPO304097	BRALA20185
OG0003959	CAPO304028	BRALA02632
OG0003961	CAPO303890	BRALA09640
OG0003965	CAPO302867	BRALA31971
OG0003966	CAPO301181	BRALA24386
OG0003969	CAPO304197	BRALA31035
OG0003971	CAPO301852	BRALA17785
OG0003972	CAPO308018	BRALA03399
OG0003973	CAPO307513	BRALA22301
OG0003998	CAPO305634	BRALA31907
OG0003999	CAPO306327	BRALA00082
OG0004000	CAPO302913	BRALA28671
OG0004002	CAPO305544	BRALA24418
OG0004005	CAPO302213	BRALA14573
OG0004007	CAPO307105	BRALA01057
OG0004009	CAPO305072	BRALA28666
OG0004010	CAPO303524	BRALA00694, BRALA29812
OG0004012	CAPO308011	BRALA21712
OG0004014	CAPO303473	BRALA12884
OG0004015	CAPO305112	BRALA28855
OG0004016	CAPO303609	BRALA09309, BRALA07122
OG0004017	CAPO308124	BRALA15067
OG0004023	CAPO307204	BRALA27308
OG0004027	CAPO301145	BRALA35222
OG0004031	CAPO306218	BRALA30314
OG0004032	CAPO300291	BRALA12147
OG0004033	CAPO304862	BRALA13287
OG0004035	CAPO301995	BRALA20551
OG0004037	CAPO306482	BRALA29961
OG0004038	CAPO307927	BRALA05335
OG0004041	CAPO306646	BRALA26134
OG0004042	CAPO302696	BRALA14677
OG0004044	CAPO300275	BRALA10276
OG0004047	CAPO304083	BRALA04429, BRALA18670, BRALA08115
OG0004048	CAPO304654	BRALA24410
OG0004050	CAPO308116	BRALA35170
OG0004053	CAPO301919	BRALA15092
OG0004054	CAPO308277	BRALA28842
OG0004056	CAPO306031	BRALA04140
OG0004057	CAPO300969, CAPO301492	BRALA08841
OG0004058	CAPO301904	BRALA14652
OG0004059	CAPO301877	BRALA22286
OG0004063	CAPO300628	BRALA19295
OG0004064	CAPO304453	BRALA01479
OG0004065	CAPO304029	BRALA17282
OG0004067	CAPO301812	BRALA11637
OG0004068	CAPO301030	BRALA34877, BRALA19301
OG0004069	CAPO307785	BRALA04243
OG0004070	CAPO302894	BRALA10466
OG0004071	CAPO306388	BRALA18327
OG0004072	CAPO305194	BRALA17054
OG0004075	CAPO308024	BRALA26090
OG0004076	CAPO307967	BRALA15154
OG0004079	CAPO300687	BRALA08294
OG0004080	CAPO305236	BRALA20296
OG0004081	CAPO301069	BRALA31261
OG0004082	CAPO305460	BRALA01474
OG0004083	CAPO304047	BRALA25007
OG0004084	CAPO300193	BRALA28518, BRALA08330
OG0004085	CAPO307782	BRALA24215
OG0004090	CAPO304280	BRALA11298
OG0004091	CAPO307795	BRALA00652
OG0004092	CAPO301516	BRALA07368
OG0004093	CAPO303612	BRALA33199, BRALA30875, BRALA33894
OG0004094	CAPO306112	BRALA20617
OG0004095	CAPO302216	BRALA07608
OG0004096	CAPO306070	BRALA14331, BRALA21352, BRALA21353
OG0004097	CAPO300790	BRALA13028
OG0004099	CAPO306437	BRALA10432
OG0004100	CAPO306356	BRALA17153
OG0004101	CAPO303749, CAPO302702	BRALA04835
OG0004103	CAPO306700	BRALA12428, BRALA14730
OG0004104	CAPO303684	BRALA01671
OG0004105	CAPO308098	BRALA13768
OG0004106	CAPO303386	BRALA18745
OG0004108	CAPO307282	BRALA18855
OG0004110	CAPO300855	BRALA23943
OG0004112	CAPO304610	BRALA23193, BRALA23194, BRALA23191
OG0004113	CAPO305835	BRALA20061
OG0004114	CAPO301854	BRALA25904, BRALA21514
OG0004115	CAPO306386	BRALA19617
OG0004116	CAPO303186	BRALA25003
OG0004118	CAPO306139	BRALA12736
OG0004119	CAPO303741	BRALA11157, BRALA08493
OG0004120	CAPO303757	BRALA23954
OG0004123	CAPO304624	BRALA14695
OG0004124	CAPO302738	BRALA30068
OG0004125	CAPO304359	BRALA04625
OG0004127	CAPO306895	BRALA16633
OG0004130	CAPO307075	BRALA09545
OG0004133	CAPO305598	BRALA12128
OG0004134	CAPO304433	BRALA16353
OG0004136	CAPO307338	BRALA00698, BRALA29816
OG0004140	CAPO307995	BRALA19957
OG0004142	CAPO300440	BRALA19738
OG0004144	CAPO302917	BRALA07433
OG0004148	CAPO301152	BRALA18127
OG0004150	CAPO303497	BRALA21716
OG0004151	CAPO307015	BRALA19064
OG0004153	CAPO305022	BRALA03854
OG0004154	CAPO308154	BRALA10484, BRALA09813
OG0004156	CAPO307556	BRALA26080
OG0004158	CAPO302219	BRALA04798
OG0004160	CAPO302118	BRALA00725
OG0004164	CAPO306879	BRALA03976, BRALA31557, BRALA03977
OG0004166	CAPO300703	BRALA16339
OG0004167	CAPO305574	BRALA26238
OG0004168	CAPO303881	BRALA19364
OG0004169	CAPO302967	BRALA13050
OG0004170	CAPO305320	BRALA34920, BRALA22914
OG0004171	CAPO305810	BRALA08003
OG0004174	CAPO303644	BRALA00787
OG0004176	CAPO304072	BRALA03590
OG0004179	CAPO304392	BRALA16718
OG0004181	CAPO304353	BRALA15876
OG0004182	CAPO305817	BRALA19314
OG0004183	CAPO301817	BRALA25934, BRALA25935
OG0004184	CAPO302251	BRALA33857, BRALA35027
OG0004186	CAPO307615	BRALA20859
OG0004187	CAPO301572	BRALA03251
OG0004188	CAPO308209	BRALA30311
OG0004194	CAPO301460, CAPO301973	BRALA19939, BRALA19941, BRALA19942, BRALA07428, BRALA19954, BRALA19956, BRALA19953
OG0004198	CAPO302636	BRALA04321
OG0004215	CAPO307025	BRALA22830
OG0004216	CAPO304745	BRALA03093
OG0004217	CAPO300553	BRALA11886
OG0004219	CAPO302642	BRALA29982, BRALA29983, BRALA33234
OG0004222	CAPO307934	BRALA26148
OG0004223	CAPO308310	BRALA09691
OG0004226	CAPO301388	BRALA09090
OG0004227	CAPO302252	BRALA26674
OG0004228	CAPO303492	BRALA15960
OG0004230	CAPO305821	BRALA25002
OG0004231	CAPO300312	BRALA18489
OG0004232	CAPO301443	BRALA35546, BRALA35590, BRALA34888, BRALA34160
OG0004235	CAPO306795	BRALA11235
OG0004236	CAPO301760	BRALA21571
OG0004237	CAPO301645	BRALA11898
OG0004239	CAPO304082	BRALA02912
OG0004240	CAPO301736	BRALA22623
OG0004241	CAPO304693	BRALA14197
OG0004243	CAPO302349	BRALA11315
OG0004245	CAPO301120	BRALA35301, BRALA34355
OG0004246	CAPO307710	BRALA25785
OG0004247	CAPO306324	BRALA24657
OG0004248	CAPO306807	BRALA05741
OG0004249	CAPO302316	BRALA08296
OG0004250	CAPO305518	BRALA29141
OG0004252	CAPO305536	BRALA02512
OG0004254	CAPO304883	BRALA03749
OG0004257	CAPO305171	BRALA10361
OG0004258	CAPO301342	BRALA19445
OG0004259	CAPO301048	BRALA09457
OG0004261	CAPO305950	BRALA19111
OG0004263	CAPO304844	BRALA07416
OG0004269	CAPO308233	BRALA05544
OG0004270	CAPO303791	BRALA18525
OG0004271	CAPO303178	BRALA09426
OG0004272	CAPO303743	BRALA01934
OG0004278	CAPO303739	BRALA14565
OG0004280	CAPO302169	BRALA23682, BRALA18212
OG0004282	CAPO306035	BRALA14728
OG0004283	CAPO301216	BRALA22939
OG0004284	CAPO303039	BRALA11418
OG0004285	CAPO306621	BRALA29530
OG0004286	CAPO300246	BRALA14966
OG0004287	CAPO305534	BRALA17769
OG0004288	CAPO302203	BRALA03278
OG0004289	CAPO307509	BRALA15160
OG0004291	CAPO306696	BRALA31457
OG0004292	CAPO301407	BRALA05406
OG0004295	CAPO300437	BRALA01000
OG0004296	CAPO307058	BRALA03748
OG0004297	CAPO306140	BRALA10358
OG0004299	CAPO307863	BRALA18722
OG0004300	CAPO308218	BRALA32511
OG0004301	CAPO305855	BRALA32145
OG0004303	CAPO306261	BRALA05979
OG0004304	CAPO307407	BRALA29843
OG0004305	CAPO306704	BRALA14639
OG0004307	CAPO306787	BRALA11162
OG0004308	CAPO302385	BRALA23893
OG0004309	CAPO304021	BRALA03711
OG0004310	CAPO306903	BRALA07958
OG0004312	CAPO306752	BRALA16894
OG0004314	CAPO301283	BRALA02958
OG0004315	CAPO307076	BRALA16278
OG0004316	CAPO300656	BRALA27284
OG0004319	CAPO308294	BRALA02487
OG0004320	CAPO300174	BRALA05866
OG0004321	CAPO306639	BRALA03831
OG0004322	CAPO307895	BRALA16694
OG0004323	CAPO307483	BRALA34818, BRALA34335
OG0004324	CAPO300240	BRALA09811
OG0004328	CAPO305261	BRALA13776
OG0004329	CAPO302035	BRALA11460
OG0004330	CAPO305393	BRALA10844
OG0004331	CAPO305384	BRALA25017
OG0004333	CAPO303439	BRALA14711
OG0004335	CAPO302791	BRALA11786
OG0004337	CAPO300958	BRALA11506
OG0004338	CAPO300828	BRALA22739
OG0004344	CAPO307152	BRALA04177
OG0004345	CAPO306847	BRALA10189
OG0004347	CAPO307703	BRALA23589
OG0004348	CAPO306158	BRALA12127
OG0004349	CAPO308184	BRALA26083
OG0004350	CAPO300994	BRALA12360
OG0004351	CAPO307239	BRALA18778
OG0004352	CAPO300873	BRALA14329
OG0004353	CAPO306055, CAPO306087	BRALA26681
OG0004354	CAPO307581	BRALA33463, BRALA33588
OG0004355	CAPO303478	BRALA02915
OG0004356	CAPO300159	BRALA18746
OG0004357	CAPO303880	BRALA09608
OG0004358	CAPO301323	BRALA15298
OG0004359	CAPO305703	BRALA22732
OG0004360	CAPO301752	BRALA27825
OG0004361	CAPO308302	BRALA19546, BRALA19547, BRALA19548
OG0004363	CAPO304580	BRALA00616
OG0004364	CAPO305213	BRALA23445
OG0004365	CAPO305948	BRALA24172
OG0004366	CAPO307988	BRALA20008
OG0004368	CAPO306084	BRALA23102
OG0004369	CAPO305592	BRALA02910
OG0004370	CAPO302143	BRALA13645
OG0004372	CAPO304892	BRALA02065, BRALA02064
OG0004373	CAPO308311	BRALA16557
OG0004374	CAPO306983	BRALA29279
OG0004375	CAPO305927	BRALA07819
OG0004376	CAPO303203	BRALA26859
OG0004377	CAPO303614	BRALA22650, BRALA22649
OG0004378	CAPO303140	BRALA29460
OG0004380	CAPO307847	BRALA31059
OG0004381	CAPO300684	BRALA31166
OG0004382	CAPO308307	BRALA01390
OG0004383	CAPO301688	BRALA33094, BRALA23070
OG0004385	CAPO306534	BRALA02586
OG0004388	CAPO303742	BRALA01537
OG0004389	CAPO302416	BRALA01195
OG0004390	CAPO300046	BRALA20609
OG0004391	CAPO305468	BRALA06733
OG0004392	CAPO303282	BRALA03731
OG0004394	CAPO305886	BRALA31576
OG0004396	CAPO300955	BRALA05724
OG0004398	CAPO307605	BRALA33935
OG0004399	CAPO301536	BRALA09277
OG0004400	CAPO304368, CAPO302395	BRALA09786
OG0004401	CAPO307684	BRALA00557
OG0004405	CAPO302866	BRALA31963, BRALA06302
OG0004406	CAPO305558	BRALA29567
OG0004412	CAPO301515	BRALA08417
OG0004413	CAPO301518	BRALA27203
OG0004417	CAPO302119	BRALA00783
OG0004418	CAPO305208	BRALA18257, BRALA17856
OG0004421	CAPO303320	BRALA25716
OG0004423	CAPO306935	BRALA17096
OG0004426	CAPO301784	BRALA30364
OG0004433	CAPO304000	BRALA00493, BRALA00492, BRALA17201, BRALA17204, BRALA16995, BRALA16939
OG0004459	CAPO300459	BRALA29538, BRALA34073
OG0004460	CAPO307206	BRALA12464
OG0004461	CAPO305355	BRALA17151
OG0004462	CAPO302893	BRALA14199
OG0004465	CAPO303487	BRALA01824
OG0004467	CAPO307496	BRALA29326
OG0004468	CAPO307854	BRALA29411
OG0004472	CAPO303803	BRALA29153
OG0004474	CAPO300829	BRALA31316, BRALA07079
OG0004476	CAPO307856	BRALA14581
OG0004479	CAPO303963	BRALA28094, BRALA03563, BRALA28093
OG0004483	CAPO303122	BRALA10746
OG0004484	CAPO302152	BRALA08580
OG0004486	CAPO307639	BRALA03457
OG0004488	CAPO301849	BRALA13548
OG0004489	CAPO305447	BRALA18946
OG0004494	CAPO306570	BRALA21955
OG0004495	CAPO306359	BRALA13392
OG0004496	CAPO303733	BRALA10106, BRALA10107
OG0004497	CAPO307202	BRALA03230
OG0004498	CAPO305224	BRALA03323
OG0004500	CAPO301850	BRALA01903
OG0004501	CAPO301840	BRALA34231
OG0004502	CAPO301779	BRALA12219
OG0004503	CAPO300332	BRALA08167, BRALA18736
OG0004506	CAPO305016	BRALA18627
OG0004507	CAPO301894	BRALA21608
OG0004508	CAPO301654	BRALA22899
OG0004509	CAPO300500	BRALA20619
OG0004511	CAPO303457	BRALA24832
OG0004512	CAPO302842	BRALA22481
OG0004513	CAPO303104	BRALA04514
OG0004515	CAPO305182	BRALA24074
OG0004516	CAPO306036, CAPO307859	BRALA25445
OG0004517	CAPO305332	BRALA13110
OG0004518	CAPO306412	BRALA18338
OG0004519	CAPO307914	BRALA09425
OG0004520	CAPO300090	BRALA12190
OG0004521	CAPO306692	BRALA34603, BRALA22327, BRALA33889, BRALA33395
OG0004523	CAPO304989	BRALA23188
OG0004525	CAPO303518	BRALA20597
OG0004526	CAPO302498	BRALA21793
OG0004527	CAPO302077	BRALA16772
OG0004529	CAPO306628	BRALA18758
OG0004530	CAPO304739	BRALA18685
OG0004531	CAPO302345, CAPO307115	BRALA28317, BRALA28318
OG0004532	CAPO300005	BRALA11196
OG0004533	CAPO306022	BRALA07893
OG0004535	CAPO307124	BRALA26230
OG0004537	CAPO306837	BRALA21822
OG0004540	CAPO307351	BRALA07078
OG0004541	CAPO307806	BRALA29235
OG0004542	CAPO306706	BRALA24298
OG0004544	CAPO306563	BRALA25649
OG0004545	CAPO307212	BRALA28871
OG0004546	CAPO306808	BRALA21732
OG0004547	CAPO304852	BRALA18970
OG0004548	CAPO305113	BRALA10022
OG0004551	CAPO301498	BRALA32475
OG0004552	CAPO301361, CAPO306759	BRALA06062
OG0004553	CAPO302768	BRALA19302
OG0004554	CAPO300747	BRALA14413
OG0004555	CAPO301994	BRALA03335
OG0004556	CAPO305616	BRALA24253
OG0004558	CAPO307355	BRALA08582
OG0004559	CAPO303756	BRALA23018
OG0004561	CAPO304794	BRALA25557
OG0004563	CAPO303030	BRALA15038
OG0004564	CAPO301873	BRALA32101
OG0004565	CAPO303409	BRALA24433
OG0004569	CAPO303601	BRALA17687
OG0004572	CAPO302719	BRALA03398, BRALA19984
OG0004573	CAPO305859	BRALA34747
OG0004574	CAPO300276	BRALA24731
OG0004578	CAPO307713	BRALA02649
OG0004579	CAPO308171	BRALA09331
OG0004581	CAPO305629	BRALA14290
OG0004582	CAPO304857	BRALA00706
OG0004583	CAPO301319	BRALA01776
OG0004585	CAPO307959	BRALA25633
OG0004587	CAPO303576	BRALA34254, BRALA20385
OG0004588	CAPO307046	BRALA30100
OG0004590	CAPO307910	BRALA28418
OG0004592	CAPO307767	BRALA01027
OG0004593	CAPO306311	BRALA28884
OG0004595	CAPO305901	BRALA10676
OG0004599	CAPO306185	BRALA16807
OG0004600	CAPO306391	BRALA00319
OG0004601	CAPO300529	BRALA10060
OG0004602	CAPO307709	BRALA11139
OG0004605	CAPO303013	BRALA23013
OG0004609	CAPO305274	BRALA33091
OG0004610	CAPO308217	BRALA17107
OG0004611	CAPO305879, CAPO305850	BRALA12585
OG0004612	CAPO307176	BRALA28657, BRALA00024
OG0004616	CAPO302661, CAPO307774	BRALA06969
OG0004619	CAPO306976	BRALA20299
OG0004623	CAPO303271	BRALA01754, BRALA09097
OG0004626	CAPO304074	BRALA16134
OG0004627	CAPO302578	BRALA06139
OG0004628	CAPO300844	BRALA00501
OG0004629	CAPO300874	BRALA10080
OG0004630	CAPO300032	BRALA27521
OG0004633	CAPO306431	BRALA27276
OG0004634	CAPO306443	BRALA05479
OG0004635	CAPO305826	BRALA31719
OG0004638	CAPO300328	BRALA10114
OG0004639	CAPO304960	BRALA23114
OG0004641	CAPO301192	BRALA06119
OG0004642	CAPO303810	BRALA03307
OG0004643	CAPO303111	BRALA06114
OG0004644	CAPO308177	BRALA15220
OG0004646	CAPO304987	BRALA15036
OG0004648	CAPO306796	BRALA27204
OG0004649	CAPO308035	BRALA26873
OG0004651	CAPO307192	BRALA28079
OG0004652	CAPO307126	BRALA29899
OG0004654	CAPO304098	BRALA25532
OG0004655	CAPO300932	BRALA07762
OG0004656	CAPO306315	BRALA23741
OG0004657	CAPO300965	BRALA05637
OG0004658	CAPO302853	BRALA23896
OG0004659	CAPO305571	BRALA19760
OG0004663	CAPO307060	BRALA33957, BRALA33872
OG0004664	CAPO304024	BRALA28864
OG0004668	CAPO307032	BRALA26953
OG0004669	CAPO301719	BRALA31710
OG0004670	CAPO301141	BRALA11400
OG0004671	CAPO303199	BRALA34470, BRALA34664, BRALA33814, BRALA34282, BRALA34594
OG0004672	CAPO300788	BRALA03094
OG0004673	CAPO305181	BRALA07414
OG0004674	CAPO301298	BRALA21747
OG0004675	CAPO300152	BRALA01751
OG0004676	CAPO305483	BRALA22511
OG0004678	CAPO306062	BRALA10033
OG0004679	CAPO307020	BRALA32750
OG0004682	CAPO302643	BRALA03899
OG0004685	CAPO300514	BRALA29447
OG0004687	CAPO300850	BRALA19729
OG0004690	CAPO302294	BRALA08004
OG0004691	CAPO301832	BRALA31036
OG0004692	CAPO306711	BRALA32999
OG0004694	CAPO302831	BRALA23046
OG0004695	CAPO304127	BRALA01511, BRALA01505, BRALA01774
OG0004696	CAPO303339	BRALA03830
OG0004697	CAPO308157	BRALA11777
OG0004699	CAPO305801	BRALA07186
OG0004700	CAPO305394	BRALA23313
OG0004702	CAPO301451, CAPO306323	BRALA32995, BRALA07211
OG0004703	CAPO302281	BRALA26823
OG0004707	CAPO307222	BRALA20441
OG0004708	CAPO302589	BRALA00406
OG0004711	CAPO307614	BRALA08263
OG0004728	CAPO306092	BRALA19112
OG0004732	CAPO303065	BRALA09631
OG0004733	CAPO303723	BRALA17604
OG0004738	CAPO307391	BRALA27390
OG0004739	CAPO305372	BRALA03271, BRALA03272
OG0004740	CAPO303587	BRALA29145, BRALA20852
OG0004743	CAPO305537	BRALA08286
OG0004744	CAPO307377	BRALA06531
OG0004747	CAPO305266	BRALA28438
OG0004748	CAPO300851	BRALA09674
OG0004749	CAPO303738	BRALA20020
OG0004752	CAPO300189	BRALA11223
OG0004753	CAPO307970	BRALA13874
OG0004755	CAPO304664	BRALA27358
OG0004756	CAPO300650	BRALA09680
OG0004757	CAPO300079	BRALA09865, BRALA09872
OG0004758	CAPO307791	BRALA24157
OG0004759	CAPO301731	BRALA22261
OG0004760	CAPO302986	BRALA13716
OG0004761	CAPO301372	BRALA24489
OG0004762	CAPO306336	BRALA28326, BRALA17732
OG0004763	CAPO303189	BRALA34431
OG0004764	CAPO306665	BRALA05324
OG0004765	CAPO300145	BRALA00991
OG0004766	CAPO300107	BRALA24690
OG0004767	CAPO304258	BRALA10440
OG0004768	CAPO302814	BRALA11889
OG0004769	CAPO305909	BRALA10097, BRALA07309
OG0004770	CAPO306549	BRALA19310
OG0004771	CAPO306141	BRALA09847, BRALA22554, BRALA09918
OG0004774	CAPO302467	BRALA06537
OG0004775	CAPO308292	BRALA32894, BRALA35930
OG0004781	CAPO302855	BRALA11896
OG0004784	CAPO300506	BRALA10893
OG0004785	CAPO301223	BRALA09161
OG0004786	CAPO306813	BRALA14055
OG0004787	CAPO300677	BRALA12312
OG0004788	CAPO303606	BRALA22150
OG0004793	CAPO303691	BRALA21447
OG0004794	CAPO302268	BRALA01793
OG0004795	CAPO306522	BRALA35226, BRALA35282, BRALA33991
OG0004797	CAPO308248	BRALA16695
OG0004798	CAPO306979	BRALA30382
OG0004801	CAPO301409	BRALA06449
OG0004803	CAPO304966	BRALA06021
OG0004805	CAPO301148	BRALA11567
OG0004808	CAPO300921	BRALA05658
OG0004810	CAPO307085	BRALA19737
OG0004811	CAPO304670	BRALA17170
OG0004812	CAPO300913	BRALA16045
OG0004813	CAPO302301	BRALA15155
OG0004814	CAPO305193	BRALA09208
OG0004815	CAPO306099	BRALA16380
OG0004817	CAPO300646	BRALA00236
OG0004819	CAPO303489	BRALA13757
OG0004820	CAPO301474	BRALA28634
OG0004822	CAPO303272	BRALA24004
OG0004823	CAPO301131	BRALA02286
OG0004825	CAPO303625	BRALA18333
OG0004826	CAPO302318	BRALA31003
OG0004828	CAPO300795	BRALA03838
OG0004829	CAPO306677	BRALA30027
OG0004830	CAPO304259, CAPO301109	BRALA23182
OG0004831	CAPO302539	BRALA08960
OG0004832	CAPO300644	BRALA00100
OG0004833	CAPO307386, CAPO307385	BRALA03973
OG0004835	CAPO307142	BRALA17760
OG0004836	CAPO300476	BRALA34047
OG0004837	CAPO306341	BRALA15342
OG0004838	CAPO300483	BRALA15130
OG0004840	CAPO301303	BRALA10057
OG0004841	CAPO301073	BRALA03215
OG0004842	CAPO307208	BRALA13532
OG0004843	CAPO302296	BRALA33348
OG0004844	CAPO308225	BRALA23632
OG0004845	CAPO300244	BRALA21193
OG0004846	CAPO302634	BRALA09513
OG0004849	CAPO302897	BRALA34656, BRALA23873
OG0004851	CAPO304052	BRALA23176
OG0004852	CAPO305241	BRALA02596
OG0004853	CAPO306818	BRALA02905
OG0004854	CAPO307677	BRALA22738
OG0004855	CAPO307136	BRALA19389
OG0004856	CAPO307877	BRALA22942
OG0004857	CAPO305126, CAPO301665	BRALA24715
OG0004858	CAPO306514	BRALA14994
OG0004859	CAPO305955	BRALA07338
OG0004861	CAPO300721	BRALA13324
OG0004863	CAPO300215	BRALA29780
OG0004864	CAPO306175	BRALA15377
OG0004869	CAPO301505	BRALA21005
OG0004873	CAPO305056	BRALA05488
OG0004874	CAPO302314	BRALA03277
OG0004875	CAPO305599	BRALA01281
OG0004879	CAPO304570	BRALA14250
OG0004880	CAPO307520	BRALA16715
OG0004881	CAPO301856	BRALA05669
OG0004882	CAPO307657	BRALA03289
OG0004883	CAPO304269	BRALA27370
OG0004884	CAPO306875	BRALA30160
OG0004886	CAPO304598	BRALA13594
OG0004887	CAPO303252	BRALA18551, BRALA18550
OG0004889	CAPO302860	BRALA22241
OG0004892	CAPO308266	BRALA34926, BRALA33780, BRALA35726
OG0004893	CAPO305797	BRALA01439
OG0004894	CAPO308103	BRALA19454
OG0004895	CAPO301412	BRALA28415
OG0004896	CAPO301146, CAPO308332	BRALA02657
OG0004897	CAPO300624	BRALA06731
OG0004899	CAPO304701	BRALA13151
OG0004900	CAPO300509	BRALA24271
OG0004901	CAPO301170	BRALA07724
OG0004902	CAPO305853	BRALA15203
OG0004903	CAPO304775	BRALA26597
OG0004904	CAPO304100	BRALA22957
OG0004906	CAPO303480	BRALA05859
OG0004907	CAPO307254	BRALA27011, BRALA29950, BRALA27009, BRALA10831
OG0004911	CAPO305750	BRALA23612, BRALA33471
OG0004913	CAPO306717	BRALA13584
OG0004914	CAPO301519	BRALA07564
OG0004917	CAPO303374	BRALA17895
OG0004919	CAPO308082	BRALA28325, BRALA33679
OG0004920	CAPO302580	BRALA04829
OG0004922	CAPO306550	BRALA16616
OG0004923	CAPO307943	BRALA21201
