Orthogroup	CAPO3	AENJA_ok
OG0001820	CAPO300515	AENJA_19468, AENJA_19465, AENJA_19466
OG0001822	CAPO301119	AENJA_21678
OG0001825	CAPO306238	AENJA_23001
OG0001827	CAPO303060	AENJA_23535
OG0001828	CAPO305081	AENJA_23757
OG0001830	CAPO300316	AENJA_25556
OG0001831	CAPO306824	AENJA_25733
OG0001849	CAPO303014	AENJA_00715
OG0001850	CAPO301689	AENJA_00766
OG0001851	CAPO303828	AENJA_00840, AENJA_24938, AENJA_00841, AENJA_00835, AENJA_00963, AENJA_04635, AENJA_18108
OG0001852	CAPO303604	AENJA_01522, AENJA_13282, AENJA_18334
OG0001857	CAPO306766	AENJA_04553
OG0001859	CAPO304942	AENJA_05063, AENJA_08247
OG0001860	CAPO306960	AENJA_05152
OG0001861	CAPO303333	AENJA_25398, AENJA_11706, AENJA_05340
OG0001863	CAPO300966	AENJA_06983
OG0001864	CAPO300448	AENJA_07207
OG0001866	CAPO306683	AENJA_07311, AENJA_07312
OG0001867	CAPO302026	AENJA_07397
OG0001870	CAPO303422	AENJA_07921
OG0001871	CAPO300664	AENJA_07935, AENJA_18281, AENJA_25546
OG0001873	CAPO305494	AENJA_08353, AENJA_24095
OG0001875	CAPO303129	AENJA_09123
OG0001875	CAPO300770	AENJA_16491
OG0001877	CAPO305419	AENJA_09356
OG0001878	CAPO300594	AENJA_09652
OG0001879	CAPO302675	AENJA_10214
OG0001882	CAPO302587	AENJA_13635
OG0001883	CAPO304395	AENJA_14004
OG0001886	CAPO301013	AENJA_14779
OG0001888	CAPO307373	AENJA_15918
OG0001894	CAPO305070	AENJA_21040
OG0001895	CAPO300178	AENJA_22777
OG0001898	CAPO303887	AENJA_25485
OG0001913	CAPO308270	AENJA_00224
OG0001914	CAPO308187	AENJA_20687, AENJA_20686, AENJA_00249
OG0001915	CAPO305922	AENJA_00588
OG0001916	CAPO304398	AENJA_10036, AENJA_00736
OG0001917	CAPO303937	AENJA_01170
OG0001919	CAPO305966	AENJA_03566
OG0001919	CAPO300799	AENJA_02076
OG0001923	CAPO300364	AENJA_03271
OG0001926	CAPO308203	AENJA_04624
OG0001927	CAPO303832	AENJA_23080, AENJA_23079, AENJA_04640
OG0001928	CAPO303627	AENJA_05549
OG0001930	CAPO301567	AENJA_06548
OG0001931	CAPO306905	AENJA_07029
OG0001935	CAPO301339	AENJA_16826, AENJA_08803
OG0001937	CAPO301986	AENJA_09118
OG0001939	CAPO304703	AENJA_09829
OG0001940	CAPO307447	AENJA_10312
OG0001941	CAPO303660	AENJA_10713
OG0001943	CAPO304272	AENJA_12411
OG0001945	CAPO302125, CAPO302413	AENJA_12644, AENJA_24575
OG0001947	CAPO306182	AENJA_13122
OG0001948	CAPO307548	AENJA_14319, AENJA_17928
OG0001949	CAPO303945	AENJA_14418
OG0001951	CAPO305792	AENJA_15959
OG0001953	CAPO306993	AENJA_16687, AENJA_16686
OG0001956	CAPO302405	AENJA_17146
OG0001957	CAPO307027	AENJA_17381
OG0001961	CAPO301591	AENJA_18261
OG0001963	CAPO304559	AENJA_18795
OG0001964	CAPO306144	AENJA_20596
OG0001965	CAPO305377	AENJA_21031, AENJA_26304
OG0001966	CAPO308069	AENJA_21166
OG0001968	CAPO303436	AENJA_22770
OG0001969	CAPO301897	AENJA_23560
OG0001972	CAPO302726	AENJA_26436
OG0001985	CAPO307425	AENJA_00265
OG0001988	CAPO301454	AENJA_00356
OG0001989	CAPO303699	AENJA_01331
OG0001992	CAPO301694	AENJA_04726, AENJA_03071
OG0001994	CAPO307422	AENJA_03433, AENJA_03430
OG0001997	CAPO301018	AENJA_08405
OG0001997	CAPO301017	AENJA_14720, AENJA_14731
OG0001998	CAPO304168	AENJA_04890
OG0001999	CAPO303159	AENJA_14288, AENJA_06057
OG0002000	CAPO305912	AENJA_06674, AENJA_09407
OG0002001	CAPO301730, CAPO305766	AENJA_07130
OG0002003	CAPO306645	AENJA_07348, AENJA_16965
OG0002004	CAPO305661, CAPO300359	AENJA_07593
OG0002006	CAPO302881	AENJA_08834
OG0002007	CAPO301764	AENJA_08990
OG0002008	CAPO308237	AENJA_09596
OG0002009	CAPO305521	AENJA_11028
OG0002010	CAPO303286	AENJA_11279
OG0002011	CAPO305222	AENJA_11419
OG0002014	CAPO305309	AENJA_13118
OG0002015	CAPO304377	AENJA_13757
OG0002016	CAPO300736, CAPO303360	AENJA_13775
OG0002019	CAPO303943, CAPO301189	AENJA_14020
OG0002020	CAPO301809, CAPO306607	AENJA_14430
OG0002024	CAPO300776	AENJA_16927
OG0002025	CAPO301502	AENJA_16933
OG0002026	CAPO307889, CAPO306582	AENJA_17399, AENJA_20637
OG0002027	CAPO307021	AENJA_17663
OG0002029	CAPO303181	AENJA_23173
OG0002030	CAPO303987	AENJA_19423
OG0002031	CAPO300135	AENJA_20118
OG0002032	CAPO304689	AENJA_20630
OG0002034	CAPO306318	AENJA_23670
OG0002058	CAPO300289	AENJA_09693, AENJA_01303, AENJA_14587, AENJA_01300
OG0002061	CAPO307339	AENJA_02978
OG0002062	CAPO301382	AENJA_03055
OG0002063	CAPO302417	AENJA_04991
OG0002066	CAPO300576	AENJA_05224
OG0002067	CAPO302721	AENJA_05900
OG0002068	CAPO303650	AENJA_06271
OG0002069	CAPO306402	AENJA_06511
OG0002073	CAPO302333	AENJA_09126, AENJA_08139
OG0002074	CAPO304152	AENJA_08254
OG0002076	CAPO303117	AENJA_09702
OG0002078	CAPO302217	AENJA_10297
OG0002079	CAPO301402	AENJA_10742
OG0002080	CAPO307474, CAPO307552	AENJA_12041
OG0002081	CAPO300584	AENJA_12147
OG0002084	CAPO300150	AENJA_17921, AENJA_14845, AENJA_17915, AENJA_25742
OG0002087	CAPO306536	AENJA_23537, AENJA_15799
OG0002093	CAPO304254	AENJA_20905
OG0002094	CAPO303399	AENJA_21114, AENJA_21113
OG0002097	CAPO302111	AENJA_21956
OG0002099	CAPO306675	AENJA_22526
OG0002101	CAPO307803	AENJA_24473
OG0002103	CAPO305235	AENJA_24883
OG0002106	CAPO300071	AENJA_25552
OG0002108	CAPO303834	AENJA_26100
OG0002122	CAPO300191	AENJA_00125, AENJA_00126
OG0002123	CAPO303373	AENJA_00359
OG0002124	CAPO300980	AENJA_00533, AENJA_26779
OG0002129	CAPO305068	AENJA_02620
OG0002130	CAPO301943	AENJA_10894, AENJA_03472, AENJA_03474
OG0002131	CAPO302159	AENJA_05093, AENJA_06526, AENJA_03621
OG0002135	CAPO300616, CAPO300802	AENJA_04872, AENJA_04875
OG0002136	CAPO300292	AENJA_05339
OG0002137	CAPO306593	AENJA_15350, AENJA_06237
OG0002138	CAPO304101	AENJA_06936
OG0002140	CAPO300489	AENJA_07430
OG0002141	CAPO300491	AENJA_08191
OG0002144	CAPO308205	AENJA_10174
OG0002145	CAPO305963	AENJA_10358
OG0002146	CAPO303694	AENJA_10360
OG0002148	CAPO301311	AENJA_10936, AENJA_17931
OG0002150	CAPO305991	AENJA_11466
OG0002151	CAPO300513	AENJA_11531, AENJA_11515
OG0002152	CAPO306241, CAPO305214	AENJA_11762
OG0002156	CAPO307789	AENJA_12297
OG0002158	CAPO300426	AENJA_12486
OG0002159	CAPO301618	AENJA_12736
OG0002160	CAPO306354	AENJA_13922
OG0002165	CAPO306860	AENJA_16068
OG0002166	CAPO300536	AENJA_16415
OG0002168	CAPO305846	AENJA_16471, AENJA_23270
OG0002169	CAPO305188, CAPO305186	AENJA_17912
OG0002170	CAPO306065	AENJA_18094, AENJA_23030
OG0002171	CAPO300657	AENJA_18243
OG0002172	CAPO300117	AENJA_18361
OG0002173	CAPO300163	AENJA_18419
OG0002177	CAPO303715	AENJA_18769
OG0002178	CAPO300762	AENJA_19692, AENJA_19691
OG0002179	CAPO301344	AENJA_19816
OG0002182	CAPO300304	AENJA_21407
OG0002184	CAPO302808	AENJA_22069
OG0002185	CAPO306894	AENJA_22305
OG0002187	CAPO303260	AENJA_22617
OG0002188	CAPO307308	AENJA_22979
OG0002189	CAPO302919, CAPO302901	AENJA_23289, AENJA_24476
OG0002190	CAPO305794	AENJA_23964
OG0002191	CAPO306349	AENJA_24425
OG0002193	CAPO307827, CAPO303661	AENJA_25895, AENJA_25894
OG0002216	CAPO308083	AENJA_06974, AENJA_00740, AENJA_06973
OG0002217	CAPO303403	AENJA_01250, AENJA_10139
OG0002219	CAPO301953	AENJA_13723, AENJA_01623
OG0002222	CAPO300961	AENJA_01746
OG0002224	CAPO304952	AENJA_02077
OG0002225	CAPO301769	AENJA_02179
OG0002226	CAPO307804	AENJA_02285
OG0002227	CAPO307820, CAPO307799	AENJA_02303, AENJA_02304
OG0002228	CAPO301630, CAPO300068	AENJA_02422
OG0002229	CAPO308040	AENJA_02540
OG0002235	CAPO303035	AENJA_16148, AENJA_04311
OG0002237	CAPO306506	AENJA_04721
OG0002239	CAPO301966	AENJA_05630
OG0002240	CAPO306707	AENJA_15674, AENJA_05936, AENJA_05935
OG0002241	CAPO303979	AENJA_06217
OG0002243	CAPO301335, CAPO300484	AENJA_06283
OG0002244	CAPO303840	AENJA_20811, AENJA_25845, AENJA_06734, AENJA_20367, AENJA_25846, AENJA_11508
OG0002245	CAPO302737	AENJA_06958
OG0002246	CAPO301929	AENJA_07026
OG0002251	CAPO302537	AENJA_09492
OG0002252	CAPO304306	AENJA_09873
OG0002255	CAPO301475, CAPO302337	AENJA_11216, AENJA_22320
OG0002257	CAPO303721	AENJA_13140, AENJA_23797
OG0002258	CAPO302229	AENJA_13193
OG0002261	CAPO303559	AENJA_13619
OG0002263	CAPO304694	AENJA_14525, AENJA_14524
OG0002264	CAPO304810	AENJA_14565
OG0002266	CAPO307392	AENJA_15317
OG0002270	CAPO302042	AENJA_17477
OG0002272	CAPO301905	AENJA_18110
OG0002282	CAPO300014	AENJA_23640
OG0002284	CAPO304167	AENJA_23854
OG0002285	CAPO305012	AENJA_24807
OG0002287	CAPO306430	AENJA_25167
OG0002288	CAPO306855	AENJA_25474
OG0002292	CAPO308118, CAPO308288	AENJA_26405
OG0002312	CAPO305339	AENJA_00869
OG0002316	CAPO302192	AENJA_01956
OG0002317	CAPO301129	AENJA_02641
OG0002318	CAPO302292	AENJA_02715, AENJA_16923, AENJA_16483
OG0002319	CAPO306342	AENJA_03189
OG0002321	CAPO300390	AENJA_03802
OG0002322	CAPO300979	AENJA_04318, AENJA_04317, AENJA_19026, AENJA_08237
OG0002323	CAPO308299	AENJA_05749, AENJA_05750
OG0002324	CAPO301866	AENJA_19401, AENJA_05816
OG0002325	CAPO300458	AENJA_06079
OG0002326	CAPO302239	AENJA_06622, AENJA_06618
OG0002327	CAPO302954	AENJA_22580, AENJA_06976
OG0002330	CAPO300172	AENJA_07882
OG0002331	CAPO302246	AENJA_08499
OG0002332	CAPO300761	AENJA_09253
OG0002337	CAPO307155	AENJA_10208
OG0002340	CAPO307906	AENJA_11499
OG0002343	CAPO303889	AENJA_12852
OG0002344	CAPO307434	AENJA_13012, AENJA_13013
OG0002345	CAPO304277	AENJA_13482
OG0002346	CAPO307106	AENJA_13792
OG0002348	CAPO302095	AENJA_15315
OG0002354	CAPO306383	AENJA_18103, AENJA_19512
OG0002356	CAPO305051	AENJA_18622
OG0002357	CAPO302341	AENJA_18771
OG0002358	CAPO307788	AENJA_19054
OG0002359	CAPO302128	AENJA_19066
OG0002361	CAPO304727	AENJA_19370
OG0002362	CAPO301902	AENJA_20934
OG0002363	CAPO302980	AENJA_21374
OG0002364	CAPO306488	AENJA_25896, AENJA_21537
OG0002367	CAPO304316	AENJA_23782
OG0002368	CAPO301447	AENJA_22527
OG0002369	CAPO301279	AENJA_22567
OG0002370	CAPO303015	AENJA_22954
OG0002371	CAPO304426	AENJA_23878, AENJA_23873
OG0002372	CAPO303540	AENJA_25318
OG0002372	CAPO303041	AENJA_26244
OG0002373	CAPO306145	AENJA_25475
OG0002374	CAPO302309	AENJA_25507
OG0002375	CAPO305178, CAPO300285	AENJA_25871
OG0002376	CAPO304863	AENJA_25963
OG0002377	CAPO301847	AENJA_26503
OG0002396	CAPO302410	AENJA_01548
OG0002398	CAPO306938	AENJA_02292, AENJA_04636, AENJA_02050, AENJA_21990, AENJA_02984
OG0002405	CAPO300119	AENJA_03569
OG0002406	CAPO304138	AENJA_04613
OG0002407	CAPO301366	AENJA_04703
OG0002409	CAPO301533	AENJA_05961
OG0002410	CAPO305170	AENJA_07499
OG0002411	CAPO305052	AENJA_07692, AENJA_07684
OG0002413	CAPO307797	AENJA_18117
OG0002413	CAPO304716	AENJA_07911
OG0002414	CAPO304631	AENJA_07916
OG0002415	CAPO304905	AENJA_08809, AENJA_08808
OG0002417	CAPO307671	AENJA_09632
OG0002418	CAPO303802	AENJA_09768
OG0002419	CAPO303825	AENJA_10609, AENJA_24868
OG0002421	CAPO305365	AENJA_23395
OG0002422	CAPO302014	AENJA_11769
OG0002425	CAPO304491	AENJA_12278
OG0002426	CAPO303294	AENJA_12348
OG0002429	CAPO305260	AENJA_13348
OG0002433	CAPO302444	AENJA_14010
OG0002435	CAPO304613	AENJA_14503
OG0002436	CAPO307054	AENJA_14734
OG0002437	CAPO303352	AENJA_15689
OG0002439	CAPO302565	AENJA_16773
OG0002441	CAPO304429	AENJA_17578
OG0002442	CAPO300535	AENJA_19513
OG0002443	CAPO301424	AENJA_19788, AENJA_19789
OG0002445	CAPO304782	AENJA_20517
OG0002446	CAPO303707	AENJA_21367
OG0002448	CAPO308204	AENJA_23309, AENJA_22030
OG0002453	CAPO305834	AENJA_24398
OG0002454	CAPO305157	AENJA_24945
OG0002476	CAPO307617	AENJA_00015, AENJA_24202
OG0002484	CAPO305360	AENJA_01091
OG0002486	CAPO303598	AENJA_22266, AENJA_12065, AENJA_02025
OG0002489	CAPO304231	AENJA_02297
OG0002490	CAPO307409, CAPO300849	AENJA_06970, AENJA_02506
OG0002492	CAPO305743	AENJA_02686
OG0002494	CAPO307620	AENJA_03043
OG0002495	CAPO306559	AENJA_03162
OG0002496	CAPO300997	AENJA_03601, AENJA_06671
OG0002497	CAPO301629	AENJA_04655
OG0002499	CAPO308309	AENJA_04717
OG0002500	CAPO305159	AENJA_05082
OG0002501	CAPO305150	AENJA_05178
OG0002502	CAPO304947	AENJA_05628
OG0002503	CAPO301024	AENJA_06123, AENJA_06122
OG0002505	CAPO302692	AENJA_07007
OG0002506	CAPO305033	AENJA_07250, AENJA_17325
OG0002506	CAPO301029	AENJA_25915
OG0002507	CAPO303215	AENJA_20718, AENJA_07299
OG0002509	CAPO305905, CAPO306732	AENJA_07539, AENJA_07540
OG0002510	CAPO305793	AENJA_07822
OG0002511	CAPO303146	AENJA_08228
OG0002516	CAPO307569	AENJA_22367
OG0002518	CAPO304200	AENJA_09754
OG0002519	CAPO302874	AENJA_24917, AENJA_10191, AENJA_10809
OG0002523	CAPO301008	AENJA_11036
OG0002525	CAPO300787	AENJA_11314
OG0002526	CAPO303145	AENJA_11377
OG0002527	CAPO306066	AENJA_11560
OG0002528	CAPO301891	AENJA_11715
OG0002529	CAPO301231, CAPO301232	AENJA_11778, AENJA_17626
OG0002531	CAPO304673	AENJA_12613
OG0002532	CAPO307265	AENJA_13222
OG0002533	CAPO302353	AENJA_13514
OG0002534	CAPO302248	AENJA_13891
OG0002539	CAPO305908	AENJA_15179
OG0002542	CAPO300062	AENJA_15884
OG0002543	CAPO306889, CAPO301493	AENJA_15970
OG0002548	CAPO303502	AENJA_17766
OG0002555	CAPO301095	AENJA_20940
OG0002556	CAPO306661	AENJA_21852
OG0002557	CAPO302757	AENJA_22119
OG0002558	CAPO301820	AENJA_22200
OG0002559	CAPO306363	AENJA_23435
OG0002561	CAPO306761	AENJA_23733, AENJA_26836
OG0002562	CAPO305283	AENJA_24354
OG0002563	CAPO307417	AENJA_24539, AENJA_24542
OG0002564	CAPO307297	AENJA_24782
OG0002565	CAPO302611	AENJA_24939
OG0002566	CAPO303827	AENJA_25083
OG0002567	CAPO304319	AENJA_25882, AENJA_25883
OG0002569	CAPO306658	AENJA_26162
OG0002570	CAPO307215	AENJA_26246
OG0002587	CAPO300512	AENJA_00149
OG0002589	CAPO302447	AENJA_11808, AENJA_00238
OG0002592	CAPO300278	AENJA_00877
OG0002594	CAPO304177	AENJA_08034, AENJA_01113, AENJA_05641
OG0002598	CAPO300566	AENJA_19208, AENJA_02160
OG0002599	CAPO303706	AENJA_02912
OG0002600	CAPO305861	AENJA_03270, AENJA_12156
OG0002601	CAPO300675	AENJA_14508, AENJA_04980, AENJA_03275
OG0002602	CAPO303637	AENJA_03376
OG0002603	CAPO302609	AENJA_03644, AENJA_15912, AENJA_04621, AENJA_09462
OG0002605	CAPO303522	AENJA_04724, AENJA_04725
OG0002608	CAPO303192	AENJA_05149
OG0002609	CAPO304999	AENJA_05158
OG0002610	CAPO307043	AENJA_05401
OG0002611	CAPO302425	AENJA_06053
OG0002617	CAPO307606	AENJA_07485
OG0002618	CAPO307902	AENJA_07573
OG0002620	CAPO300598	AENJA_07830
OG0002621	CAPO305708, CAPO305709, CAPO305858	AENJA_23070, AENJA_07837
OG0002624	CAPO307642	AENJA_08628
OG0002629	CAPO306781	AENJA_14911
OG0002630	CAPO300618	AENJA_10052
OG0002631	CAPO302228	AENJA_26139, AENJA_10329, AENJA_26138, AENJA_26135
OG0002632	CAPO301605	AENJA_10800
OG0002633	CAPO301845	AENJA_10970
OG0002634	CAPO303763	AENJA_11190, AENJA_15209
OG0002636	CAPO302443	AENJA_11871
OG0002638	CAPO302461, CAPO301720	AENJA_12588
OG0002642	CAPO302887	AENJA_13768
OG0002643	CAPO305403	AENJA_13808
OG0002644	CAPO300686	AENJA_13822
OG0002645	CAPO302012	AENJA_17636, AENJA_16911, AENJA_13967
OG0002646	CAPO300302	AENJA_14082, AENJA_14081
OG0002651	CAPO307502	AENJA_16730
OG0002652	CAPO305413	AENJA_17178
OG0002656	CAPO301386	AENJA_18631
OG0002657	CAPO301921	AENJA_18808, AENJA_18809
OG0002659	CAPO302308	AENJA_19544
OG0002661	CAPO300165	AENJA_20280
OG0002662	CAPO307949	AENJA_20497
OG0002663	CAPO308163	AENJA_20588
OG0002665	CAPO307055	AENJA_21246
OG0002666	CAPO308350	AENJA_21371
OG0002668	CAPO301754	AENJA_22301
OG0002669	CAPO301762	AENJA_22640
OG0002672	CAPO307527	AENJA_23316
OG0002677	CAPO303005	AENJA_24115
OG0002705	CAPO303959	AENJA_00396
OG0002706	CAPO306125	AENJA_04432, AENJA_08742, AENJA_00487
OG0002708	CAPO306708	AENJA_01064
OG0002710	CAPO301641	AENJA_10283, AENJA_01185
OG0002713	CAPO306909	AENJA_11110
OG0002715	CAPO303783	AENJA_02725
OG0002716	CAPO302306	AENJA_03328
OG0002717	CAPO307873	AENJA_03489
OG0002718	CAPO306705	AENJA_03576, AENJA_22285
OG0002720	CAPO304077	AENJA_04824
OG0002722	CAPO300697	AENJA_05319
OG0002726	CAPO303092	AENJA_17586, AENJA_06393
OG0002728	CAPO304582	AENJA_06707
OG0002730	CAPO300185	AENJA_08819
OG0002731	CAPO304916	AENJA_14522, AENJA_09113
OG0002732	CAPO305751	AENJA_19283, AENJA_09229
OG0002736	CAPO302364	AENJA_09727
OG0002739	CAPO303462	AENJA_23418
OG0002740	CAPO303044	AENJA_10478
OG0002741	CAPO305001	AENJA_10511
OG0002743	CAPO305659	AENJA_11676
OG0002744	CAPO307532	AENJA_11955
OG0002745	CAPO302960	AENJA_12347
OG0002746	CAPO301404	AENJA_12370
OG0002747	CAPO308121	AENJA_13285
OG0002749	CAPO305516	AENJA_25924
OG0002750	CAPO305820	AENJA_13825
OG0002751	CAPO300590	AENJA_14088
OG0002752	CAPO306571	AENJA_14300
OG0002753	CAPO301419	AENJA_14354
OG0002755	CAPO303504	AENJA_14755
OG0002756	CAPO302206	AENJA_14955, AENJA_16000
OG0002757	CAPO301022	AENJA_14974
OG0002758	CAPO302892, CAPO307678	AENJA_15361
OG0002760	CAPO306120	AENJA_15553, AENJA_19974, AENJA_22798
OG0002764	CAPO300451	AENJA_17995
OG0002765	CAPO307679	AENJA_18242
OG0002766	CAPO300475	AENJA_18864
OG0002767	CAPO302818	AENJA_18908
OG0002770	CAPO300723	AENJA_19276
OG0002771	CAPO307480	AENJA_19705
OG0002772	CAPO301657	AENJA_20331
OG0002773	CAPO300783	AENJA_20591
OG0002774	CAPO301900	AENJA_20726
OG0002776	CAPO300785	AENJA_20735
OG0002777	CAPO303340	AENJA_20773
OG0002779	CAPO306710	AENJA_21312
OG0002780	CAPO306806	AENJA_21493
OG0002782	CAPO301842	AENJA_22198
OG0002785	CAPO300520	AENJA_23498
OG0002787	CAPO307667	AENJA_24196
OG0002788	CAPO304831	AENJA_24424
OG0002790	CAPO302263	AENJA_25977
OG0002814	CAPO300792	AENJA_00393
OG0002815	CAPO305247	AENJA_01312, AENJA_00508
OG0002816	CAPO300822	AENJA_00653
OG0002817	CAPO305631	AENJA_00735
OG0002818	CAPO300344	AENJA_23485, AENJA_00797
OG0002821	CAPO300805, CAPO300806	AENJA_20741, AENJA_01009, AENJA_12682
OG0002822	CAPO300505	AENJA_01043
OG0002824	CAPO304804	AENJA_01440
OG0002825	CAPO303958	AENJA_01512
OG0002826	CAPO305161	AENJA_02168
OG0002827	CAPO302357	AENJA_02347
OG0002828	CAPO302033	AENJA_02401
OG0002831	CAPO303454	AENJA_02800, AENJA_02799
OG0002833	CAPO302961	AENJA_03383
OG0002835	CAPO306542	AENJA_04456
OG0002836	CAPO301463	AENJA_17994, AENJA_04620
OG0002838	CAPO305478	AENJA_22502, AENJA_05712
OG0002839	CAPO302420	AENJA_06051
OG0002841	CAPO302293	AENJA_19018, AENJA_06177
OG0002842	CAPO300353	AENJA_06186
OG0002843	CAPO300339	AENJA_06434
OG0002844	CAPO306381, CAPO305443	AENJA_06497, AENJA_06632
OG0002845	CAPO305717	AENJA_06631
OG0002847	CAPO307024	AENJA_07384
OG0002848	CAPO306888	AENJA_07552
OG0002850	CAPO305439	AENJA_09764
OG0002851	CAPO304239	AENJA_09890
OG0002858	CAPO302020	AENJA_11662
OG0002860	CAPO304305	AENJA_12346
OG0002864	CAPO303007	AENJA_14146
OG0002865	CAPO302058	AENJA_14309, AENJA_14310
OG0002866	CAPO307089	AENJA_14387
OG0002868	CAPO307730	AENJA_14495
OG0002870	CAPO303935	AENJA_14868
OG0002873	CAPO302439	AENJA_15531
OG0002875	CAPO302434	AENJA_16211
OG0002876	CAPO302622	AENJA_16221
OG0002877	CAPO303139	AENJA_16701
OG0002878	CAPO304014	AENJA_16812, AENJA_16807
OG0002884	CAPO306804	AENJA_19070
OG0002888	CAPO302979	AENJA_19971
OG0002890	CAPO307147	AENJA_20114
OG0002891	CAPO305115	AENJA_20333
OG0002894	CAPO307506	AENJA_20837
OG0002895	CAPO306767, CAPO303745	AENJA_21152
OG0002896	CAPO301218	AENJA_21743
OG0002897	CAPO306671	AENJA_22085
OG0002899	CAPO306014	AENJA_22623
OG0002900	CAPO303795	AENJA_22681
OG0002902	CAPO300125	AENJA_24583, AENJA_22999
OG0002907	CAPO303347	AENJA_23794
OG0002908	CAPO301293	AENJA_24151
OG0002909	CAPO302801	AENJA_24484
OG0002911	CAPO306312	AENJA_24811
OG0002913	CAPO307505	AENJA_25404
OG0002914	CAPO304158	AENJA_25554, AENJA_25557
OG0002915	CAPO307623	AENJA_26181
OG0002916	CAPO307991	AENJA_26387
OG0002917	CAPO304597	AENJA_26763
OG0002944	CAPO306630	AENJA_00162
OG0002945	CAPO307786	AENJA_00168
OG0002946	CAPO302209	AENJA_25288, AENJA_00243, AENJA_18465
OG0002947	CAPO306510	AENJA_00803, AENJA_14586
OG0002948	CAPO303072	AENJA_09024, AENJA_17830, AENJA_00811
OG0002949	CAPO305527, CAPO304499	AENJA_00985
OG0002950	CAPO302322	AENJA_01042, AENJA_02615
OG0002952	CAPO304062, CAPO304063	AENJA_03492
OG0002953	CAPO305937	AENJA_01495
OG0002954	CAPO303510	AENJA_01516
OG0002955	CAPO305617	AENJA_02171
OG0002957	CAPO303846	AENJA_02431
OG0002959	CAPO305557	AENJA_02647
OG0002960	CAPO301301	AENJA_02770
OG0002961	CAPO306313	AENJA_02909
OG0002962	CAPO302937	AENJA_03030
OG0002965	CAPO304902	AENJA_03749
OG0002968	CAPO306161	AENJA_03998
OG0002969	CAPO301408	AENJA_04473
OG0002973	CAPO301405	AENJA_05992
OG0002974	CAPO300358	AENJA_06165
OG0002976	CAPO304649	AENJA_06370
OG0002977	CAPO306762	AENJA_06560, AENJA_13198
OG0002979	CAPO300623	AENJA_07121
OG0002981	CAPO305421	AENJA_07374
OG0002982	CAPO306469	AENJA_07566
OG0002983	CAPO302346	AENJA_07689
OG0002985	CAPO300589	AENJA_08394
OG0002987	CAPO306603	AENJA_08505
OG0002988	CAPO300003	AENJA_08739
OG0002990	CAPO304869	AENJA_09487
OG0002991	CAPO300778	AENJA_09631
OG0002992	CAPO307180	AENJA_09713
OG0002994	CAPO307303	AENJA_24760, AENJA_09989
OG0002997	CAPO307685	AENJA_25602, AENJA_11131
OG0002998	CAPO302958	AENJA_11226
OG0003001	CAPO302423	AENJA_18654, AENJA_11581
OG0003002	CAPO304848	AENJA_11596
OG0003004	CAPO304489	AENJA_11848
OG0003005	CAPO302131	AENJA_11859
OG0003005	CAPO302452, CAPO300516	AENJA_25236
OG0003006	CAPO302605	AENJA_12351
OG0003010	CAPO303642	AENJA_14073
OG0003012	CAPO302272	AENJA_14839
OG0003014	CAPO304419	AENJA_15441
OG0003016	CAPO301025	AENJA_15608, AENJA_21110, AENJA_15615
OG0003017	CAPO303755	AENJA_15754
OG0003018	CAPO301697	AENJA_15825
OG0003019	CAPO302687	AENJA_15890
OG0003019	CAPO307689	AENJA_26536, AENJA_26535
OG0003020	CAPO306543, CAPO306821	AENJA_16040, AENJA_19439, AENJA_16041
OG0003022	CAPO308155	AENJA_16434
OG0003024	CAPO300933	AENJA_17461
OG0003025	CAPO306077	AENJA_17533
OG0003026	CAPO304742	AENJA_17803
OG0003027	CAPO302145	AENJA_17824
OG0003028	CAPO307794	AENJA_17984
OG0003029	CAPO301992	AENJA_18248
OG0003030	CAPO304737	AENJA_18262
OG0003033	CAPO300181	AENJA_18723
OG0003034	CAPO300214, CAPO307271	AENJA_18912
OG0003037	CAPO305626	AENJA_20789, AENJA_20790
OG0003038	CAPO300861	AENJA_21096
OG0003041	CAPO306033	AENJA_21426, AENJA_22059
OG0003042	CAPO301480	AENJA_21557, AENJA_21556, AENJA_21559
OG0003043	CAPO304921	AENJA_21648
OG0003044	CAPO300082	AENJA_21752
OG0003046	CAPO302851	AENJA_21816
OG0003048	CAPO300169	AENJA_22326, AENJA_22325
OG0003049	CAPO300501, CAPO307086, CAPO305726	AENJA_22479
OG0003053	CAPO305034	AENJA_24227
OG0003054	CAPO305605	AENJA_24441
OG0003055	CAPO307832	AENJA_24466
OG0003056	CAPO300334	AENJA_24565, AENJA_24568
OG0003058	CAPO305219	AENJA_24768
OG0003059	CAPO307928	AENJA_24855
OG0003060	CAPO300265	AENJA_24993
OG0003063	CAPO306091	AENJA_25761
OG0003064	CAPO303600	AENJA_26332
OG0003065	CAPO305486	AENJA_26411
OG0003103	CAPO300058	AENJA_00246
OG0003104	CAPO300208	AENJA_00844, AENJA_00412
OG0003106	CAPO300222	AENJA_00659
OG0003107	CAPO305408	AENJA_00765
OG0003108	CAPO307100	AENJA_01637
OG0003110	CAPO302380	AENJA_01831
OG0003111	CAPO305398	AENJA_01995
OG0003112	CAPO305044	AENJA_01998
OG0003113	CAPO303380	AENJA_02120
OG0003114	CAPO305811	AENJA_02181
OG0003115	CAPO305328	AENJA_02279
OG0003116	CAPO304220	AENJA_02447
