Orthogroup	CAPO3	DROME
OG0001609	CAPO304683	DROME13801, DROME13802, DROME13800
OG0001609	CAPO302057	DROME09555
OG0001610	CAPO301483	DROME06881
OG0001611	CAPO305038	DROME07510, DROME07509, DROME07511
OG0001612	CAPO302202	DROME07050, DROME07049
OG0001614	CAPO303895	DROME14120
OG0001614	CAPO307630	DROME17646
OG0001615	CAPO300749	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001617	CAPO302798	DROME13150, DROME13151
OG0001621	CAPO302875	DROME19943, DROME19942, DROME19944
OG0001634	CAPO305688	DROME02691, DROME02692
OG0001634	CAPO305614	DROME06767
OG0001638	CAPO303528	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001641	CAPO303281	DROME08987, DROME08990, DROME08991
OG0001643	CAPO306838	DROME03424, DROME03423, DROME03425
OG0001644	CAPO303665	DROME05204
OG0001652	CAPO302838	DROME14027, DROME14026, DROME19080
OG0001653	CAPO305118	DROME03945, DROME03944, DROME03946
OG0001655	CAPO302812	DROME11541, DROME11542
OG0001657	CAPO304165, CAPO303952	DROME16951
OG0001660	CAPO305930	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	CAPO301057	DROME17604, DROME17603
OG0001664	CAPO303152	DROME03276
OG0001665	CAPO302331	DROME21335, DROME21336, DROME03860, DROME03861, DROME03859
OG0001672	CAPO301880	DROME04869, DROME04868, DROME04867
OG0001673	CAPO305520	DROME15611, DROME15610
OG0001675	CAPO307574	DROME07179, DROME07181, DROME07180
OG0001676	CAPO305992	DROME15959, DROME15958, DROME15960
OG0001677	CAPO307978	DROME14874
OG0001680	CAPO304235, CAPO304477	DROME20427
OG0001684	CAPO300563	DROME15541
OG0001685	CAPO307707	DROME10450
OG0001686	CAPO307138	DROME15719
OG0001688	CAPO300133	DROME20990, DROME20991, DROME20989
OG0001691	CAPO307420	DROME07542, DROME07543, DROME07544, DROME07545
OG0001706	CAPO301033	DROME01112
OG0001707	CAPO303836	DROME04786, DROME04787
OG0001708	CAPO303804	DROME10362, DROME14608, DROME16704
OG0001711	CAPO301872	DROME16692, DROME16691, DROME16690
OG0001713	CAPO308041	DROME20630
OG0001714	CAPO306669	DROME06892
OG0001714	CAPO300188	DROME13258, DROME13259
OG0001718	CAPO301559, CAPO301838	DROME18626, DROME18625, DROME18627
OG0001720	CAPO303957	DROME07093, DROME07094, DROME07095
OG0001721	CAPO302302	DROME21093, DROME21094
OG0001723	CAPO308089	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236
OG0001724	CAPO306474, CAPO305584	DROME16764, DROME16765, DROME16766, DROME16767
OG0001727	CAPO301729	DROME01511, DROME01510, DROME01513, DROME01512
OG0001730	CAPO303469	DROME08359, DROME08358, DROME08360, DROME08361
OG0001732	CAPO304710	DROME05765, DROME05764, DROME05766
OG0001733	CAPO306615	DROME12129, DROME11165
OG0001735	CAPO301389	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	CAPO307452	DROME11563
OG0001736	CAPO300355	DROME03103
OG0001738	CAPO301655	DROME19892
OG0001739	CAPO304154	DROME17504, DROME18573, DROME08124
OG0001743	CAPO306128	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496
OG0001746	CAPO306662	DROME21748
OG0001750	CAPO304954	DROME06453
OG0001769	CAPO300754	DROME08613
OG0001769	CAPO306748	DROME15632, DROME15631
OG0001770	CAPO304551	DROME12526, DROME12525
OG0001774	CAPO302411	DROME16288, DROME17117, DROME17119, DROME17118
OG0001775	CAPO300385, CAPO303998	DROME03798
OG0001778	CAPO303585	DROME03281
OG0001780	CAPO305647	DROME12052
OG0001781	CAPO304059	DROME05960
OG0001781	CAPO306335	DROME03304
OG0001783	CAPO302497	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578
OG0001787	CAPO302384	DROME15226
OG0001789	CAPO303597	DROME15206, DROME15202, DROME15200, DROME15204
OG0001792	CAPO302146	DROME20324
OG0001793	CAPO302934	DROME16987
OG0001793	CAPO300098	DROME21922
OG0001794	CAPO305037	DROME06075, DROME11897, DROME11898, DROME11899, DROME11900, DROME14777, DROME14776
OG0001799	CAPO307439	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613
OG0001800	CAPO302099, CAPO301494	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757
OG0001804	CAPO307706	DROME18434, DROME18435, DROME18433, DROME18432
OG0001805	CAPO301307	DROME11510, DROME11511
OG0001807	CAPO305640	DROME02930, DROME02931, DROME02932
OG0001808	CAPO300354	DROME12890, DROME12888, DROME12889
OG0001809	CAPO307543	DROME10117, DROME10116
OG0001814	CAPO305508	DROME08233
OG0001816	CAPO300431	DROME01873
OG0001818	CAPO302088	DROME09141
OG0001819	CAPO307172	DROME17329, DROME17330, DROME07897, DROME00545
OG0001820	CAPO300515	DROME08719, DROME08720
OG0001822	CAPO301119	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806
OG0001825	CAPO306238	DROME08707, DROME08708, DROME08709
OG0001827	CAPO303060	DROME14163
OG0001830	CAPO300316	DROME21176, DROME21177, DROME21178, DROME21179
OG0001831	CAPO306824	DROME16694, DROME16695, DROME16696
OG0001832	CAPO300612	DROME11192
OG0001834	CAPO301512	DROME21762, DROME21761, DROME21760
OG0001846	CAPO305028	DROME15051
OG0001849	CAPO303014	DROME12958, DROME13912
OG0001850	CAPO301689	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387
OG0001851	CAPO303828	DROME00207
OG0001857	CAPO306766	DROME04659, DROME04661, DROME04660, DROME04662
OG0001860	CAPO306960	DROME00108, DROME00107
OG0001861	CAPO303333	DROME09171, DROME09172
OG0001864	CAPO300448	DROME05862, DROME05863, DROME05861
OG0001865	CAPO301778	DROME11190, DROME11189
OG0001866	CAPO306683	DROME07682
OG0001867	CAPO302026	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416
OG0001870	CAPO303422	DROME02885
OG0001875	CAPO303129	DROME02032
OG0001875	CAPO300770	DROME16885
OG0001877	CAPO305419	DROME04518
OG0001878	CAPO300594	DROME14881, DROME14882
OG0001879	CAPO302675	DROME09530
OG0001882	CAPO302587	DROME21717, DROME21711
OG0001883	CAPO304395	DROME19927
OG0001886	CAPO301013	DROME14413
OG0001888	CAPO307373	DROME11501, DROME11500, DROME11503, DROME11502
OG0001898	CAPO303887	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330
OG0001900	CAPO306468, CAPO308362	DROME07202
OG0001901	CAPO302174	DROME14282
OG0001903	CAPO301651	DROME10026
OG0001913	CAPO308270	DROME20114, DROME20115
OG0001915	CAPO305922	DROME15601
OG0001916	CAPO304398	DROME06422, DROME12396
OG0001917	CAPO303937	DROME05027, DROME05026
OG0001919	CAPO305966	DROME15351, DROME15349
OG0001919	CAPO300799	DROME17341
OG0001923	CAPO300364	DROME13928
OG0001926	CAPO308203	DROME02334
OG0001927	CAPO303832	DROME06807
OG0001930	CAPO301567	DROME07407
OG0001932	CAPO304653	DROME07500, DROME07499, DROME07504, DROME07502, DROME07503, DROME07501
OG0001935	CAPO301339	DROME16535, DROME05228
OG0001938	CAPO303883	DROME15196, DROME15195, DROME15198, DROME15197
OG0001939	CAPO304703	DROME03831, DROME00411, DROME06715, DROME07275, DROME03273, DROME08285, DROME06716
OG0001940	CAPO307447	DROME11372, DROME20166
OG0001941	CAPO303660	DROME09362, DROME09360, DROME09361
OG0001943	CAPO304272	DROME05587, DROME05589, DROME05586, DROME05588
OG0001945	CAPO302125, CAPO302413	DROME09755, DROME09756, DROME22094, DROME20436
OG0001947	CAPO306182	DROME14837
OG0001949	CAPO303945	DROME05190
OG0001951	CAPO305792	DROME01080, DROME01079, DROME01078, DROME07934
OG0001953	CAPO306993	DROME10526, DROME10527, DROME10525, DROME10528
OG0001956	CAPO302405	DROME18759
OG0001957	CAPO307027	DROME16952, DROME16955, DROME16953, DROME16954
OG0001961	CAPO301591	DROME02025, DROME02026
OG0001963	CAPO304559	DROME19777, DROME19776
OG0001964	CAPO306144	DROME13701, DROME13700, DROME13699
OG0001965	CAPO305377	DROME13659
OG0001968	CAPO303436	DROME04032
OG0001969	CAPO301897	DROME05971, DROME05972, DROME17147, DROME05970
OG0001972	CAPO302726	DROME05855, DROME05853, DROME05851, DROME05852, DROME05854, DROME05846, DROME05850, DROME05847, DROME05848, DROME05849
OG0001985	CAPO307425	DROME10994, DROME10993
OG0001988	CAPO301454	DROME11741
OG0001989	CAPO303699	DROME00900, DROME00899, DROME00898, DROME00902, DROME00901
OG0001992	CAPO301694	DROME21257
OG0001994	CAPO307422	DROME13142
OG0001998	CAPO304168	DROME09606
OG0001999	CAPO303159	DROME20622, DROME20625, DROME20626, DROME20624, DROME20623, DROME20627
OG0002000	CAPO305912	DROME04109
OG0002001	CAPO301730, CAPO305766	DROME19332, DROME19331
OG0002003	CAPO306645	DROME00292
OG0002004	CAPO305661, CAPO300359	DROME04511, DROME11378
OG0002006	CAPO302881	DROME06376, DROME06377, DROME06378
OG0002007	CAPO301764	DROME19057, DROME19058, DROME19056
OG0002008	CAPO308237	DROME04686, DROME04688, DROME04687, DROME04685
OG0002009	CAPO305521	DROME09784
OG0002009	CAPO304107	DROME15775, DROME15776, DROME15777
OG0002011	CAPO305222	DROME06968, DROME06969, DROME06970
OG0002015	CAPO304377	DROME14274, DROME14276, DROME14275
OG0002016	CAPO300736, CAPO303360	DROME00587, DROME06733, DROME06734, DROME12753
OG0002020	CAPO301809, CAPO306607	DROME08263, DROME08264, DROME08266, DROME08262, DROME08265
OG0002024	CAPO300776	DROME06569, DROME06570
OG0002025	CAPO301502	DROME08208, DROME08209
OG0002026	CAPO307889, CAPO306582	DROME20307
OG0002027	CAPO307021	DROME02939, DROME02938, DROME02937, DROME02936
OG0002029	CAPO301097, CAPO303181, CAPO304041	DROME21921
OG0002030	CAPO303987	DROME20203
OG0002031	CAPO300135	DROME21699, DROME13546
OG0002032	CAPO304689	DROME01693
OG0002034	CAPO306318	DROME19923
OG0002043	CAPO306649	DROME10764, DROME10766, DROME10765
OG0002061	CAPO307339	DROME17109, DROME17110
OG0002062	CAPO301382	DROME05606, DROME05610, DROME05608, DROME05609, DROME05605, DROME05607, DROME05604
OG0002066	CAPO300576	DROME10594
OG0002067	CAPO302721	DROME21628
OG0002068	CAPO303650	DROME17295
OG0002069	CAPO306402	DROME14513
OG0002073	CAPO302333	DROME02887, DROME17696
OG0002074	CAPO304152	DROME01991, DROME01990, DROME21599
OG0002076	CAPO303117	DROME15179, DROME15178
OG0002078	CAPO302217	DROME10262, DROME10261, DROME10264, DROME10263, DROME10265
OG0002079	CAPO302876, CAPO301402	DROME05628
OG0002080	CAPO307474, CAPO307552	DROME04483, DROME04484, DROME04485
OG0002081	CAPO300584	DROME20778
OG0002087	CAPO306536	DROME20417, DROME20418
OG0002093	CAPO304254	DROME10388
OG0002094	CAPO303399	DROME16500, DROME16501, DROME16502, DROME16498, DROME16499, DROME14162
OG0002097	CAPO302111	DROME08772, DROME08771
OG0002099	CAPO306675	DROME20021, DROME20022, DROME20015, DROME20018, DROME20014, DROME20017, DROME20016, DROME20019, DROME20020, DROME20013
OG0002101	CAPO307803	DROME06706, DROME06705, DROME16968
OG0002103	CAPO305235	DROME11171, DROME20108
OG0002108	CAPO303834	DROME07243, DROME07242
OG0002122	CAPO300191	DROME15052
OG0002123	CAPO303373	DROME20895, DROME02760
OG0002131	CAPO302159	DROME03421, DROME03420
OG0002135	CAPO300616, CAPO300802	DROME20033, DROME20034, DROME20032, DROME17825
OG0002137	CAPO306593	DROME20125, DROME03541
OG0002138	CAPO304101	DROME17634
OG0002141	CAPO300491	DROME13208, DROME13209, DROME13210, DROME13207, DROME13206
OG0002144	CAPO308205	DROME15087, DROME15088, DROME15089
OG0002146	CAPO303694	DROME20089
OG0002147	CAPO307247	DROME18735, DROME18736
OG0002148	CAPO301311	DROME16614, DROME20422
OG0002150	CAPO305991	DROME13889, DROME13888, DROME15137
OG0002151	CAPO300513	DROME14316
OG0002152	CAPO305214	DROME10626
OG0002156	CAPO307789	DROME12292
OG0002158	CAPO300426	DROME08010
OG0002159	CAPO301618	DROME17743, DROME17744
OG0002160	CAPO306354	DROME12795
OG0002166	CAPO300536	DROME06834, DROME06833
OG0002168	CAPO305846	DROME20356, DROME07753
OG0002169	CAPO305188, CAPO305186	DROME16101
OG0002170	CAPO306065	DROME18118, DROME08334
OG0002171	CAPO300657	DROME01331
OG0002172	CAPO300117	DROME16091
OG0002173	CAPO300163	DROME01352, DROME18848
OG0002177	CAPO303715	DROME06974, DROME06976, DROME06975
OG0002179	CAPO301344	DROME10648, DROME10649
OG0002182	CAPO300304	DROME12410
OG0002184	CAPO302808	DROME09706, DROME09707
OG0002185	CAPO306894	DROME03508, DROME03506
OG0002187	CAPO303260	DROME02679, DROME18572
OG0002188	CAPO307308	DROME16936
OG0002189	CAPO302919, CAPO302901	DROME00632
OG0002190	CAPO305794	DROME10141, DROME10140
OG0002191	CAPO306349	DROME00418
OG0002201	CAPO305256	DROME05210
OG0002217	CAPO303403	DROME12049, DROME12050, DROME12047, DROME12048, DROME12051, DROME12045, DROME07473, DROME14498, DROME00688, DROME00689
OG0002219	CAPO301953	DROME12262, DROME10717, DROME10716, DROME12261
OG0002222	CAPO300961	DROME06941
OG0002224	CAPO304952	DROME11780, DROME11781, DROME11779, DROME08782, DROME08783, DROME08784
OG0002225	CAPO301769	DROME17292, DROME17293, DROME17294
OG0002226	CAPO307804	DROME09270
OG0002227	CAPO307820, CAPO307799	DROME08754, DROME08753
OG0002228	CAPO301630, CAPO300068	DROME20233, DROME09088
OG0002229	CAPO308040	DROME19744
OG0002235	CAPO303035	DROME19571
OG0002237	CAPO306506	DROME08069, DROME08068
OG0002239	CAPO301966	DROME02338, DROME02339
OG0002240	CAPO306707	DROME05992, DROME05991, DROME05989, DROME05990, DROME05993
OG0002241	CAPO303979	DROME11351, DROME20942, DROME20943
OG0002243	CAPO301335, CAPO300484	DROME12880, DROME12875, DROME12879, DROME12878, DROME12873, DROME12874, DROME12877, DROME12876, DROME17551
OG0002244	CAPO303840	DROME13379, DROME13383, DROME13382, DROME13384, DROME13380, DROME13381
OG0002246	CAPO301929	DROME20742
OG0002251	CAPO302943	DROME21900
OG0002251	CAPO302537	DROME08201, DROME08200, DROME08199, DROME08202
OG0002252	CAPO304306	DROME12224
OG0002255	CAPO301475, CAPO302337	DROME08255
OG0002257	CAPO303721	DROME06529
OG0002258	CAPO302229	DROME01179, DROME01180, DROME03335
OG0002261	CAPO303559	DROME02617
OG0002263	CAPO304694	DROME07437
OG0002264	CAPO302668, CAPO304810	DROME18761
OG0002266	CAPO307392	DROME16417, DROME16419, DROME16420, DROME16416, DROME16418
OG0002270	CAPO302042	DROME13109
OG0002271	CAPO302849, CAPO308065	DROME08491
OG0002272	CAPO301905	DROME16098
OG0002279	CAPO304874	DROME12023
OG0002282	CAPO300014	DROME01013, DROME01014
OG0002284	CAPO304167	DROME05630
OG0002287	CAPO306430	DROME11553, DROME11555, DROME11551, DROME11552, DROME11554
OG0002288	CAPO306855	DROME04961, DROME04960
OG0002292	CAPO308118, CAPO308288	DROME14281
OG0002293	CAPO302207	DROME17161
OG0002294	CAPO300522	DROME20817, DROME17002, DROME17003, DROME22093, DROME02763
OG0002296	CAPO307746	DROME17890
OG0002312	CAPO305339	DROME13329, DROME13331, DROME13332, DROME13330
OG0002316	CAPO302192	DROME15000, DROME15001
OG0002317	CAPO301129	DROME19699, DROME19700
OG0002318	CAPO302292	DROME10081, DROME10080
OG0002319	CAPO306342	DROME00109
OG0002321	CAPO300390	DROME20195
OG0002322	CAPO300979	DROME02003
OG0002323	CAPO308299	DROME04035, DROME04036, DROME04037, DROME04034
OG0002324	CAPO301866	DROME12479
OG0002325	CAPO300458	DROME00088
OG0002326	CAPO302239	DROME14169, DROME14168, DROME14170
OG0002327	CAPO302954	DROME11958, DROME13738, DROME13737
OG0002330	CAPO300172	DROME18244, DROME18246, DROME18247, DROME18242, DROME18243, DROME18245
OG0002331	CAPO302246	DROME02521, DROME02520, DROME02522, DROME02523
OG0002332	CAPO300761	DROME03257, DROME03259, DROME03258
OG0002337	CAPO307155	DROME12455, DROME12454, DROME12456
OG0002340	CAPO307906	DROME04094
OG0002343	CAPO303889	DROME14435, DROME14437, DROME14438
OG0002344	CAPO307434	DROME12813, DROME12814, DROME12816, DROME12815
OG0002346	CAPO307106	DROME12738, DROME12737, DROME12739, DROME12741, DROME12740
OG0002348	CAPO302095	DROME20530, DROME21704
OG0002354	CAPO306383	DROME22022, DROME00577
OG0002356	CAPO305051	DROME14202
OG0002357	CAPO302341	DROME13155, DROME13156
OG0002358	CAPO307788	DROME10794, DROME10795
OG0002359	CAPO302128	DROME10172
OG0002361	CAPO304727	DROME02804
OG0002362	CAPO301902	DROME16995
OG0002363	CAPO302980	DROME06162, DROME06161, DROME06163
OG0002368	CAPO301447	DROME04055, DROME04054
OG0002369	CAPO301279	DROME09488, DROME09483, DROME09484, DROME09482, DROME09487, DROME09485, DROME09481, DROME09486
OG0002370	CAPO303015	DROME07944, DROME21065, DROME21066, DROME21064
OG0002371	CAPO304426	DROME01097
OG0002373	CAPO306206	DROME16503
OG0002374	CAPO302309	DROME00409, DROME19078, DROME19077, DROME10047
OG0002376	CAPO304863	DROME01976
OG0002377	CAPO301847	DROME14764, DROME14765
OG0002379	CAPO301214	DROME13342
OG0002384	CAPO305065	DROME08688, DROME08689, DROME08687, DROME08690, DROME08692, DROME08679, DROME08691, DROME05824, DROME06440, DROME07374, DROME19250, DROME07373
OG0002396	CAPO302410	DROME06620, DROME06622, DROME06623, DROME06621
OG0002398	CAPO306938	DROME09990
OG0002405	CAPO300119, CAPO308161	DROME07984, DROME07985, DROME07986
OG0002406	CAPO304138	DROME12854, DROME12851, DROME12852, DROME12850, DROME12853
OG0002407	CAPO301366	DROME16545, DROME16665, DROME16666, DROME16663, DROME16664
OG0002409	CAPO301533	DROME01803
OG0002410	CAPO305170	DROME00789
OG0002413	CAPO307797	DROME03087
OG0002413	CAPO304716	DROME15635, DROME15636
OG0002414	CAPO304631	DROME08162, DROME08163
OG0002415	CAPO304905	DROME06652
OG0002418	CAPO303802	DROME18804, DROME18803, DROME18801, DROME18802
OG0002421	CAPO305365	DROME10621
OG0002422	CAPO302014	DROME15666
OG0002425	CAPO304491	DROME01518
OG0002426	CAPO303294	DROME02031
OG0002429	CAPO305260	DROME21063
OG0002433	CAPO302444	DROME05519
OG0002436	CAPO307054	DROME20408, DROME20406, DROME20405, DROME20407
OG0002437	CAPO303352	DROME10916
OG0002439	CAPO302565	DROME05940, DROME05941, DROME05938, DROME05939, DROME05937
OG0002441	CAPO304429	DROME14577
OG0002442	CAPO300535	DROME02127
OG0002443	CAPO301424	DROME01526
OG0002445	CAPO304782	DROME05216
OG0002446	CAPO303707	DROME15360
OG0002448	CAPO308204	DROME11052, DROME11051, DROME14484
OG0002453	CAPO305834	DROME02946, DROME02947
OG0002454	CAPO305157	DROME18954
OG0002467	CAPO302869	DROME06832, DROME06831, DROME06829, DROME06827, DROME06828, DROME06826, DROME06830
OG0002476	CAPO307617	DROME01629
OG0002484	CAPO305360	DROME02182
OG0002486	CAPO303598	DROME10604
OG0002489	CAPO304231	DROME17457
OG0002490	CAPO307409, CAPO300849	DROME08630, DROME08629
OG0002492	CAPO305743	DROME17673, DROME17672
OG0002494	CAPO307620	DROME09533, DROME09534
OG0002495	CAPO306559	DROME03178
OG0002496	CAPO300997	DROME17015, DROME17014
OG0002497	CAPO301629	DROME10964
OG0002499	CAPO308309	DROME07520
OG0002500	CAPO305159	DROME05840, DROME04346
OG0002501	CAPO305150	DROME18550
OG0002502	CAPO304947	DROME12487, DROME12489, DROME12488, DROME15913, DROME09480
OG0002503	CAPO301024	DROME03384
OG0002505	CAPO302692	DROME03960
OG0002506	CAPO301029	DROME04368
OG0002507	CAPO303215	DROME09110, DROME09108, DROME09109, DROME09111, DROME12371
OG0002509	CAPO305905, CAPO306732	DROME18834
OG0002510	CAPO305793	DROME02221
OG0002511	CAPO303146	DROME06803
OG0002516	CAPO307569	DROME01623, DROME01624, DROME01622
OG0002518	CAPO304200	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188
OG0002519	CAPO302874	DROME03368, DROME03367
OG0002523	CAPO301008	DROME12003, DROME12568, DROME20728, DROME20729
OG0002527	CAPO306066	DROME00451
OG0002528	CAPO301891	DROME12310, DROME12311, DROME12309
OG0002529	CAPO301231, CAPO301232	DROME17791, DROME17789, DROME17792, DROME17790
OG0002532	CAPO307265	DROME10137
OG0002533	CAPO302353	DROME06429, DROME06430
OG0002534	CAPO302248	DROME04087
OG0002542	CAPO300062	DROME18406
OG0002543	CAPO306889, CAPO301493	DROME13135
OG0002548	CAPO303502	DROME03632, DROME03629
OG0002555	CAPO301095	DROME21575, DROME21576
OG0002557	CAPO302757	DROME07954, DROME03130, DROME05213
OG0002558	CAPO301820	DROME12342, DROME12343, DROME12344
OG0002559	CAPO306363	DROME12291
OG0002562	CAPO305283	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497
OG0002564	CAPO307297	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643
OG0002565	CAPO302611	DROME16956, DROME16958, DROME16957
OG0002566	CAPO303827	DROME16674, DROME16678, DROME16673, DROME16677, DROME16679, DROME16675, DROME16676
OG0002569	CAPO306658	DROME16682, DROME16684, DROME16683, DROME16685
OG0002570	CAPO307215	DROME02309, DROME02312
OG0002574	CAPO307488	DROME17413, DROME17412, DROME17411
OG0002587	CAPO300512	DROME21383
OG0002589	CAPO302447	DROME20900
OG0002592	CAPO300278	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956
OG0002594	CAPO304177	DROME19850, DROME19851, DROME19853, DROME19852
OG0002598	CAPO300566	DROME11558
OG0002599	CAPO303706	DROME19306
OG0002600	CAPO305861	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044
OG0002601	CAPO300675	DROME17429, DROME17635
OG0002602	CAPO303637	DROME16510, DROME16509, DROME16511
OG0002605	CAPO303522	DROME07537, DROME07538, DROME07535, DROME07536
OG0002608	CAPO303192	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923
OG0002609	CAPO304999	DROME00392
OG0002610	CAPO307043	DROME20526, DROME20527
OG0002611	CAPO302425	DROME09156, DROME09155
OG0002617	CAPO307606	DROME09377
OG0002618	CAPO307902	DROME00175
OG0002620	CAPO300598	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651
OG0002624	CAPO307642	DROME19899
OG0002630	CAPO300618	DROME01927
OG0002632	CAPO301605	DROME19136
OG0002633	CAPO301845	DROME02613
OG0002634	CAPO303763	DROME07860
OG0002636	CAPO302443	DROME03989
OG0002638	CAPO302461	DROME02557, DROME20446, DROME20445
OG0002643	CAPO305403	DROME13189
OG0002644	CAPO300686	DROME18263, DROME18261, DROME18260, DROME18262
OG0002645	CAPO302012	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913
OG0002646	CAPO300302	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014
OG0002651	CAPO307502	DROME16668, DROME16669
OG0002652	CAPO305413	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761
OG0002656	CAPO301386	DROME08799, DROME08800
OG0002659	CAPO302308	DROME08718
OG0002662	CAPO307949	DROME18671
OG0002663	CAPO308163	DROME08198, DROME08197
OG0002665	CAPO307055	DROME12021, DROME12020
OG0002666	CAPO308350	DROME12244
OG0002668	CAPO301754	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755
OG0002669	CAPO301762	DROME13927
OG0002672	CAPO307527	DROME13218
OG0002677	CAPO303005	DROME00471, DROME00470
OG0002706	CAPO306125	DROME19506
OG0002708	CAPO306708	DROME16030, DROME21871, DROME21870, DROME16440
OG0002710	CAPO301641	DROME14357, DROME14358, DROME14359
OG0002715	CAPO303783	DROME03868
OG0002717	CAPO307873	DROME13040
OG0002718	CAPO306705	DROME02454, DROME02455
OG0002720	CAPO304077	DROME20862, DROME20861
OG0002722	CAPO300697	DROME16722
OG0002726	CAPO303092	DROME00393, DROME00394
OG0002730	CAPO300185	DROME19249
OG0002739	CAPO303462	DROME11838
OG0002740	CAPO303044	DROME04703
OG0002741	CAPO305001	DROME08059, DROME08060
OG0002743	CAPO305659	DROME02953, DROME02954
OG0002744	CAPO307532	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701
OG0002745	CAPO302960	DROME14711, DROME04487, DROME04488, DROME15945
OG0002746	CAPO301404	DROME16661, DROME21181
OG0002747	CAPO308121	DROME11308, DROME19315, DROME13062
OG0002749	CAPO305516	DROME05439, DROME08834, DROME08494, DROME08495
OG0002750	CAPO305820	DROME07760, DROME07759
OG0002752	CAPO306571	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100
OG0002753	CAPO301419	DROME11184
OG0002755	CAPO303504	DROME17482
OG0002757	CAPO301022	DROME02757
OG0002758	CAPO302892, CAPO307678	DROME08710
OG0002760	CAPO306120	DROME11244, DROME07304
OG0002763	CAPO301217	DROME13568, DROME13567
OG0002764	CAPO300451	DROME00298, DROME00297, DROME00296
OG0002765	CAPO307679	DROME12796
OG0002766	CAPO300475	DROME13857
OG0002767	CAPO302818	DROME05447
OG0002770	CAPO300723	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986
OG0002771	CAPO307480	DROME01521, DROME07621
OG0002772	CAPO301657	DROME18154
OG0002773	CAPO300783	DROME00793, DROME00794, DROME00257
OG0002773	CAPO303160	DROME00258
OG0002776	CAPO300785	DROME04390
OG0002777	CAPO303340	DROME09718
OG0002779	CAPO306710	DROME10992
OG0002780	CAPO306806	DROME00776, DROME00775
OG0002782	CAPO301842	DROME16136
OG0002785	CAPO300520	DROME00137, DROME05688
OG0002787	CAPO307667	DROME19508
OG0002788	CAPO304831	DROME12013, DROME01698
OG0002790	CAPO302263	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506
OG0002799	CAPO301814	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814
OG0002814	CAPO300792	DROME14819
OG0002815	CAPO305247	DROME03122, DROME09886
OG0002816	CAPO300822	DROME16437
OG0002817	CAPO305631	DROME03807
OG0002818	CAPO300344	DROME06002, DROME01992
OG0002821	CAPO300805, CAPO300806	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920
OG0002822	CAPO300505	DROME19658
OG0002824	CAPO304804	DROME05371, DROME05370, DROME05372
OG0002825	CAPO303958	DROME10105, DROME10106
OG0002826	CAPO305161	DROME12304
OG0002827	CAPO302357	DROME04425
OG0002828	CAPO302033	DROME07466, DROME07465, DROME07464, DROME06484, DROME06483, DROME06485
OG0002831	CAPO303454	DROME21764, DROME21763
OG0002833	CAPO302961	DROME08474, DROME08472, DROME08473, DROME08475
OG0002835	CAPO306542	DROME04546
OG0002836	CAPO301463	DROME03263
OG0002837	CAPO304096	DROME16455
OG0002838	CAPO305478	DROME19188
OG0002839	CAPO302420	DROME20539, DROME20540
OG0002841	CAPO302293	DROME06956
OG0002843	CAPO300339	DROME05626
OG0002844	CAPO306381, CAPO305443	DROME01327, DROME00485
