Orthogroup	CAPO3	OWEFU
OG0003770	CAPO300865, CAPO305387	OFUSG20677.1.p1
OG0003771	CAPO300755	OFUSG11060.1.p1
OG0003773	CAPO301706	OFUSG09985.1.p1
OG0003776	CAPO306521	OFUSG09068.1.p1
OG0003778	CAPO302558	OFUSG01438.1.p1
OG0003779	CAPO304919	OFUSG13787.1.p1, OFUSG13787.2.p1
OG0003781	CAPO307368	OFUSG05514.1.p1, OFUSG05514.2.p1
OG0003798	CAPO300229	OFUSG25667.1.p1
OG0003803	CAPO307540	OFUSG06983.1.p1
OG0003806	CAPO304817	OFUSG10861.1.p1
OG0003807	CAPO308021	OFUSG10356.1.p1
OG0003808	CAPO308095	OFUSG17077.1.p1
OG0003809	CAPO306197	OFUSG10992.1.p1
OG0003811	CAPO302863	OFUSG03655.1.p1
OG0003812	CAPO300349	OFUSG21387.1.p1
OG0003813	CAPO305053	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1
OG0003818	CAPO306945	OFUSG03705.1.p1
OG0003820	CAPO302724	OFUSG08762.1.p1
OG0003823	CAPO305304	OFUSG23560.1.p1
OG0003824	CAPO300109	OFUSG05766.1.p1
OG0003826	CAPO303948	OFUSG22650.1.p1
OG0003827	CAPO302156	OFUSG17366.1.p1
OG0003828	CAPO304442	OFUSG05118.1.p1
OG0003829	CAPO304825	OFUSG07448.1.p1
OG0003834	CAPO307203	OFUSG05404.1.p1
OG0003835	CAPO300102	OFUSG13762.1.p1
OG0003836	CAPO301610	OFUSG03236.1.p1
OG0003837	CAPO304430	OFUSG05284.1.p1, OFUSG11129.1.p1
OG0003838	CAPO304061, CAPO304064	OFUSG02211.1.p1
OG0003839	CAPO300238, CAPO301543, CAPO307066	OFUSG14221.1.p1
OG0003840	CAPO300299	OFUSG26167.1.p1
OG0003843	CAPO301582	OFUSG25141.1.p1
OG0003844	CAPO306235	OFUSG19682.1.p1
OG0003845	CAPO302000	OFUSG11473.1.p1
OG0003846	CAPO300905	OFUSG06704.1.p1
OG0003847	CAPO301495	OFUSG24334.1.p1
OG0003847	CAPO300400	OFUSG08415.1.p1
OG0003848	CAPO305229, CAPO305228	OFUSG07600.1.p1
OG0003850	CAPO306458	OFUSG01254.1.p1
OG0003851	CAPO301154	OFUSG13241.1.p1
OG0003852	CAPO302241	OFUSG04274.2.p1, OFUSG04274.1.p1
OG0003853	CAPO308238	OFUSG11282.1.p1
OG0003854	CAPO306385	OFUSG09820.1.p1
OG0003855	CAPO304198	OFUSG13289.1.p1
OG0003856	CAPO308004	OFUSG18199.1.p1
OG0003857	CAPO302185	OFUSG18520.1.p1
OG0003858	CAPO300728	OFUSG11682.1.p1
OG0003859	CAPO306990	OFUSG18306.1.p1
OG0003860	CAPO303899	OFUSG03969.1.p1
OG0003861	CAPO302754	OFUSG01289.1.p1, OFUSG01289.2.p1
OG0003863	CAPO300200	OFUSG06768.1.p1
OG0003864	CAPO300087	OFUSG21533.1.p1, OFUSG21530.1.p1
OG0003865	CAPO304904	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1
OG0003866	CAPO302683	OFUSG01635.2.p1, OFUSG01635.1.p1
OG0003867	CAPO301767	OFUSG26425.1.p1
OG0003868	CAPO306848	OFUSG25488.1.p1
OG0003869	CAPO307094	OFUSG04233.1.p1
OG0003870	CAPO305132	OFUSG26220.1.p1, OFUSG26220.2.p1
OG0003871	CAPO304659, CAPO304658	OFUSG14206.1.p1
OG0003872	CAPO300319	OFUSG00219.1.p1
OG0003873	CAPO305775	OFUSG12835.1.p1
OG0003875	CAPO303382	OFUSG26181.1.p1
OG0003876	CAPO307728	OFUSG23627.1.p1
OG0003878	CAPO308329	OFUSG19403.1.p1
OG0003881	CAPO303685	OFUSG18789.1.p1
OG0003886	CAPO304109	OFUSG04059.1.p1
OG0003887	CAPO307036	OFUSG17832.1.p1
OG0003888	CAPO302764	OFUSG00031.1.p1
OG0003890	CAPO304707	OFUSG25556.1.p1
OG0003892	CAPO307708	OFUSG05645.1.p1
OG0003893	CAPO300022	OFUSG11743.1.p1
OG0003894	CAPO302778	OFUSG07444.1.p1
OG0003897	CAPO303759	OFUSG17722.1.p1
OG0003898	CAPO307893, CAPO307749, CAPO306069	OFUSG14490.1.p1
OG0003899	CAPO300674	OFUSG03698.1.p1
OG0003900	CAPO301714	OFUSG11237.1.p1
OG0003901	CAPO301256	OFUSG13044.1.p1
OG0003903	CAPO305736	OFUSG19115.1.p1
OG0003904	CAPO305947	OFUSG15953.1.p1
OG0003906	CAPO301369	OFUSG09780.1.p1
OG0003907	CAPO306754	OFUSG02430.1.p1
OG0003909	CAPO301220	OFUSG05066.1.p1
OG0003910	CAPO302786	OFUSG00367.1.p1
OG0003911	CAPO305312	OFUSG12915.1.p1
OG0003912	CAPO307896	OFUSG22772.1.p1
OG0003913	CAPO306587	OFUSG16854.1.p1, OFUSG16854.2.p1
OG0003914	CAPO301224	OFUSG03858.1.p1, OFUSG03858.2.p1
OG0003915	CAPO304633	OFUSG24695.1.p1
OG0003917	CAPO306797	OFUSG02661.1.p1, OFUSG02661.2.p1
OG0003920	CAPO301554	OFUSG00473.1.p1
OG0003921	CAPO300430	OFUSG21463.2.p1, OFUSG21463.1.p1
OG0003922	CAPO304241	OFUSG24757.1.p1
OG0003925	CAPO301662	OFUSG16954.1.p1
OG0003926	CAPO303036	OFUSG21486.1.p1
OG0003927	CAPO304671	OFUSG24115.1.p1
OG0003929	CAPO303872	OFUSG20846.1.p1
OG0003930	CAPO301599	OFUSG01262.1.p1
OG0003931	CAPO304399	OFUSG10879.1.p1
OG0003932	CAPO300048, CAPO300047	OFUSG23661.1.p1, OFUSG26009.1.p1
OG0003934	CAPO301204	OFUSG21104.1.p1
OG0003936	CAPO302163	OFUSG05427.1.p1
OG0003938	CAPO305166	OFUSG01428.1.p1
OG0003939	CAPO303853	OFUSG23620.1.p1
OG0003942	CAPO300632	OFUSG01619.1.p1, OFUSG01622.1.p1
OG0003944	CAPO300493	OFUSG25022.1.p1
OG0003945	CAPO300812	OFUSG25387.2.p1, OFUSG25387.1.p1
OG0003946	CAPO303843	OFUSG05456.1.p1
OG0003947	CAPO306325	OFUSG06825.1.p1
OG0003950	CAPO307097	OFUSG18005.1.p1, OFUSG00160.1.p1
OG0003954	CAPO304758	OFUSG21108.1.p1
OG0003955	CAPO304097	OFUSG02744.1.p1
OG0003959	CAPO304028	OFUSG08034.1.p1
OG0003961	CAPO303890	OFUSG13571.1.p1
OG0003965	CAPO302867	OFUSG13482.2.p1, OFUSG13482.1.p1
OG0003966	CAPO301181	OFUSG00814.1.p1
OG0003969	CAPO304197	OFUSG11226.1.p1
OG0003971	CAPO301852	OFUSG09521.1.p1
OG0003972	CAPO308018	OFUSG05144.1.p1
OG0003973	CAPO307513	OFUSG11220.1.p1
OG0003998	CAPO305634	OFUSG22075.1.p1
OG0003999	CAPO306327	OFUSG13249.1.p1, OFUSG26421.1.p1
OG0004000	CAPO302913	OFUSG16319.1.p1, OFUSG16318.1.p1
OG0004002	CAPO305544	OFUSG26830.1.p1
OG0004005	CAPO305860, CAPO302213	OFUSG08227.1.p1
OG0004007	CAPO307105	OFUSG13400.1.p1
OG0004009	CAPO305072	OFUSG18112.1.p1
OG0004010	CAPO303524	OFUSG13189.1.p1
OG0004012	CAPO308011	OFUSG05810.1.p1
OG0004014	CAPO303473	OFUSG16971.1.p1
OG0004015	CAPO305112	OFUSG23645.1.p1, OFUSG23645.2.p1
OG0004016	CAPO303609	OFUSG05700.1.p1, OFUSG09938.1.p1
OG0004017	CAPO308124	OFUSG22331.1.p1
OG0004023	CAPO307204	OFUSG20348.1.p1
OG0004027	CAPO301145	OFUSG16592.1.p1
OG0004031	CAPO306218	OFUSG21709.1.p1
OG0004032	CAPO300291	OFUSG24694.1.p1
OG0004033	CAPO304862	OFUSG12090.1.p1
OG0004035	CAPO301995	OFUSG04760.1.p1
OG0004037	CAPO306482	OFUSG14252.1.p1, OFUSG14252.2.p1
OG0004038	CAPO307927	OFUSG23417.1.p1
OG0004041	CAPO306646	OFUSG11618.1.p1
OG0004042	CAPO302696	OFUSG09669.1.p1
OG0004044	CAPO300275	OFUSG00446.1.p1
OG0004047	CAPO304083	OFUSG18610.1.p1
OG0004048	CAPO304654	OFUSG19554.1.p1
OG0004050	CAPO308116	OFUSG06161.1.p1
OG0004053	CAPO301919	OFUSG09713.1.p1
OG0004054	CAPO308277	OFUSG25074.1.p1
OG0004058	CAPO301904	OFUSG09035.2.p1, OFUSG09035.1.p1
OG0004059	CAPO301877	OFUSG25150.1.p1
OG0004064	CAPO304453	OFUSG24453.1.p1, OFUSG24453.2.p1
OG0004065	CAPO304029	OFUSG16929.1.p1
OG0004067	CAPO301812	OFUSG11070.1.p1
OG0004068	CAPO301030	OFUSG00723.1.p1
OG0004069	CAPO307785	OFUSG24301.1.p1
OG0004070	CAPO302894	OFUSG10593.1.p1
OG0004071	CAPO306388	OFUSG25471.1.p1
OG0004072	CAPO305194	OFUSG16756.1.p1
OG0004075	CAPO308024	OFUSG10667.1.p1
OG0004076	CAPO307967	OFUSG17470.1.p1, OFUSG17470.2.p1
OG0004079	CAPO300687	OFUSG02739.1.p1
OG0004080	CAPO305236	OFUSG04397.1.p1
OG0004081	CAPO301069	OFUSG14219.1.p1
OG0004082	CAPO305460	OFUSG16877.1.p1
OG0004083	CAPO304047	OFUSG12099.1.p1
OG0004084	CAPO300193	OFUSG13172.1.p1
OG0004085	CAPO307782	OFUSG24648.1.p1
OG0004090	CAPO304280	OFUSG16668.1.p1
OG0004091	CAPO307795	OFUSG17304.1.p1
OG0004092	CAPO301516	OFUSG16191.1.p1
OG0004093	CAPO303612	OFUSG06671.1.p1, OFUSG06669.1.p1
OG0004094	CAPO306112	OFUSG07270.1.p1
OG0004095	CAPO302216	OFUSG07584.1.p1
OG0004096	CAPO306070	OFUSG25572.1.p1
OG0004097	CAPO300790	OFUSG00034.1.p1
OG0004099	CAPO306437	OFUSG10944.1.p1
OG0004100	CAPO306356	OFUSG19371.2.p1, OFUSG19371.1.p1
OG0004101	CAPO303749, CAPO302702	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1
OG0004104	CAPO303684	OFUSG24702.1.p1
OG0004105	CAPO308098	OFUSG23643.2.p1, OFUSG23643.1.p1
OG0004106	CAPO303386	OFUSG26433.1.p1
OG0004108	CAPO307282	OFUSG21004.1.p1
OG0004110	CAPO300855	OFUSG08891.1.p1
OG0004112	CAPO304610	OFUSG17318.2.p1, OFUSG17318.1.p1, OFUSG09769.1.p1
OG0004113	CAPO305835	OFUSG18704.1.p1
OG0004114	CAPO301854	OFUSG21821.1.p1
OG0004115	CAPO306386	OFUSG12847.1.p1
OG0004116	CAPO303186	OFUSG09323.1.p1
OG0004119	CAPO303741	OFUSG20234.1.p1
OG0004120	CAPO303757	OFUSG10176.1.p1, OFUSG10176.2.p1
OG0004123	CAPO304624	OFUSG21171.1.p1, OFUSG21171.2.p1
OG0004124	CAPO302738	OFUSG17737.1.p1
OG0004125	CAPO304359	OFUSG04663.1.p1
OG0004130	CAPO307075	OFUSG08210.1.p1, OFUSG00974.1.p1
OG0004131	CAPO301925	OFUSG23809.1.p1, OFUSG23809.2.p1
OG0004133	CAPO305598	OFUSG14516.1.p1
OG0004134	CAPO304433	OFUSG06800.1.p1
OG0004136	CAPO307338	OFUSG26327.1.p1
OG0004140	CAPO307995	OFUSG00701.1.p1
OG0004142	CAPO300440	OFUSG19191.1.p1
OG0004144	CAPO302917	OFUSG24310.1.p1
OG0004148	CAPO301152	OFUSG24269.1.p1
OG0004150	CAPO303497	OFUSG04655.1.p1
OG0004151	CAPO307015	OFUSG20857.1.p1
OG0004153	CAPO305022	OFUSG10672.1.p1
OG0004154	CAPO308154	OFUSG17126.2.p1, OFUSG17126.1.p1
OG0004156	CAPO307556	OFUSG05939.1.p1
OG0004158	CAPO302219	OFUSG04504.1.p1
OG0004160	CAPO302118	OFUSG23353.1.p1
OG0004164	CAPO306879	OFUSG17859.1.p1
OG0004166	CAPO300703	OFUSG05575.1.p1
OG0004167	CAPO305574	OFUSG11703.1.p1
OG0004168	CAPO303881	OFUSG15102.1.p1
OG0004169	CAPO302967	OFUSG10640.1.p1
OG0004170	CAPO305320	OFUSG08006.1.p1
OG0004171	CAPO305810	OFUSG07032.1.p1, OFUSG07032.2.p1
OG0004176	CAPO304072	OFUSG02603.1.p1
OG0004179	CAPO304392	OFUSG11027.2.p1, OFUSG11027.1.p1
OG0004181	CAPO304353	OFUSG03257.1.p1
OG0004182	CAPO305817	OFUSG01145.1.p1, OFUSG01146.2.p1, OFUSG01146.1.p1
OG0004183	CAPO301817	OFUSG25418.1.p1
OG0004184	CAPO302251	OFUSG12556.1.p1
OG0004186	CAPO307615	OFUSG11737.1.p1
OG0004187	CAPO301572	OFUSG20862.1.p1
OG0004188	CAPO308209	OFUSG25107.1.p1
OG0004194	CAPO301460, CAPO301973	OFUSG09328.1.p1, OFUSG09329.1.p1, OFUSG05309.1.p1
OG0004198	CAPO302636	OFUSG15844.1.p1
OG0004215	CAPO307025	OFUSG15336.1.p1, OFUSG23687.1.p1
OG0004216	CAPO304745	OFUSG23107.1.p1
OG0004217	CAPO300553	OFUSG02696.2.p1, OFUSG02696.1.p1
OG0004219	CAPO302642	OFUSG04405.1.p1
OG0004222	CAPO307934	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1
OG0004223	CAPO308310	OFUSG17090.1.p1, OFUSG17090.2.p1
OG0004226	CAPO301388	OFUSG15931.1.p1
OG0004227	CAPO302252	OFUSG13655.1.p1
OG0004228	CAPO303492	OFUSG23701.1.p1
OG0004230	CAPO305821	OFUSG08871.1.p1
OG0004231	CAPO300312	OFUSG09197.1.p1
OG0004232	CAPO301443	OFUSG19109.1.p1
OG0004235	CAPO306795	OFUSG17809.1.p1
OG0004236	CAPO301760	OFUSG12590.1.p1
OG0004237	CAPO301645	OFUSG02738.1.p1
OG0004239	CAPO304082	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1, OFUSG26090.1.p1
OG0004240	CAPO301736	OFUSG11405.2.p1, OFUSG11405.1.p1
OG0004241	CAPO304693	OFUSG14483.1.p1
OG0004243	CAPO302349	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1
OG0004245	CAPO301120	OFUSG19143.1.p1, OFUSG19143.2.p1
OG0004246	CAPO307710	OFUSG26279.1.p1
OG0004247	CAPO306324	OFUSG08927.1.p1
OG0004248	CAPO306807	OFUSG13174.1.p1
OG0004249	CAPO302316	OFUSG02524.1.p1
OG0004250	CAPO305518	OFUSG12266.1.p1
OG0004252	CAPO305536	OFUSG24821.1.p1
OG0004254	CAPO304883	OFUSG10303.1.p1
OG0004257	CAPO305171	OFUSG22307.1.p1
OG0004258	CAPO301342	OFUSG03080.1.p1
OG0004259	CAPO301048	OFUSG20013.1.p1
OG0004261	CAPO305950	OFUSG20642.1.p1
OG0004263	CAPO304844	OFUSG04157.2.p1, OFUSG04157.1.p1
OG0004269	CAPO308233	OFUSG06518.1.p1
OG0004270	CAPO303791	OFUSG09567.1.p1
OG0004271	CAPO303178	OFUSG19458.1.p1
OG0004272	CAPO303743	OFUSG19656.1.p1
OG0004278	CAPO303739	OFUSG19618.1.p1
OG0004280	CAPO302169	OFUSG08248.1.p1
OG0004282	CAPO306035	OFUSG23553.1.p1
OG0004283	CAPO301216	OFUSG02236.1.p1
OG0004284	CAPO303039	OFUSG19168.1.p1, OFUSG19166.1.p1
OG0004285	CAPO306621	OFUSG06639.1.p1, OFUSG06639.2.p1
OG0004286	CAPO300246	OFUSG08115.1.p1
OG0004287	CAPO305534	OFUSG12510.1.p1
OG0004288	CAPO302203	OFUSG23204.1.p1
OG0004289	CAPO307509	OFUSG11522.1.p1
OG0004291	CAPO306696	OFUSG11291.1.p1, OFUSG11293.1.p1
OG0004292	CAPO301407	OFUSG12754.1.p1
OG0004295	CAPO300437	OFUSG13465.2.p1, OFUSG13465.1.p1
OG0004296	CAPO307058	OFUSG10157.1.p1
OG0004297	CAPO306140	OFUSG26602.2.p1, OFUSG26602.1.p1
OG0004299	CAPO307863	OFUSG03171.1.p1
OG0004300	CAPO308218	OFUSG06251.1.p1
OG0004301	CAPO305855	OFUSG15532.1.p1
OG0004302	CAPO307149	OFUSG14824.1.p1
OG0004303	CAPO306261	OFUSG14746.1.p1
OG0004304	CAPO307407	OFUSG19501.1.p1
OG0004305	CAPO306704	OFUSG21306.1.p1
OG0004307	CAPO306787	OFUSG10009.1.p1
OG0004308	CAPO302385	OFUSG00660.1.p1
OG0004309	CAPO304021	OFUSG10951.1.p1
OG0004310	CAPO306903	OFUSG24234.1.p1
OG0004312	CAPO306752	OFUSG20320.1.p1
OG0004314	CAPO301283	OFUSG07970.1.p1
OG0004315	CAPO307076	OFUSG19262.1.p1
OG0004316	CAPO300656	OFUSG25561.1.p1
OG0004319	CAPO308294	OFUSG01252.1.p1
OG0004320	CAPO300174	OFUSG14079.1.p1, OFUSG18185.1.p1
OG0004321	CAPO306639	OFUSG09959.1.p1, OFUSG09959.3.p1, OFUSG09959.2.p1
OG0004322	CAPO307895	OFUSG21097.1.p1
OG0004323	CAPO307483	OFUSG01104.1.p1
OG0004324	CAPO300240	OFUSG23537.1.p1
OG0004328	CAPO305261	OFUSG21216.1.p1
OG0004329	CAPO302035	OFUSG06444.1.p1
OG0004330	CAPO305393	OFUSG21944.1.p1, OFUSG21944.2.p1
OG0004331	CAPO305384	OFUSG12334.1.p1
OG0004333	CAPO303439	OFUSG13517.2.p1, OFUSG13517.1.p1
OG0004335	CAPO302791	OFUSG03846.1.p1
OG0004337	CAPO300958	OFUSG19298.1.p1
OG0004338	CAPO300828	OFUSG03491.1.p1
OG0004344	CAPO307152	OFUSG12551.1.p1
OG0004345	CAPO306847	OFUSG26912.1.p1, OFUSG22749.1.p1
OG0004347	CAPO307703	OFUSG15122.1.p1
OG0004348	CAPO306158	OFUSG01419.1.p1
OG0004349	CAPO308184	OFUSG06694.1.p1
OG0004350	CAPO300994	OFUSG00516.1.p1
OG0004351	CAPO307239	OFUSG16980.1.p1
OG0004352	CAPO300873	OFUSG12778.1.p1
OG0004353	CAPO306055, CAPO306087	OFUSG21237.1.p1
OG0004354	CAPO307581	OFUSG09569.1.p1
OG0004355	CAPO303478	OFUSG13727.1.p1
OG0004356	CAPO300159	OFUSG07938.1.p1
OG0004357	CAPO303880	OFUSG17647.1.p1
OG0004358	CAPO301323	OFUSG05940.1.p1
OG0004359	CAPO305703	OFUSG19521.1.p1
OG0004360	CAPO301752	OFUSG16040.1.p1
OG0004361	CAPO308302	OFUSG08301.1.p1, OFUSG08299.1.p1
OG0004363	CAPO304580	OFUSG00806.1.p1
OG0004364	CAPO305213	OFUSG12581.1.p1
OG0004365	CAPO305948	OFUSG04532.1.p1
OG0004368	CAPO306084	OFUSG07493.1.p1
OG0004369	CAPO305592	OFUSG08176.1.p1
OG0004370	CAPO302143	OFUSG09597.1.p1
OG0004372	CAPO304892	OFUSG17293.1.p1
OG0004373	CAPO308311	OFUSG21375.1.p1
OG0004374	CAPO306983	OFUSG23996.1.p1
OG0004375	CAPO305927	OFUSG12091.1.p1
OG0004376	CAPO303203	OFUSG15296.1.p1
OG0004377	CAPO303614	OFUSG04513.1.p1
OG0004378	CAPO303140	OFUSG15382.1.p1
OG0004379	CAPO300162	OFUSG08124.1.p1
OG0004380	CAPO307847	OFUSG07867.1.p1
OG0004381	CAPO300684	OFUSG20032.1.p1
OG0004382	CAPO308307	OFUSG21856.1.p1
OG0004383	CAPO301688	OFUSG11903.1.p1
OG0004385	CAPO306534	OFUSG25602.1.p1, OFUSG25604.1.p1
OG0004388	CAPO303742	OFUSG15853.1.p1
OG0004389	CAPO302416	OFUSG17299.1.p1
OG0004390	CAPO300046	OFUSG26694.1.p1
OG0004391	CAPO305468	OFUSG18030.1.p1
OG0004392	CAPO303282	OFUSG17805.1.p1
OG0004394	CAPO305886	OFUSG03035.2.p1, OFUSG03035.1.p1
OG0004396	CAPO300955	OFUSG21440.1.p1
OG0004398	CAPO307605	OFUSG15408.2.p1, OFUSG15408.1.p1, OFUSG15408.3.p1
OG0004399	CAPO301536	OFUSG18895.1.p1, OFUSG18895.2.p1
OG0004400	CAPO304368, CAPO302395	OFUSG13116.1.p1
OG0004401	CAPO307684	OFUSG17102.1.p1
OG0004404	CAPO300907	OFUSG13040.1.p1
OG0004405	CAPO302866	OFUSG10510.1.p1
OG0004406	CAPO305558	OFUSG11750.1.p1
OG0004413	CAPO301518	OFUSG19215.1.p1
OG0004417	CAPO302119	OFUSG21036.1.p1
OG0004418	CAPO305208	OFUSG21318.1.p1, OFUSG08241.1.p1
OG0004421	CAPO303320	OFUSG09765.1.p1
OG0004423	CAPO306935	OFUSG12675.1.p1
OG0004425	CAPO302090	OFUSG04544.1.p1
OG0004426	CAPO301784	OFUSG14933.1.p1
OG0004459	CAPO300459	OFUSG05552.1.p1, OFUSG05552.2.p1
OG0004460	CAPO307206	OFUSG04747.1.p1
OG0004461	CAPO305355	OFUSG07105.1.p1
OG0004462	CAPO302893	OFUSG14517.1.p1
OG0004465	CAPO303487	OFUSG21289.1.p1
OG0004467	CAPO307496	OFUSG24126.1.p1
OG0004468	CAPO307854	OFUSG15364.1.p1
OG0004472	CAPO303803	OFUSG19542.1.p1
OG0004474	CAPO300829	OFUSG23245.2.p1, OFUSG23245.3.p1, OFUSG23245.1.p1
OG0004476	CAPO307856	OFUSG03473.1.p1
OG0004479	CAPO303963	OFUSG05226.1.p1
OG0004481	CAPO306702	OFUSG09639.1.p1
OG0004483	CAPO303122	OFUSG17696.1.p1
OG0004484	CAPO302152	OFUSG23258.1.p1
OG0004486	CAPO307639	OFUSG20259.1.p1
OG0004488	CAPO301849	OFUSG08603.1.p1
OG0004489	CAPO305447	OFUSG19255.1.p1
OG0004492	CAPO307196	OFUSG22257.1.p1
OG0004494	CAPO306570	OFUSG10248.1.p1
OG0004495	CAPO306359	OFUSG08418.1.p1
OG0004496	CAPO303733	OFUSG07230.1.p1
OG0004497	CAPO307202	OFUSG20901.1.p1, OFUSG20901.2.p1
OG0004498	CAPO305224	OFUSG20779.1.p1
OG0004500	CAPO301850	OFUSG17190.1.p1
OG0004501	CAPO301840	OFUSG00301.1.p1
OG0004502	CAPO301779, CAPO300429	OFUSG09554.1.p1, OFUSG25788.1.p1
OG0004503	CAPO300332	OFUSG03545.1.p1
OG0004506	CAPO305016	OFUSG10629.1.p1
OG0004507	CAPO301894	OFUSG09055.1.p1
OG0004508	CAPO301654	OFUSG08408.1.p1
OG0004509	CAPO300500	OFUSG04151.1.p1
OG0004511	CAPO303457	OFUSG08755.1.p1
OG0004512	CAPO302842	OFUSG12443.1.p2, OFUSG12440.1.p1
OG0004513	CAPO303104	OFUSG26259.1.p1
OG0004515	CAPO305182	OFUSG06070.1.p1
OG0004516	CAPO306036, CAPO307859	OFUSG22450.1.p1
OG0004517	CAPO305332	OFUSG09941.1.p1, OFUSG09941.2.p1
OG0004518	CAPO306412	OFUSG26235.1.p1
OG0004519	CAPO307914	OFUSG19459.1.p1, OFUSG19459.2.p1
OG0004520	CAPO300090	OFUSG14215.1.p1
OG0004521	CAPO306692	OFUSG07989.1.p1
OG0004523	CAPO304989	OFUSG09566.1.p1
OG0004525	CAPO303518	OFUSG21962.1.p1
OG0004526	CAPO302498	OFUSG25412.1.p1
OG0004527	CAPO302077	OFUSG00322.1.p1
OG0004529	CAPO306628	OFUSG13290.1.p1
OG0004530	CAPO304739	OFUSG03014.1.p1
OG0004531	CAPO302345, CAPO307115	OFUSG03844.2.p1, OFUSG03844.1.p1, OFUSG12734.2.p1, OFUSG12734.1.p1
OG0004532	CAPO300005	OFUSG17819.1.p1
OG0004533	CAPO306022	OFUSG16086.1.p1
OG0004535	CAPO307124	OFUSG11409.1.p1
OG0004537	CAPO306837	OFUSG19069.1.p1
OG0004540	CAPO307351	OFUSG16071.1.p1
OG0004542	CAPO306706	OFUSG25591.2.p1, OFUSG25591.1.p1
OG0004544	CAPO306563	OFUSG06245.1.p1, OFUSG05691.1.p1
OG0004545	CAPO307212	OFUSG23646.1.p1, OFUSG23649.1.p1
OG0004546	CAPO306808	OFUSG26604.1.p1
OG0004547	CAPO304852	OFUSG06133.1.p1
OG0004548	CAPO305113	OFUSG08416.1.p1
OG0004551	CAPO301498	OFUSG16195.1.p1, OFUSG16195.2.p1
OG0004552	CAPO301361, CAPO306759	OFUSG13863.1.p1, OFUSG24698.1.p1
OG0004553	CAPO302768	OFUSG01337.2.p1, OFUSG01337.1.p1, OFUSG01337.3.p1, OFUSG01337.4.p1
OG0004554	CAPO300747	OFUSG07017.1.p1
OG0004555	CAPO301994	OFUSG20338.1.p1
OG0004556	CAPO305616	OFUSG24005.2.p1, OFUSG24005.1.p1
OG0004558	CAPO307355	OFUSG26445.1.p1
OG0004559	CAPO303756	OFUSG09948.1.p1
OG0004561	CAPO304794	OFUSG24869.1.p1
OG0004563	CAPO303030	OFUSG01035.1.p1
OG0004564	CAPO301873	OFUSG11372.1.p1
OG0004565	CAPO303409	OFUSG25212.1.p1, OFUSG25214.1.p1
OG0004566	CAPO302081	OFUSG17189.1.p1
OG0004569	CAPO303601	OFUSG15462.1.p1
OG0004572	CAPO302719	OFUSG20446.1.p1
OG0004573	CAPO305859	OFUSG14867.1.p1
OG0004574	CAPO300276	OFUSG01611.1.p1
OG0004577	CAPO307905	OFUSG05229.1.p1
OG0004578	CAPO307713	OFUSG08031.1.p1
OG0004579	CAPO308171	OFUSG19362.1.p1
OG0004581	CAPO305629	OFUSG26863.1.p1, OFUSG26863.2.p1
OG0004582	CAPO304857	OFUSG21277.1.p1
OG0004583	CAPO301319	OFUSG12908.1.p1
OG0004585	CAPO307959	OFUSG20357.1.p1
OG0004587	CAPO303576	OFUSG02164.1.p1
OG0004588	CAPO307046	OFUSG22313.1.p1
OG0004590	CAPO307910	OFUSG14930.2.p1, OFUSG14930.1.p1
OG0004592	CAPO307767	OFUSG21433.1.p1
OG0004593	CAPO306311	OFUSG04892.1.p1
OG0004595	CAPO305901	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1
OG0004596	CAPO300672	OFUSG07539.1.p1
OG0004599	CAPO306185	OFUSG26506.1.p1
OG0004600	CAPO306391	OFUSG14651.1.p1
OG0004601	CAPO300529	OFUSG25669.1.p1
OG0004602	CAPO307709	OFUSG18345.1.p1
OG0004605	CAPO303013	OFUSG10056.1.p1
OG0004609	CAPO305274	OFUSG07084.1.p1
OG0004610	CAPO308217	OFUSG09759.1.p1
OG0004611	CAPO305879, CAPO305850	OFUSG13143.1.p1
OG0004612	CAPO307176	OFUSG16853.2.p1, OFUSG16853.1.p1
OG0004616	CAPO302661, CAPO307774	OFUSG03912.1.p1
OG0004619	CAPO306976	OFUSG16672.1.p1
OG0004621	CAPO301592	OFUSG19375.1.p1, OFUSG19375.2.p1
OG0004626	CAPO304074	OFUSG20569.1.p1
OG0004627	CAPO302578	OFUSG14785.1.p1, OFUSG14785.2.p1
OG0004628	CAPO300844	OFUSG17226.1.p1
OG0004629	CAPO300874	OFUSG14690.1.p1
OG0004630	CAPO300032	OFUSG20291.1.p1, OFUSG20291.2.p1
OG0004633	CAPO306431	OFUSG13692.1.p1
OG0004634	CAPO306443	OFUSG13542.1.p1
OG0004635	CAPO305826	OFUSG19569.1.p1
OG0004638	CAPO300328	OFUSG08345.2.p1, OFUSG08345.1.p1
OG0004639	CAPO304960	OFUSG25724.1.p1
OG0004640	CAPO305391	OFUSG16860.1.p1
