Orthogroup	CAPO3	STRPU_ok
OG0003887	CAPO307036	STRPU_04757
OG0003888	CAPO302764	STRPU_17913
OG0003890	CAPO304707	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233
OG0003892	CAPO307708	STRPU_01952, STRPU_22793
OG0003893	CAPO300022	STRPU_20997, STRPU_20996
OG0003894	CAPO302778	STRPU_20332
OG0003897	CAPO303759	STRPU_10680, STRPU_00559
OG0003898	CAPO307893, CAPO307749, CAPO306069	STRPU_06593
OG0003899	CAPO300674	STRPU_24703, STRPU_24689
OG0003900	CAPO301714	STRPU_20822
OG0003901	CAPO301256	STRPU_03089, STRPU_03088
OG0003903	CAPO305736	STRPU_09773, STRPU_09730
OG0003904	CAPO305947	STRPU_23136
OG0003906	CAPO301369	STRPU_26939
OG0003908	CAPO308216	STRPU_23887
OG0003909	CAPO301220	STRPU_26189
OG0003910	CAPO302786	STRPU_16982
OG0003911	CAPO305312	STRPU_24667
OG0003912	CAPO307896	STRPU_26148
OG0003913	CAPO306587	STRPU_18325, STRPU_01122
OG0003914	CAPO301224	STRPU_23090
OG0003915	CAPO304633	STRPU_06949
OG0003917	CAPO306797	STRPU_04930
OG0003920	CAPO301554	STRPU_17479
OG0003921	CAPO300430	STRPU_24499
OG0003922	CAPO304241	STRPU_13161, STRPU_13140
OG0003924	CAPO302790	STRPU_22928, STRPU_22927
OG0003925	CAPO301662	STRPU_11004, STRPU_00344
OG0003926	CAPO303036	STRPU_10755
OG0003927	CAPO304671	STRPU_14530
OG0003929	CAPO303872	STRPU_25575
OG0003930	CAPO301599	STRPU_11790
OG0003931	CAPO304399	STRPU_08493
OG0003932	CAPO300048, CAPO300047	STRPU_13334, STRPU_15755
OG0003934	CAPO301204	STRPU_24564
OG0003936	CAPO302163	STRPU_26066
OG0003938	CAPO305166	STRPU_17909
OG0003939	CAPO303853	STRPU_18436, STRPU_18437, STRPU_18479
OG0003942	CAPO300632	STRPU_10724
OG0003944	CAPO300493	STRPU_26716
OG0003945	CAPO300812	STRPU_12909
OG0003946	CAPO303843	STRPU_09832
OG0003947	CAPO306325	STRPU_09926
OG0003950	CAPO307097	STRPU_12188
OG0003954	CAPO304758	STRPU_07256, STRPU_07231
OG0003955	CAPO304097	STRPU_05331
OG0003959	CAPO304028	STRPU_20127
OG0003961	CAPO303890	STRPU_24706
OG0003965	CAPO302867	STRPU_01083, STRPU_24217
OG0003966	CAPO301181	STRPU_17582, STRPU_17569
OG0003969	CAPO304197	STRPU_21355
OG0003971	CAPO301852	STRPU_03433
OG0003972	CAPO308018	STRPU_25335
OG0003973	CAPO307513	STRPU_21229, STRPU_21231
OG0003998	CAPO305634	STRPU_20556
OG0003999	CAPO306327	STRPU_01968, STRPU_22810
OG0004000	CAPO302913	STRPU_24949
OG0004002	CAPO305544	STRPU_21325
OG0004005	CAPO302213	STRPU_16657, STRPU_16683
OG0004007	CAPO307105	STRPU_19148
OG0004009	CAPO305072	STRPU_04637, STRPU_04668
OG0004010	CAPO303524	STRPU_18499
OG0004012	CAPO308011	STRPU_09870
OG0004014	CAPO303473	STRPU_01097, STRPU_24202
OG0004015	CAPO305112	STRPU_18380
OG0004016	CAPO303609	STRPU_16841
OG0004017	CAPO308124	STRPU_14536
OG0004023	CAPO307204	STRPU_25909
OG0004027	CAPO301145	STRPU_13511
OG0004031	CAPO306218	STRPU_21388
OG0004032	CAPO300291	STRPU_06807
OG0004033	CAPO304862	STRPU_21510
OG0004035	CAPO301995	STRPU_25661
OG0004037	CAPO306482	STRPU_06495
OG0004038	CAPO307927	STRPU_06801
OG0004041	CAPO306646	STRPU_21042
OG0004042	CAPO302696	STRPU_16694, STRPU_16667
OG0004044	CAPO300275	STRPU_24535
OG0004047	CAPO304083	STRPU_08496
OG0004048	CAPO304654	STRPU_10205
OG0004050	CAPO308116	STRPU_22597
OG0004053	CAPO301919	STRPU_26759, STRPU_26744
OG0004054	CAPO308277	STRPU_20700
OG0004056	CAPO306031	STRPU_23719
OG0004058	CAPO301904	STRPU_26518
OG0004059	CAPO301877	STRPU_21348
OG0004063	CAPO300628	STRPU_17709
OG0004064	CAPO304453	STRPU_24939
OG0004065	CAPO304029	STRPU_11423
OG0004067	CAPO301812	STRPU_06102
OG0004068	CAPO301030	STRPU_17877
OG0004069	CAPO307785	STRPU_23907
OG0004070	CAPO302894	STRPU_08271
OG0004071	CAPO306388	STRPU_20340
OG0004072	CAPO305194	STRPU_14126, STRPU_14112
OG0004075	CAPO308024	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420
OG0004076	CAPO307967	STRPU_00594, STRPU_07563
OG0004079	CAPO300687	STRPU_05743
OG0004080	CAPO305236	STRPU_13277
OG0004081	CAPO301069	STRPU_06127
OG0004082	CAPO305460	STRPU_24384
OG0004083	CAPO304047	STRPU_21744, STRPU_21680
OG0004084	CAPO300193	STRPU_18900, STRPU_07666, STRPU_18901
OG0004085	CAPO307782	STRPU_06109
OG0004090	CAPO304280	STRPU_24163
OG0004091	CAPO307795	STRPU_19319
OG0004092	CAPO301516	STRPU_13303
OG0004093	CAPO303612	STRPU_09708, STRPU_09752
OG0004094	CAPO306112	STRPU_20262
OG0004095	CAPO302216	STRPU_12681, STRPU_12680
OG0004096	CAPO306070	STRPU_20338
OG0004097	CAPO300790	STRPU_11558
OG0004099	CAPO306437	STRPU_08317
OG0004100	CAPO306356	STRPU_23805
OG0004101	CAPO303749, CAPO302702	STRPU_24073
OG0004103	CAPO306700	STRPU_24486, STRPU_24316
OG0004104	CAPO303684	STRPU_26985
OG0004105	CAPO308098	STRPU_24009
OG0004106	CAPO303386	STRPU_11447
OG0004108	CAPO307282	STRPU_08375, STRPU_08376
OG0004110	CAPO300855	STRPU_02810
OG0004112	CAPO304610	STRPU_27382, STRPU_27383
OG0004113	CAPO305835	STRPU_23577
OG0004114	CAPO301854	STRPU_20826
OG0004115	CAPO306386	STRPU_00175, STRPU_10848, STRPU_10829
OG0004116	CAPO303186	STRPU_03821, STRPU_03835
OG0004118	CAPO306139	STRPU_01975, STRPU_22816
OG0004119	CAPO303741	STRPU_25283
OG0004120	CAPO303757	STRPU_04036
OG0004123	CAPO304624	STRPU_24495
OG0004124	CAPO302738	STRPU_07572
OG0004125	CAPO304359	STRPU_08132
OG0004127	CAPO306895	STRPU_00575, STRPU_07543
OG0004130	CAPO307075	STRPU_16002
OG0004131	CAPO301925	STRPU_14462, STRPU_14463
OG0004133	CAPO305598	STRPU_07007
OG0004134	CAPO304433	STRPU_10399
OG0004136	CAPO307338	STRPU_18932
OG0004140	CAPO307995	STRPU_25703, STRPU_25684
OG0004142	CAPO300440	STRPU_22286
OG0004144	CAPO302917	STRPU_13998
OG0004148	CAPO301152	STRPU_13669, STRPU_02401
OG0004150	CAPO303497	STRPU_17897
OG0004151	CAPO307015	STRPU_25469
OG0004153	CAPO305022	STRPU_04733, STRPU_04726
OG0004154	CAPO308154	STRPU_23784
OG0004156	CAPO307556	STRPU_23130
OG0004158	CAPO302219	STRPU_24023, STRPU_02639
OG0004160	CAPO302118	STRPU_19074
OG0004164	CAPO306879	STRPU_04686
OG0004166	CAPO300703	STRPU_09733, STRPU_09689
OG0004167	CAPO305574	STRPU_21156, STRPU_21164
OG0004168	CAPO303881	STRPU_14329
OG0004169	CAPO302967	STRPU_08900, STRPU_00919
OG0004170	CAPO305320	STRPU_12942, STRPU_12955
OG0004171	CAPO305810	STRPU_16148
OG0004174	CAPO303644	STRPU_18461, STRPU_18420
OG0004176	CAPO304072	STRPU_05147, STRPU_05071
OG0004179	CAPO304392	STRPU_08384
OG0004181	CAPO304353	STRPU_05420, STRPU_05421
OG0004182	CAPO305817	STRPU_17424
OG0004183	CAPO301817	STRPU_20295
OG0004184	CAPO302251	STRPU_08996
OG0004186	CAPO307615	STRPU_21395
OG0004187	CAPO301572	STRPU_26055
OG0004188	CAPO308209	STRPU_16239, STRPU_16200, STRPU_10934
OG0004198	CAPO302636	STRPU_22505
OG0004215	CAPO307025	STRPU_14765, STRPU_02559
OG0004216	CAPO304745	STRPU_26208
OG0004217	CAPO300553	STRPU_04965
OG0004219	CAPO302642	STRPU_24948
OG0004222	CAPO307934	STRPU_21148
OG0004223	CAPO308310	STRPU_24406
OG0004226	CAPO301388	STRPU_13717
OG0004227	CAPO302252	STRPU_11362
OG0004228	CAPO303492	STRPU_12983
OG0004230	CAPO305821	STRPU_03309
OG0004231	CAPO300312	STRPU_26733
OG0004232	CAPO301443	STRPU_10212
OG0004235	CAPO306795	STRPU_02171, STRPU_09204, STRPU_02170, STRPU_09201, STRPU_02169, STRPU_09197, STRPU_09202
OG0004236	CAPO301760	STRPU_20693
OG0004237	CAPO301645	STRPU_05856
OG0004239	CAPO304082	STRPU_20308
OG0004240	CAPO301736, CAPO306948	STRPU_20696
OG0004241	CAPO304693	STRPU_06100
OG0004243	CAPO302349	STRPU_25021
OG0004245	CAPO301120	STRPU_09672
OG0004246	CAPO307710	STRPU_22152
OG0004247	CAPO306324	STRPU_03726
OG0004248	CAPO306807	STRPU_11280, STRPU_11242, STRPU_11281
OG0004249	CAPO302316	STRPU_05688
OG0004250	CAPO305518	STRPU_20579
OG0004252	CAPO305536	STRPU_06470, STRPU_06473
OG0004254	CAPO304883	STRPU_04154
OG0004257	CAPO305171	STRPU_15432
OG0004258	CAPO301342	STRPU_05921
OG0004259	CAPO301048	STRPU_27359
OG0004261	CAPO305950	STRPU_25985
OG0004263	CAPO304844	STRPU_13850
OG0004269	CAPO308233	STRPU_09465, STRPU_09466
OG0004270	CAPO303791	STRPU_27064
OG0004271	CAPO303178	STRPU_21998
OG0004272	CAPO303743	STRPU_26435
OG0004278	CAPO303739	STRPU_26571
OG0004280	CAPO302169	STRPU_16617
OG0004282	CAPO306035	STRPU_24365
OG0004283	CAPO301216	STRPU_05367
OG0004284	CAPO303039	STRPU_10181
OG0004285	CAPO306621	STRPU_09806
OG0004286	CAPO300246	STRPU_16779, STRPU_01753, STRPU_16776, STRPU_16778
OG0004287	CAPO305534	STRPU_20550
OG0004288	CAPO302203	STRPU_25897
OG0004289	CAPO307509	STRPU_20972
OG0004291	CAPO306696	STRPU_21078
OG0004292	CAPO301407	STRPU_18201
OG0004295	CAPO300437	STRPU_18784
OG0004296	CAPO307058	STRPU_04115
OG0004297	CAPO306140	STRPU_20036
OG0004299	CAPO307863	STRPU_05475
OG0004300	CAPO308218	STRPU_21999
OG0004301	CAPO305855	STRPU_02519, STRPU_15137
OG0004302	CAPO307149	STRPU_14723
OG0004303	CAPO306261	STRPU_06629
OG0004304	CAPO307407	STRPU_10222
OG0004305	CAPO306704	STRPU_10897, STRPU_10895
OG0004307	CAPO306787	STRPU_08356
OG0004308	CAPO302385	STRPU_17528
OG0004309	CAPO304021	STRPU_11289
OG0004310	CAPO306903	STRPU_22930
OG0004312	CAPO306752	STRPU_26183
OG0004314	CAPO301283	STRPU_19410
OG0004315	CAPO307076	STRPU_09779
OG0004316	CAPO300656	STRPU_16713
OG0004319	CAPO308294	STRPU_11528
OG0004320	CAPO300174	STRPU_06054
OG0004321	CAPO306639	STRPU_04553
OG0004322	CAPO307895	STRPU_07127
OG0004323	CAPO307483	STRPU_17059, STRPU_17055, STRPU_17053, STRPU_17057
OG0004324	CAPO300240	STRPU_24904
OG0004328	CAPO305261	STRPU_24297
OG0004329	CAPO302035	STRPU_09615
OG0004330	CAPO305393	STRPU_21871
OG0004331	CAPO305384	STRPU_21658, STRPU_21723
OG0004333	CAPO303439	STRPU_24897
OG0004335	CAPO302791	STRPU_05371
OG0004337	CAPO300958	STRPU_01557, STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400
OG0004338	CAPO300828	STRPU_05398
OG0004344	CAPO307152	STRPU_22062
OG0004345	CAPO306847	STRPU_19863, STRPU_19890
OG0004347	CAPO307703	STRPU_02516, STRPU_15134
OG0004348	CAPO306158	STRPU_06508
OG0004349	CAPO308184	STRPU_23509
OG0004350	CAPO300994	STRPU_16900
OG0004351	CAPO307239	STRPU_10892
OG0004352	CAPO300873	STRPU_10734
OG0004353	CAPO306055, CAPO306087	STRPU_10473
OG0004354	CAPO307581	STRPU_03448
OG0004355	CAPO303478	STRPU_24976
OG0004356	CAPO300159	STRPU_16141, STRPU_16134
OG0004357	CAPO303880	STRPU_07481
OG0004358	CAPO301323	STRPU_23362
OG0004359	CAPO305703	STRPU_23834, STRPU_23872
OG0004360	CAPO301752	STRPU_24625
OG0004361	CAPO308302	STRPU_12471
OG0004363	CAPO304580	STRPU_03832, STRPU_04504
OG0004364	CAPO305213	STRPU_21818
OG0004365	CAPO305948	STRPU_21985
OG0004368	CAPO306084	STRPU_19467
OG0004369	CAPO305592	STRPU_19645, STRPU_19675
OG0004370	CAPO302143	STRPU_06731
OG0004372	CAPO304892	STRPU_18914, STRPU_18915, STRPU_18879, STRPU_18917, STRPU_18878, STRPU_18916
OG0004373	CAPO308311	STRPU_18651
OG0004374	CAPO306983	STRPU_14956, STRPU_14987
OG0004375	CAPO305927	STRPU_21903
OG0004376	CAPO303203	STRPU_14838
OG0004377	CAPO303614	STRPU_13587, STRPU_01605
OG0004378	CAPO303140	STRPU_14220
OG0004379	CAPO300162	STRPU_12632
OG0004380	CAPO307847	STRPU_04047
OG0004381	CAPO300684	STRPU_27030
OG0004382	CAPO308307	STRPU_26803
OG0004383	CAPO301688	STRPU_20811
OG0004385	CAPO306534	STRPU_20019
OG0004388	CAPO303742	STRPU_07888
OG0004389	CAPO302416	STRPU_18432, STRPU_18475
OG0004390	CAPO300046	STRPU_20364
OG0004391	CAPO305468	STRPU_04771
OG0004392	CAPO303282	STRPU_04849
OG0004394	CAPO305886	STRPU_05865
OG0004396	CAPO300955	STRPU_10960
OG0004398	CAPO307605	STRPU_14743
OG0004399	CAPO301536	STRPU_23354
OG0004400	CAPO304368, CAPO302395	STRPU_24835
OG0004401	CAPO307684	STRPU_00105, STRPU_22184
OG0004404	CAPO300907	STRPU_03631
OG0004405	CAPO302866	STRPU_09173, STRPU_02136
OG0004406	CAPO305558	STRPU_20717
OG0004413	CAPO301518	STRPU_23910
OG0004417	CAPO302119	STRPU_19276, STRPU_00411
OG0004418	CAPO305208	STRPU_12510, STRPU_12484
OG0004421	CAPO303320	STRPU_23460, STRPU_00982
OG0004423	CAPO306935	STRPU_07349, STRPU_07348, STRPU_07901, STRPU_07902, STRPU_07928
OG0004425	CAPO302090	STRPU_24641
OG0004426	CAPO301784	STRPU_20530, STRPU_20532
OG0004459	CAPO300459	STRPU_09571
OG0004460	CAPO307206	STRPU_26151
OG0004461	CAPO305355	STRPU_16622
OG0004462	CAPO302893	STRPU_06172
OG0004465	CAPO303487, CAPO307912	STRPU_07028
OG0004467	CAPO307496	STRPU_15008
OG0004468	CAPO307854	STRPU_15279
OG0004472	CAPO303803	STRPU_10341
OG0004474	CAPO300829	STRPU_11443
OG0004476	CAPO307856	STRPU_05459
OG0004479	CAPO303963	STRPU_25490
OG0004481	CAPO306702	STRPU_27176
OG0004483	CAPO303122	STRPU_22442
OG0004484	CAPO302152	STRPU_11038, STRPU_00376
OG0004486	CAPO307639	STRPU_25549, STRPU_00815
OG0004488	CAPO301849	STRPU_26430
OG0004489	CAPO305447	STRPU_01983, STRPU_22823
OG0004492	CAPO307196	STRPU_14985, STRPU_14954
OG0004494	CAPO306570	STRPU_08650
OG0004495	CAPO306359	STRPU_20165, STRPU_20159
OG0004496	CAPO303733	STRPU_19920
OG0004497	CAPO307202	STRPU_25842
OG0004498	CAPO305224	STRPU_25250
OG0004500	CAPO301850	STRPU_07478
OG0004501	CAPO301840	STRPU_16986
OG0004502	CAPO301779, CAPO300429	STRPU_06181, STRPU_06211, STRPU_06212, STRPU_06185, STRPU_06182
OG0004503	CAPO300332	STRPU_05123, STRPU_05048
OG0004506	CAPO305016	STRPU_09238
OG0004507	CAPO301894	STRPU_26831
OG0004508	CAPO301654	STRPU_12775, STRPU_02362
OG0004509	CAPO300500	STRPU_20073, STRPU_19808, STRPU_00760
OG0004511	CAPO303457	STRPU_25065
OG0004512	CAPO302842	STRPU_21468
OG0004513	CAPO303104	STRPU_24975
OG0004515	CAPO305182	STRPU_09715, STRPU_09759
OG0004516	CAPO306036, CAPO307859	STRPU_15095
OG0004517	CAPO305332	STRPU_08537
OG0004518	CAPO306412	STRPU_20077, STRPU_20104
OG0004519	CAPO307914	STRPU_23291
OG0004520	CAPO300090	STRPU_06769
OG0004521	CAPO306692	STRPU_15629, STRPU_15616
OG0004523	CAPO304989	STRPU_26732
OG0004525	CAPO303518	STRPU_08186
OG0004526	CAPO302498	STRPU_19898, STRPU_19872
OG0004527	CAPO302077	STRPU_08149
OG0004529	CAPO306628	STRPU_24902
OG0004530	CAPO304739	STRPU_05253, STRPU_05269
OG0004531	CAPO302345, CAPO307115	STRPU_05381, STRPU_05466
OG0004532	CAPO300005	STRPU_09265
OG0004533	CAPO306022	STRPU_22451
OG0004535	CAPO307124	STRPU_20971
OG0004537	CAPO306837	STRPU_12968, STRPU_20100, STRPU_20122
OG0004540	CAPO307351	STRPU_24629, STRPU_24633
OG0004541	CAPO307806	STRPU_16941, STRPU_16932, STRPU_11408, STRPU_11409
OG0004542	CAPO306706	STRPU_12852, STRPU_12862
OG0004544	CAPO306563	STRPU_22295
OG0004545	CAPO307212	STRPU_18557
OG0004546	CAPO306808	STRPU_20037
OG0004547	CAPO304852	STRPU_23159
OG0004548	CAPO305113	STRPU_20408
OG0004551	CAPO301498	STRPU_13302
OG0004552	CAPO301361, CAPO306759	STRPU_06150
OG0004553	CAPO302768	STRPU_17878
OG0004554	CAPO300747	STRPU_16784
OG0004555	CAPO301994	STRPU_25721
OG0004556	CAPO305616	STRPU_15459
OG0004558	CAPO307355	STRPU_00553, STRPU_10690
OG0004559	CAPO303756	STRPU_01434, STRPU_08736
OG0004561	CAPO304794	STRPU_06803
OG0004563	CAPO303030	STRPU_12094
OG0004564	CAPO301873	STRPU_20730, STRPU_00727
OG0004565	CAPO303409	STRPU_21813
OG0004569	CAPO303601	STRPU_15605, STRPU_02203
OG0004572	CAPO302719	STRPU_25507, STRPU_08793
OG0004573	CAPO305859	STRPU_15071
OG0004574	CAPO300276	STRPU_12120, STRPU_12154
OG0004577	CAPO307905	STRPU_26190
OG0004578	CAPO307713	STRPU_19395
OG0004579	CAPO308171	STRPU_22367
OG0004581	CAPO305629	STRPU_06299, STRPU_06345
OG0004582	CAPO304857	STRPU_18765
OG0004583	CAPO301319	STRPU_07152
OG0004585	CAPO307959	STRPU_25453
OG0004587	CAPO303576	STRPU_05894
OG0004588	CAPO307046	STRPU_15207, STRPU_15264
OG0004590	CAPO307910	STRPU_02506, STRPU_15126
OG0004592	CAPO307767	STRPU_16297, STRPU_16316
OG0004593	CAPO306311	STRPU_09569
OG0004595	CAPO305901	STRPU_22021
OG0004596	CAPO301763	STRPU_15814, STRPU_15861
OG0004596	CAPO300672	STRPU_15860
OG0004599	CAPO306185	STRPU_22193
OG0004600	CAPO306391	STRPU_19612, STRPU_19703, STRPU_19613
OG0004601	CAPO300529	STRPU_20311
OG0004602	CAPO307709	STRPU_02109, STRPU_09139
OG0004605	CAPO303013	STRPU_08470
OG0004609	CAPO305274	STRPU_14843
OG0004610	CAPO308217	STRPU_26960
OG0004611	CAPO305879, CAPO305850	STRPU_19068
OG0004612	CAPO307176	STRPU_22551
OG0004616	CAPO302661, CAPO307774	STRPU_24959
OG0004619	CAPO306976	STRPU_13721
OG0004621	CAPO301592	STRPU_23746
OG0004623	CAPO303271	STRPU_15918
OG0004626	CAPO304074	STRPU_26240, STRPU_02827
OG0004627	CAPO302578	STRPU_06756, STRPU_06778
OG0004628	CAPO300844	STRPU_22771, STRPU_01930
OG0004629	CAPO300874	STRPU_19582
OG0004630	CAPO300032	STRPU_17376
OG0004633	CAPO306431	STRPU_10593
OG0004634	CAPO306443	STRPU_11068
OG0004635	CAPO305826	STRPU_03202
OG0004638	CAPO300328	STRPU_20070
OG0004639	CAPO304960	STRPU_19843
OG0004640	CAPO305391	STRPU_07528
OG0004641	CAPO301192	STRPU_02602, STRPU_19925
OG0004642	CAPO303810	STRPU_25278
OG0004643	CAPO303111	STRPU_06998, STRPU_06982
OG0004644	CAPO308177	STRPU_20458
OG0004646	CAPO304987	STRPU_26956
OG0004648	CAPO306796	STRPU_26366
OG0004649	CAPO308035	STRPU_14306
OG0004651	CAPO307192	STRPU_15638
OG0004652	CAPO307126	STRPU_07001, STRPU_06984
OG0004654	CAPO304098	STRPU_01730, STRPU_16755
OG0004655	CAPO300932	STRPU_12453
OG0004656	CAPO306315	STRPU_27342, STRPU_27341
OG0004657	CAPO300965	STRPU_10556
OG0004658	CAPO302853	STRPU_17373
OG0004659	CAPO305571	STRPU_23697
OG0004663	CAPO307060	STRPU_15121, STRPU_02502
OG0004668	CAPO307032	STRPU_20801
OG0004669	CAPO301719	STRPU_00267, STRPU_03175
OG0004670	CAPO301141	STRPU_24120, STRPU_24116, STRPU_24111
OG0004671	CAPO303199	STRPU_14675
OG0004672	CAPO300788	STRPU_25247
OG0004673	CAPO305181	STRPU_13830
OG0004674	CAPO301298	STRPU_19075
OG0004675	CAPO300152	STRPU_08042
OG0004676	CAPO305483	STRPU_21235
OG0004678	CAPO306062	STRPU_19781, STRPU_00789
OG0004679	CAPO307020	STRPU_14727
OG0004682	CAPO302643	STRPU_01134, STRPU_18312
OG0004685	CAPO300514	STRPU_14434, STRPU_14451
OG0004687	CAPO300850	STRPU_23891
OG0004690	CAPO302294	STRPU_22103
OG0004691	CAPO301832	STRPU_21357
OG0004692	CAPO306711	STRPU_21508
OG0004694	CAPO302831	STRPU_08867, STRPU_00954
OG0004695	CAPO304127	STRPU_07856, STRPU_07854
OG0004696	CAPO303339	STRPU_04321, STRPU_04291
OG0004697	CAPO308157	STRPU_05810
OG0004699	CAPO305801	STRPU_14477
OG0004700	CAPO305394	STRPU_08419
OG0004702	CAPO306323	STRPU_23035, STRPU_00911, STRPU_00910, STRPU_23034
OG0004703	CAPO302281	STRPU_14615, STRPU_14633
OG0004707	CAPO302039	STRPU_00067
OG0004707	CAPO307222	STRPU_05595, STRPU_05535
OG0004708	CAPO302589	STRPU_14404
OG0004711	CAPO307614	STRPU_15942, STRPU_00504
OG0004728	CAPO306092	STRPU_25586
OG0004732	CAPO303065	STRPU_15291, STRPU_15304
OG0004733	CAPO303723	STRPU_26994
OG0004738	CAPO307391	STRPU_09010
OG0004739	CAPO305372	STRPU_08689
OG0004740	CAPO303587	STRPU_20673
OG0004743	CAPO305537	STRPU_13380, STRPU_13403
OG0004744	CAPO307377	STRPU_00309, STRPU_08592
OG0004747	CAPO305266	STRPU_26212
OG0004748	CAPO300851	STRPU_26332
OG0004749	CAPO303738	STRPU_26258
OG0004752	CAPO300189	STRPU_12476
OG0004753	CAPO307970	STRPU_10592
OG0004756	CAPO300650	STRPU_24829
OG0004757	CAPO300079	STRPU_24845
OG0004758	CAPO307791	STRPU_25553, STRPU_00818
OG0004759	CAPO301731	STRPU_21118
OG0004760	CAPO302986	STRPU_09566
OG0004761	CAPO301372	STRPU_21976
OG0004762	CAPO306336	STRPU_11440, STRPU_14746
OG0004763	CAPO303189	STRPU_03310
OG0004764	CAPO306665	STRPU_00681, STRPU_18946
OG0004765	CAPO300145	STRPU_19109
OG0004766	CAPO300107	STRPU_03594, STRPU_03529
OG0004767	CAPO304258	STRPU_08127
OG0004768	CAPO302814	STRPU_05242
OG0004769	CAPO305909	STRPU_20357
OG0004770	CAPO306549	STRPU_17911
OG0004771	CAPO306141	STRPU_12549, STRPU_12956, STRPU_12940
OG0004774	CAPO302467	STRPU_08367
OG0004775	CAPO308292	STRPU_13816
OG0004781	CAPO302855	STRPU_05641, STRPU_05581
OG0004784	CAPO300506	STRPU_08821
OG0004785	CAPO301223	STRPU_13970
OG0004786	CAPO306813	STRPU_13760, STRPU_01488
OG0004787	CAPO300677	STRPU_11506
OG0004788	CAPO303606	STRPU_05189, STRPU_05187
OG0004792	CAPO304121, CAPO301355	STRPU_00418, STRPU_14208
OG0004793	CAPO303691	STRPU_09856
OG0004794	CAPO302268	STRPU_07548, STRPU_00580
OG0004795	CAPO306522	STRPU_15105, STRPU_02482
OG0004797	CAPO308248	STRPU_07568, STRPU_07565
OG0004798	CAPO306979	STRPU_20998
OG0004801	CAPO301409	STRPU_08247
OG0004803	CAPO304966	STRPU_06802
OG0004805	CAPO301148	STRPU_06445, STRPU_06446
OG0004808	CAPO300921	STRPU_10771
OG0004810	CAPO307085	STRPU_23365
OG0004811	CAPO304670	STRPU_26197
OG0004812	CAPO300913	STRPU_25055
OG0004813	CAPO302301	STRPU_07605
OG0004814	CAPO305193	STRPU_13183
OG0004815	CAPO306099	STRPU_10030, STRPU_10029
OG0004817	CAPO300646	STRPU_23099
OG0004819	CAPO303489	STRPU_24434
OG0004820	CAPO301474	STRPU_18016
OG0004822	CAPO303272	STRPU_21965
OG0004823	CAPO301131	STRPU_23656, STRPU_23680
OG0004825	CAPO303625	STRPU_20038
OG0004826	CAPO302318	STRPU_20907
OG0004828	CAPO300795	STRPU_04477
OG0004829	CAPO306677	STRPU_22610
OG0004830	CAPO304259, CAPO301109	STRPU_26860
OG0004831	CAPO302539	STRPU_17723
OG0004832	CAPO300644	STRPU_02261, STRPU_17659
OG0004833	CAPO307386, CAPO307385	STRPU_04546
OG0004835	CAPO307142	STRPU_14491
OG0004836	CAPO300476	STRPU_14324
OG0004837	CAPO306341	STRPU_23151
OG0004838	CAPO300483	STRPU_07707
OG0004840	CAPO301303	STRPU_19684, STRPU_19632
OG0004841	CAPO301073	STRPU_26329
OG0004842	CAPO307208	STRPU_26129
OG0004843	CAPO302296	STRPU_26133
OG0004844	CAPO308225	STRPU_09908
OG0004845	CAPO300244	STRPU_16339, STRPU_16370
OG0004846	CAPO302634	STRPU_26677
OG0004849	CAPO302897	STRPU_17746
OG0004851	CAPO304052	STRPU_27358
OG0004852	CAPO305241	STRPU_20129
OG0004853	CAPO306818	STRPU_19996
OG0004854	CAPO307677	STRPU_05257, STRPU_05273
OG0004855	CAPO307136	STRPU_05316
OG0004856	CAPO307877	STRPU_05076, STRPU_05153
OG0004857	CAPO305126	STRPU_15270, STRPU_15272
OG0004858	CAPO306514	STRPU_14635, STRPU_14617
OG0004859	CAPO305955	STRPU_14015
OG0004861	CAPO300721	STRPU_20601
OG0004863	CAPO300215	STRPU_12571
OG0004864	CAPO306175	STRPU_22370
OG0004869	CAPO301505	STRPU_13410
OG0004873	CAPO305056	STRPU_10601
OG0004874	CAPO302314	STRPU_25254
OG0004875	CAPO305599	STRPU_19031, STRPU_00459
OG0004879	CAPO304570	STRPU_06939, STRPU_06958
OG0004880	CAPO307520	STRPU_08112, STRPU_08125
OG0004881	CAPO301856	STRPU_11343
OG0004882	CAPO307657	STRPU_25298
OG0004883	CAPO304269	STRPU_09064, STRPU_02040
OG0004884	CAPO306875	STRPU_20904, STRPU_20867
OG0004886	CAPO304598	STRPU_06167
OG0004887	CAPO303252	STRPU_07672
OG0004889	CAPO302860	STRPU_00794, STRPU_19775, STRPU_00795
OG0004892	CAPO308266	STRPU_09340
OG0004893	CAPO305797	STRPU_07546, STRPU_00578
OG0004894	CAPO308103	STRPU_05192
OG0004895	CAPO301412	STRPU_02481, STRPU_15104
OG0004896	CAPO301146, CAPO308332	STRPU_20031, STRPU_20032
OG0004897	CAPO300624	STRPU_04569
OG0004898	CAPO300846	STRPU_02957, STRPU_02944
OG0004899	CAPO304701	STRPU_05272, STRPU_05256
OG0004900	CAPO300509	STRPU_14594
OG0004901	CAPO301170	STRPU_12533
OG0004902	CAPO305853	STRPU_20496
OG0004903	CAPO304775	STRPU_25355
OG0004904	CAPO304100	STRPU_05419
