Orthogroup	CAPO3	DANRE
OG0003325	CAPO300972, CAPO304961	DANRE05384
OG0003326	CAPO308259	DANRE11610, DANRE11609, DANRE11611, DANRE19594
OG0003329	CAPO303336, CAPO300711	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074
OG0003331	CAPO303947	DANRE08202
OG0003332	CAPO307894	DANRE27038, DANRE14192, DANRE14193
OG0003333	CAPO307836	DANRE38670
OG0003335	CAPO302255	DANRE43040, DANRE43039
OG0003340	CAPO305389	DANRE04514, DANRE15040, DANRE15039
OG0003341	CAPO301683	DANRE16894, DANRE16891, DANRE16893, DANRE16892
OG0003345	CAPO302682	DANRE11339, DANRE11338
OG0003348	CAPO308059, CAPO308052	DANRE27276, DANRE27277, DANRE27275, DANRE42542
OG0003349	CAPO300780	DANRE15993, DANRE05369, DANRE04342
OG0003353	CAPO304897	DANRE30791, DANRE30792
OG0003354	CAPO300396	DANRE29835, DANRE29834
OG0003355	CAPO308186	DANRE05417, DANRE05418, DANRE19297, DANRE19299, DANRE19300, DANRE19295, DANRE19296, DANRE03108
OG0003356	CAPO306224	DANRE15474, DANRE30339, DANRE30340, DANRE30341
OG0003357	CAPO307953	DANRE07394
OG0003358	CAPO307281	DANRE02479, DANRE02478, DANRE02477, DANRE02476
OG0003359	CAPO303262, CAPO304527	DANRE18616, DANRE18617
OG0003360	CAPO301722	DANRE05510, DANRE05508, DANRE05507, DANRE05509
OG0003361	CAPO301802	DANRE05842, DANRE05843, DANRE05841, DANRE08075
OG0003362	CAPO306572	DANRE08515, DANRE08516
OG0003364	CAPO301569	DANRE12639, DANRE29498, DANRE29497, DANRE29496
OG0003365	CAPO301538	DANRE30609, DANRE30608, DANRE30611, DANRE30607, DANRE30610, DANRE02243
OG0003366	CAPO302011	DANRE04648, DANRE04649
OG0003368	CAPO307793	DANRE00653, DANRE00654, DANRE43081
OG0003369	CAPO305084	DANRE34344, DANRE05188, DANRE05189, DANRE34343
OG0003370	CAPO302725	DANRE10592, DANRE15077, DANRE15078, DANRE15079
OG0003373	CAPO301869	DANRE30795, DANRE25514
OG0003374	CAPO305683	DANRE10573, DANRE14737, DANRE12074, DANRE12073
OG0003375	CAPO301633, CAPO305837	DANRE39521, DANRE39522
OG0003376	CAPO306560	DANRE38080, DANRE38083, DANRE38082, DANRE38081
OG0003377	CAPO301205	DANRE38960, DANRE38961, DANRE38962
OG0003378	CAPO305510	DANRE29519, DANRE29520, DANRE12800
OG0003379	CAPO301575	DANRE09943, DANRE09945, DANRE13591, DANRE09946, DANRE13590, DANRE09944
OG0003380	CAPO301115	DANRE00132, DANRE39588, DANRE00756
OG0003382	CAPO302262	DANRE26481, DANRE09915
OG0003383	CAPO305778	DANRE03207, DANRE03208, DANRE29176, DANRE29177, DANRE42595, DANRE42596
OG0003384	CAPO306617	DANRE16877, DANRE16878, DANRE05733, DANRE00623
OG0003386	CAPO300917	DANRE36331, DANRE26427, DANRE36330
OG0003388	CAPO302657, CAPO304459, CAPO302957	DANRE03541, DANRE03539, DANRE03540, DANRE11313
OG0003391	CAPO301846	DANRE05822, DANRE05819, DANRE05820, DANRE05821
OG0003392	CAPO304278	DANRE36118, DANRE36119, DANRE15512
OG0003393	CAPO304102	DANRE38662, DANRE38661
OG0003419	CAPO301040	DANRE37837, DANRE37839, DANRE37838
OG0003421	CAPO300028	DANRE07102, DANRE07103
OG0003422	CAPO300121	DANRE31337, DANRE31335, DANRE31336
OG0003424	CAPO307323	DANRE28909
OG0003425	CAPO304371	DANRE00220, DANRE00221
OG0003426	CAPO301532	DANRE06294
OG0003428	CAPO300586	DANRE23616
OG0003429	CAPO307638	DANRE40348, DANRE40349
OG0003430	CAPO305848	DANRE14092, DANRE09762, DANRE09764, DANRE09763
OG0003431	CAPO308284	DANRE37082, DANRE37083, DANRE39962
OG0003434	CAPO303572	DANRE24886, DANRE24887
OG0003435	CAPO300552	DANRE17574, DANRE17573, DANRE12047
OG0003443	CAPO306901, CAPO306924	DANRE03345, DANRE05497
OG0003447	CAPO304621, CAPO305856	DANRE31018, DANRE31019
OG0003448	CAPO305307	DANRE10237, DANRE38893, DANRE10238
OG0003449	CAPO304421	DANRE38813
OG0003450	CAPO304313	DANRE27355
OG0003451	CAPO302760	DANRE42271
OG0003453	CAPO304718	DANRE33702, DANRE33701
OG0003454	CAPO305798	DANRE29968, DANRE29967, DANRE09859, DANRE03480
OG0003455	CAPO300221	DANRE22409
OG0003456	CAPO305023	DANRE28799, DANRE43150, DANRE15409, DANRE15410, DANRE30024, DANRE30026, DANRE30025
OG0003457	CAPO307022	DANRE24648, DANRE24647, DANRE10726, DANRE10727
OG0003458	CAPO301287	DANRE13525, DANRE13524
OG0003459	CAPO304210	DANRE04665, DANRE04666, DANRE11726
OG0003461	CAPO304469	DANRE36985, DANRE36984
OG0003462	CAPO306452	DANRE30211
OG0003464	CAPO306136	DANRE03547, DANRE03548
OG0003465	CAPO307530	DANRE35168, DANRE35169
OG0003467	CAPO306150	DANRE14132, DANRE14134, DANRE14133, DANRE14135
OG0003471	CAPO304216	DANRE04396, DANRE04397
OG0003475	CAPO307501	DANRE24337, DANRE24338
OG0003476	CAPO306987	DANRE31061
OG0003477	CAPO308122	DANRE05139, DANRE05138
OG0003478	CAPO300139	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877
OG0003479	CAPO302288	DANRE20647, DANRE36733, DANRE02669
OG0003480	CAPO303582	DANRE43412, DANRE43414, DANRE43413, DANRE36860
OG0003483	CAPO305509	DANRE05923, DANRE05924, DANRE05925
OG0003486	CAPO304249	DANRE17309
OG0003487	CAPO300925	DANRE14100, DANRE09209, DANRE14099
OG0003489	CAPO305291	DANRE11374, DANRE04492, DANRE04493
OG0003491	CAPO304911	DANRE06868, DANRE08758, DANRE16579, DANRE16578
OG0003492	CAPO306303	DANRE01447, DANRE41235, DANRE41236, DANRE03530, DANRE03529, DANRE41237
OG0003493	CAPO306533	DANRE26243
OG0003497	CAPO305660	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149
OG0003498	CAPO306898	DANRE15885, DANRE15884, DANRE15882, DANRE15883, DANRE15886
OG0003499	CAPO301160	DANRE25933
OG0003500	CAPO304927	DANRE17365, DANRE17364, DANRE10703
OG0003501	CAPO303209	DANRE21717, DANRE21718
OG0003502	CAPO306906	DANRE19909
OG0003503	CAPO307158	DANRE04139
OG0003504	CAPO304351	DANRE09341, DANRE09340, DANRE09339, DANRE09338
OG0003505	CAPO305207	DANRE25526, DANRE25525
OG0003506	CAPO302826	DANRE20226, DANRE07785, DANRE15693, DANRE15694
OG0003507	CAPO303307	DANRE26962, DANRE26963, DANRE40163, DANRE02096
OG0003508	CAPO307911	DANRE24205, DANRE24206, DANRE27009, DANRE42781, DANRE27008
OG0003509	CAPO305689	DANRE39373, DANRE39370, DANRE39371, DANRE33870, DANRE39372
OG0003511	CAPO307348, CAPO308352	DANRE34748, DANRE34747
OG0003512	CAPO303631, CAPO302677, CAPO302168	DANRE39649, DANRE33304
OG0003515	CAPO307211	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344
OG0003518	CAPO307641	DANRE14130
OG0003519	CAPO307608	DANRE10230
OG0003522	CAPO306659	DANRE17299, DANRE17298, DANRE17297
OG0003523	CAPO304976	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370, DANRE26581
OG0003525	CAPO305089	DANRE27714, DANRE27715
OG0003528	CAPO306484	DANRE41938, DANRE41935, DANRE41937, DANRE41936
OG0003531	CAPO300308	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248
OG0003532	CAPO303744	DANRE41953, DANRE41951, DANRE41952
OG0003533	CAPO301327	DANRE21269, DANRE21268
OG0003537	CAPO301555	DANRE00475, DANRE00474
OG0003538	CAPO301093	DANRE11317
OG0003539	CAPO300449	DANRE15875
OG0003541	CAPO300603	DANRE13009, DANRE13008
OG0003543	CAPO301989	DANRE38886, DANRE10232
OG0003544	CAPO300418	DANRE09057, DANRE09055, DANRE09056, DANRE17347
OG0003546	CAPO303583	DANRE35129, DANRE35130, DANRE35372, DANRE27446
OG0003547	CAPO308031	DANRE12351, DANRE13445, DANRE13444, DANRE13446, DANRE25756
OG0003550	CAPO300137	DANRE14900, DANRE35543, DANRE35542
OG0003551	CAPO308286	DANRE16754, DANRE19012, DANRE20957
OG0003552	CAPO307114	DANRE26596, DANRE40134, DANRE40135, DANRE40136
OG0003554	CAPO301001	DANRE01464, DANRE01465, DANRE01463, DANRE05784
OG0003556	CAPO302339	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295
OG0003557	CAPO306086	DANRE33572, DANRE05211, DANRE05210
OG0003561	CAPO301198	DANRE17387, DANRE24268
OG0003562	CAPO303388	DANRE41112, DANRE41113, DANRE15063, DANRE10483
OG0003563	CAPO300808, CAPO301102	DANRE03372, DANRE03371
OG0003564	CAPO300720	DANRE34009, DANRE35412, DANRE35411, DANRE06720
OG0003566	CAPO300164	DANRE25553, DANRE39313, DANRE25552
OG0003567	CAPO307296	DANRE29406, DANRE29405
OG0003568	CAPO303992	DANRE40875, DANRE40876
OG0003569	CAPO306390	DANRE22491, DANRE25140, DANRE31204, DANRE20629
OG0003570	CAPO305849	DANRE27969, DANRE27968, DANRE27970
OG0003573	CAPO300904	DANRE28941, DANRE28942, DANRE28940
OG0003577	CAPO306764	DANRE09775, DANRE09820, DANRE09819
OG0003578	CAPO307426	DANRE34970
OG0003579	CAPO300766	DANRE33558, DANRE01556, DANRE33559
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177	DANRE00804
OG0003582	CAPO302819	DANRE40963, DANRE02380, DANRE02379
OG0003599	CAPO301420	DANRE38092, DANRE38093, DANRE38091
OG0003600	CAPO305414	DANRE26177, DANRE26178
OG0003607	CAPO301867	DANRE04316, DANRE04314, DANRE04315
OG0003610	CAPO302401	DANRE17750, DANRE17749, DANRE17751
OG0003611	CAPO306320	DANRE07271, DANRE07270
OG0003612	CAPO304993	DANRE08753, DANRE08754
OG0003613	CAPO305029	DANRE02664, DANRE39801, DANRE39802, DANRE02439
OG0003617	CAPO306844, CAPO301490	DANRE41693, DANRE41694
OG0003618	CAPO302109	DANRE24326
OG0003619	CAPO304837	DANRE07157
OG0003620	CAPO306673	DANRE23470, DANRE23467, DANRE23468, DANRE23469
OG0003621	CAPO302199	DANRE00821
OG0003622	CAPO305075	DANRE18315, DANRE10975
OG0003624	CAPO303633	DANRE01669, DANRE01670
OG0003630	CAPO308012	DANRE03159, DANRE03160, DANRE03158
OG0003631	CAPO303610	DANRE20236
OG0003633	CAPO300056	DANRE00949, DANRE00948, DANRE00950, DANRE00947
OG0003635	CAPO308133	DANRE06305, DANRE06306, DANRE06304
OG0003638	CAPO305555	DANRE17696, DANRE17697, DANRE10884
OG0003640	CAPO301244	DANRE21358
OG0003641	CAPO300746	DANRE09735, DANRE37139
OG0003644	CAPO304835	DANRE34251, DANRE34253, DANRE34252
OG0003645	CAPO307108	DANRE28492, DANRE30536
OG0003646	CAPO304914	DANRE12206, DANRE12205
OG0003648	CAPO302617	DANRE11773, DANRE11774, DANRE11775
OG0003649	CAPO301930	DANRE20924, DANRE20925
OG0003650	CAPO306633	DANRE43429
OG0003651	CAPO305370	DANRE22669, DANRE22670, DANRE39196, DANRE39195
OG0003652	CAPO300427	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541
OG0003655	CAPO303553	DANRE17873, DANRE01135
OG0003656	CAPO301350	DANRE13213, DANRE13214, DANRE09925
OG0003657	CAPO305783	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442
OG0003658	CAPO303162	DANRE09535, DANRE14324, DANRE14323, DANRE14322
OG0003661	CAPO300815	DANRE37093, DANRE37094
OG0003664	CAPO305504	DANRE28770, DANRE28769
OG0003666	CAPO300690	DANRE10552, DANRE10553, DANRE18264, DANRE26861
OG0003667	CAPO303859	DANRE20304, DANRE20305, DANRE08259, DANRE08261, DANRE08260, DANRE33525
OG0003668	CAPO300260	DANRE12750
OG0003669	CAPO305883	DANRE15781, DANRE15782
OG0003671	CAPO308173	DANRE03115, DANRE05428, DANRE05429, DANRE20214
OG0003672	CAPO300582	DANRE03570, DANRE03571
OG0003676	CAPO304948	DANRE39857
OG0003677	CAPO300011	DANRE42049, DANRE38826, DANRE38825, DANRE28975
OG0003679	CAPO304696	DANRE42539, DANRE42541, DANRE42540, DANRE39212
OG0003680	CAPO300884	DANRE01725, DANRE35666, DANRE42127, DANRE42126
OG0003682	CAPO301860	DANRE08998, DANRE18739
OG0003684	CAPO302734	DANRE24181, DANRE24179, DANRE24178, DANRE24180
OG0003685	CAPO305996	DANRE33649, DANRE13195, DANRE13196
OG0003686	CAPO302144	DANRE12684, DANRE12685
OG0003687	CAPO301501	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624
OG0003688	CAPO307252	DANRE39820, DANRE39819, DANRE39818
OG0003689	CAPO301215	DANRE13806, DANRE02010, DANRE02009, DANRE14314, DANRE35759, DANRE41448
OG0003690	CAPO307478	DANRE11515, DANRE11514
OG0003693	CAPO302269	DANRE31444, DANRE31443, DANRE41258
OG0003694	CAPO307654	DANRE09191, DANRE09192, DANRE09193
OG0003695	CAPO303363	DANRE35139, DANRE35387, DANRE17667, DANRE17668
OG0003696	CAPO304903	DANRE24940, DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003697	CAPO307718	DANRE04036
OG0003698	CAPO306302	DANRE05742, DANRE41164
OG0003700	CAPO304411	DANRE36114, DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113
OG0003703	CAPO305764	DANRE16794, DANRE16793, DANRE03417
OG0003704	CAPO308213	DANRE16910, DANRE26809, DANRE26810
OG0003710	CAPO301647	DANRE33869, DANRE33868, DANRE24366, DANRE24365
OG0003712	CAPO300556	DANRE28597, DANRE15505
OG0003713	CAPO306178	DANRE18263, DANRE26856, DANRE26858, DANRE26857
OG0003716	CAPO303976	DANRE02645, DANRE02644
OG0003717	CAPO306282	DANRE15027, DANRE15028, DANRE10151, DANRE10150
OG0003718	CAPO307310	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698, DANRE19396
OG0003719	CAPO300227	DANRE09387
OG0003720	CAPO300371	DANRE26976, DANRE26975
OG0003721	CAPO300976, CAPO300975	DANRE11800, DANRE06295, DANRE06296
OG0003722	CAPO300031	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289
OG0003724	CAPO308007	DANRE41054
OG0003729	CAPO307394	DANRE35811
OG0003730	CAPO305074	DANRE04244
OG0003731	CAPO304053	DANRE01975, DANRE01973, DANRE01974
OG0003732	CAPO306498	DANRE41533, DANRE41532
OG0003733	CAPO305671	DANRE39268, DANRE39269
OG0003734	CAPO305564	DANRE34281
OG0003735	CAPO308150	DANRE01253, DANRE01252
OG0003738	CAPO304238	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373
OG0003739	CAPO300467	DANRE42065, DANRE42066, DANRE42068, DANRE42067
OG0003740	CAPO307238	DANRE38234, DANRE38233
OG0003741	CAPO305770	DANRE10272
OG0003742	CAPO303080	DANRE08596, DANRE14643, DANRE14644, DANRE23457
OG0003743	CAPO302360	DANRE33700
OG0003744	CAPO306491	DANRE40230, DANRE40231, DANRE01611
OG0003745	CAPO307585	DANRE33987
OG0003749	CAPO306992	DANRE25687, DANRE03932
OG0003750	CAPO304840	DANRE22388, DANRE22389
OG0003752	CAPO306304	DANRE06205, DANRE25811, DANRE25810
OG0003754	CAPO305643	DANRE25083, DANRE25084, DANRE32954
OG0003755	CAPO300113	DANRE07964, DANRE07965, DANRE07966
OG0003756	CAPO307901	DANRE14383, DANRE12824, DANRE12823
OG0003758	CAPO308214	DANRE29257, DANRE29256, DANRE23446
OG0003759	CAPO307476	DANRE23669, DANRE13867, DANRE13866
OG0003760	CAPO304944	DANRE26661, DANRE11544, DANRE11543
OG0003761	CAPO301690	DANRE25159, DANRE25158, DANRE39412
OG0003762	CAPO303010	DANRE30301, DANRE30494, DANRE03653, DANRE30300, DANRE03652, DANRE03651
OG0003764	CAPO300879	DANRE03129, DANRE03130, DANRE03128
OG0003767	CAPO301363	DANRE14728, DANRE14727
OG0003769	CAPO305668	DANRE24053, DANRE24054
OG0003770	CAPO300865, CAPO305387	DANRE08939, DANRE08938
OG0003771	CAPO300755	DANRE04250, DANRE28509
OG0003773	CAPO301706	DANRE24816, DANRE03698, DANRE03701, DANRE03700, DANRE03699
OG0003776	CAPO306521	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287
OG0003778	CAPO302558	DANRE30803, DANRE25496
OG0003779	CAPO304919	DANRE23672, DANRE23671
OG0003781	CAPO307368	DANRE38748, DANRE16631, DANRE11186, DANRE11187, DANRE16630
OG0003798	CAPO300229	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602
OG0003803	CAPO307540	DANRE19445, DANRE40131, DANRE40132
OG0003806	CAPO304817	DANRE29065
OG0003807	CAPO308021	DANRE29385
OG0003808	CAPO308095	DANRE14806, DANRE14805
OG0003809	CAPO306197	DANRE39386, DANRE05049
OG0003811	CAPO302863	DANRE17816
OG0003812	CAPO300349	DANRE19662, DANRE19663
OG0003813	CAPO305053	DANRE34559, DANRE34558, DANRE33725
OG0003818	CAPO306945	DANRE00796, DANRE00795, DANRE00794
OG0003820	CAPO302724	DANRE37833
OG0003823	CAPO305304	DANRE02338, DANRE18651, DANRE14745
OG0003824	CAPO300109	DANRE41228
OG0003826	CAPO303948	DANRE34174, DANRE34175
OG0003827	CAPO302156	DANRE03015
OG0003828	CAPO304442	DANRE34896
OG0003829	CAPO304825	DANRE26628
OG0003831	CAPO301320	DANRE15888, DANRE15887
OG0003833	CAPO305448	DANRE10771, DANRE10770
OG0003834	CAPO307203	DANRE26683, DANRE26682, DANRE26041, DANRE26040
OG0003835	CAPO300102	DANRE10791, DANRE10790, DANRE10789, DANRE10788
OG0003836	CAPO301610	DANRE15750, DANRE15749, DANRE20258
OG0003837	CAPO304430	DANRE28859
OG0003838	CAPO304061, CAPO304064	DANRE41969, DANRE41970, DANRE15858
OG0003839	CAPO300238, CAPO301543, CAPO307066	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003840	CAPO300299	DANRE38305, DANRE00216
OG0003843	CAPO301582	DANRE16705, DANRE16707, DANRE16706, DANRE16708, DANRE11332
OG0003844	CAPO306235	DANRE16504
OG0003845	CAPO302000	DANRE00912, DANRE00910, DANRE00911
OG0003846	CAPO300905	DANRE11225, DANRE11224, DANRE00601, DANRE00602
OG0003848	CAPO305229, CAPO305228	DANRE26505, DANRE39951
OG0003850	CAPO306458	DANRE10537
OG0003851	CAPO301154	DANRE24600, DANRE24599, DANRE26396
OG0003852	CAPO302241	DANRE25290, DANRE25289, DANRE25291, DANRE25288
OG0003853	CAPO308238	DANRE05312, DANRE05311, DANRE05313
OG0003854	CAPO306385	DANRE28328, DANRE12790, DANRE12789
OG0003855	CAPO304198	DANRE10176, DANRE10174, DANRE10175
OG0003856	CAPO308004	DANRE35627, DANRE35628
OG0003857	CAPO302185	DANRE29893
OG0003858	CAPO300728	DANRE04452, DANRE04453
OG0003859	CAPO306990	DANRE18447, DANRE18446, DANRE18445
OG0003860	CAPO303899	DANRE28107
OG0003863	CAPO300200	DANRE40797
OG0003864	CAPO300087	DANRE13127
OG0003865	CAPO304904	DANRE42849, DANRE41340, DANRE41339, DANRE41338
OG0003866	CAPO302683	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003867	CAPO301767	DANRE31225
OG0003868	CAPO306848	DANRE02600, DANRE21503
OG0003869	CAPO307094	DANRE24691
OG0003870	CAPO305132	DANRE29501, DANRE29502
OG0003872	CAPO300319	DANRE33580
OG0003873	CAPO305775	DANRE10964, DANRE10965, DANRE10963
OG0003875	CAPO303382	DANRE13186
OG0003876	CAPO307728	DANRE09822, DANRE09823
OG0003878	CAPO308329	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689
OG0003881	CAPO303685	DANRE23015, DANRE23016
OG0003886	CAPO304109	DANRE03464, DANRE03465
OG0003887	CAPO307036	DANRE10423
OG0003888	CAPO302764	DANRE03003, DANRE03004, DANRE03002, DANRE03001
OG0003890	CAPO304707	DANRE00279, DANRE20425, DANRE20424
OG0003892	CAPO307708	DANRE31548, DANRE31549
OG0003893	CAPO300022	DANRE05885, DANRE05887, DANRE05886
OG0003894	CAPO302778	DANRE34284
OG0003897	CAPO303759	DANRE26467
OG0003898	CAPO307893, CAPO307749, CAPO306069	DANRE01941, DANRE01939, DANRE01940
OG0003899	CAPO300674	DANRE15788
OG0003900	CAPO301714	DANRE00881
OG0003901	CAPO301256	DANRE18344, DANRE18343
OG0003903	CAPO305736	DANRE15774
OG0003904	CAPO305947	DANRE12918
OG0003906	CAPO301369	DANRE21318, DANRE21317, DANRE21319
OG0003908	CAPO301425	DANRE16228
OG0003908	CAPO308216	DANRE37850
OG0003909	CAPO301220	DANRE18212, DANRE18213
OG0003910	CAPO302786	DANRE14816
OG0003911	CAPO305312	DANRE36887, DANRE36885, DANRE36886
OG0003912	CAPO307896	DANRE22780, DANRE24504, DANRE12988
OG0003913	CAPO306587	DANRE06162
OG0003914	CAPO301224	DANRE37573
OG0003915	CAPO304633	DANRE15235, DANRE06997, DANRE06996, DANRE15234
OG0003917	CAPO306797	DANRE36320, DANRE36318, DANRE36319
OG0003920	CAPO301554	DANRE13507, DANRE13508, DANRE13506
OG0003921	CAPO300430	DANRE27254, DANRE27256
OG0003922	CAPO304241	DANRE41706
OG0003924	CAPO302790	DANRE09379, DANRE09380, DANRE09378, DANRE09381, DANRE33656, DANRE33655
OG0003925	CAPO301662	DANRE14197, DANRE10649, DANRE10648
OG0003926	CAPO303036	DANRE01778, DANRE37929
OG0003927	CAPO304671	DANRE34037
OG0003929	CAPO303872	DANRE39127, DANRE39126
OG0003930	CAPO301599	DANRE25629
OG0003931	CAPO304399	DANRE03642, DANRE29896, DANRE29894, DANRE29895
OG0003932	CAPO300048, CAPO300047	DANRE41855
OG0003934	CAPO301204	DANRE13278
OG0003936	CAPO302163	DANRE12822, DANRE12821, DANRE12820
OG0003938	CAPO305166	DANRE11347
OG0003939	CAPO303853	DANRE03346
OG0003942	CAPO300632	DANRE17325, DANRE17324, DANRE17327, DANRE17326
OG0003944	CAPO300493	DANRE26350
OG0003945	CAPO300812	DANRE12335, DANRE12334, DANRE36681
OG0003946	CAPO303843	DANRE16868, DANRE15691
OG0003947	CAPO306325	DANRE04867, DANRE04866, DANRE04865, DANRE00638
OG0003950	CAPO307097	DANRE25270
OG0003954	CAPO304758	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647
OG0003955	CAPO304097	DANRE16285, DANRE16284, DANRE16283
OG0003959	CAPO304028	DANRE35120, DANRE43205
OG0003961	CAPO303890	DANRE27124, DANRE40065
OG0003965	CAPO302867	DANRE11346
OG0003966	CAPO301181	DANRE16607, DANRE16606
OG0003969	CAPO304197	DANRE11066, DANRE11065
OG0003971	CAPO301852	DANRE33922
OG0003972	CAPO308018	DANRE22865, DANRE22866
OG0003973	CAPO307513	DANRE10902, DANRE35576, DANRE35578, DANRE35577
OG0003998	CAPO305634	DANRE16820
OG0003999	CAPO306327	DANRE24171, DANRE24172
OG0004000	CAPO302913	DANRE14303, DANRE10250, DANRE10249
OG0004002	CAPO305544	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931, DANRE05929
OG0004005	CAPO302213	DANRE23393, DANRE23392
OG0004007	CAPO307105	DANRE17531, DANRE34274
OG0004009	CAPO305072	DANRE04572
OG0004010	CAPO303524	DANRE00257
OG0004012	CAPO308011	DANRE20086
OG0004014	CAPO303473	DANRE42841, DANRE42839, DANRE42840, DANRE42838
OG0004015	CAPO305112	DANRE36484, DANRE36483
OG0004016	CAPO303609	DANRE23411, DANRE23410, DANRE23409
OG0004017	CAPO308124	DANRE29671, DANRE29669, DANRE29670
OG0004023	CAPO307204	DANRE38567, DANRE38568
OG0004027	CAPO301145	DANRE22477, DANRE23101, DANRE03257
OG0004031	CAPO306218	DANRE11151, DANRE13424
OG0004032	CAPO300291	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489
OG0004033	CAPO304862	DANRE02951, DANRE02950, DANRE05920
OG0004035	CAPO301995	DANRE21263, DANRE13578
OG0004037	CAPO306482	DANRE36247, DANRE36246
OG0004038	CAPO307927	DANRE21930
OG0004041	CAPO306646	DANRE16723
OG0004042	CAPO302696	DANRE38657, DANRE38655
OG0004044	CAPO300275	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879
OG0004047	CAPO304083	DANRE21333, DANRE21332
OG0004048	CAPO304654	DANRE20080, DANRE06433, DANRE06434
OG0004050	CAPO308116	DANRE25137
OG0004053	CAPO301919	DANRE10451, DANRE10452, DANRE10453
OG0004054	CAPO308277	DANRE23307, DANRE07839, DANRE07837
OG0004056	CAPO306031	DANRE33963
OG0004058	CAPO301904	DANRE18210, DANRE18209, DANRE18208, DANRE18211
OG0004059	CAPO301877	DANRE35070, DANRE35069
OG0004063	CAPO300628	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818
OG0004064	CAPO304453	DANRE35866, DANRE41678, DANRE41677
OG0004065	CAPO304029	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199
OG0004067	CAPO301812	DANRE06632
OG0004068	CAPO301030	DANRE39005
OG0004069	CAPO307785	DANRE35213, DANRE35214
OG0004070	CAPO302894	DANRE15504, DANRE15501, DANRE15503, DANRE15502, DANRE15500
OG0004071	CAPO306388	DANRE34963
OG0004072	CAPO305194	DANRE03361
OG0004075	CAPO308024	DANRE03376, DANRE03377, DANRE03378
OG0004076	CAPO307967	DANRE15069
OG0004079	CAPO300687	DANRE07274, DANRE15648, DANRE15649, DANRE15650
OG0004080	CAPO305236	DANRE35778, DANRE24628, DANRE35780
OG0004081	CAPO301069	DANRE28019, DANRE23662
OG0004082	CAPO305459	DANRE27989, DANRE27991, DANRE27988
OG0004083	CAPO304047	DANRE05501, DANRE05502
OG0004084	CAPO300193	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732
OG0004085	CAPO307782	DANRE15264, DANRE15263
OG0004090	CAPO304280	DANRE36859, DANRE23136, DANRE23135
OG0004091	CAPO307795	DANRE35209, DANRE35210
OG0004092	CAPO301516	DANRE23794, DANRE13755
OG0004093	CAPO303612	DANRE19022, DANRE19023
OG0004094	CAPO306112	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238
OG0004095	CAPO302216	DANRE25028, DANRE43192, DANRE25029
OG0004096	CAPO306070	DANRE17669
OG0004097	CAPO300790	DANRE33765
OG0004099	CAPO306437	DANRE09350, DANRE03606
OG0004100	CAPO306356	DANRE25221, DANRE25220
OG0004101	CAPO303749, CAPO302702	DANRE02022
OG0004103	CAPO306700	DANRE23050
OG0004104	CAPO303861	DANRE21465
OG0004104	CAPO303684	DANRE35218, DANRE35217, DANRE35219, DANRE21466, DANRE12910
OG0004105	CAPO308098	DANRE14169, DANRE10477, DANRE14170
OG0004106	CAPO303386	DANRE02860, DANRE02861, DANRE23233
OG0004108	CAPO307282	DANRE04976, DANRE04975, DANRE04973, DANRE04974
OG0004110	CAPO300855	DANRE05249
